-0.0160212-0.0514144j 0.00823468-0.0164316j -0.0175616-0.0135008j 0.00920329-0.0384428j 0.0121435+0.0359899j -0.00710669+0.00215639j 0.0388141-0.038233j -0.00893231-0.0253611j -0.0117462+0.00715091j -0.00631321+0.0434004j -0.0443189-0.00701745j 0.025279-0.0445477j -0.00161065-0.0370259j 0.0256227-0.00296883j -0.0296052+0.0344645j 0.00809202+0.0158706j 0.00868371-0.021696j 0.0125875+0.014319j 0.028206-0.0192965j -0.0385771+0.00608605j 0.033463-0.0288052j -0.00169482+0.0211839j -0.00107006+0.0386434j -0.0168524-0.00802893j 0.0208106-0.00848504j -0.000542243+0.0027744j -0.0414608+0.0175266j 0.0192041-0.00804331j -0.0298276+0.0288276j 0.00129487+0.00876966j 0.00727681+0.00626303j -0.0232996+0.0109487j -0.0182196+0.0100122j 0.0295519-0.0285563j 0.027705-0.0154811j -0.0202891-0.0143657j 0.0185608-0.0258044j 0.00650698-0.0201945j -0.00162552-0.00239305j -0.00420586+0.0112426j -0.0100594+0.00831339j -0.00439687-0.0074341j 0.00736557+0.0252778j -0.00401307-0.00076623j 0.024962-0.0129647j 0.0249794-0.00519079j -0.0127545+0.0201129j 0.0111827+0.0175985j -0.0090536+0.0111801j -0.011266+0.0106053j 0.0119566+0.00513826j 0.0138582-0.0185784j 0.0154094-0.0136095j -0.0224271-0.016784j 0.0197428-0.00517793j -0.00607435+0.00960378j 0.0109695-0.0316386j 0.00590875-0.0366383j -0.037698+0.0362296j -0.0331653+0.015926j 0.00193452+0.0178158j -0.0156373-0.000434996j 0.00586226+0.00887219j -0.0147451+0.0144846j 0.00508148-0.0421031j -0.0417142+0.0632408j 0.0126639+0.00903133j -0.00722624-0.0251207j 0.0177829-0.0623784j -0.0248-0.0747622j 0.0197388-0.0398472j -0.0698506+0.089348j 0.0860603-0.0812969j -0.0379826+0.0464058j 0.0640084+0.00488988j -0.0159678+0.0773129j 0.055395+0.0104348j -0.107093+0.113983j 0.1471-0.170725j 0.127961+0.0357915j 0.00960093+0.075631j 0.208435-0.15744j 0.0314942-0.0838528j -0.0880173+0.0430543j -0.0219771+0.000115872j 0.046778-0.0624204j 0.0328093-0.0656321j 0.0242407-0.020121j -0.0149541+0.171281j -0.149879+0.0613117j 0.0867468-0.144466j 0.0965912-0.0584918j 
-4.15677e-05-0.0171263j 0.0120148-0.0226484j -0.0382635+0.0192144j -0.0208051-0.00997811j -0.0152938-0.019557j -0.0206463+0.00157673j -0.0757744+0.0063252j 0.0193656+0.0134913j 0.0184207+0.0236603j -0.0398071+0.0216476j 0.0275176+0.0208332j 0.0160279-0.030945j 0.0341902-0.0276871j -0.0112851-0.00935396j -0.0162167-0.0208327j 0.0084955-0.00597463j 0.00322104-0.0194877j 0.0266299-0.0315627j -0.0197629+0.0108998j 0.016031+0.0101966j 0.0187276-0.0149766j -0.0307829+0.0138117j 0.0466338+0.00863935j -0.043612+0.0501878j -0.0136579-0.00838753j -0.0599761-0.00376791j -0.00157921-0.00354516j -0.0525509+0.0224355j 0.0609415-0.0208708j 0.0353708+0.0189881j 0.00794701-0.0171694j 0.00237486+0.0176569j 0.101848+0.0141828j -0.0822945+0.0554233j -0.0988905+0.0149852j 0.114013-0.04717j 0.0410048+0.0191973j -0.015609+0.00987649j 0.0167266+0.0135822j -0.065731+0.00445177j 0.0108804-0.0356386j 0.0282766-0.0360948j -0.0329178+0.0203715j -0.0330576+0.0139156j -0.0285052-0.0212018j -0.0325637-0.00297584j -0.0377459-0.00971942j 0.0260985+0.044667j 0.105384+0.0406809j 0.0720279+0.0281427j 0.0347563+0.0382085j 0.0380634+0.0509249j 0.0810332-0.0539196j -0.118982+0.0127173j 0.000894721-0.0824756j 0.0281024-0.0460703j 0.0150562-0.0715419j -0.130383+0.0416371j 0.0535659+0.000517525j -0.058425+0.0936741j -0.0319434-0.119376j 0.106467+0.00378239j -0.0384674+0.0247886j 0.08944-0.0483838j -0.00159771-0.0663297j 0.0844671+0.0393937j -0.0291379-0.031914j -0.0370295+0.0256724j -0.0551927-0.00548607j 0.062998-0.185242j -0.0766766-0.0455865j -0.0207455+0.10439j -0.138949-0.0487917j 0.0481363+0.101129j -0.0741489+0.0103129j -0.00969973+0.0788469j 0.00739872-0.0268871j 0.0998147+0.012654j -0.0142605+0.0239518j 0.0198218+0.0115519j -0.0134663-0.0221534j -0.0222052+0.0506388j -0.00539107-0.0146099j -0.0298672+0.040901j -0.0317427-0.0190794j 0.0370353-0.021825j -0.0531807-0.0675365j -0.0327455+0.00495053j -0.0391739+0.0515404j 0.0665519+0.0462796j -0.035287+0.00528906j -1.16106e-05+0.0177964j 
0.00971817+0.00666239j 0.00162652+0.0171385j 0.0033566-0.0129064j 0.0104587+0.00797253j 0.00714474+0.034204j 0.0303396-0.00270219j 0.027924-0.00915697j -0.00109486-0.0211017j 0.00658201-0.000123391j 0.0199468-0.00242139j -0.021975+0.025698j -0.00854044-0.0191547j 0.0157788+0.0271038j 0.000647138+0.0302908j 3.79318e-06-0.00106452j 0.00857843-0.00476517j 0.0355377-0.0106007j 0.0233515+0.0258886j 0.00637458-0.00711809j -0.0252359-0.00555512j 0.0159727+0.0204487j 0.0351112-0.0129052j 0.00480119-0.00781209j 0.0197669-0.0517946j 0.0305953-0.00588094j 0.0233571+0.0391212j -0.0132992+0.00150383j -0.0108951-0.0231394j -0.0214245+0.0169474j -0.0367504-0.0330759j -0.0403512-0.0243962j 0.0254658+0.00604896j -0.00920716+0.0179202j 0.0440975-0.00281006j 0.0184693+0.00957213j -0.0232385-0.0642837j -0.0720998+0.0372957j 0.0195064-0.0135751j 0.0254693+0.0130635j -0.0409549-0.00517509j 0.0290257+0.0910376j -0.0491615+0.0301074j -0.0519605+0.0841433j 0.0754516+0.185253j 0.036719-0.03445j -0.0279227+0.00686652j -0.0184125-0.00856836j -0.000500534+0.0500119j -0.0198956-0.0726591j -0.00560519+0.0215787j -0.0084374-0.0152388j 0.126427+0.0388138j -0.0335976-0.0948117j 0.052751+0.00820069j -0.0661854-0.122788j -0.0614388-0.134823j 0.0405662-0.118351j -0.0104333+0.174885j -0.106112-0.0933254j -0.00166228-0.0887217j 0.0278026+0.0688622j 0.168587+0.0447747j 0.0981286-0.00674207j -0.0242095-0.0106919j 0.0881087-0.0500977j -0.16484+0.0389396j -1.34842e-05-0.0170547j 0.029399-0.012845j -0.00422021-0.01981j 0.0147884+0.00835322j 0.0147741+0.00728373j 0.0201728-0.0232245j 0.0430043-0.00612529j -0.0362593-0.0510456j 0.0330698-0.0177961j -0.0419849-0.0284982j -0.0276173-0.11329j -0.0781808-0.0314576j -0.0119698-0.0277234j 0.00744864+0.044274j -0.049045+0.0162433j -0.0214229-0.0437049j -0.0269674-0.00305159j -0.0297917-0.0235586j -0.00345935-0.00538763j 0.0177132+0.0186554j 0.0783267-0.0196305j -0.0103143-0.0447138j -0.0112348-0.0133962j -0.0247496-0.00619545j 0.0087672-0.0236844j -0.0110645-0.00571641j 
0.0102919+0.0269823j 0.00738921-0.00344646j -0.014972-0.0222442j 0.0384094-0.0207661j 0.00336714-0.00235195j 0.0111219-0.0338623j 0.0185532-0.00327585j -0.015295+0.00547326j -0.0202672-0.0485886j 0.0264037+0.006227j -0.000364556+0.0573911j 0.0217979+0.0167862j 0.0355737+0.00797981j 0.0441138-0.0295671j 0.00588548+0.0169366j -0.0396609+0.00322423j 0.0401685-0.00273912j -0.0117923+0.0289324j 0.0329548-0.00854094j -0.00716878-0.0347627j 0.00907051-0.0307089j -0.00952335-0.00297655j -0.0393916+0.0131541j 0.0239271-0.0162113j 0.0279714-0.053166j -0.0219985-0.00266432j -0.0892503+0.0636002j -0.0597096-0.0370165j 0.0133987+0.0741142j -0.0115028+0.018288j 0.00821243-0.0417065j -0.00781801-0.00488069j -0.0398223-0.0212465j 0.028542-0.0248187j 0.0512051-0.0246746j -0.0303278+0.0552408j -0.0183784+0.0221597j 0.0224668+0.0355365j 0.0253376+0.0549914j -0.0319338-0.0133143j 0.0544698-0.0415477j -0.0345466-0.0966169j -0.0260966-0.00262698j -0.0652053+0.006267j -0.025754+0.0494983j -0.0120132+0.0549999j 0.053552-0.0624812j -0.0342826-0.0245j -0.00678345+0.0282156j -0.0463486+0.0232367j 0.0402974+0.0249099j -0.0391776+0.050511j 0.129356+0.0302102j 0.0475037-0.032298j 0.0507587+0.0796753j 0.00734252-0.07236j 0.0397375+0.0367461j 0.0410682-0.0558004j 0.0176152+0.0455806j 0.069085+0.0437613j 0.0297401+0.010056j -0.043843+0.0699289j 0.0539937+0.0637164j -0.0561116+0.0379178j 0.0303316+0.0726981j -0.109201-0.0281433j 0.0357712-0.0209288j -0.0017696-0.071265j -0.0329424-0.11675j -0.0916655-0.0110463j -0.0831246+0.0290705j 0.0476085-0.0456803j -0.0911064-0.07759j -0.0604806-0.0301416j -0.0486965+0.00834818j 0.0576671+0.0159013j -0.00235241-0.0470254j 0.0136535+0.0492732j -0.0107692-0.0309321j 0.0478811+0.00847344j -0.017114-0.0276671j 0.0509276-0.0601357j 0.0123056-0.00264591j -0.00773841+0.0424429j -0.00714119-0.03612j -0.0331885+0.00882049j 0.0617908+0.00614396j -0.0375971-0.0537952j 0.0325912+0.0082397j 0.00862912-0.0170061j 0.00118319-0.0182032j 0.0127034-0.0356923j 
-0.00132745+0.0107574j -0.0117707+0.00203425j 0.0258911-0.0157024j 0.0154724-0.00821017j 0.0159376+0.00304392j -0.0212271+0.000507091j 0.0197848+0.00388937j -0.00392183-0.0215955j -0.0195776-0.00566799j -0.0158022-0.00655355j -0.0306907+0.000875372j 0.03258-0.00389203j -0.0211114+0.000647953j -0.0433784+0.00565936j 0.00782072+0.00430108j 0.0345678+0.0208055j -0.0161309-0.0044991j -0.0383441-0.0107648j -0.0223411+0.0252079j 0.00636766-0.0186979j -0.0226131+0.0109411j 0.0268305+0.0210158j 0.00354486+0.00064897j -0.0532961-0.0553397j -0.0350104-0.0214513j 0.0496619+0.0443646j 0.0159302+0.00330509j 0.0432801-0.0385286j -0.00468678+0.0499499j 0.0488266-0.0566025j 0.00155339-0.0118841j -0.058084+0.0617925j 0.00695126+0.0322819j -0.0155833-0.032674j -0.00757616-0.0189035j 0.0387727+0.0413157j 0.0265283-0.0231943j 0.0407078+0.033357j -0.0258108-0.0612544j 0.0477618+0.0198405j -0.138909+0.0276986j 0.0708755-0.0392405j 0.00294573-0.0471128j 0.0615225+0.0261607j 0.0903642+0.0809139j 0.113856+0.0116502j -0.0548395+0.0693288j 0.0129416-0.0343714j -0.0344803-0.0367237j 0.061488+0.0386035j -0.0134673-0.0239681j 0.0253697+0.075988j -0.0621853+0.0172872j -0.148589-0.0477555j 0.226426-0.02268j 0.0913081-0.0716015j 0.0170621+0.1015j -0.0422965+0.00822887j -0.0336595-0.122617j -0.090002-0.0834659j -0.00635242-0.0414736j -0.119266+0.0260017j -0.0862704+0.039191j 0.0329457+0.04491j -0.0463156+0.0201202j -0.024573-0.107516j 0.0575861-0.09407j 0.051944+0.0770113j -0.00629194+0.0327227j -0.0223858-0.0590259j 0.00975373+0.0078604j 0.0441371-0.0335915j -0.0233887-0.021327j -0.0176609-0.0719451j 0.078562+0.063355j -0.0760042-0.0626351j 0.0125543-0.0430271j 0.0643163-0.0468663j 0.0293752-0.0309083j -0.0024624-0.0414037j 0.0150424-0.00149103j 0.0201971+0.0197125j -0.00643849-0.0138209j -0.0382954-0.0339664j -0.0130403-0.0599566j -0.0721222+0.0152571j 0.00897706+0.0270331j -0.00144133+0.0257415j 0.0405153-0.0149662j -0.0271703-0.0454152j 0.00988926+0.0109828j 0.00771553-0.0077592j 
0.00128955+0.0182168j -5.91774e-05-0.0121801j -0.0197353-0.015174j 0.0160946-0.00982377j 0.0199889-0.0135288j -0.0125249-0.0147547j -0.0276238+0.00855659j -0.00411255-0.00613541j -0.0153413+0.00174713j -0.0275636+0.0109327j -0.0382849-0.00550852j 0.0397021-0.00332671j 0.0247294+0.0226425j -0.0262913-0.0177549j 0.0150832+0.0668989j 0.00994841-0.01128j 0.0264897-0.0493277j 0.0109319-0.00625458j -0.0418467+0.0466057j 0.0143223+0.0160515j 0.0560892-0.000229924j -0.0183208-0.0248839j 0.0103207-0.037787j -0.0450466+0.0187697j 0.0136954-0.0145578j 0.0186789-0.0336351j -0.10588-0.0295796j 0.0205103+0.0254477j 0.00884636-0.0139527j 0.0260802-0.00687549j 0.0608387+0.0123936j -0.0992226-0.0169628j 0.0681082+0.00837947j -0.0184838-0.0035835j -0.0359478+0.033253j 0.0653345-0.0615272j -0.0420638-0.0192898j -0.0292925-0.0211013j -0.0540269-0.0426799j 0.0502922+0.0700189j -0.00707533+0.0474039j 0.105202+0.0892657j 0.020143-0.00554093j -0.00657141-0.1723j 0.0718463-0.0504419j -0.00403695+0.064734j 0.0443725+0.0265404j 0.0639604+0.00998739j -0.0552554-0.0506791j -0.0473757-0.0824823j -0.0403409-0.0812612j -0.00778942-0.209308j -0.197741+0.0784714j -0.0350208-0.00227139j -0.0705005+0.0121583j 0.0447271+0.0191905j -0.0734399-0.0428093j 0.0498505+0.134603j -0.075167+0.0775688j -0.178696+0.00599141j 0.0224835+0.0351272j -0.0643697-0.109053j -0.0822838-0.0101554j 0.0198472-0.0159574j -0.0818467-0.0796565j 0.0871228+0.00229148j -0.0285755-0.0378698j 0.0226593-0.0280325j 0.0189368-0.0441656j -0.0790239-0.0808542j -0.0473905-0.0222827j 0.0998746-0.0257706j -0.0367581+0.0256048j -0.00165498-0.058576j -0.0376624-0.0185492j -0.0271068+0.0679778j 0.00676235-0.029549j 0.0309559+0.00442271j 0.00999438-0.0362853j -0.00458825-0.00738368j 0.0205-0.000268201j 0.00734396+0.0239575j -0.00970686+0.00691287j -0.0588295+0.0134345j -0.032005-0.0446292j -0.0214509+0.0189789j -0.0154449-0.0336484j -0.0104818+0.00111645j 0.0285646+0.0234051j 0.0327812-0.0239478j 0.00345388-0.00481787j 0.010252-0.00777907j 
-0.00702231+0.00777656j 0.00482762-0.00349115j 0.00150998+0.0109984j -0.0123952-0.0106501j 0.000703018+0.00603624j 0.000251915+0.00188759j -0.0015588+0.0207177j 0.000307194-0.00511075j -0.00273903-0.0160342j -0.0131142-0.0292807j 0.00651151+0.0612015j -0.019753-0.0191462j 0.00994958+0.00880486j 0.0267376-0.0119963j 0.00329269-0.0681258j 0.0306443-0.0155122j -0.0179248-0.0558167j -0.00687283-0.0183543j -0.017487+0.0264907j 0.0168559-0.0232978j 0.00973904-0.00411932j 0.0101965-0.00360293j 0.00768378-0.00397144j 0.0446367-0.0160697j -0.0537693-0.0145325j -0.0039276+0.0699775j 0.0122338+0.0205999j 0.0288014+0.00909843j 0.0101806-0.00290762j -0.0283734-0.0259976j 0.00176449-0.00200472j 0.00570836+0.0187509j 0.0120651-0.033095j 0.0265531-0.019953j -0.0752406-0.00743971j -0.0639378-0.0475678j -0.0128821+0.111986j -0.0294539-0.0338442j 0.074447+0.075564j 0.0383942+0.0411899j 0.0836236+0.0186772j 0.0078915-0.052038j 0.0747506-0.00285824j 0.0476466+0.0369478j -0.052886-0.0368441j 0.0103832+0.0589223j -0.0970424+0.0220013j -0.0699719-0.0302703j -0.162716-0.11043j -0.0942899+0.00454771j -0.0355927-0.0253658j -0.16143-0.0071595j -0.0992358+0.0231443j 0.0234552-0.157238j -0.0851997-0.137724j 0.064109+0.0403743j -0.123311+0.03838j 0.175407+0.112974j -0.000283052-0.0139104j 0.039831+0.046822j 0.0294368+0.0319788j -0.011427+0.0154974j 0.0291718+0.0117818j -0.00618784-0.0550314j -0.0715705-0.0949154j -0.0493674+0.0893032j 0.0254292+0.0090534j -0.0268742+0.0700222j -0.05532+0.041919j -0.0447236+0.0575376j 0.0454433-0.00518144j -0.0336479-0.0380501j -0.0201302-0.0621525j -0.0110522+0.0361106j -0.0250897+0.0283376j 0.00947469+0.00562732j -0.0818306-0.0484104j 0.00482431+0.00633404j 0.0246513+0.0247608j 0.0303533+0.0229441j -0.022677+0.0731298j -0.00770812-0.00596801j -0.0457682-0.0455153j 0.0204955-0.0220024j -0.0185278+0.0133503j 0.028174-0.0308322j -0.0271055-0.04712j -0.045004+0.0064475j -0.00454757-0.018437j -0.0157782+0.00210425j -0.0120529-0.0168531j 0.00048776+0.0160207j 
0.00478706-0.0116663j 0.0141165-0.0125231j -0.010995+0.0227951j -0.0221328+0.0141528j -0.0135227+0.0215752j -0.00566361+0.00880283j 0.0410623+0.022001j -0.0166656-0.0216834j 0.0110791-0.0160376j 0.0134235+0.0254533j -0.0237635+0.019221j 0.00978821-0.0396669j 0.0124089-0.0202538j -0.00425805-0.00229247j 0.0043426-0.0406864j -0.0191497-0.0160026j -0.0587759-0.0116192j -0.00282933-0.0501857j 0.0238278+0.0164256j -0.0441496+0.0294661j 0.0018351-0.0228636j -0.0246601+0.00895274j 0.00551914-0.00748894j 0.0491218-0.0566059j -0.000642651+0.000343266j 0.0362242+0.0428653j -0.0152883+0.0497089j -0.0109969-0.0377919j -0.00522414-0.0476743j -0.0290005-0.0600151j -0.0194757+0.025846j -0.0597259+0.00226708j -0.0617414-0.0401465j -0.0052463+0.0264669j 0.0614158+0.0467777j 0.00373531+0.00356895j 0.0332622+0.113363j 0.0302959-0.0911936j -0.0651444+0.0365033j -0.051715+0.0247209j 0.0220242+0.0355645j 0.00997041-0.0953564j 0.00273288+0.0239654j -0.0695357-0.0614754j 0.0185512+0.00736301j 0.0902191+0.163963j -0.0171599+0.0105691j 0.0477934-0.116703j 0.071088+0.0682033j -0.104167-0.00258857j 0.0535816-0.0071742j 0.0622988+0.0603897j 0.0996304+0.0699297j 0.0754161+0.00523646j -0.00427765+0.0674499j -0.118057-0.141911j 0.0280961-0.00966118j 0.089605+0.0791695j 0.0334524+0.117298j -0.065856+0.000921275j -0.0321696+0.0723501j 0.0452268-0.0506375j -0.114993+0.0170996j 0.0336231-0.102237j 0.0437031+0.0473655j 0.0742991-0.106354j 0.0307385+0.0256735j 0.0375084+0.0644679j 0.0822688+0.136266j -0.00626174+0.0174366j -0.00447473-0.0135014j -0.0558798-0.0349496j -0.0251814-0.0946376j -0.0183665-0.0654603j -0.0185947-0.0362869j 0.0140489-0.0331479j -0.0432787-0.0194103j -0.0391611-0.00282049j -0.0314683-0.0512693j 0.0167108+0.0582405j -0.00736758-0.0252048j 0.00519799-0.0234592j 0.0541086+0.0277531j -0.0537917+0.0238311j 0.0154914+0.0061399j -0.0105035-0.0776542j -0.0293305+0.0475467j 0.0233269+0.00548601j -0.0377962-0.024588j 0.0156479-0.0144549j 0.002248-0.0213023j 0.000233073-0.00204423j 
0.00745608-0.0198428j -0.00186134-0.00599048j -0.00530918+0.00842641j -0.00770071+0.0011603j -0.0161242+0.00300919j 0.00980307-0.0248607j 0.00132633-0.0230075j 0.00924861+0.0070136j 0.0037847+0.000549168j 0.00420309-0.00518828j 0.0380077-0.0222306j 0.00510565-0.012063j 0.00996644-0.0533816j -0.0194864+0.0143181j 0.00460044-0.024886j 0.00754649+0.0107467j -0.00520652+0.031611j -0.000681568+0.0144295j 0.0101023-0.0336763j -0.0133075+0.0320137j -0.00228631-0.0151632j 0.00162789+0.00939901j 0.047+0.00590322j 0.00143431+0.00801749j -0.075105-0.00420168j -0.0115315+0.00756208j 0.0209316+0.0486248j 0.0511197-0.0353738j -0.0576423+0.0211053j 0.0351615+0.00194736j -0.0945045+0.0291147j 0.0497198+0.0148839j 0.0491478-0.026029j 0.0389767+0.0354876j 0.0201764-0.0431457j 0.0271653+0.0578429j 0.0106134+0.0220859j -0.0712749+0.0844238j 0.0326764-0.0141666j 0.0331973+0.0541702j 0.0297458-0.088912j -0.0651831-0.0445227j -0.00325361+0.124037j 0.0517587+0.0163952j -0.08087+0.0470166j -0.033968+0.0315143j 0.07815+0.046234j -0.00665328+0.100767j -0.162554+0.0658087j -0.0171588-0.0346271j -0.0134425-0.00945559j -0.0996178+0.0999561j -0.197778-0.0270465j 0.0527782-0.102699j -0.0362624+0.00369894j -0.0284017-0.0870599j -0.190531+0.114939j 0.0767882+0.136732j 0.117455-0.0158199j 0.0223075+0.0421703j 0.0317051+0.0592893j 0.0127155+0.166354j 0.0394156+0.0504638j -0.0731832+0.0256534j 0.115844+0.0690864j -0.146318-0.0819415j 0.0643391-0.0688833j -0.00576242+0.010141j 0.0641558+0.0185711j 0.0433571-0.00861678j 0.0778108-0.0328216j 0.0249052+0.0237026j 0.0430094-0.00299718j -0.0277372-0.0474774j -0.0643559+0.00356429j 0.0139534+0.0414304j 0.0134789-0.0226324j 0.00998823-0.0161212j -0.0195464+0.0319762j 0.0521151-0.0136785j -0.0594185-0.0193288j -0.0333883-0.0529993j -0.00957171-0.0363289j 0.0820176-0.0299783j 0.00834512-0.0187672j 0.0103516+0.0418806j 0.054767+0.0384063j 0.012051-0.0136212j -0.0150109+0.00227085j -0.0136266+0.0221635j -0.00442306+0.0102127j -0.00220395-0.00787327j 
-0.00698335+0.0024715j -0.00291037-0.0102298j -0.00638179-0.0242479j 0.0130801+0.00338097j 0.00265035-0.0234073j -0.0273243-0.00433457j -0.0150723+0.00274085j 0.0131935-0.00183568j -0.0116095+0.0174117j 0.0253421+0.02392j -0.0244755-0.00955212j 0.014192-0.00623171j -0.00575614+0.00970494j 0.00098186-0.00810596j 0.0163464+0.0135266j -0.00736671-0.0227368j 0.0105048+0.0603505j 0.0222678+0.0208562j -0.00463198+0.0552533j 0.015693-0.000453674j -0.0199792-0.00947536j -0.0384382+0.0134185j -0.0162148+0.00501001j -0.0198562+0.00849953j 0.01172-0.000683479j -0.0262305-0.0167389j -0.0281362+0.0232796j -0.0264678-0.0163867j -0.00428884+0.0211479j 0.0220172+0.0226316j 0.0116548+0.0155673j -0.0521173+0.0524291j -0.0953728+0.0862678j 0.0338872+0.0618375j -0.00580173+0.032777j 0.00130863-0.0271247j 0.00351983-0.00784161j 0.0137501-0.0577698j -0.0176091+0.00109096j 0.0684515+0.0465536j -0.0386864-0.0162023j -0.00313583-0.0696278j 0.148492-0.0350251j -0.0727655+0.0527915j -0.0707746-0.0430749j -0.0700321-0.0495786j 0.0279502+0.02378j -0.149305+0.0503762j -0.00309609-0.10822j -0.0683028-0.036305j 0.000213287+0.053654j -0.142363+0.0324948j 0.0611817-0.00697308j -0.135357-0.128373j 0.0232658-0.337933j 0.060769-0.106772j -0.00659211+0.00439262j 0.0609982+0.0701302j 0.0901572+0.0295306j -0.0373544-0.0775647j 0.0377563+0.00228189j 0.165542+0.0447402j -0.0217311+0.0927595j -0.0553527-0.0932157j -0.0157807-0.0242059j -0.0363857-0.051137j 0.0365577-0.0731586j 0.0145127+0.00874637j 0.044084-0.0134723j 0.0240219-0.0280737j 0.00110175+0.000592508j 0.00946033-0.0224818j 0.0291944+0.0108129j 0.00873124+0.00798304j -0.0641701+0.0666311j 0.0865745+0.0501055j 0.0464159-0.0604805j 0.00300276+0.0137848j 0.0215304+0.0143468j -0.00176038-0.0105122j -0.0232419-0.00955313j -0.0371681-0.00704947j -0.0136587-0.00147986j -0.0521066-0.0199008j 0.00887393-0.0381833j -0.00788295-0.00481347j -0.000435157-0.01344j -0.00186211+0.00494026j 0.0138934+0.0177803j 0.0238175-0.0234761j 0.00395654+0.0102545j 0.0056044-0.00478569j 
-0.00845738+0.0193439j 0.00321664+0.00826795j -0.00666584-0.000546512j -0.0300057-0.0146359j -0.0400456-0.021488j 0.0308517+0.0169161j -0.0120786-0.0167709j 0.00147439+0.0432203j -0.00564624-0.0433079j 0.03228-0.0560681j 0.0140592+0.0208596j -0.00656027+0.00560172j -0.0127632-0.0153266j 0.0783074-0.00132162j 0.0519276+0.0142741j 0.00444607-0.0216517j 0.0159704-0.0177137j 0.0312558-0.0169972j 0.0184377+0.0189829j -0.00183408-0.0670674j -0.0139697-0.0278713j -0.0046023-0.0310024j 0.0507044-0.0722474j 0.0921479+0.0450937j -0.00936639-0.0159834j -0.0471327-0.00972924j -0.0237383+0.0124297j 0.0232767+0.0112752j 0.0105637+0.0640131j -0.0320249-0.0330067j -0.0253045+0.107495j 0.116596+0.047797j -0.00469815+0.0229397j 0.0232653-0.0909118j -0.0198358+0.0782192j -0.0244927+0.0324615j -0.0758511+0.00564675j -0.0094435+0.0669156j -0.0747457-0.136089j -0.0313484+0.0482451j 0.0182357-0.0348496j -0.0169055+0.0200777j 0.010696+0.0784536j 0.0421868-0.0626331j -0.112427+0.0850556j -0.151982+0.0779649j -0.0529926-0.0335774j 0.0488935-0.045129j -0.0209163+0.0729863j 0.0489798+0.0407365j 0.0457184+0.0571785j 0.117288+0.0585305j -0.0801367-0.0334279j 0.0222769+0.0756633j -0.0919492+0.044593j 0.00333508-0.0113533j -0.0504632-0.0231263j -0.0728188+0.0709503j -0.00910742-0.0245575j -0.040526+0.0841049j -0.024626+0.0670541j -0.0229496+0.0696454j 0.0246884-0.048298j -0.100703+0.0117081j 0.0478239+0.101451j 0.00551319+0.0148243j 0.0213599+0.115752j -0.013539+0.0482168j 0.0163255+0.0701229j 0.00373917-0.0401854j -0.00232624-0.00527166j 0.0710201+0.129422j 0.00253169-0.0156716j 0.0539825-0.0150531j 0.0173347-0.027964j -0.0469067+0.0123114j 0.0177977+0.0260207j 0.00356449+0.0325946j -0.00241218+0.0451312j 0.0249589+0.0456175j -0.0115201-0.0277652j 0.0196136+0.029878j 0.0131344-0.0442501j 0.045228+0.0115796j 0.0226831+0.0111613j -0.0324861+0.0036887j 0.0111284+0.0401141j 0.00331098+0.0144393j -0.00217384+0.000434207j 0.00478913+0.0469146j -0.00748229+0.00435747j 0.00680701+0.0279243j 
