-0.172819-6.66134e-16j -0.0637677-0.00454799j -0.0794011-0.0875672j -0.0655715-0.119768j 0.0194353+0.00365243j 0.0284131+0.0231917j 0.0562529+0.00131941j 0.00835443+0.060127j -0.0255341-0.0606376j 0.0220629+0.0042844j 0.00470449-0.0143045j -0.00510401-0.0521607j 0.0196656+0.000897683j 0.0149027+0.0430815j 0.0195357+0.0171157j -0.00312334-0.00465573j -0.0166314+0.00407412j -0.00276971-0.0580447j -0.028042-0.0180053j 0.00771167+0.0114745j -0.0138938+0.008918j -0.00707524-0.0137069j -0.00889467-0.00220763j 0.00575916+0.000180707j 0.00330608-0.0240543j 0.00728328-0.0228641j 0.0270427+0.0041104j -0.00227899+0.0136199j -0.00462667-0.00683283j 0.00667999-0.00688497j 0.0262166+0.00540731j 0.00296867+0.0311708j -0.000169047+0.00414871j -0.0128716-0.0115952j -0.0289505-0.00887051j -0.0146944-0.0156687j 0.0112184+0.00307704j 0.0282127+0.00148092j 0.0340822+0.0221563j 0.00235914+0.00259634j -0.0320079+0.00185695j 0.0392281-0.00736641j -0.0121083+0.00585831j -0.0246931-0.0175894j 0.00491011+0.0235804j 0.00381035+0.00675227j 0.00383514+0.0139991j 0.00564054+0.00349741j 0.0102547-0.008151j -0.0024252-0.00163621j 0.00608433+0.0146065j 0.00593939+0.00886702j 0.0288735-0.0199465j -0.0141027-0.0170237j -0.00201109+0.0277362j -0.00531868-0.000148849j 0.0537793-0.0453423j 0.00599789-0.0291654j -0.00657867-0.00484812j 0.0143018-0.022532j 0.00622811-0.0274357j -0.00898835+0.0236435j -0.00299654-0.000815388j -0.00973096+0.0225565j -0.0129606+0.00513089j 0.00185791+0.0126925j 0.0134218-0.0329646j -0.0107185+0.0292247j -0.01441+0.0149749j 0.0257129+0.0163412j -0.0179425-0.0335221j 0.0210699+0.0174798j -0.0237784+0.0646631j 0.0334605-0.00767965j 0.0409281+0.0160471j 0.0159887-0.0221913j -0.0135661+0.0114165j -0.00346516-0.0184944j -0.0374431-0.00982012j 0.0203405-0.02119j 0.0349804-0.0355614j -0.016005+0.0422501j 0.0335458+0.00500779j -0.00228345+0.0155834j -0.0520195+0.0684195j -0.0564075+0.0525703j -0.0425487+0.11091j 0.00705249-0.0745982j -0.137153-0.224349j 0.325838+0.0673966j 0.0644779-0.158039j -0.040156+0.0445682j -0.0112088-0.0740847j -0.0870078+0.217643j -0.0161288-0.00986384j 0.00728882+0.0114345j 0.211343+0.1339j 
-0.00510401+0.0521607j -0.0101941+0.0144696j 0.0407238-0.00779954j 0.0301007-0.0331012j -0.0412251+0.00654522j -0.0303663-0.00875616j 0.0591464-0.021611j 0.0334749-0.0507117j -0.0456085+0.0661774j -0.0106911-0.0166069j -0.0627533-0.0963121j 0.0180832+4.09395e-16j -0.0372884-0.00796593j -0.0298904-0.0183198j 0.0228137-0.047673j 0.0484827-0.00304617j 0.0259715-0.0237794j -0.0559547-0.0851567j -0.0199433+0.0752728j 0.107873-0.10665j 0.22448-0.024361j 0.0215512+0.00587035j -0.0752732+0.0489919j 0.0456106+0.0622701j 0.105392-0.0967992j 0.0604639-0.0664655j 0.010233+0.0717642j 0.0379215+0.0296767j -0.00050935-0.080102j -0.0125527+0.0128935j -0.0565117+0.0260885j -0.0158374+0.0183783j 0.0431011-0.0207691j 0.0617772+0.110151j 0.0282394+0.0550501j -0.0218972-0.00373403j -0.00296449-0.0147002j -0.0389014+0.0397108j -0.0324621+0.0170393j 0.0528275+0.0309237j -0.0118118+0.0951894j 0.0264653+0.026852j -0.0277647-0.00617643j -0.0118982+0.0660705j -0.0771256-0.0102693j 0.064185+0.074815j -0.0460724+0.00568899j -0.00315125+0.070292j 0.032622-0.0239254j -0.0515555+0.00293459j 0.0294521+0.0418333j -0.0488916+0.0441896j -0.0205071+0.016152j -0.069943+0.0728735j -0.088826+0.028068j 0.00401685+9.39154e-05j -0.00507269-0.0177233j -0.020953+0.0326289j -0.0379366+0.0226796j 0.0315344-0.0282091j 0.0410002+0.0527313j -0.00209638+0.0404279j 0.0326787-0.012428j -0.00289839+0.0105327j -0.00584567-0.00878543j 0.0100587-0.091144j -0.0417406+0.0477973j 0.0154911-0.0125217j -0.00238366-0.00644807j -0.0325132+0.00883354j -0.0456295-0.0169957j 0.0230448-0.0070924j 0.0090092+0.00997305j 0.0257452+0.0666189j -0.00710831+0.0582823j -0.027158+0.0604089j -0.0957867+0.00978083j -0.00453718+0.0753225j 0.0505115-0.0882549j -0.0582934-0.0226966j -0.0530379+0.0202256j 0.0899238+0.00387076j -0.0931367-0.141043j -0.0169448+0.0242329j 0.0338408+0.0680905j 0.0044101+0.00200681j 0.0198137+0.0131321j 0.0195493-0.0185628j 0.0131577+0.000926006j 0.0141985+0.0115177j -0.174043+0.0187667j 0.0372726+0.0126549j 0.0460503-0.0267984j 0.155879+0.00842464j -0.102596+0.200195j 0.0145609+0.00751849j -0.0348347-0.0594318j 
0.0196656-0.000897683j 0.00758919+0.0058945j -0.0269623-0.00305946j 0.0023659+0.0428413j 0.00794475-0.0106152j 0.0628521+0.0401181j 0.00156254-0.0197855j 0.0388415+0.0411119j 0.016162-0.00558729j 0.0509523-0.0710503j 0.0159185+0.0743289j -0.0372884+0.00796593j 0.0740657+1.88738e-15j 0.110264+0.00821534j -0.101744-0.0139943j 0.0733837+0.142823j 0.166298+0.0723009j 0.0176942-0.0514231j -0.153862+0.0602051j -0.0641891-0.137137j -0.102644+0.182329j 0.176095-0.00100767j -0.0241797+0.0939513j 0.029562+0.126599j -0.190167-0.00922577j -0.0968483+0.0192574j -0.0143912+0.109848j -0.113035-0.0372199j 0.020741-0.0109445j -0.0919227-0.00944697j 0.0357765+0.0119676j 0.0170167-0.0374319j -0.0277332-0.0449771j 0.0617582-0.0281452j -0.0150878-0.029043j -0.0350557-0.0342621j 0.0446144-0.0146798j -0.0268274-0.043454j -0.0725841-0.0349663j -0.0188562+0.0475005j -0.0387808-0.00176348j -0.0173845+0.0620862j 0.0331738-0.0314618j 0.000318949-0.0334346j 0.0223619-0.0248568j 0.0529689+0.0252524j -0.013122-0.0173295j 0.000539571+0.0133209j -0.0737714-0.0696926j -0.0721531-0.0338718j -0.0246541-0.00608112j 0.0285282-0.0158873j 0.0535221-0.00977293j -0.0132448+0.0158752j 0.00094713+0.0175337j 0.00916109-0.058051j 0.0168878+0.0559193j 0.0386169-4.92494e-05j -0.0176213-0.00374428j -0.0280772+0.00397208j 0.000850231-0.0310395j 0.0301596-0.0186522j 0.0183641-0.0243263j 0.040442+0.0400818j -0.0329843+0.03672j -0.0184084-0.0309572j 0.0738615-0.0348373j 0.0218579-0.0495649j 0.0363957+0.061892j -0.0459127+0.0205876j 0.0745177+0.0277828j 0.0813705-0.0242082j -0.0456004+0.0138838j 0.0891144+0.0824924j -0.0358856+0.0271872j 0.00761983+0.0156254j 0.0120076+0.0579157j -0.067155+0.039775j -0.0191223-0.0312582j -0.00249259+0.0881336j 0.0285331-0.0727685j -0.0394721-0.0120282j 0.0116268-0.0747969j 0.0421858-0.0776534j 0.00490598-0.00948322j -0.0770712+0.0196804j 0.0416939-0.0443999j -0.00869659+0.0200735j -0.0326371-0.00884606j 0.0643792-0.0336286j 0.0398617-0.0212255j -0.00888965+0.0585444j 0.0583018-0.00186348j -0.0345647+0.00879849j -0.0360929-0.052952j -0.0171237-0.0424712j -0.0127165+0.0106633j 
0.0149027-0.0430815j 0.00648615+0.0150562j -0.0438446+0.00885931j -0.0308961+0.00120238j 0.0681627-0.0439501j 0.0654602-0.0029394j -0.0532049-0.0246146j 0.000286245+0.00670203j 0.0807157+0.0312454j -0.0160011+0.0110999j -0.0626629+0.0504878j -0.0298904+0.0183198j 0.110264-0.00821534j -0.138991+2.5693e-14j -0.121624+0.0826559j 0.110635+0.038799j -0.0270435-0.0591466j -0.0582271-0.0027854j -0.135878+0.172979j -0.0703762+0.087484j 0.115436+0.0489017j -0.0948288+0.00492484j -0.00609122-0.0238711j 0.0151397-0.132818j 0.0547691-0.0928824j -0.0314981+0.0274464j 0.0804451-0.0737108j -0.0781761+0.0208071j -0.00928822+0.0518226j -0.0147909+0.0567546j 0.07368-0.0184312j 0.137172-0.0255357j 0.0347445-0.0252932j 0.0472837-0.0503514j 0.0247653+0.0324229j -0.0230533-0.00718422j 0.124199-0.0152845j -0.0254842+0.034806j 0.0353187+0.0099205j 0.0488463-0.011255j 0.0165196+0.000348896j 0.0336049+0.0361598j -0.0401329+0.0860968j 0.00998218-0.0176157j -0.0486561-0.0175843j -0.0308782+0.0368699j 0.0059044-0.00495276j 0.030422-0.0445433j -0.0440757+0.0118727j -0.0797777+0.0250345j -0.00134939+0.0454594j 0.00988503+0.0322463j -0.00456795-0.00294527j -0.0149312-0.0914624j -0.00851579-0.04686j 0.0199977+0.0368669j -0.0174217+0.0621921j -0.0107786-0.0244902j -0.0464567+0.0209936j 0.0377316-0.000359001j 0.055598-0.0425598j 0.0511653-0.0302067j 0.00962143+0.0238154j 0.0166363+0.0155455j -0.0738127+0.0678895j -0.0426241-0.0266583j -0.0108233-0.011644j 0.0490107-0.0498027j -0.00827784+0.0201067j -0.00254034+0.0252844j -0.0158705+0.00297107j -0.0248429+0.00569887j 0.0248798-0.034396j 0.049363-0.0816075j 0.108324-0.0306592j 0.0251403-0.0318407j -0.019045+0.0456636j 0.00129518-0.0476892j -0.0363108-0.137197j -0.0165834+0.0745681j 0.0546288-0.0500301j -0.00317856-0.0248837j 0.0205525+0.0209315j -0.0674741-0.111784j -0.00708638+0.0209825j -0.0350379+0.0406084j -0.0634219+0.00494071j 0.159947-0.0345908j -0.0220596+0.0360893j -0.0378736-0.0733233j -0.0256907-0.014136j -0.106747-0.0952505j -0.0534494+0.112562j -0.0580596+0.125007j -0.0621861-0.050093j -0.00336897+0.0577496j -0.0825531+0.0555741j 
0.0195357-0.0171157j 0.000994983+0.00142429j -0.0529645-0.00854996j -0.0484802-0.00760055j 0.0157002-0.0260608j 0.043918-0.0588122j -0.0278667+0.00431196j 0.00841365+0.0763926j -0.00501781+0.00487909j -0.0221389+0.0756825j -0.12555-0.0458901j 0.0228137+0.047673j -0.101744+0.0139943j -0.121624-0.0826559j 0.0407826-5.72459e-16j -0.108949-0.0175591j 0.0100452+0.101536j -0.0127776+0.0386299j -0.146984-0.0218377j 0.110846+0.105888j 0.0519335+0.139932j -0.0590814+0.0420758j -0.127106+0.065043j 0.0377273-0.101947j 0.248112-0.0924681j 0.115089-0.086943j 0.00460885-0.152749j 0.00842797-0.0622384j 0.0105734-0.00221146j -0.0666073+0.0503066j -0.0420044-0.0286467j 0.0522033-0.0644456j 0.0696374-0.0363101j 0.0304157-0.0317391j 0.0638009+0.0368141j 0.0101809+0.0313915j 0.0420197-0.0692028j -0.0133072+0.00583873j 0.00604699-0.00983719j 0.027355-0.0552435j -0.0411311-0.0164277j 0.0373793-0.00378107j -0.078205+0.0106588j 0.00674683-0.0212906j -0.0760934-0.0168271j -0.0520561+0.000419165j -0.0118961-0.0678685j -0.0115145+0.00484083j 0.057148-0.0232303j -0.00301983-0.0642565j -0.0427704+0.00918871j -0.0165407+0.0748306j 0.0443833+0.0240366j 0.0202562+0.0338188j -0.0699925-0.0313091j 0.00718867-0.0100166j 0.0119007+0.0254384j -0.0273144+0.0251795j -0.0252754-0.0531221j 0.03045-0.00955541j -0.00333092+0.0328024j 0.0459443-0.0115558j -0.0281808+0.034549j -0.008808+0.0245337j -0.0682076-0.0258022j 0.0361338-0.0411602j 0.0309252+0.0184696j 0.0392996+0.0227964j -0.0373301+0.0349775j -0.101706-0.0539953j -0.0264321+0.0316077j -0.0384805-0.0126746j -0.0223239+0.00195247j 0.0560239-0.06099j 0.0352218+0.0377756j 0.0898656-0.0331783j -0.0318957-0.0176617j -0.0736864+0.167206j 0.0350681-0.00652597j 1.43425e-06+0.0188485j -0.0080016+0.040185j -0.0612577+0.0118626j -0.00860424-0.0566057j -0.026754+0.0328162j -0.00938485+0.0104281j -0.061299+0.000432955j -0.0563003+0.0434016j 0.0955949+0.0650892j -0.0622624+0.0120691j 0.00190269+0.052704j 0.0376117-0.107855j -0.0254921+0.0412175j 0.00244247+0.115395j 0.034829-0.0013804j 0.0214582+0.032243j 0.00969706-0.0344926j 0.0288722+0.0248207j 
-0.00312334+0.00465573j 0.0193906+0.0138563j 0.0283783+0.0276341j 0.0126869+0.00196756j -0.0197445+0.00885027j -0.0243851-0.0185125j -0.0261273-0.0403087j -0.00413759-0.0284069j 0.000194014+0.0744968j 0.0476621+0.0788686j 0.0504737+0.0500756j 0.0484827+0.00304617j 0.0733837-0.142823j 0.110635-0.038799j -0.108949+0.0175591j 0.0840854-3.35842e-15j 0.0183027-0.0981052j -0.0513539-0.0104998j 0.0503351+0.0488021j -0.0416849+0.0738843j 0.0918358-0.00304514j 0.0589376-0.0658258j 0.0982037+0.187799j 0.062218-0.0749337j 0.0284524+0.076296j 0.043245-0.0913158j 0.0725124-0.0205774j 0.0675441-0.128749j -0.000388218+0.006903j -0.122161+0.0134088j -0.0546707+0.108841j -0.0718062-0.0203353j -0.0208654-0.131272j -0.033984-0.0309414j -0.0456537+0.000483172j 0.0343299+0.0376151j 0.0171472-0.091231j 0.00380278-0.0331681j 0.0244542+0.0447263j -0.0328863-0.0545326j 0.0678631+0.0242528j -0.0102656-0.000205368j -0.0161596+0.0465728j -0.0544648-0.0137448j 0.00424588+0.0339323j 0.00214019+0.0390808j 0.0357241+0.029301j -0.0182931-0.0645128j -0.0335311-0.0149763j 0.0240457+0.0613532j 0.076999-0.0331732j -0.00465483-0.0273525j -0.0448458-0.0976002j -0.0248747+0.00499262j 0.0283267-0.0126641j -0.0290017+0.0497261j -0.00121799-0.0506355j 0.026635-0.00822779j 0.0245771+0.0202913j -0.00521763-0.0225093j 0.0124618-0.0132196j -0.0535354-0.00406859j -0.00797448-0.0441047j 0.00719324+0.0190071j 0.0216779-0.0537439j -0.0206252+0.0365966j -0.0120302+0.0244814j -0.0234831+0.00574494j -0.015977-0.0583667j 0.0741759+0.036945j 0.046022-0.000534447j -0.0311203-0.0628161j -0.0153374+0.0300759j 0.0857383+0.0389638j 0.0189399+0.0550227j -0.0367386+0.063763j -0.0604607+0.0233312j 0.0255732+0.0583334j 0.00218386-0.0156016j -0.0130808-0.0181095j -0.0534174+0.0772297j -0.0265117+0.00696598j -0.073581+0.0640575j -0.0452896-0.00401338j -0.0632894+0.0568974j 0.0520551+0.0126422j -0.0171539+0.03792j -0.0317143+0.0108968j -0.0609843+0.0619849j -0.0643683-0.00388376j -0.0298478-0.0425807j 0.0382831+0.0383179j 0.014204-0.0791224j 0.0145609-0.0645352j 0.00732338+0.08858j -0.0744622-0.0447479j 0.0276554-0.0592381j 
-0.0166314-0.00407412j 0.0339089+0.0374721j -0.00226658-0.00474404j -0.0331847+0.0500607j -0.0147191-0.0159857j 0.0531931+0.0290079j -0.0383294-0.0513315j 0.0358411-0.0235263j -0.0185142+0.0241338j -0.00104271-0.0507111j 0.0229782+0.099762j 0.0259715+0.0237794j 0.166298-0.0723009j -0.0270435+0.0591466j 0.0100452-0.101536j 0.0183027+0.0981052j -0.0937799-7.82707e-15j 0.043287-0.00820791j 0.107492+0.0101349j 0.0813924+0.223371j -0.0291328-0.184264j -0.0561326-0.029124j 0.0190745-0.00706j -0.102987+0.0185323j -0.188268+0.0722679j -0.0562125+0.059483j -0.0771276-0.0437466j 0.0701161-0.0764295j 0.0456411+0.0503061j -0.025513+0.00199732j -0.0836688+0.000399695j -0.00637581-0.0206426j -0.0222885-0.020291j -0.0131881-0.00236681j 0.0704535+0.0290229j -0.0304292-0.0178554j -0.0295662-0.00881411j 0.0167638-0.0206325j 0.0754314-0.00278239j -0.0049484-0.0529309j 0.0425279-0.0115168j -5.49414e-05-0.0179151j -0.0100464-0.0341875j 0.0445273-0.0673677j -0.00847388-0.02198j -0.00422386-0.0797747j 0.00406112-0.0257176j -0.0223824-0.0147713j 0.00759805-0.00246555j -0.0193014-0.051882j -0.00446305+0.00271188j 0.0361866-0.0155634j 0.0236765+0.0127611j 0.0376049+0.0290849j -0.0147917+0.0310838j 0.0256682-0.0234787j 0.0337471+0.0186378j -0.0085973+0.0306772j 0.0467989-0.00700434j -0.00759043+0.0242884j -0.0355001-0.0464796j 0.00531544-0.0238366j -0.0330319-0.0361783j 0.00300079+0.0254699j -0.0221939-0.0191293j -0.0630563+0.0147412j 0.0359107+0.0221507j -0.00425339-0.0135896j 0.00630151-0.0278071j 0.023772-0.0274393j 0.016633+0.00120767j 0.000161871+0.027324j -0.0243567+0.0511707j 0.0395516-0.0221312j -0.018147-0.0342962j 0.0420179-0.0334822j -0.0084342+0.0409947j 0.00286305+0.0878918j -0.0602997-0.0343745j 0.0380648+0.0571252j 0.0412682+0.0386978j -0.0404721-0.016518j 0.0219171-0.0257882j 0.0605432-0.000219507j 0.00640722+0.00647532j -0.0733237+0.0269366j 0.0103497-0.0453755j -0.0184683+0.0330034j -0.0495598-0.018713j -0.022942+0.02323j 0.0580446-0.0601146j -0.0239947+0.0451769j 0.0371486+0.0542464j -0.0064124-0.033985j 0.0977576-0.0306586j 0.0573505-0.0636336j 0.030183+0.083306j 
-0.00276971+0.0580447j -0.0216646-0.0249414j 0.0330479-0.00418791j 0.0534839-0.0289085j 0.0220692+0.00150787j -0.00320771+0.0111586j 0.0293352+0.0154003j -0.000520302-0.0536475j 0.0820704+0.000392439j 0.0461175+0.0276945j 0.0252318-0.0776784j -0.0559547+0.0851567j 0.0176942+0.0514231j -0.0582271+0.0027854j -0.0127776-0.0386299j -0.0513539+0.0104998j 0.043287+0.00820791j 0.00599887-1.30972e-15j 0.0113587-0.13743j -0.0100881+0.0984755j -0.0324409-0.0618756j 0.00960976-0.0201411j -0.156127+0.0927109j -0.125126+0.028798j -0.0355691+0.0649522j 0.101925-0.105214j -0.0913059-0.0339645j 0.0167973-0.108384j -0.0233652-0.0426139j 0.0277708-0.0965848j -0.0668231+0.00115744j 0.020444-0.0140049j 0.0683802-0.0195867j -0.0450707+0.0351302j -0.0495519+0.0623791j 0.0161791+0.0497867j 0.00419986-0.021898j 0.0165555-0.0417482j -0.0265394+0.0182071j 0.0329745-0.0676861j -0.00674033+0.0104674j 0.0166359-0.00196445j -0.0158005-0.00218903j -0.00718845-0.0379287j 0.0210098+0.011169j 0.0251039+0.0314339j -0.0649169+0.0113836j -0.00857298+0.0395748j 0.0191832+0.0289929j -0.129317-0.00942316j -0.065623+0.0500658j 6.10076e-05+0.0148134j -0.0284254-0.0337856j -0.0279021+0.0136784j 0.028118-0.0402809j -0.0385756+0.0097339j 0.00389611+0.0339719j -0.080506-0.0312561j -0.0252897-0.00700992j -0.0311857+0.00437775j 0.0787373-0.0849277j -0.0406837+0.0465095j -0.0324885+0.0227001j -0.0329383+0.0798643j -0.0453518-0.0359346j 0.0744405-0.0304114j 0.0217286-0.000133108j 0.0640754-0.0342596j 0.00736874-0.0306976j 0.00116983-0.0264212j -0.0272843-0.00471926j -0.00949436+0.00480328j 0.0314668-0.0310749j 0.012304-0.0262936j -0.0597583+0.0260242j -0.0743171+0.0264057j 0.00632587+0.0355975j 0.0276718-0.0885281j 0.00412527+0.000627362j -0.0571478-0.0806589j -0.0472787+0.0660661j 0.117785+0.0554953j -0.102612-0.0503898j 0.0365743-0.054788j 0.0322471-0.0212714j 0.0499526-0.00623209j 0.0275658+0.0771939j -0.0379803+0.0217045j 0.111542-0.0764616j 0.0675089-0.0246429j -0.153525+0.0858936j -0.017791+0.0911347j 0.142408+0.00499124j -0.0273087+0.0424373j -0.0977726+0.0269191j 0.0173906-0.0435513j 0.0805755-0.0035197j 
-0.028042+0.0180053j 0.000980066+0.0235136j -0.0170938+0.0281957j -0.0458545+0.0155704j -0.0545986-0.00506132j 0.0300278-0.00121562j -0.0504912-0.0345885j -0.0115984+0.108825j -0.03886-0.0325454j -0.0740208-0.0525959j -0.0507614+0.0981709j -0.0199433-0.0752728j -0.153862-0.0602051j -0.135878-0.172979j -0.146984+0.0218377j 0.0503351-0.0488021j 0.107492-0.0101349j 0.0113587+0.13743j 0.0622461-6.31856e-14j -0.0187298-0.140856j -0.0112106-0.0472847j 0.00705126-0.137396j 0.0567426-0.075662j 0.0381759-0.073688j 0.0487747+0.0475478j -0.0593906+0.0178069j 0.0205808-0.0520568j -0.080887-0.0204817j 0.0873219+0.0797428j 0.201494+0.0851658j -0.0497864-0.0440751j 0.0397685+0.0281429j 0.0275196-0.00214875j -0.00954066-0.0426824j 0.0283613-0.0663179j 0.00188603-0.0126467j 0.0544636+0.0520181j 0.0172154-0.0172233j 0.0365079+0.0189737j -0.0373205+0.0560269j 0.0184435-0.0121948j 0.00817686+0.0230232j -0.0559358-0.0100192j 0.00598832+0.00560798j -0.0660343-0.0113422j -0.0503141+0.00304329j 0.00166004-0.0635978j -0.0207201-0.0639466j 0.0283615-0.0467917j -0.0258705+0.000288413j 0.0127467-0.0116509j -0.011131-0.0100666j 0.02476+0.0525727j 0.0295736+0.0189366j -0.0598976-0.00880639j 0.081118+0.0125111j -0.030199-0.0180914j 0.0538895+0.0127216j -0.00294785+0.015738j 0.0351635+0.0132191j -0.0353671+0.0676435j -0.062531+0.0165765j -0.0464682-0.0292328j -0.0156182-0.0390687j 0.0120062+0.0146768j 0.0184231+0.0286621j 0.00133308+0.0414058j 0.00465804+0.0316291j -0.00495438+0.0137207j 0.0169337-0.0620969j -0.0173178-0.0158425j -0.0438479-0.00629929j -0.0800414-0.00536224j 0.0491935-0.028625j -0.00414167-0.0586672j 0.00925531+0.0484168j 0.0386626-0.0228268j -0.0284874+0.05433j 0.0256631+0.00875678j 0.00279973+0.0137015j 0.00748804+0.0803281j -0.0429139+0.0860925j -0.0750899-0.0400951j 0.0163495+0.043616j 0.0607269-0.0389034j -0.0192932-0.0204497j 0.0134221-0.00820195j -0.0194725+0.0615773j -0.00476362-0.0106697j -0.0153601-0.0322993j 0.0469412-0.0291162j 0.031647+0.0555841j 0.0172531-0.00339365j 0.0357923-0.0335058j 0.0447718-0.0215895j 0.0473078+0.0128257j -0.000642881+0.00739334j 
0.00771167-0.0114745j 0.00283317-0.0101976j -0.0186682-0.00266228j -0.043333-0.0378892j -0.0320642+0.0601979j -0.0583049-0.0767248j -0.0352221-0.0094464j 0.0664222-0.0500562j -0.000696586-0.00190147j -0.0513675+0.00593227j -0.0626909-0.116326j 0.107873+0.10665j -0.0641891+0.137137j -0.0703762-0.087484j 0.110846-0.105888j -0.0416849-0.0738843j 0.0813924-0.223371j -0.0100881-0.0984755j -0.0187298+0.140856j -0.0272192-6.93889e-16j 0.280117+0.0207478j 0.0177996-0.100885j 0.0883003+0.13134j 0.0865312+0.00501566j 0.00671351+0.0813702j -0.0739816-0.0829335j -0.0595652+0.0430092j -0.0122865+0.172276j -0.0467892-0.0530518j 0.0235298+0.018941j -0.0455485-0.0876928j -0.0415403+0.0886375j -0.0412625+0.121709j -0.0324814+0.0258896j -0.0207037+0.0411077j 0.0398148+0.0123806j -0.0774768+0.00277741j -0.00682371+0.0280128j -0.00202488+0.0685968j -0.0390593+0.0374562j -0.0875237-0.00253574j 0.0110258-0.0114976j 0.0229517-0.0581213j 0.0378853-0.0893139j 0.0119864-0.0207396j 0.0150436-0.0900926j -0.0559328+0.0413867j 0.0319333+0.00229787j -0.0237127+0.0248523j 0.00240833-0.00971806j -0.0534879-0.00766377j 0.0724328-0.00474457j -0.0125966-0.0273351j 0.0210701+0.0125472j 0.000981158-0.0222662j -0.0166788-0.028986j 0.0337631+0.0566359j -0.0245966-0.0157424j -0.00888451-0.016571j -0.0348893-0.0161323j 0.0122983-0.0585241j -0.0123237-0.0804682j -0.029632+0.0185449j 0.010155-0.0561969j 0.0412783+0.00992714j 0.00349456-0.00346671j -0.0684897-0.080022j -0.00789215+0.041925j -0.031095-0.0226022j -0.00551921+0.0159983j 0.021418-0.00715933j 0.0142896-0.00495224j 0.00951774-0.0140287j -0.0128986+0.0230384j -0.017814+0.0252874j 0.020082-0.0382307j 0.0453018-0.0232172j 0.00756551-0.0708401j -0.0450478+0.0948984j 0.0364229+0.0107052j -0.0382528+0.0153378j 0.00109836-0.0402633j 0.0635886-0.0230423j 0.0374566-0.0229546j -0.0318418-0.0168793j 0.00677154-0.00308156j 0.0424311+0.000404662j -0.0251124-0.0336464j 0.0377089+0.00310812j 0.0491341-0.0403643j 0.0703321+0.0576488j -0.00587492+0.0221784j 0.0220633+0.00307514j -0.0885332-0.005271j -5.18493e-05-0.0883256j -0.0179859-0.0146021j 0.0274246+0.00190111j 
-0.0138938-0.008918j -0.00442936-0.00566835j 0.00850247+0.0291986j -0.0314895-0.0394177j 0.0102667-0.0204764j 0.0180762-0.047083j -0.0547688-0.0315553j -0.0351122-0.00829997j 0.0169088-0.0483316j -0.178037-0.0523417j -0.0950637+0.0164077j 0.22448+0.024361j -0.102644-0.182329j 0.115436-0.0489017j 0.0519335-0.139932j 0.0918358+0.00304514j -0.0291328+0.184264j -0.0324409+0.0618756j -0.0112106+0.0472847j 0.280117-0.0207478j -0.0304108-2.4078e-15j 0.00660115+0.0897526j -0.0776023+0.0710609j 0.1665+0.071408j 0.0972331+0.142611j 0.00487061+0.0281714j -0.139676-0.0379544j 0.0127672-0.0109715j 0.0159458+0.0521359j 0.0316588+0.0304761j -0.0612764-0.102054j -0.031234-0.0598942j 0.00630542+0.0497676j 0.0161788-0.0669735j 0.0331429+0.008064j -0.0076823-0.0590046j -0.00646767-0.0339918j 0.0746238+0.0574985j -0.0102533+0.0378617j -0.0545475-0.0112597j -0.00747209-0.0207696j -0.035774+0.029353j -0.00829707-0.0223191j -0.024664-0.0929446j -0.0474149+0.00215785j 0.00117813-0.0279142j 0.00431667-0.011745j -0.00348217-0.0505508j -0.0282332+0.02206j -0.0344352+0.0284619j -0.0195677+0.053534j -0.0281895-0.00744689j -0.049758+0.0165983j 0.0343305+0.0225265j 0.0398038-0.062057j -0.00236813+0.0179896j 0.0359574+0.00411054j -0.0258062-0.0364564j -0.0180928+0.00847584j -0.0181554+0.0271203j -0.0367626-0.0468974j -0.0138803-0.0382887j 0.0158829-0.0050673j 0.00439985-0.0141892j -0.00766032+0.0158272j 0.00746519+0.0247648j 0.00774006-0.0166174j 0.0211248-0.0146038j -0.0411742-0.00376772j 0.0419119+0.00720495j 0.0385931-0.0122899j -0.00869312+0.0240327j 0.0337982-0.0143842j 0.015927-0.0161096j 0.0297504+0.0220249j -0.00140942+0.0146051j 0.0146845+0.0154119j 3.02663e-05-0.0091513j -0.0246061+0.00321008j -0.0403779+0.0300647j -0.0237909+0.0290858j -0.0132342-0.0106546j -0.00518522+0.0272183j -0.0214397-0.054019j 0.0108218+0.026196j 0.0299304+0.00877043j 0.00199812+0.00904978j -0.00313302+0.00922863j 0.0310753-0.0171343j -0.0110505+0.0023497j -0.0309142+0.0260792j -0.0436575+0.0363336j 0.0232013+0.0463457j -0.0536224+0.0217066j -0.0349593+0.0143623j -0.0165987-0.0238539j 0.0576898+0.0184522j 
