-0.172819-6.66134e-16j -0.0637677-0.00454799j -0.0794011-0.0875672j -0.0655715-0.119768j 0.0194353+0.00365243j 0.0284131+0.0231917j 0.0562529+0.00131941j 0.00835443+0.060127j -0.0255341-0.0606376j 0.0220629+0.0042844j 0.00470449-0.0143045j -0.00510401-0.0521607j 0.0196656+0.000897683j 0.0149027+0.0430815j 0.0195357+0.0171157j -0.00312334-0.00465573j -0.0166314+0.00407412j -0.00276971-0.0580447j -0.028042-0.0180053j 0.00771167+0.0114745j -0.0138938+0.008918j -0.00707524-0.0137069j -0.00889467-0.00220763j 0.00575916+0.000180707j 0.00330608-0.0240543j 0.00728328-0.0228641j 0.0270427+0.0041104j -0.00227899+0.0136199j -0.00462667-0.00683283j 0.00667999-0.00688497j 0.0262166+0.00540731j 0.00296867+0.0311708j -0.000169047+0.00414871j -0.0128716-0.0115952j -0.0289505-0.00887051j -0.0146944-0.0156687j 0.0112184+0.00307704j 0.0282127+0.00148092j 0.0340822+0.0221563j 0.00235914+0.00259634j -0.0320079+0.00185695j 0.0392281-0.00736641j -0.0121083+0.00585831j -0.0246931-0.0175894j 0.00491011+0.0235804j 0.00381035+0.00675227j 0.00383514+0.0139991j 0.00564054+0.00349741j 0.0102547-0.008151j -0.0024252-0.00163621j 0.00608433+0.0146065j 0.00593939+0.00886702j 0.0288735-0.0199465j -0.0141027-0.0170237j -0.00201109+0.0277362j -0.00531868-0.000148849j 0.0537793-0.0453423j 0.00599789-0.0291654j -0.00657867-0.00484812j 0.0143018-0.022532j 0.00622811-0.0274357j -0.00898835+0.0236435j -0.00299654-0.000815388j -0.00973096+0.0225565j -0.0129606+0.00513089j 0.00185791+0.0126925j 0.0134218-0.0329646j -0.0107185+0.0292247j -0.01441+0.0149749j 0.0257129+0.0163412j -0.0179425-0.0335221j 0.0210699+0.0174798j -0.0237784+0.0646631j 0.0334605-0.00767965j 0.0409281+0.0160471j 0.0159887-0.0221913j -0.0135661+0.0114165j -0.00346516-0.0184944j -0.0374431-0.00982012j 0.0203405-0.02119j 0.0349804-0.0355614j -0.016005+0.0422501j 0.0335458+0.00500779j -0.00228345+0.0155834j -0.0520195+0.0684195j -0.0564075+0.0525703j -0.0425487+0.11091j 0.00705249-0.0745982j -0.137153-0.224349j 0.325838+0.0673966j 0.0644779-0.158039j -0.040156+0.0445682j -0.0112088-0.0740847j -0.0870078+0.217643j -0.0161288-0.00986384j 0.00728882+0.0114345j 0.211343+0.1339j 
0.0102547+0.008151j -0.00947379-0.0660045j -0.0458806+0.0631443j -0.0394691-0.0229455j -0.0186807+0.000895754j -0.0250527-0.0446877j 0.00809751+0.0398185j 0.00725702+0.0091178j 0.0387531-0.00407289j -0.0267789-0.0533492j -0.0176805-0.0264213j 0.032622+0.0239254j -0.0737714+0.0696926j -0.0440757-0.0118727j 0.057148+0.0232303j -0.0335311+0.0149763j 0.00759805+0.00246555j 0.0191832-0.0289929j 0.0283615+0.0467917j -0.0237127-0.0248523j -0.0282332-0.02206j 0.0236188+0.00471272j 0.0727062-0.000210474j -0.0516826-0.110225j -0.0669614+0.0243293j 0.00715804+0.0447569j 0.0453163-0.0230794j -0.107474-0.0597482j 0.0860257+0.128904j -0.126762-0.00875901j -0.099158+0.0326368j 0.0459793-0.0370712j 0.0512455+0.0335645j -7.11925e-05-0.0216444j -0.0473982-0.0697412j -0.0184299-0.0746845j 0.0929764+0.111153j 0.0941338+0.0012182j -0.0549541-0.115082j -0.0172207-0.0563624j 0.146386-0.107844j -0.103551+0.078181j 0.0522852+0.0114146j -0.0140929-0.0695954j -0.0425345-0.0716162j -0.0779864+0.0255228j 0.0356685+0.0304302j 0.0400734-0.010092j -0.0937188-1.15134e-14j -0.0186831+0.110752j 0.00130745-0.0943022j 0.0093077+0.0285507j -0.0896136+0.0298244j -0.0281205+0.0819765j -0.00377055+0.0122829j 0.00239207-0.0276041j -0.0678965-0.0294094j 0.0404423+0.0357855j 0.0448277+0.0820708j 0.0221075-0.0468013j 0.106938-0.0150407j -0.0503289-0.039985j 0.0169691-0.015316j -0.0480416+0.0453647j -0.0154445-0.0890729j 0.0190988-0.0326218j -0.00888787+0.0595131j 0.0896054+0.0438439j -0.136662-0.0232654j 0.00963365-0.0293705j 0.0949553+0.0691607j -0.000300485-0.0429933j -0.00176711+0.048003j 0.0203273+0.105304j -0.0189741+0.00806657j 0.0095629+0.0515226j -0.0297982+0.031676j -0.0503948+0.0117409j -0.028295-0.0375622j -0.00701185+0.0695677j -0.0374043-0.0747972j 0.0310634-0.00439007j -0.0352968-0.116677j -0.00595069+0.00556573j 0.0242889+0.112457j 0.0766313-0.0236698j -0.0060476+0.0217047j -0.0409879+0.0641072j 0.0187357+0.019314j 0.117881+0.00850464j 0.00347645+0.0254275j 0.0194576+0.0189739j 0.0178737+0.00662163j 0.0451173-0.000534661j -0.036774+0.0553184j -0.00685951+0.0266443j 0.0193216-0.0266118j 
-0.0024252+0.00163621j 0.0269471+0.0498275j -0.0207994+0.00499683j -0.0587968-0.0259661j -0.0491923-0.0370419j 0.0286689+0.0163412j -0.0176553-0.0380296j 0.0940256+0.0370034j -0.0155358+0.0174211j -0.018072-0.00154716j -0.040155+0.000225016j -0.0515555-0.00293459j -0.0721531+0.0338718j -0.0797777-0.0250345j -0.00301983+0.0642565j 0.0240457-0.0613532j -0.0193014+0.051882j -0.129317+0.00942316j -0.0258705-0.000288413j 0.00240833+0.00971806j -0.0344352-0.0284619j -0.101059-0.0039378j -0.0100472+0.0312664j 0.0429826+0.0149493j -0.0111288-0.00728081j -0.04303+0.0860759j -0.00705269+0.0500189j -0.000303862-0.0371316j 0.00448607+0.0172628j -0.144692+0.0520791j -0.0416074-0.0202036j 0.0403646+0.0224878j -0.0200788-0.0779037j 0.028693+0.0943399j 0.0424571+0.0151543j 0.143439+0.00617569j -0.0402589-0.157833j -0.111392+0.0909092j -0.0639886-0.0137062j 0.0724972-0.128806j 0.0901264+0.0749518j 0.0211653-0.0802302j 0.0248564-0.0701247j 0.0341938+0.11852j -0.04004+0.0471764j 0.0121321+0.0296297j -0.00708612-0.0472756j -0.0142068+0.00103979j -0.0186831-0.110752j 0.0635945-1.63064e-14j 0.000415258-0.0511067j 0.0482856+0.0201177j 0.0653545+0.0537013j -0.024894-0.0196704j -0.0156497-0.00173508j -0.0432108+0.0548354j 0.0499636-0.0112766j 0.0139342-0.0262289j -0.0726179+0.00355889j -0.0257949-0.0879332j 0.00135231+0.101679j -0.0687231+0.0228674j -0.0736398-0.0303916j 0.0335462+0.015624j 0.000266941-0.0634727j 0.0734672+0.0287195j 0.0540104-0.00359177j -0.0364565+0.0498769j -0.049719+0.0457788j -0.0178947-0.0699321j -0.0311577+0.0286169j -0.016795-0.0572083j -0.0162981-0.0994305j 0.00409847-0.0254104j -0.0891592+0.0406297j -0.0301808-0.0373097j -0.0374672-0.0202208j -0.0217989+0.0168206j -0.0429358+0.0443442j 0.0874045-0.023869j 0.0391043+0.0443948j -0.142203-0.0476473j 0.0439246-0.0759453j 0.0733983+0.0115501j -0.0105687+0.0205646j -0.0623049+0.110533j -0.0611809-0.0558916j -0.0734592+0.0437293j 0.0268917-0.0520701j 0.00469598-0.0242307j 0.0124154+0.0587999j -0.00456319+0.0348633j 0.0222503-0.00508089j 0.00496997+0.0235095j -0.0144737-0.0491875j 0.00950213-0.0204424j -0.0663188+0.00536533j 
0.00608433-0.0146065j -0.0115833+0.0259716j -0.0248651-0.0347762j -0.012992-0.00983657j 0.0179093-0.018792j 0.0328002-0.02271j -0.0407499+0.0613663j -0.0420413+0.0754935j 0.00409118-0.0288337j 0.0213996+0.0610173j 0.0340935-0.0287951j 0.0294521-0.0418333j -0.0246541+0.00608112j -0.00134939-0.0454594j -0.0427704-0.00918871j 0.076999+0.0331732j -0.00446305-0.00271188j -0.065623-0.0500658j 0.0127467+0.0116509j -0.0534879+0.00766377j -0.0195677-0.053534j -0.00651855+0.00106767j -0.0735515+0.0226052j -0.0688712+0.0867537j -0.00642673-0.0145116j -0.0623719+0.0361973j -0.132502-0.0470188j 0.0533407-0.0564265j -0.0219851+0.0764545j -0.0927984-0.0860084j -0.0434534+0.0248233j -0.00675887-0.0842164j -0.00347141-0.0173814j -0.0875429+0.0509646j -0.0285276+0.0398966j 0.0197866-0.0255657j 0.0554739-0.00589961j -0.0439852-0.1113j 0.0800243+0.122556j 0.08795+0.00629104j -0.0761014+0.130311j 0.0937653-0.062682j -0.0109624+0.0436407j -0.0241942+0.154166j 0.101696+0.0481488j 0.0773528-0.0312535j 0.0593118-0.10037j 0.12156-0.00889229j 0.00130745+0.0943022j 0.000415258+0.0511067j 0.026756+1.52656e-15j -0.000954916+0.0429474j 0.0358796+0.0745582j 0.0875548+0.0099295j 0.0235437-0.0375841j 0.0374731-0.00758378j -0.0188244-0.000166231j 0.0763514-0.104939j -0.0255136-0.0497738j -0.0624193-0.0624575j -0.000384462-0.00130085j -0.053403-0.020978j -0.00452517+0.0427968j 0.0162352-0.00927883j -0.0432717-0.0725651j 0.0114896-0.00823971j 0.0311688-0.0215532j 0.0370684+0.0623713j -0.0995706+0.00532838j -0.0096372-0.00949105j 0.0283403+0.033171j -0.0393421-0.0654606j 0.0175843-0.0532301j 0.141813+0.0200874j 0.0387186+0.0824552j 0.0333246+0.109991j -0.00951595+0.046814j -0.0505906+0.0395291j -0.136846-0.027425j 0.0187294+0.0336278j -0.0307928-0.0975016j 0.0534674+0.0275754j 0.0239119-0.0425447j -0.0324827-0.00390632j 0.00108413+0.126623j 0.0195551-0.0481564j 0.0673723-0.0549202j 0.00847362-0.0255195j -0.0218799+0.063729j 0.0309475-0.0257957j 0.0499943+0.0621097j 0.00162487-0.026523j -0.0319015+0.0267375j -0.0798631+0.00629653j 0.0170136-0.0329637j 0.0119616-0.00170669j -0.0141628+0.0190413j 
0.00593939-0.00886702j 0.00447568+0.0160694j -0.0126641+0.00725122j -0.0197147-0.0399751j -0.0652145+0.0355209j -0.001171-0.00955952j 0.0201993-0.0276443j 0.0309285-0.0289313j -0.0866832+0.00549819j -0.0426406-0.020004j -0.030921-0.0132793j -0.0488916-0.0441896j 0.0285282+0.0158873j 0.00988503-0.0322463j -0.0165407-0.0748306j -0.00465483+0.0273525j 0.0361866+0.0155634j 6.10076e-05-0.0148134j -0.011131+0.0100666j 0.0724328+0.00474457j -0.0281895+0.00744689j 0.0327198-0.0486627j -0.00723768-0.00850491j 0.050823+0.000349522j -0.0219611+0.0550493j -0.0285893-0.00829102j -0.0273153-0.0455487j 0.0400766-0.0526658j 0.00832894+0.00505312j -0.0170572+0.000119778j 0.012089+0.00460377j -0.0356734-0.0235848j -0.0101346-0.0288966j -0.0121818+0.0650695j 0.0618065-0.000681693j 0.0601254-0.0813984j -0.00621337-0.0259726j -0.0757046+0.0330829j 0.0410184+0.0310304j -0.0764472-0.0953485j -0.00320923+0.0887501j 0.0173113-0.00207481j -0.0484464-0.00812724j -0.0224383+0.0149972j 0.0881408-0.0147295j 0.000704373+0.0759936j -0.114137-0.0757058j -0.0715813+0.0232318j 0.0093077-0.0285507j 0.0482856-0.0201177j -0.000954916-0.0429474j -0.0233648-4.02456e-15j -0.028498+0.0997649j -0.050077+0.0663008j -0.0293585+0.0693686j 0.114065-0.0362551j 0.00336997-0.0407742j -0.019215-0.0906613j 0.0390798+0.0252304j 0.0819257-0.0401543j -0.0296692+0.0827295j 0.0482556+0.0100283j 0.033494+0.122507j 0.0634058+0.031912j 0.0248595+0.025274j -0.0850197-0.00143863j -0.0664914+0.147046j -0.0725112-0.0949386j 0.115096-0.0423886j 0.148083+0.0777028j -0.0354244+0.0540707j -0.084184+0.0309723j -0.0946021+0.216443j 0.0626318+0.0137154j 0.0230001-0.142758j -0.0829728+0.147003j 0.0462373-0.154929j 0.0204842-0.00552834j -0.00821339+0.00444865j -0.0386558-0.0590567j 0.0462187-0.0228566j 0.0231106+0.0692064j -0.0768598+0.0103514j 0.0354731-0.0138776j -0.103778+0.00213354j 0.0282915-0.100433j -0.0362798+0.0500348j -0.00731799-0.0282731j 0.00772781-0.0468281j -0.00519503-0.0370188j 0.0067269+0.0442361j 0.0467641+0.0190996j -0.051124-0.0588457j -0.0435301+0.0497577j -0.0287384-0.0426185j 0.00305214+0.00475291j -0.050189+0.0105022j 
0.0288735+0.0199465j 0.00965233+0.012302j 0.013806-0.00958003j -0.0319403-0.0517863j 0.0253939+0.149334j -0.0150776+0.00467855j 0.0287074-0.0147476j 0.048502-0.000776778j -0.0847132-0.0620095j -0.0489342-0.039242j 0.0551074+0.020509j -0.0205071-0.016152j 0.0535221+0.00977293j -0.00456795+0.00294527j 0.0443833-0.0240366j -0.0448458+0.0976002j 0.0236765-0.0127611j -0.0284254+0.0337856j 0.02476-0.0525727j -0.0125966+0.0273351j -0.049758-0.0165983j 0.00049588-0.0261371j 0.0532806-0.0124195j 0.0511215+0.00758826j -0.00503634-0.00831138j 0.0586628-0.00057571j -0.0695187-0.051213j 0.0114381-0.0395128j 0.0308091+0.0209118j 0.0974262+0.0193546j -0.0242303+0.0812661j 0.0521803-0.081113j 0.0329073-0.0537873j -0.0222874-0.0453372j 0.0907387-0.0544498j -0.0334193-0.0880282j -0.00382875+0.0675558j -0.0317951+0.0717241j -0.029568+0.0346055j -0.0990844-0.0140822j -0.0383458+0.061662j 0.0253357+0.0205216j 0.0353834-0.111931j 0.018308+0.0536592j -0.011503-0.0472937j -0.0423145+0.101084j -0.030144-0.0705642j 0.00291982+0.05167j -0.0896136-0.0298244j 0.0653545-0.0537013j 0.0358796-0.0745582j -0.028498-0.0997649j -0.0693766-9.71445e-17j 0.0958013+0.103352j -0.0179+0.00800659j -0.0097405-0.058374j 0.094903-0.0808808j 0.0881283-0.0737048j 0.0835223+0.0327017j -0.0611179-0.069842j 0.0193298-0.0209832j -0.0148176+0.0405545j 0.0933836-0.011021j 0.113449-0.0442246j 0.0559979-0.0501654j 0.00816662-0.0532932j -0.0419619+0.0295906j -0.02463+0.125509j -0.0418352+0.0241053j -0.161352+0.00237293j -0.115721-0.0539853j -0.0643225-0.0839988j 0.100968-0.057282j 0.0445272+0.00561895j 0.0399761+0.0617195j 0.0247378-0.0248886j -0.0755099-0.0518796j 0.00810943+0.014754j -0.0571998+0.0199187j 0.00284761+0.0775858j -0.0628354+0.00392628j 0.0603496-0.00222036j 0.0613894+0.0573005j -0.023968+0.00284079j -0.0801883-0.0204133j -0.0445354-0.0381271j 0.0769727-0.0630903j 0.0507062-0.170875j 0.0156604-0.00926193j 0.0130434-0.0443298j -0.0443835+0.0566537j 0.0963673-0.0296811j -0.0410814+0.0234567j -0.0967192+0.10356j -0.0217514-0.0597696j 0.00410626+0.0127351j -0.0438366-0.00500365j 
-0.0141027+0.0170237j 0.00618312+0.0110108j 0.026988-0.0189383j 0.0383686+0.0164517j -0.000797136+0.0302163j 0.00230904+0.0566042j -0.00924911+0.00437645j -0.0143428+0.0172885j -0.0218985-0.0069428j -0.0206474-0.0217724j 0.0339467-0.0188621j -0.069943-0.0728735j -0.0132448-0.0158752j -0.0149312+0.0914624j 0.0202562-0.0338188j -0.0248747-0.00499262j 0.0376049-0.0290849j -0.0279021-0.0136784j 0.0295736-0.0189366j 0.0210701-0.0125472j 0.0343305-0.0225265j -0.0260166-0.0505966j 0.0243202-0.0372295j 0.0283889+0.0244244j -0.0548238+0.0283327j -0.0353864-0.0865079j -0.0581726+0.0438787j 0.160367+0.139425j -0.0317129-0.00220218j 0.0651562+0.0399174j 0.0882028-0.0626769j -0.0621472-0.0475465j -0.0958082+0.0353715j -0.0428254+0.0683598j 0.033305-0.0992373j 0.159403+0.0564081j -0.0134225+0.0284209j 0.0203571-0.0235048j -0.109851+0.0104997j -0.109973-0.0194974j 0.0704181-0.115772j -0.0327246+0.0891248j -0.08753-0.0066718j -0.0300089-0.0585923j -0.0731037-0.0149363j 0.0831837-0.0258177j -0.00398991-0.0411895j -0.0152435-0.170151j -0.0281205-0.0819765j -0.024894+0.0196704j 0.0875548-0.0099295j -0.050077-0.0663008j 0.0958013-0.103352j -0.0610051+2.00187e-15j -0.05109+0.0791356j 0.0296873+0.0330137j -0.00650046-0.0151752j 0.0627839-0.0126598j 0.0142048-0.106405j -0.0563137-0.0112203j -0.012085+0.072742j -0.0673075-0.0248932j -0.0595813-0.0877736j 0.0772481+0.031665j 0.0822205+0.00606838j -0.0248854+0.000755887j 0.0825641+0.0150511j 0.0586205+0.103752j -0.0660125+0.0820235j -0.0156279-0.0407814j -0.0590991+0.0707104j 0.00183837-0.0605581j -0.00134996+0.0283475j -0.0243524+0.0113904j 0.136543+0.164445j 0.0240165-0.0785745j -0.0220844+0.0639142j -0.0637831+0.0539169j 0.032688-0.034965j -0.115319+0.0878033j -0.0487732+0.0174807j -0.0642932-0.113622j -0.0298838-0.00233073j -0.0781594+0.00442799j -0.0612781-0.0550817j 0.0872463-0.0252913j -0.0562138+0.107447j 0.0163601+0.0852211j -0.0184919-0.0234866j 0.0168294-0.0464608j -0.0263504-0.0490789j -0.0765272+0.00862218j -0.0304302+0.0440539j 0.00266785-0.00207343j -0.0173946+0.0307596j -0.019777-0.0186551j -0.0146979+0.010298j 
-0.00201109-0.0277362j -0.0141762-0.00391715j 0.0170969+0.0336995j 0.0545973+0.012552j 0.0443753-0.0593122j 0.0433628+0.0158707j -0.0182196-0.0259692j -0.0208317+0.0608241j -0.019979+0.03784j 0.00846458-0.0147194j -0.000175249+0.0908418j -0.088826-0.028068j 0.00094713-0.0175337j -0.00851579+0.04686j -0.0699925+0.0313091j 0.0283267+0.0126641j -0.0147917-0.0310838j 0.028118+0.0402809j -0.0598976+0.00880639j 0.000981158+0.0222662j 0.0398038+0.062057j -0.107028+0.0346097j -0.0513627-0.0714237j 0.0360517-0.0446889j 0.059778+0.0149753j 0.012856-0.0725629j 0.0013859-0.0550289j 0.0834626+0.0611727j -0.0680956+0.0389806j 0.0603284+0.0316883j 0.0480215+0.0514085j 0.00955034+0.0300924j 0.00347976-0.0273433j 0.0528291+0.0559362j 0.0379381+0.0331463j 0.0897059+0.0323869j 0.072834+0.0438036j 0.0259721+0.0414479j 0.040276-0.00505506j -0.159532+0.0321852j 0.015474-0.0838086j 0.0250292+0.0381692j -0.0627407+0.0981761j 0.0160147-0.0908043j -0.0673408+0.0749073j 0.0245907-0.0225449j 0.0268033-0.067095j 0.0338781-0.138551j -0.00377055-0.0122829j -0.0156497+0.00173508j 0.0235437+0.0375841j -0.0293585-0.0693686j -0.0179-0.00800659j -0.05109-0.0791356j -0.010463+1.39819e-15j 0.0807893-0.0664639j -0.0606607+0.0445288j -0.00313131+0.0383475j -0.0531581-0.00598076j 0.00152445-0.00829826j 0.0520833-0.0264955j -0.0359388-0.0331188j 0.00908461+0.00114257j -0.0132005-0.0190061j -0.0258856+0.0259384j -0.0129808-0.0366547j 0.00504166-0.0362865j -0.00393108+0.0932983j 0.00982604-0.0400406j 0.0159426+0.0250573j -0.0216047-0.0531893j 0.0303805+0.0347526j 0.0730076+0.0502167j 0.0444358+0.0876124j -0.0683432-0.100428j -0.0442475+0.0275677j -0.106314+0.0959866j 0.0491291+0.00402588j 0.0255545+0.013351j 0.0544448-0.0352281j 0.0166142-0.0192669j -0.0176057+0.0389533j -0.0260574-0.0306723j 0.0605858-0.03962j -0.0255648+0.0148643j -0.0703289+0.0344702j 0.0562017-0.0374382j -0.0203113-0.0752022j 0.0265695-0.0520827j 0.0170595-0.0284862j -0.0622212-0.00229802j 0.0793617+0.00769434j 0.0485999-0.0366636j 0.0652853-0.03391j -0.0105755+0.076199j 0.000372908-0.0010428j -0.0175521+0.0229596j 
-0.00531868+0.000148849j -0.00714643+0.0147311j -0.0328065+0.0165213j 0.0162019+0.000447233j -0.0350803+0.00770741j -0.0371682-0.0121591j -0.0452701-0.0290783j 0.0433942-0.0422641j -0.00948032-0.0110562j 0.0435221+0.0827871j 0.0255353-0.0197242j 0.00401685-9.39154e-05j 0.00916109+0.058051j 0.0199977-0.0368669j 0.00718867+0.0100166j -0.0290017-0.0497261j 0.0256682+0.0234787j -0.0385756-0.0097339j 0.081118-0.0125111j -0.0166788+0.028986j -0.00236813-0.0179896j 0.0191032-0.0322638j 0.00564256-0.0259757j 0.0332693+0.0760805j 0.0404936-0.0141455j 0.0309191+0.0583027j -0.16264-0.0779543j 0.0858479-0.0226742j 0.034044-0.0311516j 0.0546613-0.010742j 0.159219+0.0537203j -0.0118655-0.00892555j -0.0820065-0.0260807j -0.0293807+0.0484047j -0.0145479-0.0238062j 0.0327912-0.0507597j -0.0248062+0.0112198j -0.0997399+0.0146408j -0.0281766+0.0443913j -0.0181879-0.0987186j 0.0205149-0.00326626j 0.000706526+0.0012536j -0.0361716-0.0760546j -0.0130885+0.00752768j -0.0344051+0.00579688j -0.0292556+0.0266258j 0.000456736-0.0500841j -0.0455945-0.0124067j 0.00239207+0.0276041j -0.0432108-0.0548354j 0.0374731+0.00758378j 0.114065+0.0362551j -0.0097405+0.058374j 0.0296873-0.0330137j 0.0807893+0.0664639j 0.0521221+3.56659e-15j -0.010949-0.0376415j -0.0910155-0.0265699j -0.0206653+0.0377269j 0.0991434-0.0631329j 0.116986-0.00435235j -0.00349981+0.0575722j -0.128643-0.0847189j -0.0844715+0.0209643j -0.0104585-0.0406611j -0.0378704-0.127339j 0.118427-0.0466912j 0.0132299-0.152263j 0.107035-0.113678j 0.0674098+0.03233j 0.00598521-0.0959233j -0.0279172+0.00141673j -0.0310589+0.0880787j -0.00560763+0.0936025j 0.0541087-0.0114637j -0.0714687-0.0860406j 0.082313-0.0385797j -0.0678414-0.0125386j -0.0110489-0.0285795j 0.0825324+0.0802285j -0.0309365+0.023075j 0.0414923+0.00965926j -0.00558797-0.0518269j -0.0398637+0.0299429j 0.0975589-0.0519259j -0.0341949-0.0165708j -0.00120354-0.00231537j 0.0265963-0.00626916j -0.0205418+0.0812623j 0.0686006-0.0207995j -0.0295358+0.00930935j -0.0118288-0.0155832j -0.00896298-0.0378665j -0.00593303+0.00816018j -0.0478153+0.00319575j -0.00803482-0.00338378j -0.0199147-0.00497248j 
0.0537793+0.0453423j 0.00304846-0.0130798j 0.0416802-0.0370828j -0.0158906+0.0238351j -0.0213188-0.0687519j 0.00201323-0.0256474j -0.0200961+0.0199693j -0.106803+0.0284355j -0.0124994-0.0181344j 0.0349038+0.0458802j -0.0501399-0.0130976j -0.00507269+0.0177233j 0.0168878-0.0559193j -0.0174217-0.0621921j 0.0119007-0.0254384j -0.00121799+0.0506355j 0.0337471-0.0186378j 0.00389611-0.0339719j -0.030199+0.0180914j 0.0337631-0.0566359j 0.0359574-0.00411054j -0.0298579-0.0164871j -0.0606726-0.10597j 0.066831+0.120028j -0.0494053-0.084916j 0.0319833+0.03445j -0.105841-0.0723173j -0.0193294+0.0980741j -0.0130578+0.032721j 0.114789-0.0283704j 0.107705+0.0263173j 0.00513609+0.00374866j 0.03489-0.024878j -0.0436217-0.0352464j -0.0939008+0.0234846j -0.0701788+0.0349445j 0.0585845+0.0592567j -0.04913-0.107537j 0.0599764+0.095947j -0.0122224+0.0232658j -0.0424694-0.0347723j 0.058841-0.0257513j -0.0716066-0.0524787j -0.0485978-0.00113854j -0.0207023+0.110304j -0.0219499+0.0620138j 0.105469+0.0356009j 0.00988729+0.0173594j -0.0678965+0.0294094j 0.0499636+0.0112766j -0.0188244+0.000166231j 0.00336997+0.0407742j 0.094903+0.0808808j -0.00650046+0.0151752j -0.0606607-0.0445288j -0.010949+0.0376415j 0.0748723+4.20497e-15j 0.00133436-0.0049893j 0.0394525+0.048487j -0.0460366-0.015705j -0.0226479-0.101371j -0.0103632-0.00346933j 0.0354895-0.0196095j -0.0369205+0.11809j -0.0788166-0.111616j -0.135046+0.0082085j 0.0102498+0.00979558j 0.0352578-0.031448j -0.0811886+0.0102395j 0.113149+0.0638533j 0.00464093-0.0235214j 0.016139+0.0926875j -0.0143413-0.0160754j 0.0607035+0.00741086j -0.0190301-0.0207893j -0.0133512+0.0842268j -0.0578499+0.00780545j 0.0556299+0.0391947j 0.0110188-0.0535041j 0.0665226-0.0120893j 0.0248672+0.0671457j -0.0657276-0.0309572j -0.0059497+0.0244087j 0.0165867-0.00813703j -0.0343336-0.0449449j -0.0271878+0.11138j -0.106471+0.0755313j -0.0469016+0.0466976j -0.0609402+0.0015218j -0.0323265-0.0352851j 0.018169-0.0960969j -0.0180231+0.03489j 0.0158212-0.0238242j -0.0251844+0.0632663j 0.0238707-0.00735988j 0.0452737-0.0293515j 0.0256553-0.0168693j 
0.00599789+0.0291654j -0.00242429-0.00496855j 0.0254512+0.0449986j -0.000733241+0.0262789j -0.018825-0.0124588j 0.00207102-0.00516945j -0.0677698-0.0450021j 0.0788053-0.0201005j -0.0345201+0.0231559j 0.0485849+0.0195281j -0.0276625+0.0361471j -0.020953-0.0326289j 0.0386169+4.92494e-05j -0.0107786+0.0244902j -0.0273144-0.0251795j 0.026635+0.00822779j -0.0085973-0.0306772j -0.080506+0.0312561j 0.0538895-0.0127216j -0.0245966+0.0157424j -0.0258062+0.0364564j -0.0332351-0.0638567j -0.0200511-0.000202801j 0.116394+0.0822496j 0.0415541+0.0191077j 0.0227901+0.00645661j -0.145079-0.0693048j 0.10762+0.0705345j 0.0307745-0.0233606j 0.118127+0.0912652j 0.132635+0.0827354j -0.074833-0.00929012j -0.0560179+0.0127955j 0.0670115-0.049835j -0.0485053-0.0175188j 0.0516625+0.00159606j -0.0527866+0.00182865j -0.104928-0.0281648j -0.0253027-0.0127858j -0.00117752-0.00845107j -0.0313729-0.0488484j -0.0134241+0.00597444j 0.0542069+0.0461473j -0.0519338-0.0194549j -0.0363661-0.0448337j -0.026954-0.0510663j -0.0100613+0.119838j 0.0599292-0.0596883j 0.0404423-0.0357855j 0.0139342+0.0262289j 0.0763514+0.104939j -0.019215+0.0906613j 0.0881283+0.0737048j 0.0627839+0.0126598j -0.00313131-0.0383475j -0.0910155+0.0265699j 0.00133436+0.0049893j 0.0872711+6.93889e-17j 0.0863145-0.0827208j 0.0108634-0.0306764j 0.0361699-0.0301238j 0.0638787+0.00884399j 0.068124-0.00141706j -0.0168605-0.0215192j -0.0241486+0.0491739j 0.0608808+0.095021j 0.041242+0.0800107j -0.00371331+0.0587616j 0.0310326+0.0766653j 0.00986765+0.0334356j -0.0100419+0.0209281j 0.12001-0.0113067j -0.0829173+0.00602446j -0.0369201+0.0233509j -0.05068+0.00569229j 0.11898-0.0218847j -0.0356401+0.0452476j -0.113348-0.0850732j -0.0594774-0.048921j 0.0264508+0.0603399j 0.0409972-0.120342j 0.0658082+0.0447398j 0.0292915+0.0326936j -0.0396052+0.0166119j 0.0695429-0.00981599j -0.00513126-0.0340128j 0.0117345-0.00185989j 0.032467+0.00885953j 0.0214124+0.0553256j 0.0794339+0.0967586j -0.0253929+0.00116829j 0.00525495-0.0220908j 0.014666-0.00837834j 0.0449548-0.037563j 0.00229984+0.0517489j 0.0021591-0.03793j 0.000358859-0.0179694j 
