-0.0132708-2.17699e-14j -0.00291378+1.26526e-06j -0.00586821-0.000571145j -0.0119645-0.000829277j -0.00521339+1.93527e-05j 0.00211572+0.000434546j 0.0130251+0.00083302j 0.00449717+0.000660951j 0.00213041+0.000548619j -0.00217873+0.000398553j 0.00661133+0.000619328j -0.0115609-0.000562182j 0.000220261-0.000143279j -0.00327253-0.000568614j 0.00563879+0.000732618j 0.0039388+0.000798795j 0.00248189+0.000214099j 0.00266194+0.000139569j -0.00297475-0.000234374j -0.0032453+0.000492095j 0.00559192+0.000477336j -0.00792381-0.000784269j -0.00656397-0.000522385j -0.00109417-0.000208876j 0.00400981+0.000250547j -0.00292181-0.000184658j 0.00224897+1.65798e-05j 0.00477117+4.57484e-05j 0.00322838+0.000344299j 0.000977131-0.000231968j 0.00172311-0.000112434j 0.000344743+0.000508559j 0.00601961+0.000588527j 0.00248473+6.93764e-05j -0.000229403-0.000376804j 0.00137477+0.000267261j -0.00444396-0.000701008j -0.00968708-0.000604555j -0.00539394-0.000204387j 0.00415569+0.000591672j -0.00212744+7.59421e-05j -0.00575171-0.0006843j 0.00531095+0.00122325j 0.000844088-0.00018697j -0.0032125-0.000679397j 0.00491522+0.000646891j -0.00121639+0.000245194j -0.00198478+2.66635e-05j -0.00272067-0.00129167j 0.00188919+0.000559815j -0.00324185-0.000115621j 6.27852e-05-8.06951e-05j 0.00540989+0.000526911j -0.00424613-0.000418021j -0.00505406-0.000278365j -0.00360823+0.00082477j 0.00161527+0.000457693j -0.00356683-0.000218177j -0.00878887-1.49687e-05j 0.00893762+0.000844403j 0.00439543+0.000561299j 0.00129247+0.000746382j 0.00174998+0.000617098j -0.00443602-0.000108776j 0.00487989-0.000605844j -0.0037039+9.8287e-05j -0.0192221-0.00161507j 0.00524048-0.000811149j -0.00770281-0.00227245j -0.0102842+0.000453838j 0.000829423-0.000336961j 0.0318843+0.00141671j 0.00917217-0.00111478j -0.0179898+0.00997583j -0.0638328-0.00516858j -0.00459328+0.000197185j -0.827654+0.00854424j 
0.00893762-0.000844403j -0.0021683+0.000658385j 0.00509753-0.00170129j -0.0112715+0.000681187j -0.0139703+0.00266959j -0.0296143+0.00198018j 0.00844849+0.00218417j 0.043234+0.000589212j 0.00975112+0.000473208j 0.03348+0.00117552j 0.0578572-0.000829258j -0.0316012+0.0019262j 0.048681-0.000992774j -0.0401749-0.00178203j -0.182762-0.00113355j -0.28281+1.0214e-05j 0.125869+0.00256507j 0.629618+0.00302281j 0.31094+0.00367105j 0.354114+0.00188508j -0.0137604+0.000224775j 0.16516+0.0028768j 0.0201289-8.15786e-05j -0.0227684-0.00111446j 0.0426266+0.0023504j 0.0993064+0.00190928j 0.0651993-7.29255e-06j 0.0513146+0.000449243j -0.0127429-0.00136854j 0.0162671-0.00139587j -0.043317-0.00158441j 0.0324875-0.000150854j 0.0413726+0.000336539j -0.0218787+0.000282295j 0.0174138-0.00106744j 0.0362498+0.000315317j 0.0135099+0.000117156j 0.00447121-0.000611054j -0.00336624+0.000559557j -0.00879028-0.000461295j -0.0194358+0.00145584j -0.00636843+0.000266652j -0.0188139-0.00078759j 0.00753781-0.000963304j -0.0073904-0.000141796j 0.00960366+0.00117796j -0.0100237+0.00166193j -0.0270581-0.000402904j 0.00837847-0.000577017j -0.0175414+0.0022843j 0.00306207+2.96593e-05j 0.00568835-0.000104872j 0.0145475+0.000758469j 0.000431822+0.000148243j -0.000352433-0.000232622j 0.00830007+0.000347307j 0.000540492+0.000931836j -0.00538781+0.000439095j -0.0108433+4.60397e-05j 0.00745636-4.59702e-16j 0.000145874-0.000645649j 0.00147362+0.00142045j -0.00202713-0.0015209j -0.00612782+0.00156786j -0.00473435-0.000410076j 0.000691053+0.00019654j -0.000856112+0.000301298j 0.000971403-0.000661678j -0.00338727-0.00124532j 0.00107271-9.1946e-05j 0.00100631-0.000957786j 0.00289719-0.000373546j -0.0061997-0.000364693j -0.00152183+0.000584541j 0.000332459-0.000588368j 2.11257e-05-0.000248866j 0.0019287+0.000166313j 
0.00439543-0.000561299j -0.000451414+0.000925737j -0.00538082-0.000403913j -0.0161255+0.0021698j -0.0152334+0.000409564j 0.0342439+9.40124e-05j -0.0179021+0.00141711j -0.0113446+0.00170628j 0.00919935-0.000799985j -0.0582812+6.7631e-05j -5.80576e-05+0.00371244j -0.0587845+0.00151049j 0.0298855-0.00242606j -0.0201392-0.0018059j 0.0149962+0.00021653j -0.303895-0.000492887j 0.741192+0.00597363j -0.315755-0.00206971j 0.106557+0.0035426j 0.0848592-0.000311312j 0.0890284+0.0032016j -0.0589268+0.000401762j -0.046489+0.000511131j 0.116894+0.000481148j -0.068763+0.0018848j -0.0578314-0.000693427j -0.0101812-0.00234094j -0.0221796-0.00224409j 0.0594096+0.00167167j 0.00519588-8.83865e-05j 0.0152853-0.000948175j 0.047009+0.00195084j -0.0181833+0.000609534j 0.0222381-0.00141509j 0.0219511+0.000755984j -0.0116871+0.000939058j 0.0013855-0.00139283j -0.00765302-0.000464171j -0.00364385+9.81464e-05j -0.0259962-0.00132558j -0.00992845+0.0021032j 0.00299993+0.00119405j -0.0176468-0.00204073j 0.00553394-0.00119434j -0.0105245+0.00016586j 0.0106906+0.000219517j 0.00773615-0.000341098j 0.00527437-0.000103507j -0.0105106-4.92541e-05j 0.0124529-2.78303e-05j -0.00414814-0.000156215j -0.00361961-0.000212431j 0.00229519-0.000720521j 0.00291368-0.000169967j -0.00203106+0.000287181j -0.00423615-0.000922481j 0.0114838+0.00100975j -0.00465876-0.000380286j -0.00138196+8.35777e-05j 0.000145874+0.000645649j 0.00963036-1.46237e-15j 0.00775176+0.00112491j -0.00545224-0.000825581j 0.00684599+0.000999596j -0.00351957+0.00062671j -0.00184531-0.000749659j 0.0018224-0.000154896j -0.00253363-0.000205042j -0.000361433-0.000924765j 0.00421714+0.000203176j -0.000975942-0.000184146j -0.000993097-0.000745296j -0.000576372-0.000372199j -0.0015787+0.000270869j 0.00040787-6.0688e-05j -7.37929e-05-0.000320273j -0.000107968-4.84465e-05j 
0.00129247-0.000746382j 0.00359359-0.000648819j -0.0127974+0.00140905j 0.00704197-0.00135295j -0.0282478-0.000808101j 0.00513904-0.000897634j 0.0508616-0.000847275j 0.0290858-0.000732456j 0.0204964+0.002834j -0.00950265-0.00259875j -0.00360492+0.000104183j 0.047232-0.00332055j 0.114175+0.000728033j -0.00677844-0.00184j -0.0424019+0.00122134j -0.716901-7.67793e-05j -0.272279-0.00330893j -0.0861791+0.000944219j -0.387794-0.00534451j 0.0419116-0.000785927j -0.0105168-0.000977172j -0.0558057-0.00125981j -0.0533214+0.00085375j 0.0766514+8.86337e-05j 0.0105068-0.00171204j 0.0860707+0.00023234j 0.0278673-0.00022608j 0.0513212-0.000824703j 0.0373182+0.00234481j -0.00332343-0.0010878j 0.00763891-0.00102887j -0.011323-0.00129175j -0.0417276-0.000468485j 0.00220935+2.93092e-05j -0.00288124-0.00156096j 0.032979+0.000320408j -0.0156596+0.000278992j -0.00400522+0.000307445j -0.0181607+0.000107401j -0.0231412+0.00201238j -0.00914094-0.00174023j 0.0194739-0.000707747j -0.016905+0.00206958j -0.0188589-9.18693e-05j -0.0165912+0.000266443j 0.0293211-0.00010587j -0.00689121-0.000626064j -0.00337198-0.000469622j 0.00165343-0.00064917j 0.00927742+0.00017129j -0.00507506+0.000172652j 0.00450526-0.0001623j -0.00337898+0.00025957j 0.00312181+0.00159514j -0.00373114-0.00106238j -0.00687729+0.000540456j -0.000587709-0.00053078j -0.00273927+0.00185176j -0.00299656-0.000152215j 0.00147362-0.00142045j 0.00775176-0.00112491j -0.00144723-8.73867e-17j 0.0017945+0.000923866j -0.00694667+0.000127633j -0.00646885-0.0011044j 0.000929742-0.000170288j -0.00658977-0.00123365j -0.00321271-7.41414e-05j -0.000502554+0.000682383j -0.00106389+0.001179j 0.00342325-0.000409994j -0.00030015+6.43364e-05j -0.00309753-0.000802143j -0.00126097-0.000133285j -0.00310781-0.000643895j -0.000327161-0.0004199j 0.000896583+0.000672246j 
0.00174998-0.000617098j 0.00871111-0.000671162j -0.00648107+0.00246584j 0.00687544+0.0015315j 0.0068107-0.0029667j -0.0389543-0.000794761j -0.0215833-0.00308544j -0.0656479+0.00106329j -0.037725-0.00379214j -0.0795377-0.000457862j -0.075814+0.000317393j 0.066272-0.000624967j -0.192612+0.0014967j -0.126463+0.000832101j 0.740056+0.00280605j -0.104986-0.00178366j 0.117615+0.000715654j 0.295032+0.00112421j -0.125561-0.00206957j -0.135701-0.0020134j -0.0650346-0.00142496j 0.0478311-0.000176916j 0.0766178+0.00121781j 0.0173019-0.00184368j -0.122313-0.00118324j 0.01728+0.00242197j -0.0790162+0.00101357j -0.00731529+0.000708728j -0.0214061+0.00181211j 0.0310094-0.00174739j -0.04162+0.0022873j 0.00495884+0.000321365j 0.0149854-0.00109748j -0.00927943-0.000815665j 0.0164824+0.00252052j 0.0108499-0.0003456j 0.0150693+0.00282805j -0.0151122-0.00247366j 0.008301-0.000259095j -0.00760976-0.000740865j 0.00969622-0.000666602j -0.00494576+0.00110683j -0.0188175-0.00122677j -0.00546939+2.51061e-06j 0.0235346+0.00200222j 0.00186029-0.000467475j 0.00394178-0.000411641j -0.00304937+0.000156936j -0.0234653+4.02687e-05j 0.00937906-0.000232166j 0.0108465+0.000237264j -0.0108849+0.000778454j 0.00474515+0.000854628j -0.00800727-0.000675612j -0.00528653+0.000683953j -0.00535207+0.00121657j -0.00162083-0.000429524j 0.0143228-0.00175708j -0.00436148+7.89439e-05j -0.00202713+0.0015209j -0.00545224+0.000825581j 0.0017945-0.000923866j -0.00838326+9.73614e-17j 0.00778253-0.00162463j -0.00368858+9.94389e-05j 0.000777933+0.000469342j 0.0018396+0.000210193j 0.00111052+0.000402124j 0.00425959+0.000496288j -0.0020844-0.000184055j 0.00302606+0.000899313j 0.0012944+0.000692147j 0.00738216+0.0012921j 0.000719538-0.00075869j -0.000563784+0.00191074j 0.00188159+0.00042059j -0.000926735-0.000302114j 
-0.00443602+0.000108776j 0.00476591-0.000868396j 0.00361622+0.00148131j -0.00216864-0.00326971j 0.0596627+0.000715724j 0.0342167-0.00111386j 0.0265777+0.000411074j 0.0754382-0.00512093j 0.0611784+0.00519694j 0.0892279-0.00442011j 0.0591256+0.00211484j -0.257782+0.00359974j 0.377063+0.00129052j 0.697157+0.00451046j 0.277752+0.000343597j -0.000917727+0.00253803j 0.0156853+4.34734e-05j 0.00311715+0.00168028j 0.0431078-0.0047363j 0.0511993-0.00154689j 0.0251127+3.03356e-05j -0.015782+0.00288439j -0.00856044+0.000608349j -0.0442323+0.000135335j 0.0103809-0.00148783j 0.0155406+0.000747831j 0.0418326-0.000871703j 0.00635596-0.00263686j 0.022924+0.001014j 0.00360763+0.000279152j 0.00372676-0.000645275j 0.0158314-0.000965176j -0.00634732+0.00043958j 0.0182397+0.00132825j 0.0124235-0.00218164j 0.0130139-0.00114293j 0.00946252-0.000230374j 0.0290985-0.000312281j -0.00100935-0.000189269j -0.00110972+0.00113751j -0.0110905-0.000264j 0.00209801-0.000714294j 0.018159+0.001232j -0.004919+0.00022231j -0.00617982-0.00129856j 0.00383744-0.000759616j 0.00429542-0.00100871j -0.00345015-0.00135492j -0.00180452+0.00149737j 0.000366829-0.000330717j -0.00375921+0.000595101j 0.0116336-0.000416506j 0.00311378-0.00120646j -0.00102174+0.000744928j 0.00304678-0.000635378j 0.00405389-0.000125276j 0.000186041-0.000403495j -0.000284389+0.00233565j 0.00219286+0.000635282j -0.00612782-0.00156786j 0.00684599-0.000999596j -0.00694667-0.000127633j 0.00778253+0.00162463j -0.00733845-4.40186e-17j 0.00161403-0.000140272j -0.00351543-0.00127082j 0.00555414-0.000865995j -0.00170196+0.00117194j -0.00172404+0.00102357j -0.00495657+0.00146195j -0.00141707-8.2894e-05j -0.00132262-0.00082875j -0.00119573-0.000688043j -0.00121452-0.000445741j 0.000859941-0.000805767j -0.000523886-0.000513255j -0.00133965-0.000199143j 
0.00487989+0.000605844j -0.00190569-0.000658394j -0.00500388-0.0011085j 0.0333749+0.000551754j -0.00999027-0.00117691j -0.0231992-0.00130849j -0.0999398+0.0037737j 0.00601579+0.00647558j -0.0205657-0.000176758j 0.000472693-0.00112358j -0.097096+0.000166326j 0.0751091+0.0017057j -0.708651-0.00291111j 0.476728+0.00237132j -0.119463+0.000364814j -0.0985164+0.00199703j 0.0212406+0.00219101j 0.00152574-0.000520181j 0.0137049+0.000774408j -0.0316556+0.000372124j 0.0550409+0.00232964j 0.0156856+0.000585975j 0.0116027-0.00146047j -0.00452308-0.000380056j 0.0123851+0.0021061j -0.0121129+0.000143917j 0.00156195+0.00163282j 0.00116265+0.00129971j -0.0139017-0.000323317j 0.0127174-0.00103424j -0.0160024-0.000308708j -0.0296774-0.00011148j -0.0170315+0.000658399j -0.00726432-1.06243e-05j 0.00948112-0.000746899j 0.00612586+0.00105755j 0.00274011-0.000373319j -0.00151875-0.000614604j 0.00881349+4.29217e-05j -0.00784168+0.00112165j -0.00480023+0.00140328j 0.00227036-0.000903268j -0.00936775+0.000426864j 0.00632373-0.000767695j 0.00334082+0.000442185j 0.00623556+0.00132637j 0.000688101+0.000709628j 0.00595498+8.67237e-05j 0.000820187-0.00141617j -0.00467896+0.00113504j -0.00251677-0.00050702j 0.0106313+0.000195285j -0.000481734+0.00165799j 0.0072524-0.000606205j -0.00181294-0.000129974j 0.00343821+0.000354094j 0.000563163+0.000650474j 0.0144396-0.000303765j -0.00870908-0.000876915j -0.00473435+0.000410076j -0.00351957-0.00062671j -0.00646885+0.0011044j -0.00368858-9.94389e-05j 0.00161403+0.000140272j -0.00622264-1.26418e-16j 0.00683103+9.27761e-05j -0.00487572-0.000789691j 0.00445601-0.00158635j -0.0031821-0.000482838j 0.000403658-0.000206764j -0.00833736-0.000537425j 0.00349215+7.20872e-05j 0.000285266-4.59839e-05j 0.00530395+0.000900117j -0.00655112-0.000799729j 0.00392322+0.0012239j 0.00297391+0.00095962j 
-0.0037039-9.8287e-05j -0.0124851-0.000142862j -0.0283202+0.000535281j 0.00273773+0.000348631j 0.00882152-0.00305874j -0.0599168+0.00377534j 0.018177+0.00401749j 0.0267345-0.00157789j 0.00349862-0.000595879j 0.00126436-0.00118788j -0.214199-0.000750316j 0.780047+0.00939714j 0.191963+0.00210219j 0.165305+0.00695967j -0.0178213+0.00088986j 0.0507569+0.00326308j 0.078274+0.0027036j 0.019801+0.00254514j -0.0228169+0.002208j -0.0239847+0.000573816j 0.0372768+0.00245883j 0.00699238+0.00161265j -0.0193197-0.0027907j -0.00387063-0.000914185j 0.0106444+0.00147357j 0.0105774-0.000620643j 0.00863117+0.00262312j 0.00875216-0.00134239j -0.00710404+0.00110804j 0.0101742+0.000215314j 0.00992703-0.00055574j -0.00934172-0.00138103j 0.0158277+0.0011843j 0.00442831-0.000458185j -0.00308943-0.000732119j 0.000297361+0.00104202j -0.0197786-0.00316452j 0.00506248+0.000400645j -0.0126758-0.00170473j -0.00821908-0.00140835j -0.00112005+0.000172427j 0.00701684+0.000144007j -0.0184609-0.000607824j -0.00528637-0.000929938j -0.00174569-0.000667032j 0.00284628-1.67613e-05j -0.00485678+0.00147192j -0.00884282+0.000131977j 0.00667004-0.00142544j 0.00163313+0.00140321j -0.00507257-0.000316936j 0.00339981-0.000818679j -9.9366e-05-0.00143213j -0.000349779+0.000924919j -0.00238537-0.00042049j -0.014214-0.000479837j -0.000666141+0.000454601j -0.00328584-0.000140929j -0.00319416+0.000747772j 0.000691053-0.00019654j -0.00184531+0.000749659j 0.000929742+0.000170288j 0.000777933-0.000469342j -0.00351543+0.00127082j 0.00683103-9.27761e-05j -0.00365218+2.32453e-16j -0.00728144+0.000624647j -0.00105065+8.26483e-05j 0.00338149-0.000438513j -0.00382419-0.00043227j 0.00561599+1.09531e-05j 0.00486022+0.000211163j 0.00139726-0.000189298j -0.00497448-0.000164154j -0.000849233-0.00018951j -0.00369207-0.000395121j 0.00387593+0.000729935j 
-0.0192221+0.00161507j -0.00221052-0.000676385j -0.00872396-0.00314047j 0.00534457-0.000448401j -0.0604043+0.00345967j -0.00684665+0.00278612j -0.0500152+0.00286406j -0.00540499+0.00552991j -0.021865+0.000317879j -0.17833-0.00151571j -0.82618-0.0067157j -0.214505-0.00215616j 0.0864488-0.00115033j -0.0122865-0.00333589j -0.0416321-0.00021168j 0.00165177+0.000506085j -0.00810447-0.00389181j 0.0528515+0.00228832j -0.00680154-0.00203831j -0.00248565-4.28908e-05j 0.00843801+0.00135669j -0.0403474-0.00305686j 0.00215498+0.00090676j -0.0149947-0.00269459j -0.0102487+0.00246978j 0.00170312+0.00117161j -0.000468141+7.76903e-06j 0.0263384+0.000649188j -0.00587316-0.000356629j -0.000128077+0.000561664j -0.00533561-0.000469275j -0.00718295+0.00018079j -0.0135042+0.000132209j 0.0175878+0.00194189j -0.00372262-0.00110174j -0.00368226+0.000435186j 0.0141069-0.000247914j -0.0112881+0.00155469j -0.0109818+0.000399362j -0.000242663+0.000823657j -0.0110289+0.00148574j -0.00564843-0.000144061j 0.0110294+0.000378508j 0.00100559-0.00124168j -0.00270342-5.93724e-05j 0.000530957+0.00117414j 0.00118137+0.00061218j -0.00138592-0.000390628j 0.00519477-0.00105689j 0.00698796+0.000926207j -0.000519244-0.000235673j -0.0027168-0.000278144j -0.00579101-7.37107e-05j 0.00679099-0.000511503j -0.00705907-0.00035475j -0.0014242-0.000952448j -0.00467182+0.000973857j 0.00111574+0.000786433j -0.00405616-0.000367325j -0.000856112-0.000301298j 0.0018224+0.000154896j -0.00658977+0.00123365j 0.0018396-0.000210193j 0.00555414+0.000865995j -0.00487572+0.000789691j -0.00728144-0.000624647j -0.00370398-2.38524e-17j -0.00220311-0.00041007j 0.00293756-0.000730256j 0.00725551-0.000838986j -0.00154862+0.000521965j 0.00233947-0.000560501j -0.0039723-4.33103e-05j 0.00296711+0.00024089j -0.000216308-0.000917735j -0.00304785+1.12764e-05j -0.00140703+0.000669019j 
0.00524048+0.000811149j -0.0175519+0.00248955j 0.0317319-0.000979476j -0.00570004+0.00204267j 0.00869035+0.0018427j 0.0365568-0.00237183j -0.0157739-0.00229802j -0.0134125+0.00137405j 0.105787+0.0018232j 0.850646+0.0060136j -0.173925-0.00083621j -0.0011082-0.00112788j -0.0176917-0.000783184j -0.0703727-0.00574581j 0.050844-0.00186478j -0.0445494-0.000147542j -0.0168447-0.000671195j -0.0152608+0.000558159j 0.0189856+0.00334071j -0.0197482-0.00295256j -0.00431557+0.00191621j 0.00736307+0.000529987j 0.0157528+0.00125377j -0.0143609+0.000312104j -0.0119868+0.000186901j -0.00867663-0.000867177j 0.0258604-0.00086837j -0.00411692-0.000807054j -0.00891385-0.00172346j 0.00211531-0.000316871j -0.00700058+0.000162493j -0.0116202+0.00189678j -0.00236136+0.00155762j 0.00463242-0.00222321j -0.00737363+0.0017295j -0.00138294+0.000326631j -0.00306753-0.000427062j 0.00813031-0.00164999j -0.00166086-0.000279257j -0.00240301-0.000404639j -0.00223106+0.00153778j -0.00303235-9.1536e-05j 0.00706579-0.000604733j -0.00649312-0.000249338j 0.00690789+3.25011e-05j -0.000341604+0.000344991j 0.00112395-0.000605288j 0.00537825-0.00013438j -0.000808844+0.00127184j -0.00616644-0.00168324j -0.00165535+0.000240632j -0.000452012+0.000233714j -0.00338064-0.00132888j -0.00258383-0.000919876j 0.00303133+0.00183953j -0.00357414+0.000515365j 0.00249858+0.00109224j 0.000322401-0.00105841j 0.000422606-0.000199362j 0.000971403+0.000661678j -0.00253363+0.000205042j -0.00321271+7.41414e-05j 0.00111052-0.000402124j -0.00170196-0.00117194j 0.00445601+0.00158635j -0.00105065-8.26483e-05j -0.00220311+0.00041007j -0.00256936-1.31839e-16j -0.00438459-0.000215543j -0.00188979-0.00089017j -0.00214122-0.000108829j -0.00320735-0.000328049j 0.00190022+0.000201213j 7.30143e-06+0.000198547j 0.00284122-0.000449969j -0.000266899+0.000436175j 0.00189854-0.000345428j 
-0.00770281+0.00227245j -0.0027895+0.000145415j 0.0431897-0.00157976j 0.0344576+0.00199123j 0.0885603-0.00522971j -0.0093259-0.00630018j 0.0388518-0.00278439j -0.0173704-0.00644204j 0.86826+0.00534542j -0.0984457+0.00215045j 0.00296593+0.000759645j 0.00094431-0.00314444j -0.0114736+0.00454164j -0.0225417+0.00519625j -0.0119515-0.00274557j -0.0231739-0.00172058j 0.013352-0.000785251j -0.0039493+0.000225996j 0.00772198-0.00150747j -0.0259629-0.000479735j 0.00735814-0.000562348j 0.013939-0.00125037j 0.0173991+0.000123841j 0.0041101-0.000890274j 0.00710422+0.000525878j 0.0181899-0.000145936j -0.00831047+0.00250797j 0.00164546+0.00180072j -0.000429224+0.00047053j 0.0048016-0.00101496j -0.00257265+0.00127707j -0.00350888+0.000645304j -0.00351709-0.00118275j 0.0100834+3.94922e-05j -0.00790222+0.00139651j 0.00319256+0.000885614j -0.00169225+0.00119712j 0.00707682-0.000521759j -0.00356373-0.000304315j 0.00143704-0.00109452j -0.00219196-0.000134132j 0.00256524+0.000186573j -0.00547317-0.00146939j -0.000857846-1.17334e-05j 0.0077992+0.000930709j -0.00192347+0.000597831j 0.00246801+0.000184397j 0.000317867+0.000455058j -0.0130797-7.54086e-06j 0.00972588-4.3681e-05j 0.00326981-0.000301454j -0.00263707+0.000527417j 0.00497117+0.00049506j -0.000963516-0.000178311j -0.00590568+0.000288598j -0.00306176+6.6722e-05j -0.00462705+0.000283826j 0.00635269-0.00149501j 0.00269973-4.7293e-05j -0.00338727+0.00124532j -0.000361433+0.000924765j -0.000502554-0.000682383j 0.00425959-0.000496288j -0.00172404-0.00102357j -0.0031821+0.000482838j 0.00338149+0.000438513j 0.00293756+0.000730256j -0.00438459+0.000215543j 0.00291798+1.25334e-16j -0.00391184-0.00115232j -0.00100889+0.000360493j -7.91282e-05+0.000678749j 0.00459477+0.00155062j 0.00363651-0.00091425j 0.0031265+0.000857676j 0.000422725+0.000636857j -0.00130632-0.000480916j 
-0.0102842-0.000453838j 0.00133347+0.00151633j 0.0239926+0.00915526j -0.0916539+0.00525238j -0.0130993+0.00492422j 0.010697-0.000114769j 0.0103284+0.00375173j 0.852724+0.00727299j -0.00537766-0.00865931j -0.0189835-1.39009e-05j -0.0247266-0.00690286j 0.0207616-0.0010712j -0.0557815-0.00731888j 0.000149088-0.00137023j 0.0146221-0.00236526j 0.00226106-0.00235744j 0.000457413+0.00179212j -0.00792539-3.2336e-05j -0.00829847+0.00169164j 0.0117272-0.0027621j 0.00464431+0.000218375j -0.00856708-0.000331638j 0.00232353+0.00328551j -0.0125433-0.000807923j 0.0135182-0.000399047j 0.0109878+0.00028414j 0.0133313-2.42999e-05j 0.00233872+0.000522038j 0.00458283-0.000114056j 0.00105091-0.000856265j 0.00719159+0.000666823j 0.00665308+0.00131054j -0.00181239-0.00125231j 0.00435187-0.000786159j -0.00063175+0.00119236j 0.000115067+5.68421e-05j 0.000404762+0.00131904j 0.00959951-0.000250645j -0.00522485+0.000689698j 0.00296695-0.000842764j -0.00641245-0.00059233j 0.00565015-5.41324e-05j 0.00435698-0.00108099j -0.00151045+0.000884102j -0.00554719+0.000206093j -0.00248027-0.000441424j -0.00386326-0.00107235j -0.0059241-2.3414e-05j 0.00278067+0.00145899j -0.000204669-0.00171276j 0.00103524+0.000577087j 0.00427963+0.000390069j 0.00183077-0.000609553j -0.00186055+0.000446457j 0.0046425+0.000769937j 0.00501665+0.000762636j -0.00306042-0.000318413j -0.00909241-0.000213777j -0.00138553+0.000300535j 0.00107271+9.1946e-05j 0.00421714-0.000203176j -0.00106389-0.001179j -0.0020844+0.000184055j -0.00495657-0.00146195j 0.000403658+0.000206764j -0.00382419+0.00043227j 0.00725551+0.000838986j -0.00188979+0.00089017j -0.00391184+0.00115232j -0.00438964-1.27936e-16j 0.00496108+1.95868e-05j -0.00291227-8.19838e-06j 0.00194781+0.00102958j -0.00546976-0.00119826j 0.00661005+0.000469071j -0.00382182-0.00100774j -0.0033829-0.000973634j 
0.000829423+0.000336961j 0.025201-0.000429081j 0.0673983-0.00287861j 0.00735731+0.00818237j -0.0896463+0.00366456j 0.0470144+0.00293549j 0.837149+0.0100597j -0.0060165+0.00499441j -0.0296004-0.00425587j -0.004156-0.00254768j -0.0259767-0.00375048j 0.0296738+0.00350653j -0.00663043-0.00174767j 0.00606437+0.00312462j 0.0035909-0.00287914j 0.0123445-0.00021806j 0.00878642+0.00241574j -0.00602585+0.000388694j 0.00861968+0.00322923j 0.00775392-0.000977277j -0.0100665+0.00153183j 0.00665198-0.000223042j -0.00170499-0.000203081j 0.00114557-0.000919214j 0.00457751+0.00360185j 0.012319+0.00208135j 0.00390865+0.00105555j 0.0039018+0.00162758j 0.00328244+0.000546321j -0.0109725-0.00091393j -0.000486311+0.000994283j -1.54652e-05+0.000718227j -0.00106134+9.42998e-05j 0.00115144-0.000649692j -0.00958928+0.000944687j 0.00712379+0.000893843j -0.00384888-0.000354397j 0.00424821+0.000249301j 7.8102e-05+0.000703599j -0.00114779-0.00108192j 0.00337173+0.00163229j -0.00215919+0.000433458j 0.0045856-0.00250003j -0.00198432-0.00046669j -0.00569688+0.000486014j 0.00233509+0.00107395j 0.000219993+0.000526923j 0.000511986+1.48921e-05j -0.00432952+0.000313185j 0.00702917+0.000685502j 0.00444961-0.000758943j -0.00234797+0.000238868j 0.000501557+0.000782838j -0.00116893-0.00057642j -0.00294713-0.000104695j 0.00527242-0.00144266j -0.00383489+0.000582632j 0.00584291-0.000847814j 0.00541402+6.99461e-05j 0.00100631+0.000957786j -0.000975942+0.000184146j 0.00342325+0.000409994j 0.00302606-0.000899313j -0.00141707+8.2894e-05j -0.00833736+0.000537425j 0.00561599-1.09531e-05j -0.00154862-0.000521965j -0.00214122+0.000108829j -0.00100889-0.000360493j 0.00496108-1.95868e-05j -0.00323096-9.36751e-17j -0.00590409+0.000399916j -0.000104397+0.000161901j 0.00631689+4.91695e-05j 0.00111442+0.000554317j 0.00446215+0.000593864j -0.00522074-0.000774064j 
