-0.0132708-2.17699e-14j -0.00291378+1.26526e-06j -0.00586821-0.000571145j -0.0119645-0.000829277j -0.00521339+1.93527e-05j 0.00211572+0.000434546j 0.0130251+0.00083302j 0.00449717+0.000660951j 0.00213041+0.000548619j -0.00217873+0.000398553j 0.00661133+0.000619328j -0.0115609-0.000562182j 0.000220261-0.000143279j -0.00327253-0.000568614j 0.00563879+0.000732618j 0.0039388+0.000798795j 0.00248189+0.000214099j 0.00266194+0.000139569j -0.00297475-0.000234374j -0.0032453+0.000492095j 0.00559192+0.000477336j -0.00792381-0.000784269j -0.00656397-0.000522385j -0.00109417-0.000208876j 0.00400981+0.000250547j -0.00292181-0.000184658j 0.00224897+1.65798e-05j 0.00477117+4.57484e-05j 0.00322838+0.000344299j 0.000977131-0.000231968j 0.00172311-0.000112434j 0.000344743+0.000508559j 0.00601961+0.000588527j 0.00248473+6.93764e-05j -0.000229403-0.000376804j 0.00137477+0.000267261j -0.00444396-0.000701008j -0.00968708-0.000604555j -0.00539394-0.000204387j 0.00415569+0.000591672j -0.00212744+7.59421e-05j -0.00575171-0.0006843j 0.00531095+0.00122325j 0.000844088-0.00018697j -0.0032125-0.000679397j 0.00491522+0.000646891j -0.00121639+0.000245194j -0.00198478+2.66635e-05j -0.00272067-0.00129167j 0.00188919+0.000559815j -0.00324185-0.000115621j 6.27852e-05-8.06951e-05j 0.00540989+0.000526911j -0.00424613-0.000418021j -0.00505406-0.000278365j -0.00360823+0.00082477j 0.00161527+0.000457693j -0.00356683-0.000218177j -0.00878887-1.49687e-05j 0.00893762+0.000844403j 0.00439543+0.000561299j 0.00129247+0.000746382j 0.00174998+0.000617098j -0.00443602-0.000108776j 0.00487989-0.000605844j -0.0037039+9.8287e-05j -0.0192221-0.00161507j 0.00524048-0.000811149j -0.00770281-0.00227245j -0.0102842+0.000453838j 0.000829423-0.000336961j 0.0318843+0.00141671j 0.00917217-0.00111478j -0.0179898+0.00997583j -0.0638328-0.00516858j -0.00459328+0.000197185j -0.827654+0.00854424j 
-0.00109417+0.000208876j -0.00504729+0.000104508j -0.00438342+4.80726e-05j 0.00397294+0.000116971j 0.000633659-0.000503976j -0.00988771-5.69564e-05j 0.00465673-0.000379259j -0.00842906+0.00105692j -0.00575825+0.000156755j -0.00698208+0.000406546j 0.00182318+0.000307878j -0.00638187+0.000111691j 0.00117552+0.00110143j -0.0202111-0.000231002j 0.0378059+0.00109238j 0.0217546+0.000507916j 0.00684014-0.000254006j 0.00382852-0.000657974j 0.000698477-0.000451511j 0.0224142+0.00132073j 0.0310173+0.000515138j 0.000246537-0.000321425j -0.0495432-0.00125649j 0.0131318+2.74e-14j 0.0165509+0.000242257j 0.0494051+0.000253172j 0.0383598+0.00012159j 0.0357257+0.000816724j -0.0127193-0.00102421j -0.00108815+0.000930116j 0.0845049-0.000230745j 0.0142862-0.0010664j -0.0542052-0.000445116j 0.0425594-0.000156333j 0.011302-0.000421954j -0.0383148-0.00028222j 0.0332068-0.000795156j 0.104647+0.00130615j -0.0615821+0.00191959j 0.0102285+7.8217e-05j 0.0282233+0.000392495j 0.0464767+8.28337e-05j -0.0432531+0.000670177j -0.0455529-0.000523452j -0.0336445-0.000519556j 0.0629202+0.00119672j -0.00983517+0.000420931j 0.0104529+0.000682892j 0.130507-0.000483716j -0.0801863+0.00137449j 0.144165-0.000613298j 0.30234+0.00209181j -0.201751+0.000929417j 0.603512-0.00391358j 0.423831-0.00186526j -0.0415937-0.000137086j -0.108202+0.000545251j 0.16155-0.00282212j 0.185611-0.00148792j -0.0227684+0.00111446j 0.116894-0.000481148j 0.0766514-8.86337e-05j 0.0173019+0.00184368j -0.0442323-0.000135335j -0.00452308+0.000380056j -0.00387063+0.000914185j -0.0149947+0.00269459j -0.0143609-0.000312104j 0.0041101+0.000890274j -0.0125433+0.000807923j 0.00114557+0.000919214j 0.000749137+0.000952724j -0.00175295+0.00246758j -0.0022218+0.000718408j -0.0022933-0.000107638j 0.000674618+0.000369237j 0.00215035+0.000949581j 
0.00400981-0.000250547j 0.000942851+0.000102874j 0.00314917-0.000392576j 3.25786e-05-0.00011402j -0.00519027+0.00071927j 0.0109927-0.000257261j -0.00437252+0.000714133j 0.00837039-0.000614499j 0.00609794+2.25787e-05j 0.014125-0.000657435j -0.0230906+0.000406421j -0.00425711+0.00035283j 0.0210607-0.00139684j 0.00520667-0.000374718j -0.0157789-0.00121369j 0.00330288-0.000582287j 0.0183918+0.000395799j 0.00594584+0.000937585j -0.0429186-0.00011804j -0.0446616-0.000978779j -0.00722993-0.000289137j 0.0346981+0.000977919j 0.012408+0.00198743j 0.0165509-0.000242257j 0.021213+3.12142e-16j -0.0213539+0.000546364j -0.0935875-0.000836479j -0.0515889-0.000665958j -0.0584696+0.000476264j 0.025899-0.000154993j -0.0116802+0.000393668j -0.0185708+0.00163355j 0.0382968-0.000781356j -0.122131+0.000837916j -0.0253995+0.000430223j -0.0149334+0.00049621j -0.119642+0.0019147j 0.0559356-0.00203477j -0.0663881+0.00113949j 0.00497698+1.05684e-05j 0.0296812+9.32481e-05j 0.0165227+0.000942207j -0.0624818-0.00232229j 0.0526616+0.000842372j -0.0114137-0.000883143j -0.0922719-0.000822263j 0.139376-0.00103089j 0.101665-9.00051e-05j -0.1705+0.00111278j -0.0275577-0.00240184j 0.078881-0.000142994j 0.142247+0.000787365j 0.754893-0.00124536j 0.246623+0.000275121j 0.0678017-0.00157593j -0.000866203-0.000812336j -0.0422804+8.1633e-05j -0.138963+0.000742868j 0.020036-0.000656384j 0.0426266-0.0023504j -0.068763-0.0018848j 0.0105068+0.00171204j -0.122313+0.00118324j 0.0103809+0.00148783j 0.0123851-0.0021061j 0.0106444-0.00147357j -0.0102487-0.00246978j -0.0119868-0.000186901j 0.00710422-0.000525878j 0.0135182+0.000399047j 0.00457751-0.00360185j 0.0011596-0.0014583j 0.00186901-0.00281135j 0.0025856-0.000357841j -0.00158995-0.000721043j 0.000777429+0.000253621j -0.000655223-0.000399999j 
-0.00292181+0.000184658j 0.000277297+8.84659e-05j 0.00263725+6.77477e-06j 0.000471799-0.000266504j -0.0084947+0.000483098j 0.00806773-0.000623398j 0.0068656+0.00065871j -0.014516-0.000351984j -0.00733392+4.7869e-05j 0.00182858-0.0001612j -0.00819953-0.000448213j -0.0262137-0.000260037j -0.00570297-0.000571593j -0.0085516-0.000135442j -0.00941783-0.00030764j 0.0378326-0.000157415j 0.0223605+0.000398584j -0.00318691+0.000230081j -0.0239053+0.000231317j -0.0141379-0.000342261j 0.0213269+7.66065e-05j 0.0313317-0.000349969j 0.0143305+0.00112279j 0.0494051-0.000253172j -0.0213539-0.000546364j 0.0975808+8.30239e-15j -0.0175054-0.00039263j -0.0107767-0.00121126j -0.0471676+0.000490339j 0.0410966+0.000519177j -0.00377913-0.000820971j 0.0360988-0.000143087j 0.0224072+0.00110748j 0.0152961+7.6906e-05j -0.0121551+0.000347309j -0.029566-0.000781078j -0.100615+0.000347987j 0.118481+0.0011699j -0.0508443-0.00114546j -0.0398259+0.000129526j -0.109873-0.000290076j -0.0251217+0.000593921j -0.079926-0.00178796j -0.0236309-9.01623e-05j 0.120257-0.000840568j 0.0224792-0.000392694j -0.0907727-0.000483226j -0.17163-0.00255825j -0.201329+0.00245575j 0.0918857-0.000321991j -0.0751726+0.0014378j 0.755675-0.00381562j -0.116664+0.000434237j -0.241459+0.00302607j -0.105241+0.00244753j -0.0285902-0.000734809j 0.0456129+0.000202818j -0.04144+0.00289233j 0.026663+0.00166794j 0.0993064-0.00190928j -0.0578314+0.000693427j 0.0860707-0.00023234j 0.01728-0.00242197j 0.0155406-0.000747831j -0.0121129-0.000143917j 0.0105774+0.000620643j 0.00170312-0.00117161j -0.00867663+0.000867177j 0.0181899+0.000145936j 0.0109878-0.00028414j 0.012319-0.00208135j -0.00486309-0.000387065j 0.0037595-0.000325304j -0.000289038-0.00113568j -0.000247501+0.000107135j -0.0010759+8.64727e-06j -0.00129272-0.000353686j 
0.00224897-1.65798e-05j -0.0049345+0.000563384j 0.000957711-0.000909827j -0.00436101+0.000672498j -0.00932974+0.000602264j -0.000276755+0.000391957j -0.00171034-0.00034129j 0.02659-0.000598592j -0.0086421+1.38457e-05j 0.0112279-0.000519351j 0.00854398-0.000731622j -0.00938642+0.00102833j 0.025477+0.000142904j 0.0331563-0.000211446j -0.0786645-0.00133732j -0.000909853-0.00118562j -0.0202584+0.00110605j 0.009434+0.00134089j -0.00125389+0.00062361j -0.0293577-0.00230605j -0.0208507+0.000192781j 0.0321502+0.00104969j 0.0920436+0.000668589j 0.0383598-0.00012159j -0.0935875+0.000836479j -0.0175054+0.00039263j -0.12586-8.33751e-16j -0.0522838-0.000148699j -0.0187491+0.000373959j 0.0681192-0.000501402j -0.0610789+0.000354294j 0.00513773+0.000777622j -0.0326456-0.00103348j 0.0357125-0.00182801j -0.0238682+0.00161853j 0.00141847-0.000389953j -0.0392016+0.000736241j 0.00405138-0.00322402j 0.0769936-0.000759121j -0.0163774-0.00143887j 0.0277114+0.00113166j -0.0584013+0.00104305j -0.126368-0.00176072j -0.0595776-0.000223727j 0.308479-0.000528576j 0.0605409+0.000784699j 0.0196134+0.000526469j 0.127784-1.64631e-05j -0.551513+0.00247926j 0.348689-0.000861802j 0.214422-0.00149839j -0.175148-1.83711e-05j -0.222152-0.00102497j 0.130713-0.00107242j 0.162282-0.00118331j 0.149076-0.000886477j -0.0128865+0.000825099j -0.0508525-0.000189312j -0.145119+0.000634927j 0.0651993+7.29255e-06j -0.0101812+0.00234094j 0.0278673+0.00022608j -0.0790162-0.00101357j 0.0418326+0.000871703j 0.00156195-0.00163282j 0.00863117-0.00262312j -0.000468141-7.76903e-06j 0.0258604+0.00086837j -0.00831047-0.00250797j 0.0133313+2.42999e-05j 0.00390865-0.00105555j 0.00730607-0.002691j 0.00255063-0.000830997j -0.000112789+0.00106667j -0.000770601+0.00114155j 0.000217167+0.001089j -0.00107982-0.00062143j 
0.00477117-4.57484e-05j -0.00421472+0.000804005j 0.0127018-0.000765558j 0.000997225-0.000106678j 0.00290502+0.00117351j -0.007198+0.000678182j -0.000257754+0.000967525j -0.00262754-0.00133277j 0.000483352-2.01574e-05j 0.0115337-0.000322325j 0.00207111-0.000970273j -0.0215334+0.000672788j -0.0180974-0.000444534j -0.000123159+0.000104216j -0.00424971-0.00117652j 0.0371206-0.000499936j -0.00373188+0.001116j 0.0261278+0.00100426j -0.0213527+0.00125699j 0.00335792-0.000511543j 0.00297948+0.000651648j -0.0206964-0.000126953j -0.0454431+0.000993439j 0.0357257-0.000816724j -0.0515889+0.000665958j -0.0107767+0.00121126j -0.0522838+0.000148699j 0.050299-4.11953e-15j 0.0269143+0.000327674j 0.0502072-0.00173047j 0.0102791-0.00075712j 0.0685067+0.0018325j 0.0755909+0.00129987j 0.025879-0.000633623j 0.0596219+0.000347742j 0.0984766+0.00139567j -0.00286601+0.000577779j -0.0414937-0.000727868j -0.0143687+0.000819555j -0.0500245-0.0020267j -0.0437915+0.00266556j 0.164251+0.000384316j 0.0272774-0.00166947j -0.158901+0.000105677j -0.0919471+0.00121105j 0.00978453-0.000464059j 0.0757113+0.000393617j -0.0773421+0.00165182j 0.212009+0.000158498j 0.61368-0.000990438j -0.433115+0.0012216j -0.0529098+0.00158068j 0.0915159-0.00273879j -0.0194828+0.000530804j 0.286701-0.00309055j -0.0576595+0.000183567j 0.067651+1.09261e-05j 0.0538768+0.000370642j 0.0234917+0.000843794j 0.0513146-0.000449243j -0.0221796+0.00224409j 0.0513212+0.000824703j -0.00731529-0.000708728j 0.00635596+0.00263686j 0.00116265-0.00129971j 0.00875216+0.00134239j 0.0263384-0.000649188j -0.00411692+0.000807054j 0.00164546-0.00180072j 0.00233872-0.000522038j 0.0039018-0.00162758j -0.00623007-0.000427534j -0.00158135-0.00104093j 0.000475497-0.000161327j 0.00254974-0.000390531j -0.000602458-0.000424371j 0.0011015-0.000366768j 
0.00322838-0.000344299j 0.00537564-0.000420073j 0.00362341-0.000185564j 0.00064834-0.000207721j -0.00211783-6.55706e-05j -0.00295383-0.000114059j 0.00356471-0.000181476j 0.00969105+0.000110185j 0.00166417+0.000141405j -0.0116037+0.000217873j -0.00640136+7.68553e-05j 0.00286889+0.000207127j 0.02853+5.40416e-05j -0.00554357-0.000589839j -0.0327908+1.56888e-05j -0.0215054+0.000480098j 0.0192475+0.000111749j 0.0152427-0.000229397j -0.0226709-0.000325517j -0.0348725-0.000885575j 0.0408545-0.00028173j 0.0563227+0.001202j 0.0322117-0.000118217j -0.0127193+0.00102421j -0.0584696-0.000476264j -0.0471676-0.000490339j -0.0187491-0.000373959j 0.0269143-0.000327674j -0.0911814-2.77122e-16j 0.0243562+0.000276589j -0.0330348+0.0010331j -0.0941271+0.00014753j -0.0201788-0.0012693j -0.00864016-0.000422817j -0.0258277+0.000655498j -0.0544308-0.00121757j 0.0282691-0.00030606j 0.0102101-0.000744002j 0.0824328-0.00101319j 0.00757662+0.000599821j -0.031095-0.00113108j 0.18627+0.000797483j -0.0286542-0.000377774j -0.159004+0.00105324j 0.0877338-0.00162564j -0.191878-0.0018119j 0.148822-0.00121708j 0.0534397-0.000329831j -0.2614+5.39199e-05j -0.383441+0.00149576j -0.613787+0.00380288j -0.0333427-0.00152923j -0.0831237+0.000460777j -0.00588062-0.000474582j 0.143248+0.000193372j 0.0099549+0.00090043j -0.190162+0.00149574j -0.0311983+0.000999269j -0.0581068+0.00228921j -0.0127429+0.00136854j 0.0594096-0.00167167j 0.0373182-0.00234481j -0.0214061-0.00181211j 0.022924-0.001014j -0.0139017+0.000323317j -0.00710404-0.00110804j -0.00587316+0.000356629j -0.00891385+0.00172346j -0.000429224-0.00047053j 0.00458283+0.000114056j 0.00328244-0.000546321j 0.00699567-0.000244578j 0.000371914+8.80754e-05j 0.000874998+0.00044349j -0.00325781+0.000166085j 0.00307541+0.00102406j -0.000574993+0.000470332j 
0.000977131+0.000231968j 0.00157335-0.000201388j -0.0025335+0.000379616j 0.00905385+9.00484e-05j -0.00204398-0.000252435j 0.0126504-0.000447073j -0.0166286+0.000159021j -0.0121397-3.57443e-05j -0.00480498-0.000302318j 0.00404731-0.000369064j -0.00141418-0.000185422j -0.00149436+8.74459e-05j -0.0161818+0.000412596j -0.00033605+0.000629245j 0.0185811-0.000200356j 0.0449636-0.0006198j -0.0125497+0.000338853j -0.0490546-0.000123324j 0.0152814-1.80812e-06j 0.0131701+2.6807e-05j -0.0310836-6.38174e-05j 0.012484-0.000777246j -0.011045-0.000312139j -0.00108815-0.000930116j 0.025899+0.000154993j 0.0410966-0.000519177j 0.0681192+0.000501402j 0.0502072+0.00173047j 0.0243562-0.000276589j -0.0408684+4.18071e-15j -0.0355322+0.000941581j 0.0943289+0.000162641j -0.0480015-0.00119449j -0.00979071+0.000179138j -0.0392571+0.000716121j -0.0185165+0.00200312j -0.108435-0.0003923j -0.0333585+0.000839498j 0.0861658+0.00123374j -0.0553087-0.000490029j -0.120638-0.000518079j 0.0618662-0.00148229j -0.0667541+0.000481997j -0.0872968-0.00068078j -0.144931-0.000309631j 0.13367+0.000766199j -0.311317+8.90426e-05j -0.695807+0.00106504j -0.264594-0.00173712j -0.0756621-0.00193891j -0.022684-0.000232506j -0.191067+0.00245803j 0.0983221+0.000154791j 0.107807-0.000895567j 0.0329227-0.002098j -0.089962-0.00165965j 0.0126373+0.000115761j 0.0179755-0.000834898j 0.0470243-0.00144692j 0.0162671+0.00139587j 0.00519588+8.83865e-05j -0.00332343+0.0010878j 0.0310094+0.00174739j 0.00360763-0.000279152j 0.0127174+0.00103424j 0.0101742-0.000215314j -0.000128077-0.000561664j 0.00211531+0.000316871j 0.0048016+0.00101496j 0.00105091+0.000856265j -0.0109725+0.00091393j -0.000819042+0.000732757j 0.00173515-0.000409292j 0.00349662+0.000648154j 0.000194165+0.000341196j 0.00118726+0.000363214j -0.00104775-0.000320941j 
0.00172311+0.000112434j -0.0013943+0.000256492j 0.00835814-0.00131078j 0.00113227-0.000211391j -0.00585932+0.000556647j -0.00251767+0.000553187j 3.59248e-05+0.000777787j 0.0156341-0.000382431j -0.00461509+0.000567269j 0.0043481+0.000395134j 0.0151832-0.000698457j -0.0162348+0.000445712j 0.0173587-0.000353489j 0.00714675-0.000350331j -0.027754-0.00018937j 0.0168323-0.000314916j 0.0102359+0.000575615j 0.00092202+0.000578888j -0.0452752+0.00130529j -0.0369307-0.000583809j 0.00329684+0.00146647j -0.0389168+0.000587515j -0.0375198+0.000163102j 0.0845049+0.000230745j -0.0116802-0.000393668j -0.00377913+0.000820971j -0.0610789-0.000354294j 0.0102791+0.00075712j -0.0330348-0.0010331j -0.0355322-0.000941581j -0.126256+4.43981e-17j -0.0834779+0.00187005j 0.00368981+0.00194014j -0.0131744-0.000693622j 0.0551956+0.000926345j 0.0487357+0.000274519j 0.105807+0.000149053j 0.0698938-0.000973146j -0.168106+0.000230837j -0.00890608-0.000498172j 0.0719015+0.00234514j 0.0499974-0.00129005j -0.138652+0.000673029j -0.0600946-0.000253316j 0.22453+0.00123914j 0.0376284-0.000227057j 0.651477-0.000418036j -0.43265+0.000274496j 0.12835-0.000440295j -0.0932197+0.00110801j 0.178007-0.000225507j -0.0199225+0.00139205j -0.0555887-0.000950159j -0.0820902-0.000582185j 0.0247439-0.000712479j -0.000258885+6.90507e-05j 0.0766638+0.000666204j -0.0829545+0.00070965j -0.000130709-3.32583e-05j -0.043317+0.00158441j 0.0152853+0.000948175j 0.00763891+0.00102887j -0.04162-0.0022873j 0.00372676+0.000645275j -0.0160024+0.000308708j 0.00992703+0.00055574j -0.00533561+0.000469275j -0.00700058-0.000162493j -0.00257265-0.00127707j 0.00719159-0.000666823j -0.000486311-0.000994283j 0.00189527+0.0002378j -0.00339787-0.000504461j -0.000736669+0.000576999j -0.000699861-0.000653832j 0.000701309+0.00017243j 0.00105703+0.000630088j 
0.000344743-0.000508559j 0.00696411-0.00060058j -0.00222914-0.000245724j -0.00392409-0.000471401j -0.0063684-0.000896126j 0.0165351-5.63568e-05j 0.00406367+0.000598493j 0.0177957+0.000853166j -0.00185406+0.00109161j -0.00247667+0.000634288j 0.0155382+0.000964214j -0.0216325-0.000592813j 0.03904-0.000850832j 0.0108013-0.000992498j -0.0111632+0.0018507j 0.010001+0.000753315j 0.0150151+0.000435508j -0.0154965-0.000250651j -0.00861763-0.000833723j -0.0257768+0.000371014j 0.0499655+0.000102055j -0.0227899-0.000560434j 0.00384923+4.3954e-05j 0.0142862+0.0010664j -0.0185708-0.00163355j 0.0360988+0.000143087j 0.00513773-0.000777622j 0.0685067-0.0018325j -0.0941271-0.00014753j 0.0943289-0.000162641j -0.0834779-0.00187005j -0.113203+3.64661e-15j 0.0410286+0.000797511j 0.0656873+0.000510187j -0.0752977-0.00227533j 0.0740902+0.000487733j -0.0462218-0.000259389j -0.124549+0.000366327j -0.0461186-0.000369219j -0.0585149-0.000234598j -0.0438652-0.00134606j 0.00701618+0.000269063j -0.229071+0.00141632j 0.01963+7.49789e-05j 0.623423+0.000294048j -0.180795-2.35066e-05j -0.393886+0.000897378j -0.0533218+0.00076414j 0.293046+0.000183301j -0.0383842+0.000535994j -0.00754473+0.000218004j -0.0674702+0.000896953j 0.0880084+0.000128975j 0.0284172-0.000649439j 0.0658287-0.000511193j 0.0283629+0.000325041j 0.0194889-0.000255651j -0.0737822+0.000825138j 0.0193035-0.002135j 0.0324875+0.000150854j 0.047009-0.00195084j -0.011323+0.00129175j 0.00495884-0.000321365j 0.0158314+0.000965176j -0.0296774+0.00011148j -0.00934172+0.00138103j -0.00718295-0.00018079j -0.0116202-0.00189678j -0.00350888-0.000645304j 0.00665308-0.00131054j -1.54652e-05-0.000718227j 0.00149338+0.000919327j -0.00734591-0.000260605j -0.00313406-0.000792001j -0.0036112-0.00160675j 0.000825195-0.000728947j 0.00145084+0.00147095j 
0.00601961-0.000588527j -0.00341793+0.000221402j -0.0106268+0.00106192j 0.00403642+0.000278645j -0.00629935-0.000465047j 0.0096422-0.000518701j 0.0048786-0.00100005j 0.00229616+0.000417827j 0.0104035-0.00065514j 0.00920256-0.000118218j -0.0109547+0.00095465j -0.000353711-0.000116683j -0.011006+0.00113596j -0.00276505-9.80105e-05j 0.00601189+0.00107651j -0.0260463+0.00070955j 0.0131452-0.000564729j -0.0137419-5.8817e-05j -0.0414296-0.000666966j 0.0129619+0.000313889j 0.00340984+8.34816e-05j 0.0203511-7.63394e-05j 0.00263981-0.0019604j -0.0542052+0.000445116j 0.0382968+0.000781356j 0.0224072-0.00110748j -0.0326456+0.00103348j 0.0755909-0.00129987j -0.0201788+0.0012693j -0.0480015+0.00119449j 0.00368981-0.00194014j 0.0410286-0.000797511j 0.170581-3.40353e-15j -0.00857226+0.000290303j 0.052926-0.000923228j 0.0251112-0.000699953j 0.0139436-0.00172978j 0.0357552+0.000149011j 0.0431397-0.000571373j -0.0333088+0.000733416j 0.0137338-4.82599e-05j 0.109915+0.00039795j 0.130702+8.28966e-06j 0.304602-0.00109815j -0.125708+0.000497297j -0.741593+0.000831751j 0.0353462+0.00141864j -0.16927+0.000901192j -0.0830125+0.000663397j 0.127019-0.00108659j 0.118357-0.0023208j 0.00251516+0.00082429j -0.106153+0.000717443j 0.0139867-0.00148587j 0.0545563+3.7039e-05j -0.0355614-0.000275207j -0.0164297-0.00158048j 0.00207937+1.20389e-05j 0.0237933-0.00225636j 0.0413726-0.000336539j -0.0181833-0.000609534j -0.0417276+0.000468485j 0.0149854+0.00109748j -0.00634732-0.00043958j -0.0170315-0.000658399j 0.0158277-0.0011843j -0.0135042-0.000132209j -0.00236136-0.00155762j -0.00351709+0.00118275j -0.00181239+0.00125231j -0.00106134-9.42998e-05j -0.0029048+0.000296852j 0.000949333-0.000249643j -0.00199109+0.000177108j -0.00188459+9.54272e-05j 0.000246961-0.00022054j 0.00209522+0.000288308j 
0.00248473-6.93764e-05j -0.0043134+0.000275409j -0.00572464+0.000633944j 0.00583789+0.000231123j -0.00467564+0.00018275j -0.000169072-0.000221088j -0.00300527-0.000738125j -0.00418437-0.00044107j 0.000209535-0.000654989j -0.0171092-0.000502559j 0.00376316-0.00070617j 0.00165348-0.000463064j -0.0218996+0.000525202j -0.00139741+0.000785885j -0.0360711-0.000844615j -0.0124835-0.000815385j 0.0195351-0.000145638j 0.0218673-3.17145e-05j 0.0432621+8.89379e-06j -0.0475944-0.000501085j -0.00844666-0.000914491j -0.0353513+6.29737e-05j -0.0153097-0.000368602j 0.0425594+0.000156333j -0.122131-0.000837916j 0.0152961-7.6906e-05j 0.0357125+0.00182801j 0.025879+0.000633623j -0.00864016+0.000422817j -0.00979071-0.000179138j -0.0131744+0.000693622j 0.0656873-0.000510187j -0.00857226-0.000290303j 0.0440825-7.7412e-17j -0.142056+0.000527846j 0.0579455+0.000260434j 0.129904+0.00138044j 0.186655-0.00102427j -0.0851112-0.000122021j -0.00605603-0.00106098j 0.147176-0.000989427j 0.0996955-0.00150913j 0.282955+1.42953e-05j -0.728034+0.00148181j 0.0172251+0.000746916j -0.222059+0.00036644j -0.121951+0.000333803j 0.0198219-0.00147325j 0.0274539+0.000858483j -0.01625+7.52944e-05j 0.176304-0.000977855j 0.0207937+0.000309395j 0.0798065+0.000358413j -0.0105943-0.000487318j -0.0988925+0.000888065j 0.00733651+9.22849e-05j 0.0567289-0.000462717j 0.0386845+0.000477332j -0.04197+0.0006795j -0.0218787-0.000282295j 0.0222381+0.00141509j 0.00220935-2.93092e-05j -0.00927943+0.000815665j 0.0182397-0.00132825j -0.00726432+1.06243e-05j 0.00442831+0.000458185j 0.0175878-0.00194189j 0.00463242+0.00222321j 0.0100834-3.94922e-05j 0.00435187+0.000786159j 0.00115144+0.000649692j 0.00461785-0.000212235j 0.00565303-0.000664791j -0.000939258+0.000487187j -0.000509344+0.00103027j 0.00016585+0.000500931j 0.000492993-9.04595e-05j 
-0.000229403+0.000376804j -0.00318961+0.000324589j 0.00639328-0.00165715j -0.00103606-0.000147046j 0.00168315-7.03553e-06j 0.0110231+0.000565j -0.0117624+0.00157666j 0.0181613+0.000216901j 0.00789543+0.00120787j 0.00407065+0.00110407j 0.0049587-7.16358e-05j -0.0395092+0.00138929j 0.0193339-0.000524787j 0.00977206-0.00118805j 0.025746+0.000852241j 0.0669139+0.000794332j -0.00313004+0.00195434j 0.00356154+0.000262273j -0.0369259+0.00171045j 0.0308231-0.000491262j -0.00969721+0.00245115j -0.00315113-0.000344456j -0.0494145-0.000243193j 0.011302+0.000421954j -0.0253995-0.000430223j -0.0121551-0.000347309j -0.0238682-0.00161853j 0.0596219-0.000347742j -0.0258277-0.000655498j -0.0392571-0.000716121j 0.0551956-0.000926345j -0.0752977+0.00227533j 0.052926+0.000923228j -0.142056-0.000527846j -0.0321716+4.08311e-16j 0.0641793+0.00125387j 0.00709001-0.00267177j -0.0961456-4.65555e-05j -0.079455+0.000266206j -0.103178-2.6798e-05j 0.0379151+0.00086078j 0.0307244-0.00113853j -0.695117+0.000765666j -0.227993+0.000254831j -0.362888+0.00029836j -0.152548+0.000730389j -0.0729626+0.00110236j 0.170436+0.000628147j -0.0191436-0.00198719j -0.030128+0.000618033j 0.101064-0.00238688j -0.00887372+9.8728e-05j -0.0679539-0.000336872j -0.122379+0.00187537j 0.0255822+0.000393145j -0.0064251-0.000886557j 0.0459026+0.000597982j -0.0596824-0.000571725j 0.0360096-0.000394303j 0.0174138+0.00106744j 0.0219511-0.000755984j -0.00288124+0.00156096j 0.0164824-0.00252052j 0.0124235+0.00218164j 0.00948112+0.000746899j -0.00308943+0.000732119j -0.00372262+0.00110174j -0.00737363-0.0017295j -0.00790222-0.00139651j -0.00063175-0.00119236j -0.00958928-0.000944687j 0.00123072+0.000271837j -0.00819071-0.0011863j 0.000703801+0.000610809j -0.000185652-0.00208048j -0.000131686-0.000386906j 0.00147559+0.000688163j 
