-0.119546-2.35922e-15j -0.133863-0.00108614j 0.0408906-0.0446144j 0.0896207-0.112383j 0.0160106+0.0666163j -0.0405219+0.0246455j -0.0185565+0.0988185j -0.0175645-0.0408313j 0.00105107+0.0737835j 0.0146436-0.00527768j -0.0376167-0.035754j 0.00676205+0.0423851j -0.0215549+0.00673517j -0.0108396+0.00352944j -0.0408753+0.0220068j -0.00579441-0.0416957j 0.0175587+0.0273272j -0.013837+0.012684j -0.00870605+0.0520388j 0.00242702-0.000685042j 0.00708174+0.0224473j 0.0048226+0.0491679j 0.019653+0.0104485j -0.0141315+0.0295783j 0.00608602-0.0137543j 0.0247912-0.00533627j -0.0183915+0.047894j 0.0138703-0.0195139j -0.00697349-0.0176795j -0.012756-0.00505835j 0.0309892-0.00963515j 0.00185148+0.00327579j 0.00110942-0.00517676j -0.0188119+0.00987994j -0.000425054-0.0453599j 0.015538-0.0124578j 0.0102557-0.0190195j 0.0136222-0.0227028j -0.0159666-0.0251492j 0.0270805-0.000795251j 0.00407558+0.016207j 0.0115382-0.0160743j -0.0174991+0.0173568j -0.0105157-0.00224718j -0.00921908+0.000557562j -0.0386359-0.0381681j -0.0152472-0.0443286j 0.013149-0.017762j -0.0263806-0.0295744j -0.0244067+0.0163638j 0.0283811+0.0251196j 0.0169462-0.00938489j 0.0421814+0.0190675j 0.00107058-0.00566096j -0.0396732+0.0110123j 0.00900385-0.0690247j 0.0174287-0.00544662j -0.0321225-0.0179405j -0.0224906-0.0208432j -0.0281172-0.0272225j -0.00107406-0.0139482j -0.0493099+0.00240315j 0.000731932-0.0303365j 0.0419783+0.0785231j -0.137274-0.180492j -0.172492+0.252907j -0.310564+0.0877358j -0.0798842-0.119885j 0.0739892+0.1962j 0.0365312-0.0115413j 0.00214441-0.00450976j -0.213395+0.0901665j 
0.0270805+0.000795251j 0.0367728-0.0838488j 0.0310265-0.0736959j -0.00477817-0.0204111j -0.000696723-0.0431132j -0.0577688-0.0312182j -0.00675045-0.00525576j 0.0909842-0.00841953j 0.151588+0.0139282j 0.0219962-0.122187j 0.170304+0.0818444j -0.0797886-0.0401582j 0.00952468+0.00240302j -0.0477003+0.0475615j -0.103832+0.13444j -0.0719731-0.123658j -0.174036-0.0133639j 0.0523363+0.234482j 0.00163138-0.0512165j 0.0797662-0.00598457j -0.00831435+0.0554773j -0.0292832-0.129865j 0.0750672-0.0355534j -0.0692531+0.0949754j 0.0281804-0.0277414j 0.049104-0.0549323j -0.00859341+0.0144709j 0.0778734+0.0650845j 0.0659624-0.0506679j -0.00846151+0.0242049j -0.0404009+0.0628321j -0.00907806-0.101967j -0.0479648+0.0448191j 0.106765-0.00771016j 0.00984495+0.0988486j -0.0862309-0.0141414j -0.0319645-0.00764303j -0.0278473-0.0241158j 0.0321168-0.0777751j 0.0631302+1.46419e-14j 0.0361558-0.0264209j -0.0431994+0.00346709j -0.0882778+0.0305423j 0.0144198-0.0200866j 0.00252544+0.03844j -0.057717+0.0670169j 0.125995-0.106931j -0.0016198+0.00971267j -0.032415-0.0775483j 0.0478417+0.0531498j -0.00811138-0.0786339j 0.0537077+0.0198378j 0.076476+0.0170242j 0.0405541-0.00116654j 0.0472224-0.0506089j -0.0308951-0.0450092j 0.101115-0.0314743j -0.0253588-0.017815j 0.0422364-0.0196595j -0.0442587+0.0495352j 0.124509+0.000593824j -0.0832552+0.057974j -0.00506086-0.0695009j 0.0448027+0.000202698j -0.0117046-0.00568569j -0.0369626-0.10048j -0.000296102+0.0895994j 0.0550027+0.0177184j 0.0192759+0.0321765j -0.0233073+0.0300715j 0.0174462+0.0246622j -0.0218628-0.0497163j 
0.00407558-0.016207j 0.0232976-0.00530133j 0.0476285-0.0663355j -0.00178066+0.00406969j -0.10746+0.0230972j -0.0403449+0.0761996j -0.0466468+0.0266491j -0.0549541-0.0611966j 0.0171721-0.0307851j 0.0443261-0.120142j 0.0732122-0.0225903j 0.0956823-0.0310416j -0.225179+0.116254j 0.0269567+0.0314582j 0.205816-0.0455895j -0.104096+0.0288343j -0.0425111+0.0545967j -0.0924808+0.0386221j -0.135496-0.0463474j -0.0445991-0.0197997j -0.120187+0.0966325j 0.0287471-0.051017j -0.0250868+0.0535858j 0.0410663+0.0128032j 0.0448464-0.0317567j 0.0832762-0.00457499j -0.0175458-0.0121114j 0.0224775+0.0302532j 0.0354982+0.061856j 0.0332435+0.173547j -0.00993114+0.0879735j 0.0180087+0.0495597j -0.031589-0.0761328j -0.0435712-0.0111323j 0.0303443+0.0779624j 0.0109114-0.0464268j -0.0512972-0.0161136j 0.0604202+0.00678112j -0.0497754+0.0397849j 0.0361558+0.0264209j 0.122702+1.3739e-15j -0.0097853+0.0812653j -0.0374589+0.00358233j 0.0457692+0.0396623j 0.0412609+0.0877917j -0.0204662-0.0616852j -0.0377703+0.031851j 0.0883051-0.0362338j -0.0225859-0.0603539j -0.0360269-0.0349358j -0.00884133-0.00434076j 0.0458282+0.0252839j 0.0503352-0.0131426j 0.0229236+0.0791358j 0.00642247-0.0288351j -0.0234968+0.0661979j -0.138482-0.0556601j -0.0242506+0.0989787j 0.110739-0.133173j -0.00867915-0.00397813j -0.109673+0.087012j -0.00546371+0.0952376j -0.0453123+0.0494169j 0.183001+0.0678214j 0.0595831-0.0457721j 0.0117162+0.127924j 0.104888-0.0504588j 0.0687629+0.0307905j 0.0450045+0.0488238j -0.0384204-0.0332125j 0.032452+0.00285588j -0.0123584+0.000380491j 
0.0115382+0.0160743j 0.0265009-0.0415271j -0.00955669-0.0347838j -0.0165246+0.00907584j -0.0536982-0.0982208j 0.0211949-0.0343351j 0.0309553+0.0356949j -0.0158458+0.0358306j -0.038834+0.0184528j 0.064194+0.143848j -0.111028+0.00864776j 0.0663451+0.0194328j 0.0221774+0.0688977j 0.00434732-0.0604059j -0.032354+0.0380726j 0.0268822+0.0144764j 0.0391229+0.0716272j -0.0503784-0.0566177j 0.0127073+0.0570622j 0.0796824+0.153383j 0.0567684-0.01663j -0.104611-0.0100514j 0.008924+0.00217525j -0.0317986+0.0224683j 0.0279575-0.00407017j 0.0589931-0.010655j -0.00505713-0.0129294j 0.00126866-0.016971j -0.00874714+0.0427619j -0.026133+0.0259281j -0.0282506-0.019767j -0.0286498-0.115661j -0.0264934+0.0239797j 0.0144687-0.00282806j 0.0241378-0.0174769j -0.0242965-0.0452471j 0.104212-0.0285119j -0.0277657+0.0480462j -0.0431165+0.0437059j -0.0431994-0.00346709j -0.0097853-0.0812653j 0.13843-9.65894e-14j -0.012384-0.0926939j 0.0304478+0.0702089j -0.147527+0.0633754j 0.0717012+0.0314032j -0.089105-0.0330938j -0.002792+0.0558004j -0.121589+0.041434j -0.131509+0.109415j -0.042915+0.0809242j -0.12383-0.0468672j 0.18218-0.179722j -0.0554303+0.0256385j 0.00752218+0.0583338j 0.0387706-0.138291j -0.0986116+0.0624132j 0.0997428-0.0356526j 0.147525-0.0887086j -0.0968351+0.175178j -0.00437451+0.0226206j -0.0716126+0.0273925j 0.0329003+0.109398j 0.0311366+0.00361588j -0.00277768-0.0946943j -0.0132162-0.0348816j -0.00543989+0.00682881j -0.00036923+0.0368771j 0.0236837+0.0334267j -0.000558044+0.0181057j 0.0122025+0.000939869j -0.039965-0.0104924j 
-0.0174991-0.0173568j 0.0188623-0.00787278j -0.0293325-0.0353526j -0.00921117+0.0388232j -0.0718353-0.0351985j 0.0549193+0.00723398j 0.0742238-0.0068655j 0.118483-0.0758543j 0.0234359-0.0470173j -0.0784502+0.187429j -0.0243569-0.0354933j -0.0982964+0.0866899j 0.145353-0.0624586j 0.0449432+0.0633474j -0.133776+0.0586869j 0.106537-0.0347761j -0.10748+0.0259514j 0.0443871+0.0332397j -0.00212491+0.00291253j 0.0290771+0.0226694j 0.0532887-0.106379j 0.0512223-0.0924393j 0.101834+0.00926029j -0.00802521-0.00537836j -0.0371925-0.0117888j 0.128569-0.0274253j -0.130989-0.125077j -0.00353383+0.025727j 0.0936327-0.0854841j -0.0690657+0.0823048j -0.102418-0.00206872j 0.0553512-0.0294401j 0.0586819-0.0378757j -0.0453694-0.0590557j 0.112384+0.00755256j 0.0234732+0.00481223j 0.00310989+0.011504j -0.0534833+0.0802696j -0.0217797-0.0174211j -0.0882778-0.0305423j -0.0374589-0.00358233j -0.012384+0.0926939j -0.130657-2.7478e-15j -0.0253998-0.0216764j -0.0502532-0.052301j -0.0261054-0.0934445j -0.0249501-0.0222349j 0.0375138-0.0145822j -0.0183648-0.0322206j -0.0238294-0.0928346j 0.0537475+0.054178j 0.0150886-0.0769709j 0.0880126+0.00465252j 0.0841958-0.0587545j 0.0414107-0.0882029j 0.0675774+0.0261861j -0.079724-0.00877314j -0.0666982+0.0198758j 0.0566623+0.0717885j -0.0256246-0.0343956j -0.0781531+0.00509077j 0.00944553+0.0631592j -0.0388962+0.0916158j 0.0350552+0.0414197j 0.056833-0.00219985j 0.0268644+0.101512j -0.0411924-0.013831j 0.0218854+0.0406688j 0.0431888+0.00724516j -0.00622848+0.00135641j 0.0586919+0.020607j -0.000289075-0.0369213j 
-0.0105157+0.00224718j -0.0286476+0.01481j 0.0247963-0.0461159j 0.0526785-0.0221604j -0.0241962+0.031803j 0.0366708+0.0294285j -0.0338505-0.0150728j -0.00841307-0.0785011j -0.00473999+0.0214734j -0.0805945-4.89458e-05j 0.0074467-0.102989j -0.0547908+0.0451078j -0.0704484-0.00112124j 0.0337574+0.0846795j 0.0499777-0.056812j 0.0538339+0.104971j 0.0181612-0.102415j -0.0349606+0.00313302j 0.0612305-0.0455809j -0.0045075-0.0159652j 0.0510431+0.069139j 0.0716954-0.0798976j 0.126985-0.0643967j 0.146072-0.0101232j 0.0637112-0.0303303j 0.0903688-0.0310304j -0.0442792-0.0311655j -0.134185-0.0384375j -0.0873064-0.0596168j -0.0444268-0.00564815j -0.129954+0.0652425j -0.0691866+0.0140553j 0.0131901+0.0229072j -0.0444454+0.103515j -0.00566465+0.100929j 0.0392317+0.0673697j -0.0183241-0.0311133j 0.0727268-0.0812294j -0.0491858-0.0053234j 0.0144198+0.0200866j 0.0457692-0.0396623j 0.0304478-0.0702089j -0.0253998+0.0216764j -0.0301072-5.04458e-15j -0.140507-0.00351357j 0.141198+0.0316694j -0.0717869-0.0538063j -0.0232766+0.00514446j -0.0493687-0.0217118j -0.0307798+0.0626946j -0.124827+0.0206475j 0.0405267-0.00199572j 0.0174872-0.0673193j -0.0522196+0.0221218j -0.0803988+0.048172j 0.0133162-0.0406002j -0.0124729+0.024542j 0.172033-0.0897789j -0.0093529+0.0691164j -0.00569681+0.0456703j -0.0951985-0.0170781j -0.0554836-0.029945j -0.118983-0.110586j -0.000963221-0.048736j 0.0112819+0.0500866j -0.0826024-0.0624027j 0.0398867+0.0870143j 0.0418968-0.109076j -2.38724e-06+0.0142754j 0.0152317+0.0512605j -0.0220668+0.000692803j 0.00183187+0.0238255j 
-0.00921908-0.000557562j 0.00508329+0.00341559j 0.0334611-0.0518898j -0.010284+0.00669924j -0.0829115+0.0264554j -0.0502835-0.0894539j 0.0693796+0.035286j 0.00226496-0.0616588j -0.0255235+0.0321965j 0.0769264-0.0250214j -0.0548317+0.0102433j 0.0935664+0.099982j 0.00915328+0.0137544j 0.0339146-0.0494801j 0.0646481-0.00928102j 0.0983799+0.0447829j 0.0924286-0.0991423j -0.0252618+0.0664296j -0.0230766+0.0355131j 0.0812162+0.065678j -0.0151419+0.128992j -0.0283353-0.107791j 0.0295219+0.0146203j 0.0487216-0.00802671j 0.04568+0.0224122j -0.0716876-0.10496j -0.0712043+0.023465j -0.0420148-0.0545763j 0.0270147-0.00201637j 0.0284705-0.0432066j -0.0519776-0.0303311j -0.00594009-0.0441341j 0.150097+0.052895j -0.0822154+0.0714622j -0.0164994+0.0288199j 0.0148907-0.0333256j 0.00564163+0.0598123j 0.0920261+0.0380061j -0.015471-0.00334276j 0.00252544-0.03844j 0.0412609-0.0877917j -0.147527-0.0633754j -0.0502532+0.052301j -0.140507+0.00351357j 0.0631477+2.35922e-16j 0.00369261-0.0731121j 0.0588762-0.0679155j -0.0498987+0.00461976j -0.0366295-0.0137541j -0.0476386+0.0529904j -0.144457-4.0976e-05j 0.0967972-0.0930578j -0.0990412+0.0538137j 0.135418-0.0716517j -0.0767537-0.0831874j 0.067385-0.0449382j 0.105157-0.0321673j -0.0667942-0.00815591j -0.0348674+0.0550517j 0.173661-0.0219302j 0.0545907+0.11425j 0.075023-0.0118412j -0.0688129+0.0667132j 0.00126509-0.0233288j 0.0410282-0.0149873j 0.0428577-0.0190896j 0.089625-0.0829374j 0.0299592-0.0562551j 0.0331407+0.0116311j -0.00173469+0.070349j 0.0255341-5.17699e-05j 0.00143013+0.0254551j 
-0.0386359+0.0381681j -0.00972085+0.0171721j -0.00561991+0.0452151j -0.0408485-0.03205j 0.0732734+0.0136739j -0.00515286+0.0209822j 0.0290428-0.0490061j -0.0134176+0.0200207j 0.027501-0.139504j 0.00817822-0.0810912j 0.144495-0.109592j -0.180361+0.175366j 0.185648-0.152794j -0.0372515+0.00259836j -0.0749587+0.032277j 0.0101625-0.0842314j 0.124986-0.0613224j 0.00195919-0.0526318j -0.115001+0.081458j 0.0247255-0.117428j 0.0604178+0.00596107j -0.072736-0.0311947j -0.0559129-0.0351663j 0.131588-0.00830152j -0.018401-0.067526j -0.0271175-0.0450037j -0.0381558+0.11895j 0.0642818-0.0235749j 0.0355406-0.0702631j 0.0110396-0.0909458j 0.0465023+0.0872309j 0.0263724+0.00302883j 0.00809577+0.01091j 0.0318671-0.0933765j -0.0732595-0.00873122j -0.0240407+0.0912743j -0.000576574+0.10334j -0.0577979+0.0830487j -0.0267564-0.0940766j -0.057717-0.0670169j -0.0204662+0.0616852j 0.0717012-0.0314032j -0.0261054+0.0934445j 0.141198-0.0316694j 0.00369261+0.0731121j 0.0624109+1.02002e-14j -0.0268956-0.0247792j 0.131286-0.0776484j -0.00493757-0.0309351j -0.00663948-0.0103234j -0.0648315+0.02632j 0.0637645+0.0747727j -0.0255359-0.0574909j -0.0491637+0.0471699j -0.109255+0.0404802j -0.0905386+0.0375582j 0.0328241-0.00920536j 0.0525599-0.00400095j 0.075547+0.0270777j -0.0404043+0.0345216j -0.014028+0.0201129j 0.0483639-0.0646566j -0.00444039-0.0836883j -0.0187185-0.0168287j -0.0101257-0.0282854j 0.0163914-0.00809235j 0.0543172-0.00594375j -0.00371181+0.0247057j -0.00116642-0.0172233j 0.010182+0.014491j -0.02015-0.0387576j -0.0133764-0.00711341j 
-0.0152472+0.0443286j 0.00259183-0.00565187j -0.0576811+0.00453949j 0.0523737-0.0388159j 0.0336638-0.0452229j 0.0601349+0.0264766j -0.0365137+0.00110006j 0.0232942-0.0308885j -0.0368717-0.151226j -0.057671+0.0960792j -0.0634629-0.0275553j -0.185491+0.127575j 0.186204-0.0796654j 0.0539279-0.0836624j -0.0726487-0.0104321j 0.0668479-0.0445263j 0.0979191+0.0770352j -0.00453481-0.069232j 0.0598532-0.0363926j 0.0110231-0.117548j 0.0389358-0.0803992j 0.00296396-0.0355208j -0.0603621-0.00727451j 0.0523388+0.00331106j 0.0407541+0.0114476j 0.0215292-0.0119648j -0.0428031-0.0654154j -0.0697154+0.0837822j -0.00645705+0.0467853j -0.0427996+0.0406385j -0.0756375+0.0188317j 0.0428248-0.0175623j 0.00986524+0.0398148j -0.037789-0.0114184j 0.0452545+0.0172606j -0.02623+0.0081148j -0.0140112-0.0830335j 0.0619957+0.0267624j -0.014786+0.11894j 0.125995+0.106931j -0.0377703-0.031851j -0.089105+0.0330938j -0.0249501+0.0222349j -0.0717869+0.0538063j 0.0588762+0.0679155j -0.0268956+0.0247792j 0.0404401-8.04912e-16j 0.00214734-0.00822637j 0.0494849+0.0158172j 0.026192+0.0797947j 0.101598-0.103061j -0.0334716-0.0518735j -0.0222315+0.032997j 0.0141667-0.119651j 0.0875176-0.125661j -0.100284-0.0172235j -0.0566731-0.0496877j -0.00992916+0.105037j 0.00234819-0.0637152j 0.045786+0.0267803j 0.00290554+0.0489419j 0.0426212+0.0934236j 0.0637925-0.0310995j 0.0291615+0.165991j -0.0157006+0.0204015j -0.0476842+0.00724003j 0.0269594+0.0655734j 0.0127866-0.0049164j -0.0418969+0.0164008j 0.0137441-0.0123958j -0.0236129-0.0337266j -0.0161302-0.0141052j 
0.013149+0.017762j -0.0276795-0.011732j -0.0376716+0.0517671j 0.036775-0.0348711j 0.0243861+0.00378521j -0.0121274+0.0331013j -0.0151953+0.0887438j 0.101306-0.136111j 0.017092-0.0481586j -0.0721323+0.126491j -0.00325078+0.161471j -0.0188964-0.027365j -0.0339449-0.00895584j -0.123457+0.0455317j -0.198629+0.0529707j 0.0279135-0.00588373j -0.00555689+0.108365j 0.0232353-0.0712218j 0.0477496-0.0119039j -0.0586539+0.00523967j -0.0522025-0.0354676j 0.0862628+0.0690697j 0.0324549+0.0567521j -0.0349566-0.0841812j 0.0522763+0.112006j -0.00295968+0.0711424j -0.00346259+0.0239002j -0.0125438+0.0786806j 0.0304387+0.0083879j 0.0460741+0.122922j 0.0697345-0.0574428j 0.0745759+0.0454015j 0.0331052-0.0481067j -0.00657713+0.0277395j -0.00822756-0.0495078j 0.0584989+0.044783j -0.0345326-0.0966175j -0.0192507+0.0128108j -0.0239136+0.0466657j -0.0016198-0.00971267j 0.0883051+0.0362338j -0.002792-0.0558004j 0.0375138+0.0145822j -0.0232766-0.00514446j -0.0498987-0.00461976j 0.131286+0.0776484j 0.00214734+0.00822637j 0.0597528-5.48173e-16j -0.124216-0.0152314j -0.145239-0.149751j -0.147386+0.0201283j 0.0580795+0.0608602j -0.0195694+0.0238933j 0.0423183-0.015954j -0.00231807-0.103378j 0.0127927-0.0607236j 0.00311845-0.0360574j 0.0672367+0.0755544j 0.0518879+0.0840776j 0.0448289+0.0830091j -0.0310291+0.0399222j 0.0620816-0.123976j -0.0209961-0.0542247j 0.00365939-0.0329194j 0.0320569+0.0677196j 0.0385593-0.0307036j 0.10513-0.000790367j -0.0855866-0.0484364j -0.022066+0.00577947j 0.00175656-0.0492137j 0.0172901-0.0341477j 0.0216302+0.00752889j 
-0.0263806+0.0295744j -0.000462855-0.00696089j -0.0301044+0.0110795j -0.0187561-0.0692117j -0.0515933+0.0179794j 0.0550985+0.121668j -0.0409065-0.0225862j -0.0760204+0.0771192j 0.015595-0.0973325j -0.077815+0.00721491j -0.050868-0.0551048j -0.0166751-0.00173328j -0.00528788+0.0374206j -0.00360874+0.0588722j 0.0834754+0.038793j -0.0688383+0.0418569j 0.090227+0.128809j 0.0383689+0.00979927j -0.0804422+0.0529846j -0.0157935-0.154236j 0.00719962+0.0261464j 0.079145+0.0749116j 0.00146127+0.0150734j -0.0465195+0.0237086j -0.0137888-0.0358898j 0.00427634-0.00507955j 0.0815765+0.0112472j 0.0413218+0.0128396j 0.0218411-0.0740966j 0.0663187-0.0533199j 0.136863-0.117708j 0.0170973-0.0428392j -0.0335231+0.017277j 0.0677512-0.00354927j 0.00860156-0.0217299j -0.0297474+0.00782818j -0.0972289-0.0079834j -0.0238581+0.0628897j 0.0588644+0.0722155j -0.032415+0.0775483j -0.0225859+0.0603539j -0.121589-0.041434j -0.0183648+0.0322206j -0.0493687+0.0217118j -0.0366295+0.0137541j -0.00493757+0.0309351j 0.0494849-0.0158172j -0.124216+0.0152314j -0.0203258+1.74166e-15j -0.145536+0.103171j -0.0853763-0.121332j 0.0356517-0.0015265j 0.00808688-0.042008j -0.0503319-0.0257567j 0.0349967+0.124541j 0.220747-0.0373927j 0.0118886+0.0230083j -0.0812588+0.0300417j -0.0870145+0.0356246j 0.0651971+0.072609j 0.0519842-0.0803427j -0.125567-0.119828j -0.0328096+0.0633664j 0.0759103+0.0919344j -0.00461651-0.0302887j -0.0537991-0.04349j -0.0869335+0.0339341j -0.0661843+0.0513933j 0.0355278+0.0632611j 0.0320931-0.00848953j -0.0427357-0.051579j -0.0174759-0.0110753j 
-0.0244067-0.0163638j -0.00805421-0.00460833j 0.0167886+0.0264983j 0.0496229-0.0245232j 0.0555962+0.0132098j 0.108131+0.0194056j -0.0464801-0.0259124j 0.0428217+0.0207073j 0.108327-0.0661937j -0.0487304-0.11606j 0.0671639-0.0758064j -0.0966824+0.129636j -0.0101563-0.0239797j -0.00679323-0.0865213j -0.0466803+0.039723j 0.00886735-0.0795548j 0.0244226-0.0122696j 0.0455126-0.0261994j 0.00902266-0.0527264j -0.0236377-0.0108036j -0.0076624-0.0134346j 0.0372169+0.0286528j -0.0805414-0.0944569j 0.060855+0.0245911j -0.0384375+0.0299571j -0.0579055+0.00690803j -0.0437122+0.0628312j -0.000324706+0.0193048j 0.0813182+0.0464229j 0.0258938+0.0851779j 0.00349677+0.0963117j 0.0432812+0.00298664j 0.0876847-0.0754237j -0.0187834+0.0192441j 0.0500942+0.0225422j 0.0793991-0.0290797j -0.0810478+0.0290474j 0.0953724-0.0914497j 0.0346455+0.0876233j 0.0478417-0.0531498j -0.0360269+0.0349358j -0.131509-0.109415j -0.0238294+0.0928346j -0.0307798-0.0626946j -0.0476386-0.0529904j -0.00663948+0.0103234j 0.026192-0.0797947j -0.145239+0.149751j -0.145536-0.103171j 0.156082-2.77556e-15j -0.101268-0.107416j 0.00690201-0.0462654j 0.0449913-0.0113606j -0.154569+0.0344813j -0.0151368-0.0163942j 0.0694524-0.0355241j 0.065035+0.0137669j 0.0345187-0.0600556j 0.00964512+0.0835815j 0.000713865+0.0983558j 0.0201712-0.0717755j 0.111821-0.0514715j -0.0327692+0.0536433j 0.0674077-0.066604j -0.00126233-0.0466451j 0.0425817+0.0705126j -0.0486523+0.0463802j -0.00795944+0.0101014j -0.0211223-0.00842959j -0.018961+0.0231551j 0.00128425-0.00449367j -0.00891337+0.00380193j 
0.0283811-0.0251196j -0.0245831+6.28264e-05j 0.00629756+0.0782069j -0.00115587+0.0404485j 0.021854+0.00222372j -0.0262612-0.0179573j 0.111572+0.023955j 0.102822-0.101716j -0.015065-0.0697207j -0.0354744+0.0521454j 0.0825867-0.131631j 0.0081863+0.0727386j 0.10841-0.021808j 0.026314+0.157309j -0.0843864+0.0992861j -0.0375878+0.0128295j -0.0315848-0.0764036j -0.0208962+0.0115646j -0.0342251+0.0381159j 0.0412057-0.0106039j -0.0411182-0.0188492j 0.0716016+0.0301977j -0.0776224+0.000169668j 0.035223-0.0785732j -0.0111833-0.0998695j 0.0502158+0.0233622j -0.042831+0.120332j 0.0147037+0.0937621j 0.0878501+0.00751493j -0.00777257+0.0655325j -0.0155326+0.0462734j 0.0223256-0.0144841j -0.102573-0.00205718j 0.0133831+0.0238849j -0.0804059-0.0227002j -0.0472547-0.049959j 0.0181888-0.0100709j -0.045356-0.0855347j 0.0180441+0.0958485j -0.00811138+0.0786339j -0.00884133+0.00434076j -0.042915-0.0809242j 0.0537475-0.054178j -0.124827-0.0206475j -0.144457+4.0976e-05j -0.0648315-0.02632j 0.101598+0.103061j -0.147386-0.0201283j -0.0853763+0.121332j -0.101268+0.107416j 0.0290154-2.86576e-15j 0.0269258-0.142092j -0.126061-0.104571j -0.043269+0.072145j 0.00823375+0.049312j -0.115818+0.0149634j -0.0238113+0.0658602j -0.10179-0.0375105j -0.0184511-0.0912297j 0.0931984-0.115129j -0.0382925+0.00293913j -0.0579331-0.0207188j -0.0290489-0.0180461j -0.0208027-0.0686867j 0.00806189+0.0768107j 0.0315831-0.0342413j 0.0117197-0.0274791j 0.00286894-0.086306j -0.00751715-0.0144104j -0.0361291+0.028024j 0.0423176+0.015214j -0.0189254+0.016403j 
0.0169462+0.00938489j -0.0174919+0.0280312j 0.00660931-0.0484306j 0.0204315+0.0256783j -0.0536048-0.0543013j 0.120273-0.000247238j -0.0670738-0.0415027j 0.0150583+0.0110686j 0.0916734-0.0241707j -0.0204499-0.014225j -0.0212916+5.70309e-06j -0.0505706+0.0265843j -0.0782782+0.120128j -0.0362953+0.00424057j -0.0191251+0.0129699j 0.0371387-0.0753357j 0.107744+0.00175405j 0.0247134+0.0522983j 0.0208708+0.0281802j -0.0344576+0.0526727j 0.0319845-0.0237518j -0.0144638-0.0375194j 0.0139425-0.0801122j 0.0198703-0.0286267j 0.0102906-0.0679037j 0.0229947-0.0348788j -0.0278241-0.0580427j 0.0257895+0.00669918j -0.0891172+0.0484235j -0.0020114-0.0442805j 0.0137651+0.0175198j -0.0588681+0.0195834j -0.0634594+0.0390506j 0.0207778-0.010716j 0.123116-0.08293j 0.118093+0.00495285j -0.025034+0.0523008j 0.047421-0.0946885j 0.0176969-0.00162418j 0.0537077-0.0198378j 0.0458282-0.0252839j -0.12383+0.0468672j 0.0150886+0.0769709j 0.0405267+0.00199572j 0.0967972+0.0930578j 0.0637645-0.0747727j -0.0334716+0.0518735j 0.0580795-0.0608602j 0.0356517+0.0015265j 0.00690201+0.0462654j 0.0269258+0.142092j 0.163132+4.64559e-15j -0.100877+0.101541j 0.0345957-0.100533j 0.0912436-0.00952777j -0.0670978-0.05013j -0.0190253-0.0182536j 0.0723562+0.0627828j -0.0350464-0.00951607j 0.0368305+0.0023385j 0.0143817+0.150325j -0.113876-0.00108087j -0.0203626-0.0464552j 0.0778428-0.0339902j 0.0363843-0.0692531j 0.0284367+0.0234544j -0.0431534+0.0505911j -0.0413397+0.0219652j -0.0419206-0.0291418j 0.00511739-0.00450232j -0.00503443+0.0219999j 0.010235+0.0241564j 
0.0421814-0.0190675j -0.0168989+0.010572j 0.0079589+0.00745143j -0.0197546+0.0420955j -0.0184937-0.00194048j -0.0389525-0.115485j 0.0669587-0.0647243j 0.0303043+0.00617052j 0.00771332-0.0402451j -0.00299653-0.0701056j 0.0636948+0.0145298j -0.00111097+0.0633059j 0.0817098+0.00595407j 0.0537793+0.052684j 0.0127596-0.0737115j -0.0911093-0.0110596j 0.0464379-0.0446952j 0.0717398+0.0187488j -0.0508095-0.011017j -0.0720995-0.0499213j -0.00876307+0.00462566j 0.0507838+0.0222842j 0.000784138-0.0009823j -0.100574+0.0437163j -0.0202853-0.0617398j 0.0114563+0.0343907j 0.0330232-0.0123954j 0.00239084+0.0438714j 0.0703623-0.00115808j -0.0393748-0.0926486j 0.0214129-0.00941059j 0.103485+0.0150076j 0.102695+0.0513591j 0.100495+0.0335078j -0.0328235-0.020594j 0.0722139+0.016359j -0.179228+0.00359249j 0.125345-0.00681814j 0.0764297-0.0387641j 0.076476-0.0170242j 0.0503352+0.0131426j 0.18218+0.179722j 0.0880126-0.00465252j 0.0174872+0.0673193j -0.0990412-0.0538137j -0.0255359+0.0574909j -0.0222315-0.032997j -0.0195694-0.0238933j 0.00808688+0.042008j 0.0449913+0.0113606j -0.126061+0.104571j -0.100877-0.101541j 0.356561-8.75688e-15j -0.0412297+0.0444006j 0.0509062+0.0454555j 0.0483914-0.0237717j -0.0838259-0.0732921j -0.000168696+0.0347173j -0.0606906-0.0473333j 0.00705882-0.0106438j 0.0705935+0.023716j -0.0184448+0.00339032j -0.0155364-0.0189684j 0.028537+0.0509368j 0.0466871+0.0215916j 0.0223435-0.0416304j 0.00324257-0.0613829j -0.017419-0.0407083j -0.021885-0.0248337j 4.04707e-05+0.00360745j 0.0141363+0.0362239j 0.00217265+0.0191979j 
