0.142641+0.131066j 0.144408-0.147908j 0.179992+0.141125j -0.0568193+0.187139j -0.0637281-0.0923991j -0.170897+0.0620521j -0.252556-0.0143147j -0.0406304+0.200209j 0.145877-0.0360874j -0.0789713+0.0340913j -0.0736164-0.0501805j -0.0448186-0.141918j 0.0568411+0.0729201j -0.125913-0.064865j 0.0396581-0.0636084j -0.093895+0.120378j 0.0250016+0.178815j -0.0980193-0.21961j 0.0907674+0.0569061j -0.0154816+0.0248881j 0.00637665+0.0944349j 0.0519419-0.0726223j 0.165179-0.105986j -0.00075163+0.00646872j 0.156816-0.0258578j 0.0204173-0.149418j 0.0714643-0.12317j -0.125579-0.0345554j 0.165734-0.0531705j 0.0241587+0.0933094j -0.102086+0.206731j 0.21089+0.0928556j 0.127832+0.211523j 0.191544-0.128599j 0.074482-0.0255518j -0.0315024-0.0563426j -0.000766493+0.0597186j -0.0844468-0.026376j -0.0388601-0.0462625j 0.0243649-0.0281221j 0.0144722-0.0164583j 0.0187826-0.0226539j -0.022014+0.0369322j 0.00358244+0.050702j 0.020725-0.022798j -0.00910737-0.0166408j -0.03438-0.00308626j -0.0536256+0.0178051j 0.000646019-0.00705429j 0.0192315+0.0129365j 0.0063341-0.0454408j 0.046594+0.0171269j 0.0119221-0.0303639j 0.0101185+0.0252997j 0.0215582-0.0049404j -0.00427848-0.00237661j -0.0204041-0.0122805j -0.022083-0.0219538j -0.0384173+0.0103964j -0.0147692+0.00439918j -0.00761885+0.0160019j -0.0163222-0.0373722j 0.0177921+0.00369192j 0.0171177-0.00197007j -0.0168156+0.0118776j -0.0297486-0.0061196j 0.00144636+0.0373526j -0.00050996-0.00837578j -0.00659219-0.0312737j -0.0326453+0.00725381j 0.0125854+0.0769516j 0.0761204-0.0113698j 
-0.00826134-0.00174143j -0.00135598+0.00828938j -0.00435157+0.00869694j -0.00673903-0.00702627j -0.00271363+0.00532339j -0.0121957-0.0126807j 0.0197168-0.0132539j -0.00570267-0.00749346j 0.0037639-0.0137797j 0.00300262-0.00870307j -8.78059e-05+0.00204876j 0.00321206+0.0141543j 0.00716601-0.00312269j -0.000475383+0.0109404j -0.00977213-0.00453645j 0.0135356+0.01029j -0.00403315+0.00909655j -0.00500369-0.000377159j 0.00780344+0.00802734j -0.00107948-0.00151379j 0.00159962+0.00740634j -0.0122333-0.00910229j 0.00737222-0.0143421j 0.00567153-0.00646456j 0.0185092-0.0112308j 0.00475913+0.0156957j -0.0168996-0.0017125j 0.000519327+0.00404404j -0.0119488+0.00298133j -0.00444786-0.0117905j 0.00156651-0.00108686j 0.00112319-0.00458187j -0.00129418+0.0215294j 0.0220722-0.000914204j 0.0347286+0.00440319j 0.0113949-0.0661036j 0.0410945+0.0450026j -0.0422879+0.020984j 0.0316839-0.00838563j -0.00131927+0.0310801j -0.0198757-0.0229257j 0.00848848+0.00502712j -0.0131783+0.000556844j -0.0209762-0.0113825j 0.0141161-0.000466577j -0.002545-0.00989999j 0.0260698-0.0210863j 0.0226803+0.00187065j -0.00579013-0.012985j -0.020033+0.000264251j -0.0204295+0.0180564j 0.0419493-0.0202792j 0.0100056+0.0291305j -0.0148152-0.0195594j 0.000245547-0.0130451j 0.00540722-0.00409337j 0.00909421+0.00889222j -0.000593479-0.0189976j 0.0322445+0.0219732j 0.00748167+0.0174411j 0.0271273-0.0138993j -0.0142566-0.0171188j 0.0178065-0.0506543j 0.0241614-0.015583j -0.021694-0.0310243j 0.0603633+0.0441667j 0.0616401-0.0373896j 0.0101121-0.0380815j -0.00770199+0.0168896j 0.0121574+0.013044j -0.00339064-0.00370129j -0.00355239+0.00353034j 
-0.00814133+0.00716209j 0.00771457+0.00841109j 0.00721473-0.00323656j 0.00121975+0.0117106j 0.0186325-0.000238184j -0.0184604+0.00927798j -0.00232363-0.040074j -0.018449+0.00719547j -0.0197793-0.0161415j 0.00386866-0.00769902j -0.00507257+0.00969709j 0.0119877-0.00554192j -0.0105134-0.0174103j 0.00367891+0.0164247j -0.00600516+0.00325371j 0.0151973-0.00917815j -0.00308745-0.00123174j -0.024831-0.00339773j 0.0247311-0.00389259j 0.00741868-0.00327185j 0.0104972+0.00688782j -0.0123688-0.00920974j -0.00258141-0.0193357j 0.0178212-0.0128203j 0.0218628-0.0216432j 0.0108991+0.0278301j -0.0274165-0.00162875j 0.00857365+0.00722702j -0.00651885-0.00457083j -0.00142824-0.00656368j -0.00564763+0.0110227j 0.0099161+0.0082656j -0.0166174-0.0182018j -0.0201109+0.0190247j -0.00940673+0.0030558j 0.0204404+0.0230834j -0.0254126-0.0118323j 0.0234491-0.0171375j -0.0233517+0.0273629j -0.0058455-0.0294731j -0.00692937+0.0162746j -0.0267087+0.00351682j -0.000418282+0.0107508j 0.00638137-0.00537575j -0.00311155+0.0220051j -0.00626096+0.000757978j -0.0121984+0.00503014j -0.0123859+0.0109592j -0.0177809-0.011682j 0.0161274+0.0014854j 0.000311402+0.0167965j -0.00851835+0.00870758j -0.0126112-0.0219124j 0.0329498+0.00503181j 0.00611559-0.00336126j 0.0230786+0.0166397j 0.00152784-0.00674441j -0.00489979+0.015439j -0.00848445-0.0179828j -0.014102-0.0233798j 0.0101894+0.0358226j 0.0303417-0.0219725j -0.0251006+0.0201304j -0.00305285+0.00644815j 0.0146441+0.00357817j -0.0196837-0.0197241j -0.0337463+0.0122497j -0.000320505+0.0242743j 0.000827142-0.011408j -0.0115842-0.00319303j -0.000735715+0.00362842j 0.0035905+0.00101462j 
-0.00786504+0.00396291j 0.00373845+0.00867931j -0.00340011-0.00851509j 0.00996401-0.00265421j 0.0169172+0.000975751j 0.00383069-0.00566387j 0.0123185+0.0265398j 0.0186511+0.00437835j 0.0221329+0.00205993j -0.0103072+0.0144191j 0.00424469+0.0124499j -0.00248718-0.0130866j -0.0329255-0.0155087j -0.0121462+0.0124502j 0.015067-0.00951045j -0.00661895-0.0208483j 0.00418642-0.00580623j -0.0208787-0.0323325j -0.0118117-0.00836692j 0.0333539-0.0101076j -2.55307e-05-0.0145391j 0.0106677+0.0140653j 0.002279+0.00421293j 0.0053114-0.00592679j -0.0129378+0.022012j 0.0100647-0.0164367j 0.0232443-0.00529919j -0.0193057-0.0128375j -0.00365899+0.0113275j -0.00658496-0.00780229j -0.00342301+0.0057363j 0.00638151+0.000831044j -0.00603181-0.00395555j -0.00653255+0.00354932j 0.0278045-0.00912887j 0.00525208-0.0284519j 0.0118254+0.00235296j 0.00434678+0.00976215j -0.00488606+0.0097089j -0.00193812-0.00395036j -0.0340861-0.00225065j -0.018286+0.00035557j -0.0100731+0.0174722j -0.0022976-0.00524683j 0.00421343+0.0200557j -0.0105651-0.0122052j -0.0039475-0.00951962j 0.00552159+0.00753257j -0.0211835-0.0236577j 0.00488635+0.00510417j -0.0158097+0.036912j 0.0219245-0.0153849j -0.00549361-0.00415208j 0.018528-0.00100908j 0.00932197-0.012358j 0.0293086+0.0141591j 0.0115159+0.00235443j -0.0109567+0.00308803j 0.019781-0.00438351j -0.0114423-0.0131226j 0.032335+0.0313675j 0.022758-0.0387021j -0.0198681-0.0192088j 0.0144732-0.00900441j 0.00278223-0.0181712j 0.0274102+0.0082049j 0.00857077-0.0189539j -0.00104727-0.00342321j -0.00544883-0.00741596j -0.008451+0.00598372j -0.000726536-0.0019319j -0.00197287+0.0008179j 
0.0112133+0.00527234j 0.00770255-0.0108924j -0.0188941-0.00575624j 0.0018341-0.0143232j 0.0124808-0.0271624j -0.0117163+0.0176194j 0.00552456-0.0132767j 0.00145615+0.00128194j -0.000343448-0.0132415j 0.0100823+0.00491701j 0.00193931+0.00350308j -0.0133076-0.00593009j -0.0253049-0.00732608j -0.00519864+0.0221606j 0.0160242+4.739e-05j 0.000768631-0.0115918j -0.00484976+0.00286097j -0.0334756-0.0119821j 0.00436373+0.000790061j 0.0267148-0.00645741j 0.00859147+0.000116786j -0.000945485+0.000432369j 0.0106853+0.00127071j 0.028434-0.0238656j -0.00742303+0.0245834j 0.0128967+0.0184791j 0.0120785+0.0166533j 0.0340675-0.00273281j -0.00139975-0.0287414j 0.0202675-0.00169623j -0.00176875-0.014893j -0.0161575+0.00555047j 0.013198+0.00201006j 0.00493259-0.0166848j -0.0106574+0.00907332j -0.00935406+0.00613773j 0.00352986-8.10967e-05j -0.00890584+0.000522154j 0.00467501-0.0280535j 0.00304912+0.0169383j 0.0254535-0.00837519j 0.0282123-0.0120375j 0.0127356-0.025951j -0.00283567+0.00685011j -0.00542411-0.0270801j 0.0191542+0.0116911j 0.00922037+0.00687013j -0.000357134-0.0123499j 0.0328715+0.0278108j -0.0084352-0.00362838j 0.00484723-0.0476286j -0.0130191+0.0126928j 0.0145711+0.0192076j -0.031694+0.00469706j -0.0101213+0.0135644j -0.0394826-0.0164989j -0.0169036+0.00503975j 0.0135381-0.0137887j -0.0133102+0.0174516j 0.0222235+0.0189342j -0.0415114-0.0423749j -0.032901+0.0550196j 0.0323523+0.00301011j -0.0137108+0.0059903j -0.0140242+0.00981326j -0.0211969+0.00122076j 0.0112271+0.0154963j 0.00308229-0.00935173j 0.00576237+0.0120143j 0.0101999-0.0051624j 0.00188688+0.00188418j 0.00114002-0.00165259j 
-0.00196069+0.0114914j 0.0125556+0.0047593j -0.00700988+0.0103939j -0.00863163+0.000624763j -0.0116614-0.000310642j 0.00392704+0.00225599j -0.00533113+0.00086469j 0.00786267-0.00854677j 0.00649919+0.000844885j -0.00286715-0.0032167j -0.0053362+0.00813718j 0.012255+0.00490162j 0.00248535+0.00837297j 0.0161753+0.00382498j -0.00542567-0.00476687j -0.00271284-0.00141664j 0.000882497+0.00414203j 0.00117227-0.00978193j 0.00181966+0.000331465j -0.00360319+0.000276746j -0.00055196-0.00446207j -0.00784398+0.00716596j -0.00370947+0.000273224j -0.00582013+0.00321586j 0.00489064-0.00603168j -0.00441813-0.00169623j -0.00287831+0.00300709j 0.00608852+0.00860077j 0.00564475+0.00297797j 0.00812397-0.00688272j 0.00549919-0.00672369j -0.0112313-0.000611107j 0.00142437-0.0112221j 0.0042474-0.0136983j 0.0188997+0.0476539j 0.0152691+0.0127431j -0.0107809+0.00311361j 0.00606495+0.00618114j -0.00805358+0.00851468j -0.00783905-0.00968823j -0.0696191-0.00428391j 0.0214445-0.0303139j 0.0476659+0.0189244j 0.0316531+0.0203931j -0.00461502-0.0476026j 0.00737887-0.00511734j 0.00266796+0.0268184j 0.00773078+0.000631096j -0.0164755+0.00412795j 0.0135475-0.0105862j -0.0203241+0.0267307j -0.0220101-0.00519702j -0.0122115+0.0381265j 0.0015962+0.0104343j 0.034279-0.0156206j -0.0162984+0.00556242j -0.0470062+0.0269293j 0.00409792+0.0261646j -0.0083608+0.000283595j 0.0348502+0.0170817j 0.00176027+0.0164745j -0.0127985-0.00331663j -0.00144724+0.00642603j -0.00274531-0.0111298j -0.0258423+0.00576749j -0.0158398-0.0389384j -0.00284331+0.028917j 0.00808526-0.047175j -0.00562434-0.00115578j -0.00463286+0.015807j -0.0263136-0.0198289j -0.0216942+0.0245498j 
-0.0193763-0.00365241j 4.25688e-05+0.0187759j -0.0194202+0.0136367j -0.004065-0.0216685j -0.0136692+0.00740359j -0.00436539-0.00535174j -0.0114072+0.00561398j 0.00185864+0.0207137j -0.00401+0.00595201j 0.0117264-0.0043824j -0.0014671-0.000489859j -0.00272746+0.00516876j -0.0085491-0.00258916j -0.00464279-0.00376677j 0.00424721+0.00271955j 0.00439968+0.00320858j 0.00136643-0.00415444j 0.0012952+0.00181462j 0.00277332-0.00472026j -0.000163754+0.00253849j 0.00483652-0.00405653j -0.000927987+0.00146766j 0.0029296-0.00803648j -0.00403158-0.00230043j 0.00256417-0.00520988j 0.000186931+0.000647786j -0.00715648-0.0102426j -0.00995639-0.00624343j 0.0116373+7.64827e-05j -0.00427916+0.00648722j 0.0151475-0.0108523j -0.00942953-0.00983968j 0.0195065+0.012068j -0.00472484-0.0319034j 0.0452064+0.0022196j 0.00786091-0.00377853j -0.0370427+0.0130997j 0.0395613-0.0583683j 0.00219059-0.00473124j 0.00766197+0.0279119j 0.0139869+0.0313763j 0.0348395-0.00973284j -0.0358717-0.00206527j -0.0125164+0.000446306j 0.00824888+0.0258446j -0.030035-0.0174105j -0.00500122+0.0260872j -0.0219222-0.0243968j 0.00419826+0.00356014j 0.00183014+0.0115013j -0.00477463-0.0138435j 0.00572148-0.0276876j -0.011133-0.0131469j 0.00553008-0.0170861j 0.0194072+0.0100585j -0.0165327+0.000742383j -0.00141369-0.00523627j -0.00210925+0.0182078j 0.0157112+0.0118197j -0.0161166+0.00863109j 0.018258+0.0310406j -0.0113473-0.00726356j -0.00190408-0.0174046j 0.00676138+0.0217161j -0.00130603+0.0299315j -0.0201279-0.0255183j -0.000435207-0.0142143j -0.0390035+0.0190698j -0.0148047+0.0381459j 0.0400104+0.0143175j 0.0182584-0.0335814j -0.0368896-0.0164616j 
-0.00575228-0.0136502j -0.0170722+0.00413644j -0.00188457-0.00523364j 0.00389106-0.00745938j -0.00464484-0.000430326j -0.00292716+0.00432672j 0.00445114-0.000597256j -0.0148697+0.00881126j -0.000532146-0.00308786j -0.00493143+0.00651383j -0.000530281+0.0027842j -0.0101705-0.00265486j 0.0106822-0.00129939j -0.000152662-0.00532163j 7.48868e-05+0.0152029j 0.00159979-0.00244232j -0.00751816-0.00437771j -0.000159884+0.000605869j -0.00624249+0.00627784j 0.00391785+0.00248602j 0.000750306+0.0071282j -0.00728054-0.00155463j 0.00114562+0.00649098j -0.00368426-0.00692692j 8.04376e-05+0.00525435j 0.0022913+0.00644232j 0.00689251-0.00126989j 0.00859443-0.000454899j -0.00103702+0.00838068j -0.00916624+0.00129565j -0.00748136+0.00431422j 0.00087481+0.00969408j -0.0121728-0.00745847j -0.0051463+0.00545629j 0.000538614-0.026283j -0.021856-0.0143245j -0.00865729-0.00689469j -0.0187963-0.00166782j 0.00959356+0.0212823j -0.00546994-0.00610916j -0.0023908-0.0092767j -0.00924757-0.00139782j 0.00800316-0.0039603j 0.0328263-0.00328882j 0.012606-0.00537055j -0.00986862-0.0211209j -0.0228419+0.00566288j 0.00692388-0.00215259j 0.00485752-0.00708297j -0.00313767-0.00540304j -0.0121214+0.0169347j 0.00924787+0.000149022j -0.0148909-0.0118944j 0.000620415+0.00915279j 0.0038193+0.00760048j 0.00881902-0.0161263j 0.0240878+0.00552431j -0.000584506-0.00475052j 0.00262808+0.0112818j -0.0175738+0.0139846j 0.00732904+0.0117825j 0.00743558-0.0132905j -0.0003902+0.00789249j 0.00311127-0.00159318j 0.0149123+0.00710304j 0.00509335+0.00493518j 0.00139438-0.0106197j -0.0351283+0.0161998j -0.000158-0.0101318j 0.00287508-0.0169294j 0.00781561-0.0121652j -0.0116974-0.00773445j 
-0.00923643-0.0115467j -0.0117511+0.0103403j -0.00440924+0.000914997j 0.00251948-0.0087589j 0.00315181+0.00200807j -0.00841833-0.00548885j 0.00033278-0.00223637j 0.00946475-0.00148252j 0.0074496+0.00736735j -0.000160089-0.00764166j -0.00347141-0.00259882j 0.00641123+0.00191395j -0.00814843-0.00174407j 0.00763519+0.00786737j 0.00614161-0.00125396j 0.0037291+0.0131787j 9.26489e-05+0.00496409j 0.0105058+0.00318783j 0.00284609-0.00668444j -0.00163482+0.00284086j 0.00828108-0.0131851j -0.00133353-0.000683372j 0.000998633-0.00182015j 0.0108137-0.0080333j 0.000719964+0.00236531j -0.00198411+0.000466083j 0.00194057+0.000600743j -0.00551841-0.00294173j -0.0136327+0.000375525j -0.00407283+0.0013262j 0.00764139+0.00537464j -9.09723e-05-0.00955373j 0.00600781+0.00395156j 0.00703101+0.00650042j -0.00388791-0.00997519j 0.00465391-0.0129944j -0.00310684-0.0258487j 0.0118597-0.0198406j 0.00276105+0.0171262j 0.00452744+0.00774668j 0.0178258+0.000548524j -0.00628926-0.00081527j -0.000442319-0.00487184j 0.00606254-0.00340604j -0.00994304+0.0110931j -0.00453692-0.00211171j -0.00534232+0.00857946j 0.0213394-0.000664349j 0.00986407+0.00435265j -0.00890862-0.00363197j -0.00064109+0.0152198j -0.0168765-0.0124914j -0.0119645-0.00668872j -0.0108189-0.0044922j -0.00128141+0.0187699j -0.00601989+0.0182901j 0.0115925+0.022163j 0.00443782+0.0109109j 0.0143174-0.00118062j -0.0139694+0.00147088j 0.0063818+0.00211239j 0.00178747+0.00564456j -0.00895442+0.0213029j 0.00351981+0.00343995j 0.0278453-0.000156309j 0.0074099+0.00457749j -0.00793871-0.0161362j 0.000827015-0.0167097j 0.0150727-0.0136995j -0.00623715+0.00744418j 0.000890885-0.00769479j -0.00909231-0.00360143j 
0.0216141+0.00390274j 0.00446063-0.0186848j 0.0182991+0.00949005j -0.00799321+0.0182443j 0.00895141+0.0135234j -0.00132602-0.006863j 0.000451499+0.00599119j 0.00918115-0.00334048j 8.20361e-05-0.00139725j -0.0021266-0.000927527j 0.00496775-0.00184518j 0.00324099-0.00355522j 4.62547e-05+0.00245991j -0.00296303-0.00787068j -0.00528398-0.00941308j 0.00384261-0.000254613j 0.00126379-0.00437101j -0.0038741-0.00409806j -0.00290787-0.00644613j -0.0048656+0.00542969j -0.00963773+0.00507574j 0.0101961+0.000494569j 0.000934377-0.0027511j 6.85601e-05+0.00144196j -0.000741019-0.00519884j 0.00462291-0.000191776j 0.00555461+0.00112146j -0.00589767-0.00660062j -0.00167943-0.00379198j -0.0014864-0.003605j -0.00696557+0.00348266j 0.00921213+0.0129068j -0.0141795+0.0047039j -0.00874882+0.0111289j 0.00584546-0.0203552j -0.000233847+0.0172274j 0.00728141+0.0179616j -0.0123586+0.00947437j -0.00812208-0.0113687j -0.00210969+0.00731982j -0.00428384+0.00754172j 0.010014-0.00376522j 0.00304666-0.00210979j 0.00633324+0.0111086j 0.00289448-0.016018j -0.00218403-0.00304171j 0.0012382-0.00574072j -0.00614901+0.0025133j 0.00699858-0.00360293j 0.0156437+0.0100743j 0.00060971+0.000863876j 0.0060269+0.0160791j 0.0135706+0.00428357j -0.00824443-0.00159418j 0.00228985-0.0111452j 0.00689007-0.0351576j -0.000905922-0.00952273j -0.00180632-0.0152568j -0.0187985-0.0034469j -0.000925557+0.00220577j -0.00186536+0.00355229j 0.0101223+0.00259141j -0.000733118+0.00869621j -0.0117853-0.0106227j -0.0131192-0.0143522j 0.0139055+0.0169636j 0.0030482-0.0238555j 0.0187626+0.0209316j -0.0091167-0.023007j -0.0464372+0.00372817j 0.0123513+0.0252749j 0.0267213-0.0120015j 
-0.0142759+0.0108649j 0.0101065+0.0128513j 0.00504613-0.00215636j -0.000446977+0.00529893j 0.00784902-0.0087118j 0.00740252+0.0124539j -0.00174226-0.00294378j 0.00312663-0.00449452j -0.000241186+0.00412987j -0.00407436-0.00210457j -0.00446007-2.40773e-05j -0.00408643+0.00630944j 0.000707845-0.00443117j 0.00361563+0.00050243j 0.008549-0.0111047j 0.00502009-0.00407167j -0.000255966+0.00311812j -0.00786179-0.00159279j 0.000269297-0.000725697j 0.00452826+0.00362399j -0.00169733+0.00477991j 0.00233238+0.00568786j 0.00357554-4.10132e-05j -0.00699343+0.00250787j 0.000358758+0.000880393j -0.000759757-0.0048947j -0.00213101-0.0018234j -0.00229604+0.00757565j -0.00125968-0.000467042j 0.00630768-0.00134011j -0.00294017-0.00902099j -0.00547094-0.0072921j 0.006342-0.00203727j -0.00492465-0.00162598j -0.0212832-0.0105553j 0.0147762+0.00793217j -0.00140184+0.0153553j -0.0096037+0.00784233j -0.00771936+0.0164505j -0.00658516+0.00176182j -0.00971666-0.00294396j -0.00303995+0.00531016j -0.0110712-0.00748556j -0.0095644+0.00493489j -0.0105092-0.00351937j -0.000818479-0.00388697j -0.00160159+0.00810417j 0.0221752-0.0297431j -0.0098713-0.00643888j 0.04327+0.00174244j 0.00460412+0.0194951j 0.00330453+0.0103675j -0.000518004+0.00505973j -0.0138774-0.0242477j 0.0226169-0.0122665j -0.0105073-0.000245514j 0.0128502+0.0023346j -0.00713764+0.00288817j -0.0111209-0.0128253j 0.0260775+0.00957687j -0.0156841+0.027028j 0.00865102-0.0117754j -0.00372996+0.0106502j -0.00133324-0.0133693j -0.0141811+0.0451256j 0.00127157+0.000692435j -0.00112601+0.00656865j 0.0183154-0.0201235j -0.00664555+0.0232633j 0.0131897+0.0117793j -0.0173772-0.00370119j -0.000458087+0.0163429j 
0.00618934+0.00909869j 0.0113149-0.00467297j 0.0104569+0.00157649j 0.00215438+0.00436063j 0.000803586+0.00010392j -0.00781364+0.00735215j -0.00397763+0.0012564j 0.0051303-0.00409207j 0.00458273-0.00132071j -0.00773904-0.00237671j -0.0152338-0.00267128j 0.00543145-0.000949917j -0.0085078+0.00643674j 0.00196285-0.00401454j -0.00707474-0.0129331j 0.00679061-0.000896574j -9.20714e-05-0.00271004j 0.00177711+0.0046887j -0.00626433-0.00699514j -0.000424756+0.00604037j -0.00122048-0.00307339j 0.0114174-0.00811144j -0.000385064+9.63243e-05j 0.00588956+0.00162944j -0.00599126+0.00109982j -0.00219779+0.00333794j -0.00575389-0.00218764j 0.00516011-0.00709964j -0.000554242-0.00725909j -0.00304451+0.0153766j 0.000609302+0.000197661j 0.000383084+0.0168714j -0.00677191+0.00356632j 0.000179104+0.00138384j 0.0011076-0.0127189j -0.00118608+0.00958126j -0.00707111-0.000353804j -0.00092136+0.00862831j -0.00669787-0.0114777j -0.0113969-0.000310454j -0.0131077+0.0023455j -0.00907273+0.00125546j -0.00370752+0.0118909j -0.000311256-0.0115435j -0.0101544-0.0102252j 0.0149038+0.00667801j -0.0111478-0.00114899j -0.0198385+0.0123942j -0.0124697+0.0028143j -0.00184993-0.00483795j -0.00580656-0.00346287j 0.00312758+0.00273068j -0.00798786-0.00669132j 0.0119395+0.00629042j 0.00016249-0.00213763j 0.0100405+0.00576198j -0.0211698-0.0255118j -0.0115532-0.00601894j -0.00421287+0.00148093j -0.00326249-0.00110232j -0.00122236-0.00682315j -0.00198525+0.0108641j -0.00784825+0.0072537j -0.00692109+0.0166552j -0.00985857-0.00563077j -0.00378043+0.00178991j 0.014239+0.00204499j -0.00333024-0.00765542j 0.00177921-0.00168079j 0.000315111+0.0102947j -0.00733968+0.00673353j 0.00489912+0.00574194j 
0.00205132+0.00249262j 0.00287891-0.000643j 0.00727316-0.000488372j 0.00583177+0.00299794j -0.00600764-0.00187961j -0.00984904-0.00409128j -0.00252912+0.00188j 0.00120011+0.000596742j 0.00619509+0.00247835j -0.0128996-0.00754705j -0.0164502-0.00721129j 0.00474444+0.0137477j -0.00933555+0.00203239j 0.00338018-0.00975065j -0.0147584-0.0233244j 0.00730132-0.0130041j -0.0106157-0.000901763j -0.0123449+0.0114741j -0.0105599-0.000350227j 0.00772259+0.0116678j 0.00931615+0.0197069j 0.0209522-0.00880453j 0.0115368-0.000849727j 0.00170514+0.013976j -0.0120143-0.00278759j 0.00576568+0.00223874j 0.000686967-0.0167388j 0.0128731-0.0161018j -0.00596669-0.00829085j -0.0142304+0.00596712j 0.00386083+0.00769777j -0.00404439+0.0051353j 0.00140476-0.00093634j 0.00308426-0.000869472j 0.00103865+0.000744376j 0.00347969-0.00398881j 0.00842148+0.00574425j -0.00380944+0.00669607j -0.00345428+0.00547781j 0.00225453+0.00249819j 0.00210641-0.00241314j 0.0102306+0.00463077j 0.00454409-0.00659543j -0.00451907+0.00452101j 0.00548559+0.00432015j -0.0138668-0.00695626j -0.000191178+0.000339466j 0.0145733+0.00564273j 0.0084771-0.00452273j -0.0125328+0.00869975j 0.000806523-5.05091e-05j 0.00429625-0.00854954j -0.000257511+0.00431762j 0.00311123-0.00172603j 8.29499e-05+0.0156927j -0.00128201-0.00190176j 0.00907313+0.0113842j 0.0063496+0.00135324j 0.00635488-0.00396708j -0.00932937+0.00145784j 0.0021267-0.00467291j -0.0028153-0.00406506j -0.000763552-0.014655j 0.00828153-0.00121436j 0.00473214-0.00138156j -0.00323157-0.00445419j -0.00715959+0.00827961j -0.00358989+0.00115712j 0.00229149-3.15604e-05j -0.00375639+0.00537334j -0.00173494+0.0010211j 0.00116648-0.000807903j 
-0.0029293+0.000321326j 0.00132588+0.00116091j 0.000918651-0.00717934j 0.00273663+0.00284807j -0.00558203-0.00193666j -0.000340542+0.0114045j 0.00197629-0.00695682j -0.00435049+0.00120862j -0.00063919-0.000707047j -0.00801366+0.00705537j -0.0168603-0.00523616j -0.00370792+0.00503628j -0.00593435+0.00176599j 0.00119429-0.00209742j 0.00424123-0.0119934j -0.00312427-0.00890149j 0.00075315+0.00476404j -0.00271324+0.00520807j -0.00710041+0.00603565j 0.000297137+0.00431012j -0.00215319+0.00647114j 0.0108508-0.000791715j 0.00717298+0.00198876j 0.000132151+0.0124137j -0.00880585+0.00406505j 0.00620172-0.000886754j -0.0174821+0.00157722j 0.00189451-0.00597549j -0.00736054+0.00494239j -0.00044652-0.00235536j -0.000645251-0.00598345j -0.00090173-0.000685889j 0.00244848-0.00107075j 0.00316268-0.00705836j -0.00919943+0.00285433j -0.00644697+0.00388908j -0.00715268-0.000578224j -0.00721147+0.0013468j 0.00924985-0.0131884j 0.00204592-0.0106159j 0.00959797+0.00132492j -0.0142462-0.00332487j 0.00883778+0.000641935j -0.0052856-0.00918823j -0.00692437+0.00218626j -0.000604221+0.00233077j -0.011501+0.00372681j -0.00533953+0.0138161j 0.0101166+0.0144359j 0.0120001+0.00760578j 0.00109187+0.00545813j -0.00691697+0.00829576j 0.00341871-0.0015829j 0.00153558-0.00370243j -0.00217845+0.00383316j -0.00185197-0.0155686j -0.0144139+0.00506369j 0.00125538-0.00164742j 0.00332212+0.00407105j -0.0064935+0.00153794j -0.0083568+0.018314j -0.00484425-0.000318558j 0.00894448+0.00710306j -0.00313501-0.00371698j 0.005491+0.00527579j 0.0107684+0.00361677j -0.000920856-0.00310826j -0.00963734-0.00308768j 0.00400196+0.00701208j 0.0120052-0.00158628j -0.00231856-0.000807433j -0.00123187+0.00282065j 
-0.00796126+6.69454e-05j 0.00111674+0.00631983j -0.0019137-0.00632799j 0.000724048-0.00835727j -0.00373191+0.00775868j 0.00325553+0.0152552j 0.000478932-0.00409457j -0.00761355-0.00391487j 0.00620711-0.0066055j -0.00669293+0.00727249j -0.0104278+0.00965792j -0.00210057-0.00214741j -0.0104655+0.0032263j 0.0122536+0.00212041j 0.00927485-0.00998695j 0.0103056+0.020785j 0.00760165-0.00148378j 0.0138267+0.000527723j -0.00481784-0.00999795j -0.00556222-0.00360978j -0.00970411-0.0237982j -0.00735167-0.010932j -0.00822528+0.00298902j 0.0164039-0.00445312j -0.00036367+0.012274j -0.00840293-0.000448832j -0.0173699+0.0198653j -0.0154708-0.00515337j -0.00889877+0.00859347j 0.0171358+0.0154873j -0.00205874-0.0101983j 0.00796774+0.0132345j -0.00216053+0.003439j 0.00171933-0.00263553j -0.00620682-0.00110928j 0.00761409-0.00469562j 0.00275527+0.00405517j 0.00239324+0.00282609j -0.00339884+0.00879891j 0.0016691+0.00650671j -0.010766+0.00111507j 0.00871962+0.000412668j 0.00226492+0.00359696j 0.00212378-0.00596664j -0.00489925-0.00465245j 0.00280918-0.0120683j 0.00351843-0.00426974j -0.00247294-0.00407814j -0.00989735+0.00632477j -0.000737247-0.00779372j -0.00467311+0.00209084j 0.0162814-0.00252102j 0.00351287+0.0025712j -0.00125436+0.00161256j -0.0151456-0.00725729j -0.000508898-0.00930273j -0.000412608-0.00295103j -0.00255807+0.000729873j -0.00263427+0.0074713j 0.00639198-0.00827672j -0.00296719-0.00930473j 0.00765164-3.17753e-05j -0.00553834-0.00361834j 0.00457455+0.00231083j -0.00361388+0.000674001j -0.00190851-0.00324537j 0.0021313+0.00389755j -0.000679768+0.0113565j 0.00168546-0.00204352j 0.0144168-0.000710751j -0.00217654-0.00624303j -0.00958154+0.00247037j 
