0.142641+0.131066j 0.144408-0.147908j 0.179992+0.141125j -0.0568193+0.187139j -0.0637281-0.0923991j -0.170897+0.0620521j -0.252556-0.0143147j -0.0406304+0.200209j 0.145877-0.0360874j -0.0789713+0.0340913j -0.0736164-0.0501805j -0.0448186-0.141918j 0.0568411+0.0729201j -0.125913-0.064865j 0.0396581-0.0636084j -0.093895+0.120378j 0.0250016+0.178815j -0.0980193-0.21961j 0.0907674+0.0569061j -0.0154816+0.0248881j 0.00637665+0.0944349j 0.0519419-0.0726223j 0.165179-0.105986j -0.00075163+0.00646872j 0.156816-0.0258578j 0.0204173-0.149418j 0.0714643-0.12317j -0.125579-0.0345554j 0.165734-0.0531705j 0.0241587+0.0933094j -0.102086+0.206731j 0.21089+0.0928556j 0.127832+0.211523j 0.191544-0.128599j 0.074482-0.0255518j -0.0315024-0.0563426j -0.000766493+0.0597186j -0.0844468-0.026376j -0.0388601-0.0462625j 0.0243649-0.0281221j 0.0144722-0.0164583j 0.0187826-0.0226539j -0.022014+0.0369322j 0.00358244+0.050702j 0.020725-0.022798j -0.00910737-0.0166408j -0.03438-0.00308626j -0.0536256+0.0178051j 0.000646019-0.00705429j 0.0192315+0.0129365j 0.0063341-0.0454408j 0.046594+0.0171269j 0.0119221-0.0303639j 0.0101185+0.0252997j 0.0215582-0.0049404j -0.00427848-0.00237661j -0.0204041-0.0122805j -0.022083-0.0219538j -0.0384173+0.0103964j -0.0147692+0.00439918j -0.00761885+0.0160019j -0.0163222-0.0373722j 0.0177921+0.00369192j 0.0171177-0.00197007j -0.0168156+0.0118776j -0.0297486-0.0061196j 0.00144636+0.0373526j -0.00050996-0.00837578j -0.00659219-0.0312737j -0.0326453+0.00725381j 0.0125854+0.0769516j 0.0761204-0.0113698j 
0.00202976+0.000389054j -0.00159889-0.00461687j -0.00127644-0.00175241j 0.000701812-0.000634564j -0.00083869-0.000585335j -0.000619735+0.000131157j 0.00165513+0.00146036j -0.00364953+0.00293275j -0.000790519-0.00137546j 0.000221212-0.00234241j -0.00127906+0.00272724j 0.00147429+0.00143985j -0.00179686+0.0025431j -0.00303044+0.000902494j 0.00401511+0.00162342j -0.000708697-0.00411485j 0.00326883-0.00257479j 0.000710335+0.000990028j 0.00306676+0.000315358j 0.00204525+0.000549525j -0.00109229+0.00203907j -0.000299255+0.00222332j 0.00637205-0.00128972j 0.00216534+0.00152012j -0.00238696+0.0013209j -0.00334659+0.00136215j -0.000463744+0.00268276j 0.00354348-0.000276396j 0.00271549+0.00174169j -0.000133269+0.00115497j 0.000333345+0.00780481j 0.00134173+0.00207257j -0.00202721+0.00168482j -0.000748389-0.00105211j 0.00255175-0.000397743j 0.00122459+0.00107771j 0.00201505-0.00244601j -0.000191121-0.00263172j -0.0037852-0.00160064j 0.00368158+0.00791762j 0.00139378-0.000296569j -0.00159748+0.000420108j 0.00272916+0.00127858j -0.00229648+0.00261115j 0.000404846+0.0027028j -0.00708495+0.0104862j -0.00256197-8.26124e-05j 0.000140742+0.000963028j 0.00439017-0.000488863j -0.00333587-0.000670848j 0.00140809+0.00391812j -0.00435706+0.00303944j 0.000889002+0.00748347j -0.00291072-0.00204782j -0.00190104+0.00120872j 0.00528868-0.00211781j 0.000852268+0.00274556j -0.001759+0.00895119j -0.000950467+0.000192647j 0.00995739-0.00298513j -0.00234901+0.00262914j -0.00276487+0.00242151j -0.000772878+0.00202315j -0.00184082-0.00372793j -0.004589+0.00207664j 0.0036476+0.00467317j 0.0033008+0.00442388j 0.00687107+0.00245621j 0.00159498-0.00494706j -0.00705408+0.000139635j -0.00131622+0.00734283j 0.00448718-0.00374529j 
0.0111684+0.0049816j 0.00536356-0.00764886j 0.0068683+0.00185238j 0.00028207+0.0138441j 0.00185445+0.000349255j -0.00029926-0.00283975j -0.00215644-0.000759096j 0.000986169+0.00301865j -0.000216219-0.00236162j -0.00143043+0.00760126j 0.00249191-0.00406364j -0.00108399+0.00349579j 0.0101862-0.00195491j -0.00220158-0.00405129j -0.000452633+0.000450012j 0.00166873+0.00298689j 0.00319012-0.000518836j -0.0029414-0.00215481j 0.00591171-0.00200768j -0.00785537+0.0106089j 0.00207308-0.00956636j -0.000116919-0.00454249j 0.00303308+0.00218543j 0.00146655+0.00354864j -0.00800308-0.00251866j -0.00161081-0.00253325j -0.0023079-0.000161425j -0.00470278+0.00286573j 0.00553798+0.00243677j -0.00577631-0.00567056j -0.00718267-0.0110834j 0.008406+0.0108643j 0.00289106+0.00311567j 0.00398952+0.0083115j -0.00198575-0.00670892j -0.00228419-0.00446819j -0.00289195+0.000831171j -0.00710914+0.00355977j -0.00137588-0.00487782j 0.0042284-0.00415246j 0.00270674+0.000361173j 0.00459277+0.00156832j -0.00162625+0.000400167j -0.00464788+0.0033077j 0.000363352+0.00363632j 0.000455341-0.00221221j 0.00519644+0.00319034j -0.00464589+0.000380907j 0.00202527+0.00459474j 0.00140733+0.00593707j 0.00363485-0.00168642j -0.00238128-0.00312048j -0.00129997-0.00268691j 0.00335088+0.000666611j -0.000437271-0.00507709j -0.00262991+0.00102209j -0.00351644-0.00665118j -0.00382112-0.00682402j -0.00350969+0.00493212j -0.00259289+0.000507308j -0.00240834+0.00297342j -0.000885882-0.00289683j 0.00759012-0.00322338j -0.00467766-0.000473009j -0.00262991-0.00142513j -0.000390831+0.00101772j -0.00137078+0.00434606j -0.00219858-0.00380408j -0.000572902-0.00430172j -0.00397385+0.000171056j 0.00497707+0.00979643j 0.0112484+0.00343495j 
-0.00356985+0.00192734j 0.0049583+0.00367249j 0.00245026+0.000913659j 0.00346342+0.00237064j 0.00191428+0.00080384j -0.00139781-0.00162532j -0.00521902-0.00210957j 0.00673687-0.00853906j -8.58765e-05-0.000399616j -0.0023511+0.00308902j 0.00618159-0.00423281j -0.00444446-0.000646804j 0.00243383-0.00604751j 0.00229433-0.00413605j -0.000140816+0.00225729j -0.00195545+0.00460239j -0.00229193-0.00346211j -0.00104671-0.000378507j 0.000844293+0.000818844j -0.00626474-0.00348989j 0.00247221-0.00276671j -0.00613673-0.00617875j -0.00283757-0.00242328j -0.00505483-0.00587337j -0.00612202-0.0040361j 0.00114002+0.00306768j 0.00302915-0.010063j -0.00544353+0.00246155j -0.00651385-0.00412206j 0.00599689+0.00356513j -0.00542686-0.0132467j 0.00080915-0.00973898j -0.00184952-0.00189881j 0.00871809+0.00310188j -0.000657581+0.0067308j -0.00442189-0.00204505j 0.000164063-0.00194585j 0.00185779-0.00260306j -0.000518709+0.0032471j -0.000243343+0.00213861j -0.000393707-0.00256891j -0.00329347+0.00152213j 0.000744255+0.000637714j -0.00657978-0.00170122j 0.00021845+0.00511591j -0.0023676+0.00703982j -0.00540946-0.00181752j 0.00154087-0.000288753j 0.000527498-0.00180101j -0.00581899-0.000150183j -0.00147853-0.00666109j 0.000309514+0.0055494j 0.00757667+0.000166398j -0.00644503-0.00357705j 0.000582346+0.00248714j 0.00490339-0.00228461j 0.00633634+0.00612926j 0.00456397+0.00448601j -0.00209781-0.00862239j 0.00530133-0.00591806j 0.000641357+0.00186132j -0.00137461+0.0071923j -0.00411082+0.00385528j -0.0027534-0.00217135j -0.00230699+0.0029216j 0.000113778+0.00106436j 0.00666315+0.00432061j 0.00186393-0.000546857j 0.000604673+0.00633381j 0.00215551+0.00681822j -0.0059931-0.003416j 0.00421612+0.00131652j 
-0.00539384+0.00355431j 0.00488678+0.00356494j 0.00533378+0.00315405j 0.0039114+0.00498967j 0.000115699+0.00158287j 0.00163944+0.00332037j -0.00511137-0.00127808j 0.00435081-0.0091155j -0.000115203+0.00882757j -0.00153532+0.000650612j 0.0061811-0.000153381j -0.00291191-0.00212948j 0.00562376-0.00248412j -0.00226711-0.00776028j -0.00788947+0.003041j 0.000160694+0.00774746j 0.00286029-0.00325918j -0.00725312-0.000298927j -0.00276737-0.000318634j -0.00730034+0.00161624j 0.00865027+0.000268039j -0.00181649-0.0104749j -0.00340591+0.0047914j 0.0010131-0.0090282j 0.00349109-0.00304973j -0.00114254-0.0044667j 0.00412464-0.00231195j 0.000608806-9.78122e-05j -0.000654044-0.00306799j 0.00331133+0.00440149j -0.0110391-0.00824j -0.0072006-0.00819259j -0.00474091-0.00606474j 0.00435994+0.00381424j -0.00402939-0.000112753j 0.00468227+0.00313612j -0.00118325+0.00221999j -0.000898286+0.00992519j -0.00405395-0.0025293j -0.000789325+0.00279264j 0.000359338+0.00527747j 0.00452382+0.0037319j -0.00117314+0.000686847j -0.00147982+0.00159969j -0.00208716-0.000655564j 0.00340323-5.53677e-06j 0.00430719-0.0068704j -0.00185168+0.00037653j -0.000555-0.00138115j 0.00350347+0.000164217j 0.00211278+0.00406295j -0.00399649+0.000235883j -0.00658417+0.00287851j -0.000280868-0.00258082j -0.00211739-0.000394301j 0.0020751+0.00759656j -0.00239531-0.00539352j -0.00533133+0.00157627j 0.00629726-0.000309604j 0.00164084+0.000653304j 0.000798901+0.000961592j -0.00426995-0.00142143j -0.0052692-0.000829746j -0.000606049-0.00324879j -3.73872e-05+0.000243885j -0.00578748-0.00228597j 0.00580332-0.00152996j 0.0052064+0.00053031j -0.00455217-0.00620607j -0.000142491+0.000154675j -0.00744781+0.000490647j 0.00379651+0.00605977j 
0.00269952-0.00273086j -0.0054516-0.00266416j -0.00208512+0.000693034j 0.00466749-0.00315802j -0.00038422+0.00269669j -0.00201441-0.00170112j 0.00352945+0.00138615j -0.000732869-0.00167981j -0.000889268+0.00257873j 0.00342719-0.00322337j -0.00267565+0.00327072j 0.00387813-1.01738e-05j -0.0042863-0.00240046j -0.00193491+0.00077034j 0.00041864+0.00061788j -0.00456885-0.00442056j -5.56888e-05+0.00338031j -0.00231344+0.0046021j 0.00138361+0.000844469j 0.00393987-0.00424212j -0.00132673+0.00621062j 0.00411315+0.00772538j 0.00441048-0.000777559j 0.00158249+0.000114026j 0.00661669+0.000385328j 3.58214e-05-0.000259346j 0.000344299+0.00719268j 0.00551729-0.00571438j -0.000935794+0.00759006j 0.0072426-0.00402394j 0.00609266+0.00664629j -0.00232671-0.00901619j -0.00514103-0.00455798j -0.000429113+0.00469252j 0.00426662+0.00390833j -0.00566065-0.00500406j -0.00410419-0.00738341j -0.000293321-0.000615222j -0.000929622+0.00206412j 0.000596089-0.00397402j -0.000782798+0.0001119j 0.00155824+0.00212792j 0.00287846+0.00349445j 0.00320731+0.00390354j -0.00174996+0.00426421j 0.00296247+0.0087595j 0.010863+0.000277812j 0.00456374-0.00459774j -8.23007e-05+0.00582429j 0.0048056-0.00413381j 0.00727262-0.00589276j -0.00486294+0.0014141j 0.00801052+0.000394074j 0.00195188-0.0060749j -0.000992494-0.00253004j -0.00252336-0.00620891j 0.00385022+0.00689356j 0.00504028-0.0171108j -0.00286009+0.0035546j -0.0101506+0.00309989j -0.0115158+0.00264747j 0.000532199+0.000852891j 0.00276963-0.00201097j -0.002759-0.0045522j -0.0018728-0.00126508j 0.00556099+0.00987317j -0.000947208+0.00303624j -0.0115195+0.00907532j 0.0143556+0.00900737j -0.0116164+0.00457125j -0.000450071-0.0023595j 0.00680706-0.0143231j 
0.00212336+0.00149504j 0.00287414-0.00173051j 0.00331109+0.000249183j -0.00137093-0.0023551j 0.00470319+0.00176168j -0.00233529+0.0021558j 0.0028765+0.00176143j 0.00212803-0.00528414j 0.000643288-0.00358748j -0.00186911-0.00336524j -0.0052166+0.00296631j 0.00251144+0.00323351j -0.00497694+0.000295589j 0.00344289+0.00319041j 0.00287864-0.00466346j -0.00692413-0.00620129j -0.00631465+0.00310113j 0.00169501+0.00326107j 0.00119609+0.00704426j -0.00445921-0.00527274j -0.00433149+0.00503178j 0.00185919+0.0061059j 0.00519174+0.00159432j -0.00222135-0.00106277j -8.90133e-05-0.00910179j -0.00320346+7.7335e-05j -0.00775177+0.00174732j 0.000675033-0.00628814j 0.000462752-0.00384731j -0.00216018-0.00437328j 9.6897e-05+0.00517173j -0.00377886-0.00931177j -0.00782998-0.00654966j 0.000169772-5.88764e-05j -0.00357334+3.50018e-05j -0.00612212+0.00111758j 0.0033653+0.00391403j 0.0037691+0.0070074j 0.00197515+0.00404707j 0.00240319-0.00191354j -0.0015984-0.00150139j -0.00410157-0.00166384j 0.00311326-0.000339158j -0.00335928-0.00524028j 0.00357411+0.00458127j -0.0036235+0.0031598j 0.000187846+0.00980813j -0.00156897+0.00381889j -0.00375951+0.00231508j -0.00762296+0.0076025j 0.00121632+0.00522175j -0.000570104+0.00416536j -0.000357484+0.0034947j -0.000513133+0.000306903j -0.0004224-0.00335048j -0.000103737+0.00482151j -0.0030162+0.00557957j 0.000849677+0.00410563j -0.00616899-0.00123191j 0.00238439-0.00649277j 0.00160438-0.00517213j -0.00754982-0.00160704j -0.000177063-0.000681497j -0.00286984+0.00490241j -0.00370872+0.00364983j -4.46139e-05+0.00237537j -0.00349116+0.00694815j 0.00480407-0.00183297j 0.00403706-0.0026624j 0.00820997+0.000648105j -0.00620351+0.00531216j -0.0020471+0.00294585j 
-0.000699801+0.00255966j 0.00271352+0.00101273j 0.00281665+0.00121716j 0.000211612-0.000203975j 0.00126472+0.00136423j 0.000387358+0.00285286j 0.00251526+0.00101825j 0.00173281-0.00461309j 0.000139687+0.00372204j -0.00116761-0.00274739j -0.00121098+0.00294561j 0.00229498+0.00144661j -0.000643677+0.00183757j 6.04049e-05-0.00215868j -0.00336829-0.000299654j -0.00292807-0.000822209j -0.0013343+0.00293907j -0.00392395+0.00148569j 0.001119-0.000819973j -0.0056563-0.00357348j 0.00307225+0.0063781j 0.00119515-0.000616047j 0.00369113+0.00530559j 0.000905861-0.00187954j 0.0042284-0.00474059j -0.00422475-0.00687912j -0.00471547+0.00395513j 0.00232286-0.00465918j 0.00182239-0.00258828j -0.00208815-0.00211552j -0.00436408-0.000274558j -0.00772361-0.00884422j -0.00534306-0.00577333j -0.000197677+0.000225257j -0.00384992-0.00225737j 0.00204205+0.000622192j 8.53718e-05+0.00389838j -4.93135e-05+0.011295j 0.0010783-0.00184493j -7.03877e-05-0.00326235j -0.00149739+0.00442639j 0.000909717+0.000729744j -0.00263763-0.00298515j 0.000120676+0.000681268j 3.09484e-05+1.35666e-05j 0.0058789-0.00154049j 0.00265319-0.00120743j 0.000702745+0.00256812j 0.000235247-0.000923566j 0.00439115+0.00508861j 0.00214657+0.00825889j -0.00546318-0.00238847j -0.00831753+0.000679904j 0.0082529+0.00179187j -0.00511134-0.00512081j -0.00353754+0.00427056j -0.00730535-0.00524594j -0.00410348-0.00602638j 0.00105495+0.003707j 0.00054581+0.00061092j 0.00166843-0.00532289j -0.00179174-0.00529405j 0.00443135-0.00312961j -0.00165783-0.00106013j -0.0017388+0.00139328j -0.00563611-0.000988634j 4.75618e-05+0.000155425j 0.00521696-0.00158748j -0.00127214-0.00232837j 0.00768255-0.00394202j -0.00500441+0.00186761j -0.001051+0.00569139j 
-0.0056347-0.00661192j -0.0073929+0.00194053j -0.00100135+0.00186724j -0.00263304-0.00182137j -0.00283339+0.00369731j -0.00190449-0.00161148j -0.00353885-0.00690269j 0.00428114-0.00589944j 0.00106777+7.88432e-05j -0.00532052-0.000878019j 0.00550071-0.000922207j -0.00357009-0.00394372j -0.00184094+0.00152145j -0.00056245-0.00587753j 0.000925249-0.000805082j -1.94266e-05+0.00419603j 0.0063612-0.00612846j 0.00170314-0.00105221j -0.00366496-0.000659239j -0.00353887-0.00126469j 0.00096007+0.00617615j -0.000327943+0.00202804j -0.00337668-0.00165778j 0.00226607-0.00424841j 0.00111041+0.00194006j 0.00654674+0.00253878j -0.000220384-0.00216399j -0.000966022-0.00202895j -0.0086018+0.00349511j 0.00158008+0.00288848j -0.000863388-0.000403356j -0.00502103-0.00479838j 0.000808102-0.00301307j 0.000363435-0.00309136j 0.00162672+0.00073226j -0.00543408-0.0031608j 0.00252782-0.000296858j 0.00448016-0.00754286j 0.00324487-0.00376418j -0.00483817+0.00387987j 0.00641256-0.0020849j -0.00593976+0.00690734j -0.00247724-0.0036352j 0.0119297+0.00484197j -0.00115809-0.00423772j 0.00271981-0.00394006j -0.00239176+0.00811389j 0.00645565-0.00434793j -0.000506709-0.00327789j 0.00152571-0.00360601j -0.00475375+0.00270217j 0.00959363+0.00751209j -0.00481698-0.00974969j -0.00391823-0.00341615j 0.00306149+0.0122173j -0.00634538-0.00225851j -0.00419765-0.00174599j 0.00205658+0.00532349j 0.0108928+0.0112471j -0.00378886-0.00217761j -0.0088337-0.0100416j 0.0015759-0.011301j 0.000903773-0.00720684j -0.00343067+0.00515851j 0.0083933-0.0058655j -0.00163759+0.00460759j -0.00269992-0.0140733j -0.00753467-0.00562126j 0.00180557+0.00284647j -0.00260346-0.00589663j 0.0031912-0.00930879j -0.00388237-0.00492595j 
-0.00886777-0.00171273j -0.00222804+0.00645576j -0.00600128-0.000562502j 0.000152402-0.00303371j -0.000770507+0.00234156j 0.002195+0.00303193j -0.00180503-0.00246415j 0.00478263-0.000749472j 9.24023e-05+0.000910119j 0.000175235-0.00378051j -0.00216704+0.00242531j 2.63378e-05-0.00232177j -0.00339827-0.000651913j 0.00300866-0.000230691j -0.000864259-0.00127775j -0.00497616-0.00097704j -0.00483504+0.000649897j -0.00215598-0.000219962j -0.00280536+0.00350221j -0.00127525-0.0110223j -0.000315869+0.0102706j 0.00236903+0.00241099j -0.00174576+0.00289745j -0.00329305-0.00458209j 0.0101763-0.00574028j -0.00402518-0.00664143j -0.00187737+0.00278036j -0.00546592-0.0030213j -0.0118294+0.00101359j 0.00415159+0.00824266j 0.000672451+0.00178097j -0.0113709-0.00908338j -0.000426879-0.00482143j 0.000478636-0.00395609j -0.00777753+0.00325525j 0.0061498-0.00140608j 0.00174492-0.00200995j -6.96333e-05-0.00648164j -0.00291801-0.00255401j -0.00178294-0.00127134j 0.0035174-0.00700434j 0.00200273-0.000479162j -0.00264329+0.00216658j -0.000799592-0.00344783j -0.00763459-0.00803777j 0.00150598-0.0115253j -0.00351509-0.00461497j -0.00304348+2.82995e-05j -0.000410556-0.000149324j 0.000566061-0.00800717j -0.00639585+0.00243566j 0.00744954-0.00737143j 0.00268074-0.00598535j -0.000605584+0.00437244j 0.00719291-0.000468059j 0.0034805+0.0025054j 0.00684996-0.00456784j -0.00656927+0.000478023j -0.00494927-0.00428777j 0.00105762+0.00736492j 0.00800677+0.00628555j 0.00425939+0.00575482j -0.00359091+0.00078065j -0.00165911+0.000932057j -0.000169538-0.00109472j -0.000993468-0.00112829j -0.00462124+0.000492537j -0.00858877-0.00710499j -0.0158103+0.0145357j -0.00544838-0.00935939j 0.00141563-0.0177042j -0.00354375+0.00472723j 
-0.0100402+0.00268631j 0.00182111+0.00846783j -0.00385328-0.00174836j 1.1263e-05-0.00617263j -0.0012109-0.00226862j -0.000828207+0.001811j -0.00138281+0.00315718j -0.00210013+0.0002712j -0.000744912+0.00412458j 0.00099401-0.00494038j 0.00232982+0.00109335j -0.00449008-0.00309559j -0.00151544-0.000294342j -0.00272751-3.58121e-05j -0.000959392-0.000422392j 0.00140626+0.0010578j -0.000704922-0.00483362j -0.00112606-0.00208216j -0.00229736+0.000600723j 0.000577528-0.000129875j 0.00478227-0.00293423j -0.00565616-0.00420158j -0.0033623-0.00181102j -0.00268317-0.00539811j 0.000464608+0.00278187j -0.00160184+0.0016088j 0.00232548-0.00564023j -0.000953502+0.00235644j 0.00227693-0.0052648j 0.00401376+0.00538212j 0.00129336+0.000108798j -0.00367611-0.00308497j 0.0033227+0.00409047j 0.000669787-0.00585403j 0.00197341+0.00447636j 0.00550619+0.00359324j -0.00146691-0.00134216j -0.00202718+6.9646e-05j -0.00195802+0.00205299j 0.000118537+0.00375034j -0.00381258-0.00169052j -0.00205076-0.00669143j 0.000421055+0.00114216j -0.00369795-0.0038174j 0.00581+0.00172143j 0.00151518-0.00187235j -0.00186968-0.00189532j -0.00142703-0.000952148j -0.00114843-0.00664483j 0.00459537-0.000529153j 0.00107903+0.000877103j -0.00241126+0.00250318j 0.00685093-0.00173659j -0.00694699-0.00567141j 0.00744874-0.00238097j 0.00317223+0.000146011j 0.00352628+0.00265932j 0.0102597+0.00786872j 0.00731735-0.0104598j 0.00429985-0.0070426j 0.00688721-8.06047e-05j 0.00344523-0.000369507j -0.00586416+0.00680847j -0.00305091-0.000553765j 0.00285137+0.00264264j 0.00354793-0.00598441j 0.0094504-0.00255252j 0.00652932+0.00363513j -0.00623171+0.00379812j 0.00745027+0.00497675j -0.00366282-0.00486893j -0.0063924+0.00266182j 
0.00104548-0.000976143j -0.00428064-0.000755621j 0.00475979-0.00059096j -0.000774595+0.00321766j -0.00241623+0.00311563j 0.00210084-0.000932053j -0.00613822-0.00169835j 0.00233946-0.00701554j 0.0024384+0.00222777j 0.000671718-0.0020871j 0.00438348+0.00159406j -0.00182787-0.00899339j 0.000714375-0.00257639j -0.00338103-0.00654683j -0.00415173+0.00399667j 0.00445226+0.0010285j 0.00479509+0.00294978j 0.00203061-0.00312678j -0.000907789-0.00097757j 0.00122683-0.00227828j 0.000267012+0.0100782j -0.000900776-0.00742448j -0.00144238+0.00374188j 0.0022414-0.0015338j -0.00535379+0.00550397j 0.00423477-0.00437276j 0.00242838-0.00291474j 0.00278323-0.00189178j 0.00109329+0.000556137j 0.00430856-0.000372571j -0.00275508+0.00156501j -0.00198946+0.00258853j -0.00120377-0.00261049j -0.00303027+0.00281622j -0.000266196-0.00476702j 0.00205311+0.00163966j 0.000893176+0.00337079j -0.000987732+0.00033036j 0.000413974+0.00110503j -0.00270709-0.00240043j 0.00256256+0.00665451j 0.00308538+0.00209348j -0.00256422-0.00255067j 0.00375367-0.000403283j -0.0045365-0.00452934j 0.000846244-0.000946304j -0.00457384-0.00479899j 0.00552916+0.00217838j -0.000270295+0.00128744j -0.00661174+0.00257988j 0.00168942-0.0124304j 0.00724946-0.0079551j -0.00670976+0.00403158j 0.00136497+0.00168128j -0.00308615+0.0097143j 0.00195083+0.000965011j 0.000603223-0.00606816j 0.000104295+0.00755667j 0.00821959-0.00410592j -0.000260172+0.00772907j 4.29993e-05+0.00404959j 0.00392762+0.00653591j 0.00421556+0.00386899j 0.0148217-0.0096218j 0.000862709+0.00377354j -0.00707359-0.0077129j 0.00102228-0.00428074j -0.0011768-0.00250455j 0.000584554-0.00694056j -0.00461495+0.00441061j -0.00127322+0.0034683j 0.00184894-0.00166789j 
-0.0011563-0.00145316j -0.00509943+0.00098172j 0.00330161-0.00175218j 0.00253706-0.000608296j -0.00222022+0.00357323j 7.99709e-05-0.00453801j -0.0121134-0.00301997j 0.00155472-0.0101282j 0.00109024-0.00129659j -0.00127643-0.00422242j 0.00463201-0.000161949j -0.0060933-0.00739655j 0.00144328-0.00145147j -0.00621061-0.0104853j 0.000264013+0.00297235j 0.00433775+0.00166548j 0.00685464-0.007026j 0.00264752-0.00241408j 0.00310962-0.000725743j -0.00329552-0.00174709j -0.000402405+0.00890823j -0.00410417-0.00336301j -0.00154137+0.00107919j 0.00176161-0.00456998j -0.0105775+0.00837797j 0.00585105+0.0026736j -7.90239e-05-0.00506933j 0.00446014+0.00124414j 0.00512818+0.00138942j 0.00466975+0.000171786j 0.001256+0.00055163j -0.000220395+0.000582928j -0.00217881-0.00312048j 0.00101996+0.00115939j 0.00235144-0.00102207j -0.00354647-0.00229199j 0.000758336-0.00127966j 0.00338407-0.00569125j 0.000223212+0.000387989j 0.00307354-0.00248055j 0.00175329+0.000240815j -0.00156082+0.00187996j -0.000156029+0.00211799j 0.00198022+0.000656972j -0.00163588+0.00388233j 0.0023405+0.00956923j 0.00333184+0.00741893j 0.00159524-0.00207528j -0.00427589+0.00834323j -0.00438144+0.00352005j 0.00238675-0.00317123j 0.004058-0.000882991j 0.00278298+0.00374431j 0.00035082+0.00108209j -0.00244392-0.000962361j -0.00051165+0.00137217j 0.00111857+0.00331312j -0.000537496-0.00283001j -0.00786581+0.00316353j -0.00326917-0.000535746j -0.00131971+0.00204598j 0.00155726+0.0029456j -0.00201581+0.000155766j -0.00135378-0.00232329j -0.00378269+0.000180274j 0.00157419+0.0083962j -0.00630339-0.000288247j -0.0045971+0.00245849j 0.00283654-0.000368107j -0.000860356-0.000426689j 0.00192919+0.0020925j -4.0068e-05-0.00398216j 
-0.000420286-0.0015912j -0.00369258-0.00179401j -0.00757819-0.00113272j -0.000833123-0.000650967j 0.00123187-0.00278028j 0.000613009+0.00185257j 0.0106168+0.00594068j -0.0028573+0.0100033j -0.00626633-0.00399256j 0.00392633-0.00454341j -0.00525778+0.00326517j 0.0011447+0.00067107j -0.00739712+0.00138692j 0.00813039+0.00574211j 0.00531041-0.0033919j -0.00662099-0.00867105j -0.0078583+0.00643902j 0.00487044-0.00361486j 0.00656068+0.00436383j 0.00342693-0.00979616j -0.000976831+0.00572395j -0.00298201+0.00233654j 0.00833752-0.00407237j -0.00409977+0.00189885j -0.00646704-0.00217695j -0.00826673-0.00149828j -0.00116186-0.000669152j -0.00242436-0.00368575j -0.00453639-0.00133562j -0.00121544-0.00264137j 0.00241801+0.00528837j 0.000767676+0.00123439j 0.00233097+0.00173455j -0.00244311-0.0015282j -0.0023457-0.00109698j 0.00553189+0.00280839j -0.00128193-0.0037163j -0.00204909-0.00212784j 0.000586554+0.00177165j 0.00182667+0.00394615j 0.00166936+0.00179821j -0.000243228+0.00174271j -0.000565684+0.000736692j -0.000117496-0.00155436j -0.00568861-0.00183641j 0.000895245-0.000709831j -0.00422239-0.00426247j 0.00210364+0.00051354j 0.000724467-0.000404202j -0.0062928+0.00399513j -0.00244887-0.00588954j 0.00138461-0.00739869j -0.00659444+0.00634629j 0.000106739+0.00445601j -0.000798032+0.00388751j 0.00393271+0.000920784j 0.0014382-0.00458859j 8.94225e-05+0.00383844j 0.00527044-0.00797523j 0.00333185+0.00372886j 0.0052853+0.00211462j 0.00307828+0.00341672j 0.00399844+0.00156654j 0.00502427-0.00808426j 0.00436335+0.00331317j -0.00478158-0.00611071j 0.00479926-0.00509922j 0.00241156+0.000486915j -0.00168281-0.00131065j -0.00160993-0.00309068j 0.00146534+0.00103347j -0.00250343-6.65384e-05j 
