-0.0071276-0.00663309j -0.00529627+0.0011581j 0.00388803+0.00367956j 0.00907878+0.0165496j 0.0044997+0.00848282j 0.00248347+0.00225136j -0.00399517-0.00148865j -0.00384196-0.0100064j -0.00626168-0.0305745j 0.00513839+0.018481j -0.00614684-0.00516604j 0.00192642+0.0236292j 0.00615928+0.0169209j -0.0050323-0.00213167j 0.00111388+0.0151018j -0.00635123-0.01253j 0.0036615+0.00252695j 0.00205328+0.0110705j -5.67309e-05+0.0014112j 0.00147752+0.000455814j -0.00678502+0.0255907j -0.000114969+0.000441107j -0.00509759+0.00728847j 0.000809622-0.00458297j -0.00578597+0.000964075j 0.00309413-0.0184292j 0.00590338-0.00494626j 0.00532559-0.00218937j 0.021401-0.0103566j 0.00696117+0.00684286j 0.0181983-0.00680562j 0.00278504+0.0147734j -0.0012129+0.00208861j -0.00831616+0.00740871j -0.0115992+0.00730314j -0.00839507+0.00155223j -0.00509279+0.00370682j -0.00493448+0.00669842j -0.00502264+0.000447977j 0.0154432-0.00592152j -0.0128191+0.00732394j 0.0132721+0.00167472j -0.0217372+0.00801673j 0.00897445-0.00781812j -0.00929286+0.00245263j -0.00879857+0.00341802j 0.008346-0.000168692j 0.00534912-0.000496699j -0.00471275-0.000183282j 0.00815641+0.00127936j 0.00674427-0.000420048j -0.00643916+0.000422651j 0.0123974-0.000934598j 0.00749391-0.00457035j 0.0145004+0.00414589j 0.0131187+0.00402746j -0.0101756+0.000529773j -0.00964724-0.00166272j -0.00338883-0.000873514j -0.000685609+0.00029287j 0.00234121+0.00311754j 0.0105606-0.000273208j -0.00629465-0.00518916j -0.0080057-0.00126671j -0.0119123-0.00746949j -0.00116447+0.00299299j -0.00668045+0.00109299j 0.00840024+0.00532437j -0.00479048+0.00158659j -0.00989155-0.00632054j -0.0118864-0.00496435j -0.00786676+0.0017454j 
5.45065e-05-0.000665487j 0.000655484-0.00161135j -0.00146097-0.0031927j -0.00108267+0.00130766j 0.00147535-0.000233727j 0.002985+0.000740154j 0.00281058+0.00194418j -0.00362515+0.000875385j -0.00575668+0.00283118j -0.00685851-0.00253253j -0.00092393-0.00555074j -0.00178506-0.00144059j -0.00102357-0.00618293j -0.0105465+0.00132398j 0.00318329-0.00296293j 0.00249681+0.00371254j 0.00807822+8.43496e-05j 0.00332049+0.00248858j 0.00523935-0.0063381j 0.0189177+0.00540436j 0.00787654-0.00104108j -0.00276802-0.01112j 0.0179031+0.0034453j -0.000852967-0.00581322j 0.036045+0.0162857j -0.00809119-0.00715571j 0.011723+0.00784959j 0.00409171+0.0138176j 0.00374867+0.000516138j 0.00207163+0.0222641j 0.0047082+0.000824304j 0.0015599+0.00705022j 0.00221413-0.00323357j -0.00118343-0.00244222j 0.00117279-0.002183j 0.00486841+0.004703j -0.00212019+0.00284626j 0.00343203+0.0030848j -0.00842223-0.00183226j 0.000708762-0.00415885j 0.00948078+0.00079173j 0.00394097-0.00111901j 0.00106468-0.000158745j -0.00232468+0.00618415j -0.00194629-0.00528658j -0.000179115+0.00440751j -0.00405352+0.00141778j -0.00473899+0.00241509j -0.00373414-0.00368146j -0.0153394+0.0088358j -0.00971551+0.00947223j -0.00595547-0.00389836j 0.000291029-0.0119292j 0.00501154+1.95062e-05j -0.00782654-0.00132043j -0.0024025-0.0094678j 0.00797257-0.00267901j -0.0111188-0.011284j 0.020989-0.000227369j -0.0185626+0.01824j 0.00159071-0.0045087j 0.00442391-0.000139016j 0.0162951+0.000898516j -0.00110054-0.00181235j 0.0131288+0.00797472j 0.0169977+0.00863643j 0.000209551+0.00765368j -0.0045194-0.0107818j 0.0078472+0.0161396j -0.00371337+0.00265958j 0.00151608+0.00150354j -6.93539e-05-0.00577921j 
-0.00146306-0.00426662j 0.00444498-9.71739e-05j -0.00676073-0.00542697j -0.00549785+0.00188172j -0.0039584-0.000674099j 0.00695181+0.00409082j -0.0048443+0.00201088j -0.00233403+0.000252862j 0.00400515-0.00772942j -0.007164-0.00772115j -0.0138581+0.0115667j 0.0028202-0.00289829j -0.0128239-0.0110463j -0.00671532+0.00193899j -0.00630608-0.012215j 0.0116128-0.00467273j -0.0104413+0.0105402j 0.005304-0.00462515j -0.00368126+0.00279131j -0.0106706+0.0024277j 0.00881628-0.0121876j -0.00856736-0.0177091j 0.00115394-0.00540449j -0.0239555+0.00333874j 0.00979247-0.0218165j 0.00218501-0.0105379j 0.00210445-0.0181036j 0.00258505-0.00119506j 0.0158239-0.0234678j 0.00116221+0.0124951j 0.0108049-0.000390239j -0.00837318+0.0169137j -0.010701-0.00552054j -0.00500219+0.000432409j -0.00575087-0.00168511j -0.00424096+0.00560561j 0.00669001+0.00764379j -0.000949409-0.00763924j -0.001963+0.005104j 0.00854901+0.0041656j -0.00146532-0.00268504j -0.00112448+0.00188132j 0.000241879-0.00478089j 0.00326968-0.00227872j -0.000853231-0.0102108j -0.000276236+0.00614057j 0.0002108-0.00310708j -0.0049448+0.00535959j 0.000360451-0.00193116j 0.00226692+0.00010944j 0.0123895-0.00208911j -0.00389236+0.00794728j -0.00693899+0.00577352j 0.00926169-0.00139834j 0.00191911+0.00601093j 0.00290969-0.00678536j -0.0102442-0.00395781j 0.00503121-0.00154906j -0.0185607-0.00120648j 0.0132934+0.00329387j -0.00231756+0.0128744j 0.00404722+0.00723645j -0.00501175-0.00674775j 0.0110743+0.00471919j -0.0031659-0.0182525j -0.00106659-0.00186537j 0.0192902+0.00744713j -0.00268987-0.00391002j -0.00121912+0.00269923j -0.00280568-0.00352382j 0.00349619+0.00390246j 0.000774821-0.0139243j 
-0.00146473-0.00423947j 0.00149587+0.00279423j -0.00336107-0.0044019j -0.00124303+0.00236347j -0.000753427-0.000673618j -0.000234712+0.00423837j 0.00769926-0.00640603j -0.00702829+0.00659245j -0.00461539+0.000913666j -0.0102012+0.00244649j 0.00231595-0.00537851j 0.00109878-0.000960636j -0.00946339-0.00286402j 0.00217124-0.0041151j -0.00936608-0.00320667j -0.000270246+0.00358201j -0.00213855-0.00802424j 0.00511008-0.00663267j -0.0013735+0.00596481j 0.00244607-0.0164595j 0.0119593-0.00479221j -0.0139894-0.00943998j 0.00707373-0.0169493j -0.0143779-0.000797795j -0.00322201-0.00263047j -0.0343516+0.0226914j -0.0104629+0.0123287j 0.00507457+0.00510029j -0.00819012+0.00746716j 0.00848409+0.0170079j 0.00706484-0.00744344j 0.0166151+0.00825031j 0.00497929-0.00686827j -0.0039059-0.00271258j -0.00370629+0.000780416j 0.00157748+0.00277802j -0.0026952+0.00574288j 0.00442984-0.00251834j -0.00569832+0.00518685j 0.0049155-0.0029982j 0.00353462+0.00646975j 0.000206954-0.00506536j 0.00289317+0.00470434j 0.00167956+0.000509609j -0.00136389-0.00232669j -0.00950618-0.00662536j 0.00146573-0.00396564j -0.00381392-0.0045192j 0.0068851+0.00978415j 0.00440703+0.000615455j 0.00905833-0.0122605j -0.00378505-0.000657909j -0.00810466+2.77582e-05j -0.00132724-0.00517761j 0.00362781+0.000690749j 0.00325604-0.00908946j -0.0115879-0.00127516j -0.00124789-0.00862244j -0.0111976+0.0160968j 0.0133668-0.00751384j -0.0062495-0.013743j -0.0126315-0.00691224j -0.00315524+0.00677917j 0.00967882+0.00446537j 0.00345061+0.010634j -0.0054149-0.0194604j 0.00600382-0.0138235j -0.00746074+0.00120972j -0.00123184+0.0103652j 0.00191817+0.0104934j 0.00357593+0.00218771j 0.00083823+0.000847485j 
-0.00759682-0.00135555j 1.9848e-05+0.00148923j -0.00672482-0.00281643j 0.00586716+0.00224885j 0.00249584-0.001535j -0.000921354-0.00557328j 0.00781946+0.00222326j 0.00394327+0.00545363j 0.000926245+0.00249683j -0.0014462+0.00163343j 0.0141123+0.00563164j -0.0128266-0.00288386j -0.00768247+0.00646254j 0.0112481+0.00897349j -0.0106124+0.00260619j -0.00720461+6.80337e-05j 0.00787255+0.0105532j 0.00681692+4.27395e-05j 0.00121676-0.00866649j 0.0168706+0.0137132j -0.00218335+0.00137866j -0.0248772-0.00954977j 0.0205391+0.00479976j 0.022406-0.00517314j -0.0292964+0.000186404j -7.49687e-05-0.0181587j 0.00462305-8.74112e-05j -0.0322174+0.000123474j 0.000316057-0.00590315j -0.0039908-0.0233563j 0.0018556-0.00225322j -0.0135024-0.0259252j -0.0112064-0.00869283j 0.000941817+0.00324429j 0.00184021+0.00134003j 0.00229734+0.00551569j 0.00369288-0.00546849j -0.00392528-0.00408373j -0.00264287-0.00224626j 0.00619252-0.00667975j -0.00351874+0.00135248j 0.00101541+0.00189505j -0.0031873+0.00113275j 2.78367e-05+0.00107997j 0.000772986+0.00523282j 0.000154211-0.00200452j -0.000595435-0.00239356j -0.00549468-0.00519517j -0.000233429+0.00630073j -0.00290109-0.00786326j -0.00156657-0.00564734j -0.00174147-0.00245365j 0.00301656-0.00516018j 0.00334012+0.00737302j -0.000604812+0.00187008j 0.00359905+0.00428445j -0.00409668+0.00515505j 0.00927671-0.011174j -0.0145201+0.00157454j 0.00181794-0.00341974j 0.00958314+0.0012408j -0.00287465+0.00495451j -0.00556082+0.00458199j 0.00805712+0.00545622j -0.0108374-0.00245808j -0.00204561+0.00793904j -0.00315526+0.00813584j 0.00855393-0.000189468j 0.00694328+0.00845418j -0.00342827-0.0032946j -0.00142354-0.00287113j 0.00181287+0.000926868j 
0.00420286+0.000550084j -0.00100128-0.00443099j 0.0055503+0.00331994j -0.000443622+0.00160495j 0.00186944+0.0055602j 0.00507818-0.00122263j 0.00017797+0.00309088j 0.000823776-0.00272883j 0.00168235+0.00114483j 0.00310638-0.004182j -0.00682127+0.00293392j -0.00138514-0.00528865j 0.00460762-0.000267939j -0.00938345-0.00314808j 0.00137557+0.00510144j 0.00603244+0.0119541j 0.00267043+0.0106367j -0.00284443+0.00846361j -0.00590523-0.0103796j -0.00650027+0.02787j 0.00205706+0.00220033j 0.00766464-0.0154594j -0.00474492+0.0200859j -0.00157751-0.00462366j -0.00184265+0.0411511j 0.00864099-0.00825274j -0.0015136+0.0124038j -0.00591173+0.0195831j 0.00401489+0.00993406j -0.00604559+0.0223378j -0.00158415+0.000166441j 0.00219469+0.0021865j 0.00480766+0.00651851j 0.000274096-0.00628333j 0.000186601+0.00379883j -0.00459691+0.00790462j -0.00349856-0.00374046j -0.00182453+0.0108324j -0.00277628-0.00612583j -0.0015286-0.00054677j -0.00362961+0.00294755j 0.00764861+0.00573092j -0.000178874+0.00213736j -0.00263993-0.0100068j 0.000531839+0.0060894j -0.000915428+0.000314504j -0.00272044-0.00238585j -0.00316653-0.00717534j 0.00176834-0.00292105j -0.00638673-0.0136966j -0.00355625-0.0157259j -0.000896218-0.00281659j -0.00706784+0.00125502j -0.00298106+0.0209478j -0.000889006-0.00309682j -0.00357407+0.00232037j -0.0102043+0.00311693j 0.0051265-0.00684176j 0.0039668+0.00377098j 0.00530765-0.00543377j -0.0164629+0.0116704j -0.00251682-0.0002029j -0.00887146+0.01167j 0.010259+0.0142266j -0.0101044+0.00293847j -0.0132294+0.0136164j -0.00392085+0.00531074j -0.00602384-0.00473242j 0.000260785+0.0103298j -0.00174246-0.0021774j 0.00409727+0.00496599j -0.00413016-0.00460856j 
-9.92668e-05-0.00433747j -0.0019013-0.00111749j 0.00146769-0.00106827j -0.00428002+0.0052949j -0.00312831+0.00296225j 0.0030258-0.00600529j -0.00656628+0.00768596j -0.00324803-0.00221002j -0.00176581+0.00239817j -0.00140459+0.00127539j -0.00321306+0.00490501j 0.00426626-0.00396881j -0.000355135-0.00541795j -0.00288+0.00520325j 0.00215725-0.00538768j 0.0044029-0.00627133j 0.00247072-0.00249756j 0.00576658-0.000591311j -0.00577494+0.00768426j 0.00403364+0.00280773j -0.00149012+0.00356184j 0.00385817-0.012465j 0.00777773-0.00217187j -0.0013588+0.0126403j -0.00477933-0.00636158j -0.00327163-0.0231825j -0.019848+0.0189665j -0.0148648+0.016215j -0.0230032+0.00122608j -0.0192839+0.0229282j -0.0220579+0.0119167j -0.00664286-0.00582132j 0.000654673-0.00688904j -0.0136318+0.00480488j -0.00740584-0.00027597j -0.0039779-5.60613e-05j 0.00605507+0.00331033j 0.000910061-0.00275449j -0.000745938+0.000832075j 0.00471068+0.00717102j 0.00249325-0.00683657j -0.00191122-0.00276734j 0.00113778-0.00541341j -0.00145158+0.00101064j -0.000619795+0.000434073j -0.00041342+0.00541253j -0.000570251+0.0028428j -0.00500164-0.00886279j -0.000854721+0.000670175j 0.00314239-0.000484898j -0.00481039-0.000412625j -0.00264262+0.00100249j 0.00294304+0.00483423j 0.000200463+0.0095272j 0.000648823+0.00629703j 0.00575672+0.0133304j 0.00194839+0.0048095j -0.00167165-0.00586722j -0.00624805-0.00880156j -0.00223311-0.0043167j -0.00223358-0.00392475j -0.00847533+0.00452838j -0.00893461-0.00922953j -0.0146296-0.0191137j -0.0058691+0.00496012j 0.00836681+0.00718224j 0.00151493-0.0214583j -0.00146672-0.020847j -0.00177263-0.011203j 0.000170331+0.00812787j -0.00114414+0.0113175j -0.000249366+0.00372127j 
0.00184538-0.000177187j 0.000483135+0.00348261j 0.00276974-0.00139705j 0.000855708+0.00283872j 0.00558376+0.0077051j 0.00337283+0.00495892j 0.00411197+0.00455997j 0.000489681+0.000606767j -0.00143337-0.0107468j 0.00312103-0.00469527j 0.00946081+0.0229502j -0.00166636-0.00611224j -0.000676187-0.00504059j -0.00222044-0.00284515j -0.00513238-0.00753136j 0.00161657-0.0136259j 0.00806855+0.00663994j -0.00463294-0.0150366j 0.00810999+0.0225961j -0.00174138+0.00870044j 0.00354703+0.0029938j -0.00299448-0.0189984j -0.00221519+0.00295295j -0.000715922+0.0175749j -0.0112096+0.0313129j 0.00173296+0.0075878j -0.0106495+0.00685847j -0.00865181-0.0106379j -0.00238496+0.00472343j -0.00721122-0.00750681j -0.00294244-0.00130645j -0.00609039-0.0100839j 0.000300447-0.00277196j 0.000536041+0.00992051j 0.00362795+0.0166265j -0.000313523+0.00372001j 0.000180167+0.0111354j -0.00369445-0.0036537j -0.000957342+0.00937635j 0.000332051-0.00286614j 0.000720756-0.00025084j -2.98532e-05-0.0115839j -0.00183096+0.000376636j -0.00268909+0.000170775j -0.00394401-0.0044337j -0.00437523-0.00452718j 0.00356386-0.00220972j -0.00467076+0.00236516j 0.00558242-0.00453844j -0.00108355-0.00234848j -0.00576116-0.00806854j 0.00139632-0.0040771j 0.0035045+0.00251686j 0.0127912-0.01129j 0.00510154-0.00783892j 0.00128356-0.0137328j 0.00847102-0.00214251j -0.0102992-0.00301151j 0.00454148+0.0183236j -0.0151022-0.00407968j -0.00321923+0.00240172j -0.000404419+0.0145934j 0.0127997+0.00120149j 0.00489423-0.0109836j -0.00611879+0.012109j 0.00507942+0.0107406j 0.0129136-0.0118437j -0.0075478+0.00556329j 0.00280501-0.00238368j 0.00172182-0.00687408j -0.00224441-0.000809159j 0.00106032-0.0006785j 
-0.000742109-0.00152789j 0.000114545-0.000820128j -0.00248423-0.00108252j -0.000637998+0.000868742j 0.000294962-0.00329897j -0.000148029-0.00163466j 0.00389698+0.000758651j 0.00029338+0.00338019j 0.00305003+0.0096804j 0.000414045+0.0031108j -0.00203155-0.00994321j -0.00601977-0.00113809j -0.00438109-0.00377526j 0.00296499+0.00720756j -0.0053702-0.00131596j -0.0029465+0.00769752j -5.07072e-05-0.00513964j 0.00498336+0.00230249j -0.00262815-0.0146693j 0.00802235-0.00498853j -0.00280652-0.00489222j -0.0128213-0.00710965j 0.0126957-0.000351178j 0.00972814-0.00963299j -0.00399895-0.0186326j -0.00178974-0.0168115j 0.00393474-0.0076244j -0.0100337+0.00268842j 0.000357513-0.000288905j -0.000353753-0.00477055j -0.00117473+0.00362401j -0.00395438-0.0122678j -0.00395743-0.00402187j 0.00052724-0.00387884j 0.00107794-0.00684865j 0.0013639-0.00205923j -0.000687622-0.00229856j -0.0021289+0.00126319j -0.00300196-0.00553315j -0.00171741+0.00110838j 0.00105334+0.000341449j 0.00271577+0.00297204j 0.00144504+0.00175922j 0.00157172+0.000636579j 0.00447549+0.00169625j -0.000929988+0.00327196j -0.00383909+0.000201466j -0.00160744-0.0039978j 0.00240929+0.00394392j -0.006574+0.00530317j -0.000677652+0.00327034j -0.00446802+0.000405397j -0.00868845-0.00487323j -0.00546586+0.00940361j -0.00539091+0.00214211j -0.00295359+0.00536961j -0.00178583-0.00191062j -0.000745319+0.00160441j 0.00867307-0.013351j 0.0035604+0.00906639j -0.00836726+0.00484585j 0.00237603-0.0070443j -0.00267549-0.00166931j 0.00247411+0.00894413j 0.00539572-0.00651467j 9.95138e-05-0.00267414j -0.00530511+0.00273241j -0.0121125-0.00750302j 0.00154359+0.00083356j -0.00596394+0.000957888j -0.00302731-0.00100665j -0.00665842-0.000321423j 
0.00491289+0.00514555j -0.00204025+0.00265703j 0.0087671+0.00395576j 0.00214298-0.00213228j 0.00395193+0.00537775j -0.00220231+0.00485547j 0.0102502+0.00644189j -9.46454e-05-0.00401789j 0.0101636+0.00503983j 0.0136839+0.00445486j -0.00516236-0.00154921j 0.00257816-0.00676702j 0.00806034-0.0126379j 0.00460987+0.00786764j 0.00187065-0.015958j -0.0006154+0.00721346j 0.00334573-0.0142895j 0.00370427+0.00357257j -0.0149168-0.0102007j 0.00153177-0.0101514j 0.00878698-0.0080875j 0.020855-0.0310992j -0.000288803-0.00163745j 0.00399049-0.0135434j 0.000399423-0.0257856j -0.00719781-0.00973876j 0.00488882-0.0205759j 0.00609548-0.00370824j 0.00296788+0.00875175j -0.00113954+0.000336857j -0.00301963+0.0015685j -0.00596648-0.0066353j 0.00657224+0.00769309j -3.18284e-06-0.00632171j 0.0016898+0.0107368j -0.0057472-0.00218539j -0.00833961+0.00146723j -0.000740892+0.00159908j -0.0031813-0.00390049j -0.00400678-0.000767484j -0.00385842-0.00712515j 0.00250215-0.00242955j 0.000754815+0.00503779j 0.00221535+0.00368996j -0.00177785+0.00111617j 0.00475815-0.00973105j 0.00656618-0.00395425j -0.00663635-0.00144709j 0.00451872+0.000540061j 0.00798066-0.000606373j 0.0121096+0.00393956j 0.00103667-0.0123841j -0.000439024-0.0171194j 0.00874607-0.00406972j 0.00570991-0.00226219j 0.00490741-0.00113394j 0.00234875-0.022534j 0.00776967+0.00104643j -0.000396092-0.0136918j -0.00151569+0.0157962j 0.00487516-0.0119948j -0.00235789-0.0011381j 0.00158801-0.0137613j -0.00872845+0.0239246j -0.011798+0.00104582j 0.0054816-5.53731e-05j 0.00128878+0.0102285j -0.00472692+0.00386539j 0.00375439-0.00357575j 0.00508983-0.00181117j -0.00103126+0.00533474j 0.00218206+0.00316969j 
-0.00138109+0.00498979j 0.00599013-0.000584691j -0.00732992+0.0027662j -0.00185155+0.00184809j 0.00211956+0.00212824j -0.00068873-0.00113293j 0.00398944+0.00424354j -0.000764826+0.00423168j 0.00377313+0.00163674j -0.000373352+0.00368464j 0.00845231+0.00359577j -0.00668306-0.0025894j -0.00707299-0.00147336j 0.00285592+0.00543329j -0.00498093-0.00132037j 0.0107228-0.00144591j 0.0127682+0.00136986j -0.00813822-0.00764433j -0.00517153-0.00273935j 0.0126865+0.00478169j 0.00437097-0.00931581j -0.0244888-0.000173965j -0.000778579-0.00826549j -0.00756322+0.00398078j 0.0118333+0.0138959j -0.00841091+0.00323187j 0.00824537+0.00351917j 0.0132596+0.0160068j 0.00538407-0.00559584j 0.0180985+0.0150291j -0.00827893-0.00530786j 0.000140992+0.0080917j -0.000962346-0.00204429j -0.00642468-0.0033704j 0.00196609+0.00420084j -0.00568849-0.00330899j 0.00387004+0.0027418j 0.00200756-0.00302946j 0.00254106-0.00295383j -0.00122384-0.00312876j -0.00234005+0.00101224j -0.00640944+0.000167528j -0.00445757+0.00303958j 0.00104512-0.000802869j -0.00141041-0.00432756j 0.00717116-0.00558926j 0.00905345-0.00174467j 0.00870782-0.00458976j -0.0028589-0.00499596j 0.00632755-0.00767255j 0.00164719-0.00498712j 0.0133737-0.0113761j 0.0156409-0.00201176j -0.00512215+0.00473899j 0.00817221-0.00885647j 0.00220154-0.00124558j 0.014484-0.00618442j 0.00162637+0.0162964j 0.0116209-0.000198817j -0.0103131-0.00582417j -0.000554523+0.000938683j 0.00308199+0.000800473j -0.000713821-0.00281648j -0.0262409-0.00083229j 0.00290717+0.00269919j -0.0122918+0.00467737j -0.00748123-0.00627101j -0.00244647+0.00619577j -0.0104869-0.011359j 0.00596311-0.000982565j -0.00709774-0.000875038j -0.00212456+0.000385752j 
0.0030411-0.000494182j 0.00221756-0.0024738j 1.27439e-05-0.00189729j 0.000540392-0.000247378j 0.00562558-0.000657395j 0.0114421+0.00329208j 0.00232616-0.00305938j -0.000743885+0.00363336j -0.00484462+0.001913j 0.00618741+0.00198343j 0.00776216-0.00227656j -0.00211355-0.00886558j -0.013074-0.00856911j -0.00466936+0.00324979j -0.0151154-0.00333235j -0.0137485-0.00386671j -0.00874659-0.0123237j -0.0209956-0.00893658j 0.0234022-0.00407653j -0.016865+0.000127995j -0.01-0.0288705j -0.0249837-0.0168539j -0.0117527+0.0111066j 0.0118351+0.0251317j -0.00411674-0.00584155j 0.0133474+0.0116599j -0.0177064-0.00182131j -0.0162328-0.0182677j 0.000601402+0.00256488j -0.00777969-0.00144067j -0.00275943-0.00390557j -0.00214313+0.00293649j -0.000683865-0.00259551j 0.00327607-0.00412225j 0.00547154-0.00227296j -0.00560081-0.00186528j 0.0117012+0.00655426j 4.03642e-05+0.00256136j 0.006183+0.00343151j 0.000683578-0.00549336j -0.00372055-0.00481618j -0.00163575+0.00690504j -0.000724458+0.00309847j -0.00531794-0.00371151j -0.0114007+0.00316934j -0.00181152-0.000905242j -0.00469506-0.00293862j 0.0045758+0.00860216j -0.00808947-0.00979121j 0.000713884-0.00175347j 9.82532e-05-0.00498945j -0.0085867-0.000557658j -0.00495789-0.00379353j -0.0102053-0.00278137j -0.00195055-0.0043309j -0.0116343+0.00561962j -0.0111873-0.0104302j -0.00101184+0.000447304j 0.012868+0.00257515j 0.00149304+0.00947104j -0.0026658-0.0067053j -0.0010707-0.0038878j -0.00383494-0.0129736j 0.00169194-0.00276612j 0.00367546+0.00257967j 0.00118463-0.00469206j -0.00647424-0.0123879j 0.00682142+0.000964332j 0.00223513+0.00150075j -0.00645999-0.00255522j 0.00165928+0.00635473j -0.00311151-0.00575922j 
-0.000551996+0.0018523j -0.000926395-0.000685488j -0.000232586+0.00192215j -0.00479024-0.00427788j -0.00872733-0.00245107j -0.00359917-0.000289471j -0.00883665-0.00537239j 0.00181583-0.00126443j 0.00615841+0.00670533j 0.00732135+0.00677641j -0.0271238-0.0174393j 1.08952e-05-0.00219952j -0.00525453-0.00197664j 0.00410238-0.0083511j -0.0112066-0.00235946j -0.00129442+0.00406156j -0.0121358+0.00134693j 0.0187635-0.00394296j -0.0120403-0.00680242j -0.0100149+0.0152751j -0.0161461-0.0171332j -0.00551994-0.000270713j 0.0015754+0.0189126j -0.00439709+0.00660369j -0.0560488+0.01067j -0.0110846-0.0105996j -0.0165367-0.00261792j -0.00570645+0.00207514j -0.0109626-0.0027681j -0.00187808+0.000459334j 0.00339436+0.00398422j -7.51426e-05+0.00280953j 0.000783775+0.00344219j -0.00339079-0.00385775j -0.00438725-0.00752032j 0.00559676-0.00458588j -0.00664855+0.00272183j 0.00255693-0.0036806j -0.00538834-0.0108508j -0.00221883-0.00501023j 0.00590408+0.00156707j 0.00340975+0.00883019j 0.00243408+0.0114019j 0.000251259-0.00396043j 0.00421819-0.0104859j 0.00389605+0.00406185j -0.00240619-0.00439062j -0.00432466+0.0181055j 0.00466023-0.0219858j -0.00637202-0.00351899j -0.00225967+0.00520344j -0.00131896+0.00820207j 0.00365023+0.00478505j 0.00416807-0.000746894j 0.00202588-0.0034315j -0.000138462+0.0130128j 0.015748-0.0104833j 0.000358597-0.00569508j -0.000336116+0.0198524j -0.0152033-0.00272713j 0.0102792-0.0108359j -0.00242262-0.00117374j 0.0142455+0.00200706j 0.00509247-0.00925908j -0.00668684+0.00973535j -0.00327186+0.00378117j -0.00234093+0.00341972j 0.00231964-0.00639478j -0.00213263+0.00137464j -0.000570329+0.00272544j -0.00174879-0.0011347j -0.000453312+5.60615e-05j 
0.00192689-8.30167e-05j 0.0018331-0.00194711j -0.00102391+0.00220172j -0.00266598+0.00222569j -0.00322693+0.00393917j 0.00602298+0.00216583j -0.00150537+0.00213864j 0.00415146+0.0012874j 0.00666191-0.00349834j 0.00365459-0.0109314j -0.0116875+0.0128997j -0.000488911-0.00110595j -0.0118177+0.00196753j 0.00673142+8.47048e-05j -0.0159812+0.00278032j 0.005574+0.00656669j -0.0141258+0.0197032j -0.00409753-0.00486504j -0.00978668+0.0098286j -0.0277241-0.00649437j -0.0160548+0.0247671j -0.000271238+0.00886549j -0.00728275-0.0262256j -0.00667472-0.0174606j -0.0467429-0.0171137j -0.0113703+0.0117391j -0.0208393-0.0100917j -0.0108536-0.00595822j -0.00621055-0.00187598j -0.00923565+0.00250328j 0.000711843-0.00233681j -0.000288019+0.00694507j -0.000168051+0.00160888j -0.00302068+0.00320655j -0.00207879+0.00610762j -0.00161968+0.00309755j -0.000830804-0.000638585j -0.00355018+0.0036643j -0.0017915+0.00616924j -0.00121258+0.00511639j -0.00176726-0.00309023j 0.00115237+0.00103261j -0.0020126-0.00584479j -0.000746814+0.00774559j -0.00253012+0.00501802j -0.00309959-0.00517263j -0.00285984+0.00346319j 0.00442636-0.0121658j 2.44064e-05+0.0237723j -0.00135214+0.00431033j -0.00586238-0.000873292j 0.00124783-0.0149775j 0.00419597-0.0213144j -0.00580923-0.00445617j -0.00486802-0.00397825j -0.00552827-0.0140651j 0.00814535+0.00805986j -0.0135468+0.00872124j 0.016914-0.00807153j -0.0124579+0.00762344j -0.00702873+0.00088478j 0.0107555+0.000939508j 0.000645745+0.00182645j -0.0188597+0.0114123j 0.00442302-0.000251201j 0.00655578+0.000800863j 0.00126764-0.000760304j -0.0014538-0.00294375j -0.00178288+8.81905e-05j -0.000566899-0.00369795j 0.000156072+0.000805427j -0.000728171-0.0044933j 
