-0.0071276-0.00663309j -0.00529627+0.0011581j 0.00388803+0.00367956j 0.00907878+0.0165496j 0.0044997+0.00848282j 0.00248347+0.00225136j -0.00399517-0.00148865j -0.00384196-0.0100064j -0.00626168-0.0305745j 0.00513839+0.018481j -0.00614684-0.00516604j 0.00192642+0.0236292j 0.00615928+0.0169209j -0.0050323-0.00213167j 0.00111388+0.0151018j -0.00635123-0.01253j 0.0036615+0.00252695j 0.00205328+0.0110705j -5.67309e-05+0.0014112j 0.00147752+0.000455814j -0.00678502+0.0255907j -0.000114969+0.000441107j -0.00509759+0.00728847j 0.000809622-0.00458297j -0.00578597+0.000964075j 0.00309413-0.0184292j 0.00590338-0.00494626j 0.00532559-0.00218937j 0.021401-0.0103566j 0.00696117+0.00684286j 0.0181983-0.00680562j 0.00278504+0.0147734j -0.0012129+0.00208861j -0.00831616+0.00740871j -0.0115992+0.00730314j -0.00839507+0.00155223j -0.00509279+0.00370682j -0.00493448+0.00669842j -0.00502264+0.000447977j 0.0154432-0.00592152j -0.0128191+0.00732394j 0.0132721+0.00167472j -0.0217372+0.00801673j 0.00897445-0.00781812j -0.00929286+0.00245263j -0.00879857+0.00341802j 0.008346-0.000168692j 0.00534912-0.000496699j -0.00471275-0.000183282j 0.00815641+0.00127936j 0.00674427-0.000420048j -0.00643916+0.000422651j 0.0123974-0.000934598j 0.00749391-0.00457035j 0.0145004+0.00414589j 0.0131187+0.00402746j -0.0101756+0.000529773j -0.00964724-0.00166272j -0.00338883-0.000873514j -0.000685609+0.00029287j 0.00234121+0.00311754j 0.0105606-0.000273208j -0.00629465-0.00518916j -0.0080057-0.00126671j -0.0119123-0.00746949j -0.00116447+0.00299299j -0.00668045+0.00109299j 0.00840024+0.00532437j -0.00479048+0.00158659j -0.00989155-0.00632054j -0.0118864-0.00496435j -0.00786676+0.0017454j 
0.00154808-0.00141934j 0.00194751-0.00316608j 0.00294109+0.00916792j -0.00315643+0.0205755j -0.00141057-0.00660968j -0.00496942+0.000461207j -0.00173649-0.0238614j 0.0135699+0.00425662j 0.0130539-0.00267394j -0.00785616-0.0105109j 0.00858389+0.00566055j 0.0255619+0.0244475j -0.00978342+0.00315567j -0.0107245-0.0134261j 0.00228697+0.00263057j -0.0101678-0.0248743j -0.00858051-0.00154448j -0.0188506+0.00307794j -0.00535953-0.00103567j 0.00941616+0.0255133j -0.0120563-0.00852397j -0.0028948-0.0195783j 0.00548298+0.00854026j -0.00451144+0.00305256j 0.00717059+0.0136512j -0.00790271+0.00353116j -0.00303399+0.00614818j 0.00368935-0.00881373j 0.0014781+0.00797667j -0.00236035+0.000844384j 0.000622051-0.00332006j 0.00820308-0.00219434j -0.00100288-0.011107j -0.00376757+0.0115307j 0.00201143+0.00337225j 0.000802094-0.00217682j 0.00529971+0.0131371j -0.00569794+0.00711711j 0.0152196+0.000436527j -0.00692883-0.016106j 0.0165061+0.00233288j 0.0164832+0.00666965j 0.00296784+0.00443791j 0.00244213+0.0120476j -0.00414549-0.00117559j 0.00487959+0.0111271j -0.010359-0.00940448j -0.0203681+0.0113783j 0.00838844-0.000366996j 0.0117011-0.00148704j 0.0137811-0.00474012j 0.0166742+0.00776618j 0.0171148+0.019149j -0.0050303+0.00977232j 0.00671915+0.00954046j -9.7542e-05-0.00263795j 0.0019091+0.0107315j -0.00193484-0.00947355j 0.00759289+0.000934712j 0.0088884-0.00428562j 0.00813367-0.0031371j -0.00760878-0.0147362j 0.00163008-0.00132874j -8.68568e-05-0.00150397j 0.00294311-0.0075414j -0.00395215-0.00566187j -0.00435073-0.00440673j -0.00275597-0.00186308j 0.00342686+0.00634222j -0.000961431+0.00240037j -0.0008219+0.00167675j -0.00244268-0.0012434j 
0.0045882-0.00107025j -0.00638849+0.0040969j 0.018407-0.005808j 0.00108595-0.00356467j 0.00620298-0.0155102j -0.00870938-0.00219174j -0.00947404-0.0167033j 0.0030403-0.0260865j 0.00671456+0.00259595j -0.00162389-0.00665481j 0.00230807-0.0163361j 0.00446249-0.010084j 1.14877e-06-0.00928073j -0.000341318+0.0140887j -0.00683398+0.00614137j -0.00705699-0.00311377j 0.00219357-0.00515711j 0.00961227+0.00179415j 0.00244348+0.00685218j 0.0111599+0.00695637j 0.0109679+0.01036j -0.0172538+0.00582057j -0.0040872-0.00148858j 0.00256508-0.00673707j -0.00116631+0.0042875j 0.0125802-0.013423j -0.00451055-0.000711673j 0.0014018-0.00207644j 0.008452+0.00888654j -0.00790918-0.00300803j 0.00472543+0.00802776j -0.013361+0.0013065j 0.0180547-0.0128177j -0.00576416-0.00384146j 0.0094672-0.00773834j 0.00873901+0.00642896j 0.00545091-0.00136353j 0.000655167+0.00500517j 0.00861886+0.000747535j 0.00856337-0.00595316j -0.00726307+0.00311182j 0.0177216-0.00905602j -0.00635241+0.000684692j -0.000516242-0.000210388j -0.0122827+0.00961336j 0.00757393-0.00537145j 0.00421602-0.00347497j 0.00921321-0.00106787j 0.000444954-0.0072585j 0.00514717+0.00676731j -0.0107366-0.00130352j 0.011674+0.000993729j 0.00306916+0.00607625j -0.0125184-0.00666836j 0.00213317+0.001075j 0.00689614+0.00790733j 0.0104245+0.00153324j 0.00045868+0.00150379j 0.00537822+0.00160951j -0.00391357+0.000486801j -0.0027773+0.00154091j -0.00393927+0.00086013j 0.00445761+0.00116298j 0.00921289-0.00226431j 0.00735361+0.00554297j 0.00688306-0.00176596j -0.00167325+0.00152485j 0.00135671+0.00111669j 0.000132496-0.00258414j -0.00260429-0.0027155j 0.00173168+0.00346068j 0.00752567+0.00430156j 
-0.00307821+0.00162316j -0.00594156+0.0029509j 0.0127877-0.0018816j 0.00406837-0.015771j -0.00262293+0.00800617j -0.0015008+0.00402408j -0.0262106-0.00449258j -0.0136563+0.0153096j 0.00383361-0.00827577j -0.000173339-0.013103j -0.011913-0.00462923j -0.00838939+0.00231308j -0.0096829-0.0112311j 0.0146686-0.0221971j -0.00489509-0.0305547j 0.00518282-0.00443031j -0.00596231+0.00724328j -0.000478022+0.00432181j 0.0106761+0.0039492j 0.00254243-0.00182845j 0.0148029+0.00772261j -0.00253472-0.0134303j 0.0104944-0.00788182j -0.013267+0.00729556j 0.00296642+0.00709704j -0.010049+0.0029125j 0.00396944-0.00123832j 0.00172762+0.00424324j 0.0029974+0.000590339j -0.0137033+0.00866101j 0.00942711-0.00250464j -0.0116784+0.00376395j 0.00225656+0.0065216j 0.0175002-0.0127212j 0.00870679+0.00978321j 0.00548589-0.0030716j 0.000745914-0.00437872j 0.0153939+0.00337169j -0.00217041-0.000326256j -0.00315852-0.00761766j -0.00619307+0.0163263j 0.00858646-0.00878628j 0.0048471+0.00549193j 0.0131704-0.00810887j 0.00887446+0.0105114j -0.00468149-0.00158145j -0.00747084+0.00741302j 0.00930481+0.00232179j 0.00748093-0.00221587j 0.00396001-0.00901869j -0.0104122+0.00695057j 0.0164775-0.00190843j 0.0109571-0.0028232j 0.00952265+0.0112866j 0.000563943-0.000632034j -0.00146641+0.00286327j 0.00286247-0.00274026j -0.0105219-0.00279917j 0.00385344-0.00987006j 0.00192326+2.03177e-05j 0.00506909+0.000622501j 0.00418889-0.00186787j 0.00248236-0.00030906j -0.00398165-0.00356705j -0.00352545+0.00191385j -0.00660042-0.00180847j -0.00488683+0.00419178j 0.00316138-0.00259619j 0.00525977-0.00803758j 0.000794755-0.00065464j 0.00280536-0.00661342j 0.0010794-0.00342062j 
-0.00366341+0.00387018j -0.00470575+0.00094053j 0.00254532+0.0013411j 0.00172775-0.0245235j -0.002704+0.00286981j -0.0139135-0.0140945j -0.0208295+0.0261325j -0.00424757+0.013912j 0.00406087+0.0306377j 0.00443752+0.00266819j 0.000270585-0.0240987j 0.0115158+0.0288244j 0.00611486+0.00102506j 0.013286-0.0301127j -0.00214161+0.0282087j -0.0186262-0.00486624j -0.00197553-0.00251227j 0.00232411-0.0045861j -0.000122012-0.0105854j 0.0183604+0.0313493j -0.0027422-0.0111094j -0.00136623+0.00154733j 0.00195385+0.0199462j 0.00494769+0.00453891j -0.00239469+0.00650372j 0.0166448-0.0170569j 0.00830127+0.00683395j -0.00354404+0.0118355j -0.00438783-0.00692433j -0.00229423+0.00539182j -0.00379303+0.00772477j -0.00718342-0.00579021j 0.0047712+0.0131959j 0.0126173-0.0102952j -0.00231423+0.0139035j 0.0118637+0.00714674j 0.000730369-0.00202338j 0.00451553-0.00088519j 0.00233575+0.00118715j 0.0134529-0.00431348j -0.020867+0.00351513j -0.012027+0.00724082j -0.0154075+0.00451354j -0.00936501+0.0115162j -0.00183983-0.000855434j -0.00415482-0.00230267j 0.0116188-0.0105631j -0.00483859-0.00142312j 0.000812033+0.00998624j 0.00921525+0.00746568j 0.00235456-0.000176312j -0.0143513+0.00541277j -0.0139737+0.0150058j -0.00800606-0.00247239j 0.00406473+0.00376583j -0.00813234-0.0117996j -0.00468575+0.00444679j 0.000527168-0.00381816j 0.00480013+0.00377077j 0.00732635+0.00550772j 0.00219005+0.00948239j 0.00597971-0.00269186j -5.21726e-05-0.000426392j 0.00028743+0.000891267j 0.000936635+0.000304638j 0.00358431-0.00879706j 0.00290988-0.00334998j -0.00277316+0.00360951j 0.00285826-0.00522446j 0.00269598-0.000341325j -0.0019223-0.00183626j 0.00160878-0.000105679j 
0.00214916-0.00168378j -0.0150389+0.0108035j -0.00781688+0.0323857j -0.00605821+0.00789894j -0.0169238+0.0185552j -0.0208479+0.017213j -0.00942096-0.00404824j -0.019806-0.0216131j 0.0066062-0.000851302j 0.00133481+0.00649694j -0.00395569-0.00217719j -0.0122761-0.026113j 0.00745352+0.000377475j 0.0173029+0.0270655j 0.0190623+0.0092422j -0.00202043+0.00721214j 0.00174411-0.00250677j 0.00506651+0.00386456j -0.0050576+0.00171733j 0.0105843-0.00539062j -0.000222181+0.00283283j 0.0022624+0.00924449j -0.0027067-0.00889218j 0.00992147-0.00491301j -0.00547361+0.0032362j 0.00862999-0.00929196j 0.00609397-0.0101879j 0.00842483-0.0108274j -0.00647856+0.0107817j -0.00582663+0.00935127j -0.00229348-0.0041614j 0.00736736-0.0117286j -0.00983649+0.00115116j 0.00479778+0.00600685j -0.00873651+0.0133641j 0.00970314+0.00046284j -0.00134379-0.00818938j 0.000921965-0.0152577j 0.000618502+0.00841844j -0.0114316-0.0107517j 0.00445191+0.000811541j 0.00205875-0.00375378j 0.0071287+0.00318282j 0.00811431+0.000684829j -0.00601696-0.00167827j 0.000245869+0.00859037j -0.00308754+0.00248921j 0.00949086-0.0100665j 0.00133507+0.00231718j 0.00110162+0.00256924j -0.00521506+0.00486454j 0.00273573+0.0155895j 0.00643623+0.00733847j 0.0100329-0.00285291j -0.00189245+0.00103967j -0.00936903+0.00491358j 0.0017169+3.78344e-05j -0.000105081-0.00107364j 0.000155189+0.00696116j -0.00617856-0.000780921j -0.00161481-0.00518598j -0.00436542-0.000361664j -0.000484377-0.00371829j -0.00656465-0.00157724j -0.00854296-0.00369705j 0.000676324-0.000459656j 0.0032079-0.00314019j -0.00467898+0.000338664j -0.00122971+0.0035175j 0.00193344-0.000839439j -0.000137621+0.00520782j 0.00243101-0.000470925j 
-0.0139094+0.00673134j -0.000123326-0.000300349j 0.0133756-0.00103838j -0.00158229+0.0235236j 0.00422144-0.0132071j -0.00759201+0.0122128j -0.024146+0.00264242j -0.0140029-0.014831j -0.000340689+0.0045731j 0.00119011-0.000200414j 0.00844335-0.00161447j -0.0147977-0.00380315j -0.00075261-0.00352071j 0.0240718+0.0128606j -0.00332607+0.0110014j 0.00786063+0.00469992j -0.000825583-0.00928215j 0.000809212-0.00175585j 0.00540457-0.000472632j -0.00410942+0.000971421j 0.0132962-0.00246764j 0.00353906+0.00846655j -0.00162231-0.00264041j -0.00450759+0.00538302j -0.00686799-0.00136674j 0.00641564-0.00619321j 0.00723238-0.00919914j 0.000861039+0.00665289j -0.00513622+0.0150917j -0.00592598-0.00423205j 0.0021156-0.00745437j -0.00040407+0.00420428j -0.00278579-0.00504544j 0.00630251-0.00463048j 0.00322952+0.00122357j 0.00714782-0.00348405j -0.00858122-0.00384497j -0.00679967-0.00162355j 0.00647163+0.0147851j 0.00593726-0.0134985j 0.00586561+0.00517583j -0.00671281+0.00351968j -0.0028536+0.00139649j -0.0130058-0.00647906j 0.00159162-0.00102233j -0.00254628+0.00338367j 0.0115636+0.00325587j -0.00135319-0.00751653j -0.00544888+0.00315045j -0.00727583+0.00847248j 0.00817104+0.00953198j -0.00359153+0.000959723j -0.0140195-0.00316172j 0.00188477-0.00449195j -0.00201547+0.00219117j 0.00196806+0.000603994j -0.0101129-0.00252186j 0.00352685+0.00151706j 0.000354449+0.00713304j 0.00270945+0.00667911j 0.0021583+0.00409795j 0.00392483-0.00100272j 0.000499908-0.00323362j -0.00676493-0.00142275j -0.00417082+0.00034383j -0.00203258+0.00244273j -0.00332945-0.0017956j -0.00585408-0.00230539j 0.00632802-0.000273896j 0.00340895+0.00163881j -0.0027655-0.00221775j -7.81521e-05-0.000504078j 
0.0035988-0.00811158j 0.0109749-0.00650844j -0.000935716-0.000590247j 0.00661655-0.0130756j -0.00898274+0.00808499j 0.00446089-0.000896407j 0.00688538+0.0106106j -0.0184926-0.00146576j 0.00839039+0.00446717j 0.00633328+0.0047515j -0.0115672-0.0072412j -0.000619745-0.00912171j 0.00902593-0.00208432j 0.00919084+0.00714272j 0.0210728+0.00713504j -0.00506555+0.0141241j 0.00116942-0.0033493j 0.000604749-0.00268011j -0.00719376-0.000283227j 0.0116766-0.00888177j -0.00689088+0.00289782j 0.00604325+0.0118128j 0.00254969+0.00575111j 0.00548945-0.0116462j -0.00183063-0.00221323j 0.000430594-0.0131333j 0.00554172+0.000908702j -0.00073341+0.00290953j -0.00180089-0.00617354j 0.00156673-0.00265461j -0.00253725+0.00939245j 0.00212743-0.004076j -0.00539685+0.00493438j -0.00147466-0.000832469j 0.00845117+0.000214326j 0.000509291+0.0101046j 0.00437035-0.00698146j -0.00595898-0.00524646j 0.00932407+0.00700396j -0.00269962-0.00111229j 0.00311285+0.000414935j 0.007262+0.0080992j 0.00172378+0.00146289j 0.0110526-0.00235969j -0.00558169-0.0022226j -0.00404276+0.0029592j -0.00741523-0.00451871j -0.00478198-0.00728748j 0.00930212+0.00121873j 0.00238908+0.00159268j -5.25703e-05-0.00229715j 0.0108384+0.0122969j 0.0135215+0.00662488j 0.00229299+0.000579227j 0.00200925-0.00312616j -0.00524929-0.00133137j 0.00207936-0.0015115j -0.00649394-0.00028179j 0.000620237+0.00567179j -0.00466759+0.00397786j -0.00258461+0.00512863j 0.00130655-0.00180558j 0.000990607-0.00124993j -0.00325899-0.00162331j -0.00188071-0.00195306j -0.00329397-0.00460212j 0.00422281-0.00933521j -0.000172303+0.00274863j 0.000512506+0.00219059j 0.000790431-0.00129847j -0.00100562+0.00259489j -0.00125287-0.0028026j 
0.0012345+0.00618956j 0.00260858+0.0105116j 0.0107708-0.00178327j 0.00555696+0.0270493j 0.00143053-0.0160497j -0.010382+0.012586j -0.0211104-0.0013238j 0.0114722-0.01551j -0.0029051+0.00218696j -0.00389433+0.00360803j 0.0191914-0.000485628j 0.0133758+0.00333256j -0.00174195+0.00468407j -0.00376068+0.00503035j -0.0157821+0.0100757j -0.00853146-0.00656591j -0.000640951-0.00149783j -0.00484336+0.000853182j 0.00491554-0.00311487j 0.000975634+0.0128807j 0.00153602-0.00559841j -0.00734196+0.00104025j -0.00122138-0.00370628j -8.53855e-05+0.0170738j -0.000723815-0.00247709j 0.0102913+0.0056902j 0.00601519-0.004573j -0.00329066+0.0112471j -0.00795641+0.0143207j 0.00356336-0.00763721j 0.00105842-0.014486j -0.000469838+0.00949633j -0.000421474-0.00934218j -0.000544085+0.00225642j 0.0112814-0.00647075j -0.0143021-0.00478052j -0.00074099+0.00522068j 0.00486086+0.00457327j -0.00834487+0.00950662j 0.00691943+0.000364176j 0.00529048+0.00746127j 0.00502783+0.0106266j -0.00573819-0.00244079j -0.00164912+0.000660939j 0.0085612+0.00364646j -7.61059e-05+0.00111162j -0.00218799-0.00100343j 0.00290592+0.000478358j -0.00639191+0.00178513j -0.0157048-0.00865719j 0.00699777-0.000757478j -0.00944347-6.52501e-05j -0.00669541+0.000601548j -0.00222568-0.00242006j -0.00217091+0.00568907j 0.00394995+0.0012124j 0.00387355+0.000293501j 0.00318951-0.00534301j -0.00670167-0.00321561j -0.000166255-0.00588693j -0.00357684-0.00718282j 0.00342412+0.00363303j -0.00146629+0.00305705j 0.00191528+0.00163038j 0.00291677-0.00208248j -0.000323958+9.59344e-05j 0.000762254+0.00772237j -0.00177851-0.00150491j 0.00359973-0.00200335j -0.00048745+0.00198863j -0.00154567-0.00202029j -0.00269886+0.00204878j 
-0.0119597+0.00904905j 0.00183412-0.00178623j 0.00654471-0.0100883j 0.00229157+0.0106129j 0.00477923-0.0131643j -0.00449486+0.00500404j -0.00242018+0.0204064j 0.0170094-0.0143291j 0.00767875+0.00877367j -0.00369541+0.0119526j 0.00490968-0.0110434j 0.0284572-0.0127118j 0.0045974+0.00340303j -0.0218835+0.00973417j 0.00468952+0.0144016j -0.0148827+0.0136581j -0.000451599+0.000795747j 0.000457582+0.00123312j -0.00423419-0.00622059j 0.0181531+0.00284957j -0.00804355+0.000112094j -0.0106926+0.0113223j 0.00813257+0.00210862j 0.00762201+0.00736542j 0.00278059-0.00676178j 0.00573371-0.00290263j 0.00580736-0.00102862j -0.00362737+0.0143074j -0.00372918+0.00299151j 0.0078397-0.00697933j -0.00438815-0.00425159j -0.000922484+0.00591671j -0.00176556-0.00105072j 0.00348456-0.0016825j 0.0113076-0.00256234j 0.000152001-0.000127546j 0.0186729+0.00328765j 0.0103624-0.00411854j 0.00464435+0.00329264j -0.00349436+0.00136223j -0.000122081+0.00566423j 0.0125818+0.0019438j -0.00233214+0.00147336j 0.0156696+0.00298045j 0.00419894-0.00679397j -0.00178678-0.00273738j -0.0127745-0.00151078j 0.0144092+0.00612826j 0.0039399+0.000677557j -0.00626546-0.00250654j -0.0146145-0.012849j -0.00330873+0.00993097j 0.00800673+0.00610337j 0.00480662+0.00482436j 0.00422982+0.00274665j -0.00854894-0.00562578j 0.0110362+0.0013542j -0.00931725-0.00843457j -0.00847358-0.00335577j -0.00601484-0.0080836j -0.00217351-0.00365003j -0.000708343+0.000521275j -0.00072247+0.0066976j 1.63448e-05+0.00295477j -0.00329853-0.00370107j 0.000666673-0.0031368j 0.00460956+0.00376311j -0.00122497+0.00475148j -0.00341509-0.00739811j 0.0033793-0.00023003j -0.00298365+0.000262453j 0.00161257+0.00341479j 
-0.00127859+0.0122199j 0.00288546-0.0101526j 0.0124295-0.0319726j 0.0129201+0.0137531j 0.00261283-0.0300078j 0.0103581+0.00813394j -0.00962697+0.015795j -0.0102661-0.0123908j -3.0358e-05-0.00182264j 0.0033757-0.00521508j 5.79035e-05-0.0108304j -0.00360925-0.00511778j 0.000252149-0.00857522j 0.00922121+0.00190162j 0.00697583+0.00320791j 0.00299878+0.0143676j -0.00383485-0.0109967j -0.00798244-0.0027971j 0.00217814+0.00264789j -0.00309423-0.00838978j -0.000437472+0.00556776j 0.00523958+0.0075092j 0.00515332+0.0091723j -0.0106548-0.00326372j 0.00469125-0.0062386j -0.00616752-0.0057812j 0.00179598+0.00234161j -0.0127883+0.0216163j -0.000206254-0.00334744j 0.00630705-0.0244513j -0.000167762+0.00939123j -0.00259845+0.017279j -0.00506407-0.0106438j 0.00194881-0.00833073j 0.0122206-0.0098559j 0.00327289+0.0101925j -0.00495539-0.00703883j -0.0131153-0.00101315j 0.00217244+0.00991687j -0.0035676+0.000557253j -0.00099733+0.00111348j -0.00466122+0.00717808j 0.0027503+0.000917468j 0.00566755+0.000980554j -5.20455e-05+0.00418209j 0.00103531+0.00312749j -0.00190939-0.00515871j -0.0131292-0.00842073j 0.0076794+0.00149115j 0.000783292+0.00457039j 0.00704686+0.000322775j 0.0131561+0.00395525j 0.00934688+0.00223501j -0.00154982-0.00524672j 6.61654e-05-0.00225531j 0.00133864+0.00129757j 0.000208887-0.00232771j -0.00333982+0.00166561j 0.00340271+0.0027455j -0.000864267+0.00592721j -0.00548237+0.00644504j 0.00604151-0.00107396j -0.0027496-0.00206316j 0.000372941-0.00032522j 0.00301027+0.00276599j -0.00233301-0.00148328j 0.00370744-0.00626017j 0.00475036+0.00444801j 0.000208411-0.00143073j -0.0038358-0.00136253j 0.00357021+0.000524949j -0.000787427-0.00459899j 
-0.00584155+0.0119603j -0.00817807+0.0164896j -0.00390319+0.0102343j -0.026865+0.0139346j 0.0131343+0.00986851j -0.0164974+0.0229954j 0.0280143+0.0096595j 0.0120783+0.0105613j 0.0159666-0.00512807j 0.00618718+0.00234898j -0.00213478+0.0036874j 0.00538826-0.0044194j -0.00107499-0.00970224j -0.00304293-0.0048055j 0.013578-0.0101398j 0.0120327+0.00992421j -0.0094265+0.00196024j -0.00108647-0.00340633j -0.00347442-0.00153933j 0.00303651-0.00786627j -0.00185755-0.00338543j 0.0111354+0.00334092j 0.01152-0.00701429j 0.00094385+0.0036183j -0.00510319+0.00310071j -0.00130155-0.0110001j 0.00562075-0.0176712j 0.0110143+0.00535461j -0.013973+0.0207062j -0.00242861+0.00293995j 0.00799787-0.0174046j -0.00937108-0.000312822j 0.0201258+0.0082908j 0.000214348+0.00835923j 0.00175177-0.0173273j 0.0196743-0.00174871j -0.000669075+0.000782476j -0.00107096+0.00609643j 0.0138093-0.0102283j 0.0150105+0.00467076j -0.00503983-0.00874745j 0.014828-0.00764591j -0.00643016+0.00027324j -0.00200724-0.00439133j -0.00209181-0.0083708j -0.00152562-0.0022421j -0.00463619+0.00406085j -0.00666682-0.0011344j 0.0123395+0.000973047j 0.000331498+0.0121725j -0.00737568-0.00660636j 0.0130002+0.000264098j 0.00177827-0.00120643j -0.00605867+0.00336974j 0.00244043-0.003148j -0.000812262-0.00665318j -0.000590461-0.001375j -0.00760203+0.00211027j 0.000790029+0.00260197j 0.0025085+0.00301622j 0.00569337+0.00747859j 0.00487107-0.00410012j 0.00444752+0.00462898j 0.00471022+0.00602417j 0.00472005+0.00590867j -0.00377272+0.00113441j -0.00327004-0.00577555j 0.00516408+0.00428772j -0.0014327-0.0017281j 0.00102293-0.00338466j -0.000282532-0.00495852j 0.000292069-0.00129245j 
-0.00963299+0.0133324j 0.00616685-0.0141212j 0.0078264+0.0257091j 0.0213824+0.00537572j 0.00778567+0.00451737j 0.0111732-0.00908145j -0.00471769-0.0211014j 0.00916949-0.00747121j -0.00445298+0.00206328j 0.0159489+0.00667632j 0.010487+0.00180522j -0.00106699-0.00916402j 0.00578739+0.00562282j 0.00786698+0.00968102j -0.00360021-0.010076j 0.00933587-0.00090675j 0.00844361+0.00499049j -0.0111516+0.00428594j -0.00660421+0.00327561j -0.00616891+0.00455505j -0.00926178+0.0125231j 0.0076662-0.0123276j 0.00242644-0.00331106j -0.00599632+0.00550489j -0.0037137-0.00563433j 0.0061501+0.0142948j 0.00441868+0.00581832j -0.00546618+0.0110366j -0.0131551+8.79846e-05j 0.0114019-0.0165321j -0.0122336-0.000424803j 0.00486074+0.00115788j -0.0035094+0.00156845j 0.0187877+0.0107457j -0.0127462+0.00611059j -0.00590578-0.00627417j 0.0116147-0.0111227j -0.00324869-0.0103235j -0.0155129-0.0085036j 0.0255006-0.00744571j -0.0193974+0.00956484j -0.000451082+7.22896e-05j -0.00510718-0.000791918j 0.0069629+0.000680411j -0.0171857-0.00435119j -0.00532215+0.00382109j 0.000790317+0.00393345j 0.00357762+0.00335881j 0.000981961-0.002031j 0.00404792-0.000375665j -0.00962142+0.00432873j -0.00675337+0.0028542j -0.000450026-0.00467124j 0.00411697+0.000771251j -0.00640677-0.00136711j -0.00587139-0.00158874j -0.0016148+0.000869075j 0.00350781+0.00558288j -0.0021909+0.00554836j -0.00266651-0.000277936j 0.00153395-0.0029521j -0.00222831+0.000314144j 0.00596431-0.00356502j 0.00674941-0.00196201j 0.00492305-0.00956273j 0.000876168+0.00375582j -0.00473828-0.00340105j 0.00446241-0.00965114j -0.00268873+0.0105775j -0.00140556+0.000197932j -0.00782822+0.00466357j 0.000376211+0.000788305j 
-0.00789005-0.00249818j 0.000938846-0.00379278j 0.0400789+0.00873271j -0.0252768-0.0277414j 0.041669+0.0251444j -0.00745421-0.00169619j -0.0103052+0.00952906j 0.0161551+0.0179939j 0.00504698+0.000138614j 0.00797327-0.00777636j 0.004813+0.00164626j 0.00202392+0.00986413j 0.00881438-0.00729674j -0.00362189-0.0191987j -0.0111728-0.00682486j -0.00969652-0.00221926j 0.0126974-0.00344087j 0.00114516-0.000289762j -0.00156318+0.00659535j 0.00111288-0.000740564j 1.03172e-05+0.00666892j -0.00895279-0.00733883j -0.00719403+0.00341382j -0.000653135-0.00454328j 0.003554+0.00442961j 0.00501754-0.00529294j 0.00252178-0.00162363j -0.0153666-0.00247059j -0.00401114+0.00648784j 0.0161774-0.00292144j -0.00771406-0.00400979j -0.00937224-0.00227851j 0.000253638+0.00495968j 0.0169057+0.0206324j -0.000587914-0.00789674j -0.0113304+0.0143206j -0.00621784+0.000696994j -0.00804576-0.00231006j -0.0122709+0.00040304j -0.00867082-0.00648396j 0.00888566-0.00598903j 0.00249712-0.0129113j 0.00277408+0.00701991j 0.00417121+0.000335001j 0.00957304+0.00728526j 0.00205484+0.000844702j -0.00943393+0.00548661j -0.00555937+0.00299221j -0.00879314+0.00152195j -0.0124995-0.00153154j 0.00964946-0.00132628j -0.00170257-0.00416505j 0.0081887-0.000974508j -0.00378527+0.00831947j -0.00313755+0.000457118j 0.00840699-0.00304286j 0.00596103-0.00436246j 0.00465861-0.00011603j -0.00412357+0.0039595j -0.00281148-0.000799298j -0.00928094-0.00307127j 0.000441161+0.0028934j -0.00589709-0.00337807j 0.000390008-0.0080105j 0.00426451-0.0110585j 0.00230378-0.00263076j 0.00558079+0.00423539j -0.00100765-0.003292j 0.00159155+0.00126867j -0.00286764+0.000810444j 0.00250673+0.00577663j 0.00220665-0.0039702j 
