-0.0720061-0j -0.0103932-0j -0.0590299-0j -0.0104351-0j -0.000869593-0j 0.0353457-0j -0.0362942-0j 0.00589094-0j 0.00360745-0j -0.00604903-0j 0.000736368-0j -0.00370426-0j -0.000756128-0j 4.33909e-05-0j -4.45553e-05-0j -0.0260693-0j 0.0317417-0j -0.0188178-0j -0.00420692-0j -0.00343494-0j 0.00512229-0j -0.00049579-0j -0.00303672-0j -0.000429367-0j 0.00418233-0j -5.06014e-05-0j 0.000603668-0j -0.00247947-0j 0.000522792-0j -2.30963e-06-0j -0.00035788-0j -0.000309933-0j 6.16116e-05-0j 2.81217e-06-0j -3.6526e-05-0j -1.66718e-06-0j -0.0204805-0j -0.0238939-0j 0.0434266-0j -0.00323826-0j 0.0205718-0j -0.00862378-0j -0.00256007-0j -0.00377796-0j -0.00170671-0j -0.000369514-0j 0.00686634-0j 0.00325269-0j -0.00298674-0j -0.000426678-0j -0.00136354-0j -0.00199116-0j -0.000150853-0j 0.00542832-0j -0.000431099-0j -3.55565e-05-0j 0.00361888-0j 0.00078351-0j 0.00257148-0j -3.77133e-05-0j 0.00171432-0j -0.000497791-0j 0.000371161-0j -0.00107797-0j -3.14278e-06-0j 0.00090472-0j -0.000175996-0j -0.000718648-0j -4.14825e-05-0j -0.000155592-0j -1.17124e-07-0j 0.000319867-0j 7.53933e-05-0j -4.39989e-05-0j 0.00042858-0j 7.99667e-05-0j 0.000151526-0j -3.66657e-06-0j -0.000179662-0j 3.5715e-05-0j 3.78815e-05-0j 6.66389e-06-0j -6.35201e-05-0j -1.36645e-07-0j -1.49718e-05-0j 3.15679e-06-0j 2.48349e-07-0j -1.588e-05-0j 1.17647e-07-0j -1.32334e-06-0j -4.93178e-08-0j 
-5.06014e-05-0j -0.100133-0j -4.14825e-05-0j 0.0010553-0j 0.387811-0j 2.48387e-05-0j -2.55053e-05-0j -0.000595747-0j 2.53509e-06-0j 0.000611733-0j 0.00709456-0j -2.60312e-06-0j -0.00728494-0j -0.0799297-0j 0.0820746-0j 3.65426e-05-0j 2.23061e-05-0j -1.3224e-05-0j -0.000848629-0j 4.81491e-06-0j -0.000518013-0j 0.00952807-0j 0.000307101-0j -8.66128e-05-0j 2.93908e-06-0j -0.0450135-0j 0.00581605-0j -1.74241e-06-0j -5.28695e-05-0j -0.0214405-0j -0.00344801-0j 3.13433e-05-0j -0.0274768-0j -0.0130875-0j 0.0162894-0j 0.00775886-0j -1.43924e-05-0j 3.34933e-05-0j 3.05175e-05-0j 0.000327482-0j 1.44566e-05-0j -6.06025e-06-0j -1.79905e-06-0j -0.000762099-0j -1.19937e-06-0j -0.00356009-0j -0.000694388-0j -0.000328942-0j 4.18666e-06-0j 4.31496e-05-0j 0.000137894-0j 2.79111e-06-0j -1.0601e-07-0j 3.81468e-06-0j 0.00828484-0j 0.015857-0j 2.54312e-06-0j 0.00754875-0j 1.80707e-06-0j -0.00036335-0j 1.20472e-06-0j -0.000100415-0j 0.00357596-0j -7.57532e-07-0j 0.00578926-0j -9.14937e-05-0j 2.46701e-07-0j -5.05021e-07-0j -0.0369016-0j -0.00149906-0j 0.00109588-0j 2.24782e-07-0j -0.033623-0j 0.000845568-0j -4.3342e-05-0j 0.000770441-0j 1.06483e-07-0j -0.0134725-0j 1.81691e-05-0j -0.0159277-0j 0.00036497-0j -0.0122755-0j -4.4638e-08-0j -0.00255028-0j 0.00667696-0j -0.00581507-0j -0.00232369-0j -0.000152997-0j -0.00110077-0j 0.0024377-0j 0.000461445-0j 
0.0590282-0j 0.00846606-0j 0.000488631-0j 0.393124-0j -0.00103588-0j -0.000306063-0j 0.000309109-0j 0.00241293-0j 0.00604219-0j -0.00243694-0j -0.0586528-0j -0.00610233-0j 0.0592366-0j 7.22187e-05-0j -7.29376e-05-0j 0.000443056-0j 0.000267031-0j -0.000146834-0j -0.00338203-0j -0.00561675-0j -0.00203836-0j -0.000805577-0j 0.00112085-0j 0.0667668-0j -0.00338523-0j 0.0119073-0j -0.000485524-0j 0.00186147-0j 0.0402406-0j -9.44078e-06-0j 0.000266979-0j -0.0221274-0j 0.00717656-0j -5.68999e-06-0j -0.00394623-0j 3.1288e-06-0j -0.000174499-0j -0.000394524-0j -0.000124668-0j 0.00130511-0j 0.000178062-0j -0.000350828-0j 0.00209865-0j 0.00295072-0j -1.45416e-05-0j 0.000300998-0j 0.000932416-0j -0.00133176-0j 0.00474484-0j -0.0165453-0j 0.00262391-0j -3.2877e-05-0j 0.000373564-0j 0.00149935-0j 0.000680525-0j 4.35968e-05-0j -1.0389e-05-0j 0.000215043-0j -0.00214151-0j -0.00594219-0j 1.48385e-05-0j -0.0374072-0j -0.000307144-0j 0.00421932-0j -0.000495199-0j -0.0118205-0j 0.000844589-0j -2.92357e-05-0j 9.85677e-05-0j 0.000605153-0j 2.88217e-07-0j 0.000266887-0j 3.1147e-05-0j -0.0134347-0j 0.0168831-0j -0.00424531-0j -0.000381192-0j -0.00111959-0j -0.0332641-0j -4.4487e-05-0j 0.00606353-0j -0.000353787-0j 0.000751046-0j 6.51628e-07-0j 8.76508e-05-0j 0.000505311-0j 2.05912e-07-0j -0.0119467-0j -2.94102e-07-0j -0.000995593-0j 5.79457e-07-0j 
-0.00247947-0j -0.00035788-0j -0.579826-0j 0.000703305-0j 5.86087e-05-0j 0.0012171-0j -0.00114454-0j -0.0295633-0j 0.000124219-0j 0.027801-0j 2.53562e-05-0j -0.000116815-0j -2.38447e-05-0j 1.49413e-06-0j -1.40506e-06-0j -0.000897675-0j -0.00213932-0j -0.00250891-0j -0.000144862-0j 0.017238-0j -0.000345231-0j 0.00248809-0j -0.000404873-0j -1.47849e-05-0j 0.0410813-0j -1.74241e-06-0j 0.00592957-0j 0.0481784-0j -3.5235e-05-0j -7.953e-08-0j 0.00695395-0j -4.13222e-05-0j -4.15249e-06-0j -1.89534e-07-0j -4.86986e-06-0j -2.22278e-07-0j -0.000705229-0j 0.0016104-0j 0.00149536-0j -0.000111507-0j 0.000648737-0j -0.000345528-0j -8.81536e-05-0j 0.000254627-0j 0.0171888-0j -1.27239e-05-0j 0.000236436-0j 0.000102574-0j 0.0002013-0j 0.00214125-0j -5.46328e-05-0j -0.0392509-0j -5.1945e-06-0j 0.000186919-0j 2.90552e-05-0j 0.000178438-0j -0.0364468-0j 2.69795e-05-0j 8.10921e-05-0j -1.29863e-06-0j -0.0158119-0j -0.00488958-0j 1.17046e-05-0j -4.3191e-05-0j -1.08219e-07-0j -0.00454028-0j 1.18617e-05-0j 0.00842168-0j -0.000407465-0j -6.23409e-06-0j -4.03308e-09-0j 1.10143e-05-0j -0.000378356-0j 2.96543e-06-0j -0.00196973-0j 2.75358e-06-0j 4.7784e-06-0j 2.47119e-07-0j 0.00104911-0j -0.000164144-0j 1.1946e-06-0j 2.29465e-07-0j -2.54506e-06-0j 9.20959e-09-0j 8.74259e-05-0j 9.955e-08-0j 8.55167e-09-0j -6.36264e-07-0j 3.71001e-09-0j -5.3022e-08-0j -1.97601e-09-0j 
0.0511199-0j 0.00733182-0j -6.19978e-06-0j -0.00498797-0j 1.31433e-05-0j 0.000786672-0j 0.000260181-0j -0.00620193-0j -0.0155302-0j -0.00205121-0j 0.150755-0j -0.00513641-0j 0.0498602-0j -0.000185623-0j -6.13925e-05-0j -0.000192359-0j 1.00556e-05-0j 0.000271775-0j 0.00146835-0j 0.00243859-0j -7.67587e-05-0j 0.000349753-0j -0.00207457-0j -0.0289878-0j -0.000127478-0j -0.00516972-0j -1.82834e-05-0j -0.00344537-0j 0.00151534-0j 4.09885e-06-0j -0.000494149-0j 0.0409554-0j 0.000270249-0j -2.14269e-07-0j 0.00730405-0j -5.79107e-06-0j -0.000151121-0j -2.50953e-06-0j -0.000101094-0j 0.00113026-0j -0.000444823-0j 0.000187275-0j 0.00181749-0j 1.87692e-05-0j -1.25934e-05-0j 0.000260672-0j 0.000756099-0j 0.00332692-0j 3.01815e-05-0j -0.0143286-0j -0.00140067-0j -2.09127e-07-0j 0.000323516-0j 0.00121583-0j 4.32875e-06-0j 3.77559e-05-0j -8.42447e-06-0j 0.000174379-0j 0.00534978-0j -0.00514609-0j -3.70686e-05-0j -0.000237943-0j 0.000767287-0j -0.00225231-0j -0.000428855-0j -0.0095853-0j 5.37235e-06-0j 1.56063e-05-0j 6.26979e-07-0j -0.000323036-0j 2.49603e-07-0j 0.000216419-0j 2.52572e-05-0j -8.54567e-05-0j -0.0421763-0j -0.00344253-0j 0.000952269-0j -7.12162e-06-0j 0.0177567-0j 0.000111134-0j -0.0151475-0j -0.000286887-0j -0.000400915-0j 4.14494e-09-0j -4.67887e-05-0j -0.00126233-0j 1.66975e-07-0j 0.00637726-0j 7.34706e-07-0j 0.000531456-0j -3.09319e-07-0j 
5.11258e-05-0j 0.101171-0j -4.07193e-05-0j 0.00103588-0j 0.380675-0j 2.55053e-05-0j -2.57591e-05-0j -0.000611733-0j 2.60312e-06-0j 0.000617822-0j 0.00728494-0j -2.62903e-06-0j -0.00735745-0j -0.0820746-0j 0.0828915-0j -3.69213e-05-0j -2.22526e-05-0j 1.22362e-05-0j 0.000857423-0j -4.86481e-06-0j 0.000516772-0j -0.00962681-0j -0.000284161-0j 8.75104e-05-0j -2.93204e-06-0j 0.04548-0j -0.00580211-0j 1.61226e-06-0j 5.27428e-05-0j 0.0216627-0j 0.00319045-0j -2.90021e-05-0j 0.0274109-0j 0.0130562-0j -0.0150727-0j -0.0071793-0j 1.45416e-05-0j 3.2877e-05-0j 1.0389e-05-0j -0.000330876-0j -1.48385e-05-0j 2.92357e-05-0j 1.8177e-06-0j -0.000748077-0j 1.2118e-06-0j 0.00359698-0j -0.000236389-0j 0.000337632-0j 4.10963e-06-0j -4.35968e-05-0j -0.000665223-0j 2.73975e-06-0j 1.07109e-07-0j 1.29863e-06-0j 0.00813241-0j -0.0160214-0j 8.6575e-07-0j 0.00256981-0j -1.85481e-06-0j 0.000367116-0j -1.23654e-06-0j -9.85677e-05-0j -0.00367043-0j 3.65446e-06-0j -0.00584926-0j -3.1147e-05-0j 2.42162e-07-0j 2.43631e-06-0j -0.0362227-0j 0.0072317-0j -0.00110724-0j 7.65223e-08-0j -0.0114462-0j 0.00083001-0j 4.4487e-05-0j 0.00026228-0j -1.09296e-07-0j -0.0132246-0j -8.76508e-05-0j 0.0163485-0j -0.000374612-0j -0.00417891-0j 2.15341e-07-0j -0.00250335-0j -0.0322108-0j 0.0059687-0j -0.000791049-0j 0.000738082-0j 0.00112985-0j -0.0117599-0j -0.00222609-0j 
0.000792202-0j 0.000114344-0j 0.371862-0j -0.000451053-0j -3.75877e-05-0j 0.000395208-0j 0.00422345-0j -0.00959961-0j 4.03358e-05-0j -0.102588-0j 8.2335e-06-0j 0.000431054-0j 8.79885e-05-0j 4.85164e-07-0j 5.18477e-06-0j 0.000286811-0j -0.00139439-0j -0.00268242-0j 4.6284e-05-0j -0.00550762-0j -0.000225018-0j -0.000794957-0j -0.000432874-0j 4.72384e-06-0j 0.0267763-0j 5.5671e-07-0j 0.00386483-0j 0.0515104-0j -2.29658e-05-0j 2.54102e-08-0j 0.00743489-0j -4.418e-05-0j -2.70655e-06-0j -1.23536e-07-0j -5.20667e-06-0j -2.37651e-07-0j 0.000225324-0j -0.0010328-0j 0.000160979-0j 3.56269e-05-0j 0.00243291-0j -0.00177343-0j 2.81655e-05-0j -0.000163301-0j -0.0054919-0j 4.06534e-06-0j 2.54531e-05-0j 0.000384677-0j -0.0001291-0j -0.000684141-0j -0.000280403-0j 0.0251729-0j 1.65967e-06-0j 2.01224e-05-0j -1.8634e-05-0j -5.70117e-05-0j -0.0039236-0j 2.90442e-06-0j 0.000304114-0j 4.14917e-07-0j -0.0592982-0j 0.00313585-0j 4.38951e-05-0j -0.000221678-0j 3.45764e-08-0j -0.000488774-0j -7.60732e-06-0j 0.0432243-0j 0.000261321-0j -3.19965e-05-0j 1.28859e-09-0j 1.18572e-06-0j -4.07311e-05-0j -1.90183e-06-0j -0.00738694-0j 2.96431e-07-0j 1.79201e-05-0j -1.58486e-07-0j 0.00538457-0j -0.000615578-0j 4.48002e-06-0j 2.47026e-08-0j -1.30625e-05-0j -5.90642e-09-0j 0.000448714-0j 3.73335e-07-0j 9.20611e-10-0j -3.26563e-06-0j 1.39134e-08-0j -2.72136e-07-0j -1.01419e-08-0j 
4.42762e-05-0j 0.0876168-0j 5.16649e-07-0j -1.31433e-05-0j -0.00483003-0j -6.5556e-05-0j -2.16818e-05-0j 0.00157233-0j -6.69078e-06-0j 0.000520029-0j -0.0187244-0j -2.21289e-06-0j -0.00619286-0j 0.210956-0j 0.0697709-0j 1.60299e-05-0j -8.37968e-07-0j -2.26479e-05-0j -0.000372262-0j 2.11213e-06-0j 1.94601e-05-0j 0.00417962-0j 0.000525952-0j -3.79939e-05-0j -1.10412e-07-0j -0.0197458-0j -0.000218491-0j -2.98412e-06-0j 1.98614e-06-0j -0.00940516-0j -0.00590518-0j 5.36797e-05-0j 0.00103222-0j 0.000491657-0j 0.0278979-0j 0.0132881-0j 1.25934e-05-0j 2.09127e-07-0j 8.42447e-06-0j -0.000286547-0j 3.70686e-05-0j -1.56063e-05-0j 1.57417e-06-0j -4.75844e-06-0j 1.04945e-06-0j 0.00311508-0j -0.000191689-0j -0.000843451-0j 2.61409e-08-0j -3.77559e-05-0j 0.000355101-0j 1.74273e-08-0j 9.2759e-08-0j 1.05306e-06-0j 5.17294e-05-0j -0.0138749-0j 7.0204e-07-0j 0.00208387-0j 4.63357e-06-0j 0.000317931-0j 3.08905e-06-0j -6.26979e-07-0j 0.00916923-0j -1.95078e-06-0j -0.0050656-0j -2.52572e-05-0j 1.54037e-09-0j -1.30052e-06-0j -0.000230409-0j -0.00386034-0j -0.000958897-0j 6.20521e-08-0j -0.00928178-0j 5.27961e-06-0j -0.000111134-0j 0.000212684-0j 2.73036e-07-0j -8.41201e-05-0j 4.67887e-05-0j -0.0408408-0j 0.000935831-0j -0.00338869-0j -1.14951e-07-0j -1.59236e-05-0j 0.0171944-0j -0.0149106-0j -0.000641464-0j -0.000393994-0j -0.00282251-0j 0.00627751-0j 0.00118831-0j 
-0.0421718-0j -0.00604845-0j -0.000703305-0j -0.565837-0j 0.00149098-0j -0.000215154-0j 0.000202329-0j 0.00169623-0j 0.00424751-0j -0.00159511-0j -0.0412314-0j -0.0039943-0j 0.0387735-0j 5.07679e-05-0j -4.77415e-05-0j 0.000158688-0j 0.000378182-0j 0.000443516-0j -0.00121133-0j -0.00201174-0j -0.00288682-0j -0.000288531-0j -0.00338554-0j 0.0239137-0j -0.00479433-0j 0.0042648-0j -0.000687623-0j -0.00562259-0j 0.0569906-0j -3.38138e-06-0j -0.000806415-0j 0.0668362-0j 0.0101638-0j -8.05844e-06-0j 0.0119197-0j -9.4506e-06-0j 0.000124668-0j -0.000284681-0j -0.000264344-0j -0.000932416-0j -0.000114682-0j 6.10814e-05-0j -0.00149935-0j 0.00212919-0j 1.0389e-05-0j -0.000215043-0j 0.00197708-0j 0.000857725-0j 0.00342379-0j 0.0118205-0j -0.000456839-0j -2.37234e-05-0j -0.000266887-0j 0.0031792-0j 0.000491054-0j -3.1147e-05-0j -2.20287e-05-0j 0.000455974-0j 0.00137925-0j 0.00424531-0j -9.5568e-06-0j -0.0269923-0j 0.000197817-0j -0.00073461-0j 0.000353787-0j -0.025064-0j 0.00060944-0j 5.09011e-06-0j 7.11247e-05-0j -0.000105361-0j -2.05912e-07-0j 0.000565902-0j 6.60436e-05-0j -0.00969423-0j -0.0108736-0j -0.00900168-0j 0.000245508-0j -0.000807879-0j 0.00579149-0j 2.8652e-05-0j -0.00390524-0j -0.000750165-0j -0.000130762-0j 4.70203e-07-0j -1.52605e-05-0j -0.000325447-0j 4.36612e-07-0j 0.00208-0j 1.89417e-07-0j 0.000173339-0j -1.00887e-07-0j 
0.0134741-0j 0.00193251-0j 0.000451053-0j 0.36289-0j -0.000956213-0j -6.98636e-05-0j -0.000746607-0j 0.000550787-0j 0.00137922-0j 0.00588607-0j -0.0133884-0j 0.0147393-0j -0.143077-0j 1.6485e-05-0j 0.00017617-0j -5.07016e-05-0j 0.000246495-0j 0.00047419-0j 0.000387026-0j 0.000642759-0j -0.0018816-0j 9.21872e-05-0j -0.00361969-0j -0.00764054-0j -0.00312489-0j -0.00136262-0j -0.000448185-0j -0.00601145-0j 0.0371459-0j 1.08037e-06-0j -0.000862187-0j 0.0714587-0j 0.00662464-0j -5.2524e-06-0j 0.012744-0j -1.01042e-05-0j -3.9832e-05-0j 0.000182576-0j -2.84574e-05-0j 0.000297911-0j -0.000430082-0j 0.0003135-0j 0.00047905-0j -0.00136552-0j -3.31934e-06-0j 6.87073e-05-0j 0.000212838-0j 0.00321667-0j -0.00219579-0j -0.00377671-0j -0.00234473-0j 1.52146e-05-0j 8.52717e-05-0j 0.00034225-0j -0.000314929-0j 9.95162e-06-0j -2.37145e-06-0j 4.90869e-05-0j 0.00517249-0j -0.0013564-0j -3.58402e-05-0j 0.0173111-0j 0.00074186-0j -0.00377039-0j -0.000113037-0j -0.00269821-0j -0.000390854-0j 2.6125e-05-0j -4.56146e-05-0j -0.000540765-0j 6.57899e-08-0j 6.0921e-05-0j 7.10978e-06-0j 0.00621723-0j -0.0407787-0j -0.000969057-0j 0.000920712-0j 0.000518119-0j 0.0297248-0j 0.000107452-0j -0.0146455-0j -8.07574e-05-0j -0.000671135-0j -3.01557e-07-0j -7.83248e-05-0j -0.0012205-0j 4.70026e-08-0j 0.0106756-0j 7.10359e-07-0j 0.000889662-0j -5.17803e-07-0j 
-3.6526e-05-0j -0.0722801-0j 5.86087e-05-0j -0.00149098-0j -0.54792-0j 1.79295e-05-0j -1.68607e-05-0j -0.000430033-0j 1.82993e-06-0j 0.000404398-0j 0.00512112-0j -1.72084e-06-0j -0.00481584-0j -0.0576963-0j 0.0542569-0j -1.3224e-05-0j -3.15152e-05-0j -3.69597e-05-0j 0.000307101-0j -1.74241e-06-0j 0.000731877-0j -0.00344801-0j 0.000858314-0j 3.13433e-05-0j -4.15249e-06-0j 0.0162894-0j -0.00821723-0j -4.86986e-06-0j 7.46969e-05-0j 0.00775886-0j -0.00963682-0j 8.76013e-05-0j 0.0388207-0j 0.0184908-0j 0.0455272-0j 0.0216852-0j -1.0389e-05-0j 2.37234e-05-0j 2.20287e-05-0j 0.000236389-0j 9.5568e-06-0j -5.09011e-06-0j -1.29863e-06-0j -0.000539798-0j -8.6575e-07-0j -0.00256981-0j -0.000501236-0j -0.000217453-0j 2.96543e-06-0j 3.1147e-05-0j 0.000115819-0j 1.97695e-06-0j -7.65223e-08-0j 2.75358e-06-0j 0.0058682-0j 0.0114462-0j 1.83572e-06-0j 0.00544898-0j 1.1946e-06-0j -0.00026228-0j 7.964e-07-0j -7.11247e-05-0j 0.00236395-0j -6.36264e-07-0j 0.00417891-0j -6.60436e-05-0j 1.7474e-07-0j -4.24176e-07-0j -0.0261376-0j -0.00125908-0j 0.000791049-0j 1.62256e-07-0j -0.0242704-0j 0.00059892-0j -2.8652e-05-0j 0.000556134-0j 7.03925e-08-0j -0.0095426-0j 1.52605e-05-0j -0.0105293-0j 0.00024127-0j -0.00886089-0j -3.74922e-08-0j -0.00180637-0j 0.0056081-0j -0.00384416-0j -0.00167733-0j -0.000128505-0j -0.000727683-0j 0.00204747-0j 0.000387576-0j 
1.16702e-05-0j 0.0230939-0j -3.75877e-05-0j 0.000956213-0j 0.351399-0j 5.82196e-06-0j 6.22173e-05-0j -0.000139638-0j 5.94202e-07-0j -0.00149226-0j 0.0016629-0j 6.35002e-06-0j 0.0177708-0j -0.0187348-0j -0.200212-0j 4.22513e-06-0j -2.05412e-05-0j -3.95158e-05-0j -9.81202e-05-0j 5.5671e-07-0j 0.000477029-0j 0.00110166-0j 0.000917676-0j -1.00143e-05-0j -2.70655e-06-0j -0.00520455-0j -0.0053559-0j -5.20667e-06-0j 4.86866e-05-0j -0.00247899-0j -0.0103033-0j 9.36599e-05-0j 0.0253029-0j 0.0120521-0j 0.0486759-0j 0.023185-0j 3.31934e-06-0j -1.52146e-05-0j 2.37145e-06-0j -7.55275e-05-0j 3.58402e-05-0j -2.6125e-05-0j 4.14917e-07-0j 0.000346191-0j 2.76611e-07-0j 0.000821066-0j -5.39595e-05-0j -0.0008155-0j -1.90183e-06-0j -9.95162e-06-0j 0.000594444-0j -1.26789e-06-0j 2.44492e-08-0j 2.96431e-07-0j -0.00376347-0j -0.00365712-0j 1.97621e-07-0j 0.000586598-0j 4.48002e-06-0j 8.37997e-05-0j 2.98668e-06-0j 4.56146e-05-0j 0.00886537-0j -3.26563e-06-0j -0.00133518-0j -7.10978e-06-0j -1.12066e-07-0j -2.17709e-06-0j 0.0167629-0j -0.00646225-0j -0.000252744-0j 1.74674e-08-0j -0.00261278-0j -0.000384107-0j -0.000107452-0j 5.98694e-05-0j 2.63988e-07-0j 0.00611999-0j 7.83248e-05-0j -0.0394874-0j 0.000904818-0j -0.0009539-0j -1.92429e-07-0j 0.00115849-0j 0.0287836-0j -0.0144165-0j -0.000180569-0j -0.00065955-0j -0.00272898-0j 0.0105086-0j 0.00198924-0j 
0.00292579-0j 0.000422301-0j 0.00239854-0j 0.000424005-0j 3.53338e-05-0j -0.285916-0j -0.288878-0j 0.000243266-0j 0.000148969-0j 0.000245787-0j 3.04083e-05-0j 0.000150513-0j 3.07234e-05-0j 1.79182e-06-0j 1.81039e-06-0j 0.00105926-0j 0.00131077-0j 0.000764616-0j -0.0334844-0j 0.00013957-0j -0.0414349-0j 2.01452e-05-0j -0.0241703-0j 1.74463e-05-0j 0.000172709-0j 2.05606e-06-0j 2.49284e-05-0j 0.000100747-0j 2.15886e-05-0j 9.38459e-08-0j 1.45416e-05-0j 1.25934e-05-0j 2.54425e-06-0j 1.16128e-07-0j 1.48414e-06-0j 6.77416e-08-0j 0.000832175-0j 0.000970871-0j 0.000594535-0j 0.000131578-0j 0.000849512-0j 0.000350406-0j -0.0203765-0j 0.000153508-0j 6.93479e-05-0j -0.00294109-0j 9.40042e-05-0j 0.00013432-0j -0.0237726-0j 1.7337e-05-0j 5.5404e-05-0j 8.09059e-05-0j 6.12955e-06-0j -0.0145577-0j -0.00343128-0j 1.44475e-06-0j 4.95446e-05-0j -0.00210122-0j -0.020801-0j 1.53239e-06-0j 7.07927e-05-0j 2.02265e-05-0j -0.00300237-0j -0.00857998-0j 1.27699e-07-0j 1.23861e-05-0j 7.15114e-06-0j 2.92005e-05-0j 1.68554e-06-0j -0.00123841-0j 4.75906e-09-0j 4.37916e-06-0j 1.03218e-06-0j 1.78779e-06-0j 1.76982e-05-0j 1.09479e-06-0j 6.25725e-06-0j 1.48982e-07-0j 7.30012e-06-0j 1.47485e-06-0j 1.56431e-06-0j 9.12325e-08-0j 2.58098e-06-0j 5.55224e-09-0j 6.08344e-07-0j 1.30359e-07-0j 3.40004e-09-0j 6.45246e-07-0j 4.85821e-09-0j 5.37705e-08-0j 2.00391e-09-0j 
-0.000487632-0j 0.00672903-0j 0.0582605-0j 0.00334275-0j 0.000847466-0j -0.000243266-0j -0.000245787-0j -0.279508-0j -2.48282e-05-0j -0.282404-0j 0.000484531-0j -2.50855e-05-0j 0.000489552-0j 5.74012e-05-0j 5.7996e-05-0j -0.000176544-0j -0.000218462-0j -0.000127436-0j 0.00134763-0j 0.00339016-0j 0.00166761-0j -0.0467822-0j 0.000972772-0j 0.000137542-0j 0.00419511-0j 4.93138e-05-0j -0.05789-0j 0.00244715-0j 0.0001702-0j 3.76186e-06-0j -0.0337692-0j 9.92831e-05-0j 6.10227e-05-0j 4.65506e-06-0j 3.55966e-05-0j 2.71545e-06-0j -0.000138696-0j -0.000161812-0j -9.90891e-05-0j 0.00103733-0j -0.000141585-0j -5.8401e-05-0j -1.7337e-05-0j 0.00121022-0j 0.00338048-0j 0.00023924-0j 0.000741106-0j 0.00105894-0j -2.02265e-05-0j -0.0199198-0j 0.000436792-0j 0.0039439-0j -1.02159e-06-0j -1.23861e-05-0j 0.000279113-0j -0.00505015-0j 0.00241513-0j 0.000170921-0j -1.76982e-05-0j 2.44173e-05-0j 0.00345091-0j -0.0232398-0j 0.000244224-0j -7.30012e-06-0j 4.09084e-06-0j -0.0142314-0j -1.19186e-06-0j 0.00142343-0j -0.00589184-0j 0.000100737-0j 2.29081e-07-0j -7.2986e-07-0j -0.003608-0j 2.84869e-05-0j -0.0203348-0j 1.74446e-05-0j -1.04287e-06-0j 4.77265e-06-0j -0.00838769-0j -0.00515536-0j 2.4926e-05-0j 2.92264e-06-0j -4.30164e-07-0j 2.67262e-07-0j -0.00212648-0j 4.17607e-06-0j 1.63664e-07-0j 1.02815e-05-0j 2.33854e-07-0j 1.72254e-06-0j 9.64599e-08-0j 
0.0577599-0j -4.31009e-05-0j -0.000244799-0j 0.00837056-0j -3.60624e-06-0j -0.000148969-0j -0.000150513-0j -2.48282e-05-0j -0.281478-0j -2.50855e-05-0j 0.00060031-0j -0.284395-0j 0.000606531-0j -1.82877e-07-0j -1.84772e-07-0j -0.000108111-0j -0.00013378-0j -7.80383e-05-0j -1.74463e-05-0j 0.00275535-0j -2.15886e-05-0j -2.05606e-06-0j -1.25934e-05-0j -0.0329647-0j 0.00340957-0j 4.05901e-05-0j -2.54425e-06-0j 0.00198891-0j -0.0407918-0j -9.57811e-09-0j -1.48414e-06-0j -0.0237952-0j 5.02276e-05-0j -1.18523e-08-0j 2.92995e-05-0j -6.91385e-09-0j -8.49335e-05-0j -9.90891e-05-0j -6.06795e-05-0j -1.34292e-05-0j -8.6703e-05-0j -3.57632e-05-0j 0.00205357-0j -1.56674e-05-0j -7.07779e-06-0j -1.53239e-06-0j -9.59426e-06-0j -1.37089e-05-0j 0.00239583-0j 0.000342261-0j -5.65465e-06-0j -8.25743e-06-0j -0.035109-0j 0.00146714-0j -1.78779e-06-0j -1.47454e-07-0j -5.05662e-06-0j -1.09479e-06-0j 0.00209635-0j -0.00289545-0j -7.22525e-06-0j 0.000399304-0j -1.56431e-06-0j 0.000864699-0j 2.52099e-06-0j 0.000244523-0j -0.0409605-0j -2.98026e-06-0j -1.7203e-07-0j -6.45246e-07-0j -4.85719e-10-0j -0.0250831-0j -1.05346e-07-0j -0.00337802-0j 0.000349391-0j -0.00206861-0j -0.0358405-0j 2.94115e-06-0j 0.000144117-0j -1.50526e-07-0j -0.00295577-0j 1.80108e-06-0j -0.0147834-0j -5.66673e-10-0j -6.20888e-08-0j 2.57351e-06-0j -3.47015e-10-0j -0.00121919-0j -4.95839e-10-0j 1.06152e-06-0j -2.04523e-10-0j 
