-0.000483671-0j -0.000103582-0j -0.000949552-0j -0.00041958-0j -0.000828946-0j 0.000872286-0j -0.000715754-0j 0.00053821-0j -0.00126397-0j -0.00103682-0j 0.00142475-0j 0.000638739-0j 0.00066509-0j 0.00208046-0j -0.00216466-0j -0.000172703-0j 0.000363678-0j 0.00124207-0j -0.00033407-0j -0.000976733-0j 0.000822322-0j -0.000522858-0j -7.5076e-05-0j -0.000122086-0j -0.000597401-0j -0.00108174-0j -0.000716762-0j -0.00285973-0j 5.51777e-05-0j -0.000708402-0j 0.00106106-0j -0.000580077-0j 0.000120303-0j -9.4105e-05-0j 0.000531249-0j -0.000827428-0j 0.000978035-0j -0.000399799-0j -0.00122844-0j -0.000351858-0j 7.68548e-05-0j -0.00215427-0j 0.00204384-0j -0.000670969-0j 0.000658679-0j -0.00139043-0j -0.00101178-0j -0.00122794-0j 0.000535728-0j -0.000706206-0j 0.000863078-0j -0.000819146-0j 0.000417491-0j -0.000941297-0j 0.000103223-0j -0.000481274-0j 
-1.5312e-17-0j -3.27919e-18-0j -3.00608e-17-0j -1.3283e-17-0j -2.62427e-17-0j 2.76148e-17-0j -2.26593e-17-0j 1.70386e-17-0j -4.00147e-17-0j -3.28235e-17-0j 4.51047e-17-0j 2.02212e-17-0j 2.10554e-17-0j 6.58629e-17-0j -6.85286e-17-0j -5.46743e-18-0j 1.15133e-17-0j 3.93215e-17-0j -1.0576e-17-0j -3.09213e-17-0j 2.6033e-17-0j -1.65526e-17-0j -2.37675e-18-0j -3.865e-18-0j -1.89125e-17-0j -3.42455e-17-0j -2.26912e-17-0j -9.05331e-17-0j 1.74681e-18-0j -2.24265e-17-0j 3.3591e-17-0j -1.8364e-17-0j 3.80855e-18-0j -2.97917e-18-0j 1.68182e-17-0j -2.61947e-17-0j 3.09626e-17-0j -1.26568e-17-0j -3.88899e-17-0j -1.11391e-17-0j 2.43306e-18-0j -6.81997e-17-0j 6.47036e-17-0j -2.12415e-17-0j 2.08524e-17-0j -4.40183e-17-0j -3.20307e-17-0j -3.88739e-17-0j 1.696e-17-0j -2.2357e-17-0j 2.73233e-17-0j -2.59325e-17-0j 1.32169e-17-0j -2.97995e-17-0j 3.26782e-18-0j -1.52361e-17-0j 
-0.000478177-0j -0.000102405-0j -0.000938766-0j -0.000414813-0j -0.00081953-0j 0.000862377-0j -0.000707623-0j 0.000532096-0j -0.00124961-0j -0.00102504-0j 0.00140857-0j 0.000631483-0j 0.000657535-0j 0.00205682-0j -0.00214007-0j -0.000170742-0j 0.000359546-0j 0.00122797-0j -0.000330275-0j -0.000965637-0j 0.000812981-0j -0.000516919-0j -7.42231e-05-0j -0.000120699-0j -0.000590615-0j -0.00106945-0j -0.00070862-0j -0.00282724-0j 5.45509e-05-0j -0.000700354-0j 0.00104901-0j -0.000573488-0j 0.000118937-0j -9.3036e-05-0j 0.000525214-0j -0.000818029-0j 0.000966925-0j -0.000395257-0j -0.00121449-0j -0.000347861-0j 7.59818e-05-0j -0.0021298-0j 0.00202062-0j -0.000663347-0j 0.000651196-0j -0.00137464-0j -0.00100028-0j -0.00121399-0j 0.000529643-0j -0.000698183-0j 0.000853274-0j -0.000809841-0j 0.000412749-0j -0.000930604-0j 0.00010205-0j -0.000475807-0j 
2.62129e-17-0j 5.61369e-18-0j 5.14617e-17-0j 2.27394e-17-0j 4.49253e-17-0j -4.72742e-17-0j 3.87908e-17-0j -2.91686e-17-0j 6.85018e-17-0j 5.61911e-17-0j -7.72155e-17-0j -3.46169e-17-0j -3.6045e-17-0j -1.12752e-16-0j 1.17315e-16-0j 9.35979e-18-0j -1.97098e-17-0j -6.73151e-17-0j 1.81051e-17-0j 5.29347e-17-0j -4.45663e-17-0j 2.83367e-17-0j 4.0688e-18-0j 6.61655e-18-0j 3.23766e-17-0j 5.86254e-17-0j 3.88454e-17-0j 1.54985e-16-0j -2.99039e-18-0j 3.83923e-17-0j -5.75049e-17-0j 3.14377e-17-0j -6.51992e-18-0j 5.10009e-18-0j -2.87914e-17-0j 4.48431e-17-0j -5.30053e-17-0j 2.16674e-17-0j 6.65762e-17-0j 1.90692e-17-0j -4.1652e-18-0j 1.16752e-16-0j -1.10767e-16-0j 3.63636e-17-0j -3.56975e-17-0j 7.53556e-17-0j 5.48339e-17-0j 6.65488e-17-0j -2.90342e-17-0j 3.82733e-17-0j -4.67751e-17-0j 4.43942e-17-0j -2.26262e-17-0j 5.10142e-17-0j -5.59423e-18-0j 2.6083e-17-0j 
0.000376714-0j 8.06762e-05-0j 0.000739572-0j 0.000326796-0j 0.000645637-0j -0.000679392-0j 0.000557475-0j -0.000419192-0j 0.000984462-0j 0.000807541-0j -0.00110969-0j -0.000497491-0j -0.000518015-0j -0.00162039-0j 0.00168598-0j 0.000134513-0j -0.000283256-0j -0.000967408-0j 0.000260195-0j 0.000760742-0j -0.000640477-0j 0.000407236-0j 5.8474e-05-0j 9.50886e-05-0j 0.000465294-0j 0.000842525-0j 0.00055826-0j 0.00222734-0j -4.29759e-05-0j 0.000551749-0j -0.000826422-0j 0.000451801-0j -9.36999e-05-0j 7.3295e-05-0j -0.000413771-0j 0.000644454-0j -0.000761757-0j 0.000311389-0j 0.000956789-0j 0.00027405-0j -5.98595e-05-0j 0.00167788-0j -0.00159187-0j 0.000522594-0j -0.000513021-0j 0.00108296-0j 0.000788036-0j 0.000956395-0j -0.00041726-0j 0.000550038-0j -0.000672221-0j 0.000638004-0j -0.000325169-0j 0.000733142-0j -8.03965e-05-0j 0.000374847-0j 
-0.000197262-0j -4.22452e-05-0j -0.000387269-0j -0.000171123-0j -0.00033808-0j 0.000355756-0j -0.000291916-0j 0.000219505-0j -0.000515503-0j -0.00042286-0j 0.000581076-0j 0.000260506-0j 0.000271253-0j 0.000848501-0j -0.000882843-0j -7.0436e-05-0j 0.000148324-0j 0.000506572-0j -0.000136248-0j -0.000398354-0j 0.000335379-0j -0.000213244-0j -3.06193e-05-0j -4.97921e-05-0j -0.000243646-0j -0.000441179-0j -0.000292327-0j -0.00116632-0j 2.25039e-05-0j -0.000288917-0j 0.000432747-0j -0.000236581-0j 4.90649e-05-0j -3.83801e-05-0j 0.000216666-0j -0.000337461-0j 0.000398886-0j -0.000163055-0j -0.000501012-0j -0.000143503-0j 3.13448e-05-0j -0.000878605-0j 0.000833566-0j -0.00027365-0j 0.000268638-0j -0.00056708-0j -0.000412646-0j -0.000500806-0j 0.000218493-0j -0.000288021-0j 0.000352001-0j -0.000334083-0j 0.000170271-0j -0.000383902-0j 4.20988e-05-0j -0.000196285-0j 
-5.74551e-18-0j -1.23044e-18-0j -1.12797e-17-0j -4.98417e-18-0j -9.84701e-18-0j 1.03618e-17-0j -8.5024e-18-0j 6.39336e-18-0j -1.50146e-17-0j -1.23163e-17-0j 1.69246e-17-0j 7.58755e-18-0j 7.90057e-18-0j 2.47136e-17-0j -2.57139e-17-0j -2.05154e-18-0j 4.32011e-18-0j 1.47545e-17-0j -3.9684e-18-0j -1.16026e-17-0j 9.76832e-18-0j -6.21101e-18-0j -8.91823e-19-0j -1.45026e-18-0j -7.09649e-18-0j -1.28499e-17-0j -8.51438e-18-0j -3.39706e-17-0j 6.55453e-19-0j -8.41507e-18-0j 1.26043e-17-0j -6.89071e-18-0j 1.42908e-18-0j -1.11787e-18-0j 6.31067e-18-0j -9.82898e-18-0j 1.1618e-17-0j -4.74919e-18-0j -1.45926e-17-0j -4.17971e-18-0j 9.12955e-19-0j -2.55904e-17-0j 2.42786e-17-0j -7.9704e-18-0j 7.82441e-18-0j -1.65169e-17-0j -1.20188e-17-0j -1.45866e-17-0j 6.36389e-18-0j -8.38898e-18-0j 1.02525e-17-0j -9.73059e-18-0j 4.95936e-18-0j -1.11816e-17-0j 1.22618e-18-0j -5.71703e-18-0j 
-1.54483e-17-0j -3.30836e-18-0j -3.03283e-17-0j -1.34012e-17-0j -2.64762e-17-0j 2.78605e-17-0j -2.28609e-17-0j 1.71902e-17-0j -4.03707e-17-0j -3.31156e-17-0j 4.5506e-17-0j 2.04011e-17-0j 2.12427e-17-0j 6.64489e-17-0j -6.91384e-17-0j -5.51608e-18-0j 1.16157e-17-0j 3.96714e-17-0j -1.067e-17-0j -3.11964e-17-0j 2.62646e-17-0j -1.66999e-17-0j -2.3979e-18-0j -3.89939e-18-0j -1.90807e-17-0j -3.45502e-17-0j -2.28931e-17-0j -9.13386e-17-0j 1.76235e-18-0j -2.26261e-17-0j 3.38898e-17-0j -1.85274e-17-0j 3.84244e-18-0j -3.00568e-18-0j 1.69679e-17-0j -2.64277e-17-0j 3.1238e-17-0j -1.27694e-17-0j -3.92359e-17-0j -1.12382e-17-0j 2.45471e-18-0j -6.88065e-17-0j 6.52793e-17-0j -2.14305e-17-0j 2.10379e-17-0j -4.44099e-17-0j -3.23157e-17-0j -3.92197e-17-0j 1.71109e-17-0j -2.25559e-17-0j 2.75664e-17-0j -2.61632e-17-0j 1.33345e-17-0j -3.00646e-17-0j 3.29689e-18-0j -1.53717e-17-0j 
0.00102373-0j 0.00021924-0j 0.00200981-0j 0.000888076-0j 0.00175454-0j -0.00184627-0j 0.00151495-0j -0.00113917-0j 0.0026753-0j 0.00219451-0j -0.00301561-0j -0.00135195-0j -0.00140772-0j -0.00440346-0j 0.00458169-0j 0.000365542-0j -0.000769755-0j -0.00262896-0j 0.000707087-0j 0.00206734-0j -0.00174051-0j 0.00110667-0j 0.000158905-0j 0.000258406-0j 0.00126445-0j 0.00228958-0j 0.00151709-0j 0.00605286-0j -0.000116788-0j 0.00149939-0j -0.00224582-0j 0.00122778-0j -0.000254632-0j 0.000199181-0j -0.00112443-0j 0.00175132-0j -0.00207009-0j 0.000846208-0j 0.0026001-0j 0.000744738-0j -0.00016267-0j 0.00455969-0j -0.00432595-0j 0.00142016-0j -0.00139415-0j 0.00294297-0j 0.00214151-0j 0.00259903-0j -0.00113391-0j 0.00149474-0j -0.00182678-0j 0.00173379-0j -0.000883656-0j 0.00199233-0j -0.00021848-0j 0.00101866-0j 
0.000438511-0j 9.39104e-05-0j 0.000860892-0j 0.000380404-0j 0.000751548-0j -0.000790841-0j 0.000648924-0j -0.000487957-0j 0.00114595-0j 0.000940011-0j -0.00129172-0j -0.0005791-0j -0.00060299-0j -0.0018862-0j 0.00196255-0j 0.000156578-0j -0.000329721-0j -0.0011261-0j 0.000302878-0j 0.000885535-0j -0.000745542-0j 0.000474039-0j 6.80661e-05-0j 0.000110687-0j 0.000541621-0j 0.000980733-0j 0.000649838-0j 0.00259272-0j -5.00257e-05-0j 0.000642258-0j -0.000961989-0j 0.000525915-0j -0.000109071-0j 8.53184e-05-0j -0.000481646-0j 0.000750171-0j -0.000886716-0j 0.00036247-0j 0.00111374-0j 0.000319005-0j -6.96789e-05-0j 0.00195312-0j -0.001853-0j 0.00060832-0j -0.000597178-0j 0.00126061-0j 0.000917306-0j 0.00111328-0j -0.000485707-0j 0.000640267-0j -0.000782492-0j 0.000742662-0j -0.00037851-0j 0.000853408-0j -9.35849e-05-0j 0.000436338-0j 
2.6255e-17-0j 5.62271e-18-0j 5.15443e-17-0j 2.2776e-17-0j 4.49975e-17-0j -4.73501e-17-0j 3.88531e-17-0j -2.92155e-17-0j 6.86119e-17-0j 5.62814e-17-0j -7.73395e-17-0j -3.46726e-17-0j -3.61029e-17-0j -1.12933e-16-0j 1.17504e-16-0j 9.37483e-18-0j -1.97414e-17-0j -6.74233e-17-0j 1.81342e-17-0j 5.30198e-17-0j -4.46379e-17-0j 2.83822e-17-0j 4.07533e-18-0j 6.62718e-18-0j 3.24286e-17-0j 5.87196e-17-0j 3.89079e-17-0j 1.55234e-16-0j -2.9952e-18-0j 3.8454e-17-0j -5.75973e-17-0j 3.14882e-17-0j -6.5304e-18-0j 5.10828e-18-0j -2.88377e-17-0j 4.49151e-17-0j -5.30905e-17-0j 2.17022e-17-0j 6.66832e-17-0j 1.90998e-17-0j -4.1719e-18-0j 1.1694e-16-0j -1.10945e-16-0j 3.64221e-17-0j -3.57549e-17-0j 7.54767e-17-0j 5.4922e-17-0j 6.66557e-17-0j -2.90808e-17-0j 3.83348e-17-0j -4.68503e-17-0j 4.44655e-17-0j -2.26626e-17-0j 5.10962e-17-0j -5.60322e-18-0j 2.61249e-17-0j 
-0.000628175-0j -0.000134528-0j -0.00123324-0j -0.000544935-0j -0.00107661-0j 0.00113289-0j -0.000929595-0j 0.000699007-0j -0.0016416-0j -0.00134658-0j 0.00185042-0j 0.000829572-0j 0.000863795-0j 0.00270202-0j -0.00281138-0j -0.000224301-0j 0.000472332-0j 0.00161316-0j -0.000433878-0j -0.00126855-0j 0.001068-0j -0.00067907-0j -9.7506e-05-0j -0.000158561-0j -0.000775883-0j -0.00140492-0j -0.000930905-0j -0.00371411-0j 7.16628e-05-0j -0.000920047-0j 0.00137807-0j -0.000753384-0j 0.000156246-0j -0.00012222-0j 0.000689967-0j -0.00107463-0j 0.00127024-0j -0.000519245-0j -0.00159545-0j -0.000456981-0j 9.98163e-05-0j -0.00279789-0j 0.00265446-0j -0.00087143-0j 0.000855468-0j -0.00180585-0j -0.00131406-0j -0.0015948-0j 0.000695785-0j -0.000917195-0j 0.00112093-0j -0.00106388-0j 0.000542223-0j -0.00122252-0j 0.000134062-0j -0.000625062-0j 
2.7234e-17-0j 5.83236e-18-0j 5.34662e-17-0j 2.36252e-17-0j 4.66753e-17-0j -4.91156e-17-0j 4.03018e-17-0j -3.03048e-17-0j 7.11701e-17-0j 5.83799e-17-0j -8.02232e-17-0j -3.59653e-17-0j -3.74491e-17-0j -1.17144e-16-0j 1.21885e-16-0j 9.72437e-18-0j -2.04775e-17-0j -6.99372e-17-0j 1.88104e-17-0j 5.49966e-17-0j -4.63023e-17-0j 2.94405e-17-0j 4.22728e-18-0j 6.87428e-18-0j 3.36377e-17-0j 6.0909e-17-0j 4.03586e-17-0j 1.61022e-16-0j -3.10688e-18-0j 3.98878e-17-0j -5.97448e-17-0j 3.26623e-17-0j -6.77389e-18-0j 5.29875e-18-0j -2.99129e-17-0j 4.65898e-17-0j -5.507e-17-0j 2.25114e-17-0j 6.91695e-17-0j 1.9812e-17-0j -4.32745e-18-0j 1.213e-16-0j -1.15082e-16-0j 3.77801e-17-0j -3.7088e-17-0j 7.82909e-17-0j 5.69698e-17-0j 6.9141e-17-0j -3.01651e-17-0j 3.97641e-17-0j -4.85971e-17-0j 4.61235e-17-0j -2.35076e-17-0j 5.30014e-17-0j -5.81214e-18-0j 2.7099e-17-0j 
0.000289209-0j 6.19363e-05-0j 0.00056778-0j 0.000250886-0j 0.000495664-0j -0.000521579-0j 0.000427981-0j -0.00032182-0j 0.000755785-0j 0.000619961-0j -0.000851924-0j -0.000381931-0j -0.000397687-0j -0.001244-0j 0.00129435-0j 0.000103267-0j -0.000217459-0j -0.000742693-0j 0.000199755-0j 0.000584032-0j -0.000491703-0j 0.000312641-0j 4.48913e-05-0j 7.30009e-05-0j 0.000357213-0j 0.000646818-0j 0.000428584-0j 0.00170996-0j -3.29932e-05-0j 0.000423585-0j -0.000634456-0j 0.000346854-0j -7.19347e-05-0j 5.62696e-05-0j -0.000317657-0j 0.000494757-0j -0.000584811-0j 0.000239058-0j 0.00073454-0j 0.000210392-0j -4.5955e-05-0j 0.00128813-0j -0.0012221-0j 0.000401203-0j -0.000393854-0j 0.000831404-0j 0.000604986-0j 0.000734238-0j -0.000320336-0j 0.000422272-0j -0.000516073-0j 0.000489804-0j -0.000249637-0j 0.000562844-0j -6.17216e-05-0j 0.000287775-0j 
-0.000917083-0j -0.0001964-0j -0.00180043-0j -0.00079556-0j -0.00157175-0j 0.00165393-0j -0.00135713-0j 0.00102049-0j -0.0023966-0j -0.0019659-0j 0.00270145-0j 0.00121111-0j 0.00126107-0j 0.00394473-0j -0.00410438-0j -0.000327461-0j 0.000689565-0j 0.00235508-0j -0.000633425-0j -0.00185197-0j 0.00155919-0j -0.000991385-0j -0.000142351-0j -0.000231486-0j -0.00113272-0j -0.00205106-0j -0.00135904-0j -0.0054223-0j 0.000104622-0j -0.00134319-0j 0.00201186-0j -0.00109988-0j 0.000228105-0j -0.000178431-0j 0.00100729-0j -0.00156888-0j 0.00185444-0j -0.000758054-0j -0.00232923-0j -0.000667154-0j 0.000145723-0j -0.00408468-0j 0.00387529-0j -0.00127222-0j 0.00124891-0j -0.00263639-0j -0.00191841-0j -0.00232827-0j 0.00101579-0j -0.00133903-0j 0.00163647-0j -0.00155317-0j 0.0007916-0j -0.00178478-0j 0.000195719-0j -0.000912537-0j 
-2.21908e-17-0j -4.75232e-18-0j -4.35653e-17-0j -1.92503e-17-0j -3.80319e-17-0j 4.00203e-17-0j -3.28387e-17-0j 2.4693e-17-0j -5.79908e-17-0j -4.75691e-17-0j 6.53674e-17-0j 2.93053e-17-0j 3.05142e-17-0j 9.5451e-17-0j -9.93143e-17-0j -7.92361e-18-0j 1.66855e-17-0j 5.69862e-17-0j -1.53271e-17-0j -4.48123e-17-0j 3.7728e-17-0j -2.39887e-17-0j -3.44447e-18-0j -5.6013e-18-0j -2.74087e-17-0j -4.96298e-17-0j -3.28849e-17-0j -1.31204e-16-0j 2.53154e-18-0j -3.25014e-17-0j 4.86813e-17-0j -2.66139e-17-0j 5.51949e-18-0j -4.31752e-18-0j 2.43736e-17-0j -3.79623e-17-0j 4.48721e-17-0j -1.83427e-17-0j -5.63607e-17-0j -1.61432e-17-0j 3.52609e-18-0j -9.88375e-17-0j 9.37709e-17-0j -3.07839e-17-0j 3.02201e-17-0j -6.37929e-17-0j -4.64201e-17-0j -5.63375e-17-0j 2.45791e-17-0j -3.24006e-17-0j 3.95979e-17-0j -3.75823e-17-0j 1.91544e-17-0j -4.31865e-17-0j 4.73585e-18-0j -2.20808e-17-0j 
0.000380685-0j 8.15267e-05-0j 0.000747368-0j 0.000330241-0j 0.000652443-0j -0.000686554-0j 0.000563352-0j -0.000423611-0j 0.00099484-0j 0.000816054-0j -0.00112139-0j -0.000502736-0j -0.000523475-0j -0.00163747-0j 0.00170375-0j 0.000135931-0j -0.000286242-0j -0.000977606-0j 0.000262938-0j 0.000768761-0j -0.000647229-0j 0.000411529-0j 5.90904e-05-0j 9.6091e-05-0j 0.000470199-0j 0.000851406-0j 0.000564145-0j 0.00225082-0j -4.3429e-05-0j 0.000557565-0j -0.000835133-0j 0.000456564-0j -9.46876e-05-0j 7.40677e-05-0j -0.000418132-0j 0.000651248-0j -0.000769787-0j 0.000314672-0j 0.000966875-0j 0.000276939-0j -6.04905e-05-0j 0.00169557-0j -0.00160865-0j 0.000528103-0j -0.000518429-0j 0.00109438-0j 0.000796343-0j 0.000966477-0j -0.000421658-0j 0.000555837-0j -0.000679307-0j 0.000644729-0j -0.000328597-0j 0.000740871-0j -8.1244e-05-0j 0.000378799-0j 
-3.30906e-16-0j -7.08659e-17-0j -6.4964e-16-0j -2.87057e-16-0j -5.67127e-16-0j 5.96778e-16-0j -4.89686e-16-0j 3.68218e-16-0j -8.64751e-16-0j -7.09343e-16-0j 9.7475e-16-0j 4.36996e-16-0j 4.55024e-16-0j 1.42335e-15-0j -1.48096e-15-0j -1.18156e-16-0j 2.48811e-16-0j 8.4977e-16-0j -2.28555e-16-0j -6.68235e-16-0j 5.62595e-16-0j -3.57716e-16-0j -5.13635e-17-0j -8.35258e-17-0j -4.08714e-16-0j -7.40073e-16-0j -4.90376e-16-0j -1.95649e-15-0j 3.775e-17-0j -4.84656e-16-0j 7.25928e-16-0j -3.96862e-16-0j 8.23059e-17-0j -6.43823e-17-0j 3.63456e-16-0j -5.66088e-16-0j 6.69127e-16-0j -2.73524e-16-0j -8.40442e-16-0j -2.40725e-16-0j 5.25805e-17-0j -1.47385e-15-0j 1.3983e-15-0j -4.59046e-16-0j 4.50637e-16-0j -9.51271e-16-0j -6.9221e-16-0j -8.40096e-16-0j 3.66521e-16-0j -4.83153e-16-0j 5.90478e-16-0j -5.60422e-16-0j 2.85628e-16-0j -6.43992e-16-0j 7.06203e-17-0j -3.29265e-16-0j 
1.20654e-17-0j 2.58389e-18-0j 2.36869e-17-0j 1.04666e-17-0j 2.06784e-17-0j -2.17595e-17-0j 1.78547e-17-0j -1.34258e-17-0j 3.15302e-17-0j 2.58638e-17-0j -3.5541e-17-0j -1.59336e-17-0j -1.65909e-17-0j -5.18977e-17-0j 5.39982e-17-0j 4.30815e-18-0j -9.07207e-18-0j -3.0984e-17-0j 8.33349e-18-0j 2.4365e-17-0j -2.05131e-17-0j 1.30429e-17-0j 1.8728e-18-0j 3.04549e-18-0j 1.49024e-17-0j 2.69843e-17-0j 1.78799e-17-0j 7.1337e-17-0j -1.37643e-18-0j 1.76713e-17-0j -2.64685e-17-0j 1.44702e-17-0j -3.00101e-18-0j 2.34748e-18-0j -1.32522e-17-0j 2.06405e-17-0j -2.43974e-17-0j 9.97313e-18-0j 3.06439e-17-0j 8.77723e-18-0j -1.91717e-18-0j 5.3739e-17-0j -5.09842e-17-0j 1.67376e-17-0j -1.6431e-17-0j 3.46849e-17-0j 2.52391e-17-0j 3.06313e-17-0j -1.33639e-17-0j 1.76166e-17-0j -2.15298e-17-0j 2.04339e-17-0j -1.04145e-17-0j 2.3481e-17-0j -2.57493e-18-0j 1.20056e-17-0j 
-0.000350894-0j -7.51467e-05-0j -0.000688882-0j -0.000304397-0j -0.000601385-0j 0.000632827-0j -0.000519266-0j 0.000390461-0j -0.000916987-0j -0.000752192-0j 0.00103363-0j 0.000463393-0j 0.00048251-0j 0.00150933-0j -0.00157042-0j -0.000125293-0j 0.000263841-0j 0.000901102-0j -0.000242361-0j -0.000708601-0j 0.000596579-0j -0.000379324-0j -5.44662e-05-0j -8.85713e-05-0j -0.000433403-0j -0.000784778-0j -0.000519997-0j -0.00207468-0j 4.00304e-05-0j -0.000513932-0j 0.000769779-0j -0.000420835-0j 8.72777e-05-0j -6.82714e-05-0j 0.000385411-0j -0.000600284-0j 0.000709546-0j -0.000290047-0j -0.000891211-0j -0.000255266-0j 5.57567e-05-0j -0.00156288-0j 0.00148276-0j -0.000486775-0j 0.000477859-0j -0.00100873-0j -0.000734024-0j -0.000890844-0j 0.000388661-0j -0.000512339-0j 0.000626147-0j -0.000594275-0j 0.000302882-0j -0.000682893-0j 7.48862e-05-0j -0.000349155-0j 
-0.000294748-0j -6.31224e-05-0j -0.000578654-0j -0.00025569-0j -0.000505157-0j 0.000531568-0j -0.000436178-0j 0.000327983-0j -0.00077026-0j -0.000631834-0j 0.000868239-0j 0.000389245-0j 0.000405303-0j 0.00126782-0j -0.00131914-0j -0.000105245-0j 0.000221624-0j 0.000756916-0j -0.000203581-0j -0.000595217-0j 0.00050112-0j -0.000318628-0j -4.5751e-05-0j -7.43989e-05-0j -0.000364054-0j -0.000659205-0j -0.000436792-0j -0.00174271-0j 3.36251e-05-0j -0.000431697-0j 0.000646606-0j -0.000353497-0j 7.33124e-05-0j -5.73472e-05-0j 0.000323741-0j -0.000504232-0j 0.000596011-0j -0.000243636-0j -0.000748607-0j -0.000214421-0j 4.68351e-05-0j -0.0013128-0j 0.00124551-0j -0.000408886-0j 0.000401396-0j -0.000847326-0j -0.000616572-0j -0.000748299-0j 0.000326471-0j -0.000430359-0j 0.000525957-0j -0.000499185-0j 0.000254418-0j -0.000573623-0j 6.29036e-05-0j -0.000293287-0j 
-5.36157e-18-0j -1.14822e-18-0j -1.05259e-17-0j -4.65111e-18-0j -9.189e-18-0j 9.66943e-18-0j -7.93424e-18-0j 5.96614e-18-0j -1.40113e-17-0j -1.14933e-17-0j 1.57936e-17-0j 7.08053e-18-0j 7.37263e-18-0j 2.30622e-17-0j -2.39956e-17-0j -1.91445e-18-0j 4.03143e-18-0j 1.37686e-17-0j -3.70322e-18-0j -1.08272e-17-0j 9.11557e-18-0j -5.79597e-18-0j -8.32229e-19-0j -1.35335e-18-0j -6.62228e-18-0j -1.19912e-17-0j -7.94542e-18-0j -3.17006e-17-0j 6.11654e-19-0j -7.85275e-18-0j 1.1762e-17-0j -6.43025e-18-0j 1.33358e-18-0j -1.04317e-18-0j 5.88898e-18-0j -9.17218e-18-0j 1.08417e-17-0j -4.43184e-18-0j -1.36175e-17-0j -3.9004e-18-0j 8.51948e-19-0j -2.38804e-17-0j 2.26563e-17-0j -7.4378e-18-0j 7.30156e-18-0j -1.54132e-17-0j -1.12157e-17-0j -1.36119e-17-0j 5.93864e-18-0j -7.8284e-18-0j 9.56736e-18-0j -9.08036e-18-0j 4.62796e-18-0j -1.04344e-17-0j 1.14424e-18-0j -5.335e-18-0j 
-0.00191955-0j -0.000411086-0j -0.00376849-0j -0.00166519-0j -0.00328984-0j 0.00346184-0j -0.00284061-0j 0.00213599-0j -0.00501633-0j -0.00411483-0j 0.00565442-0j 0.00253497-0j 0.00263954-0j 0.00825671-0j -0.00859089-0j -0.000685409-0j 0.00144333-0j 0.00492943-0j -0.00132582-0j -0.00387636-0j 0.00326355-0j -0.00207507-0j -0.000297954-0j -0.000484524-0j -0.00237091-0j -0.00429308-0j -0.00284462-0j -0.0113494-0j 0.000218984-0j -0.00281144-0j 0.00421103-0j -0.00230215-0j 0.000477448-0j -0.000373475-0j 0.00210837-0j -0.00328382-0j 0.00388153-0j -0.00158668-0j -0.00487532-0j -0.00139642-0j 0.000305014-0j -0.00854965-0j 0.00811138-0j -0.00266288-0j 0.0026141-0j -0.00551822-0j -0.00401544-0j -0.00487331-0j 0.00212615-0j -0.00280272-0j 0.0034253-0j -0.00325095-0j 0.0016569-0j -0.00373573-0j 0.000409661-0j -0.00191003-0j 
-7.93437e-17-0j -1.6992e-17-0j -1.55769e-16-0j -6.88298e-17-0j -1.35984e-16-0j 1.43094e-16-0j -1.17416e-16-0j 8.82904e-17-0j -2.07348e-16-0j -1.70085e-16-0j 2.33723e-16-0j 1.04782e-16-0j 1.09104e-16-0j 3.41288e-16-0j -3.55101e-16-0j -2.83311e-17-0j 5.96594e-17-0j 2.03756e-16-0j -5.48023e-17-0j -1.60228e-16-0j 1.34898e-16-0j -8.57721e-17-0j -1.23158e-17-0j -2.00276e-17-0j -9.80004e-17-0j -1.77453e-16-0j -1.17581e-16-0j -4.69123e-16-0j 9.0516e-18-0j -1.16209e-16-0j 1.74061e-16-0j -9.51586e-17-0j 1.97351e-17-0j -1.54374e-17-0j 8.71485e-17-0j -1.35735e-16-0j 1.60441e-16-0j -6.55849e-17-0j -2.01519e-16-0j -5.77205e-17-0j 1.26076e-17-0j -3.53396e-16-0j 3.3528e-16-0j -1.10069e-16-0j 1.08053e-16-0j -2.28093e-16-0j -1.65976e-16-0j -2.01436e-16-0j 8.78834e-17-0j -1.15849e-16-0j 1.41583e-16-0j -1.34376e-16-0j 6.84872e-17-0j -1.54415e-16-0j 1.69331e-17-0j -7.89504e-17-0j 
-0.000638188-0j -0.000136673-0j -0.0012529-0j -0.000553621-0j -0.00109377-0j 0.00115095-0j -0.000944412-0j 0.000710149-0j -0.00166777-0j -0.00136805-0j 0.00187991-0j 0.000842794-0j 0.000877563-0j 0.00274509-0j -0.00285619-0j -0.000227876-0j 0.00047986-0j 0.00163887-0j -0.000440793-0j -0.00128876-0j 0.00108503-0j -0.000689894-0j -9.90601e-05-0j -0.000161089-0j -0.00078825-0j -0.00142731-0j -0.000945743-0j -0.00377331-0j 7.28051e-05-0j -0.000934711-0j 0.00140003-0j -0.000765392-0j 0.000158736-0j -0.000124168-0j 0.000700964-0j -0.00109176-0j 0.00129048-0j -0.000527521-0j -0.00162089-0j -0.000464265-0j 0.000101407-0j -0.00284248-0j 0.00269677-0j -0.00088532-0j 0.000869103-0j -0.00183463-0j -0.001335-0j -0.00162022-0j 0.000706875-0j -0.000931814-0j 0.0011388-0j -0.00108083-0j 0.000550865-0j -0.00124201-0j 0.000136199-0j -0.000635025-0j 
