-0.000483671-0j -0.000103582-0j -0.000949552-0j -0.00041958-0j -0.000828946-0j 0.000872286-0j -0.000715754-0j 0.00053821-0j -0.00126397-0j -0.00103682-0j 0.00142475-0j 0.000638739-0j 0.00066509-0j 0.00208046-0j -0.00216466-0j -0.000172703-0j 0.000363678-0j 0.00124207-0j -0.00033407-0j -0.000976733-0j 0.000822322-0j -0.000522858-0j -7.5076e-05-0j -0.000122086-0j -0.000597401-0j -0.00108174-0j -0.000716762-0j -0.00285973-0j 5.51777e-05-0j -0.000708402-0j 0.00106106-0j -0.000580077-0j 0.000120303-0j -9.4105e-05-0j 0.000531249-0j -0.000827428-0j 0.000978035-0j -0.000399799-0j -0.00122844-0j -0.000351858-0j 7.68548e-05-0j -0.00215427-0j 0.00204384-0j -0.000670969-0j 0.000658679-0j -0.00139043-0j -0.00101178-0j -0.00122794-0j 0.000535728-0j -0.000706206-0j 0.000863078-0j -0.000819146-0j 0.000417491-0j -0.000941297-0j 0.000103223-0j -0.000481274-0j 
0.00952783-0j 0.00204046-0j 0.0187052-0j 0.00826529-0j 0.0163294-0j -0.0171831-0j 0.0140996-0j -0.0106022-0j 0.0248989-0j 0.0204243-0j -0.0280662-0j -0.0125825-0j -0.0131016-0j -0.0409829-0j 0.0426416-0j 0.00340208-0j -0.00716408-0j -0.0244676-0j 0.00658083-0j 0.0192406-0j -0.0161989-0j 0.0102998-0j 0.00147892-0j 0.00240498-0j 0.0117682-0j 0.0213091-0j 0.0141195-0j 0.0563338-0j -0.00108694-0j 0.0139548-0j -0.0209018-0j 0.0114269-0j -0.00236985-0j 0.00185377-0j -0.0104651-0j 0.0162995-0j -0.0192663-0j 0.00787563-0j 0.024199-0j 0.00693125-0j -0.00151396-0j 0.0424369-0j -0.0402615-0j 0.0132174-0j -0.0129753-0j 0.0273902-0j 0.019931-0j 0.0241891-0j -0.0105533-0j 0.0139115-0j -0.0170018-0j 0.0161363-0j -0.00822416-0j 0.0185426-0j -0.00203338-0j 0.00948061-0j 
1.88938e-15-0j 4.04624e-16-0j 3.70926e-15-0j 1.63901e-15-0j 3.23813e-15-0j -3.40743e-15-0j 2.79596e-15-0j -2.10242e-15-0j 4.93748e-15-0j 4.05015e-15-0j -5.56554e-15-0j -2.49512e-15-0j -2.59806e-15-0j -8.12693e-15-0j 8.45586e-15-0j 6.74635e-16-0j -1.42064e-15-0j -4.85194e-15-0j 1.30498e-15-0j 3.81543e-15-0j -3.21225e-15-0j 2.04245e-15-0j 2.93271e-16-0j 4.76908e-16-0j 2.33364e-15-0j 4.22561e-15-0j 2.7999e-15-0j 1.1171e-14-0j -2.15542e-16-0j 2.76724e-15-0j -4.14484e-15-0j 2.26597e-15-0j -4.69943e-16-0j 3.67604e-16-0j -2.07523e-15-0j 3.2322e-15-0j -3.82052e-15-0j 1.56174e-15-0j 4.79868e-15-0j 1.37447e-15-0j -3.0022e-16-0j 8.41527e-15-0j -7.98388e-15-0j 2.62102e-15-0j -2.57301e-15-0j 5.43149e-15-0j 3.95232e-15-0j 4.79671e-15-0j -2.09273e-15-0j 2.75867e-15-0j -3.37146e-15-0j 3.19985e-15-0j -1.63086e-15-0j 3.67701e-15-0j -4.03221e-16-0j 1.88001e-15-0j 
0.00858843-0j 0.00183928-0j 0.016861-0j 0.00745037-0j 0.0147194-0j -0.015489-0j 0.0127095-0j -0.00955685-0j 0.022444-0j 0.0184105-0j -0.025299-0j -0.0113419-0j -0.0118098-0j -0.0369421-0j 0.0384373-0j 0.00306665-0j -0.00645773-0j -0.0220552-0j 0.00593199-0j 0.0173436-0j -0.0146018-0j 0.00928426-0j 0.0013331-0j 0.00216785-0j 0.0106079-0j 0.0192081-0j 0.0127274-0j 0.0507795-0j -0.000979776-0j 0.0125789-0j -0.018841-0j 0.0103003-0j -0.00213619-0j 0.001671-0j -0.00943325-0j 0.0146924-0j -0.0173667-0j 0.00709913-0j 0.0218131-0j 0.00624786-0j -0.00136469-0j 0.0382528-0j -0.0362919-0j 0.0119142-0j -0.011696-0j 0.0246896-0j 0.0179658-0j 0.0218041-0j -0.00951279-0j 0.0125399-0j -0.0153255-0j 0.0145454-0j -0.00741329-0j 0.0167144-0j -0.0018329-0j 0.00854586-0j 
-3.7869e-17-0j -8.10993e-18-0j -7.43451e-17-0j -3.2851e-17-0j -6.49023e-17-0j 6.82956e-17-0j -5.60399e-17-0j 4.21391e-17-0j -9.89625e-17-0j -8.11776e-17-0j 1.11551e-16-0j 5.001e-17-0j 5.20732e-17-0j 1.62889e-16-0j -1.69482e-16-0j -1.35218e-17-0j 2.84741e-17-0j 9.72482e-17-0j -2.6156e-17-0j -7.64732e-17-0j 6.43836e-17-0j -4.09372e-17-0j -5.87807e-18-0j -9.55874e-18-0j -4.67734e-17-0j -8.46944e-17-0j -5.61188e-17-0j -2.23902e-16-0j 4.32013e-18-0j -5.54642e-17-0j 8.30756e-17-0j -4.54171e-17-0j 9.41913e-18-0j -7.36794e-18-0j 4.15941e-17-0j -6.47834e-17-0j 7.65752e-17-0j -3.13022e-17-0j -9.61807e-17-0j -2.75487e-17-0j 6.01734e-18-0j -1.68668e-16-0j 1.60022e-16-0j -5.25334e-17-0j 5.15712e-17-0j -1.08864e-16-0j -7.92169e-17-0j -9.61411e-17-0j 4.19448e-17-0j -5.52923e-17-0j 6.75746e-17-0j -6.4135e-17-0j 3.26875e-17-0j -7.36987e-17-0j 8.08182e-18-0j -3.76813e-17-0j 
-0.00372177-0j -0.000797046-0j -0.00730665-0j -0.0032286-0j -0.00637861-0j 0.0067121-0j -0.00550761-0j 0.00414144-0j -0.00972605-0j -0.00797815-0j 0.0109632-0j 0.004915-0j 0.00511776-0j 0.0160088-0j -0.0166567-0j -0.00132893-0j 0.00279844-0j 0.00955757-0j -0.00257061-0j -0.0075158-0j 0.00632764-0j -0.00402331-0j -0.000577697-0j -0.000939434-0j -0.0045969-0j -0.00832378-0j -0.00551537-0j -0.0220052-0j 0.000424583-0j -0.00545104-0j 0.00816468-0j -0.0044636-0j 0.000925714-0j -0.000724123-0j 0.00408787-0j -0.00636693-0j 0.00752582-0j -0.00307639-0j -0.00945265-0j -0.00270749-0j 0.000591386-0j -0.0165767-0j 0.015727-0j -0.005163-0j 0.00506842-0j -0.0106992-0j -0.00778545-0j -0.00944876-0j 0.00412234-0j -0.00543414-0j 0.00664125-0j -0.0063032-0j 0.00321253-0j -0.00724313-0j 0.000794283-0j -0.00370333-0j 
-7.85898e-20-0j -1.68306e-20-0j -1.54289e-19-0j -6.81758e-20-0j -1.34692e-19-0j 1.41734e-19-0j -1.163e-19-0j 8.74515e-20-0j -2.05377e-19-0j -1.68468e-19-0j 2.31502e-19-0j 1.03786e-19-0j 1.08068e-19-0j 3.38045e-19-0j -3.51727e-19-0j -2.80619e-20-0j 5.90925e-20-0j 2.0182e-19-0j -5.42816e-20-0j -1.58705e-19-0j 1.33616e-19-0j -8.49571e-20-0j -1.21988e-20-0j -1.98373e-20-0j -9.70692e-20-0j -1.75767e-19-0j -1.16464e-19-0j -4.64666e-19-0j 8.9656e-21-0j -1.15105e-19-0j 1.72407e-19-0j -9.42544e-20-0j 1.95476e-20-0j -1.52907e-20-0j 8.63204e-20-0j -1.34445e-19-0j 1.58917e-19-0j -6.49617e-20-0j -1.99604e-19-0j -5.7172e-20-0j 1.24878e-20-0j -3.50038e-19-0j 3.32095e-19-0j -1.09023e-19-0j 1.07026e-19-0j -2.25926e-19-0j -1.64399e-19-0j -1.99522e-19-0j 8.70483e-20-0j -1.14748e-19-0j 1.40238e-19-0j -1.331e-19-0j 6.78365e-20-0j -1.52947e-19-0j 1.67722e-20-0j -7.82002e-20-0j 
0.00573997-0j 0.00122926-0j 0.0112688-0j 0.00497937-0j 0.00983753-0j -0.0103519-0j 0.00849421-0j -0.00638721-0j 0.0150002-0j 0.0123045-0j -0.0169083-0j -0.00758024-0j -0.00789296-0j -0.0246898-0j 0.0256891-0j 0.00204956-0j -0.00431595-0j -0.0147403-0j 0.00396457-0j 0.0115914-0j -0.00975891-0j 0.00620503-0j 0.000890965-0j 0.00144886-0j 0.00708966-0j 0.0128375-0j 0.00850618-0j 0.0339379-0j -0.000654822-0j 0.00840696-0j -0.0125921-0j 0.00688407-0j -0.0014277-0j 0.00111679-0j -0.0063046-0j 0.00981951-0j -0.0116068-0j 0.00474462-0j 0.0145785-0j 0.00417568-0j -0.000912075-0j 0.0255658-0j -0.0242552-0j 0.00796273-0j -0.00781687-0j 0.016501-0j 0.0120073-0j 0.0145725-0j -0.00635776-0j 0.0083809-0j -0.0102426-0j 0.00972122-0j -0.00495458-0j 0.0111708-0j -0.001225-0j 0.00571152-0j 
-7.51344e-19-0j -1.60906e-19-0j -1.47505e-18-0j -6.51783e-19-0j -1.2877e-18-0j 1.35503e-18-0j -1.11187e-18-0j 8.36065e-19-0j -1.96348e-18-0j -1.61061e-18-0j 2.21324e-18-0j 9.9223e-19-0j 1.03316e-18-0j 3.23182e-18-0j -3.36262e-18-0j -2.68281e-19-0j 5.64944e-19-0j 1.92946e-18-0j -5.1895e-19-0j -1.51728e-18-0j 1.27741e-18-0j -8.12218e-19-0j -1.16624e-19-0j -1.89651e-19-0j -9.28014e-19-0j -1.68039e-18-0j -1.11343e-18-0j -4.44236e-18-0j 8.57141e-20-0j -1.10044e-18-0j 1.64827e-18-0j -9.01103e-19-0j 1.86881e-19-0j -1.46185e-19-0j 8.25252e-19-0j -1.28534e-18-0j 1.5193e-18-0j -6.21055e-19-0j -1.90828e-18-0j -5.46583e-19-0j 1.19388e-19-0j -3.34648e-18-0j 3.17493e-18-0j -1.0423e-18-0j 1.0232e-18-0j -2.15993e-18-0j -1.57171e-18-0j -1.9075e-18-0j 8.32211e-19-0j -1.09703e-18-0j 1.34072e-18-0j -1.27248e-18-0j 6.48539e-19-0j -1.46223e-18-0j 1.60348e-19-0j -7.4762e-19-0j 
-0.00189539-0j -0.000405912-0j -0.00372106-0j -0.00164423-0j -0.00324844-0j 0.00341828-0j -0.00280486-0j 0.00210911-0j -0.00495319-0j -0.00406304-0j 0.00558326-0j 0.00250306-0j 0.00260632-0j 0.0081528-0j -0.00848277-0j -0.000676783-0j 0.00142516-0j 0.00486739-0j -0.00130914-0j -0.00382758-0j 0.00322248-0j -0.00204895-0j -0.000294204-0j -0.000478426-0j -0.00234107-0j -0.00423906-0j -0.00280882-0j -0.0112066-0j 0.000216228-0j -0.00277605-0j 0.00415803-0j -0.00227318-0j 0.000471439-0j -0.000368775-0j 0.00208183-0j -0.00324249-0j 0.00383268-0j -0.00156671-0j -0.00481396-0j -0.00137885-0j 0.000301175-0j -0.00844205-0j 0.00800929-0j -0.00262936-0j 0.0025812-0j -0.00544877-0j -0.0039649-0j -0.00481198-0j 0.00209939-0j -0.00276745-0j 0.00338219-0j -0.00321003-0j 0.00163605-0j -0.00368871-0j 0.000404505-0j -0.001886-0j 
-0.00647377-0j -0.00138641-0j -0.0127094-0j -0.00561593-0j -0.0110952-0j 0.0116752-0j -0.00958012-0j 0.00720375-0j -0.0169178-0j -0.0138775-0j 0.0190698-0j 0.00854931-0j 0.008902-0j 0.0278462-0j -0.0289732-0j -0.00231158-0j 0.0048677-0j 0.0166247-0j -0.00447141-0j -0.0130732-0j 0.0110065-0j -0.00699828-0j -0.00100487-0j -0.00163408-0j -0.007996-0j -0.0144787-0j -0.00959362-0j -0.0382765-0j 0.000738534-0j -0.00948171-0j 0.0142019-0j -0.00776414-0j 0.00161022-0j -0.00125956-0j 0.00711058-0j -0.0110748-0j 0.0130907-0j -0.00535117-0j -0.0164423-0j -0.0047095-0j 0.00102868-0j -0.0288341-0j 0.027356-0j -0.00898069-0j 0.00881619-0j -0.0186105-0j -0.0135423-0j -0.0164355-0j 0.00717054-0j -0.00945232-0j 0.011552-0j -0.010964-0j 0.00558798-0j -0.0125989-0j 0.0013816-0j -0.00644169-0j 
2.83167e-16-0j 6.06423e-17-0j 5.55918e-16-0j 2.45644e-16-0j 4.85309e-16-0j -5.10682e-16-0j 4.1904e-16-0j -3.15096e-16-0j 7.39995e-16-0j 6.07008e-16-0j -8.34125e-16-0j -3.73952e-16-0j -3.89379e-16-0j -1.21801e-15-0j 1.26731e-15-0j 1.0111e-16-0j -2.12916e-16-0j -7.27176e-16-0j 1.95582e-16-0j 5.71831e-16-0j -4.81431e-16-0j 3.06109e-16-0j 4.39534e-17-0j 7.14757e-17-0j 3.4975e-16-0j 6.33305e-16-0j 4.1963e-16-0j 1.67424e-15-0j -3.23039e-17-0j 4.14736e-16-0j -6.212e-16-0j 3.39608e-16-0j -7.04319e-17-0j 5.5094e-17-0j -3.11021e-16-0j 4.8442e-16-0j -5.72593e-16-0j 2.34063e-16-0j 7.19194e-16-0j 2.05996e-16-0j -4.49949e-17-0j 1.26122e-15-0j -1.19657e-15-0j 3.9282e-16-0j -3.85625e-16-0j 8.14034e-16-0j 5.92347e-16-0j 7.18898e-16-0j -3.13644e-16-0j 4.1345e-16-0j -5.05291e-16-0j 4.79571e-16-0j -2.44421e-16-0j 5.51085e-16-0j -6.04321e-17-0j 2.81763e-16-0j 
6.86384e-17-0j 1.46994e-17-0j 1.34752e-16-0j 5.95431e-17-0j 1.17637e-16-0j -1.23787e-16-0j 1.01573e-16-0j -7.6378e-17-0j 1.79372e-16-0j 1.47136e-16-0j -2.02188e-16-0j -9.06443e-17-0j -9.43837e-17-0j -2.9524e-16-0j 3.0719e-16-0j 2.45086e-17-0j -5.161e-17-0j -1.76264e-16-0j 4.74082e-17-0j 1.38609e-16-0j -1.16697e-16-0j 7.41995e-17-0j 1.06541e-17-0j 1.73254e-17-0j 8.47779e-17-0j 1.5351e-16-0j 1.01717e-16-0j 4.05828e-16-0j -7.83033e-18-0j 1.0053e-16-0j -1.50576e-16-0j 8.23195e-17-0j -1.70724e-17-0j 1.33546e-17-0j -7.53901e-17-0j 1.17421e-16-0j -1.38794e-16-0j 5.6736e-17-0j 1.7433e-16-0j 4.99326e-17-0j -1.09066e-17-0j 3.05715e-16-0j -2.90043e-16-0j 9.5218e-17-0j -9.34739e-17-0j 1.97318e-16-0j 1.43582e-16-0j 1.74258e-16-0j -7.60259e-17-0j 1.00219e-16-0j -1.2248e-16-0j 1.16246e-16-0j -5.92467e-17-0j 1.33581e-16-0j -1.46485e-17-0j 6.82982e-17-0j 
0.000722729-0j 0.000154778-0j 0.00141887-0j 0.00062696-0j 0.00123866-0j -0.00130342-0j 0.00106952-0j -0.000804223-0j 0.0018887-0j 0.00154927-0j -0.00212895-0j -0.00095444-0j -0.000993815-0j -0.00310874-0j 0.00323456-0j 0.000258063-0j -0.000543428-0j -0.00185598-0j 0.000499186-0j 0.00145949-0j -0.00122876-0j 0.000781285-0j 0.000112183-0j 0.000182428-0j 0.00089267-0j 0.00161639-0j 0.00107103-0j 0.00427317-0j -8.24496e-05-0j 0.00105853-0j -0.0015855-0j 0.000866784-0j -0.000179764-0j 0.000140617-0j -0.000793822-0j 0.00123639-0j -0.00146144-0j 0.000597402-0j 0.00183561-0j 0.000525766-0j -0.000114841-0j 0.00321903-0j -0.00305402-0j 0.0010026-0j -0.000984235-0j 0.00207767-0j 0.00151185-0j 0.00183485-0j -0.000800516-0j 0.00105525-0j -0.00128966-0j 0.00122401-0j -0.000623839-0j 0.00140654-0j -0.000154241-0j 0.000719147-0j 
-0.00201264-0j -0.000431022-0j -0.00395125-0j -0.00174594-0j -0.00344938-0j 0.00362973-0j -0.00297837-0j 0.00223958-0j -0.0052596-0j -0.00431438-0j 0.00592863-0j 0.0026579-0j 0.00276755-0j 0.00865713-0j -0.00900751-0j -0.000718648-0j 0.00151332-0j 0.00516848-0j -0.00139012-0j -0.00406435-0j 0.00342182-0j -0.0021757-0j -0.000312404-0j -0.000508021-0j -0.00248588-0j -0.00450128-0j -0.00298257-0j -0.0118998-0j 0.000229604-0j -0.00294778-0j 0.00441525-0j -0.0024138-0j 0.000500602-0j -0.000391587-0j 0.00221061-0j -0.00344307-0j 0.00406977-0j -0.00166363-0j -0.00511175-0j -0.00146414-0j 0.000319806-0j -0.00896427-0j 0.00850474-0j -0.00279201-0j 0.00274087-0j -0.00578583-0j -0.00421017-0j -0.00510964-0j 0.00222926-0j -0.00293864-0j 0.00359141-0j -0.0034086-0j 0.00173725-0j -0.00391689-0j 0.000429527-0j -0.00200266-0j 
-1.75694e-15-0j -3.76262e-16-0j -3.44925e-15-0j -1.52413e-15-0j -3.01115e-15-0j 3.16858e-15-0j -2.59998e-15-0j 1.95505e-15-0j -4.59138e-15-0j -3.76625e-15-0j 5.17542e-15-0j 2.32022e-15-0j 2.41594e-15-0j 7.55727e-15-0j -7.86314e-15-0j -6.27346e-16-0j 1.32106e-15-0j 4.51184e-15-0j -1.21351e-15-0j -3.54798e-15-0j 2.98709e-15-0j -1.89929e-15-0j -2.72714e-16-0j -4.43479e-16-0j -2.17006e-15-0j -3.92941e-15-0j -2.60364e-15-0j -1.0388e-14-0j 2.00433e-16-0j -2.57327e-15-0j 3.8543e-15-0j -2.10713e-15-0j 4.37002e-16-0j -3.41837e-16-0j 1.92976e-15-0j -3.00564e-15-0j 3.55272e-15-0j -1.45227e-15-0j -4.46232e-15-0j -1.27813e-15-0j 2.79176e-16-0j -7.82539e-15-0j 7.42424e-15-0j -2.4373e-15-0j 2.39265e-15-0j -5.05076e-15-0j -3.67528e-15-0j -4.46048e-15-0j 1.94604e-15-0j -2.56529e-15-0j 3.13513e-15-0j -2.97555e-15-0j 1.51654e-15-0j -3.41926e-15-0j 3.74957e-16-0j -1.74823e-15-0j 
0.000974611-0j 0.00020872-0j 0.00191337-0j 0.000845465-0j 0.00167035-0j -0.00175768-0j 0.00144226-0j -0.00108451-0j 0.00254694-0j 0.00208922-0j -0.00287091-0j -0.00128708-0j -0.00134017-0j -0.00419218-0j 0.00436185-0j 0.000348002-0j -0.000732821-0j -0.00250281-0j 0.000673159-0j 0.00196814-0j -0.001657-0j 0.00105357-0j 0.00015128-0j 0.000246007-0j 0.00120378-0j 0.00217973-0j 0.0014443-0j 0.00576243-0j -0.000111185-0j 0.00142745-0j -0.00213806-0j 0.00116887-0j -0.000242414-0j 0.000189624-0j -0.00107048-0j 0.00166729-0j -0.00197077-0j 0.000805606-0j 0.00247534-0j 0.000709004-0j -0.000154865-0j 0.00434091-0j -0.00411839-0j 0.00135202-0j -0.00132726-0j 0.00280176-0j 0.00203876-0j 0.00247432-0j -0.00107951-0j 0.00142302-0j -0.00173913-0j 0.0016506-0j -0.000841257-0j 0.00189674-0j -0.000207997-0j 0.00096978-0j 
0.00170719-0j 0.000365608-0j 0.00335159-0j 0.00148097-0j 0.00292589-0j -0.00307886-0j 0.00252636-0j -0.00189969-0j 0.00446138-0j 0.00365961-0j -0.00502888-0j -0.00225453-0j -0.00234753-0j -0.00734328-0j 0.00764049-0j 0.000609583-0j -0.00128365-0j -0.00438409-0j 0.00117915-0j 0.00344752-0j -0.00290251-0j 0.00184551-0j 0.000264992-0j 0.000430922-0j 0.00210862-0j 0.00381815-0j 0.00252992-0j 0.0100938-0j -0.000194758-0j 0.00250041-0j -0.00374517-0j 0.00204747-0j -0.000424628-0j 0.000332158-0j -0.00187512-0j 0.00292053-0j -0.00345212-0j 0.00141115-0j 0.00433596-0j 0.00124194-0j -0.000271271-0j 0.00760381-0j -0.00721402-0j 0.00236828-0j -0.0023249-0j 0.00490775-0j 0.00357121-0j 0.00433418-0j -0.00189093-0j 0.00249266-0j -0.00304636-0j 0.0028913-0j -0.0014736-0j 0.00332245-0j -0.00036434-0j 0.00169873-0j 
-4.3053e-17-0j -9.22013e-18-0j -8.45224e-17-0j -3.7348e-17-0j -7.3787e-17-0j 7.76448e-17-0j -6.37113e-17-0j 4.79076e-17-0j -1.1251e-16-0j -9.22903e-17-0j 1.26821e-16-0j 5.68561e-17-0j 5.92016e-17-0j 1.85188e-16-0j -1.92683e-16-0j -1.53728e-17-0j 3.2372e-17-0j 1.10561e-16-0j -2.97365e-17-0j -8.69418e-17-0j 7.31973e-17-0j -4.65412e-17-0j -6.68273e-18-0j -1.08673e-17-0j -5.31764e-17-0j -9.62884e-17-0j -6.38011e-17-0j -2.54553e-16-0j 4.91153e-18-0j -6.30569e-17-0j 9.44481e-17-0j -5.16344e-17-0j 1.07085e-17-0j -8.37656e-18-0j 4.7288e-17-0j -7.36518e-17-0j 8.70578e-17-0j -3.55873e-17-0j -1.09347e-16-0j -3.13199e-17-0j 6.84108e-18-0j -1.91758e-16-0j 1.81928e-16-0j -5.97249e-17-0j 5.86309e-17-0j -1.23767e-16-0j -9.00611e-17-0j -1.09302e-16-0j 4.76868e-17-0j -6.28614e-17-0j 7.68251e-17-0j -7.29146e-17-0j 3.71621e-17-0j -8.37876e-17-0j 9.18817e-18-0j -4.28396e-17-0j 
-0.000816364-0j -0.000174831-0j -0.0016027-0j -0.000708187-0j -0.00139914-0j 0.00147229-0j -0.00120808-0j 0.000908416-0j -0.00213339-0j -0.00174999-0j 0.00240477-0j 0.0010781-0j 0.00112257-0j 0.00351149-0j -0.00365362-0j -0.000291497-0j 0.000613833-0j 0.00209643-0j -0.000563859-0j -0.00164858-0j 0.00138796-0j -0.000882506-0j -0.000126717-0j -0.000206063-0j -0.00100832-0j -0.0018258-0j -0.00120979-0j -0.00482679-0j 9.31316e-05-0j -0.00119567-0j 0.00179091-0j -0.000979083-0j 0.000203054-0j -0.000158835-0j 0.000896667-0j -0.00139657-0j 0.00165078-0j -0.0006748-0j -0.00207342-0j -0.000593883-0j 0.000129719-0j -0.00363608-0j 0.00344969-0j -0.00113249-0j 0.00111175-0j -0.00234684-0j -0.00170772-0j -0.00207257-0j 0.000904228-0j -0.00119197-0j 0.00145675-0j -0.00138259-0j 0.000704662-0j -0.00158877-0j 0.000174224-0j -0.000812318-0j 
-0.00258446-0j -0.000553483-0j -0.00507387-0j -0.002242-0j -0.00442942-0j 0.004661-0j -0.00382458-0j 0.00287589-0j -0.00675394-0j -0.00554017-0j 0.00761307-0j 0.00341306-0j 0.00355386-0j 0.0111168-0j -0.0115667-0j -0.000922829-0j 0.00194329-0j 0.00663694-0j -0.00178508-0j -0.0052191-0j 0.00439402-0j -0.00279386-0j -0.000401163-0j -0.00065236-0j -0.00319217-0j -0.00578018-0j -0.00382997-0j -0.0152808-0j 0.000294838-0j -0.0037853-0j 0.0056697-0j -0.0030996-0j 0.000642832-0j -0.000502844-0j 0.00283869-0j -0.00442131-0j 0.00522606-0j -0.0021363-0j -0.00656409-0j -0.00188013-0j 0.000410669-0j -0.0115112-0j 0.0109211-0j -0.00358528-0j 0.0035196-0j -0.00742969-0j -0.00540635-0j -0.00656139-0j 0.00286263-0j -0.00377356-0j 0.0046118-0j -0.00437705-0j 0.00223084-0j -0.00502975-0j 0.000551564-0j -0.00257166-0j 
-0.000607069-0j -0.000130008-0j -0.00119181-0j -0.000526626-0j -0.00104043-0j 0.00109483-0j -0.000898361-0j 0.000675521-0j -0.00158644-0j -0.00130134-0j 0.00178824-0j 0.000801699-0j 0.000834772-0j 0.00261124-0j -0.00271692-0j -0.000216765-0j 0.000456462-0j 0.00155896-0j -0.0004193-0j -0.00122592-0j 0.00103212-0j -0.000656253-0j -9.42298e-05-0j -0.000153234-0j -0.000749813-0j -0.00135771-0j -0.000899627-0j -0.00358932-0j 6.9255e-05-0j -0.000889133-0j 0.00133176-0j -0.00072807-0j 0.000150996-0j -0.000118114-0j 0.000666784-0j -0.00103853-0j 0.00122756-0j -0.000501798-0j -0.00154185-0j -0.000441627-0j 9.64625e-05-0j -0.00270388-0j 0.00256527-0j -0.000842151-0j 0.000826725-0j -0.00174517-0j -0.00126991-0j -0.00154121-0j 0.000672407-0j -0.000886377-0j 0.00108327-0j -0.00102813-0j 0.000524004-0j -0.00118145-0j 0.000129558-0j -0.00060406-0j 
-5.97337e-18-0j -1.27924e-18-0j -1.1727e-17-0j -5.18184e-18-0j -1.02375e-17-0j 1.07728e-17-0j -8.83961e-18-0j 6.64692e-18-0j -1.56101e-17-0j -1.28048e-17-0j 1.75958e-17-0j 7.88847e-18-0j 8.21391e-18-0j 2.56938e-17-0j -2.67337e-17-0j -2.1329e-18-0j 4.49144e-18-0j 1.53397e-17-0j -4.12578e-18-0j -1.20627e-17-0j 1.01557e-17-0j -6.45734e-18-0j -9.27193e-19-0j -1.50777e-18-0j -7.37794e-18-0j -1.33595e-17-0j -8.85206e-18-0j -3.53178e-17-0j 6.81448e-19-0j -8.74881e-18-0j 1.31042e-17-0j -7.16399e-18-0j 1.48575e-18-0j -1.1622e-18-0j 6.56096e-18-0j -1.02188e-17-0j 1.20788e-17-0j -4.93754e-18-0j -1.51713e-17-0j -4.34547e-18-0j 9.49162e-19-0j -2.66054e-17-0j 2.52415e-17-0j -8.28651e-18-0j 8.13472e-18-0j -1.7172e-17-0j -1.24955e-17-0j -1.51651e-17-0j 6.61628e-18-0j -8.72169e-18-0j 1.06591e-17-0j -1.01165e-17-0j 5.15605e-18-0j -1.16251e-17-0j 1.27481e-18-0j -5.94377e-18-0j 
3.05179e-17-0j 6.53564e-18-0j 5.99133e-17-0j 2.64739e-17-0j 5.23035e-17-0j -5.5038e-17-0j 4.51614e-17-0j -3.3959e-17-0j 7.9752e-17-0j 6.54195e-17-0j -8.98966e-17-0j -4.03021e-17-0j -4.19647e-17-0j -1.31269e-16-0j 1.36582e-16-0j 1.0897e-17-0j -2.29467e-17-0j -7.83704e-17-0j 2.10786e-17-0j 6.16282e-17-0j -5.18855e-17-0j 3.29904e-17-0j 4.73702e-18-0j 7.7032e-18-0j 3.76938e-17-0j 6.82535e-17-0j 4.52251e-17-0j 1.80438e-16-0j -3.48151e-18-0j 4.46975e-17-0j -6.6949e-17-0j 3.66008e-17-0j -7.59069e-18-0j 5.93768e-18-0j -3.35198e-17-0j 5.22077e-17-0j -6.17104e-17-0j 2.52258e-17-0j 7.75101e-17-0j 2.2201e-17-0j -4.84926e-18-0j 1.35926e-16-0j -1.28959e-16-0j 4.23357e-17-0j -4.15602e-17-0j 8.77313e-17-0j 6.38393e-17-0j 7.74782e-17-0j -3.38025e-17-0j 4.4559e-17-0j -5.44571e-17-0j 5.16851e-17-0j -2.63422e-17-0j 5.93924e-17-0j -6.51298e-18-0j 3.03666e-17-0j 
0.00234212-0j 0.000501583-0j 0.00459809-0j 0.00203176-0j 0.00401407-0j -0.00422394-0j 0.00346595-0j -0.00260622-0j 0.00612063-0j 0.00502067-0j -0.00689919-0j -0.00309302-0j -0.00322062-0j -0.0100744-0j 0.0104821-0j 0.000836296-0j -0.00176107-0j -0.0060146-0j 0.00161769-0j 0.00472971-0j -0.003982-0j 0.00253188-0j 0.000363546-0j 0.000591188-0j 0.00289284-0j 0.00523817-0j 0.00347084-0j 0.0138479-0j -0.000267191-0j 0.00343035-0j -0.00513806-0j 0.00280895-0j -0.000582554-0j 0.000455692-0j -0.00257251-0j 0.00400672-0j -0.00473602-0j 0.00193598-0j 0.00594858-0j 0.00170383-0j -0.00037216-0j 0.0104318-0j -0.00989703-0j 0.00324909-0j -0.00318957-0j 0.00673301-0j 0.0048994-0j 0.00594613-0j -0.0025942-0j 0.00341972-0j -0.00417935-0j 0.00396662-0j -0.00202165-0j 0.00455812-0j -0.000499844-0j 0.00233051-0j 
