-0.021048-0.0155261j 0.0063933+0.0370271j 0.0429476+0.0769592j 0.0187203+0.000203386j 0.00748686-0.0232886j -0.0137767+0.0110646j -0.00338219+0.0443361j -0.0652846+0.00758588j -0.0382669+0.0135784j -0.00512597-0.00333468j -0.0123482-0.0364343j 0.0120147-0.0130401j -0.00392167-0.00217153j -0.0418839-0.0227623j 0.0223977-0.000463173j 0.0245124+0.00749961j 0.0378946-0.00596411j -0.0148775-0.00588797j 0.01292+0.00216327j -0.0297238-0.00946918j 0.00262991-0.0152333j -0.0136293-0.0145404j -0.0090701-0.00515041j -0.0306381-0.0160178j -0.00685481-0.0037679j 0.0217426+0.0177296j -0.014799-0.0223806j 0.00813878+0.00289678j 0.00198459+0.00942449j -0.00166943-0.0333371j 0.00761131+0.0155496j -0.00652498+0.0159734j -0.00140586-0.0353509j -0.00650158+0.0253758j 0.00365354-0.00426872j 0.0418176-0.0132794j 0.00985403-0.0172388j 0.0199084+0.0330361j -0.0210353+0.0194646j -0.00333332-0.0262335j 0.0254964-0.0026577j -0.00581063+0.0167615j -0.0189783+0.00453582j -0.010595-0.00547516j -0.00579868+0.0155994j -0.00680302+0.00328284j -0.00936935+0.010366j -0.0207834-0.0102643j -0.0451545-0.0118486j 0.0206277-0.0025353j -0.0265358-0.012257j -0.0120298-0.0155981j -0.0405921-0.0205718j 0.0273026+0.00232522j 0.0286111+0.00536636j -0.0283983-0.0279602j -0.0114832-0.000189711j -0.0447893+0.00202688j -0.0217888-0.0024601j -0.0211199+0.0468433j -0.0141415+0.0334683j -0.025572+0.00294681j -0.0158443-0.00717358j 0.0253046-0.00675285j -0.0216084+0.0209619j -0.0163456-0.0173841j 0.0329567-0.00945834j -0.0201507-0.0149712j 0.0116427+0.00230943j 0.00358304-0.0339257j -0.0368111-0.0188058j -0.0170132+0.00973715j -0.0088077-0.0131125j 0.0165394-0.0634343j 0.000437028+0.00302979j 0.0362004-0.0267819j 0.0287439-0.00281343j 0.0194064-0.0128441j -0.00631051+0.0287029j 0.0343709-0.0164361j 0.0138957+0.0296689j -0.0057722-0.0206263j 0.0500966+0.0233195j -0.0401654+0.0361041j -0.0492433-0.0486041j 0.0384954-0.0485995j 0.0171521-0.0693644j -0.00192052+0.0252549j 0.0425908-0.0367603j -0.03469-0.0490718j -0.0887299+0.0184983j -0.0118219+0.0107238j -0.0191743-0.00559637j -0.00307062+0.105779j 0.177838-0.00379684j 0.00906812+0.0322976j 0.0285216+0.0164235j 
0.0150913+0.000308402j 0.00915596-0.00229343j -0.0160255+0.0312405j 0.0448555+0.0204437j -0.0199401-0.016817j -0.00935407-0.00212401j 0.031974+0.0654337j 0.10986-0.0196393j -0.0538464-0.0511878j -0.0394389-0.0446493j 0.00813981+0.00774013j -0.0189677+0.0313806j -0.0680518+0.0504042j -0.00188686+0.0242127j -0.000432121+0.0201075j -0.010819-0.0427828j -0.0337768-0.0218761j 0.0402313-0.0240912j -0.0112935-0.0128333j -0.0294476-0.0304119j -0.00564207+0.00983575j -0.0186752+0.0289557j -0.00707094-0.107499j -0.0607236+0.0042737j -0.00282938+0.024198j -0.0232025+0.033003j 0.083117-0.00414565j 0.0232066+0.0461517j -0.0614662+0.0659346j -0.0482634+0.0195375j -0.0604014+0.00988889j 0.0519628-0.00851529j -0.0680009-0.160347j 0.0324586-0.0113168j 0.0787404+0.017707j 0.0755906+0.0982893j 0.00354303+0.0808952j -0.0473045+0.047526j 0.0705091-0.00887817j 0.114466-0.117446j 0.0172477-0.0820501j 0.0450251-0.0957609j 0.0195207+0.0103457j 0.0158062+0.0922473j 0.0737335+0.059544j -0.141987-0.0645671j 0.0376539+0.0323005j 0.13918+0.0885673j 0.0298341+0.102268j -0.034813-0.128022j 0.0546052-0.0184612j 0.0345867-0.0179159j 0.0190149+0.0930874j 0.0209198-0.0242558j 0.0242854-0.0366917j 0.0237435+0.0539116j 0.00661037-0.0551378j -0.030061-0.0460212j -0.0369343-0.078775j -0.0171996-0.126638j -0.0425131+0.0683989j -0.0227108-0.0571545j -0.0067813+0.0250437j -0.0364276-0.0276707j -0.00830207-0.05691j -0.00946157-0.0104011j 0.028446+0.0201013j -0.0737112+0.0749921j -0.0372451-0.0427032j -0.0323012-0.0276959j -0.0381669+0.057456j -0.0164706+0.026282j -0.0488173-0.0196579j -0.187357-0.0416177j 0.00989139+0.0183012j -0.0122805-0.00552045j -0.043088-0.00215685j -0.0311897-0.108384j 0.0503969-0.0442964j 0.0321741+0.0387681j 0.0782167+0.0361267j 0.0692625-0.00843248j -0.0145411+0.073481j -0.119385-9.16495e-05j 0.0222119-0.0462969j -0.0630278+0.030148j -0.00379437+0.0354547j -0.0398692-0.00491514j -0.0538152+0.0895569j -0.0176668+0.0465742j -0.00337451+0.0209548j -0.00942854-0.0132486j -0.0218294+0.00891299j 0.00966448-0.0590512j 0.0132499+0.00198108j -0.00253345+0.0143167j -0.00511785-0.00806626j 
-0.0058434+4.91553e-05j -0.0041441-0.0174928j -0.0302994-0.0130994j -0.0175003+0.0109711j -0.0403962+0.0184155j 0.0109405-0.0482079j 0.0430835-0.000210208j 0.105216-0.0866729j -0.0267884-0.036246j -0.0074973+0.0368306j 0.0530922+0.0343186j 0.0170739-0.0166093j -0.00356806-0.0526568j 0.0508213-0.0280333j -0.0109674+0.048693j 0.00672877+0.0973947j 0.0140893-0.0145459j -0.0229856+0.0856211j -0.0751769+0.0126748j -0.00190125+0.0211671j 0.0538831+0.0116556j 0.00276724-0.0078795j 0.00215067+0.00854734j 0.0370607-0.0275j 0.0313591+0.00639905j -0.0572758-0.0394854j 0.0540397+0.0120113j -0.00621019+0.10375j 0.0166671-0.00597428j 0.0111886+0.0538748j -0.0594552-0.059108j -0.0196302+0.0600136j 0.106979+0.0826727j -0.0400319-0.100531j 0.0115679-0.0509034j -0.0653828+0.0832393j -0.00761136+0.0865419j -0.0124248-0.0810269j 0.135259-0.0200494j 0.0875375-0.0392674j 0.0642035-0.160039j -0.0775466+0.000431657j 0.159289-0.0822812j -0.0231+0.113808j 0.0256829-0.0171185j 0.0651091+0.151837j -0.0290882+0.0605147j 0.107922+0.0688623j 0.0460374+0.0424877j -0.162974-0.045593j 0.0658302-0.0253615j 0.0258741+0.0390079j 0.0157634+0.138328j -0.104246+0.0387509j 0.085392-0.0376041j -0.0246464+0.0252753j 0.148086+0.0804677j 0.144498+0.0297403j -0.114036-0.0921347j 0.092025+0.00793398j -0.00122462-0.0312766j 0.00890203-0.0185509j 0.03528-0.010499j -0.0121942-0.0633683j 0.0170311-0.118598j 0.00473913+0.0317899j -0.061532+0.057014j 0.0652558+0.0203222j 0.0850481+0.0333831j -0.11454+0.0145896j 0.0295875+0.0720395j 0.0317388-0.00359521j -0.0318892+0.0229996j -0.0450149+0.062779j -0.049143+0.00328824j -0.00585319+0.0304989j -0.00164179+0.0957762j -0.000851658+0.00238065j 0.0228458-0.0220947j 0.0107043+0.00853411j -0.0467343-0.0957146j -0.000409954+0.0929361j 0.0723815+0.0128954j 0.0579504-0.0402569j 0.0431682+0.0310243j 0.0292732-0.0326093j -0.0370782+0.00122414j -0.00409253-0.0805365j -0.0675291+0.0380631j 0.0597448+0.05215j 0.0726164+0.0285574j 0.00325569-0.0132897j 0.0298621-0.00425863j 0.050235-0.0337966j -0.0966809-0.037471j 0.00441109-0.00430546j -0.0405418+0.0197988j 
-0.00128597-0.00711981j 0.0027791+0.0119011j 0.0411945-0.0275492j -0.0371329+0.0145461j 0.000201408+0.0100284j -0.014405+0.014125j 0.0141118+0.0177714j -0.0140483-0.00748408j -0.0315389-0.0159697j 0.0245567+0.00382011j -0.0105542+0.027812j 0.0237188-0.0588514j 0.0249772-0.0653518j -0.0225799+0.0205815j -0.0167875+0.0508483j 0.00769324+0.0382861j -0.0354154-0.0422142j -0.0141327+0.0481893j 0.0106201+0.0269223j -0.0238273+0.065144j 0.0341177-0.00320883j 0.00236969-0.0587382j 0.0046038-0.0841583j -0.0618753+0.0280961j 0.0132501-0.0464049j -0.0383361-0.0405442j -0.00821786+0.0352004j -0.0106689+0.0405632j 0.0120555+0.037884j 0.0384801-0.117803j 0.0168238-0.0832683j 0.00642555-0.0757733j -0.0694813+0.123128j -0.0929456-0.0288228j 0.0145217+0.0291571j 0.0220744+0.0237559j 0.1319-0.0242184j -0.0540337+0.0419728j -0.0603528+0.0166631j 0.105827+0.00112237j 0.00674274-0.0483308j -0.0575619+0.0671389j -0.0542983-0.0671801j 0.0112785+0.0414663j -0.0829073+0.0262203j 0.0176596+0.130537j -0.0627858-0.0537274j 0.0104784-0.0280246j -0.010319-0.0608559j -0.079082+0.177158j 0.100318+0.038362j -0.103701+0.0880938j -0.105053+0.0183271j 0.0819507-0.0514819j -0.0626886+0.108367j -0.0329644+0.0203158j 0.0695194+0.0642563j -0.045803+0.0994776j 0.0794777-0.0234305j 0.0306216+0.0868796j -0.0703827-0.0131463j 0.014596-0.112544j 0.0678655-0.0515222j -0.0171234-0.0628708j 0.0671205+0.0288457j -0.0459884-0.00399989j -0.0195989-0.0097995j -0.0399066-0.0125327j 0.0630037-0.0213415j 0.0751862-0.0139207j 0.0179378-0.038565j 0.0318407-0.101841j 0.0377784+0.0791665j 0.0459082-0.0248647j 0.0784646-0.0515132j 0.0608941-0.000359258j 0.00910979+0.04356j 0.052189+0.0677161j -0.0613436-0.00237713j 0.0438275+0.00336027j 0.0284687-0.0386015j -0.0344734-0.0810078j -0.0617228+0.0253475j 0.00826319-0.00223422j 0.0292089+0.0129959j -0.00626387+0.0574126j 0.0189156-0.00199222j 0.0428577+0.00495329j -0.0251907-0.00436669j -0.0031219-0.058086j -0.0359382+0.0614179j 0.0169018+0.00505676j -0.0232246+0.0126493j 0.0444561+0.0252494j 0.0529291-0.0439633j 0.0437444-0.0179448j 0.0127768-0.0112474j 
-0.00313023-0.00452488j -0.0129272+0.00176718j 0.00639004-0.0464046j -0.0361189+0.0379031j 0.0134572+0.0353241j -0.00496172-0.0179628j -0.0272616-0.0506075j -0.0249666-0.0751478j 0.00780595-0.0658045j 0.0352626+0.0665655j -0.0140513+0.000172622j 0.121829-0.0888548j -0.0823624-0.031051j -0.0180838-0.0638797j -0.00158753-0.0393006j 0.0613403-0.0482185j 0.0417996+0.0276128j -0.0480555-0.0228019j 0.0320429-0.000815914j -0.085808-0.029887j 0.00186437-0.02368j 0.0469587-0.0840454j -0.0709461+0.00789689j 0.0315667+0.0731817j 0.0113874-0.0408568j 0.0858665+0.0251536j -0.0391071-0.0596699j 0.0247529+0.0170604j -0.0283055-0.129117j 0.0261728+0.017918j -0.0719473+0.0775725j -0.0399741-0.0247889j -0.225073+0.0475327j 0.0692184-0.0681312j -0.0543414+0.0843609j -0.0507314-0.00913364j -0.0847557-0.0855098j 0.0306194-0.0777541j 0.0637026+0.081264j 0.255291-0.0962149j -0.068118+0.0502497j 0.0695182+0.0233346j 0.0542637-0.0680991j -0.0536013+0.0705458j 0.0508497+0.0675568j -0.000741326-0.0866454j 0.0892093-0.012871j 0.0775475+0.175748j -0.0586405+0.14052j -0.0155368-0.0383252j 0.0849165-0.0857383j 0.0788822+0.0332129j 0.0283743+0.0174443j 0.02907-0.0435922j -0.0534851+0.0113382j 0.00594485-0.0269359j 0.0437663-0.048629j -0.152475-0.124426j -0.103868-0.0186252j -0.026361+0.0458757j -0.126038-0.00633721j -0.000230717-0.0233449j 0.00282809-0.0396093j -0.125395+0.013859j -0.0201747-0.0579003j -0.0139383+0.0331802j 0.0484794-0.00363954j 0.0308619-0.0258978j -0.00392902+0.0119631j -0.0261123+0.0089771j 0.0703382+0.0161272j -0.0405707-0.00809483j 0.027668+0.0486088j -0.00199214+0.0293953j 0.0629085+0.053973j 0.0489712-0.00461356j -0.0905172-0.0637116j -0.00262701+0.148621j -0.016512-0.000269923j 0.0321929-0.0574069j 0.0148301-0.0559749j -0.0417112-0.0293189j -0.0703266+0.00558896j 0.028241+0.043807j 0.0159771+0.019181j 0.0421865-0.0033112j 0.00880371-0.113052j 0.0194061+0.010064j 0.0195063-0.0184622j 0.0107497-0.00956043j -0.0151227+0.0208135j -0.0055756-0.000553905j -0.00111777+0.0184561j 0.0343226+0.0123818j 0.0336164-0.00130559j 0.00239639-0.00726168j 0.015076+0.014304j 
0.0208153-0.00717085j -0.0232173-0.0226938j -0.0310091-0.0490886j 0.00445364+0.0402693j 0.0533917+0.00952329j 0.0235172+0.00199849j -0.0805168-0.0503182j -0.00891776-0.0486028j 0.0179511-0.00396308j 0.0420068-0.00097305j -0.00674464+0.0212029j 0.0958515-0.0377822j 0.102353-0.0305875j 0.000358373+0.0806865j -0.0163703+0.0200596j -0.0208988+0.0743973j -0.0505401-0.00911874j 0.011767+0.0875762j -0.0129168+0.0425886j -0.0428333+0.0766266j 0.0182402+0.0199595j 0.0417876-0.027914j -0.0347199-0.0285581j -0.0125824+0.0770667j 0.0807528-0.0631675j -0.0346091-0.00607881j -0.126807+0.0150107j -0.0185371+0.0549825j 0.0440005-0.0779128j 0.122269-0.0926753j 0.00895295+0.0681533j 0.040713-0.15999j -0.0253769+0.187541j 0.0847407-0.0890591j -0.142553+0.0346876j -0.0622259-0.14554j -0.00409197-0.177723j -0.0376103-0.10393j 0.0093996+0.055202j 0.0898657+0.126463j -0.00245668+0.0478914j 0.0162637+0.132695j -0.0031316-0.177717j 0.00643252+0.109368j -0.0646512-0.00165613j 0.222497+0.173279j 0.0594924-0.0890253j -0.043824+0.0329718j -0.0513492+0.0535826j -0.00817732+0.105977j -0.00515138-0.00961197j 0.0027997-0.0195071j 0.0777702+0.0243385j -0.0143924+0.0560864j -0.0382195+0.0696595j -0.0440711-0.0913675j 0.0296913+0.0670682j -0.0283365-0.013408j 0.024183+0.104155j 0.00338557+0.0635755j 0.0515045+0.0601938j 0.00172057+0.00297897j -0.060868-0.0129596j 0.10701+0.028188j -0.0302166+0.0874176j 0.0406668-0.00463807j 0.0106975-0.0522941j -0.0105929+0.0783638j 0.00478223+0.00698019j 0.0273606-0.0504624j -0.0545852-0.00451572j 0.0523211-0.00932052j -0.0291648-0.0001413j -0.0291813+0.0131379j -0.014722+0.0351695j 0.0193458-0.0238663j 0.00523323+0.10313j 0.0411179-0.0982592j 0.0369404+0.0136674j -0.0248419-0.0339801j -0.0959676+0.0317384j 0.10847-0.000460674j -0.015783-0.0571723j -0.0960299+0.0258248j 0.0154486-0.0214514j -0.0243684-0.033807j -0.00586147+0.0654302j -0.0796332+0.0114579j 0.0134298+0.0742634j 0.00281091+0.0339318j -0.0182376-0.0439805j -0.0105998-0.000929851j -0.0103421-0.0294057j -0.0378726-0.0341496j -0.0287215+0.00768991j -0.00658505-0.00127119j -0.000764687+0.0129196j 
-0.0105844-0.0120536j -0.00900552+0.013335j -0.00709383-0.026732j -0.0358902+0.00600042j 0.00782621+0.0155719j 0.0231817+0.0125362j -0.0189149-0.0677431j -0.0346496+0.0251744j 0.0671175+0.0566014j -0.0805526-3.45296e-05j 0.00747919-0.0292164j 0.00915551+0.0138745j 0.0257284+0.0300059j 0.0271123-0.0462603j 0.0280402-0.00913575j -0.0592623+0.0539584j -0.00332363+0.00677951j 0.0296476-0.0371888j 0.033032+0.0324485j 0.0243094-0.0364497j 0.0396121+0.0393469j 0.0450947-0.0711065j 0.0789355-0.00336426j 0.0158664+0.0482143j -0.0506061-0.0112725j 0.0995954+0.0641622j 0.0600825-0.0872956j -0.0486898-0.0108103j -0.0413886+0.00361761j 0.0205846-0.0545543j 0.0539166+0.0559408j 0.0862094-0.0110489j 0.0541399+0.0609589j -0.24114-0.0410932j -0.0088503-0.00132844j -0.100648+0.0959176j -0.0704433+0.00437007j 0.0308084+0.0795149j -0.17225-0.101409j -0.0275779+0.0229149j -0.054313+0.297758j 0.0633273-0.104495j 0.0414673+0.0472977j 0.0239313+0.00840973j -0.00480038-0.14427j -0.0697275+0.0289338j 0.183868+0.114725j -0.0450158+0.0480589j 0.0142675-0.0759567j 0.104737+0.112341j -0.153047+0.197718j 0.0298886+0.122531j 0.0794601+0.0224891j -0.030562-0.0783254j -0.0757748-0.0400578j 0.0803286-0.0120081j -0.000765413-0.0192108j 0.13906+0.0417896j 0.0725803-0.0163622j 0.063047+0.122619j -0.0736788+0.0211437j 0.0322115-0.0379562j -0.0475167+0.0263363j -0.0587922+0.0299292j 0.0701344+0.0343697j 0.0239602-0.0266669j -0.0023214-0.0546725j 0.0544684+0.0197432j -0.00323186-0.0499923j -0.0585078+0.0521073j 0.0638928-0.00404577j -0.0274003+0.00175079j 0.00511699-0.0465576j -0.00519698-0.0406455j -0.028596+0.0435011j -0.0158611-0.0405095j -0.0191187+0.0561964j -0.0234688-0.0134633j -0.0564462-0.0527966j 0.0208911+0.0371625j 0.0596813-0.025587j -0.0222215+0.0841462j 0.00726879-0.00762613j -0.014611+0.0541629j 0.0425536+0.013977j 0.0232038-0.0139629j -0.0222342-0.015994j 0.0317395-0.022601j 0.0257454+0.0052428j 0.0114212-0.0286851j -0.0303659+0.0470686j -0.0120423+0.0012854j -0.00230985+0.0103734j 0.0297028-0.000854311j 0.048488-0.0237724j 0.0139848-0.0181071j 0.000128452+0.00816079j 
-0.00168715-0.0124406j -0.0120884-0.00368868j 0.00449408-0.00121624j -0.0163492-0.00974338j -0.00223511+0.00477658j 0.0117038-0.000345519j -0.0179652-0.0238848j -0.019646+0.0197969j -0.0212639+0.0367803j 0.00714492+0.0216708j -0.0302712+0.0308204j 0.00143171-0.00229087j 0.0476642-0.00976745j 0.0296906-0.0235575j -0.0730114-0.0990467j -0.00227629-0.0106966j -0.0112502-0.0150273j 0.000375823+0.012355j 0.0142729+0.025742j 0.0566644-0.00234949j 0.00802217+0.0309072j 0.0472784-0.0172725j 0.0203378+0.0238389j 0.0438301+0.0283438j 0.00130367-0.0164812j 0.0339496-0.0486369j -0.061022+0.0376693j -0.033645-0.0450924j -0.0434797-0.0405711j 0.0109726+0.0095722j 0.0262689+0.0914858j 0.0496012-0.0477479j -0.0271955+0.0958041j 0.0605532+0.0379597j -0.0263953+0.0996689j -0.0485549-0.0559112j 0.0234613-0.0614844j 0.0196942+0.00378507j -0.0421074-0.00781148j 0.0186447+0.0460199j -0.0716945+0.0949542j 0.0297345+0.0416155j 0.0143333-0.0398893j 0.0308037-0.0675988j -0.0481716+0.00702117j 0.0669868-0.0225949j -0.00498915-0.0059759j -0.0255536-0.0241244j -0.0184423+0.00474689j 0.0733363+0.0618121j 0.0459097+0.0624566j -0.018106-0.0134749j 0.0535253-0.0209472j -0.0512746+0.143344j -0.0447404-0.0209637j 0.000983675-0.0201994j 0.00637974-0.0291562j -0.00621979-0.0302773j 0.0359415-0.0749661j -0.0428704+0.0532386j -0.0431174+0.0203611j 0.00186434+0.0404252j -0.0361583-0.0791971j 0.0148501+0.0377948j 0.00868872-0.116102j 0.0654188+0.0636642j 0.126266+0.0246019j 0.110616+0.0191343j 0.0454588-0.027339j -0.0399693-0.00685265j 0.0724693+0.164939j -0.0204755+0.0714135j 0.0746309-0.0224193j -0.106829-0.0768488j 0.0526933-0.0467419j 0.0860181-0.0732927j -0.0818913+0.0487364j 0.0259447+0.0417053j -0.0473479-0.0340447j 0.0329203+0.0235843j 0.0357552-0.12588j 0.0123711+0.0324539j 0.0186919+0.0804196j 0.00221833+0.0424445j -0.0626245-0.0211989j 0.00352384+0.0216897j -0.0912476-0.03626j -0.0426819-0.0985427j -0.0329931+0.00429504j 0.000761677+0.0145876j 0.0511528+0.0298168j -0.0179388-0.0287533j 0.013855+0.00253185j 0.0543379-0.00570981j -0.0143329-0.0308385j 0.00481879+0.00724598j 0.000524348-0.0111856j 
-0.00287957-0.00280757j -0.00494191+0.00314829j -0.0134794+0.00441688j -0.00546716+0.0114109j 0.0257179+0.00585018j 0.0130329+0.0049246j -0.0105266-0.0143812j 0.015105-0.0160661j 0.027302-0.0167441j -0.0112947+0.0429523j 0.00339202-0.0649421j 0.0130246+0.0217j -0.0495141+0.048515j -0.0456863-0.0129409j 0.0303994+0.06485j -0.00687394+0.027821j 0.00890927+0.000871082j 0.0168729+0.0201052j -0.0229991-0.0197555j -0.0290746+0.00231749j -0.0154414-0.0137853j -0.0172536+0.00630869j -0.0383614+0.011076j 0.00998008+0.0552878j -0.0207646-0.013615j 0.0270841+0.0776094j 0.02859-0.0319464j 0.0330289+0.0766055j -1.15656e-05-0.0251356j -0.0250125+0.00883171j 0.0492784+0.0702273j -0.014758-0.000985765j -0.0180836-0.0706968j -0.00436048-0.110681j -0.0118383+0.0513807j -0.0535758-0.0212311j -0.103837+0.00387325j 0.04943-0.015968j 0.0710793-0.0378392j 0.0412649+0.0406697j 0.00134154+0.0652377j 0.0104835-0.0258198j 0.0369536-0.0364505j -0.0829956+0.00456779j -0.016501-0.0269932j 0.0432448+0.0498017j 0.1108-0.00765682j 0.0308818+0.0859068j -0.0120236+0.0742037j -0.0530067-0.0737765j -0.0682596+0.0482737j 0.0857361-0.0545363j 0.147127+0.0715304j -0.0279677+0.0606837j 0.0169528-0.0288927j -0.00486929-0.00832944j 0.027833-0.0425324j -0.00917984+0.0193062j -0.0103759+0.00746209j 0.000626076+0.0339697j 0.0226341+0.0604264j -0.0145571-0.0604387j 0.111728-0.0771019j -0.00876934+0.00778327j -0.00864713-0.0219979j 0.0806716+0.0166807j -0.0997253+0.00152502j -0.0644489-0.0146149j -0.00329879-0.0591753j -0.0466821+0.00437079j 0.00395483-0.139836j -0.0144791+0.0648536j 0.0325633+0.0307351j 0.109748+0.00799687j -0.089634-0.0312213j 0.0179165+0.0694152j 0.0928052-0.0354435j -0.12438+0.0808454j 0.0635379-0.0224294j -0.137614-0.0656298j 0.0195926+0.0312242j 0.0642328-0.118732j -0.0231574+0.0341298j 0.0819958+0.00770926j -0.0390814+0.120659j -0.0974765+0.040466j 0.0401869+0.0639005j 0.0282626+0.0579718j 0.021654-0.053082j 0.0102812+0.0196558j -0.0341444+0.0384013j 0.0106167+0.0405658j -0.0113661+0.000736706j 0.0222105+0.0150511j -0.0218069-0.0173455j -0.00447293+0.00403497j -0.00806899-0.00426228j 
-0.0079215-0.000622336j -0.0128673+0.00826777j -0.039645-0.0380743j -0.0721724-0.0206265j -0.000600415+0.00499356j 0.0324448+0.00659244j 0.0253166-0.0728914j 0.0669436-0.0505268j -0.0192423-0.0540373j 0.0527059-0.0119114j -0.0149663-0.013368j -0.00176722+0.0152358j -0.0238911-0.0504075j -0.00233826-0.0224402j -0.0311476-0.0153297j 0.00475122+0.0285819j -0.0275023+0.0323242j 0.0706632-0.0173065j -0.0576708-0.0151639j 0.0467494-0.00375437j 0.000529198+0.0161185j 0.0105732+0.0331552j -0.0363739-0.0313972j -0.0258272+0.020007j -0.0756839-0.0515599j -0.000376118+0.00321619j 0.0401077+0.0667767j -0.0349297-0.0132848j -0.0594447+0.042373j -0.0598456-0.00914067j -0.0442238+0.00763485j 0.0585423+0.0317631j 0.0364714-0.0625391j -0.00986388-0.046469j 0.0709544+0.000955567j 0.0268375+0.138818j 0.0113319+0.0838809j -0.0173661-0.0102727j 0.037256-0.00601399j 0.0219492-0.108215j -0.00161253-0.025349j -0.0142761-0.0833324j 0.0233347+0.0238313j -0.00687771-0.0711412j 0.0119362-0.0255648j -0.075594+0.0115485j 0.0978712+0.0705147j 0.095758-0.0212676j 0.0672506-0.0190733j -0.0927121-0.00705382j 0.028098+0.0267004j -0.0654292+0.0527306j -0.103955+0.00707766j 0.0293646+0.0124245j -0.0243849-0.056808j 0.0510508+0.0247182j 0.12171+0.0959744j 0.0754913-0.042715j 0.00997387-0.050434j 0.021871-0.140187j -0.0624618+0.0688335j -0.110854+0.0138489j -0.0237244-0.0569965j 0.0217998-0.0372685j 0.0642684+0.0142619j -0.0286516+0.0405579j 0.0707424+0.0760288j -0.0368155+0.0818186j -0.0560224-0.000182042j 0.0436975-0.0618468j 0.0965829-0.0588678j -0.0520736-0.0229371j 0.0040159-0.05782j -0.0242637-0.0130137j 0.0249486+0.0545255j 0.022577+0.012344j 0.0688897+0.0450656j 0.063579+0.0375772j -0.0632604+0.0800189j -0.0274319-0.120302j -0.0141339+0.0568958j 0.0414347-0.0113513j -0.00459751-0.0496606j 0.0393987-0.0259209j -0.1563+0.0270882j -0.00724444-0.0699821j -0.0630997-0.0296698j -0.112207+0.0509503j 0.0984331-0.0477783j -0.0218531-0.0496709j -0.049991-0.0222907j -0.0285929+0.0112801j -0.0128042-0.0502681j 0.026987+0.0348771j 0.0573966+0.0105104j 0.0120602-0.00681876j 0.0128001+0.00228128j 
0.0137567+0.00522563j -0.00280864-0.0159622j -0.0498212+0.0212707j -0.00922503+0.0011364j 0.0153919-0.00643174j -0.00552394+0.00346585j 0.0113567+0.0498631j 0.0741948-0.0166217j 0.0208642-0.0329759j 0.051806-0.0356918j -0.0364934-0.0232946j -0.0694026+0.0288954j 0.0378228+0.0881553j 0.0258053-0.000721381j 0.00563519-0.0234631j -0.0422699+0.00403156j -0.0583297+0.0302583j 0.0445687-0.03129j -0.0253399-0.00909271j -0.0119431+0.00387231j -0.00672839+0.0173444j -0.0105102+0.0167363j 0.0100415+0.00788903j 0.117779-0.0683655j 0.0195267+0.0549574j 0.0148986-0.00917594j -0.0224229-0.0179174j 0.0100617-0.0287668j 0.0667518-0.0311938j 0.0292261+0.0368131j 0.0986924+0.0508938j 0.0109731-0.04824j 0.0100567-0.0585759j 0.100462+0.0225112j -0.0376392-0.0482794j -0.0770657-0.0875927j -0.0532488-0.0163969j 0.101619+0.0717222j 0.0997573-0.0847711j -0.16995+0.0848407j 0.056053-0.0930848j 0.0431428-0.0323627j 0.012497+0.0822672j 0.00129611+0.0015923j 0.0284526-0.00122988j 0.143737-0.175833j -0.0331935+0.0521303j -0.083202-0.0575208j 0.0551823+0.00695469j 0.0430395-0.132056j -0.0716911-0.0167312j 0.0391924-0.0624478j 0.0802409-0.0566469j -0.0554913+0.00209702j 0.0167604-0.0130273j -0.0171376-0.0731398j 0.0343315+0.0106927j 0.0207114-0.148783j 0.0457574+0.0701301j 0.0439527-0.0497131j 0.0420963-0.0653363j 0.00270716+0.11333j -0.118795+0.0364377j -0.0949308+0.142882j -0.0502721+0.00213529j 0.0957257-0.010249j -0.00889786-0.0228753j 0.100384-0.064855j -0.0329869+0.112873j -0.0134172-0.0615339j 0.0755993+0.0133649j -0.0430106+0.0077018j -0.0407498-0.0694304j 0.0195151+0.0161862j 0.000279912+0.0752576j 0.07601+0.0939156j 0.00893765+0.0290438j 0.00379054+0.137656j -0.0526341-0.0738269j -0.0117192-0.0095696j 0.0634989+0.00896424j -0.0300157+0.109288j -0.0489811+0.0216192j 0.0382195+0.0638395j 0.000814083+0.0641697j 0.0245405-0.0129051j -0.0555272-0.0199234j 0.0387089-0.00379361j 0.0162857+0.0269404j 0.0164789+0.0324251j 0.0178635+0.0514519j -0.0293311-0.00992025j -0.0159429+0.0252498j 0.0517742-0.0189484j -0.027644-0.023431j 0.000648403-0.0127257j 0.0119465-0.000427917j 
