-0.021048-0.0155261j 0.0063933+0.0370271j 0.0429476+0.0769592j 0.0187203+0.000203386j 0.00748686-0.0232886j -0.0137767+0.0110646j -0.00338219+0.0443361j -0.0652846+0.00758588j -0.0382669+0.0135784j -0.00512597-0.00333468j -0.0123482-0.0364343j 0.0120147-0.0130401j -0.00392167-0.00217153j -0.0418839-0.0227623j 0.0223977-0.000463173j 0.0245124+0.00749961j 0.0378946-0.00596411j -0.0148775-0.00588797j 0.01292+0.00216327j -0.0297238-0.00946918j 0.00262991-0.0152333j -0.0136293-0.0145404j -0.0090701-0.00515041j -0.0306381-0.0160178j -0.00685481-0.0037679j 0.0217426+0.0177296j -0.014799-0.0223806j 0.00813878+0.00289678j 0.00198459+0.00942449j -0.00166943-0.0333371j 0.00761131+0.0155496j -0.00652498+0.0159734j -0.00140586-0.0353509j -0.00650158+0.0253758j 0.00365354-0.00426872j 0.0418176-0.0132794j 0.00985403-0.0172388j 0.0199084+0.0330361j -0.0210353+0.0194646j -0.00333332-0.0262335j 0.0254964-0.0026577j -0.00581063+0.0167615j -0.0189783+0.00453582j -0.010595-0.00547516j -0.00579868+0.0155994j -0.00680302+0.00328284j -0.00936935+0.010366j -0.0207834-0.0102643j -0.0451545-0.0118486j 0.0206277-0.0025353j -0.0265358-0.012257j -0.0120298-0.0155981j -0.0405921-0.0205718j 0.0273026+0.00232522j 0.0286111+0.00536636j -0.0283983-0.0279602j -0.0114832-0.000189711j -0.0447893+0.00202688j -0.0217888-0.0024601j -0.0211199+0.0468433j -0.0141415+0.0334683j -0.025572+0.00294681j -0.0158443-0.00717358j 0.0253046-0.00675285j -0.0216084+0.0209619j -0.0163456-0.0173841j 0.0329567-0.00945834j -0.0201507-0.0149712j 0.0116427+0.00230943j 0.00358304-0.0339257j -0.0368111-0.0188058j -0.0170132+0.00973715j -0.0088077-0.0131125j 0.0165394-0.0634343j 0.000437028+0.00302979j 0.0362004-0.0267819j 0.0287439-0.00281343j 0.0194064-0.0128441j -0.00631051+0.0287029j 0.0343709-0.0164361j 0.0138957+0.0296689j -0.0057722-0.0206263j 0.0500966+0.0233195j -0.0401654+0.0361041j -0.0492433-0.0486041j 0.0384954-0.0485995j 0.0171521-0.0693644j -0.00192052+0.0252549j 0.0425908-0.0367603j -0.03469-0.0490718j -0.0887299+0.0184983j -0.0118219+0.0107238j -0.0191743-0.00559637j -0.00307062+0.105779j 0.177838-0.00379684j 0.00906812+0.0322976j 0.0285216+0.0164235j 
-0.00137869+0.000858272j 0.00110417-0.00103598j 0.0132479+0.000462789j -0.00189511-0.00938373j -0.00463571+0.0106953j -0.0036244+0.00393504j 0.0137784-0.000373063j 0.00995102+0.01858j 0.00656139+0.00764203j 0.0104335+0.0198388j -0.00185623-0.00994259j -0.0147953+0.0189886j -0.000148633-0.00413586j -0.00598638+0.00626674j 0.00795339-0.00837731j -0.00105662-0.00610378j 0.000456201-0.00279144j 0.0279991+0.0194573j -0.000719906+0.00624758j 0.0282645-0.00566308j 0.00482099+0.00825877j -0.00621664+0.01776j 0.00638343+0.00891546j -0.000692337+0.0126174j -0.00783204+0.0114192j -0.0128962+0.0155538j 0.0162538+0.0232844j -0.00132797-0.00442959j 0.00565344+0.00249619j 0.000624471+0.0105061j 0.0215403-0.00475326j 0.0118635+0.0172641j 9.18791e-05-0.0169558j 0.000448688-0.0204505j 0.019292+0.0140144j -0.0142683+0.0204625j -0.000871164+0.0153568j 0.0164097-0.0135172j -0.0103781-0.0206586j -0.023917+0.0036858j -0.0206333+0.0233731j -0.00559742-0.0288445j -0.0157587-0.00630536j -0.0124407-0.0216946j -0.0347785+0.0134002j 0.0019232+0.0129298j 0.0161573-0.0189251j -0.0100704+0.0103578j -0.00512066-0.0130018j -0.012924+0.00815347j 0.00108456-0.0112964j 0.000506653+0.00384557j -0.00311198-0.00301239j -0.00294426-0.0232282j -0.0125006-0.00264029j 0.0141183+0.0293527j 0.0109219+0.00217321j -0.0138523+0.0029408j 0.0226128+0.01565j 0.0106849-0.0158446j 0.00185248-0.00230633j 0.00302127-0.00863179j 0.0458604-0.019696j -0.0310073-0.011112j -0.0112204+0.00163634j -0.00181645+0.00326837j 0.0162881+0.0182926j -0.0296714-0.00686841j -0.0152466-0.00601775j 0.0189198+0.0110915j 0.00857172-0.0331128j 0.00616665+0.0182385j 0.0208808-0.0141873j 0.022095-0.0160754j 0.000608335+0.0134338j 0.0135767-0.00594892j 0.000215125+0.00252316j -0.0129686+0.0214728j -0.00855516+0.00553868j 0.00666268+0.00441205j -0.004584-0.0181766j -0.000951418-0.0166783j -0.00563422+0.000867852j -0.0119804+0.0106197j -0.0261673+0.00910632j -0.0171927+0.0340154j 0.0183019+0.0106395j 0.00279491+0.0084288j 0.0143099-0.00372616j -0.023963+0.00896918j 0.00558964+0.00521782j 0.00955284-0.00550642j 0.00360296-0.00172169j 0.00588573-0.00322578j -0.0150328-0.0054092j -0.00204931-0.00543901j -0.0045917-0.00340803j 
0.00111156+0.00448603j -0.00595483-0.0035719j -0.0158767-0.0246257j -0.0197294+0.00372654j 0.00375653+0.00501196j -4.67139e-07+0.0094584j -0.02362-0.0177337j 0.00362432-0.0353021j 0.019775+0.0168187j 0.0110628-0.00266544j -0.00247376+0.00964183j 0.0186457-0.000779846j -0.0201998-0.00203199j 0.00613411+0.0302989j 0.00913544-0.00514215j 0.010407-0.0209997j 0.0212729+0.0185108j 0.00181179+4.51517e-05j 0.0111616+0.000422613j -0.0158705+0.0139075j -0.0020751+0.0138629j 0.00960316+0.00745802j 0.00603343+0.00996512j -0.00928725+0.0117854j 0.0122776+0.0127856j -0.0164867+0.00794323j -0.015068-0.01331j -0.00363581-0.00670789j -0.00359292+0.00403043j 0.0094075+0.00402968j -0.00350212+0.00501955j -0.00618915-0.012608j 0.00548068+0.00747138j -0.0123188+0.00936607j -0.00047618-5.45198e-05j 0.00964902-0.00872779j 0.0142181+0.00316315j -0.0207147-0.0117557j -0.000326861+0.00655797j 0.0261551+0.011119j -0.0119716+0.00931934j 0.0100896+0.00718794j -0.00430827+0.0114064j 0.0228833+0.0168107j 0.0150256+0.00744047j -0.0259484-0.00921172j -0.0156898+0.000174227j -0.0019982-0.000331775j 0.00972803+0.015509j 0.00746265-0.000293768j 0.0062881+0.00573104j 0.00664089-0.0105221j 0.0117816-0.00240801j 0.000623992+0.00749427j 0.0177479-0.000369923j -0.0298469+0.00147593j -0.00822278+0.0018462j -0.0127852-0.00519018j -0.0284043-0.013823j -0.0253039+0.00607792j 0.00354063+0.0167135j -0.020701-0.0125034j 0.0242747-0.00763285j 0.0329774-0.0130382j -0.00198759+0.0158259j -0.0124102+0.0017585j -0.019473-0.0146801j 0.00239174+0.0232026j 0.015995-0.0102949j 0.0057507-0.010966j 0.00198027+0.0272134j -0.00774795-0.0226296j 0.0181012+0.0036286j -0.0107448+0.00173998j -0.0113023-0.0233899j -0.0081066-0.00748796j -0.0173922-0.00596482j -0.0193617+0.000182487j 0.0388324+0.00712358j -0.00422558+0.0109362j -0.005942+0.0101743j 0.0107092-0.00846127j 0.0177822-0.0133256j -0.000845166+0.00057543j 0.0225157-0.0187838j -0.0167836-0.000763976j 0.00403105-0.00268188j 0.00977315+0.00193988j -0.00885139+0.00834494j -0.0183593+0.00314759j 0.00392565-0.000904918j -0.00220024-9.78288e-05j 0.00186129-0.000448941j -0.00957526-0.00194426j -0.000439188+0.00321499j 0.00464662+0.00677744j 0.00213525+0.00782214j 
0.000997004-0.00503232j -0.00133946-0.000469146j 0.0114021+0.00950329j -0.0063023-0.00557882j 0.00256319-0.0106455j 0.00154978+0.0107941j 0.0101213+0.0157463j -0.0209971+0.00905113j 0.000776346+0.00421531j 0.0106628-0.0129074j -0.0113163+0.0073232j -0.00755375-0.000232044j 0.00576042+0.00814873j 0.0155485+0.00143798j 0.00345899+0.0113311j -0.0119689+0.00984324j 0.000203645-0.000960641j 0.017799+0.00906978j 0.0219335+0.0157643j -0.0224892-0.0164199j 0.000633887-3.1553e-05j -0.0129488+0.00319114j -0.00181774+0.00136879j 0.0150288-0.00997045j 0.00703657+0.00797356j 0.023149-0.00398038j -0.00454768-0.00475283j -0.0115263+0.00392981j 0.0181855-0.00537675j 0.0100344-0.0100327j 0.0124117+0.0153938j 0.0038547+0.00490181j -0.0101653-0.000356763j -0.00987517+0.0236936j 0.0171467+0.00422292j -0.00296216-0.00726122j 0.0189916+0.0050512j 0.0110397+0.0137349j 0.00270799-0.00751225j 0.0129415+0.0105082j -0.00932949+0.0263026j -0.0107634-0.0210503j -0.0113621+0.00339393j -0.00930182-0.0227179j -0.000251668-0.00724603j -0.00244553+0.00125193j -0.00704563+0.0161976j -0.0119021-0.0135773j 0.00952122-0.0348635j -0.0105608-0.00327581j -0.00136418-0.000958422j 0.00215842+0.0140111j -0.0453023-0.00999358j 0.00126037-0.0118472j -0.00853757-0.0185342j -0.0259678-0.0134555j 0.021672+0.000659093j -0.000648367-0.0125034j 0.00266208-0.0103868j -0.0126022+0.0144085j 0.0111706-0.0205054j -0.000120359-0.0311426j 0.0160965+0.00424011j -0.0289088+0.0216993j -0.00880782+0.0315922j -8.9276e-05-0.00659092j 0.0242284+0.0166073j -0.0205015-0.0199873j -0.00941024-0.0141082j 0.0260001+0.000684007j 0.0337655-0.0336046j -0.018031-0.0108292j -0.0183262+0.00667305j 0.00454914-0.0158016j 0.011023-0.0288552j -0.00163106-0.00310731j 0.00654877+0.0137316j 0.0369827+0.0258984j -0.00403315-0.00749943j 0.0318804-0.0147961j -0.00576501+0.00711993j -0.000737132+0.0104389j 0.0238765+0.013222j -0.0440555+0.0273604j -0.0185662-0.0243816j -0.00526506-0.0103531j -0.000590749+0.00383594j 0.0043886-0.00927151j 0.0423614+0.0113597j -0.0283649+0.0222198j -0.016655+0.0255318j -0.00996281+0.00897228j -0.00771682+0.000628633j 0.0101168+0.00850309j 0.0495496-0.0189929j 0.00756468-0.000810892j 0.0138647-0.00522233j 
0.00236786-0.00457865j 0.00287093+0.00477983j -0.00260736+0.00376427j -0.0101583+0.0161435j 0.00215618-0.00535692j 0.00978097-0.00433582j -0.00612665+0.00674657j -0.0136487+0.0266114j 0.000529075-0.0248833j 0.00919981-0.000112375j -0.0261057-0.00477076j -0.00806124-0.0225762j -0.00823975+0.00293309j -0.0357698+0.00811353j -0.0167156+0.000451497j 0.00465139-0.00562857j -0.0141639-0.00976567j 0.00678707-0.00105609j 0.00994441+0.008555j 0.0136495+0.0295148j -0.0222295+0.00227235j -0.00857336+0.00121756j 0.0103454-0.00187146j 0.0152338+0.0259941j -0.00978165-0.0201774j 0.0166207+0.0136881j 0.0135142+0.00799316j 0.000406268-0.00117914j -0.0189242+0.00566753j -0.0145762-0.0137332j 0.0230434-0.00795811j -0.0286863-5.69327e-05j -0.0105519+0.00535822j -0.0124679+0.00751495j -0.00112931+0.0101643j 0.00585837-0.00841263j 0.0109803-0.020993j 0.00991818+0.00262533j -0.00452564-0.0132598j 0.0140725-0.00195131j -0.0155998+0.0169668j -0.00941909+0.0153751j 0.0193167+0.0141313j -2.81928e-05-0.00931253j 0.00231263-0.00616758j 0.00988173+0.00262662j -0.0155009-0.00189131j 0.00315871+0.0119036j -0.00078052-0.0103861j 7.62242e-05-0.0137376j 0.00511318-0.00515588j 0.00947412+0.0270771j -0.00714404-0.0141201j 0.00419469+0.0226553j -0.0234317+0.00558046j 0.00123725+0.0130325j -0.0154262+0.00385217j 0.0203516-0.00346746j 0.00342305-0.0293614j -0.0203155+0.00640452j 0.010644+0.00226389j 0.0168988+0.0243489j 0.0150112-0.0063323j -0.000419644-0.0132003j 0.0104881-0.0163123j 0.0231403+0.0102414j 0.016382+0.0460529j -0.00451374-0.0211535j 0.0310237+0.015487j -0.0031668+0.00154467j -0.003691-0.0283822j 0.00464233+0.0282635j -0.00875598-0.00969498j 0.00171838-0.00772515j -0.00574259-0.0454234j -0.0355148+0.0168873j -0.00261458-0.0176892j -0.00252489+0.0155615j 0.00793337-0.015059j -0.0166196+0.0147492j 0.000142344-0.00515044j -0.0059636+0.0107075j 0.0156952+0.0171221j 0.0313188+0.00395031j -0.0156168+0.00427132j 0.0165795+0.0150658j 0.0220599+0.00483121j 0.00566475-0.0087407j 0.000573481+0.000939103j -0.0082785+0.00844472j 0.00418409-0.00562504j 0.00624219+0.00538098j 0.00502075-0.00428873j -0.00910337+0.00460231j -0.0131556+0.0172959j -0.00725813+0.00165525j -0.00447738+0.001877j 
0.000846177-0.00525109j 0.00518234+0.00376707j 0.00144155+0.0191643j 0.00987364+0.00781304j 0.00839942-0.0042067j 0.00313519-0.00229582j 0.000885365+0.0157702j -0.0152407+0.0228756j -0.00841569-0.00291979j 0.00520337+0.00152077j -0.00992993+0.00221794j -0.018528+0.00283735j -0.0209602+0.016939j -0.0188518+0.0166376j -0.0111832+0.0216884j 0.0149519+0.00197348j 0.0101092+0.00359642j -0.00435248-0.00586067j 0.014063-0.00299927j -0.00249418-0.00288677j 0.00419578-0.0112582j -0.0225771+0.00766365j -0.00429645-0.0167186j 0.00463881+0.00581302j -0.011364-0.0173697j 0.00668732+0.0118971j -0.011222-0.0037158j -0.00323215+0.00740282j -0.00601489-0.00703957j -0.0248706-0.00790433j -0.0116856+0.00286088j -0.019437+0.012795j -0.00924827+0.00053173j 0.0135766+0.00201381j 0.018741+0.00220512j 0.00881975-0.0135144j 0.00772182-0.00797197j 0.00532532-0.0102518j -0.00644701+0.00355983j -0.00094707+0.00602316j -0.00896384+0.0309256j -0.00847895+0.0201584j 0.0170128+0.00389493j -0.0111679-0.0354949j -0.0115326+0.0125548j 0.00386535+0.0221009j 0.00566773-0.0118447j 0.0036649-0.00044818j -0.00596001+0.0013771j 0.0195227-0.00897172j -0.0209915-0.00620672j -0.0176077-0.0173708j 0.0139836-0.00257698j 0.0108502+0.0615308j -0.00397861-0.025578j -0.0194876+0.0256466j -0.00420012-0.0184423j -0.00159367+0.0342551j -0.00842716-0.031408j -0.0198643+0.0230269j 0.0137721+0.0122909j 0.0197279-0.0245031j 0.0280507-0.0436839j -0.0036673+0.00498106j -0.005942-0.0370664j -0.0153968+0.00638498j -0.0153553-0.0114101j -0.0104245+0.00113719j 0.0294466-0.0278282j 0.0285569+0.04615j 0.0109603-0.0146672j -0.00451894-0.0055446j 0.0315858-0.00264804j -0.00201555-0.0105985j -0.0283932-0.0395835j 0.0384541-0.00435998j -0.0156831-0.00144164j -0.00364116+0.02291j 0.0192755+0.00944515j -0.0184584+0.000682445j -0.0168078-0.00412006j 0.0169649-0.0254052j 0.0356818+0.0252053j 0.0119275+0.00108375j -0.0160777+0.00665167j -0.00941137+0.0224538j 0.0139967-0.0107201j -0.00462032-0.00890859j 0.002929-0.0153172j -0.00287721+0.00490654j -0.0116209-0.00188529j 0.00261707+0.00734411j -0.000521438-0.00202554j -0.00375655+0.0092814j 0.00956617+0.00970545j -0.00298098+0.00556628j 0.00223693-0.00503134j 
-0.00635969+0.00879448j -0.00969145+0.00139386j -0.0151853-0.0181329j -0.0193779-0.0159486j 0.00993966+0.00752895j 0.0103709+0.012604j -0.0108215-0.0217195j 0.0218598-0.00189125j 0.0206689+0.0325024j 0.00689051+0.000947223j -0.00325225+0.0154297j -0.00928233+0.0194135j 0.00987546+0.000448317j 0.0293408+0.00455949j -0.000618988+0.0130474j -0.00818204-0.0223094j -0.0142804+0.000396417j 0.00971662+0.0244768j -0.00385108-0.00194231j 0.0244757+0.00143077j -0.00119139+0.0210839j -0.00052009+0.00885305j -0.00434101+0.00621467j 0.00176806+0.0068839j 0.00253237+0.00126116j -0.0272433+0.0100323j 0.00547248-0.00795778j 0.00845574+0.000313103j 0.013639-0.00278366j 0.00782881+0.00638575j 0.00310459-0.00383772j 0.00548611+0.0104259j 0.0113142-0.0182265j -0.0123915+0.0161817j 0.015993+0.00113648j -0.0198134-0.00145579j 0.0152519+0.0148879j 0.0107708-0.00406129j -0.0122678-0.000867032j -0.0406511+0.0157885j -0.00025405+0.017053j 0.0316731-0.0100031j -0.0353685-0.0207283j 0.0227028-0.0137115j 0.00860432+0.00315277j -0.0166481+0.000672017j 0.0367043+0.00533213j -0.00881123+0.00627824j 0.0110838+0.0110994j 0.00849834+0.00742212j -0.0108372+0.0129693j 0.0280885-0.00312413j 0.00763219-0.0200566j -0.00258789-0.00467146j -0.0176206+0.00728098j -0.0039044-0.0131804j 0.000165463+0.0130159j -0.0110531+0.000832358j 0.00724833-0.00889317j 0.0120541+0.00795807j -0.00465049-0.0206708j -0.00302281-0.0215756j -0.0168949-0.0101993j 0.0185285+0.00864362j 0.02242+0.0378917j -0.0114975+0.00635427j -0.0164848+0.00557559j -0.000271998+0.0156125j -0.0124132+0.00229328j -0.000110459-0.0123858j 0.0178373+0.0101472j -0.019461-0.0204566j 0.0011997-0.00264844j -0.00549811+0.0178121j -0.00388148-0.0331711j -0.0153075-0.0095037j -0.0048911-0.0378035j 0.00821671+0.0343635j -0.0039174+0.0190399j 0.00434279-0.0157579j 0.00367812+0.0168518j 0.000120973-0.00640691j 0.00774167-0.00150026j 0.00520167-0.0160895j 0.00634401+0.00288993j -0.0193111+0.00831927j -0.00754006+0.00393332j 0.0136191+0.00479741j -0.00105549-0.0159342j 0.00135406-0.0229467j 0.0141867-0.0181072j -0.00675213+0.00164465j 0.00226262-0.000589951j -0.00199805+0.0107678j -0.0117206+0.004736j 0.00122392+0.00115485j -0.000210992+0.00846761j 
0.0026832+0.00408333j -0.000299427+0.000567213j 0.00422577+0.00533948j -0.00079546-0.000445746j 0.00221064-0.00166094j -0.0043029-0.0112481j 0.0144477+0.019346j 0.00954889-0.0130205j -0.0183576-0.0121426j 0.00568586+0.00287043j -0.0165158+0.00355718j -0.0177-0.00803873j 0.00463731+0.00103352j 0.0125089-0.00389757j 0.00555269+0.00866066j -0.00198522-0.00444783j -0.00360953+0.00524025j 0.01336+0.00576426j -0.00591598+0.00577782j -0.0165064+0.0204051j 0.0118553-0.00777871j 0.00149099-0.00418499j -0.00427878-0.00144133j 0.00974307+0.0115676j -0.00128991-0.0034988j 0.00222343-0.000846155j 0.00822411+0.00627117j 0.000862771-0.000988932j 0.0171398+4.35313e-05j -0.00560786-0.00138062j 0.0102418-0.00429705j -0.0113246-0.0167994j -0.00576908+0.00548339j 0.0224677-0.0233752j -0.00619184-0.0153817j 0.0117306+0.0028893j 0.00831728-0.00965557j 0.0147314+0.00479139j 0.0344896-0.0200303j -0.00644485+0.00461508j 0.0146729-0.0216428j -0.00741251+0.00431946j -0.0044137-0.00362712j -0.00271413+0.0287932j 0.000986884+0.0134569j 0.00161162-0.0161602j -0.00823915+0.00392028j 0.006016-1.55045e-05j 0.00432709+0.00400583j -0.0225159+0.0123417j 0.00273118-0.000274504j -0.00622132-0.0143774j -0.0156589+0.000904358j -0.00452313-0.0245112j -0.0116825+0.0158316j 0.0105183+0.00577611j 0.00991463+0.0107222j -0.0126972-0.0208274j 0.00701811+0.0161193j 0.0228905-0.00154488j -0.00703593-0.00128723j -0.0233859+0.0155194j -0.031305+0.0202815j -0.0039717-0.0171257j -0.0186761-0.00595042j -0.044273-0.00416881j -0.00238486+0.00790132j -0.00857456-0.00841373j -0.0204818+0.0115608j 0.00500637-0.015926j -0.00619505-0.00640793j -9.47425e-05+0.000632368j -0.0127372-0.00606518j 0.0233682+0.0166602j 0.0278435+0.0159072j -0.00386224+0.00749013j 0.0179372+0.00154357j 0.0182668-0.00365114j -0.0079227-0.011205j 0.0054217-0.000490623j 0.0145941+0.012119j -0.0173666+0.0160058j -0.00577389-0.00334341j -0.0182477-0.00186721j -0.0068976+0.00373945j 0.0017348+0.00073401j -0.00115969+0.0103686j 0.00492717+0.00375257j 0.0155663-0.00271323j -0.00774481+0.00659389j 0.00405013+0.0147602j 0.000792414-0.00364262j 0.00199633-0.00248326j 0.00122008-0.00352133j 0.00404088-0.00942963j 0.00255168-0.00179923j 0.00115597-0.00185919j 
-0.00321802-0.00220599j 0.0043699+0.00882786j 0.00424499-0.00773725j -0.00876343+0.0148861j -0.0108067+0.00359867j -0.0105889-0.00747738j 0.017165-0.00304935j -0.00990334-0.0134631j 0.00122465-0.00577642j -0.0140463+0.0175019j -0.00597141-0.0324344j 0.0273266-0.0107433j -0.00750145-0.0132005j -0.016038-0.0287936j 0.000101959-0.0177594j 0.00325793+0.00694679j 0.0109415+0.00275403j -1.50248e-05-0.0216771j 0.0058339-0.00696911j -0.00279495+0.0149279j -0.00943917-0.00325948j 0.0289085-0.0274213j 0.00241176+0.0159391j -0.00772846+0.00676251j -0.0202701-0.0150022j 0.028823-0.00277775j 0.0159534+0.0187609j 0.019458-0.00573824j -0.0168791+0.0136459j -0.013083-0.000795908j 0.0192817+0.0224087j 0.00821344-0.0124292j 0.000248606+0.00013156j 0.0110596-0.0188694j 0.0025723-0.0063114j 0.00909191+0.0171234j -0.0064892-0.00744698j -0.00546268+0.011651j -0.00634088-0.0246061j 0.0178439-0.0010507j -0.00716398+0.00525377j -0.0101777-0.00804069j 0.0167207+0.02141j -0.00946961+0.0174434j -0.00987677+0.000153668j -0.0033033-0.0140784j -0.0134084-0.00191873j 0.0132759-0.0113396j -0.00238998-0.0133527j -0.0151517-0.00019069j 0.00169432+0.010629j -0.0109353+0.00968654j 0.0151277+0.00327467j 0.0109718+0.00305047j 0.00588601+0.0102201j 0.0251922+0.009327j -0.00652417+0.00535732j 0.000757773-0.0229787j 0.00152181-0.000813477j -0.00613624+0.00150131j 0.00111669+0.0284884j -0.00625474-0.00339009j 0.000965558-0.0129129j -0.00439624+0.00978499j 0.00471382-0.00404031j 0.0140574+0.000247432j -0.00585159-0.00489546j 0.00107052+0.010589j 0.00578351-0.00982045j 0.00311754-0.00482752j -0.00865208+0.00807776j 0.0123478-0.0165919j -0.00125303-0.0262541j -0.00271251-0.0173674j -0.0138613+0.0325874j 0.0041924+0.0101854j 0.00404269+0.0114799j -0.0130422-0.00523093j 0.0059678-0.00575976j -0.0201241-0.0199342j 0.0426465+0.0163306j 0.014678-0.00582759j 0.00114149+0.0107143j -0.0128914+0.00421381j -0.00734272+0.00526726j 0.00410498+0.00936854j -0.0105484+0.00906313j -0.014793+0.00922557j 0.0114516-0.00498877j 0.0135096+0.00733573j -0.00468625+0.00917438j 0.010777-0.0134234j -0.00506818-0.00130942j 0.00615933-0.00345873j 0.0168232-0.00570703j -0.0010373-0.000881028j -0.00188081-0.00106421j 
-0.00511696+0.0126355j -0.0022562+0.00157944j 0.0104808-0.0260892j -0.0157499-0.0129337j 0.0064247+0.00307568j 0.00871368+0.000187789j 0.00652057-0.00865527j 0.0270286+0.00302221j 0.000372668+0.0389987j 0.000358818-0.0037785j 0.0108404+0.0245242j -0.0114127+0.00850446j -0.0113644-0.000385263j 0.0340432+0.0152658j -0.00659559+0.016906j -0.0161247-0.00239804j -0.0124609+0.00274421j -0.003241+0.0114518j -0.00241079+0.00783732j -0.0196598-0.0204721j 0.0111951-0.00755913j 0.00401076+0.00467758j -0.010289-0.00214681j 0.00702415-0.00297361j 0.00733174-0.0091867j -0.00413019-0.0147022j 0.00846346+0.00682242j 0.014359+0.0207854j 0.0285305+0.00532154j 0.0173661+0.00514745j -0.0159152-0.00261973j 0.00812833+0.0104469j -0.00550599-0.0226389j -0.00194654+0.0168325j -0.0141889+0.00172013j 0.00430741-0.0030556j 0.0227716+0.00070515j -0.00038965-0.0153294j -0.00415175+0.0113491j -0.017497+0.00170601j -0.0116969-0.00941527j 0.028916+6.82218e-05j -0.026358-0.0210891j 0.034923+0.000880517j 0.0111087+0.0141765j -0.00507925-0.00417249j 0.0276275-0.00750863j 0.0104403-0.00651204j 0.0143238+0.0239383j 0.0137234-0.0217027j 0.00561111+0.00531752j -0.00702148-0.0200147j 0.0179592-0.0172187j 0.0185377+0.0106485j 0.00561782-0.000106068j -0.021728+0.0183526j 0.00831336-0.00799909j -0.0232851+0.00878558j 0.0161716-0.00692214j -0.000530246+0.00836j -0.0239773+0.0047644j 0.0165671-0.00485704j 0.00568228-0.00194055j 0.0259743+0.000315216j 0.0242269-0.00702298j 0.00827045+0.0137709j 0.0107452+0.012679j -0.0193057+0.00980609j -0.0298553-0.024504j 0.00784205-0.00825294j 0.00112112+0.01608j -0.00779956+0.00123677j 0.0192585-0.0150158j -0.0193627-0.019004j 0.00804962-0.00944299j -0.0133178+0.00427881j -0.02039+0.0165976j 0.0067661-0.0013563j -0.0182268+0.0084214j -0.00622606+0.00443292j 0.00298144-0.0105906j 0.00131137-0.0243241j -0.0152244+0.016081j -0.0124597-0.00422459j -0.0114891+0.0149765j -0.0290743+0.0142462j -0.0165693+0.0123173j -0.026805+0.00328036j -0.00976871-0.00983702j 0.000603193-0.000646157j 0.0129485-0.0208171j 0.00364357-0.00793381j -0.00427927+0.00820892j -0.00420087-0.00856313j -0.00370061+0.0125713j 0.0063573-0.00795747j -0.00365399+0.0091369j 
0.0167184+0.0045669j -0.0114271+0.00716721j -0.028842-0.00315998j -0.00124317+0.00415926j 0.017726-0.00520601j -0.0114745-0.0113812j -0.0190714-0.00798734j -0.0285793+0.0103243j -0.0151585-0.0093808j 0.0109479-0.0135375j 0.0274926+0.00576933j -0.00243546+0.00715327j -0.0106181+0.0213597j -0.000577105+0.0136643j 0.0212459+0.00585058j 0.0154208+0.00763759j 0.00268482-0.00426022j -0.00653903-0.0229367j -0.00181233+0.00964152j -0.00126803-0.00385257j -0.00103916-0.00215712j -0.0107934+0.00687523j -0.00161754+0.0112108j -0.0104898-0.00698678j 0.00376667+0.007177j -0.00725501+0.00758042j -0.0158509+0.0047732j -0.0125088-5.75333e-05j 0.00865688+0.009509j -0.00569757+0.0135722j 0.0133599+0.00472152j -0.00280656+0.0124555j 0.0336918+0.00750369j 0.0176577-0.0162144j 0.0020304-0.00501148j 0.00727552-0.0113915j -0.0167747+0.00501577j 0.00582795-0.00908472j -0.0121296-0.00408574j -0.0029549+0.0128367j 0.0146436+0.0239899j -0.0121692+0.000423005j -0.0097578-0.00154507j -0.02607-0.00845191j -0.00407611+0.0140081j -0.0217995-0.00891622j -0.0152609-0.02135j -0.0123235-0.0058139j -0.0183125+0.00325012j 0.0225264+0.0226625j -0.0214936-0.00398743j -0.00808537+0.00607255j 0.00161025-0.00788653j -0.0314409-0.00592471j 0.00726806+0.0110116j 0.00616309-0.0125325j -0.00575665+0.0212016j -0.00714918-0.0234793j -0.0253698+0.00461143j -0.0185687-0.0091896j -0.00217857-3.7996e-05j -0.0108913-0.00363642j 0.0146611+0.0129347j 0.0312822-0.00408294j -0.0111067-0.00697904j 0.00432949-0.000287692j 0.00990671+0.00808285j 0.0177773+0.0178935j 0.00554152-0.00463155j -0.00803773-0.00473978j 0.00168148+0.0326505j 0.000970003+0.0027913j 0.0192157+0.0178529j -0.0065084+0.00105162j -0.00892685+0.0101013j 0.0131948-0.0241253j 0.0107182-0.0102612j 0.00500024-0.0143831j 0.0222631+0.0277159j -0.000856407-0.00240734j -0.0192893-0.000823173j 0.00188921-0.0141189j -0.00598429-0.0108869j 0.000961079-0.0165351j 0.0256779-0.0170423j 0.00507848-0.0120338j -0.0105436-0.0149781j 0.00661468+0.00438197j -0.00526776-0.00911254j -0.00759941-0.016513j -0.00616153-0.0153468j -0.00167741+0.00183873j -0.00417207-0.000202857j -0.0128946+0.00816666j -0.00362056+0.0119816j -0.0039477+0.00805069j 0.00403308-0.00627821j 
