0.000498875+0.0249416j -0.0103912+0.00814951j 0.00415626-0.00100679j -0.00593562-0.0439036j -0.0207621+0.00921277j -0.00155624+0.0161812j 0.0180812-0.0293795j 0.0201428+0.00335121j 0.00371809-0.0122488j -0.0171529+0.00177455j 0.00198093-0.0147918j -0.00826303+0.0168367j -0.0240822-0.0223814j 0.0340155+0.00903601j -0.00576946+0.00269526j -0.0160209-0.00563312j -0.00269209+0.0160488j 0.0158556-0.0149493j -0.00671401+0.0240706j 0.0139943-0.0102081j 0.0100276-0.00185891j 0.0284196-0.000755275j -0.0159386-0.0385759j -0.00141769-0.00542093j 0.0141952-0.00604715j 0.0340791+0.0109944j 0.0198294+0.00143269j 0.0135315-0.0112191j 0.00339086+0.0383319j 0.0259784-0.00916985j -0.0228122-0.0245926j 0.0122528+0.0255466j 0.0250489+0.0174959j 0.0344868+0.00323888j 0.00850006-0.0303777j 0.0188703-0.0101984j -0.0195792-0.0351101j -0.0308061+0.0339759j -0.0191258-0.0136855j -0.000807881+0.00284024j -0.00227757-0.0205729j 0.0145156+0.00428299j 0.0172316+0.0171448j 0.011472-0.0194381j 0.025291+0.0209808j -0.000315969-0.0258823j 0.035808+0.012089j 0.0463645-0.0445118j 0.00117978+0.0363218j -0.0312597-0.0139376j 0.0214809+0.0455498j -0.0227417+0.00528734j 0.0179322-0.097357j 0.101615-0.0132592j -0.0334999+0.053904j 0.000111889+0.0219032j 
-0.00721524-0.0155978j 0.00365836+0.00217376j 0.0139023+0.0244888j 0.0295706-0.00688575j -0.00976986-0.0194164j -0.00972627+0.00551254j -0.0175794+0.0191167j -0.00294693+0.0172044j -0.00629031-0.0127394j -0.00687206-0.00985747j -0.00317594-0.010584j -0.0103117-0.0150588j 0.0152693+0.0377864j -0.0289996-0.00952149j -0.0248581-0.0192966j -0.00228359-0.0276836j 0.0046464-0.0236077j -0.0227695+0.0261719j 0.00847473+0.000443056j 0.00706809+0.00823014j -0.00556865+0.0190421j -0.0329898+0.00258286j -0.0370784+0.0248137j 0.00567178+0.00400468j 0.0536624-0.0124956j 0.0113864-0.0059172j 0.0140831-0.00239467j 0.0411275+0.0355601j 0.00117025-0.0294929j -0.00339287-0.0208747j -0.0165875+0.00589945j -0.00839181-0.00202169j -0.00455177-0.00162399j -0.00183141-0.0187973j -0.00804122-0.0133057j 0.0238323-0.00173277j -0.0056086+0.0136269j 0.0110865+0.0104656j 0.0266033+0.0158025j 0.00482978-0.0110549j 0.00958667-0.00114458j -0.0404968-0.00479898j -0.0159412-0.0026359j 0.0085323-0.0135814j 0.00766392-0.000958166j -0.014523-0.0170205j 0.0102743-0.00277403j -0.0196576+0.00723519j -0.00418142+2.4469e-05j 0.00406757+0.015101j -0.0213509-0.0028425j -0.000833111-0.000823158j -0.000101477-0.00968111j 0.000785066+0.00974166j 0.00236954-0.00925891j -0.00697761-0.00363326j 
0.00077597-0.00167725j 0.00341483-0.011262j -0.0244817-0.00542878j 0.0106214+0.0163428j 0.0217619-0.0349113j -0.0235668-0.0125539j 0.0090433+0.0168005j -0.00325568-0.00731742j 0.00721786+0.00263759j 0.0160033-0.00555093j 0.000969215+0.0184651j 0.0010218-0.0292793j -0.00640641+0.0241317j -0.00492149+0.0118871j -0.00101302-0.0249933j 0.0394191-0.00685407j -0.00879603-0.0117816j -0.0208217-0.00556128j -0.0287542+0.00484305j 0.00183897-0.026884j -0.0111226+0.000772654j 0.0153759+0.0290479j 0.0102379+0.0278721j -0.00669431-0.0140438j 0.0305037-0.0343009j 0.00426512-0.0153756j 0.00424366-0.00749161j -0.00776949+0.00744746j 0.00688796-0.0306656j 0.0096814-0.0136578j -0.00789245-0.0143053j 0.00295319+0.0270295j -0.00198641-0.0216741j 0.00458189+0.0186421j -0.00606682+0.00292422j -0.0120117+0.00163984j 0.0197668+0.0149524j -0.0112114-0.00888279j 0.0174003-0.0107998j -0.0144593-0.0125109j 0.0214349-0.0125218j -0.00712744-0.0205814j -0.00742682+0.00520518j 0.0269445+0.00619458j -0.00579901+0.0131928j -0.023945+0.0378233j -0.0145244-0.000733109j -0.0141445+0.0254754j -0.015164+0.00453322j -0.0101658-0.00648798j 0.00319693-0.0173032j 0.0119058+0.00584826j 0.0027339+0.00834894j -0.0141477+0.00905282j 0.00358912-0.0177193j -0.00332221+0.00711156j 
-0.00213641-0.0117565j -0.00677807+0.000736619j -0.00224058+0.00952454j 0.0202991+0.00254369j 0.00915788+0.000872297j -0.0054403+0.000142453j 0.00743601+0.0187126j 0.00792933+0.000943719j -0.00825182+0.00116274j 0.0279118+0.0121119j -0.00575132+0.032433j 0.00200263-0.0159743j -0.000128856+0.0083653j -0.029367+0.0113625j -0.0024672+0.00922979j 0.00134894-0.0201346j -0.0265678+0.011577j -0.0109994-0.0135752j 0.00963715+0.00747459j 0.0216576+0.00986499j -0.0150468-0.00319578j 0.00802733-0.00809959j -0.0192613+0.0304047j -0.0176456-0.0304751j -0.0276721-0.00978208j -0.00939668-0.00499973j -0.0116109-0.00429021j 0.00287056-0.0146897j 0.0249345+0.0245262j 0.0110062-0.0223762j -0.00444401-0.0179211j 0.00773627+0.00669179j -0.0245303+0.000252309j -0.00216565-0.000123241j 0.00172874-0.0168178j 0.00881494+0.00524366j 0.0159031-0.00420502j -0.00283371+0.00979653j 0.0372305+0.0123931j -0.011245-0.0300591j 0.0182404+0.00304262j 0.00120987-0.0270267j -0.00232443+0.0043176j 0.00300576-0.00642931j -0.00321565+0.0100562j -0.0245021-0.00392096j 0.00519331-0.0109515j -0.0172525+0.0142075j -0.00321679+0.00161039j 0.0103372+0.0131533j -0.00569751+0.00678412j -0.00753521+0.00317896j 0.00784744+0.00533338j 0.00100847+0.00406016j -0.00298972-0.00435104j -0.00306508+0.00173546j 
0.000271838+0.00746515j 0.00174706+0.00262325j -0.0076666-0.011961j -0.00338843+0.00381127j 0.0115597-0.00053433j -0.0168052-0.00223523j 0.0126603+0.0156158j 0.0166995-0.0169597j 0.016085-0.0115647j -0.00407461+0.0155992j -0.013436-0.0224226j -0.0147614+0.038109j 0.0268109-0.0112274j -0.0229377-0.00178614j -0.0274575+0.0253768j -0.000762782-0.0314648j 0.000450214-0.00750201j 0.0105537+0.0290268j 0.0068279-0.0138592j -0.00149006+0.0222187j -0.0236764+0.00456671j -0.0105851-0.00270859j -0.0124792-0.00316761j 0.00929301+0.0235352j -0.00694701+0.00445964j -0.0163126+0.0201069j -0.00239023-0.000967173j 0.00670969-0.00491947j 0.0259471-0.0137771j -0.0122041+0.0145882j -0.00507031-8.17981e-05j 0.00574763+0.00981284j -0.00879903+0.017326j -0.00581765-0.00197004j -0.0230379+0.00721621j 0.0253291-0.0138381j -0.00771638-0.000150125j 0.00411634+0.00754938j -0.00716593-0.0128396j 0.00800532+0.00259284j 0.00752307-0.00323528j 0.0115482-0.00918684j -0.00175977-0.0110271j -0.00449961+0.0168477j 0.0115978-0.00628044j 0.00573944+0.0154275j 0.00975978+0.013416j 0.0105948+0.00481648j 0.0141576-0.00551548j 0.00100409-0.00386531j -0.00336949+0.000778383j -0.00652926+0.00521073j 0.00527764-0.00257447j 0.00134052-0.00802j 0.00380065+0.000197131j 0.00215197+0.000788059j 
-0.0087101-0.00663251j -0.00853971-0.00775923j -0.0265693+0.00652106j 0.0163159+0.027595j 0.0218126-0.0119952j -0.00652198-0.0308024j -0.000389818-0.000118392j -0.00583255-0.00212363j 0.0118172-0.0001937j 0.00927206-0.00896465j 0.00138395+0.0209954j -0.00788742+0.00286867j 0.0266658+0.00196755j -0.011679-0.00495136j 0.00816281-0.00982679j -0.00177296-0.0127589j 0.00454501-0.0132687j -0.00688582+0.0214413j 0.00305543+0.00674724j -0.0183854-0.0227625j -0.0271788+0.00325276j -0.00186733+0.038189j 0.00242873+0.00876942j 0.00206493+0.0148237j -0.0322136+0.0154972j -0.00535412+0.00112973j 0.00503667-0.00535508j -0.0221766+0.0210145j -0.00605885+0.0131192j -0.0247989+0.0256432j 0.00666503+0.0140158j -0.00960753-0.0096454j -0.0182081-0.00312829j 0.00193353-0.0166605j -0.00539072+0.0279856j 0.00471319+0.0144511j -0.00267864+0.00691371j 0.00706058-0.0199475j -0.0124459+0.0232093j 0.0108072+0.0063452j -0.00264789+0.0146827j 0.00181657+0.0283888j 0.00356806-0.00960841j -0.0125925+0.0101657j -0.00298037-0.0135117j 0.0187052+0.0128224j -0.0129772+0.0029797j 0.00796945+0.00223588j 0.0229496-0.00667987j 0.00259438+0.00411299j -0.00856129-0.0261604j 0.0106241-7.47961e-07j -0.00258052+0.0133573j -0.00930053+0.00225965j 0.00406718-0.00816141j -0.00399808+0.00923309j 
-0.00908263+0.0147998j -0.00992945-0.00508349j -0.0216212+0.00679286j -0.00691351+0.0254767j 0.0175725-0.00779317j -0.00713723-0.0245541j 0.0193448-0.0171322j -0.0114898-0.0267588j 0.049846+0.0172939j 0.0137622-0.0332896j 0.0499595+0.00891602j -0.0159032-0.0407624j -0.0011424-0.00062547j 0.00353844-0.00251655j 0.0194782-0.0129504j -0.0191166-0.0290867j -0.0261933+0.00197625j 0.03945+0.0222321j -0.0375182+0.0482775j -0.0267017-0.000579599j -0.012809-0.00263128j -0.0331809+0.0135485j 0.00606564+0.0135365j 0.021883-0.00665884j 0.0050471-0.0436466j -0.010225-0.0180887j -0.00352225-0.0194008j 0.00124356+0.00438623j 0.0386543-0.0132917j -0.00800494+0.0277309j 0.0076825-0.000737715j -0.00351173-0.00285295j 0.026349-0.0235337j -0.0293641+0.00948678j -0.0246621-0.00694386j -0.00509118-0.0151708j 0.0175058-0.0020487j 0.0108849+0.0250707j -0.0387985-0.0182445j 0.0212931+0.0136391j 0.0360303-0.0183092j 0.0295589-0.0265381j -0.00923246-0.0220398j 0.00194903+0.0162436j -0.000687746+0.00224235j 0.0105079+0.00211057j 0.0251905+0.0310625j 0.00852205+0.00207204j 0.0219507+0.01403j -0.0155306-0.0174592j 0.00172666+0.00983161j 0.0066396-0.000684125j 0.00585507+0.00948344j 0.0131896+0.00689664j 0.00537256-0.00387739j 0.000134515+0.0101103j 
-0.00897274+0.00106418j -0.0110199-0.0133825j -0.0165727+0.00707601j 0.0088329+0.0141991j 0.0109845-0.00682016j 0.00657163-0.027818j -0.0146574-0.0159176j -0.0139775+0.00675107j 0.0106778-0.00329856j -0.0190958-0.00650056j -0.00107093+0.010432j -0.00143091+0.000990604j 0.00344942-0.00880135j 0.00629087-0.0043266j 0.0267864-0.00364471j -0.0330119+0.00752722j 0.0323275+0.0221621j 0.00396922+0.0183356j 0.0211678+0.0185329j -0.0252471-0.0287305j 0.00396173+0.00316314j -0.0214574+0.0141402j 0.00405572+0.011052j 0.0272655+0.0223842j 0.00947398-0.00586126j 0.0135593+0.00149129j -0.0277278-0.0142595j 0.0280733+0.0191095j -0.00798069-0.00639684j -0.00593734-0.00308272j -0.00370473-0.0062365j -0.0158692-0.00317023j -0.0176405-0.00633033j -0.0409209-0.000844616j -0.00438392+0.0122139j -0.0129153-1.16381e-07j 0.0284631+0.0346885j -0.0104522+0.0247758j 0.0204589+0.00774388j -0.0181528+0.0282336j 0.00380155+0.00155723j 0.0128934-0.00408014j -0.0239728-0.00328671j 0.00636557+0.0175031j -0.00661634+0.017182j -0.0155481+0.0222647j -0.0290153+0.00972838j 0.00093451-0.00798815j 0.00375032-0.00491132j -0.00848186-0.00777838j 0.00481189-0.0101871j 0.0033495-0.00327784j -0.00278248+0.0140338j -0.00358589+0.00984212j -0.00409242-0.000617449j 0.00266314+0.00899923j 
0.00755244-0.00334645j -0.0099246+0.000664763j -0.00748617+0.00989174j -0.00973944+0.000292708j -0.0271892+0.0302023j 0.0380182+0.00333359j -0.00171782-0.0177773j 0.00248583+0.00304022j 0.0145087-0.000880018j -0.00936701-0.011539j -0.0149936-0.0184952j -0.0169085-0.00262076j 0.00103583-0.00912686j -0.0210325-6.64825e-05j -0.0212467-0.00106525j -0.00214002+0.0210806j -0.0218184+0.0193217j 0.0165103+0.0207805j 0.00646784+0.0304521j 0.0310298+0.0312625j 0.0152503+0.011207j -0.0335325-0.0262261j -0.00791829-0.00727856j -0.00854675+0.0071956j 0.0230601-0.0332986j -0.0160188-0.0113246j -0.0117067-0.0281259j 0.0165201-0.00135361j 0.0272819-0.00874194j 0.00207527-0.0185016j 0.0129676+0.0039414j 0.0301074+0.0124521j 0.00717991+0.00880999j 0.020395-0.00528205j -0.0126853-0.0354868j -0.0316427-0.00375117j -0.00434965-0.0197867j -0.0243663+0.00517092j -0.0101389-0.0234519j 0.0166779-0.0210583j 0.0147097-0.0165924j 0.00683432-0.0282622j 0.00758503+0.00458851j 0.0326817-0.0212416j -0.0101926+0.00364691j 0.00189483-0.0159939j 0.0294472+0.00451218j -0.00897033+0.0045271j -0.020124+0.0119203j -0.0092265-0.00488993j -0.00327445+0.0235938j 0.00064097+0.00179146j 0.00751188-0.002357j -0.000105051+0.00697127j -0.002871+0.0073514j 0.0067087-0.00325402j 
0.00368139+0.00313723j -0.00151184-0.00842474j -0.0334497-0.0090352j 0.00297777+0.0144631j 0.0276912-0.00843294j -0.00581069-0.0356716j -0.0133398+0.0175432j 0.0189491+0.0219201j -0.012726+0.0194081j 0.0197107-0.00659348j -0.0131437+0.0182075j -0.00319487+0.0101793j 0.00432457-0.0136223j -0.00605902+0.0161921j 0.0107518+0.0105148j 0.0129226+0.0241615j -0.00036402+0.0213387j -0.0153223-0.00481622j -0.00284039+0.00114666j 0.0137699-0.0167685j 0.0120634+0.0160145j 0.00736474-0.00903612j -0.00246028+0.0218681j -0.0175839+0.030986j -0.00383297-0.039977j -0.0115829+0.0139683j -0.0173238-0.0105861j -0.00383363-0.00515214j 0.00671607-0.0335469j -0.00603194-0.0366542j 0.0109339-0.0179851j 0.00097572-0.00330608j -0.0291213+0.020308j -0.000901569+0.0127398j 0.00310663+0.00550233j -0.0180701-0.0163959j 0.0155465+0.000710027j -0.0281565-0.010486j 0.0191439-0.000144037j -0.00332051-0.0177557j -0.0036337+0.00314245j 0.0106334-0.00798351j 0.0129091-0.00241538j -0.018505+0.0177184j -0.0384649-0.0111491j -0.00420939+0.0143353j -0.0174879-0.00638146j -0.00522065+0.020538j -0.010717-0.0132527j 0.00974331+0.0107077j -0.00911599+0.00371715j 0.0105224+0.00388961j 0.00172952+0.017484j -0.017702-0.00125029j 0.00165541-0.00373892j -0.000514752+0.0119478j 
-0.00678839+0.0103386j 0.0129608+0.0112705j 0.0137669-0.0234988j -0.0240296-0.0274955j 0.0221422+0.00350501j -0.00727689-0.0211522j -0.0123603+0.0231402j 0.0315196+0.00447263j -0.0108-0.00794254j -0.00132215-0.00126959j -0.0097092-0.0211353j -0.0382144+0.0119439j -0.0143684+0.0259358j -0.00690603-0.00700877j 0.00379233+0.00299493j -0.0231399-0.00598332j -0.0171836+0.0237512j 0.0235049+0.00713677j -0.0349669+0.00864044j 0.00461346+0.00905983j -0.0164339+0.00821453j 0.0245755+0.00116478j 0.0123412+0.0168773j 0.0231616+0.00882125j -0.00715646+0.0240095j 0.0164822+0.0202261j 0.0202001-0.00946707j -0.00979296+0.00784019j -0.0114895+0.016338j 0.000259262-0.0155755j -0.00601346+0.00914092j 0.000799177-0.00128419j 0.00855629+0.00991164j 0.0190373+0.0162197j 0.0143992-0.0073446j 0.00361997-0.0147332j 0.0115625-0.00177282j -0.0102001-0.0116279j -0.00297871-0.0105912j 0.000973205+0.00834405j 0.00323041+0.00361791j 0.00927034-0.00726591j 0.012495-9.1187e-05j -0.00769651+0.0119768j 0.0102713+0.0170774j -0.0115377+0.0136967j -0.00528832-0.016829j -0.0137825-0.00849384j 0.000290731-0.00356489j -0.000203048-0.00317291j 0.0171514-5.95463e-05j -0.00372544+0.0193918j -0.0099757-0.00945696j 0.00279882-0.00830201j -0.00248114+0.00389865j -0.00201142+0.00170685j 
-0.00562962-0.00594101j -0.00778414-0.00748417j -0.0110211+0.0109897j 0.00825445+0.00653368j 0.0192875+0.00651539j 0.00396514-0.0275515j -0.019952+0.0154682j 0.0122224+0.00678403j -0.00370491+0.00632621j -0.00531095-0.0135529j -0.00943145+0.00990126j -0.00970133-0.00100045j 0.000712495-0.000532439j 0.0070257+0.00564811j 0.035165+0.0112944j -0.0386193-0.00559215j 0.00662128+0.0325546j 0.014026-0.0020255j -0.0145603+0.0335175j 0.00343311+0.0126682j 0.00381865-0.00913997j -0.0249484+0.00288889j 0.012837-0.0172876j -0.00514648-0.0218253j 0.019185+0.0114706j 0.0141201+0.00499516j 0.000619568-0.00859693j 0.00462209-0.00855709j 0.00321395+0.00535145j -0.0149679-0.00321074j 0.00437664+0.0119352j -0.00589163-0.0237024j -0.00661497-0.0115452j -0.012966-0.00492535j -0.0225216+0.0141606j -0.0117859+0.0033541j -0.000953735+0.00302185j 0.0198148+0.0146918j 0.00880746+0.000915999j -0.00634448+0.0225017j -0.0107315-0.00272552j -0.0135053+0.0112171j -0.00387755+0.00502326j 0.00453771+0.00290767j -0.00449889-0.00865749j 0.00750503-0.00712801j -0.0117315+0.00923052j 0.0117266-0.00860921j -0.0052304-0.00352228j 0.00474327-0.0155324j 0.000508504-0.000515678j 0.00833038-0.00282661j 0.0029877+0.0103131j 0.00062872+0.0137507j -0.0065889-0.000196113j -0.000755073+0.00574859j 
-0.00513499+0.0035008j -0.0073245-0.00515012j -0.0147079+0.00221407j 0.00418193+0.00765567j 0.010309-0.00159425j 0.00291775-0.0239028j 0.00567477-0.0135678j -0.0119101-0.00781617j 0.00962201-0.0166246j 0.0156407-0.00243557j 0.00722882+0.0190923j -0.0118592-0.0274688j 0.00194831+0.0446795j 0.0070113+0.000529645j 0.00966411-0.0151891j 0.00690919-0.0214747j -0.0266887-0.00307568j 0.0140571+0.00972624j -0.0137228+0.0212662j 0.012674-0.0264154j -0.00163303+0.0261529j 0.00501117+0.014468j 0.00211961+0.0382682j -0.00853254-0.028021j -0.0237121+0.00350363j 0.0224278+0.0146901j 0.00728843+0.00249623j 0.0146176+0.0159612j 0.0117341+0.0239876j 0.0125449+0.0315173j 0.00417663+6.54863e-05j -0.00747255+0.00808671j -0.0274053+0.0101404j -0.00437201-0.00243008j 0.00212106+0.00692191j -0.00752214+0.00746241j 0.0346324+0.00718169j 0.0156483-0.0194881j -0.0112723-0.00634303j 0.0297245+0.030257j 0.00595206-0.00987121j -0.0026583-0.0293436j 0.0181824+0.00227774j -0.00522436-0.0202963j 0.00295368+0.00431371j 0.00514956-0.0128509j 0.0281381-0.00368267j -0.0168425-0.00647739j 0.0233493+0.0132132j -0.00991929-0.00535202j 0.00175144-0.0104478j -0.00576356+0.0128687j -0.0107393-0.00567722j 0.0114801-0.00223783j -0.00267997-0.000367189j -0.00488897+0.00620966j 
-0.00460968+0.000958669j 0.0151035+0.0140067j 0.0319596+0.0172829j 0.0123459-0.0242144j -0.00417113-0.0307783j -0.0337673+0.0330788j 0.0175432+0.017656j -0.00299258-0.00742305j -0.017803-0.000724281j 0.018943-0.0101716j 0.0171671-0.0106896j 0.0271285+0.00396263j 0.00753097+3.32405e-05j -0.0159921+0.0243754j -0.0071076+0.0107741j -0.0136368+0.00464368j 0.0145615+0.0040056j 0.025184-0.00830402j 0.00205744+0.000830763j -0.00774126-0.0242722j 0.0329413-0.0279533j -0.0159223+0.00732788j -0.00424308+0.00427232j -0.0120289-0.00324401j 0.0289956-0.0236589j 0.0288949+0.00310281j 0.00901585+0.0116926j 0.00326318+0.00516546j 0.0195978+0.0122862j 0.00800631-0.0418748j 0.00599353+0.00628125j -0.0111975-0.0182173j 0.00218508+0.0108063j 0.0160763-0.0146726j -0.0267436-0.00118885j -0.00127006+0.00215387j -0.0229413-0.00203213j 0.000565749+0.0311795j -0.0110926+0.00599177j -0.016043+0.00910518j -0.0254621-0.0115449j 0.0137957+0.0304992j -0.00619371-0.0108409j 0.00915134-0.000832934j 0.000973665-0.0234564j 0.000649284-0.00349919j 0.0146381+0.0227613j 0.0241454+0.00478468j 0.000850132-0.000982885j 0.00604404+0.00287715j -0.00219907+0.00177052j 0.00230805-0.0218149j 0.00472544-0.0143568j 0.011978+0.0096544j 0.000886119+0.00252729j 0.0004427-0.0126589j 
-0.0157464-0.00662479j 0.00301752+0.00150199j 0.0160209+0.0247448j 0.0206559+0.00291092j -0.0146874-0.0253663j -0.0138768+0.00413037j -0.000189168-0.010148j -0.0304669+0.00570047j 0.00915598-0.0115146j -0.00769887-0.0142993j 0.0194133-0.0102063j -0.00992557-0.0357138j -0.00420924+0.0089995j -0.0171065-0.00726518j -0.00948063-0.0185407j 0.0128046+0.0101161j -0.0102753-0.000117605j -0.0268392-0.00313808j -0.0439417-0.0082821j -0.0152322-0.00520372j -0.00145841+0.0105925j -0.000912112-0.00679086j -0.0143788+0.0224328j 0.0439491+0.0218358j -0.0119278-0.0476288j -0.0211304-0.0194933j 0.000427954-0.0184734j -0.0142161-0.00891451j 0.0199911+0.0187319j -0.0248124+0.00912768j -0.0133145+0.00880658j -0.00105411+0.026892j 0.011676+0.0062152j 0.00402336+0.00381527j -0.0113739-0.0109874j 0.00703665+0.0167569j 6.5448e-05-0.00354825j -0.0117705-0.0137909j -0.0344547+0.0123158j -0.00011105-0.0148407j 0.00163328+0.0102079j 0.0352506+0.0227563j 0.00701578-0.0133657j 0.00813631-0.00309415j -0.00908254-0.00032664j 0.00483743+0.012454j 0.0109166+0.01467j -0.0164348+0.000646736j 0.000162948-0.00326656j 0.00242176+0.0085954j 0.00147934-0.0136979j 0.00905642-0.000750194j -0.00542792-0.00492451j -0.00216756+0.00777941j 0.00183246-0.00718505j 0.000832983-0.00560157j 
-0.00371721-0.0106404j -0.000643164+0.00856784j 0.0040531+0.00826478j 0.00399146-0.00541813j 0.0027571+0.00317462j -0.00105832-0.00183293j 0.00589682+0.0145171j 0.00406295-0.00308021j -0.00551926+0.0101018j 0.0156839-0.0105719j 0.00606759+0.0135166j -0.0133151-0.015566j -0.0209668+0.00883693j -0.00567481-0.000525123j -0.0120375-0.0013588j -0.00692688+0.0216491j 0.0121981-0.00275137j 0.013335+0.00107028j -0.0206066-0.0119961j 0.0158797+0.0117151j -0.0250243+0.0140715j 0.016644-0.00280205j 0.00276946-0.0146806j 0.00442846+0.0116801j -0.0136385+0.0151392j -0.0152185-0.0145181j 0.0159666-0.014797j -0.0323694+0.021751j -0.00741755-0.00859081j -0.013332-0.00933798j -0.0124631+0.0158123j -0.0150651+0.00711208j 0.0317716-0.00825728j 0.0141167-0.00064409j 0.0216529-0.00965841j 0.0293882-0.00991101j -0.0082467-0.00939053j 0.0124688+0.00224273j -0.0258167+0.0151663j 0.0187636-0.00248131j 0.00228372+3.64203e-05j 0.0191542+0.00551203j -0.00511272+0.00794442j -0.0176029-0.00554914j -0.000473943-0.00680038j 0.0153755-0.00986512j 0.010928-0.00435265j -0.000910159-0.00856113j 0.000480239+0.00347711j 0.00185521+0.0135103j -0.00946888+0.0026223j -0.0054028-0.00244469j -0.00120126-0.00021827j -0.00393291+0.00422706j 0.00677431-0.00602944j -0.00245909-0.000557785j 
-0.0010983-0.00816235j -0.00568028-0.0154443j -0.0137901+0.00651275j 0.0141042+0.0187734j -0.00564199+0.00694199j 0.00357631-0.0233891j -0.0112338+0.00433602j -0.00253901+0.00470186j 0.00232641-0.028925j -0.00741728+0.0101456j -0.0132443-0.00943179j -0.0208875+0.00555883j 0.000497726+0.011843j 0.0116313+0.000561875j 0.00781831+0.00477488j -0.00548168-0.00761795j 0.0087943-0.00591204j -0.0165895-0.0101665j -0.0142438-0.00439764j 0.0101438+0.0165513j -0.0104157+0.00568214j -0.00213148+0.00639681j 0.0164345-0.00209746j 0.00224141+0.0109902j -0.0257243+0.0384392j 0.0126596-0.00120467j 0.0105651-0.00263947j -0.00497389+0.0295933j -0.00882388+0.0147046j -0.00413558+0.0120549j -0.0182344+0.0243708j -0.0111868+0.00832626j -7.08305e-05-0.00627206j -0.0169618-0.0206231j -0.000343693+0.00384406j 0.0123164+0.024609j 0.0203125+0.0246054j -0.00741702-0.00662457j -0.0136448+0.00864937j 0.00861787+0.0129989j 0.0126569+0.00829166j -0.010095+0.00223212j -0.00627801-0.0108496j 0.0127805-0.00935308j -0.000826337+0.0168205j 0.000777874-0.00210289j 0.00773863+8.28986e-07j -0.00676222-0.0106119j 0.00338257-0.00394504j -0.0069217-0.00826316j -0.00269066-0.0144829j -0.00204309-0.00168955j -0.00460962+0.00157414j 5.92764e-05+0.00476411j -0.0064459-0.00520244j -0.00195803+0.00474255j 
-0.0078307-0.015318j 0.011325+0.013578j 0.028594+0.00989922j 0.0167884-0.0172813j 0.00426737-0.00777153j -0.0227754+0.0107612j -0.00866607+0.0411972j 0.0153311+0.00256197j -0.0221585-0.008597j 0.0129595+0.00837132j -0.00913197-0.0102369j 0.0050014+0.00419367j 0.00518176+0.0255055j -0.0151229+0.0104674j -0.0101143+0.0155589j 0.0016664-0.0197391j -0.0182438-0.0110795j -0.00545519-0.0184001j 0.000281351-0.00268866j 0.0103198+0.0292658j -0.0182203-0.007249j -0.00639808-0.00739843j -0.0128681+0.00729685j 0.0062987-0.00221773j -0.00638968-0.00137452j 0.0207312-0.00178468j 0.0141448-0.00158863j -0.00632263-0.0058512j 0.00461305+0.023386j -0.0188096-0.00057346j -0.0010091+0.00481718j -0.0067069-0.00876515j -0.00576199+0.00673196j 0.0273853-0.0163707j -0.00669542+0.00562702j 0.00725344+0.00126322j 0.00417445-0.000778099j 0.00854288+0.00105753j -0.00291877+0.0182371j 0.00724218-0.00201322j -0.00970172+0.00794694j -0.0231687-0.00206122j -0.00299485-0.00522543j 0.00837825-0.00612148j 0.01243-0.0179747j 0.00235531-0.0023767j 0.00241313+0.00845429j 0.00142194+0.00847619j -0.00604573-0.00658391j 0.0188299+0.0186205j -0.0117189+0.00064465j -0.0136278-0.00883321j 0.00731309+0.0019602j -0.00812278+0.00238702j 0.0083543-0.0117153j -0.000956594-0.00773862j 
0.00340569+0.0166489j -0.00591304-0.0143892j -0.0264997-0.0181864j -0.0209716+0.02434j 0.00732718+0.0158043j 0.0156529-0.0370334j -0.0163159-0.0170187j -0.0165175+0.0082701j 0.00405617+0.00185631j -0.0116349+0.0136888j -0.00912492+0.018616j 0.0119767-0.00843205j -0.0154709-0.0356309j 0.017866-0.00787131j 0.00912146+0.00486028j 0.000798995-0.0206601j -0.0062176+0.00699215j -0.00815082+0.0220213j 0.00711367-0.00913582j -0.00480702+0.00724236j 0.0124935+0.00153646j 0.0201181+0.0207001j 0.0186515-0.0161231j -0.00345479+0.00478072j -0.0325412+0.0059859j -0.0274938-0.00433267j -0.0272386-0.00198632j -0.00449473+0.00119071j -0.000500457-0.0204978j 0.00704389+0.0310391j -0.0176147+0.018017j -0.0107758-0.000996801j 0.0116084-0.015356j -0.0371255-0.00742192j 0.011053+0.00836636j 0.00522472+0.0054045j 0.00507283+4.11362e-05j 0.0203883-0.0111553j 0.0101569-0.00784453j 0.0134253+0.0028781j 0.00941209+0.00648996j -0.0114863+0.00180157j 0.00595521+7.31399e-05j -0.020883+0.0104059j -2.41936e-06-0.00305742j 0.0112562+0.00773119j -0.0228767-0.0132853j -0.0112979-0.00249155j 0.00552401-0.0130742j -0.000888109-0.00679938j 0.00938239-0.00317626j 0.0188496+0.0173861j -0.00696338+0.0152056j 0.000166874-0.012516j -0.00524866+0.00468448j -0.00269281+0.0120165j 
