-5.55017e-17+0.00528069j 1.81821e-16+0.00642088j -1.39961e-17+0.00283912j -1.70078e-18+0.00547813j 7.73811e-18-0.00200862j 1.62292e-17-0.00665583j -1.15019e-17+0.00333437j -8.90047e-18+0.00271666j 1.02649e-17-0.00493816j -8.33058e-18+0.000638312j -2.13702e-17-0.00257598j 9.05132e-17-0.00704374j 7.22668e-18+0.000491212j -1.84676e-17+0.00430305j -8.94949e-17-0.0060864j 1.41145e-15+0.00359991j 2.01909e-17-0.00288983j 5.19433e-17-0.00363781j 5.84841e-17-0.0018029j 2.10275e-17+0.00455908j -1.5889e-17+0.0016031j 3.16066e-18+0.00103342j -4.34153e-16+0.00422756j 1.25217e-16-0.00278654j -5.77817e-17-0.00669876j 1.75276e-17-0.000351449j 2.47355e-17-0.00746084j -1.82036e-16+0.00209666j -7.51752e-15+0.00220762j 1.58139e-16-0.0071273j 1.93904e-17+0.00109934j 6.43463e-17-0.00476902j -1.44732e-16+0.00541187j -5.27309e-17+0.00148662j 2.74195e-17+0.000893653j 2.97656e-17-0.00253236j 2.85343e-17-0.00626695j -1.28372e-16-0.000678514j 1.97194e-17+0.00259164j 3.08466e-17+0.0037266j -9.38795e-17-0.00166094j 9.34265e-18-0.00520532j -2.37591e-17+0.0049636j -1.69527e-17+0.00224424j -1.77234e-17-0.00674662j -4.31369e-17+0.00379795j 7.26092e-18+0.000662469j 1.29597e-17-0.0025107j -8.33892e-18+0.00368887j -1.48477e-17+0.00511962j 1.48125e-17-0.0057557j 3.35628e-18-0.000691912j 8.10928e-19-0.00452154j -1.25416e-17+0.00429111j -1.08234e-15-0.00593801j -2.48481e-16+0.00570066j 
9.14906e-17-0.000438494j 4.2601e-18-0.00224243j 5.58019e-17+0.00187498j 5.87199e-17-0.0028568j -2.34639e-17+0.00267524j -7.96249e-17+0.00299256j 5.51964e-17+0.002324j 4.50654e-17+0.00112903j -5.53097e-17+0.00521821j 2.17898e-17-9.39302e-05j -2.47612e-17-0.00180706j -1.28826e-16+0.00222552j -2.47085e-17-0.00470543j 7.43369e-17+0.000379012j 6.32577e-17+0.00275333j -1.54927e-15-0.00441138j -3.65372e-17-0.000752468j -4.94769e-17+0.00245728j -6.80199e-17+0.00203117j 9.06981e-17+0.00187458j 7.75805e-17+0.00148118j -1.35133e-17-0.00357269j 6.26181e-16-0.00564352j 2.18677e-16-0.00388221j -5.84244e-17+0.00474661j -2.37349e-17-0.00108311j -9.30716e-17+0.0023018j 5.86221e-17-0.000480907j 1.67737e-15-0.000486632j -1.12884e-16+0.000963579j 2.43846e-17-0.00136208j -4.06319e-17-0.0022055j 1.75205e-16-0.00572349j 5.22052e-17+0.00434101j 2.88329e-17-0.00348891j -5.41826e-17+0.00231305j -7.58126e-17+0.00432924j -1.62905e-16-0.00136007j 1.11697e-16+0.00112376j 1.2383e-17-0.00212553j -1.44328e-16-0.00326694j -8.23758e-17-0.000104805j 8.24607e-17-0.00240112j 2.97365e-17-0.00503974j -9.87506e-17+0.000926074j 5.89117e-17-0.00325592j 1.19975e-18-0.000206758j -4.43236e-17-0.0035405j 4.82346e-17-0.00255345j 6.44584e-17-0.0041797j -8.22762e-17-0.000204103j -1.46655e-17-0.00206455j -7.5282e-17-0.000607726j 4.36118e-17-0.00346037j -6.16469e-17+0.000528891j 8.01994e-17-0.00201942j 
1.40335e-16-0.00480034j -2.54273e-18-0.00449398j 7.25219e-17-0.00423912j 9.94303e-17-0.00309281j -2.82171e-17-0.000144798j -1.32111e-16+0.00413355j 8.95098e-17-0.00507439j 6.59831e-17-0.00353377j -7.41007e-17+0.000711535j 9.76958e-18-0.000548096j -5.38189e-17+0.00392939j -1.8415e-16+0.0051141j -1.20433e-17+0.00321815j 9.46288e-17-0.00449011j -1.25917e-16+0.00376672j -8.46711e-17-4.1585e-05j -8.58313e-17+0.00340665j -1.026e-16+0.00161372j -4.17511e-17+0.000160771j 6.36855e-17-0.00591452j 1.60781e-17-0.00272552j 9.23849e-18+0.00179998j 1.32482e-17+0.000314914j -4.11745e-16+0.00576483j -6.32636e-17+0.00279735j -1.82838e-17+0.00119333j -1.60296e-16+0.00546054j 1.91512e-16-0.00166491j 6.0699e-15-0.00176852j -2.75706e-16+0.00618692j -1.5786e-17-9.705e-07j -1.95405e-16+0.00637904j 1.21194e-16-0.000776102j 9.23249e-17-0.0048588j -5.12447e-17+0.00187032j -4.46311e-17+0.000650008j -1.23967e-16+0.00270455j 2.20853e-16+0.00172957j -1.8123e-17-0.00340783j 5.65852e-17-0.00196085j 1.26555e-16+0.00418481j -1.04771e-16+0.00515375j 9.0325e-17-0.00294951j 1.96546e-17+0.00177287j -1.04121e-16+0.0058455j 8.48163e-17-0.00114229j 1.05492e-17-0.000482991j -8.44355e-17+0.00522763j 6.18512e-17-0.0015879j 8.5649e-17-0.00170421j -1.27877e-16+0.00576797j -3.02668e-17+0.00229608j -8.52974e-17+0.00488267j 8.04253e-17-0.00146215j 9.254e-16+0.00536973j 3.36829e-16-0.00396748j 
-5.23143e-17+0.00367431j 4.97722e-17+0.00313074j -2.00417e-17+0.00362642j -2.96683e-17+0.001933j 7.72893e-18+0.000564424j 4.24152e-17-0.00272274j -2.83984e-17+0.00435438j -1.93949e-17+0.00294979j 2.00807e-17+0.000324812j 1.01314e-18+0.000412127j 1.29583e-17-0.0033731j 6.99026e-17-0.0036178j -1.22261e-18-0.00330675j -2.56297e-17+0.00357j 6.57702e-17-0.00247667j -1.75884e-16-0.000711808j 3.57638e-17-0.002787j 4.77325e-17-0.000845466j 1.1018e-17+0.000217158j 6.68553e-18+0.00493456j 1.68144e-17+0.0023781j -9.04366e-18-0.00200827j 1.17048e-16-0.00119806j 3.27203e-16-0.0051564j -4.2232e-18-0.00138345j 5.02077e-18-0.00111454j 5.40972e-17-0.00387545j -1.23723e-16+0.00121889j -4.4398e-15+0.00129882j 1.40606e-16-0.00466842j 2.23291e-17-0.000229049j 1.02178e-16-0.00535311j -3.3906e-17-0.000359644j -4.16029e-17+0.00452635j 4.43815e-17-0.00204906j 1.03143e-17-0.000117298j 4.28166e-17-0.0013814j -2.08452e-16-0.00157998j 5.64953e-17+0.00285056j -1.66052e-17+0.00117249j -1.4388e-16-0.00381886j 2.54885e-17-0.00404193j -2.17124e-17+0.00189798j -3.32065e-18-0.00223462j 1.20122e-17-0.00440815j -3.27285e-17+0.000342614j -3.12405e-18+0.000342255j 3.02479e-17-0.00467929j -1.59235e-17+0.000809081j -2.37798e-17+0.000625523j 3.88656e-17-0.00453829j 1.09708e-17-0.0021412j 1.59057e-17-0.00391511j -2.83376e-17+0.000557876j -7.79945e-16-0.00410366j -2.07753e-16+0.00275726j 
2.36697e-16-0.00313496j 1.39818e-16-0.00340881j 1.41086e-16-0.00218321j 1.9125e-16-0.0026858j -5.46719e-17+0.000600949j -2.44787e-16+0.003376j 1.66559e-16-0.0025928j 1.263e-16-0.00193221j -1.45759e-16+0.00179783j 2.65886e-17-0.000369293j -1.14476e-16+0.00200582j -3.04717e-16+0.00379476j -3.32239e-17+0.000808323j 1.85275e-16-0.0027282j -1.91747e-16+0.00308321j -3.96288e-16-0.00116741j -1.38281e-16+0.00194961j -1.49028e-16+0.00165144j -7.40063e-17+0.000626663j 1.86108e-16-0.00323787j 7.87221e-17-0.00133236j 3.66077e-18+0.000208713j 2.35159e-16-0.00126177j -2.95603e-16+0.00262427j -1.85404e-16+0.00298872j -3.33042e-17+0.000470925j -2.90026e-16+0.00403255j 1.83192e-16-0.00117237j 4.3047e-15-0.00123907j -3.68586e-16+0.00414357j 1.39269e-17-0.000352984j -2.63327e-16+0.00344465j 2.14523e-16-0.00196919j 1.3625e-16-0.00193529j -2.62777e-17+0.000274667j -8.80008e-17+0.00100753j -2.20438e-16+0.00282233j 7.14796e-17+0.000736804j 8.75425e-17-0.0018543j 1.14808e-16-0.00178412j -1.94187e-17+0.00178892j -2.13727e-16+0.00321686j 1.82241e-16-0.00247772j 4.09601e-17-0.000187882j -2.47978e-16+0.00391897j 1.38863e-16-0.00156132j 2.15902e-17-0.000357502j -1.48695e-16+0.00237454j 1.23656e-16-0.00166007j 1.66648e-16-0.002154j -2.422e-16+0.00357778j -5.3218e-17+0.00091114j -1.86438e-16+0.00291612j 1.42705e-16-0.00181554j 4.26553e-16+0.00351674j 3.57149e-16-0.00301972j 
6.07951e-17-0.000361359j -3.80634e-18-0.00164929j 3.67099e-17+0.00129982j 3.74842e-17-0.00207508j -1.55701e-17+0.00191308j -5.1427e-17+0.00218255j 3.57178e-17+0.00161288j 2.93458e-17+0.000772972j -3.6188e-17+0.00374142j 1.497e-17-7.26501e-05j -1.46419e-17-0.00125428j -8.64498e-17+0.00164334j -1.68647e-17-0.00333552j 4.89531e-17+0.000226756j 5.02945e-17+0.00200771j -1.11238e-15-0.00315738j -2.33568e-17-0.00050475j -3.29367e-17+0.00177452j -4.76249e-17+0.00145518j 5.95727e-17+0.00128294j 5.33168e-17+0.001033j -9.64443e-18-0.00253894j 4.45097e-16-0.00403562j 1.56943e-16-0.00272116j -3.60871e-17+0.00342458j -1.64048e-17-0.000763296j -6.01601e-17+0.00170136j 4.15385e-17-0.000360651j 1.25809e-15-0.000365774j -7.54433e-17+0.000750868j 1.64398e-17-0.000974771j -2.46947e-17-0.00151516j 1.22062e-16-0.00410366j 3.51289e-17+0.00305848j 2.01984e-17-0.00247828j -3.69837e-17+0.00166176j -4.95057e-17+0.00312498j -1.13158e-16-0.000956186j 7.63454e-17+0.000770452j 5.72368e-18-0.00154054j -9.90285e-17-0.0022965j -5.38336e-17-2.39479e-05j 5.48423e-17-0.00174756j 2.04583e-17-0.00358909j -6.40648e-17+0.000720645j 3.95812e-17-0.00234139j 2.50516e-19-0.00015275j -2.84636e-17-0.00248195j 3.16149e-17-0.00184309j 4.23019e-17-0.00300805j -5.3312e-17-8.89249e-05j -9.31672e-18-0.00145473j -4.92064e-17-0.000386544j 2.80742e-17-0.00249087j -2.81361e-17+0.000431691j 5.46763e-17-0.00148448j 
4.01801e-17-0.00246018j -5.5075e-17-0.00269675j 1.61344e-17-0.00168654j 1.73568e-17-0.00213814j -6.91768e-18+0.000503391j -2.72051e-17+0.00268027j 1.85506e-17-0.00200175j 1.36838e-17-0.00149915j -1.53219e-17+0.0014718j 3.72228e-18-0.000290324j -2.90282e-18+0.00154847j -5.77893e-17+0.00299876j -3.73444e-18+0.000575219j 2.10733e-17-0.00213164j 1.79501e-18+0.00244807j -3.97135e-16-0.000968255j -2.09735e-17+0.0015174j -3.32491e-17+0.00132329j -2.34383e-17+0.000515624j 3.06526e-18-0.00251239j 5.66009e-18-0.00102512j 1.12683e-18+0.000119597j 1.15773e-16-0.00105726j -1.19677e-16+0.00200728j 7.16222e-18+0.00239853j -8.00385e-18+0.000355465j -3.46157e-17+0.0031859j 8.84645e-17-0.000923914j 3.33253e-15-0.000976211j -9.54464e-17+0.00325641j -9.38978e-18-0.000293113j -5.43978e-17+0.00267024j 6.11303e-17-0.00161218j 3.15083e-17-0.00146215j -1.84849e-17+0.00017227j -1.57364e-17+0.000817319j -2.94862e-17+0.00226312j 8.37587e-17+0.000560261j -1.22629e-17-0.00143821j 9.07305e-19-0.00142312j 5.54527e-17+0.00136071j -2.00022e-17+0.00251765j 2.16438e-17-0.00196961j 7.92457e-18-0.000208953j -1.13311e-17+0.00308008j 2.70621e-17-0.00126252j -2.53694e-19-0.000282476j -1.8339e-17+0.00181592j 1.2665e-17-0.00133123j 1.85896e-17-0.00173795j -2.5925e-17+0.00279905j -6.22021e-18+0.000688131j -1.40276e-17+0.00227599j 1.74898e-17-0.0014641j 4.9747e-16+0.00276025j 1.34722e-16-0.00238934j 
-3.36375e-17-0.000795179j -7.8829e-17-0.00105831j -2.52683e-17-0.000314604j -3.9055e-17-0.000953404j 9.14998e-18+0.000436657j 4.61219e-17+0.00113278j -3.12521e-17-0.000362959j -2.36351e-17-0.000336614j 2.72637e-17+0.00100082j -3.15369e-18-9.8308e-05j 2.9551e-17+0.000279783j 3.80375e-17+0.00114843j 4.82304e-18-0.000323511j -3.31537e-17-0.000608573j 6.46614e-17+0.00103676j -3.10774e-16-0.000762086j 2.3075e-17+0.000382066j 1.65623e-17+0.000663087j -9.15687e-19+0.000372136j -4.40641e-17-0.000565982j -1.16811e-17-0.000155039j -1.68665e-18-0.000342151j 7.26977e-17-0.000919727j 2.81885e-17+0.00019954j 5.41207e-17+0.00123289j 2.0247e-18-6.58182e-06j 5.3144e-17+0.00121347j 1.19786e-17-0.000332133j 1.1696e-15-0.000348656j 3.28845e-17+0.00109313j -8.09566e-18-0.000233525j 3.69821e-17+0.000578959j -4.23012e-18-0.00109708j -1.36765e-17+1.49743e-05j -1.91051e-18-0.000317244j 9.91714e-18+0.00049382j 3.7706e-17+0.00114745j 1.95426e-17+2.63992e-05j -2.31101e-17-0.000318625j -3.22689e-17-0.000658316j 2.90923e-17+6.7959e-05j 4.15337e-17+0.0007551j -3.10383e-17-0.000853834j -3.74787e-18-0.000597583j 5.59934e-17+0.00103549j -1.68161e-17-0.000729214j -6.47294e-18-0.000107874j 2.71858e-17+0.000177509j -2.32247e-17-0.000675693j -3.03137e-17-0.000971782j 4.59597e-17+0.00083022j 1.0086e-17-9.33046e-06j 3.8224e-17+0.000628268j -2.60573e-17-0.000812221j 2.07235e-16+0.000896076j -5.92425e-18-0.000941127j 
-1.8637e-16-0.00287901j -2.81297e-16-0.00215787j -1.31677e-16-0.00320605j -1.80113e-16-0.00109974j 5.04067e-17-0.000875518j 2.20459e-16+0.00171199j -1.50497e-16-0.00386111j -1.16962e-16-0.00254528j 1.38098e-16-0.00108498j -2.96457e-17-0.000315854j 1.20781e-16+0.00299206j 2.30955e-16+0.00255136j 3.79064e-17+0.00339669j -1.73826e-16-0.00292446j 1.58259e-16+0.00155233j 2.86718e-16+0.00126805j 1.05386e-16+0.00235517j 9.24146e-17+0.000290216j 5.35863e-17-0.000495123j -2.29919e-16-0.00425565j -1.08995e-16-0.00214219j 7.09014e-18+0.00217584j -3.04037e-16+0.00185287j -1.37559e-16+0.00475081j 2.36413e-16+0.000360234j 2.65747e-17+0.00106541j 2.54411e-16+0.00274605j 8.5704e-18-0.000902068j 3.21155e-15-0.000965306j 1.89483e-16+0.00359373j -5.18812e-17+0.000398966j 1.47113e-16+0.00464378j -1.59846e-16+0.00119275j -8.57277e-17-0.00431774j -3.76258e-17+0.00219534j 7.90011e-17-0.000271285j 1.88253e-16+0.000424525j 2.3655e-16+0.00148264j -1.83141e-16-0.00246483j -1.18975e-16-0.000605032j 2.44153e-16+0.00358036j 2.09495e-16+0.00325982j -1.74091e-16-0.00114363j -3.78761e-17+0.00258922j 2.75082e-16+0.00339082j -1.03521e-16+0.000239441j -2.27945e-17-0.000241964j 1.26957e-16+0.00431399j -1.18767e-16-0.000245827j -1.55877e-16+0.000158369j 2.22683e-16+0.00367379j 4.56129e-17+0.00204426j 1.93428e-16+0.00323751j -1.22748e-16+9.90114e-05j 8.75682e-16+0.00320925j -5.93326e-17-0.00189341j 
-3.26871e-16+8.71608e-06j -4.00275e-16-0.000705788j -2.1305e-16+0.000889341j -3.05956e-16-0.000997651j 8.02755e-17+0.00104803j 3.77992e-16+0.00101162j -2.56717e-16+0.00109559j -1.94376e-16+0.000572231j 2.24207e-16+0.00200706j -3.42844e-17-1.60996e-05j 2.04943e-16-0.00085128j 4.02155e-16+0.000675997j 4.59793e-17-0.00195424j -2.79655e-16+0.000315712j 3.98557e-16+0.00093211j -7.66257e-16-0.00171768j 2.03296e-16-0.000420719j 1.89841e-16+0.000897288j 6.13795e-17+0.000785584j -3.18186e-16+0.00095187j -1.09418e-16+0.000679235j -9.45611e-18-0.00145972j 5.78079e-17-0.00221122j 3.6711e-16-0.0017287j 3.53413e-16+0.00174522j 3.62894e-17-0.000466766j 4.42627e-16+0.000692761j -1.2036e-16-0.000125129j 2.82993e-16-0.000123483j 4.41491e-16+0.000144044j -4.02037e-17-0.000530803j 3.63432e-16-0.00109822j -2.02464e-16-0.00220156j -1.68288e-16+0.0018736j 1.73987e-17-0.0014297j 1.1204e-16+0.000877138j 3.26922e-16+0.00158603j 9.94801e-19-0.000594767j -1.56507e-16+0.000565467j -2.15009e-16-0.00075501j 1.15911e-16-0.00142979j 3.34171e-16-0.000233677j -2.69377e-16-0.000825424j -4.90166e-17-0.00203046j 4.14935e-16+0.000142201j -1.81451e-16-0.00122618j -4.18725e-17-6.25078e-05j 2.26793e-16-0.00157543j -1.90513e-16-0.000935737j -2.53316e-16-0.00156518j 3.75058e-16-0.000295358j 8.24406e-17-0.000890521j 2.98398e-16-0.000419536j -2.17517e-16-0.00129389j 3.42421e-16+5.20972e-06j -3.37741e-16-0.000638574j 
2.93268e-17-0.00100351j 1.87012e-17-0.000519947j 1.55955e-17-0.00140424j 2.58041e-17-5.70306e-05j -5.5691e-18-0.000645937j -3.25118e-17+0.000265277j 2.17976e-17-0.00169915j 1.54108e-17-0.0010712j -1.66209e-17-0.00103136j -6.05814e-19-0.000104534j -1.74198e-17+0.00131745j -3.52979e-17+0.000666426j 1.08909e-19+0.00181763j 2.01139e-17-0.00111938j -6.20496e-17+0.000235704j 3.43665e-16+0.00100066j -2.21728e-17+0.000955737j -2.26102e-17-0.000191622j 1.62469e-18-0.000428172j 1.15728e-17-0.00178943j -7.06081e-18-0.000965979j 5.41286e-18+0.00123209j -1.3099e-16+0.00136481j -1.58196e-16+0.00221476j -2.00087e-17-0.000443688j -1.02995e-18+0.000522463j -3.93825e-17+0.000728628j 3.74732e-17-0.000272746j 1.01899e-15-0.000295262j -6.15002e-17+0.00120213j -6.67951e-18+0.000311698j -5.43779e-17+0.00197204j 1.16478e-18+0.00113222j 1.86093e-17-0.00211147j -1.86013e-17+0.00122909j -4.48236e-18-0.000380216j -2.88786e-17-0.000369451j 8.44284e-17+0.000709204j -1.96309e-17-0.00104104j 2.11496e-17+3.58213e-05j 5.32402e-17+0.00171051j -2.34917e-17+0.0012092j 1.69134e-17-0.000128427j 7.27514e-19+0.00156182j -2.39854e-17+0.0011322j 1.6156e-17+0.000482927j 4.26519e-18-6.3724e-05j -2.14085e-17+0.00201297j 1.36101e-17+0.000219584j 1.88065e-17+0.000565253j -3.08431e-17+0.00137319j -7.98775e-18+0.00100081j -1.87323e-17+0.00126203j 2.01754e-17+0.000456189j 2.06716e-16+0.00111375j 7.70554e-17-0.00044994j 
9.74858e-17-0.000847913j 4.47741e-17-0.00159125j 5.9195e-17+0.00023598j 7.4161e-17-0.00166691j -2.35862e-17+0.00114474j -9.62322e-17+0.00186846j 6.58623e-17+0.000317116j 5.11925e-17+7.80229e-06j -6.03705e-17+0.00236893j 1.53869e-17-0.000115908j -4.10236e-17-0.000248806j -1.29227e-16+0.00166877j -1.83405e-17-0.00160784j 7.81458e-17-0.000449584j -2.94314e-17+0.00171411j -6.68177e-16-0.00192601j -5.07191e-17+0.000138719j -5.76742e-17+0.00129055j -4.4615e-17+0.000906191j 8.59904e-17+6.48948e-06j 5.09373e-17+0.000271725j -4.20425e-18-0.00130886j 2.94385e-16-0.00241358j 1.01564e-17-0.000900918j -7.43228e-17+0.00244912j -1.7662e-17-0.000308154j -1.1335e-16+0.00174939j 6.63725e-17-0.000437223j 1.57643e-15-0.000453896j -1.38015e-16+0.00126627j 1.38674e-17-0.000593059j -8.4464e-17-8.69642e-05j 1.21507e-16-0.00259772j 5.52917e-17+0.00122465j 5.08045e-18-0.00126276j -4.38459e-17+0.00109586j -8.78345e-17+0.00225474j -4.85146e-17-0.00035532j 6.77437e-17+2.27483e-05j 3.65669e-17-0.00119365j -6.45435e-17-0.000849347j -8.91969e-17+0.000659781j 8.0345e-17-0.00144894j 2.20782e-17-0.00195119j -1.05618e-16+0.00120321j 5.89115e-17-0.00157368j 6.48044e-18-0.000156112j -5.67786e-17-0.000825698j 5.17403e-17-0.00132888j 6.94036e-17-0.00205272j -9.66193e-17+0.000700626j -1.98925e-17-0.000584449j -7.93744e-17+0.000403752j 5.49078e-17-0.00170646j 5.66614e-17+0.000965197j 1.1937e-16-0.00142211j 
1.68701e-17-0.000852414j 4.91198e-17+0.000480095j 8.99351e-18-0.00233107j 2.56477e-17+0.00124684j -2.02292e-18-0.00190142j -2.93002e-17-0.00109043j 1.91257e-17-0.0028459j 1.19418e-17-0.00164042j -1.11477e-17-0.00346899j -7.28499e-18-6.67244e-05j -2.35801e-17+0.00220894j -1.29567e-17-0.000318661j 7.10157e-18+0.00405948j 1.09667e-17-0.00134792j -1.22919e-16-0.00101203j 1.08219e-15+0.00306773j -2.33175e-17+0.00134703j -1.7151e-17-0.00132501j 2.60646e-17-0.00137832j -1.8759e-18-0.00273507j -3.20177e-17-0.00169109j 1.21613e-17+0.00292697j -4.09332e-16+0.00401341j -2.8686e-16+0.00409965j -2.35105e-17-0.00263664j 6.26708e-18+0.00104363j -3.5742e-17-0.000288281j 2.31477e-17-6.62271e-05j 3.13241e-16-8.72348e-05j -5.00655e-17+0.000820656j -1.42281e-17+0.000950072j -6.75668e-17+0.00307805j -5.80935e-17+0.00380593j 1.01323e-17-0.00420112j -3.30383e-17+0.00288549j 9.79517e-18-0.00145694j -2.31446e-17-0.00236784j 1.57412e-16+0.00136625j -5.59889e-17-0.00160636j 3.35574e-17+0.00100979j 1.08044e-16+0.00328912j -1.53135e-17+0.00131675j 3.34904e-18+0.000963503j -8.15512e-18+0.00394397j -1.516e-17+0.000764438j 5.74653e-18+0.00199598j 7.2075e-18+2.77047e-05j -2.10334e-17+0.00373162j 8.40929e-18+0.00139835j 1.17782e-17+0.00250489j -2.62003e-17+0.00153424j -8.48024e-18+0.00199447j -1.06069e-17+0.00160221j 1.93296e-17+0.00206143j 2.13734e-16+0.000926742j 7.20471e-17+0.00045155j 
1.40893e-15+4.37623e-05j 1.58702e-15+4.40325e-05j 9.15404e-16+3.48632e-05j 1.28242e-15+3.25001e-05j -3.48524e-16-3.17536e-06j -1.59378e-15-4.2056e-05j 1.08419e-15+4.15996e-05j 8.26214e-16+2.97879e-05j -9.58442e-16-1.51034e-05j 1.67292e-16+5.07006e-06j -8.3863e-16-3.22004e-05j -1.75662e-15-4.95628e-05j -2.17586e-16-2.09787e-05j 1.20335e-15+3.96145e-05j -1.45635e-15-3.83678e-05j 6.57175e-16+7.74908e-06j -8.45209e-16-2.92781e-05j -8.09353e-16-1.85738e-05j -3.40284e-16-4.83744e-06j 1.38544e-15+4.98817e-05j 5.48629e-16+2.19542e-05j 1.51138e-17-1.01606e-05j 7.32022e-16+6.61378e-06j -1.0486e-15-4.5183e-05j -1.47496e-15-3.30116e-05j -1.76862e-16-8.88563e-06j -1.86517e-15-5.27957e-05j 5.35202e-16+1.57279e-05j 5.09699e-16+1.66662e-05j -1.87306e-15-5.70692e-05j 1.9865e-16+2.28625e-06j -1.46647e-15-5.34923e-05j 1.04948e-15+1.65271e-05j 7.30077e-16+3.62944e-05j -1.63437e-17-1.09313e-05j -5.18547e-16-9.69419e-06j -1.3876e-15-3.14819e-05j -2.88872e-16-1.32292e-05j 7.92296e-16+2.86678e-05j 8.58909e-16+2.11307e-05j -6.9918e-16-3.20489e-05j -1.42931e-15-4.60216e-05j 1.17593e-15+3.04536e-05j 2.36111e-16-7.46451e-06j -1.77339e-15-5.39461e-05j 7.93519e-16+1.56835e-05j 1.65482e-16+4.67513e-06j -9.50148e-16-4.09391e-05j 8.1648e-16+1.85032e-05j 1.0856e-15+2.2265e-05j -1.58694e-15-5.13614e-05j -3.43228e-16-1.71294e-05j -1.28025e-15-4.27508e-05j 9.13065e-16+1.88924e-05j -1.59141e-15-4.90173e-05j 1.4037e-15+3.89402e-05j 
8.79858e-17-0.00252035j 8.08426e-17-0.000918953j 4.88844e-17-0.00400461j 8.24853e-17+0.000400477j -1.72295e-17-0.00219013j -1.02386e-16+0.000113948j 6.86238e-17-0.00485625j 4.86033e-17-0.00299702j -5.25389e-17-0.00367871j -2.26175e-18-0.000253278j -5.79722e-17+0.00376633j -1.03581e-16+0.00130238j 4.82219e-19+0.00562098j 6.30675e-17-0.00297805j -2.03609e-16+8.31243e-05j 1.20306e-15+0.00344412j -6.8191e-17+0.00262503j -6.60973e-17-0.000969133j 1.01641e-17-0.00150127j 4.15535e-17-0.00500428j -2.17649e-17-0.00279152j 1.696e-17+0.00388378j -4.449e-16+0.00462581j -4.74529e-16+0.00649366j -7.15123e-17-0.0020629j -1.81172e-18+0.00156398j -1.23307e-16+0.00144917j 9.72124e-17-0.000615562j 2.33452e-15-0.000672902j -1.77095e-16+0.00293505j -1.78741e-17+0.00107051j -1.63978e-16+0.00554177j -8.68286e-18+0.0040375j 5.35327e-17-0.00631367j -5.41642e-17+0.00385988j -1.20638e-17-0.00143093j -8.93836e-17-0.00179009j 2.44413e-16+0.00210183j -5.58596e-17-0.00291771j 7.04525e-17+0.000501068j 1.51318e-16+0.00506678j -7.50093e-17+0.00315852j 5.26285e-17+0.000127683j 1.11153e-18+0.00502123j -8.03287e-17+0.00276077j 4.72007e-17+0.00187854j 1.42955e-17-0.000125695j -6.69026e-17+0.00590432j 4.31175e-17+0.00106017j 5.91113e-17+0.00226957j -9.74028e-17+0.00360322j -2.50858e-17+0.00299394j -6.09036e-17+0.0033922j 6.3064e-17+0.00184839j 5.15312e-16+0.00278912j 2.13958e-16-0.000780071j 
3.13214e-16+0.0022856j 4.34849e-16+0.00227058j 2.12474e-16+0.0018568j 3.00054e-16+0.00165646j -8.04552e-17-0.000123083j -3.68445e-16-0.00215489j 2.50733e-16+0.00221698j 1.91902e-16+0.00157884j -2.2354e-16-0.000706858j 3.96349e-17+0.000264099j -2.0242e-16-0.0017162j -3.8517e-16-0.00256058j -5.21184e-17-0.00117518j 2.79567e-16+0.00208152j -3.439e-16-0.00196554j 3.29206e-16+0.000334615j -1.88429e-16-0.00154604j -1.69872e-16-0.000933327j -6.87174e-17-0.000220577j 3.42654e-16+0.00264361j 1.37003e-16+0.00117413j 7.75988e-19-0.000590101j 1.4954e-16+0.000255207j -1.09904e-16-0.00242992j -3.69621e-16-0.00165269j -3.81362e-17-0.000483035j -4.28535e-16-0.00272872j 5.27219e-17+0.000816202j -2.81526e-15+0.000865267j -3.7537e-16-0.00297425j 5.99638e-17+9.77435e-05j -3.06831e-16-0.00283812j 2.17926e-16+0.000773269j 1.52801e-16+0.00197167j 1.7424e-17-0.000629121j -1.17099e-16-0.00047046j -3.16141e-16-0.0015793j -1.70602e-16-0.000715073j 2.17189e-16+0.00152008j 2.07552e-16+0.00107265j -2.40066e-16-0.00173188j -3.36047e-16-0.00241275j 2.73504e-16+0.00155662j 5.32712e-17-0.000472583j -4.29277e-16-0.00281124j 1.73181e-16+0.000768986j 4.02369e-17+0.000241584j -2.17223e-16-0.00220205j 1.90945e-16+0.000928073j 2.52265e-16+0.00109885j -3.68364e-16-0.00269411j -7.86739e-17-0.000930796j -3.04888e-16-0.00224953j 2.09007e-16+0.000933794j -8.63095e-16-0.00255944j 2.20793e-16+0.0020074j 
