-5.55017e-17+0.00528069j 1.81821e-16+0.00642088j -1.39961e-17+0.00283912j -1.70078e-18+0.00547813j 7.73811e-18-0.00200862j 1.62292e-17-0.00665583j -1.15019e-17+0.00333437j -8.90047e-18+0.00271666j 1.02649e-17-0.00493816j -8.33058e-18+0.000638312j -2.13702e-17-0.00257598j 9.05132e-17-0.00704374j 7.22668e-18+0.000491212j -1.84676e-17+0.00430305j -8.94949e-17-0.0060864j 1.41145e-15+0.00359991j 2.01909e-17-0.00288983j 5.19433e-17-0.00363781j 5.84841e-17-0.0018029j 2.10275e-17+0.00455908j -1.5889e-17+0.0016031j 3.16066e-18+0.00103342j -4.34153e-16+0.00422756j 1.25217e-16-0.00278654j -5.77817e-17-0.00669876j 1.75276e-17-0.000351449j 2.47355e-17-0.00746084j -1.82036e-16+0.00209666j -7.51752e-15+0.00220762j 1.58139e-16-0.0071273j 1.93904e-17+0.00109934j 6.43463e-17-0.00476902j -1.44732e-16+0.00541187j -5.27309e-17+0.00148662j 2.74195e-17+0.000893653j 2.97656e-17-0.00253236j 2.85343e-17-0.00626695j -1.28372e-16-0.000678514j 1.97194e-17+0.00259164j 3.08466e-17+0.0037266j -9.38795e-17-0.00166094j 9.34265e-18-0.00520532j -2.37591e-17+0.0049636j -1.69527e-17+0.00224424j -1.77234e-17-0.00674662j -4.31369e-17+0.00379795j 7.26092e-18+0.000662469j 1.29597e-17-0.0025107j -8.33892e-18+0.00368887j -1.48477e-17+0.00511962j 1.48125e-17-0.0057557j 3.35628e-18-0.000691912j 8.10928e-19-0.00452154j -1.25416e-17+0.00429111j -1.08234e-15-0.00593801j -2.48481e-16+0.00570066j 
-1.28681e-16+0.00489422j 2.58629e-17+0.00473596j -6.44249e-17+0.00413175j -8.64256e-17+0.00336983j 2.53279e-17-7.85016e-05j 1.16608e-16-0.00443434j -7.90463e-17+0.00493917j -5.82356e-17+0.00348076j 6.53395e-17-0.0011589j -9.22365e-18+0.000562505j 4.40363e-17-0.00382405j 1.70969e-16-0.00536201j 1.102e-17-0.00286058j -8.40592e-17+0.00451155j 1.00375e-16-0.00404303j 2.25731e-16+0.000413127j 7.73166e-17-0.00338381j 9.59044e-17-0.00183956j 4.28902e-17-0.000333524j -5.1415e-17+0.00582707j -1.46151e-17+0.0026333j -7.98545e-18-0.00152085j -5.51492e-17+0.000156032j 3.82566e-16-0.00550674j 4.69403e-17-0.00322981j 1.78588e-17-0.0011164j 1.42211e-16-0.00571898j -1.90715e-16+0.00172513j -6.27461e-15+0.00183045j 2.60524e-16-0.00634143j 1.6881e-17+0.000115549j 1.79264e-16-0.00626928j -1.21711e-16+0.00126673j -8.69195e-17+0.00455137j 4.91783e-17-0.00159908j 4.19841e-17-0.000852281j 1.1112e-16-0.0031008j -2.14052e-16-0.00163571j 2.07498e-17+0.00335377j -4.5492e-17+0.00216292j -1.26324e-16-0.00395971j 9.16298e-17-0.00520613j -8.07965e-17+0.0031865j -1.88675e-17-0.00137002j 8.72212e-17-0.00599281j -7.89413e-17+0.00142972j -8.30808e-18+0.000506117j 7.49955e-17-0.00499191j -5.44667e-17+0.00182153j -7.58979e-17+0.00207601j 1.12649e-16-0.00581929j 2.67408e-17-0.00214969j 7.35518e-17-0.00488953j -7.14309e-17+0.00177056j -9.54795e-16-0.00547798j -3.2661e-16+0.00418445j 
-2.52165e-17+0.000755604j 3.48602e-17+0.00153531j -1.25757e-17-0.000355132j -8.57476e-18+0.00165026j 5.86064e-18-0.00119225j 1.46508e-17-0.00183247j -1.03904e-17-0.000461069j -9.01664e-18-9.99083e-05j 1.15467e-17-0.00244097j -7.13283e-18+0.000106098j -1.85448e-18+0.000360401j 3.91732e-17-0.00159968j 7.55896e-18+0.0017529j -1.68937e-17+0.000350111j -4.74769e-17-0.00168176j 7.25053e-16+0.00199853j 7.02666e-18-5.55149e-05j 1.56424e-17-0.00129794j 2.77541e-17-0.000936645j -1.65137e-17-0.000160398j -2.43081e-17-0.000352919j 5.38335e-18+0.00140564j -2.6768e-16+0.002514j -7.52043e-17+0.00108512j -1.78347e-19-0.00247004j 8.77874e-18+0.000350933j 1.77544e-17-0.00167438j -3.63852e-17+0.000410677j -1.4499e-15+0.000425296j 3.99043e-17-0.00115393j -4.62211e-18+0.000615699j 7.29377e-18+0.000256016j -6.90937e-17+0.00267683j -1.75071e-17-0.00139768j -7.46545e-18+0.00135961j 1.77359e-17-0.00112085j 1.67247e-17-0.00227064j 4.13752e-17+0.000413834j -3.01583e-17-0.000112154j 7.59391e-18+0.00118832j 3.44767e-17+0.000990528j 1.65066e-17-0.0005511j -2.06964e-17+0.00142768j -1.02875e-17+0.00207182j 1.59195e-17-0.00109733j -1.82087e-17+0.00160415j 2.03994e-18+0.00014953j 7.97071e-18+0.000993068j -1.01937e-17+0.00133841j -1.4096e-17+0.0020869j 1.55155e-17-0.000577549j 2.24399e-18+0.000666437j 1.44709e-17-0.00029233j -8.03682e-18+0.00173368j -1.16002e-16-0.000862578j -4.30112e-17+0.00137338j 
4.30783e-17-0.000440651j 5.21895e-17-1.0448e-05j 2.66954e-17-0.000885658j 4.14242e-17+0.000281112j -9.74497e-18-0.000603372j -5.09807e-17-0.000194508j 3.44136e-17-0.00107763j 2.53164e-17-0.00064304j -2.84289e-17-0.00106574j 1.94433e-18-4.06855e-05j -2.88254e-17+0.000836107j -5.15007e-17+8.3516e-05j -3.25146e-18+0.00139271j 3.47979e-17-0.000585385j -7.70138e-17-0.000183028j 3.52578e-16+0.000963586j -3.00529e-17+0.000546173j -2.78875e-17-0.000358852j -1.20854e-18-0.000427831j 3.38656e-17-0.00107295j 3.24316e-18-0.000629936j 4.50991e-18+0.000985474j -1.11282e-16+0.0012739j -1.2945e-16+0.00149686j -4.3913e-17-0.000728944j -2.79443e-18+0.000371195j -6.03244e-17+0.000105522j 2.66257e-17-8.06592e-05j 3.29807e-16-9.0991e-05j -6.91851e-17+0.000480484j -4.35706e-19+0.000298849j -6.23506e-17+0.00119754j 1.04656e-17+0.00116942j 2.34685e-17-0.00149622j -1.26237e-17+0.000974953j -1.05671e-17-0.000434982j -4.39651e-17-0.000647718j 5.07924e-17+0.000491959j 1.2187e-19-0.000627799j 3.25343e-17+0.000247213j 2.23326e-17+0.0011851j -4.17759e-17+0.000599424j 3.161e-17+0.000197125j 3.62517e-18+0.00130444j -4.96896e-17+0.000450531j 2.32899e-17+0.00058687j 6.4889e-18-8.63959e-06j -3.17194e-17+0.00136178j 2.383e-17+0.000382849j 3.19957e-17+0.000726779j -4.96938e-17+0.000689917j -1.17272e-17+0.000709946j -3.6132e-17+0.000679489j 3.01779e-17+0.000595968j 6.37506e-17+0.000484494j 6.74162e-17-5.0948e-07j 
-1.75022e-17+0.00140808j 7.48608e-17+0.00235346j -4.81306e-18-3.496e-05j 4.77283e-18+0.00236198j 3.23202e-18-0.00147683j -1.15007e-19-0.00269026j -4.17335e-19-8.68166e-05j -1.47683e-18+0.000216103j 2.83707e-18-0.00312089j -6.58883e-18+0.00018556j -1.35304e-17+7.14396e-05j 3.2376e-17-0.0024938j 6.35735e-18+0.00188127j -6.71198e-18+0.000871106j -7.57055e-17-0.0024664j 9.27568e-16+0.002503j 5.2947e-19-0.000398179j 1.36185e-17-0.0017787j 3.20712e-17-0.00118671j 3.04344e-19+0.000370224j -2.12158e-17-0.000178265j 6.13649e-18+0.00158392j -3.21655e-16+0.00311314j -7.48654e-17+0.000800505j -2.2966e-17-0.00335853j 9.27993e-18+0.000323648j 1.17467e-18-0.00262064j -5.348e-17+0.000674189j -2.38767e-15+0.000702467j 3.9834e-17-0.00203996j -3.74488e-19+0.00076997j -7.26885e-19-0.00029549j -7.75472e-17+0.00342204j -1.65102e-17-0.00127878j -4.71702e-18+0.00151957j 1.63372e-17-0.00146426j 5.72473e-18-0.00310024j 2.48083e-17+0.000350549j -2.04715e-17+0.000188638j 2.08366e-17+0.00167513j 1.72453e-17+0.000834708j 2.78721e-18-0.00118647j -1.1588e-17+0.00206984j -1.014e-17+0.00241953j -4.73689e-18-0.00193624j -1.54236e-17+0.00211608j 4.76974e-18+0.000233585j -4.76342e-19+0.000737246j -2.74078e-18+0.00182681j -4.65108e-18+0.00277394j 6.91983e-19-0.00127882j -9.89015e-19+0.000611735j 1.28019e-18-0.000836739j 5.49893e-20+0.00230893j -2.65309e-16-0.00159679j -5.87838e-17+0.00210018j 
1.96261e-17-0.000538307j 4.24041e-17+0.000331266j 1.15375e-17-0.00150677j 2.46982e-17+0.000826853j -3.47473e-18-0.00124197j -2.89796e-17-0.0007287j 1.91883e-17-0.00183994j 1.29105e-17-0.0010582j -1.32183e-17-0.00226969j -3.71263e-18-4.14646e-05j -2.0643e-17+0.00142817j -1.91563e-17-0.000228191j 3.2752e-18+0.00264023j 1.46102e-17-0.000863319j -8.92883e-17-0.00067604j 7.11762e-16+0.00200486j -2.03912e-17+0.000866964j -1.60646e-17-0.000872166j 1.49849e-17-0.000901334j 7.51814e-18-0.00176424j -1.74247e-17-0.00109446j 8.00953e-18+0.00190569j -2.62786e-16+0.00262145j -1.92675e-16+0.00265655j -2.46897e-17-0.0017339j 3.01806e-18+0.000677334j -3.48416e-17-0.00020969j 1.78632e-17-3.67824e-05j 1.84693e-16-5.01063e-05j -4.38095e-17+0.000512144j -7.94812e-18+0.000620857j -5.29164e-17+0.00198655j -3.16185e-17+0.00249013j 1.10032e-17-0.00272639j -2.14987e-17+0.00187831j 3.2079e-18-0.000954615j -2.36507e-17-0.00155789j 1.00141e-16+0.000886071j -3.13769e-17-0.00103643j 2.72837e-17+0.000667531j 6.55807e-17+0.00213305j -1.88777e-17+0.000840359j 9.47091e-18+0.000641137j -3.87269e-18+0.00257038j -2.10122e-17+0.000476739j 8.57772e-18+0.00130879j 5.74296e-18+1.99888e-05j -1.95848e-17+0.00241814j 1.05549e-17+0.000919986j 1.4411e-17+0.00164355j -2.69258e-17+0.000980091j -7.65213e-18+0.00129439j -1.49098e-17+0.00102796j 1.82462e-17+0.00135281j 1.25789e-16+0.000584657j 5.48939e-17+0.000310558j 
3.68832e-17+0.00225063j 1.28187e-16+0.0023567j 3.29603e-17+0.00167914j 4.9812e-17+0.00180096j -1.1971e-17-0.000298576j -5.71098e-17-0.00229445j 3.88732e-17+0.00199915j 3.02304e-17+0.0014589j -3.57685e-17-0.00103603j 6.0326e-18+0.000262953j -3.95365e-17-0.00154704j -3.97903e-17-0.00263742j -8.64314e-18-0.000827357j 4.35155e-17+0.00199761j -6.8339e-17-0.00209442j 3.02397e-16+0.000620293j -2.38747e-17-0.00145221j -1.15885e-17-0.00107144j 9.26116e-19-0.000350243j 7.00292e-17+0.00244384j 2.62231e-17+0.00104202j -1.15432e-18-0.000334511j -3.24469e-17+0.000625541j 7.35283e-17-0.00210186j -8.18147e-17-0.00192371j -2.65747e-18-0.000396993j -6.42576e-17-0.00280593j -5.2216e-17+0.00082541j -2.95334e-15+0.000873477j -9.60404e-18-0.00295503j 1.98457e-17+0.000186108j -2.33411e-17-0.00261074j 5.30294e-18+0.00113438j 9.52464e-18+0.00162582j 1.81105e-17-0.000378038j -1.39797e-17-0.000611953j -4.47614e-17-0.00182446j -1.01681e-16-0.000603977j 5.67547e-17+0.00140214j 4.15922e-17+0.00118466j -9.42338e-17-0.00146462j -5.59682e-17-0.00233786j 4.21659e-17+0.00167344j 5.97963e-18-0.000122164j -8.17018e-17-0.0027941j 1.71341e-17+0.000965151j 8.33561e-18+0.000248619j -3.18883e-17-0.00190327j 3.08989e-17+0.00107277j 3.94846e-17+0.00134753j -5.8128e-17-0.00260466j -1.18093e-17-0.000766506j -5.38223e-17-0.00214559j 3.08309e-17+0.001139j -5.41249e-16-0.00252282j -5.15372e-17+0.00208601j 
4.79012e-18-0.00313985j -8.96129e-17-0.00272257j -8.85138e-18-0.0030406j -1.15353e-17-0.00171818j 3.23043e-18-0.000413017j 9.45008e-18+0.0023941j -6.78981e-18-0.00364914j -7.01079e-18-0.00248329j 1.01148e-17-0.00014472j -5.3059e-18-0.00035331j 1.33709e-17+0.00282661j -1.03258e-17+0.00313689j 6.91148e-18+0.00269687j -1.22205e-17-0.00303037j -1.09347e-17+0.00217852j 9.11164e-17+0.000494645j -6.14073e-18+0.00235418j -1.77238e-17+0.000782031j -9.36163e-19-0.000133587j -4.47483e-17-0.00415453j -2.87305e-17-0.00198758j 6.90679e-18+0.00161981j -1.05716e-16+0.000877565j -2.41718e-16+0.0042927j 4.61358e-17+0.00129798j 4.06554e-19+0.000921686j 7.26635e-18+0.0033582j 9.08158e-17-0.00105006j 3.80607e-15-0.00111828j -6.66314e-17+0.00399962j -2.432e-17+0.000160621j -4.42363e-17+0.00450257j 1.95332e-18+0.000161612j 1.49405e-17-0.0037446j -3.65636e-17+0.00165666j 5.3302e-18+0.000158334j 3.05212e-18+0.00128569j 1.81951e-16+0.00131102j -6.89185e-17-0.00239893j -1.11833e-17-0.00105212j 1.39699e-16+0.00316929j 1.88809e-17+0.00343915j -1.45323e-17-0.00167685j -3.47056e-18+0.00177548j 4.02067e-17+0.00377705j 5.66247e-18-0.000374022j -2.24847e-18-0.000296663j 1.48963e-18+0.00389506j -9.59541e-18-0.000753478j -1.05301e-17-0.00063827j 1.22006e-17+0.00385931j 5.34366e-19+0.00177111j 2.27682e-17+0.00331845j -2.02708e-18-0.000562489j 7.0981e-16+0.00350773j 1.36969e-16-0.0023989j 
-1.78335e-17+0.00371691j 2.89231e-16+0.00751391j 7.09104e-18-0.00169943j 5.40092e-17+0.0080638j 2.53065e-18-0.00580836j -4.76047e-17-0.00895927j 3.03196e-17-0.00220952j 1.77679e-17-0.000460973j -1.53313e-17-0.0118992j -2.22368e-17+0.000520988j -7.17511e-17+0.00172737j 5.99778e-17-0.00783209j 2.05456e-17+0.00851775j 7.56138e-18+0.00173882j -3.4002e-16-0.00822218j 3.58273e-15+0.00973848j -2.876e-17-0.000295422j 1.60276e-17-0.00633625j 1.09914e-16-0.00456513j 2.33146e-17-0.000738303j -7.72827e-17-0.00169972j 2.73049e-17+0.00683606j -1.24927e-15+0.0122476j -4.42543e-16+0.00524526j -1.11381e-16-0.0120562j 2.95934e-17+0.00170125j -5.27066e-17-0.00819862j -1.38307e-16+0.00201327j -7.06663e-15+0.00208526j 5.53936e-17-0.00566795j -7.47467e-18+0.0030001j -7.34532e-17+0.00120082j -2.58527e-16+0.013049j -3.10072e-17-0.0067749j -3.72619e-17+0.00661123j 4.77133e-17-0.0054663j -2.20467e-17-0.0110838j 1.78396e-16+0.00200382j -8.72323e-17-0.000521561j 1.01223e-16+0.00580465j 1.14553e-16+0.0047959j -2.63747e-17-0.00272302j -1.30001e-17+0.00697819j -3.24976e-17+0.0100823j -5.51185e-17-0.00538968j -2.9604e-17+0.00782482j 2.23151e-17+0.000732141j -3.20622e-17+0.00480065j 1.13284e-17+0.00653325j 1.23964e-17+0.0101812j -4.29053e-17-0.00285639j -1.46791e-17+0.00323053j -2.52122e-17-0.00146014j 2.89777e-17+0.00845836j -6.91073e-16-0.00424233j -1.0624e-16+0.00672105j 
-3.65208e-17+0.00226989j 1.13411e-16+0.00383921j -1.31071e-17-0.000112318j 6.78218e-19+0.00387131j 7.29994e-18-0.00244722j 8.67939e-18-0.00440151j -6.72943e-18-0.000208909j -7.07551e-18+0.000312454j 1.01001e-17-0.0051585j -1.18935e-17+0.000300217j -1.75363e-17+0.000168745j 6.28928e-17-0.00406361j 1.18143e-17+0.00315637j -1.78764e-17+0.00138474j -1.17318e-16-0.00403555j 1.53047e-15+0.00414399j 5.3789e-18-0.000615571j 2.66003e-17-0.00292448j 5.48255e-17-0.00196291j -7.86043e-18+0.000537081j -3.85591e-17-0.000330171j 1.0179e-17+0.00264581j -5.37289e-16+0.00515884j -1.22282e-16+0.00139951j -2.90652e-17-0.00552521j 1.6304e-17+0.000551225j 1.22525e-17-0.00426919j -8.96515e-17+0.00109496j -3.87937e-15+0.00114045j 7.48428e-17-0.00329837j -2.13799e-18+0.00127492j 6.01351e-18-0.000407372j -1.33809e-16+0.00565631j -3.09946e-17-0.00217981j -8.35755e-18+0.00254015j 2.99166e-17-0.0024162j 1.70872e-17-0.00509871j 4.58161e-17+0.000602654j -3.93783e-17+0.000268593j 2.95352e-17+0.00274853j 3.48057e-17+0.00143586j 1.27449e-17-0.00189841j -2.58237e-17+0.00338941j -1.81032e-17+0.00402908j 2.57408e-18-0.00313101j -2.97117e-17+0.00348918j 6.93647e-18+0.000380574j 4.42651e-18+0.00128787j -9.15673e-18+0.00300448j -1.37985e-17+0.00457127j 1.00244e-17-0.00204343j 2.49284e-19+0.00104241j 9.51095e-18-0.0013228j -4.92979e-18+0.00380439j -4.16934e-16-0.00257505j -1.0233e-16+0.00342658j 
2.11647e-16-0.0072299j -7.76892e-17-0.00838561j 1.07711e-16-0.00438766j 1.30635e-16-0.0069306j -4.38302e-17+0.00215516j -1.80389e-16+0.00853401j 1.23108e-16-0.00518196j 9.32901e-17-0.00404068j -1.07416e-16+0.00562067j 2.49514e-17-0.000864221j -5.74248e-17+0.0040061j -2.89991e-16+0.00925465j -2.83014e-17+0.000433697j 1.41454e-16-0.00606602j -5.21837e-17+0.00779991j -1.52039e-15-0.00395344j -1.13116e-16+0.00419189j -1.50191e-16+0.0044695j -1.02849e-16+0.00202219j 1.02871e-16-0.00677627j 6.44857e-17-0.00257768j 4.96354e-19-0.000587958j 5.35693e-16-0.00453293j -3.42314e-16+0.00479065j -6.93923e-17+0.00817767j -3.83322e-17+0.000744958j -2.19114e-16+0.00981583j 2.98412e-16-0.00279782j 1.01055e-14-0.00295057j -4.0068e-16+0.00966996j -1.07138e-17-0.00120376j -2.42412e-16+0.00714632j 2.75889e-16-0.00615875j 1.41845e-16-0.00309412j -4.67746e-17-0.000413719j -8.59976e-17+0.00296843j -1.7553e-16+0.00767694j 1.851e-16+0.00126487j 3.39116e-17-0.0038658j 4.94466e-17-0.00467148j 8.72402e-17+0.00308149j -1.51923e-16+0.00725407j 1.43836e-16-0.00632409j 4.26776e-17-0.00192165j -1.48576e-16+0.00915018j 1.33953e-16-0.00450249j 7.97705e-18-0.000871013j -1.12853e-16+0.00432653j 9.06766e-17-0.0045176j 1.25713e-16-0.00611897j -1.77031e-16+0.00804199j -3.92449e-17+0.00145055j -1.2522e-16+0.0064237j 1.08329e-16-0.00513891j 1.34236e-15+0.00812136j 4.8195e-16-0.00743824j 
4.03679e-17-0.00520113j -1.02745e-16-0.0043093j 6.61706e-18-0.00528446j 1.28099e-17-0.00256426j -2.51394e-18-0.000978566j -2.33736e-17+0.00367946j 1.51851e-17-0.00635002j 8.17819e-18-0.00427253j -5.84697e-18-0.000804042j -6.20492e-18-0.000580452j -1.0175e-19+0.00491946j -5.60202e-17+0.00500368j 7.69689e-18+0.00501482j 7.61489e-18-0.0051062j -6.87171e-17+0.00334487j 3.38773e-16+0.00130204j -3.16537e-17+0.00401616j -4.85531e-17+0.00104248j -4.43792e-18-0.000442105j -4.3076e-17-0.00714639j -3.99507e-17-0.00348187j 1.34549e-17+0.00309244j -2.22217e-16+0.00207484j -4.59086e-16+0.00759362j 3.92405e-17+0.0016583j -2.06381e-18+0.00165731j -3.37073e-17+0.0053654j 1.61562e-16-0.00170342j 6.19827e-15-0.00181682j -1.55364e-16+0.00658171j -3.73353e-17+0.000415216j -1.13517e-16+0.00776381j 1.58473e-17+0.000886709j 4.12312e-17-0.00672688j -6.4725e-17+0.00314502j -7.90304e-19+1.5485e-05j -2.83045e-17+0.00168271j 3.13091e-16+0.00233794j -1.03515e-16-0.00413095j 5.69903e-18-0.00152968j 2.28158e-16+0.00564953j -2.38277e-18+0.00575996j 2.05395e-18-0.00254426j -1.93011e-18+0.00351068j 2.47277e-17+0.00621372j 2.68975e-17-0.000274444j 1.06874e-18-0.00047361j -2.12017e-17+0.00689214j 3.22417e-18-0.000984394j 7.97688e-18-0.00061663j -1.82846e-17+0.00647297j -7.80991e-18+0.00318288j 7.81843e-18+0.00561239j 1.92688e-17-0.00056745j 1.14572e-15+0.00580634j 2.62421e-16-0.00379231j 
1.25448e-15-0.00308574j 1.28209e-15-0.00346402j 8.02314e-16-0.00201465j 1.1165e-15-0.00279642j -3.06543e-16+0.00075109j -1.39499e-15+0.00347821j 9.49056e-16-0.00238663j 7.22799e-16-0.00181569j -8.37915e-16+0.00207548j 1.48115e-16-0.000366098j -7.1887e-16+0.00184576j -1.57442e-15+0.00383954j -1.91087e-16+0.000498886j 1.05456e-15-0.00263852j -1.23504e-15+0.00317781j -1.01694e-17-0.0014107j -7.47791e-16+0.00185587j -7.3332e-16+0.00176261j -3.22345e-16+0.000736514j 1.18762e-15-0.00304369j 4.77752e-16-0.00120875j 1.36913e-17-1.63852e-05j 7.97177e-16-0.00157865j -1.03416e-15+0.00232137j -1.24951e-15+0.00320837j -1.61752e-16+0.000392772j -1.63603e-15+0.00407625j 5.69935e-16-0.00117348j 4.71249e-15-0.00123891j -1.72036e-15+0.00410215j 1.58391e-16-0.000428284j -1.31915e-15+0.00322506j 9.78548e-16-0.00227379j 6.63739e-16-0.00162089j -3.59557e-17+5.31249e-05j -4.6381e-16+0.00112548j -1.22213e-15+0.00302032j -1.4755e-16+0.000635129j 6.64144e-16-0.00174j 7.33071e-16-0.00187163j -5.31818e-16+0.00154423j -1.24597e-15+0.00313218j 1.03229e-15-0.00256534j 2.12369e-16-0.000493685j -1.52875e-15+0.0038807j 7.1245e-16-0.00172387j 1.40644e-16-0.000361542j -8.34171e-16+0.00209876j 7.13366e-16-0.00177696j 9.50718e-16-0.00235902j -1.38766e-15+0.00347822j -3.00763e-16+0.00076184j -1.11119e-15+0.00280779j 8.01491e-16-0.0019845j -7.3029e-16+0.0034638j 1.36879e-15-0.00307065j 
-3.14249e-17+0.00457749j 3.65497e-17+0.00251747j -4.49993e-18+0.00622546j -2.28214e-17+0.000464938j 2.03316e-19+0.00273256j 3.08408e-17-0.00141809j -1.96101e-17+0.00752891j -9.72504e-18+0.00477079j 5.81154e-18+0.00429458j 1.39934e-17+0.000480322j 1.64173e-17-0.00583725j 3.45034e-17-0.00317978j -1.53861e-17-0.00789339j -4.23294e-18+0.00504325j 1.64862e-16-0.00126683j -1.39464e-15-0.00421386j 3.8272e-17-0.00427497j 4.39228e-17+0.000690323j -2.85454e-17+0.00179268j 4.72042e-17+0.00797038j 6.8423e-17+0.00426867j -2.23801e-17-0.00532289j 6.04254e-16-0.0057743j 6.20214e-16-0.0097519j -1.81775e-17+0.0016666j -7.18208e-18-0.00228837j 4.21257e-17-0.00346707j -1.32851e-16+0.00127029j -4.69381e-15+0.0013727j 1.43064e-16-0.0055152j 4.37039e-17-0.00131346j 1.36787e-16-0.00877365j 6.25545e-17-0.00471493j -3.20758e-17+0.00925082j 8.08936e-17-0.00531532j -1.55379e-17+0.00155506j 2.99077e-17+0.0013605j -3.92669e-16-0.00311426j 1.41544e-16+0.00463451j -3.08639e-17-8.554e-06j -2.84227e-16-0.00751219j 2.79756e-18-0.00546995j 7.57512e-18+0.000755406j 1.26585e-17-0.00671042j -2.01417e-17-0.00519573j -1.6592e-17-0.00195215j -6.72355e-18+0.000303615j 2.7334e-17-0.00886252j -2.5456e-18-0.000810032j -6.62373e-18-0.00225827j 2.40003e-17-0.00620564j 1.09287e-17-0.00438428j -7.84175e-18-0.0056729j -2.45401e-17-0.00181624j -1.05323e-15-0.00508341j -2.47081e-16+0.00218422j 
8.58893e-18-0.00269773j -1.43505e-16-0.00389886j -6.33987e-18-0.000686453j -2.4531e-17-0.00366794j 4.52796e-19+0.00193404j 2.12971e-17+0.00428333j -1.38924e-17-0.000762059j -9.4345e-18-0.000897563j 9.87527e-18+0.004263j 5.81297e-18-0.000340905j 3.17835e-17+0.000584517j -2.62946e-17+0.00419222j -4.51145e-18-0.00193926j -7.94517e-18-0.00193178j 1.18845e-16+0.00392295j -1.26313e-15-0.00332753j 7.78828e-18+0.00111712j -1.34577e-17+0.00263849j -4.03652e-17+0.00160201j -2.7616e-17-0.00151358j 1.57878e-17-0.000234693j -6.96165e-18-0.00178998j 4.08763e-16-0.00407528j 5.71382e-17-6.53233e-05j 6.02176e-17+0.00493883j -1.05886e-17-0.000223039j 2.22049e-17+0.00442037j 8.92433e-17-0.00118216j 4.20104e-15-0.00123758j -4.87829e-17+0.00377565j -7.70695e-18-0.00102157j 7.6703e-18+0.00149474j 9.48447e-17-0.00467365j 1.77057e-17+0.000856397j -2.13948e-18-0.00169245j -1.50757e-17+0.00205477j 9.27095e-18+0.00458015j 1.31883e-17-0.000166024j 2.17609e-18-0.000839357j -4.15566e-17-0.00256111j 1.82558e-17-0.000383837j 1.76317e-17+0.00246485j -1.46422e-18-0.00325562j 1.03322e-17-0.00290314j 3.72135e-17+0.00357904j 1.32185e-17-0.00300455j -9.06922e-18-0.000393357j 1.22574e-17-7.42736e-05j -8.20283e-18-0.00269785j -8.98194e-18-0.00397437j 2.0769e-17+0.00269354j 5.55192e-18-0.000414563j 1.8882e-17+0.00195405j -1.13682e-17-0.00331566j 5.55576e-16+0.00304649j 9.74155e-17-0.00347185j 
-2.87681e-17+0.00304655j 1.45677e-16+0.00451358j -5.11084e-18+0.000638652j 1.16758e-17+0.00429762j 4.29108e-18-0.00234642j -3.77741e-18-0.00499504j 1.83326e-18+0.000692321j -9.76633e-20+0.000925979j 1.51698e-18-0.00512531j -9.52591e-18+0.000387633j -2.61752e-17-0.000529343j 5.43101e-17-0.00484043j 8.73067e-18+0.00249181j -7.22081e-18+0.00213393j -1.23928e-16-0.00457564j 1.51287e-15+0.00402387j 1.527e-18-0.00119736j 2.58465e-17-0.00311909j 5.29204e-17-0.00193089j 1.19889e-17+0.00156351j -2.7997e-17+0.000160595j 8.57444e-18+0.00224703j -5.06789e-16+0.00494464j -6.93173e-17+0.000339915j -4.98436e-17-0.00584855j 1.50875e-17+0.000323842j -1.38789e-18-0.00510078j -1.08718e-16+0.00135487j -4.81779e-15+0.00141723j 7.94293e-17-0.0042879j 5.12851e-18+0.00123588j 7.62098e-18-0.00151971j -1.27686e-16+0.0056192j -3.00593e-17-0.00125598j 5.63111e-19+0.00213222j 2.53196e-17-0.00245651j 7.52438e-18-0.00541881j -9.26105e-19+0.000279131j -1.73447e-17+0.000861259j 3.77685e-17+0.00300977j -4.11599e-18+0.00065376j -9.93563e-19-0.00274882j -1.47753e-17+0.00380527j -1.57545e-17+0.00359253j -1.86215e-17-0.00406549j -2.60818e-17+0.00358329j 8.5465e-18+0.000454038j -1.9768e-18+0.000326433j -1.60353e-18+0.00319208j -4.30666e-18+0.00473119j -3.06741e-18-0.00299769j -2.06354e-18+0.000605459j -4.24174e-18-0.00214311j 1.37034e-18+0.00394521j -6.02515e-16-0.00344273j -1.2728e-16+0.0040208j 
