-4.2293e-15-0.00800953j -2.79324e-16-0.0169359j 5.74547e-20+0.00186465j 1.02784e-18-0.00813576j -2.26018e-18+0.0086174j -1.03967e-17-0.012524j -3.18467e-18+0.00157311j 6.23862e-18+0.00953739j 6.04853e-18+0.00986214j -1.01026e-17-0.00310401j 4.27072e-17+0.00792116j -5.91635e-19-0.00533943j 2.14784e-18-0.00665589j -5.89346e-18+0.00532477j 3.13277e-18-0.00356968j -4.30395e-17+0.00836918j 1.11614e-16-0.0131998j 5.87892e-17-0.00170285j 1.09081e-17+0.0024455j 3.4424e-17+0.00848731j 5.09873e-18-0.0011898j -4.19117e-17-0.00930195j 1.18818e-17+0.00719986j -4.39698e-17-0.0106883j -4.333e-17+0.00777526j -2.24231e-17+0.00272503j -7.91689e-19-0.00538863j -4.1178e-17-0.000318852j -1.49522e-17+0.005184j -5.61104e-17-0.0026054j -8.95611e-17+0.00590649j -2.20529e-16+0.0089004j 2.26804e-17-0.00587097j -1.57093e-16-0.00398964j -1.17886e-16+0.017209j -4.50834e-16-0.00545635j 5.44165e-17+0.00878476j -2.00841e-15+0.00620924j -4.21216e-14-0.00964316j -3.71895e-14-0.00639923j 3.55855e-17-0.00564161j 1.24469e-15-0.00919139j 8.13905e-18-0.00941525j -1.80562e-17-0.00362998j 9.72654e-17-0.00141724j -5.2108e-16+0.0072304j 2.89766e-17+0.0062315j -5.89964e-17-0.00477449j -2.61029e-17-0.00892221j -1.31339e-16+0.0039838j -8.32313e-17+0.000462545j -5.96732e-17+0.00476638j -3.1261e-17-0.00477992j -3.33769e-17+0.0166227j 1.31167e-17+0.00655051j 1.94389e-17+0.00596556j -1.49447e-16+0.0109233j 9.99831e-18-0.000860762j -2.05763e-17+0.00334885j -4.84848e-18-0.00496474j -1.3108e-17+0.00432255j 4.99778e-17+0.00937465j 4.17239e-19-0.00323676j 3.49105e-18+0.00782259j -5.96756e-19-0.0056062j 1.21871e-17-0.00326914j -1.58478e-17+0.0103747j -3.12548e-18-0.00131511j 4.57391e-18+0.00164767j 4.9543e-18+0.011618j 4.28406e-17+0.0118293j -4.32628e-18-0.00745003j -3.15646e-18+0.00274806j -1.58649e-17-0.00280973j 5.96642e-17+0.00994152j -4.29181e-16-0.0131012j 6.46032e-15+0.0126362j 
-1.06678e-15-0.00194003j -2.3836e-16-0.00729046j 2.6111e-16+0.00356148j -1.47377e-16-0.00411496j 1.61799e-16+0.00454807j -1.70998e-16-0.00559277j -2.05808e-16-0.00205458j 9.78909e-18+0.0035822j 2.22395e-16+0.00575883j -6.09521e-17-0.00207039j 4.79251e-18+0.0028132j -7.36018e-17-0.00240093j -5.53495e-17-0.00350943j -2.2045e-17+0.00212026j -3.01099e-17-0.00211761j 1.11133e-17+0.00247034j -1.74649e-16-0.0069905j -1.03708e-16-0.00169058j 1.46626e-16+0.00292663j 2.22365e-16+0.00529587j -2.80235e-16-0.00297376j -1.37218e-16-0.00492399j 4.445e-17+0.00243578j 6.0441e-17-0.0021018j 8.16715e-17+0.00268542j 1.54821e-16+0.00267492j -1.2073e-16-0.00396766j -1.51636e-17+0.000933392j 3.29041e-16+0.00503558j -2.0236e-16-0.00273816j -1.48669e-17+0.00191618j -8.67829e-18+0.00321714j -1.23678e-16-0.0029591j -8.87847e-17-0.00056296j 1.76691e-16+0.00911726j -7.77017e-16-0.00555705j 1.22693e-16+0.00350885j -1.66049e-16+0.0019452j -1.78631e-14-0.00428976j -1.60393e-14-0.00256869j 1.58497e-17-0.000851581j 6.33471e-16-0.00669845j 1.13584e-16-0.00254523j -2.08862e-17-0.000189537j 1.07162e-16+0.000661169j -1.28098e-16+0.00180733j 6.77007e-17+0.00227142j -1.82313e-16-0.00341588j -3.62413e-16-0.00692611j 2.26528e-17+0.00206864j 7.62152e-17+0.0010231j 1.15485e-16+0.00353802j 2.46495e-17-0.000106423j 2.01466e-16+0.00712598j 1.98998e-17+0.00208642j -2.94121e-17+0.00215439j 2.05589e-16+0.0071497j 1.62404e-16+0.00117745j 1.1752e-16+0.00189975j -1.68891e-16-0.0038103j -1.58738e-16-0.000462184j 8.74955e-17+0.00340861j -1.35847e-17-0.00178329j 9.40359e-17+0.00419579j -1.40473e-17-0.00268615j 3.41066e-17-0.000611412j 9.69853e-17+0.00487836j 2.5943e-17-0.00056501j -1.57337e-16-0.00112143j 1.0842e-16+0.00535633j 2.90301e-16+0.00653555j 6.48227e-17-0.00134828j -1.08582e-16-0.000363445j 8.63154e-17+0.000354777j 3.27224e-16+0.00634164j -1.81379e-16-0.0040834j 3.07692e-15+0.00582825j 
-1.55345e-15-0.00452634j 4.74344e-16-0.00402216j 5.73895e-16-0.00420512j 8.2951e-17-0.000531997j -8.77607e-17+0.000472971j 3.13612e-16-0.0021028j -6.60765e-16+0.00472005j -6.19688e-16+0.00395477j -2.24631e-17-9.47416e-05j 7.14584e-17-0.000236429j -5.32253e-16+0.00356214j 1.33551e-16-0.000872038j 3.18651e-16-0.00174022j -4.42357e-16+0.00266699j 1.79859e-16-0.000888672j -4.98617e-16+0.00329204j 1.19164e-16-0.000753371j -3.33119e-16+0.00206422j 1.79897e-16-0.00163876j 2.33759e-17-0.00041383j -5.96011e-16+0.00448664j 2.93289e-16-0.00164185j -3.34516e-16+0.00235652j 8.34634e-16-0.00602737j -1.53826e-16+0.00135578j 2.84843e-16-0.00206213j -1.2692e-16+0.000797747j 2.42929e-16-0.00146493j 5.53283e-16-0.00412458j -2.78374e-16+0.0021147j -3.16233e-16+0.0021421j -3.79798e-16+0.0023355j 5.21857e-17-0.000188333j 9.50869e-17-0.0012355j -4.34269e-16+0.00238625j -2.42902e-16+0.00415883j -2.16781e-16+0.00169026j -1.01363e-15+0.00201056j -1.30324e-14-0.00308138j -1.1626e-14-0.0020928j 5.14695e-16-0.00324804j -9.06521e-16+0.00287233j 9.99429e-16-0.00620757j 1.40235e-16-0.00154762j 3.2244e-16-0.00215212j -6.70155e-16+0.00315211j -2.76751e-16+0.00185079j -2.25654e-16+0.0013862j -3.73268e-16+0.00291714j 4.636e-17-0.000128877j 3.44701e-16-0.00220258j 2.23654e-16-0.00143341j 3.72975e-16-0.0029323j -4.75449e-16+0.00310002j -3.12156e-16+0.00233447j -4.97743e-16+0.00318938j 1.59103e-16-0.00130421j 5.06238e-16-0.00340915j 1.89857e-16-0.00108761j -9.69985e-17+0.00103047j -7.45249e-16+0.00504988j -3.57469e-16+0.0026265j 2.2002e-16-0.00116262j -2.7824e-16+0.00150469j 3.66169e-16-0.00212011j 2.88969e-16-0.00198105j -3.90762e-16+0.00235634j 1.87682e-16-0.00110745j -5.6353e-16+0.00385514j -4.74717e-16+0.00289369j 1.82059e-17-0.00021346j 6.49425e-16-0.00453888j -4.73967e-16+0.00329061j 4.4113e-16-0.00311226j 1.91244e-16-0.00150164j 7.88232e-16-0.00585937j 9.16562e-16+0.00227679j 
-2.02234e-15-0.00393379j -1.7528e-16-0.00494239j -4.78047e-17-0.001816j -6.29159e-18-0.000503706j 4.32411e-18+0.0012086j -2.38654e-17-0.00153526j 4.64257e-17+0.00185933j 4.86784e-17+0.00618779j 4.06485e-18+0.00199644j -1.47951e-17-0.00297207j 7.22278e-17+0.005295j -6.53543e-18-0.000652805j -2.24482e-17-0.00594728j 2.29963e-17+0.00577344j -6.50542e-18-0.00427654j 1.43053e-17+0.0012029j -1.72385e-17-0.00208416j 1.14457e-17+0.00345274j -3.39979e-18+0.00254182j 1.39478e-17+0.0023067j 1.01315e-16+0.00403502j -3.12149e-17-0.00552263j 3.26593e-17+0.000943718j -7.09905e-17-0.00261621j 1.83585e-17-0.00304062j -1.95524e-17-0.0011447j -2.10601e-17-0.00272085j -1.40201e-16+0.000508361j -9.70537e-17-0.00319758j 1.87074e-17+0.000658704j 6.25654e-17+0.00110309j 4.53345e-18+0.000146954j 1.1253e-18+0.000407264j 1.49741e-17+0.00391249j -1.29236e-17+0.00787454j 1.52504e-16+0.00133356j 4.10167e-18-0.000334235j 2.00762e-15-9.11052e-05j -2.3559e-14-0.00644598j -2.22797e-14-0.00297684j -1.5368e-17-0.00025553j -2.16813e-16+0.0012586j 5.5129e-17-0.00927556j -1.47115e-16+0.00372337j -4.23222e-17-0.000307205j -2.41662e-18+0.000430632j 4.01076e-17+0.000992776j 5.65916e-18+0.000604416j -3.83311e-19-0.000557169j 7.71217e-17-0.000893298j -3.75009e-17-0.00395231j -3.88482e-17-0.000105367j -1.8623e-17+0.00238979j 3.04865e-17+0.0015909j 3.24667e-17+0.000867101j 5.17648e-17+0.00603177j -2.88586e-17+0.00191772j -2.65983e-17-0.00375932j -5.70958e-18-0.00348081j -6.07833e-19-0.00224726j 5.03617e-17+0.00365017j 2.90888e-17+0.000870811j -2.09804e-17-0.00445701j 2.03255e-17+0.00538952j -3.23226e-17-0.00597131j -1.13196e-17-0.00113642j 2.15676e-17+0.00482345j -3.4014e-17-0.00328788j 4.13504e-17+0.0034359j 3.66251e-17+0.00576828j 8.16914e-19+5.39665e-05j -4.69699e-17-0.00243931j 3.37708e-17+0.00224427j -3.48729e-17-0.00146097j -1.49699e-17-0.000284828j -1.70929e-16-0.00561534j 1.68812e-15+0.00310136j 
6.38765e-16+0.00121996j 5.058e-17+0.00361001j -7.555e-17-0.00166743j 2.23907e-17+0.00110761j -2.51538e-17-0.00182544j 1.9939e-17+0.00144819j 6.57644e-17+0.00155443j 2.01464e-17-0.00378751j -4.28827e-17-0.0030777j 1.58545e-17+0.002818j 6.4434e-18-0.00308277j 7.66876e-18+0.000633402j -1.67973e-18+0.00479017j 2.64444e-17-0.00380434j -5.68949e-18+0.00354692j 1.51058e-17+0.000227626j 1.69911e-17+0.00297814j 3.27699e-17-0.00130899j -4.67546e-17-0.00369964j -5.27175e-17-0.00339854j 6.73133e-17-0.000149529j 1.83713e-17+0.00483235j -1.26199e-18-6.49867e-05j -4.83194e-17-0.000654594j -1.58971e-17+0.00261267j -4.36927e-17-0.000830097j 1.18885e-17+0.00363374j 1.32466e-16-0.00144894j -6.12818e-17-0.000835712j 5.99522e-17+0.00127522j -2.08324e-17-0.000190154j 4.352e-18+0.000394004j 3.43955e-17+0.000268357j -1.80724e-17-0.00377387j 2.77163e-17-0.00736703j 2.80424e-16+0.00251761j 4.06326e-18+0.000366259j -1.99408e-15+0.000716022j 1.62134e-14+0.00465048j 1.56135e-14+0.00191972j 4.60831e-18-0.00137257j -2.33778e-16+0.0021447j -1.42834e-16+0.00484794j 9.68894e-17-0.0038789j -8.17331e-19-0.00108889j -5.24736e-17+0.00094659j -2.53715e-17-0.000344418j 2.88751e-17+0.00108134j 1.08515e-16+0.00372228j -5.4849e-17+0.000171274j -1.6399e-17+0.00180484j 1.35372e-17-0.00154838j -2.24994e-17-0.00356017j -2.94728e-17-0.00131227j 1.34183e-17+6.97113e-05j 2.15627e-17-0.00373825j -1.30977e-17-0.00401106j -6.01673e-17+0.000944726j -3.41579e-17+0.00181947j 4.74187e-17+0.00333331j 5.2493e-17-0.000123004j 4.89176e-18-8.90476e-05j 2.64273e-19+0.0034651j -6.12783e-18-0.00462372j -7.81425e-18+0.00440396j -2.30123e-17-5.93751e-06j 2.24471e-18-0.00385129j 1.57294e-18+0.00223912j 5.17725e-17-0.000445829j -3.49667e-18-0.0044497j -5.68046e-17-0.00172587j -3.76976e-17-0.000161848j 3.98237e-17+4.55467e-05j -3.01291e-17-0.000591748j -7.27724e-17-0.0021087j 5.15135e-17+0.00238703j -1.38383e-15-0.00270121j 
-1.7659e-15-0.00314553j -3.35086e-16-0.0042621j -9.93549e-17-0.00126098j -7.025e-17-0.000853957j 7.31409e-17+0.00128884j -1.42908e-16-0.00185507j 1.30186e-16+0.00154614j 1.85442e-16+0.00450555j 7.39411e-17+0.00178103j -4.39505e-17-0.00194008j 1.82152e-16+0.00385396j -5.78686e-17-0.000787975j -1.08381e-16-0.00400932j 1.15809e-16+0.00389554j -5.72691e-17-0.00277694j 1.24143e-16+0.00148917j -1.14251e-16-0.00211146j 4.66988e-17+0.00205355j -7.48562e-18+0.00150249j 6.76938e-17+0.0018481j 1.50864e-16+0.00261257j -1.31773e-16-0.00392475j 1.1495e-16+0.00119125j -2.37201e-16-0.00266991j 7.58165e-17-0.00115981j -3.62923e-17-0.000649884j -4.71225e-17-0.00186007j -1.07465e-16+0.000160257j -1.11107e-16-0.00184333j 3.16236e-17+0.000379867j 1.12825e-16+0.00118421j 8.80033e-17+0.000836481j -3.77798e-17-0.00015416j -4.09227e-17+0.00191684j 1.70282e-16+0.00585212j 1.29091e-16+0.000747896j 9.66057e-17+0.000499866j 1.05678e-15+0.000500988j -1.75497e-14-0.00459399j -1.6318e-14-0.00229821j -1.00154e-16-0.000761997j -9.12984e-17+0.000365301j -1.71782e-16-0.00646331j -1.29828e-16+0.00180591j -6.64139e-17-0.000436355j 5.54942e-17+0.000957691j 1.03808e-16+0.00111836j -8.15689e-18+0.000152895j -9.92393e-18-0.000666693j 5.97805e-17-0.000273059j -7.70082e-17-0.0024333j -1.8203e-17+0.000132237j -9.14546e-17+0.000851361j 1.88462e-16+0.0022272j 1.11263e-16+0.00110357j 1.50352e-16+0.00412698j 3.09984e-17+0.0017091j -9.53046e-17-0.00250002j -1.26891e-17-0.00188846j -2.16168e-17-0.00154026j 1.60967e-16+0.00278598j 1.35921e-16+0.00130914j -6.90946e-17-0.00288159j 1.09537e-16+0.00374225j -1.14485e-16-0.00398567j -6.76206e-17-0.00102226j 1.40028e-16+0.00364366j -5.98467e-17-0.00207654j 1.17284e-16+0.00239759j 1.71483e-16+0.00431282j 7.96236e-17+0.000771474j -1.69222e-16-0.00224427j 1.05673e-16+0.00173318j -1.02131e-16-0.00126911j 3.34527e-17+0.000353972j -3.47375e-16-0.00454997j 1.62845e-15+0.00278375j 
-1.98084e-15-0.00376533j -2.70378e-16-0.00531998j -2.76494e-18-0.00236488j -6.87653e-17-0.00349692j 7.17587e-17+0.00250843j -1.06928e-16-0.00602771j 1.9718e-17+0.00452675j 8.66512e-17+4.93599e-05j 7.92556e-17+0.000989318j -2.09768e-17+0.00300535j 7.42964e-17+0.000193732j -4.47246e-17-0.00253743j -6.08373e-17+0.0040012j 5.86078e-17-0.00297294j -4.17142e-17+0.00392552j 3.62459e-17+0.00645873j -7.92617e-17-0.00351627j 1.98605e-17-0.00322318j 2.86645e-18-0.00530509j 6.881e-17-0.00055482j 1.88107e-18-0.000440489j -9.74901e-17+0.00232486j 5.43283e-17+0.0050171j -1.26951e-16-0.00916234j 2.23566e-17+0.0101179j -8.95375e-19+2.65757e-05j -9.1288e-17+0.00310355j 2.53483e-16-0.00304465j 5.69466e-17+0.00137071j -2.08828e-17+0.000867859j -6.41565e-17+0.00389677j -7.27883e-17+0.00698187j -2.49618e-18-0.00345907j -1.66891e-16-0.00967968j 1.75853e-16-0.00153913j 6.37998e-17+0.00150241j 1.34651e-16+0.00676446j -5.01825e-15+0.00572395j -6.73424e-16+0.00156671j 1.77818e-15-0.00108223j 4.04063e-17-0.00670806j 1.22818e-16-0.00184662j -2.36126e-16+0.00164148j 1.47981e-16-0.00967353j 1.01453e-16-0.0032207j -4.47615e-16+0.00698285j 1.90352e-17+0.00379341j -9.98366e-17-0.00103333j -3.11703e-17+0.00120033j -1.21127e-16+0.00295227j -2.40353e-17+0.00327512j 9.86821e-17+0.000174343j -5.57853e-17-0.0100561j 9.34124e-17+0.00914945j 7.49486e-17+0.0048248j 6.56094e-17-0.00235251j 7.94567e-17-0.000163416j -2.97266e-17+0.000663736j 1.21794e-18+0.00538388j -1.94388e-17+0.00287413j 2.12292e-17+0.00336616j 1.18808e-16+0.00646299j -2.05234e-17+0.00396125j 7.42164e-17-0.00295324j -4.84778e-17+0.00394866j -3.17854e-17-0.00246924j 9.22758e-17+0.000270052j 6.77316e-18+0.00302848j 2.4269e-17+0.000828507j 1.0148e-16+8.97152e-05j 1.10384e-16+0.00473768j -6.78518e-17-0.0058995j 2.78655e-17+0.00237562j -2.787e-17-0.0033825j 9.63737e-17+0.00260365j -2.54897e-16-0.00523375j 2.11513e-15+0.00385444j 
1.43142e-15+0.00302412j -1.39235e-16+0.00566254j -1.84014e-17+0.000210384j -9.78305e-17+0.00301667j 1.05834e-16-0.00283847j -1.61704e-16+0.00482313j 6.58626e-17-0.00168677j 1.61543e-16-0.00228924j 1.1637e-16-0.00269218j -4.67823e-17-0.00014799j 1.27663e-16-0.00194407j -6.98704e-17+0.00204684j -1.10896e-16+0.000400726j 1.0195e-16-0.000375357j -6.07829e-17-0.000317145j 1.48087e-16-0.0039305j -1.98895e-16+0.00424999j -1.2454e-17+0.00139989j 2.43906e-17+0.000976283j 9.20698e-17-0.00189959j 3.77631e-17+0.000468188j -1.23148e-16+0.00154603j 1.04271e-16-0.003225j -1.62017e-16+0.00527384j 1.11525e-16-0.0049017j 2.01961e-17-0.00069155j -4.96617e-17+0.000388401j -8.10618e-17+0.000973049j 8.29893e-18-0.00171276j 5.81602e-18+0.000395399j 1.4518e-16-0.00257791j 2.18365e-16-0.00422617j -8.51506e-17+0.00245895j 3.62452e-17+0.00385246j 2.6212e-16-0.00369359j 6.1551e-17+0.000919501j 8.1085e-17-0.00413984j 2.08457e-15-0.0031996j 1.01047e-14+0.00184055j 8.25602e-15+0.00185586j -1.27601e-16+0.00334315j -4.39861e-16+0.00281518j -1.49849e-16+0.00172979j -9.03154e-17+0.00375998j -9.3682e-17+0.00128522j 3.87166e-16-0.00381225j 9.29069e-17-0.00262899j -6.87024e-18+0.00148341j -8.22189e-17+0.0018385j 1.18541e-16-0.00185232j -5.81538e-19-0.00111567j 3.72952e-17-0.00122489j -5.89655e-17+0.0041391j 2.41517e-16-0.00674217j 8.86122e-17-0.00300999j 1.08345e-16-0.00071112j 1.57594e-16-0.00261772j -4.98523e-17-2.56042e-05j 2.80339e-17-0.0024359j -5.98239e-17+0.000356563j 1.14847e-16-0.00200371j 1.07853e-16-0.00418299j -6.50222e-17-0.000411588j 1.17378e-16-0.00100016j -1.03096e-16+0.000157506j -6.02416e-17+0.00151192j 1.5725e-16-0.00257553j -4.13258e-17-0.000598573j 6.15754e-17-0.000607337j 1.74797e-16-0.00281784j 1.16944e-16-0.00429286j -1.30642e-16+0.00352675j 6.80052e-17-0.00134351j -5.97519e-17+0.00166168j 7.82367e-17-0.00320941j -7.33306e-17+0.00468603j -1.9834e-15-0.0041982j 
8.76779e-16+0.0018059j -2.02747e-17+0.00271569j 1.48669e-18+0.000277314j -3.6086e-17+0.000268872j 3.94549e-17-0.000809635j -5.62225e-17+0.000653338j 1.51552e-17-0.000191347j 4.84394e-17-0.00363209j 4.1483e-17-0.00154378j -9.50551e-18+0.00216086j 2.45803e-17-0.00306205j -2.5678e-17+0.000283456j -3.58396e-17+0.00400436j 3.66868e-17-0.00363537j -2.45114e-17+0.00296701j 4.68925e-17-8.97883e-05j -5.91769e-17+0.00140598j 3.99941e-18-0.00203755j 1.83765e-18-0.00231403j 2.7398e-17-0.0018504j -2.09654e-17-0.00185814j -4.12437e-17+0.00372311j 2.82806e-17-0.000130074j -5.30991e-17+0.000455397j 2.53307e-17+0.00257637j 5.6939e-18+0.000318443j -2.02073e-17+0.0022445j 1.04664e-16-0.000748206j 4.45299e-17+0.00131296j -2.75418e-18+5.57796e-05j -3.12788e-18-0.000298272j 4.14009e-17+0.000450853j -2.01636e-17-0.000329422j -3.78181e-17-0.0032077j 1.17776e-16-0.00531138j -1.43178e-17+8.25448e-05j 5.17061e-17+0.000645431j -1.62923e-15+0.000555138j 1.41565e-14+0.00404585j 1.36179e-14+0.00170562j -2.31788e-17-0.000613203j 1.39401e-17-0.000174455j -1.39928e-16+0.00535616j 8.10398e-17-0.00314753j 1.33396e-17-0.000312131j 2.67023e-18+0.000452986j 1.16718e-17-0.000291281j -2.07347e-17-8.07527e-05j -1.30051e-17+0.0011859j -3.70341e-17+0.000617139j 4.46096e-18+0.00237834j 4.57348e-17-0.000302216j -2.61245e-17-0.00250296j 7.16291e-17-0.000456624j 2.98469e-17-7.63644e-05j 2.75636e-17-0.00369729j 6.54539e-17-0.0017957j -1.9411e-17+0.00193371j 4.13695e-18+0.00230009j -1.36667e-17+0.00194988j 2.60781e-17-0.00144905j 4.59165e-17-1.52409e-05j -1.46077e-17+0.00303053j 4.01327e-17-0.00365359j -2.80029e-17+0.00392214j -2.30268e-17+0.000354399j 5.57306e-17-0.003026j 3.6504e-18+0.00216839j 1.48111e-17-0.00158302j 5.62997e-17-0.00359669j 4.83427e-17-0.000136782j -3.92203e-17+0.00068961j 1.82501e-17-0.000844164j -1.45229e-17+0.000307243j 3.88724e-17-0.0002047j -7.63498e-18+0.00273643j -8.76801e-16-0.00177398j 
-4.84731e-16-0.00091125j -9.56564e-17-0.00100426j 5.35289e-18-0.000470923j -3.03075e-17+0.000167319j 3.20957e-17+0.000106556j -4.71585e-17+5.27673e-05j 5.87226e-18+0.00030685j 4.04091e-17+0.00181917j 3.88803e-17+0.000425556j -1.70416e-17-0.00107114j 4.21505e-17+0.0015517j -1.91346e-17+2.11815e-05j -2.8806e-17-0.00202061j 2.05457e-17+0.0019267j -1.39268e-17-0.00153223j 2.77562e-17-0.000118911j -5.60188e-17-0.000256139j -1.03131e-17+0.00131134j 1.54145e-17+0.00107683j 3.76969e-17+0.000634608j 1.47335e-17+0.0013285j -3.98553e-17-0.00174779j 2.97625e-17-0.00010025j -4.07081e-17-0.000139352j 3.13935e-17-0.00167147j 1.15497e-17-0.000408282j -2.78227e-17-0.000961353j -5.48808e-17+0.000342148j -7.88746e-19-0.00117746j -9.28308e-18+0.000200181j 4.31072e-17+3.50912e-05j 3.84199e-17-0.000493475j -2.33411e-17+0.000420015j 6.41757e-18+0.00186506j 5.53786e-17+0.00232859j 1.64732e-17+0.000422752j 2.34261e-17-0.00063236j 9.7851e-16-0.000455047j -6.84146e-15-0.0019928j -6.63982e-15-0.000786099j -2.07246e-17+0.000392551j -1.42161e-16+0.000649742j 7.18847e-18-0.00290152j -6.3078e-17+0.00179891j -1.98686e-17+0.000109678j 5.30395e-17-0.000377291j 3.15598e-17+8.75851e-07j -1.54931e-17+0.000326061j -4.46699e-17-0.000108017j 5.001e-17-0.000516276j -2.32092e-18-0.00145413j 7.22438e-18-0.000117577j -1.12115e-17+0.00141421j 6.44934e-17-0.000278463j 2.58345e-17-0.000103488j 3.00046e-17+0.00196327j 3.90859e-17+0.000450407j -1.42513e-18-0.00122175j 1.39617e-17-0.00147027j -2.41308e-17-0.000803939j 1.8478e-17+0.000901174j 3.24139e-17-0.000240493j -1.75412e-17-0.00159691j 3.25702e-17+0.00176456j -2.70482e-17-0.00204152j -9.68012e-18-0.000168857j 3.9725e-17+0.00135908j -1.47946e-17-0.00120079j 7.84569e-18+0.00102063j 4.75804e-17+0.00165098j 4.29694e-17-0.0004393j -2.84068e-17-0.000321213j 1.1096e-17+0.000535053j -1.15637e-17-0.00022672j 3.46724e-17-0.000394958j -7.13405e-17-0.00128301j 3.61986e-16+0.000569268j 
-3.89e-15+0.00408612j -2.15507e-15+0.00155313j -8.10052e-15+0.00572866j 1.54512e-15-0.00112247j -1.72273e-15+0.00124704j 4.92069e-17-8.98062e-05j 7.95637e-15-0.00559768j 4.5849e-15-0.0032199j -3.02107e-15+0.00216076j 2.49353e-16-0.000168224j 4.28852e-15-0.00302772j 6.06459e-17-6.8493e-05j -1.5821e-15+0.00112181j 3.60144e-15-0.00254456j -8.81378e-16+0.000632358j 3.3165e-15-0.00227344j 2.61693e-15-0.00185631j 4.517e-15-0.00318958j -3.35996e-15+0.0023603j -3.12316e-15+0.00222169j 8.54974e-15-0.00609882j -5.44406e-16+0.000376773j 1.98498e-15-0.00136401j -7.47768e-15+0.00522963j -3.52711e-16+0.000308396j -4.56712e-15+0.00323345j 2.86712e-15-0.00196932j -2.47565e-15+0.00168965j -9.0979e-15+0.00647941j 4.54636e-15-0.00323309j 2.01388e-15-0.0014017j 1.36049e-15-0.000895829j 1.50446e-15-0.00111111j -5.35862e-16+0.000320137j -3.95608e-16+0.000287985j 8.58825e-15-0.00643553j 1.94018e-16-9.05536e-05j 1.88528e-15-0.00107837j 6.04275e-15+0.00214295j 6.16653e-15+0.00137863j -4.03639e-15+0.00275362j 8.92912e-15-0.00568187j -8.92769e-15+0.00625971j -1.17023e-15+0.000799011j -3.36677e-15+0.00235346j 3.48891e-15-0.00229483j 1.42137e-15-0.000962332j 3.99804e-15-0.00281747j 7.80539e-15-0.00553389j -1.6127e-15+0.00111806j -4.4104e-15+0.00312214j -4.04923e-15+0.0028344j -3.41934e-15+0.00234953j 4.487e-16-0.000225536j 2.11844e-15-0.00147583j 4.32329e-15-0.00306405j -5.53e-15+0.00389065j -6.0727e-15+0.00429479j -3.29993e-15+0.00235866j 3.10502e-15-0.00219808j 7.87716e-15-0.00553041j 1.76669e-15-0.0012047j -1.48333e-15+0.00105766j 7.49958e-16-0.000527914j -2.57113e-15+0.00182503j -2.57019e-15+0.00179506j 1.39085e-15-0.000960579j -1.85445e-15+0.00132674j 6.57948e-15-0.00464193j 2.04254e-15-0.00141801j -4.02851e-15+0.00289878j -5.87714e-15+0.00410874j 5.12964e-15-0.00360848j -4.72488e-15+0.00331378j -5.71883e-15+0.00408763j -6.73698e-15+0.00472063j 1.21502e-16-0.000222369j 
-2.88046e-16-0.000330847j -1.3991e-16-0.00143689j -3.62011e-17+0.0010803j -4.10029e-17-0.000212735j 4.41796e-17+0.000712956j -8.08798e-17-0.000143093j 5.97741e-17-0.00125435j 9.78878e-17+0.0021327j 4.81022e-17+0.00155196j -2.74909e-17-0.00187422j 9.26485e-17+0.00172591j -3.35987e-17-7.28214e-05j -5.97518e-17-0.00308902j 5.92807e-17+0.0024582j -3.01605e-17-0.00238831j 7.76505e-17-0.000787528j -6.10887e-17-0.00122848j 2.12352e-17+0.001122j 7.97515e-18+0.00257277j 4.52087e-17+0.00189483j 5.44414e-17+0.000229938j -7.20718e-17-0.0029185j 6.34159e-17-0.0004852j -1.12272e-16+0.00126696j 4.84422e-17-0.00253923j -9.09804e-18+0.000401181j -5.8241e-18-0.00230447j -1.26688e-16+0.00109979j -4.26707e-17+0.000205536j 3.13377e-18-0.000743123j 7.96325e-17-0.000294344j 7.66569e-17-0.000958351j -3.87118e-17+0.00024505j 2.03302e-18+0.0031208j 8.24397e-17+0.00421805j -8.80659e-17-0.0014434j 4.11108e-17-0.000932723j 1.69297e-15-0.00099643j -9.10553e-15-0.00276519j -8.98839e-15-0.000962331j -8.46217e-17+0.00143704j 1.29242e-16-0.000887756j -6.27103e-17-0.00294945j -1.01283e-16+0.00317012j -5.59455e-17+0.000909743j 1.56975e-16-0.00123978j 6.78911e-17-0.000205414j 7.36078e-18-0.000437298j -2.98876e-17-0.00208872j 5.19313e-17-0.00043233j -3.76184e-17-0.00139952j -2.99565e-17+0.000787185j -4.545e-17+0.00301066j 1.18708e-16-0.000264642j 5.08735e-17-0.000536704j 7.39362e-17+0.00236313j 1.28822e-17+0.00216234j -3.95047e-17-0.000662375j 2.33431e-19-0.00162343j -2.49581e-17-0.00211047j 8.55431e-17-0.000206218j 6.47393e-17-0.000631145j -4.02846e-17-0.0023541j 6.0431e-17+0.00287416j -6.17743e-17-0.00288221j -3.38213e-17+0.000241269j 7.63471e-17+0.0021069j -3.44311e-17-0.0015825j 5.46916e-17+0.00023178j 9.46507e-17+0.00246339j 5.1425e-17+0.000389665j -8.59072e-17+0.000660685j 5.07791e-17-0.000223231j -5.0987e-17+0.000637822j 3.07117e-17+0.000812068j -1.6477e-16-0.000824779j 6.25893e-16+0.00107344j 
