-4.2293e-15-0.00800953j -2.79324e-16-0.0169359j 5.74547e-20+0.00186465j 1.02784e-18-0.00813576j -2.26018e-18+0.0086174j -1.03967e-17-0.012524j -3.18467e-18+0.00157311j 6.23862e-18+0.00953739j 6.04853e-18+0.00986214j -1.01026e-17-0.00310401j 4.27072e-17+0.00792116j -5.91635e-19-0.00533943j 2.14784e-18-0.00665589j -5.89346e-18+0.00532477j 3.13277e-18-0.00356968j -4.30395e-17+0.00836918j 1.11614e-16-0.0131998j 5.87892e-17-0.00170285j 1.09081e-17+0.0024455j 3.4424e-17+0.00848731j 5.09873e-18-0.0011898j -4.19117e-17-0.00930195j 1.18818e-17+0.00719986j -4.39698e-17-0.0106883j -4.333e-17+0.00777526j -2.24231e-17+0.00272503j -7.91689e-19-0.00538863j -4.1178e-17-0.000318852j -1.49522e-17+0.005184j -5.61104e-17-0.0026054j -8.95611e-17+0.00590649j -2.20529e-16+0.0089004j 2.26804e-17-0.00587097j -1.57093e-16-0.00398964j -1.17886e-16+0.017209j -4.50834e-16-0.00545635j 5.44165e-17+0.00878476j -2.00841e-15+0.00620924j -4.21216e-14-0.00964316j -3.71895e-14-0.00639923j 3.55855e-17-0.00564161j 1.24469e-15-0.00919139j 8.13905e-18-0.00941525j -1.80562e-17-0.00362998j 9.72654e-17-0.00141724j -5.2108e-16+0.0072304j 2.89766e-17+0.0062315j -5.89964e-17-0.00477449j -2.61029e-17-0.00892221j -1.31339e-16+0.0039838j -8.32313e-17+0.000462545j -5.96732e-17+0.00476638j -3.1261e-17-0.00477992j -3.33769e-17+0.0166227j 1.31167e-17+0.00655051j 1.94389e-17+0.00596556j -1.49447e-16+0.0109233j 9.99831e-18-0.000860762j -2.05763e-17+0.00334885j -4.84848e-18-0.00496474j -1.3108e-17+0.00432255j 4.99778e-17+0.00937465j 4.17239e-19-0.00323676j 3.49105e-18+0.00782259j -5.96756e-19-0.0056062j 1.21871e-17-0.00326914j -1.58478e-17+0.0103747j -3.12548e-18-0.00131511j 4.57391e-18+0.00164767j 4.9543e-18+0.011618j 4.28406e-17+0.0118293j -4.32628e-18-0.00745003j -3.15646e-18+0.00274806j -1.58649e-17-0.00280973j 5.96642e-17+0.00994152j -4.29181e-16-0.0131012j 6.46032e-15+0.0126362j 
2.05874e-16+0.00240232j -8.67022e-16+0.00232885j -8.22156e-16+0.00203432j -1.49722e-16+0.000395085j 1.55783e-16-0.000394743j -4.916e-16+0.00124405j 9.45036e-16-0.00233508j 9.18915e-16-0.00221799j 6.79691e-17-0.000165412j -1.15537e-16+0.000247242j 8.0735e-16-0.00197935j -2.0655e-16+0.000518638j -4.78668e-16+0.00110749j 6.47429e-16-0.00152495j -2.69463e-16+0.000604104j 7.09479e-16-0.00173863j -2.3935e-16+0.000625212j 4.56941e-16-0.00106058j -2.50769e-16+0.000672027j 2.6575e-18-5.15683e-07j 8.9832e-16-0.00224365j -4.59435e-16+0.00108918j 5.02275e-16-0.00126569j -1.24304e-15+0.00312339j 2.41498e-16-0.000680731j -3.99776e-16+0.000976892j 1.03774e-16-0.000219095j -2.92432e-16+0.000690659j -8.03364e-16+0.00198436j 3.98901e-16-0.000989804j 4.63296e-16-0.00114774j 5.23022e-16-0.00125893j -7.01523e-17+0.000169272j -1.67971e-16+0.00053928j 6.90489e-16-0.00163581j 6.39808e-16-0.00194253j 3.52182e-16-0.000934691j 7.39489e-16-0.00105495j 7.04963e-15+0.00180951j 6.44817e-15+0.00118607j -6.87149e-16+0.00164788j 7.6053e-16-0.00126733j -1.42893e-15+0.00338268j -2.27491e-16+0.000688418j -4.38065e-16+0.00105988j 7.6665e-16-0.00163171j 4.06258e-16-0.00101029j 2.71235e-16-0.000606283j 5.02596e-16-0.00124034j -3.24687e-17+2.57317e-05j -4.90844e-16+0.00116043j -2.67111e-16+0.00061453j -5.40392e-16+0.00140694j 7.15084e-16-0.00178602j 4.849e-16-0.00124287j 7.45204e-16-0.00179214j -1.65399e-16+0.000398712j -7.26515e-16+0.00175227j -2.58187e-16+0.00056892j 1.26459e-16-0.000350657j 1.06256e-15-0.00258727j 5.55797e-16-0.00142639j -3.23835e-16+0.000735154j 4.2744e-16-0.000996812j -5.44953e-16+0.00127356j -4.18783e-16+0.00103081j 5.93777e-16-0.00142719j -2.77392e-16+0.000645127j 8.09259e-16-0.00196834j 7.19064e-16-0.00173076j 1.6807e-17-8.28886e-05j -9.5005e-16+0.00235636j 6.8468e-16-0.00168097j -6.36226e-16+0.00157396j -2.42103e-16+0.000572119j -1.23984e-15+0.00316733j -2.021e-16-0.00137434j 
5.51202e-16+0.00124601j 5.84966e-18-0.000701065j 2.24926e-17+0.0018019j -2.15153e-17-0.00350961j 2.47161e-17+0.0021011j -2.96031e-17-0.00467921j -1.24398e-17+0.000298384j 6.9068e-18-0.00605907j 2.47159e-17+0.000498326j 7.38591e-18+0.00499542j -2.47777e-17-0.00516929j -1.59919e-17-0.00197953j -1.07955e-17+0.0087623j 1.84729e-17-0.00832556j -1.82911e-17+0.00722172j 6.62247e-18+0.00421415j 2.42364e-17-0.00270838j 3.55149e-17-0.00715581j -8.35599e-18-0.0058372j 1.22143e-17-0.00118069j -9.45383e-17-0.00630496j -2.575e-17+0.00648894j -1.18966e-18+0.00345774j -2.39474e-17-0.00435244j -2.67903e-17+0.0120832j -3.50425e-18+0.00240915j -6.33815e-18+0.00404741j 3.13771e-16-0.00248796j 1.15897e-16+0.00675739j -2.94451e-17-0.00119316j -1.37496e-16+0.00224922j -1.00209e-16+0.00615082j 1.0885e-17-0.00414158j -1.60888e-16-0.0120095j 8.26887e-17-0.00715962j -2.60059e-16-0.00260708j 8.60881e-17+0.0066813j -6.1702e-15+0.00503557j 2.11417e-14+0.00728542j 2.20763e-14+0.00182036j 3.17694e-17-0.00492512j 7.69128e-16-0.00540016j -2.5583e-16+0.0114065j 2.78175e-16-0.0116361j 1.24965e-16-0.00173788j -3.71181e-16+0.00527688j -2.96519e-17+0.00244071j -5.88408e-17-0.00277587j 1.70632e-17-0.00106959j -2.21101e-16+0.004019j -7.44612e-18+0.00754288j 7.16241e-17+0.00159239j -3.2258e-17-0.0102792j 3.61454e-18+0.00747732j 1.15284e-17+0.0032771j -7.21193e-18-0.00816947j 1.4452e-17+0.000275189j -9.02537e-18+0.00545719j -1.45163e-17+0.00885047j 4.88648e-18+0.00336879j -2.00446e-17-0.00210516j 4.93337e-17+0.00497188j 9.93512e-18+0.00759157j 1.84203e-17-0.00706405j 4.01655e-18+0.00906408j -1.24522e-17-0.000670653j 2.49845e-17-0.00376476j 4.07144e-17+0.00596184j -7.95523e-18-0.0039542j 1.83054e-17-0.00485356j 5.15949e-17+0.00587474j -5.01891e-18-0.00189186j -5.13987e-18-0.00110032j 3.56781e-18-0.00058312j 6.15033e-17+0.00464706j -5.78617e-17+0.00138501j 5.98543e-16+0.00129177j 
7.41296e-16+0.0012615j -1.44904e-17+0.00646309j -1.47406e-17-0.00330588j -2.64427e-17+0.00533819j 2.68352e-17-0.00480191j -3.80845e-17+0.00736574j 2.13837e-17+0.000815465j 4.55612e-17+0.000491999j 2.8921e-17-0.00467825j -1.68588e-17-0.0014415j 4.60518e-17+0.000582159j -1.49473e-17+0.00314055j -3.11424e-17-0.00246223j 2.25844e-17+0.00314243j -1.14013e-17-0.00268494j 4.51175e-17-0.0048471j -1.31147e-16+0.00706605j -5.21097e-17+0.00540364j 9.3912e-18+0.00152816j 1.91206e-17-0.00326331j 7.32296e-17+0.00557082j -1.78075e-17-1.0274e-05j 3.07514e-17-0.00424703j -2.98703e-17+0.00497951j 6.5279e-17-0.00957743j 1.90494e-17-0.0032586j -4.29327e-17+0.000457285j -1.37277e-16+0.000982591j -5.45375e-17-0.00746047j 3.65287e-17+0.00255883j 1.41114e-16-0.0030885j 1.74494e-16-0.00648204j -3.21837e-17+0.00480206j 1.34014e-16+0.00790164j 9.41492e-17-0.00286358j 4.40185e-16+0.00532226j -2.6108e-17-0.00695018j 4.03368e-15-0.00479415j 2.24423e-15-0.000806042j 1.28594e-16+0.00109751j -3.68149e-17+0.00404264j -1.19108e-15+0.00804958j 9.2799e-17-0.00427233j -1.66409e-16+0.00742703j -1.10307e-16+0.000815027j 3.86374e-16-0.00497351j 3.02999e-17-0.00344081j 2.65426e-17+0.00412779j -3.34313e-17+0.00557642j 2.03297e-16-0.00401104j 3.63186e-17-0.00511476j 1.87827e-17-0.00349334j 1.16466e-17+0.00670257j 8.25507e-17-0.0103597j 2.66133e-17-0.00386815j 3.56671e-17+0.00295845j 1.13577e-16-0.00545604j -1.07867e-17-0.00381527j 2.80409e-17-0.00671386j -2.06794e-17+0.000723363j 3.89473e-17+0.001029j 1.112e-18-0.00594381j -2.41587e-17-0.00313219j 2.9772e-17+0.000932085j -3.48403e-17-0.0032276j -1.42972e-17+0.00111273j 4.5248e-17-0.00170228j -3.26577e-17-0.00307266j 1.69451e-17+0.00280235j 4.71757e-17-0.00146682j 5.1083e-18-0.0085345j -3.47167e-17+0.00272609j 2.1727e-17+0.000552398j -1.13554e-17+0.000459478j -1.99223e-17-0.00748327j 1.23137e-16+0.00296923j -2.67799e-15-0.00550004j 
1.28175e-15+0.00244701j 1.27432e-16+0.00311394j 5.4336e-17+0.00148887j 6.21338e-18+0.00120693j -4.83234e-18-0.00107926j 2.41174e-17+0.00233941j -5.35626e-17-0.00218502j -4.86322e-17-0.00184226j 7.26841e-19-0.000772278j 4.89439e-18-0.00015263j -5.29835e-17-0.00163608j 8.67508e-18+0.000985311j 2.28671e-17+0.000397172j -3.33008e-17-0.000736656j 1.34607e-17-5.60964e-05j -1.85539e-17-0.00248397j 2.97276e-18+0.0016151j -3.03856e-17-4.86095e-05j 1.98039e-17+0.00109494j 1.00278e-19-0.000361999j -7.20248e-17-0.00121633j 2.89944e-17+0.000784914j -2.61451e-17-0.00191541j 8.12455e-17+0.00385578j -1.7627e-18-0.00238329j 3.00762e-17+0.000438781j 1.74838e-17-0.000327368j -3.41761e-17+0.000902328j 5.86493e-17+0.000706205j -2.40005e-17-0.000591155j 1.13622e-18-0.00160315j 2.78798e-17-0.00230484j -1.51174e-17+0.000946082j 4.73054e-17+0.002031j -2.81995e-17-0.00165152j -1.32287e-16-0.00111102j -3.41813e-17-0.00207044j 1.06475e-15-0.00184595j 7.03803e-15+0.00135266j 5.86649e-15+0.00121691j -7.1338e-19+0.00232422j 1.00372e-17+9.20811e-06j 8.50634e-17+0.00227367j -3.49629e-18+0.00210063j -7.47675e-18+0.00120916j 1.44495e-16-0.00244077j -1.47822e-17-0.00152177j 7.26765e-18+4.74864e-05j -3.80882e-17-0.000459951j 2.70114e-17-0.000651125j 3.73164e-17+0.000165927j 1.54836e-18+9.07253e-05j 3.27685e-17+0.00265185j -1.78646e-17-0.00336366j -3.51304e-17-0.00183773j -4.67792e-17-0.00102682j 2.00794e-17-0.000311247j 4.31159e-17+0.000994876j 1.95138e-17-0.000667514j -1.54279e-17-0.000393237j -5.00851e-17-0.00230194j -4.23978e-17-0.00235015j 1.37773e-17-4.87177e-07j -2.14452e-17-0.000554283j 2.77103e-17+0.000449666j 2.05931e-17+0.00117314j -2.74641e-17-0.0014457j 1.35722e-17-1.16194e-05j -4.67075e-17-0.00139686j -3.56473e-17-0.00166564j -1.35266e-18-0.00140608j 5.17301e-17+0.00271993j -3.79885e-17-0.00152157j 3.62839e-17+0.00161627j 1.33749e-17-0.000583257j 1.42185e-16+0.00340188j -1.13225e-15-0.00208748j 
6.84463e-15+0.0139305j 3.53026e-16+0.0152938j -7.72351e-18+0.00988314j -2.63303e-17+0.00312798j 3.70328e-17-0.00354455j -5.93268e-17+0.00807852j 5.87516e-17-0.0117262j 7.56658e-17-0.0144305j 3.15286e-17-0.00306667j -6.03267e-18+0.00302655j -7.19331e-18-0.0126852j -3.48228e-17+0.00339006j -5.37001e-17+0.00889264j 7.00687e-17-0.0105199j -3.66119e-17+0.00536095j 1.53552e-16-0.00959937j -2.50347e-17+0.00563951j 4.43942e-17-0.00631335j -1.12976e-18+0.00144355j -1.60344e-18-0.00229185j -1.12698e-16-0.012036j -2.52702e-17+0.00894916j 3.7786e-17-0.0071699j -4.20807e-17+0.0168941j 4.44425e-17-0.00259496j -4.40086e-19+0.00463896j 1.32261e-16+0.00109143j -3.95656e-17+0.00291745j 8.82804e-17+0.00990795j 1.05033e-18-0.00446941j 5.32657e-17-0.00654294j 2.29202e-16-0.0069659j -8.39453e-17+0.00134527j 5.16119e-17+0.00101151j 1.35631e-16-0.0136614j -6.63262e-16-0.00874616j 9.94844e-18-0.00523936j 7.90338e-16-0.00556316j 5.27379e-14+0.0127229j 4.75192e-14+0.00772312j -2.19315e-16+0.00834879j 1.01505e-15-0.00515052j -2.68294e-16+0.0212431j 1.1927e-16+0.00173444j -9.34022e-17+0.00514674j 6.9008e-16-0.00857523j 4.11627e-17-0.00590793j 9.49232e-17-0.00241483j 1.55179e-17-0.0041524j -5.95646e-17+3.41068e-05j 1.36542e-18+0.00718206j -4.5194e-17+0.00220272j -5.00427e-17+0.00581376j 1.43785e-16-0.0111091j -3.54001e-18-0.00694143j 1.71304e-17-0.011946j 2.66208e-17-0.000611877j -4.90917e-17+0.00994384j -1.14001e-17+0.00387974j -2.03502e-17+0.000200874j 1.08057e-16-0.0141349j 1.21806e-17-0.0081515j -3.35379e-17+0.00600112j 4.67705e-17-0.00826649j -4.34803e-17+0.00951743j -5.12376e-17+0.00567818j 7.69232e-17-0.010273j 2.70519e-18+0.00474994j 4.74226e-17-0.0108657j 7.45403e-17-0.012289j 2.26288e-17-0.00197958j -7.42607e-17+0.0128973j 4.68109e-17-0.0091116j -4.02612e-17+0.00824155j 1.50945e-17+0.00141078j 2.27807e-16+0.0189207j -5.06126e-15-0.0094703j 
4.29368e-16+0.000940499j -1.21212e-17+0.000704334j -6.88624e-18+0.000876066j -1.5161e-17-0.000252153j 1.69498e-17+9.70956e-05j -2.78591e-17-9.65236e-05j 1.66676e-17-0.000746193j 2.96713e-17-0.00140924j 1.72435e-17-3.21767e-06j -5.57067e-18+0.000633178j 1.82842e-17-0.00123126j -1.27289e-17-4.33744e-05j -1.9592e-17+0.00133566j 2.18742e-17-0.00142639j -1.26045e-17+0.00099734j 2.88589e-17-0.000118342j -1.63166e-17-8.57386e-05j 1.17825e-17-0.00114073j -4.15114e-19-0.000419127j 1.19769e-17-0.000132633j -5.60149e-18-0.00144169j -2.25567e-17+0.00108012j 1.73582e-17-4.35604e-05j -3.42185e-17+0.000565516j 1.09562e-17+0.00110067j -2.82506e-18+0.000590078j 2.49577e-18+0.000374021j 2.29736e-17-4.34626e-05j 1.18908e-17+0.00140386j -1.49726e-18-0.00046058j 1.78534e-18-0.000136866j 1.88699e-17+0.000254606j -1.16773e-17-0.000397671j -2.02591e-17-0.00114084j 4.53675e-17-0.00133853j -7.34717e-17-0.000933024j 2.42177e-17+0.000421138j -5.54807e-16+0.000200663j 4.91599e-15+0.00140806j 4.73626e-15+0.000597713j -2.59566e-17+9.02148e-06j 1.58862e-16-0.00101421j -7.29358e-17+0.00238611j 2.80891e-17-0.00105013j 1.82729e-19+0.000162528j 1.96673e-17+3.46156e-05j 1.28076e-17-7.00581e-05j -2.31006e-18-0.000506267j -1.90789e-18-0.000528648j -2.3171e-17+0.000449756j -8.43547e-18+0.00121699j 5.1279e-18+0.000378758j -1.85679e-17-0.000660863j 3.77713e-17+0.000222584j 1.48992e-17-5.56409e-05j 1.83466e-17-0.00149848j 1.18271e-17+0.000160002j -1.48844e-17+0.00118515j -2.63501e-18+0.00116283j -5.62651e-18+0.000255337j 2.40864e-17-0.00109564j 2.42761e-17+6.88716e-05j -1.00731e-17+0.00108164j 2.05322e-17-0.00111218j -1.7163e-17+0.00142393j -1.36421e-17+0.000270847j 2.77338e-17-0.000893295j -1.72019e-18+0.000871682j 1.52363e-17-0.001092j 3.04804e-17-0.00111472j 2.09824e-17+0.000615475j -2.64635e-17+0.000579638j 1.47817e-17-0.000682395j -1.40782e-17+0.000461445j 1.62062e-17+0.000699302j -2.91568e-17+0.00121237j -1.62275e-16-0.000319792j 
-1.55608e-15-0.0023224j -1.40001e-16-0.0148771j 1.89956e-17+0.0105043j -5.82444e-18-0.00853331j 1.11269e-17+0.0100098j -3.57219e-17-0.0108065j 1.05084e-17-0.00780295j 3.66226e-17+0.00797534j 2.60013e-17+0.013706j -2.54902e-17-0.00625218j 5.23297e-17+0.00611081j -1.48248e-17-0.0046657j -1.9302e-17-0.00988881j 1.22312e-17+0.00588724j -4.35598e-18-0.00661773j 3.0371e-17+0.00275694j 1.49721e-16-0.0155192j 8.9855e-17-0.00321856j 3.87299e-17+0.00965547j 5.61175e-17+0.013268j -6.70847e-17-0.00797122j -6.14349e-17-0.0126827j 3.62145e-17+0.00344548j -4.29675e-17-0.000213992j -2.04352e-17+0.00216108j -1.39187e-17+0.00693702j 1.0985e-16-0.0111369j -3.19289e-16+0.00381742j 1.21742e-17+0.0125651j -9.50578e-17-0.00746858j -2.25416e-17+0.00267483j -1.1723e-16+0.00455653j -4.53365e-17-0.00578719j -9.88611e-17+0.00282997j -1.58135e-16+0.0224773j -1.20073e-15-0.0150254j 2.89843e-17+0.00548525j 1.74647e-15+0.00202269j -4.07334e-14-0.0105394j -3.76101e-14-0.0054347j -1.27706e-16+0.00129808j 2.40944e-15-0.0161954j 2.35222e-17-0.00569156j -1.19068e-16+0.00380211j 1.21645e-17+0.00335731j -3.67377e-17+0.000946892j 9.29163e-17+0.00364331j 8.89987e-18-0.00820599j -7.61067e-17-0.0180099j -1.10047e-16+0.00387758j -1.10898e-16+0.00159079j -1.7617e-16+0.00886611j -5.09971e-17+0.00443214j 4.75295e-17+0.0130849j -7.25314e-18+0.00267363j 2.29506e-17+0.00561471j -2.22839e-16+0.0178178j 1.47163e-17+0.00327385j -1.93465e-17+0.00265463j -4.09385e-17-0.0107032j 3.9759e-17-0.00349471j 4.08295e-17+0.00518103j -2.38525e-17-0.00576082j 2.06898e-17+0.0111849j -2.14928e-17-0.00777854j 2.09673e-18-9.82286e-05j 3.6278e-18+0.0113684j -2.05956e-17-0.00240796j 1.75019e-17-0.0038352j 3.68367e-17+0.0125072j 6.507e-17+0.0140938j -2.94061e-17+2.7685e-06j 8.70742e-18-0.00250428j -3.64353e-17+0.00286094j 9.08923e-17+0.0147448j -4.37501e-16-0.00670606j 6.09537e-15+0.0122395j 
-4.13216e-15-0.00872318j -3.30648e-16-0.00218119j -2.26973e-17-0.0133886j -4.0194e-17+0.00304531j 3.38089e-17-0.0034988j -4.22841e-17+0.000924528j -3.45978e-18+0.012956j 3.06076e-17+0.00615538j 3.64256e-17-0.00587926j -1.17748e-17+0.0010936j 6.72224e-17+0.00592597j -1.10116e-17+0.000465997j -2.11445e-17-0.0012825j 8.33548e-18+0.00476001j -1.02268e-17-0.000544952j -4.44275e-17+0.00492321j -1.77959e-16+0.00527697j -8.03871e-17+0.0069901j -7.79011e-18-0.00622511j 3.21102e-17-0.0060422j 1.54278e-16+0.0138099j -3.3646e-17+0.000498869j 2.09707e-17+0.00283928j -6.31384e-17-0.0116315j 4.14766e-17-0.000383067j 1.40912e-17-0.00758718j -1.99256e-16+0.00542146j 1.80144e-16-0.0041286j -7.29493e-17-0.015015j 5.22274e-17+0.00767917j 4.48423e-17+0.00293939j -7.48582e-18+0.00182409j 4.22988e-17+0.00276377j 5.22149e-18-0.00141466j 1.46331e-16-0.00281074j 1.18799e-15+0.0152898j 4.31533e-17-7.9409e-07j -1.03465e-15+0.00239457j -1.57233e-14-0.003527j -1.38529e-14-0.00249554j 1.6787e-16-0.00634728j -2.25038e-15+0.0136243j 7.32656e-17-0.0128092j -6.64914e-17-0.00253301j 2.57033e-17-0.00551716j -3.69946e-16+0.00516475j -2.24771e-17+0.0019009j -9.4121e-17+0.0067668j -1.72715e-17+0.0136233j 1.51825e-16-0.00262274j 4.66544e-17-0.00668949j 1.5622e-16-0.0069063j 2.04555e-17-0.00593579j 1.32508e-17-0.00031439j 6.9974e-17+0.00314271j 5.04637e-17+0.00592933j 1.87081e-16-0.0100318j -7.32031e-18-0.00948744j 3.16443e-17-0.00505203j 3.14135e-18+0.00586021j -2.93823e-17+0.0123501j 5.00421e-17+0.00240284j -2.84173e-18-0.00153613j 3.07145e-17-6.34297e-05j -2.29747e-17-0.0029921j -1.85652e-18-0.00395796j 4.13412e-17+0.00100072j -1.62977e-17-0.00247384j -1.19159e-18+0.0103559j 3.84639e-17+0.0018657j 2.7498e-17-0.00731995j -1.63705e-17-0.00909268j 6.43285e-18+0.00808786j 7.49553e-18-0.00753748j -5.40315e-18-0.0100326j -4.54671e-17-0.00974047j 1.18228e-16-0.000493758j 
3.50585e-16+0.000284589j -7.66093e-18+0.00656811j 4.65709e-17-0.00558435j -3.49998e-17+0.00495867j 3.51702e-17-0.00513608j -2.71229e-17+0.00625894j -4.88078e-17+0.00369989j -6.72635e-18-0.00118705j 4.35577e-17-0.00626944j -8.30848e-18+0.00104908j -6.74423e-18-0.000691248j -1.06667e-17+0.00269087j -8.70334e-18+0.00126724j -1.08703e-17+0.000427149j -3.65943e-18+0.000401928j -5.95384e-18-0.00243753j -1.50525e-16+0.00777324j -8.89275e-17+0.00403057j 2.13006e-17-0.00240577j 3.01792e-17-0.00552158j 3.72071e-18+0.00602263j -3.35226e-18+0.0032956j 7.14283e-19-0.00255038j 3.29089e-17+0.00116111j 4.9903e-17-0.00500825j 4.96676e-17-0.00405539j -9.50727e-17+0.00361848j 5.42111e-17-0.000947199j 3.56125e-17-0.00819399j 1.06366e-17+0.00387837j 6.74052e-17-0.00180859j 1.09744e-16-0.00396923j -1.63433e-17+0.00397915j 8.80008e-17+0.00277314j 1.22112e-16-0.0073663j 5.60311e-16+0.00786665j -6.96857e-18-0.0046096j 1.30165e-15-0.00248357j 9.87295e-15+0.00196794j 8.28518e-15+0.00164317j 5.54203e-17+0.000882138j -1.46437e-15+0.00925346j 9.63121e-17-0.00182126j -4.73947e-17+0.00219091j -2.85977e-17-0.00104856j 1.33643e-16-0.00200737j -1.5305e-17-0.00232533j -3.35411e-17+0.00469732j -6.42692e-17+0.00857806j 1.52855e-16-0.00311081j 8.14536e-17-0.00344961j 1.0396e-16-0.00458822j 4.05599e-17+0.00134755j 4.26427e-17-0.00816058j 1.31015e-17-0.00214693j -7.89953e-18+0.000531724j 1.8069e-16-0.0081061j 3.28328e-17-0.00356783j 4.79001e-17-0.00429196j -2.7264e-17+0.00367489j -4.67625e-17+0.0026326j -7.27918e-18-0.00382191j 8.92867e-19-0.00012516j 1.58703e-17-0.00244236j -1.68826e-18+0.000198918j 7.4842e-18+0.000133439j 2.64709e-17-0.00359504j -1.06437e-19-0.00105261j -4.19854e-17+0.00333347j 1.54101e-17-0.00368982j 3.07315e-17-0.00829393j 2.38197e-17+0.000326308j -2.52937e-17+0.00172329j 3.57336e-17-0.00129189j 1.94291e-17-0.00825347j 1.97662e-16+0.00209097j -2.7724e-15-0.0057219j 
7.39433e-16+0.00147775j 7.10174e-17+0.00160248j -2.88873e-18+0.0019557j 1.71123e-17+0.00225364j -1.71405e-17-0.00102344j 2.08336e-17+0.0038602j 5.58347e-18-0.003622j -6.1265e-18+0.0029917j -1.52959e-17+0.000837158j -6.86843e-18-0.00419084j 7.05521e-18+0.00238465j 9.62267e-18+0.00161492j 6.93224e-18-0.0064919j -1.30536e-17+0.005284j 1.31653e-17-0.00553669j 1.36725e-17-0.00487743j 6.04196e-18+0.00118083j -1.4672e-17+0.00397232j 1.47827e-17+0.00620538j -6.31984e-18+0.00226147j 2.72318e-17+0.00151959j 1.96026e-17-0.0050571j 1.40493e-18-0.00370209j 3.14858e-17+0.00678244j 2.00997e-17-0.00978931j 6.81795e-18-4.95333e-05j 4.73367e-17-0.00448293j -2.94276e-16+0.00306361j -5.99703e-17-0.00168411j 4.69519e-18-0.000950488j 1.05772e-16-0.00272432j 9.6827e-17-0.00564339j -2.80023e-17+0.00276772j 1.28848e-16+0.0100864j -7.96734e-17+0.00596564j -9.95125e-17-0.00169972j -7.2225e-17-0.00559429j 5.2656e-15-0.00482188j -1.16805e-14-0.00464725j -1.30466e-14-0.000632236j -7.21727e-17+0.00573605j -8.79707e-17+0.00106999j 1.81598e-16-0.00555907j -2.06922e-16+0.0100657j -1.07821e-16+0.00285238j 4.11935e-16-0.00575774j 3.43903e-17-0.00261912j 6.42044e-17+0.000612387j -2.56595e-17-0.00240231j 1.47102e-16-0.00265256j 4.86347e-20-0.00432438j -8.69455e-17+0.00037071j 1.99459e-17+0.00988944j 1.27118e-17-0.00637227j -2.23047e-17-0.00361736j -4.01716e-18+0.00483964j -3.80598e-17+0.00205575j 1.27624e-17-0.00189711j 1.00146e-17-0.00587428j -1.34234e-17-0.00406502j 2.21144e-17-0.00162061j -4.50378e-17-0.00486267j -1.03576e-17-0.00558662j -1.37304e-17+0.00544692j -2.29763e-18-0.00632251j 8.69232e-18+0.0016491j -1.91198e-17+0.00246064j -2.8703e-17-0.00409541j 2.91762e-18+0.00044846j -1.26684e-17+0.0030737j -3.28773e-17-0.00314901j 5.21582e-18+0.00406778j 1.21596e-18-0.00128164j -3.28761e-18+0.0024885j -3.33362e-17-0.00141424j 6.09797e-17+0.00177283j -6.7815e-16-0.00126406j 
1.09536e-15+0.00233636j -5.54661e-16+0.00722873j 2.35712e-16-0.00269996j -3.5446e-16+0.00407842j 3.82005e-16-0.00433689j -4.91453e-16+0.00574929j -1.03034e-16+0.00108667j 3.10251e-16-0.00330779j 4.61433e-16-0.00519785j -1.44295e-16+0.00146547j 2.37136e-16-0.00263313j -2.11169e-16+0.00246085j -2.68311e-16+0.00266644j 1.70743e-16-0.0016007j -1.5221e-16+0.00141749j 2.67642e-16-0.00309074j -6.51537e-16+0.00662519j -1.76452e-16+0.00181311j 1.82804e-16-0.00187087j 4.00644e-16-0.00458831j -1.873e-16+0.00251612j -3.71111e-16+0.00411661j 2.34959e-16-0.00284954j -2.48602e-16+0.00319603j 3.05907e-16-0.00366051j 2.09469e-16-0.0022887j -3.16373e-16+0.00308981j 8.50827e-17-0.000396654j 3.73132e-16-0.00446208j -1.64362e-16+0.00223271j 2.36029e-16-0.00224588j 4.08617e-16-0.0037794j -2.59451e-16+0.00304189j -3.72741e-17+0.0017302j 7.9717e-16-0.00793864j -3.43628e-17+0.00456782j 3.0859e-16-0.00398684j 1.02859e-15-0.00249124j 1.59141e-14+0.00370201j 1.40968e-14+0.00247387j -1.21297e-16+0.00169193j -1.39362e-15+0.00603227j -2.22173e-16+0.00226625j -8.71153e-17+0.00141126j -2.23483e-17-0.000110234j 3.89708e-16-0.00256528j 1.98195e-16-0.00253607j -2.52415e-16+0.00309025j -5.1091e-16+0.00585713j 2.61886e-16-0.00218278j 1.29042e-16-0.00122576j 3.17765e-16-0.00309075j -7.0108e-17+0.00143466j 6.5318e-16-0.00752103j 2.12178e-16-0.00251696j 1.75448e-16-0.00172579j 6.46318e-16-0.00623965j 6.89736e-17-0.00099776j 1.88203e-16-0.00229815j -2.74179e-16+0.00297084j 1.8785e-17-0.000187186j 3.08467e-16-0.00389499j -1.25574e-16+0.00112803j 3.25809e-16-0.00339216j -2.05422e-16+0.00196035j -8.14015e-17+0.000913806j 4.14299e-16-0.00442083j -3.53276e-17+0.000166049j -6.02141e-17+0.000748988j 4.44922e-16-0.00483958j 5.26169e-16-0.00633924j -1.71444e-16+0.00207705j 9.44634e-18-8.94224e-05j -4.52088e-18+0.000214374j 4.77615e-16-0.00585976j -2.06591e-16+0.00445523j -2.36279e-15-0.00569624j 
