-0.00405637-6.09087e-18j 0.00854676-2.37215e-18j 0.00373353+5.04702e-19j 0.0113342+2.02527e-18j 0.000448338+5.90763e-18j -0.00779828-1.85686e-18j -0.00793434+1.83171e-18j 0.0053737+1.26359e-18j 0.00455262+2.59108e-18j 0.00231142+2.70655e-17j -0.0023624-7.05346e-18j 0.0070271+2.5559e-18j 0.00210915+1.68626e-17j -0.00545352+6.52928e-19j -0.0028545-4.27732e-18j 0.00144544-2.12063e-18j -0.00129208-1.66039e-17j 0.00835442-6.27027e-18j -1.56731e-05-8.29623e-18j 0.00397675+8.26832e-18j -0.010266-2.96692e-17j -0.00551117-6.74522e-17j -0.000500583-1.09138e-16j 0.0038894+4.98004e-17j -0.00510009-5.70449e-17j 0.000802376+2.6306e-17j -0.000829365-6.85325e-18j 0.000396265+3.03044e-17j -0.000987372+3.28438e-17j -0.00136157-9.64789e-17j 0.00641265-2.2785e-15j 0.00392712-1.81153e-17j 0.00519188+1.22336e-17j 0.00242805+5.66193e-17j -3.3662e-05+2.3565e-17j -0.00399077-4.03008e-17j -0.00418112-2.01265e-17j 0.00872295+1.47889e-16j 0.00399561-1.02364e-16j 0.00209407-4.29317e-16j -0.000523509-3.61888e-16j 0.00325336+4.97278e-15j 0.00125984-6.99373e-17j -0.00163605+3.28466e-17j 0.00556897+3.11231e-18j -0.00250479+7.05662e-18j -0.00545624+8.49397e-17j -0.00217117-2.7782e-17j 0.0131959-7.46168e-17j 0.00886718+1.33279e-17j 0.00106288-4.43909e-17j 0.00278786-1.38419e-17j -0.00439023+3.91798e-16j 0.00581892-6.09077e-18j -0.000960353-4.26642e-18j 0.00175027-1.03594e-17j -0.00354596+8.82606e-17j -0.0104023+5.04685e-19j -0.0052782-2.89273e-17j 0.00448822-1.92328e-17j 0.00402693-1.75331e-17j -0.00671145-6.06035e-18j -0.00544625-4.66293e-18j -0.00630848-6.50272e-18j 0.00456662-9.69636e-19j -0.00841397-2.08065e-18j 0.00881142+3.35258e-18j -1.3859e-05-3.46327e-18j 0.0114533+2.31746e-18j -0.00411241-1.43237e-18j 0.00858817+1.59869e-18j 0.00421881+2.72189e-18j 
-0.000198728+1.2186e-17j 0.000133778-2.38702e-17j 0.000499213-1.0352e-17j 0.00171523-3.13657e-17j -9.12748e-05-2.10101e-18j -0.0012876+2.15737e-17j -0.00176383+2.11799e-17j 0.00514273-1.21955e-17j 0.00408576-1.07006e-17j -0.00149139-1.10294e-17j 0.00121946+8.3919e-18j 0.000169177-2.01769e-17j 0.000789448-7.69333e-18j 0.00155496+1.6372e-17j -0.00439099+5.90842e-18j -0.00812297-8.92052e-18j 0.00574083+9.435e-18j -0.00517382-2.61437e-17j 0.00740502+5.77077e-18j -0.0102785-1.88142e-17j -0.0030862+3.1081e-17j -0.00581955+2.07993e-17j 0.00163962+1.66924e-17j 0.00525685-1.42445e-17j 0.00730221+2.65025e-17j 0.00358496-3.4629e-18j -0.00214068+1.90651e-18j -0.00144533-5.9862e-18j -0.00326755-3.53223e-18j -0.00499716+1.33228e-17j -0.000600976+2.78775e-16j -0.00198393-1.00288e-17j 0.00407096-1.37831e-17j -0.00694318-1.86361e-17j 0.00211443-1.65387e-18j -0.00829128+1.13896e-17j 0.0101744+2.08767e-17j -0.000530563-4.43968e-17j 0.00228128+3.44637e-18j -0.00276166+4.83514e-17j 0.00312465+5.06739e-17j -0.000379845-6.58448e-16j 0.00393569+8.0186e-18j 0.011905+7.82337e-18j -0.00466376-1.91407e-17j -0.002095+4.87625e-18j 0.00289977+6.22319e-18j -0.00584189+6.12613e-18j 0.00385214-2.53087e-17j -0.00693968-3.12644e-17j 0.00225524+4.19003e-18j -0.00440913-8.87297e-18j 0.000838803-3.81421e-17j -0.00340991-1.78629e-17j 0.0019499+4.50592e-18j -0.000364256-3.84534e-18j 0.000672773-1.02987e-18j -0.0012343+2.86915e-17j 0.0023567+2.02374e-17j -0.00209115-1.15431e-17j -5.37235e-05-9.17769e-18j -0.000480955+1.95426e-17j 0.00109718+1.67581e-17j -0.00158985+1.7761e-17j 0.00307635-1.09086e-17j -0.000968907+2.35506e-17j 0.00063641-2.50534e-17j -0.000146293+3.99581e-19j 0.00109422-3.21312e-17j -0.000339509+1.16489e-17j -6.35654e-06-2.45938e-17j 0.000120118-1.22568e-17j 
-7.90258e-17+1.09513e-17j 1.65145e-16-2.32461e-17j 7.42481e-17-9.889e-18j 2.26356e-16-2.99005e-17j 8.19318e-18-1.27868e-18j -1.56254e-16+2.05077e-17j -1.61149e-16+2.05919e-17j 1.28014e-16-1.15661e-17j 1.07157e-16-9.96232e-18j 3.73607e-17-7.20769e-18j -3.96418e-17+7.1829e-18j 1.36064e-16-1.90771e-17j 4.43698e-17-5.28058e-18j -9.75351e-17+1.58218e-17j -7.59315e-17+5.14362e-18j -1.10063e-17-8.84215e-18j 2.57146e-18+6.98746e-18j 1.36073e-16-2.59209e-17j 3.50942e-17+4.50705e-18j 2.74122e-17-1.70504e-17j -2.12348e-16+2.61584e-17j -1.33895e-16+1.15332e-17j -1.79771e-18+2.35473e-18j 9.99898e-17-7.44618e-18j -6.32605e-17+1.8322e-17j 3.25799e-17-2.86672e-20j -2.61958e-17+9.73044e-19j 7.18533e-19-1.95287e-18j -3.46235e-17+7.24935e-19j -5.00934e-17+7.03503e-19j 1.20556e-16-1.78644e-17j 6.6105e-17-1.19144e-17j 1.19391e-16-1.1716e-17j 1.35461e-17-1.08127e-17j 9.45903e-18+1.3666e-18j -1.16445e-16+5.89346e-18j -3.18432e-17+1.75454e-17j 1.65361e-16-2.41275e-17j 8.78108e-17-9.52994e-18j 2.71054e-17-7.3803e-18j 4.85944e-18+3.31258e-18j 6.08041e-17-9.10843e-18j 4.30616e-17-1.06578e-18j 2.54155e-17+1.16424e-17j 8.48973e-17-1.80111e-17j -5.82255e-17+5.57333e-18j -9.11593e-17+1.664e-17j -6.97142e-17+2.40389e-18j 2.72404e-16-3.36934e-17j 1.37501e-16-2.8385e-17j 3.1238e-17-1.54132e-18j 3.25842e-17-1.02671e-17j -8.04924e-17+1.2488e-17j 9.57016e-17-1.79374e-17j -9.16407e-18+3.79664e-18j 3.19475e-17-4.99662e-18j -6.50357e-17+1.00836e-17j -2.0612e-16+2.7647e-17j -9.03282e-17+1.58266e-17j 7.63924e-17-1.35104e-17j 7.72524e-17-1.10231e-17j -1.31479e-16+1.80277e-17j -9.95832e-17+1.55259e-17j -1.29023e-16+1.62593e-17j 1.02602e-16-1.06091e-17j -1.66581e-16+2.23802e-17j 1.72642e-16-2.36654e-17j -9.66031e-19-5.03701e-20j 2.25679e-16-3.05998e-17j -8.07773e-17+1.10194e-17j 1.65272e-16-2.34436e-17j 8.17765e-17-1.1442e-17j 
-6.37673e-17+5.21943e-18j 1.29635e-16-1.10792e-17j 6.39346e-17-4.71314e-18j 1.97402e-16-1.42507e-17j 5.17117e-18-6.09424e-19j -1.376e-16+9.77404e-18j -1.47521e-16+9.81419e-18j 1.65348e-16-5.51245e-18j 1.35589e-16-4.74808e-18j 9.7411e-18-3.43521e-18j -1.50081e-17+3.4234e-18j 1.07566e-16-9.09225e-18j 4.45281e-17-2.51675e-18j -5.55309e-17+7.54073e-18j -1.15332e-16+2.45147e-18j -1.13081e-16-4.21421e-18j 7.58856e-17+3.33025e-18j 3.87993e-17-1.2354e-17j 1.22497e-16+2.14808e-18j -1.11069e-16-8.12629e-18j -2.04199e-16+1.24672e-17j -1.78615e-16+5.49679e-18j 1.97122e-17+1.12227e-18j 1.45111e-16-3.54888e-18j 4.49931e-17+8.73235e-18j 7.13791e-17-1.36629e-20j -4.7844e-17+4.63757e-19j -1.80472e-17-9.30748e-19j -6.88763e-17+3.45507e-19j -1.03121e-16+3.35293e-19j 8.56412e-17-8.51426e-18j 2.56652e-17-5.67845e-18j 1.44874e-16-5.58388e-18j -7.88781e-17-5.1534e-18j 3.45427e-17+6.51328e-19j -1.96915e-16+2.80885e-18j 1.06298e-16+8.36223e-18j 1.21251e-16-1.14993e-17j 9.73777e-17-4.54201e-18j -1.45526e-17-3.51748e-18j 4.39833e-17+1.57879e-18j 4.22065e-17-4.34111e-18j 8.40122e-17-5.07953e-19j 1.72922e-16+5.54883e-18j 5.72689e-18-8.58416e-18j -7.20646e-17+2.65627e-18j -3.32826e-17+7.93068e-18j -1.29192e-16+1.14571e-18j 2.60574e-16-1.60584e-17j 1.71765e-17-1.35284e-17j 5.3224e-17-7.34598e-19j -3.15147e-17-4.89332e-18j -5.15486e-17+5.95183e-18j 3.02345e-17-8.54903e-18j 1.80005e-17+1.80949e-18j 2.00563e-17-2.38141e-18j -4.17137e-17+4.80589e-18j -1.75538e-16+1.31767e-17j -3.96291e-17+7.54303e-18j 3.22532e-17-6.43913e-18j 5.91443e-17-5.25367e-18j -1.08028e-16+8.59206e-18j -6.30097e-17+7.39973e-18j -1.20399e-16+7.74926e-18j 1.19068e-16-5.05634e-18j -1.41497e-16+1.06665e-17j 1.41911e-16-1.1279e-17j -2.63127e-18-2.40066e-20j 1.88884e-16-1.4584e-17j -6.69361e-17+5.25187e-18j 1.2793e-16-1.11733e-17j 6.48861e-17-5.45331e-18j 
-5.41848e-17-3.83761e-18j 1.16859e-16+8.14602e-18j 4.68839e-17+3.46535e-18j 1.40443e-16+1.04779e-17j 7.05876e-18+4.48081e-19j -9.56135e-17-7.1864e-18j -9.29945e-17-7.21592e-18j 2.56804e-17+4.05305e-18j 2.43187e-17+3.49105e-18j 4.60363e-17+2.52576e-18j -4.41718e-17-2.51707e-18j 9.5522e-17+6.68511e-18j 2.16915e-17+1.85045e-18j -9.00634e-17-5.54435e-18j 2.03452e-18-1.80245e-18j 9.6723e-17+3.09851e-18j -7.20969e-17-2.44858e-18j 1.64347e-16+9.08335e-18j -7.01793e-17-1.57938e-18j 1.52073e-16+5.97489e-18j -1.12726e-16-9.16656e-18j -2.11857e-17-4.04154e-18j -2.24096e-17-8.25155e-19j 4.08801e-18+2.60933e-18j -1.39479e-16-6.4205e-18j -2.27812e-17+1.00457e-20j 8.76259e-18-3.40979e-19j 1.91322e-17+6.84336e-19j 1.72255e-17-2.54036e-19j 2.83951e-17-2.46525e-19j 9.43062e-17+6.26014e-18j 7.30202e-17+4.1751e-18j 3.32936e-17+4.10557e-18j 9.91568e-17+3.78906e-18j -2.04424e-17-4.78892e-19j 2.31803e-17-2.06522e-18j -1.53915e-16-6.14836e-18j 1.25571e-16+8.45488e-18j 3.36691e-17+3.33953e-18j 5.5034e-17+2.58624e-18j -3.6757e-17-1.16081e-18j 4.85529e-17+3.19182e-18j -1.97724e-17+3.73475e-19j -1.3509e-16-4.0798e-18j 1.21031e-16+6.31154e-18j -1.48247e-17-1.95304e-18j -1.02807e-16-5.83106e-18j 2.51868e-17-8.42384e-19j 1.45983e-16+1.1807e-17j 1.88118e-16+9.94683e-18j -6.61759e-18+5.40116e-19j 8.01879e-17+3.59783e-18j -6.86016e-17-4.3761e-18j 1.12639e-16+6.28571e-18j -3.16956e-17-1.33044e-18j 2.76316e-17+1.75094e-18j -5.53644e-17-3.53355e-18j -1.32107e-16-9.68819e-18j -9.52151e-17-5.54604e-18j 8.17881e-17+4.7344e-18j 5.61631e-17+3.86278e-18j -8.82136e-17-6.31735e-18j -8.56377e-17-5.44068e-18j -7.21675e-17-5.69768e-18j 3.40492e-17+3.71769e-18j -1.07134e-16-7.84259e-18j 1.15768e-16+8.29296e-18j 1.19063e-18+1.76509e-20j 1.47955e-16+1.07229e-17j -5.36292e-17-3.86146e-18j 1.18756e-16+8.21523e-18j 5.71725e-17+4.00957e-18j 
0.0112822+3.32763e-17j -0.0234942-3.07512e-17j -0.0106922-1.70276e-17j -0.0326538-5.27863e-17j -0.00113674-1.74304e-17j 0.0225714+3.74236e-17j 0.023407+2.79428e-17j -0.0196969-2.16704e-17j -0.0164232-2.25825e-17j -0.0048666-8.20008e-17j 0.00527072+2.9798e-17j -0.0193744-3.69728e-17j -0.0065343-5.2344e-17j 0.0133941+2.34364e-17j 0.0120783+1.93217e-17j 0.00395724-8.52116e-18j -0.0020572+5.43817e-17j -0.0178008-2.48402e-17j -0.00716673+2.87859e-17j -0.000863845-4.86426e-17j 0.0310683+1.18897e-16j 0.0207316+1.94145e-16j -0.000227923+2.88221e-16j -0.0157504-1.4164e-16j 0.00683241+1.77804e-16j -0.00568376-6.86148e-17j 0.00435138+1.94097e-17j 0.00032393-8.20942e-17j 0.00588044-8.44586e-17j 0.00858732+2.52599e-16j -0.0169449+5.91075e-15j -0.00880384+2.82892e-17j -0.0181563-5.05028e-17j 0.000122475-1.64763e-16j -0.0019666-5.92531e-17j 0.0189818+1.14412e-16j 0.00152383+8.03386e-17j -0.023329-4.23822e-16j -0.0131437+2.5168e-16j -0.00303571+1.10733e-15j -0.00161109+9.48558e-16j -0.00852375-1.29765e-14j -0.00727578+1.80605e-16j -0.00711837-6.71198e-17j -0.010683-3.67293e-17j 0.00888693-9.53861e-18j 0.0120923-1.94965e-16j 0.0116229+7.62358e-17j -0.0398236+1.40962e-16j -0.0174833-7.98397e-17j -0.00510127+1.1326e-16j -0.00332828+1.97675e-17j 0.0111847-1.00142e-15j -0.012587-1.26235e-17j 0.000726836+1.71531e-17j -0.00442999+1.90639e-17j 0.00903842-2.14039e-16j 0.029638+4.26112e-17j 0.0121343+1.00548e-16j -0.0102333+2.86661e-17j -0.0109559+2.81876e-17j 0.018815+4.444e-17j 0.0138199+3.68227e-17j 0.0187931+4.27835e-17j -0.0154787-1.43287e-17j 0.0239442+4.0982e-17j -0.024707-4.63395e-17j 0.000180317+8.9473e-18j -0.0323746-5.4659e-17j 0.0115725+2.12417e-17j -0.0234709-4.14154e-17j -0.0116497-2.52744e-17j 
1.44051e-16-8.35417e-18j -2.77502e-16+1.77332e-17j -1.61464e-16+7.5438e-18j -5.08404e-16+2.28095e-17j -5.58318e-18+9.75437e-19j 3.59609e-16-1.56442e-17j 4.0731e-16-1.57085e-17j -6.3631e-16+8.82317e-18j -5.14326e-16+7.59973e-18j 6.44126e-17+5.49837e-18j -3.80039e-17-5.47946e-18j -2.33564e-16+1.4553e-17j -1.37541e-16+4.02828e-18j 2.73131e-17-1.20696e-17j 4.89484e-16-3.9238e-18j 6.96731e-16+6.74521e-18j -4.8401e-16-5.33037e-18j 2.13033e-16+1.97737e-17j -6.75565e-16-3.43819e-18j 8.14953e-16+1.30069e-17j 6.0041e-16-1.99549e-17j 7.02368e-16-8.79811e-18j -1.34153e-16-1.7963e-18j -6.00657e-16+5.68031e-18j -5.0836e-16-1.39769e-17j -3.52199e-16+2.18687e-20j 2.21179e-16-7.42284e-19j 1.19653e-16+1.48975e-18j 3.28963e-16-5.53016e-19j 4.98485e-16-5.36666e-19j -1.44179e-16+1.36278e-17j 5.92289e-17+9.08887e-18j -5.32818e-16+8.93751e-18j 5.58521e-16+8.24847e-18j -1.91995e-16-1.04251e-18j 8.80835e-16-4.49582e-18j -7.99109e-16-1.33845e-17j -2.22319e-16+1.84056e-17j -3.32295e-16+7.2699e-18j 1.8713e-16+5.63004e-18j -2.6902e-16-2.52699e-18j -6.63047e-17+6.94834e-18j -3.98419e-16+8.13025e-19j -1.0361e-15-8.8814e-18j 2.52925e-16+1.37397e-17j 2.69013e-16-4.25161e-18j -9.53783e-17-1.26938e-17j 6.00735e-16-1.8338e-18j -7.61282e-16+2.57029e-17j 3.58333e-16+2.16535e-17j -2.38886e-16+1.17579e-18j 3.16003e-16+7.8322e-18j 5.96915e-17-9.52643e-18j 1.30695e-16+1.36835e-17j -1.4821e-16-2.89626e-18j -2.10724e-17+3.81166e-18j 4.86436e-17-7.69226e-18j 4.3557e-16-2.10904e-17j -5.13244e-17-1.20733e-17j 5.16011e-17+1.03064e-17j -1.2009e-16+8.40897e-18j 2.5223e-16-1.37524e-17j 6.88811e-17-1.18439e-17j 3.4096e-16-1.24034e-17j -4.22605e-16+8.09312e-18j 3.49624e-16-1.70727e-17j -3.31605e-16+1.80531e-17j 1.37862e-17+3.84247e-20j -4.55403e-16+2.3343e-17j 1.58644e-16-8.40609e-18j -2.65993e-16+1.78839e-17j -1.41917e-16+8.72852e-18j 
-0.0107568+8.3256e-18j 0.0205917-3.82685e-17j 0.0122017-1.4242e-17j 0.0384948-4.23901e-17j 0.000365129+6.02255e-18j -0.0272674+2.84442e-17j -0.0310442+3.35363e-17j 0.049747-1.5751e-17j 0.0401731-1.15442e-17j -0.00554375+2.55558e-17j 0.0034485+1.34387e-18j 0.017361-2.53448e-17j 0.0105844+1.473e-17j -0.00120626+2.4752e-17j -0.0384957+2.00365e-18j -0.0557746-1.61962e-17j 0.0387972-1.18064e-17j -0.0184612-4.75516e-17j 0.0538337-4.36648e-18j -0.0656452-1.45975e-17j -0.0460162-4.66119e-19j -0.0549863-7.33912e-17j 0.0107788-1.43352e-16j 0.0471701+5.57981e-17j 0.0414148-4.91391e-17j 0.0279214+3.53658e-17j -0.0174766-7.75655e-18j -0.0096048+3.78444e-17j -0.026037+4.53029e-17j -0.0394784-1.28803e-16j 0.0103479-3.09392e-15j -0.00541812-4.23613e-17j 0.0415328-1.21108e-18j -0.0449365+5.98968e-17j 0.0153047+3.37815e-17j -0.0694775-4.5354e-17j 0.064419-6.17189e-19j 0.0161633+1.6266e-16j 0.0257674-1.52166e-16j -0.0152836-5.89015e-16j 0.0215294-4.82118e-16j 0.0047046+6.67982e-15j 0.031523-9.57466e-17j 0.0828502+6.17799e-17j -0.0211444-2.29873e-17j -0.0209901+1.7908e-17j 0.00857062+1.3944e-16j -0.047482-3.37685e-17j 0.0583137-1.51277e-16j -0.0301304-2.48897e-17j 0.0188461-6.20777e-17j -0.025676-3.41235e-17j -0.00397541+5.46219e-16j -0.0114492-3.52637e-17j 0.0119806-1.41101e-20j 0.00136775-2.14835e-17j -0.00324526+1.34017e-16j -0.032857+4.23952e-17j 0.00502861-1.5057e-17j -0.00491013-4.62737e-17j 0.00885273-4.02328e-17j -0.0189045+1.90441e-17j -0.00451981+1.71503e-17j -0.0260464+1.57804e-17j 0.032862-1.7313e-17j -0.0263623+3.09684e-17j 0.0248558-3.11955e-17j -0.00109605-4.7377e-18j 0.0342504-4.3052e-17j -0.0119096+1.46988e-17j 0.0196673-3.32217e-17j 0.0105578-1.36008e-17j 
-0.0136534-1.68095e-17j 0.026431+6.70131e-18j 0.0151605+5.71792e-18j 0.047662+1.82343e-17j 0.000580462+1.18047e-17j -0.0336741-1.33923e-17j -0.0379827-6.44676e-18j 0.0581007+7.96284e-18j 0.0469993+9.70478e-18j -0.00537847+5.47323e-17j 0.00299743-1.6818e-17j 0.0222168+1.40274e-17j 0.0127256+3.44802e-17j -0.00341392-6.38231e-18j -0.0444689-1.0578e-17j -0.0623267+2.4149e-19j 0.0432468-3.48123e-17j -0.0176633+6.06425e-19j 0.0606773-1.78832e-17j -0.0724996+2.38706e-17j -0.0557379-6.87892e-17j -0.0640584-1.33307e-16j 0.0119617-2.0784e-16j 0.0546369+9.79065e-17j 0.0447632-1.16865e-16j 0.0317763+4.98368e-17j -0.0200127-1.34485e-17j -0.0106776+5.83363e-17j -0.0297218+6.18562e-17j -0.0450143-1.83068e-16j 0.0140799-4.30683e-15j -0.00462826-2.85726e-17j 0.0487729+2.88119e-17j -0.0497394+1.12442e-16j 0.0172393+4.39735e-17j -0.0798207-7.91667e-17j 0.0710405-4.65681e-17j 0.0215055+2.91717e-16j 0.0305509-1.89286e-16j -0.0164394-8.09563e-16j 0.0240715-6.87002e-16j 0.00652864+9.42271e-15j 0.0360084-1.31946e-16j 0.0927754+5.66043e-17j -0.0217371+1.45678e-17j -0.0246043+1.06812e-17j 0.0076059+1.52861e-16j -0.0543412-5.3776e-17j 0.0707037-1.25097e-16j -0.030624+3.89114e-17j 0.0216443-8.33332e-17j -0.0278927-2.12722e-17j -0.00613489+7.36042e-16j -0.0107142-2.89807e-18j 0.0131433-9.90876e-18j 0.00220105-1.72144e-17j -0.00499383+1.62308e-16j -0.0409558-1.23575e-17j 0.00368029-6.2409e-17j -0.00384429-2.99205e-17j 0.0114959-2.7899e-17j -0.0238378-2.01593e-17j -0.00714633-1.6308e-17j -0.0317367-2.01456e-17j 0.0387633+3.27232e-18j -0.0328858-1.47178e-17j 0.0313373+1.77457e-17j -0.00124073-6.53509e-18j 0.0429224+1.91245e-17j -0.014974-8.01923e-18j 0.0254046+1.43171e-17j 0.0134903+1.06651e-17j 
0.0131969+1.7655e-17j -0.0263091-2.12161e-18j -0.0138079-4.40035e-18j -0.0429669-1.44585e-17j -0.000863828-1.40682e-17j 0.030127+1.09975e-17j 0.033036+2.50227e-18j -0.0431115-6.70232e-18j -0.0350999-9.24507e-18j 0.000908248-6.48943e-17j 0.000672782+1.86467e-17j -0.0219421-1.21448e-17j -0.0104656-4.06894e-17j 0.00817172+3.66588e-18j 0.0316155+1.15653e-17j 0.0383345+2.00806e-18j -0.026282+4.06499e-17j 0.00214478+6.0105e-18j -0.0388472+2.06431e-17j 0.0420723-2.46809e-17j 0.0469672+7.7108e-17j 0.0470783+1.59625e-16j -0.00711217+2.52943e-16j -0.0392639-1.17503e-16j -0.023074+1.37799e-16j -0.0212336-6.07915e-17j 0.0137285+1.61532e-17j 0.00640421-7.06594e-17j 0.0201207-7.5651e-17j 0.0303264+2.23152e-16j -0.016056+5.25882e-15j -0.00134546+3.79602e-17j -0.0369374-3.20983e-17j 0.0291938-1.3436e-16j -0.011005-5.40019e-17j 0.0555056+9.50455e-17j -0.0409134+5.22421e-17j -0.0233476-3.496e-16j -0.0239532+2.33404e-16j 0.0082314+9.89557e-16j -0.0148435+8.37254e-16j -0.00775211-1.1493e-14j -0.0244464+1.61247e-16j -0.057628-7.2087e-17j 0.00781103-1.30818e-17j 0.0185082-1.44821e-17j 0.00111642-1.90818e-16j 0.0371888+6.49786e-17j -0.0597685+1.61388e-16j 0.00988349-4.00784e-17j -0.0150298+1.02065e-16j 0.014806+2.86249e-17j 0.00874759-9.01195e-16j 0.000476432+8.20678e-18j -0.00736442+1.10996e-17j -0.00333066+2.23021e-17j 0.00709018-2.00635e-16j 0.0376488+7.87583e-18j 0.0034354+7.2015e-17j -0.00246338+4.00203e-17j -0.0117827+3.69064e-17j 0.022634+1.98989e-17j 0.0105544+1.58518e-17j 0.027251+2.03427e-17j -0.02984-1.22928e-18j 0.0302977+1.21269e-17j -0.0297421-1.54862e-17j 0.000809909+7.98567e-18j -0.0400618-1.53623e-17j 0.0141042+6.9135e-18j -0.0256972-1.13611e-17j -0.0132706-1.00312e-17j 
0.0128088-2.04758e-17j -0.0202604+2.69324e-17j -0.0192576+1.30927e-17j -0.0631776+4.01266e-17j 0.00125798+8.00496e-18j 0.0460055-2.80268e-17j 0.057522-2.41485e-17j -0.132177+1.60405e-17j -0.105578+1.54398e-17j 0.030588+3.83866e-17j -0.0240655-1.67343e-17j -0.0180554+2.69669e-17j -0.02286+2.49183e-17j -0.0258018-1.93696e-17j 0.109387-1.11475e-17j 0.188899+8.92803e-18j -0.132961-2.68046e-17j 0.105442+2.61148e-17j -0.174808-1.46818e-17j 0.234728+3.05669e-17j 0.09341-6.52446e-17j 0.148433-8.75082e-17j -0.0377114-1.209e-16j -0.131902+6.32517e-17j -0.162207-8.4878e-17j -0.0862498+2.84571e-17j 0.0522029-8.63879e-18j 0.0333327+3.52184e-17j 0.0791256+3.45642e-17j 0.120712-1.05127e-16j 0.00135812-2.439e-15j 0.0389844-4.4543e-18j -0.106508+2.80825e-17j 0.159077+7.48903e-17j -0.0498564+2.37254e-17j 0.20375-5.10182e-17j -0.231862-4.40065e-17j -0.00492723+1.90391e-16j -0.0618583-9.85012e-17j 0.0610152-4.54465e-16j -0.0727285-3.95182e-16j 0.00245864+5.38409e-15j -0.0954464-7.42071e-17j -0.277814+2.07149e-17j 0.0989725+2.62154e-17j 0.0544768+5.52309e-19j -0.0575485+7.06547e-17j 0.142277-3.30654e-17j -0.117357-3.78641e-17j 0.14611+5.04148e-17j -0.0553751-4.60038e-17j 0.0985254-1.92754e-18j -0.0110202+4.07449e-16j 0.0688677+1.6179e-17j -0.0441175-9.42666e-18j 0.00509821-4.85235e-18j -0.00878947+8.25614e-17j 0.0499576-3.45339e-17j -0.0450824-5.13339e-17j 0.0403932-3.63649e-18j -0.00678929-4.9561e-18j 0.0247852-2.94215e-17j -0.0150077-2.47375e-17j 0.0501608-2.76557e-17j -0.0817731+1.24135e-17j 0.0397129-3.06444e-17j -0.0326576+3.36493e-17j 0.00348184-3.67776e-18j -0.0487532+4.13295e-17j 0.0162449-1.55291e-17j -0.0170346+3.1473e-17j -0.0112778+1.74586e-17j 
-8.95665e-17+6.44307e-17j 7.18678e-17-1.36766e-16j 2.12147e-16-5.81808e-17j 7.25937e-16-1.75916e-16j -3.65377e-17-7.52296e-18j -5.43536e-16+1.20655e-16j -7.39099e-16+1.2115e-16j 2.11962e-15-6.80478e-17j 1.68454e-15-5.86122e-17j -6.06987e-16-4.24056e-17j 4.95373e-16+4.22598e-17j 8.33601e-17-1.12238e-16j 3.27934e-16-3.10677e-17j 6.26804e-16+9.30857e-17j -1.80634e-15+3.02619e-17j -3.32818e-15-5.20218e-17j 2.35162e-15+4.111e-17j -2.10505e-15-1.52503e-16j 3.03662e-15+2.65167e-17j -4.20709e-15-1.00314e-16j -1.28602e-15+1.539e-16j -2.39744e-15+6.78545e-17j 6.71378e-16+1.38538e-17j 2.16347e-15-4.38088e-17j 2.98434e-15+1.07795e-16j 1.47171e-15-1.6866e-19j -8.79497e-16+5.72479e-18j -5.91911e-16-1.14895e-17j -1.34192e-15+4.26508e-18j -2.05194e-15+4.13898e-18j -2.33687e-16-1.05103e-16j -8.05753e-16-7.0097e-17j 1.67975e-15-6.89296e-17j -2.84242e-15-6.36155e-17j 8.67017e-16+8.04025e-18j -3.40802e-15+3.46735e-17j 4.16401e-15+1.03227e-16j -2.00214e-16-1.41951e-16j 9.43457e-16-5.60683e-17j -1.12833e-15-4.34211e-17j 1.28031e-15+1.94892e-17j -1.49292e-16-5.35884e-17j 1.61645e-15-6.27037e-18j 4.87873e-15+6.84969e-17j -1.90143e-15-1.05966e-16j -8.64099e-16+3.27901e-17j 1.17828e-15+9.78993e-17j -2.39996e-15+1.4143e-17j 1.60594e-15-1.98231e-16j -2.82817e-15-1.67e-16j 9.26941e-16-9.06816e-18j -1.80254e-15-6.0405e-17j 3.35239e-16+7.34716e-17j -1.38675e-15-1.05532e-16j 7.97704e-16+2.23371e-17j -1.45891e-16-2.9397e-17j 2.68834e-16+5.93258e-17j -5.26861e-16+1.62658e-16j 9.55928e-16+9.31141e-17j -8.48604e-16-7.94872e-17j -1.40172e-17-6.48533e-17j -2.10586e-16+1.06064e-16j 4.39092e-16+9.13452e-17j -6.64517e-16+9.56599e-17j 1.27063e-15-6.24174e-17j -4.14073e-16+1.31671e-16j 2.78514e-16-1.39233e-16j -6.00192e-17-2.96347e-19j 4.7151e-16-1.80031e-16j -1.47409e-16+6.48311e-17j 1.44839e-17-1.37928e-16j 5.76536e-17-6.73178e-17j 
