-0.00858665-0.00430495j 0.0212634+0.0601378j -0.0153597+0.0400608j -0.0115081-0.0408019j -0.00988909+0.0108309j -0.00766419+0.0599436j 0.0135236-0.0441131j 0.0283994-0.00194668j -0.0143369+0.0077742j -0.0267719-0.0100464j -0.0326022+0.0752126j 0.00989977-0.0293613j -0.0251699-0.053527j -0.0336703+0.0239015j -0.0230768-0.0216689j 0.0164265-0.0134779j 0.00690541+0.0250971j 0.00349732+0.0148751j -0.0524765+0.0323919j 0.0189994-0.0115863j -0.00736108+0.0221711j 0.0269417-0.0326636j 0.0128487-0.0155493j 0.0170151+0.00588111j -0.028769+0.0413418j 0.00116055+0.0159479j -0.00436421-0.0160531j -0.0020566-0.0370957j -0.0262841+0.00643381j 0.0347142-0.0110575j 0.0191107-0.0034247j 0.0204125-0.0158436j 0.0119201-0.00165667j 0.00743193-0.0158668j 0.00918988+0.0133435j -0.00358492-0.0126733j 0.0159506-0.0115203j -0.0081208+0.0129909j 0.0161065+0.0110781j -0.00146056-0.0153798j -0.0304733+0.0172969j 0.0209795+0.0215173j 0.00798866+0.00312419j -0.000154153-0.00235988j 0.0136757+0.0287304j -0.0412473+0.0161127j 0.0201076+0.00331719j 0.0121188-0.012528j -0.0308622+0.0358366j -0.0094273-0.00159852j 0.00243577-0.00525596j 0.00077374+0.0270508j -0.0319615-0.0029145j 0.00806921+0.040933j 0.0361129-0.00923673j -0.0325496-0.0221792j 0.00021848+0.0187503j 0.00781146-0.0517493j -0.0217179+0.0243347j 0.0652635-0.0117158j -0.0226196-0.00390486j -0.00588848+0.0481693j 0.00430363-0.0121027j 0.0354349-0.0414284j -0.0369025+0.0195681j -0.0287139-0.00738425j 0.0101177+0.0183834j -0.0370209+0.0486986j 0.00929373-0.0497666j 0.0286747-0.0245691j -0.0953242+0.0856051j 0.0720541-0.11106j 0.0947692-0.0598857j 0.0197048-0.030395j 0.0637552+0.063407j -0.0867999+0.0487663j -0.0949452+0.0214628j 0.0549433-0.0172627j -0.0339557+0.0531879j -0.109263+0.187732j -0.0262075+0.00410873j -0.0371854+0.0592848j -0.183934+0.000481704j -0.187465+0.186024j -0.0447358-0.0424905j 0.0250668+0.0184369j -0.0839585+0.0848743j -0.0584731+0.021277j 0.0249957-0.0450456j -0.0516861+0.0195863j 0.00313484-0.017985j 0.0404357-0.0376552j 0.0343463-0.0618901j 0.000207926+0.00388811j -0.1033+0.177674j -0.12148-0.0316865j 0.1183-0.168798j -0.085943+0.0182819j 
-0.00888896+0.0221349j 0.0133478-0.00498138j -0.01388-0.00575974j -0.0129542-0.00976097j 0.0221301+0.00640687j 0.0327926-0.0109744j -0.0126686-0.0182136j -0.0200644+0.018771j 0.0399619+0.00737788j 0.0129946+0.0279179j -0.0442612+0.0164861j 0.00413598+0.00426771j -0.0265122+0.0470836j 0.00136114-0.0198311j 0.016689+0.0406956j -0.00839503+0.0310973j 0.00510183+0.0182999j -0.0289531+0.0360176j 0.0142632-0.0645667j -0.062098+0.0583903j 0.0387064-0.0526227j -0.0246635+0.00394471j -0.0229699+0.034735j -0.0296868+0.0281228j 0.0106515-0.079351j 0.0126741-0.00479248j 0.0469005+0.0216452j -0.0684727-0.000874208j 0.00617388-0.0135203j -0.0339167+0.0277601j 0.0465245-0.0253j -0.0578678-0.0089437j -0.000352269+0.0736867j 0.0329959+0.0140116j -0.0428506+0.0295557j 0.0771275+0.0344138j 0.0759684+0.044789j 0.0183744+0.0116301j -0.0471143-0.0241986j 0.00119345-0.00293385j 0.0475862-0.0082568j -0.0364748+0.0972154j -0.0738183-0.0230071j 0.0862221-0.00234229j -0.00906006-0.0825593j 0.0539322-0.035637j 0.0685866+0.00816374j 0.123214+0.0240224j 0.138823-0.0164139j 0.113248-0.117347j -0.0600638+0.0819736j 0.00760519+0.102865j -0.00426499-0.0225441j -0.0206032+0.0571144j 0.0329378-0.13184j 0.0242843+0.0440851j 0.0639329-0.104609j -0.074044+0.100336j -0.0166777+0.0680122j -0.126413-0.0924807j -0.0444113-0.0595438j 0.0757157+0.0791676j 0.0316475-0.0250206j -0.0606808-0.0256283j 0.0937344+0.00142333j -0.00412787-0.0477358j -0.0277966+0.020966j -0.0571399+0.125157j 0.00629475-0.100987j -0.0373628-0.0276675j 0.0628917+0.05543j -0.069093-0.0832186j -0.0213517-0.0917401j 0.0262907-0.0103681j -0.0857293+0.00964959j 0.0240983+0.0194131j -0.0351684-0.0169041j -0.00582418-0.0347702j -0.00104733+0.0594755j -0.00121222+0.0611701j 0.013072+0.0358173j 0.0012644+0.0369693j -0.00388286+0.00329818j -0.0230824-0.0472085j -0.00798651-0.00331813j 0.0887456+0.0409004j 0.00032566-0.0681405j 0.00526431+0.0111339j 0.0255086-0.0289505j -0.0171206+0.0573941j -0.0230056-0.0271367j 0.0190856-0.0132569j -0.0461766-0.0513057j -0.0117061+0.0401885j 0.0112387+0.0375539j 0.0449878+0.0128981j 0.00479164-0.0184914j -0.00390733-0.00178176j 
0.00645345+0.00594656j 0.00118627-0.0306777j -0.00839227+0.00146918j 0.0133575-0.0116194j -0.00400993-0.0218635j -0.0287607-0.00921816j 0.00232123-0.0112657j 0.0198186+0.0537025j -0.0312218+0.0212491j -0.0244495+0.0682586j -0.0412826+0.0211329j 0.00826847-0.0237931j -0.00743954+0.0204032j 0.0169217+0.0442507j -0.0783045+0.00886864j -0.006891-0.00856819j -0.0145181+0.0277224j 0.0352126+0.0124653j -0.0213757-0.0261323j -0.0116831+0.0255838j 0.0542229+0.0398279j 0.0310245+0.00732635j 0.00257113+0.00542681j 0.00503499-0.0206347j 0.0271123-0.0228165j -0.0263052-0.00689397j 0.00491355+0.0025567j -0.0508963+0.0188357j -0.0392107-0.0120515j 0.0339687+0.056048j -0.0455866-0.0224564j 0.0547975-0.0185407j 0.0618502+0.0124487j -0.0538304-0.00172996j -0.0156312+0.0339956j -0.021681+0.0135074j 0.00528016-0.0522163j 0.0205048+0.00275172j 0.0243968+0.00865762j 0.0436832-0.134459j -0.0585991+0.00257109j -0.00945465+0.0244303j 0.0900226-0.06837j -0.0229975+0.173457j 0.0344988-0.112268j -0.126997-0.00929819j -0.0504289-0.0753823j -0.0817454+0.0121984j -0.0655557+0.0324687j 0.111169-0.0230245j -0.0101879-0.0978342j 0.00171431-0.0204202j -0.0150675-0.0291296j -0.181781-5.47626e-05j -0.0018588-0.077113j -0.0197719+0.0319902j -0.0262691+0.000610869j 0.0534316-0.0944267j 0.0370373+0.00275341j 0.0199772+0.118535j 0.00785976+0.0671458j -0.0119268+0.0733885j -0.11476+0.00616776j 0.0780073+0.0542286j -0.00953842+0.052203j -0.080495+0.0547616j 0.0532432+0.0503984j 0.030968-0.0980585j -0.0127+0.0601379j -0.0154158-0.00171647j 0.00141499+0.0345531j -0.0444491+0.0311281j -0.0160819+0.0679765j 0.0348945+0.0255882j -0.00469054-0.00824399j -0.0556508-0.0177005j -0.0296803-0.0358283j -0.0269051+0.0333746j -0.0565713+0.0252112j -0.017036+0.0451909j -0.0227628-0.059163j -0.0410615-0.011191j 0.0306172+0.0137308j -0.0231927+0.0506448j -0.000796812-0.0239062j -0.0256954-0.0255649j -0.0276753+0.0180239j -0.00277634+0.0136534j 0.0287515+0.0031433j 0.00399217+0.0238826j -0.02049-0.0227013j -0.0425065+0.0211565j 0.0384762+0.0298557j 0.0101437-0.0298491j 0.0195122-0.0219376j -0.0242381-0.0168726j 0.0280645-0.0292306j 0.00968832+0.0108119j 
0.0071887+0.00619932j -0.00020329+0.00860503j -0.0154433+0.00435267j 0.0193321+0.0054183j -0.00354985+0.0136073j -0.00417047+0.0104371j 0.0166347-0.00690129j -0.00807245-0.0230744j -0.0171684-0.0295144j 0.0191863-0.0220547j 0.0132644-0.024472j 0.00224921-0.0051889j 0.0101739+0.0235547j 0.0167882-0.025634j 0.0688041-0.03785j 0.0138268-0.02157j -0.0267599+0.0215345j -0.0104742-0.00521015j 0.0116994+0.0303173j 0.00509843-0.00643714j -0.0371922-0.0306838j 0.0811172+0.0228605j 0.0212583+0.0629814j -0.0491166-0.000529491j -0.0758078-0.00942676j 0.0239381-0.0249616j 0.0717043-0.000756087j -0.0311987-0.0448699j 0.0394482+0.0935958j -0.00384874-0.0411834j 0.00596217-0.0374905j -0.0254067-0.0169839j 1.5537e-05-0.0811158j 0.00996226-0.0552995j -0.062761-0.000984862j -0.0702736-0.0334171j -0.0251767-0.077937j 0.0334208+0.00409324j 0.00330855-0.0241594j -0.0154017-0.0410444j 0.0838517-0.156729j -0.0794955-0.0264917j 0.00392849+0.00374698j -0.032533+0.0841564j 0.0502934-0.129412j -0.0850565+0.0572804j 0.00102486+0.12369j -0.0683019+0.0410023j 0.0425066+0.111039j 0.017766-0.0495182j 0.00190138-0.114456j 0.044679+0.0226102j 0.0319472-0.0683532j -0.0587591+0.0194892j -0.0687588-0.0686194j -0.0181392+0.0217098j 0.0237559-0.0683612j 0.0224896+0.0045555j 0.0388684-0.00379454j -0.120083+0.00543022j 0.00411493+0.0356961j -0.020118-0.0928183j -0.0451338+0.0280525j -0.0347363+0.0488491j 0.0105151+0.00344782j -0.0151977-0.094176j 0.0185618+0.00668083j -0.0239242+0.0447215j 0.0681411-0.0987199j 0.025675-0.0222484j -0.075092+0.0116473j 0.0273355-0.0520437j 0.00523976+0.007502j 0.0281532-0.0571854j -0.024783+0.0147823j -0.00292817+0.0732604j -0.038047+0.0419228j 0.00551839-0.0409255j 0.0207486-0.0450128j 0.0158281-0.02668j 0.00976701+0.0260358j 0.0247118+0.0194821j -0.0620901+0.0208111j 0.0124754-0.0110641j 0.0249659+0.0724784j 0.0135267+0.0238252j -0.00236253-0.0147464j -0.0138055+0.0247285j -0.00384293-0.00845222j 0.0161231+0.00797515j 0.0304951-0.00731381j -0.030024-0.00182525j -0.00515389+0.0248233j 0.00544831-0.00715041j -0.032774+0.0269076j -0.0110685+0.0216465j 0.0015135+0.0180118j -0.0250836+0.0231291j 
-0.000518183-0.000219475j 0.0154057+0.00706708j 0.028524-0.0131754j 0.00288072-0.000945215j -0.0160587-0.00403887j 0.0579864-0.0104821j 0.0194415+0.0192186j 0.0122113+0.00608941j 0.0708862+0.010772j 0.0171083-0.038941j 0.00280729-0.0486962j 0.00349349+0.0254638j -0.0118278-0.0239711j -0.0543368-0.0672306j -0.0163606-0.0524995j -0.024387+0.0443274j -0.010827+0.0301476j -0.00185956-0.0181265j 0.0366186+0.0220254j -0.0197855+0.0150473j -0.020294-0.00129741j -0.0479536+0.0532923j -0.0350662-0.0113601j 0.0541645-0.00346597j 0.009066-0.0530844j 0.0050896+0.0113074j -0.0667108-0.0420083j 0.132168+0.00403576j 0.00986976+0.00444723j -0.032998-0.00791647j 0.109438+0.0735087j 0.00670163+0.0322753j -0.0456851-0.00434147j -0.1312+0.0540372j -0.00910545+0.0449197j -0.00107327-0.0102694j 0.0542985-0.0250532j -0.123994-0.0600771j 0.116681-0.0204033j -0.00848894-0.0266079j 0.0275412-0.010161j 0.0549827-0.0624884j 0.114534-0.0111041j 0.0347752+0.135073j 0.13756-0.0535363j 0.115489-0.0060548j 0.106951+0.117822j 0.0523754+0.078182j 0.0361342+0.0936634j 0.18319+0.00544432j -6.24565e-05+0.0631589j 0.0044652-0.163757j -0.055343-0.0572739j -0.00611152-0.0529856j -0.0331988+0.0301046j -0.169616+0.00600557j 0.0164232-0.00543158j 0.00809887+0.078501j 0.0391777+0.0642523j -0.0932185-0.00513062j -0.0409575-0.0938401j 0.0785104+0.0444983j 0.00721753-0.0106599j -0.0972011-0.0454749j -0.020396-0.030488j -0.0249734-0.0718532j -0.00549589+0.0193017j 0.0641111-0.00365833j -0.0281728+0.043244j 0.00211158+0.015116j 0.018131-0.0344213j -0.0505315+0.0721545j -0.0164751+0.0256245j -0.0502689-0.00295435j 0.0114132-0.0106677j -0.0164826-0.0408354j 0.00495501+0.0017402j -0.0413414+0.0100422j 0.0237594+0.00263852j 0.0203059-0.0192035j 0.0198125-0.00607783j -0.031045-0.0447777j 0.00869504+0.0116475j -0.0433959-0.0554149j 0.0121862+0.0526388j 0.044461-0.0223923j 0.0125448-0.0221508j -0.0110114-0.046157j -0.0150462-0.0329757j 0.0122926-0.0396706j 0.0126427+0.000824725j -0.00975326-0.0258494j -0.0487664-0.011104j 0.0141458+0.0291779j 0.0465231-0.0239261j -0.00323325-0.0407584j 0.00378174+0.0340207j -0.0148393-0.000512859j 
0.00426173+0.00750975j 0.0012011+0.00413374j 0.00613895-0.029202j 0.00897778-0.00354926j -0.034837-0.00972445j 0.0319889+0.0359123j -0.015181-0.0157494j 0.00444296+0.00361854j 0.0319282-0.00854386j 0.0153839-0.0425072j 0.00555631-0.00165234j -0.045449+0.00509844j -0.000325643+0.0494375j 0.0289067-0.0192436j -0.00410736-0.0388718j -0.00451638+0.0429939j -0.0447444+0.0245414j 0.0125551-0.0271903j -0.0243544-0.0324714j -0.0298701-0.0355273j -0.0144037-0.00551895j -0.00799789+0.0960244j 0.0118422+0.0387209j 0.0263028-0.0108668j -0.0505555-0.0234642j 0.0239674+0.0120972j -0.11688+0.00828141j 0.0251102-0.0587993j -0.109706+0.0755699j -0.00994759-0.067096j 0.0706831-0.00526396j 0.0292397+0.016359j -0.0209325+0.0701147j -0.0197116+0.0284764j 0.00192515-0.196665j 0.0168733-0.112661j 0.0429279-0.00939811j 0.039108+0.0305195j 0.0226221+0.0856735j 0.0257476+0.0570777j 0.0282617-0.0471987j -0.0725165-0.103872j -0.010083+0.0851429j -0.0658284-0.105237j 0.0275265+0.0313656j 0.00843599-0.0434201j -0.0208228+0.12833j 0.0465441-0.0622274j 0.00221997+0.0647919j -0.0732135+0.0896518j 0.0435388-0.00821446j -0.0620069-0.00965291j 0.0352516+0.113025j 0.0202739-0.0241476j -0.045041-0.100813j 0.0357412+0.0293297j -0.102166+0.0744076j 0.0432525-0.0452033j 0.0821002-0.0533115j 0.027024-0.0136109j -0.00254734-0.0014854j 0.0066213+0.0731087j -0.0756598+0.0780081j 0.0335864-0.0720734j 0.0194164-0.0169169j 0.036087+0.0247095j 0.0352444-0.0204367j -0.00015146-0.00326413j -0.0434853-0.0107945j -0.0698886+0.111522j 0.0264497+0.00934546j -0.00426764-0.035926j -0.067526+0.032947j -0.00327226+0.00648359j -0.0260039+0.0496825j -0.0202445+0.0240992j -0.0151047+0.00398599j -0.0257232+0.00467891j -0.0354297-0.0109772j 0.00461681-0.0347766j 0.000310412+0.00199835j -0.0380741+0.0267247j 0.00353889+0.0165756j 0.00891652+0.00347354j 0.023597-0.00858689j -0.000213689-0.0331456j 0.00189615-0.0247685j -0.00419723-0.0127378j -0.0439023-0.00427895j 0.000571891-0.00731664j -0.0163919+0.00665026j 0.00657203+0.0444345j 0.0273796-0.0546898j -0.00702514-0.00850969j 0.0137279+0.0101894j 0.0144843-0.018537j 0.00183392-0.00273038j 0.0044453+0.00763792j 
0.00495919-0.0138182j -0.00210327+0.0216512j 0.0119591-0.0101003j -0.028264-0.0241202j 0.017381+0.00262916j 0.0173586+0.00151902j -0.0550164+0.000394018j -0.0101011-0.0317674j 0.0428047-0.0269475j 0.00617334-0.043294j 0.0571297-0.015642j 0.0144607-0.0110529j 0.0185821+0.00241826j 0.0254428-0.0340572j -0.0168312-0.00875542j -0.0151019-0.00439296j -0.00214896-0.0155779j -0.0141066-0.0603921j 0.00955936-0.0295518j 0.00937046-0.0326065j 0.0458017+0.00308914j -0.139564-0.0391906j 0.000225675-0.0443629j -0.0662632-0.00517148j 0.0248499+0.0271159j -0.0184333+0.0113104j 0.00477248+0.0768273j -0.099789-0.0633866j -0.104239+0.00961082j -0.0240947+0.136486j -0.0436449-0.00754014j -0.0533779-0.0541636j -0.0282031-0.00596422j -0.112398+0.0279101j 0.101232+0.0816442j 0.089789-0.0156823j -0.0954944-0.111693j 0.124442-0.0613324j 0.0391105+0.0267859j 0.0198558+0.00270751j 0.0238062-0.157582j 0.0940816+0.103126j -0.00473583+0.0261214j 0.00420876+0.0274717j -0.0630652-0.0241656j -0.0618955-0.0244944j -0.0684675-0.0168151j -0.0771637+0.0356732j -0.0424124-0.0325653j -0.0439773-0.0383489j -0.0312107-0.0582088j 0.0547952+0.0136544j 0.028292-0.0194102j -0.0148606-0.0107817j -0.017409-0.111932j 0.028206+0.0163943j -0.00298105+0.00111597j 0.00182374-0.0512509j -0.0481044+0.0230017j -0.0365285-0.0730787j 0.0101946+0.0385999j -0.00200441+0.0289676j 0.0428309+0.0171984j 0.064737-0.0514505j -0.0292893+0.0332777j -0.00912596+0.00187883j 0.0220145+0.0646073j -0.0269779-0.0856919j 0.0333901+0.0831716j -0.0138926-0.00116726j 0.00023865+0.0575498j -0.00423109-0.0384335j -0.0231559+0.00296628j -0.00359655-0.0257395j -0.0246204-0.0787107j 0.061981+0.0857245j 0.0131293-0.0403522j 0.00380977+0.00857234j 0.0543572+0.0481409j 0.00912841-0.0531457j 0.00516435+6.48817e-05j -0.000242536-0.00973315j 0.0757208-0.060467j 0.00997695-0.0547797j -0.0228823-0.0267995j 0.00863835+0.0320827j 0.00297244-0.0187757j 0.0227143+0.00585258j 0.0144685-0.00178831j 0.0433216+0.00497169j 0.0283424+0.0226264j 0.0356602-0.0123282j 0.00373769-0.0226169j -0.0118499-0.0439028j -0.0222678-0.0168579j 0.0200469+0.0361109j -0.0179889+0.00258731j 0.0245379-0.0267404j 
0.00173021+0.0063812j -0.00315517+0.0170961j -0.0037692-0.0321124j 0.0106324+0.00549746j -0.0352721+0.00363625j -0.00466552+0.0385922j 0.00562248-0.00616784j 0.0103959-0.0169435j 0.000596102-0.00189991j 0.0322111-0.0438819j 0.0312658+0.0384603j -0.0204785+0.0281651j -0.014876-0.0183716j 0.0166778-0.0503203j 0.00243455+0.0243319j 0.00815729+0.0411135j 0.00718827-0.066456j -0.0274469+0.043412j 0.0245532-0.0427572j 0.117445+0.00196617j 0.0246277-0.0451744j 0.0038344-0.0323551j -0.00030724+0.0516295j 0.0676595+0.0641631j -0.0931953+0.0185962j 0.0705729+0.0175683j -0.030571-0.0861261j 0.0568735+0.024391j -0.0376597+0.000421039j 0.0417125-0.0715866j 0.0426606-0.0176638j -0.00527016-0.100152j -0.00460969+0.0551954j 0.031593+0.0823703j 0.0230084-0.086676j 0.0562313+0.00949117j 0.00443336+0.0404484j 0.041225+0.00919994j -0.084374-0.170322j -0.0704167-0.0190691j -0.107624+0.0188484j 0.0514715+0.0362783j -0.0646735-0.0291902j 0.180123+0.0503844j -0.0476247-0.0477647j -0.0447968+0.0911874j -0.0535898-0.058221j 0.0440655+0.0529912j 0.030231-0.0194104j -0.0526877-0.221097j -0.00615295-0.0848282j 0.06383-0.0435482j -0.105556-0.00189076j 0.017942+0.00969434j 0.0705721-0.0321326j -0.0327466+0.000567696j 0.00822412-0.0285957j -0.0119266-0.0899027j 0.0193701-0.0239458j -0.0137534+0.0880917j -0.0286574+0.038577j -0.0555182-0.0034632j -0.0449648+0.00294563j 0.0498095+0.0271343j 0.0546484+0.0493643j -0.0412503+0.0414477j -0.0759728-0.0193271j 0.0506872+0.0134583j 0.0141369-0.0344809j -0.0310244+0.00981971j -0.00233464-0.0376725j -0.0479362+0.0483497j 0.0093621+0.0755595j -0.0255757+0.0265772j -0.0153502+0.0376854j 0.0334269-0.00647334j -0.00399899+0.0468855j 0.000385168-0.00503553j -0.0309821+0.00916516j 0.00910604+0.0153619j -0.0289091-0.0107727j 0.0138307+0.00530755j -0.0122969+0.0408661j 0.000576384+0.022933j 0.00296217+0.0179838j 0.0218165-0.0116873j -0.0136114-0.0136195j -0.0200612+0.0394421j 0.0202514+0.0138202j -0.00874597-0.00562787j 0.0152813-0.00638172j -0.0141717+0.0128621j 0.023765+0.0103183j -0.00202693-0.0131889j 0.0194674+0.00506867j 0.0164443-0.0292912j 0.00612213+3.68396e-06j -0.00209738+0.0294635j 
0.0185856-0.0282908j 0.00375493-0.00558664j 0.0211318+0.0102213j 0.0130875-0.0206524j 0.00954727-0.0256582j -0.00874459-0.0114558j -0.00241729+0.000157808j -0.00560779-0.0018841j 0.000890458+0.0015463j -0.0142046-0.014105j 0.0334285-0.0397415j -0.0153308-0.0696125j 0.0374083-0.0221218j -0.037199+0.0317111j 0.0207938+0.0080047j 0.00689786+0.00819739j 0.0189043+0.0615093j 0.0529493-0.0551484j -0.0324102-0.0211445j 0.0200954-0.0390434j -0.0367791-0.0192349j -0.0126489+0.000448328j -0.00105762-0.00482542j 0.0325872+0.0179329j 0.0688691+0.0603638j 0.00612118-0.035899j -0.0342738-0.106172j 0.0233775+0.0302275j 0.0589671-0.06546j -0.0816023-0.0346865j -0.0475169-0.0635973j -0.0376313+0.0208789j -0.025772-0.118785j -0.0325433+0.0276417j -0.0913247-0.0846559j -0.0216513+0.085345j 0.00626361+0.0960935j 0.0672499+0.0388936j -0.0774128+0.0660847j 0.0287822+0.0286381j -0.0424385-0.107467j -0.0482869-0.074061j -0.0399303+0.0120427j -0.0698591-0.0478563j -0.0651509-0.0247333j -0.0374034+0.125235j -0.054105+0.0499976j 0.0258384+0.132467j -0.00710367-0.0219706j -0.039145-0.0278897j -0.0677775+0.00650204j -0.0495333-0.0443065j -0.075267-0.000535685j -0.0221261+0.146153j -0.146861+0.0510795j -0.0553766+0.0285652j -0.0241172-0.0562285j 0.00420259+0.0413647j 0.0656225+0.0344888j 0.011764+0.0354779j 0.0547949+0.0438808j 0.0209109-0.0356933j -0.069326+0.00141059j 0.0463764+0.0657178j -0.00763632-0.0291241j -0.00491023+0.057776j 0.0937323+0.000814951j -0.0364589-0.0495764j 0.055991-0.0375823j -0.0305748-0.05666j -0.0594243+0.00835459j 0.0904236+0.0253363j 0.0302918-0.0409704j -0.0151051-0.0397384j 0.0313806-0.0205892j 0.012209+0.021687j 0.0354064-0.00193336j 0.00240767-0.0213032j -0.0131716-0.0200457j 0.0182839-0.0645082j 0.0473802+0.0221442j -0.0369494-0.0628949j 0.0299974+0.00647723j 0.0159123-0.0388519j 0.00493408-0.000486784j 0.00230144-0.0062102j 0.00753862-0.00525445j 0.0294713-0.010287j -0.0168099-0.0286422j 0.0367121-0.0190238j 0.0149455+0.00117184j -0.0372133+0.00745745j 0.0196358+0.0308032j -0.0100479-0.023084j -0.0259923-0.013559j -0.0443793+0.0299959j -0.00797818+0.0259266j 0.00866298-0.00743249j 
-0.0142406+0.00868447j 0.00607343-0.00969145j 0.021191-0.00871887j 0.011173+0.0104728j -0.0205209+0.00540601j 0.0113914-0.00246796j 0.0207269-0.00781667j -0.0151613+0.0109556j -0.0136847+0.0113031j -0.00317071+0.0288217j -0.00639872+0.0171534j -0.0455102+0.0390195j -0.0567749+0.0400426j 0.0604551-0.0284731j 0.0261807+0.0627377j -0.0327066+0.0237423j -0.00826845-0.0036077j 0.0091744+0.0177856j 0.0222147-0.0887377j 0.0516185+0.0106223j 0.0308702+0.00378623j -0.0750677+0.0476043j 0.0745355-0.0549979j -0.0540829+0.0884689j -0.0711808+0.0415835j 0.0513549+0.0169175j -0.0234781-0.0290505j 0.0625202-0.013889j 0.00482574+0.0259053j 0.000514411-0.0805481j -0.0498278-0.0118543j 0.038859+0.0100966j -0.0563369-0.0214311j -0.0614428+0.0852795j 0.0302245-0.0983053j 0.00084321+0.00869695j -0.08397-0.0284869j -0.0489223+0.0846666j 0.0443124+0.0434679j -0.123217+0.191693j -0.0698033+0.000228369j 0.042078-0.0516424j -0.108841-0.0388591j 0.0901659-0.157196j -0.040563-0.012207j -0.0649087-0.105626j -0.0287651+0.060615j -0.0340935+0.0522232j 0.0714153+0.02566j 0.0493754-0.0370623j -0.0200849+0.0530586j 0.0283545-0.0951502j 0.0109955+0.0127919j 0.0635985+0.114437j -0.0414983-0.122671j -0.0254825-0.0523824j -0.0255389+0.103065j -0.0297761-0.00437562j -0.00599928-0.00324887j 0.0334065-0.0623087j 0.0233145-0.0804058j 0.067514+0.0451363j 0.0551468+0.0382467j 0.0639859-0.0990996j -0.0318424-0.0414589j 0.00150769-0.0096715j 0.0105522+0.0187449j 0.0419512+0.036799j -0.0130666+0.0301872j 0.0238925+0.0520448j 0.0522471-0.0211516j -0.00475199+0.0201101j 0.0288855+0.00478985j -0.00591008+0.0325069j 0.0250721+0.0392841j -0.0163018+0.0108828j 0.0169299+0.0352887j -0.000397909+0.0334279j -0.00323058-0.00606534j -0.00733729+0.0139915j 0.0051493+0.0364969j 0.0262381-0.00531044j -0.0150712-0.0164627j -0.031034-0.00318111j -0.0104928-0.0134674j -0.0230142-0.00678942j -0.00298874+0.0448741j -0.000864722-0.0221283j -0.00903197+0.00282808j -0.00183122+0.00988972j -0.00629362+0.0143063j 0.0233617-0.00379621j -0.0125593-0.0432643j -0.012826+0.0187146j 0.0219408-0.00370611j -0.0136515-0.0251576j 0.00124263-0.00612064j -0.00315205-0.00348657j 
0.010503+0.00501434j -0.00172581+0.0172257j 0.00129047-0.0264594j 0.00934619-0.0163263j -0.011503+0.00320974j 0.00527596+0.0356874j 0.0131112+0.00714594j 0.00353844-0.0187039j -0.0307899-0.0165239j 0.0148069-0.0107166j 0.034533+0.0146641j 0.0264471-0.000432094j 0.0198299-0.0239597j 0.0174829-0.0479885j 0.000313687+0.0400195j 0.00745977+0.0320518j 0.0301255-0.0208486j -0.0057518+0.00946945j 0.0232609-0.0638526j -0.00291628+0.0162878j 0.0139226-0.03423j 0.0227513-0.0428641j -0.0296112+0.0094379j -0.0579867-0.000277882j 0.0607978-0.00116871j -0.0422874+0.0816733j 0.0187701-0.00778594j 0.0403962+0.0141289j -0.00837998-0.00360318j -0.040956-0.0722291j -0.0720453-0.0390655j 0.125625+0.029012j -0.037232+0.0534642j -0.134582-0.00501386j -0.0427475-0.0383833j -0.14863+0.0150484j -0.0846612-0.0142727j -0.154996+0.00646986j 0.156671-0.0516087j 0.0444182+0.0658836j 0.147319+0.16333j -0.0136831+0.0221955j -0.00879985-0.102983j -0.0353355-0.188523j 0.00623523+0.015764j -0.0505517-0.173251j 0.0373767-0.141769j -0.126513-0.143306j -0.0182525+0.0551469j 0.163906+0.0347466j -0.0277871+0.114527j 0.112187+0.00386127j -0.113002+0.0486522j -0.0438288+0.0640841j -0.0693268-0.0158487j 0.0066581+0.0464428j -0.097553+0.00567216j 0.0630656-0.0268616j 0.00769026-0.0262733j 0.0521394+0.079002j 0.112514-0.0257198j -0.0332571+0.017304j -0.0681803+0.0191707j 0.07352+0.0739218j 0.0914885+0.0113197j 0.018105+0.0673279j 0.0658517+0.00537598j -0.0807836-0.00194955j -0.00927954+0.0280699j -0.00465461+0.0297881j 0.0171643-0.0153412j 0.00769621+0.0149484j 0.00333311-0.00424736j -0.0387229+0.0340681j 0.0179801-0.00534174j 0.0111134-0.00942436j 0.0133389+0.0427657j -0.048853+0.0329673j 0.0159498-0.00794555j 0.00792801+0.0036321j -0.0343088+0.00909597j 0.0183938-0.000460831j -0.000143013+0.0408225j 0.0157225-0.0394407j -0.0248954-0.0146485j 0.00730679-0.0354996j -0.00247061+0.0403072j 0.0538412+0.0136255j -0.0114739-0.0182178j 0.0111411-0.0117141j 0.00497464-0.0302656j -0.0275763+0.0201866j 0.0316788-0.000351344j -0.0469334-0.0156807j 0.00997372-0.00437398j -0.00618609-0.0148987j -0.0061279+0.0122057j -0.00202009+0.0131816j 
