-0.00858665-0.00430495j 0.0212634+0.0601378j -0.0153597+0.0400608j -0.0115081-0.0408019j -0.00988909+0.0108309j -0.00766419+0.0599436j 0.0135236-0.0441131j 0.0283994-0.00194668j -0.0143369+0.0077742j -0.0267719-0.0100464j -0.0326022+0.0752126j 0.00989977-0.0293613j -0.0251699-0.053527j -0.0336703+0.0239015j -0.0230768-0.0216689j 0.0164265-0.0134779j 0.00690541+0.0250971j 0.00349732+0.0148751j -0.0524765+0.0323919j 0.0189994-0.0115863j -0.00736108+0.0221711j 0.0269417-0.0326636j 0.0128487-0.0155493j 0.0170151+0.00588111j -0.028769+0.0413418j 0.00116055+0.0159479j -0.00436421-0.0160531j -0.0020566-0.0370957j -0.0262841+0.00643381j 0.0347142-0.0110575j 0.0191107-0.0034247j 0.0204125-0.0158436j 0.0119201-0.00165667j 0.00743193-0.0158668j 0.00918988+0.0133435j -0.00358492-0.0126733j 0.0159506-0.0115203j -0.0081208+0.0129909j 0.0161065+0.0110781j -0.00146056-0.0153798j -0.0304733+0.0172969j 0.0209795+0.0215173j 0.00798866+0.00312419j -0.000154153-0.00235988j 0.0136757+0.0287304j -0.0412473+0.0161127j 0.0201076+0.00331719j 0.0121188-0.012528j -0.0308622+0.0358366j -0.0094273-0.00159852j 0.00243577-0.00525596j 0.00077374+0.0270508j -0.0319615-0.0029145j 0.00806921+0.040933j 0.0361129-0.00923673j -0.0325496-0.0221792j 0.00021848+0.0187503j 0.00781146-0.0517493j -0.0217179+0.0243347j 0.0652635-0.0117158j -0.0226196-0.00390486j -0.00588848+0.0481693j 0.00430363-0.0121027j 0.0354349-0.0414284j -0.0369025+0.0195681j -0.0287139-0.00738425j 0.0101177+0.0183834j -0.0370209+0.0486986j 0.00929373-0.0497666j 0.0286747-0.0245691j -0.0953242+0.0856051j 0.0720541-0.11106j 0.0947692-0.0598857j 0.0197048-0.030395j 0.0637552+0.063407j -0.0867999+0.0487663j -0.0949452+0.0214628j 0.0549433-0.0172627j -0.0339557+0.0531879j -0.109263+0.187732j -0.0262075+0.00410873j -0.0371854+0.0592848j -0.183934+0.000481704j -0.187465+0.186024j -0.0447358-0.0424905j 0.0250668+0.0184369j -0.0839585+0.0848743j -0.0584731+0.021277j 0.0249957-0.0450456j -0.0516861+0.0195863j 0.00313484-0.017985j 0.0404357-0.0376552j 0.0343463-0.0618901j 0.000207926+0.00388811j -0.1033+0.177674j -0.12148-0.0316865j 0.1183-0.168798j -0.085943+0.0182819j 
0.0304467-0.0191188j -0.0309922-0.011378j -0.000522945-0.024725j 0.0111944+0.0182341j -0.0380702+0.0615096j 0.0962016+0.0745528j -0.0164776+0.0654377j -0.0381436-0.0299628j -0.0439575+0.0355925j 0.0342195-0.0192203j 0.00601304-0.0017058j 0.0229266+0.0363143j 0.0848705-0.0812777j 0.0528324+0.095028j -0.0152752+0.0135365j -0.0390399+0.00534542j -0.0217165-0.131827j -0.0137216+0.00318006j 0.0518206+0.105321j -0.0401238+0.0287332j -0.126106-0.0436257j -0.00395872-0.0573382j 0.139111+0.0645189j -0.0688811+0.0768428j -0.0869033+0.00358649j 0.0224208+0.0377044j -0.00179054+0.0344972j -0.046002-0.037055j -0.0307206-0.00467864j -0.100918-0.0387849j -0.0275127-0.0184082j -0.0807648-0.0936091j -0.033118+0.0191153j -0.0888651+0.0233801j -0.00965979-0.0475591j -0.00678336+0.0193884j -0.021457+0.0179137j 0.0277427-0.00841609j 0.0109405-0.0500919j -0.0274278-0.00599143j -0.0152788+0.030635j -0.0389837+0.0191521j 0.0195016+0.0463286j -0.0064646-0.0312308j -0.038767+0.0371418j 0.0181885-0.0508428j 0.0412497-0.0326257j -0.00611103-0.049309j 0.046182-0.0155447j -0.0323295-0.0504057j 0.0201827+0.0652862j -0.00173126+0.04801j 0.0108444+0.0500209j 0.01387-0.0143509j 0.00957822+0.0182783j 0.00837008-0.0298367j -0.0300173-0.000626241j -0.0206463-0.0180644j 0.0155404-0.00416506j -0.0386058-0.0593752j 0.0914919+0.0160407j -0.00405219+0.0465856j 0.0208517-0.00485117j 0.0462972+0.00521034j -0.0257599-0.00150986j 0.00970551-0.000204929j 0.02463-0.00377215j -0.0384029+0.023753j -0.0223704-0.00832628j -0.00119332+0.046262j -0.023207-0.0158369j -0.033192-0.0178593j 0.0148861+0.0179218j -0.00673424+0.030803j 0.0368932+0.0297387j 0.0254139-0.00172395j 0.0133965+0.0118632j -0.00854903-0.0123571j -0.00689496-0.00983008j 0.0054499-0.00227574j -0.00019699+0.0102632j 0.00111065+0.0180299j 0.0223933+0.0327405j 0.0174511+0.00454304j 0.0212523+0.00507922j 0.02104-0.0199017j -0.0122716-0.0107313j 0.00282026-4.05186e-05j -0.0415235+0.00488785j 0.0200429+0.00337381j 0.0179037+0.00896184j 0.0100858+0.0130843j 0.010619-0.0298704j -0.0332495-0.0180261j 0.0110727+0.0147156j -0.00749348-0.0231634j 0.00207763+0.000864962j 0.00746579+0.0172838j 
-0.00897096-0.0649834j -0.0334635+0.0229845j -0.0201151+0.0218357j -0.0653225-0.0277114j -0.0139472+0.035134j 0.0506381-0.0240893j -0.00946608-0.0110002j 0.0155338+0.0232395j -0.147283-0.0185076j -0.0413326-0.0601226j -0.0611541-0.11263j 0.086507+0.013393j 0.00916911-0.145187j 0.00636031-0.0235656j -0.056694-0.0630366j -0.0268714-0.111258j 0.0815328+0.00201625j -0.124791-0.0954852j -0.10597+0.0585429j -0.0194454+0.0917276j -0.101085-0.097218j -0.0299849-0.00948317j -0.00349752+0.0376421j 0.0681066-0.0138312j -0.140113+0.0313696j 0.00493357-0.0701942j 0.00392913-0.00714163j 0.0345297-0.0679744j -0.0584128+0.0256555j -0.114873+0.0434349j 0.0224796+0.0503961j -0.00830167-0.0197195j 0.00380851-0.0583503j -0.0385544+0.0227636j 0.0754442-0.00418872j -0.0513309+0.028692j -0.0615285-0.00336113j -0.0780926-0.065584j 0.0255666-0.0380022j -0.0342073+0.0321039j -0.0365669-0.0700623j 0.0687911-0.0180066j 0.0261624+0.0597286j -0.0383703-0.0227496j 0.0460354+0.102671j -0.00641297+0.00447127j 0.0181435-0.0299653j -0.0180173-0.0455755j -0.00736906+0.0336938j -0.00357274-0.0331269j -0.000280968+0.0391321j -0.0153869-0.0206907j -0.0267359+0.0319087j 0.0287843-0.0502102j 0.0326593-0.00112738j -0.0328467-0.0097099j -0.015956-0.0474854j 0.032715-0.0313938j 0.02227+0.00878981j 0.00562104+0.00565281j -0.0511677+0.00613743j -0.00164872-0.00515497j -0.0241413-0.0357389j 0.00190984+0.0176412j -0.0318344-0.0174764j 0.00208899-0.0162492j -0.000417058+0.038784j -0.00464308-0.0270002j 0.0153724+0.0178173j -0.0124867+0.0352499j -0.0155864-0.0136001j 0.0158408-0.0026873j -0.0107165+0.0325816j -0.017089+0.00201338j -0.0224375+0.0152862j 0.00670089+0.00432316j -0.000257027-0.0091419j 0.00484739+0.00663405j 0.000706491+0.0022802j -0.044033-0.0209822j 0.00223355-0.000984085j -0.0124599-0.0193428j 0.00136372-0.0463137j -0.0337596-0.021938j 0.012684-0.0356547j -0.00939657-0.0196889j -0.0053717+0.013473j 0.0173146+0.00280716j 0.0195478+0.00730391j -0.0328144+0.00549719j -0.00887379+0.00106492j -0.00639135-0.0104972j -0.0146823+0.0161904j 0.00739762+0.0106261j -0.0161354-0.00939862j 0.00557845+0.00295303j 0.00714333+0.0032275j 0.00387656-0.0237649j 
-0.0167528-0.00481113j -0.0133132-0.0132305j -0.105243+0.0741826j -0.042679-0.088341j -0.0304167-0.0531663j -0.065646-0.0289533j 0.0424032+0.00213208j -0.111662+0.0110905j 0.0434944+0.0142561j -0.089481+0.0955867j -0.0349048+0.0121817j 0.102276-0.0298293j -0.0646897-0.00292062j -0.0550564-0.0381565j -0.0322996-0.0782072j 0.197366-0.133384j -0.171548+0.121514j -0.193841-0.152196j 0.0392538+0.0594975j 0.0879147+0.0771049j -0.002277+0.026177j -0.0524704-0.130297j 0.0195309-0.113063j -0.0416877-0.0670688j -0.0494448+0.0633605j -0.0262287-0.0363662j -0.00852735-0.00444511j -0.00472912-0.0372476j -0.0141795+0.064948j -0.0379884+0.0905563j 0.017837+0.0419117j 0.0185037-0.0108044j 0.053143-0.129486j -0.0830158+0.0446997j -0.00759811+0.0351157j -0.041761+0.0681958j -0.00166787-0.0155349j -0.00827875-0.00677766j -0.0337193+0.0509806j -0.0181309-0.0355247j 0.046859-0.0544847j 0.0224061-0.0178865j 0.0318562+0.0175918j 0.0374972+0.0337731j -0.0448928+0.0727746j 0.040212+0.0509618j 0.0512956-0.0171712j -0.034515+0.0192251j 0.0795966-0.0141063j -0.0348388+0.0174799j 0.0365836-0.0242419j 0.0235583+0.0217568j -0.0221781+0.0310457j -0.00540042+0.00297595j -0.0137414-0.00133361j -0.00881423+0.0564133j 0.014963-0.0324131j -0.0329673+0.0146421j -0.000541851-0.00827518j -0.0185486+0.0147627j -0.000241939+0.0109551j 0.0628885-0.00433116j 0.0202456-0.00627038j -0.0188812-0.00174374j -0.0161661-0.00265047j -0.00945482+0.0275439j 0.0183042-0.00342017j -0.00275224+0.0203953j -0.0158731-0.0110083j 0.0346557+0.00171133j -0.0295278+0.0456427j 0.0159896-0.0232838j 0.0461866-0.00907477j 0.00964623-0.0114012j 0.0767607-0.0269238j -0.00402463-0.0227619j 0.0204046-0.0244517j 0.0341917-0.0150323j 0.00933445+0.00938762j 0.0241503+0.0282715j 0.00292502+0.0113226j 0.00203595-0.00183244j 0.00514393-0.00458061j 8.63464e-05+0.0439613j -0.00927368+0.00296392j 0.0389721-0.014275j -0.014999+0.00773172j 0.00197535+0.0145466j -0.0132576-0.0166608j 0.021612+0.0155023j -0.00149086-0.000610197j 0.0202494+0.00150971j -0.0268955-0.00665844j -0.00047346+0.0146379j 0.00394688-0.00109419j -0.0294047+0.0117254j -0.0113081-0.0233669j 0.00559133-0.00565919j 
0.0317109+0.0584462j 0.0938547-0.025836j 0.0467695-0.0263798j 0.043429+0.00929194j -0.0960984+0.00614321j 0.0214804+0.0837182j -0.000693157-0.0302341j -0.00148954+0.0360197j 0.0153523-0.059878j -0.0781784+0.033808j 0.232441+0.0245649j -0.0870112+0.148185j -0.129475+0.108946j -0.0183341-0.0191114j -0.118556-0.0766238j 0.100109-0.133684j -0.091221+0.0694407j 0.0141744-0.0295276j 0.111409-0.13274j 0.0824228+0.00914185j 0.0658721+0.0358517j -0.0314897-0.0497454j 0.07617-0.0484852j 0.0354797+0.0411992j -0.0407358-0.0434189j 0.058852-0.0687133j -0.0997683+0.00325661j 0.000230214-0.0371901j -0.102454-0.0218729j 0.0890715-0.0904268j 0.0544578+0.0379042j 0.0480355-0.00261588j 0.00625697-0.000662984j 0.0520546+0.00887705j -0.033103-0.0882199j -0.00498745+0.0147876j 0.0471763+0.0145241j 0.0496143-0.00575652j 0.0844349+0.00723687j -0.0524211+0.0102839j 0.0161919-0.0361719j -0.0627847+0.0259462j -0.0106451-0.0104717j 0.0539635-0.0355903j -0.0131628+0.0499407j -0.0587734-0.0333618j 0.0399104+0.0189528j 0.0278402-0.01996j -0.018741+0.00460366j -0.0667305-0.00600138j 0.0321367-0.057694j 0.0344061+0.00475142j 0.0286951-0.0156508j 0.0370003-0.010005j 0.0709473+0.0365156j -0.0473057+0.0444386j -0.000298511+0.0248928j -0.0159441+0.00336893j -0.000679341-0.0121556j -0.0482202+0.0369927j 0.0508785-0.0284971j 0.0341383+0.0462204j 0.032164-0.017931j -0.00668461-0.00938305j 0.0142239+0.0292441j -0.0112427-0.0148903j -0.0168465+0.0115694j -0.00447568+8.21266e-05j -0.0409151-0.0269266j 0.0140188+0.0222735j -0.00102361-0.00476739j -0.0438193-0.00749362j 0.0234007-0.00516316j 0.0260569+0.0164269j -0.00281982-0.0172526j -0.0241385-0.0168428j -0.0292648-0.00872214j -0.0246275-0.00582305j 0.00486878-0.0390028j -0.0173607-0.0338283j 0.00708832-0.00315571j 0.0222381+0.000784762j 0.0160675-0.0148144j -0.0550397-0.0450988j 0.0349082+0.0123412j -0.00421021+0.00519113j -0.0114156-0.021657j -0.0377175+0.000622877j 0.0161247+0.0343166j -0.0171949-0.0286365j 0.0233664-0.030768j -0.0152739+0.00179882j -0.00940729+0.00775116j -0.0411294-0.00320503j 0.0420704+0.013119j -0.0219448-0.0161987j 0.0282197+0.044037j -0.0183255+0.00189763j 
0.0796942-0.0820019j -0.0672845-0.0492552j -0.046285+0.0311453j -0.0138741-0.0296881j 0.041106-0.0689995j -0.0550424-0.0488229j 0.0470006+0.0802714j -0.0621026+0.00244183j -0.00674761+0.0799692j 0.244131+0.0749307j 0.135951-0.131959j -0.0797242+0.0300119j 0.0765669-0.158698j 0.0251447+0.165531j 0.154307-0.076282j 0.053349+0.108353j -0.0693994+0.0456033j -0.122088-0.0400485j 0.0496968+0.109809j 0.0513113-0.0222538j -0.0350735+0.010427j -0.00673836-0.0898062j 0.0637502-0.00201825j 0.0499672-0.0674807j -0.00478105+0.00666586j 0.0997953+0.0899545j 0.0353925-0.0485381j 0.0693034+0.0173346j 0.0302246-0.00597465j -0.0443013+0.0725028j -0.0629661+0.0131727j 0.00995122+0.0210116j -0.122752+0.0327122j 0.0285798+0.0592433j 0.0128047+0.0312805j 0.0585915-0.0145176j 0.0265063-0.0126592j 0.122264+0.036639j -0.0272618+0.00159631j -0.0227322-0.0352036j 0.0634598+0.0275697j -0.0280828-0.0334162j -0.015269-0.0036751j -0.00201178+0.0323134j -0.0048824+0.0261288j 0.0472767-0.056822j -0.0865224+0.0189064j 0.037073+0.000329111j -0.03032+0.00839054j 0.00492572-0.0213466j 0.0408023+0.00701719j 0.00978797+0.00632386j 0.037899+0.0422717j -0.00701433-0.0291484j -0.0819227+0.0636722j -0.0494606-0.0351732j -0.00723591+0.00823156j 0.00752144-0.0149012j 0.00552658+0.0139018j -0.0248311-0.051774j 0.0114849+0.0848908j -0.0515057+0.0456987j -0.0142379-0.0143409j 0.0379913+0.0191919j -0.0230246-0.00471101j 0.0192294+0.0021544j -0.00350771+0.0119572j -0.000336904+0.00631565j 0.0320447-0.0114175j -0.00580721-0.00554716j -0.0328087+0.0011295j 0.0288085-0.021217j -0.0163787+0.02219j 0.0330387+0.0079898j -0.0201964+0.0133938j -0.00501083-0.0125741j 0.0158218+0.000172922j 0.00374027-0.00174038j -0.0285576-0.0147764j 0.00799936-0.00728722j 0.0121305-0.00226789j -0.0427873-0.00332217j 0.0688821+0.0359629j 0.00605831+0.00249949j 0.00618363+0.0223188j 0.0206545-0.0258389j -0.0133044-0.025056j 0.0168696-0.00560921j -0.00312899+0.0173908j 0.0461104+0.0160863j -0.00775852+0.0239222j 0.0179632+0.015302j 0.0133434-0.00785999j 0.0261691-0.0278796j -0.0430434+0.00201628j -0.00122043-0.000734523j 0.018426-0.00548784j 0.0230606+0.0332231j 
-0.0614487-0.0155361j -0.0216233+0.0930391j -0.0388284-0.0848217j 0.0762079-0.0451827j -0.0778255+0.0126934j -0.0279574-0.0162205j -0.0034295-0.0883814j 0.0578467+0.0453501j 0.190768+0.016597j -0.010865-0.0787875j -0.145666+0.0139609j 0.106349-0.244871j -0.0591346-0.152924j -0.109894-0.169581j 0.136949+0.0627225j 0.0284447-0.0968002j -0.0573822-0.0458416j 0.0252595-0.00600174j -0.0294456-0.0683242j -0.0135085+0.00693489j -0.0265295-0.0112598j 0.0051822+0.0702792j -0.123322+0.0611554j 0.0619033+0.0254849j 0.0359229+0.0820239j -0.060412+0.0257953j 0.0246261+0.0532435j 0.0750999-0.0599265j 0.0257055+0.0918812j -0.0391936+0.0164284j 0.174565+0.0112162j -0.00393006-0.00285332j 0.103767-0.0929874j 0.0286813+0.034485j -0.0424954+0.0214042j 0.0810038+0.0606688j -0.0327739+0.0868365j -0.00570143-0.0132658j 0.016814+0.0276986j 0.0189186-0.0250966j 0.0492335+0.0286867j 0.0366677-0.020261j 0.0522245-0.00280746j 0.0491903+0.0748617j -0.0527469+0.033036j 0.00709448+0.0657766j 0.00112742-0.0421681j 0.0256133+0.0673587j 0.0127906-0.0388621j 0.0226366+0.0531479j 0.0627777-0.00958452j 0.0253748+0.0365975j -0.0412192+0.0425702j -0.00948281-0.0162423j 0.00683903-0.102117j 0.0209509-0.0260396j -0.0165267-0.0494j -0.0280808+0.0159521j -0.00333089+0.0134464j -0.0125458+0.0118251j 0.023826+0.03086j -0.00696152-0.019345j 0.0453016-0.0110593j 0.00469395+0.0132278j 0.0121712+0.00687212j 0.0560261+0.0120822j -0.0522337-0.00837192j 0.0159759+0.00887552j -0.0116241+0.00181782j -0.0308141-0.00560417j 0.0364222+0.00849584j -0.0140755-0.0170084j -0.0137235+0.0174689j -0.0286046+0.017379j -0.030739-0.00693368j 0.0316523+0.00646805j -0.00314718-0.0162443j -0.00988164-0.00777854j 0.0330682+0.00340317j 0.0119765-0.0114871j -0.0144167-0.00445561j 0.0365289-0.018861j 0.0173987+0.0106578j 0.00696324+0.00706826j -0.00394161+0.00300586j -0.00925568+0.015591j 0.00151497+0.000318386j -0.0207208+0.0432509j 0.00315085+0.0206638j -0.00500477+0.0310513j 0.0247826-0.0124834j 0.0130225-0.00340123j 0.00201095-0.00622456j -0.0361786-0.0033155j 0.00879261+0.0169982j 0.0392916-0.000408613j -0.00686486-0.0107684j 0.0129206-0.000849703j 
-0.0233363-0.0648635j -0.0473376+0.000505051j 0.0443319-0.0927946j 0.0957278+0.0688796j 0.0778035+0.0716733j -0.0352807-0.049263j 0.00685408-0.0235254j 0.0285274-0.021437j 0.0836849-0.119555j 0.163808+0.0541178j -0.0264992-0.161018j 0.0067431-0.101349j -0.0965119-0.177512j 0.153652+0.112135j 0.130955+0.0140244j -0.0875749-0.076229j -0.00740909-0.042392j 0.10205+0.118418j 0.0354407-0.0548622j 0.00961596+0.0359662j 0.0371464+0.022077j 0.0571669+0.119719j -0.000260181+0.0709522j 0.0112454+0.00704719j 0.0165123+0.00561592j 0.0297832+0.137993j 0.0904848+0.0360054j 0.0284455-0.0726807j 0.018176+0.0663114j -0.0391996-0.0599886j 0.0209354-0.0850504j 0.0342327+0.0900642j -0.0296288-0.101416j 0.0750005+0.0253346j 0.0143164+0.0693288j 0.06549+0.071458j -0.000213463+0.0469625j 0.0512026-0.0025519j 0.0119976-0.0415503j -0.0480069+0.0112484j 0.0501573-0.0538199j -0.0604349+0.013809j -0.0653688-0.0724387j 0.0187206-0.0235056j -0.00111966+0.0887792j -0.0177446+0.0689831j -0.0364489-0.0267597j 0.0261758+0.0254224j -0.000631242-0.0459921j 0.00386283-0.00436864j 0.0204135-0.0657562j 0.00742564+0.00202664j 0.0360344+0.0169768j 0.0192888-0.0231766j -0.00678763+0.0476248j 0.00743787-0.0536858j -0.00570793+0.0382381j 0.00584486+0.00173888j 0.0170454-0.0228435j -0.0230445+0.0225814j 0.0534564-0.0415554j -0.00141987-0.00510951j 0.0119344-0.0833398j 0.0184275-0.0178202j -0.0284755+0.0528078j 0.0301249-0.022335j 0.00159878-0.018649j -0.00317018-0.0142537j 0.0109385-0.00448103j 0.00549983-0.0250046j -0.00167928-0.0211606j 0.00329196-0.0194695j 0.0114042-0.00148932j 0.00478813+0.00808891j 0.00433992+0.0139629j -0.00767676+0.00502149j -0.00677734+0.0241091j 0.0165668+0.0215549j -0.000749532-0.0310058j -0.00221301+0.00444805j -0.00188892+0.0148135j 0.0115217-0.0333456j -0.0135289-0.00752857j -0.00113519+0.0168192j 0.00122501-0.00730851j -0.00556683+0.00793228j -0.00868639-0.0071028j -0.0168923+0.0246698j -0.0170131+0.0448912j 0.00722327-0.0317953j 0.0141562-0.0138279j 0.0211278-0.0263519j 0.00506766-0.00270323j -0.00612911+0.00708579j -0.0174913-0.000405211j -0.0117226+0.0127831j -0.000185443-0.00559511j -0.000201297+0.00554308j 
-0.0403962+0.0285104j 0.0567416+0.0336385j -0.0131757-0.0614241j 0.0371693-0.0349999j -0.114576-0.0698952j -0.0803795+0.00757065j 0.0248191+0.0522577j -0.0677776+0.00225839j 0.0782286+0.124759j -0.0805182+0.0248502j -0.0206688+0.103625j -0.052738-0.0193313j -0.0851909-0.0224441j -0.128921-0.0658762j 0.101768+0.0586167j 0.0618413+0.0709385j -0.0543732-0.124176j -0.0504298-0.0671896j -0.0209146-0.0290101j 0.0212778-0.025094j 0.02846+0.0721488j -0.0359565+0.0076963j -0.122869-0.0707757j -0.0776588+0.112131j -0.0322274+0.0624914j -0.0393714-0.00550915j -0.0716328-0.00325096j 0.0684541+0.0721967j 0.0650402-0.0515308j 0.0608348+0.0262512j 0.012426+0.0553259j -0.0254656-0.0400696j 0.0101636+0.00836064j -0.00226178-0.0250254j -0.0474494-0.0271008j 0.015456+0.0143672j 0.0112314+0.00961389j 0.0159198+0.0317475j 0.00125637+0.0357308j 0.00228451-0.019081j 0.00759406+0.111842j -0.000276094+0.0218743j 0.0247669+0.0536285j -0.0172034+0.0487561j 0.00997989-0.00928142j 0.0160424-0.01679j -0.00326196-0.0610458j 0.0232226-0.00561508j -0.033584-0.00244153j 0.0127588+0.0182906j 0.0244465+0.0302075j -0.0071021+0.000819278j -0.0254212-0.0058814j 0.0334876-0.0184112j 0.00993168-0.0439667j -0.0386493-0.0244115j -0.0152997-0.0280908j 0.0356306-0.0164307j 0.0221494+0.0268173j -0.0209389+0.0214437j 0.00136368+0.0184427j -0.026769+0.0290751j -0.000129579-0.00135521j -0.0159681+0.0287653j -0.0319242+0.00981619j -0.00182874+0.000856453j -0.0112389+0.0216077j 0.00966323-0.00202195j 0.0396685-0.00628662j -0.00691453+0.00479373j -0.00676231-0.0130799j 0.0258004+0.00135388j -0.0121315+0.0146722j -0.0219319+0.0139902j -0.0128608+0.0301196j -0.00903977-0.00731383j -0.0201662-0.022046j -0.0026153-0.000510932j 0.00967684+0.00240001j -0.0220363+0.0335459j 0.0164366-0.0282811j -0.00745243-0.0186599j -0.054104-0.00447857j -0.0177089-0.00139854j -0.00197574-0.0325767j -0.0208045+0.0213165j 0.00379561+0.00181571j -0.0202919+0.00885466j 0.000590996-0.00476659j -0.0287411+0.0138683j 0.0286038-0.0226905j -0.027219-0.00762955j -0.000416461+0.0176913j 0.00293323+0.000328557j -0.0110268+0.00856019j 0.00518347-0.0165331j 0.00101622-0.00178693j -0.0217786-0.0132805j 
-0.0663324-0.0125405j -0.022277+0.0535978j 0.0188389-0.0770989j -0.0292551+0.0741475j 0.0670334+0.0968911j -0.0594822+0.0817763j 0.0517413-0.0572535j -0.0706266+0.0518935j -0.0148182+0.00864497j -0.0352066-0.0888723j -0.0751443+0.0438209j -0.0885472+0.0610232j -0.0116464+0.0280844j 0.0658122-0.0452798j 0.0674708+0.0900121j 0.0300325-0.132922j 0.0135385-0.0684625j -0.0144463+0.0986656j 0.120937-0.0425758j 0.0287833-0.0566236j 0.0233879+0.0185681j 0.0030843+0.0869612j 0.0170958+0.0432373j -0.0368772+0.0959931j 0.063973+0.0194523j 0.0197113-0.048715j -0.0204675+0.04359j 0.0398629-0.0218404j 0.0739616-0.0606987j -0.00211091-0.133142j -0.102735+0.0510087j -0.023301-0.0574915j -0.0433404+0.0139422j -0.0351036-0.0675759j -0.00561701+0.0042321j -0.0684198+0.0312357j 0.0286979-0.010143j -0.0220646-0.0257507j -0.0779068+0.0063546j -0.0167972+0.0199544j 0.00893974+0.0274146j -0.0417322+0.0458185j -0.00709242+0.00665962j -0.0125322-0.001348j 0.0176473-0.00102997j 0.0595865-0.00511575j 0.00237107-0.0349021j -0.0333158-0.036929j 0.0249108-0.00262864j 0.0052752-0.00792496j -0.0241402+0.0275709j 0.00656358-0.00246519j 0.0016546-0.0168581j 0.0304297+0.0086644j -0.0444295+0.0144117j -0.017954+0.00549844j 0.00499381-0.00635094j 0.0274514-0.00622556j -0.00316843-0.00335516j -0.000855389+0.0136703j -0.0182389-0.0172879j 0.0299296-0.0116363j -0.0147384-6.57509e-05j -0.033717+0.0137557j -0.0203139+0.0369622j -0.00216839+0.014325j 0.0295564-0.0168808j 0.0177418-0.0165092j 0.0351635-0.0117016j 0.0282835+0.0158247j 0.010079-0.01638j 0.0327947-0.0147564j 0.00552434-0.00121206j -0.0203765-0.00339974j 0.031786+0.0259861j -0.00237233+0.0274802j 0.0393537+0.0223133j 0.0192807-0.00835031j 0.0128678+0.00165549j 0.0334075+0.025439j 0.0263435-0.00807275j -0.0118956+0.00747193j -0.0109372+0.0329372j 0.070539+0.0231467j -0.00818831-0.0133428j -0.014283+0.0159874j 0.0256808+0.0199062j 0.0284865+0.0201025j -0.0219377-0.0166193j 0.0083823-0.00303595j -0.000762555-0.00778821j -0.0105886-0.00720965j -0.0328868-0.00493855j 0.0340261+0.00152982j -0.0165682+0.00194424j -0.00812019+0.00425609j -0.0388291-0.025796j 0.0147189+0.000669528j 
-0.0312773+0.079909j 0.083783+0.00622418j 0.0988107-0.0254936j 0.0122805-0.0457855j -0.153817+0.0781815j -0.0744197-0.0690905j 0.0074688-0.0223857j 0.115979-0.121667j -0.102898-0.122824j -0.0118268+0.0142394j 0.0358713-0.00893195j -0.0135768+0.0890943j -0.00491238+0.0693872j -0.0381491-0.0512067j 0.0845592-0.0504479j -0.00306103+0.0743149j 0.0981578-0.0644108j 0.00180011-0.0487682j -0.0868212+0.0296808j 0.0715284+0.0688469j -0.0446862+0.0270014j 0.0113115-0.0665708j -0.104088-0.00207423j -0.107382-0.0694201j -0.0835303+0.0293728j -0.06261+0.021462j -0.0196646+0.062666j 0.065339-0.0726555j 0.0176437+0.0197067j 0.113181+0.0316126j -0.017743-0.11742j 0.0397392+0.0436043j -0.0125348+0.0171581j 0.0538005-0.00897217j -0.00594518+0.0602578j -0.00262146-0.018668j -0.0154052-0.0105401j 0.0521376-0.0205678j 0.0477169-0.0966227j -0.0407192+0.0342839j 0.0163784-0.0413842j -0.0259693+0.0393911j -0.0232457-0.0106952j -0.0413669-0.05464j 0.0213495-0.00447148j -0.0587911+0.0508736j -0.0348334-0.0185697j -0.00447944-0.0167058j -0.030684-0.0205598j -0.0270107-0.0193723j 0.0298215-0.0107962j 0.00926354-0.00452676j 0.0112338-0.0102655j 0.0386874-0.0168996j 0.0241276-0.0117064j -0.0406949+0.00729774j 0.00516665+0.0381079j -0.0191299+0.0161195j 0.0338607-0.0290433j -0.0108227+0.00673747j 0.0150397-0.0594514j -0.0219357+0.0108861j -0.0111825-0.0142802j 0.00440597-0.0376126j -0.016041-0.0213182j 0.00934719-0.032748j -0.0064152+0.0235922j 0.0132318+0.00193461j 0.00658234+0.0180566j -0.0457739+0.00898863j 0.0312248-0.00492086j -0.0192306+0.0254049j -0.04274+0.0064746j -0.0332016+0.0134422j -0.0231504+0.00695441j -0.0123245-0.0128695j -0.0551599+0.0300228j -0.0102799+0.031195j 0.0273132-0.000803351j 0.0307854+0.00790851j -0.00457088+0.0282975j 0.0297642-0.0111749j -0.0881814-0.0217359j 0.00163159+0.00878426j -0.0338126-0.0231204j -0.0260251-0.000575785j 0.0238489+0.00764939j -0.0501542-0.003906j -0.00990444+0.00832791j -0.0311-0.0133802j 0.0159044-0.0139286j -0.035461-0.0152725j 0.0207959-0.00816075j -0.0124223+0.033197j 0.0308923-0.0104966j 0.008873-0.0112979j -0.0200757+0.00625542j -0.0390391-0.0223737j 
