0.00403836-0.0137592j 0.00939735-0.00172593j -0.00481656-0.00544625j 0.00208122-0.0187858j -0.00580121+0.00703842j 0.00537595-0.00870281j 0.00597098+0.00235062j 0.00339554+0.00086002j 0.00242655+0.0010351j -0.00923217+0.00833108j 0.0062751-0.00671606j -1.92095e-05-0.000933588j 0.00741697+0.00516859j 0.00793641+0.00496724j -0.0040077-0.0054245j 0.0069758+0.0033443j -0.0044371-0.00565759j 0.00233516+0.00646721j -0.00921855-0.0111729j 0.0152383-0.0068154j -0.0106149+0.000456839j -0.00427623-0.00221248j 0.00407928-0.00761747j -0.00620621-0.000790292j -0.000130604-0.00461851j -0.00566048-0.000927319j 0.00383952+0.00151232j -0.000840531+0.0023505j 0.00487972-0.0060069j 0.000266641-0.00165281j 0.000249594+0.000963795j 0.000324389-0.00305492j -0.00222324-0.00366211j -0.010303-0.0033214j 0.00332208-0.00250738j 0.0150262+0.000616918j 0.00696425-0.000564281j -0.014499-0.00190623j 0.00407771-0.0026889j 0.00671332-0.00184439j 0.0056357-0.00219617j -0.0111983+0.0019469j 0.00402567+0.00210131j 0.00350119+0.0101325j -0.00338264-0.00151144j -0.00319153+0.000498082j -0.00572233-8.18213e-05j -0.00149197-0.000495612j 0.0026548+0.00685911j 0.00189656+0.000944798j 0.00821103+0.00417584j -0.00019804-0.00387467j -0.00303322-0.00178683j -0.00265339-0.000386441j 0.00820064+0.00394473j -0.00432237+0.00350596j 0.00505539+0.00245482j -0.00806729+0.00129759j -0.0118609-2.16466e-05j -0.00523723-0.00831519j -0.00928707-0.00273597j -0.00527966+0.00129965j 0.00556713-0.00463908j 0.00103498+0.00257724j -0.000768684+0.00227859j 0.00053686+0.00353422j 0.00168612-0.00907078j 0.00512075+0.000773641j 0.00316765-0.000495124j -0.000196884-0.00312758j 0.00213937-0.00296079j -4.40968e-05+0.00291164j -0.00307946-0.000349784j 0.000573877-0.00161335j -0.000559663+0.000497399j 0.00102859+0.00212377j -0.000211859+0.00144596j -0.000385165+0.00267151j 0.00274207-0.00194448j -0.00630383+0.00247845j -0.00580149-1.92856e-05j 0.00584163-0.00276226j -0.00325145+0.00165567j 0.0057604-0.00307316j 0.00559791+0.00745196j 0.00762181-0.00390185j -0.0165364+0.000227012j 0.00408479+0.00185217j -0.000475974+0.00247616j -0.0440385-0.0110594j 0.00256773-0.00152564j -0.0212408+0.00443751j -0.0209707+0.00951626j 0.0298368+0.0481131j 0.0280126-0.0452411j 
0.00275291+0.00271072j 0.00300184-0.00564704j 0.00143322-0.00311156j 0.00638469+0.00344978j -0.00614961+0.00355044j -0.005816+0.00515333j -0.0112494-0.0114892j -0.0286079+0.00925706j 0.0184473+0.0080344j 0.0149792-0.00478118j -0.0159987+0.00782021j 0.00185682-0.00736535j 0.0144607+0.014073j 0.00135285-0.00915327j -0.00259286-0.010273j 0.00443465-0.00450915j 0.00704381-0.00571699j 0.00448611-0.00690012j -0.00175189-0.00392438j 0.0127785-0.00784636j 0.0253173+0.00506892j 0.00305693-0.00637849j 0.00335584-0.00673637j 0.0129038-0.00626868j -0.00196106-0.0110641j 0.0190934-0.0111542j 0.00897675+0.00054266j 0.00907955+0.00479963j -0.00649509-0.00469552j 0.00289214-0.00421514j -0.00412604-0.00733942j 0.01232+0.000251872j 0.0149057+0.00640815j 0.0114186+0.00856929j 0.0123984-0.000747585j 0.0150893-0.00860591j -0.00624889-0.0160275j 0.0027835-0.00590509j -0.0123009+0.0159002j 0.0114885+0.000189836j -0.00168+0.0186391j 0.0154055+0.00598283j -0.00941373-0.00714379j 0.00421756-0.00865619j 0.0189329-0.00125408j -0.00369261+0.00373186j 0.0028876+0.0165673j -0.0177021+0.00434025j -0.00465499-0.00075392j 0.00625114-0.000872642j 0.009176+0.00728139j 0.006899+0.00489311j -0.001356-0.00379173j 0.00441277+3.55334e-05j -0.00547791-0.00155007j 0.00130506+0.00039883j -0.00628852-0.00797613j 0.00911649-0.0107015j 0.0133256+0.000708619j -0.0117104+0.0167573j 0.00845535+0.0216489j 0.00787898+0.0123441j -0.00242402+0.00667317j -0.0148462+0.00219871j -0.00245773+0.00998994j -0.00353926+0.0147678j -0.00898648+0.00512101j 0.00746262-0.000669977j 0.0236005+0.00501353j -0.00659337-0.0105399j -0.0123013-0.00252544j 0.00614744+0.00912022j -0.00135649-0.000835082j -0.00606187+0.00517476j -0.0170768+0.00187791j -0.00220515-0.000206091j -0.00710552+0.00410524j 0.00337966-0.0107872j 0.000589978+0.0144005j 0.0139025+0.00826331j -0.0147391+0.00611266j 0.00303222-0.000247605j -0.00171081-0.00918426j -0.00461238+0.0119902j -0.0118979-0.0188959j -0.0101238+0.00636199j 0.00115299+0.0110393j -4.18926e-05+0.00097676j -0.00418409+2.94263e-05j -0.000987481-0.00923919j -0.0134445-0.0081096j -0.0105149-0.0123147j 0.00978712-0.0115537j -0.0042744+0.00055887j 0.0111594-0.00937937j 
-0.0122348-0.000902652j 0.010675+0.00535593j -0.00716244+0.0139715j -0.00741676-0.007269j -0.023948+0.000405173j -0.00183301+0.0028257j 0.0126547-0.00712856j 0.0123966+0.0103304j 0.00674517-0.016634j 0.00627789-0.0131607j -0.0106913+0.0214919j -0.00219045+0.00116379j -0.0141608+0.0123666j -0.0087603+0.0021551j 0.000384722-0.000575374j 0.00264293+0.00446655j 0.00151178+0.014702j 0.0100185+0.00651372j -0.0098897+0.00756073j 0.010394-0.00109814j 0.00103144+0.0133402j -0.010996+0.0179919j 0.00192344-0.00616972j -0.000434416-0.0183819j -0.00850767-0.00497398j -0.0142845+0.00356974j -0.0144106-0.0088092j -0.0226547-0.000165001j 0.0216207-0.00314748j 0.00195913-0.00360039j -0.00716625-0.00314533j -0.000214532-0.00756478j 0.00587437-0.00494509j -0.00769641+0.000518635j -0.0154237+0.000317735j -0.0044675+0.00821069j 0.00735228-0.000459785j 0.000500491+0.0175659j -0.00256213-0.00683659j 0.00154937-0.00626903j 0.00538276+0.0440613j 0.0150391-0.00845882j 0.0172219-0.0132155j 0.00524353-0.0125382j 0.0547221+0.00714588j -0.0149941+0.00284217j 0.00739314+0.0223147j -0.00403223-0.00448995j -0.00479698-0.0075588j 0.0131451-0.00157295j 0.00469951+0.0198128j 0.00771412-0.0098452j -0.00341103-0.0100313j 0.00423918-0.00251933j 0.00854073+0.0108756j 0.000270246+0.00222444j -0.00288894-0.0114333j 0.0160516+0.00535817j -0.0149004+0.00404862j -0.00467552-0.00766174j -0.0135633-0.00635333j -0.0081501+0.0106777j -0.00748814+0.00971486j -0.0043338+0.00824297j -0.00114005+0.0103853j -0.0134145+0.0166124j 0.00607799-0.00222591j 0.0164827+0.00600299j 0.0192153+0.0133518j -0.00906405-0.00626568j 0.00556975-0.00322353j -0.00867022-0.00160128j 0.00813252+3.56084e-05j 0.00474036-0.0116502j 0.00202137-0.00101989j -0.00494128+0.00227155j -0.00357029+0.00127665j -0.00570506+0.00583076j 0.00230762-0.00674236j -0.00431419-0.00239372j 0.000977085+0.000767493j -0.00984137-0.000693673j -0.00190996+0.00416394j 0.00374305+0.00205066j 0.000344996+0.0086277j 0.00500273+0.00120402j 0.00466939+0.00200319j -0.000100039+0.00126417j 0.00227638-0.000414496j 0.00655212+0.000800891j -0.00117365-0.00342486j 0.00591106-0.00448951j 0.00290386+0.00617018j 0.00461236-0.00589328j -0.00381605+0.00779976j 
0.000511643+0.00510537j 0.00203109+0.00337506j 0.000472739+0.00869015j -0.00226008-0.0125476j -0.015269+0.000786955j 0.00537173-0.0174746j -0.0210676-0.0223024j -0.0233855+0.00131187j 0.00649481+0.00141335j -0.00799775-0.00466016j -0.0018551-0.0162633j 0.0120201-0.00352891j 0.00987419-0.00606397j 0.00888782-0.00322562j -0.00398521+0.000185477j -0.00456255+0.00110509j 0.0151457-0.0237902j -0.00218389-0.0097816j -0.00166479-0.00923405j -0.00318057+0.0135357j 0.00728119-0.0142545j -0.00589755+0.00795983j 0.00718468+0.00874397j -0.0117676+0.0150271j -0.0125833+0.000841709j -0.0109764+0.00923192j -0.034849-0.00665971j -0.00932648-0.00196557j -0.022583+0.00569646j 0.00213701+0.000255116j -0.00591388+0.0102493j -0.00564969+0.00265391j -0.00889597+6.83214e-05j 0.00712601-0.000265666j 0.0134153-0.00913781j -0.0115552-0.0126545j -0.0121795+0.00352378j 0.00185386-0.000223892j -0.00425336-0.0274955j -0.00381959+0.0014779j -0.00713178+0.00776908j -0.0188215-0.0016083j 0.030196-0.00366299j 0.000578918-0.000482077j 0.00391809+0.00104998j -0.0100165+0.00391313j 0.00639968+0.000815548j 0.00868395-0.00411857j -0.00265609-0.000565703j 0.00325083+0.000512517j 0.00105455-0.0020633j 0.00442022-0.0107588j -0.0093086-0.000934457j -0.00478938-0.00199658j 0.00746244+0.0100149j -0.00100638+0.000770841j -0.00354876+0.00755071j -0.0162791+0.00195702j 0.00316134+0.00410362j 0.00124439+0.00683527j 0.00216271-0.0225025j -0.00406828+0.00799647j -0.0106098-0.00441452j 0.00653479+0.0019743j 0.0149567-0.0053426j -0.00862638-0.00782112j 0.00414129-0.00487466j 0.00251536+0.00894817j -0.0016157-0.00761001j 0.0114161-0.00587773j 0.00176271+0.000184121j 0.00758404+0.00610986j 0.00372026-0.000139645j -0.00125705-0.00338929j -0.0101623+0.00145488j 0.00664234-0.00362872j -0.0137514+0.0123334j -0.00256198+3.31369e-05j -0.00441141-0.00171453j 0.0216615+0.00581645j 0.00571115-0.00536401j -0.00222185-0.011555j -0.00399595-0.00757333j -0.00958086+0.0131528j -0.00135437-0.0134828j 0.00617965+0.0130215j -0.00625159-0.00247972j 0.000289125-0.00200281j 0.00270087-0.00350458j -0.00718523+0.00530909j 0.00599439+0.0103027j -0.00201409+0.00472082j -0.00643468+0.00893808j -0.00134918+0.00393271j -0.00353828-0.00826177j 
0.00842968+0.00661263j -0.00437088+0.0147082j -0.00680614-0.0274415j 0.00840962+0.0135641j -0.0132105-0.00243761j -0.00106053+0.00593228j -0.0179213-0.00730169j -0.0157721+0.0125683j 0.00671659+0.00617334j -0.00434868+0.00527611j -0.00110244+0.010663j 0.00728767-0.00510561j 0.0038308+0.00606154j 0.0055367-0.0191459j 0.00167302+0.00711474j -0.00225392+0.00366783j 0.010809-0.00133348j -0.00045448-0.0101131j 0.00294974-0.0038324j -0.00249148+0.00568146j -0.00307456+0.0165034j 0.00283175+0.00533964j -0.00202763+0.00251931j -0.0174102-0.000251466j -0.0168744+0.00657929j 0.00548264+0.00442394j -0.0187147-0.00511616j -0.0119741+0.00558515j 0.00807819-0.000258974j -0.00055199+0.00244394j -0.00127025+0.00706875j -0.00977833-0.00096756j -0.0103871-0.00469776j -0.00680065-0.00694029j 0.00235527+0.00600459j 0.00364618+0.00321218j -0.0103546-0.00960498j -0.00813019+0.000464196j 0.00228518+0.00668387j -0.0145186-0.0209068j 0.00344499-0.0222237j 0.0237246-0.00701705j -0.00600541-0.00102247j 0.00695326-0.00461782j -0.0186502+0.00161735j 0.00380855+0.00464827j -0.00635014-0.00540014j 0.005617+0.00265317j -0.00758047-0.00575273j -0.00200506+0.00191249j -0.00470786-0.00536547j -0.00655607-0.000435783j 0.00696828-0.00550322j -0.00875041+0.00807268j -0.00154211-0.00112525j 0.00487675-0.00994994j -0.0148624-0.00567149j -0.00560335-0.00126555j -0.0109766+0.00254572j 0.00561648-0.00524221j 0.00521344+0.00117928j 0.00207362-0.0265018j -0.00400872+0.00252226j 0.000808996+0.00469167j -0.0180675+0.00114949j 0.00172527+0.00569368j 0.00866835-0.00712474j -0.000455781+0.00463105j -0.0178702+0.0104204j -0.0141988+0.0108923j -0.0189653+0.00327711j -0.00837706-0.015256j -0.00356281+0.00661643j 0.0114663+0.0117409j 0.021583+0.00440454j -0.0112866-0.00718614j 0.00145284-0.0180272j -0.0196988+0.00263923j 0.0135326-0.00199969j -0.0177971-0.0154822j -0.00523652+0.00693867j 0.00859225-0.00550367j -0.00324645+0.00422963j 0.0127244+0.0111752j -0.00429122+0.0277688j 0.00045977-0.0110887j 0.00521394+0.00326794j -0.00504314+0.00597564j 0.00255844+0.0112524j 0.00626035-0.00464049j -0.00572404-0.00731076j -0.0028717+0.00742741j 0.000746887-0.0144232j -0.000476005-0.00967137j 0.00350695+0.000723002j 
-0.0074438-0.0076079j -0.0141291+0.00722703j -0.00972078-0.0166421j -0.00243547+0.017645j -0.00644499+0.0271001j 0.0266446-0.0101398j 0.0117484-0.0158244j 0.00523223+0.0188733j -0.00706569+0.0135088j -0.000716993+0.0127487j 0.0044362-0.0170618j 0.000846748+0.00909527j -0.00827775+0.0105427j -0.00070856+0.0118561j -0.00486707-0.00212629j -0.00753114+0.00958502j -0.00125425-0.00451809j 0.00401761-0.00198245j -0.00870767+0.00253587j -0.0093705-0.000598864j 0.00674133-0.000103868j 0.0196904+0.000132667j 0.00166225+0.00692079j 0.0129946-0.00696253j 0.0136094+0.0126212j 0.00776333-0.00342013j 0.00343131-0.00255929j 0.00398604-0.00656874j -0.0040697+0.00867585j -0.00173028+0.00349348j 0.0067318-0.00213923j 0.00709585-0.00052133j 0.00358909-0.000317139j 0.0127333-0.00161526j -0.00133318-0.00379068j -0.00501081+0.00204857j 0.00737137-0.0185678j -0.0099644-0.00470305j 0.00228461+0.0135978j -0.0117067-0.0129303j 0.0202077+0.00785047j 0.0134448-0.00323556j -0.00876393+0.00142523j 0.00168158+0.00831236j 0.0106701-0.0153516j -0.00622698+0.00621322j 0.00193628+0.0076679j -0.0211959+0.00607914j 0.000645519-0.00209661j -0.00527901-0.0132033j 0.018005+0.0166236j 0.00925965-0.00542677j 0.00302157-0.00733561j -0.00390656-0.00536313j 0.00522653+0.00883318j 0.0050419-0.0191003j -0.0160479+0.005171j -0.0155908+0.00597654j 0.0119834-0.0127708j 0.019908+0.0166536j 0.00559508+0.00156014j -0.00834395-0.0105991j -0.00022106+0.00630852j -0.0116895-0.00182984j -0.011008+0.00889274j -0.00852364+0.00995073j 0.000434439+0.00181913j 0.00152521+0.00146928j 0.00415865+0.0124919j -0.0135351-0.00216179j -0.00136498-0.0024439j -0.00706345-0.00300623j 0.00642595+0.000916036j -0.00300901-0.00119206j 0.00593885-0.00698999j -0.00644906-0.0083135j -0.00746479-0.000863856j 0.00797138+0.00377932j 0.00473246-0.00887491j 0.000447412-0.00577827j 0.012776-0.00228923j -0.00420473-0.00844399j 0.000735701-0.00805623j -0.00395311-0.00978789j 0.0105187+0.000334754j 0.0107795+0.00491852j -0.00378638-0.00569605j 0.00244567-0.00437763j 0.000265697-0.00437806j -0.00556558+0.00626213j 0.00942289+0.0111697j 0.00204733+0.0106179j -0.0106673+0.0104306j 4.52924e-05+0.00421191j -0.00782704-0.000422002j 
-0.0295368-0.01431j -0.00467224+0.00488848j 0.0129878-0.00925899j 0.00438697+0.0122523j 0.015083-0.0089618j -0.00911968-0.0289582j 0.00072364-0.00471298j 0.00220226+0.0110799j -0.0106448+0.00339806j -0.00369177-0.00694939j 0.0080759-0.00129059j -0.00152599+0.00602115j -0.0038536-0.00101051j -0.00307963+0.00597268j 0.00057508-0.00479794j -0.00501625+0.000616806j 0.00402971+0.00566899j -0.00244812+8.77632e-06j -0.000620607-0.0115824j -0.0109847+0.00145834j -0.0148597-0.00548843j 0.00600784-0.00867067j 0.00592776-0.00738622j -0.00395838+0.0155644j -0.00772803-0.0144339j -0.0152647-0.00213008j -0.00326943-0.00368065j -0.00333551+0.01184j 0.00583625-0.0160502j -0.000417577-0.00197734j 0.0032787+0.0170124j 0.00333361-0.000517252j -0.0120866+0.000354694j -0.0199828+0.00742719j 0.00648988-0.0113006j -0.0146155-0.0115168j 0.00294393+0.00119067j 0.0129916-0.015209j -0.0012533-0.00304476j -0.00156069-0.00684775j -0.00820018-0.00910516j -0.00820744-0.00117391j 0.0108612-0.00419038j -0.0209786+0.00362077j -0.0024665+0.00161757j -0.00172399+0.0138274j -0.0129508+0.00525836j -0.00689071-0.0115241j -0.00647835-0.00753623j -0.00371133-0.00353717j 0.00100621+0.0111896j -4.01231e-05+0.00496241j -0.00632003-0.0046743j 0.0100561-0.00142184j -0.00475387-0.00559301j 0.00622236-0.00506757j -0.0195151+0.00408003j -0.0110656-0.0103397j 0.022226+0.0106078j -0.0114697+0.0179066j 0.00416041+0.00675361j 0.0055101+0.000674478j 0.00526339+0.00275744j -0.00592948-0.00480994j 0.00661569-0.00902669j 0.0111826-0.00656676j -0.00303416-0.00827332j 0.0136919+0.00363185j -0.00720137-0.000971268j -0.0013397+0.0110677j 0.00391637-0.00284185j -0.0105957+0.00263846j -0.0024186+0.00104863j -0.0039602-0.00837906j 0.00792162+0.00125264j 0.00207823+0.0108145j 0.00850304-0.00196926j 0.00580303-0.000793963j -0.0104102-0.00242221j -0.00683226-0.00489169j 0.00737562+0.00459638j 0.00309665+0.00412442j 0.00460443+0.0124393j 0.00656502-0.00822032j -0.00537927+0.00331361j -0.00840797-0.00579632j 0.00142312-0.00437761j 0.00422136+0.000634463j -0.00037273-0.00180803j 0.0017133-0.00453215j -0.0133777-0.00171415j 0.00500381-0.00728279j 0.00857985-0.00823156j -0.0135372-0.00592086j 0.00132114+0.00556186j 
-0.0146149-0.00670086j 0.00843336-0.0151477j -0.0137037-0.0179695j 0.00195119+0.00374434j -0.0234598+0.0230647j -0.0042361+0.00731866j 0.00187999-0.00140773j -0.000132989+0.0206921j 0.00950771-0.00265121j 0.00309179+0.00622397j -0.00947029+0.00487535j 0.000893553-0.00511736j -0.00244858+0.0112208j 0.0021458-0.0120151j 0.00113745-0.000627885j 0.00758776-0.00477847j -0.000813101+0.00522675j 0.000949464-0.0096953j -0.00666393+0.00298334j 0.00847626-0.00428169j 0.00766298+0.00543717j -0.00238646-0.00719379j 0.00835425+0.0218876j -0.00504643-0.0157735j -0.0179201-0.0113357j -0.00188582-0.00960013j -0.0154794+0.0172738j -0.0121944-0.00198985j 0.0055324+0.00524614j -0.000686435-0.00101326j -0.014723-0.0251797j -0.00202817-0.00876351j 0.035499-0.0164207j 0.00929118-0.000841891j -0.00577724+0.00655962j 0.0217294+0.0118205j 0.0115326-0.0161838j 0.0079992+0.000213767j 0.00921376-0.000163369j 0.00523518+0.00178855j 0.0138249+0.00892544j 0.0234021+0.000779664j 0.00394097+0.00126204j 0.000594912+0.00168203j 0.00743996-0.00367128j -0.00335428-0.00421502j 0.00408936+0.00476516j -0.0170153+0.00834203j 0.000786521+0.00256285j 0.00247146-0.00267757j -0.00460065+0.00546226j 0.00696004+0.0050443j 0.00353324-0.00384378j 0.00687842+0.00151284j 0.00299777+0.000193389j -0.0106589+0.00940032j 0.0108561+0.000419573j 0.00910314+0.00017369j 0.00685464-0.0059677j -0.00729146-0.00661968j -0.0066525+0.0300002j -0.000680882-0.00866308j 0.0170932-0.0232082j -0.00282334-0.0211252j -0.0153615+0.00186819j 0.016551+0.00166313j -0.0236884+0.00996011j -0.0288546-0.0204655j -0.00145333-0.00657581j -0.00464406-0.00339282j 0.0110706-0.000382916j 0.00507331+0.0019536j -0.0054941-0.000585926j -0.00409972+0.00242533j -0.0142506+0.000375942j 0.0044113-0.00163161j 0.0190891+0.00644448j 0.0263628-0.00897981j -0.00530863+0.00059507j -0.00220643+0.0104965j 0.00750306-0.0089234j 0.0155508+0.0106991j -0.00177477+0.00134799j -0.00657951-0.0274769j 0.00665609-0.0207672j -0.0089814-0.0150469j -0.0115903-0.0151089j -0.00711224+0.00593619j 0.00284997+0.00704892j 0.00150112-0.000598702j 0.00675258-0.00216688j -0.00246624+0.00395762j -0.00293665-0.000250108j 0.00174747+0.00995763j 0.000267053-0.00214247j 
-0.0112358+0.00596955j 0.00657236-0.0172613j -0.00188003-0.000851542j -0.00446951-0.00140346j 0.00356139+0.0121037j 0.0143818-0.000761937j -0.00132673+0.0046596j -0.00313733-0.000516582j 0.00661812+0.0230624j 0.00439081-0.00591001j -0.00288443+0.0047017j 0.00270625-0.000296595j -0.00601736+0.00090061j -0.000377509-0.00869333j 0.0067241+0.00714202j 0.00346982+0.00579621j -0.00197536-0.00346455j 0.00413895+0.00652791j 0.0030036+0.0087191j -0.0021217-0.0023327j 0.0103202+0.0176157j 0.019042+0.0112997j -0.00446279+0.0106845j -0.0169074-0.00175319j 0.0147162-0.00712078j 0.00877373-0.00419976j -0.00735798+0.00632563j -0.0125362-0.00527179j 0.00892024-0.00587767j 0.0042332-0.00246301j 0.00155266-0.0205968j -0.00240096+0.00379823j 0.00992655+0.0102851j 0.0160461-0.00644223j -0.0230233+0.00122001j 0.00725932-0.0140644j 0.00043176-0.00312172j -0.0231485-0.00738436j -0.00556707+0.00494515j 0.00402974-0.00672114j -0.000402798-0.00431273j 0.00978001+0.00101737j -0.0103885+0.000603821j 0.00265229-0.0067417j -0.0031424-0.00116943j 0.0104993-0.0068546j 0.00897906-0.00590001j -0.00234416+0.0150961j 0.00299819+0.00389996j -0.00117089-0.00715626j 0.00310043-0.00625359j 0.0202936-0.00573579j 0.00480081+0.00818604j -0.00195135-0.00380286j 0.00166197+0.0122646j 0.0116112+0.00585172j 0.00387657-0.00746042j -0.00903981-0.00657308j -0.00335817-0.00886939j 0.00113683-0.00202691j 0.0167874-0.00598232j 0.0170286-0.0130769j -0.014684+0.00431184j 0.0105056+0.00412709j -0.00701962-0.00133741j -0.00808013+0.000452988j 0.0110607+0.0191194j -0.0158095+0.000109547j 0.00682751-0.000299079j 0.000247721-0.00283355j -0.00465083+0.00407614j -0.000712208-0.00337096j 0.00648297+0.0106648j 0.00911011+0.00337099j 0.00495647+0.00702407j 0.00353215-0.00534306j -0.0137472+0.00734115j 0.00711284-0.000977516j 0.0147565+0.00854522j 0.0148987-0.00836651j -0.00891593+0.0283219j -0.00415951-0.0138185j 0.00207065-0.0136774j 0.0031274+0.01j -0.0167469-0.000471486j 0.0158362+0.0174918j 0.0113323+0.010459j 0.00490061+0.0011943j 0.0074445-0.00118948j -0.0108202-0.0134257j -0.0104873-0.00120371j 0.0211323-0.00224957j -0.000235217+0.0207385j -0.00542706-0.0108239j -0.00389207+0.00919748j 
0.0216361-0.0145425j 0.0229883+0.000427167j 0.000743942+0.00542972j -0.00175693+0.00823581j 0.00886591-0.00354218j 0.00334196-0.00558712j -0.00590187-0.00946525j -0.00989602-0.00510482j 0.0044242+0.0101952j 0.00619854-0.0128336j -0.0055223+0.00441733j -0.000141841+0.00430862j 0.00709524-0.0052575j -0.00136275-0.00867047j -0.00220876+0.000662549j 0.00748997+0.0015297j -0.0021401-0.00477264j 0.0029862+0.011975j 0.0045451+0.0102502j 0.0062551-0.0134452j 0.0148857-0.00913708j -0.0126625+0.00300271j -0.00732848-0.0123672j -0.00241533-0.00557639j 0.00263243+0.00648188j 0.00887423+0.00611116j 0.0128873+0.00175647j 0.0148554+0.00141986j -0.00938743-0.0115788j -0.00471734-0.00264504j -0.00444635+0.00781589j -0.00956482-0.0048921j -0.00260838-0.0020353j -0.00884527+0.00412573j -0.00973259+0.00252949j -0.00188996-0.00278743j -0.00793869+0.012441j -0.00166863-0.00389467j -0.00363427-0.00293758j 0.0123443+0.0036675j -0.0175489+0.0118959j -0.0106498+0.00635899j 0.00424794+0.00291148j 0.011295+0.00665019j 0.00509711+0.00438486j -0.000281847-0.00357971j 0.00414323+0.0104397j -0.00204445-0.00819189j -0.00428444-0.00115384j 0.00457743+0.00984863j 0.00431633-0.00619947j -0.0222223+0.00721388j -0.00438714+0.00385787j 0.0021406+0.00140314j -0.00274981-0.0155529j 0.000493409-0.00359717j 0.0116149+0.00397235j -8.33075e-05+0.00668069j 0.00333477+0.00315108j -0.00553828+0.0053534j -0.00978728-0.00523793j -0.010143+0.00714646j 0.00493477-0.0128208j -0.011945-0.0149774j 0.000926827+0.0107337j -0.0102902+0.00657831j -0.0135019-0.00651583j -0.00386813-0.00403809j -0.00478737+0.00615832j -0.00587403-0.00294285j -0.00894037+0.00517424j 0.00368918-0.00194426j -0.00024471+0.00545069j 0.00539859+0.00905618j 0.00119667+0.00106782j -0.00447896-0.00800449j 0.0256922-0.00171921j -0.0223083-0.0088218j -0.00224923+0.00277436j -0.0250203-0.00148049j 0.0203322-0.00487249j 0.0311381-0.00365639j -0.00826891+0.0294882j 0.0219477-0.00314795j 0.00230552+0.0271113j -0.00247529-0.024488j 0.00174477-0.0266333j -0.00617118+0.00260165j 0.000281989+0.00891835j 0.0136285-0.00234108j 0.00557901-0.00792627j 0.0102481+0.0196288j -0.00886872-0.0112248j -0.00195251-0.00762244j -0.00623317+0.0136725j 
-0.00426441+0.00937681j -0.00798278-0.000373768j 0.00026083+0.00151012j -0.00124364-0.00258379j 0.000373149+0.00242087j 0.00144709+0.00118969j 0.000546894+0.00373009j 0.00211251+0.000719979j -0.00338666-0.00128633j -0.00141321-0.00204569j 0.00378349-0.00909397j 0.00146316+0.0187323j -0.00276428+0.00661704j -0.00262702-0.00765233j 0.000820232-0.00163318j 0.00364649+0.00328479j 0.00125745-0.00367343j -0.00165286-0.00646551j -0.000433018+0.00153425j -0.00413074+0.00082152j -0.0084601-0.00170151j -0.0070717+0.00248428j -0.00716643-0.00106228j -0.00665265+0.00365855j 0.0075283-0.00264761j 0.0109651-0.00140412j 0.00273988+0.00534415j -0.000742622-0.0093016j -0.0128967-0.000404711j 0.0537411+0.00257034j -0.00539323+0.00184724j 0.0175068+0.00511419j 0.000594829+0.00802966j 0.00919499-0.00121605j 0.00319528-0.00109405j -0.0146108-0.00601185j -0.0040817-0.0001648j 0.00163479-0.00366899j 0.00492179-0.0044719j 0.00041399+0.00225602j 0.00436061+0.00456547j -0.00626642-0.0034593j 0.00219626+0.00313554j 0.00410816+0.00297111j 0.0084443-0.00151921j 0.00648604-0.000853602j 0.00299754+0.000849923j -0.00614983-0.00104281j 0.00516191-0.0061646j -0.00784371-0.00461378j 0.00286199+0.00154808j 0.00927781-0.0033563j 0.0117239+0.000771745j 0.0333329-0.0042073j 0.0192322-0.00155044j 1.47894e-05-0.00291765j -0.00100003-0.00451889j -0.00483901+0.000502024j -0.00169631-0.000380676j -0.00129503+0.00347816j 0.00296891-0.0131601j -0.00143191+0.00658425j 0.00673499-0.00326493j 0.0020299-0.00865122j 0.00507475+0.0117541j -0.019315+0.00683789j -0.00196055+0.000877082j -0.00968616-0.00313167j 0.00566267+0.00413819j -9.77984e-06-0.00417407j -0.0157082+0.00978593j 0.00232378+0.0012045j 0.00127982+0.00971247j 0.0102258+0.0213668j -0.0171579+0.00274938j -0.0165361-0.00757578j 0.0236333-0.00738044j -0.00625306-0.0125961j -0.0175341+0.017035j -0.00956088+0.01529j 0.0135575+0.00350364j 0.029467+0.00667148j 0.00966998+0.0308652j 0.0105815-0.00429311j 0.00163309-0.00211812j -0.00223699-0.0160804j 0.00191906-0.0203612j 0.0168801-0.00262211j -0.00529412-0.0172162j -0.00201576+0.00135384j 0.00830047-0.00252759j 0.00179333+0.00901078j 0.000342812-0.00343279j -0.00112834+0.00747131j 0.00624141+0.00326669j 
