-0.000690316-0.133775j 0.213447-0.146937j 0.336299-0.0676773j 0.310649-0.223832j 0.112873+0.379745j 0.159742-0.150209j 0.317854-0.27974j 0.0354961-0.24627j 0.456869+0.239233j 0.168658-0.730758j -0.134479+0.338957j 0.143762+0.0992988j 0.183723-0.42602j 0.940887-0.749968j -0.538049+0.242928j 1.09344+0.0220041j 0.217176-0.17285j 0.310609+0.357985j -0.245669+0.00804082j 0.742728+0.695942j -0.878689-0.843483j -0.109269+0.328677j 0.179681-0.27483j -1.01197+0.433252j -0.258211+0.127978j 0.242442+0.53253j 0.653381+0.0770575j -0.184814-0.673492j -0.0659616+0.675965j -0.0424038+0.248528j -0.217044+0.227867j -0.205344+1.12661j 0.384921+0.0750663j 1.04162-0.651653j -0.517956-0.342723j -0.0296514+0.493145j 0.263351-0.730834j 0.0632975+0.366584j -0.271062+0.00186029j -0.467977-0.302488j -0.194159-0.268027j 0.336949+0.818603j -0.0923299+0.922002j 1.35333+0.169541j -0.351744-0.246731j 1.02705-0.960722j -0.591481-0.0255282j 0.358913-0.817219j 0.39577+0.367718j 0.318358+0.768064j -0.740792-0.626849j -0.0371084-0.783602j 0.328844+0.651178j 0.977971-0.0178155j -0.102737-1.24989j 0.825941+0.598063j -0.193861+0.368841j -0.981109+0.490907j 0.556585+0.159137j -0.318206-1.15825j -0.135351-0.507445j -0.30348-0.523621j -0.296527+0.603882j 0.00435447+0.836188j -0.284334+0.424286j 0.252161+0.125174j 0.00691091-0.255155j -1.15809+0.362271j -0.566707-1.88049j 1.68625-0.867934j 
-0.0624666-0.103302j 0.22474+0.0500557j -1.14502-0.912121j -0.0606257+0.766101j -0.264518+0.627148j 1.9362+2.06412j -0.538834-0.507794j 1.38715+1.24281j 3.28877+2.65198j 3.25885+2.68624j -0.470226-0.364497j -4.66614-3.96243j -2.35961-1.55594j -0.20415-0.342329j -1.09615-1.93076j -5.52768-5.90767j 5.88626+5.38999j -6.97117-5.22724j 4.19872+4.09092j -0.216977+0.774649j -3.53176-1.49825j 7.88792+7.12763j -6.20297-4.61426j -3.59485-2.78239j -5.21388-5.54664j 11.7757+11.2233j -2.09055-1.88768j -2.81165-2.1165j -0.208065-0.60439j -6.15204-6.37589j 4.34393+3.89206j -6.64137-8.05409j 6.45376+6.15548j 3.50182+3.05426j -5.38184+4.20213j -4.62736-5.21715j 4.3154+3.64961j -7.69023-7.42797j 7.25753+7.62206j 3.30704+3.17011j 6.81269+7.0033j 0.130362+0.895739j -2.19732-2.60974j -2.3132-1.24881j 11.5675+12.0614j -5.24383-5.60211j 3.08371+4.96463j -6.46792-6.21849j 6.78463+7.7851j 2.10244+1.88812j 0.792371-0.870659j 5.23522+4.83596j -6.42736-6.93649j 4.58994+6.13102j -6.83846-6.564j -2.02679-1.81246j 0.0100985+0.410298j -1.77948-2.10718j 4.59251+7.22218j 0.290628+0.241762j -4.24094-4.78116j -3.29052-2.00724j -2.34428-2.11541j 1.3688+1.91316j -4.78214-3.11265j -0.766114+0.283808j -0.713592+0.211833j 1.09895+0.819637j -0.0627576+0.0904109j 0.226642-0.611692j 
-0.500895-0.104453j 0.0139608-0.214829j -3.02086+1.85212j 0.867975+0.797762j -0.29642+0.25198j 5.3583-3.24868j -1.64532+1.22723j 3.61394-1.60943j 7.98952-3.6989j 9.7083-5.41835j -1.732+0.919345j -13.0103+6.63635j -4.48832+2.84384j -0.787411+0.58006j -4.44692+2.4877j -13.7297+9.02985j 14.128-7.65393j -16.1262+7.81778j 12.2471-6.14531j 1.8644-1.03401j -5.54605+1.45301j 21.0844-10.2485j -16.8448+7.72492j -9.62716+5.31589j -13.7327+7.04925j 31.622-14.8729j -4.82214+1.27743j -6.72531+2.99669j -0.788213-0.57563j -16.7983+8.43649j 10.3545-5.01064j -21.3921+9.92233j 19.5339-9.14664j 9.89184-5.00631j 4.14547+15.6789j -12.3519+6.44481j 10.6588-3.22328j -19.4637+8.12758j 22.4346-9.9296j 9.43026-4.34509j 15.4416-8.90995j 0.731879-1.67425j -7.3334+4.66963j -5.95802+2.31971j 33.1193-15.3478j -16.4311+6.97717j 9.68569-4.32731j -16.7717+7.20036j 21.9871-9.34602j 4.33445-2.23355j -0.463324+0.245205j 12.9138-7.55985j -16.3204+7.91414j 14.6367-7.60196j -16.1988+6.77309j -4.64555+1.84601j 1.59569-0.875811j -2.93184+0.522808j 12.9086-6.18124j -1.55219+1.65891j -8.95921+5.12779j -8.12864+4.04513j -4.41157+2.85077j 2.02723-0.149899j -6.00089+1.5319j 1.34046-0.0679156j 0.689972+1.87426j 2.62902-2.09943j -0.144561-0.247807j -0.184567-0.827759j 
0.0721625+0.214682j -0.048948-0.0566175j 1.61367+2.03894j 0.215937-0.763525j 0.20477+0.604597j -2.10244-3.98893j 0.621417+0.98461j -1.40739-2.93322j -2.99035-5.8528j -4.18488-6.58827j 0.681341+1.07371j 5.25207+9.31813j 2.2821+3.5971j 0.327061+0.548278j 1.9282+2.84786j 6.64765+9.40943j -5.86079-10.2249j 6.25138+12.4875j -4.54102-8.49488j -1.08313-1.33499j 1.56907+4.41344j -7.99785-15.6817j 5.97107+12.0065j 4.38593+7.08399j 5.432+10.2757j -11.8918-23.4299j 1.19446+3.65026j 2.44416+4.78314j -0.0806616+0.89355j 7.08513+12.3721j -4.25192-7.66541j 7.52699+16.1288j -7.12814-14.8451j -4.06805-6.72137j 11.5382-3.57786j 5.19017+9.0858j -3.39497-8.36473j 7.00135+14.6772j -8.43721-16.8716j -3.16697-6.78757j -7.04188-11.3287j -0.91945-0.51894j 4.17433+5.26478j 2.33816+4.51107j -13.4705-25.166j 6.77442+12.5848j -3.71888-7.21864j 5.8904+12.9157j -7.92268-17.0139j -1.66634-3.50726j -0.197995+0.591048j -6.25924-9.47296j 6.67676+12.2872j -6.0452-11.0216j 6.54314+12.4873j 1.50873+3.69262j -0.775778-0.872116j -0.266777+2.73683j -5.55559-10.1711j 1.44656+0.805187j 4.54491+6.69379j 4.20109+5.55606j 2.55695+2.83594j -0.243693-1.48924j 1.28238+5.11013j -0.303555-0.736138j 0.979514-0.705636j -1.65521-1.58921j -0.123795+0.424636j -0.521377+0.348732j 
-0.128501-0.339909j 0.326335-0.108289j -2.12113+0.321944j 0.0572744+0.973566j 0.146186+1.32629j 3.93384-1.66067j -1.21719+0.436468j 2.05145-0.885394j 4.69689-1.44613j 6.75161-1.1457j -1.28511+0.264829j -8.48688+2.04997j -3.86821+1.04998j 0.0187918+1.06907j -2.15013-0.384777j -10.6918+1.88275j 10.3641-2.04293j -10.7795+4.03885j 9.92085-0.836237j 0.335571+1.02803j -3.54269+0.343428j 14.8533-3.92697j -12.5757+1.22496j -6.96333+1.59086j -9.77755+3.08041j 22.3289-4.05634j -2.3613+0.268926j -4.53596+0.612027j 0.544099-0.0399094j -11.4813+2.42067j 7.67949-1.0883j -16.4073+3.65664j 14.4659-3.73897j 7.10386+0.344984j -0.852608+11.1276j -9.14248+1.13275j 6.05041-0.967684j -13.7097+1.69399j 15.0758-2.96896j 7.91923-1.04043j 12.1958-2.57998j 1.56044-0.420755j -4.78686+1.04788j -3.4751+0.211085j 22.4444-4.60313j -9.50108+2.01342j 6.3968-0.796643j -12.8152+2.45333j 16.4598-4.55972j 3.06162-1.53449j -0.591988+0.479411j 10.2297-1.85788j -13.0006+2.24085j 11.9564-2.97987j -10.4777+1.3839j -4.2124+0.786013j 1.68596+0.399829j -3.30585+1.39544j 8.62107-2.69037j -1.9889+0.114347j -6.95508+1.43699j -5.26311+0.0238705j -2.85416-1.38214j 2.26941+0.308774j -5.74004+0.569139j -0.144112+0.692646j -0.282856+1.25371j 2.16892-0.194972j 0.105564+0.269251j 0.449252-0.510585j 
0.559359-0.0662076j 0.638817+0.575624j 0.447624-0.247894j 0.698337-0.10423j 0.429437+1.57903j 0.407515+0.0822325j 1.21712-0.469737j -0.689003-0.0947817j 0.144947+1.19435j -0.325285+1.12388j 0.630377-0.342659j 0.340142-0.504581j -0.0815269-0.170279j -0.621139-0.953582j -0.608705+1.17088j 1.27609-1.23036j -1.00341+0.949865j 1.60298+0.085876j -1.41513+0.707483j 0.923874-0.428075j 0.809018-0.391438j 0.221877+2.0225j 0.699424-0.932113j 0.811679-0.82042j 1.02428-1.6998j -1.26499+2.33242j -0.371442-0.814177j 0.129256-0.623859j -0.0813985-0.669816j 0.152232-1.30475j -0.866603+1.921j 2.04856-0.224814j -0.635021+0.976668j -2.4074+1.06997j -0.565711-0.862922j -0.709673+0.25293j -2.16252+1.53276j 0.415097-1.22291j -0.295146+2.72939j -2.08158-0.417377j -0.560325+0.236282j -0.696463-0.106815j 0.102632+0.102587j -0.167486+0.324291j -1.50791+1.31749j 0.989961-0.750473j -0.986257+0.419599j 0.788529-1.02677j -1.12417+0.170729j -0.409988+1.06285j -0.867036+0.325684j -0.979368+0.605797j 0.748115-2.70705j -0.940527+1.036j 1.40305-0.781285j -1.03988-0.908024j -0.381723-1.40873j -0.0587332+0.0537607j -0.299571+0.787293j 0.624775-0.137853j 1.18537-0.186874j -0.0637769+0.513669j 0.184277-0.642854j -1.21381+0.340142j -0.231299-0.491148j 0.80848+1.70677j -0.584574+0.307665j -0.391166+0.163494j -0.329056+0.824548j -0.601184+0.215575j 
0.0431553+0.308666j -0.0560325-0.137762j 1.59952+0.470268j 0.174864-0.526257j 0.888499-0.442787j -4.22109-0.132916j 1.1963-0.176828j -1.87366+0.225955j -4.04206-0.899743j -4.98845-1.63733j 0.863481+0.283222j 7.43329+1.79343j 3.33305+1.23254j 1.23325-0.950321j 1.52143-0.0442074j 7.96554+2.51241j -8.91408-2.41011j 10.9395+1.69546j -7.11482-2.99576j 0.416743+0.0919736j 2.95357+1.46005j -13.6469-3.23799j 9.11018+3.40706j 5.64525+1.70755j 9.31067+2.31111j -18.2522-5.73012j 2.3187+0.0702411j 3.63136+1.20056j 0.716097-1.0394j 9.96355+2.6828j -5.83909-1.86523j 13.2582+4.95522j -11.9661-3.39068j -4.25779-2.20443j 4.98368-7.67221j 6.86733+2.45373j -5.32117-0.657399j 11.2227+3.58431j -13.2936-3.03701j -5.7679-2.52218j -10.0539-3.26234j -0.346185-1.25289j 4.23601+0.942878j 2.39659+1.03009j -19.626-5.14859j 9.26702+2.27507j -5.47921-1.7057j 10.1453+3.19958j -14.8895-4.77865j -3.64761-0.309399j 0.148535-0.0683819j -7.86072-2.58936j 10.8959+4.44576j -10.0066-3.53465j 8.87288+2.43148j 2.56358+1.43416j -0.506367-1.54526j 3.5645+1.17743j -8.57666-1.82412j 1.31347+0.636782j 6.32947+1.59621j 4.49615+1.40796j 0.820491+1.17609j -1.2937-1.35597j 4.16234+2.7026j -0.0118727-0.249657j 0.376068-0.557401j -1.5409-0.566212j 0.281681-0.25533j -0.52846-0.0123019j 
0.343106+0.327423j 0.223148+0.174539j 0.787482-1.54764j -0.724308-0.461102j -0.603718+0.161371j -2.66621+3.84536j 0.977324-1.71152j -0.191486+2.64353j -0.984945+3.00275j -2.72577+4.65008j 0.350205-0.983986j 4.25366-5.87309j 1.20704-2.55357j 0.566151-0.735904j 2.63477-2.43448j 4.81207-8.08414j -5.86273+7.97618j 5.19708-8.45393j -5.11807+7.47748j -0.574585+0.860905j 1.65801-1.90054j -7.75782+10.8792j 5.87769-10.1777j 2.35425-4.90432j 4.83733-6.35719j -10.2142+16.7002j 1.78023-2.50882j 2.40668-3.13975j 1.59513-0.992979j 5.39544-8.23109j -2.65698+6.39701j 6.23042-11.7278j -4.87967+11.4581j -3.33861+5.62547j -6.75653-6.63826j 4.01489-6.86664j -2.41588+6.51658j 7.24501-10.8114j -7.56237+12.62j -3.49524+6.23541j -5.471+8.63077j 1.03586-0.00925736j 2.12514-3.14806j 0.854297-2.34213j -10.117+17.3147j 4.89136-6.0887j -3.62402+4.83324j 4.27975-10.8858j -6.60198+11.0141j -1.79076+2.69604j -0.725612-0.930804j -3.44968+8.06831j 5.66396-7.95237j -4.05812+8.12975j 4.59474-8.58943j -0.433421-3.01963j -0.24289-0.398282j 2.12416-2.38314j -3.69994+6.15827j 1.01995-1.16095j 3.42396-5.21352j 3.7932-3.32693j 1.46829-2.01401j -0.797312+1.29067j 1.73042-3.35591j -0.695276-0.763097j -0.673165-0.39752j -1.14854+1.56484j 0.104335-0.27524j -0.0214636+0.213103j 
0.286459+0.467911j -0.252341+0.550348j 0.336215+0.357731j 0.243332+0.58806j -1.26447+0.797629j 0.356068-0.0185782j 0.619164+0.824012j 0.0807251-0.658711j -0.322792+0.226704j -0.440048-0.566704j 0.346167+0.478045j -0.275206+0.778108j -0.116731+0.171383j 0.694074-0.757209j -1.2898+0.0411586j 0.61901+1.35286j -0.354219-1.24943j -0.765373+2.29844j -0.376709-1.32762j 0.5961+0.566459j 0.0653879+0.69975j -0.251808-0.35725j 0.0672159+1.0029j 0.469509+0.801772j 0.588585+1.10371j -0.302618-1.80188j 0.297829-0.328907j 0.0466501+0.25116j 0.486491-0.172452j 0.048481+0.479042j -1.36552-0.544647j -0.737046+2.40752j 0.423293-1.05801j -1.0737-2.17645j 0.929648+0.24847j -0.992334-0.0623546j -1.33499-1.80178j -0.161254+0.867595j -0.990849-0.558552j 0.364671-2.25953j 0.715429-1.16954j 0.165313-0.630425j -0.395919+0.464699j -0.712646+0.170272j 0.612741-2.48852j -0.0981609+1.49284j -0.0104222-1.1776j -0.00633827+1.06786j 1.0235-1.83227j -0.506853-0.357828j -0.618185-0.650361j -0.128921-1.36785j 1.44014+0.706203j -0.23658-1.18936j 0.138657+1.74262j 0.128675-1.05312j 1.07229-0.818168j -0.314293+0.0788557j 0.182964-0.658633j 0.241177+0.589j -0.0176046+1.30383j -0.840237+0.56762j 0.385568+0.267831j -0.504229-0.823715j -0.174918-0.0998617j -1.06704+1.07625j -0.484092-0.296332j -0.192281-0.4033j -0.845641+0.0180048j -0.408412-0.457349j 
0.186843-0.934032j -0.269602-0.651855j -2.1171+0.744479j 0.32672+1.11776j -0.638088+0.976987j 3.07539-3.6233j -1.05573+0.950657j 4.01149-1.76054j 5.17356-3.12828j 5.47584-4.77249j -1.32224-0.303595j -8.12856+7.12313j -1.41127+2.67816j -1.35574-0.0541548j -2.84743+2.38722j -10.1875+9.01999j 8.85793-7.26823j -10.5246+8.5604j 9.41772-5.91181j 0.180983-1.22058j -2.86351+3.00144j 12.6565-11.4466j -9.77299+9.39907j -6.15608+4.70348j -10.5513+9.53164j 20.9242-17.8405j -4.07805+3.18219j -5.59117+3.75429j -1.39351+0.00072746j -10.9673+7.53095j 5.4483-4.45693j -13.4523+12.4254j 12.4015-11.1461j 5.89679-6.38429j 4.29124+10.7179j -9.32796+6.48723j 7.09965-4.79625j -12.4103+10.8402j 13.1705-11.619j 6.70661-5.40716j 11.6709-9.05693j -0.397733-1.0209j -4.6228+3.49302j -2.98985+3.52923j 20.8992-17.9301j -9.31732+7.39381j 7.14756-4.9753j -10.7714+8.97211j 13.5893-11.8451j 3.77108-3.19444j -1.82476+0.881978j 8.15853-5.906j -10.5948+9.64698j 9.96475-7.05433j -10.4813+6.74624j -3.82138+2.74333j 0.26092-0.363101j -3.27772+1.76931j 9.13255-7.06307j -1.61941+0.889581j -7.87127+4.75378j -6.23441+4.59555j -2.06946+2.57437j 1.42346-0.613233j -3.85919+3.10355j 0.0708276-0.24365j -0.0802269+1.08168j 2.31279-1.17896j 0.0124272+0.388863j 0.385615-0.128341j 
0.18779-0.369096j -0.0477402-0.0999844j -1.32332-0.97754j -0.356829+0.799947j -0.043483+0.0903056j 3.82764+2.7302j -1.54387-0.60488j 2.07419+0.251471j 2.29185+1.86018j 3.50856+3.34171j -0.669174-0.339503j -4.94436-5.39329j -2.29016-2.21015j -1.13269-0.604038j -2.48895-2.11423j -6.63419-5.56157j 7.1546+7.06875j -7.87741-6.92138j 6.21436+5.69756j 0.755285+0.324695j -1.43139-2.40969j 10.0218+10.0413j -8.42308-6.79684j -4.06282-3.38104j -5.66542-6.64281j 14.2073+13.0318j -2.40891-1.79818j -2.54326-2.83671j -1.57624-1.18595j -7.23927-6.98935j 5.40583+3.53406j -9.63459-8.75654j 9.55885+6.856j 4.38151+3.47084j -7.66501+5.41974j -5.85346-4.91569j 5.76163+2.68161j -9.61873-8.81679j 11.5306+9.34235j 4.99581+4.1351j 7.53844+7.26716j -0.850177-0.315231j -3.2321-2.84652j -1.84719-1.35735j 15.7415+13.242j -5.93841-6.77959j 4.39814+4.3616j -9.31491-5.88259j 9.88084+9.81061j 2.77134+2.35365j -0.273555+0.69262j 6.96667+4.71175j -7.00228-8.19809j 6.96512+6.1083j -7.70661-5.84054j -1.86897-0.345488j -0.641028+0.783313j -2.17796-2.85106j 5.9278+5.63414j -1.21672-1.10767j -5.201-4.40657j -3.72513-4.40101j -1.38668-1.49121j 0.941565+1.07063j -2.57498-3.0402j -0.510978+0.952165j -0.173319+0.532063j 1.39468+1.30572j -0.425696-0.121493j 0.281319+0.109423j 
-0.737487+0.161099j -0.347793+0.449489j 1.08112+1.83798j 0.935398-0.932169j 0.916463+0.382248j -3.47175-1.86378j 0.966577+0.55522j -2.4389-3.18705j -3.48885-3.96569j -4.46483-3.72779j -0.122115+1.26406j 7.30915+5.84482j 2.5447+0.902279j 0.230793+1.2133j 2.37582+1.93586j 9.52361+7.14075j -7.77658-6.85769j 9.20665+7.7777j -6.7773-7.47617j -1.07864+0.0509861j 2.86987+1.95748j -12.1441-9.33048j 9.67472+6.99532j 5.3049+4.70821j 10.4043+7.39598j -19.3994-15.4106j 3.77225+2.93206j 4.24754+4.21178j 0.311423+1.37877j 8.42076+8.6499j -4.88688-4.24367j 13.4027+9.93277j -12.0568-9.05718j -6.69861-3.85658j 9.17904-5.68901j 7.48946+7.09385j -5.94144-5.41217j 11.902+9.27038j -12.753-9.88433j -5.96667-5.10305j -10.2958-8.98694j -0.550365+0.435784j 4.34689+3.52729j 3.7601+1.67689j -20.3045-15.495j 8.62274+6.99128j -5.97152-5.47897j 10.2915+8.29165j -13.4324-10.1299j -3.70892-2.75785j 1.0965+1.3695j -7.09907-6.52196j 10.8337+7.69472j -8.36956-7.89449j 8.34215+8.57815j 3.32941+2.8646j -0.368225-0.305567j 2.09339+2.82572j -8.5318-7.17711j 1.42927+1.30393j 6.54569+6.34559j 6.02756+4.61726j 2.52799+1.43671j -1.14497-1.17653j 3.65005+3.03307j -0.106766+0.0277382j 0.758649-0.281409j -1.59227-1.9734j 0.268287-0.0429855j -0.360308-0.290702j 
0.109788-0.556962j -0.0489955+0.0107861j -0.474429+1.09352j 0.314203+0.0977331j 0.760247+0.925359j 3.45938-1.27807j -1.24318+1.20971j 1.60612-1.38729j 1.14869-1.10109j 3.11861-4.14785j 0.669162-0.291797j -3.44225+6.12394j -1.69235+1.40801j -0.0583085+0.654434j -1.49238+1.30235j -4.73096+5.02745j 2.16234-5.43727j -4.1346+5.51257j 3.07646-4.38612j -0.153243-0.98505j -1.66641+1.94312j 3.59555-6.6144j -4.0013+5.07466j -2.47918+4.44162j -3.33387+4.54424j 6.62139-10.228j -0.98543+0.968782j -0.8782+2.68921j -0.395904+0.737077j -4.76724+6.51088j 2.0588-2.67659j -3.92837+6.51644j 5.09664-6.04726j 2.99164-2.62482j 3.29046+3.89893j -2.98301+4.79024j 2.32545-2.80409j -3.75469+5.61763j 3.62221-7.38613j 3.1233-3.12239j 4.08533-6.19891j 0.289728-0.563593j -1.94122+1.85375j -1.56798+1.62072j 7.40603-9.6599j -3.92113+5.24894j 2.20359-2.48678j -3.74863+3.68102j 5.3119-6.29649j 3.03409-0.414621j 0.259548+1.01012j 2.78809-3.60175j -4.83264+4.83588j 4.29113-4.89456j -3.92192+6.11589j -0.731554+2.28303j 0.139849-0.621534j -1.5495+0.988175j 2.87379-3.56612j -0.348615+0.556429j -1.94272+2.55604j -3.01003+2.2578j -0.830906+1.24099j 0.486975-0.549648j -1.42754+2.1903j -0.186027+0.743285j -0.0672081+0.57949j 0.591867-0.824927j -0.129359+0.107336j 0.174839-0.0633101j 
-0.560638+0.828624j 0.683431+0.410576j 1.14584+0.46735j -0.727676+0.346298j -0.409323+1.29819j -0.46146+1.07215j 1.71333-0.0341847j -0.054255+0.797661j -1.44729+1.3854j -0.520609+2.92107j 0.0207421-1.46492j 1.53643-2.65871j 0.724263-1.81822j -0.521744+0.270355j 0.852818-0.589654j 1.2936-2.36689j -0.8125+3.32761j 2.13238-5.89282j -2.77096+3.70355j 0.538594+1.1931j 1.56863-0.750416j -3.05973+4.59674j 0.948972-3.36002j 1.42748-0.551021j -0.151737-4.06717j -4.13708+6.84785j 1.10304-0.19451j 0.406108-1.81533j -0.875553-0.595259j 2.84072-4.18495j -1.74838+2.65657j 2.62501-4.88484j -3.42432+5.51768j -1.14423+2.04322j -1.84507-2.25464j 3.22722-3.22076j -0.813024+2.48847j 2.94439-4.58276j -2.89895+5.26684j -1.38322+2.80032j -1.84287+3.7295j -0.13369+1.23401j 0.735984-0.651378j 2.35088-1.19188j -4.58694+8.29237j 1.9825-3.14813j -1.49064+2.70246j 2.01723-3.23481j -2.74909+4.72054j -0.807622+1.00719j -0.713955+0.734001j -1.37419+3.03585j 2.70284-4.13942j -2.19805+3.26597j 2.41591-3.36546j 0.182394-1.42229j -0.195951-1.24423j 0.816629-0.0603972j -1.74602+3.03379j 0.516336-0.882721j 2.35674-2.77985j 0.603947-1.54379j 0.548815-1.27039j -0.513699+0.426514j 0.760014-1.7749j -0.160166+0.548568j -0.32944-0.469611j -1.07143+0.445386j -0.0860049-0.823486j 0.181625-0.300339j 
-0.720729+0.0750816j 0.138112+0.136717j 1.00964+0.333127j 0.104764-0.502725j 0.722334-1.0471j -1.92368-3.32714j 1.59017+0.956299j -1.81997-1.42432j -0.935648-0.950798j -4.45199-1.93029j -0.588466-0.628486j 6.42782+2.06681j 1.88733+1.46372j 0.611584-0.0782961j 1.50796+1.16174j 5.56454+3.66275j -5.36587-1.15053j 5.97364+3.04438j -4.5715-2.21711j -1.05495+0.388904j 2.1776+1.19444j -6.67082-2.46582j 5.51922+3.01546j 4.77997+1.5666j 4.86371+2.45185j -10.6667-4.74738j 0.969196+0.948439j 2.46649+0.288696j 0.834141+0.266141j 7.15292+3.39474j -3.01441-1.64961j 6.81893+2.87186j -6.81859-3.97801j -3.18582-2.48054j 3.29949-3.58439j 5.12046+2.06016j -3.27183-1.8671j 6.07713+2.88042j -7.57094-2.39719j -3.72354-2.58484j -6.75775-2.85658j -0.59037-0.0202362j 2.23167+1.67278j 2.06231+1.23467j -10.8309-5.93521j 6.00729+2.90759j -2.83488-1.82154j 4.34745+3.47128j -7.31961-4.39325j -1.2264-3.13396j 0.845952-0.507844j -4.09477-2.31753j 5.76493+4.00238j -5.64947-3.57983j 6.79382+2.8196j 2.40951+0.291545j -0.534658+0.0293913j 1.11158+1.59222j -4.19631-2.5158j 0.754103+0.248385j 3.13597+1.77312j 3.24688+2.64947j 1.30726+0.589041j -0.765938-0.460034j 2.50396+1.09069j 0.828979-0.00796458j 0.543393-0.125088j -0.886553-0.526937j 0.153229+0.101811j -0.155448-0.176916j 
-0.913916-0.0662462j -0.111176+0.836418j -0.298564+1.33634j -0.249951-0.5809j -1.6038-0.152086j -0.479847-0.139082j 0.335483+1.80888j -0.346093-0.118002j -1.09965-0.95457j -2.05176+0.606039j 1.35845-0.779993j 1.87245+0.986189j 1.58126+0.186288j -0.521786-0.621978j 0.483608+0.608389j 1.19918+0.625108j -2.18726-0.11272j 4.78219+0.462803j -3.02993-1.67761j -1.07179+0.959421j 0.75114+1.21554j -3.82592-1.75157j 2.04675+0.0618734j 0.144995+1.50938j 2.554-1.08674j -5.11636-2.39097j -0.00745869+1.34224j 1.27241-0.146303j 0.243652-0.919954j 3.43851+1.73935j -2.30335-1.02819j 3.71473+1.55313j -4.66732-1.89332j -1.5767-0.589025j 1.49626-1.05402j 2.83816+2.16841j -1.83702-0.0921899j 3.98085+1.7885j -4.36021-1.73215j -2.26417-0.732381j -2.85541-0.996645j -1.13514+0.181058j 0.306827+0.656918j 1.74261+1.81897j -7.09294-2.62697j 2.69614+1.03913j -2.46122-0.560109j 2.54713+1.26302j -3.92789-1.59302j -0.872166-0.628893j -0.947732-0.483678j -2.57696-0.570225j 3.42926+1.47563j -2.6302-1.28874j 2.81513+1.67854j 1.0163-0.254139j 1.17334-0.636916j -0.214445+0.950852j -2.4964-1.26357j 0.979006+0.199337j 2.89216+1.60641j 1.28362+0.339465j 1.04813+0.21493j -0.468892-0.456777j 1.58698+0.215792j -0.546321+0.0168095j 0.237379-0.520106j -0.527508-1.08136j 0.705116-0.425999j 0.29754+0.0480295j 
-0.322994+1.09458j 0.0665909+0.103209j 0.389272-1.1331j 1.57322+0.362922j 0.262119-1.57673j -0.230015+3.12629j -0.125673-0.839371j -0.239969+0.479229j -0.321124+3.14457j -1.04705+4.75497j 2.17794-1.5307j 1.74754-4.01794j 0.236429-1.56844j 0.431817-1.37458j 1.17268-2.16082j 2.50547-5.9401j -1.89132+4.2776j 1.26389-5.67284j -0.835738+5.75084j -0.690979+0.0865731j 1.91789-3.39745j -3.95957+7.05342j 2.78058-6.39484j 1.80676-2.53707j 1.5752-5.38431j -4.68299+11.5335j -0.853201-1.85237j 0.751401-3.37227j 0.824922-0.0415578j 2.87743-6.47259j -1.81155+3.2042j 2.95718-7.63254j -2.53426+7.85366j -1.20593+3.40353j -6.01571-3.50991j 2.10264-5.37884j -1.3124+3.73996j 4.62061-7.22064j -2.74481+7.40106j -1.28374+3.72915j -3.07998+6.29093j -0.124199-0.153505j 1.17572-2.46796j 0.989436-2.55909j -5.11762+11.2719j 3.57743-5.86896j -2.74399+4.27885j 2.47927-6.09189j -4.46906+8.08881j -1.20776+2.19309j 0.997008-0.593814j -2.93004+4.39546j 2.25536-7.54791j -2.65731+5.77404j 1.92553-5.72862j 0.454617-2.26876j 0.196523+0.355285j 0.797098-1.17734j -1.31347+4.31609j 0.425616-0.876657j 1.86819-3.49045j 1.49055-2.67658j 0.393364-1.60446j -0.146665+0.608298j 1.28461-2.6818j 0.205912+0.434227j 0.0894692-0.394427j -0.533719+0.840567j -0.103485-0.770752j -0.223011-0.216428j 
-1.31179-0.193744j 0.0217149+0.224546j 0.603426+0.339571j 0.25857+1.67805j 1.69323-0.437111j -2.0356+0.203557j 0.310315-0.0527634j 0.428382-0.543007j -1.95073+0.17719j -3.78519-0.533001j 2.08457+1.63304j 2.53231+1.83082j 0.968252+0.401538j 1.54706-0.0579732j 1.6868+1.06052j 4.13552+1.99613j -2.84324-1.80644j 3.60717+1.36607j -3.89401-0.669501j -0.52913-0.91094j 3.03559+1.5314j -5.17107-3.70842j 4.74862+2.23338j 1.55289+1.9444j 3.97774+1.30452j -8.1343-4.24139j 0.557154-1.05686j 2.75747+0.276793j 0.255838+1.14963j 4.75939+2.82595j -2.27946-1.96806j 5.60827+2.74653j -5.57425-2.24359j -2.35435-1.06644j 2.32408-4.54273j 3.88318+2.0702j -2.8335-1.17039j 5.87076+4.52918j -5.49036-2.83488j -2.6177-1.32984j -4.89371-3.04612j 0.117506-0.389067j 1.73827+1.04586j 2.10658+0.919171j -8.41433-5.38557j 4.99007+3.30611j -3.80834-2.47101j 4.51676+2.28854j -6.58869-4.27481j -1.58382-1.14211j 0.720535+0.811934j -3.66022-2.91227j 5.87269+1.82474j -4.60045-2.62461j 4.24922+1.9982j 2.0389+0.350375j -0.127096+0.174479j 0.430425+0.843411j -2.99293-1.44498j 0.937015+0.435j 2.98295+2.02299j 2.26337+1.64406j 1.14299+0.3692j -0.591063-0.230036j 2.46003+1.23346j -0.332615+0.355142j 0.369996-0.0025644j -0.432607-0.710722j 0.791-0.249515j 0.140959-0.280025j 
