0.0498964-0.0983147j 0.073635+0.0333659j 0.0341221+0.0963857j -0.0877643+0.119731j 0.00988078-0.0125265j 0.0461383-0.0377686j 0.0235369+0.041417j -0.0103438-0.0137j 0.000237591+0.0577836j 0.15097+0.0935296j 0.0605069-0.126996j 0.0894207-0.0605459j 0.0571807+0.0671466j 0.0304422-0.0108151j 0.154537+0.0789684j 0.00442402+0.039693j -0.00150495+0.0199039j -0.0190333+0.0737639j -0.122218+0.0027791j 0.0757089+0.0298225j 0.0544892-0.154881j 0.0061381-0.0139909j -0.0308364-0.00108932j -0.0151743+0.0248683j -0.01973-0.0920241j 0.0172919-0.0143729j 0.0418871+0.0212169j -0.00135148+0.0887109j -0.00378374-0.0414297j 0.00265564+0.0474047j 0.0604476-0.0289785j 0.0439176+0.0683971j 0.0469255+0.00725933j 0.0112847+0.00539894j -0.0906279+0.0346376j -0.0830331+0.0267206j 0.0983615+0.131188j 0.00397513-0.10641j 0.044831+0.108038j -0.124522+0.102816j 0.0355372-0.00792964j 0.0154175+0.0179681j -0.0482294+0.026558j -0.114473+0.0819179j 0.0506976+0.0120389j -0.0275889+0.0473156j -0.00312686-0.126898j 0.00365938-0.0268711j -0.0145202-0.036363j 0.106791+0.0429199j 0.0788414+0.0636669j 0.0609699+0.0523186j -0.0383471-0.0257581j -0.0765797+0.093209j -0.0584335-0.0144095j -0.0986256-0.14159j -0.126609+0.0509396j -0.108349+0.0138938j 0.00215231-0.0848641j -0.022223-0.0393431j 0.0847945-0.0473044j -0.0872938-0.115834j 0.0582406-0.0815648j -0.0323135-0.0492647j 0.00416364-0.192323j -0.1579+0.0200491j 0.135989-0.0363946j 0.0207708+0.0661539j -0.00755823+8.04346e-05j 
-0.000333789-0.00293959j -0.00039337-0.000129078j -0.0051104+0.000611737j -0.00374161+0.00329832j 0.00496337+7.91406e-05j -0.00430973-0.00313585j 0.000344726+0.00747306j -0.000182997+0.00308317j -0.000673346-0.000444096j -0.00445711+0.00303235j 0.00224095+0.00148434j 0.000132757+0.00104021j 0.00359818-0.00458405j -0.00101825-0.00201823j -0.00295954-6.84738e-05j 0.00225402+0.00100786j -0.0039011-0.00232404j -0.00108617+0.00466837j 0.00789281+0.00210591j -0.000108899+0.000404445j -0.000161998+0.00370314j -0.00324866-0.00204901j -0.00243151-0.000427697j 0.00512553+0.000580321j -0.00257517-0.00568634j -0.000991308-0.00100137j -0.00252411+0.00636015j -0.00157939+0.000369472j 0.000785922+0.00360906j 0.00177446-0.00236578j 0.000878461-0.00145931j 0.000275415+0.00131672j 0.000340275-0.00308931j -0.00285429+0.00247754j -0.00467235+0.000356022j -0.00120295+0.00923209j 0.00220231-0.0064506j -0.00470683-0.000986383j -0.00310546+0.00295292j -0.00242791-0.00434756j 0.000621726+0.000757869j 0.00291616-0.00632435j 0.00117637+0.00144367j 0.00434684+0.00128506j -0.000657242-0.000364904j -0.0019713-0.00217376j 0.00187673+0.00117029j 0.00382455+0.00750326j 0.000629529+0.00248796j -5.08622e-05-0.000150409j 0.00323349-0.00329975j -0.000509275-0.00321177j 0.00169712-0.000613329j 0.00285594-0.00196643j -0.00149657-0.00396018j 0.00246178-0.000476091j 0.000465849+0.000476923j -0.00108962+0.00218551j -0.00183036+0.00463363j 0.000993778+2.55488e-05j 0.00191944+0.00237977j 0.00447032-0.000240923j 0.00173805+0.00147954j 0.000722915-0.00457682j -0.0017959+0.00133308j 0.000552438+0.00161077j 0.00116787-0.000802604j -0.00116148-0.00101917j 0.00258644+0.00018884j 
-0.000105261-0.00110556j -0.00247508+0.000142845j -0.000343079+0.00152559j -0.00362348-0.00297288j -0.00471717+0.000174232j -0.00298303+0.00113852j -0.00167162-0.0028452j -0.00302946+0.00166172j 0.00038909-0.000525296j -0.00154143-0.00370491j -0.000747084+0.000842339j -0.000295798+0.000923774j 0.00155726-0.000515342j 0.00214237-0.00129381j -0.00240262-0.00353911j 0.00455608-0.00134143j -0.0029981-0.00157101j -0.00356259-0.000265059j 0.00519821-0.00102886j 0.000905817-0.00171061j 0.000107084-0.000319622j 0.000199352-0.00245328j -0.000161514+0.00170576j -0.00271605+0.00301942j 0.00434592-0.00181112j -0.00708041-0.000860268j 0.0046543-0.000200496j 0.00336191+0.000212749j 0.00366362-0.00128677j 0.00308394-0.00112882j -0.0054881-0.000237578j -0.00034397-0.00103083j -0.0039378+0.000416396j 0.00252181+0.000517472j -0.000931444-0.00312747j -0.000637452-0.00281819j 0.000918143-0.00185145j -0.00244364-0.00208483j 0.00133222-0.000252669j -0.000237601+0.00196604j 0.00118382+0.00139108j 0.00131839+0.000654477j 0.00375664-0.000820445j -0.00279897-0.00117346j -0.000416971-0.000234551j 0.00866803+0.00219343j 0.000167849-0.000883434j 0.00240476+0.000266221j 0.000188091+0.001374j -0.00122964+0.000161947j -0.00127613+0.000655978j 0.00196257-0.000332244j -0.000889956-0.00104395j -0.000551339+0.00127938j -0.000629311+0.000859718j 0.00022909-0.000113344j -0.000898407-0.00220764j -0.00286285+2.99774e-05j -0.000428572-0.00106167j 0.00169108-5.69617e-05j 0.0024651-0.000300125j 0.00238201-0.00276571j 0.00102901+0.000878888j 0.00133389+0.000419589j -0.00274164-0.000245571j 0.00135074+0.000389981j 0.00112678-0.000698803j -0.00124009-0.000492289j 0.00138315-0.000597351j 
-0.000916193-0.000790645j -0.00506394+0.00103686j -0.00134456-0.000673743j -0.0104557+0.000275032j 0.00082558+0.000652177j -0.00111194-0.00198684j 0.00281964-0.00358498j -0.00178704-0.000619019j 0.00364002-0.00165101j -0.00160347+0.00117378j 0.00133692+0.00483417j 0.00532882-0.00389557j 0.00206209-0.00344477j 0.000262599-0.00383653j -0.00678761-0.000918909j -0.00100113+0.00249458j -0.00464504-0.00193559j 0.00669862-0.00669896j -0.000531489+0.00706886j 0.0013376-0.000523275j -0.000506318+0.00146317j -0.00398256+0.00306502j -0.00470615+0.00830313j 0.00225606-2.67284e-05j -0.000636626-0.002853j 0.00116749+0.002031j 0.00181599+0.00495738j -0.00839005+0.00148438j -0.000409808-0.00342894j 0.00278037-0.00377194j 0.00228371+0.00193928j -0.00135536+0.00123602j -0.00164439-0.000770277j -0.000213824+1.92466e-05j -0.00266294+0.00118763j -0.00294193+0.00018242j -0.0011135+0.00139028j 0.000374645-0.00603729j -0.00218128+0.00113203j 0.00145551-0.00275184j 0.0012856+0.00349296j 0.000220952+0.000724072j 0.000626183+0.00143345j -0.00287323-0.000265175j -0.00262671-0.00458794j 0.0013469-0.000962516j -0.00489383+0.00571505j 0.00480723-0.00103781j -0.00163944-0.00324489j 0.00101794-0.000336457j -0.000223849-0.000235141j 0.00160707-0.00136909j -0.000413115-0.00251439j 0.00106297+0.00365007j 0.000270968-0.000541887j -0.000877032+0.00126818j 0.00149233+0.00406882j -0.000392302+0.00126397j -0.00199471-0.000291933j 0.00185649-0.00226657j 0.00338269-0.00104234j -0.000180343+0.00130259j -0.000620014-0.00206695j -0.00132869+0.00408631j -0.000133521-0.000503762j -0.00085065+0.000204034j -0.00168167+0.000248605j -0.00102858+6.39009e-05j -0.00515807+0.00132587j 
-0.00407913-0.000164875j -0.00189697-0.00140366j 0.00508078+0.000924641j -0.000930762-0.00509257j 0.00348711+0.00142519j 0.00171065-0.000252586j 0.000118365+0.00187014j -0.00323767+0.00292924j -0.00386808+0.00182719j -0.0018401+0.00125449j 0.00109445+0.000192336j 0.00342999+0.00179714j 0.00269062-0.00246225j 7.55277e-05+0.00563698j 0.00504599-0.00225115j -0.00405007+0.000232564j -0.0074722+0.00162474j 0.00608254+0.000189653j 4.49039e-05+8.87592e-05j -0.00274083+0.00217551j 0.000648133+0.00258029j 0.00252011-0.000431015j 0.000711518+0.00346389j -0.00396863+0.00505045j -0.00117087+0.00104227j 7.45298e-05-0.00255987j 0.000503926+0.00151606j -0.00563931-0.00182355j 0.00159212+0.00280299j 0.000158847-0.0014343j -0.00302932-0.000741388j -0.00390993-0.00230718j 0.00140548+0.00240773j -0.000949943+0.00251003j -0.000171619+0.00257164j 0.000196435+0.00678339j -0.00283741-0.00502399j 0.00458117+0.000722173j 0.000487962-0.00155055j 0.00344263-0.00366169j -0.000951357+0.00310496j -0.00388847-0.00108419j 0.00306156+0.00242544j -0.00349959+0.00222535j -0.00385406-0.0025714j 0.00474971-0.00205235j 0.002454+0.000468246j 0.000294642+0.0039135j -1.93267e-05-0.00123873j -0.000825628+0.000673498j -0.000835589-0.00202294j 0.00405202-0.00163118j 0.000701082-0.00595553j 0.00125122+0.000360854j -0.000361252+0.00154244j -0.00028318-0.00320392j 0.00420359-0.000332842j -0.00153595+0.00049705j 0.000117947+0.0026647j 0.00183454-0.00439758j 0.00114509+0.000470156j -0.00314671+0.000633398j -0.000302727-0.00236971j -0.00209351+0.0041155j 0.0035799+0.00176629j -0.000921797+0.0004655j -0.00252466-0.000866954j -0.00108143+0.000474055j -0.00186604+0.000979131j 
0.00014417+0.000648553j -0.000116891+0.00143301j -0.00204407-0.00188191j -3.88868e-05+0.00011649j 0.00351131-0.000787033j 0.00233222+0.000125903j 0.0033668-9.56428e-05j 0.00127469-0.000745075j 0.000926238-0.00142957j 0.00105578+0.00139778j -0.00015911+0.000535416j 0.00304413+5.74494e-05j 0.000370259+3.7707e-05j 0.000316654-0.00148348j 0.00564183-0.000461036j -0.0025573+0.00127613j 0.00221165+0.00358757j 0.00560817-0.00153181j -0.00182938+0.00132206j 0.00251073+0.00378363j 0.00179364+0.000408321j 0.00256658+0.0011494j 0.00334583+0.000491792j -0.00286005+0.0020469j -6.3586e-05+0.0014521j 0.00339131-5.5774e-05j -0.000790224-5.37975e-05j -0.0021243+0.00225874j -0.00148692-0.000580935j -0.000601246+0.00170521j 0.00201887+0.000656337j -0.00117136+0.000413501j 0.00180668-0.00149958j -0.00124154+0.000652136j 0.00189176+0.000737179j -0.000257203+0.000505397j 0.00355746+0.00491674j 0.00597574+0.000780267j 0.00231861+0.00117028j -0.000410367+0.00273962j -0.00113249+0.00185205j -0.00457808+0.00108262j 0.000151956-0.00114615j -0.00838964+0.000755138j -0.0019875-0.00282437j -0.00146557-0.000290162j 0.00336129+0.00101471j -0.00197792-0.00400703j -0.00579712-0.00714843j 0.000928902-0.00159862j -0.000279312+0.00123776j 0.00294521+0.00163364j -0.00114326-0.00280752j -0.000168053+0.00139665j -0.00136091-0.000500129j -0.00365548+0.00207262j -0.00023473+0.00171212j 0.00127238-0.00025118j 0.00138962-0.000331818j -0.00203769+0.00071615j -0.000830572-0.00174823j 0.000879031-0.00363349j 0.000364639-0.00205066j 0.00303414+0.00438417j -0.00297599-0.0070306j -0.000105132+0.000654439j 0.000827734+0.000579621j 0.00239707+0.000568399j 0.00146914-0.00030309j 
-0.00243035+0.00216082j -0.00420455-0.00106399j 0.00394118-0.000183638j -0.00604034-0.00292667j -0.00412874+0.00281396j -0.000357447+0.000131053j 4.39049e-05-0.00276451j -0.00260228+0.000673188j 0.001125+0.000665642j -0.000364849-0.00054419j -0.00208089+0.00307317j 0.00468957-0.0017496j -0.00141849-0.00276321j -0.00307137-0.000117154j -0.00492959-4.8454e-05j 0.00138759-0.000907215j -0.000438026-0.00339919j -0.00175657+0.00258028j -0.00172116+0.00843796j -0.0012235-0.00280434j 0.00114409-0.00229162j 0.00183022+0.00445905j -0.00378765+0.00638391j -0.000422269-0.00398037j -0.00272444-0.00147445j -0.00291191-0.000840962j 0.00158563+0.0015651j 0.00294358-0.0021304j -0.00240999-0.000757427j -0.000800951+0.00355936j 0.000559062-0.00247614j -0.00229051+0.000969802j 0.00261938+0.00257276j -0.00113736-0.000384505j -0.00278527+0.00495837j 0.000590265+0.00193006j 0.000674548+0.00413184j 0.00324375+0.00157137j 0.000924984-0.000627528j 0.00255051-0.00510421j -0.00106843+0.00555701j -0.00158669-0.00677398j -0.00257028-0.00196609j 0.00277552-7.68529e-05j -0.00510146+0.00108079j -0.0046534-0.00170886j -0.00209755+0.00085266j 0.00125911-0.0010316j 0.00217314-0.00180226j -0.000341904-0.000358512j 0.000902178+0.000181266j 0.00322926+0.0012012j 0.0037548+0.00175713j 0.00244128-0.00255326j -0.00370859+0.00112745j 0.00322379-1.78221e-05j 0.0036164-0.00320268j 0.00323749+0.000495313j -0.000278161+0.00221219j -0.00047736-0.00273448j -0.00316686-0.00130129j -0.000838448+0.00265605j 0.00193323-0.00239737j 6.28258e-05-0.000411836j 0.00370585+0.00362102j -0.000460939+0.000994629j -0.00036286-0.00135124j 0.00515557+0.00234074j 0.00265865-0.00067565j 
0.00089077+0.000228294j 0.000357702-0.000154542j -0.00181479-0.00168966j 0.0039317+0.00035401j -0.00333916+0.000245679j 0.00318069-0.00192642j 0.000251589-0.000582152j 0.00184614-0.00143504j 0.000693802+0.00111044j 0.000826921+0.000459178j 0.001798-0.000422331j 0.000185659+0.00260382j 0.00314137-0.00115821j -0.000122576-0.00195323j 0.00349171+0.00572704j 0.00705877-0.00127132j 0.00244958-0.00241013j 0.0014275-0.000373542j 0.00237792+0.00100671j 0.00014168-0.000534689j -0.00258025+0.00157007j -0.00279438+0.000336266j -0.000834116+0.00335145j 0.00120301-0.00348619j -0.00378659-0.00172267j 0.00312259-0.000617841j 0.000436746-0.000223371j 9.70104e-05+0.0035492j -0.00146202-0.000192029j -0.00141687+0.00239028j 0.00172427+0.00224144j 0.000264522+0.0017367j 0.00320573-0.00403093j -0.00250916+0.000685163j 0.00199169-0.00700765j -8.86408e-05-0.000830855j 0.00544255+0.000527209j 0.00388647+0.0073374j -0.00321275+0.00464459j -0.00417006-0.00263489j -0.00512497-0.00162506j -0.00677525-0.00316016j -0.00204656+0.00151086j -0.000445723+0.0021422j -0.00131275+0.000238126j -0.0036018-0.000566408j 0.0032453-0.000960186j 0.00229966-0.00206152j 0.00100211-0.00141003j -0.000949235-0.00195039j -0.000221033-0.00256751j -0.000789857-0.00289099j 0.00208674-0.00220376j -0.00100875-0.000338854j -0.001035-0.00076672j -0.00105863+0.00257118j 0.000645845+0.000532569j 0.00274421-0.000386871j -0.00278143-0.00188342j 0.00135924+0.00158253j 0.000763713-0.00311465j -0.00139017-0.000542703j -0.00123719-0.000768303j -0.00180786+0.00360414j 0.00354442+0.00075972j -9.74812e-05+0.000974888j -0.00114547+0.000549095j -0.000227113-0.00240385j -0.000902266-8.8791e-05j 
-0.000931621+0.000381755j -0.00236702+0.00189581j 0.000964157-0.00268214j -0.00677163-0.00218912j 0.00345514+0.00193914j -0.000510156-0.000462907j 0.0029367-0.000865664j -0.000914947-0.00168434j 0.000320889+0.000907244j -0.00211088+0.000178884j -0.000470061+0.0018115j 0.00660608+0.000900842j 0.000347235-0.00497802j -0.00430694-0.0020822j 0.00164977-0.00448765j 0.00070926+0.000202095j -0.00630535-0.000403284j -0.00051357+0.000771994j 0.000633154+0.00338224j -0.0030173+0.0019324j 0.00360137-0.000858258j 0.00253862-0.00310976j -0.00318685+0.00125001j -0.00119483-0.00310319j -0.000321951-0.0020549j -0.00400512+0.00136409j 0.00255981+0.000915975j 0.00224967-0.00194961j 0.00216033+0.000503282j 0.00149201-0.000121952j -0.000857133-0.00247447j -0.00263822+0.00117496j 7.26353e-05+0.000789624j -0.000354975+0.0036064j 0.00164179-0.000229441j -0.00078832+0.00495274j 0.00123849-0.00232739j 0.00101166-0.00407117j 0.00305605-0.00341867j 0.00131037-0.000694676j 0.00126751+0.00254449j -0.00160803-0.0017265j 0.00224746-0.00229129j -0.00505682-0.00025702j -0.00198712-0.00115314j 0.000752929-0.00101749j 0.000801863+0.00107269j 0.00116631+0.00543288j -0.00287616-0.00033274j -0.000465558-0.000685998j -0.000697048-0.000290171j 0.0031905+0.00147873j 0.000116094-0.00308533j 0.00183669-0.000834975j -0.0035107+0.000657868j 0.000439705-0.000727369j 0.0011261-0.00150257j -0.0016463-0.00131497j 0.00134855+0.00472301j -0.00095121-0.00052785j 0.00278842-0.00111127j 0.0022095-0.00270243j -0.000769869-0.0023594j -0.00187388+0.00101357j -0.00150035+0.000151814j -0.000101469+0.00223913j 0.000922058-0.00041248j 5.86398e-05+0.00178344j 0.00111068-0.000146914j 
0.000533509-0.00259223j -6.84774e-05-0.000847693j -0.00560037+0.00130694j 0.00639736-0.00178934j -0.00528604+0.00120508j 0.00166914+0.000569203j -0.00067157+0.000780788j 0.00274703+0.000847219j 0.00254082+0.00115245j 0.000570122+0.000389371j -0.000822026-0.00373257j -0.00999101+0.00363505j 0.00464435-0.00139726j 0.00359678-0.00108018j 0.00471538+0.00283709j 0.00342126+0.00174296j 0.00267464+0.00341817j -0.0015516-0.000719872j 0.00691647-0.00300347j 0.000432088+0.000618094j -0.00327965+0.00417127j -0.00474849-0.00300883j 0.00252836-0.00393925j 0.0002919+0.0037899j -0.000208258-0.00479654j 0.00338517-0.00109982j -0.00179344+0.000479737j -0.0009303+0.00149361j -0.000152244-0.000645799j -0.000715867-0.00472866j -0.00299042-0.000400203j 0.00212072+0.00104144j -0.00449098-0.00459936j 0.000631637+0.0036974j -0.00149805-0.00907563j -0.00416891-0.000141268j 0.00383849-0.00260742j 0.00122744+0.00640282j 0.000219926+0.00062842j -0.0041654+0.00241021j -0.0032956-0.00254674j -0.00596445-0.00071294j -0.000128191-0.00201051j -0.00375536+0.001581j -0.000625146+0.00276383j -0.00321835-0.00127597j 0.000885331-0.0029494j 1.31341e-05+0.00338134j 0.000413746-1.21544e-05j -0.000129553+3.12143e-05j -0.00134427-0.00138603j 0.000221279+2.83013e-05j -0.000551823-0.00241008j -0.00338979+0.00195108j -3.21014e-05+0.000555904j -0.00443454+0.00289452j -0.00256647-0.00268346j -0.00081057-0.00326606j 3.60816e-05-0.00167697j -0.00151941+0.00455033j 0.00104828+0.00107346j -5.52949e-05-0.00230423j -0.00192892-0.00194637j -0.00198118+0.00197086j -0.000419827-0.00373602j 0.00218701-0.00224752j 0.00211564-0.00179284j -0.000725747-0.00123542j 0.0018105+0.00175829j 
0.00212128-0.000799571j 0.00212696+3.98452e-05j 0.000848289-0.00228488j 0.00400789+0.00242163j 0.00243296-0.00138568j 0.000634337-0.00237957j -0.000549257-0.00176279j 0.00165127-0.00363806j -0.000424175-0.000415858j 0.00180262+0.000474741j -0.00138535-0.00147071j 0.00235885-0.000725822j 0.000238388+0.00340527j 0.000387664-0.000517616j 0.002317-0.000713582j 0.000419216-0.00130059j -0.000992232-0.00112614j -0.000887007-0.000951531j -0.0026714-0.00294949j 0.000229131+0.000550091j 0.00204005-0.000312571j -0.00242594-0.00121968j -0.00141871-0.00191238j 0.000145956-0.00279558j 0.00220747+0.000458199j 0.00143427+0.00235353j 0.000430838-0.00288868j 0.00217098+0.00335039j 0.00346555-0.0010687j 0.000823257-0.00242074j 0.00193373+0.00290958j -0.000879071-0.000423551j -9.56758e-05-0.000454239j 0.000718662-0.00322346j -5.40705e-05-0.00188463j -0.0027046-0.00191951j -0.00327394-0.000777427j -0.00137033+0.00133554j -0.000744529-0.000119343j -0.0010416+0.000205654j 0.000192292-0.000936327j 0.00145553+0.00236302j -0.000784599-0.000123462j 0.00256996-0.0023945j 0.00381261+0.00224978j 0.00455262+0.0027726j 7.77454e-05-0.000995141j 0.000377988+0.000602217j 0.00198871+0.00404351j 0.000372666-0.000541729j -0.00263517-0.00152183j -0.004847-0.00122844j -0.00172231+0.00370823j 0.000731539-0.000345463j 0.00274827-0.00115051j -0.00213257+0.00222059j -0.000711626+0.00361354j -0.000398265-0.00217443j 0.00196926-0.00038132j -0.00375582+0.00206926j 0.000467345+0.00259733j -0.00281281+0.00332355j 0.000211124-0.00109301j 0.000596164-6.65436e-05j 0.00507733+0.0017266j 0.00149736-0.00261127j 0.000943491-0.0025638j 0.00153402-0.000807604j 2.56371e-05+0.00074827j 
-0.000725034+0.00083517j 0.00197856-0.00231863j 0.00388967+0.000162476j 0.00492017-0.000437016j -0.000162442-0.00252867j 0.000573899+0.00179256j -0.00194179+0.00296707j -0.00082503+0.00166244j -0.00205268-0.000441758j 0.000539327-0.000971399j -0.000469069-0.00154857j -0.00128573+0.000342285j 0.000256089+0.00556943j 0.00435042+0.00641077j -0.000372779-0.00235104j -0.00246914+0.000894704j 0.00445569-0.00147972j 0.0024611-0.00119513j -0.00442981-0.00328529j 5.56279e-06-0.00025033j -0.00175507+0.00112579j 0.00216955+0.00277856j 0.00248656-0.00136062j -0.0015685+0.00215043j 0.00276219+0.00459871j 0.000528988-0.00174817j -0.0034221-0.00140401j -0.00115819-0.00012561j -0.00200884-0.000507397j -0.00272839+0.00318538j 0.00118733+0.00182136j 0.000351696-0.00263585j 0.00129675+0.00311219j 0.00195785-0.00160603j 0.00163805+0.00159446j 0.00324835-0.00399272j -0.000654315+0.00443352j 0.000818597+0.000905687j -0.001501-0.000149069j 0.000498483+0.00180906j -0.00197864-0.0019324j 0.00187058+0.00352837j -0.00243033+0.00470611j -0.000762705+0.00255225j 0.000774385-0.00370071j 0.000432298-0.00112899j 0.00139848+0.000315679j -0.00289765-0.00488184j -9.05709e-05-0.00253434j 0.0039162-0.000802476j -0.00129786+0.000948894j -0.000311124-0.000288108j -0.00237906+3.81313e-05j -0.00167906-0.000242268j 0.00374003-0.000176844j -0.000470661-0.0012583j 0.00127252+0.00154744j 0.000568496+0.00189847j 0.00124947-0.00212789j 0.000204029-0.00198517j -0.00167653-0.00112232j 0.000734337-0.00468725j 0.00422395+0.00131927j 0.00217893-0.000508663j -0.0020371-1.32782e-05j -0.00130929+0.00139887j -0.000776588+0.00101657j -0.000245018-4.65885e-05j -0.000448642-0.000234353j 
0.000105896+0.00190526j 0.00074603-0.000144701j 0.0031472-0.000305397j -0.00376972+0.00359769j 0.00392876-0.000511755j -0.00136721-0.000229756j -0.00109206-0.00158373j -0.00179729+0.000127581j -0.00134128-0.00179344j -0.000729342-0.000648129j 0.000663787+0.0037097j 0.00461044-0.00440673j -0.00565333+0.00366188j -0.00104461+0.00247906j -0.00586289+0.000891587j -0.00331687-0.00151363j -0.00190625-0.000186969j 0.00108987+0.000328696j -0.00484986+0.00363936j 0.00026066-0.00183557j 0.000361848-0.00381347j 0.00478764+0.0017627j 0.000536092+0.00329539j -3.91495e-05-0.00123133j 0.00203503+0.00183433j -0.00200339+0.00167469j -0.000196369+0.000243552j -0.000929339-0.000191076j -0.00095385+0.00121792j 0.00146067+0.00286616j 0.0027849+0.00135408j -0.00121888-0.00239816j 0.002623+0.00337936j -0.000518289-0.00397331j 0.00396519+0.00886912j 0.00340312-0.000992118j -0.00129479+0.00522078j -0.00420951-0.00244644j -1.00218e-05+0.000245269j 0.00204103-0.00304196j 0.0027456+0.000438943j 0.00746542-0.00172293j -0.000230662-0.000386689j 0.00325791-0.00420518j 0.000469517-0.00186852j 0.00282262-0.000384184j -0.000502059+0.00534433j 0.000177184-0.00134346j 0.000796679+0.000185607j 0.000328799+0.000352593j 0.00212045+0.00125982j 0.00158488+0.00159221j 0.00124357+0.00448766j 0.00293897-0.000924411j 0.000644003+0.000902509j 0.00215975-0.00255327j 0.0025713+0.0015364j 0.00186044+0.00332668j 0.000278887+0.000999337j -0.00023034-0.00353453j -0.00161974+0.000551902j -0.00119836+0.00298274j 0.00364062+0.00118246j 0.000382826-0.0025256j 0.000421249+0.00267616j -0.00244785-0.000571166j 0.00103377+0.001474j 0.00245907+0.00161663j -0.00103791-0.000646821j 
-0.00291385+0.00144415j -0.00377994+0.00159992j -0.00164267+0.0019982j -0.00562128-0.00354528j -0.00206853+0.00343284j -0.000565741+0.00150095j 0.000365229-0.000670595j -0.00107087+0.00396503j 0.00176046+0.000731247j -0.00352488+0.000251071j 0.000180732+0.00330661j -0.00339764+0.00132512j -0.00393912-0.00499902j -0.000260163-0.00194821j -0.00353468+0.000854877j -0.000639216+0.00184864j -0.00264659+0.00405201j -0.00157217-0.000919921j 0.00429206+0.00416499j -0.0019276-0.00152696j -0.0017063-0.000227661j 0.000560699+0.00297696j -0.000243476+0.00442401j -0.000231333+0.00240667j -0.00140609-0.00174317j -0.00370354-0.000325291j 0.00101447+0.00135861j -0.00101246-0.00506876j -0.0021827+0.00160614j 0.000651249-0.00311893j -0.00406582-0.00476004j 0.000386073-0.000518286j -0.00272486+0.00169481j -0.00126157+0.00342298j 2.72058e-05+0.0019456j 0.000761109+0.00386128j -0.00070434-0.00180981j -0.00120661-0.00154418j 0.00244884-0.00409482j 0.0025779-0.0031965j 0.0012606+0.00402753j -9.50131e-06-0.00291947j 0.00202179-0.00320511j -0.0010311-0.00149335j -0.00585795+0.0018057j -0.0039457-0.002251j -0.00342407+0.000774166j 0.000309007+0.00253408j 0.000952518+0.000720404j -0.00214823+0.00148035j 0.000951692-0.000120511j 0.00340192-1.43484e-05j 0.00243466+0.000520636j 0.00338279+0.000260221j -0.00359492+0.00111206j 0.0011775-0.000621545j 0.00164013-0.00357729j -0.000903295-0.00112617j -0.000643432+0.00442753j 0.00305133-0.00187655j -0.000629461-0.00200545j -0.00112264+0.00247281j -0.00162293+0.00100045j -0.000467106+0.00371094j 0.00190263+0.00153732j 0.00107864+0.00172415j -0.00155769+0.00108419j -7.49933e-05+0.00117566j 0.00198598-0.00117938j 
0.000779619-0.000761702j 0.000644523+0.00033245j 0.000660971-0.00107592j 0.00202629+0.00142879j 0.0012793-0.000683145j -0.000456469-2.46818e-05j 9.0989e-05-0.000501085j 0.000142765-0.0018121j -0.000153826-0.00125766j 0.00104137+0.00017451j -0.00135272+0.000343199j 8.70901e-05-0.00174851j 0.00118153+0.00413062j 0.000407226+0.00101751j 0.00168094-0.000474401j -0.0010941+9.73819e-05j 0.00104518-0.00162549j -0.000926316-0.00193479j -0.0026415-0.00304031j 0.000569638+0.000538656j 0.000559916+0.000290653j -0.000396769+0.000895616j -0.000103256-0.000271152j 0.000104172-0.00181563j 0.00215753+0.00044769j 0.000422331+0.000201604j -0.000766994-0.00144873j 0.00253112+0.00161913j 0.00107568-0.000949851j -0.000321561-0.000151516j 0.00201699+0.00170781j 0.000219315-0.000418941j 4.07045e-05+0.00159418j 0.000390193-0.00232175j 0.00232193-0.000237959j -0.00184928-0.00353231j -0.00196855+0.00132847j -0.00289906+0.00114j -0.00168403+0.00118675j -0.000816488+0.00166716j -0.0011108-0.00231285j 0.00337118+0.00221466j 0.00122431+0.00112023j 0.00167076-0.0012468j 0.0019502-0.000606911j 0.00192261+6.93562e-05j -4.2448e-05+0.000466387j -0.00118234-0.00145469j 0.000977451+0.00120737j 0.000938742-0.00122934j -0.000852373+0.00044314j -0.00245255+0.000505189j 0.000867669+0.00169551j 0.000637766-0.000319049j 0.00252296+0.000263151j 0.000282055-0.000521868j -0.00149755+0.00261685j -0.000332466-0.000786363j -0.000268797-5.5957e-05j 0.000741888+0.00222504j 0.00177839+0.00310213j -0.00101036-0.000779906j -4.3056e-05+0.00248094j 0.000507775+0.00274753j 0.000123218+0.00273063j -0.0009506+0.000178728j -7.83808e-05-0.00188931j 0.00145515+0.0029726j -0.00239852+0.00201178j 
