0.0498964-0.0983147j 0.073635+0.0333659j 0.0341221+0.0963857j -0.0877643+0.119731j 0.00988078-0.0125265j 0.0461383-0.0377686j 0.0235369+0.041417j -0.0103438-0.0137j 0.000237591+0.0577836j 0.15097+0.0935296j 0.0605069-0.126996j 0.0894207-0.0605459j 0.0571807+0.0671466j 0.0304422-0.0108151j 0.154537+0.0789684j 0.00442402+0.039693j -0.00150495+0.0199039j -0.0190333+0.0737639j -0.122218+0.0027791j 0.0757089+0.0298225j 0.0544892-0.154881j 0.0061381-0.0139909j -0.0308364-0.00108932j -0.0151743+0.0248683j -0.01973-0.0920241j 0.0172919-0.0143729j 0.0418871+0.0212169j -0.00135148+0.0887109j -0.00378374-0.0414297j 0.00265564+0.0474047j 0.0604476-0.0289785j 0.0439176+0.0683971j 0.0469255+0.00725933j 0.0112847+0.00539894j -0.0906279+0.0346376j -0.0830331+0.0267206j 0.0983615+0.131188j 0.00397513-0.10641j 0.044831+0.108038j -0.124522+0.102816j 0.0355372-0.00792964j 0.0154175+0.0179681j -0.0482294+0.026558j -0.114473+0.0819179j 0.0506976+0.0120389j -0.0275889+0.0473156j -0.00312686-0.126898j 0.00365938-0.0268711j -0.0145202-0.036363j 0.106791+0.0429199j 0.0788414+0.0636669j 0.0609699+0.0523186j -0.0383471-0.0257581j -0.0765797+0.093209j -0.0584335-0.0144095j -0.0986256-0.14159j -0.126609+0.0509396j -0.108349+0.0138938j 0.00215231-0.0848641j -0.022223-0.0393431j 0.0847945-0.0473044j -0.0872938-0.115834j 0.0582406-0.0815648j -0.0323135-0.0492647j 0.00416364-0.192323j -0.1579+0.0200491j 0.135989-0.0363946j 0.0207708+0.0661539j -0.00755823+8.04346e-05j 
0.0024781+0.00106572j 0.00232875-0.00316051j 0.00811221+0.00161194j 0.00564572+0.00847803j 0.00746518+0.00278794j -0.00414597+0.00104365j -0.00415912-0.00826455j -0.00293712-0.00147614j 0.00987715+0.0018727j 0.00418318-0.000195191j -0.00184271+0.00356142j -0.003616+0.0071654j -0.0172247+0.00929393j 0.00293151-0.0060464j -0.00146273+0.000183258j -0.00793239+0.00634282j -0.00474061-0.00955983j 0.00939872-0.011689j 0.00316533+0.00188129j -0.00128306-6.02019e-05j 0.0170742-9.20725e-05j 0.00744022+0.00207199j 0.0153011+0.00333255j -0.0118019-0.00152699j 0.00137235+0.000428517j -0.00574946+0.0108869j -0.0133171+0.000580478j 0.0141196-2.93605e-05j -0.00896875-0.000609035j -0.0194837-0.00656783j 0.00895436-0.00195775j -0.0178819-0.00106089j 0.00200913+0.00213064j 7.98158e-05-0.00407116j -0.0114221-0.0247397j 0.0154672-0.00901087j -0.00266388-0.00860611j 0.000523789+0.0040162j 0.00025602+0.0311867j -0.00058268-0.00696053j 0.0114318+0.00292461j 0.00765912+0.00140423j 0.00414921+0.000903928j -0.00608693+0.00221187j -0.00372344+0.0163201j 0.000279048-0.0112154j -0.00886039+0.000985969j -0.00716767+0.0222191j -0.00863091-0.001831j -0.00849489-0.00966068j 0.00178141-0.00241276j 0.00137871+0.0114266j -0.00399543-0.014615j -0.00900595-0.0158422j 0.00527435+0.0136347j 0.0067648+0.000699783j -0.000997503+0.0057918j -0.00920233+0.0159199j -0.0190959-0.0184539j 0.0124499-0.00395481j 1.83352e-05-0.0188001j 0.00641206-0.00794689j -0.0195094-0.000692158j -0.0317855-0.00482726j -0.0111777+0.00960102j -0.00940502+0.0252057j 0.0100189+0.0159047j -0.0141069-0.0146427j 0.0325922-0.0169008j 
0.0106338+0.00164333j 0.00293964+0.00138852j 0.00110617-0.00343269j -3.49239e-05-0.021423j 0.0119848+0.011467j -0.00460399-0.0158325j -0.00570407+0.00949918j -0.0087225+0.00666389j 0.00700603+0.0187077j 0.0101024+0.0051903j -0.00212724-0.00398399j -0.011672-0.0061023j -0.0117396+0.00511614j 0.00109335+0.0054924j -0.00915066+0.00193515j 0.00675164-0.00289952j -0.009793+0.00590176j 0.00745536-0.00283011j -0.0149851+0.0106151j 0.00356896+0.00118799j -0.00782656-0.00209522j 0.00483056-0.00110617j -0.00595073+0.000661366j 0.0010733+4.2416e-05j 0.00962068-0.00571745j -0.00847294-0.00409075j -0.000572456+0.00585698j 0.00266851+0.00900586j -0.00054383-0.00740021j -0.00647808+0.00829362j 0.00598693-0.0069401j 0.0108941-0.0108845j -1.93076e-05+0.00220129j 0.00608328+0.000108082j -0.00379589-0.00247985j -0.0100781+0.00790193j -0.00644104+0.00117357j -0.00685662+0.0013407j 0.00138123+0.0178026j 0.00540616-0.00615521j 0.0180025+0.00193131j 0.0166738+0.00737502j -0.00823245-0.0012112j -0.00604752+0.00158728j 0.0131907+0.00634536j 0.00124112-0.000263253j -0.00664439-0.0112387j -0.00190297-0.00744569j 0.0158409-0.00960507j 0.00122944-0.00128922j 0.00272719+0.0065343j 0.00908845+0.0157643j 0.00524743+0.00560507j -0.00370161+0.00622271j 0.00883884+0.0111946j -0.0065977+0.0210451j 0.0157821-0.00248769j -0.0107149-0.00778586j 0.0190885+0.0139345j -0.000239246-0.00449369j 0.00209395+0.0165675j 0.0103531-0.00117892j 0.0329949-0.0170665j -0.0149196-0.00486932j -0.00317115+0.0288582j 0.0251197+0.00862374j -0.0144896-0.000901889j -0.000427007+0.00517318j -0.0149625+0.00358193j 
0.00260502-0.00238226j -0.00776047+0.00456276j -0.0169954+0.00332573j -0.00524645+0.0109317j -0.00371607+0.00307842j 0.00802993+0.00988048j 0.00196656-0.00316245j -0.00231069-0.000507121j -0.00477118-0.00324854j 0.00436713-0.00142229j 0.00286787-0.00293359j 0.0119405-0.00661845j 0.0143247-0.0218442j 0.00491348+0.00387992j 0.000307914+0.0159848j -0.00673971+0.000838409j -0.00631713+0.00650963j -0.011254-0.00649913j 0.0174026-0.0142236j 0.00341216+0.00206052j 0.00107317-0.0227712j -0.0216191+0.0137932j -0.0157875+0.00919962j 0.000856055+0.0004199j -0.0164361+0.0164668j 0.00486509-0.00192771j 0.0169969-0.00131475j -7.93378e-05-0.00734375j 0.00172527+0.00954803j 0.00710597+0.00974804j -0.00954908+0.0081649j -0.00756223+0.0135937j 0.00355387-0.0164747j 0.00563072+0.00872991j -0.0100015+0.015805j -0.00196287-0.0100988j 0.0160885+0.0103612j -0.00334216+0.0157449j -0.0258534-0.031996j 0.00163702+0.0150159j -0.0163784-0.0146607j -0.0150988-0.0173895j 0.0107403+0.0055145j -0.00773885-0.0111665j -0.000406674+0.00175462j 0.000661219+0.00325586j -0.00340133-0.00965305j -0.00650782+0.0115424j 0.00890015+0.0143035j 0.00895964+0.00190889j -0.0224941-0.00550288j 0.0216574-0.022725j -0.00536572-0.0240428j 0.0233188-0.0107634j 0.00967139-0.00797842j -0.00199983+0.00389177j -0.000919675+0.0151081j 0.00597748-0.017751j 0.0154132-0.0109466j -0.00118371+0.000662978j -0.0148745+0.0108595j -0.00509275+0.019022j -0.0288131+0.00930871j 0.0446031+0.0188794j -0.00027435-0.0190656j -0.0105655-0.0072943j 0.000874956+0.00603935j -0.00016154+0.00795915j -0.00372085+0.000616682j 
-0.00602135+0.00194233j -0.00201592-0.0062997j 0.00476548+0.00141666j 0.00246515+0.000604814j -0.00019814-0.00161837j -0.0115857-0.0033345j -0.00168211+0.0073808j 0.00224815-0.00479042j 0.0108413+0.0121759j -0.00384505-0.00147229j 0.00465262+0.00301275j 0.0123627+0.00255507j 0.00198084-0.00273132j 0.00477806-0.00570216j -0.00271896+0.0102348j -0.00732781+0.0116656j 0.00381895-0.00451328j -0.0144083+0.0140213j -0.0034336+0.00668311j -0.00549458-0.000562617j 0.00939012-0.00525257j 0.0128566-0.0130553j 0.00871639-0.00322522j 4.73685e-05+0.00374913j -0.000356319-0.00580796j 0.00866053-0.00183667j 0.000542249+0.0105959j -0.00682192+0.00498819j -0.00235903+0.00279151j 0.0108948-0.00387985j -0.00134088+0.00354462j 0.00767626+0.0147871j -0.00742073+0.00168449j -0.0115764-0.0111934j -0.00341735-0.00517156j 0.0097554+0.00125639j 0.00981127+0.00733303j 0.00867982+0.00265881j 0.0030538-0.000682344j -0.00310449-0.00786382j 0.00517248+0.00141023j -0.00651527-0.00481977j 0.00972328+0.00131697j 0.00530683+0.000154259j 0.00620194+0.000332119j 0.00319371-0.0085242j -0.00516293+0.0170897j -0.0032714-0.0126319j -0.00187525-0.0051086j 0.0143799-0.00995599j -0.010946-0.00142823j -0.0033762+0.0149042j -0.0102833-0.010015j 0.00490657-0.00525928j 0.000164129+0.00490729j 0.00479166+0.00285994j -0.00937976+0.00811483j -0.00540336-0.00184601j 0.00954762-0.0116021j 0.00315688-0.00482302j -0.0101646-0.0237592j 0.0189181+0.0009022j 0.00360521-0.000406812j -0.0212376+0.000347018j -0.0149206+0.0291603j 0.011192+0.00278064j -0.00468171-0.000771689j -0.00530654-0.00198236j 0.00916083-0.00447598j 
-0.00287607+0.00651073j 0.00110624-0.0027166j 0.00119142+0.00263364j 0.0021183-0.00486529j 0.00379557+0.00654868j -0.00716886-0.0105758j 0.0125737-0.00850113j -0.00131134+0.00563468j -0.0062808-0.0149471j -0.0148737-0.00119994j 0.00103105+0.00334355j -0.00797631-0.00485116j 0.000512935+0.00140994j 0.00147637-0.000770528j -0.000813641+0.00604631j 0.0103692+0.000748274j 0.00894201-0.00411302j -0.00228138+0.00689316j -0.0115747-0.0127779j -0.0126065-0.0156227j 0.0167528-0.00281669j -0.000500968-0.000304582j -0.00318348+0.00680395j 0.00119702+0.0208464j -0.0102085+0.00252132j 0.0146475-0.00776157j -0.000219405-0.00250326j 0.0152767-0.00097726j -0.00278001-0.00209516j 0.012653+0.00844569j -0.011478-0.00579579j 0.00819635+0.00471348j 0.00492903+0.00219883j 0.00166254-0.00186073j -0.00993119-0.00438863j 0.00259686+0.000454988j 0.00404841+0.00913682j -0.00725703-0.0118813j -0.00820774-0.000333656j -0.00466731-0.00123925j -0.0156629+0.010254j 0.00687083-0.0103007j 0.00109861-0.00433723j -0.00421373-0.00734861j 0.0137038-0.00930112j -0.00703213-0.00227229j 0.00275279-0.00431732j -0.000205277+0.0105435j -0.0135177-0.00635463j -0.00416907-0.0054947j -0.0115678-0.0111859j 0.00415794-0.0228005j 0.0130344-0.00400416j -0.00119952+0.00612803j -0.00328997+0.00625381j -0.00117803-0.00936521j -0.00388012+0.00336271j 0.000382447-0.00577727j 0.00629315-0.00111482j 0.00255683-0.000641309j -0.00536039+0.00554829j -0.000337619+0.00739769j -0.0117184-0.00661524j 0.00753897+0.00684586j -0.00284906+0.000916421j -0.00164494+0.000574585j -0.000308497+0.00589904j -0.00184728+0.000499858j 0.00174788-0.000450434j 
-0.0033367-0.00791483j -0.00215953+0.000567587j 0.00601549+7.48999e-05j -0.0045541-0.0030972j 0.00129863+0.000320683j -0.00247121-0.00565406j 0.0129682-0.0130401j 0.00150229+3.54743e-05j -0.00994171-0.000613105j 0.000147588+0.00856435j 0.00988627-0.000603441j -0.000959264+0.00317479j 0.00683512-0.00183623j -0.00550403+0.00679147j 0.00883851+0.00107167j -0.00474254+0.0148444j -0.0190463+0.00604408j -0.00010738-0.00506528j 0.0138833+0.00480842j 0.00496387+2.52146e-06j -0.0157524-0.012436j -0.000172542+0.0132175j 0.00498137-0.00665661j 0.00113538-0.0114222j 0.0115821-0.00875199j -0.0136273+0.0157639j 0.00968976-0.0120482j -0.00837554-0.00905897j -0.000181287+0.0050567j -0.0176857-0.0114558j 0.0137992+0.00051329j -0.00336976-0.00188722j 0.00254575-0.00663202j 0.00750601-0.00143194j -0.00794456-0.00026681j 0.00340379-0.000767543j 0.00908244+0.00839393j -0.00191619-0.00669214j -0.000564934-0.0079081j 0.00191746-0.00747345j -0.00879385+0.0129416j -0.00773211-0.0027652j 0.00293834-0.00242123j 0.0030855-0.00427894j 0.0147879-0.00679585j -3.60653e-05-0.00229056j 0.00492191-0.00792373j 0.00016538+0.00513375j -0.0144726-0.00491787j 0.00594524-0.0086159j -0.00476252-0.00920154j -0.00701043-0.0136944j 0.00536006+0.00471317j -0.0028437+0.00797437j -0.0118704-0.00512068j 0.00352969-0.00843157j -0.00537828+0.00397348j -0.00197579-0.00457382j 0.0104382-0.00155817j 0.00149668-0.00243825j -0.0066919-0.00353169j 0.0059834+0.00348121j -0.000638113-0.00439158j -0.00137622+0.00679192j -0.0045322+0.0110711j 0.00705796+0.000353092j -0.0050298+0.00117592j -0.00263823+0.000189016j 0.000734373-0.000584067j 
0.00383058-0.00167319j -0.0112255-0.00610175j 0.00169967-0.0184787j 0.00397611-0.0123174j 0.00446659-0.000190693j -0.0116109-0.00157979j -0.00831528+0.00999891j -0.0057278+0.00185943j 0.0170453+0.00219792j 0.00766773-0.00334879j -0.0034819+0.00680971j 0.00279363-0.00301617j 0.00565187-0.00272932j -0.0188548+0.00166393j 0.00425169-0.00369348j -0.00473227+0.0255557j -0.0115617-0.00894897j -0.0293011-0.0103201j 0.00731161-0.000937196j -0.00437898+0.00310769j -0.00119145-0.016828j 0.0102713+0.00800211j 0.0208988+0.0103786j 0.008501+0.00806456j -0.000223841+0.0141524j 0.01884+0.011789j 0.00271753-0.00272768j -0.00362387+0.00283213j 0.00166459-0.0102456j 0.000901065-0.0131806j -0.0109829-0.00401313j 0.00978432+0.0107844j 0.00636609+0.00580249j -0.00875684-0.01568j -0.0117146-0.0074185j -0.000116924-0.00283593j 0.0149295+0.0243224j -0.0114791-0.0193106j -0.0200057-0.0195802j -0.00420154+0.0167325j -0.0204895+0.0055858j -0.0291134-0.0247836j -0.00422638-0.00961956j -0.00148441+0.00758754j -0.00527307+0.0177752j 0.00337251+0.000287751j 0.000193962+0.00609725j 0.00412114+0.0173893j -0.00113378+0.00679048j 0.0178814-0.012049j -0.0259024+0.0188816j 0.0214448-0.0101411j 0.0125122-0.0362766j 0.0225602-0.0131669j -0.0127141+0.00777741j 0.00779247+0.0105144j -0.00527193+0.000484933j 0.0187566-0.0078637j 0.00809166+0.00676552j 0.00596654+0.00874498j 0.013961+0.000448266j 0.00851042-0.0300257j 0.0254276-0.0189223j -0.0389349-0.00836582j -0.00381062+0.00982056j 0.00319358+0.0104156j -0.00123873-0.0011137j 0.00351742+0.00184818j -0.00158028+0.00135955j 
0.00929302-0.000297712j 0.00378267+0.00103943j -0.013942+0.00800666j -0.00540603+0.0204676j -0.0021966+0.00768611j 0.0122761+0.00552527j 9.9047e-06-0.0104989j -0.00746235+0.010153j -0.00591411-0.00445473j 0.00564833+0.000313653j -0.00667479-0.00318182j 0.000398814-0.000183125j 0.00629669+0.00710021j -0.00193357+0.00567941j 0.000436081+0.00206729j -0.00127676+0.00388179j 0.00494135+0.0115931j 0.00192612+0.0019753j -0.00667073+0.00323322j -0.00350667+0.00553217j 0.000902642+0.00103758j 0.000204841-0.00371066j -2.15533e-05-2.38607e-05j -0.00536846-0.00221622j -0.00703067-0.00482453j -0.00572746-0.0115325j -0.00187848+0.00681401j 0.00717668+0.00480787j 0.0085698+0.00179109j 0.000342524+0.00117265j 0.0040149+0.000273624j 0.00491807-0.00214585j -0.00415569+0.00110897j 0.00631542-0.0035255j -0.00695014-0.00992912j -0.0004092+0.00190201j -0.014389+0.00312885j 0.00997715+0.0188465j 0.0096655-0.00461607j 0.00294729+0.00621571j -0.00463494-0.00489185j -0.0163226+0.0252904j 0.00212522+0.00216706j -0.00464948-0.00288653j -0.0156952-0.0119005j 0.0033614-0.00161685j -0.00995094+0.00834003j -0.00356786-0.00735763j -0.0171933+0.0101006j -0.00781477+0.00441563j 0.0269044+0.00903955j -0.00688489+0.000797392j 0.0212984+0.0198999j -0.0100204+0.00366352j 0.00529612-0.0094302j 0.00457879-0.00422558j 0.00720837-0.0082686j -0.0045331+0.00999923j -0.000259457+0.0015874j 0.00445035-0.00197449j -0.00996307+0.0144882j 0.000877956+0.0215806j -0.0264897-0.00264841j 0.0176286+0.00529027j -0.00667089+1.50621e-05j -0.00660442+0.0058211j 0.00276964+0.0118639j -0.00358979-0.000965548j 0.00691815-0.00226081j 
0.00280878-0.0044065j -0.00223342+0.00109272j 0.00789923-0.00173084j 0.00109764-0.0019163j 0.00290397+0.00633083j -0.00358318+0.00268762j 0.000473515-0.00725811j 6.57142e-05+0.00488817j 0.00244684-0.00820705j 0.00415377+0.00289341j -5.85821e-05-0.0023433j -0.000807832-0.00639214j 0.0157921-0.00503731j -0.00916591+0.00502546j 0.00150043-0.00697758j -0.0273365-0.0026133j 0.00601233+0.00162974j -0.00925888-0.00214671j -0.00156677+0.00650911j 0.00177598+0.00537819j 0.00475035+0.0025124j -0.00293646-0.00223937j 0.00424553-0.0148158j -0.00464082-0.00646162j -0.00450415-0.015763j -0.0114006-0.00404383j 0.00582666+0.00424719j -0.0080805-3.13418e-05j 0.00887063-0.00166643j -0.00417559+0.00533532j -0.00834123-0.00621819j 0.00600547-0.00139992j 0.00568237-0.000566346j 0.000794267-0.000832011j 0.0026445+0.000488649j -0.0117027-0.00750521j -0.000338755-0.0141879j -7.43081e-05-0.00581967j -0.0105013+0.0181574j 0.0132462-0.000550924j 0.00697909-0.0101474j 0.00601624-0.0024524j -0.00575596-0.0132829j -0.000178691+0.000644818j 0.00187523-0.00147948j -0.00484717+0.0051238j 0.00585037+0.0113648j 0.00708425-0.0204858j -7.6829e-05-0.015956j -0.00848243+0.00329988j -0.0125-0.00362737j 0.00297076-0.0017685j -0.000316874-0.0135583j -0.00284632-0.00179107j -0.00408025+0.00702046j 0.00278893-0.0104054j 0.00631569-0.00275596j 0.00313671-0.000799229j -0.00673587-0.00690535j 0.00649153+0.0110024j -0.00326507+0.00741993j 0.00120064+0.00820951j -0.0146213-0.00988195j -0.00325396-0.00258358j -0.00484116-0.000244482j -0.00919666+0.00509721j 0.00887414+0.00627993j 0.00475069+0.00217516j 0.0024487-0.00153024j 
-0.00203533-0.00329069j -0.00923768-0.0121051j 0.00955048-0.00883994j -0.00211197-0.00828573j -0.000185119+0.00118751j -0.00505134-0.000427608j 0.00252824+0.00552335j 0.00182855+0.000101982j 0.0026464+0.000841116j -0.00150516-0.000797371j -0.00989767-0.0061097j 0.0149092+0.000154878j 0.00433858-0.0164921j -0.00561477+0.00917148j -0.00149705+0.0028009j -0.0195838+0.00304523j -0.0014434-0.000668495j -0.00528619-0.0020046j 0.0170117+0.00361132j -0.0029467+0.000197596j -0.00361564-0.00721054j -0.00297946+0.00410896j 0.000794965-0.000632745j 0.00385478-0.00222004j -0.000242665-0.00856255j 0.000989433+0.000422852j 0.00955293+0.00898764j -0.00349879-0.00548805j 0.000196249+0.00380267j 0.00229473+0.00303998j -0.00344678+0.00408656j 0.00625116+0.0134763j -0.00532346-0.00697065j -0.000515234-0.0111954j 0.000574455-0.00488858j 0.0114909-0.000737531j 0.00482262+0.0246424j -0.00662854-0.0058668j -0.00679775+0.00817254j -0.0194433+0.00871299j -0.0152632+0.0239381j 0.0134922-0.0064265j -2.79774e-05-0.000597845j -0.0113428+0.000350246j 0.00746321+0.00699914j 0.00238133-0.00813449j -0.011222+0.0197825j -0.0007899-0.00590482j 0.00143896+0.00646259j -0.00396384-0.010205j -0.00207947+0.00636057j 0.0065443-0.00631039j 0.00841549+0.00388834j -0.00320206-0.011875j 0.0136921+0.0176779j -0.00488828+0.00406691j -0.0021189+0.00607327j -0.00261332+0.00177405j 0.000286128+0.00541294j -0.0045302-0.00871484j 0.0109954-0.00130109j -0.010554-0.0164002j 0.012275+0.00212422j -0.00418535-0.00383148j 0.00371938-0.00783354j -0.00157153+0.00181847j -0.00106958-0.000728041j -0.0033446-0.00218467j 0.00138799+0.000595139j 
-0.00129812-0.000442989j -0.00145276-0.00179366j 0.00396277-0.0036149j -0.00331714+0.00321044j -0.00273238-0.000147078j -0.00528233-0.00197917j 0.00197508+0.000990779j 0.00107118-0.00363135j 0.00472814+0.00281679j 0.00198476+0.000802635j -0.00417676+0.0104043j -0.00205123-0.0013356j 0.00939171-0.00157411j 6.51997e-05+0.00374384j -0.00320258+0.0032879j -0.00461437-0.00355013j 0.00240634-0.00610243j -0.00388036-0.0021639j -9.72968e-05+0.00173156j 0.000292576-0.00391502j 0.00507169+0.00727046j 0.00243877-0.000120389j 0.00148632+0.0041408j 0.000430953-0.00373229j 0.00118506-0.00359162j 0.000785517+0.00250341j -0.00122308-0.00187799j -0.00412396+0.00684714j -0.000822249-0.003725j 0.00098665-0.00289772j 0.00229176+0.00437544j -0.00315669-0.00296362j 0.0050576+0.00283817j -0.00682225+0.0012564j 0.0048827+0.00140772j -0.0029603-0.00320543j -0.00823107-0.00131281j -0.00103032+0.0015107j -0.0082338+0.00687951j 0.000464354+0.00656711j 0.000321446+0.00762326j 0.00067551-0.00517241j 0.000970852-0.000447957j 0.000322659+0.000703379j -0.00485309+0.000507492j 0.00166578-0.000345935j 0.000285864+0.000383866j 0.00443734+0.00465938j 0.00291702-0.00695072j 0.00216104+0.000235394j -0.00324759+0.00207366j -0.00314583-0.00231135j 0.00564036-0.00472401j 0.00186542-0.00714441j -0.00390345+0.00305719j 0.00275213+0.000380243j -0.00139792-0.00630056j 0.00460513+0.00438052j -0.00470192+0.00467144j -0.011096+0.00511612j -0.00730061+0.00429026j 0.00616612-0.000310563j -0.00870047+0.00039443j -0.00500967+0.00383412j -0.00309844+0.0120138j 0.0155763-0.00598425j -0.00937856-0.0104824j -0.000645811-0.00549947j -0.00277809-0.00261419j 
-0.00150419+0.00206068j -0.00198897+0.000483201j -0.00525383-0.000301913j -0.00200493+0.00344054j -0.00195337-0.00176133j 0.00156625+0.0029245j 0.0025409-0.00226119j 0.00171606+0.00156518j -0.00192726-0.00320955j -0.00383147-0.0012287j 0.00324601+0.0024883j 0.00126812+0.0102516j -0.00741618+0.00065332j 0.000188127-0.00830813j -0.00137863-0.00137222j -0.00666437-0.00259293j 0.00281961+0.00610798j -0.000848228+0.00142005j 0.0085834-0.00390101j 0.000769706+0.000471151j 0.00368603+0.0044645j -0.00199451+0.000524136j -0.000409089+0.00220382j -0.00181932-0.0020326j -0.00610475+0.00214721j -0.000975429-0.00172435j 0.00469213-0.00433143j 0.0013105-0.00280843j 0.000668131+0.00265295j -0.00247754-0.00643646j -0.00410201-0.00475479j 0.00420723+0.00465671j -0.000453663-0.00289714j -0.00755897+0.00320524j 0.00313883-0.010954j 0.0122054-0.00150026j 0.0040884-0.00743432j -0.00138603+0.00435811j -0.00757181-0.0113557j 0.00287229-0.0048243j -0.00605248-0.00240049j -0.00318919-0.0018153j 0.00178112+0.00244392j -0.00137326-0.00158027j -0.00297301-0.00192704j 0.000441854+0.000866319j -0.00191506+0.000271923j -0.00569959-0.00216985j 0.000354972+0.00411195j 0.000689392-0.000325537j -0.00238396-0.00223136j 0.00326022-0.00660564j -0.000113925-0.00467606j 0.00751543-0.0010079j -0.00485576-0.00668384j 4.34728e-05-0.00473226j -0.00161117+0.000315278j -0.00810593+0.00526896j -0.0181476-0.00495465j 0.00499007-0.00354853j 0.000581487-0.0174216j -0.00109689+0.00216219j -0.00917024+0.00340607j 0.00536558+0.00368579j -0.00169723-0.00551065j 0.0095875+0.0109516j -0.00105202+0.0162985j -0.0245862-0.016052j 0.0163048-0.0149225j 
-0.00053765+0.000628191j 0.00499424+0.00360701j 0.00258378-0.0021047j -0.00744029+0.000863555j -0.0028801+0.00105844j -0.00135587+0.00197067j 0.0052241+0.00304813j 0.00353198-0.00427925j 0.00409892+0.00109176j 0.00200313+0.00211161j -0.000265795+0.00436095j -0.0124308-0.00900923j 0.000393631-0.00955438j 0.00195784+0.00441145j 0.00604137+0.000263413j 0.000700591-0.00624421j -0.000816845-0.00386736j -0.0016879-0.00696029j -0.000597509-0.000793554j 0.00212869+0.00109668j -0.000376297+0.011995j -0.000232804+0.00205012j -0.000997613+0.00188477j -0.00149829-0.00525518j -0.0002398-0.00698388j -0.000901924-0.00808265j -0.000137749+0.00154478j -0.00256894+0.00165421j -0.000768335+0.000210961j 0.00574611+0.00126261j 0.00435562+0.00761958j -0.00506272-0.00132543j 0.0056203+0.0049719j -0.00338048-0.0125901j -0.00187863+0.00685522j -0.0154272-0.000923999j -0.00979191+0.0161419j -0.0065017-0.00393262j -0.00228852+0.00140048j 0.0015215+0.00506998j -0.00214481-0.00293563j -0.0017898-0.000670172j 0.00434012+0.00577163j 0.00149213+0.00569427j -0.00145324-0.00262638j -0.000964651+0.000403819j -0.00364161+0.000338693j 0.00826438+0.000602411j 0.000899579-0.0066578j -0.00312173+0.00108068j -0.000758827+0.00477353j -0.00142401+0.00329902j 0.00401665-0.000258063j 0.00328618-0.00242646j 0.00212359+0.00154224j 0.0060863-0.00942418j 0.00721133+0.00754872j 0.0143595-0.0148j 0.0048833+0.00359774j -0.0286352+0.000584406j -0.00455565+0.014156j -0.00111496+0.00425828j -0.00246953+0.00317442j -0.000628077+0.00714906j -0.00469049+0.00445189j 0.000567971-0.00439055j 0.00340808-0.0263538j -0.00503454-0.0036632j -0.012814-0.0258367j 
-2.15252e-05+0.000783883j -0.00683148+6.44998e-05j 0.00145823-0.00763303j 0.0084322+0.00207908j 0.00101604+0.00472529j -7.90472e-05+0.000602487j -0.00353682+0.000913599j 0.00732879+0.000547072j 0.0016485-0.00356481j 0.000391635+0.00391142j -0.00152328+0.00256933j 0.00433318-0.00248618j 0.00498301-0.00183967j -0.00200747+0.004292j -0.00523837+0.000743051j -0.00228957+0.000521065j 0.00601292-0.00270195j 0.00522026-0.0062107j 0.00421582-0.00686945j 0.00275545-0.0027528j 0.00193689-0.00256135j -0.00223776-0.00134795j 0.000122853-0.00142229j -0.00521771-0.000268929j -0.000391452-0.00513476j -0.00402776-0.00505116j -0.000673093+0.00470396j -0.000116418-0.00143271j 0.00355078-0.00210205j -0.00608331+0.00311401j -0.00990846+0.00796737j 0.00379326+0.00716895j 0.00434405-0.00284968j -0.00809964-0.000986461j 0.000365318-0.00707801j 0.00518024+0.000570414j 0.00789494-0.00845408j 0.0103162-0.00535814j -0.00323949+0.00512887j 0.00234598+0.00756671j 0.0012155-0.00184287j 0.00084049-0.00759501j 0.00643026+0.0029173j -0.00222456+0.00315862j -0.00108933+0.00722825j -0.001921-0.00128146j -0.00929314+0.00313693j 0.0143356+0.00651314j -0.0023048+0.00471573j -0.000234348+0.00444453j -0.00130423+0.00839863j -0.00120827-0.0019562j 0.00746439+0.00304431j 0.00461372+0.00433501j 0.0115249-0.00278465j 0.00371669-0.0143716j 0.00129467-0.00504524j -0.00503207+0.0038802j 0.00189309-0.00103924j 0.0156246+0.00187421j -0.00896125-0.00500076j 0.00297755+0.00601089j -0.00315964-0.00105886j 0.00219998-0.00346385j -0.00311164+0.00525286j 0.0108035+0.00222429j -0.00312847+0.00360391j 0.0102063-0.00212838j -2.16822e-05+0.0181398j 
