0.015895+0.00972074j 0.0102328-0.0152713j 0.00692352+0.00545474j -0.0080737+0.00708628j -0.00489489-0.00301381j 0.000964016-0.00158408j 0.00272275-0.000367852j 0.00457472-0.000552529j -0.0031545-0.00645111j -0.00546452+0.00434463j 0.000737504-0.00136942j -0.00356326-0.00269974j 0.00190512-0.00158125j 0.00309911+0.00169804j 0.000215678-0.00521124j 0.000442086-0.00085686j -0.00175228-0.000911444j -0.00380532+0.00246056j -0.00433759+0.000925602j -0.00211947-0.000392996j -0.00257441-0.0005868j -0.00226769-0.00421478j 7.95172e-05+0.00142908j -0.00151533-0.002236j -0.00046903-5.78501e-05j -0.000148702-0.000508853j -0.000891117-0.00185013j 0.000378587+0.00410503j 0.0011964-0.00127318j -0.000361652+4.88402e-05j -0.00180252-7.82149e-05j 0.002402-0.000343248j 0.000411139+0.000315922j 0.00242035-0.000848011j 0.00941839+0.00126525j 0.000615111-0.00156027j 0.00533714+0.00245645j 0.000495742+0.00312726j -0.00446662-0.00103827j 0.00309769-0.0017389j 0.0011941-0.00360561j 0.00354213+0.000492981j 0.00126973-0.00237037j -0.000238329+0.000860002j 0.00299439-0.000363791j 0.00121759+0.00863461j 0.00198522+0.00329507j 0.000367038-0.0042816j 0.00165606+0.00675458j -0.00366205-0.0033255j 0.000539475-0.00446277j 0.0014253+0.00334339j -0.00280132+0.00163685j 0.00636812-0.00325522j -0.00177968-0.00388231j 0.0073568+0.00308975j -0.00216659-0.000376325j 0.00439816+0.0045008j -0.001794+0.00236346j -0.00217286+0.00462253j 0.00540761+0.00524258j -0.000516888-0.00652514j 0.00294636-0.0100251j -0.00230491-0.00294588j -0.0051093+0.000666577j 0.00175968-0.00760655j -0.00380857-0.00534977j -0.00929799+0.0081238j -0.0113826+0.00172058j 0.0021185+0.0094163j -0.0118231-0.0289847j 0.0302123-0.0121065j 
0.00292692+0.00116367j 0.00106644-0.00309804j 0.000760266+0.00436069j -0.001926+0.000803972j 0.00333447+0.00123868j 0.00055855+0.00191336j -0.0010637+0.00152451j -0.00242178+0.00230437j -0.00143492+0.00238327j 3.77241e-05+0.000616725j -0.00108128-0.00151416j 0.000131913-0.00159433j 0.00333232-0.00420094j 0.00370317-0.00321103j -0.00170567+0.000690582j -0.00205403+0.00287135j 0.00296491-0.00307246j -0.00297161-0.00547319j -0.000741635-0.00139811j 0.003222-0.00630461j -0.001692-0.00530528j -0.000728054+0.000145822j -0.00377913+0.002625j 0.00145452-0.00175196j -0.00122343+0.00100994j 0.00202946+0.00105298j 0.00279007+0.0017778j -0.00292999-0.00225123j -0.00132662+0.00262041j -0.00100985-0.00294612j 0.0044548+0.000776629j -0.000987422+0.000240789j -0.00475773+0.0017835j -0.00212526-0.000592104j 0.00159819-0.000700398j 0.00221159-0.000506034j -0.00090511-0.000770798j 0.000770077-0.00343447j -0.0012697+0.00191576j -0.000996333-0.00171035j 0.00275961-0.00145197j 0.000521114+0.0031437j -0.00156702+0.00242714j 0.000411051+0.000737797j -0.00538216+0.00255431j -0.00196828-0.00135495j 4.78865e-05-0.00233068j 0.00149555-0.0020161j 0.000613887-0.00174726j 0.00375951+0.000435718j 0.000815844+0.000261416j 0.00198305-0.000773303j 0.000872227-0.00146936j -0.00089698+0.000969264j -0.000641803+0.000410629j -0.00129719-0.0006546j -0.000459454-0.00198085j -0.00138222-0.000891303j -0.00099569+0.000467113j 0.00162354-0.00188057j -0.00156903-0.0014241j 0.00150078-0.00104775j -0.00161417-0.00146689j -0.00275183-0.000129113j -0.00182428+0.00103452j -0.00107648-0.00152382j 0.000545446+0.00296018j 0.000379634-0.00191371j -0.0020326-0.00141457j 0.00131895+0.00218153j 0.00192123+0.00117672j -0.000998884+0.0023313j 
-0.00882111-0.00837192j -0.00808117+0.00870291j -0.00690445-0.00194805j 0.00411565-0.00710329j 0.0050591+0.00437249j 0.00257034+0.00385778j 0.00330848+0.00333137j -0.000406335-0.000950321j -0.000557427+0.00323658j 0.00390781+0.000750201j 0.00267863+0.00561487j -0.00127399-0.00503837j -0.00397208+0.00923632j -0.000462804-0.00206894j 0.00141685-0.00204748j 0.00646101+0.0018317j -0.00314916+0.00702439j 0.00399087-0.00371836j 0.00467261+0.00393345j 0.00150668+0.00294062j 0.00394806+0.000927326j -0.00292813+0.00510641j 0.00047103-0.00133837j -0.00230612+0.00205734j 0.00539177+0.000793014j 0.00180905+0.00126653j 0.000855299+0.000758729j 0.00137598-0.0025143j -0.00506145+0.00169049j -0.00132641+0.00286304j -0.000367707-0.0042821j 0.00164643-0.00203499j 0.00186618-0.00675724j -0.000929967-0.00660305j -0.00440189-0.00389612j 0.00387097+0.000824685j -0.00102732+0.00152806j 0.00346896+0.00691681j -0.000103137-0.00011936j -0.0026986+0.000973887j -0.00364023+0.00103507j -0.00733777+0.00106289j 0.000768911+0.00773778j -0.00291741-0.00403412j 0.000567418-0.00122184j 0.00171387-0.00369133j -0.00118687-0.00155821j 0.00274335-0.00213555j 0.00309021-0.000934289j -0.0028121+0.0045279j -0.00427827+0.00119126j 0.00237373+0.00129266j 0.00252991+0.00605569j 0.00383081+0.00303433j -0.00276661+0.000255806j 0.000297007-0.000913932j 0.00133403-0.00255741j -0.00372204-0.00340463j 0.00742245-0.00293044j -0.00374466-0.00186345j 0.00545004-0.000265588j -0.00457049-0.00198005j -0.000450404+0.00106649j 0.00470209-0.000100453j -0.00381397+9.97114e-05j -0.00304084-0.00338115j -0.000858379+0.00360331j -7.25799e-05-0.00524572j 0.00518864+0.00446189j 0.00400778-0.00256828j 0.00510239+0.00387133j -0.00392945+0.00535749j 
-0.00152031+0.000274402j 0.000640134+0.00154627j 0.00293847+0.00416605j -0.00433454+0.00832107j -0.00645042+0.00168588j -0.0057236-0.0019773j -0.00219442+0.00110677j 8.95512e-05+0.00198626j -0.00422246+0.00190442j -0.00137068-0.00347372j 0.00112738-0.00371311j 0.00832986+0.00809881j -0.00239527+0.000945218j -0.00139663-0.00405292j 0.000162253+0.00158454j -0.00671934+0.00683837j -0.00243425-0.00418966j -0.00258583+0.00478094j -0.00379289+0.00142986j -0.000861502-0.00198329j 0.00809874-0.0004428j 0.00129445+0.00785863j 1.93077e-05+0.000452021j 0.00232563-0.00604273j -0.00225939+0.000513844j -0.00343464-0.00147661j -0.00104498+0.00198784j -0.00369985-0.0022425j -0.00272179-0.00101411j -0.00268224+0.00265877j 0.003031-0.00228584j -0.00025595+0.000525278j 0.00200237+0.00608166j 0.00142377+0.00184387j -0.00061453-0.00276441j -0.00066309+0.000863229j 0.000237673+0.00236433j -0.00135661-0.00201599j 0.00125655-0.00356243j -0.000452904-0.00328929j 0.00189592-0.00177392j 0.00662139-0.00279596j -0.00156122-0.0042798j -0.000199458-0.000397665j -0.0019576-0.00148743j 0.00361246+0.00247644j 0.00169628+0.00475487j -0.000650131+0.00074357j -2.08262e-05+0.00322331j 0.000434849-0.00271597j -0.000716475+0.000924139j 0.00115942-0.000234481j -0.0025056-0.0037746j 0.000671945-0.000872626j -0.00114277-0.00110679j -0.00176236+0.000505273j 0.00104996-0.00207212j 0.0028815-7.50059e-05j -0.0047775+0.00266239j 0.00418459+0.00157321j -0.00367902+4.22198e-06j 0.000633931+0.00215533j 0.00177039+0.000764502j -0.000928601-0.000432753j -0.00185774+0.003414j 0.0004803+0.000890678j -0.00204916-0.00308854j 0.00230235+0.001415j -0.00330842+0.000952789j -0.00123679+0.00376091j -0.000755181-0.00235697j 0.00181616-0.00108317j 
-0.00693023-0.00459361j -0.00454066+0.00645121j 0.0018422-0.00309249j 0.00320634-0.000457994j 0.00769024+0.00310922j 0.000569088+0.00424978j 0.00206122+0.00189959j -0.00104287+0.00400647j -0.00203394-0.000107547j 0.0018995+0.00239079j -5.14575e-05+0.00353255j 0.0058189-0.00246683j 0.00373773+0.00438975j 0.00101173+0.00345512j 0.00163762-0.000780441j 0.00175572-0.00289383j 0.00300677+0.00235628j 0.00615531-0.00326475j 0.00304302+0.00309694j 0.00116124+0.0049864j 0.00414709-0.000427107j -0.00261581+0.00107683j -0.00460585-0.000370231j -0.000579478+0.00159039j -0.000671278+0.000308745j -0.00323526+0.000291667j -0.00321124+0.00188901j 0.00150853+0.00171424j 0.00418879+0.00336732j 0.00144414+0.00241785j -0.00129296+0.000818675j -0.00190383+0.00153518j 0.00496503+0.00154084j -0.000136352-0.00120842j -0.00225345+0.00105882j 0.00122262+0.000104406j -0.00243241+0.00150811j 0.00123882+0.000594041j -5.36036e-05+5.19425e-05j 0.00194642-0.0012212j -0.00222688+0.00151277j -0.00482031+0.001902j 0.00340268+0.00860438j -0.000828899-0.00259149j -0.000220123-0.000693894j 0.000912138-0.00177209j -0.0042894+0.000919511j 0.000871291+0.00190522j -0.00146711-0.00126364j 0.0051124+0.00204951j -0.00518237+0.000619383j -7.71057e-05-0.00397927j 0.00191257+0.00156211j -0.00416991+0.00496083j -0.00225217+0.00269496j -0.00301129+0.00054389j -0.00212484-0.00232705j -0.00222561-0.0080896j 0.00489957-0.00225288j -0.00120279-0.00204982j 0.00257627+0.000673403j -0.00177045+0.00562072j 0.000448665-9.74583e-05j 0.00735172-0.00445224j -0.00286017-0.00603254j -0.000531673-0.00269586j 0.000310323+0.00197641j -0.00075144-0.00562321j 0.00336192+0.00366138j 0.00370135-0.000902953j 0.00196418+0.00399228j -0.00414613+0.00217349j 
0.000736277+0.000807302j 0.00051831-0.00172609j 0.00379508+0.000514673j -0.000284463+0.000638137j 0.00409062-0.00441264j 0.00347817-0.00268183j 0.00526661-0.00735703j 0.00277223+0.000157668j 0.0055626-0.00215111j -0.000621711-0.000913186j -0.00185783-0.00233213j -0.00667173-0.00293243j -0.000713187-0.0045168j 0.00133403-0.00331392j -0.00159196-0.00199908j 0.00381535-0.00540229j -0.00130904+0.00367834j 0.000145392-0.00108154j -0.000120058-0.00182968j 0.00167953+0.00244545j -0.00600004+0.000635897j -0.00107762-0.00521109j 0.00128472+0.00154851j 0.00184795+0.00374827j 0.00366028-5.13648e-05j 0.00448265-0.000380478j 0.00156439-0.00195006j 0.002368-0.00047898j -0.00267041+0.00326174j 0.00143848+0.00146464j -0.00626346+0.00416244j -0.000328831+0.00246749j -0.00277738-0.00515854j 4.20945e-05+0.000796276j 0.00529236+0.000603783j 0.000768297+0.00117119j 0.0011122-0.00350187j 0.000620469-0.00152465j 0.000513573+0.00275651j 0.00120469+0.000377936j 0.00147671-0.000630407j 0.000970138+0.00126973j -0.00410818-0.00116498j 0.00439544+0.00367944j -0.00211387+0.00552181j 0.00105853-0.000103778j 0.0011366-0.00733725j 0.0020385-0.00184233j 0.00329946+0.000770855j 0.000997223+0.000796699j 0.004004+0.000823256j 0.000490126+0.00255813j 0.000114683-0.00175801j 0.0027151-0.00384421j 0.000824098-0.00188571j 0.000112313-0.00159802j 0.000930454+0.00098522j 7.4871e-05+0.00329813j -0.00084499-1.45955e-05j -0.00100103-0.00215173j 0.00217371+0.000304742j 0.00341872-0.00472225j -0.00386218-0.00111989j -0.00575443+0.00267727j 0.00220649+0.00266087j 0.000924393+0.00310101j 0.000479245-0.00240706j 0.00154164+0.00221522j -0.00398969-0.00353851j -0.00296448+0.00360977j 0.000695739-0.00357318j 0.00322109+0.00053593j 
-1.37827e-06-0.000194133j -6.68127e-05+5.15173e-05j -0.00633871+0.000381421j 4.37329e-05-0.00403601j -0.000433011+0.00222388j -0.00456168+0.00112837j 0.00382012+0.000367407j 0.000137157+0.00824146j 0.00632901+0.00511822j 0.0029188-0.00131507j -0.00927757-0.000664028j 0.000455064-0.00694878j -0.00275153-0.00923056j 0.00687724-0.00678653j -0.0008383-0.00508457j -0.000237353+0.00317546j -0.000570966+0.00252289j -0.000150305-0.00318584j 0.00265118-0.000447432j 0.00249877+0.000299134j -0.00167812+0.00104109j -0.00508656+0.000694654j -0.000803097+0.00606521j -0.0014462+0.00147954j -0.00738548+0.00625672j 0.00187709-0.000422012j 0.00202519-0.0022214j 0.000786117-0.00229134j -0.000471555+0.00262864j -0.00100553+0.00260286j 0.00386905-0.00479315j -0.00373994-0.000515582j -0.00265516-0.00596665j 0.00177664-0.00635751j 0.00392221-0.000516995j 0.00264842-0.000598424j 0.000759948-0.00536026j -0.00837993-0.00248706j -0.00242518+0.00492961j 0.00151818+0.00199255j 0.00106075-0.00253394j -0.00270846+0.00379546j -0.00359728+0.00124289j 0.000715462-5.92542e-05j -0.00155017+0.00439687j 0.00140726+0.00157959j 0.00127911-0.00613314j 0.000141875+0.00128661j 0.00294434+0.00486051j 0.00454595+0.00120459j 0.00551692+0.00326145j 0.000887794+0.000850978j 0.00369583-1.9992e-05j 0.00327862+0.00308065j -0.000319764+0.00107472j -0.00267885+0.000429685j -0.000530022+6.47319e-05j -0.0040457+0.00299889j 0.000345864+0.0010472j -0.000563939-0.00543438j -0.000724638-0.00390242j -0.00195465-0.00530083j -0.00218244+0.0012587j -0.00300255+0.00348567j -0.00219413+0.000896059j -0.00277536-0.000717641j -0.0025487+0.00415864j 0.00637564-0.00295122j 0.00035438-0.00031537j -0.00286683+0.00161277j 0.000607082-0.000547029j -8.98538e-05+0.000713561j 
0.00229528+0.00474075j 0.00422155-0.00260863j 0.00482593-0.00206165j 7.06997e-05+0.00702385j -0.00307684-0.00692187j -0.00201095-0.00396109j 0.000690984-0.00255434j 0.00014698+0.00246764j -0.00376889+0.00386771j -0.000351671+0.000987808j -0.00343796-0.00707166j 0.00626633+0.000380098j 0.00270632-0.00362033j 0.00276222-0.00226895j 0.0017383-0.00269865j -0.00316721+0.00282747j -0.000432962-0.00149486j 0.000993248+0.0023483j -0.00341388-0.000181725j 0.00110844+0.00262225j -0.000231074-0.00302581j 0.000443848+0.00221279j -0.00366497+0.000484657j 2.4511e-06-0.00029829j -0.00266099+0.00207862j 0.00199801-0.000159457j -0.00127112+0.00216155j -0.00190254+0.000738656j 0.000584807+0.00201744j -0.000503542+0.000789205j -0.000202693-0.00070458j -0.00312923+0.00410493j 1.632e-05+0.005317j 0.00353614+0.00136408j 0.00058094+0.00307995j -0.00182958+0.00109817j 0.000130872-0.000790377j 0.00122516-0.00380748j 0.000481811-0.000141712j 0.00428935-0.00329489j 0.00317189-0.00158251j 0.0050649-0.00282192j -0.00153865-0.00287289j 0.00312402+0.00527339j -0.00137327+0.00469069j 0.0033264+0.00334244j 0.000734995-0.000598529j 0.00190863-1.66912e-05j -0.00172436+0.000506598j 0.00119622-0.00327725j 0.00159916+0.00387841j -0.00242739-0.00059666j -0.00368574-0.00372909j -0.00016181-0.00166219j 0.00194008-0.00333797j -0.00046563-0.000243247j 0.000431+0.00155064j 0.00192512-0.00168384j -0.00290935+0.000894279j 0.00403234-0.00170194j -0.00278791+0.0016229j 0.00618514+0.000141541j 0.000625538-0.00039455j -0.00435549-0.00017772j 0.00226056+0.00227473j 0.00372351+0.00370166j -0.00245215-0.00441228j 0.00227962+0.00282601j -0.00351544-0.00531011j -0.00629433+0.00293177j -0.00317149-0.00356793j 0.00281587-0.00324533j 
0.0010549+0.000813126j 0.000595226-0.00214516j 0.00873962+0.00339904j -0.00397617+0.00448802j 0.00698282-0.0013322j 0.00163622-0.00130344j -0.00116547-0.0059847j -0.00050977-0.00688636j -0.00310989-0.00265465j -0.00100054-0.000620648j 0.00639187-0.00127182j 0.00393118+0.00186719j 0.00617046+0.000363107j 0.000859694+0.00172501j -0.00139104+0.000872298j 0.00193119-0.0053698j 0.00317285-0.0006571j 0.00185807+0.00146226j -0.00238683+0.00235357j -0.00318978+0.00230351j -0.00530031-0.00277038j -0.00116501-0.00402182j -0.00120272+0.00129544j -0.000152752+0.00220317j 0.00413671-0.00102385j -0.000501757-0.000638302j -0.002334+0.000286125j -0.000969703+0.0021508j 0.00341552+0.00200753j -0.000311823-0.00353184j -0.00143541+0.00152728j 0.00156985+0.0027327j 0.0034764+0.00348062j -0.0014893+0.00561718j 0.000120625+0.000600874j -0.000487768-0.000814113j -0.00197906+0.000453912j 0.00451514-0.00148639j -0.0027918-0.000334754j -0.000633348-0.000513681j 0.00283688+0.000820395j 0.00746565-0.00293664j -4.55986e-05-0.00112318j -0.000611123+0.000412796j -0.00157253+0.00235279j -0.000523661-0.00206332j 0.00122397+0.00609892j 0.00533794-0.00547591j 0.00405415-0.000552666j -0.00270972-0.00310448j -0.000552042+0.000612126j 0.00464344+0.00169423j -0.0044304-0.00247141j 0.00238081-0.0056687j -0.00245616-0.000949448j -0.00133626-8.51887e-05j 0.000793516-0.000600905j 0.00334372+0.000102748j -0.00438563+0.00171165j 0.00442581+0.00141479j -0.00167561+0.00330844j 0.00361599+0.0020493j 0.000386998-0.000963189j -0.00268076-0.0018653j 0.000220677+0.00394636j 0.0014453+0.00126349j -0.000754859-0.00488008j -0.00146515+0.00546561j -0.00464124-0.00185719j -0.000794133+0.0030625j -0.00160231-0.00493736j 0.00488921-0.00204341j 
-0.00667543-0.00200562j -0.00192265+0.00573345j 0.00247143-0.0018935j 0.00399711+0.00136465j -0.00114274+0.00176784j 0.00248898-0.007611j 0.00807689-0.00150476j 0.000956542+0.000140274j 0.000247332-0.00115847j -0.000276473-0.000884322j 0.000662392-0.000969781j -0.0013141+0.00516153j -0.00160103+0.00354755j -0.00218486+0.00334108j 0.0040129-0.00109092j -0.000956282-0.000717171j -0.00789702+0.00333012j 0.00127442+0.00107777j 0.000550488-0.00134981j 0.00363412+0.00438741j 0.00486816-0.000114331j 0.000257776+0.00471961j 0.00108258-0.00611806j -0.00170561-0.000127048j 0.00677313-0.000934165j 0.00351825+0.0020388j 0.00250624-0.000121536j 9.74122e-06-0.00031659j -0.00364381+0.000643426j 0.00150083+0.00188654j -0.00688544-0.00111929j 0.00520985-8.27254e-05j -0.000678366-0.00345103j 0.00128163-0.00410949j -0.00505407-0.00390391j -0.000407-0.000102414j 0.000216653+0.00106851j 0.00502849+0.00250516j 0.00725104-0.0023354j -0.000735214-0.00249575j -0.000549182+0.00259368j 0.00261699-0.00117106j -0.00116105+0.00138729j 0.000857194-0.00295482j 0.00275875+0.00122576j -2.46252e-05-0.00197965j 0.00405791+0.00134206j 0.00275109-0.000994332j 0.000137557+0.00276572j -0.000813564+0.000423538j -0.00167355+0.00290207j 0.000439569-0.000690086j -0.000489097+0.000576334j -1.07422e-05+0.00126934j -0.00164887+0.00188814j -0.00468192+0.000154187j 0.00137068+0.00121658j 0.000625758-0.00297781j 0.00136954-1.7113e-05j 0.00158478-0.00165475j 0.00146717+0.000725702j -0.000298267+0.00320349j -0.0020191+0.00148033j 0.00181613-0.000908598j -0.00236668+0.000339361j -0.000202598-0.00174671j -0.000832195-0.00167216j 0.00113376-0.00193409j -0.000984179+0.00110643j 0.000823943+0.00193834j 0.00272855+0.000697846j -0.00117842+0.00257813j 
-0.0036406-0.00292869j -0.00252572+0.00237838j 0.00187767+0.00309419j 0.000116089+0.00097755j 0.00639882+0.00561004j 0.00170909+0.000803765j 0.00315712-0.00233585j 0.00218475+0.000124817j -2.23831e-05-0.00106351j 0.00193989-0.00141147j 0.000985219+0.0029386j 0.00160982+0.000631958j 0.00144537+0.000165814j 0.00148585-0.00409101j -0.00141223-0.00124558j 0.000322646-0.00155356j 0.00272842+0.000261488j -0.0019574-0.00234531j 0.000157516+7.59579e-05j 0.00132714-0.00053964j 0.00125202-0.000400009j -0.00392723+0.00144228j -0.00104646+0.00495149j 0.00140827+0.0010653j 0.00114652+0.00248225j -0.00299221+0.00306877j 0.000518372-0.00117388j 0.000698003-0.00161378j -0.000363918+0.00237401j -7.03648e-06+0.000609394j -0.000902707+9.68943e-05j -0.00238802+0.000123517j 0.00411835-0.00221057j -0.00238605+0.00267777j 0.00187296-0.000980523j 0.00267965-0.00147719j -0.00347798-0.00182468j -0.00271382+0.00106608j -0.00109952-0.000473099j -0.000481663+0.000104089j 0.000160811-0.000446803j 0.000511086+0.00215282j -0.00323488+0.00213661j -0.00122243-0.00271488j -0.00153659+0.00041056j -0.00253834-0.00497146j 0.000694202+0.00188714j 0.00340671-3.24928e-06j 0.00431776+0.000326801j 0.00127396-0.000579113j 0.00276389-0.00283028j 0.00322926+0.000771277j 0.000539988-0.000291653j 0.000196683-0.00214437j -0.000987633+0.000860543j -0.00117919+0.00122473j -0.00231721+0.00167993j 0.00043145+0.00217416j 0.000138502-0.00252835j -0.00145613+0.000267511j 0.00160579-0.00237667j 0.00113392+0.00357105j -0.00286687+0.00139661j 0.00367384-0.00110142j -0.00423827-0.00554759j 0.00119497+0.000350987j 0.000347082+0.0010736j 0.00535342+9.0563e-05j -0.000462266-3.13066e-05j 0.000371145+0.00212203j 0.00121621-0.00208084j 0.00151605+0.00106439j 
-0.00157963+0.00315201j 0.00346817+0.00058497j 0.00615218-0.00872941j 0.00424653+0.00219757j 0.00542247-0.00146151j 0.00135883+0.000449997j 0.00432583-0.00743683j 0.00369946-0.00109349j 0.00440213-0.00900575j -0.000433958-0.000808773j 0.00256345+0.0015495j -0.00190961+0.00327604j -0.00203709-0.00347963j 0.00274568+0.0101787j -0.000844438-0.00166894j -0.00142798-0.0127946j -0.00701535+0.00113277j 0.00330073+0.00562942j -0.0026097-0.00447986j -0.00133723+0.011417j 0.000217667+0.0045339j -0.00303478-0.00837821j -0.000388449-0.00402861j -0.00253892+0.00145604j 0.00362526+0.00133218j 0.00210483-0.000762836j -0.0019136-0.00304344j -0.00075046+5.06266e-05j 0.000232505-0.00020888j 4.4699e-05-0.00117239j -0.00874755+0.000724074j 0.00204+0.00236679j 0.00231329-0.00413933j 0.000570079-0.00135048j -0.000483116+0.00378139j 0.000244233+0.00231941j 0.000145205-0.000935471j 0.0014623-0.0038299j 0.00342783+0.000296j 0.0020903+0.00499926j 0.00097822+0.00487104j 0.00143193-0.00210564j -0.000542586-0.00356844j 0.00319719-0.00374391j 0.00565174-0.00186575j -0.00150265-0.00228786j 0.00122043+0.00299817j 0.00179928+0.00132662j 0.000600496+0.000990892j -0.00141939+0.000232249j 0.00194918+0.000774295j 0.00199659+0.00120717j 4.76815e-05-0.00173142j -0.000314179-0.00296128j -0.00267874+0.00153696j -0.00444235+0.00139457j 0.00152244+0.00252064j -0.000118473+0.000881723j -0.00445035-0.000135621j -0.00149624-0.000564196j 0.00376813+0.00155983j 0.00161575+0.000666144j -0.00323103+0.00296697j -0.000885472-5.12391e-05j 0.00141655-0.00176317j 0.000700873+3.53101e-05j -0.000663068-0.00606867j 0.00129675+0.00229999j 0.00191648-0.00123819j -0.00418278-0.000667557j -0.00170854-0.00111223j 0.000523024-0.00261524j 
0.000593584+0.00200433j 0.00203334+0.000119865j 0.00153085-0.00509536j -0.00121249+0.00699892j -0.00402676-0.0074608j -0.00447075+0.00512725j 0.000843762-0.00106583j -0.000955854+0.00688448j -0.0019056+0.0022504j 0.00454362+0.0029637j -0.00485751+0.00345643j 0.00477168-0.00205522j -0.00524898+0.00397363j 0.00022066-0.00361161j -0.00155784-0.00360139j -0.00456135-0.000954387j -0.000597513+8.94553e-05j -0.00325988+0.00456827j -0.00528519-0.00872015j -0.00236373+0.00536951j 0.00748349-2.89747e-05j 0.00306064-0.00295977j -0.0023652+0.00422713j 0.00076837-0.00554636j -0.00495772+0.0048682j -0.00339323+0.00149055j -0.0011818-0.00212706j -0.00509799+0.00043802j -0.00156102-0.000907688j -0.00204545+0.00376127j -0.00193478-0.00177712j -0.00681887+0.000310405j 0.00210685+0.00145243j -0.000598475+8.12471e-05j 0.00201727+0.00317201j 0.00183+0.00602301j -0.000632291-0.000851702j 0.00125155-0.00207287j 0.0068855-0.00320931j 0.00482751+0.00432281j 0.00328284+0.00416322j -0.000925351+0.00307364j 0.00201805-0.000146675j 0.00321516+0.000535793j 0.00143852+0.00269595j 0.00237051-0.00182462j -0.00420774-0.00122356j 0.00114638+0.00430173j -0.00280373-0.00326917j 0.004385+0.00588271j -0.000385355+0.00372588j -0.00381723-0.00221305j 0.00207387-0.00153958j -0.000122369+0.00332981j -0.000280031-0.00266452j -0.000569485+0.000630563j -0.00272989-0.00151318j -0.00332533-0.00446036j 0.0038709-0.000997958j -0.0017834-0.00213974j -0.000933437-0.000540637j -0.000947945+0.002726j 0.0012977+0.00262807j 0.000438307+0.000363417j 0.00367037-0.00154927j -0.00178407+0.000386047j -0.000791171+0.000705759j 0.00144736-0.00590269j 0.00555514+0.00107455j -0.000621051-0.000629733j -0.000405913+0.00142517j -0.00192983-0.000135419j 
-0.00337043-0.00285847j -0.00396316+0.00322486j 0.00045574-0.000248296j -0.0023666-0.00712293j 0.0097136-0.000595974j -0.00333182-0.000168556j -0.00368606+0.000337421j -0.00548824+0.00428211j 0.00626796+0.00236302j 0.00424688-0.00406945j -2.88818e-05+0.00514264j 0.00841683-0.00249849j -0.0039641-0.00570524j 0.000743628+0.00267697j 0.00320379+0.00499229j 0.00102929-0.00408512j 0.00170144+0.00417249j 0.00799178-0.00126074j 0.00379142+0.00466532j -0.00228149+0.00406171j -0.00268849+0.00634868j -0.00392464-0.00116805j 0.000685761-0.00317222j -0.00496341+0.00256332j -0.00378322+0.00067673j -0.00413792-0.00705591j -0.00537602-0.000918043j 0.0100403+0.00177843j 0.00379871-0.00102066j 0.00410224+0.00140525j 0.00281417+0.00437148j -0.000304906+0.00040735j 0.00160317-0.00193991j 0.00189653-0.00434365j 0.000600147-0.00346115j -0.000250218-0.00435752j 0.00124315+5.51247e-05j -0.00151972-0.000816114j -0.00322278+0.000421107j -0.00301907-0.00421715j 0.00235425-0.00337352j -0.00251581+0.0008778j 0.00491618+0.00728404j -0.00139479-0.00404858j 0.00390485+0.00190405j -0.000882124+0.00318027j -0.00502291-0.00536329j -0.00170225-0.00535507j 0.00390799+0.00157081j 0.00223828-0.00183532j 0.00056708+0.00104692j 0.000804801-0.00119408j -0.000377617+0.0016249j -0.00260819+0.00130931j 0.000665479+0.00164411j -0.00361332+0.00342923j 0.000515833+0.000915447j -0.00161837-0.00342617j -0.000145079-0.0017235j -0.00168992-0.00534046j 0.00172741-0.0032147j -0.000658425+0.000280159j -0.00383537+0.00274479j 0.00468358-5.72454e-05j -0.00163288-0.00170262j -0.00309037+0.000884791j 0.00124606+0.00410124j 0.00287108-0.00276262j -0.00166777+0.00260527j 3.7198e-05-0.00137856j 0.00883115+0.00923903j -0.00952991+0.00881142j 
