0.015895+0.00972074j 0.0102328-0.0152713j 0.00692352+0.00545474j -0.0080737+0.00708628j -0.00489489-0.00301381j 0.000964016-0.00158408j 0.00272275-0.000367852j 0.00457472-0.000552529j -0.0031545-0.00645111j -0.00546452+0.00434463j 0.000737504-0.00136942j -0.00356326-0.00269974j 0.00190512-0.00158125j 0.00309911+0.00169804j 0.000215678-0.00521124j 0.000442086-0.00085686j -0.00175228-0.000911444j -0.00380532+0.00246056j -0.00433759+0.000925602j -0.00211947-0.000392996j -0.00257441-0.0005868j -0.00226769-0.00421478j 7.95172e-05+0.00142908j -0.00151533-0.002236j -0.00046903-5.78501e-05j -0.000148702-0.000508853j -0.000891117-0.00185013j 0.000378587+0.00410503j 0.0011964-0.00127318j -0.000361652+4.88402e-05j -0.00180252-7.82149e-05j 0.002402-0.000343248j 0.000411139+0.000315922j 0.00242035-0.000848011j 0.00941839+0.00126525j 0.000615111-0.00156027j 0.00533714+0.00245645j 0.000495742+0.00312726j -0.00446662-0.00103827j 0.00309769-0.0017389j 0.0011941-0.00360561j 0.00354213+0.000492981j 0.00126973-0.00237037j -0.000238329+0.000860002j 0.00299439-0.000363791j 0.00121759+0.00863461j 0.00198522+0.00329507j 0.000367038-0.0042816j 0.00165606+0.00675458j -0.00366205-0.0033255j 0.000539475-0.00446277j 0.0014253+0.00334339j -0.00280132+0.00163685j 0.00636812-0.00325522j -0.00177968-0.00388231j 0.0073568+0.00308975j -0.00216659-0.000376325j 0.00439816+0.0045008j -0.001794+0.00236346j -0.00217286+0.00462253j 0.00540761+0.00524258j -0.000516888-0.00652514j 0.00294636-0.0100251j -0.00230491-0.00294588j -0.0051093+0.000666577j 0.00175968-0.00760655j -0.00380857-0.00534977j -0.00929799+0.0081238j -0.0113826+0.00172058j 0.0021185+0.0094163j -0.0118231-0.0289847j 0.0302123-0.0121065j 
-0.0145988-0.00543723j -0.0046418+0.0142543j -0.00373649+0.0243631j -0.0286287-0.00311708j -0.00389018-0.0100388j -0.00286992-0.000483042j 0.00170178-0.0174498j 0.0212987-0.00599192j 0.00450863-0.00244899j 0.00217664-0.0141675j 0.0167515+0.00412067j 0.0104759+0.0030331j 0.00314323+0.000555711j 0.00488364+0.00985599j 0.00156785+0.00123517j 0.00456234-0.000413296j -0.0129039-0.0117383j 0.000854957-0.00466268j -0.00316061-0.000599075j -0.00185949+0.00168743j -0.0005998-0.00904227j -0.000971464-0.00739804j -0.00147117-0.00111729j 0.00729522-0.00384578j 0.000790038+0.000911758j 0.00472258+0.000274205j 0.00130927-0.00276158j -0.00262655+0.000972317j 0.00521316+0.00752896j -0.00426784+0.000672725j -0.000326065-0.00588368j 0.0130052+0.00711672j -0.00128436+0.00271754j -0.00140941-0.00441298j 0.00557864+0.00283876j 0.00238945+0.000560101j 0.00552426+0.0052415j 0.000472941-0.0125601j -0.00268059+0.00893187j 0.00288889-0.00189681j -0.00351887-0.00886364j 0.00252335-0.00435956j 0.00826873-0.0148799j 0.00335742-0.000563117j -0.000180639-0.00804741j 0.00667962+0.0131167j 0.00721579+0.00850138j -0.000438243+0.000546409j 0.00505783+0.00703613j 0.00552859+0.00247113j 0.00645461-0.00176727j -0.00232421+0.00794735j 0.00110696+0.00465605j -0.0156767+0.00681892j -0.00905249-0.000272789j -0.00628287+0.00323861j 0.00621777-0.0057679j -0.00137498-0.0148233j -0.0105074+0.0135508j 0.00694478-0.00276681j -0.00886739+0.000140115j 0.00366803+0.000697815j -0.00120224+0.00389181j -0.0126414+0.00344107j 0.0209851+0.000741088j 0.0123679+0.0213982j 0.0101806-0.0174948j -0.00289851+0.0116279j -0.0175814+0.0221225j 0.0199182+0.014762j -0.00205864+0.0114889j -0.0114715-0.00296285j 
0.00618594+0.0263603j 0.0264362-0.00592364j -0.00141994+0.00277065j -0.000323913-0.00380714j -0.00347317-0.00114828j -4.48059e-05-0.0109334j 0.01025-0.001192j 0.00313811+0.00713092j -0.00987701-0.00533967j -0.00222662+0.0089623j 0.00460351-0.00246582j -0.00998751-0.00167159j -0.00143101+0.00488921j 0.00290762+0.00213005j 0.0120469+0.00243185j 0.00504708+0.0114303j 0.00707489-0.00597085j -0.00425112+0.000608523j 0.000978383-0.00372007j -0.00045606-0.000897249j -0.000803594+0.0112424j 0.00181301-0.00499501j -0.00460631-0.000169053j -0.00298269+0.00518065j 0.00380748+0.000226982j 0.000733436+0.00426359j -0.00529077+0.00187129j 0.00234393+0.00107604j -0.0027171+0.0065927j -0.00069422+0.00448737j -0.00243877+0.00142125j -0.00447606+0.0019038j 0.00564492+0.00539581j 0.00655032+0.000769829j 0.00395832+0.00842123j -0.00136971-0.00751134j 0.000292172+0.0055448j -0.00396591+0.00229205j -0.00367335+0.00684046j 0.00401566-0.00677345j 0.0106285-0.00476356j -0.00331708+0.00139734j -0.00327252-0.00961988j 0.000540166+0.00652143j 0.000291786+0.00425024j 0.00107056-0.00329547j -0.00307671-0.00604458j -0.00573879-0.00330133j -0.0023451+0.00194192j 0.00857967-0.00543482j 0.00781995-0.00249901j -0.00232771+0.000543361j -0.00292955-0.000499471j -0.000871401+0.00275233j 0.00785154-0.01008j 0.000885039+0.0104564j -0.0102322-0.00100574j 0.0074878+0.00413116j -0.00454966-0.00355357j -0.00158207+0.00477806j -0.000965617-0.000481834j 0.00760515-0.00142982j 0.00698262-0.00748605j -0.0064638-0.00135046j 0.0104464-0.0109239j 0.0154693+0.0120688j 0.00449149-0.00791827j -0.00165868+0.0112375j -0.0169643-0.00112564j 0.000730888+0.0116241j -0.0225531-0.00324926j 0.00366573-0.0222143j 
0.0135539+0.0112357j 0.0112807-0.0136387j 0.0147724+0.00965638j -0.00979654+0.016427j -0.00282564-0.011464j 0.0116493+0.00401878j -0.0052609+0.00333262j 0.00689247-0.0051985j -0.00153199+0.00150604j 0.00656381-2.16865e-05j 0.00238107+0.00884004j -0.00287089+0.00525569j -0.00496889+0.00495118j -0.00449435+0.00734327j 0.00270045+0.00616966j -0.00644002+0.00806793j 0.00334757+0.00613285j 0.00287519-0.00945511j 0.00594001+0.00626358j -0.0134342-0.00408434j 0.000927418+0.00887082j 0.00586347-0.00148265j -0.0120037-0.00151998j 0.0088321-0.00106866j 0.00573062+0.0077147j 0.00814285+0.00875541j 0.00246562-0.00250007j -0.00643086+0.00041371j -0.00614059+0.000811477j -0.00134393+0.00248713j -0.000817871+0.00508299j 0.00461114+0.0067699j 0.00174595+0.00829349j 0.000690189-0.00465937j -0.00643603+0.0114781j -0.000612506+0.00737487j -0.00840698+0.0162049j -0.00848942-0.0111459j -0.0212775+0.0065413j 0.0131584+0.0136031j 0.0153694+0.00622411j -0.0133216+0.00100123j 0.00406437-0.00951775j -0.00199132+0.00463898j -0.00419766+0.00519865j 0.0167849-0.00371873j 0.00153412-0.0133023j 0.000346618-0.0111109j -0.000606036+0.0108636j 0.00623116-0.00767839j 0.0106661-0.00398428j -0.00696346-0.00255415j 0.000942925-0.00328704j 0.011264-0.00589251j -0.00606565-0.0113989j 0.00771765+0.00937583j -0.00492235+0.00111733j 0.00546277+0.00565166j -0.0104006+0.000214102j -0.0050574+0.0123142j 0.00494959-0.00111903j 0.00478435-0.0081762j 0.00810478+0.00410583j -0.00416939-0.00573426j 0.00178924+0.0012661j 0.00817979-0.000178328j -0.00669604-0.0107816j -0.00565673+0.00750905j 0.00337957-0.00188109j -0.000521408-0.0037096j -0.0109691-0.00232179j 0.00211141-0.0109271j 
0.00475879+0.0146121j 0.0142936-0.00494851j 0.00148296+0.0159764j -0.018128+0.00117982j -0.0014448-0.00472823j -0.00848218-0.00399354j 0.00549172-0.0139672j 0.0052208+0.00341934j 0.00497368-0.00277198j -0.00174066-0.00479083j 0.00527214-0.000131707j 0.00177286-0.00751323j 0.000883333-0.00115294j 0.000851786+0.00846719j 0.00160917+0.00595335j -0.00698773+0.000615526j -0.00326986+0.00609064j 0.00441244-0.00975242j 0.00665375-0.00216851j -0.00911355-0.00135539j -0.00788512-0.00296597j 5.30655e-05-0.00791901j -0.000488563+0.0107163j 0.00493723-0.010796j 0.00229812+0.00299222j 0.00265452+0.00333321j 0.00665653-0.000857066j -0.00494708+0.00281191j 0.000129621-0.00346685j -0.00123848+0.00195303j -0.00222828-0.00115531j 0.0118797-0.00206462j -0.00309311+6.49239e-07j -0.000299451-0.00526172j 0.0102943-0.00435825j 0.00665062+0.0034653j 0.00852415+0.00429556j -0.00349874-0.000157146j -0.000726744+0.0100152j 0.00543984+0.0100487j 0.00396681+0.000162615j 0.00381026+0.00150334j 0.00918826-0.00801802j 0.00438512-0.000622572j -0.00407579+0.00240984j 0.00146805+0.0127345j 0.00968149+0.00170258j 0.00532081-0.00326893j 0.0109942+0.00728736j 0.0135622-0.00177799j 0.00275016+0.000457252j -0.00389121+0.00409547j -0.00771869+0.00363368j -0.00909194-0.00595705j -0.00556925-0.000444859j 0.00922653-0.00353746j -0.00657233-0.00503744j 0.00120947-0.00908418j 0.00476508+0.0121807j 0.0101129+0.00588248j -0.00225383-0.00131496j -0.00423263+0.00737887j 0.00277141-0.0113289j 0.00246914+0.00444873j -0.00125438-0.0169888j 0.0202559+0.00386371j 0.00573462-0.0113136j 0.00650568-0.00724547j -0.00472772+0.000936475j -0.00269191+0.00687326j -0.0183018-0.00170863j 0.000981227-0.018101j 
2.9451e-05+0.0130569j 0.01378-0.000206675j -0.00414493+0.0117772j -0.0139667-0.0054255j -0.00284611+0.00117143j -0.00108812-0.0109719j 0.013795+0.000840787j -0.00682344+0.00521002j -0.0067859-0.00229857j -0.00112648+0.012009j -0.00272704-0.00634178j -0.00517173-0.0097692j -0.00182394+0.00390326j 0.00544568-0.00526091j 0.0109714-0.006579j 0.00792344+0.000882392j 0.000910016-0.0102641j -0.00974249+0.0125063j -0.00814039-0.0108743j 0.010131+0.00560068j -0.00460524+0.00881641j 0.00333771-0.00829072j 0.00423593-0.00405205j -0.00827956+0.00406888j -0.00257082+0.00051118j -0.00645848+0.000252834j -0.00452595-0.00504751j -0.000722595+0.00392125j 0.00803034+0.00242018j -0.000356837-0.00131434j -0.00978441+0.00250604j -0.00649411-0.00033857j 0.00519837-0.00133524j 0.00860703+0.00507863j 0.00427333+0.00406247j -0.005057-0.00963092j -0.0020049-0.00806991j -0.0120805-0.000588178j -0.000506909-0.00545023j -0.00248112-0.00220382j -0.00403981+0.000963344j 0.00352577+0.00441688j -0.00546937-0.00446964j -0.000690534-0.00275312j 0.00788424-0.00441276j -0.00116269-0.0127191j -0.00789709+0.00479607j -0.0106285+0.00525029j 0.00110722+5.17056e-05j 0.000634581-0.00515165j -0.00369408-0.0094289j 0.00362632-0.00197531j 0.00081087-0.00711845j 0.00715792+0.00264738j -0.00213123+0.000289014j 0.000101985+0.00798j -0.0102138+0.000103842j 0.00416338+0.0086797j -0.00478665+0.00467589j -0.00142632+0.00673509j 0.000445973+0.00424535j 0.00244332-0.000922771j 0.0037153-0.00699359j -0.00402574-0.00240753j -0.0018464-0.00924976j 0.0165371-0.00494627j -0.00657351-0.0184431j -0.0045894+0.011797j -0.00984601+0.00554902j 0.00408389+0.00858054j -0.0144944-0.00470684j 0.00488727-0.0151747j 
-0.0100651-0.0176463j -0.0172259+0.00992016j 0.00325654-0.00134477j -0.00139503+0.00529244j -0.00366395-0.00258265j 0.00443506+0.0073339j -0.0093395+0.00247826j -0.000193325-0.00975582j -0.00255125+0.00956598j 0.011419+0.00141329j -0.00294178+0.00557665j 0.00572654+0.00696676j -0.00726073+0.00498218j -0.00200263-0.00183827j 0.00202346-0.00251653j -0.00103947-0.00270818j -0.00473263+0.00343893j -0.000219332+0.0019495j -0.00472813+0.00101229j -0.00445277+0.00795139j 0.00359398-0.00090466j 0.00410906+0.00580023j -0.00188503-0.00351684j 0.00486584+0.00304955j 0.00143763+0.00573598j 0.00744045+0.00168362j -0.00123024-0.00356955j 0.000223859-0.00438352j 0.0069442-0.0023228j 0.00257218-0.000750147j -0.00240496+0.000615435j 0.00393757+0.00617452j 0.0025485-0.000219955j -0.00466272-0.000460783j -0.00874393+0.00622656j -0.00586687+0.00736321j -0.00455232+0.0032578j 0.000340162-0.01252j -0.00186341-0.00165193j 0.000542917+0.00949807j -0.00302228+0.00405697j -0.00744308+0.00117962j -0.00350662-0.00216188j 0.00413741-0.00638129j -0.00208063-0.00561495j -0.00228241-0.00411202j -0.000921994-0.000772849j 0.00353003+0.00277683j -0.00584849+0.00430805j 0.000502316+0.00279466j 0.00443015-0.000937493j -0.00205325-0.0028421j 0.00784799-0.000737733j 0.003489+0.00313227j -0.0117144-0.000797177j -0.00111866-0.00015178j 0.00800788+0.00523342j -0.00276869-0.00429368j -0.007558+0.00336009j -0.00469456+0.000847777j 0.0040065+0.00153812j -0.00684528-0.00939904j -0.00176218+0.00802752j 0.00420299+0.00505446j -0.00451882-0.00435121j -0.00098317-0.00387205j 0.00749787+0.00286402j 0.00374126-0.0208605j 0.0212918-0.00206067j -0.0050335-0.014821j -0.00398947-0.000689687j 0.000310728-0.00387811j 
-0.01023-0.013551j -0.0132455+0.00998504j -0.00647136+0.00781886j -0.00922336-0.00581795j 0.00148726-0.000495724j 8.86702e-06-0.0055026j 0.00984387+0.00285757j -0.00964633+0.00532603j -0.000403035+0.00148807j -0.00226384+0.00316802j -0.000117039-0.00361694j 0.00422472-0.0130362j -0.00202876-0.00175903j 0.0031666-0.0111805j -0.00130952-0.00537712j 0.00411445-0.00484505j -0.00474096-0.00565179j -0.0100477+0.00783603j -0.00658573-0.00608324j 0.0152523+0.00390179j -0.00308493-0.00188654j 0.00357103-0.000194966j 0.002207-0.00160375j -0.0014127-0.00400553j -0.00241681-0.00240183j -0.00533869-0.00715193j -0.00263178-0.00246627j 0.000609338-0.00438754j -0.000863565+0.00281741j -0.00159229+0.00084644j -0.00670479-0.000256189j -5.07994e-05+6.30786e-05j 0.00206811-0.00604337j 0.00668895+0.00638254j 0.0124054+0.0061801j 0.00720543-0.000482701j 0.000824237-0.00244049j -0.00583469-0.000580198j -0.000194349-0.00580567j -0.005264-0.00864542j -0.00595206-0.00370546j 0.00404735+0.00392459j -0.0039913+0.0017486j 0.00472047-0.000451603j -0.000210722-0.00844976j -0.00403495-0.00619405j -0.00615693+0.00666516j -0.00588342-5.74926e-05j 0.00204198+0.00452552j -0.00254174+0.00607284j -0.00556915-0.00602124j 0.00248001+0.00526881j 0.00315304-0.00861392j 0.00359009+0.00300206j -0.0018422+0.00357842j -0.00305327+0.00274258j 0.0023118-0.0134165j -0.00451595+0.00803457j -0.00968891+0.00404014j -0.00624222+0.00757806j 0.00387992+0.00153639j 0.000617929-0.0074915j 0.0154279-0.00129698j -0.00539746-0.00533751j 0.00334769-0.00499679j 0.00701483+0.0167481j 0.0174428-0.00757948j 0.00209-0.00776236j 0.00805089+0.011538j 0.00968963-0.00685832j -0.00597762+0.00995344j -0.0100876-0.0063984j 
0.000252486-0.00747688j -0.00718509-0.000730334j 0.00745467+0.013566j -0.015622+0.00640387j -0.00530005-0.00699521j 0.0060953-0.00415571j -0.000857262-0.000752302j 0.00609233-0.00699111j -0.000479148+7.25616e-05j -0.000701661-0.00226831j 0.00180413+0.00159907j 0.011874-0.00172869j 0.00286096-0.00198249j 0.000758571-0.000475273j 0.00166831-0.0057781j 0.00164299-0.0041456j -0.000806649-0.00137106j -0.000238174-0.00152351j -0.00244318+0.00522263j 0.0052328+0.00410459j -0.00563919-0.00652268j 0.00341052+0.0018419j -0.00669963-0.00238897j 0.00483919-0.000830925j 0.00103621+0.00150111j 0.000537788-0.00356475j 0.00301127+0.00156882j -0.000742462-0.00267949j 0.00457566+0.00135729j 0.000269415-0.00102986j -0.0037304-0.00106067j 0.00590879+0.00436978j -0.00120493-0.000269097j 0.0048613-0.000710477j 0.0124151+0.0104602j -0.00143817+0.00180958j 0.00311127+0.000915975j -0.000100646-0.0069418j -0.00884393-0.00335256j 0.00492992-0.000472532j -0.00105345+0.00118987j 0.0070973+0.00692633j -0.00482117+0.00274851j 0.00270476-0.00256857j 0.00101744+0.00182861j -0.00264985+0.0178355j 0.00510705+0.00770563j 0.00860144-0.0092335j -0.00592746+0.0184176j -0.000354404-0.00338793j 0.00758686-0.0138624j 0.00343542+0.0054755j 0.00363669-0.00489897j 0.00463957+0.00211651j -0.00635398+0.0022766j 0.00686811+0.00539445j 0.00579612-0.00137054j -0.0083137+0.00407772j -0.00598899+0.00270159j -0.00848591-0.000729038j -0.00348668+0.00627944j -0.00252967-0.00317826j 0.0104215+0.00442304j 0.00778059+0.00328616j -0.00132613-0.0103532j -0.00240772-0.0067819j -0.00763972+0.00618923j 0.00499858+0.00883372j 0.00749688-0.00794985j -0.0101419-0.0116562j -0.0253185-0.0133035j 0.0137115-0.0261074j 
0.00548867+0.00120825j 0.000690789-0.00551129j 0.000695408-0.00353976j 0.00405504+0.00137054j 0.00494593-0.000816087j -0.00130808+0.000240485j 0.00390206-0.00124295j 0.00756572+0.00628518j 0.014664-0.0173429j -0.0199286-0.015827j 0.00224264-0.00608482j 0.00229107-0.00545705j 0.0155419-0.0128831j 0.00283602+0.00379218j -0.013786-0.00512914j -0.00404068-0.0082544j -0.00525391-0.00552557j -2.82887e-05+0.000140583j 0.000858175-6.85228e-05j 0.00785031-0.00749681j 0.000532411-0.0134833j -0.0108578+0.00122976j 0.00600024-0.00187488j -0.00302118-0.000757737j -0.00932317-0.0059305j -0.0118266-0.0025738j 0.00573397+0.00254327j -0.00358651+0.00772149j -6.55457e-05-0.00261515j -0.00500991-0.00263667j 0.00443909-0.00533624j -0.00741261-0.00973438j -0.00350642+0.000397765j -0.00379729-0.000100657j -0.000701536-0.00040407j -0.000751326+0.00498414j 2.58698e-05-0.0065586j 0.00271537+0.00965405j 0.00145908-0.0111492j 0.00319567-0.00091193j -0.00730286-0.00438942j 0.00393481-0.000228929j -0.00315826+0.0121059j -0.00104467+0.00478332j 0.000186085+0.00204754j -0.00521825+0.000465669j -0.00439453+0.00811946j 0.00518805+0.00156469j 0.00354131-0.00754092j -0.0106312+0.0030478j -0.00450206-0.0022474j -0.00691969+0.00784497j -0.00197928+0.000637819j 0.0015383+0.00298943j -0.000639173+0.000543225j 0.00354655-0.00488789j 0.00936667+0.00392617j -0.00685423+0.00131912j 0.00324441+0.00327756j -0.00395398+0.00101852j -0.00197412+0.00220082j 0.0026057-0.00849626j 0.00711143+0.0114712j -0.00240859+0.00500586j 0.00979783-0.00429518j 0.0115828+0.00976567j 0.00105988-0.00811896j -0.000523091-0.00112695j 0.0135516-0.00647641j -0.00642475-0.0128709j -0.0122503+0.000316567j -0.000992181-0.01186j 
0.0184604+0.016545j 0.0165353-0.0188241j 0.0135491+0.00767992j -0.0100793+0.0124655j 0.00433896-0.0101516j 0.0102378+0.00562715j -0.000330651+0.00572313j 0.000313381+0.00214405j 0.00104913-0.00847625j -0.00613905+0.00293659j -0.00622871-0.0028198j -0.00546413+0.000811988j -0.000406646+0.000964341j 0.00294672-0.0012177j 0.00153145-0.00647215j 0.00244257+0.00100649j 0.000796199+0.000146384j 0.00281799-0.000166783j -0.00352771-0.00698294j 0.0027363+0.0018132j 0.00266965+0.00154217j 0.00607385-0.00497899j -0.00165344-0.00427763j 0.00137259+0.00188023j -0.000919573-0.00245914j -0.00122276+6.08223e-05j 0.00642436-0.000872192j -0.00457596+0.00266337j -0.00531546-3.62167e-05j -0.0012609-0.00158258j -0.00229159-0.000629251j -0.00422861+0.00300319j -0.00126503-0.00326268j 0.00675409-0.00286418j 0.00308602+0.00689508j -0.00384588+0.00436748j -0.000763747-0.00225905j 0.00076274+0.00592674j 0.00224903-0.00583783j 0.00908749-0.00101708j 0.000703787+0.00866333j 0.00734217+0.00566401j -0.00186523+0.00290143j 0.000616546+0.000171326j 0.00837845+0.00517343j 0.000876623+0.00460099j 0.000518607+0.00261627j 0.00674918-0.00151144j -0.00474977+0.00148022j -0.00806452-0.00405979j -0.000766785-0.00229571j -0.0038549+0.00260342j 0.00116064-0.000220104j 0.00460366-0.00079489j -0.000409233-0.0018073j 0.000835341-0.000332492j 0.000967223+0.00766545j -0.00334867+0.00410873j 0.0031095-0.0051198j -0.0033691-0.00324906j -0.00401655+0.00675901j 0.0101762+0.00298631j 0.000806753+0.00840936j 0.00253381-0.00130279j 0.00290834+0.00145229j -0.00111383-0.00693675j -0.0170751-0.00106192j 0.00342782+0.0163455j -0.00366111-0.0051208j -0.00694405+0.000881561j -0.0111997-0.0121087j 0.0116243-0.0116997j 
0.0198766+0.0202861j 0.0201771-0.020009j 0.0125317+0.00691303j -0.00762538+0.01351j -0.00166683-0.0113457j 0.0169916+0.000691057j 0.000205886+0.013529j -0.00311209-0.000859216j 0.00581673-0.00834025j -0.00640199-0.00169049j -0.00646442+0.00322647j 0.00137626+0.000934446j 0.00374127-0.00164197j -0.000556936+0.00515414j -0.00156227-0.00549549j -0.00767066-7.88093e-05j 0.00164877+0.00560414j -0.000832377-0.00529344j -0.00337491-0.00212919j -0.0041471-0.00182545j -0.00358466-0.00464405j 0.00143181-0.00641192j -0.00329822-0.00050743j 0.00221834+0.000943353j -0.00112754-0.0021956j -0.00331175+0.00277528j 0.00553098-0.00733657j -0.00553626+0.00947066j -0.00342631-0.00203391j -0.000809396-0.00366289j 0.00289242-0.00165291j 0.000107428-0.000845674j -0.00158237+0.00242564j -0.00155237-7.51162e-05j -7.95783e-05-7.18951e-05j -0.00624987+0.00821497j -0.00046951+0.00154125j -0.000616479+0.00153283j -0.00344107-0.00373861j 0.00769085-0.00279955j 0.00365651+0.0105265j 0.00777101+0.00105272j 0.00249703+0.00193654j -0.00477547+0.000800036j 0.00656335+0.00244473j 0.00316062-0.00108574j 0.00284464+0.00262538j 0.00710789-0.00257774j 0.00383044+0.000374973j -0.00879753+0.0016907j -0.00682704+0.00199607j -0.00779488-0.0002358j 0.000737172-0.000750702j 0.00747471-0.007933j -0.00417275+0.00118652j -0.00235563-0.00387266j 0.00694536+0.00558691j 0.00539511+0.00312534j 0.00155918+0.00337354j 0.000276697+0.00522569j 0.000817041+0.0117149j 0.00268081-0.00183411j 0.000419209+0.00861559j -0.000109073+0.00322699j 0.0112731+0.0095206j 0.00138082-0.0019487j -0.0136848-0.00754738j -0.00877477+0.014121j -0.0183579-0.0123309j -0.010903+0.0186118j -0.017093-0.0152957j 0.0148623-0.016993j 
-0.00462314-0.00920939j -0.00923815+0.00420672j 0.00848644+0.00351765j -0.00393827+0.00955018j -0.00215359-0.000196618j 0.00756759+0.00465916j -0.0100384+0.011022j -0.0110741-0.00948789j -0.00360931+0.00490767j 0.00161498+0.00492063j -0.00321318-0.00354052j -0.00499862-0.003379j -0.00433031+0.00278436j -0.00277753-0.00672061j -0.00335063-0.00649323j 0.00779983+0.000549977j -0.00306979-0.00586346j -9.50637e-05+0.0117451j -0.00260164+0.00426477j 0.00998332+0.000517403j 0.00326595+0.0133906j 0.0140768-0.00374894j -0.00292061-0.00703544j -0.000432423+0.00412492j 0.00309564-0.00244961j 0.000636195-0.00436457j -0.00396507-0.00284942j -0.00384277-0.00385422j 0.00189078-0.000913637j -5.55574e-05+0.000821703j -0.00532446+0.0073596j -0.00339129+0.00170259j 0.00268571-0.00100665j 0.00519624-0.00381111j -0.000890326+0.00327328j -0.00416896+0.00262859j -0.00545941+0.000138812j -0.00595369-0.00942027j -0.00622999-0.00137183j 0.000767544-0.0025183j 0.00225141+0.00595092j 7.75251e-06+0.0028612j -0.00431714+0.00716336j -0.00394482-0.0110263j -0.00488536-0.00202705j 0.0048883-0.000141867j -0.000480958-0.00525269j 0.00066717-0.00305289j 0.00438114+0.00523947j -0.00216714-0.00111552j -0.006823+0.00274313j 0.00543603-0.00574888j 0.0069122-0.00458897j 0.00851041+0.00189768j -0.00504436+0.00490869j -0.0111797+0.00170538j 0.00277167-0.00306747j 0.000560142+0.00144387j -0.00587645+0.000218405j -0.00053856-0.00125682j 0.00594822+0.00120976j 0.00055998-0.0047612j -0.00644364+0.00151373j -0.00615018-0.00572269j -0.00684684+0.0189827j -0.0115712-0.00344759j -0.000834978-0.00334346j -0.00810446-0.00246468j -0.00228007-0.00172789j -0.00170657+0.00385825j 0.00963797+0.00346917j -0.00377482+0.00911762j 
-0.00949114-0.000888573j -0.000958017+0.00975309j 0.00107254-0.0130874j 0.0106937+0.00093691j -0.00549326+0.00304529j -0.00524446-0.00836969j 0.00859527-0.00262604j 0.00196715+0.00214027j -0.00687144-0.00711887j -0.00338574+0.00438132j 0.0049085-0.00501372j -0.0110251+0.0015882j -0.00421995+0.0091196j 0.00248021+0.000191582j 0.00120209+0.00526412j 0.00988803+0.00937858j 0.00496255-0.0081742j 0.00914758+0.00953344j 0.00775234-0.00355655j 0.00203238+0.000594504j 0.00717691+0.0100257j 0.0091215-0.0066327j 0.00109076+0.00140319j 0.00017841+0.0068645j -0.00349289+0.000429618j 0.00171047+0.00124758j -0.00250594+0.0025606j -0.00271504-9.09605e-05j 0.00820074-5.37932e-06j -0.00243175+0.00102261j -0.00231544+0.00084881j -0.00903058+0.00124305j 0.00199683+0.00137973j 0.00300445-0.00731226j -0.00113191+0.00704856j -0.000924326-0.00029482j -0.00236954-0.00364974j -0.0027365-0.000987595j -0.000243752+0.00423083j 0.00484822+0.00509244j 0.00150201-0.00185316j -0.00252165+0.00123354j 0.00205256+0.00541842j -0.00280497-0.00168722j 0.00130529+0.00292383j 0.00281311+0.00785739j -0.0019317-0.0033904j -0.000254873-0.000774212j -0.000218566-0.00112729j 0.00404658+0.0013987j 0.00291327+0.00208779j 0.000700274-0.00225886j 0.00114341+0.00245134j -0.00948414+0.00264255j 0.00149093+0.00072151j -0.00150114+0.000695061j -0.00163576-8.86674e-05j 0.00109508-0.0075007j 0.00405541-0.000213012j 0.00351396-0.00478204j -0.00101908-0.00422416j -0.00214314+0.00459719j -0.000392502-5.9511e-05j 0.00288654-0.00302231j 0.000271442-0.00164337j -0.00403383+0.000876588j 0.00185015+0.00566912j 0.00541872-0.00293343j -6.31658e-05+0.00605556j 0.00358316+0.000758089j 0.00530386+0.00235942j -0.00244433+0.00528937j 
