0.0170772-0.00550278j 0.00575866+0.0172773j 0.00777209-0.000366898j -0.000248086-0.00784835j 0.00374373-0.00236409j -0.00163454-0.000527409j -0.0051782-0.00242677j 0.001793-0.00455166j 0.00206194+0.000696571j 0.000422896+0.00161914j -0.00140972-0.0018083j 0.00339143-0.00354168j 0.00129978-0.000763165j -0.00421516-0.0018437j 0.000566279-9.18679e-05j 0.00043792+0.00631677j -0.00121994+0.000181565j 0.00323401-0.00291249j -0.000652206+0.00158501j 0.0031833-0.000887917j 0.000445173-0.00201705j 0.00125801-0.000363498j 0.0016707+0.00284074j -0.00200506-0.00379154j -5.96443e-06-0.00124188j -0.00284603+0.00227058j -0.00125095-0.00249794j -0.00240112+0.000413479j 0.00127776+0.00142308j -0.00116449+0.000856966j 0.00223969-0.00165283j 9.83327e-05+0.00142665j -0.00174914+0.00237781j 0.00104612-0.000688777j -0.00327815-0.000496693j -0.00193656-0.00121121j -0.00213938+0.00128451j -0.000663359+0.00322895j -0.000965509-4.49929e-06j 0.00392173-0.000119549j 0.00132342+0.00105855j 0.00361563-0.000298474j 0.0050823-0.00176495j 0.00041615-0.00059462j 0.000217773+0.00122207j -7.87116e-05-0.00329268j 0.000843179+0.00039885j 0.000138784-0.00367675j 0.0016532-0.00261167j -0.00477696-0.00105315j -0.0011235-0.00111217j 0.000298304-0.000415995j -0.00119666-0.0028366j -0.00114757-0.00636419j 0.000542405+0.000748506j 0.00156024+0.00318996j -0.00154106+0.00275766j 0.000118141-0.00207376j -0.00566154-0.00130434j 0.000121092-0.00437833j 0.00362376+0.00371496j 0.0013965-0.00344568j 0.00157881-0.00255326j 0.00594733-0.00165221j 0.00666341-0.000240403j 0.00142302+0.00426912j -0.00111201+0.00432652j -0.00124244-0.00120548j 0.00131751-0.00131456j -0.00325822+0.00538818j -0.00436053-0.00499561j 0.00078774-0.00191914j -0.00136082+3.43081e-05j -0.00464202+0.00853438j -0.00909295-0.00440416j -0.0003804-0.0176839j -0.018138+0.000318465j 
-0.000951984+0.00218896j -0.00240105-0.00120394j 0.000133908+0.00275262j 0.00214724+1.35222e-06j -0.00300675-0.00268089j 0.000178867+0.00270933j -0.00166117+0.00664167j -0.00637881-0.00189009j 0.000814182-0.00153432j -0.00434964-0.000958134j 0.00254615+0.00411774j -0.00615799+0.0025799j -0.00301664-0.00204548j -0.00312289+0.000949173j -0.000725794-0.00151049j -0.00395363+0.00167732j -0.00100667+0.00265118j 0.00145751+0.00228771j -3.83106e-05-0.00294117j 0.00319503-0.00267198j -0.00214563+0.00406415j -0.00109164-0.00215544j -0.000982447+0.00389774j -0.0015364-0.00342405j 0.00204153-0.000771157j 0.00528888-0.00305136j -0.000126454-0.000422755j 0.00399114+0.00143147j -0.00242024+0.00120806j 0.00482934+0.000612042j -0.00219017-0.00111241j -0.00272035-0.00128506j 0.00419043+0.0010403j 0.00275819+0.00482742j 0.00215779+0.0012512j 0.00120235-0.00183711j -0.00176326-0.00200504j 0.00210385+0.00200105j -0.000220904+0.000591625j 0.00653882+0.000598367j 0.000474848+0.00365296j 0.00168359+0.00257226j 0.00260089+0.00447949j 0.00171322-2.68754e-05j -0.000658646-0.00214222j 0.00428781-0.00220822j 0.00107096+0.00286434j -0.000454411+0.00130021j 0.000289922-0.000541795j 0.00458635+0.00304601j 0.00261476-0.00567922j -0.000775149-0.000621356j -0.00376105+0.00609498j 0.00345799-0.00269636j 0.00653615+0.00279556j -0.00494887+0.000782585j -0.00381635-0.00363523j 0.000872295+0.000650249j -0.000896151-0.000860779j 0.000312271-0.00303642j -0.000773981-0.00176775j 0.000582666-0.00035061j -0.00148582-0.000784239j 0.00303482+0.00143641j 0.00211071-0.000332732j 0.00276214-0.0011123j 0.00124143+0.000139325j 0.00117174+0.00292862j -0.00280991-0.000268134j 0.000233715+0.0028573j -0.0016103+0.00216131j -0.00115093+0.00218535j 0.00459419-0.00168496j 0.00375831-0.00109077j 0.00112421+0.00313561j -0.000447207+0.000583253j 0.000782886+0.000474264j 
-0.00423021-0.0017826j 0.00210576-0.00402784j 0.000523404+0.00172874j 0.00328938-0.000691768j 0.0014482+0.00306737j 0.000914839+0.000220011j -0.00116937-0.000338139j -0.00146336+0.00174373j -0.00541826-0.00440487j -0.00271114+0.00706872j 0.00434678+0.00365324j 0.00526278+0.000590611j 0.00273876+0.00314496j 0.00104294-0.00543498j -0.00284308+0.00621541j 0.00215528-0.00239446j -0.00495418-0.00110838j -0.00390441+0.00382521j 0.00608227-0.00113597j 0.00103143+0.0037635j -0.00586203+0.000652129j -0.00234862+0.00441509j -0.00442338-0.00431167j -0.000708227+0.00269641j 0.0026105-0.00580073j 0.00511409-0.00111665j 0.00409165-0.00374116j 0.00295627-0.00469319j -0.00129063-0.00555715j 0.00558782+0.00233226j -0.00211048-0.00504809j -0.00202556-0.00371941j 0.000501201+0.00505617j 0.00405236+0.00532515j 0.00312811+0.00296489j 0.0018263+0.00444817j 0.00202498-0.00261482j 0.0168437+0.00296481j 0.00484633-0.00379162j -0.00192288+0.00292044j -0.00444638+0.00225443j -0.00373148+0.00451856j -0.0018356-0.00522571j 0.0020497+3.26209e-05j -0.00362206-0.00136162j 0.010112+0.00150342j 0.000172995+0.00163774j 0.00412522+0.00110566j -0.00027079+0.00285203j -0.00320547-0.000781764j 0.00368955-0.0106335j 0.0014688+0.00519077j 0.00270818+0.0041698j 0.00377397+0.00486468j 0.003323+0.00360526j -0.00179891-0.00167984j -0.00250745-0.00338034j -0.00662148+0.00629904j 0.00506569+0.0018912j 0.00199119+0.00701626j 0.000167184-0.00393756j -0.000215082+0.00313551j 0.00330669-0.00584998j -0.00242876-0.00236934j -0.00109327+0.00528258j -0.00155293-0.000216295j -0.000819742-0.00269768j 0.00726962+0.00343653j -0.00219126-4.8488e-05j 0.00212215+0.00185559j 0.00413927-0.00207358j 0.000287633+0.00405655j -0.00345301-0.00513006j 0.00149882-0.000815349j -0.00141904+0.00112387j -0.000357772+0.00524727j 0.00466708+0.000451034j 
-0.00066122+0.00186359j -0.00204104-0.000635536j -0.00191439-0.00417079j -0.00386248+0.00137226j -0.00154952+0.00452278j 0.00555687+0.00408624j -0.00358224+0.00553305j -0.00566459-0.00102665j -0.00212988-0.00291599j 0.00225723-0.00179495j 4.73255e-05-0.00029823j 0.00235721+0.00133427j -0.000718217+0.00169277j 0.00333793+0.000202971j -0.00171576-0.00293599j 0.000544555+0.00183615j -0.00405895-0.00312365j -0.00058631+0.00463144j -0.00039069-0.00108309j -0.00171354-0.002014j -0.00231212-0.00206216j -0.00140691-0.000264789j -0.00161416+0.00153657j 0.00173387+0.00530616j 0.000608821+0.00190742j 0.00328674-0.00389569j 0.00492626+0.00209531j -0.00347369-0.00264037j -0.00115571-0.00425327j 0.00209136+0.00173741j 0.00112+0.00205678j 0.00205026-0.00266394j 0.00504093+0.00110888j -0.00507638-0.00118777j 0.00167871+0.00176546j -0.00241552-0.0030034j 0.000999544+0.00500912j -0.0054034-0.00526122j -1.32699e-05-0.00145193j 0.000456172-0.00224402j -7.96379e-05-0.00263586j -0.00183183-6.87089e-05j 0.00184053+0.00358808j -0.000955489+0.000204571j 0.00411221+0.00107515j -0.000172402-0.00238764j -0.00405654+0.000929891j 0.000234514+0.00225979j -0.00263567+0.000534871j 0.000549724-0.00386666j -0.000517097+0.00351623j -0.0058974+0.00500326j -0.000167293-0.00118885j 0.000468666+0.000834388j -0.00150301-0.00289997j -0.00538989-0.0020595j -0.00348573-0.00034171j -0.000522104+0.000958448j 0.00201122-0.00216365j 0.00205594+0.00220378j 0.000542462+0.000159282j -0.00118311+0.00127275j 0.00112461-0.00242459j 0.000362637-0.00154451j -0.00110934+0.00330339j -0.00262334+0.00044187j -0.000998686+0.00246762j -0.00107709-0.000861481j -0.000249503-0.00098435j 0.00351346-0.00176405j 0.00132755+0.00298342j -0.00227506-9.81309e-05j -0.00181768+0.00245083j 0.00250321-0.00140275j 0.00106681+0.00343732j -0.00110585+0.00519866j 0.00529453+0.00119208j 
0.00394285+0.000440956j -3.73315e-05+0.00390997j -0.00067975-0.00584627j -0.00779378-0.000842397j 0.0036039-0.00338245j 0.00513266-0.0038531j -0.001656+0.00693218j 0.000955572-0.00210729j 0.000891332+0.010544j 0.00125036-0.000746961j 0.0031893-0.00536386j 0.00171502-0.00104237j 0.00209935-0.00269169j -0.000869631-0.000895826j 0.00291944-0.00167798j 0.00604076+0.00176465j 0.00363423-0.000964278j 0.000401286-0.0014958j 0.000791224-0.00360947j 0.00436741-0.00385574j 0.00314183-0.00168953j -0.00223357-0.0051001j 0.00760373+9.22527e-05j 0.000118057+0.00575909j -0.00156796+0.00443714j 0.00254893-0.00127795j -0.00464522+0.00247131j 0.000314504-0.00210962j -0.00283324+0.00170519j 0.00107193-0.000437944j 0.00100657-0.000183143j 0.00448094+0.00794403j -0.00137615-0.00288267j -0.00417338-0.0050196j 0.000593838+0.00343475j -0.00522039-0.00774523j 0.000951474+0.00290135j -0.00901107-0.00183102j -0.00366885-0.00363353j 0.000386721-0.00526591j -0.000674261-0.00340592j 0.00110556-0.00313977j 0.000403551+0.000416891j -0.00104508+0.00105097j 8.42602e-05+0.00481605j -0.00329516+0.00244088j -0.000407523-0.00278543j -0.00367832+0.00210559j 0.0019827-0.00321759j 0.00398546+0.00429388j -0.00158512+0.00526318j -0.00105675-0.00171461j -0.00118992+0.000520247j -0.00280119-0.00293815j -0.00365972-0.00379544j 0.00277852+0.000297459j -0.000524987+0.00382482j 0.00475803-0.00301992j -0.00200839+0.000609443j -0.00176412+0.000260087j -0.00208767+0.00521554j 0.00581423-0.00229567j 0.000550304+0.00155938j 4.54803e-05+0.00259195j 0.00091608-0.000325497j -0.00141178+0.00134344j 0.000572481+0.000408191j -0.00357052-0.00138153j 0.00132033-0.000830798j 0.000626296-0.00186358j -0.00191916+0.00135216j -0.00130898-0.000640021j 0.00300548+0.00549872j -0.000807813+0.0023746j -0.000576936-0.000669852j 0.00448768-0.00227187j -0.00206943-0.00438316j 
-0.00654092+0.00141726j -0.00151571-0.00636959j -0.000944449-0.00150338j -0.000831229+0.0022185j -0.00247984+0.00341763j -0.00247749-0.000325111j 0.00437985-0.0065521j 0.0025946+0.00361015j -0.000884145-0.00294983j -0.00281527+0.00295022j 0.00148139+0.00448117j 0.000871399+0.0029589j 0.00166445+0.00664397j 0.00326381+0.000560259j -0.00365462-0.00248273j -0.00286673-0.00224396j -0.00267624-0.000652241j -0.00217544-0.00058334j -0.00298778+0.00260436j -0.00355827+0.00174328j 0.00234548-0.00210217j -0.00408935+0.00130615j -0.00611086-0.00869505j 0.00188539-0.00223683j 0.00140387-0.00566612j -0.00762786-0.00361612j 0.00066412-0.00400077j 0.00589693+0.00528112j 0.000304518+0.00193329j 0.00131245-0.000813059j -0.00225288+0.0020838j -0.0117906+0.0030528j -0.000848799+0.00322946j 0.00320973-0.00135162j 0.00140725-0.0010979j 0.00333018+0.0010643j -0.0043072-0.00321595j -0.00343315-0.000889855j -0.00503355-0.00106181j -0.000993519+0.00221649j 0.00402211+0.00698759j 0.00104196-0.000544812j 0.000909968-0.000236166j 0.00226529-0.00452141j -0.00170872-0.0049848j 0.00592477-0.00715692j 0.00484468-0.00401529j -0.00293994+0.00120616j -0.000349642+0.00351955j 0.00154946-0.0016947j -0.00821415+0.00451375j 0.000956146-0.00626118j 0.000735153+0.00227202j -0.00559384-0.000102411j -0.000745598-0.00643748j 0.000555959-0.000854131j -7.086e-05+0.00150863j -0.00038391-0.0015457j -0.00512945-0.00103482j 0.000599503-0.0022758j 0.0021057+0.000773804j 0.00224778+7.38798e-05j 0.000822414+0.00811995j -0.00347377+0.00894015j -0.000322649-0.00899279j -0.00233582+0.0032167j 0.00324902-0.00395121j -0.00796051-0.00198971j 0.00246186-0.00109895j -0.00194811-0.00759745j -0.0015774-0.000160609j 0.00576462-0.00530622j 0.00394562+0.000409053j 0.00221888+0.00406731j 5.64646e-05+0.0016697j -0.00199773+0.00039365j 0.000804451+0.00167034j 
-0.00465091+0.000683908j -0.000841694-0.00397538j -0.00346053+0.00506899j 0.00570622+0.00456625j -0.000447078+0.00248767j -0.000246842+0.000894086j 0.0012324-0.0066726j 0.0042347+0.000204039j 0.00830279-0.00249716j -0.00281519+0.00213362j -0.00321465-0.00123483j 0.00390387+0.00100711j 0.00334858-0.00125778j 0.00431686-9.74176e-05j 0.00399759+0.00146624j 0.00319404+0.00227492j 0.00247792-0.00566071j 0.0044022-0.00180732j 0.00267473+0.00240013j 0.000594815+0.00511439j 0.00457526+0.00163805j 0.00274067+0.0023064j 0.000412768-0.00119539j 0.00889223+0.000494448j -0.00535129-0.00361366j -0.00439397-0.000892739j -0.00487949+0.0038176j 0.000862837+0.00536869j -0.000493356-0.00178306j 5.66717e-05-0.00450321j -0.00262283+0.00726622j -0.00449877+0.00216469j -0.00129754+0.000341591j 0.00122281+0.00114789j 0.00136276-0.00653111j -0.00401721+0.00217581j 0.00136224-0.00586558j 0.0024983+0.00515256j 0.000199286+0.000907564j -0.00280662+0.00209766j -0.000962181+0.00237815j -0.000617476-2.5473e-05j 0.000467273-0.00249968j 0.000532357+0.00105656j -0.00408997+0.00178681j 0.000683702+0.00159435j -0.00268738+0.00185476j -0.0018072-0.00174906j 0.00126683-0.000772225j 0.0022014+0.00375482j 0.00345095-0.00308867j 0.00841544-0.00183677j 0.00496506-0.00299575j -0.00406896+0.00398109j 0.00346807+0.00706607j -0.00158815+0.00032244j 0.00252406+0.000143881j -0.00114172-0.000987148j -0.000311476+0.00280183j -0.00132992+6.53336e-05j -0.000874133+0.000443264j 0.00116978+0.00478296j 0.00253517-0.00189415j -0.00209548-0.0055792j 0.00344515+0.000376603j 0.00414818-0.00284457j 0.0012717+0.00278556j 0.00376997-0.00149494j -0.00178515+0.00126743j -0.00403192+0.00471888j -0.000241266-0.00340242j -0.00203571-0.000838787j -0.00289734-0.00377839j -0.00237563-0.000644101j -0.00102891-0.0028089j -0.0031858-0.000552011j -0.00101108+0.00265509j 
-0.00220108+0.00497141j -0.00528022-0.0018938j -0.00360873-0.00635794j -0.00593489+0.00367995j -0.00174993+0.00423912j 0.00549714+0.00432643j -0.00370215+0.00517254j -0.00662016-0.00215038j 0.00109234-0.00287582j -0.00500152-0.00232795j -0.00101393+0.00485457j 0.000636842+0.00266957j 0.000695584-0.00149812j 0.00273432+0.00170612j -0.000501392-0.00731486j 0.00390269+0.00588206j -0.00205168-0.0016938j -0.00284406+0.00352287j -0.0037016+0.00384411j 0.00344534-0.00226786j -0.00283685-0.00291905j -0.00273972-0.00216315j 2.30982e-06+0.00134479j 0.00560575+0.00456939j 0.0042578-0.000323329j 0.00240842-0.00755922j -0.00376194+0.00496883j 0.00226422+0.0047464j -0.00405589+0.000125515j 0.00540142-0.00203014j -0.00277689+0.00579631j -0.00703726+0.00184197j 0.00643296+0.000478557j -0.00499179-0.001998j 0.00469318+0.00458849j -0.000171806-0.00966946j -0.00394631+0.0040295j -0.0147278-0.00126118j -0.00486302-0.00241599j 0.0064634+5.0697e-05j 0.00740165+0.00326842j -0.00226003-0.00171919j 0.00683421+0.00983069j 0.000287732-0.00218048j -0.00120559+0.00238944j 0.00379848-0.00564626j -0.00348027-0.00321683j -0.000669294+0.0021442j -0.00246848+0.000456859j 0.00584141-0.000765158j -0.001125+0.00681182j -0.00848967-0.000298819j -0.00107953+0.00488995j -0.00184837-0.00218501j 0.00166499+0.000128326j -0.0069541+0.00145581j -0.003735+0.000374069j 0.00175738+0.0012895j -0.00450047+0.000458021j 0.00214221+0.000623961j -0.000139626-2.45891e-05j 0.00225507-0.00164395j 0.00191592-0.000631357j -0.00184346+0.00251673j 0.0013446-0.00145357j 0.000238607-0.00115778j 0.00187969+0.00331861j -0.00485181+7.44237e-05j 0.00253138-0.00205273j 0.00429709+0.000173533j -0.00114271+0.00538573j -0.00218515-0.0015842j 0.00129777+0.000923517j 0.00244236+0.00178317j -0.0008287+0.00261993j 0.0013305+0.000649044j 0.000809906-0.00156038j 
0.00605662-4.88804e-05j 0.000215492+0.00602982j 0.00291577-0.0039151j -0.00460735-0.00289766j -0.00314331-0.00258885j 0.000481854+0.003708j -0.00212042+0.00204596j 0.00179029+0.000408483j 0.00360708+0.0069593j -0.00158248+0.000934167j 0.000215764-0.0017618j 0.00244586-0.00214835j 0.00130733-0.000585371j -0.000736519-0.00272297j 0.0013735-0.00340568j -0.000995199+0.00209742j -0.00219373+0.00187851j 0.00243517+0.00349545j 0.00212895+0.00297927j 0.0057061+0.00471228j -0.000987541-0.00217218j -0.00408976+0.000698187j 0.00472831-0.000543913j 0.00415924-1.14176e-06j -0.00155908-4.18716e-05j 0.00203643+0.00188179j -0.00541342+0.00286835j 0.00532945-0.000341787j -0.000858026-0.00152744j 0.00832803+0.0015677j 0.00293376+0.00538571j -0.00356395+0.00562512j 0.00145301-0.00129552j -0.00176795-0.00276795j -0.00396078+0.00175493j -0.00673605+0.000194964j -0.00225993-0.0044109j 0.00098218-0.000233988j -0.00278965-0.00234027j -0.00100127+0.000824571j -0.00488193-0.00163612j -0.000137584-0.00124082j 0.0032973-0.00272526j -0.00205501+0.00088769j -0.00244863+0.004543j 0.00587118+0.00433497j -0.000572399+0.00310158j -0.00402166+0.00141271j -0.000603991-0.00465015j 0.0070486+0.00433644j 0.00217505-0.000608393j 0.00099532-0.000214628j 0.000235998+0.000432525j -0.00121108-0.00436626j 0.00131508+0.00260303j 0.0015077+0.00205688j 0.00165957-0.00457077j 0.000188978-0.00454557j 0.00138718+0.00169352j 0.00261619-0.0013391j 0.00312041+0.000142396j 0.00268507+0.00225711j 0.00188851-0.00265835j 0.00278429-0.000745539j 0.000503472+0.00486014j -0.00019593+0.000688799j 0.00183672+0.00195145j 0.00135086+0.00375278j 0.00110323-0.00245795j -0.000438167+0.00342199j -0.00239182-0.000464384j -0.00185065-0.000376395j -0.000150452-0.000297077j 0.00095554+0.00115802j -0.00194187+0.00068805j 0.00175506-0.00536804j -0.0055988-0.00173894j 
-0.00370086-0.000990516j 0.0013564-0.00340539j -0.00187009-0.00213256j -0.00232577+0.00124644j -0.00118412+0.00195928j 0.00124884+0.00126162j -0.000164742-0.00456929j 0.00674303+0.00263108j -0.00425756+0.00411752j 0.000954699+0.00245949j -0.00032438+0.00158519j -0.00115087-0.00292555j 0.00515344+0.00219378j 0.00524077+0.000667203j -0.00173814+0.00127409j -0.000157882-0.00604984j -0.000313612-0.00221443j -0.00227693+0.00200321j 0.000420352-0.00112747j -0.00199754-4.6117e-05j 0.00043179-0.00293683j -0.00284451+0.00385653j -0.00158179-0.00596139j -0.00310623+0.00418935j 0.00381087+0.000484815j -0.00554277-0.00119668j 0.000324841-0.00146949j 0.00238139-0.00368389j -0.000399771+0.000604339j -4.70591e-05+0.00104627j -0.000258036+0.000872111j -0.00126076-0.000427083j -0.000471845-0.00523092j -0.000534517-0.00201786j 0.00264981-0.00129451j 0.00530931+0.00124461j -0.000967019-0.00244942j 0.00474299-0.00418756j -0.00142309+0.000807667j -0.00226944+0.0019322j -0.00167109+0.000713402j -0.00124613+4.27882e-05j -0.00435161-0.00300881j -0.00104899+0.00241936j -0.00355403-0.00192717j 0.00152318+0.0023183j 0.00178753+8.4983e-05j 0.000787544+0.00225519j -0.00464851-0.00111014j 0.000687915-0.00253351j -0.00272378+0.00301137j 0.00187074-0.00336336j 0.0032814-0.00117737j 0.000355417-0.000193927j -0.00297491-0.00214792j -0.000139982-0.00027181j -0.00444123-0.00190889j 0.000920144+0.00118922j -0.00197399-0.000455653j 0.00212554-0.00208407j 0.000428237+7.46065e-05j 0.000434438+0.00301545j 0.0027167+0.00265449j -0.00200795-0.000293754j 0.000385232-0.00243317j -0.0035865+0.00562424j 0.00151544-0.0019107j -0.00323128-0.00140692j -0.000346264+0.00104198j -0.00206022-0.00571521j 5.0294e-05-0.00282599j 0.00276436-0.00291239j -5.38686e-05+0.00254593j -3.03007e-05+0.000454265j 0.00168921+0.000137481j -0.0021846+0.00290202j 0.00297711+0.0021008j 
0.00171383+0.000310395j -0.000526213+0.00184982j -0.000889584+0.0029967j 0.00233989+0.00198754j -0.00482716-1.95894e-05j -0.000639301+0.00261617j 0.00251536-0.0020474j 0.00181879+0.00301305j 0.00134252-0.00131071j 0.000254225-2.62665e-05j -0.00404077-0.00453946j -0.00220283-0.00408592j -0.00195255+0.000123683j -0.00555917+0.00811337j -0.00841054+0.00265179j 0.00200315+0.00210938j -0.00262596+0.00349444j 0.00230334-0.00372143j -0.00438499+0.00138787j -0.00284256-0.000420067j 0.00035433-0.00467504j 0.000216269+0.00293301j -0.0014205-6.08474e-05j -0.002761-0.00648351j 0.00690192-0.000811902j -0.00477303-0.00092313j 0.00731015+0.000102626j -0.00183152+0.00408682j 0.00453003+0.00303906j -0.00945626-0.00314334j 0.00244154-0.00237668j -0.0023711-0.00462898j -0.000715512+0.000643911j 0.00149641+0.00222978j 0.0065998-0.00637154j 0.00780438+0.00521823j -0.00392023+0.000427328j -0.000521185+0.00607236j 0.00150275+0.00590384j 0.00121395+0.00445113j 0.00965628+0.00320511j -0.000398722+0.00220877j 0.00567935+0.00516722j -0.00307153-0.000552038j 0.00513744-0.00323245j -0.00272272-0.00717763j 0.00431586+0.00103674j 0.00176147-0.000903507j -0.00228879-0.00139242j -0.00878825-0.00536997j 0.000547996+0.00249876j -0.00186041+0.000869736j 0.00237782-0.00128098j 0.000783588-0.00133892j 0.000553362+0.00317085j -0.00260544-0.000124178j 0.000947376+0.00516958j 0.00295088-0.0018785j -0.00220793+0.00471533j -0.00521722-0.00262436j -7.51237e-05+0.00283999j -0.00084264+0.00172517j -0.00342056+0.00167343j 0.00175102-0.000475417j 0.00171964-0.00348437j 0.00314001+0.00035388j -0.00230899+0.00359775j -0.000186529-0.00125016j 0.00176784+0.000589162j -0.0012813+0.00326956j -0.00199603-0.000919271j -0.000999858-0.00308631j -0.00388623+0.000207365j -0.00236359-0.000518087j -0.000376148-0.0016593j -0.00237741-0.00363217j -0.00367587+0.00219032j 
0.00263019+0.000280887j -0.000474111+0.00233513j -0.000261587-0.001687j -0.00217953+0.00113058j -0.00464378+0.00326693j 0.00238831+0.000911827j 0.00199306-0.000721905j 0.0035483-0.00137203j 0.00825512+0.00387561j 0.00239652+0.000224247j -0.00052636-0.00435435j -0.000359593-0.000804392j 0.00212048-0.00212376j 0.000273975+0.00181265j 0.00774713-0.00168796j -0.00206984+0.00395718j 0.00311767-0.00767744j 0.00442477-0.00130105j -0.000257009-0.00326875j -0.00156512-0.00126893j 0.00414416-0.000338758j -0.00187127-0.000402792j 0.00651602+0.00153721j 0.000684125+0.00273754j -0.0101985+0.00531904j -0.00868969+0.00170265j -0.00499942+0.00326877j 5.50158e-05+0.00576965j -0.00342383+0.000934846j -0.00378412-0.00507857j 0.00384869+0.00506685j 0.00492887+0.0127793j 0.0011914-0.00353547j 0.000851997-0.00851229j 0.00158051-0.00056064j 0.000887829-0.00536247j 0.00160938+0.00398534j -0.00834733-0.00208537j -0.00371161-6.73497e-05j -0.00206445-0.00338628j 0.00769489-0.00761441j -0.00415587-0.00427191j 0.00128105+0.0021806j -0.00473844-0.00494958j 0.00503976+0.00718806j -0.00238828+0.00178124j -0.00715657-0.000391097j 0.0015367-0.000462055j -0.000947736+0.00412839j 0.00722662-0.00363375j 0.000922044+0.00780731j 0.000409525+0.00116844j 0.00228046-0.000914232j -0.0011912+0.00706512j -0.00222848+0.00175848j 0.00160493-0.000756148j 0.00119392+0.00424016j 0.00302906-0.00150923j -0.0018948-0.000437794j -0.006175-0.00310087j -0.00273462+0.00587702j -0.000815902+0.00100305j 0.000946482+0.00443678j 0.00125726-0.00324571j -0.000303352-0.0012219j 0.000605376+0.000525603j -0.000922698+0.00267925j -0.00403477-0.00254531j 0.000119111+0.0018802j -0.00177403-0.0014386j -0.00158763-0.000268711j -0.000719683-0.00286293j -0.00103346+0.00379928j -0.00547441+0.000847558j -0.000657727-0.00499301j -0.00107376-0.0012492j -0.00101831+0.00117256j 
-0.00343019+0.00227549j -0.00276359-0.00381121j -0.000693172+0.00457065j 0.00410295+0.000123717j -0.00316231-0.00108547j 0.000913393+0.00316159j 0.00102247+0.0068743j -0.00620345+0.000962374j 0.000933812-0.00500731j 0.00662117+0.00192863j 0.00306945-0.00487708j -0.00474702-0.00317271j -0.00386881+0.00154282j -0.00711324+0.00385593j 0.00132637+0.000330108j -0.00533764-0.00114309j -0.000605655-0.00169166j 0.00300978-0.000612922j 0.00428372-0.00367916j -0.00422622-0.00271443j -0.00172003+0.00371039j 0.00128721-0.00354987j -0.00535452-0.00253093j -0.00301733-0.00603773j -0.00239428-0.00231567j 0.00134814-0.00295806j 0.00808224-0.0041834j 0.00682097+0.000586921j 0.00153233-0.00388623j 0.00334078+0.004845j 0.00170754-0.000809268j 0.00119145-9.50111e-05j 0.00119114+0.00244947j 0.00153941+0.00449184j 0.000705513-0.0078773j 0.000411031+0.00143616j 0.00217539-0.00450227j 0.00262047+0.000844617j -0.00134719+0.00373464j -0.000373892+0.00232843j -0.00197885+0.00363493j 0.00306561+0.00455028j -0.000175532-0.00124309j 0.00112149+0.00030061j 0.000260601-0.00539891j -0.00215961-0.00290844j 0.00287393-0.000729937j -0.00414182+0.0043766j 0.00258943-0.00249421j -0.00371983+0.00303097j 0.000266105-2.6967e-05j -0.00394764+0.000720973j 0.000832596-0.000589872j -0.0024689+0.000898836j -0.0013191-0.00561964j -0.00114542-0.00662902j -0.00160468-0.00215331j 0.00151364+0.00154595j -0.00175558-0.00572498j 0.000796616-0.00336913j -0.0023917-0.00183509j -0.000226413+0.00220108j -0.00170834+0.00268744j -0.00594176+0.00312789j 0.000950204-0.00639503j 0.003422+0.000791714j 0.00141558-0.00357991j -0.00227606+0.000391513j -0.00170779+9.67485e-07j 0.00201954-0.00149131j -0.00477729+0.00378536j 0.00328899-0.00268106j 0.00534348-5.92374e-05j 0.000495409-0.00159472j 0.00424858+0.000458249j -0.000743273+0.0031801j 0.00409714+0.000894132j 
