0.0170772-0.00550278j 0.00575866+0.0172773j 0.00777209-0.000366898j -0.000248086-0.00784835j 0.00374373-0.00236409j -0.00163454-0.000527409j -0.0051782-0.00242677j 0.001793-0.00455166j 0.00206194+0.000696571j 0.000422896+0.00161914j -0.00140972-0.0018083j 0.00339143-0.00354168j 0.00129978-0.000763165j -0.00421516-0.0018437j 0.000566279-9.18679e-05j 0.00043792+0.00631677j -0.00121994+0.000181565j 0.00323401-0.00291249j -0.000652206+0.00158501j 0.0031833-0.000887917j 0.000445173-0.00201705j 0.00125801-0.000363498j 0.0016707+0.00284074j -0.00200506-0.00379154j -5.96443e-06-0.00124188j -0.00284603+0.00227058j -0.00125095-0.00249794j -0.00240112+0.000413479j 0.00127776+0.00142308j -0.00116449+0.000856966j 0.00223969-0.00165283j 9.83327e-05+0.00142665j -0.00174914+0.00237781j 0.00104612-0.000688777j -0.00327815-0.000496693j -0.00193656-0.00121121j -0.00213938+0.00128451j -0.000663359+0.00322895j -0.000965509-4.49929e-06j 0.00392173-0.000119549j 0.00132342+0.00105855j 0.00361563-0.000298474j 0.0050823-0.00176495j 0.00041615-0.00059462j 0.000217773+0.00122207j -7.87116e-05-0.00329268j 0.000843179+0.00039885j 0.000138784-0.00367675j 0.0016532-0.00261167j -0.00477696-0.00105315j -0.0011235-0.00111217j 0.000298304-0.000415995j -0.00119666-0.0028366j -0.00114757-0.00636419j 0.000542405+0.000748506j 0.00156024+0.00318996j -0.00154106+0.00275766j 0.000118141-0.00207376j -0.00566154-0.00130434j 0.000121092-0.00437833j 0.00362376+0.00371496j 0.0013965-0.00344568j 0.00157881-0.00255326j 0.00594733-0.00165221j 0.00666341-0.000240403j 0.00142302+0.00426912j -0.00111201+0.00432652j -0.00124244-0.00120548j 0.00131751-0.00131456j -0.00325822+0.00538818j -0.00436053-0.00499561j 0.00078774-0.00191914j -0.00136082+3.43081e-05j -0.00464202+0.00853438j -0.00909295-0.00440416j -0.0003804-0.0176839j -0.018138+0.000318465j 
-0.000485483-0.00130965j 0.0014731-0.000617995j 0.00324424-0.00225413j -0.00201408-0.002966j -0.000164669-0.0010181j -0.00137416-0.000822768j 0.000787907+0.000538272j -0.000890224+5.74513e-05j 0.000608492-0.00310611j 0.00128306-0.00157484j -0.0029441-0.00344943j 0.00930633-0.00227767j -0.0037365+0.00301713j -5.67573e-06-0.00724299j -0.00441478-0.00694898j 0.00513218-0.00435801j -0.00188511+0.00350265j -0.000730232+0.00191903j 0.00345983-0.000424185j 0.00185446-0.0062267j -0.00351871-0.000717635j -0.00670766-0.00854957j 0.000966292+0.004426j 0.00447003+0.00246916j -0.00143939-0.000399374j 0.00523298+0.00234699j 0.00183664+0.00716275j -0.00245426+0.00328388j -0.00440168-0.000882633j -0.00118706-0.00681197j -0.00116101+0.000906477j -0.0027097-0.00688637j -0.000238003-0.000806402j -0.00214089-0.00209423j -0.00187204+0.00233823j -0.00277838-0.00379053j -0.00231732+0.000736904j -0.0109541+0.00388115j -0.00496485-0.00915372j 0.0033051-0.00195712j -0.000513552+0.0003194j 0.00537703-0.00575595j -0.00317719-0.0028528j -0.000844504-0.00117414j -0.0013781+0.00605771j -0.00156285-0.000704049j -0.00528298-0.00466426j -4.43261e-05-0.00334831j 0.000509993-0.000416341j 0.0019609+0.00241627j -0.00282786+0.00763402j -0.00077793+0.00245805j 0.0018679-0.00319144j -0.00632146-0.000725662j -0.00107758+0.000535456j 0.00197202+0.000689992j 0.00156494+0.000750129j -0.00516592+0.00582356j -0.00101403-0.0058558j 0.00235464+0.00270428j 0.000776139-0.000169249j 0.00726936-0.00169396j 0.00281262+0.00109945j -0.00516755+0.00200691j 0.000550893+0.0064841j -0.00557116-0.0013914j -0.000922648-0.00298988j -0.00158049-0.00541733j -0.00195947+0.000517842j 0.00207555-0.00204648j -0.000497557-8.21019e-06j 0.00398521-0.000206118j -0.00133212-0.00228345j -0.0023335-0.00230846j 0.00270374-0.00211239j -0.00215958+0.00231688j 0.00229052+0.00231763j 
-0.00533052+0.00300103j -0.00306043-0.00526208j -0.00120638-0.00277262j -0.00288962+0.00199099j -0.00303699+0.00588879j 0.00778028-0.000445309j 0.00427639+0.00491828j -0.00158985+0.00179703j 0.00652945-0.00394128j 0.000487689-0.000596364j -0.00653357-0.00164467j -0.000618355-0.0077968j 0.00147357-0.00424701j 0.001268+0.000327291j -0.000763189-0.00333211j 0.00362486-0.00436158j 0.00277617-0.00374651j -0.000617922+0.000691236j 0.00376017+0.00208677j -0.00474701-0.00152097j 0.00184648+0.00285895j 0.00445568-0.0044749j 0.0019508+0.00200023j 0.00878247+0.00528419j -0.00407462+0.00100789j 0.000531352-0.00251935j 0.00364239+0.00468944j -0.00428247+0.00376701j -0.00358278-0.00452652j 0.000110671-0.00321797j -0.00306581+0.0080915j 0.000228809-0.00287221j 0.006687-0.00715821j -0.00579526+0.00408686j 0.00154296-0.00569597j -0.00287923-0.000522342j 0.00214802-0.00302593j -0.00231324-0.000276763j 0.0011807-0.00293022j -0.00293984-0.00151602j 0.000581406+0.0015706j 0.00408995-0.00276036j -0.00106123+0.00456912j 0.00590042-0.00109527j -0.00132943+0.00134907j -0.00363174+0.00123758j -0.000875231+0.000399233j -0.00104532-0.0041788j -0.000173269-0.00370856j 0.00263192+0.00603281j -0.00701879-0.00799838j 0.00348253-0.00746687j 0.00247901-0.00579247j 0.00420253+0.00311117j 0.00793527-0.0013076j -0.00857373-0.00196399j -0.00098594+0.00157278j -0.000289468+0.002946j -0.000118144+0.00170086j 0.000974792+0.00272763j 0.00251824+0.00399605j 0.00401998+0.00706437j 0.00278208-0.00213179j -0.000113518+5.81932e-05j 0.00179533+0.000609269j 0.00291628+0.00562866j -0.00271951+0.002829j -0.00143111+5.41054e-07j -0.00493304-0.00253202j 0.00135388-0.000945996j 0.0001897+0.00391683j -0.00571405-0.000789799j 0.00135173+0.00184965j 0.00203342+0.00123219j -0.00113597+0.00161877j 0.000982014+0.00500715j 0.00500425-0.0010902j 
0.00135467+0.000557345j -0.000459532+0.00177411j 0.000204561-0.00342968j -0.00341128-0.000424686j 0.00293934-0.00315371j -0.00252339-0.000548277j -0.0022954+0.000651333j -0.00359138-0.00145816j -0.00285214-0.00606449j 0.0024463+0.00257122j 0.00163541-0.00478044j 0.00767056+0.000182658j -0.00182607+0.00172465j -0.0029383-0.00643868j -0.00484086-0.00338667j 0.00330179-0.00235629j 0.000850811+0.00399398j -0.00457234+0.00255289j 0.00249873+0.00496746j -0.000252422-0.00188739j -0.00446686+0.00138124j -0.00335965-0.00106584j 0.0014344+0.00190635j -0.000917143+0.00276795j 0.00227803-0.00317421j 0.00333537+0.00119162j 0.00669475-0.00491008j -0.00112074-8.29317e-05j -0.00560064+0.00409255j -0.0026664-0.00246885j -0.00333929-0.00561736j -0.000564873-0.00358581j -0.00317604-0.00424814j 0.00287369-0.000920315j 0.000697467+0.00225785j 0.0013118-0.00170555j -0.00152404+7.79864e-05j -0.00910159-0.000186118j -0.000516556-0.00493778j 0.00178591-8.66683e-06j 0.00682964+0.00129812j 0.00469868-0.00617409j -0.00126675+0.00168359j 0.00187705-0.0102431j 0.00294023+0.00171525j 0.00240482+0.000840603j 0.00386234-0.0111757j 0.00336488-0.00347166j -0.00397949+0.00543077j -0.00403795-0.0027903j -0.00852859+0.00167504j -0.00906597+0.00304297j 0.00793995+0.00287899j 0.00721357-0.00208789j -0.00388785-0.00530642j -0.00504681+0.00300976j 0.00143441+0.00234127j 0.000747044+0.00791267j -0.00784808+0.00209165j 0.000699071+0.00125264j 0.00333455+0.002859j -0.00234155-0.0042105j 0.00262069+0.00140469j 0.000433048+0.0019757j 0.000511102+0.00457301j -0.00554224+0.00558963j -0.00384059+0.00243436j -0.00493574-0.00141906j -0.000202979-0.00249271j 0.00097801+0.00185723j -0.00220461-0.00062465j 0.000682254-0.0022575j 0.00117034+0.00132453j 0.00203934+0.000320302j 0.00116695+0.00239505j -0.000793241-0.00461489j -0.00462572+0.000583597j 
-0.00445663+0.000552534j -0.000247051-0.00459943j -0.00460975-0.00602771j -0.00507794+0.00513911j -0.00326939+0.00623923j 0.00326019+0.00179248j -0.00225079-0.00183532j 0.000662677-0.000204045j -0.00672451-0.00598203j 0.00508068-0.00422275j -0.00195682+0.00274758j -0.00368455+0.00159519j 0.00143562-0.00345058j 0.0027679+0.00150116j 6.68382e-05+0.00249854j 0.00492654+0.00160764j -0.00601942+0.00428166j -0.00550395+0.00175166j -0.00798765-0.00308638j -0.000381799-0.000808398j -0.000526192-0.00409392j 0.000978472+0.00347533j 0.00217562-0.00393635j -0.00148449+0.00431301j -0.000343468-0.00308895j -0.00471439-0.00188999j 0.00196872-0.00206761j 0.00219199+0.00386207j 0.00381361+0.00955349j 0.0022295+0.00234216j -0.00574044+0.00338287j -0.00240288-0.00286929j 0.00156452-0.000827274j 0.00174659+0.00253388j 9.17659e-05+0.00439829j 0.0101892-0.00403403j -0.00170241+0.00618171j -0.00112739+0.000951814j -0.00199232+0.00079009j 0.00287962-0.00423972j 0.00186785+0.000264487j -0.00823977-0.00439126j -0.000663552+0.00503616j 0.0072383-0.00248126j -0.00346566-0.00409018j 0.000509759+0.00601284j -0.00666076-0.00146264j 0.00732617+0.00332104j -0.00640171+0.00772522j 0.00602675-0.00433937j -0.00198525-9.30792e-05j 0.000470531+0.00113107j -0.00368075+0.00291318j 0.00516604+0.0018623j -0.00136816-0.00244294j -0.00355568+0.00435017j -0.0140767+0.000992105j -0.00353671+0.0063591j 0.00175137-0.00402817j 0.00541016+0.00381541j -0.000141803+0.00140313j 0.00425531+0.00500835j 0.00553036-0.00370893j 0.00256382-0.00350395j -0.0003797+0.00639147j 0.000892578+0.00630671j -0.0018374+0.00510241j -0.00483695-0.00213329j -0.00798762+0.00095647j -0.00174983-0.00485911j 0.00172033-0.00248152j -0.00130479-0.000395135j -0.000168688+0.00277052j 0.00186691-0.000565737j 0.000927531+0.00163958j 0.000634138+0.00146529j 0.00122795-0.000410546j 
-0.000607869+0.00120381j -0.00156265-0.000581856j 0.000908535+0.00334759j 0.00369714-1.01917e-05j -0.00187282-0.00191225j -0.00448889-0.000443216j 0.00643838-0.00207551j 0.00019418+0.0049971j 0.00391552-0.00106568j -0.00156393+0.00798245j 0.00338878-0.00336648j 0.00160016-0.00363238j 0.00272034+0.000686637j -0.00795483+0.00107586j 0.00269185+0.00495744j -0.000114451+0.000622698j -5.11518e-05-0.000651627j 0.00134284-0.00311592j 0.00294296+0.0020398j 0.000861238+0.00728835j -0.000716978-0.00185857j -0.00334993-0.000117877j 0.00133421-0.00093063j -2.87423e-06-0.00461975j 0.00100182-0.00490098j 0.0043525+0.00690504j 6.74726e-06-0.00795879j 0.00152582+0.00433525j 0.00113562-0.00285096j -0.00247411+0.00151429j 0.00200867-0.00545686j -2.14445e-05+0.000205883j -0.00241396-0.000326122j 0.00495863+5.2656e-05j 0.00133273+0.000192254j 0.00418078+0.0043682j 0.00165119-0.0024476j 0.00331233-0.000411854j 0.00314181-0.00251235j -0.00702063+0.0036615j 0.00648994-0.000150988j -0.000973037-0.00112473j -0.00206084-0.00119204j -0.000506412-0.00575051j 0.000887482-0.00258189j 0.00224678-0.000999103j 0.00664963-0.00481294j -0.00242709-0.00106314j 0.00170206-2.57455e-06j -0.00516246+0.000926613j -0.00472027-0.00107881j -0.00273499-9.51622e-05j 0.00207484+0.00485557j 0.00320037+0.00228966j -0.00167034-0.00295138j 0.00315097-0.0043053j 0.0103349+0.00139185j 0.00099435+0.000985489j -0.00251533+0.00922246j -0.00478902+0.0052157j 0.0015445+0.00383355j 0.00114799+0.000883904j -0.00317741+0.0024144j -0.00477227+0.00416768j 0.0020828-0.00102698j -0.00136055+0.0044741j -0.00480034-0.00203224j 0.00205063-0.000449159j 0.00233829-0.00327289j 0.000179076+0.00176496j -0.00178461-0.00165209j 0.00159371-0.00209298j -0.000463604+0.00137879j 0.00123262-0.00106148j 0.00170949+0.00213934j 0.000919769-0.00245206j -0.0022178-0.000934605j 
-0.00210468-0.000340833j 2.25049e-06-0.00241292j 0.000839881+0.00637245j 0.00695478-0.00198873j 0.00285523+0.0072403j 0.00555041-0.00110588j 0.000390053+0.000801244j 0.00131122-0.000567503j -0.00021965+0.000912738j 0.00461307-0.00130135j -0.00144188-0.000236202j -0.00445549-0.00662034j 0.00414549-0.00112469j -0.00246909+0.004079j 0.00147873+0.00369923j 0.00291953-0.000554096j 0.000588463+0.000292259j 0.00113163+0.00219337j 0.000322961-0.00401518j -0.00543318-0.00151099j 0.000646817+0.00340546j -0.000736839-0.00245703j -0.00224286-0.000266632j -0.0011792+0.00382153j -0.00352975+0.0026718j -3.72634e-05+0.00478629j -0.000202934+0.00712559j -0.00100462-0.00103687j 0.000982645-0.0054079j -0.0032757-0.00330869j -0.00300407+0.00190921j 0.00481768-0.00512458j 0.00241421-0.00333438j -0.00206812+0.00201289j -0.000105248-0.00186147j 0.000895426-0.00130288j 0.0043888+0.000448909j 0.0098785-0.000528263j 0.00597208-0.000906917j -0.00177552-0.00134345j -0.0055641+0.00018536j -0.00155894+0.00101583j -0.00376218-0.00229327j 0.00331659+0.00680607j -0.00296593+0.00248231j -0.00430895+0.0049847j -0.00435539+0.00628066j 0.00484605-0.00506051j 0.00210314-0.00130301j 0.00331289-0.00086959j 0.000903085-0.00918739j 0.00970678-0.004184j 0.000692007-0.00542852j 0.00176858+0.00795255j 0.00794764+0.00306645j -0.000811208-0.000677547j -0.00206989+0.000769839j -0.00290594+0.00186301j 0.00578136-0.00146371j -0.000708083+0.00557231j -0.0016757+0.000132561j 0.00296565+0.00506216j 0.005907-0.0019328j 0.00138059-0.00479651j -0.000233831+0.00062715j 0.00412374+0.00166881j -0.000561215-0.00371302j 0.00568875+0.00314495j -0.00634591+0.00294147j -0.00382232-0.00274219j 0.00164755-1.18051e-05j -0.00156329-0.000256646j 0.000783171-0.00181878j -0.0017218-0.000624559j -0.000339552-0.00302614j -0.00362246+0.00527131j 0.00552347+0.00369035j 
0.00361891-0.00640387j 0.00679339+0.00373545j -0.00227673+0.00468625j 0.00534229+0.000902037j 0.00293118+0.00119779j -0.00164632-0.000212752j -0.00419884-0.0118948j 0.0133829-0.00168177j -0.00350702+0.00461642j 0.00672116+0.00436993j -0.001905-0.00289909j -0.00251058-0.00791483j 0.000229606+0.00195116j -0.00686308+0.0090754j 0.00126649+0.00693233j 0.0047506-0.00122724j 0.00168566-0.000179841j 0.00257702-0.00216141j -0.00193329-0.0024064j -0.000897179-0.00227063j 0.00565903-0.00454543j -0.000696572+0.000975484j -0.00263024-0.00125924j -0.00898272-0.00192395j 0.00386241-0.00223222j -0.00595608+0.00460468j 0.000232641-0.00106985j 0.000668432-0.00594923j 0.00820056+0.00440101j -0.00620104+0.0024347j 0.00232134-0.0015006j -0.000866735-0.00298872j -0.00429869+0.00220743j 0.0043628+0.000628638j -0.00459013-0.00152174j 0.00439968+0.00192358j -0.00321662-0.000467951j 0.0212402+0.00167644j -0.000131847+0.0109471j -0.000288823+0.000704347j -0.00184446+0.000381659j -0.00377288+0.00821565j 0.000128362-0.00824796j -0.00323236+0.0133831j -0.000885967-0.00942879j 0.00099531+0.00697701j -0.00590516+0.00692804j 0.0032469+0.00332088j 0.000645305-0.00466635j 0.00147262-0.00490984j 0.0131638+0.00797159j 0.0149212-0.000779112j -0.00238227-0.0101448j -0.00741424-0.000329657j -0.00654876+0.00952447j 0.00379898+0.00587951j -0.00203496+0.00405138j -0.000633994-0.00419924j 0.00567839-0.00692794j -0.00504473-0.00077884j -0.00332653+0.00405962j 0.00982273+0.00418043j -0.00503801+0.00724848j 0.000740407-0.00907663j 0.0105155-0.00370278j 0.00319171+0.000517116j 0.0044783+0.00316646j 0.00403803-0.00588933j 0.000923924+0.00794863j -0.000371815+0.000639492j -0.00289091-0.00712701j 0.00401699+0.00107221j -0.00682037+0.00372043j -0.0089217+0.000288664j -0.00101422-0.00603553j -0.000642476-0.00443172j -0.00465942+0.00115374j 
0.00315869-0.000143672j 2.38917e-05+0.00302194j 0.0023413-0.00185988j -0.00125519-0.00221416j -0.0020295+0.000358822j -0.000396882+0.0014421j -0.00208206+0.000910305j -0.00149051-0.00290909j 0.00165385-0.00248524j -0.00489994-0.00228823j -0.00196168+0.00262697j 0.00431656+0.00233014j -0.00601186+0.000711252j 0.000737078-0.00352708j 0.00387411-0.00776337j 0.00278562+0.00301243j -0.00114222-0.00409621j 0.00340356+0.00329512j 0.00285646-0.00022958j 0.00731305-0.00675331j -0.00291644+0.00239302j 0.000210454-0.00629534j 0.00256162+0.00325729j 0.00469636-0.0039822j -0.00401903-0.00098075j 0.00165491+0.00145739j -0.00165198+0.00516255j -0.00388799+0.00512669j -0.00475505-0.00258705j -0.00268704-0.00640323j 0.00229318+0.00174407j -0.00036431-0.00507138j -0.00182367-0.00126683j 0.00255287+0.000425547j 0.000849277-0.00180687j -0.00662946-0.00418388j 0.00133726-0.000238348j -0.00225226-0.0014304j -0.0050851-0.00304994j 0.00335134+0.000676514j -0.0016036-0.00443368j 0.0048565-0.0026716j 0.00250238-0.0054652j -0.00511592-0.00205348j -0.00317189+0.00633011j -0.00539541+0.00262852j -0.00528921+0.0015483j -0.00156392+0.000613075j -0.00195945-0.00253049j 0.00417857+0.00108977j 0.00158479+0.0107869j 0.00299653+0.00325186j 0.00266681-0.00137035j -0.0101126-0.00208303j -0.00551409+0.00432794j 0.000965783+0.00141848j 0.00285668-0.00103345j 0.0011448+0.00291642j 0.00212978-0.00901945j 0.00118318-0.0025778j -0.000680332-0.00249062j -0.00157011-0.00351371j -0.00584428+0.00934923j -0.00619887-0.00748646j 0.00600779+0.000447779j -0.00556239-0.00658583j 0.00816002+0.00310008j -0.00163231-0.00637678j 0.00291005+0.00321828j 0.00738937+0.000219348j -0.00317658-0.000755244j 0.00346793+0.00343046j -0.00263086+0.0071008j -0.00267243+0.00193302j -0.00121747+0.00182686j 0.0032786-0.0035332j -0.0032813-0.00255555j 
-0.00493846+0.00105114j -0.000765904-0.00472098j -0.00236959-0.00246406j -0.00181857+0.00311814j -0.00015811+0.0029102j 0.00156631-0.00173937j 0.00197657-0.00253857j 0.000406152+0.00282333j -0.00261592-0.0037591j -0.00214528+0.000495708j 0.00142325+0.00379329j -0.00185535+0.0049516j -0.00332375-0.00166491j 0.00367973+0.00117669j -0.00227333-0.00124253j -0.00182524+0.000215049j -0.000924712-0.00962204j 0.000571314+0.00246468j 0.00227557+0.000320467j -0.00223965-0.00314375j -0.000498738-0.000681668j -0.000763538+0.000302856j -0.00430141+0.00168931j 4.07237e-05+0.000812927j -0.00132998+0.000455879j -0.00322994+0.0019433j -0.000825819-0.000230207j -0.00343867+0.00733882j -0.00451812+0.00172492j -0.00423583-0.00279298j -0.00121859-0.00332039j -0.00148999-0.00185932j -0.00258717+9.79138e-05j 0.00720355+0.0036994j 0.00920014-0.0036676j 0.00540691-0.000899238j 0.00286941-0.00100094j -0.00330169-0.000288998j -0.000574142-0.00456756j 0.00286485+0.00453795j 0.00565535+0.000197613j 0.00384536-0.00227183j -0.00110621+0.0047326j 0.000118541-0.0099343j -0.00140229+0.00189231j 0.00193806-0.00229324j 0.00149427-0.00182506j 0.00370794-0.00276013j -0.00148146+0.00644026j -0.00223449-0.00154628j -0.00475798-0.00145654j -0.00489351-0.00345603j -3.73365e-05+0.00563436j 0.00417668+0.00204239j 0.00440751+0.00104763j -0.0038403+0.000176322j -0.000346079-0.0015061j 0.00108676+0.00539866j -0.00422105+0.00299763j -0.00143378-0.00479205j 0.000898002-0.000121185j -0.00625935-0.0012322j 0.00193927+0.00265895j 0.000835093-0.000186991j -0.0034727-0.00242319j -0.00347901+0.00142917j -0.00133855-0.00294704j -0.00354508-0.00182663j -0.00340426-0.000124794j -0.00251764-0.000428553j -0.000527362-0.000660693j -0.000106901-0.00298494j -0.000364723-0.00238863j -0.000313454+0.00188615j -0.00151787-0.0017603j -0.000579273-8.14725e-05j -0.000443164+0.000347775j 
0.00273845+0.00309473j -0.00324406+0.00254734j 2.94667e-06-0.00174759j -0.00234679+0.000862326j -0.0056513-0.00047615j 0.00147444+0.00345725j -0.000518196+0.0054279j -0.00470084-0.000631537j 0.00123838-0.00646624j 0.0018441-0.00308617j -0.00294581-0.0038695j -0.00188509-0.000661687j -0.00549672-0.00430563j -0.00254204+0.000270541j 0.00165304-0.00498904j -0.00147094+0.00061839j -0.00235944-0.000679415j 0.00174416-0.00404702j -0.0016241-0.000537359j -0.00310483-0.00639532j -0.000284307-0.00168121j 0.00412799-0.00296304j -0.000166199+0.00483889j 4.20759e-05-2.66027e-05j 0.000372007+0.000178938j -8.74416e-05-0.00878858j 0.00604449-0.00125059j 7.98148e-05+0.00384312j -0.0024482-0.00106287j 0.00305265+0.00447831j -0.00203321+0.00173107j -0.00324002+0.00071424j 0.00790849-0.00269911j -0.00331702+0.000773908j -0.00164285-0.00514015j 0.00382929-0.00237918j -0.00213142-0.000876156j -0.00438536+0.00107864j -0.00292901+0.00646621j 0.00107473+0.000340189j 0.00352442+0.00234842j 0.0022563+0.00195669j 0.00715307+0.00942021j 0.000612207-0.00198051j 0.0081641-0.00560107j -0.00238958-0.00351119j -0.00191255-0.00254399j -0.000469003+7.45989e-05j 0.000300451-0.000881565j 5.2505e-05-0.00073579j 0.000584826+0.00337043j -0.00576611+0.00187978j -0.000869352-0.00247495j -0.00162607-0.000836884j -0.00175181-0.000243266j -0.0131382-0.00228811j -0.0014766+0.00575751j 0.00280657-0.00206542j -0.00340287-0.00281016j -0.00200691-0.0043692j 0.00150606-0.00264095j -0.000488673-0.000305117j -0.00302875+7.57587e-05j -7.26657e-05-0.000271452j 0.00380603-0.00566014j 0.00622467-0.00102839j 0.00106512+0.00492132j -0.00108107-0.00184024j -0.00104798-0.00223159j 0.00384127+0.00280855j -0.00430091+0.00323822j -0.00256203-0.00168484j -0.00183285+0.0027416j -0.000641079-0.001282j 0.0011141+0.000707696j 0.000973471-0.00276165j -0.0026015-0.000792856j 
0.00264081+0.00174018j -0.00179878+0.00276137j -0.00186209-0.00397418j -0.0037359+0.00307288j -0.002494+0.0025748j 0.00106297-4.73229e-05j 0.00098061-0.00223732j 0.000910324-0.00149241j 0.00497468-0.00476226j 0.00157883-0.00103209j -0.00256622-0.00181259j 0.00217518+0.00105174j 0.00241254-0.000843791j 0.000748482+0.000523514j 0.00347514+0.000831769j 0.00464363+0.00357043j 0.00142093-0.00075726j -0.00246956-0.00623391j -0.00383113+0.00222307j 0.00013173+0.00417307j 0.00579711-0.000885435j 0.00516212-0.000788825j 0.0027097-0.0043963j 0.00789682-0.00093936j -0.00188645-0.00283976j -0.00381761-0.00785421j 0.000428559-0.00301549j 5.45099e-05+0.00311115j 0.00252455+0.00287657j 0.00334705+0.000444173j -0.000965672+0.00675095j -0.00317818+0.0073299j -0.00012644+0.00633704j -0.00292495-0.00239935j -0.00474213+0.000514206j -0.00544421+0.000968747j -0.00279507+0.000692879j -0.00926166+0.00165805j -0.00391407+0.0021613j -0.00155582-0.00342301j 0.00491226+0.00378304j -0.00493761-0.00184642j 0.00415847+0.00260047j 0.00267848-0.00103755j 0.00279275-0.00124752j -0.000651488-0.00258588j -0.000180461-0.00370194j -0.00626539+0.00369872j 0.000482543-0.00078152j 0.00159287+0.0033598j -0.00235022+0.00470757j -0.000905369+0.00191366j -7.23016e-05-0.00200809j -0.00249377-0.000968526j -0.00430866-0.00534549j -0.000219525+0.000504283j 0.000947449+0.00364039j -9.81134e-05-0.00356399j -0.000450307+0.00248182j 3.34935e-05+0.00478844j 0.00103623+0.00517922j 0.00398685-9.57903e-05j -0.00146566-0.0025437j 0.000481471+0.00269097j 0.00150722-0.000111785j 0.00163386-5.68678e-05j -0.000789336+0.00524983j -0.00307406-0.0037374j -0.000372077-0.00292288j 0.00137663-5.82154e-05j -0.00110374+0.000148874j -0.00166243-0.00127461j -0.000723679+0.00387699j -0.000234139+0.00206394j -0.00159542+0.000753591j 0.00199173-0.00520998j -0.00527807-0.00202242j 
0.00261268-0.0020167j 0.00205289+0.00287643j -0.00120723+0.0026742j 0.00177545+0.000833677j -0.00104401-0.00655243j -0.00460941+0.00401747j -0.0041251-0.000802212j -4.53917e-05-0.00116553j -0.00152592+0.00661215j -0.00379999-0.000764333j 0.00128254+0.000802845j -0.0011845+0.00456966j -0.00280046+0.000852875j 0.00265738+0.000814744j -0.00152461-0.00186915j -0.00736706+0.00397234j -0.00284288-0.00360034j 0.00469864+0.00551279j 0.00493692-0.00403296j 0.00622377+0.00179111j -0.00184376-0.000638512j -0.00439484+0.00480304j 0.00216514+0.00133276j -0.00497934-0.00598969j -0.00466231+0.00177215j -0.00211103-2.18222e-05j -0.000441192-0.00092735j 0.00351171-0.00277561j -0.00125879-7.49624e-05j 0.00159128+0.00287786j 0.00527182-0.000740039j 0.0019026+0.00352724j -0.00528062+0.00302174j 0.0021091-0.000406533j 0.00126655+0.00162641j -0.00653891-0.000254156j -0.000315325-0.000799259j 0.00119622+0.00123581j -0.00258849-0.000595931j 0.00288934+0.00127294j -0.00322066-0.00679231j -0.0013513+0.0010365j 0.000733196-0.00746043j -0.00357676-0.00143462j -0.00126396+0.000255112j 0.00119235+0.00225862j -0.00388294+0.00349308j -0.00264374+0.0043198j -0.00168822-0.00262272j -0.0018143+0.0016784j 0.00578165+0.00560322j -0.00207812+0.0043935j -0.00411178-0.000863506j -0.00330949-0.00155773j -0.00499133+0.0030073j 0.00558265-0.0011189j -0.00189638-0.00515575j 4.93433e-05-0.00224792j 0.000515818-0.00414599j 0.00212822-0.00606388j -0.000915207-0.00115928j -0.00224068-1.91999e-06j -0.000418184-0.000465459j -0.000634174-0.00285001j -0.00308734+0.000567735j 0.000961174-0.00412964j 0.000957556+0.00121723j 0.000622174-0.000340899j 0.00181573+0.001691j -0.00138559-0.000323207j 0.000604148-0.000905924j 0.000252836-0.00227967j -0.00303867-0.00154219j -0.00405078+0.000738111j -0.00123151-0.00438798j -0.000809972-0.00177682j -0.00183915+0.000527036j 
