0.00657373-0.00311334j -0.0622336+0.0419734j -0.0508656-0.013483j -0.0385055-0.0084134j -0.0164986-0.00477802j 0.0139818-0.00191799j -0.0405786-0.0137969j -0.0274451-0.0508831j -0.0120088-0.0123542j -0.000114784-0.00475073j 0.0097221-0.00167328j -0.0138742-0.0204803j 0.00738095-0.00992024j 9.77802e-05+0.0234256j -0.00390912-0.0184557j -0.00527607-0.0103157j -0.00203596-0.00914579j -0.00960631+0.00716787j 0.00360268+0.012169j 0.0201312+0.00484276j 0.00784131-0.0129524j 0.0102802-0.0192142j -0.00400747-0.00445183j -0.00275912+0.0111769j -0.000131463+0.00550222j -0.0191013-0.00663234j 0.0045479+0.0102721j 0.00504735-0.0125119j 0.00421164-0.0170307j 0.00666926-0.0243606j -0.0249463-0.00942331j -0.000362222-0.00766176j 0.0146161-0.0355798j 0.00903686-0.0174982j 0.0196362-0.0465719j 0.0100421-0.0247306j -0.0276285+0.0279089j 0.0112633-0.0168982j 0.0523185-0.00553969j 0.00414474+0.00983664j -0.0412944+0.0457172j -0.0885953+0.0347596j 0.0652336+0.050101j -0.0207944-0.101868j -0.0343194+0.0181139j 0.0484592+0.00296583j -0.00146999-0.0508007j 0.0109522-0.00384096j 0.0537703+0.0285159j -0.0119646+0.0700077j 0.0082153-0.0212545j -0.076215+0.123706j 
-0.012077-0.00217671j 0.0160927+0.0479012j 0.0412784-0.0837024j 0.0406185+0.0612987j -0.0401679-0.0068475j 0.0949392+0.000438529j 0.00812478+0.0407528j 0.050161-0.0300484j 0.118181-0.0263541j 0.0425772-0.0991373j -0.0984114+0.0162601j -0.046944-0.0997906j -0.00348382+0.0110391j 0.0616261-0.0647722j -0.0108157-0.0354374j 0.073332+0.089541j 0.128855-0.0385812j 0.122777-0.0699965j -0.0301636+0.126647j -0.031816-0.0669063j -0.0561228-0.0432648j 0.0147337-0.079987j -0.0644644-0.0867757j -0.01402+0.110344j 0.0702566-0.0927386j 0.0476408+0.0305641j 0.0104136-0.0740227j -0.0852971+0.0302847j -0.0650848+0.0015923j -0.0525416+0.0283873j -0.0233281-8.74518e-05j -0.0506868-0.0422696j 0.0856959+0.0723844j -0.0087902+0.115579j -0.024995-0.0458923j 0.0118304-0.0152205j -0.00433399-0.0148254j 9.67193e-05+0.0557226j 0.0534029+0.00916983j -0.0842276+0.0201055j -0.0444287+0.0060684j 0.0570378+0.011188j -0.0101851+0.0738502j 0.0634733+0.0062239j -0.00968516-0.0173935j -0.0121325+0.0237585j -0.00367397-0.00303658j -0.0169458+0.00141496j 0.0569383+0.0670987j 0.0375479-0.0784404j -0.0330748-0.0341458j 0.0461067-0.016805j 
-0.00141648+0.00360672j 0.020153-0.0104236j 0.0764462+0.00117283j 0.0047553+0.119233j -0.0107841-0.0683127j 0.0325203-0.0621229j 0.0582371-0.0107218j 0.0103596-0.0145573j -0.0923772+0.0708031j -0.0941749+0.0719189j -0.00178776-0.0109711j 0.0904915+0.00766301j -0.0574239-0.018459j -0.0396071-0.0474622j 0.0298045-0.0595112j -0.0951424+0.00927897j -0.0701426-0.0366594j 0.0193717+0.00613673j 0.0273619-0.0504573j -0.0356044+0.0453738j -0.00577957+0.0433654j 0.0454492-0.0411884j -0.0138095+0.0126285j 0.042223-0.0464105j -0.111264-0.0236723j 0.00411243-0.042673j 0.0163408+0.031298j -0.0124763-0.000262552j 0.0416592+0.05254j 0.0263449-0.00752752j 0.091043-0.0186508j 0.0277147+0.0375959j -0.0827839-0.104748j -0.0276984-0.0479873j 0.0393556+0.0353802j 0.0284374-0.0194561j -0.0848843+0.0489913j 0.0337979+0.0234779j -0.00854903-0.0368089j 0.0715134+0.0360174j 0.0273144+0.0274494j -0.0211079-0.0302654j -0.00991706-0.0233777j 0.0334533-0.0503325j -0.0539493-0.00785556j -0.00534106-0.00515228j 0.0159817-0.00731935j -0.041562-0.0893671j 0.0296711+0.0886442j 0.0689002-0.0260948j -0.00615749+0.00499492j 0.0102061-0.0127582j 
-0.0140252-0.0108617j -0.014821+0.0070282j 0.0748402+0.0180395j 0.0401175+0.0223228j 0.0657528-0.0848938j -0.0285576+0.0533499j 0.0207899+0.0421235j 0.0491827+0.00869595j 0.110679-0.0558969j 0.0126018-0.00675119j 0.0895528-0.0477675j -0.0844672+0.00386444j -0.0164561+0.0449706j -0.0107756-0.0500711j 0.0421901+0.0239241j -0.0639144-0.0215401j 0.061972-0.0198521j -0.0203246-0.0844219j 0.0772364-0.0547152j 0.000459697-0.0626477j 0.073923-0.0925991j 0.00964348-0.0299504j 0.0871183-0.000445315j 0.0234831+0.0817298j -0.00198464+0.0460739j -0.0300535+0.0825861j 0.0473779+0.155641j 0.0689898-0.0165463j -0.0530825+0.115578j -0.0771033+0.0251862j -0.0382139+0.0621385j -0.0583854+0.00379049j 0.0602968-0.0169019j 0.00461839-0.104634j 0.0309958+0.0369233j -0.00955328+0.00739107j -0.0210719+0.026395j 0.0109246+0.0251883j 0.0177701-0.0546041j 0.0461037-0.0132488j 0.0174584-0.0797028j -0.00393737+0.0062238j 0.0315523-0.0188351j 0.0269612+0.0200418j -0.0806419+0.0374038j -0.00554063+0.0158022j 0.0255932+0.0295984j -0.0385737-0.0161807j 0.00978734+0.0352047j 0.0464024-0.0258629j -0.00633767-0.0101371j 0.0116804-0.0202798j 
0.00852754+0.000407876j -0.0233102-0.0178394j 0.0398163+0.0275701j -0.0215773+0.00678315j -0.11003+0.043933j -0.0524725+0.0513936j -0.0525769-0.0144936j 0.0211443-0.0505253j 0.0251722-0.0957831j 0.0416072-0.0936561j 0.0551996+0.0161962j -0.0575259+0.0825324j 0.00111498+0.0933694j -0.0560465-0.0562481j -0.101791+0.00728899j 0.0350263+0.0288928j -0.03761-0.0560466j -0.031473-0.0470937j 0.0310893-0.0671793j 0.0353713+0.00162343j 0.0666994-0.0282867j 0.0662146+0.0205406j 0.0457996-0.0532599j -0.0308313+0.00871602j -0.0235481-0.0629155j -0.00488954+0.0533032j 0.0955917+0.148246j -0.0497635-0.048955j -0.0219546+0.0370471j -0.0622728+0.0464884j 0.0319616+0.0581021j 0.038096+0.0636681j -0.0552285-0.084609j 0.0437408+0.0469523j -0.0245033-0.0208573j -0.0232746+0.0743229j 0.0420945+0.0434736j 0.0242907-0.0383066j -0.0579024+0.0156323j -0.0207155+0.0078943j -0.00543391-0.0270038j 0.0193672-0.0396776j -0.00605206+0.021673j 0.0683884+0.0554822j 0.000428407-0.0180426j -0.00047767+0.0533806j 0.0553259+0.0303766j 0.0128688+0.0380654j -0.0185631-0.0434691j -0.00901347+0.0165405j 0.0100201-0.0104969j -0.00678585+0.00128275j 
-0.020281+0.0907899j 0.067359-0.0228634j -0.000718345-0.0322296j 0.00888692-0.0398513j 0.026433-0.00720949j 4.76332e-05-0.0157825j 0.0679635-0.0208998j -0.075895-0.00897092j 0.00296175+0.0577488j -0.000236406+0.0110478j 0.03926+0.00149596j -0.0111915-0.0959712j -0.0708266+0.0726024j 0.0213015+0.0223174j 0.0129436+0.0828527j 0.0876927-0.0841066j -0.121782+0.0451177j 0.0638036+0.0978817j -0.0504031+0.0379121j 0.0854013+0.0240663j -0.00503329-0.047938j -0.0332404+0.0143759j 0.0629965+0.0412046j -0.00700751+0.0662292j -0.00479098-0.00036495j 0.0349382-0.0283898j 0.0890254+0.0491103j 0.0454686-0.0299677j -0.0486663+0.0247023j 0.0141835-0.0107112j -0.0483836+0.0395254j 0.0831305-0.0163258j 0.013215+0.0307981j 0.00355618-0.0317311j -0.0581269-0.0770253j 0.022487-0.0737221j -0.0141138+0.00421098j -0.0202125-0.0451352j -0.0163292-0.00865462j -0.0493313-0.0345126j 0.0015119+0.0132551j -0.00749676+0.0283673j -0.0182536+0.0526347j -0.0167848-0.00860178j 0.0065529-0.0308575j -0.00910356-0.0135266j 0.0320271-0.0358105j 0.0230875-0.00310313j -0.032968-0.0210503j -0.0416921-0.0162754j -0.00951057+0.0185781j -0.0462012-0.0421625j 
-0.000895171-0.0555999j -0.103987-0.0224215j 0.027161+0.0479067j 0.0101492+0.0563163j -0.195374+0.0553412j 0.0725761-0.143244j 0.0265702-0.059361j -0.0108546-0.0368456j -0.0220428+0.0105608j 0.00137222-0.08797j -0.179951+0.058773j -0.114935-0.0259973j 0.0238755+0.0235321j 0.0713807+0.105138j -0.0929531-0.125087j 0.0556508+0.11308j 0.0561558-0.0396559j 0.0205881+0.1069j -0.106899+0.0217674j -0.0139874-0.0543458j -0.00337946+0.021506j 0.0607352-0.0313506j -0.0384099-0.0659479j -0.0221869-0.0550416j 0.12641-0.0130878j -0.0461998-0.0562093j 0.0431748-0.0995031j 0.019098-0.0425734j -0.0257688-0.173608j 0.081723+0.011681j -0.0244612+0.0527885j -0.00540767+0.00838121j -0.00216551+0.0192232j -0.0236013+0.0582475j -0.0698352+0.0518619j -0.0331065-0.0617754j -0.00168281-0.0161734j -0.0347518+0.0358043j 0.0152434+0.00431143j -0.0179148+0.0193987j 0.0299286+0.105741j 0.0115613-0.000451692j -0.0392506+0.00695947j 0.0546585-0.0503967j -0.0495835-0.059689j 0.0267151-0.0206658j 0.0214268-0.0349869j 0.0272376-0.0113187j -0.0119356-0.00693942j 0.0509876-0.0237705j -0.0214619+0.00646688j -0.00513309+0.0126195j 
-0.0551051+0.0302002j 0.0286683-0.0461165j 0.0973466+0.00906085j 0.058764-0.0251213j 0.0967658+0.0140371j -0.00492767+0.0791708j -0.10474+0.031767j 0.0269854-0.0256666j 0.0119976+0.0661098j 0.0559019+0.0298508j 0.0474383-0.0845579j -0.0252697+0.117882j 0.0622116-0.0497169j -0.0433328-0.0783805j -0.107106-0.0264594j 0.0152786+0.16387j -0.0221173+0.00798538j -0.0239491+0.00666916j -0.105728+0.0699118j -0.0482099-0.0388952j -0.0291588-0.0742658j 0.0107948+0.032366j 0.0833531+0.0488115j 0.156476-0.00647766j 0.00427146+0.112129j -0.0911354-0.00986945j -0.0183272+0.0539037j -0.0243003-0.00313158j -0.0789527-0.019123j -0.077408-0.0340322j -0.00393471+0.0679572j -0.0169857-0.118702j 0.0590876-0.0244763j 0.084182-0.140816j 0.0477877-0.0370218j -0.0428208-0.0968267j 0.0194197-0.0202116j -0.0284432-0.00984893j -0.0367275-0.0561726j 0.0596281+0.018894j 0.0012336+0.0144391j -0.0256103+0.0476235j -0.024185+0.0487927j -0.0269674-0.057689j -0.0366654+0.0395434j 0.00583373+0.014891j 0.0480787-0.0247076j -0.0102779+0.0383903j -0.0516336+0.0176559j 0.0234992-0.00582734j 0.0170294-0.00436983j -0.00541782-0.0662516j 
-0.0710931-0.0121988j -0.0506603+0.0172426j -0.0474963+0.122871j -0.0751543-0.0578193j 0.0434854+0.0576506j 0.0527279-0.0460162j -0.0257372+0.0414216j -0.0100105+0.0293605j 0.0538373-0.0684167j -0.0692548-0.00323264j -0.0155261+0.136952j 0.0295367+0.00756316j 0.0291943-0.11279j 0.0648816+0.114261j -0.00519502+0.00719693j 0.0620614-0.00397731j -0.0356399-0.141122j -0.0276948+0.121945j -0.0368245-0.0139574j 0.0258771-0.03258j -0.0326641+0.0323609j -0.0496841+0.10185j 0.0388612+0.107991j -0.084686+0.0551513j 0.00149901+0.0708267j 0.0484296+0.081575j -0.0431919+0.0634689j 0.116865-0.0521283j 0.0834721-0.0598245j 0.0967085+0.0206476j -0.00308133+0.049114j -0.0365648+0.0230562j 0.0133219-0.062444j 0.0132955+0.022899j 0.0266467+0.126139j 0.057904-0.0482503j 0.00634144+0.0679668j -0.0301499-0.0293389j 0.0526241+0.0359519j -0.0350555-0.0465637j 3.00296e-05-0.00192361j -0.0133522+0.0199365j 0.0386962-0.043016j -0.0329695+0.0251859j -0.0218487+0.00234882j 0.0807028+0.03509j 0.022918+0.0096184j -0.00936952+0.0133821j -0.0254841-0.0518517j -0.00221482+0.010378j -0.0111704-0.0281906j -0.000538555-0.0219014j 
0.0148333-0.0104228j 0.0013457-0.0319566j 0.0427162+0.027879j -0.0649233+0.0248914j 0.0391374+0.0493967j 0.0339273+0.0735601j -0.0493625+0.0885644j 0.00818991+0.0293095j -0.0161167-0.0610191j 0.0476976-0.00467851j 0.0684877-0.0159056j 0.0924661+0.0230828j 0.00814521-0.086658j -0.0635936+0.00572129j -0.0627812+0.100678j 0.0352414+0.0570039j 0.014426-0.0296116j 0.0465627-0.0406078j 0.0332737+0.0439769j -0.076526-0.00169366j -0.048268+0.018599j 0.0324047-0.0730981j -0.00443661+0.0661289j 0.00926453+0.00860646j -0.00420405+0.107056j -0.0010152+0.0327225j 0.0241228-0.0775542j -0.0407645-0.026446j -0.00251111+0.0327092j 0.073068-0.0566648j 0.0657566-0.0552837j -0.00923323-0.104592j 0.117973+0.0284528j -0.0438908-0.0755908j 0.0447611-0.015871j 0.057004-0.0384427j -0.0270472-0.0265633j 0.0381756+0.0719193j 0.0394998-0.0677596j 0.0376513+0.0186884j -0.0564061-0.0834427j -0.0105752+0.0611839j 0.0360221+0.00102706j 0.0187681+0.0298529j -0.0228923+0.0493423j 0.0436312+0.00182405j -0.0271929+0.0235272j -0.0277924+0.0519877j -0.00195132+0.0106758j -0.0288189+0.00613539j 0.0205344-0.018164j 0.0139661+0.00260041j 
-0.00988757+0.056424j 0.119433-0.0297626j 0.0431847-0.0725959j 0.00947485+0.0863718j 0.0313143-0.0208014j 0.0426024+0.00918768j -0.0449481-0.0537744j 0.0109557-0.0360198j 0.0100883+0.0303457j 0.0652452-0.0295236j -0.0864065+0.0114607j -0.0726911+0.0332821j 0.018542+0.0423984j -0.109851-0.0649011j 0.0724276-0.0821881j -0.0640751+0.041107j -0.0558509+0.0645905j 0.0107315+0.0640744j -0.0795587-0.0254483j 0.0693647-0.0168188j 0.0473258+0.0374721j -0.0697788+0.0941044j -0.00157428-0.00676886j 0.0745921-0.0369033j -0.051273-0.0441904j -0.0217061-0.0120452j -0.0962177+0.0172231j -0.0631816-0.0253216j 0.0108443+0.00252087j 0.0262162+0.028048j 0.0351423+0.0593668j -0.00502813+0.0700997j -0.113172-0.102706j -0.0155417+0.0661645j -0.0167878+0.117661j 0.0105641-0.00449143j -0.012338+0.0947522j 0.0248678-0.0555272j 0.0295325+0.0704613j 0.00484561-0.00667821j -0.0171081+0.0602634j 0.0171947+0.00479652j -0.0181109-0.0278923j 0.0148418+0.0190097j -0.00460477+0.00850196j 0.00259123+0.0550214j -0.0102465-0.0336853j -0.0500823-0.0478385j 0.0724646+0.0893725j 0.0353232-0.0392765j 0.0213665-0.0178309j 0.0154934-0.0337448j 
0.00426069-0.0305109j -0.0164429-0.00979389j 0.0252052+0.0747709j -0.0388973+0.0149758j 0.000854962+0.019397j -0.0731122+0.0724782j -0.043393+0.0235474j 0.063915+0.0210165j 0.0978546-0.107373j 0.0821394-0.0361391j -0.0528169+0.0387806j -0.113186+0.0544365j 0.0526113-0.048219j -0.0329702-0.0312527j 0.0588247-0.0688963j -0.0140575+0.0608698j 0.149238-0.0397817j 0.00557541-0.119701j 0.0606076-0.137316j 0.0342496-0.126573j -0.0394161+0.0381546j -0.0425614-0.0164515j -0.0224839+0.00937251j 0.0166464+0.0165771j 0.0216523-0.0189667j -0.044724-0.0203792j -0.00342554+0.0514691j 0.0761944+0.0819172j -0.0248155-0.0275722j 0.0200779+0.00956909j 0.0299254+0.108562j -0.0600386+0.0707887j -0.0499753-0.0267166j 0.130125+0.0419353j 0.00153716+0.173258j -0.0330159-0.0493738j -0.0149607+0.0248318j 0.0223055-0.0330723j -0.0214995+0.0568743j 0.0266082-0.0807212j 0.0273687+0.0526356j 0.0234873+0.0464678j -0.0193183-0.00905402j 0.0244225+0.0233736j 0.000378566+0.0299457j 0.0330822-0.0143484j -0.00353831+0.0451326j -0.0309225+0.0110142j -0.00301741-0.0503268j -0.0126611+0.0653184j 0.00454144+0.041603j -0.0273529-0.00210848j 
0.0248629+0.0662202j 0.0250994-0.0725361j -0.00781829+0.0978563j -0.201059+0.0976326j -0.176962+0.119391j 0.0652565-0.0738152j 0.0358612-0.100698j 0.0153036+0.0887348j -0.0742001+0.0480512j 0.0659552-0.0268986j -0.0450448+0.0584228j 0.0456807+0.108138j -0.217502+0.0391842j -0.0932814+0.137701j -0.00818546+0.0788503j 0.000949821-0.0742487j -0.00231904-0.0850732j 0.00139577+0.0346495j 0.0452897-0.0365319j -0.0165183+0.105448j 0.108374+0.0354071j 0.023117-0.12134j -0.023638+0.0223718j 0.00762216+0.0722635j -0.0152762+0.0305941j 0.0254161-0.0183562j -0.0390945+0.113409j 0.0555174-0.104637j 0.0654908-0.0617488j 0.0435645+0.00190867j -0.0199483-0.0743486j 0.0297694-0.030171j 0.00515624-0.0503773j -0.0290791+0.00919342j -0.0119943+0.0156844j 0.0355327+0.00854891j 0.031816+0.0182643j 0.0104664+0.0371625j 0.0265262-0.0940484j 0.0304335+0.0443097j -0.00284215-0.0881252j 0.0279276+0.00168695j 0.0412593-0.0302803j -0.0311442-0.00525555j -0.00782905+0.00586086j 0.0240215+0.0281613j -0.012398+0.0127192j -0.00825315+0.00704314j 0.0184533-0.0132048j -0.00522038-0.0407519j 0.00240371-0.0523739j 0.0167091-0.0165068j 
-0.0976071+0.0308829j -0.0218397+0.0202255j -0.111097+0.125268j 0.0130536+0.04334j -0.0705919+0.0955394j 0.00125821-0.00768004j -0.0205246-0.0703003j -0.0281108-0.0147758j -0.0391882-0.0214108j 0.00018623-0.088492j 0.0482291-0.0366204j -0.0168547+0.015209j -0.0594275+0.170873j -0.145393+0.134163j -0.0804856+0.00999127j -0.070633+0.00407045j 0.0156422-0.15003j -0.127289-0.0102143j -0.0558601+0.00120633j 0.0229934+0.0883004j -0.0192477+0.0254561j 0.0779657-0.127461j 0.0380006-0.0652949j -0.0218591+0.00927406j -0.0444252+0.0539069j -0.0953249+0.0382391j -0.0264592+0.0323169j 1.82084e-05-0.0989311j 0.0668572-0.0196756j -0.100414-0.0188553j -0.00961425-0.067064j -0.0409468-0.0508771j 0.0224313+0.0776079j -0.0020839+0.00792224j 0.0731431-0.162577j 0.00645042+0.122018j 0.0688831-0.0135613j -0.0143902+0.0512681j -0.0401303-0.0751743j 0.00310145+0.0596802j -0.0193513-0.0977382j -0.0382568+0.0278981j -0.0173499-0.020344j -0.0258001-0.00281861j -0.0334135-0.0153609j 0.0191947-0.0103618j 0.0368702+0.0116767j 0.00219588+0.0196211j -0.000991883-0.052425j 0.0459376+0.00553298j -0.026476+0.00750808j -0.0222802+0.0161935j 
0.0710089-0.0649003j -0.0448678-0.0611178j -0.00203236+0.00310599j 0.0245289-0.0570723j -0.044969+0.0390106j -0.0515723+0.00893181j -0.0224923+0.0270032j -0.0388678-0.00641462j -0.100023-0.00222699j -0.0682836+0.0166442j -0.0650644-0.00206505j 0.0629742+0.0603334j 0.0751062-0.0432135j 0.0377411-0.0430387j -0.101075-0.0483954j -0.0426976+0.0674133j -0.0322222+0.0163078j 0.0162831-0.0126049j 0.0494543-0.0058034j 0.0142378+0.102404j 0.0184827+0.102285j -0.0105014+0.00520448j -0.0487414+0.0277578j -0.0307668-0.0563944j -0.0550112-0.0482728j -0.037944+0.0858056j -0.0327294+0.0361259j -0.0281121-0.00596239j 0.0544691-0.0184995j -0.0105088+0.0586235j 0.0186166+0.0680364j -0.0608781+0.0115522j -0.0760892-0.0306129j 0.000200759+0.0384159j 0.0235859+0.0742153j 0.027508+0.0554897j -0.024406+0.0583569j 0.0214409-0.0320245j -0.00747182+0.00582121j -0.0314947-0.0211906j -0.0224877+0.0199061j -0.0363525-0.0032197j -0.0283986-0.0551466j 0.0339632+0.0305513j 0.0157845+0.0121318j -0.00338375-0.0142898j -0.0199968+0.0203952j 0.0375111+0.0188343j -0.0155502-0.0404459j 0.0239739+0.045588j 0.0106928+0.0759122j -0.0410458+0.0220288j 
0.0826006-0.0413878j -0.030584-0.0208217j -0.146024+7.5925e-05j -0.0257411-0.0493228j -0.0460322+0.00877093j -0.0305181-0.010572j -0.0171774-0.0462712j -0.0247193+0.0460426j -0.00551055-0.0876342j 0.0542455-0.00322644j 0.0570043-0.00449001j -0.131811-0.03536j -0.046009+0.0725236j -0.00279691+0.0526403j 0.0897391+0.0957398j -0.0832291-0.102432j 0.100755+0.120134j -0.0411591-0.0662198j 0.0388076-0.0969765j 0.0244711-0.107166j 0.0484468-0.0512232j 0.030396-0.0394372j -0.000640173-0.0748865j 0.0186662-0.0230197j 0.0177255-0.00980524j 0.0187837-0.115159j 0.0351214-0.117159j -0.0296979+0.0519991j -0.102564-0.0403858j 0.0703949-0.057362j -0.00451415-0.0263963j 0.0884052-0.0151267j 0.00824664+0.0702013j -0.0153947-0.0220547j -0.00848242-0.000790284j -0.0598446-0.00965294j -0.00673248-0.089754j -0.0408908+0.0872889j 0.00746594+0.034412j 0.00990202-0.0430983j -0.0165761+0.0481977j 0.0398755+0.0655575j -0.0172426+0.0345725j 0.0224186+0.0154398j 0.0378912-0.0104385j 0.0257848-0.0136662j -0.0840498+0.0150524j 0.0592755+0.0323868j 0.0495386-0.0275599j 0.017494-0.0075259j -0.0169482+0.0142674j 0.00547442+0.0729796j 
0.0600821-0.0799673j -0.075636+0.010761j -0.175936-0.0504895j 0.0398526-0.234155j 0.129316-0.0394886j 0.00652925+0.0211647j -0.115714+0.0689625j 0.0103906+0.0161964j -0.0520516-0.0580452j -0.108859+0.00318684j 0.121011+0.0239241j 0.0556271+0.00371473j -0.019432-0.128247j 0.132029-0.0712179j -0.0624836+0.107259j -0.0305903-0.0467732j -0.102489-0.0293817j 0.00274892+0.0373798j 0.024312-0.00520739j 0.0338037+0.0891463j -0.00381156+0.0753638j -0.0256953+0.0608182j 0.0350007-0.0209402j -0.00604859+0.0464766j 0.00516512-0.0238441j 0.0431561+0.0420186j -0.0838591+0.0489503j -0.0503543-0.0417548j -0.0346043+0.0246022j -0.0545633+0.0675031j -0.0125197+0.0401825j 0.00302705+0.0380767j -0.105797-0.0416293j -0.0247605+0.0414745j 0.0839753+0.0324135j 0.0429448+0.0160524j 0.00809485+0.0203621j -0.0512042-0.0596981j -0.0150148+0.0784098j -0.00549066-0.0191509j -0.0255081-0.0173828j 0.0102162+0.00649948j -0.0277092-0.000580638j 0.0108276+0.0663805j 0.0449403+0.0259084j 0.0238624+0.00213995j -0.0600459-0.00506429j 0.0694866+0.0718071j 0.034746-0.0595159j -0.00572706-0.0334222j -0.0132808+0.0100473j 0.00588853+0.0488712j 
-0.244001+0.113528j 0.0332193+0.209617j -0.163972+0.0913258j -0.0379343-0.0296241j 0.102727-0.0107365j -0.0144907-0.0604889j 0.040082-0.0752254j 0.0575891+0.0521356j 0.236578+0.0460634j -0.167029-0.0149142j 0.0106532+0.14906j 0.0265427-0.11511j -0.0541575+0.0324924j -0.00212631+0.14978j 0.0870618-0.155862j 0.0324222-0.0922449j 0.145667-0.0913003j -0.0895625+0.0237257j 0.00270277+0.0576623j 0.0501369-0.0937203j -0.143799-0.0356781j -0.0120922-0.0195701j 0.0455739+0.137705j 0.0331201+0.00224135j -0.0170587-0.0243054j -0.0272737-0.041527j -0.020996-0.0411325j -0.0567948+0.0934469j 0.0742753+0.00014123j 0.0331135-0.0265727j 0.018165-0.00606979j -0.0184181+0.00728373j -0.0295422-0.0414767j -0.00223504+0.0038752j 0.0130388-0.0641534j -0.00557618-0.0459971j 0.00854217+0.0116313j 0.017017+0.0407321j 0.0164889+0.071317j -0.0340322+0.0622546j -0.00715911+0.0217986j -0.0111637+0.0484608j -0.0279117-0.0252109j -0.0217628-0.010042j 0.0334032-0.0139728j -0.0234128-0.0196821j 0.0517261+0.00838758j 2.90694e-05-0.0149525j 0.0366163-0.0233905j -0.0351868-0.0114835j -0.0404052-0.074013j -0.00569811-0.0206514j 
-0.0553324-0.0618418j -0.0422051+0.0454078j 0.0567584+0.0272648j 0.0614343+0.0716385j 0.0320185-0.0292353j 0.00517088+0.0482884j -0.076166+0.0438334j 0.0464382-0.0920499j -0.0188025-0.0895029j 0.0498921-0.0410177j 0.0362035-0.0803259j -0.11747-0.0222328j 0.0987985+0.0349317j -0.0470627-0.00143631j 0.0267605-0.0282224j -0.0307522+0.0751558j -0.00662824+0.050805j -0.0521204+0.00784893j -0.0768666-0.0847019j 0.0181385-0.0580637j 0.0309639+0.0671053j 0.0404711+0.0375228j 0.022849-0.0851215j 0.0267647+0.0145462j 0.00377889+0.0467563j -0.0386045-0.0335721j -0.0136358-0.0338243j 0.0251688-0.0129547j -0.00339968+0.00132816j -0.0429389+0.0302555j -0.00999093-0.0448779j -0.00874085+0.022057j -0.031271+0.0208462j 0.0284368+0.0120956j 0.0276371+0.0355507j 0.0238917+0.0360285j -0.0059672-0.0540298j 0.00864469+0.00029354j -0.0389624+0.0305375j 0.0591518-0.0336422j 0.0205591-0.00830487j 0.00859855-0.0160981j 0.00112022+0.00531466j 0.000785833+0.00768214j -0.0581352+0.00467829j 0.0665309+0.0178561j 0.0506243+4.3405e-05j -0.050256-0.00122557j 0.0316191+0.0143548j 0.0208105-0.0246738j -0.00608013-0.0190175j 0.0328191+0.000863827j 
-0.0638898-0.0688591j -0.0890242+0.0965333j 0.123237+0.000836867j 0.0120794+0.0423958j 0.0162619-0.110444j -0.0206346-0.0190126j 0.0248334+0.059458j 0.0961451-0.0756441j 0.0196588+0.0270482j -0.0893995+0.035505j 0.0245635-0.0362675j 0.0224956-0.0019285j 0.0126702-0.0796682j 0.038825-0.0090925j 0.0117987-0.0536369j 0.0569729-0.0676619j -0.107036+0.0307756j 0.0126794+0.0169129j 0.054384-0.0229951j -0.00211471-0.00696216j -0.0313094+0.10501j 0.0124056+0.0536663j -0.0336704+0.0599955j 0.00417897-0.00970812j 0.00351848-0.0154637j 0.0240098-0.0148263j -0.017253+0.0105274j 0.0488654+0.0395707j 0.0182738-0.00603194j 0.041298+0.0667031j 0.0171512-0.0258014j 0.00703654+0.0520545j -0.055247-0.0276323j 0.0409005+0.0100558j -0.0477275+0.0616998j -0.0088139-0.0263151j -0.0132269-0.0188579j -0.0242303+0.025767j -0.00391437-0.0163607j 0.0687101-0.0170148j 0.0619067+0.0229634j -0.013357-0.0373626j 0.0117369-0.0408749j -0.00333897-0.0174274j -0.0502686-0.0252453j 0.0309864+0.0190542j 0.0738043+0.00642311j -0.0343136-0.0388668j 0.0147481+0.0448703j -0.00193185-0.0310541j -0.0129804-0.073087j 0.0396062-0.000888748j 
-0.0190253+0.137321j 0.187953-0.117433j -0.0583323+0.0339847j -0.088366+0.017892j 0.0543212+0.129788j 0.0351679-0.0174113j -0.0647451-0.0547808j -0.126421+0.0364525j -0.0400074+0.0864432j 0.0234019+0.0610659j -0.113493+0.0892784j -0.0116782+0.0456019j 0.024289+0.0586976j -0.0782366+0.0108918j 0.0449853+0.030603j -0.0352239+0.039853j 0.0623012+0.0391868j -0.018738+0.0564353j -0.0296167+0.0254848j -0.00274961-0.0467549j 0.0266809+0.0193097j -0.0750992+0.0153692j 0.0394613+0.0377057j 0.0595838-0.00366j -0.0626393+0.0366186j -0.0156515-0.0331629j -0.0376025-0.0425178j 0.0160531+0.0310648j -0.026204-0.00751765j 0.0300086+0.000543741j 0.0105441+0.0875364j -0.0329858-0.0428178j -0.00971679-0.0267625j 0.0152797-0.0231217j 0.0239818-0.00229292j 0.0200425-0.0428394j -0.0394404+0.0301615j 0.0131074-0.0304685j 0.0334371+0.00142034j -0.0538931+0.0396978j -0.0536336+0.038037j 0.00540878+0.0289393j -0.0493054+0.018582j 0.0205761-0.00174947j 0.0212806-0.0167173j -0.0215232+0.0274537j -0.0530701-0.0383083j 0.0107512+0.00733633j -0.0166642+0.00262171j 0.0155293+0.0313439j 0.0512403+0.0295636j -0.0275176-0.0452476j 
