-0.0866495+0.0685527j -0.0349147+0.00509669j -0.0236761-0.00129781j -0.0948631-0.0399005j 0.0214792-0.0151827j 0.0438226-0.00194287j -0.0102121+0.00746445j 0.000660259+0.0445389j -0.0226836-0.0129688j -0.0454066-0.00723239j 0.0153237+0.0234205j 0.0326953+0.00284801j -0.0198406+0.00446004j -0.00790523-0.0140522j 0.0216998+0.0010516j 0.0159031-0.00784428j 0.0255336+0.0135745j 0.0159906+0.00887205j 0.0221462-0.0156114j -0.00858043-0.0127096j 0.00196848-0.01471j 0.0213548+0.0467624j -0.0204258-0.00207944j -0.017632-0.00443152j 0.0190418+0.00102946j 0.0264796-0.000563678j -0.0214029+0.0174996j -0.017695-0.0010643j 0.0089173+0.0141667j -0.00151114+0.00050844j 0.00770021-0.016538j 0.00187896-0.0166549j 0.037323+0.00666251j 0.0161942+0.0412671j 0.00307133-0.00783061j 0.0237048+0.0141182j -0.00350466-0.00815404j -0.0126778-0.00142165j 0.02424-0.00465078j 0.000688185-0.0220629j 0.0127268-0.00962727j 0.04138+4.71048e-05j -0.00157811-0.000992402j -0.0213396+0.0110937j -0.00461788-0.0045033j 0.0243922+0.0103583j 0.000693243+0.0102374j -0.000689203-0.0152138j 0.0124165+0.00411314j 0.000359346+0.0133924j -0.00653261-0.0142917j 0.0271737-0.0049492j 0.00116087+0.0184889j 0.0105718+0.0130411j 0.00173332+0.00387515j 0.00675743+0.00304611j 0.00610405+0.00740887j -0.0028422+0.000602423j 0.0125929-0.0358489j 0.0211668-0.00961616j 0.0109503+0.0178108j 0.00304853+0.0016984j 0.0165971+0.0222033j 0.0195064-0.0111846j -0.00938296-0.0310078j 0.0204293+0.0245355j 0.00315026-0.0106416j 0.0150071+0.0171613j -0.0150178+0.000705612j -0.0211943-0.00795058j -0.0156583+0.0178071j -0.0107776+0.0061424j 0.0107214-0.0194133j 0.00319464-0.00876687j 0.0118666-0.0578238j -0.00816329+0.0473453j 0.01624-0.00763984j 0.0720512+0.0127605j 0.060579+0.00625752j -0.0615087-0.033565j 0.0693857-0.0339097j -0.00178621+0.0248852j 0.03638+0.0827667j 0.0082347-0.0559771j 0.0128771+0.000725698j -0.0186032+0.05133j -0.097457+0.00570334j 0.0187391-0.134007j -0.0418199+0.0120725j 0.00102615-0.0217609j 0.00953263+0.00898606j -0.0247959-0.0327293j -0.0832745+0.146579j -0.00280937-0.0525235j 0.129986-0.116847j 
-0.0401394+0.0450634j -0.0121495-0.00741845j 0.054165+0.00627487j -0.0558554+0.0121977j -0.034185+0.0525966j -0.0067041+0.0021112j -0.0139576+0.0310064j -0.0377232+0.00101325j -0.0620594+0.0439161j -0.014255+0.01967j -0.0319754-0.0309438j -0.0231296-0.00216963j -0.00581642+0.00305947j 0.0196562-0.00324028j 0.0335956+0.0121017j 0.0140289+0.0150273j 0.012333+0.0113278j 0.0236467+0.0389348j -0.0166026+0.0041523j 0.00992625+0.0268786j -0.0130058+0.00427383j 0.013806+0.0143687j 0.0128897-0.0325819j -0.0251894+0.026636j 0.0129787-0.0343057j -0.00127965+0.0151577j -0.0213999+0.00363221j -0.0546783+0.0202065j 0.000629353+0.0380696j -0.000233066+0.0162467j -0.0570542+0.00160708j 0.0144302+0.00705594j -0.00476865+0.0165455j -0.0359152+0.0185747j -0.0251728-0.0203259j -0.0999245+0.0550133j -0.00893554+0.00218168j -0.0853665-0.00666854j 0.075929+0.0306781j 0.0203229+0.00740165j -0.00985775-0.0113649j -0.000169897+0.0484869j 0.0842149-0.0157285j -0.0435812+0.0124261j -0.0112035+0.0713551j -0.0166308+0.00587841j -0.00212967-0.0246533j 0.00617982-0.0034794j -0.0902594+0.133261j 0.0546345-0.0039863j 0.0373053-0.0117756j 0.00137309-0.0554957j -0.045711+0.0176915j -0.177802-0.066185j -0.0412059+0.0156017j 0.239882+0.0522508j -0.108518+0.0468788j -0.0240522+0.0850941j -0.114513+0.0624527j -0.0399864-0.00407854j -0.0211028-0.0322135j 0.0740532-0.0954042j 0.14166+0.0215758j 0.066271+0.064306j 0.032767+0.0538329j 0.00458324+0.0453756j -0.0119672-0.147833j 0.171436-0.107045j 0.0310147-0.0856753j -0.109737+0.0178932j -0.0312797+0.100597j 0.069703+0.0396902j 0.0838696-0.053925j -0.0131783-0.0604759j -0.0967356+0.0102885j -0.0410026-0.058452j -0.0650682+0.056196j -0.00518641-0.0171783j 0.0539763+0.0369543j 0.0606503+0.0774539j -0.00632949+0.0187857j -0.0769152-0.0948949j 0.0116291+0.0328549j 0.00635341-0.000923996j -0.0314146+0.034195j 0.0230727+0.0239845j 0.0107063-0.0238329j -0.0294131-0.0657352j 0.0241507+0.00568187j 0.0658697-0.0407551j 0.0307227+0.0905619j 0.0343502+0.0111146j -0.0308371-0.0320354j 0.043905-0.0757873j -0.0417396-0.0567367j 
-0.0697958+0.058836j 0.00105851-0.028591j -0.0136064+0.0221661j -0.0210538-0.0430951j 0.00537161+0.00160918j 0.0141501+0.0176887j 0.00188014+0.0636019j 0.0198989-0.0151458j -0.0111335-0.00580963j 0.028933+0.00582689j -0.0012649-0.0082998j -0.00356218-0.0158998j -0.0267454-0.000618338j 0.0030861-0.000554301j -0.0107848+0.00282893j 0.0220326+0.00884717j 0.00024936-0.00122458j 0.00409871+0.0502747j -0.00611376+0.00540997j 0.0286903+0.0194131j -0.013882+0.0160213j 0.000607029-0.0163325j -0.0167928-0.0177773j 0.0410387+0.0198649j 0.0311501-0.0073347j 0.0202093+0.00927589j 0.0213518-0.00232067j -0.000322391+0.0105805j -0.00805404+0.0337649j 0.0106773+0.00987883j -0.0246547-0.0192665j -0.00650964-0.0166109j -2.19539e-05+0.00493927j -0.0368764+0.00349647j 0.0238548-0.0124889j 0.00503613+0.0425633j -0.02203+0.016964j 0.0129318+0.0386821j -0.0150547-0.000934453j -0.0058498+0.0235541j 0.00874678-0.0415046j -0.00705173+0.0186595j -0.0171766+0.00431803j 0.00351529+0.0335479j -0.00109222-0.0259833j -0.0444552+0.0163802j 0.0286568+0.0950388j -0.0300778+0.0186264j 0.0156875+0.0109198j 0.0193452+0.0059812j 0.0162375+0.0606946j -0.0654097-0.00570644j 0.0228264-0.0184008j 0.0729331-0.008275j -0.00232611-0.0363044j -0.0601618+0.0149465j 0.0262743-0.056771j 0.0180857-0.0237346j -0.00976951-0.0194415j 0.0130732+0.0173894j -0.00721107+0.0459921j 0.0209572+0.0230734j 0.0812006+0.0254019j -0.00673782-0.0808004j -0.0595874-0.0223403j 0.0102575-0.01767j 0.0394964-0.0686513j 0.0197909+0.0101319j 0.0677269+0.0874869j -0.00497053+0.0876138j -0.0202087+0.0244572j -0.0444366+0.0170811j -0.0625565-0.0215329j -0.0612939-0.0217791j 0.0749613-0.0154801j 0.014259+0.0129533j -0.0795752-0.0185681j 0.109884-0.0338643j 0.00917164+0.00602564j 0.00535264-0.00233423j 0.0606902+0.0719263j -0.057674+0.0523335j 0.0513658-0.0331352j 0.0346513-0.0462695j 0.0493994+0.00223935j 0.0273745+0.0183802j -0.0364523+0.00266059j -0.0581898-0.0390927j -0.030599+0.0118294j -0.0258518+0.038252j -0.0589098-0.0198386j -0.0144691-0.0355673j -0.00821387-0.0404237j 0.0129965-0.032999j -0.0225743-0.0757152j 
0.0286508-0.00941866j -0.0181703+0.0600733j -0.0315396-0.00116095j 0.0315716-0.00592453j -0.000235767+0.00109306j -0.0242042+0.0301566j -0.000807933-0.0197281j 0.0215439+0.0172446j -0.015044-0.0231209j 0.0135322-0.0142758j -0.014294-0.00534433j -8.08781e-05+0.00139555j 0.00451201-0.0113871j -0.00459449+0.0051713j 0.00210854+0.000395743j 0.00126365+0.0207864j 0.000533222+0.0184256j 0.0117288+0.00443155j -0.0475906+0.000379363j 0.026895-0.0145844j -0.0116877-0.0087777j 0.00511459+0.0118173j -0.0362374+0.0346816j 0.0142404+0.00384865j -0.0210689+0.0133868j -0.00318958+0.0203759j 0.0122278+0.0315087j 0.0105134-0.00685425j 0.0210207-0.0117762j -0.00994506+0.00598188j 0.0217017-0.00737782j -0.0150118+0.0148514j 0.0141678-0.0125472j 0.0122281+0.00633672j -0.00165644-0.00860063j 0.00880273+0.00189957j 0.0324923+0.0118709j 0.0397604-0.0168149j -0.0101365-0.00454554j 0.00261042-0.0041237j 0.0473031-0.00609327j -0.0149532+0.00258763j 0.00309004+0.0119618j 0.0695333-0.00769635j 0.0266507+0.028011j 0.0177682+0.0109415j -0.00261157-0.0254581j -0.0288037-0.010365j 0.00105917+0.00342109j -0.0711125-0.0630963j -0.0120987-0.0040235j 0.0146643-0.0430245j 0.0223048+0.0373235j -0.0505513-0.0229009j -0.00346063-0.00637763j 0.0242081-0.0508076j 0.0578274+0.0169949j -0.0331528-0.00479461j 0.0827324-0.00733376j -0.0264145-0.026706j -0.00592443-0.0306502j -0.0255381-0.00857982j -0.0690525+0.041079j -0.0562567+0.0270786j 0.0547782+0.073987j 0.01316+0.0321151j -0.0725016-0.0369036j 0.0306951+0.0497059j -0.0209463+0.0107218j -0.0344814-0.00210961j -0.00643794+0.0629618j 0.0259988+0.0159603j -0.0126615+0.053318j 0.0961848-0.0601409j 0.0398299+0.0571474j 0.0540843-0.0492541j -0.0105812-0.0418736j 0.0147826+0.00168383j 0.0335376+0.0116533j -0.0062459-0.0288974j 0.0126518-0.00356774j -0.003245-0.0384155j -0.00633227-0.01677j 0.0569519+0.0105495j -0.0165927-0.025563j -0.0626991-0.0488559j -0.00170676+0.0370183j 0.0201729-0.0231159j -0.0267499+0.00608721j -0.0490366-0.0366573j -0.00274719-0.0376736j 0.0165112+0.0153261j 0.0186952+0.0114713j -0.0325587+0.00787147j 0.0276444+0.0494693j 
-0.0386035+0.0326557j -0.0132166+0.00455309j -0.0580323+0.0274393j 0.0725984-0.0691908j 0.0588394-0.0508246j 0.0214593+0.0324431j 0.0207349+0.042564j 0.0645505-0.000564332j -0.0220611-0.0138347j 0.0117434-0.0100272j 0.00219627+0.0363678j 0.0252119-0.0235612j -0.000390976-0.000643162j -0.0066245+0.00352405j 0.0195787+0.0295419j -0.025727+0.0105707j -0.0221073+0.000456951j 0.0293745+0.000620842j -0.0235561-0.0138408j -0.0330274-0.0284501j 0.00992733-0.00737316j -0.0194648-0.0141557j 0.0447173+0.0412142j 0.0537309-0.0581541j -0.00680286+0.0101481j 0.0395018-0.00675718j 0.068399+0.0226j -0.000284899-0.0236894j 0.00687302-0.0224769j -0.0483874+0.000141402j 0.0453416-0.0464521j -0.00756393+0.017566j 0.008548+0.0286976j 0.0394632+0.0165853j -0.0454914+0.0568441j -0.0417268-0.0333384j 0.0196831+0.0250277j -0.0501498+0.00129766j 0.0129564-0.00433429j -0.0323665+0.00549784j -0.0117495+0.00212505j -0.00841482-0.0211248j -0.00344728+0.0525038j -0.00928519-0.0115718j 0.0219894+0.0494739j -0.0606542+0.00622547j 0.0497983-0.0488409j -0.0846902-0.0175723j -0.0595297+0.00221646j 0.0492545+0.012484j 0.00107992+0.0312118j 0.0398229-0.00882357j 0.0423626+0.0179709j -0.142931+0.119529j 0.0102197+0.0822584j -0.0162193+0.0232788j 0.0455598+0.0704429j -0.0796318+0.0153034j 0.0073206-0.00472346j 0.00554763-0.0342973j -0.101559-0.0493323j 0.0298916-0.0918598j 0.0115663+0.0437907j 0.0774674+0.0802145j 0.106646-0.0950708j 0.00269884+0.0171593j -0.12197-0.0627601j 0.024006+0.0187293j -0.0839143-0.00536512j 0.0416293+0.010924j 0.0110961+0.0635477j 0.0328959-0.086835j 0.0123781+0.0252328j 0.0217568-0.0263j -0.0051637+0.129728j -0.0531632-0.0691964j 0.0571968+0.00285867j 0.0691598-0.0376459j 0.0079427+0.0720501j -0.0262826-0.0150815j -0.0256387-0.00432826j 0.00982174+0.0372312j 0.0441907-0.0470571j 0.0419648-0.0760731j 0.0208963+0.013099j -0.0261032-0.0339338j -0.018579+0.0306622j 0.0189504-0.00560731j -0.0497615-0.0293013j -0.0280224-0.020597j -0.0178404-0.0823427j 0.0682335-0.00279905j -0.0151366+0.00896183j -0.0160702+0.0224444j 0.00482992-0.0131181j 
0.0249526+0.0225804j -0.0676292+0.0270349j 0.00331299-0.00183694j 0.012016+0.0565287j -0.00786887-0.0108416j -0.0181289-0.034854j 0.0807776-0.0310294j 0.0128082+0.00312431j -0.0229449+0.0500365j 0.0411773+1.83679e-05j -0.0178702-0.0515384j -0.00256423-0.0146616j -0.0147705+0.0212942j -0.0596134+0.00160821j 0.00764799-0.00710335j 0.0103089-0.0187935j 0.0134293-0.00776474j 0.0496934+0.000990494j -0.00602022+0.0332191j 0.0253982+0.0503185j 0.0055255+0.0142301j -0.0260105+0.0560962j 0.0120122-0.0132513j -0.0547933+0.0278123j -0.0312346-0.0168502j 0.0525716-0.0297285j 0.0180514-0.0314235j 0.00913635+0.0496672j -0.0234301+0.00835802j 0.0155824-0.0256705j 0.0244247+0.0397863j -0.0186396+0.00322152j 0.088937-0.0140565j -0.00724162+0.0211094j -0.0530148-0.078978j -0.0257216-0.0116877j -0.0122135-0.0229589j -0.0359775+0.0135013j -0.0120902-0.0178536j -0.0170438+0.00832128j -0.0273431+0.0699475j -0.0130308-0.0230246j -0.0338449-0.0150638j -0.0188515+0.0112829j -0.00705026+0.0699486j -0.0169597+0.0141974j 0.0407205-0.020088j 0.0366038-0.0239j 0.0195286+0.0267022j 0.0457422-0.0400908j 0.00851419-0.035158j 0.0639617+0.00817664j 0.0809783+0.13738j -0.0282902-0.095821j 0.0276645-0.0225718j 0.0384256+0.00724121j -0.0713711+0.0437133j -0.0256019+0.0634823j 0.0599963+0.0105858j 0.0046997-0.0507125j 0.00231775+0.0292359j 0.0165879+0.0547692j 0.032005-0.0918337j -0.00949363-0.0100568j 0.176611+0.0684616j -0.0138842+0.00909821j 0.0010863-0.0163376j -0.0245184+0.0769468j 0.00905879-0.00697654j 0.00836433+0.0476942j -0.024156-0.0150791j -0.0640064-0.0205838j 0.0483297+0.00249885j 0.089844+0.0110756j -0.0257025-0.0359578j -0.00658999-0.0290412j 0.0628284+0.033129j -0.0473586+0.0541444j -0.0252806+0.0328303j 0.0692533-0.0146872j -0.0163272+0.0392936j 0.038066+0.0240714j 0.00859742+0.0831718j 0.0445862+0.0227824j 0.00785059+0.0114653j -0.0358271-0.00537672j 0.0184743-0.0155167j 0.0688017+0.0366285j 0.0383817+0.0326878j 0.0164641+0.0432648j -0.0333322+0.0690805j -0.0287418-0.00197756j 0.00423275-0.0117028j -0.0117726-0.0284887j -0.00982639+0.0405618j 
-0.000293211+0.00236254j -0.00289119-0.0117879j 0.0396108-0.00224299j 0.00153575-0.00284533j -0.0585962+0.0207904j 0.0255286-0.0449752j 0.000511188-0.0214769j 0.0131278-0.0241108j -0.0153306-0.0181631j 0.0272447+0.0340134j 0.00973509-0.00951922j -0.0263484-0.0437954j 0.00584742-0.0111265j 0.00977395-0.00807327j 0.0239708-0.0299065j 0.00641158+0.000554392j 0.00843655+0.00139453j -0.00724243+0.00102687j 0.00477118-0.00740943j -0.0249488+0.0106312j 0.0271455-0.0242898j -0.00781719-0.00563718j 0.060213-0.0454361j 0.0189583-0.0233081j -0.01116-0.00244832j 0.00198459-0.0188199j 0.0207639+0.00548895j 0.0186198+0.0341192j -0.00748871-0.024889j -0.0166293+0.0142578j -0.0412926-0.00202806j 0.000126446+0.019306j 0.0271548+0.0238486j -0.0218183-0.0130343j -0.091266-0.0122285j -0.11263+0.0139695j -0.0784874-0.00736041j -0.0840905+0.0572076j 0.0355405-0.020075j -0.02596+0.0104014j -0.0127519+0.0439288j 0.0103457-0.0578182j 0.0287815-0.00527872j -0.0214501-0.0196107j 0.0401109-0.0410451j -0.0261056-0.00237587j -0.0840316+0.0748178j -0.0189915+0.0704879j 0.027907+0.0510661j -0.0132487+0.00520211j 0.00678459-0.00728265j -0.064317-0.019305j -0.0704159+0.0603545j -0.0493368+0.0395964j 0.0923432+0.0332071j -0.00604111-0.0180861j 0.030715-0.0832226j 0.028228+0.0526379j -0.0522187+0.157342j 0.00071583-0.0174132j -0.135846-0.0628379j -0.0229643+0.0790323j 0.154235+0.0339767j 0.160682+0.00632548j 0.0674494-0.119461j 0.00218895+0.0364995j 0.00615485-0.0108504j 0.0155866-0.034138j 0.0386265-0.0076476j 0.0288682+0.0262763j -0.063314+0.025763j -0.0252979-0.00380181j 0.0776049-0.0397124j -0.00295223+0.000138242j -0.132648+0.0434539j -0.108427+0.0474701j -0.0256886+0.0594135j 0.00183611-0.0513644j 0.00628-0.069518j -0.0124393-0.0680715j -0.0448464-0.0290575j -0.0141388+0.0424506j -0.0582604+0.0324089j 0.014973+0.0510245j -0.00833731-0.0397767j -0.091232+0.0794472j 0.0177694-0.0525333j -0.0199854-0.0119824j 0.000907785+0.0485422j 0.0585536+0.0273336j -0.0128261+0.0419009j -0.0424216-0.0705766j 0.0388304-0.0493853j 0.00305744-0.0189762j -0.024781+0.0190335j 
-0.0101211-0.00709422j -0.00201117-0.0252772j 0.0334474+0.0021867j 0.0830102+0.000238522j -0.0401514-0.0658031j 0.0054691-0.0413933j -0.0270892+0.0132481j -0.0577696+0.00709501j -0.0110272-0.00530211j 0.0107998+0.00254744j -0.00729702-0.00614946j -0.0180205-0.0163811j -0.0274992+0.00646113j 0.010199-0.0128159j -0.0462763-0.0184151j 0.0147129+0.00209151j -0.0234864+0.0128332j -0.0519197-0.00671983j 0.0305013+0.00462696j 0.0187106+0.0149026j 0.0112729-0.0148687j -0.0618326-1.77431e-05j 0.000216651-0.0108831j 0.066079-0.049539j 0.0922523+0.0197468j -0.0836771+0.02612j 0.0216349+0.0153954j 0.0111345+0.0155109j -0.0283672+0.0180177j 0.0182097-0.00706614j -0.0333341-0.0122914j -0.019227-0.0180424j -0.0562982-0.0129403j -0.0315627-0.0244751j -0.0623771-0.0262563j 0.00737739-0.0261208j -0.0460589-0.0259311j 0.0729561+0.017518j -0.0176536-0.0484094j 0.0077227+0.0117931j -0.064267+0.0198162j 0.00966568-0.0296715j -0.0830886-0.00341719j -0.0248172+0.0142496j -0.0877432+0.0368727j -0.00403054+0.0103746j -0.091597+0.0312906j 0.0719093-0.0654113j -0.0840816+0.000634656j -0.0519811-0.0688985j 0.00507801+0.0498649j -0.0765408+0.0422172j -0.133958+0.0152115j -0.0544505-0.0174467j -0.151313+0.0128597j -0.0301762-0.104769j -0.000926066-0.00620722j 0.049924-0.0691928j -0.131125-0.141345j 0.119345+0.0955641j -0.0019897-0.0117098j 0.0521192-0.00146834j -0.0719787+0.0470899j -0.0229873-0.0136617j -0.0686913+0.0211867j -0.00115501+0.0519511j 0.0680929+0.0328995j -0.0266742-0.0549785j -0.00595174-0.0282352j -0.0656213+0.0622331j 0.0729322+0.00332555j 0.146721+0.10533j 0.00266042+0.00969077j 0.0121577+0.0236922j -0.076389+0.0291243j 0.0588769-0.0268988j 0.0637671-0.0199029j 0.0107369-0.0724572j 0.0155411-0.105155j 0.0080342+0.0390017j -0.0394749-0.042093j 0.0338284+0.0014944j 0.0176102-0.00684713j 0.0750758-0.0134587j 0.0379666-0.0356657j -0.0513621-0.0592825j 0.0145642-0.0401734j -0.0242984+0.0875149j 0.0141214-0.0287164j -0.0463735+0.0456056j -0.0247574-0.0799981j -0.0755942-0.0182926j 0.0509398-0.0515661j -0.0415178+0.013109j -0.0247581+0.0370854j 
0.0371159+0.0358616j -0.0888225+0.0868629j 0.0140497-0.0189465j 0.0508289+0.0299973j 0.0264915+0.0372197j -0.0442086+0.0264963j 0.0479192-0.0688103j 0.0794268-0.0165701j 0.0155138+0.0293427j 0.0776577+0.00719813j 0.00938032-0.018762j 0.0239675-0.0209455j 0.00650143-0.00288289j 0.00865126-0.0118911j 0.00698042+0.000432205j -0.00850514-0.0167156j -0.00944327-0.00100776j 0.0406065-0.00434602j -0.0411328+0.0169402j 0.0293351-0.000617147j -0.0165034+0.016395j -0.0348431+0.0371135j -0.0486483+0.0278068j 0.0180084+0.0858991j -0.00256351-0.0103594j -0.0526799-0.00440155j 0.000941142+0.00989793j -0.068674+0.0557496j -0.028764+0.00681762j 0.0018129-0.00618112j -0.00726646+0.0524244j -0.0442732-0.051644j 0.0552867-0.00976315j -0.0112606+0.0184607j 0.086197-0.0443811j -0.0441472+0.0189692j 0.00914072-0.0137946j 0.0310847-0.00114711j -0.0331754-0.00828246j 0.0310109-0.0110088j -0.0494303+0.0359575j -0.0162763-0.00658667j -0.0433259+0.00777912j 0.00864968+0.0238451j -0.0222851+0.0524103j 0.0266092-0.0122109j -0.0833254+0.0395764j 0.0509844+0.0736514j -0.00296143+0.00831456j -0.0675944-0.0204072j 0.0788295+0.0520672j -0.0883072-0.0437504j -0.0473631+0.165484j 0.0761029-0.0251654j -0.081069-0.0895077j 0.0638498-0.0113943j -0.0460262-0.153204j -0.105712+0.0938089j 0.0781935+0.0911393j 0.00375093-0.0601841j -0.0718152+0.0159733j 0.0230257-0.00278624j 0.0288848+0.00279526j 0.172168-0.0206683j 0.0161094-0.0215009j 0.0679712-0.0642507j 0.0656052-0.0279831j -0.10975+0.00697694j 0.0179184+0.151003j -0.0377477+0.0402671j -0.0542149+0.0532147j -0.0465501+0.0342008j -0.0228812+0.0166463j 0.0457451-0.0144718j 0.00681983-0.0227278j 0.0310465-0.0173324j -0.0353737-0.0269558j 0.0274686-0.0262909j -0.0294988-0.00779813j -0.027341+0.0388967j -0.0719729+0.0628634j -0.014557-0.0550849j -0.0154001+0.00381023j 0.0483256+0.0168283j -0.0302524-0.00878404j -0.0257001+0.00773484j 0.0153879+0.00248387j 0.00739076+0.0383971j 0.0124469+0.0389281j 0.0280824-0.026441j 0.0199618+0.108759j 0.0135132+0.00803834j -0.00922808-0.0237729j -0.044982-0.0675771j -0.0088207+0.0822936j 
0.029695-0.0669558j 0.0141913+0.00118231j 0.0323148-0.00130818j -0.0401812+0.000667966j 0.0296768+0.0072385j 0.0490353+0.0183061j 0.0435861-0.0073562j 0.0196555-0.0187054j 0.0176812+0.00273467j 0.00166277+0.0148175j 0.0450519+0.0111103j 0.0342384-0.014664j -0.00456223+0.010654j 0.0215272+0.0127951j 0.0182312-0.0108419j 0.00262724-0.0117545j -0.0259751-0.0101696j 0.0324667-0.0601245j -0.00439302+0.00755146j -0.0393943+0.0243164j 0.0274882+0.000504333j 0.0042958-0.00432716j 0.0345177+0.0477083j 0.0437036-0.00761848j -0.0190299-0.0236204j -0.0389398-0.0255431j -0.0158856-0.0124171j -0.046281-0.046745j -0.0113015-0.0487863j -0.018213+0.00687375j 0.0755396+0.0390744j 0.0382402-0.0251747j -0.0173667+0.0443453j 0.0232099-0.0421671j 0.073382+0.11212j 0.0265387-0.0559199j 0.0209315+0.00195259j -0.0220197-0.0605875j -0.00206043-0.00181043j 0.0425196-0.0253302j -0.0764362+0.0182458j -0.0398849-0.00434615j 0.0218515+0.0180573j -0.0498994-0.0606428j -0.0510446-0.0129376j 0.0290207-0.0587445j 0.018971-0.0984684j 0.0593129+0.0952238j -0.00417863-0.0218069j -0.0347587+0.12829j 0.0211525+0.00273644j 0.0139555+0.015834j 0.000479363+0.0107359j 0.0259866+0.14767j 0.00509465+0.053071j -0.00677795-0.0410892j 0.0144929-0.0416134j -0.0393197+0.00935567j -0.0201567+0.0481132j -0.0660282-0.0524518j -0.0598091+0.0116394j 0.0497809-0.101127j 0.0544054-0.0422939j 0.136913+0.0302311j 0.050713-0.0461378j 0.0366557-0.0866036j 0.0266267-0.005882j -0.0317821-0.116925j -0.0465949+0.0488997j 0.0531809-0.0123195j 0.0396873-0.0258425j 0.0282187-0.0343777j -0.0347969-0.0099602j -0.105251+0.0486643j -0.0493998-0.00757408j -0.031088+0.0112312j 0.0144068+0.00917278j -0.0308776+0.0495642j -0.0139632+0.0384651j -0.0185452-0.00938788j -0.033005+0.00393432j 0.0181458-0.0676747j 0.00402285-0.0631522j -0.0862473-0.0323016j 0.0745595+0.0814443j 0.119301-0.0126319j -0.00178079+0.0297697j 0.0455071+0.0335841j 0.00357119-0.0270616j -0.0218077+0.00976795j 0.0135399-0.0278418j 0.0660495+0.0380474j -0.0830722+0.109862j 0.0687898+0.0611756j 0.0764607+0.00644062j 
-0.0247923+0.0662723j -0.020457-0.0481005j -0.0708547+0.0324728j -0.0465898+0.0646684j 0.0215296+0.0351374j -0.0324479+0.0280334j -0.00729078-0.0587591j 0.031079-0.00627319j 0.00383272-0.0202237j 0.000988927-0.00513882j -0.0464589+0.0373352j -0.00200886+0.0183139j 0.0151601-0.035806j -0.010171+0.00373348j 0.00599069-0.0131152j -0.00377507+0.00193408j 0.0108193-0.00154146j 0.00858365-0.0398985j -0.00489896+0.0176682j 0.00454259+0.00921011j 0.000444975-0.00744355j -0.0081171+0.0117852j -0.0643918+0.0133217j -0.00341864+0.0413055j 0.0523775-0.0422152j -0.0454052+0.0144243j -0.00959149+0.0497852j -0.0264126-0.0370056j -0.0260757+0.039981j 0.0119557+0.0711042j 0.000935807-0.0119648j 0.0403261-0.030463j 0.00395653+0.0201647j -0.0104877+0.0120463j 0.0163162+0.0170841j -0.0069113+0.0274434j 0.0650409-0.0188166j -0.0386755-0.0329624j -0.0432074+0.0199974j -0.00416595-0.0472713j 0.018915+0.0128684j 0.0173314+0.0253268j -0.0163002-0.0103266j 0.0342772-0.000160779j 0.00550807-0.0394643j 0.0685665-0.0267496j -0.0947976+0.00254007j 0.0187784-0.0883568j 0.0440289+0.0604881j -0.0244385+0.118619j -0.0632818-0.106571j 0.0156995-0.0817066j 0.0967671-0.0658948j 0.0298847-0.0450995j 0.0116356-0.026845j -0.0379106-0.0875723j 0.0215812-0.0983565j -0.0440584-0.0636949j 0.0595691+0.00346713j -0.0874806+0.01292j 0.0127921-0.000480188j -0.0574963+0.0557789j 0.0296408+0.0176154j -0.0483959-0.0110602j 0.0333392+0.0348259j 0.00508287-0.0216135j 0.0758324-0.0168718j 0.000903386+0.059725j 0.0259001+0.0300075j -0.0790118+0.0220184j 0.0166623+0.00588416j 0.0683339+0.0159378j 0.00418729-0.0346455j 0.0127359-0.0593416j -0.00569696+0.0113767j -0.0392701-0.0793624j 0.0251674-0.0302033j 0.0229168+0.028477j 0.0409475-0.0256237j -0.0149761-0.0213847j 0.0391029+0.000791621j 0.0125007+0.0311085j -0.00337983-0.0284612j -0.0300482+0.0624224j 0.00728818+0.028976j 0.0186426+0.051785j 0.00274176+0.0225297j 0.0428504+0.00795505j 0.0319187-0.00950692j 0.0183126-0.0263758j 0.0153256+0.0756685j 0.0204792+0.0555158j -0.0151252+0.065044j 0.0400254+0.0372785j 0.0126808-0.0998541j 
