-0.0866495+0.0685527j -0.0349147+0.00509669j -0.0236761-0.00129781j -0.0948631-0.0399005j 0.0214792-0.0151827j 0.0438226-0.00194287j -0.0102121+0.00746445j 0.000660259+0.0445389j -0.0226836-0.0129688j -0.0454066-0.00723239j 0.0153237+0.0234205j 0.0326953+0.00284801j -0.0198406+0.00446004j -0.00790523-0.0140522j 0.0216998+0.0010516j 0.0159031-0.00784428j 0.0255336+0.0135745j 0.0159906+0.00887205j 0.0221462-0.0156114j -0.00858043-0.0127096j 0.00196848-0.01471j 0.0213548+0.0467624j -0.0204258-0.00207944j -0.017632-0.00443152j 0.0190418+0.00102946j 0.0264796-0.000563678j -0.0214029+0.0174996j -0.017695-0.0010643j 0.0089173+0.0141667j -0.00151114+0.00050844j 0.00770021-0.016538j 0.00187896-0.0166549j 0.037323+0.00666251j 0.0161942+0.0412671j 0.00307133-0.00783061j 0.0237048+0.0141182j -0.00350466-0.00815404j -0.0126778-0.00142165j 0.02424-0.00465078j 0.000688185-0.0220629j 0.0127268-0.00962727j 0.04138+4.71048e-05j -0.00157811-0.000992402j -0.0213396+0.0110937j -0.00461788-0.0045033j 0.0243922+0.0103583j 0.000693243+0.0102374j -0.000689203-0.0152138j 0.0124165+0.00411314j 0.000359346+0.0133924j -0.00653261-0.0142917j 0.0271737-0.0049492j 0.00116087+0.0184889j 0.0105718+0.0130411j 0.00173332+0.00387515j 0.00675743+0.00304611j 0.00610405+0.00740887j -0.0028422+0.000602423j 0.0125929-0.0358489j 0.0211668-0.00961616j 0.0109503+0.0178108j 0.00304853+0.0016984j 0.0165971+0.0222033j 0.0195064-0.0111846j -0.00938296-0.0310078j 0.0204293+0.0245355j 0.00315026-0.0106416j 0.0150071+0.0171613j -0.0150178+0.000705612j -0.0211943-0.00795058j -0.0156583+0.0178071j -0.0107776+0.0061424j 0.0107214-0.0194133j 0.00319464-0.00876687j 0.0118666-0.0578238j -0.00816329+0.0473453j 0.01624-0.00763984j 0.0720512+0.0127605j 0.060579+0.00625752j -0.0615087-0.033565j 0.0693857-0.0339097j -0.00178621+0.0248852j 0.03638+0.0827667j 0.0082347-0.0559771j 0.0128771+0.000725698j -0.0186032+0.05133j -0.097457+0.00570334j 0.0187391-0.134007j -0.0418199+0.0120725j 0.00102615-0.0217609j 0.00953263+0.00898606j -0.0247959-0.0327293j -0.0832745+0.146579j -0.00280937-0.0525235j 0.129986-0.116847j 
0.0048148+0.00753515j 0.0199333-0.0369956j -0.0327742-0.0134737j 0.0585204-0.0282231j -0.00750207-0.0156099j -0.0151102-0.00730395j -0.00952676-0.0767718j -0.031573+0.0335039j -0.027429-0.0273164j -0.00468632-0.00776851j 0.00726342+0.025611j -0.0184524+0.00683554j 0.0308607+0.0201249j -0.00902802+0.00622672j -0.00270662-0.00458293j 0.0202034-0.0257876j -0.0079566+0.0365249j -0.0736851-0.0104513j 0.0455197-0.0481328j -0.0277655+0.0178131j -0.0150678-0.114102j 0.056467+0.101857j 0.0298086+0.0248178j -0.00514777-0.0860383j -0.0344646-0.097208j 0.06006-0.0129115j -0.154506+0.057369j -0.132915+0.193926j -0.00960907-0.153713j 0.07218-0.124677j 0.152587+0.0780607j 0.00310118-0.022776j -0.0364092-0.192432j -0.0916384+0.00153012j 0.00358638+0.0770851j 0.00855881-0.0105612j 0.0552593-0.0186256j 0.125574-0.11149j 0.0170612+0.0450785j 0.0737134+0.117056j -0.0572974-0.117529j 0.128941+0.216268j 0.163017-0.157667j -0.0637366-0.0604386j -0.0365394+0.0475202j 0.0533602+0.0451239j -0.0157599+0.0405973j -0.0187906+0.00572864j 0.0417678+0.0394874j 0.0233449+0.0499426j 0.020304+0.132123j -0.0322123+0.0122381j 0.0185411+0.0105115j -0.0179045+0.0200206j 0.0135203-0.0772913j -0.0377841-0.0130984j -0.0265436+0.0482953j -0.0266936-0.00181936j -0.0457706+0.0470492j -0.0559188-0.00503828j -0.0223495-0.0238946j -0.0178563-0.0101329j 0.02369-0.00771334j -0.0153877-0.0156793j 0.0322432+0.00139665j 0.0118472-0.018094j 0.0242162+0.0253629j -0.00560246-0.0318171j -0.0375839+0.0124055j -0.00766765+0.051966j 0.0329025-0.00534428j -0.00152073-0.0196996j 0.033753+0.0401332j -0.0489424-0.0159132j -0.0366552-0.0456646j 0.0120885-0.0557965j 0.0109629-0.0249343j 0.0225831+0.0612897j -0.00302744-0.0541986j 0.0071696+0.0423531j 0.0108422+0.0419899j -0.000691262+0.0311035j -0.0240189+0.0228712j 0.032146-0.0416042j 0.113087+0.0921582j 0.0843865-0.0484376j 0.000888117+0.0166534j 0.00357432-0.00299576j -0.0391073-0.0127903j 0.0320704+0.0676415j 0.0020182+0.0114651j -0.0208653-0.0119813j 0.00336637-0.0157397j -0.030861-0.0154443j -0.0313171-0.0113368j 
-0.019841+0.0521053j -0.0449151-0.0324785j -0.091621+0.0348187j 0.0399819-0.128042j -0.0123743+0.000498597j 0.0163994-0.00774053j 0.0507701-0.0375624j 0.0414948-0.0432888j 0.0504019-0.0196526j 0.0017962+0.00486555j -0.0679261+0.0578996j -0.0576192-0.0128795j 0.0454833-0.0131091j -0.0165547+0.0181911j -0.00118101+0.0462645j -0.0249428-0.00266418j -0.00145031-0.00829017j 0.0230331+0.00714238j -0.0454343+0.0376322j 0.0406685-0.034596j -0.0140026+0.0161953j -0.0696191+0.0852193j -0.0116544-0.0380586j 0.0438378+0.0204582j 0.1288-0.0948793j -0.0483672-0.114529j -0.0745925+0.316199j 0.0247235+0.0259857j 0.178952-0.195199j -0.151276+0.0567236j 0.0265379-0.000867665j 0.0118668+0.0971218j 0.087886-0.0351818j -0.00562862-0.0695477j -0.0155064-0.0663315j 0.0565009+0.00277843j -0.101288+0.260123j -0.150582+0.0295434j 0.0566425-0.112619j -0.0354643-0.0375641j 0.0123211+0.0248499j -0.0629878+0.00334073j -0.02703-0.0737924j -0.0197859-0.0130995j -0.0290735+0.0396927j -0.0648168-0.106555j -0.0456816-0.125945j 0.0521608+0.0468526j 0.0372171+0.0497385j 0.0623526+0.00166834j -0.0308383-0.0561323j 0.142007+0.201626j -0.0797884+0.0136613j -0.0154999+0.0387714j -0.000258959-0.00761162j -0.0630234+0.0638442j -0.0534766+0.0192004j 0.0431445+0.00772368j -0.0326684-0.031526j -0.0176559+0.0325939j 0.0254507+0.0690013j -0.0419564+0.00366982j 0.0266452+0.0346091j -0.0073426+0.0242211j -0.0763401+0.00495263j 0.0563012+0.0406496j -0.0408597+0.00447787j 0.0441388+0.00623824j -0.0149313-0.00284466j -0.0150979-0.00467292j 0.0356392-0.0043877j 0.00786427+0.00878909j -0.0332459-0.0105263j 0.00552317+0.0409981j 0.0186029-0.0170219j 0.0356578+0.0755862j 0.0830824+0.0164711j -0.0311312-0.0106713j 0.0228488-0.0172678j -0.00529844-0.0126215j -0.0343451-0.0504401j 0.0853364-0.0442974j 0.0222956+0.0387341j 0.0251368+0.0114642j -0.00488159-0.073433j -0.0303745+0.000110005j 0.0320401-0.0400638j 0.00246086-0.0304967j 0.00685121+0.0318651j -0.04359-0.0215485j -0.0052801-0.0403203j 0.014497-0.00926695j 0.047965+0.0224931j -0.00746013+0.0041143j 0.0300945+0.0333405j 
0.0165752-0.0318887j -0.0219557+0.0203623j 0.00142494-0.0186801j -0.0601679+0.0482812j -0.0035237+0.0580589j -0.0199114+0.04711j 0.0459487+0.0215721j 0.0254606-0.0172911j -0.0637386-0.0104475j 0.0333246-0.0474924j -0.019853-0.0404543j -0.0289023+0.0241287j -0.0247655-0.0399255j 0.0178793+0.00469974j -0.00580098-0.00902262j 0.0380738+0.00143944j -0.05856+0.010143j -0.000511084+0.0360611j -0.0263368-0.00267245j -0.0083133+0.0563096j -0.00935378+0.0225149j 0.0446704-0.0948117j -0.00371779+0.0282045j 0.0524495-0.0153897j 0.0174369-0.0350623j 0.00677109-0.0448671j 0.0693292-0.063121j 0.0443859-0.0531479j -0.0375572+0.0670799j -0.0314547+0.0246768j 0.0232049+0.0272642j 0.0293705+0.0384036j 0.00234884+0.0580317j -0.0225312+0.0572256j 0.0153474+0.00174382j 0.038213-0.0681692j 0.0154874-0.0189111j -0.00609784+0.0328881j 0.0142526-0.0239267j -0.0927029-0.0110547j 0.00752356+0.0247857j 0.0404924-0.110213j -0.070114+0.0204228j -0.0289544-0.0467939j -0.0163383+0.0181674j -0.128297+0.0481896j 0.0285445-0.0322581j 0.0201153+0.00245117j -0.00842648-0.0108693j -0.0134279-0.0334476j -0.0129037-0.0362477j -0.00384361+0.0109913j -0.0758609+0.00312039j 0.00174439+0.044752j -0.0856884+0.0150691j 0.0122808+0.0243133j -0.0071483+0.0136761j 0.0190484+0.04411j -0.0260341-0.000144584j -0.025156+0.0209468j -0.0444847+0.0411225j 0.0106897-0.00877627j -0.0238003+0.0218683j 0.00907061-0.00660622j -0.0119707-0.012675j -0.0122273-0.00279318j 0.016279+0.0073554j 0.0107575-0.0102414j 0.0327373-0.0285377j 0.0467414-0.0379545j -0.0311827-0.0952671j 0.00254859-0.0409384j 0.0214704+0.00123884j 0.0106745+0.0588174j 0.00287512-0.0425086j -0.0384075+0.0190283j 0.0819282-0.0188201j -0.102053+0.00677042j 0.0440378-0.056185j -0.0143609+0.00388552j -0.143456-0.0124443j 0.00859494-0.066156j -0.00610891-0.00210704j -0.00386159-0.0370108j 0.0130719-0.0364068j 0.0370141-0.0686316j 0.0380866+0.0104404j -0.0401389+0.00828388j 0.0632692+0.057328j -0.0383663-0.0625081j 0.0821225+0.0340511j 0.0419826+0.045j 0.0312248+0.0112529j 0.0137732-0.00721807j 0.00626384+0.0222307j 
-0.0111999-0.00961951j 0.00920695+0.000313245j 0.000395529-0.00249152j 0.0217816-0.0472173j -0.0833132+0.0358724j 0.0320326-0.048563j -0.0106274-0.0243835j -0.0402196-0.00813193j -0.0340685-0.0387343j 0.0545196-0.0151306j -0.0297084-0.0304444j -0.0152604-0.0179634j -0.0266206+0.00910832j 0.00958332+0.00377121j -0.03655-0.00364696j 0.0136766+0.00132566j -0.0216307+0.020796j 0.00525584-0.0146661j -0.0263204+0.0557946j 0.0116883+0.00208607j 0.0112659-0.0325009j -0.0466367+0.019802j 0.037127-0.0638295j 0.0620655-0.0385722j 0.027072-0.00407554j -0.0120345+0.0196507j -0.007059+0.0450573j -0.0207154+0.0286514j -0.0831888-0.0313252j 0.0241328-0.0236025j -0.151172-0.0704697j -0.150438-0.0689808j 0.0927285-0.0869223j -0.000121715-0.00844575j 0.00636981-0.0691385j 0.0609076-0.0564615j 0.0147535+0.148409j -0.0271099+0.00849769j -0.0537142+0.0236958j 0.0110194-0.0652298j 0.0938369-0.0142432j -0.0377862+0.00749937j 0.00239969+0.0314744j 0.120656+0.045074j -0.0461857+0.0380268j 0.103738-0.0240896j 0.0607433-0.0417752j 0.0490305+0.0395868j -0.0101063+0.0547664j 0.00136445+0.00582233j 0.0397583-0.0179599j 0.0342117-0.100511j 0.118858-0.0164168j -0.0181931+0.0167486j -0.010884-0.0457507j 0.0282392-0.0567539j -0.0094483+0.0323798j -0.0842788-0.0244831j 0.0536151+0.0346074j -0.0258593+0.0329346j 0.0481667-0.0486276j 0.027401-0.0989393j 0.050833+0.0613673j 0.0310594-0.0170243j 0.0241634+0.00147509j 0.0579611-0.0916078j 0.116436-0.00173919j 0.0142143-0.00765753j -0.0793981+0.0332585j 0.0936879-0.027574j -0.026224-0.00884199j -0.0299306+0.000933367j 0.0308651-0.000136277j -0.0914554+0.0691991j 0.0464923-0.0520858j -0.0278325-0.00566525j 0.0139441+0.000196168j 0.0112031+0.0606516j 0.0869026-0.051079j -0.0538859+0.114117j 0.0106065+0.0959549j -0.0295584-0.0290677j 0.0375328-0.00771931j 0.139607-0.0753523j 0.0921582+0.0783965j 0.0860211-0.0605111j -0.00766919+0.0316002j 0.05551-0.0206083j 0.0754642+0.0169043j -0.013876+0.054949j 0.0609308+0.0215645j 0.00346901+0.0127547j -0.0153475+0.0224066j 0.00492732+0.0105226j 0.0442675+0.019516j 
0.0362108-0.0314525j 0.0115519+0.0195048j 0.0772249-0.0497791j 0.0420067+0.0559784j 0.0408175-0.032082j -0.0652351-0.00214988j -0.0109964+0.0292408j 0.0164574-0.0222227j 0.0157592+0.0141948j -0.00526544-0.00585717j -0.00118869-0.0481462j -0.0600692+0.00770383j 0.0556747-0.0144679j -0.0237096+0.0127936j -0.0186956+0.0373496j -0.0198144+0.0183284j 0.00313602-0.028284j -0.0399352-0.00291699j 0.0470774+0.00235676j -0.0553596+0.072143j -0.0495036+0.0125533j 0.0223249-0.0494333j 0.0516806-0.0747864j -0.0804157-0.0272035j -0.0313073+0.0675265j 0.0152725+0.0526114j 0.0756815-0.138172j -0.0385069-0.0628386j -0.154228+0.0952516j 0.103434+0.0450392j -0.0459082+0.0455727j 0.035249-0.0813531j -0.0305913+0.084027j -0.0112166+0.0229792j 0.0549279-0.0231523j -0.00351384+0.0788392j 0.0674579-0.0686478j -0.0167782-0.0472749j -0.0973436+0.122078j 0.0378812-0.0674553j -0.0772356+0.0216807j -0.090796-0.015688j -0.0334043+0.0756884j -0.0232463+0.0383858j 0.0333185-0.113269j 0.0053192-0.0185851j 0.00468567-0.0204718j -0.0237583-0.0578762j 0.0375729+0.0257304j 0.0512064-0.000789651j 0.0138063+0.000378042j 0.0243558-0.0654495j 0.0494029-0.156951j -0.00200431-0.0425449j 0.0153672+0.0953101j 0.0260712-0.0501041j -0.039808-0.00758086j -0.0535551+0.0163248j -0.0272026+0.0206849j -0.0717735-0.017517j 0.0487159-0.00637644j 0.0984612+0.025793j -0.00903769+0.0170456j 0.0158219-8.05433e-06j -0.0450267-0.0362221j 0.0480887-0.00258274j -0.00470287+0.0290857j -0.0147611-0.00366741j -0.134528+0.036907j 0.0360882+0.0217394j 0.0772152+0.011732j 0.0148067+0.0162471j -0.0248744-0.0170633j -0.0215066+0.0128388j 0.0342347+0.138j 0.0542349+0.0525808j 0.00525772+0.0392758j -0.0256741-0.0414981j -0.0247959+0.0555578j 0.0295438-0.06248j 0.0282307-0.0415976j 0.00934244+0.0149983j 0.130104-0.016464j 0.0350151+0.0711142j -0.0107185-0.0978608j 0.0300018+0.056968j -0.0221324-0.00222254j 0.0344004+0.0338046j 0.012181+0.0242197j -0.095003+0.0146268j -0.136432-0.100614j 0.0142271-0.00345534j -0.0177165-0.0175614j -0.0119353+0.013871j -0.0209795+0.00782212j 
0.00253697-0.0315246j -0.0241329-0.018946j -0.00268-0.00337211j -0.0324723+0.0616401j 0.0496283-0.0398406j 0.0191456+0.04596j 0.0412412+0.0622229j 0.0345369+0.00255893j -0.024428+0.0608664j -0.01655+0.0230126j -0.0261551-0.060171j -0.00363284-0.0593684j -0.00518321+0.0339602j -0.00684556+0.0346959j 0.0535993+0.0330245j -0.00672074+0.0245412j 0.0487449-0.047952j 0.0272023+0.0203744j 0.0329368+0.0119513j -0.0149867+0.0305025j -0.0304789+0.028774j 0.042408-0.00205067j -0.0383528+0.046788j 0.0505539+0.0707989j 0.0435369+0.00742958j -0.0132064+0.0166646j 0.072498-0.0969317j 0.0296513-0.0521657j -0.0360334+0.109577j 0.00498317+0.0259454j 0.0430703-0.0181745j 0.056321-0.0328304j -0.0412329+0.0894205j -0.0762215-0.0889398j -0.0271061+0.0678592j -0.0116159-0.0309679j -0.0142179-0.0633182j -0.0171933+0.0170424j -0.0431182+0.0252715j -0.0226972+0.062411j 0.0634563+0.0364332j 0.0178328-0.0772991j -0.0476649+0.0332771j 0.00814341-0.052044j 0.0611611+0.0687997j -0.0905093+0.0869214j 0.13001+0.0103964j -0.00732169-0.00353833j -0.0587373-0.0164306j -0.0372961+0.0158089j -0.0279758-0.00215817j -0.034098-0.0121693j 0.0143549+0.0597496j 0.00255469+0.0112494j -0.0626736+0.0149039j 0.00129856+0.00533987j 0.0383363+0.0112648j 0.0494786-0.00151131j 0.0193075+0.0168797j -0.043747-0.0238526j -0.00568426-0.0246461j -0.0813899-0.0229697j 0.0642887-0.0140198j -0.00899973-0.0281042j 0.0957571+0.0375954j -0.0143419-0.0651543j 0.0422988-0.122364j -0.00579227+0.0571139j 0.18023+0.00463052j -0.0316025-0.0284746j -0.134699-0.0107804j -0.0355618+0.0564592j -0.0635212-0.121646j 0.0164185+0.0885911j -0.079518-0.0828097j -0.0371596-0.104546j 0.0769951+0.010065j 0.022523+0.0279688j 0.0197073+0.0556379j 0.0951758+0.0879602j -0.00792373-0.111996j 0.0446925-0.0631946j -0.0256221+0.00508162j 0.064262-0.0541598j 0.0140991+0.134822j 0.00523827-0.0237668j -0.0346239+0.0450825j -0.0501187-0.0388416j 0.000192383+0.0114746j 0.0598415-0.0238856j 0.0429374-0.0119584j -0.0441661+0.00838814j 0.0650949+0.038237j 0.000363323+0.0243411j 0.0217877-0.00860063j 
0.0150961-0.0175518j -0.00402247-0.0395378j -0.0344248-0.00255405j -0.00118135+0.0272142j 0.0418349+0.000675404j 0.0230907-0.0339916j -0.00164866+0.0235119j 0.00584264+0.0119031j -0.0121667+0.0533741j -0.0119149+0.0147443j 0.0653384-0.0066777j 0.0458688+0.00226159j -0.00637702+0.0641442j -0.0254264-0.0414996j 0.0258881-0.017735j 0.000753047-0.0483166j 0.0462777+0.0138327j 0.00619121-0.013003j 0.0279019-0.0214889j 0.0178235-0.049456j 0.0294951+0.0185883j 0.0337788+0.0038365j -0.0170642+0.0164037j -0.0552464-0.00868517j -0.0335654+0.000515636j 0.0167731-0.0245127j 0.00223945-0.103106j -0.0291144-0.00494894j -0.0797997+0.0339617j 0.0674708-0.0427903j 0.0601688+0.0748476j 0.00852345-0.0258997j 0.0196113+0.00787335j -0.0629146+0.0593234j -0.0303953-0.0169312j 0.0352044-0.0241539j 0.0123833-0.0620415j -0.0108945-0.0181304j -0.019549+0.0425533j -0.0470539-0.0232775j -0.0835373-0.0356734j 0.0161712-0.054844j -0.0789579-0.00710855j -0.0343506+0.0334204j -0.00138105-0.000445516j -0.0829357+0.017733j -0.0242187-0.0583626j 0.0210122-0.00850919j 0.0356511-0.00480148j 0.065575-0.00575986j 0.032197-0.0459855j 0.000998927+0.0243546j -0.0181075-0.0100782j 0.0132094+0.0487343j -0.0572707+0.016656j 0.0702209+0.0335437j -0.0828245+0.0298868j -0.00352589+0.0663534j -0.109996+0.0474214j -0.0742827+0.0161551j 0.00598675+0.0780589j 0.0312011-0.0398205j -0.0426413+0.0724758j 0.0657598+0.00488503j -0.0735843-0.0834936j 0.0721701+0.044752j 0.0853675+0.0580913j -0.0367215+0.0264365j -0.0714569-0.02596j 0.00133676-0.0161171j 0.0152469-0.0504998j -0.0220281-0.0170188j 0.0691486+0.00774738j -0.0366124+0.0906543j -0.0500061-0.00684307j 0.0106423+0.048893j 0.0965068-0.0370865j -0.034437+0.100585j -0.0693451+0.0151974j -0.0345318+0.149002j -0.113824-0.0468123j 0.149496+0.0528063j 0.0163291+0.0864786j 0.0516858-0.0149156j 0.0407247+0.0337543j 0.104649-0.0340726j -0.0584703+0.00679968j 0.0295061+0.000650255j -0.0144241-0.0029161j 0.0488626+0.0577347j 0.0159387+0.00177578j 0.00977255-0.0137531j 0.0204438+0.0159652j 0.00710428+0.032192j 0.0213907-0.000443421j 
-0.0271663-0.0157696j 0.0330319-0.0132293j -0.0303159+0.0252851j 0.00474924-0.00723518j -0.0333243+0.0170199j -0.0192701+0.0665929j 0.0112165-0.00934243j -0.0167619-0.0304512j 0.0481337-0.037905j 0.0291927-0.00651357j -0.0161088-0.0340718j -0.0538533+0.00454324j 0.0130224+0.0114831j -0.0239087+0.0458914j -0.0517036+0.00413944j 0.00384139+0.00208419j -0.021067-0.0178925j -0.000978675-4.98309e-05j -0.0199269+0.0784147j -0.011132+0.0167065j -0.0496864-0.0220702j -0.031184+0.0502942j 0.0737174-0.027861j 0.0307672+0.0715141j -0.0197322+0.0267816j 0.000635446+0.0134416j 0.05614-0.00105176j 0.0578184+0.013268j 0.099322-0.0726274j -0.0112974-0.00344707j -0.0883371-0.100751j -0.123939+0.0102095j 0.00709062+0.0321436j 0.172725+0.0959742j 0.0938617+0.021112j -0.105465-0.0637487j -0.0794775+0.107754j 0.122565+0.0510862j 0.0558202-0.0527348j -0.0500939-0.0591629j 0.0398076-0.00955734j 0.0567114+0.0231485j 0.0151229+0.0491898j -0.0184572-0.0123121j -0.0820896+0.0665209j 0.124848+0.0141595j -0.0028235+0.0686573j -0.0592145-0.0353444j -0.116871-0.0464439j -0.0219509-0.0451089j 0.0231783+0.0934964j -0.0501548-0.142943j -0.00720945+0.0343991j 0.0814845+0.00410469j 0.0308656-0.0745836j 0.102603-0.0540408j 0.0337837+0.0256891j -0.0739058-0.0491358j -0.0339807+0.00372708j 0.0348284-0.11841j -0.0149524-0.037728j 0.0852463+0.0034243j -0.0882476-0.117925j -0.0252151-0.0291963j -0.0510137+0.0792873j -0.0647443-0.0649788j 0.0704782+0.101331j -0.00832209+0.0385365j -0.0596009-0.0588123j -0.000475194+0.017698j 0.0509299-0.0313932j 0.0431771-0.0406248j 0.0592137-0.0240192j 0.0477619-0.0701671j -0.0644898-0.0837813j -0.129532-0.0633749j 0.0626032-0.0553186j -0.0247152-0.00712992j -0.0184199-0.070782j 0.0499141-0.0171443j -0.0369415+0.0162461j -0.0560233-0.0430906j 0.0967364-0.00722429j -0.101564-0.0129158j 0.136627+0.0794143j 0.0647817-0.0143287j 0.0315826+0.0936455j -0.00453197-0.00585384j 0.0776285+0.0361821j -0.0305356-0.0166015j 0.0111436+0.0540761j 0.0663061+0.0785355j -0.0306001-0.00955913j 0.0252011+0.0128488j -0.0224024-0.0315004j 
0.0273472-0.0240158j 0.0203196+0.0116987j 0.0340844-0.00462021j 0.0787376-0.0253201j -0.0248772-0.0415567j 0.0168611-0.0919776j -0.0398393-0.00467356j -0.0453677-0.00810941j 0.0367977-0.0124091j 0.0235802+0.0346263j 0.00987946-0.0024972j -0.00236031-0.0318004j -0.00201085+0.0181338j 0.00269645-0.0244954j -0.0202519+0.00583315j -0.0524574+0.0102094j 0.0184911-0.0326073j -0.0183997-0.0280079j -0.00930059+0.00248055j 0.00772395-0.0325168j -0.0227006-0.0138324j -0.0271635+0.0436598j 0.0369671+0.00243112j -0.0194924-0.0554785j -0.122202+0.00303704j -7.37366e-05+0.0246333j -0.071597+0.0741135j -0.0254236+0.0651681j -0.0106791-0.0747947j -0.0124994-0.0534043j -0.0992648+0.0169478j -0.081588+0.0951529j 0.0136086-0.103547j 0.0349309+0.0814915j -0.0383409+0.0116651j 0.00245827-0.0699736j 0.141784+0.00924692j 0.0416046+0.0350629j 0.0507704+0.0624458j -0.0983257+0.0230389j 0.0190197-0.0960687j 0.0326882+0.0310381j 0.061721-0.0398485j 0.0216782+0.0508003j -0.0875467-0.0118024j 0.163206-0.021221j -0.0742119-0.0103446j 0.0117074-0.00547068j 0.00109384+0.0165368j 0.00423228+0.0572035j 0.0569917+0.0181951j -0.019025-0.0579522j -0.0679079-0.00723546j -0.0180487-0.0132345j -0.0476105+0.0173214j 0.0622611+0.0344206j -0.0246734-0.0798338j 0.0245849+0.00601403j 0.0468802-0.00416803j 0.00266065+0.0496976j 0.0381697+0.0565136j 0.00974954-0.021093j 0.0576337+0.0200833j 0.106577+0.0318781j 0.0210383-0.0318398j 0.0190258-0.0146168j 0.0177934-0.0980973j -0.02268+0.0441508j 0.148999+0.0202495j -0.0166345+0.0192136j -0.07228+0.0782634j -0.0482428+0.0857337j -0.0805009-0.0656301j 0.0110075+0.134878j 0.0753893-0.00815725j -0.00750608+0.0461016j -0.0528308+0.0426877j 0.0665673-0.0337041j -0.0905275+0.164041j 0.0648696+0.0698144j 0.0663623-0.0282924j 0.0511455-0.132734j 0.0331412-0.000744709j 0.0156746-0.0294279j -0.170147+0.0171166j -0.00601672+0.0742444j 0.0508811-0.0237531j 0.0902521+0.0652429j 0.0994921+0.0110778j 0.0350143+0.0544218j -0.0771111-0.111245j 0.0623276-0.00489422j -0.0345039-0.0419323j 0.0268593+0.0364983j -0.000935141+0.0210838j 
0.0234499-0.0237408j -0.00655893-0.00138359j 0.0193402-0.00876278j 0.0366525-0.0237858j -0.0140264+0.0156543j 0.0277076+0.0218756j -0.0103164+0.00617623j -0.0219655+0.00171646j 0.00851115-0.0323463j 0.0244863-0.0205447j 0.00751901-0.0264879j -0.0206643-0.00468072j 0.0353339-0.00348776j 0.0242411+0.0141058j 0.00418334+0.018782j -0.000682993+0.0462899j 0.0218891+0.0318308j -0.013718-0.0236738j -0.0411974-0.0176221j -0.0385669-0.0216961j -0.0139495-0.0395291j 0.00981347+0.0063247j -0.0222683+0.00422197j 0.0346184+0.0731859j -0.0416679-0.0092606j 0.0231218-0.00553991j -0.0236727-0.0218029j -0.0161254-0.0324993j 0.0365512+0.060814j -0.022608-0.0365244j -0.0854591+0.00204717j -0.00683737+0.04842j -0.0102204+0.039968j -0.000179524-0.0587393j 0.0154881-0.0295388j 0.034832-0.00564084j 0.0306204-0.0914252j -0.01351+0.0653471j -0.0168443-0.0505374j 0.0199957+0.0315738j -0.0693612+0.008359j -0.165815+0.00349467j -0.0305288+0.0514171j 0.0578843+0.0865988j 0.0128497+0.0157342j 0.0536084+0.00589436j -0.0560178-0.0260715j -0.00563139+0.0228953j -0.0311621+0.0201732j 0.0192348+0.0117861j 0.00804316-0.0156739j 0.0212072-0.0195776j 0.0327725-0.00756149j 0.0470418-0.00902222j -0.00330184-0.0188596j 0.00869137+0.00742994j -0.0146756-0.00635266j -0.046363-0.0630674j -0.0271392-0.0183526j -0.00655137+0.0545084j 0.0304078+0.0682001j -0.0236701-0.0559863j -0.012066+0.01202j -0.0417313-0.00423473j -0.0216788+0.00292708j -0.0106953+0.0214562j 0.0173487+0.0471351j 0.096761+0.0804939j 0.00703188-0.0765481j -0.0598072+0.0429575j 0.0455189+0.0717001j -0.00157244-0.0626598j 0.00253471-0.0727981j -0.054214-0.119531j -0.0742737-0.0537381j -0.137516-0.0466082j -0.0001265-0.135338j 0.0646538+0.0667827j -0.014747-0.0356799j -0.0178086+0.106741j 0.0234756-0.0256747j 0.163016+0.128438j -0.0931114-0.0362595j 0.00213201-0.0246021j 0.160645+0.200815j -0.021755-0.0558341j -0.118451+0.0135947j 0.10341-0.0439602j -0.0560681-0.0778807j 0.151917+0.0877343j 0.0156463+0.119428j -0.0665992-0.124456j 0.0128475-0.0284654j 0.0408673+0.121716j 0.104719+0.0488296j 
