-0.0131125+0.00403769j -0.00353355-0.00342894j -0.000113263+0.0021271j -0.0123414+0.00337912j 0.00336809-0.00203893j -0.0137783-0.00199609j -0.0148273+0.00375961j -0.00595739-0.00105019j -0.00709316+0.00324333j 0.0099269-0.000189309j -0.00803421-0.0015002j 0.0211986-0.00164669j 0.0272994+0.00195672j -0.0131132+0.0021023j -0.00659961+0.0022673j 0.00391229-0.00114204j 0.00654793+0.00092771j 0.000550588+0.000848963j -0.00485827+0.000983958j -0.0166028+0.00236427j -0.00313966-0.00158191j 0.00533359+0.000499822j 0.00022933-0.000543314j -0.00136693-0.000846287j 0.00752112+0.000797587j 0.00253345-0.00139473j -0.00948581-0.000156807j 0.00819406-0.00174044j 0.021234-0.000609392j -0.0124695+0.00135517j 0.00880216+0.000998454j -0.00624801+0.000107751j 0.00493716-0.00230979j 0.00126734+0.000522618j -0.00179938+0.000743877j 0.00629558-0.00203354j 0.00266661+3.95491e-06j -0.00377669-0.00228665j -0.00745292-0.00121338j -0.0027057-0.000579805j 0.00848561-0.00272702j 0.00510794+0.00122347j -0.0101145+0.000329394j -0.0033304-0.00219857j -0.00217614+0.000414144j 0.00593646+0.000363577j 0.00324755+0.000138086j -0.000989142-0.0004823j 0.0142723+0.00120143j -0.00165243-0.00234381j -0.00899443-0.00131368j -0.00544551+0.00197857j 9.51864e-05+0.00132247j -0.0140348-6.53222e-05j -0.00278725-0.000190416j -0.00590761+0.00020633j 0.00147366+0.000769014j 0.0093835-0.0033591j 0.00923847+0.00153095j -0.00479002-0.000219865j 0.00272586+0.00324615j -0.00840612-0.000993095j -0.000762849-0.000284851j 0.00180207+0.000227666j 0.0060383+0.00305279j 0.00578867-0.000626659j 0.0150186-0.00369433j 0.00584117-0.00541538j -0.00365009+0.00384908j 0.00918695+0.00493836j -0.00213116+0.000839374j 0.0118391-0.000916293j 0.00784278-0.00208536j -0.0268616-6.11689e-05j 0.0115418+0.00622205j -0.00481481+0.00281559j -0.0382807+0.00365252j -0.000706991-0.0200377j -0.0882713+0.0116264j -0.0572839-0.00374543j -0.0457729+0.00536233j -0.0342878-0.00565135j -0.0339803+0.00903238j -0.0257408+0.00190114j -0.00685266-0.00190245j -0.0177863+0.00396137j -0.00253423+0.00106865j 0.0111224-0.00206793j 0.0202675-0.00549302j 0.0965206-0.000307509j 0.0518051+0.0142742j -0.927853+0.000523412j 
-0.00524639+0.000742947j -0.00637446+0.0017583j 0.00141458+0.00132144j -0.00633779-0.000680019j 0.0205152-0.00236964j -0.00284901+0.00215293j 0.025679+0.00012751j 0.0315793-0.00123832j 0.0217641+0.000182851j -0.00199256+0.000727878j -0.0917683+0.000180726j 0.0596198-0.00189805j 0.022562-0.00145742j 0.00345215+7.94331e-05j 0.00305041-0.00216321j 0.0547889-0.00252073j 0.0503582-0.000199085j -0.153905-0.000108683j -0.0264406+0.00252086j 0.0403101-0.00245957j -0.00634381+0.00402878j 0.0892705-0.00256968j 0.114784-0.00249342j 0.055196-0.00276104j -0.129117+0.00122709j -0.12568-0.00659106j -0.00457407-0.00285577j 0.017333-0.00695051j -0.010989+0.000445801j 0.0567526-0.00151784j -0.153973-0.000892654j -0.129342+0.00054751j -0.0132708-0.00102959j 0.10875+0.00206853j -0.0295157-0.00153731j 0.0232284-3.93464e-05j -0.0533113+0.00239991j 0.000601075+0.00187229j 0.0327861+0.00641438j -0.090085-0.00314119j -0.161429+0.0012052j -0.109997-0.00121305j -0.0618652-0.00469568j 0.00876825-0.0034784j -0.0234767-0.00178354j 0.0266074-0.000337884j 0.143347+0.00228417j -0.212664-0.000225399j 0.0476191-0.00316336j -0.172015-0.00082615j -0.0206495+0.000414555j -0.080515+0.00496568j 0.00497031+0.00293577j -0.182145+0.00632531j -0.0403778-0.0015036j 0.223589+0.00215314j -0.00574548-0.000796004j -0.010648-0.00150573j 0.127866-0.00468375j 0.0774061+0.00201654j -0.0864865-0.00318865j 0.061077-0.00429889j -0.121705-0.00110496j -0.0692496-0.00213175j 0.0805963-0.000449915j 0.0971837+0.000471141j 0.143136-0.00354854j 0.0290209-0.00217409j -0.214884-0.00134244j -0.264114-0.00528181j 0.39763-0.00116851j 0.0189795-0.00386505j 0.0269748-0.0039291j 0.298006+0.00163118j -0.0109245+0.000500409j 0.226382-0.00199145j -0.0476369-0.00178485j -0.060492-0.000292494j 0.0256351-0.00161939j -0.0311348+0.00109401j 0.0396552-0.000568896j 0.136328+0.00216932j 0.00161404+0.000228844j 0.0522799-0.000454296j 0.041874+0.000386066j 0.0100179-0.000628872j -0.0345786+0.00232433j 0.0104376-7.403e-05j 0.00476957-0.000705509j 0.0145886+0.0034046j -0.00250924-0.000952981j -0.0154951-0.000394452j 
0.00280544-0.00107123j 0.00800011-0.000933633j 0.0111905-0.000355165j 0.00738618-0.000747568j -0.0105817-0.000142551j -0.0344125-0.000618405j 0.0226977-0.00148309j 0.00766235-0.00147245j -0.0100227-0.0011459j -0.0444041+0.000978603j 0.0495562-0.00183375j -0.00830188+0.00245953j -0.0214416-0.00122343j -0.00902809-0.00450564j 0.00808078+0.00403309j 0.0421034-0.00212623j 0.0811547+0.000136j 0.0747533-0.00178684j 0.0471581-0.00198514j 0.0416683-0.00065439j -0.00658141-0.00110379j -0.0303775+0.0023008j -0.00895697+0.00171216j 0.0310071+0.000432175j 0.0208037-0.000743888j 0.0012019+9.1809e-06j 0.0507774+0.00435796j -0.0642574+0.00258002j -0.0297597+0.00473142j 0.0872581-0.00405518j 0.0187621-0.000930115j 0.0331582-0.000970244j -0.113796+0.00220587j -0.0809742+0.00138742j -0.00976672-0.00275737j -0.0360001-0.00499755j -0.135597+0.00213163j 0.0684718-0.00403186j -0.0177383-0.000335982j -0.129866-0.00030385j -0.0575034+0.00398152j -0.0220638+0.000457299j -0.0382707-0.00138334j -0.0806674+0.000876273j 0.139662+8.47757e-05j 0.00121707+0.00342785j 0.129503+0.000461001j -0.107838+0.00108833j 0.110893+0.00371383j -0.119239-0.00224875j 0.00832876-0.00178905j -0.0504035+5.22375e-05j 0.0407684+0.00333906j -0.0745215+0.000961095j 0.0152025-0.00252816j 0.119543-0.00110064j -0.0722929-0.00207655j -0.0502026+0.00168264j -0.0343962+0.00111968j 0.167111+0.00165441j 0.22508+0.00276638j -0.0576693-0.000131317j -0.14-0.00246953j 0.0578301-1.77169e-05j 0.0576501-0.00172629j 0.0802894+0.00313983j -0.0534704-0.00445838j -0.137079-0.00236293j 0.405045-0.00108725j -0.218155-0.00172728j -0.182909-0.00158437j 0.149899+0.00159376j -0.137282-0.00255702j -0.231382-0.000611248j 0.104225+0.000171623j 0.335021-0.00246798j 0.0607171-0.00238721j 0.226315-0.00367159j 0.068168-0.00216595j -0.135223-0.00341787j -0.0601863-0.000971711j -0.0309502+0.00101892j -0.126595+0.00335486j -0.0528074-0.000153839j 0.0387926-0.00269817j -0.0281129+0.00167947j 0.0108458-3.01361e-06j 0.0352451+0.000381753j -0.0277139-0.00109939j 0.0165799+0.000584836j -0.0114162+0.000890861j 0.013953+0.00240878j 
-0.00503148+0.00014166j 0.00616403-0.000748215j 0.00363585-0.00162601j 0.0125795-0.000873821j 0.00396006-0.000818129j -0.0473685-0.00186754j -0.0329508+0.000825409j 0.0187175+0.000722683j -0.00610917+0.00151059j -0.0701809-0.000928479j 0.0494894-5.88736e-05j -0.0250335+0.000863223j 0.0436088+0.000552944j 0.0623744-0.000735367j 0.0404889+0.00427942j -0.0164094-0.00109127j 0.067029+0.000856874j 0.0186907+0.000222839j 0.105481+0.00284275j -0.0200949+0.00175694j -0.0850055-0.00295683j -0.0833025+0.0077964j -0.00519312+0.00417303j -0.0356718+0.0020113j 0.0378115-0.00192262j 0.00652371+0.00315964j 0.0371307-0.00147602j 0.0169794+0.00140878j -0.0631494-0.00265481j 0.114337+0.000196775j -0.0395538+0.000611853j -0.110349-0.00171113j -0.0430215-0.00147535j 0.120829-0.00436184j 0.109681-0.00161637j 0.092183+0.00424364j -0.24855-0.000114419j 0.0205094+0.000252008j -0.0570599-0.000439522j -0.00344302+0.00416879j 0.185929+0.00193808j 0.0516521+0.00149472j 0.0280986-0.00367922j -0.240658-0.00111969j 0.224491-0.00336077j 0.0551013+0.00192286j 0.121221+0.00164064j 0.0224608-0.00309918j 0.105901+0.00712793j 0.201353-0.00631105j 0.162343-0.00396597j -0.235812-0.00188251j 0.163778+0.000908895j 0.281679+0.00176257j 0.101068-0.00139936j 0.14455-0.00380574j -0.0512032+0.000818132j 0.131399+0.00215586j -0.187039-0.001095j 0.0748638-0.00246298j -0.0341177+0.00306635j 0.168372+0.00310099j -0.111696+0.00262833j -0.186951+0.0027458j 0.00321077+0.000449326j 0.0726016-0.00235375j -0.0754906-0.00310298j 0.0414487-0.00172772j -0.170143-0.00122142j 0.072787+0.00193746j -0.0328577-0.00147153j -0.0131656+0.00183765j 0.225296+0.000330879j -0.0237326-0.000553701j -0.186262-0.000967037j 0.0570376+0.00144559j 0.150014+0.000292129j -0.0798892+0.00021373j -0.0355395+0.00166858j -0.0298969-0.000554625j 0.0518669+0.000982463j 0.0159389+0.00162493j 0.0115952-0.000811693j -0.0253577+0.00129452j -0.0423317-0.00186652j 0.0364687-0.00036616j -0.0318692-0.000740412j -0.0015346+0.00159101j -0.00266982-0.00102684j 0.0218174-0.000974373j 0.00497965+0.000663981j -0.00771301-0.000206316j 
0.00526699+0.000327853j -0.00156296+0.000391536j -0.000735809-0.000601135j 0.00314956+0.000858711j 0.0203014+0.00107622j -0.0027764-0.00129193j -0.0148455+0.00162273j 0.00330114+0.0023963j 0.00244552-0.000202398j 0.00806649+0.00119659j -0.0280382+0.000270473j 0.0068308-0.00059585j -0.00988592-0.000989681j -0.00637312-0.00112303j 0.0284818+0.00236579j -0.0565086-0.000892933j 0.0541932-0.00178962j -0.024632-0.00309118j -0.04021-6.05144e-06j 0.0357373-0.000700626j 0.117827+0.00113046j -0.0333249+0.00133406j -0.0328928+0.000425791j 0.0235324+0.000794651j -0.0881592-0.00330129j -0.00241613-0.00220285j -0.030987+0.00604879j 0.176313+0.00187279j 0.0315141-0.000800348j -0.0159937-0.000367141j 0.0156537+0.00167438j 0.0490202-0.00164525j -0.129954-0.00207927j -0.0629932+0.000150647j 0.129523+0.000118826j 0.0824089-0.0043985j -0.0754205+3.96093e-05j 0.0906695-0.00365975j -0.0426034-0.00243568j -0.130488-0.00236361j -0.0918473+0.00335136j 0.0690948-0.00266034j 0.092694-0.00066846j 0.144465+0.00345174j -0.024719-0.000947948j 0.0220784+0.0012174j 0.258544-0.00114922j 0.11218+0.00172059j 0.21162+6.62462e-05j 0.105235+0.00527484j -0.0776193+0.00341817j 0.0219634+0.000932174j 0.0645404+0.00155654j 0.149029-0.00289022j -0.0645756+0.000230562j -0.0891171-9.34198e-06j 0.0729621-0.0020937j 0.27213+0.000810635j -0.0147099+0.00209272j 0.196438+0.000478738j -0.0635349+0.000419159j -0.16014-0.000168526j 0.0215648+0.00101615j 0.0539268+0.000234372j -0.341137+0.00228901j -0.128473+0.000163j 0.253831-0.000881579j -0.0751174+0.00368158j 0.112023+0.00244796j -0.143451+0.000585658j 0.168851+0.00136535j -0.100645+0.00107082j -0.113498+0.0016127j -0.079066-0.000415796j -0.198208-0.00144932j -0.0968013+0.000521418j -0.130168+0.00100032j 0.00580128+0.00215863j 0.173542+0.000357856j -0.0189295+0.00255596j 0.0463633-0.00149719j -0.100988+1.10145e-05j 0.114405-0.000419218j -0.0477193-0.00032843j 0.0217687+0.00178241j -0.0281921-0.000878182j -0.0365388-0.00144522j -0.022418+0.000506727j -0.0133937+0.000702049j 0.00738212-0.00120609j 0.00660329-0.000730112j -0.0119989-0.0010718j 
0.00129233-0.00122332j 0.00706973-0.0019588j 5.89989e-05-0.000381673j 0.0153552-0.000222919j 0.00594725-0.00118652j -0.00191527-0.00115899j -0.00714593+0.000506422j -0.0682893+0.000690836j -0.0660454+0.00168399j -0.0398967+0.001049j -0.0165082+0.00213811j -0.0554755+0.00126896j -0.0187679+0.00145351j -0.113044-0.00154193j 0.0925158-0.00460453j 0.135944+0.000355563j 0.0852298+0.0010564j 0.0051669+6.47439e-05j 0.103057+0.00198439j -0.134025-0.00186634j 0.0990991-0.00317579j -0.118131+0.00406544j -0.0409637-0.00113634j 0.112651-0.00146268j 0.0199434+0.00150884j -0.0766656-0.000758362j 0.0227453+0.00275064j -0.145639+0.000285511j 0.0573059+0.000684934j 0.0268508-0.0031631j 0.0811571-0.00136674j 0.103763-0.00104221j -0.0856118+0.00690575j -0.3207-0.00526715j -0.173371+0.00206698j -0.0623409-0.000242507j -0.182175+0.00621868j -0.116617-0.0026066j 0.0912181-0.00518809j 0.0204525-0.00689212j -0.0258471-8.16234e-05j -0.310556+0.00133253j 0.255037+0.00024463j 0.101047-0.000752852j -0.0124949+0.0013871j -0.153669-0.00248704j 0.157876+0.00360537j -0.105556-0.00336727j 0.0801461+0.00363871j -0.0600261-0.00312413j -0.0792075-0.00140134j -0.00887036-0.00213579j -0.0686991+0.000238834j -0.0789357+4.68916e-05j 0.0459923-0.00151927j 0.179625-0.00289363j -0.110557+0.000429634j 0.188901+0.00339376j -0.12328+0.00068399j -0.0766307-0.00247769j -0.0532665-6.51881e-05j 0.15287+0.000230471j 0.116565+0.00306119j 0.0329209-0.000397241j -0.0195854+0.000189805j -0.00313297+0.00561276j -0.0907853+0.000789333j -0.0714563-0.00140912j -0.0343721+0.00174975j 0.0897773+0.00374407j 0.0484549+0.00233158j -0.00671338-0.000903531j 0.156438+0.00316991j 0.0940557-0.00285823j 0.118224+0.000347861j -0.170434+0.0025231j 0.0225363+0.00397186j 0.0551561-0.0021164j 0.00832822+0.0032211j -0.0884577-0.000949119j -0.125571-0.000246837j -0.0852916+0.00178889j 0.11738-0.00131385j -0.0307084+0.00153754j -0.0416094-0.000614373j 0.0184357+0.000307849j 0.0220693-0.00129069j 0.00443489+0.000396781j 0.0133279+0.00150268j -0.00566398-0.0028134j 0.00698651+0.00179359j 0.00933564+0.000160409j 
0.0102564-0.000484359j 0.00325693-0.000322404j 0.0144494-0.000545795j 0.0167643+1.02418e-05j -0.00854228+0.000327999j -0.029278-0.000669315j -0.0117647-0.000974033j -0.0563669+0.000926957j 0.0239481-0.00295745j -0.0239601-0.000548563j 0.040165-0.00142293j 0.0244671+0.000359943j -0.0501016-8.6654e-06j -0.0364266-0.000736411j 0.00266138-0.00108876j 0.0653709-0.00011315j 0.125242-0.000155409j 0.029937-0.00283515j -0.0566316+0.000677947j 0.00678318-0.000459376j 0.0237944-0.00126283j -0.000964497-0.00148234j -0.0664446+0.000675938j -0.000226013-0.000354623j -0.072334+0.00222832j 0.0415294+3.03652e-05j -0.0575084+0.00316431j 0.0468666-0.000684869j 0.0426554+0.0051583j -0.114296+0.00222935j 0.00532167+0.00317398j 0.377431-0.00205011j -0.208781-0.00195341j -0.21925-0.00180005j 0.00156087+0.00321056j -0.100526+0.0109764j 0.181979+0.0013085j -0.00107835-0.000714728j -0.0441369-0.00121364j 0.042916+0.00419796j -0.0153098+0.000233977j 0.119828-0.00230424j 0.0651837+0.000715731j 0.0838674+0.00351348j 0.032931+0.00393494j 0.1577-0.00273462j 0.0137538-0.00154004j 0.0692871+0.00892244j 0.0733752-0.000741482j 0.0577271+0.00341255j -0.0749367+0.00473302j -0.043697-0.00111011j 0.028403-0.00269233j 0.193978-0.00383587j -0.271964-0.000579539j 0.0333623+0.00530348j -0.0118107-0.000430112j -0.126656-0.000276483j 0.0744589+0.00251998j -0.144835-0.00179424j -0.0455729+0.00159827j -0.0055226-0.00104267j -0.387828-0.000651623j -0.0874726+0.000773552j 0.193491+0.00204467j 0.0780511-0.00180527j 0.0265591+0.00584271j -0.0131437+0.00272357j 0.0049743+9.67468e-05j -0.00281737+0.000125592j -0.054698+0.000245013j -0.109258+0.00404954j 0.166134-0.00114967j 0.268613+0.00153279j -0.0647062-0.0020408j 0.0862062+0.00028565j 0.0140403-0.000905684j 0.0390406+0.000443358j -0.0435564+0.000911066j -0.0444909-0.0012147j 0.0504745-0.000338796j -0.130843-0.00403405j -0.0575126+0.00053117j 0.0630344-0.00107968j -0.040449+0.00101417j -0.0541817-0.000483422j -0.0106515-0.000534098j -0.0148065-0.000944378j -0.00235992-0.000388273j 0.00844274-0.0012036j -0.00937843-0.000342388j 0.00320721+0.000699792j 
0.0122221+0.000925668j -0.000825902+0.000142419j 0.0190855-0.000924109j -0.00443533+0.00268635j -0.0271466+0.00280578j -0.00792061+0.00138496j 0.0329549-0.00213755j -0.0533238+0.00126463j -0.0302339-0.00225823j -0.014263+0.00259453j -0.0264978-0.0027197j 0.0729225-0.00121546j -0.0345675-0.0047878j -0.0863917-0.000448026j -0.171406-0.00253298j 0.155448-0.00255904j -0.0642303+0.004835j 0.236927-0.000256559j -0.0409384+0.00195001j 0.116356+0.00283667j -0.0852967-0.000633802j -0.00944153-0.0010617j -0.0671865+0.00760831j 0.00130514+0.00496507j 0.000713885+0.0014468j 0.0784652-0.000442725j 0.146916+0.00359233j -0.053784+0.00384108j 0.0736267+0.000632319j 0.133303-0.00124345j 0.0706539-0.00437938j 0.0419234-0.00275184j -0.0438326-0.00272809j 0.083212-0.00255865j -0.00413329-0.000577392j 0.0414062-0.00150132j 0.0302133+0.00432621j 0.122715+0.00226773j -0.121448+0.00714569j 0.0666701+0.00429521j 0.0500869+0.00297879j 0.0417574+0.000501836j -0.133261+0.00275276j 0.0241867-0.00440407j -0.0217154+0.00384592j 0.0801324+0.000932746j 0.0284216-0.000636887j -0.124971+0.00133777j 0.0506343+0.00113097j 0.0467088+0.00357618j 0.0229668+0.0013715j -0.259712+0.000546675j 0.0353868-0.00777048j -0.346365-0.00323898j 0.0115925+0.000434556j -0.144528-0.00305691j -0.302701+5.17411e-05j 0.0318425+0.00289324j -0.132809-0.00058276j -0.112505-0.00113053j -0.253727-0.00188852j -0.28186-0.00068319j -0.071088+6.63511e-06j 0.052541-0.001516j -0.0153298-0.000889988j -0.109285+0.00100234j -0.163766+0.00211383j -0.10329+0.00162861j -0.107879+0.00222889j -0.158486+0.00012565j 0.0531873+0.00167845j -0.0778501-0.000630402j 0.00382106+0.00176131j -0.00883972-0.00143496j -0.0278884+4.35585e-05j -0.114773+0.00349546j 0.115092+0.00303053j -0.0103965+0.0031146j 0.0292507+0.000938716j -0.0324748+0.00175131j 0.0360847+0.00109033j -0.076112-0.00103388j 0.033704+0.000319021j -0.071715+0.000319188j -0.0397243+0.000982881j -0.00865328+0.00104993j -0.0242902+0.00068686j -0.039045-0.00178014j 0.0142957+0.00151389j 0.00105729-0.00138515j -0.00202461-0.000974938j 0.00182944-0.00134302j 
-0.00894075+0.000582476j -0.00681093-0.00089587j -0.00599867-0.00117961j -0.00773399-0.00206948j -0.0307456-0.000242381j 0.0117709+0.00410962j 0.0222467+0.0010344j -0.0220048+0.00277761j -0.046227+0.00103691j -0.0348493-0.000662232j 0.00711615+0.0019864j -0.102957+0.00235969j 0.193824+0.00277161j 0.00339958+0.00146382j -0.0407795-0.00128269j -0.0485673+0.00160524j -0.104707+0.00201995j -0.10179-0.00280287j 0.089476+0.00344102j -0.0240858-0.000226078j 0.00711369+0.00114864j -0.0169067+0.00454434j -0.02529-0.00596751j -0.038577-0.0012687j 0.017789-0.00017675j -0.0151576+0.00180244j -0.105339+0.000152083j 0.0299912-0.0014009j 0.0734891-0.00809396j -0.0612183-0.00113533j -0.104169+0.00464948j -0.000800828-0.0071656j 0.088668-0.00221512j 0.0747457-0.00219597j -0.0990603+0.00349062j -0.0326397+0.00199831j -0.0864338+0.00534886j -0.0254989-0.00335767j -0.144847+0.00241747j -0.0160462+0.00151562j -0.0404855-0.00320321j -0.00200977-0.00365742j -0.00282621+0.00176983j 0.0234194+0.00258255j 0.182921-0.00142924j 0.0413564-0.000148981j 0.00338911-0.00276841j -0.101366+0.000503954j 0.022595-0.000138844j 0.00332228+0.000429049j 0.101779+0.00235233j 0.103645-0.000428486j -0.391857+0.000570335j 0.0271354-0.000333358j -0.263712-0.000741955j -0.00197103+0.00298805j -0.107241+0.000762036j 0.292779+0.00188835j 0.21865-0.00564537j 0.159606+0.000834209j 0.0529763-0.00237784j -0.088327+0.000553343j -0.0184152-0.0033914j -0.0950475+0.000543321j 0.14135+0.00115947j -0.367854-0.00560677j -0.267788-0.00106017j -0.0232636+0.00122428j -0.0369011+0.000370823j -0.0150114-2.71458e-05j -0.0849622-0.000416989j -0.0553398-0.000932311j 0.0699016+0.00124209j 0.00151042-0.000486593j -0.0277423-0.00124693j 0.007411+0.00189643j -0.0386303-0.000344963j 0.0424255+0.00125315j 0.014789+0.00147161j -0.0361083+0.000524842j 0.14415-0.000643121j 0.011241-0.0013065j -0.0479103-0.000504318j -0.0242264+0.00175893j 0.0758749+0.000532351j 0.0114189+0.00162948j 0.0142203+0.00333478j -0.0192537+0.000482574j 0.00353732-0.00126388j 0.00362335-0.000534856j -0.00776979-0.000524451j -0.00135619-0.000911008j 
-0.00610725-0.000429261j 0.00204941+1.77203e-05j -0.0107806+0.000911931j 0.0022639-0.000478458j 0.020514-0.00304542j 0.0279558+0.000186565j 0.0328628+0.00075499j -0.0189452-0.000393896j -0.00500507-0.00302965j 0.0190337+0.000173591j -0.0667923-9.28278e-05j -0.0312768-0.00357486j 0.0270992+0.000917427j -0.0695373+0.000850586j 0.0819036-0.00337045j 0.117794+0.00145022j 0.0525913+0.00102136j -0.132292-0.00163374j 0.0606295+0.00619614j -0.143885-0.00142405j 0.0624356+8.23632e-05j 0.000870155+0.000917898j -0.00869527-0.00251828j 0.140285-0.00699759j 0.0134768+0.00606835j -0.136278-0.00117843j 0.0461339-0.00281167j -0.112724+0.00308221j -0.0289518+0.00231953j 0.0463804+0.00694412j -0.125369+0.00384718j -0.0692366-0.000661352j 0.0692562-0.00577101j 0.13225+0.00314532j 0.0877065-0.00241748j -0.0282747+0.00516696j -0.117962+0.00425345j -0.054338+0.000789198j 0.06413+0.00325586j -0.00539864+0.000966721j 0.0417715+0.00348232j -0.134722-0.00349002j 0.135473-0.000717597j -0.0741105+0.000295671j -0.0230108+0.000878293j 0.114115-0.00154124j 0.0207029-0.000240007j -0.244829+0.00241953j -0.183816+0.00131809j 0.0640884-0.000745812j -0.0112826-0.00119052j -0.205489+0.000398931j 0.0707772+0.000120996j 0.0515031+0.00222253j -0.313971+0.000526852j -0.0765149+0.00441656j -0.0253035-0.00258517j 0.023425-0.00264221j 0.0210426+0.00126418j -0.307956+0.000150156j -0.0169498-0.000231823j -0.178436-0.000440141j -0.0854321+0.00109903j 0.114262+0.00428097j -0.0757491+0.00325371j -0.0323646-0.0013268j 0.179669+0.00362746j -0.0959518-0.00135276j 0.0777724-0.00147003j 0.271829+0.00163574j -0.0932067-7.17624e-05j 0.111225+6.94224e-05j -0.252367-0.00323031j -0.0576124+0.00224532j -0.157174-0.00140379j 0.100314+0.00178362j -0.0602672-0.00130655j -0.00263637+7.97939e-05j -0.0383094+0.00176375j 0.130872-0.000564607j 0.0787257+0.00145738j -0.0416518-0.00180858j -0.022683+0.000466792j 0.000170058+1.82879e-05j -0.025435+0.000798861j 0.00590766-0.00250588j 0.0372368+0.000259304j 0.00866638-1.61398e-05j 0.00120313-0.000360373j 0.00346946+0.000475023j 0.00349388+0.000710312j 0.00268289+0.000145936j 
0.00127016+0.000961446j -1.77207e-06-0.000109771j 0.0380983-0.000937714j -0.00926622-0.00085123j -0.0185929-0.00106001j -0.0561448+0.00306096j 0.0189724-0.00125513j 0.0115049-0.000705042j 0.0122215+0.000337581j -0.0813809+0.00120265j 0.0381279-0.000476786j 0.09567+0.00160362j 0.0894272+0.00109263j 0.00484029-0.00017575j -0.00376213-0.00151425j 0.0218603-0.00137224j -0.036885+0.00296837j -0.0805694-0.00225583j -0.002972+0.00309125j -0.22955+0.00491176j -0.243942+0.00416245j -0.0418453-0.00245581j 0.0881954-0.00468786j 0.0534794+0.00192605j 0.194822+0.00535957j 0.0141169+0.00381361j 0.0310748-0.000896052j -0.281982-0.00181394j -0.132291+0.000443312j -0.0261738-0.00198689j -0.0192972-0.00100904j 0.252026-0.00341753j 0.0270881+0.00322314j -0.109958+0.000105529j -0.151475-0.00180116j -0.110756+6.06861e-05j 0.113025+0.00276586j 0.016729+0.00176598j 0.058752+0.000317392j 0.228781+0.00181065j 0.161559+0.000874101j -0.0578748-0.00388953j -0.0745434-0.00100507j 0.0244899+0.0020982j 0.0359267-0.00214964j -0.0455893+0.0034321j -0.15275-0.000191084j -0.0982548-0.00191576j 0.0760823-0.00293666j 0.0172275+0.00468813j 0.151996-0.00221287j -0.273026+0.00119749j 0.0780398+0.00121612j 0.0422625+0.00121487j 0.0107025-0.000313425j -0.0200948+0.0033568j 0.133182-0.00066042j 0.0276469-3.04623e-05j 0.126182-0.00343874j 0.229256+0.0031094j 0.0787268-0.000795208j -0.0190153+0.000163168j 0.0861057-0.00084515j 0.0138958-0.000439857j -0.0904525+0.000459105j -0.0687229+0.000980411j 0.154971+0.00124435j 0.0980315+0.00090831j 0.0279786+0.00119278j -0.140053-0.000907293j 0.100419+0.000667577j -0.256618-0.00233194j -0.0941732+0.000682021j -0.0662673-0.000917261j -0.0224505-0.000115379j 0.0262679+0.00195896j -0.0514156+0.000308812j -0.0761489-0.000117395j 0.0401117+0.0012309j 0.0454795+1.9622e-05j -0.0191312+0.000296143j -0.0497542-0.000346543j -0.0113712-0.000182412j 0.0266078+0.00198224j 0.0247058+0.00133558j 0.0180842+0.00108247j -0.0128143+0.00225077j 0.00739053-0.000681886j 0.00651427-0.000670883j 0.00703814-0.000495916j -0.004797-0.000283008j -0.00102521-0.000763564j 
