0.127194-9.64506e-16j 0.121789-0.000589659j 0.0305671+0.0334895j -0.0877678-0.117467j 0.0180402-0.0467463j 0.0319586+0.0423749j 0.00862075+0.0913484j 0.0159861-0.0268669j -0.0130809+0.0646296j 0.0170798-0.0311511j 0.00335042-0.0281117j 0.00912977+0.0321186j -0.00623322+0.00610497j 0.0055885-0.0014468j -0.00220836-0.0199634j -0.0164682+0.04055j 0.0133615-0.0301829j -0.00331807-0.0183778j 0.0147619-0.00178363j 0.00563455+0.0282031j -0.00572715+0.0242724j 0.014113+0.00581774j -0.0131398+0.00453976j -0.0105338-0.00470046j -0.00490615+0.0192863j -0.000511717-0.0113973j -0.017404-0.0125216j 0.0219107+0.0231771j 0.00605616+0.0102829j 0.00934399+0.0024986j -0.0172824+0.00682418j 0.0236087+0.0065084j 0.00832377+0.0199929j 0.00833051-0.02511j 0.0673822+0.0150412j 0.041464-0.000747323j 0.0135832+0.0488401j 0.163169-0.0115171j -0.056776-0.109203j 0.0274246-0.0256347j -0.0180261+0.0310508j -0.0146326-0.110428j 0.0362665+0.0221697j -0.0162375-0.0655054j 0.039384+0.0188448j 0.0581653+0.00574315j -0.0114065-0.0153131j 0.0455294-0.0231169j 0.00171859+0.0179656j -0.0361116-0.0707479j -0.00670219+0.0245683j -0.0127831-0.000638635j 0.0487885-0.00223911j 0.0164244+0.0137476j -0.00554141-0.0386997j -0.00878959+0.0385929j 0.0173263-0.00903108j 0.00645706-0.0287726j -0.019553+0.0145318j -0.0295692-0.00527913j 0.0122322+0.0400873j -0.0101499+0.00582709j 0.0208567-0.0303134j 0.0107511-0.0126802j 0.00850224-0.0342832j 0.0106743+0.00332355j 0.00259842-0.004962j -0.00431129+0.0110201j -0.00578022+0.00151728j -0.0581913+0.0326948j -0.00229936+0.0218743j 0.000706773+0.00526927j 0.0276404-0.0298874j 0.0042853-0.0182228j -0.0284252-0.0214776j 0.0220293-0.00182207j -0.01809-0.0146143j 0.00969778+0.0162813j 0.0324521-0.0204222j 0.00426862+0.0211166j -0.0328207-0.0309624j 0.0212545+0.0120528j -0.00840723-0.00115226j -0.000405152+0.0520775j -0.0147745-0.0248337j 0.0535813-0.0438063j 0.0289288-0.0331246j 0.0233327-0.0781782j 0.00696111-0.00350025j 0.00904101-0.0355527j -0.129334+0.197052j -0.20015-0.218922j -0.284183-0.0411816j -0.0269116+0.127222j -0.0356857+0.141338j 0.0601527+0.0273401j -0.00832598-0.00088676j -0.174484-0.049464j 
-0.01809+0.0146143j -0.0376435-0.0135546j 0.0075664+0.0319374j 0.0232684-0.000874553j 0.0190976+0.0964724j -0.0285068+0.0275124j -0.0647895-0.0392489j 0.020146+0.0385939j -0.0281263-0.00308362j -0.0200525-0.0216658j 0.00442365+0.0399265j -0.0112834+0.0205342j 0.000325185+0.0105027j 0.026411+0.00467606j -0.00032491-0.0163132j -0.00585903+0.00619231j 0.00326932+0.016644j -0.0201402+0.0253898j -0.0349987-0.0152354j -0.00173023-0.0239008j -0.000275208-0.000341391j 0.0139064-0.0238361j -0.0026822+0.0124003j 0.00824568-0.00722169j -0.000588318+0.0140927j -0.00582006-0.00271732j 0.00386247-6.74219e-05j 0.000530363-0.00923793j -0.0051596-0.00040086j -0.0109695+0.00133823j -0.00803369-0.00835109j -0.00216885-0.00389287j 0.013338-0.0141154j 0.00320009+0.00277073j -0.0176385-0.00457249j -0.00438656-0.000705951j -0.0140078-0.00816565j -0.0292814-0.00286644j 0.000164683-0.00602987j 0.000723713-0.00756476j -0.00444733-0.00575544j -0.0453202-0.000480486j 0.0104012-0.0180594j -0.0243909+0.00473717j 0.038556+0.041107j -0.010522-0.0053302j 0.0267731+0.0579967j -0.0695782+0.0617578j -0.0203212+0.0587244j 0.0616641+0.0669683j -0.0729429-0.0268813j -0.110368-0.105941j 0.0114589+0.114531j 0.0313931-0.0541318j 0.0323183-0.0176942j -0.0134997-0.0166989j -0.0190027-0.0748942j 0.165167+0.157093j -0.0412769-0.091981j -0.0868368-0.0195627j 0.0358293-0.119518j -0.110658-0.0684379j 0.154876-0.0987295j 0.154652-0.11054j 0.0100998-0.0608081j 0.279472+0.018802j -0.0203976+0.0259794j 0.173888+0.0304902j 0.071311-0.0728692j 0.0291275+0.0758834j 0.0100288+0.0734313j -0.0225201+0.00674448j 0.0900976-0.0949239j 0.00597242-0.0283797j -0.0405945-0.0544691j -0.0166272+0.150071j 0.053032-9.02056e-16j -0.00268997-0.0003496j -0.072181+0.0394483j 0.152838-0.0109515j -0.10247+0.0634059j 0.00681911-0.00788873j -0.0442249+0.010276j -0.0287096-0.038663j 0.100864-0.0359693j 0.0124959-0.0304756j 0.0252875+0.0262196j -0.0336448-0.0370752j 0.00232087+0.0632994j 0.0427598+0.0394109j 0.0272592+0.111575j -0.0829524-0.0068582j -0.0364425+0.00956994j -0.039479-0.0658871j -0.0133519+0.000939264j 0.0249059+0.000925956j 0.0130091+0.0235765j -0.0187682+0.0215353j 
0.00969778-0.0162813j 0.00275784-0.0476198j -0.00401335-0.0694554j 0.0472688+0.0114135j 0.0379257+0.00427339j 0.0553504-0.00789558j -0.00193045+0.022149j 0.0480744+0.0414829j 0.0114354-0.00418993j 0.0102411+0.0549906j 0.0392122+0.00551181j -0.0363075-0.0308141j -0.0320363+0.0209084j 0.0141478-0.00274308j -0.0160861+0.0126963j -0.0264039+0.0361526j -0.0247151+0.0174303j 0.0379922-0.0107085j 0.00395082-0.00511368j 0.0219088-0.012273j -0.0153498+0.000287277j 0.00150475+7.18618e-05j 0.00179064+0.0143654j 0.0110206+0.0142913j -0.00833412-0.0188652j 0.00194101+0.000941683j -0.0144663+0.00223898j -0.0043719+0.00583601j -0.0119189+0.00152095j -0.012868+0.00203624j -0.004503+0.012946j 0.000808365+0.00565605j 0.0102118-0.0110748j 0.00138112-0.00538582j -0.0116252-0.013615j -0.00907368+0.00139433j -0.0125438+0.0143846j -0.0070698-0.0108522j 0.000546353-0.00632495j 0.00384821-0.00236973j -0.00290353-0.0152634j -0.018727-0.00892439j 0.0155592-0.00154058j 0.0124658+0.0483292j -0.00547913+0.0238713j -0.0207484+0.0151888j -0.00376938+0.00417502j 0.103578+0.0624656j -0.0384301-0.0675246j 0.089037+0.0322948j -0.051753-0.0362065j 0.00158053+0.128479j -0.0895775-0.092634j -0.146571-0.0226084j 0.129282-0.118519j 0.090293-0.126486j 0.00415696+0.0748981j -0.0618243+0.116223j -0.0582765-0.028307j 0.0729393-0.111466j -0.032334-0.168532j 0.129844+0.0195853j 0.182579-0.195783j 0.0941477-0.0591695j -0.202919+0.0568226j 0.0205751+0.0552025j -0.0029534+0.00693917j 0.00346079-0.157972j -0.00755515-0.0486384j 0.0184914-0.0547193j 0.150146-0.0287875j -0.0429213+0.0339259j 0.0815964+0.165924j -0.00226411-0.0438006j 0.0228175+0.0429659j 0.0171165+0.0733573j -0.00268997+0.0003496j 0.0366983+8.74301e-16j 0.0389493+0.011693j -0.0934147-0.00744249j 0.037831-0.00577547j -0.00455976+0.0664211j -0.00029976+0.03083j -0.0241174+0.0302982j -0.0434295-0.0546609j -0.0665627+0.017203j 0.0652956-0.0121996j -0.0321502-0.0017803j -0.0217152+0.0536196j -0.0643035+0.039114j -0.0385136+0.00920066j -0.0425671+0.0793542j -0.0164259-0.047382j 0.00567036+0.0432319j 0.060925-0.0566842j 0.0244136-0.0146704j -0.0435258+0.0131211j -0.027512+0.0316571j 
0.0324521+0.0204222j 0.0125028-0.0291053j -0.00171895-0.0301525j 0.0263926-0.0148608j -0.0150369+0.0574602j -0.069716+0.0756895j 0.0282471+0.0286029j 0.0172691-0.026276j -0.0417271+0.0070934j 0.00211449+0.000667746j -0.0553419-0.0274519j 0.0201776+0.0258598j 0.00730988-0.0107959j 0.0141977-0.0144116j -0.0192233+0.00998919j -0.0139079+0.00385064j 0.00933378-0.00275436j 0.010133-0.021211j -0.00271643+0.0163876j -0.017982-0.000124531j -0.0144204-0.0163055j 0.00921003+0.0116625j 0.00166379+0.00170799j 0.0185159+0.00641297j 0.00620054-0.0251246j 0.0170327+0.00676598j 0.0103917+0.0125j 0.00478626+0.0123301j -0.00591604+0.0171919j 0.0107125-0.00590625j 0.0106467-0.00422313j -0.0122834+0.0051621j 0.00399384+0.00353326j 0.0125915-0.00372164j 0.00205666+0.00590509j -0.0027535+0.0033323j 0.0203955-0.0123529j -0.00630672+0.00505629j 0.0193108-0.0157943j 0.0219484+0.00393994j -0.0133185+0.011589j 0.0134851-0.00973754j 0.0290897+0.00248829j -0.0392693+0.0506966j 0.00179129-0.0408903j 0.0708587-0.0321844j -0.057831+0.0597557j -0.0535361+0.0967156j -0.0565781+0.00941737j 0.108345-0.0139162j -0.114682-0.0296065j 0.0760509+0.0334975j -0.0729141+0.0484001j 0.125342+0.0925517j -0.101534-0.0609157j 0.0691625+0.065954j -0.173447+0.0653499j 0.12009-0.0334622j 0.00971706-0.0471499j 0.0555691-0.0132474j -0.0430403+0.0642525j -0.0713875+0.0797392j -0.0855127-0.0417171j 0.0920347+0.0870662j -0.068848-0.0817472j -0.0682837-0.062941j 0.184125-0.0517028j 0.00375606+0.0451994j 0.113332-0.0902711j -0.0110993-0.0462949j -0.119489+0.00496627j -0.0168571+0.133877j -0.0835788+0.0899473j -0.127076+0.0517966j 0.0111343-0.0210075j -0.0165434+0.0641721j -0.072181-0.0394483j 0.0389493-0.011693j 0.0084309+7.97973e-16j -0.0206761+0.0208789j 0.00675534-0.0176757j -0.00612237-0.0118319j -0.038827-0.0238183j -0.0393104-0.0189344j -0.0328149-0.0551406j 0.00533851-0.0211558j -0.0268005-0.0697062j -0.0325269-0.0406156j -0.0707563-0.0588446j 0.0470103+0.0738125j 0.00797133+0.0930747j -0.0486128+0.00813138j -0.0463213-0.0219348j 0.0201413+0.049024j 0.0460104-0.0126887j 0.0219068-0.0664954j -0.0213602-0.0322296j -0.0164853+0.00356622j 
0.00426862-0.0211166j 0.0209237+0.0298124j 0.0183287+0.0463966j -0.0177725+0.0109122j -0.0183576+0.00273503j 0.0184094-0.0594314j -0.0165665-0.0240758j -0.0236454+0.0129828j -0.00328705+0.0305621j 0.0103367-0.0218902j 0.0074424-0.0287049j 0.0313779+0.00859101j 0.00546206-0.0365018j -0.00602133+0.034898j 0.00911864+0.0311136j 0.000267616-0.0328161j 0.0233724+0.0483811j -0.00843845-0.014541j -0.00258123+0.0164358j 0.00618216+0.000693401j -0.0118028+0.00512974j 0.00627307+0.00290117j 0.0108549+0.0221731j -0.00226142-0.0239988j -0.000828776+0.0174506j 0.004741-0.00653718j -0.00199613-0.0150579j 0.00194041-0.0154302j 0.00198517+0.0199904j 0.0134613+0.00928967j 0.000453795-0.00870404j -0.00516112+0.00607508j 0.00498596-0.0104911j 0.00521625-0.00106809j 0.013664-0.000650582j 0.0049815+0.00651012j -0.00292708+0.00346895j 0.00249869+0.00603717j -0.0110392+0.00580741j -0.00396307-0.0046949j 0.00763954-0.00851529j -0.00813753-0.00166386j -0.00768755+0.0143064j -0.00900886-0.0310154j -0.0137929+0.0226297j -0.0144225+0.013321j 0.0273112-0.00738724j 0.0382205-0.070325j 0.0645014+0.0318068j -0.0816788+0.045355j 0.0516236+0.0656423j 0.045081-0.0682413j 0.102767-0.093972j 0.0503944+0.104129j -0.0317293+0.0190433j 0.056186+0.132199j 0.0305718-0.0122944j 0.0660737+0.117855j 0.0828377-0.0636338j -0.160628-0.267192j -0.11764-0.248934j 0.0111107-0.0890057j 0.0854363-0.172788j -0.0730737-0.0632683j -0.15269+0.0463991j -0.0596713+0.084029j 0.145486+0.0195354j 0.0572542+0.0127755j 0.0512896+0.0643291j -0.0741234+0.0592595j -0.032915+0.00391682j 0.125892+0.0243092j -0.0176996+0.0584453j 0.0250095+0.0197763j 0.129628-0.00560512j 0.0724692-0.0577132j 0.152838+0.0109515j -0.0934147+0.00744249j -0.0206761-0.0208789j 0.0343017+7.41351e-14j -0.119417-0.0822899j -0.0237767-0.0159308j 0.0585015+0.0188476j -0.00528146+0.0106645j -0.0166769+0.00877529j -0.0573079-0.0658587j 0.0111566-0.0264404j 0.0611254+0.0290075j 0.016981-0.0487837j -0.00557745-0.0489509j 0.0138241+0.00270378j 0.0352601-0.0213371j 0.0105465+0.0514845j -0.0193698-0.0556896j -0.0235174-0.0348552j -0.0249606-0.00300001j 0.00156401-0.00244512j 0.030698-0.0443322j 
-0.0328207+0.0309624j 0.0596801-0.0161656j -0.0241456+0.0323992j 0.010016-0.0068591j -0.0280976+0.0152461j 0.0440563-0.0708789j -0.0493647-0.0613143j -0.0456725-0.0657281j 0.0346056-0.0102193j -0.0173519-0.0150945j 0.0200104-0.0134658j 0.0322168-0.00163218j 0.00631459-0.0169215j 0.0138656+0.0109262j -0.00774532-0.00822109j -0.0198883-0.00350969j -0.0159132+0.0242997j 0.00858274+0.0232599j -0.0148981+0.0299155j -0.00269713+0.00492553j -0.00861322-0.0104198j 0.00586658-0.00828036j -0.00176671-0.00130099j -0.0181377-0.00427486j 0.0135156+0.00190988j -0.00186614+0.00364929j 0.0128019-0.012909j 0.0066786+0.00633459j -0.00253266-0.0263652j -0.00111697+0.0106352j 0.00499407+0.00849449j 0.0025494+0.00280936j 0.00585219+0.00745352j 0.00451128+0.0020241j 0.0119465-0.000847717j 0.000186838-0.0128286j -0.00247567+0.0190294j -0.00424986-0.00162256j 0.00176505+0.0237512j 0.00963391+0.0259139j 0.00182412-0.00398328j 0.0104929+0.0113947j -0.00171688-0.00369278j 0.00659552-0.0111124j -0.0374812+0.0896671j -0.0682162-0.0411467j -0.0181568+0.0381306j 0.00699901-0.0909847j 0.0728553+0.094956j -0.0464348-0.026599j 0.00373149-0.0468865j 0.0363059-0.00623188j 0.0313437+0.0127098j -0.00479365+0.0545021j 0.111555+0.0335472j 0.0674149+0.11119j -0.189381+0.0520379j -0.058448+0.0907649j 0.0787847+0.0134102j 0.00122087+0.162949j 0.0190577-0.205232j 0.0801863-0.0408967j -0.0489833-0.0717073j 0.141337-0.0685919j 0.0904976+0.03557j -0.00771828-0.145233j -0.022511+0.16393j 0.00770551+0.150414j -0.00215126-0.151405j 0.0529647-0.0745202j 0.120294+0.0361772j 0.00960156+0.0828412j -0.0365985-0.0156852j 0.0222997-0.0671172j -0.00421567+0.00482308j -0.0508872+0.0568941j -0.10247-0.0634059j 0.037831+0.00577547j 0.00675534+0.0176757j -0.119417+0.0822899j 0.11203-2.09277e-14j 0.0129165-0.0189462j 0.0357102-0.00506282j 0.0945858+0.0432979j -0.0157761-0.0278988j -0.0378934-0.0214802j 0.0169305+0.0145704j -0.0074053+0.0119476j 0.00639913-0.00752042j 0.0138863-0.0589344j -0.0156293-0.0627001j 0.0302947+0.0421869j -0.0197713-0.0110712j 0.00115769+0.0380872j -0.00669423-0.029633j 0.0271299-0.0252214j 0.00934667-0.00375204j -0.0252481-0.0358272j 
0.0212545-0.0120528j 0.0166191-0.025996j -0.000420428-0.0131653j 0.0343325-0.0591969j 0.0751898-0.0312403j 0.109155+0.00513419j -0.00863641-0.131911j -0.0117957+0.0615385j -0.0311453-0.0120817j -0.0298467-0.0604879j -0.0151346+0.0327256j 0.0201508+0.000560888j -0.0264451+0.00561208j -0.0154873-0.0154505j -0.000555874-0.00535712j -0.0120919+0.00473144j 0.00820167+0.017248j 0.0203928+0.00512004j 0.0173127+0.00741956j 0.00886413-0.0123244j -0.00325575-0.00419636j -0.00187228-0.00361858j 0.00850907-0.0122644j 0.0145581+0.00763056j 0.00625115+0.00108063j 0.00221609-0.00337951j -0.00566108-0.00424944j 0.00332363+0.00340154j -0.0143983-0.00604229j 0.00555167+0.00842827j -0.00656351+0.0133082j 0.00485698+0.00460779j 0.00427972-0.0213097j 0.00652051-0.00401394j -0.00966657-0.0101888j -0.00346846+0.0104302j -0.0240844+0.0237503j -0.0129571+0.0062391j -0.0123532+0.0101312j -0.0110181-0.0280952j 0.00931797-0.0318139j -0.0362193-0.00867274j 0.00437716-0.058829j 0.0262395+0.00743106j -0.0466911+0.0634598j -0.0326672-0.0769719j 0.0867549-0.106558j 0.140545+0.0191105j -0.00646681+0.101126j -0.0183408+0.0962843j -0.128692-0.0935582j -0.0248785-0.244796j 0.125476+0.0337498j -0.0405948-0.0593666j -0.0897303+0.186772j 0.0935587+0.00174982j 0.0021588+0.147693j -0.0281332+0.0376121j 0.0842319+0.0562742j -0.061686+0.038965j -0.088158-0.0671149j -0.053582-0.0510738j 0.0833033+0.018397j 0.064611+0.128795j -0.0976936-0.0710541j -0.0823861+0.0319582j 0.00650301-0.0149129j -0.0113521+0.142845j -0.0667951-0.00852122j -0.0604272+0.107342j -0.0284144+0.032931j 0.0798072-0.105871j -0.0728288+0.0321986j 0.0703299+0.0220646j 0.075242-0.0586808j -0.00360956-0.0150233j 0.00681911+0.00788873j -0.00455976-0.0664211j -0.00612237+0.0118319j -0.0237767+0.0159308j 0.0129165+0.0189462j 0.0161417+3.20577e-15j -0.00590354-0.0376054j 0.0173036-0.00295002j -0.11326+0.0347149j 0.0282482+0.00230384j -0.0132533+0.0447425j -0.0199518-0.0273803j 0.0760664+0.0359605j -0.0692642+0.000572285j 0.00255739+0.0133477j -0.00815499+0.0190779j -0.0103434-0.00919259j -0.0504287-0.039865j -0.0121097-0.0291376j 0.00141229+0.00578866j -0.00272857-0.0143252j -0.0107509+0.00967987j 
-0.00840723+0.00115226j 0.00138164+0.00499747j -0.0217252-0.0363536j -0.0272437-0.0423992j 0.11754-0.00466644j -0.0323531+0.0936701j 0.052003-0.0832696j -0.0651132-0.0337785j 0.0113706-0.0344071j 0.0290827+9.69115e-05j 0.0161324-0.0187808j 0.00628183+0.0223114j 0.00722691+0.0208036j 0.00778294+0.00857488j -0.017638-0.00570271j 0.0269174+0.00672935j 0.00454161-0.00323633j 0.00949372+0.0161393j 0.0039141-0.0110163j 0.0225591-0.00730248j 0.00689075+0.0136482j -0.00227786-0.00455784j 0.00953676+0.00235589j -0.00767014+0.00608696j 0.00488279-0.00233732j -0.000528116-0.0023843j -0.00118154-0.0039972j -0.00537949+0.0131434j 0.0101466-0.00490612j -0.00545726+0.00265671j -0.0117087+0.0171701j 0.000388124+0.00767624j -0.0155754-0.009951j -0.0018653-0.0184922j 0.0172525-0.0173229j -0.00648565+0.0210604j -0.018832+0.00373692j 0.0126453+0.0070258j -0.0230643+0.00682652j 0.0155703-0.0172662j 0.0545067+0.0100683j 0.0378706-0.0234287j -0.00822482-0.0428628j 0.0709309+0.0480785j 0.0233124-0.00386992j 0.00555678-0.0954233j 0.174583+0.0336129j -0.0837011+0.0854196j -0.0641222+0.108355j -0.0767508-0.0456065j 0.0247319-0.092037j 0.22244+0.0436392j 0.0854958+0.130946j -0.00575483-0.0439054j -0.156067-0.0373389j -0.0327861+0.0237454j -0.118778-0.111354j 0.0698477+0.0819626j 0.0693413-0.0360796j 0.046864+0.0101984j -0.119066-0.00707621j 0.204449-0.0639115j 0.036645-0.0199464j -0.100412-0.134989j -0.0571438+0.0557277j 0.0634022+0.0061222j 0.0251791+0.0214921j -0.0134637-0.147409j -0.0273525-0.0787809j 0.044435+0.047445j 0.0900066+0.09087j 0.0394894-0.0345566j -0.0535123+0.0064514j 0.0301496-0.0073664j 0.0666567-0.0150891j -0.0406192+0.0409971j -0.0442249-0.010276j -0.00029976-0.03083j -0.038827+0.0238183j 0.0585015-0.0188476j 0.0357102+0.00506282j -0.00590354+0.0376054j 0.0539763+2.65066e-15j -0.0213128-0.0438565j -0.054148+0.0140716j 0.00814741+0.0641096j 0.031771+0.0241103j 0.0536008+0.064282j -0.0167006-0.013672j 0.042555+0.0315507j 0.00376436-0.0528926j -0.0582662-0.0304596j -0.0615874-0.0445685j -0.027497+0.0384689j 0.00245868-0.0179385j 0.0141024+0.0414665j 0.00622807+0.0165287j -0.0229014+0.0123922j 
-0.000405152-0.0520775j -0.00603099-0.0132905j 0.0720745+0.0253575j 0.0212797+0.00478531j 0.00122688-0.054999j 0.0239801+0.0568896j 0.0542064+0.0603011j 0.0350954-0.0157941j -0.0269774+0.00750547j -0.00402085+0.0181822j 0.0204639+0.00321414j 0.00186693-0.0190039j 0.0236183+0.00175893j -0.00762447+0.00110952j -0.0118809-0.0112785j 0.030476+0.0250178j -0.00670766+0.0126437j -0.00126133-0.00664448j -0.00356233+0.0193676j -0.0128165+0.0186494j 0.00717302+0.0208516j -0.00176893-0.00898781j -0.00494872+0.0114399j 0.00198955+0.00763849j -0.000706014-0.0226519j -0.0017811-0.0105385j 0.00633785-0.00234184j -0.00397049-0.00607152j 0.00129304+0.00328057j -0.0069057-0.0032046j -0.0117398+0.0039331j 0.00778678+0.00786334j -0.0131228-0.00960527j -0.00940918-0.010506j -0.00299636+0.00373378j -0.00650869+0.00714445j -0.0121791-0.00356003j 0.0136694+0.0202383j 0.0108688+0.015723j -0.0179406-0.0240991j 0.00612646-0.00106785j -0.0396513-0.00588176j 0.00208987-0.000629604j -0.0324862-0.0408877j -0.0544281-0.0936187j 0.0673988-0.0165605j -0.0178619-0.0320648j 0.0392823+0.0709859j 0.00474238-0.020293j 0.0187007-0.0958922j 0.096112+0.0870716j -0.054173+0.103419j 0.124503-0.000367031j 0.000247324+0.0306876j -0.0219747-0.0373522j -0.0590922+0.130126j 0.087868+0.110473j 0.131168+0.13712j 0.00502783+0.0757777j -0.170278+0.00599542j 0.0552453-0.204811j 0.0258391-0.02553j 0.0700971-0.116684j -0.0659168-0.0568494j 0.00715756-0.198809j -0.111359-0.060753j -0.0236725+0.189893j 0.108497-0.0775539j 0.0270211-0.0218657j -0.0131711-0.086818j 0.0633749-0.0615017j 0.0233075-0.125646j 0.0235799+0.0438633j 0.0123737+0.0229687j 0.0378231+0.0465198j -0.0291433-0.0832977j -0.0287096+0.038663j -0.0241174-0.0302982j -0.0393104+0.0189344j -0.00528146-0.0106645j 0.0945858-0.0432979j 0.0173036+0.00295002j -0.0213128+0.0438565j 0.0154342-1.33227e-15j -0.0388477+0.047412j 0.0678845-0.0389431j 0.00964126-0.0155088j 0.0446483+0.0237395j 0.0303464+0.033891j -0.0496375+0.00914338j -0.00567744+0.019074j -0.00674981-0.0531428j 0.0338899+0.0425737j 0.043524+0.00173199j -0.0416558+0.0551696j -0.0622597+0.00444204j -0.0305513+0.0442016j 0.00931875-0.0204753j 
-0.0147745+0.0248337j 0.0144176-0.00059702j -0.019818-0.0482766j -0.0362764-0.000546334j 0.0293277+0.147167j -0.0660662-0.0371777j -0.0339473+0.0163495j -0.0909242+0.0243663j -0.0451801+0.0119635j 0.00541288-0.039618j -0.0154593+0.0227596j -0.0390624+0.0121224j 0.00297464-0.00341962j 0.0120382-0.0330452j -0.0126436-0.00257471j 0.00775637+0.0121394j 0.00079909+0.00458565j -0.000409473-0.00971687j 0.0123014+0.00983994j -0.00814648+0.00275297j -0.000960544-0.013385j -0.000215158+0.00500536j 0.00655292+3.64968e-05j -0.0242389+0.0015158j 0.0034139+0.00118532j 0.00520679-0.00282506j -0.00351565-0.00551166j 0.0109172-0.00063836j 0.00963792-0.00356644j 0.00275723-0.00398439j -0.00275645-0.000556211j -0.00443421-0.0100215j -0.0138245-0.0105068j 0.00492243+0.00658855j 0.00915509+0.000751162j 0.00347377-0.00504769j 0.0104404-0.00609141j 0.00139463-0.00360045j -0.0226363-0.0313351j 0.018377-0.00920728j 0.0338782+0.0046682j 0.0464505+0.000861854j -0.0208573-0.0363606j 0.0494655+0.0693995j 0.0997115+0.0555958j -0.024339+0.0594854j 0.102398+0.183377j -0.0639301+0.0217144j 0.00650032-0.113919j -0.0618484+0.0835495j -0.260896+0.0116352j 0.0674205-0.0735776j -0.158824+0.00235882j -0.0354995-0.0439552j -0.00508047-0.113333j 0.000825435+0.00349686j 0.0594714+0.0355189j -0.117183+0.0413225j -0.0380427+0.0720412j 0.0092682-0.00243225j -0.136307-0.19545j 0.0104377+0.0243427j -0.108324+0.173167j -0.000879151+0.00683372j -0.105237-0.0625596j -0.0224938+0.0362723j -0.0332667-0.00741762j 0.0179781-0.0859496j -0.000360884-0.0617295j 0.0798345+0.114443j 0.0732501-0.107708j -0.022804-0.041883j -0.0939482-0.0720931j 0.021532+0.0455433j 0.0113038-0.034227j 0.00486988-0.039562j 0.100864+0.0359693j -0.0434295+0.0546609j -0.0328149+0.0551406j -0.0166769-0.00877529j -0.0157761+0.0278988j -0.11326-0.0347149j -0.054148-0.0140716j -0.0388477-0.047412j 0.060906-6.93889e-18j -0.0279909+0.0545509j 0.00723808+0.0531046j -0.0376435+0.00894771j -0.0160265-0.0134026j 0.0350123+0.00680141j 0.0389481-0.0584366j 0.00901607+0.0498174j 0.0529627+0.0191143j -0.0629287-0.0041548j 0.00527198-0.0505132j 0.0469285+0.0931131j 0.00945192-0.0343333j -0.00385747-0.00629406j 
0.0535813+0.0438063j -0.0208684-0.00455363j -0.121289+0.0942479j -0.162335-0.136369j -0.0133459-0.024966j -0.0544811-0.0248378j 0.0141956+0.0293496j 0.0477182+0.05024j -0.030766+0.0222139j 0.0293056-0.0294378j -0.0124341-0.00557115j -0.0280925+0.0563925j -0.0116251-0.0393333j -0.00141703-0.00910827j -0.00608221-0.00283091j -0.0112695-0.0203391j 0.00326437+0.00195337j -0.00303174+0.0172132j -0.00860763+0.00103477j -0.00354845+0.0255804j 0.018661-0.00762944j 0.010876+0.0275211j -0.0191984-0.0019684j 0.0151178+0.00615217j 0.0174102+0.0122903j -0.00620319+0.00434986j -0.00262716-0.00326983j -0.00315793+0.00602086j -0.00543784-0.0134513j 0.0141783+0.000961868j 0.0279963-0.0109211j -0.0166785+0.00778332j -0.00765473+0.0211631j 0.00450787-0.00399424j 0.0100575+0.0124478j 0.00491959-0.0200817j 0.0288846+0.00471246j 0.016878+0.0176319j -0.00375324+0.00443499j -0.0202899+0.013866j -0.00370243+0.0456379j 0.0845732-0.0116582j -0.0840546-0.0869626j 0.0843963-0.0330681j 0.0612496+0.0216885j -0.0137573+0.0469755j -0.0917891-0.0948688j 0.0184662+0.0125452j -0.134544-0.0692609j 0.122488+0.108318j -0.0367601-0.00401843j 0.118685-0.0497852j -0.0583269+0.0337012j -0.0856054+0.021032j 0.0476034-0.142823j -0.00902988+0.240075j -0.0605316-0.0454803j 0.000624838+0.0627899j 0.16372-0.0993453j -0.0415826-0.00364536j -0.0108376+0.0293028j 0.0424189+0.0791296j -0.0512006+0.00776875j 0.0547733+0.0262304j -0.0133905-0.0319102j -0.0299834-0.0214898j 0.0161063+0.0280433j 0.0236331+0.0605773j -0.0112516-0.0408495j 0.0253821+0.0194228j 0.040683-0.0384357j 0.0332829+0.00500722j -0.0391583+0.0313815j 0.000824266+0.0768486j -0.122201+0.0247477j 0.049806-0.0159925j 0.0124959+0.0304756j -0.0665627-0.017203j 0.00533851+0.0211558j -0.0573079+0.0658587j -0.0378934+0.0214802j 0.0282482-0.00230384j 0.00814741-0.0641096j 0.0678845+0.0389431j -0.0279909-0.0545509j 0.0266989+2.35922e-16j -0.0288792+0.0182335j -0.00677796+0.034649j 0.0155651-0.049582j -0.0384673-0.0234616j -0.0296307-0.0418729j 0.0111199-0.057069j -0.0102958-0.00613796j -0.0227696+0.0260238j 0.0084575+0.0507568j 0.00312645+0.0761181j 0.0302136-0.082283j -0.011833+0.0633145j 
