0.127194-9.64506e-16j 0.121789-0.000589659j 0.0305671+0.0334895j -0.0877678-0.117467j 0.0180402-0.0467463j 0.0319586+0.0423749j 0.00862075+0.0913484j 0.0159861-0.0268669j -0.0130809+0.0646296j 0.0170798-0.0311511j 0.00335042-0.0281117j 0.00912977+0.0321186j -0.00623322+0.00610497j 0.0055885-0.0014468j -0.00220836-0.0199634j -0.0164682+0.04055j 0.0133615-0.0301829j -0.00331807-0.0183778j 0.0147619-0.00178363j 0.00563455+0.0282031j -0.00572715+0.0242724j 0.014113+0.00581774j -0.0131398+0.00453976j -0.0105338-0.00470046j -0.00490615+0.0192863j -0.000511717-0.0113973j -0.017404-0.0125216j 0.0219107+0.0231771j 0.00605616+0.0102829j 0.00934399+0.0024986j -0.0172824+0.00682418j 0.0236087+0.0065084j 0.00832377+0.0199929j 0.00833051-0.02511j 0.0673822+0.0150412j 0.041464-0.000747323j 0.0135832+0.0488401j 0.163169-0.0115171j -0.056776-0.109203j 0.0274246-0.0256347j -0.0180261+0.0310508j -0.0146326-0.110428j 0.0362665+0.0221697j -0.0162375-0.0655054j 0.039384+0.0188448j 0.0581653+0.00574315j -0.0114065-0.0153131j 0.0455294-0.0231169j 0.00171859+0.0179656j -0.0361116-0.0707479j -0.00670219+0.0245683j -0.0127831-0.000638635j 0.0487885-0.00223911j 0.0164244+0.0137476j -0.00554141-0.0386997j -0.00878959+0.0385929j 0.0173263-0.00903108j 0.00645706-0.0287726j -0.019553+0.0145318j -0.0295692-0.00527913j 0.0122322+0.0400873j -0.0101499+0.00582709j 0.0208567-0.0303134j 0.0107511-0.0126802j 0.00850224-0.0342832j 0.0106743+0.00332355j 0.00259842-0.004962j -0.00431129+0.0110201j -0.00578022+0.00151728j -0.0581913+0.0326948j -0.00229936+0.0218743j 0.000706773+0.00526927j 0.0276404-0.0298874j 0.0042853-0.0182228j -0.0284252-0.0214776j 0.0220293-0.00182207j -0.01809-0.0146143j 0.00969778+0.0162813j 0.0324521-0.0204222j 0.00426862+0.0211166j -0.0328207-0.0309624j 0.0212545+0.0120528j -0.00840723-0.00115226j -0.000405152+0.0520775j -0.0147745-0.0248337j 0.0535813-0.0438063j 0.0289288-0.0331246j 0.0233327-0.0781782j 0.00696111-0.00350025j 0.00904101-0.0355527j -0.129334+0.197052j -0.20015-0.218922j -0.284183-0.0411816j -0.0269116+0.127222j -0.0356857+0.141338j 0.0601527+0.0273401j -0.00832598-0.00088676j -0.174484-0.049464j 
0.00912977-0.0321186j -0.0119615+0.0200236j 0.0149298+0.0343219j 0.00394913-0.0364631j 0.00947686+0.0233364j -0.00123302-0.00250636j -0.0252813-0.0396591j -0.00280311+0.0405472j -0.0310491-0.0182983j 0.00838296+0.0134835j 0.0686436+0.00863795j 0.0759847+1.13798e-15j 0.0567683+0.0412503j -0.0283602+0.01757j 0.112021-0.0235081j 0.0193088-0.0577102j -0.017609+0.0177636j -0.0418244+0.0267938j 0.124336-0.0180274j 0.0287384+0.0210019j 0.0484208+0.15736j 0.06055-0.0455982j 0.0350103+0.11403j -0.105935+0.0938588j 0.0357206-0.0269626j 0.0391724-0.139293j -0.0488282-0.0240216j -0.0876355+0.0300932j 0.0252174+0.0511961j 0.25403+0.0485573j 0.0267061+0.0372154j 0.0222753+0.0248564j -0.0421919+0.0694922j -0.0271701+0.3016j -0.132474+0.0511671j -0.012296+0.0856181j -0.196013-0.00594989j -0.0970764+0.0458177j -0.092009+0.154368j 0.151366-0.113015j -0.0572012+0.132105j 0.0689997+0.0431437j -0.100995+0.0407139j -0.0718359-0.0553593j 0.00805004-0.0363795j -0.0717791-0.0247671j -0.0328506+0.00625704j 0.0106594-0.0470342j -0.0408343-0.0110301j -0.0432247+0.00253506j -0.0200277-0.0115339j 0.0124779-0.0155985j -0.00288449-0.00473506j 0.0125341-0.00804348j 0.00336806-0.00673134j 0.00856438-0.0186373j -0.00248753+0.0203139j -0.00960291-0.000952196j 0.0191159-0.0110953j -0.00964335-0.00648229j 0.0243737+0.000646677j -0.0173256+0.0571081j 0.0275772+0.00544879j -0.0255504+0.00690631j -0.0123585+0.0137915j 0.0107826-0.0179413j -0.00884148+0.0180549j -0.0252084-0.012581j -0.000926734+0.00333226j -0.027762+0.0253646j 0.0123245-0.0111956j -0.0263666+0.0243174j 0.0162965+0.0192377j 0.00704449-0.00187918j -0.010501+0.0354816j 0.0101283+0.0455322j -0.0112834-0.0205342j -0.0363075+0.0308141j 0.0201776-0.0258598j 0.0313779-0.00859101j 0.0322168+0.00163218j 0.0201508-0.000560888j 0.00628183-0.0223114j 0.00186693+0.0190039j -0.0390624-0.0121224j -0.0280925-0.0563925j -0.0185473+0.0633446j 0.00714326+0.0329444j 0.0153137-0.0282507j -0.00148921+0.00722673j -0.0553241+0.00619656j -0.00858015-0.0270277j 0.0115678-0.0455625j -0.00110108+0.0444816j -0.00790628+0.000135931j -0.0410646-0.00502502j -0.00934373+0.0084812j -0.0378847+0.00801396j 
-0.00623322-0.00610497j -0.0535039-0.0407367j 0.0252865+0.0896724j -0.035848-0.0870615j -0.0214721-0.0219051j 0.0327156+0.0258656j -0.0428229-0.065212j 0.0117463-0.0406223j 0.00764445-0.0464546j 0.00113023-0.0320683j 0.0464445+0.00277791j 0.0567683-0.0412503j 0.0147137-3.4972e-15j -0.0630966+0.0553617j 0.020805-0.0069965j 0.00810898-0.0367951j 0.0753799-0.0301563j -0.0930131+0.0324441j -0.0591358+0.0638345j 0.0443965-0.033548j 0.00572923-0.0606393j 0.0213683-0.0394874j -0.0679447-0.0772927j -0.036394-0.0103807j 0.0828275+0.131693j -0.0325432+0.0969124j -0.00776002+0.0723307j -0.0131575-0.0345055j -0.19387-0.0706271j -0.141584+0.0616622j -0.0162242-0.0973571j 0.00801761-0.226247j -0.156235-0.16897j -0.022878-0.0901113j -0.025277-0.0966398j 0.054889+0.101866j -0.00953825+0.0974595j 0.148277-0.181043j -0.109628-0.0215471j 0.130517-0.0331129j -0.000429714+0.0996682j 0.216375-0.177629j 0.156445+0.0571164j -0.0621461+0.0889518j 0.026187-0.0399338j 0.00455019+0.00556747j -0.0295127+0.0128495j 0.0475172-0.0552746j 0.0133458-0.0166028j -0.0236361+0.0334376j 0.00233417+0.0305039j -0.00675798+0.0343488j -0.00312763-0.0253463j -0.0129185-0.00145949j 0.0203637+0.0101561j 0.0154618-0.0029997j -0.0182022+0.0171386j 0.00663851-0.0257709j -0.000662176-0.0143985j -0.000539344+0.000498183j -0.00330601-0.0236366j -0.00394708+0.0253434j -0.0134213-0.019258j 0.0261394-0.00853587j 0.0160379+0.0318738j 0.000478074-0.0162036j 0.0127396-0.0138133j -0.0133599-0.00381639j -0.00659764-0.0064109j -0.00424938-0.0298377j 0.00453192+0.0320597j 0.00827748+0.00359032j 0.0154679-0.016831j 0.00805292+0.00851107j -0.00422872+0.00916983j -0.00685984+0.0238245j 0.000325185-0.0105027j -0.0320363-0.0209084j 0.00730988+0.0107959j 0.00546206+0.0365018j 0.00631459+0.0169215j -0.0264451-0.00561208j 0.00722691-0.0208036j 0.0236183-0.00175893j 0.00297464+0.00341962j -0.0116251+0.0393333j -0.0104456+0.0138819j 0.0083318-0.0112468j 0.021932+0.0331899j 0.0185655-0.00234917j -0.0347603+0.0102953j 0.033525+0.0423572j 0.0155149+0.0159843j 0.00528448+0.00220207j -0.0466786+0.0318522j 0.0392238+0.00922222j 0.0209016+0.0131262j 8.81081e-05+0.0241878j 
0.0055885+0.0014468j -0.00340382-0.0265529j 0.0216873-0.0509051j -0.0096361+0.0315185j 0.0107839+0.00291908j -0.035195+0.0374135j -0.0204778-0.0458521j 0.0409288-0.0359485j 0.0062835-0.092845j -0.0352123+0.0317175j 0.0535824-0.0637528j -0.0283602-0.01757j -0.0630966-0.0553617j -0.0749622-1.19696e-14j 0.00943906-0.00870336j -0.0274645+0.04553j -0.0232789-0.0201622j 0.0897457-0.137149j 0.0176288+0.00036941j -0.0356695-0.123186j -0.0675305-0.0459222j 0.00555058-0.11691j 0.0803352-0.0758248j 0.0913501+0.0129043j -0.110259+0.030933j 0.163706-0.0127212j -0.00878391+0.0149963j 0.0319718+0.0191935j -0.0484848+0.143025j 0.0123054-0.107748j -0.0951483+0.158871j 0.0400995+0.149805j 0.16204-0.0337072j -0.0708889+0.166222j 0.082386-0.0305053j -0.0754394-0.0254551j -0.0858508+0.0125103j 0.0918378-0.0231911j 0.0656601-0.139291j 0.0977405-0.0393041j -0.0615785+0.0869141j 0.0401284-0.0242275j 0.0437454-0.0376883j 0.128139-0.00684448j -0.0137544-0.00947458j 0.0723277-0.00339866j -0.0044118-0.0216686j 0.0260524-0.0152635j 0.036786-0.0256311j -0.0111957+0.0302j -0.00369455+0.0515475j 0.0106775-0.0288414j -0.0087462+0.00934734j -0.000799684+0.0142065j 0.0142934+0.017434j -0.00997394-0.00629075j -0.0114989-0.00724116j 0.0223965-0.00758103j -0.0052922-0.00586362j -0.011032+0.00180494j 0.0110611-0.0172625j -0.01384+0.00973002j -0.000727422+0.000486003j -0.0134112-0.0136461j -0.00552893-0.0231995j -0.0249816-0.00895041j -0.0233896-0.00280411j 0.0172376-0.0129276j -0.00315227+0.0179318j 0.00423991+0.000867804j -0.0412592-0.0155784j -0.0142273+0.0265274j -0.00922309-0.0483487j -0.0116591+0.0250931j -0.0213127+0.0155218j 0.0295545-0.0107402j 0.026411-0.00467606j 0.0141478+0.00274308j 0.0141977+0.0144116j -0.00602133-0.034898j 0.0138656-0.0109262j -0.0154873+0.0154505j 0.00778294-0.00857488j -0.00762447-0.00110952j 0.0120382+0.0330452j -0.00141703+0.00910827j 0.0084597-0.0106691j 0.0162177-0.0249506j 0.00846352+0.0115436j -0.0235675+0.0336046j -0.0262175+0.0229956j -0.0045282+0.0244199j 0.0211089+0.0426379j -0.00779337+0.031455j 0.00450716+0.0148692j 0.0259195+0.0298724j -0.0140144-0.00372665j -0.00969236+0.00878975j 
-0.00220836+0.0199634j -0.0330106-0.00770527j -0.0104851+0.042178j -0.00593032-0.0450656j -0.0383506+0.00432436j -0.0181673+0.067071j -0.0209777+0.0316935j 0.0151738-0.0344355j 0.0119972+0.0457191j 0.0789189-0.0570553j -0.0245821+0.0239609j 0.112021+0.0235081j 0.020805+0.0069965j 0.00943906+0.00870336j -0.0354034-2.04003e-14j 0.0564536+0.0335809j -0.0309003-0.0421317j -0.0301833-0.0190944j 0.135315+0.0224875j -0.0480111+0.0741782j -0.00210394-0.0493329j -0.0155382+0.0553991j 0.0996202-0.0217879j 0.101528+0.0448441j 0.183583-0.0289108j 0.00753154+0.0146177j -0.203238+0.0907219j -0.0362252-0.0984668j 0.0517888-0.0112787j -0.0609629-0.0732923j -0.0570242+0.293134j -0.108505+0.194109j -0.0787515-0.0854459j 0.184153+0.037492j -0.0971174+0.123192j -0.0527743-0.0683281j 0.0925241+0.00485966j -0.0173058-0.0356646j -0.0853022-0.176313j -0.0474718+0.00803701j 0.113142-0.0598747j 0.0497359-0.10484j 0.0181365+0.0303187j -0.0955762-0.00110074j -0.0145587+0.0307482j -0.044728-9.79129e-05j 0.00784029-0.00424788j -0.00511658-0.0468026j -0.0261596+0.00703398j -0.0178408+0.000594443j -0.0121292-0.0392679j -0.0199226+0.0246248j -0.00248713-0.0281198j -0.00904016-0.0147891j 0.0218846+0.0165445j 0.0122961+0.0028929j 0.00989166+0.0142659j -0.00415402-0.00588156j 0.00150866-0.000699519j -0.00259664-0.0141456j 0.00694956-0.00581458j 0.0216208-0.0067519j -0.00589076+0.0218104j 0.000237553-0.0261691j 0.00285994+0.013861j -0.0124946-0.00267356j 0.0232466+0.0231665j -0.0484951+0.0050962j -0.00648663-0.0134517j 0.0131427-0.0268791j 0.0269653-0.0202251j 0.028164+0.0131694j 0.00941231+0.0208744j -0.0182631+0.0133052j 0.00206418-0.0200271j -0.00410287-0.00959776j -0.00032491+0.0163132j -0.0160861-0.0126963j -0.0192233-0.00998919j 0.00911864-0.0311136j -0.00774532+0.00822109j -0.000555874+0.00535712j -0.017638+0.00570271j -0.0118809+0.0112785j -0.0126436+0.00257471j -0.00608221+0.00283091j 0.00758151+0.00114711j 0.00428325+0.00288443j -0.00221349+0.00394041j 0.0099443-0.0184785j 0.026272-0.00491333j -0.0112578-0.0344437j 0.0146531-0.0149768j 0.0278258+0.0217468j -0.0223523+0.0138486j 0.00360108-5.60432e-05j 0.0163026+0.0172248j -0.00458793+0.0214465j 
-0.0164682-0.04055j -0.00201573+0.00199129j -0.0065941+0.061032j -0.00114275+0.0189274j -0.0353026+0.0234919j 0.0599117-0.0911058j 0.0296958+0.0551053j -0.0782215+0.02784j -0.0404386+0.0600558j -0.0653836+0.0195512j -0.0126415-0.0163579j 0.0193088+0.0577102j 0.00810898+0.0367951j -0.0274645-0.04553j 0.0564536-0.0335809j 0.119743+1.53072e-14j 0.0664125+0.012675j -0.0626304+0.124434j -0.00257803+0.0779484j 0.00861264+0.0364731j 0.0476379-0.0129128j -0.0117796+0.0883814j 0.0159206-0.13735j 0.053748+0.0195551j -0.0520557+0.123952j 0.163487+0.0592726j -0.23423-0.0136088j 0.00850585+0.0131849j 0.125238+0.120175j 0.179256-0.0969098j 0.0806669+0.227515j -0.0277685+0.2048j -0.0630241-0.11402j -0.101547+0.191581j 0.032418-0.0882809j 0.115471-0.124689j -0.0190408+0.108142j 0.058515-0.123469j 0.0610151+0.0492288j -0.0676846+0.083477j -0.0409863-0.0413652j 0.0451459-0.0027697j 0.0599339-0.0200603j -0.0472665+0.0552923j 0.0656866-0.0559783j 0.0206536+0.00928143j 0.00775842+0.0182964j -0.00473654+0.0301147j -0.0040602+0.0381581j 0.0337536+0.00527368j 0.00920094-0.0416577j 0.00298439+0.0271667j -0.0148682+0.00664049j -0.0120487-0.0300554j -0.0116412+0.0161594j -0.00183948-0.0161114j -0.0165642+0.00583699j -0.0134007+0.0114459j 0.00116475-0.0168672j 0.0424356-0.00357728j -0.0176448+0.00493699j 0.00982213-0.0117299j 0.0106504+0.0072724j 0.0247573-0.00125722j 0.00995057+0.0108183j 0.00253738+0.0295239j -0.0133236+0.0273866j -0.0111292+0.00539489j -0.00758256+0.0345952j -0.00893239-0.0181739j -0.0206087-0.0117285j -0.00808117+0.0396202j -0.00723553+0.0100572j 0.01611+0.0352959j 0.025033-0.00707258j -0.00285451-0.0241325j -0.00585903-0.00619231j -0.0264039-0.0361526j -0.0139079-0.00385064j 0.000267616+0.0328161j -0.0198883+0.00350969j -0.0120919-0.00473144j 0.0269174-0.00672935j 0.030476-0.0250178j 0.00775637-0.0121394j -0.0112695+0.0203391j -0.00498612+0.0139741j -0.00756174+0.0179468j -2.48637e-05-0.00802028j 0.010555-0.00258627j 0.0392819-0.0204212j 0.0355222+0.0423989j 0.0104249+0.0337802j -0.00484976-0.0432387j 0.00199059-0.0460758j -0.0110573-0.00841465j -0.0221403+0.0202294j 0.0298513-0.00103244j 
0.0133615+0.0301829j -0.0190034-0.0135919j 0.0104605+0.0155597j -0.0103018-0.0510978j -0.00407982-0.0205838j -0.0109032+0.0439873j 0.0235783-0.0248985j -0.047609-0.0160683j -0.0975141-0.0144777j -0.0755759-0.0473441j -0.033168+0.042584j -0.017609-0.0177636j 0.0753799+0.0301563j -0.0232789+0.0201622j -0.0309003+0.0421317j 0.0664125-0.012675j 0.0676341-8.57925e-14j -0.00927093-0.121131j -0.0570327+0.0278717j -0.111448+0.0232221j -0.00343279-0.0410963j 0.185707+0.147419j 0.153121+0.0820383j 0.120022-0.106658j 0.0937159-0.101505j 0.0618676+0.145196j -0.0526875+0.13262j 0.0319769-0.0243358j -0.0689706-0.0655853j 0.0950135-0.0667484j -0.099739+0.102249j 0.0100463+0.23884j -0.104412+0.107638j -0.261738-0.171373j 0.134738+0.0668852j -0.0376445+0.143281j 0.00536559-0.110485j 0.143855+0.0832098j 0.0391029+0.173133j 0.00946221-0.0352316j -0.0208937-0.076726j 0.0651353+0.0629491j 0.0717865+0.0363092j 0.0167827+0.0504956j -0.0404132-0.0404438j 0.0208402+0.0222183j 0.0119163+0.0258916j 0.0293411-0.00560406j 0.0325428-0.0123237j 0.0278322+0.0327349j 0.0220031+0.0104138j 0.00173842+0.00445908j -0.0132154-0.0156952j -0.0206416+0.00441362j 0.00518448-0.0287605j 0.0039402-0.0183895j -0.0052908-0.00729537j 0.00314305+0.000446899j -0.00701537-0.0110497j 0.00317041+0.0108104j 0.00064325-0.0180735j -0.00111143-0.0170799j 0.0228322+0.0149239j 0.0183284-0.0144315j 0.0121271-0.0211453j -0.0273713-0.0212915j -0.0403212-0.0207666j 0.0262649+0.0373296j 0.0144108+0.0307681j -0.00360009+0.0207115j -0.00628796+0.0237042j -0.0108586-0.00371537j -0.0354292+0.0182277j -0.02056+0.00699423j 0.0257723+0.00409417j 0.0127285-0.0144058j 0.00326932-0.016644j -0.0247151-0.0174303j 0.00933378+0.00275436j 0.0233724-0.0483811j -0.0159132-0.0242997j 0.00820167-0.017248j 0.00454161+0.00323633j -0.00670766-0.0126437j 0.00079909-0.00458565j 0.00326437-0.00195337j -0.00726748-0.00783867j 0.00390991+0.00654381j 0.00902491+0.00641382j -0.0111258-0.00064494j -0.018371+0.000164836j -0.0317918+0.0412405j -0.0433109+0.00705161j -0.00743342-0.00862647j -0.0109149+0.0116586j 0.0122451+0.0144629j 0.0162014-0.0251643j 0.0111957+0.0248514j 
-0.00331807+0.0183778j 0.0119501+0.0147166j -0.00678004-0.0476691j -0.012867-0.0176463j 0.0937237-0.0483743j 0.00647556+0.00584462j 0.0250272-0.0372037j 0.0657189-0.0115403j 0.0520815+0.0251223j 0.0119598+0.00293026j -0.0252128-0.0120128j -0.0418244-0.0267938j -0.0930131-0.0324441j 0.0897457+0.137149j -0.0301833+0.0190944j -0.0626304-0.124434j -0.00927093+0.121131j 0.114761-2.498e-16j -0.0627586-0.0366233j 0.0332307-0.00364635j 0.0233524+0.0636219j -0.143869+0.0819688j -0.115353-0.124551j 0.106665-0.0711163j 0.106727+0.0573513j 0.0397883+0.051845j 0.154173-0.0721347j -0.165645-0.059962j 0.112305+0.175344j -0.00106089-0.156071j 0.0187815+0.003421j 0.0584662+0.162356j 0.0270753+0.0283736j -0.0489926+0.0792005j 0.0655102-0.0921059j -0.0905217+0.134699j 0.0278185-0.134539j -0.0183795-0.102468j -0.122594+0.0214656j 0.0420963-0.173874j -0.056969+0.0797462j -0.0700157+0.0195819j 0.000314107+0.0178954j -0.013001-0.034183j 0.0217532+0.0684965j 0.0109625+0.0538169j -0.0382119+0.0153249j -0.0223543+0.00369544j 0.0464332+0.013172j -0.0421668-0.0100951j -0.01495-0.00223454j -0.00175032-0.00233116j 0.0267086+0.00975951j -0.0119466-0.00379882j 0.00451432-0.0314294j 0.00280744+0.00664044j 0.0248232+0.00955492j 0.00888603-0.0143002j 0.00319561+0.00789494j -0.0102547+0.0312541j 0.00470328+0.0210034j 0.00548682-0.00903449j -0.0220855-0.00641761j 0.0117059-0.0036145j 0.000574592+0.00410163j 0.0443821-0.0207321j 0.0297769+0.00572002j 0.00781599-0.018676j -0.00192733-0.00998109j -0.00359984+0.0421894j -0.0164972+0.0171694j 0.0152386+0.066477j -0.0257501+0.0306091j -0.00130689+0.00336728j -0.0334495-0.0128136j -0.0012883+0.0152518j -0.0201402-0.0253898j 0.0379922+0.0107085j 0.010133+0.021211j -0.00843845+0.014541j 0.00858274-0.0232599j 0.0203928-0.00512004j 0.00949372-0.0161393j -0.00126133+0.00664448j -0.000409473+0.00971687j -0.00303174-0.0172132j -0.0189937-0.0149417j -0.002802-0.0115581j 0.0103857-0.022873j 0.000528731-0.0130095j -0.0328651-0.0280711j 0.0313481+0.0174312j 0.0107438-0.0450936j -0.00578911-0.0146232j 0.0114815-0.00967968j 0.0150405-0.0340985j 0.0451763+0.00640454j 0.0183507-0.0150503j 
0.0147619+0.00178363j -0.0178552-0.00528449j 0.00167943-0.0126217j -0.0152057+0.00637445j 0.0359685+0.0104266j -0.00700415+0.0842432j 0.0501353-0.0391138j 0.0266774-0.00290056j -0.0209578+0.110256j -0.0339429-0.0249204j 0.0198937-0.0455487j 0.124336+0.0180274j -0.0591358-0.0638345j 0.0176288-0.00036941j 0.135315-0.0224875j -0.00257803-0.0779484j -0.0570327-0.0278717j -0.0627586+0.0366233j -0.268567+6.20393e-13j 0.0540568-0.0539278j -0.0424786-0.0208867j -0.0551575+0.0954184j 0.126438-0.0247563j 0.0561571+0.0425934j -0.232168+0.0127675j 0.0770247-0.0210742j 0.000475729-0.0620484j 0.0323411-0.0295831j 0.126122+0.0819365j 0.0204229+0.0126788j 0.170632+0.0767351j 0.0963457-0.0332564j -0.0616901-0.0672506j 0.133392-0.0959353j 0.138599+0.111357j 0.0347063+0.0606163j 0.00146904+0.0415224j 0.170009+0.144551j -0.051367-0.0384079j -0.0797963-0.0477446j -0.0551699-0.0828659j 0.0336696-0.043723j 0.0546782+0.0109029j 0.00226016+0.00508548j 0.0194944+0.0192964j 0.0544408+0.0693737j -0.00605687+0.024361j -0.00757888-0.0456562j 0.0443555-0.023055j -0.0294019+0.0348621j -0.0247283-0.0347879j -0.0141037+0.00131523j -0.0501587+0.00591672j -0.0442178+0.000538506j 0.0114171+0.00800119j -0.00627987-0.0373252j -0.0110169+0.00801833j 0.0170956+0.0103151j 0.000335488-0.0120297j 0.0693228+0.0153686j -0.0253744+0.00972808j -0.000807745-0.00190047j 0.0105334+0.0136839j -0.0131186-0.0177319j 0.0010549-0.00087538j 0.000548897+0.000441517j -0.00891248+0.0101318j 0.0340687+0.0138917j 0.0132725-0.00378652j -0.0105164-0.0238185j -0.022498+0.00141302j 0.0116638+0.0124769j 0.0225205+0.00836752j 0.0212144+0.0204996j -0.00157347-0.0217121j -0.00148179+0.0306409j -0.0349987+0.0152354j 0.00395082+0.00511368j -0.00271643-0.0163876j -0.00258123-0.0164358j -0.0148981-0.0299155j 0.0173127-0.00741956j 0.0039141+0.0110163j -0.00356233-0.0193676j 0.0123014-0.00983994j -0.00860763-0.00103477j 0.00364404-0.0039078j 0.00780916+0.00499728j 0.00363607+0.00558913j -0.00142818+0.0159106j 0.0282332-0.0102523j -0.0315801+0.0457541j 0.00933022-0.00302917j 0.0380613-0.00795781j 0.0191381-0.0124574j 0.00456816+0.00767398j -0.00960379-0.00314749j 0.0240571+0.026461j 
0.00563455-0.0282031j 0.0198971+0.0393664j 0.0107942-0.0461027j 0.00136816+0.0372366j 0.0749196-0.0637514j 0.0232867-0.0262736j -0.00327096+0.0230017j 0.0105143-0.0682947j 0.0389909+0.0743332j -0.0105703+0.0239644j 0.0097551-0.0162036j 0.0287384-0.0210019j 0.0443965+0.033548j -0.0356695+0.123186j -0.0480111-0.0741782j 0.00861264-0.0364731j -0.111448-0.0232221j 0.0332307+0.00364635j 0.0540568+0.0539278j -0.136056+7.85483e-15j 0.172037+0.153142j 0.0044011-0.0773078j 0.227542-0.0199202j 0.000923612+0.191965j 0.0214716+0.0120169j -0.162652-0.214705j 0.0815366+0.105798j -0.0746431-0.158847j -0.121028-0.0776226j 0.0640433+0.0255128j -0.162768-0.0514618j -0.0382545-0.173607j 0.117746+0.0161359j -0.0980573-0.0166616j 0.0357139-0.0530617j -0.09062+0.0449247j 0.0149999+0.00565762j 0.0538703-0.0254302j 0.0455571-0.0846331j -0.0862599+0.0169532j -0.0294352+0.0176413j 0.000417604+0.0199368j 0.0175447-0.0590989j 0.00630884-0.0217072j 0.0129607+0.0546401j -0.020936+0.0700191j -0.0310164+0.0183823j -0.0439481+0.0125766j 0.000283337+0.0288194j -0.0152429+0.034892j -0.0187984-0.0554671j 0.0268681-0.0174391j -0.0148417+0.031892j -0.00853911-0.0134797j 0.013003-0.00071149j 0.00570008+0.00242004j 0.00655326+0.024081j 0.000330181+0.00347521j -0.00181466-0.00531189j 0.00150274-0.0231531j -0.00601268+0.00820998j 0.0336978+0.0253156j 0.00538624+0.0201488j 0.0326871-0.00825494j 0.0239754+0.0480863j -0.000701111-0.00691282j -0.00755899+0.0193882j 0.00523086+0.0136851j -0.0286629-0.0311447j 0.0118584-0.0187324j -0.000321567+0.00563028j -0.00779395+0.0265505j -0.0178419+0.00714725j -0.033934-0.0360161j 0.0127233-0.000727834j 0.0137182-0.00508952j -0.00173023+0.0239008j 0.0219088+0.012273j -0.017982+0.000124531j 0.00618216-0.000693401j -0.00269713-0.00492553j 0.00886413+0.0123244j 0.0225591+0.00730248j -0.0128165-0.0186494j -0.00814648-0.00275297j -0.00354845-0.0255804j -0.000277582+0.00928639j 0.0115664-0.00260029j 0.00700813-0.0367896j -0.0154033+0.0114525j 0.0336276-0.031327j 0.020496+0.0304372j 0.0365808+0.00691327j 0.018184+0.000838869j 0.0264398-0.0436711j -0.0126102-0.0144876j -0.0242712+0.022145j 0.0362242-0.00122654j 
-0.00572715-0.0242724j 0.0186148+0.033266j 0.00452906-0.00239771j 0.00719847+0.0333436j -0.0189684-0.0323508j -0.0297072+0.0115764j -0.00433354-0.0342928j -0.0492206+0.00930043j -0.0430585+0.0341389j 0.0802386+0.0999074j -0.0956713-0.0482747j 0.0484208-0.15736j 0.00572923+0.0606393j -0.0675305+0.0459222j -0.00210394+0.0493329j 0.0476379+0.0129128j -0.00343279+0.0410963j 0.0233524-0.0636219j -0.0424786+0.0208867j 0.172037-0.153142j -0.127755-1.3025e-13j -0.0561669-0.113815j -0.11502+0.0343958j 0.0136742+0.114027j 0.0176186+0.136844j -0.0268055+0.13687j -0.0860133+0.0681783j 0.0508718-0.025901j 0.0827642-0.0142599j 0.00937394-0.168711j -0.00226433-0.0370936j -0.0171643+0.0299573j -0.0876395+0.0909508j 0.126104-0.0925012j 0.047457-0.124156j -0.0125962+0.0115622j 0.061659-0.028401j 0.0535609-0.0492361j -0.0208356-0.0255714j 0.00336244-0.00378688j -0.0888229+0.062634j -0.072394+0.0741749j 0.0259093-0.0114821j -0.0294475+0.0357353j 0.0445809-0.0100495j -0.0235619+0.00543087j 0.0226764-0.00565767j 0.048732+0.00146557j -0.0211476+0.00505371j 0.00650664+0.0139816j 0.016671+0.00339025j -0.0413278-0.0185877j 0.00271904+0.0367452j -0.0205001+0.00350487j 0.0224361-0.0209308j 0.00281975+0.0334108j 0.00626659-0.00552676j 0.0133805-0.0305191j -0.0152927+0.0122419j -0.0165531-0.00820522j 0.00936178-0.0105853j -0.00378956+0.00492153j 0.00194189-0.00566904j -0.0221504+0.0143134j -0.00172753-0.00584252j 0.00648249+0.000188101j 0.00639931-0.0120892j -0.0265334-0.0231146j 0.0144936+0.0138529j 0.00929733+0.0223085j 0.00161741+0.00515969j 0.00453993+0.00593475j -0.0369459+0.0168483j 0.0332793-0.0331295j 0.00285587+0.0174237j 0.0122531-0.0480864j -0.000275208+0.000341391j -0.0153498-0.000287277j -0.0144204+0.0163055j -0.0118028-0.00512974j -0.00861322+0.0104198j -0.00325575+0.00419636j 0.00689075-0.0136482j 0.00717302-0.0208516j -0.000960544+0.013385j 0.018661+0.00762944j -0.00580315-0.00452843j 0.00465906-0.0035289j 0.0214508-0.0183316j -0.00656439+0.00903939j -0.0228117-0.0270752j 0.0391622+0.0118589j -0.00908089-0.0219584j -0.0315083-0.0316587j -0.00591085-0.0116992j 0.0098295-0.0139175j 0.0123265+0.00620263j 0.0174895-0.00861869j 
