-0.00642684+0.0123642j -0.0204816-0.00415029j 0.0143803+0.00809266j -0.0394313+0.0191043j -0.0182791-0.00938474j 0.0102081+2.61791e-05j -0.0261175-0.0103199j -0.0025055-0.000772337j -0.00476659-0.0124551j 0.0077005+0.00227347j 0.0151737-0.0131777j -0.00936963-0.00641303j -0.00834173-0.0184245j 0.00214446+0.016793j 0.0158478-0.0260929j 0.024569-0.00646419j -0.0247067-0.00700495j -0.00469021+0.0056167j 0.0145339+0.0427682j 0.0196638-0.012352j 0.0168326-0.0164563j 0.006829-0.011141j -0.00691257+0.0180232j -0.0405897+0.0295232j -0.00508238-0.0112256j 0.0065821-0.0438583j -0.00413643-0.00985944j 0.0233089+0.0310609j 0.0177801-0.00136965j -0.00875306+0.0127189j 0.0297304-0.0063162j -0.031173-0.00882966j 0.00194398+0.0091034j -0.0295743-0.0041534j -0.00168875-0.015318j -0.0211734+0.00957569j -0.00747264-0.0259497j -0.0200978+0.0108487j -2.65112e-05-0.00874792j -0.0175052+0.00147832j -0.019528+0.0151241j 0.0167157-0.0121113j 0.0174319-0.00588368j 0.0379138+0.0333808j 0.0285286-0.0196864j -0.00411-0.0105691j -0.0261714+0.0061092j -0.00765365-0.00752745j -0.0891837+0.000505453j 0.017838+0.103366j 0.0343261+0.0216277j 0.0424359+0.0193112j 
0.000972026-0.000570637j 0.00463066+0.00235165j -0.0349055+0.0116233j 0.006899-0.0521316j 0.0384505+0.0153556j 0.00325186-0.00160478j -0.0237667+0.00114172j 0.000772097+0.0725537j 0.0154282-0.012636j -0.0305267+0.0323321j 0.0429107-0.0926369j 0.0346093+0.0447225j 0.0405985+0.0314635j -0.0417767-0.0412314j 0.0474044+0.108459j 0.0237074+0.0142452j 0.0104633+0.00563315j -0.0588882-0.0373667j 0.0470363+0.0214787j -0.0876171-0.00304313j -0.090614-0.0642285j -0.0109428+0.0201056j 0.00260286+0.0311597j -0.00418632-0.0349442j 0.0113089-0.0687548j 0.0336947+0.0372674j 0.0325565+0.0445952j -0.0217257+0.00792695j -0.00489365-0.102043j 0.00756382-0.0201898j -0.0430789-0.0577023j 0.0258534-0.0400703j -0.0116516+0.0116451j -0.000962293-0.0429319j -0.039547-0.0137515j -0.0182551+0.0227083j -0.00701063+0.0703918j -0.00294299-0.0144671j 0.0211293+0.0236251j 0.00820477-0.0145834j 0.00470024-0.00400077j -0.0422006+0.0533338j -0.0317968+0.031298j -0.0329156-0.0418882j 0.0089452+0.0435555j 0.0161702-0.0103066j 0.0371874+0.0504338j 0.0146814-0.0545974j 0.0172959-0.0114648j -0.0174682-0.0449159j 0.000753723-0.00857174j -0.00836178-0.00663422j 
0.0181153-0.0156635j 0.00238495+0.0130142j 0.0445087+0.0744985j -0.0693803+0.06678j 0.0201926-0.0528507j 0.0844102+0.0777158j 0.0837871-0.0427704j 0.0288127-0.0716384j -0.0377446+0.042823j 0.0478681-0.058633j 0.0345768+0.0950126j -0.0408904-0.0247566j -0.0636061-0.0514241j 0.0558501+0.0141301j -0.0696145-0.159029j -0.0703709+0.00858147j 0.00905583+0.0257418j 0.061038+0.0990511j -0.0363224-0.0798919j 0.101383-0.0121859j 0.0518388+0.108867j 0.0322161-0.0167233j -0.00527658-0.0903728j 0.0321459+0.0869448j -0.0307344+0.0739582j -0.0415519-0.0772751j -0.0560846-0.0899358j 0.0494562-0.0156064j 0.0305521+0.0839556j 0.000960683+0.0573259j 0.0259751+0.105831j 0.0214456+0.05395j 0.0247393-0.0820736j 0.0236563+0.0739616j -0.0313425+0.0295793j 0.0449144-0.0166311j -0.00667525-0.103141j -0.00262796+0.0181752j 0.00507861+0.0439186j 0.0197545-0.00602458j -0.0854269+0.0703988j 0.0514242-0.074763j 0.0171224-0.107666j 0.043162+0.0577958j -0.0116807-0.0772007j -0.0226695-0.0483361j 0.0207849-0.0673443j -0.0739216+0.0118579j -0.0320905-0.0132298j 0.0268427+0.0685671j 0.00535906-0.00432662j -0.0177486-0.0105311j 
0.00413613-0.00801022j -0.00727938-0.00716629j 0.0566237-0.0345835j 0.0373166+0.0843006j -0.023853+0.000856181j 0.0409854+0.00793515j 0.0608137+0.00691802j 0.00131771-0.0883892j -0.0206647+0.0432676j 0.00783949-0.0728636j -0.0969228+0.0815781j -0.0305276+0.011361j -0.0136612-0.0119206j 0.0219305-0.036917j -0.0239807-0.104255j -0.0336204+0.0466982j 0.0296911-0.0158305j 0.0547277-0.000659258j -0.0505519-0.0523548j 0.0888489-0.039839j 0.0966263+0.0806975j -0.0587943-0.0511334j 0.0456046-0.047319j 0.0677722-0.00649403j -0.0121893+0.0222719j -0.0846293-0.0167344j -0.0368695+0.00591396j 0.0490662-0.102411j 0.0990073+0.0254238j 0.0650773+0.0727313j 0.00864714+0.0770911j -0.00217121+0.0408521j 0.0319591-0.00757487j 0.0414599+0.0232957j 0.0324799+0.0101883j -0.011741-0.0857508j 0.00700417+0.012483j 0.061246-0.0598732j 0.0434078-0.0264054j 0.0212185-0.0199859j -0.0156833-0.0339946j 0.0437415-0.00983302j -0.00427029+0.0975025j -0.00535432-0.00629552j -0.00831919+0.0250157j 0.0727748-0.0498959j 0.0357841+0.00622697j 0.00198542-0.0685131j 0.0687586-0.0229706j -0.0215967-0.0480242j 0.00303931+0.00642051j 0.003116-0.00514314j 
0.00971828-0.00308298j 0.00818858+0.0171549j -0.0211499+0.0228187j -0.0230169-0.035715j 0.0587396+0.0133485j 0.0459573+0.0097376j -0.00596438-0.0286263j -0.0274272+0.0183633j 0.0327605+0.00309473j 0.0161758+0.0121575j -0.00488781-0.0392011j 0.0455993+0.0168892j 0.00664522+0.0618902j 0.0266067+0.00365631j 0.00245965-0.0313626j 0.0898434+0.0237546j -0.0142454+0.0167452j 0.0461779-0.0512436j 0.00717297+0.0373939j -0.0430416+0.00849764j 0.0755248+0.0032804j 0.0640723-0.0773732j -0.027813-0.0560951j -0.0142762-0.0427916j 0.0125577-0.0120323j 0.0670319+0.0108693j -0.0174784-0.0978206j 0.0421877-0.00367078j -0.0386168-0.00926584j -0.0398431+0.0312934j -0.0523139-0.00151582j -0.044346-0.0647066j 0.0342986+0.0325454j -0.0276179+0.0211165j 0.0112498-0.0283216j 0.0304142+0.0969861j 0.0178256+0.0081188j -0.049126+0.0779536j 0.0048583-0.0178728j -0.0513956-0.0456447j -0.0193943+0.0663563j 0.0376166-0.0250313j -0.0084092-0.0547972j 0.0149749-0.00677446j -0.0185896-0.0582458j -0.0697513-0.030902j 0.0212182-0.0650272j -0.0884886+0.0483075j -0.0195145-0.000685828j -0.00070959+0.0518273j -0.0186339-0.0259516j -0.0161026+0.00644526j 
-0.0150198+0.0017864j -0.00942624-0.0165162j 0.0100009-0.0879036j 0.0776856+0.00237548j -0.0158784+0.0544105j -0.0616058-0.0255424j -0.026205-0.0114655j -0.0424885-0.0248465j 0.00192306+0.0162484j -0.0269315+0.00816099j -0.0540835+0.0459684j -0.0325205-0.0130477j 0.0755701+0.0523317j 0.0490256-0.0320029j 0.0405645-0.00858778j -0.0346554+0.0206796j 0.0469115-0.049868j -0.00946302-0.0114335j -0.0361027+0.0472711j -0.0497122+0.0569642j 0.0548002+0.038321j 0.0162108-0.0071086j -0.0247449-0.00650585j 0.00745718-0.00359996j 0.0501729-0.000942738j 0.00819832+0.0130033j 0.0162044-0.0112107j 0.0111752-0.0777789j 0.00710582+0.0676421j 0.0217565+0.00660571j -0.00565503-0.0350174j -0.0358054-0.0185348j 0.0248752+0.0404374j 0.00927746-0.0225068j 0.0121518-0.0241686j 0.0121786-0.0583318j 0.0265159+0.00210359j -3.94329e-05+0.0239696j 0.00813701-0.0334906j -0.00237643+0.0388791j 0.00375418-0.0547398j -0.0130677+0.0118186j 0.0028876-0.00906953j 0.00448762+0.0204746j 0.0160636-0.0181117j 0.0195567+0.0123903j 0.0193111-0.0133568j 0.0408269+0.00166183j 0.0303464+0.0290579j 0.00564986-0.020279j -0.0169631+0.00655489j 0.0200611+0.0171979j 
0.00564557+0.0126315j -0.0165506+0.00150794j 0.0236542+0.0282007j -0.0303566+0.0475104j -0.0128998+0.0202045j 0.031318+0.0298595j 0.0463959-0.0263815j -0.0148112-0.0163617j -0.0249715+0.0239459j -0.0154818-0.0319967j 0.0278671-0.00496305j -0.0389344+0.0249064j -0.038504+0.00334977j 0.0205107-0.0368459j 0.0171408-0.0817632j -0.00619076+0.0468895j -0.088431-0.0249948j -0.00742715-0.00486551j 0.0108162-0.0232667j 0.0342642-0.0262334j 0.0133154-0.00397j 0.0487621-0.0170075j 0.0577074+0.0356301j -0.00517147-0.00136218j 0.056097-0.0149693j 0.00157298-0.0367122j -0.0226391-0.0170608j 0.0297851+0.0345214j 0.00668333+0.0447724j 0.0276856-0.0239633j -0.0153925-0.00887868j -0.0132868-0.027079j -0.00635037+0.0145172j -0.0118179+0.00544873j -0.0320721-0.022075j 0.0305918+0.0252979j 0.00238901+0.00193555j -0.054529+0.0114561j 0.00404296+0.0729656j 0.0276129+0.0281287j -0.0190154+0.00628381j -0.00204081+0.0138858j -0.0433911+0.00738271j -0.0053972+0.00453243j 0.0152004+0.0128438j 0.0161086+0.0101888j -0.0251628+0.00276314j -0.006521+0.00957565j -0.00843192+0.00632327j 0.0150239+0.0367299j 0.0147774+0.00759213j 0.00682466-0.00624257j 
0.0248159+0.000182969j 0.00450192+0.00880098j 0.0111862+0.105384j -0.0920089+0.0442873j -0.0419097-0.0518945j 0.0377418+0.0271577j 0.0844346+0.0462049j 0.0471375-0.00461976j -0.0671598-0.0190676j 0.0360176-0.0881449j 0.062477-0.0158466j -0.00473567+0.00693049j -0.0967662-0.0652287j -0.0442502+0.0421574j -0.0543424-0.0348596j -0.0782619-0.00353632j -0.0330001+0.0538119j 0.0456644+0.0312473j -0.000629483-0.0147853j 0.0422343-0.0479293j -0.0505325-0.0169834j -0.0228695+0.0307069j 0.0559637+0.0555713j -0.107467+0.0237584j -0.0116966-0.00254606j -0.0517474-0.0524978j -0.0123439-0.049873j -0.0353462+0.0227939j -0.0223937-0.0476002j -0.00483839+0.055748j 0.00355286+0.020272j -0.0493248+0.0251683j -0.0288022-0.00755941j 0.0564752+0.034852j -0.0104222-0.00555423j -0.0156453+0.00211928j -0.0831077-0.0147518j -0.0448582+0.00492549j 0.0355847+0.0544712j 0.0182982-0.0323455j -0.0109339+0.0188968j 0.00782602-0.0300847j -0.0269105+0.00113988j 0.00876239-0.00636432j -0.028569+0.0374889j 0.0196471+0.059399j -0.0428241+0.0404387j -0.00994277+0.0219216j -0.0385607-0.000147913j 0.029368+0.0158218j 0.0185797-0.00371373j -0.00335519-0.0191936j 
0.0196012+0.00329474j 0.00711875+0.0191042j 0.0218141+0.0765072j -0.0233711+0.0127339j 0.0198732-0.0235212j 0.0512279+0.00921771j 0.058887+0.00086039j 0.0660308+0.0271431j -0.0228003+0.0365774j -0.00803333-0.0597963j 0.0681813-0.0760022j 0.00199779+0.0431646j 0.00530426-0.0101447j -0.0455095-0.0337851j -0.0375658+0.0627986j -0.00561701-0.0192767j -0.0218664+0.0638417j -0.0193855+0.0530086j 0.0500792-0.0327042j -0.0334539-0.00728995j -0.0377763-0.0410115j 0.0415797-0.064703j 0.0496054+0.061476j -0.0467937-0.0852181j -0.0283138-0.10657j 0.009395+0.0252977j 0.0452677-0.0385889j -0.0290355-0.00306606j -0.078782-0.088207j -0.0741616-0.0415468j -0.0511537+0.0214127j -0.00316817-0.0366133j -0.0284811-0.002753j 0.0894349+0.000474309j -0.0440912+0.0221295j -0.00653082+0.0386531j -0.0122504+0.0822614j -0.0327061-0.0317369j 0.076998+0.0156474j 0.0248317-0.000581963j -0.0503057+0.00828446j -0.0270796+0.010892j -0.0487679+0.0286595j -0.0198733-0.0548228j -0.0554921+0.0221943j 0.0208267+0.0371001j 0.0205192+0.0688585j -0.0372584-0.0259754j 0.0255742+0.00156163j 0.0412084-0.0675469j -0.000884738-0.0205523j -0.0130532-0.0137885j 
0.0129787+0.0144148j -0.0149363+0.0168016j 0.0628841+0.00175894j 0.0607369+0.0267386j -0.0303736+0.000209793j 0.0232034-0.0552185j 0.00593395-0.0548092j 0.0322522-0.0103136j 0.00170881+0.0558413j -0.0302648-0.00533886j 0.0516489+0.0565461j -0.0529105+0.0202352j 0.0854043-0.0276965j -0.0407818-0.00748102j -0.0100391+0.0713759j -0.0526712-0.0935952j 0.0419084+0.024149j -0.0895291+0.116436j 0.0205359+0.00560214j 0.0365603+0.0667425j 0.0281174-0.00336007j -0.0111936+0.00692896j -0.018207+0.0248292j 0.0279364-0.00835449j -0.024903-0.100781j 0.0555715+0.0248664j 0.109597-0.0399228j -0.0671565-0.00600084j 0.00648554-0.0194065j -0.151316-0.0551426j 0.0133337-0.00442281j 0.0568205-0.0193827j 0.0339655+0.0191568j 0.0757329-0.078183j -0.034862+0.0179895j -0.0344967-0.0383786j 0.0535526+0.0806384j 0.0479116-0.0477126j -0.0441087-0.0245684j -0.0230418+0.0556122j -0.0085373-0.0360339j 0.0121006-0.0635216j -0.00256147+0.0216504j -0.0569061-0.0383584j -0.0224499-0.0205139j 0.0265993+0.00141054j -0.00548453+0.0295696j 0.0125803-0.0170558j 0.0176039-0.00615975j 0.0616557-0.0379064j -0.00121485-0.0200967j -0.001879-0.00493622j 
-0.0265494-0.00399582j 0.0132502-0.0395217j -0.0329623-0.0156972j -0.0453601-0.00360985j -0.00118431+0.0262559j -0.0711207+0.04592j -0.00691802+0.0934848j 0.00995083+0.01468j -0.0585234-0.0858243j 0.0110943-0.0267068j -0.0598259-0.0787204j -0.00662293-0.00970653j -0.0529499+0.0636621j 0.00477126-0.0147466j 0.0248013-0.104538j 0.0430693+0.0288635j -0.0740697-0.012503j 0.0919755-0.126269j -0.0213259-0.0612419j 0.0141715-0.0816485j -0.0285088-0.0448545j -0.0136045-0.00261636j 0.0481906+0.0151857j -0.0142376-0.0203302j 0.069438+0.106706j 0.0109334-0.0146918j -0.129794+0.0632512j 0.0292471+0.0191529j 0.0176564+0.011764j 0.156931+0.069807j -0.0101835+0.0377787j 0.0181742-0.0119769j -0.00983024-0.038133j -0.0391321+0.0533199j 0.0311812-0.0323622j 0.0705868+0.0503762j -0.0346489-0.0282784j -0.0853417-0.0266631j 0.0226897+0.0507386j 0.0493846+0.00999749j 0.0637244-0.0123489j -0.0170231+0.104734j -0.0264755+0.0588579j 0.0229982-0.0135502j 0.013003+0.0572335j 0.00690726+0.0355769j -0.00694988+0.0201797j 0.0327834+0.0099296j 0.00352621+0.0398383j -0.0181518+0.00231227j -0.0061512+0.0190751j 0.0262409+0.0116459j 
-0.0397331-0.00973382j 0.0219581-0.0402077j -0.0839775-0.0419503j -0.0613946-0.0677967j 0.043215+0.0466218j -0.105788+0.0977937j 0.00258635+0.101313j -0.00938279+0.0233152j -0.0376513-0.0821238j 0.0316758+0.0163194j -0.0848852-0.0995236j 0.0577311-0.0173801j -0.0799427+0.089964j 0.0790939+0.0487246j 0.0449144-0.0151856j 0.0797164+0.0779753j -0.0766483-0.0158172j 0.0758182-0.176837j 0.00174249-0.0180115j -0.0288026-0.105574j -0.100326-0.0421028j 0.00154813+0.0324861j -0.0112939+0.0113873j 0.00397659+0.000912225j 0.0211+0.0950951j 0.0243685+0.0270324j -0.112464+0.118642j 0.0695863+0.0722663j 0.0748934+0.0415696j 0.13299+0.0660594j 0.0212005+0.00135951j 0.0467676-0.0113866j -0.0501402-0.0796836j -0.07153+0.0323129j 0.0374377-0.0500126j 0.0359484+0.0168167j -0.0256529-0.0711198j -0.0520414+0.0263842j 0.00511294+0.0400545j 0.0574266-0.0198908j 0.0878016-0.0185816j -0.0603291+0.10627j 0.0186096+0.0226269j -0.0083108-0.00389797j 0.0479305+0.0418351j -0.0249254+0.0320781j -0.00624439+0.010452j 0.0831876+0.0134021j -0.00885339+0.0370391j -0.036462-0.00278416j -0.00936808+0.0252578j 0.0159313+0.0126498j 
0.00487749+0.0039929j -0.00112995+0.0216152j 0.00298046+0.0111621j 0.012021+0.00213674j 0.0202522-0.0264284j 0.044803-0.0126205j -0.0139484-0.039523j -0.00956174+0.00865181j 0.0547735+0.0128385j -0.00337549+0.0404306j -0.000280221+0.0100974j -0.000123631+0.00282297j 0.0168372-0.0414971j -0.0222619-0.000450407j -0.011827+0.0292934j 0.0189539+0.00908133j 0.0141085+0.00438069j -0.0488078+0.0328251j 0.00396152-0.000375552j -0.0211677+0.00163196j -0.00218527+0.00546039j 0.0174427-0.0263751j -0.0117306-0.0175087j 0.0293252+0.00784128j -0.0629465-0.0487113j -0.0111173-0.0113043j 0.0326606-0.00752328j -0.0272578-0.0114303j -0.0363193-0.0192624j -0.00181469-0.00273311j -0.0200915+0.0159706j -0.00156279+0.00255417j -0.0168301+0.0344093j -0.012728-0.0138939j -0.0237392+0.0206627j -0.00322666+0.0135228j 0.00881822+0.00901282j 0.021259-0.00911561j 0.0120562-0.0321627j -0.01-0.0112486j -0.0419769+0.0260241j 0.0184493-0.00597461j 0.00643774-0.0167849j 0.0232961-0.000444917j 0.000763572-0.0118682j 0.000893357-0.0271496j 0.00666865-0.00873446j -0.0407825-0.0118604j 0.00590152-0.0188446j -0.015651+0.00476147j -0.000188975-0.00882583j -0.016587-0.0109037j 
-0.0141262+0.00253376j 0.00418783-0.0120689j -0.0101072-0.00920834j 0.00393186-0.0131507j -0.00257784-0.00681909j -0.018844+0.00614597j -0.0259442+0.032914j 0.0106786+0.0220213j -0.029666-0.00706169j 0.00564525+0.0132479j -0.0318487-0.0709454j 0.0249922+0.0204442j 0.00844171-0.00880658j -0.0103106-0.0195955j 0.0234375+0.071535j -0.0233219-0.0261922j 0.00225556+0.00827251j -0.0127479-0.0108456j 0.0102484+0.04081j -0.0511076-0.00132377j -0.0789534-0.0146475j 0.0374368-0.0126175j -0.0222719+0.0262446j -0.0245502-0.00634034j -0.0153755-0.00692658j -0.0476377+0.0390903j -0.0304237+0.0333489j -0.00321592-0.0113368j -0.0346784-0.0439741j -0.00300211+0.034231j 0.0146989-0.0139798j -0.00701318-0.0253506j -0.0174627+0.00890024j -0.013355-0.0126871j 0.00079103-0.00307274j -0.0330469-0.0293294j -0.0129633+0.00872269j 0.0204245-0.0254482j 0.0318439-0.0255059j 0.00325658-0.00996884j 0.00416388-0.0174479j -0.0222477+0.0350695j -0.0133066+0.0324628j 0.0131641-0.0218873j 0.0147461+0.010247j 0.00685381+0.0359526j 0.00951088+0.0374563j 0.0175176-0.0186153j 0.014926+0.0219257j 0.0112268-0.0194955j -0.0026141+0.00437318j 0.00924708+0.00185902j 
0.0103107-0.0169479j 0.00534815+0.022161j -0.0485109+0.0284154j -0.0330941-0.0439215j 0.0260343-0.0169459j 0.015646+0.02302j 0.0170073+0.00433846j -0.0144715+0.0205089j 0.0309918-0.00305464j 0.0395007+0.015695j 0.0452506+0.0106906j 0.0520045-0.0494679j -0.0323759+0.00490782j 0.0153718+0.0537638j -0.0324059+0.0345239j -0.0222698+0.051944j 0.0424903+0.0493969j 0.0199857-0.0318672j -0.0231639+0.0730517j -0.0309156-0.00557j -0.0344386+0.0471481j 0.0026316+0.055122j -0.00876713-0.0242876j -0.0449872+0.0507618j 0.0103725+0.00866368j 0.0141633-0.0285306j 0.0133622-0.0633802j 0.0046853-0.00508108j 0.00719944-0.000516889j -0.00605741+0.0179335j 0.00700176-0.0558463j -0.0612142+0.0886853j -0.00187564+0.0249617j 0.0157543+0.0392332j -0.00076903+0.000760084j -0.050551-0.00795362j -0.00602832-0.0665367j 0.0191697+0.0808203j -0.00850806+0.0205638j -0.0224003-0.0441422j -0.0486028+0.0335175j -0.027142-0.0210237j 0.0236026-0.128521j 0.0127101+0.0440389j 0.0103125-0.0293134j -0.053458+0.0190158j -0.00220827-0.0720499j -0.0221171+0.0245087j -0.037408-0.024554j -0.0166132+0.0330545j 0.00269484-0.0122388j -0.0139941-0.00751354j 
-0.00548459-0.00841433j 0.00878452+0.00168144j -0.0390089-0.00194076j 0.00140165-0.0323316j 0.016171-0.0396306j -0.00622765-0.0180211j -0.0548106+0.0115159j 0.00722608+0.0271323j 0.0491698-0.0122135j 0.0308758+0.0657812j -0.0203544+0.00588216j 0.0238887-0.037885j 0.021814-0.0346006j -0.000561533+0.00888153j -0.032801+0.0618194j -0.00206808-0.0181117j 0.0809139+0.0160898j -0.0514396+0.0200769j -0.0138411+0.0177401j -0.0487715+3.21354e-05j -0.0362747+0.00548563j 0.0139491+0.0217187j -0.0587352-0.0791058j 0.00690125+0.0692297j -0.0427608+0.0167899j -0.0423905+0.00184244j -0.02373+0.00569602j -0.0183932-0.03236j -0.0284487+0.00574316j -0.0200165+0.0127158j 0.0116858-0.0154584j -0.0134172+0.0391214j 0.000556699+0.0218495j -0.0139287+0.0039222j 0.00155164+0.0201102j -0.026574-0.0318221j -0.0269652-0.0537574j 0.0422134+0.0105576j -0.00131561-0.0141691j 0.00365495-0.0375965j -0.0168011+0.0104027j 0.00500995-0.0194286j 0.0311778-0.0378909j 0.0141534+0.0137166j 0.0242007-0.0177523j -0.0237868-0.00175767j 0.000190084-0.0369131j -0.00909903-0.00619104j -0.0170046-0.0113508j -0.021572+0.0147733j -0.00196218-0.0100024j -0.00514149-0.000368786j 
-0.00808787+0.000206156j 0.0240293-0.0122239j 0.00864165-0.00431918j -0.00123833-0.0161682j -0.0087953-0.00174997j -0.0295986-0.0228445j 0.0145306+0.0587182j 0.0522716+0.00419941j -0.0176543-0.0144142j 0.0165202-0.017506j -0.034175-0.060068j 0.040674-5.71881e-05j 0.0189462+0.0222086j -0.0121906+0.0406554j 0.00171622+0.0529389j -0.017221-0.0152995j 0.0191698+0.00760135j 0.016999-0.00278993j 0.00978389-0.0202054j 0.0131459-0.00920695j -0.0359423-0.0477653j -0.0463372-0.00547041j 0.000773159+0.0474958j 0.00928741-0.0459364j -0.00446054-0.0553429j -0.00599482+0.0139281j 0.0278765+0.027603j -0.014457+0.00926404j 0.0429658-0.0693324j -0.0230235+0.00764054j 0.0163224+0.0126834j 0.0228547-0.0323436j 0.0215553-0.0549838j 0.0287942-0.0371158j 0.0125022-0.0244918j -0.0258708-0.0784577j 0.0327083+0.0727856j 0.0526389-0.074921j -0.0141319-0.0245298j -0.0274878+0.00176865j 0.0580895-0.0272986j 0.0133219+0.00382151j -0.0243658+0.0750274j -0.0259756-0.0784872j -0.0153966+0.0394623j 0.00171427-0.00501316j 0.0207671+0.0488225j 0.038444-0.0173641j 0.0117648+0.0231315j 0.0207863-0.0506943j -0.0117999-0.00767901j 0.00852889+0.0119009j 
-0.0157887-0.00125879j 0.00055474-0.00656092j -0.00512764-0.0392279j 0.0463194-0.0105691j 0.00703828+0.0307878j -0.0551731+0.0075867j -0.00265718+0.0122337j 0.00267646+0.0078929j -0.0208113+0.00627559j -0.0226476+0.0099223j -0.000946798-0.00427405j -0.00958783-0.0352891j 0.0361627+0.0410956j -0.00162744-0.0183565j 0.00740079+0.0198034j -0.0426431-0.0260992j 0.0137217+0.0126007j -0.00316222+0.010597j -0.01455+0.0127583j -0.0316405+0.0522158j -0.00531826+0.0378925j 0.0173067-0.00247207j 0.00646919+0.000728913j -0.04566-0.0299605j 0.0287016+0.0249956j -0.00517923+0.00472749j -0.0100965-0.0166117j -0.0630262-0.0298876j 0.0205581+0.00548898j 0.00915621-0.00891668j -0.0167132-0.00305432j 0.0429969+0.0159567j -0.0102479+0.0106745j 0.031068+0.000818876j -0.0127437-0.00193635j 0.00474114-0.0278908j -0.0134919-0.014207j -0.0110401-0.0128854j 0.0353203+0.0242776j 0.0248482+0.0257966j 0.0260072-0.0603329j -0.0270238+0.0143875j -0.00220665+0.022157j -0.0178478+0.00720965j 0.0106699-0.0126956j 0.0151989+0.0156589j 0.0369552+0.0052432j 0.0308167-0.0228162j 0.0259688+0.0123483j 0.0124443-0.0300967j -0.0140753-0.00443584j 0.00672047+0.00187742j 
0.00392245-0.00905821j -0.000816396-0.00161573j -0.034692+0.00180695j -0.00606363-0.027108j 0.0360764+0.00119989j 0.0383997+0.0373662j -0.0168667-0.0365368j -0.0393573+0.00994728j 0.0340205+0.0330882j -0.00417834+0.040853j -0.0471304+0.0160427j 0.0369779+0.0107211j 0.0200795-0.0121709j 0.0448806-0.00840484j 0.0184733+0.000325439j 0.0079187+0.0426909j 0.0128462+0.0095831j -0.00253844-0.0289137j 0.00096798+0.0129606j -0.0291804-0.0105551j 0.00993135+0.0281088j 0.0560834+0.0057733j -0.029705-0.0751348j 0.0392865+0.0405738j 0.0150201+0.0314921j -0.0278966-0.000374732j -0.0232115-0.00511112j 0.0366707-0.030392j -0.00415754+0.0221854j -0.0135435+0.0100868j -0.0161926-0.00686886j -0.0184815+0.0200278j 0.00575728+0.0127018j -0.0225844+0.0292406j -0.00476026+0.00410334j 0.00858526+0.0268125j 0.0140426-0.0133426j 0.00106685+0.0407118j 0.00372554-0.00701068j 0.00609513-0.0185305j -0.0425217+0.026942j 0.00588168+0.00108426j 0.0082566-0.0319484j 0.0130252+0.0168353j 0.0090733-0.0109617j -0.00898494-0.00673293j -0.00218361-0.0152914j -0.0162477-0.00758305j 0.00204423-0.0196175j -0.0405185+0.015095j -0.000521641+0.000340488j -0.0128543-0.000337085j 
-0.00973412-0.0146838j 0.00603335-0.00104727j -0.0209671-0.0180479j -0.00773262-0.0285327j 0.0390622+0.0199525j -0.0258169+0.0388549j 0.0242408+0.00438692j -0.0110477-0.0258189j 0.00850703-0.0187297j 0.0104841+0.00519232j 0.0105432+0.0382632j 0.0194704-0.0233119j -0.0342014+0.0210829j 0.0318243+0.0268822j -0.0149786-0.0293669j 0.0426462+0.0273345j 0.00255382+0.00645057j 0.0308821-0.0428059j -0.0099118-0.0238791j -0.00283026-0.00791579j 0.0227499+0.0263894j -0.0064062+0.00997479j -0.00595266-0.0474224j 0.0390681+0.00307681j -0.00586406+0.0638047j 0.0274134-0.0154224j -0.021506-0.0113505j 0.0311123+0.0114586j 0.0202195+0.0404336j 0.0460728+0.00801689j 0.0121728-0.00275345j 0.0347134+0.00347924j 0.00374442-0.0373816j -0.0259213+0.0259139j 0.024676-0.0208004j 0.0186151+0.0298394j 0.0140284-0.03j -0.00208703+0.0354492j -0.0305517-0.0112757j 0.0210996-0.0132305j 0.0272666+0.0176225j 0.0157798+0.0127338j 0.0258782-0.00880399j -0.0152244+0.0128128j -0.0022134+0.00377176j -0.00198431-0.0238053j 0.0143767-0.0154443j 0.00312517+0.0079199j 0.00466635-0.0110058j -0.0296956-0.0087764j -0.0133522-0.00072516j -0.00525324+0.000444546j 
