0.0137984-1.40304e-14j 0.18569+0.014973j 0.107211+0.106855j -0.0379637+0.00286682j 0.00209288-0.00281416j 0.0418564+0.130566j -0.0501979-0.0842952j 0.0227794-0.0659018j 0.072622+0.0195621j 0.0195071-0.0616234j -0.0731007+0.0759271j -0.0982051-0.175925j -0.134825+0.0434161j -0.0700428+0.0655694j -0.00695308+0.163391j 0.0709703+0.00651968j 0.177857+0.0400298j -0.0347213-0.03534j 0.0793463+0.120555j 0.0354321-0.0157693j -0.0108486+0.00153926j 0.0247772+0.0562496j -0.0157887-0.0652934j 0.019234-0.0245149j 0.000784906+0.00622479j -0.0133455-0.0322128j 0.0279944-0.00778995j 0.00867849+9.06898e-05j 0.0779923-0.0231998j -0.0547202-0.010884j -0.0875818-0.0297632j 0.0313484-0.0105977j 0.0353647-0.13576j 0.0719801+0.0166823j 0.00120827+0.0666126j -0.0594654-0.0408502j 0.014452+0.044951j -0.0750528-0.0149209j 0.00554407-0.00831447j 0.0562746-0.00716529j -0.0115469-0.00795636j -0.0641177-0.0477206j 0.0247657+0.037809j 0.00823788+0.0695239j 0.00156009-0.0192898j 0.0404631+0.0303819j -0.0204506-0.00359974j -0.0134287-0.0120993j 0.0119301+0.0349977j 0.00303724+0.000887765j -0.000392541+0.0164944j -0.00977641+0.00797062j -0.0157347+0.00567139j -0.00309502-0.00622401j -0.0187227+0.0354985j -0.0231981-0.015887j 0.0105052-0.0104708j 0.00174236-0.00664196j -0.0131963-0.0136125j 0.00212765+0.0367604j 0.000248313+0.0183095j 0.00921965-0.0191744j -0.00675411-0.0241679j -0.00484339+0.0420851j -0.00804072-0.00439916j 0.0128108-0.0281656j 0.0166958+0.0126472j -0.0215844-0.0288348j 0.00138714-0.00738553j 0.0177938-0.0342379j -0.0282648+0.0311638j -0.0241439-0.0210707j 0.0120011+0.00391002j -0.0315925+0.0095393j -0.031799+0.025219j -0.000882287-0.00807514j 0.0112685+0.00749488j -0.0146674-0.00788364j 0.0101473-0.0158235j 0.0134641+0.0114312j -0.014167+0.030531j -0.0224969-0.0269904j -0.0242284+0.0459622j 0.0196148+0.00157067j 0.00142446-0.0542184j -0.0682009+0.0716649j 0.0200785+0.0314809j -0.00719708-0.0454274j 0.157505+0.128689j -0.142284+0.000370776j -0.0415656+0.118796j -0.0149098+0.0363857j 0.00848293+0.0492037j 0.0523463-0.136472j 0.00247131-0.0180825j 0.023555+0.0167471j 0.138535+0.0931778j 
-0.000392541-0.0164944j 0.0439523+0.0118915j 0.0276543-0.029623j 0.0198395-0.018633j -0.00447712-0.00475539j -0.0228127+0.00717752j 0.0135739-0.00111354j 9.22959e-05-0.0162788j 0.0176342+0.00199328j 0.0127932-0.00518089j -0.00721066+0.0035556j 0.0231061+0.00541249j 0.00608625+0.0112103j 0.00278297+0.00364831j 0.000214637+0.00625953j 0.0129266+0.00261555j -0.00924959-0.0231885j -0.0352902+0.0436018j -0.00469531-0.0453741j -0.0218064+0.0298897j 0.00694296-0.0117541j -0.0235175+0.0217618j 0.0328561-0.000447086j 0.0081579+0.00307399j 0.0193677+0.0254185j 0.00970004-0.018601j 0.0362012-0.0113697j 0.0674292-0.00329976j 0.032065+0.0261648j 0.0054456-0.0520022j -0.00785354+0.0800741j 0.0418113-0.0235955j 0.042973-0.00113697j 0.0224735-0.0261632j -0.0138313-0.00554698j -0.015534-0.0125319j -0.0150653+0.0210619j -0.0103813+0.00479842j 0.00677921-0.041283j 0.0346-0.026337j -0.0241714-0.0152443j 0.040087+0.0157777j -0.0387045+0.0341828j -0.0818583-0.0341153j -0.0681217+0.0146243j 0.0221238-0.00204393j 0.0115956+0.00248165j 0.0915204+0.0146097j -0.0307773+0.00483254j -0.0336015+0.0184929j 0.00784745-6.66134e-16j -0.00120594+0.0142187j 0.0423401+0.00826706j -0.00343825+0.00251071j 0.00160597+0.0257158j -0.0347899-0.0301845j -0.0157328+0.0597255j 0.0349937-0.00172075j 0.099449-0.00438433j 0.00291469+0.00171547j 0.0216117+0.019507j 0.0356696-0.00042681j -0.0276173-0.0658581j -0.0108022+0.0044892j -0.051979-0.130691j 0.0602751+0.00143279j -0.0523834+0.0211552j -0.0271005-0.0259319j -0.0771864+0.0225098j 0.0745405-0.130634j 0.0146067-0.073779j -0.0241872-0.0277311j -0.025732-0.00724732j 0.100225-0.00958652j 0.0264445-0.074852j 0.020638-0.0256097j -0.0596247-0.0204376j -0.0164342+0.0899214j 0.117316-0.134915j -0.0709994-0.0142793j 0.0596202+0.103375j 0.0240747+0.0591774j 0.0463778-0.0358569j -0.0573346+0.126927j -0.124368+0.0970363j 0.129716+0.0192347j -0.0289983-0.0373019j -0.103346-0.042776j -0.00116184-0.0141273j -0.130922+0.0481904j -0.0821453-0.00947028j 0.040351-0.0784059j 0.0934898+0.0756769j -0.119303+0.238845j 0.0821138+0.0295322j 0.0728966+0.0134036j 0.0328413-0.0220855j 
-0.00977641-0.00797062j 0.00942747-0.035201j 0.0268182-0.00894111j 0.0296616-0.00907969j -0.00292828-0.00233572j -0.0101641+0.00457199j 0.00167759-0.00718154j 0.00803262-0.0161108j 0.0156665+0.00435737j 0.00736317-0.023757j -0.0201498-0.00800603j 0.00948043+0.00111576j 0.0261938-0.0114036j 0.0098078-0.0139828j 0.0112123-0.0194072j -0.0368497-0.044297j 0.0141979-0.0171519j 0.00757421-0.0263378j 0.00274001-0.00726565j 0.0157989-0.00337956j -0.00630731+0.00281843j 0.033+0.00787197j -0.00296934+0.0194219j 0.0066075-0.00196992j 0.00691513+0.0245318j -0.00668467+0.0217599j -0.0110943-0.0192267j -0.0470435-0.00972061j 0.0158357-0.0462304j -0.0204351+0.0307817j -0.00762491-0.0186926j 0.0162126+0.000175642j -0.0048385+0.0167164j -0.0348523+0.0125041j 0.0198594+0.0133629j 0.0310775-0.0173771j -0.0255755-0.0330148j -0.014168+0.00894688j -0.0556821-0.0189833j 0.0200272+0.0259701j 0.0324963-0.0258105j 0.00252474+0.0730969j 0.0306566+0.00510329j 0.0110761-0.0505666j -0.0397155+0.0779586j 0.0414382-0.0351226j 0.0448997-0.0509651j 0.00122929+0.0029114j -0.019539+0.00898318j -0.0831906+0.0271571j -0.00120594-0.0142187j -0.0860895+4.2466e-15j 0.0423336+0.00699089j -0.00231382-0.0622666j 0.0644332-0.0642539j 0.0264207+0.0338871j -0.0201277-0.00104597j -0.0359766-0.0209701j 0.0575403+0.038257j -0.0239972-0.0882561j -0.0725748+0.0109299j 0.0186012+0.0523485j -0.0421145+0.0161657j -0.0672414-0.071251j 0.003556+0.0139334j -0.0705839-0.0261616j 0.0582294+0.0169647j 0.0559805+0.0650871j 0.0136699+0.0257194j 0.0755392+0.0442252j -0.0589002+0.0590131j 0.0553743+0.0404637j -0.0588452+0.111154j -0.174106-0.0977143j 0.085879+0.0352791j 0.112677-0.109342j 0.0249166-0.0941901j 0.00540469-0.0578105j -0.00382573-0.0251767j 0.121516+0.00603518j -0.0335032+0.000264626j 0.0358028-0.0628599j -0.0267228+0.219757j 0.0899721-0.0281539j 0.000876232-0.171717j 0.0266648-0.0930085j 0.0848033+0.0142956j -0.135646-0.00350071j 0.0658094+0.0638231j 0.0320556+0.0345306j -0.00973092+0.0685747j 0.188671+0.163173j -0.0645239+0.197408j -0.0159698+0.0689254j 0.136512+0.00100686j 0.0837153-0.0173953j 0.00989603+0.0735378j 
-0.0157347-0.00567139j -0.0186436+0.0137532j 0.00403804-0.00020394j 0.0172312-0.00246013j 0.000997828-0.0100159j -0.0165584-0.0136474j 0.0159956+0.0236613j 0.00558584-0.00406739j -0.0044393-0.0139456j 0.00722067+0.00656036j -0.0204459-0.00943603j 0.00685692+0.0104772j 0.0054086+0.0233755j -0.0233041-0.023907j 0.00426505+0.0227203j 0.00284551-0.00901437j 0.000735186-0.00448587j 0.00701484-0.0120132j 0.000197809+0.0110676j 0.0122099-0.0131853j 0.0148597-0.000375702j 0.0171203+0.0214134j -0.0166779-0.0122262j -0.00628898+0.00658324j 0.00145299+0.00298292j -0.00698088+0.00766322j -0.00157734+0.0123781j -0.0366786-0.00902705j -0.0139674+0.00548647j -0.0172042+0.0214619j -0.0106375-0.031364j -0.0143672+0.00960321j -0.0105557+0.0187592j -0.0202221+0.0176494j -0.00554282+0.00835947j -0.00828838+0.00539218j -0.0275759-0.0134427j 0.0299384-0.00696392j -0.0074102+0.000981257j 0.0520032-0.0650962j -0.0303777+0.0771621j -0.0063912+0.00623871j -0.000621604-0.0147418j 0.00122206+0.00436502j -0.0221254-0.0183804j 0.0129424-0.0249531j 0.0168765-0.0052481j -0.0119024-0.0217043j 0.0481235+0.0320678j -0.0866906-0.00454784j 0.0423401-0.00826706j 0.0423336-0.00699089j 0.0700458-2.09555e-15j -0.0910952-0.0461023j -0.00242237+0.0403501j 0.0345454-0.0352836j 0.0036382-0.0272667j 0.0351767+0.0210122j -0.0191003+0.0143175j 0.011523+0.0191058j 0.000236023+0.0213709j 0.0595376-0.00646054j -0.0617683+0.0476969j 0.0300805-0.0678339j -0.0659+0.052055j 0.0512771+0.0648681j -0.0217189-0.0100065j -0.0656892+0.0443765j -0.0389855-0.131677j 0.108244-0.0664458j -0.0749664-0.117301j 0.0547691+0.147301j -0.0874281+0.0760302j -0.0802986-0.0194153j -0.0648618-0.0461554j 0.0861827-0.053379j -0.157569-0.0482415j -0.00708523-0.0679086j -0.040751-0.0025858j -0.0914617+0.0290045j -0.172172+0.0915399j 0.190058-0.178929j -0.107847+0.00866457j 0.107693-0.0946425j -0.145361+0.0607104j 0.0631421-0.0859042j 0.0672171-0.177309j -0.115927-0.0830209j -0.0661345+0.012752j 0.0316955+0.0440163j 0.00170031-0.0781133j -0.0303959-0.132167j 0.194374+0.120006j 0.0793938-0.0636825j -0.0186888-0.0551231j -0.0222781+0.0209624j -0.00576891+0.0300682j 
-0.00309502+0.00622401j -0.00884145+0.00226604j -0.0050228-0.00465048j -0.0160532-0.0125593j 0.00628792-0.016147j 0.00910557+0.0039692j 0.00100011-0.00098145j -0.00853186+0.00545175j -0.00823884-0.00296562j -0.0105019+0.0049928j 0.0143661+0.00597152j 0.0060717+0.00163545j -0.0271227-0.0152764j -0.0270724+0.00768985j -0.00496359+0.027835j 0.00850243-0.027806j 0.0156309-0.0140442j -0.00107283-0.0105547j 0.00175745-0.0291783j -0.00835123+0.0209432j 0.00997766-0.00469845j 0.0131073+0.0244584j 0.0315932+0.00028162j -0.000222275-0.00788362j 0.0161587+0.0389418j 0.000963944+0.0121693j -0.00565308-0.0148835j -0.0297919-0.0265081j 0.0115787+0.00577725j -0.00364268+0.0146419j 0.00273585+0.0181545j 0.012837+0.00763603j 0.000768269+0.00810052j 0.00867656+0.00675937j 0.0122521+0.00903672j -0.0069586-0.0370755j -0.0254313+0.00691601j -0.00527596-0.00893181j 0.00292939-0.0528252j -0.00726058+0.0259402j -0.014525+0.0483693j -0.00560095+0.070717j -0.00431617+0.00316816j 0.0196342-0.0671422j -0.0290012+0.0610337j -0.0545521+0.040454j -0.0174725-0.00819467j 0.0199096+0.00129824j -0.0845761+0.0755253j -0.000482104+0.0160557j -0.00343825-0.00251071j -0.00231382+0.0622666j -0.0910952+0.0461023j 0.0467921-3.2474e-14j 0.0023112-0.0399827j -0.000688663-0.0345876j -0.00132878+0.00290981j 0.0409324-0.0500829j -0.0638316-0.0517444j 0.025624+0.0215344j -0.0521503+0.0474332j 0.0197213+0.0146108j 0.0352625+0.0197765j 0.0668236-0.062864j 0.0781352+0.0624964j 0.0184343+0.0441306j 0.025308+0.0387427j 0.0507559-0.0131081j 0.000203812-0.00147609j -0.0317866-0.012884j -0.032563-0.0130165j 0.104778-0.031116j -0.0632858-0.0237362j -0.0875986+0.0270564j -0.0341643+0.0366213j -0.0054151-0.0632087j -0.0168394-0.0557016j 0.00478924-0.00534798j -0.00603415+0.136457j 0.104943+0.225774j -0.0784085-0.0353635j 0.042564-0.020815j 0.152095+0.0747688j 0.0252804-0.088585j -0.00211448-0.146905j 0.189439-0.112719j 0.117677-0.0536451j -0.00564745-0.00659649j 0.077073+0.0477992j 0.0293238+0.0170823j 0.00664353+0.0254255j -0.188737+0.00697185j -0.0732182-0.15752j -0.0277572+0.0815009j 0.0865719-0.00250049j 0.0462401-0.0376213j 0.060175+0.0236359j 
-0.0187227-0.0354985j 0.0269391+0.0377104j 0.0238794-0.0203291j 0.0138275-0.00222123j -0.000860405-0.0077107j -0.0110746+0.0105011j 0.00729032-0.00348656j -0.00826244-0.00905023j 0.0062902+0.00778151j -0.00186632-0.014187j -0.00504676+0.0138737j 0.00071629+0.00903347j -0.00972086-0.0196757j 0.0103935+0.00837536j -0.00304474-0.0227096j 0.0259072+0.0236046j 0.0191212-0.0149951j -0.0159312+0.0644497j 0.00365705-0.0128749j -0.0512276-0.0235282j 0.00395882+0.00514039j 0.0298422+0.0125456j 0.0420407-0.0073698j 0.00521639+0.0330149j 0.0371386+0.0326453j 0.000857844-0.0198108j 0.0356236-0.00902749j -0.055224-0.00939948j -0.0403754+0.0362104j -0.01945+0.0445565j -0.00321664-0.018355j 0.0199209+0.00995419j -0.0129022-0.0122188j 0.00218647+0.032738j -0.0316735-0.0403413j -0.00427955+0.0361555j -0.00132727+0.000640178j -0.0117009+0.053855j 0.0175888-0.0472763j 0.00331068-0.010699j -0.00785601+0.0265039j -0.00452466-0.0200542j -0.0220352+0.0462553j -0.00118747-0.0114607j -0.0173307-0.0332651j -0.0402948-0.0351992j 0.0325888+0.0224382j -0.025604-0.00108021j -0.02314+0.0177605j -0.11329-0.0251269j 0.00160597-0.0257158j 0.0644332+0.0642539j -0.00242237-0.0403501j 0.0023112+0.0399827j -0.0909401+6.96665e-15j -0.0970104-0.00270181j 0.0343978+0.0359604j -0.0132631+0.0305654j 0.0183541+0.00775438j 0.0390631+0.0184338j 0.0673439-0.0408638j 0.0796506+0.00653401j -0.0409065-0.00651109j -0.032268-0.102659j 0.0471829-0.0171537j 0.0764903-0.0679629j -0.0409602+0.0855399j 0.00527959-0.0291376j -0.0151486-0.126992j 0.0376225+0.0430949j 0.00963638+0.0924813j 0.00166097-0.138836j -0.101762-0.0761802j 0.0720206+0.135085j 0.151816-0.0919977j -0.00427164+0.0829399j -0.148152+0.0179111j 0.103951-0.049331j -0.0133628-0.0409466j 0.0260924+0.0258233j 0.0498754-0.185941j -0.0651788-0.00690034j -0.0314062-0.0375227j -0.0218736-0.0327229j -0.114787-0.10782j 0.097171+0.0833525j -0.131026-0.0543424j -0.193183+0.241728j -0.0639459+0.0461671j -0.0425058-0.0519811j 0.0603352-0.142052j -0.0416325+0.0832723j -0.0757467-0.0336488j 0.0311622+0.038313j 0.0381321-0.0414124j -0.0408115+0.0633309j 0.0361321-0.037498j 
-0.0231981+0.015887j 0.00925491-0.0342742j 0.00355581+0.000584945j 0.0158277+0.0163883j -0.00568291+0.0171445j 0.00530809-0.0379156j 0.0170199+0.000572879j -0.0115706+0.00453775j -0.0122158-0.00700642j -0.0400177+0.0195516j -0.0338388-0.00452821j -0.0158584-0.0163088j 0.0311348+0.00160139j -0.0188849-0.00623372j -0.00584723+0.0214474j 0.00534426+0.00221755j -0.0174041+0.013574j -0.0253973+0.00476502j 0.021612+0.0148962j -0.00975507-0.0367252j -0.0211424+0.0285266j 0.0464971-0.00183794j 0.0191522-0.00603135j 0.00473836+0.0280074j 0.0787473-0.00848483j -0.0184152-0.00138089j 0.0345758-0.00594641j -0.0565697+0.00487053j 0.00314137-0.0120868j -0.0217615+0.0490125j -0.0107607-0.0350738j 0.00878396-0.0125863j 0.0267612+0.0110736j -0.00629334+0.0269699j 0.012441-0.00748609j 0.039694-0.00406427j 0.00323608-0.0287483j -0.00133568+0.000200524j -0.033496+0.00314046j -0.0225563-0.0210823j 0.0122297-0.0648432j 0.0125202+0.027896j -0.0273531+0.0196814j 0.0349755-0.00961312j 0.0410176+0.00636091j 0.005842+0.0523052j -0.00272418-0.00583664j 0.0241849+0.00786811j -0.0280235-0.0135863j -0.0167712+0.0168591j -0.0347899+0.0301845j 0.0264207-0.0338871j 0.0345454+0.0352836j -0.000688663+0.0345876j -0.0970104+0.00270181j -0.16644+4.59355e-15j 0.00827856+0.0335619j -0.0369585-0.00986413j 0.12994+0.0122173j -0.00180094-0.0528926j -0.00763046-0.0222565j -0.0528559-0.015024j -0.00039804-0.00403451j -0.0246568+0.0103454j 0.0435319-0.0168161j 0.0222375+0.16427j 0.0922571+0.0380465j -0.0510475+0.0867922j -0.149878-0.0271249j -0.0358646+0.019264j 0.0834604-0.0294379j 0.0764173+0.0338885j 0.08022+0.109994j -0.039752+0.150839j -0.133772+0.138765j -0.0700275-0.0282632j -0.0356824+0.107786j -0.00760924-0.0174138j 0.0613787-0.155107j 0.0630265+0.0103737j 0.0245198-0.108682j -0.00162917-0.129918j 0.159627+0.0989094j -0.178889+0.0506479j 0.0542058+0.0581593j 0.033887-0.139833j 0.00780488+0.159059j 0.117289-0.138439j -0.0308537-0.087817j 0.0410179-0.0111688j -0.00656854+0.0207481j 0.088848-0.0491329j 0.0641345+0.0529601j 0.0630362-0.0110503j 0.0498716-0.0669973j 0.0567169+0.0111621j 0.00959317+0.011313j 
0.0105052+0.0104708j -0.0139344+0.0226854j -0.0138634-0.00612945j 0.00205466+0.0202827j 0.00988629-0.00658401j 0.00319977+0.00151558j 0.00135924+0.00614616j 0.0082729+0.00261727j -0.00606083-0.00308147j 0.00364608-0.00404169j -0.000546948-0.0139588j -0.0195228-0.0042635j 0.0121172+0.010803j 0.00169431+0.00787734j -0.0117757-0.0143792j 0.00266639+0.0349583j -0.0132926+0.0105852j -0.0106087+0.0495997j 0.00490212+0.0012989j -0.0324635-0.00716644j 0.0469716-0.0225057j 0.00249268+0.0499046j -0.0232562-0.0141287j -0.0113637-0.00760051j -0.0237952+0.0252563j 0.0175189+0.00495164j 0.00437817-0.0169815j 0.0262566-0.0309503j -0.0463638+0.0707249j -0.0215567-0.0235116j 0.0166516+0.0362353j 0.00957492+0.0037981j -0.0191324-0.011292j 0.009908+0.012525j 0.00486665-0.0486966j 0.0236041+0.0124906j -0.00562896-0.0241654j 0.0144323+0.0178285j 0.0200061+0.0220558j -0.0368532-0.109559j 0.00516976-0.0559626j -0.00714161-0.0268234j -0.014864+0.0118617j 0.0533982+0.0259264j -0.0497712-0.015283j -0.0190614+0.109322j -0.0222894+0.0534915j -0.00298853-0.0492731j -0.0107841+0.005797j 0.00406679-0.0262046j -0.0157328-0.0597255j -0.0201277+0.00104597j 0.0036382+0.0272667j -0.00132878-0.00290981j 0.0343978-0.0359604j 0.00827856-0.0335619j -0.0454997+1.00232e-14j 0.0411622-0.0466501j 0.0523662-0.107258j -0.0159785-0.0679963j -3.89885e-05+0.0305788j -0.00815366+0.00107675j 0.0450444-0.025706j -0.017868-0.102855j -0.052351-0.0251374j -0.079304+0.0245983j -0.0258689+0.0529764j 0.0259409-0.0312301j 0.0423569+0.0650397j -0.113242-0.14166j -0.0188407+0.00554511j -0.0552305+0.00211759j 0.0105286-0.0877562j -0.197952-0.0460965j -0.10964-0.0735218j -0.0941582-0.0770266j 0.0118593-0.0583082j 0.0920389-0.00380916j -0.042135+0.0817503j 0.0418867-0.0203035j 0.0951765-0.0198256j -0.0500436-0.088559j -0.00481608+0.00489562j -0.0253533-0.0785496j 0.205377-0.103152j 0.131856+0.0692949j -0.0818745+0.127432j 0.0286135-0.0512984j 0.012029-0.00958817j -0.0403817+0.12789j 0.0459478-0.0902189j 0.0290411-0.0279034j 0.0589563-0.0462927j 0.146068-0.0862244j -0.0266338-0.0373544j -0.0461207+0.0199774j 0.00396175-0.00741263j 
0.00174236+0.00664196j 0.00894892-0.0163256j -0.00709854-0.00957595j 0.00730869+0.00668563j -0.00498052-0.0121694j -0.00881059+0.00414466j 0.00755349-0.00419599j -0.000827455+0.00852832j 0.0203024-0.0097315j 0.0171786+0.00654435j 0.00520706+0.00125469j 0.0154659-0.00200215j 0.00733238+0.0301833j 0.0139796-0.0156903j -0.0293426-0.0140829j -0.00929977-0.0106552j 0.00981171+0.00967647j 0.0068781-0.00777603j 0.0276286+0.0326742j -0.00940215-0.0237654j -0.0253438+0.00185701j 0.0432874-0.00299328j 0.0120867-0.00783794j -0.00946154-0.0118931j 0.0292142-0.0127997j 0.00428437+0.0254359j 0.0160076-0.00385991j -0.01176-0.00577141j -0.0158433+0.011768j -0.000858809-0.00151662j 0.00643643-0.0363005j 0.0344572-0.0143945j -0.0136053+0.00884176j 0.0118453+0.00600554j -0.00957998+0.00922244j 0.0334472+0.00458075j 0.018651-0.0118774j -0.0154798-0.0213066j -0.00938165+0.00944536j -0.0526929-0.0342573j -0.0304391-0.011546j 0.016971+0.00482789j 0.0180977-0.0451237j -0.0283838+0.0436629j 0.0121865-0.00377668j -0.058482+0.0571783j -0.0487114+0.0172691j -0.0461673-0.00357663j 0.0310534+0.0307293j 0.0432329+0.0368713j 0.0349937+0.00172075j -0.0359766+0.0209701j 0.0351767-0.0210122j 0.0409324+0.0500829j -0.0132631-0.0305654j -0.0369585+0.00986413j 0.0411622+0.0466501j 0.020705-9.71445e-16j 0.0705433+0.0289665j -0.032468-0.0840076j 0.0707215-0.0311911j 0.167361-0.0147957j -0.0343595-0.090523j 0.0603131-0.00100597j 0.00941442+0.189738j -0.0402053-0.0485678j 0.0177648-0.0413867j 0.107838+0.00477917j 0.01636+0.00178325j -0.018605-0.173082j 0.0643434+0.0835023j -0.222051+0.0751279j 0.100978+0.0774201j 0.0337801+0.0616125j 0.0391285-0.151052j -0.100384+0.114958j 0.0931132-0.0950754j -0.0252218-0.00685867j 0.0691183+0.0548145j 0.0135026-0.0274715j -0.0798612+0.0286909j -0.212778+0.00129092j 0.0145665+0.00308382j 0.00682289+0.0883264j -0.00834796-0.0745425j 0.0248176-0.12228j 0.0942277-0.0921295j 0.016354-0.0918789j -0.00885785-0.0452802j 0.00987896-0.128795j 0.0662913-0.0240852j 0.0489326-0.0438507j 0.00248102-0.0403769j 0.0111325-0.0161427j 0.0465511+0.0335851j 0.0062762-0.0115261j -0.0209994+0.00909323j 
-0.0131963+0.0136125j 0.000973049-0.00356612j -0.00497724+0.025403j 0.0101358+0.00918353j -0.00774859+0.013234j -0.00411972-0.00910004j 0.00357692-0.0049526j 0.00302122+0.009499j -0.017675+0.00107101j -0.00218134+0.0249528j -0.0116316+0.0129679j -0.0192514+0.0063383j -0.00382878+0.0143353j 0.0183435-0.0191946j -0.000593869-0.00659697j 0.00435975-0.00490774j -0.0114833+0.00508673j 0.00912093-0.0192266j 0.0180142+0.0174459j 0.0161787+0.00478466j -0.0178323-0.00970551j 0.0198324+0.000894423j 0.00483135-0.0156474j -0.0157117-0.0425429j -0.0134173-0.0316447j 0.0124374+0.0238186j 0.00591691-0.0117817j 0.0324399-0.0154741j -0.0049861+0.0199855j 0.00502277-0.0348283j 0.0072761-0.00527601j 0.0221002-0.00268559j -0.0206045-0.00487113j 0.0227596-0.0108305j -0.0104474-0.00312059j -0.00889291+0.0306528j 0.0295148+0.00542639j 0.00165623-0.027399j -0.00713958+0.0135481j -0.0168288-0.0186375j -0.00481326+0.0392933j 0.0215166+0.015045j -0.00208964-0.0617717j -0.0479657-0.0257865j 0.00718271-0.0522909j 0.0332007-0.00259774j 0.0335008+0.0587834j -0.00715736-0.0756736j 0.0408675+0.0818623j 0.0297357-0.045249j 0.099449+0.00438433j 0.0575403-0.038257j -0.0191003-0.0143175j -0.0638316+0.0517444j 0.0183541-0.00775438j 0.12994-0.0122173j 0.0523662+0.107258j 0.0705433-0.0289665j 0.0345573+6.26235e-15j 0.0109845-0.0265391j -0.0167907-0.0434821j 0.0190316-0.00372129j -0.0538782-0.0481797j 0.0659609+0.112757j 0.0308858+0.00485771j 0.0109161-0.0577386j 0.000337542+0.102177j -0.000602252+0.0529843j 0.0781391-0.0113986j -0.0153862+0.0496317j -0.0838152+0.0544226j -0.0223859-0.00535908j 0.0868346-0.142088j 0.122672+0.00979913j -0.0787969+0.00222924j 0.0191792-0.0667677j -0.0934167-0.012051j -0.118882-0.0842326j -0.0667986+0.0593638j 0.0786067+0.0239849j -0.0798414+0.0947864j -0.01827-0.0280574j -0.054709+0.0465515j -0.0547828+0.112408j 0.0699702-0.0781776j -0.0517652-0.0422161j -0.118015+0.0879817j 0.00595178+0.17111j 0.0506516-0.0113779j 0.0349667-0.181078j 0.00590319+0.076768j -0.082297-0.00901431j 0.0670481-0.025212j -0.0248666-0.0010336j 0.0227146+0.0596598j -0.021009-0.00509035j -0.0062538-0.000301825j 
0.00212765-0.0367604j 0.0166433+0.000699945j 0.0103823-0.0338878j 0.0238004+0.000969932j -0.0166598-0.0191051j -0.00282664-0.000859928j 0.0211457+0.00635199j 0.00925816-0.0177479j -0.00838405+0.00839031j -0.010577-0.025376j -0.0175851-0.0101918j 0.0172706+0.0278675j -0.0225635+0.00197121j -0.0230473+0.00119471j 0.00354503+0.0164782j 0.0013163+0.0157265j 0.00563389+0.0129016j 0.00351057+0.0368316j 0.0114861+0.0223668j -0.00683142-0.0152838j -0.00400466-0.00964871j 0.0113229-0.00660018j -0.0189508-0.00572865j -0.0212291-0.0105127j -0.0212813-0.0189604j 0.00700314+0.0132092j 0.0191772-0.00976061j 0.0304448-0.0158916j -0.0273176+0.0302609j -0.0113305-0.0211479j -0.0122092-0.00292233j 0.0184236+0.00212124j 0.00783977-0.0109304j 0.00942733-0.00810308j -0.0205215-0.00782022j -0.00319332+0.021911j 0.0146933+0.0030122j -0.0094388+0.0188381j 0.00040582+0.0198164j 0.0226311+0.0132091j 0.00883425-0.031685j 0.0102336-0.0567796j 0.0225383-0.00847671j -0.0364585+0.0615027j -0.00197737-0.0272014j 0.0287712-0.033819j -0.00151302-0.0179661j -0.0331128+0.0400706j 0.097348-0.0107776j 0.0147501+0.0462831j 0.00291469-0.00171547j -0.0239972+0.0882561j 0.011523-0.0191058j 0.025624-0.0215344j 0.0390631-0.0184338j -0.00180094+0.0528926j -0.0159785+0.0679963j -0.032468+0.0840076j 0.0109845+0.0265391j -0.00427789+7.77156e-16j -0.0466494+0.0587903j -0.0536044-0.0526105j 0.0445073-0.0808561j 0.107266-0.0721465j -0.031754-0.00422247j 0.0823285-0.0292728j 0.0517203+0.127528j -0.192418+0.0118082j -0.0403051-0.0280117j -0.056388-0.0946846j -0.10073-0.119489j 0.0976596-0.0796141j 0.00509583-0.0485169j 0.0552045-0.0530019j 0.103608+0.382726j 0.0607857-0.133602j -0.0260563+0.0963813j 0.128503-0.0853405j 0.118603-0.0868814j -0.121946+0.0540873j -0.121388+0.033769j -0.00442007+0.0299715j 0.0441726+0.0600774j 0.0272717-0.0249887j 0.0535172-0.0181025j -0.0355968-0.0133297j 0.0341208-0.019663j -0.095577-0.0243607j -0.0667606-0.0307258j 0.00389475-0.0428768j 0.0692339-0.0662546j 0.0964617+0.00416443j 0.0146169+0.0616012j -0.0168644-0.0113325j -0.002041+0.0618608j -0.0273016+0.0251907j -0.0501852+0.0119666j 
