0.0137984-1.40304e-14j 0.18569+0.014973j 0.107211+0.106855j -0.0379637+0.00286682j 0.00209288-0.00281416j 0.0418564+0.130566j -0.0501979-0.0842952j 0.0227794-0.0659018j 0.072622+0.0195621j 0.0195071-0.0616234j -0.0731007+0.0759271j -0.0982051-0.175925j -0.134825+0.0434161j -0.0700428+0.0655694j -0.00695308+0.163391j 0.0709703+0.00651968j 0.177857+0.0400298j -0.0347213-0.03534j 0.0793463+0.120555j 0.0354321-0.0157693j -0.0108486+0.00153926j 0.0247772+0.0562496j -0.0157887-0.0652934j 0.019234-0.0245149j 0.000784906+0.00622479j -0.0133455-0.0322128j 0.0279944-0.00778995j 0.00867849+9.06898e-05j 0.0779923-0.0231998j -0.0547202-0.010884j -0.0875818-0.0297632j 0.0313484-0.0105977j 0.0353647-0.13576j 0.0719801+0.0166823j 0.00120827+0.0666126j -0.0594654-0.0408502j 0.014452+0.044951j -0.0750528-0.0149209j 0.00554407-0.00831447j 0.0562746-0.00716529j -0.0115469-0.00795636j -0.0641177-0.0477206j 0.0247657+0.037809j 0.00823788+0.0695239j 0.00156009-0.0192898j 0.0404631+0.0303819j -0.0204506-0.00359974j -0.0134287-0.0120993j 0.0119301+0.0349977j 0.00303724+0.000887765j -0.000392541+0.0164944j -0.00977641+0.00797062j -0.0157347+0.00567139j -0.00309502-0.00622401j -0.0187227+0.0354985j -0.0231981-0.015887j 0.0105052-0.0104708j 0.00174236-0.00664196j -0.0131963-0.0136125j 0.00212765+0.0367604j 0.000248313+0.0183095j 0.00921965-0.0191744j -0.00675411-0.0241679j -0.00484339+0.0420851j -0.00804072-0.00439916j 0.0128108-0.0281656j 0.0166958+0.0126472j -0.0215844-0.0288348j 0.00138714-0.00738553j 0.0177938-0.0342379j -0.0282648+0.0311638j -0.0241439-0.0210707j 0.0120011+0.00391002j -0.0315925+0.0095393j -0.031799+0.025219j -0.000882287-0.00807514j 0.0112685+0.00749488j -0.0146674-0.00788364j 0.0101473-0.0158235j 0.0134641+0.0114312j -0.014167+0.030531j -0.0224969-0.0269904j -0.0242284+0.0459622j 0.0196148+0.00157067j 0.00142446-0.0542184j -0.0682009+0.0716649j 0.0200785+0.0314809j -0.00719708-0.0454274j 0.157505+0.128689j -0.142284+0.000370776j -0.0415656+0.118796j -0.0149098+0.0363857j 0.00848293+0.0492037j 0.0523463-0.136472j 0.00247131-0.0180825j 0.023555+0.0167471j 0.138535+0.0931778j 
-0.031799-0.025219j 0.0116668-0.0112863j -0.0110497-0.00176761j -0.00902647-0.0047042j 0.0060476-0.0207478j -0.0195019-0.0019753j 0.0387375-0.0264664j -0.00708683-0.00830036j -0.000255232-0.00218964j 0.00785606-0.00116052j 0.00300014-0.012286j 0.00654015-0.010719j 0.0117005+0.00373485j -0.00973664-0.0164587j -0.0108689+0.00537472j -0.024639-0.00426884j 0.0250564-0.0139179j 0.0265901+0.0203997j 0.00146888-0.0209778j -0.0292093-0.0417715j 0.010496+0.015311j 0.0332356+0.0105831j -0.0286054+0.0179132j 0.00749043+0.026747j 0.0112157-0.0162282j -0.00928914+0.0187751j 0.00929871-0.00846233j -0.00720326+0.000369851j 0.00952034+0.0107461j -0.0102374+0.00220228j -0.00928549-0.00938092j 0.0124578-0.00624498j 0.00749167+0.0046775j -0.0326446-0.0164549j 0.00201964+0.0212656j 0.0212455-0.0118507j -0.0212963-0.024154j -0.0337241+0.020113j -0.0212845-0.0110948j 0.00651276+0.0692262j 0.107299-0.00371452j -0.00558361+0.0157776j 0.0412963+0.0409893j 0.0381988+0.0411574j 0.0246188+0.00622801j 0.137335-0.0336955j 0.0174564-0.0787621j 0.0511871+0.0460516j 0.0154876+0.0249795j 0.0398334-0.0412942j 0.0264445+0.074852j 0.085879-0.0352791j -0.0648618+0.0461554j -0.0341643-0.0366213j 0.151816+0.0919977j -0.133772-0.138765j -0.10964+0.0735218j 0.0391285+0.151052j -0.0787969-0.00222924j 0.103608-0.382726j 0.0766506-0.0119932j 0.0761456-0.0152134j -0.150801+0.0171329j -0.0637122+0.0501862j -0.079626-0.0698722j -0.0562975+0.018151j -0.093338-0.0563602j 0.0772105-0.120801j 0.0290904+0.0245934j 0.0661288-0.0203065j 0.110026+0.0589044j -0.0622187-0.0732821j 0.0575426-0.0294843j 0.0110001-0.031615j -0.0138244-1.52656e-15j -0.00244366-0.00979653j 0.0293062+0.0696567j 0.0392825+0.00427691j 0.0435747+0.0701507j 0.0283019+0.0283901j -0.0397836-0.013508j -0.021951+0.0331287j -0.0380061-0.1007j 0.00118846+0.0229928j 0.00140691-0.0318986j 0.0558015-0.00986111j -0.00594222-0.0530509j -0.0284429-0.0546244j -0.0519434-0.0579258j 0.0121743-0.00656813j 0.0060525-0.0297571j 0.020069+0.0467232j -0.0245317+0.0282898j -0.00928846+0.0567958j 0.0148211+0.0699442j 0.0200305-0.00795938j -0.00199937+0.0569541j 
-0.000882287+0.00807514j 0.00986386+0.0152439j -0.0196958-0.0107099j -0.00899466-0.00689372j -0.0187417+0.00243696j -0.0101842-0.0115444j 0.0102854-0.00728778j 0.0224148+0.0146554j 0.008684-3.76377e-05j -0.0131381-0.00354384j -0.00865993-0.00516816j 0.00768127-0.0120732j 0.000695122-0.00612293j -0.00600099-0.00938431j -0.00480072-0.00132831j 0.0109274+0.000610762j -0.0179646+0.00661768j -0.00473533-0.0466254j -0.0216089+0.00961042j 0.0153834-0.0152746j 0.0221986+0.0625667j 0.0168811-0.019218j 0.0117758+0.038688j -0.0143782-0.0187777j 0.0201604+0.0340044j 0.0224003-0.00681649j 0.00462079+0.0363614j 0.0129718-0.00670227j 0.00381743-0.00700632j 0.00482774-0.0200832j 0.00201977+0.00438059j -0.000159287+0.00121791j -0.00332794-0.00070682j 0.0125348-0.0120308j -0.00276164-0.000970264j -0.00655904+0.00245712j 0.00413471+0.00148702j 0.0181142+0.00919571j -0.0219189+0.0110553j 0.037418-1.36057e-05j 0.07214+0.0357246j 0.0332511+0.0126799j -0.00529724-0.0530857j -0.0100862+0.0529598j 0.0560205-0.0310459j 0.0493369-0.0230368j -0.0713525-0.199725j 0.0885066+0.104407j 0.0793331-0.0107805j -0.0509816-0.0465498j 0.020638+0.0256097j 0.112677+0.109342j 0.0861827+0.053379j -0.0054151+0.0632087j -0.00427164-0.0829399j -0.0700275+0.0282632j -0.0941582+0.0770266j -0.100384-0.114958j 0.0191792+0.0667677j 0.0607857+0.133602j -0.0921982-0.00163296j 0.0285637+0.15409j 0.0538607+0.093763j 0.0894635+0.0459822j -0.0531826-0.0544357j -0.0220405+0.0461974j 0.0417892+0.0805817j -0.0383763+0.147621j -0.0238547-0.050313j 0.0092455+0.0407099j -0.037684+0.0882027j 0.00305978+0.0413233j -0.0521054-0.0223318j 0.0545367+0.0101284j -0.00244366+0.00979653j 0.0188122-2.91434e-16j 0.0424422-0.0400679j 0.0112934-0.0913264j 0.121628+0.0458843j 0.0344887-0.000566858j 0.0600233-0.026j 0.0593367+0.00625737j -0.0368412-0.0368878j -0.0941774-0.0138467j -0.0245401-0.0282374j -0.0268006+0.0452855j -0.0104455-0.0818793j 0.0569086-0.0156197j 0.0048528-0.00595147j 0.00741139-0.0129665j 0.0315588-0.036399j -0.000541596+0.017781j 0.0117089+0.0236329j -0.00765464-0.00565686j -0.0116564+0.033947j -0.0193113+0.0226966j -0.00281703-0.0117068j 
0.0112685-0.00749488j 0.0110707-0.0164724j -0.0120583+0.01956j 0.00809838+0.0181835j 0.0157079-0.0119022j 0.00935633+0.00631153j -0.00125047-0.00711143j -0.0218084+0.00708321j -0.00189736-0.00119065j 0.0133215+0.0107979j 0.00262586-0.0021936j -0.00782093-0.00552284j 0.00248348-0.0054337j 0.0124569+0.00427647j 0.000514391+0.00113996j 0.00383551-0.00815761j -0.0194417-0.0227258j 0.0364371-0.00967836j 0.0327369+0.0311489j 0.0573941+0.0133198j 0.0282427+0.0318564j 0.00964297-0.0244656j 0.0447727+0.0106952j 0.0148147-0.0184201j 0.00207613+0.0221162j 0.00197923-0.00305454j 0.0121871+0.021694j 0.0091933-0.00591665j 0.00308878-0.00629567j 0.00401043-0.013865j 0.00414766-0.00489701j 0.00758709-0.00184243j -0.0102344+0.00560518j 0.00953571+0.00474024j -0.0016726-0.00587037j 0.00125319+0.00655059j 0.0219795-0.00960978j 0.0697653+0.0362153j -0.0265739-0.00758921j 0.0147639+0.0632606j -0.0252255-0.0151199j -0.0567032-0.036857j -0.0115404-0.0475022j -0.0496648-0.0176639j -0.00304524-0.05123j 0.0413534+0.120769j 0.00743859+0.000527312j -0.0338693-0.0354313j -0.0293549-0.0385525j -0.144136-0.125523j -0.0596247+0.0204376j 0.0249166+0.0941901j -0.157569+0.0482415j -0.0168394+0.0557016j -0.148152-0.0179111j -0.0356824-0.107786j 0.0118593+0.0583082j 0.0931132+0.0950754j -0.0934167+0.012051j -0.0260563-0.0963813j 0.0895907+0.0162946j 0.191731+0.0271102j -0.0989109-0.0251549j -0.0345671+0.0647578j -0.114491+0.155519j -0.0148459-0.11657j -0.0419489-0.00166742j 0.0149576-0.00263305j 0.0341861+0.0766804j 0.0190012-0.137438j -0.0787495-0.010996j -0.0605874+0.112548j 0.105553+0.0675656j -0.0231434-0.0476453j 0.0293062-0.0696567j 0.0424422+0.0400679j 0.0577949-2.41474e-15j -0.01595-0.1237j 0.0284767+0.0347569j -0.0642259+0.0212215j 0.0191549+0.0238778j 0.00805705+0.000112794j 0.00111779+0.0373645j -0.0254401-0.0400983j -0.0650765-0.0104301j -0.0545324+0.0300355j 0.045714-0.010158j -0.0382933-0.0866257j 0.0507543-0.0632959j -0.0110328-0.0102356j 0.00329668+0.0135107j 0.00577043-0.0222524j -0.059337+0.0938598j 0.0228051-0.0703886j -0.00742452+0.0258371j -0.00969726-0.00187629j -0.00988144-0.0193124j 
-0.0146674+0.00788364j -0.00676524+0.00281287j 0.0198999-0.0235779j 0.0311532+0.0274795j -0.00391846-0.00584273j -0.00284064+0.00857119j 0.0181759+0.00528326j 0.0111055+0.000493663j 0.00579215-0.00180763j -0.00217342-0.0109215j -8.17887e-05+0.00137432j 0.0195364-0.00410864j 0.00865036-0.00291902j 0.00885768+0.00372872j -0.00855308+0.00312129j 0.00680313+0.0149538j -0.00874349-0.00687447j 0.00175462+0.0662182j 0.09013+0.0112987j -0.0156376+0.00887245j -0.0187477-0.127668j 0.000146639+0.0038322j 0.0325232-0.0189456j 0.0126552-0.0549275j -0.0289305+0.00576902j 0.0286937+0.0332988j -0.0147437-0.00350716j 0.0144629-0.0191454j 0.00110614+0.0109347j -0.00724568+0.00769376j 0.0191554-0.00497146j 0.01024-0.0162057j 0.00492828+0.00927083j -0.00636887+0.0146551j -0.0145741+0.00892578j 0.0153632+0.00713053j 0.0125133-0.00347685j 0.0100076-0.0102477j -0.00861495-0.00475558j 0.0698265+0.0259729j -0.0412353-0.0703436j -0.0618864-0.0477713j -0.0300565+0.023188j -0.00482639+0.00252234j 0.0649649+0.225363j 0.138737+0.0748706j 0.0451203+0.0849703j -0.0187824+0.0939278j -0.0428453+0.106199j -0.214375+0.0530548j -0.0164342-0.0899214j 0.00540469+0.0578105j -0.00708523+0.0679086j 0.00478924+0.00534798j 0.103951+0.049331j -0.00760924+0.0174138j 0.0920389+0.00380916j -0.0252218+0.00685867j -0.118882+0.0842326j 0.128503+0.0853405j 0.207169-0.0425187j -0.0978959+0.0374893j 0.090182-0.0326467j 0.00542246-0.0413055j -0.0903651+0.0801635j 0.0458492+0.0683203j 0.0238456-0.01954j -0.0593297+0.0247217j 0.0748835-0.0121123j 0.0102997+0.14976j 0.0542325-0.0602096j 0.0852056+0.0304942j -0.0685074+0.014309j 0.0229166+0.0639699j 0.0392825-0.00427691j 0.0112934+0.0913264j -0.01595+0.1237j -0.0570443-3.94997e-15j -0.0136787+0.013405j -0.0113655-0.0313965j 0.00753017+0.0364812j -0.0383452-0.0236445j -0.00137523-0.0208955j 0.0778211-0.0279963j 0.00622607-0.0203892j 0.0370329-0.0431397j -0.0272138+0.000137925j -0.0189681-0.0589596j -0.030321-0.0755899j 0.0630023+0.0140147j -0.0554549-0.00841441j 0.00329167-0.0607286j -0.0130082+0.0666345j 0.0157795-0.00779223j -0.0227598-0.0703722j 0.00711073+0.0246289j -0.0215573+0.00541909j 
0.0101473+0.0158235j -0.0490161-0.0141978j 0.00287736+0.000506143j 0.000880521+0.033173j 0.00133928-0.000939556j -0.0173967-0.0046281j -0.00382044+0.00869667j 0.00946339+0.0246237j -0.00539186+0.0103862j 0.00510251+0.0030397j 0.000878088-0.00191047j 0.00755622+0.0199806j 0.000862567+0.00637636j 0.0071677-0.00151698j -0.00563945-0.00337491j -0.00487237+0.00980625j -0.020467+0.0100889j 0.00932008+0.0201551j 0.00283316+0.00649874j -0.00276224-0.0167685j 0.0244197+0.0230698j -0.0357693+0.034665j -0.0186218-0.0318583j -0.0102557+0.0295586j 0.00432457-0.0599035j -0.0214094-0.0105518j -0.00283573-0.00884476j 5.60881e-07+0.0188781j -0.0221157+0.0389018j 0.00907719+0.000317881j 0.00552214+0.0142895j -3.85634e-05+0.0301477j -0.0025259+0.0121018j 0.0148379-0.0284146j 0.00403349-0.013305j -0.0061148-0.00568155j 0.00196949-0.0144633j 0.0744758+0.0300126j -0.0268833+0.0444668j 0.101884-0.0654171j -0.111109-0.0718989j 0.0137412+0.0129806j 0.0269096+0.0133374j 0.0230275+0.0710954j -0.120037-0.00438782j 0.0691414+0.253216j 0.112099+0.0132111j 0.0559174+0.0774619j 0.136345-0.0671678j -0.132853+0.104531j 0.117316+0.134915j -0.00382573+0.0251767j -0.040751+0.0025858j -0.00603415-0.136457j -0.0133628+0.0409466j 0.0613787+0.155107j -0.042135-0.0817503j 0.0691183-0.0548145j -0.0667986-0.0593638j 0.118603+0.0868814j -0.00963226+0.177258j 0.163634-0.115671j 0.0723888-0.069145j -0.0567405-0.00965836j 0.0764885-0.0322664j 0.0948131+0.0443501j 0.0622793+0.103927j -0.0769307-0.0514334j 0.00682994+0.0740511j 0.0189497+0.0472545j 0.0217269+0.0901739j -0.0246595-0.0184059j -0.0743153+0.0482341j -0.042513-0.0730114j 0.0435747-0.0701507j 0.121628-0.0458843j 0.0284767-0.0347569j -0.0136787-0.013405j -0.0919018-9.85323e-16j 0.029405+0.0550599j -0.120502-0.0244314j -0.0233454-0.0353668j -0.00922612-0.0564731j 0.0471102+0.0326662j -0.0235953+0.0384293j -0.0308355-0.0392903j -0.0478322+0.011048j 0.034746-0.0171257j 0.080815+0.0170058j -0.0378123-0.0488908j 0.0185891+0.0599405j -0.0278018-0.0757437j 0.000187652+0.0510369j 0.0294946-0.0483884j -0.0264932+0.0400442j -0.0158066-0.0608549j 0.00842395-0.00877477j 
0.0134641-0.0114312j 0.0273903+0.0204949j 0.0238802+0.00303151j -0.0144362+0.0141961j -0.00573191-0.0113846j -0.00872927-0.0138407j 0.0148529+0.0133641j -0.00610177+0.00718313j -0.00117127-0.000976034j 0.000439311-0.000280734j -0.00311925-0.00640388j 0.010801+0.00275929j -0.00498792-0.0074337j 0.0072489+0.00544893j 0.00223664-0.00250715j 0.0284421+0.023696j -0.044236+0.00658243j -0.0711612+0.00536488j 0.0473284+0.0692541j 0.0171837+0.016142j -0.0473914-0.0240449j -0.0534999-0.00221068j 0.00195035-0.0569247j -0.00908117+0.00362972j -0.0101354+0.0259441j -0.00924704-0.00911304j -0.0117952-0.00942752j -0.00794763-0.0104996j -0.00596665+0.0220667j 0.00078314+0.0086295j 0.00473979-0.00551539j -0.0112942-0.0104333j -0.00508706-0.0157363j 0.0317934+0.00099931j -0.0203354+0.00349063j 0.000306728+0.0193424j 0.0318863+0.00399954j 0.0585608-0.0456849j 0.0362671+0.031767j 0.071022-0.166074j -0.168997-0.0048347j 0.00809953-0.0359407j -0.103765-0.054591j 0.0293383+0.00230456j 0.0604841-0.02336j -0.0535875-0.086504j -0.0833986-0.0341516j 0.101035+0.0556537j 0.11148+0.103834j 0.0894057+0.00510692j -0.0709994+0.0142793j 0.121516-0.00603518j -0.0914617-0.0290045j 0.104943-0.225774j 0.0260924-0.0258233j 0.0630265-0.0103737j 0.0418867+0.0203035j 0.0135026+0.0274715j 0.0786067-0.0239849j -0.121946-0.0540873j 0.00216676-0.098144j 0.00617694+0.0299952j -0.0763403-0.0155013j -0.0254912+0.0363013j -0.0112662-0.00862513j -0.0691565+0.0159599j 0.0294511-0.00382025j 0.0398334-0.0138551j 0.0990127-0.109476j -0.0281985-0.0292017j 0.0613943+0.028049j -0.0295864+0.0238847j 0.000128692-0.0148794j -0.0331904-0.0132702j 0.0283019-0.0283901j 0.0344887+0.000566858j -0.0642259-0.0212215j -0.0113655+0.0313965j 0.029405-0.0550599j 0.00535186+3.56659e-15j 0.022593-0.0298922j 0.0933191+0.0612188j 0.0507639-0.00735018j -0.0339216-0.0334691j 0.0286499+0.00102731j -0.0287516-0.0240326j 0.00231493-0.0482866j 0.0623253+0.0312771j 0.0236837+0.0584152j -0.000256934-0.0140972j 0.00336857+0.0156806j -0.0146275-0.051053j 0.0136475+0.0388817j -0.000331589-0.0526133j -0.00952463-0.0404306j -0.0209692+0.0439588j -0.0122671-0.0370682j 
-0.014167-0.030531j 0.010197+0.0446569j -0.0295447-0.0279627j 0.00169475-0.0263629j -0.00485615-0.00371189j 0.0049411+0.00441631j -0.0125075-0.00345995j -0.00431896+0.0094051j -0.00163308-0.00115207j -0.00955757-0.00172469j 0.00458934+0.00294371j 0.00330982+0.00744191j 0.0109209-0.000316695j -0.00420117+0.0132102j -0.00471885-0.00138076j 0.0411718+0.021423j 0.0265471+0.00306218j 0.0498314+0.0349482j 0.0365901-0.0207463j 0.0194677+0.0290582j 0.0159901+0.00929014j -0.0111752-0.0104292j 0.0411373-0.000273701j 0.0379155-0.00477373j -0.0181542-0.0429089j -0.0220947-0.000877768j 0.00690502-0.0516866j 0.00659057+0.00428831j 0.00845602+0.00722862j 0.00595875+0.00560536j -0.00865989+0.00915457j 0.00402304+0.00801439j -0.00708527+0.00577948j -0.0051315+0.0241775j 0.00615236-0.016921j 0.00581166-0.00324367j -0.0153278+0.0136458j -0.0116207-0.0194312j 0.0540568-0.0297838j -0.121691+0.0299614j -0.0272663+0.108688j -0.08131-0.00800568j -0.0267883-0.0109817j -0.0539568-0.0943113j 0.0798009-0.0118479j 0.0228021-0.085434j -0.0875693-0.197151j 0.127171+0.0606051j -0.0761172+0.0665771j -0.0983072-0.132558j 0.0596202-0.103375j -0.0335032-0.000264626j -0.172172-0.0915399j -0.0784085+0.0353635j 0.0498754+0.185941j 0.0245198+0.108682j 0.0951765+0.0198256j -0.0798612-0.0286909j -0.0798414-0.0947864j -0.121388-0.033769j -0.0489176+0.123626j -0.0275364-0.0251096j 0.00368632+0.235253j -0.0609269+0.145993j 0.0122277-0.086366j 0.0454143-0.0664621j -0.0154525-0.0436889j 0.0159129+0.0792489j -0.0762187-0.0209854j 0.0300777+0.0329059j 0.0525348-0.0501451j -0.0108921+0.032973j 0.0411174+0.00879741j -0.0560111-0.0495036j -0.0397836+0.013508j 0.0600233+0.026j 0.0191549-0.0238778j 0.00753017-0.0364812j -0.120502+0.0244314j 0.022593+0.0298922j -0.109512-1.7486e-15j -0.0773697+0.0037792j -0.0173228+0.0654844j 0.00803748+0.0033681j 0.0757724-0.0311711j 0.0513449+0.0224804j 0.0428749-0.0123178j -0.0256064-0.0255603j -0.0420618+0.0079492j -0.0321663-0.00690643j -0.0340424-0.0110277j -0.0168374-0.0225926j -0.0395885-0.0370328j 0.00805151-0.0242835j -0.0382308-0.0958263j -0.03599+0.0250278j 0.0319195-0.0177072j 
-0.0224969+0.0269904j -0.00460263+0.0359673j -0.00735429-0.01377j -0.00782767-0.00557593j -0.00073295-0.00355761j -0.0170397+0.0102248j 0.0184817-0.00388233j 0.0212497+0.0121109j 0.00205677+0.00203928j -0.00237081-0.000550456j -0.00215423-0.00119704j 0.0157095-0.00620394j -0.00169491-0.0109502j 0.00159288-0.000996462j -0.00267753+0.00535202j 0.0153897+0.0368344j -0.039882-0.00798374j 0.0299831+0.0557788j 0.0294241+0.00446216j 0.00953656+0.0180996j 0.0565618-0.0250649j 0.0136621-0.00657997j 0.0100357-0.0192061j 0.0103609-0.0227955j -0.0118054-0.0157539j -0.00976105+0.0047758j -0.00503449-0.00764073j 0.00228341-0.00554283j 0.0149413+0.0107977j 0.000568754+0.00183653j -0.000885112+0.00364614j -0.0011862+0.00700498j 0.00689844+0.00804645j -0.00336986+0.0184465j 0.0105021+0.00100427j -0.000639182-0.00563655j -0.0110765+0.0124813j 0.0724233+0.0275835j -0.0682062+0.046542j 0.136439-0.112737j 0.041293-0.10681j -0.1075-0.0882171j -0.0710551+0.00914987j -0.0275617-0.0996055j 0.0242423+0.00448571j -0.137222-0.0153465j -0.100406+0.0878554j -0.0263853-0.155491j -0.190419-0.0990484j 0.172059+0.0477261j 0.0240747-0.0591774j 0.0358028+0.0628599j 0.190058+0.178929j 0.042564+0.020815j -0.0651788+0.00690034j -0.00162917+0.129918j -0.0500436+0.088559j -0.212778-0.00129092j -0.01827+0.0280574j -0.00442007-0.0299715j 0.0702446+0.0468317j -0.116955-0.0586722j 0.0005938-0.105469j 0.0622337-0.0972958j 0.103511-0.0294431j -0.0144083-0.136966j 0.0499938+0.0478833j 0.0124991+0.0498818j 0.00289064+0.0494107j -0.049036+0.0201709j -0.00468527-0.164303j -0.0878913+0.0115347j 0.0374581-0.000841324j 0.01998-0.00849039j -0.021951-0.0331287j 0.0593367-0.00625737j 0.00805705-0.000112794j -0.0383452+0.0236445j -0.0233454+0.0353668j 0.0933191-0.0612188j -0.0773697-0.0037792j 0.0537188+4.71845e-16j 0.0665527+0.00135402j -0.0557978-0.0155131j 0.106749+0.00373089j -0.0123392+0.0297823j 0.0229914-0.0218458j 0.0161828+0.0162073j 0.00641169-0.0399503j 0.00516637-0.012271j -0.0133319+0.013495j 0.0330728+0.0670445j 0.0457318+0.0497329j 0.0315576-0.0159464j -0.0380882-0.0193248j -0.009795+0.0109017j 0.0326633-0.0102321j 
-0.0242284-0.0459622j 0.0614278-0.00583363j 0.0248044-0.0104234j 0.0388901+0.0272943j -0.0011364-0.00213428j 0.00770577+0.0225582j 0.00227502-0.00682052j 0.0027428-0.00753754j 0.00912345+6.55853e-05j 0.00464385-0.0090433j -0.00790051-0.00744652j -0.00694394-0.012527j -0.000193628+0.00707208j 0.0112733+0.00395363j -0.000512686-0.0103875j 0.000591994+0.0428751j -0.012662-0.00722996j -0.0807966-0.0128481j 0.0397791+0.0615702j 0.035258+0.0380097j -0.0551702-0.0014747j -0.0249511+0.0206981j 0.0294117-0.0406227j 0.00830451+0.01055j -0.00879373-0.00648337j -0.00986541-0.0134528j 1.00086e-05-0.000701807j 0.0023691-0.00269304j -0.0038223+0.0192733j -0.00386411+0.00741448j -0.00519535-0.00916413j -0.000123321-0.00969702j -0.00154653-0.0141529j 0.0214417-0.00213637j -0.0244766-0.00752252j -0.00441637+0.0246977j 0.0176407+0.0165007j -0.0215739+0.0954707j -0.057078+0.0194247j 0.09899+0.144583j 0.133748-0.204222j -0.00462584-0.0595789j -0.124378-0.0744191j -0.0210516-0.0906424j 0.135322-0.0720125j 0.06805-0.0508741j 0.0627835-0.0391302j 0.191479+0.00465949j 0.0555967+0.120646j -0.0127817+0.0103546j 0.0463778+0.0358569j -0.0267228-0.219757j -0.107847-0.00866457j 0.152095-0.0747688j -0.0314062+0.0375227j 0.159627-0.0989094j -0.00481608-0.00489562j 0.0145665-0.00308382j -0.054709-0.0465515j 0.0441726-0.0600774j -0.0811523+0.0629286j 0.0399622+0.119608j -0.014989+0.0594992j -0.048233-0.13139j -0.0108817-0.0362188j 0.0452264-0.0486551j 0.0871239-0.0424001j 0.0587301+0.0126891j -0.0717035+0.00713638j -0.122002+0.0466439j 0.0013294+0.057021j -0.0145709+0.00852457j 0.0327602+0.0265786j -0.0551554-0.00769866j -0.0380061+0.1007j -0.0368412+0.0368878j 0.00111779-0.0373645j -0.00137523+0.0208955j -0.00922612+0.0564731j 0.0507639+0.00735018j -0.0173228-0.0654844j 0.0665527-0.00135402j -0.123091+1.10328e-14j -0.0461312+0.0122058j -0.0227668-0.000164281j -0.0106723+0.0153268j -0.0426323-0.053059j -0.0403977-0.0463355j -0.027877+0.0427405j -0.004331-0.045399j 0.00365558-0.00170265j 0.0583176+0.00321278j -0.0358635+0.0243052j -0.0143623-0.0675622j 0.00783087-0.0575392j -0.0322892+0.0766809j 0.0027637-0.0206757j 
0.0196148-0.00157067j 0.0633143-0.00133445j 0.0278931+0.000520267j 0.0382521+0.0359192j -0.00741991+0.00464006j 0.0174694-0.00764054j 0.00710926+0.0123694j 0.00487405+0.00160441j 0.014548-0.000738497j -0.00736079-0.00543746j -0.00588654-0.00373025j 0.00991979+0.00387769j 0.00280617+0.013822j 0.0186966-0.0171043j -0.00536936-0.00313107j 0.0157357-0.0185912j -0.029838-0.0296187j -0.0487052+0.068086j 0.100921+0.151482j 0.0605786-0.00940761j -0.00512199+0.0234771j -0.0143904-0.00559777j -0.0212451-0.0344237j -0.00702377-0.00773565j -0.0133611+0.0119871j -0.00601442+0.0157324j -0.00439321-0.0142265j -0.0116774-0.0212287j 0.0130466+0.0246922j -0.023007+0.00582168j -0.00554216-0.00727043j 0.0104539-0.00502958j 0.014985-0.00138509j 0.00430123-0.00389707j -0.011975+0.0274851j 0.0347617-0.00766279j 0.0159917-0.0297298j -0.00906019+0.0367034j -0.036574-0.100612j -0.105026+0.0891244j 0.0915035+0.103082j -0.0417007-0.164467j -0.110017-0.0264589j -0.00716768+0.0143683j -0.165818-0.010617j 0.0161297+0.0298117j 0.123357-0.0085039j -0.0375277+0.00557601j 0.104975-0.0378927j 0.00105213+0.0257661j -0.0573346-0.126927j 0.0899721+0.0281539j 0.107693+0.0946425j 0.0252804+0.088585j -0.0218736+0.0327229j -0.178889-0.0506479j -0.0253533+0.0785496j 0.00682289-0.0883264j -0.0547828-0.112408j 0.0272717+0.0249887j 0.0415997-0.0281154j -0.00270696+0.00396253j 0.012626-0.05865j 0.0122604+0.0335451j -0.120657-0.0753017j -0.00517559+0.0369651j -0.0333842+0.0210404j -0.0531852-0.0239976j 0.00401531+0.0781305j 0.0652501-0.0825149j -0.0225762-0.0496364j 0.0485942-0.0883161j -0.0313221-0.017169j 0.0117767+0.0134047j 0.00118846-0.0229928j -0.0941774+0.0138467j -0.0254401+0.0400983j 0.0778211+0.0279963j 0.0471102-0.0326662j -0.0339216+0.0334691j 0.00803748-0.0033681j -0.0557978+0.0155131j -0.0461312-0.0122058j 0.0262986+6.93889e-16j 0.0150001-0.0283866j -0.0223667-0.0201531j 0.0631988-0.0169897j -0.0234119-0.022406j 0.0411455+0.0233459j -0.0858926-0.0422122j -0.0169101+0.0457249j -0.0129826+0.0142979j -0.0167934+0.0474293j 0.0202883-0.046393j 0.0453487+0.0801058j 0.0396596+0.0138473j -0.000544212-0.00689768j 
