-0.00780315-1.42514e-13j -0.00496316+8.36148e-07j -0.00578279-0.000468187j -0.00601843-0.000392407j 0.00394305+0.000104879j 0.000981608-0.000189334j -0.0069609-0.000405933j -0.00426912-0.000563137j -0.000775052-0.000207634j 0.0026131-0.000174052j 0.00203802+0.000395656j 0.00649153+0.00035514j 0.00386577+0.00035721j 0.00111297+0.000266698j 0.00278609+0.000372346j 0.00141335+0.000392515j 0.000911407+0.000123463j 0.000119197+1.9863e-05j 0.00149128+0.000157045j -0.00311023+0.000207718j -0.00480923-0.00046425j 0.0026664+0.000407633j 0.00378592+0.000409333j -0.000245644+8.32746e-05j -0.00124154-9.18943e-05j -0.00194714-9.87158e-05j 0.002609+0.000147952j -0.00217551-0.000129427j 0.000621561+6.90414e-05j 0.000740455-0.000110254j 0.00100548-5.18607e-05j -0.000620432+0.000171316j 0.00411895+0.000391185j -0.00197706-2.71348e-05j -0.000519576-0.00015063j 0.00170557+0.000220115j -0.00220509-0.00036202j -0.00440393-0.000436409j -0.00330754-0.00027288j 0.00101796+0.000153503j 0.000891845+1.25558e-05j -0.00248701-0.000319244j 0.00192782+0.000593131j 0.00188827+0.000124062j -0.00134262-0.00058036j -0.0028758-0.000363795j -0.00117749-4.52254e-06j -0.00105773-4.50327e-05j 0.000234966-0.00033106j 0.000653024-0.00017783j -0.000911611-0.000414796j 0.000905992-1.09335e-05j 0.00210507+0.000267016j 0.00415116+0.000446875j -0.000808761-0.000137111j -0.00267466+0.000356044j 0.00155604+6.83962e-05j 0.00084087-3.30942e-05j -0.00250128+0.00012828j -0.00531632-0.000404786j 0.00330292+0.0003878j -0.00188531-0.000523161j 0.000394807-0.000234572j -0.00216591-0.00020801j 0.00341306-0.000390115j 0.000686865+0.000223386j -0.00995956-0.000898999j 0.00359632-0.00024429j -0.00490701-0.0013154j -0.00600875+0.000441166j -0.000659758-0.000295543j 0.0177933+0.000891085j 0.00469007-0.000649187j -0.0107739+0.00544944j -0.0375422-0.00277356j -0.0016011+2.49489e-05j -0.885242+0.00452331j 
-0.000245644-8.32746e-05j 0.00188914-3.32655e-05j 0.000893256+2.94233e-05j -0.00175428-6.88139e-05j 0.00155058-0.000344544j -0.0049657-2.06731e-05j 0.00166279-0.000293207j -0.00158523+0.00057059j -0.00274081+1.9699e-06j -0.00401505+0.000268155j -0.0011147-0.000157826j -0.00128213+0.000170208j -0.00866448-0.000746835j -0.0037047+0.000105179j -0.0114278-0.000333346j -0.00385059-6.10822e-05j -4.91154e-05+0.00017978j 0.000949559+0.000478102j 0.00252493-2.28749e-05j -0.00920133-0.00067129j 0.0114169+0.000223844j -0.000610295-0.000266782j -0.0178192-0.000729098j -0.00220671-4.46106e-15j 0.00426284+0.000134997j -0.0108278-8.9628e-05j -0.0269644-0.000511094j 0.00859415+0.000387845j 0.00426789+0.000561181j -0.00992287-0.000401098j -0.031833-0.000203762j -0.0142267+0.000555046j 0.0207932+0.000462047j 0.0211411-0.000131425j -0.00241786-0.000103j 0.023584+0.000260599j -0.020789+0.000262074j -0.036858-0.000388039j 0.0243191-0.000964383j -0.0102125+9.92036e-05j 0.010569+7.82772e-05j -0.0289683-0.000148214j 0.011857-0.000129104j 0.0286929+0.000180619j 0.0116318+0.000412679j 0.0243249+0.000609135j -0.00807209+4.07837e-05j -0.0160609-0.000519667j -0.0664208+0.000168831j 0.047725+0.000165012j -0.0569154+0.000702006j -0.150773-0.00142454j 0.125572-0.000308028j 0.902065-0.00260826j -0.171216+4.68953e-05j 0.00802296+0.000107182j 0.0383949-5.9605e-05j -0.0614988+0.00134683j -0.0579291-6.97798e-05j -0.0293709+0.00101084j -0.0235727-0.000492019j 0.0379562+4.54993e-05j 0.014207+0.000692831j 0.0188526+0.000190399j 0.00120684-0.000402304j -0.0016356-0.000286528j 0.00413562-0.00136564j 0.0074269+0.000120004j 0.00226843-0.00014141j 0.00522276-0.000527842j 6.37203e-05-0.000645184j -0.001201-0.000460781j 0.000467721-0.00134196j 0.000367816-0.000526626j 0.00094087+0.000112654j -0.000364943-0.000182181j -0.00237777-0.00054379j 
-0.00124154+9.18943e-05j -0.00122416+3.94192e-05j -0.000917916+0.000147548j -0.000517772+0.00010881j -0.00290416+0.000426242j 0.00455878-0.000154514j -0.00225416+0.00042446j 0.0020961-0.000231193j 0.00356106+0.000150719j 0.00655192-0.000400068j 0.00935606-0.0003109j 0.00506473-0.000115509j -0.00428154+0.000934668j -0.00187286-0.00043325j -0.00059282+0.00031401j -0.00114834+0.000204566j -0.00348694-0.000111469j 0.00235906-0.000556356j -0.0126957-0.000299585j 0.016887+0.000319318j 0.000139773-0.000344345j 0.0123569+0.000416131j -0.00179751+0.00111701j 0.00426284-0.000134997j 0.0154729-4.29778e-15j 1.02383e-05-0.000476151j 0.0344221+0.00068135j -0.00722438-0.000275211j 0.0174992-1.37467e-05j -0.00885352-2.6041e-05j 0.00924956+0.000158045j 0.0126321-0.000834154j -0.0120787+0.000186165j -0.0576205+0.000750409j -0.00407508+0.000128408j 0.00881894-0.000593479j 0.0579545-0.000997817j -0.0192281+0.000768633j 0.0200965-0.00062989j 0.00172022-0.000176168j 0.00286613+0.000150224j -0.0058433-0.000265395j 0.032995+0.00085597j -0.0134276-0.000126273j 0.0224929+0.000166359j -0.0396539-0.000363151j -0.052903+0.000470723j -0.0566061+4.42484e-06j 0.0903504-5.73515e-05j 0.0498451-0.000340438j -0.0222026-0.00150862j -0.0532913-0.00079047j -0.915985+0.0010443j 0.144309-5.13267e-05j 0.00880976+0.00097254j 0.0135511+0.000521751j 0.0132063-7.33962e-05j 0.0371472-0.000244797j -0.00800592+0.00138852j 0.0165052-0.00106169j 0.0183616+0.0015143j -0.00467399+0.000594109j -0.0347326+0.000728608j -0.00762697-0.000576959j -0.000551915+0.00111895j -0.00325955+0.000298439j 0.00400036+0.00130987j -0.00232607+0.000100059j -0.00263706-4.81523e-05j -0.0047845+4.6106e-05j -0.000521225+0.0017487j 0.00118176+0.00062173j 0.000109887+0.00125633j -0.000427862+0.000372315j 0.00122645+0.000357003j -0.000854036-7.547e-05j 0.000699676+0.000197128j 
-0.00194714+9.87158e-05j 0.000281739+1.19092e-07j 0.00173069+8.74588e-05j 0.000138106-0.000310649j 0.00189626-0.000228671j -0.0024199+0.000375117j -0.0057967-0.000371453j 0.00875642-3.62313e-05j -0.000232525-0.000127101j 0.000274466-4.95788e-05j -0.0049382+5.23582e-06j 0.00637582+0.000390118j 0.00130379-0.000278586j 0.00916899+0.000153932j 0.0105495+0.00019947j 0.011413+0.0001949j 0.0097229+5.96181e-06j -0.00256519-8.14538e-05j 0.00671758+5.87583e-05j 0.00244706+0.000378571j -0.0130385+4.68996e-05j -0.00675545+0.000452252j 0.0100282-0.000544299j -0.0108278+8.9628e-05j 1.02383e-05+0.000476151j 0.0333389+2.52025e-14j 0.0184568-0.000632651j 0.00827882+0.000372678j -0.00742543+5.53571e-05j 0.0141937+0.00047421j 0.00626088-0.000550482j 0.0163079-0.000420693j 0.0110737+0.000674058j 0.00552435-9.09919e-05j 0.00475-0.000146444j -0.0200825-0.00056984j -0.0331143+0.000215462j 0.0591341+0.001067j -0.0335762-0.000244366j -0.0125823+0.000584955j 0.0467978+0.000377155j 0.00869436+0.000212861j -0.0154927-0.000471283j 0.0043276-4.50098e-05j 0.00415591-6.40296e-05j -0.000144682+0.000410246j -0.0203905+7.06362e-05j -0.107096-0.00145414j -0.00286441+0.00117222j 0.0413865-0.000463804j -0.0239544+0.00021196j 0.920562-0.00207148j -0.0372088+0.000708531j 0.140445-0.0019927j -0.0155547+0.000560863j -0.0276862+0.000361165j 0.0254434+2.33578e-05j 0.00324651+0.000963818j 0.0327827+0.000291521j -0.0130398+0.00133435j -0.026269-0.000427329j -0.0279956+0.000239946j -0.0127321+0.000825343j -0.00185248-0.000318766j -0.00449662+0.000152893j 0.00361381+0.000900281j 0.000215126-0.000328862j -0.00599721+0.000237231j 0.00458591+0.000580978j 0.00159796-0.000187252j 0.00334813-0.000914532j -0.00356184+0.000237348j 0.00072253+6.27427e-05j -0.000661387-0.000704172j 0.00106229-0.000161341j -0.00125879-0.000204204j -0.000768487-6.25935e-05j 
0.002609-0.000147952j -0.00314114+0.000500829j 0.00252963-0.000518277j -0.00251652+0.000358904j 0.00566439-0.000816205j 0.00224822-0.000425354j -0.000140679-0.000395758j -0.00592702+0.000783496j 0.00272823-0.000124325j -0.00628134+0.000415983j 0.000678997-0.000689771j 0.0115061-0.000754943j -0.004048-0.000675379j -0.00447589+0.000254478j -0.0187216-0.000719555j 0.0126876-0.000540219j -0.00429623+0.000874278j 0.00596066+0.00128939j 0.00989751-0.000485483j -0.00649591-0.00139525j 0.00870415-0.000211272j -0.00711153-0.000475653j -0.0284199-0.00104884j -0.0269644+0.000511094j 0.0344221-0.00068135j 0.0184568+0.000632651j -0.0690705+1.53176e-15j -0.0134205+0.000427159j -0.0228541+0.00063812j 0.0345287-0.000521357j -0.0294092-0.000484133j 0.0136949+0.000686482j 0.0151699+0.000129202j -0.0114472+0.000486202j 0.00871472+0.000634837j 0.0154607+0.000201561j -0.0320721+0.000231251j 0.0143548-0.00101576j 0.0162934-0.000123854j -0.0204694-0.00101634j 0.00886081-0.00128868j -0.00306803+0.000226124j -0.0282832-0.00155718j -0.0409408-0.000466254j 0.120039+0.000536126j -0.0542872-0.000292274j 0.00933857+0.000756237j -0.00428107+0.000373469j -0.354291+0.00107746j -0.315079+0.00101839j -0.78278+0.000857705j -0.0034791-0.000187174j -0.0573621-0.00139609j -0.0614543-0.000369139j 0.0793507-0.00120255j 0.0447335-0.000682034j 0.0283088-1.09333e-06j -0.0196821+0.000914065j -0.0291928+0.000377489j -0.0450766+0.00115454j -0.0155017+0.00116772j -0.0135151-0.000654078j 0.0327086+0.000570705j 0.0140767+0.00105152j -0.00110732-0.00172461j -0.00197151-0.000634725j 0.00166993-0.000603421j 0.00975896+0.000511376j 0.00338361-0.00117906j 0.00848826-0.000234259j 0.00459604-0.00135464j 0.000583101-0.00133894j -0.00024929-0.000838728j -0.00119828+0.000112849j 0.00205491+0.000383163j 0.00013698+0.000243821j -0.000274725-0.000457422j 
-0.00217551+0.000129427j -0.000421054-0.00018394j -0.00529819+0.000212898j 0.000294895+0.000151758j 0.00390072+0.000335958j -0.00428213+0.000333232j -6.22255e-05+0.000585287j -0.0030786-0.00036899j 0.00158261+1.77443e-05j 0.0012098-5.79251e-06j 0.00021093+0.000204239j -0.00585533+0.00010245j 0.000758495+0.00016422j -0.00511496+6.43992e-05j -0.0122853+0.000181569j -0.0057821-0.000191313j -0.000964948-0.000276204j -0.00413047-0.000289658j -0.00390758+0.000372974j -0.00256354-0.000215119j 0.0117324+0.000262031j -0.00900079-0.000379826j -0.0267016+0.000231913j 0.00859415-0.000387845j -0.00722438+0.000275211j 0.00827882-0.000372678j -0.0134205-0.000427159j 0.023296-3.85065e-15j -0.00328263-7.40046e-05j -0.00973896+0.000655904j -0.0101878+0.000406948j -0.0088589-0.000635581j -0.0278036-0.000517428j 0.0176993-8.48241e-05j -0.0260236+0.000187938j -0.0454396-0.000571359j -0.0128445-1.5445e-05j 0.0312294-0.000506223j 0.00858538-0.000450563j 0.0213876+0.000578464j 0.00243481+0.000782836j -0.0836619-5.63367e-05j -0.0188844+0.000227056j 0.0708177+0.000126948j 0.101729-0.000255763j -0.0356695-0.000568024j -0.0496674+6.91003e-05j 0.0329077-0.000937178j -0.431481+0.000759831j -0.674577+0.00171807j 0.461583-0.000216499j 0.044885-0.000561398j -0.0771203+0.000923462j 0.0235143-8.43765e-05j -0.0871203+0.00103776j 0.0143643-0.000248629j -0.0224949+0.000299532j -0.0298125-0.000206241j -0.0220988-0.00058207j -0.00885796-0.000117154j 0.00695335-0.000358468j 0.0133358+0.000100986j 0.0131273+7.0686e-05j 0.00494475-0.000840215j -0.00190824+0.000388383j -0.00419328-0.000902039j -0.00753952-3.39064e-05j 0.00674105-0.00037827j -0.000915001+0.000293156j 0.00249307+0.000127835j 0.000690619+0.000352557j 0.000755626-0.000409692j -0.000335502+0.00015826j 0.000789552+0.000158832j -0.000607704+0.000344338j 0.000176088+0.000338279j -0.000416494-1.81965e-05j 
0.000621561-6.90414e-05j 0.00282862-0.000227809j 0.00170319-0.000164247j 7.22114e-05+2.34612e-06j 0.00138239-8.25062e-05j 0.00125601+7.43866e-05j 0.00136812+0.000126153j -0.00492847+7.25246e-05j -0.00105097-0.000100464j 0.00281085+7.75939e-06j -0.00611826-1.62379e-05j -0.00777915-0.000296j 0.00565352-0.00013236j 0.00142422+0.00044377j -0.0152972-0.000100298j -0.0089288-5.2033e-06j 0.00357022+0.000112755j 0.00550953-6.84431e-05j 0.00967013+8.69867e-05j -0.00909512-0.000829438j -0.00414506+0.000220162j -0.0335577-0.000913105j -0.0303066-0.000152711j 0.00426789-0.000561181j 0.0174992+1.37467e-05j -0.00742543-5.53571e-05j -0.0228541-0.00063812j -0.00328263+7.40046e-05j -0.0487878+4.73992e-15j 0.0111195+0.000417226j -0.00901834+0.000565582j -0.0480401+0.000105533j -0.0182586-0.000950057j 0.0128417-6.03937e-05j -0.0144832+0.000587016j -0.0369162-0.000791739j -0.00151875-5.85871e-05j -0.00167609-0.00069152j 0.0551905-0.000716544j 0.00761383+0.000386696j 0.0104907+0.000363723j 0.061085+0.000937956j -0.0139226-0.00103042j -0.0742272+0.000129328j 0.0867253-0.000964488j 0.0770417+0.000930112j 0.0533621-0.000418879j 0.054871-0.000554767j -0.711351+0.0011135j 0.560515-0.00165045j 0.116429-5.61577e-05j -0.000437449-0.00117272j -0.0552421+0.000404056j -0.0335925+0.000153993j 0.0610958+0.000268978j 0.0132545+0.000276886j -0.07497+0.000736733j -0.0155231+0.00040078j -0.0234038+0.00118439j -0.0108841-1.00056e-05j 0.0147349-0.000644212j -0.0144478+0.0010557j 0.020639+0.0010098j 0.00979064-0.000476482j -0.00970443-2.80869e-05j -0.00142708-0.00114786j -0.00499812+0.000179429j 0.00401256+0.00088697j -0.000600996-0.000235472j 0.00474089+0.000129243j 4.89372e-05-0.000486755j 0.00313161-0.000634093j 0.000614843+2.91686e-05j 0.00147971+0.000300584j -0.000938042+0.000263452j 0.00264523+0.000697752j -0.000266497+0.000116842j 
0.000740455+0.000110254j 0.00109861-7.55379e-05j -3.3723e-05+0.000146806j 0.00512834-8.50509e-06j 0.00360883+9.05491e-05j -0.00716685+0.000312735j 0.00526851-6.69844e-05j 0.00381453+8.46511e-06j 0.00279849+0.000141481j -0.00156272+0.000116017j 0.00249674-0.000188028j 0.00293471-3.01784e-05j -0.000683486+0.000181048j 2.85259e-05-0.000414518j 0.000900226-5.01584e-05j 0.0173505-0.000338679j -0.00317463+0.000197078j -0.0193681-5.78627e-05j -0.00124933-3.41487e-05j 0.00440524-7.35211e-05j 0.00812996-2.41921e-05j -0.00272057+0.000435019j 0.00807826+0.000216672j -0.00992287+0.000401098j -0.00885352+2.6041e-05j 0.0141937-0.00047421j 0.0345287+0.000521357j -0.00973896-0.000655904j 0.0111195-0.000417226j -0.0235491+3.10407e-16j -0.0269147+0.0002597j 0.0332316+0.000192937j -0.013578-0.000328809j -0.0058116-0.000344583j -0.0152108+0.000443387j 0.00135339+0.00108634j -0.0372955-0.000246022j -0.00337052+0.000404397j 0.0357352+0.00049621j -0.032929-0.00035938j 0.0456333+0.000228439j 0.0417761-0.000736828j -0.0407427+0.000481701j -0.0395741-0.000345002j -0.0154904-0.000311649j -0.0658633-0.000632281j -0.0541886-4.41544e-05j -0.928379+0.000476642j -0.0707799-0.000894094j 0.00977161-6.83914e-05j 0.0286154+0.000847163j -0.0859918+0.00153214j 0.0433785-6.99177e-05j -0.0301337+0.000837923j 0.00887672-0.000275924j -0.0309742-0.000928824j 0.0129808+0.000243416j 0.00656589+0.000198189j 0.0189978-0.000642139j -0.00149062-0.00105737j 0.00407156+0.000215698j -0.000260619-0.000705152j -0.0104956-0.000442148j 0.00162804-0.000231515j -0.000430267+0.000645384j 0.00638453+2.89008e-05j 0.000341184-0.000298092j -0.000797137+0.000118912j 0.00144487+0.000412021j 0.00134528+0.000412915j -0.00374156+0.000357501j -0.000489742+0.000434564j -0.0013761-0.000221472j 0.00285043+0.000361531j -0.00103539+9.78629e-05j 0.00137304+0.000174276j -0.000552987-3.82869e-05j 
0.00100548+5.18607e-05j -0.00108897+0.000216777j 0.00462676-0.000737014j -0.000461027+8.2861e-05j 0.00212655-0.000441625j 0.0052141-0.000382278j 0.00151377-0.000444793j -0.00559729+0.000248894j 0.00179103-0.000207651j 7.49798e-05-0.000206492j 0.00304922-0.000428648j 0.0026558-0.000399012j 0.00417846-0.000244465j -2.27061e-05+0.000205071j -0.00744671-0.000205881j -0.000983938-6.23992e-05j 0.001383+0.000263861j -0.00484342+0.000559641j 0.0186822-0.000943266j -0.0106508-0.000479571j -0.00422176-0.000653894j 0.00446836-0.00057716j 0.012302-0.000379774j -0.031833+0.000203762j 0.00924956-0.000158045j 0.00626088+0.000550482j -0.0294092+0.000484133j -0.0101878-0.000406948j -0.00901834-0.000565582j -0.0269147-0.0002597j -0.0332774-1.18917e-14j -0.0459865+0.000839896j -0.00856079+0.000841031j 0.0165228+0.000333404j 0.0360809+0.000840087j 0.00768352-6.03082e-05j 0.0519829+0.000106765j 0.0372108-0.000397229j -0.0687663-5.95642e-05j 0.012182-0.000174042j -0.0448016-0.00125826j 0.0139413-0.000675046j -0.0398997+8.70306e-05j -0.047856-8.63639e-05j 0.11455+0.00039005j -0.0246389+0.00031683j 0.928228-0.000327308j -0.0653048-1.79388e-05j 0.0474796-0.000125857j -0.0603623-0.000408117j 0.0533228-0.000889999j 0.0199413+0.000220021j -0.036796-0.000449843j 0.0321823+0.000108476j 0.0225853-0.000318744j 0.00243827+4.00799e-05j 0.0159113+0.00016867j -0.0277566+0.000415816j -0.00323279+0.000846192j 0.0124061-0.000114405j 0.00129991+0.000469367j -0.00268181-0.000288488j 0.0141889+0.00129777j 0.000881641+0.000373906j -0.00431434-0.000153965j 0.00336517-5.87091e-05j -0.00283704+0.00036495j -0.00142985+0.000209656j 0.000660108-0.000568327j 0.00362631-0.000183841j -0.00073865-0.000505138j 0.00298056-7.31755e-05j -0.00172853-0.000154812j 0.000242181+0.00037217j 0.000600395-0.000149111j 0.000394042+0.000172652j 0.000803487+0.000157846j 
-0.000620432-0.000171316j 0.00332316-0.00035871j -0.000207154-0.000418434j -0.00099485-0.000201156j 0.00479081+0.000396442j -0.00347134+1.10665e-05j 0.000284605-0.000348481j -0.0103489-0.000493123j 0.00270137-0.000597217j 0.00273973-0.000414607j 0.00270808+0.000509005j 0.00296028+0.000438658j 0.0185072-0.000168147j -0.00740475+0.000615858j -0.00907952+0.00106736j -0.00149307+0.000187663j 0.00320404+0.000278649j -0.00668492-0.000157172j 0.00449016+0.000259642j -0.00860325+0.00023523j -0.0233857-0.000202371j 0.00432048+2.40741e-05j -0.00161287-8.0244e-05j -0.0142267-0.000555046j 0.0126321+0.000834154j 0.0163079+0.000420693j 0.0136949-0.000686482j -0.0088589+0.000635581j -0.0480401-0.000105533j 0.0332316-0.000192937j -0.0459865-0.000839896j -0.0775043-2.18539e-14j 0.00400958+0.000432687j -0.0160243+0.000368314j -0.0381059-0.00091083j 0.0294978-4.20199e-05j -0.00666734+0.000104949j -0.0365626+8.15506e-06j -0.0410639-0.00022806j -0.0250111-0.000290661j 0.00601613+0.000347054j 0.00818971+0.000346053j -0.125059+0.000680749j -0.0377994-4.27576e-05j 0.887965+0.000152949j 0.150788+0.000297526j -0.129216+0.000305576j -0.0275915+0.000484943j 0.141223+0.000248465j 0.0266049-0.00046338j 0.0383319-0.000620721j -0.0117423+0.000270418j 0.0259718-8.91389e-06j -0.00840909+0.000473473j 0.018595-6.26661e-05j 0.024706+0.000253417j 0.0105468-1.64326e-05j -0.0303611+0.000601732j 0.0076046-0.00089436j -0.00925207-0.000272192j 0.0166023-0.00060577j -0.0086442-0.000274705j 0.00658661+0.000728673j 0.00635642+0.000650264j -0.0152468-0.00011577j -0.000644315+0.000754411j -0.00595952-3.84251e-06j -0.00427376-0.000696889j -0.00393901-0.000576939j 0.00303733-0.000809859j -0.00212955-0.000506155j 0.00185253+0.000389079j -0.00427814-2.23424e-05j -0.000500457-0.000363385j -0.00257305-0.000736113j -0.00064947-0.000327539j 0.00119466+0.000750641j 
0.00411895-0.000391185j -0.000835023+3.89328e-07j -0.00557675+0.000624152j 0.00305279+3.16733e-05j 0.00316725+0.000275122j -0.00269467+0.000206591j -0.00346709+0.00069811j -0.00335579-0.000143672j -0.00510813+0.000414438j -0.00372759+0.000125603j -0.0040596+0.000513252j 0.000875283-2.2863e-05j -0.0025898+0.000785144j 0.00170598-0.000161808j 0.00164707+0.000536069j -0.0129966+0.000263313j 0.00449269-0.000430419j -0.000592424-0.000240302j 0.00973138+0.000317883j 0.00414411+0.000232991j -0.0062577-0.000281235j -0.00225672+6.1058e-06j -0.00468798+0.00124824j 0.0207932-0.000462047j -0.0120787-0.000186165j 0.0110737-0.000674058j 0.0151699-0.000129202j -0.0278036+0.000517428j -0.0182586+0.000950057j -0.013578+0.000328809j -0.00856079-0.000841031j 0.00400958-0.000432687j 0.073271+1.22298e-13j 0.0136269-6.15059e-05j 0.0218397-0.00054733j 0.019373-0.00048983j 0.021271-0.000794193j 0.0210943+1.42583e-05j 0.00421406-7.86726e-05j -0.0227248+0.000260596j -0.0322017+0.000159398j 0.0653171+2.32385e-05j 0.0449872+0.000268009j 0.120081-0.000270086j -0.141665+0.000490692j 0.901708-0.000433313j 0.0451784+0.000492983j -0.070759+0.000692062j -0.00511586-0.000188876j -0.0776574+0.00132448j -0.0496092+0.000202609j 0.00281736+0.000519069j -0.0288942+0.000305637j -0.011709+0.000669637j 0.0180663+0.000614717j -0.00646407-0.000192676j 0.00683029-0.000764321j 0.00079403+0.000166567j 0.0103009-0.00121912j -0.0109447-0.000235479j -0.00305182-0.000160984j 0.00999702+1.93115e-05j -0.00345635-0.000385484j -0.00347718-0.000478603j -0.00235495-0.00021909j 0.00528944-0.000316779j -0.00459475-0.000296273j -0.00162173-0.000699621j -0.000752042+0.000493589j -0.00210331+0.000622268j 4.81369e-05-2.49081e-05j 0.000629759+0.000229498j -0.000475205-0.000101867j -0.00123564+8.98341e-05j -0.00201111+4.45849e-05j 0.000393949-0.000122417j 0.00184021+0.000209854j 
-0.00197706+2.71348e-05j 0.00188586-0.000180113j 0.000152838+4.36671e-05j -0.00244024-6.68968e-05j -0.0019293+0.000168985j 0.000140287+6.27709e-05j -0.00222123-1.13232e-06j 0.00133553-0.000246919j 0.00245556-1.27293e-05j -0.00810472+1.90893e-05j -0.000197274+0.000473807j -0.005664+0.000152684j 0.00331345+3.9468e-05j -0.00278815+6.07212e-05j 0.00720811+0.000206371j -0.00774686+0.000260718j -0.0105274-0.000486547j -0.00665724-0.000117805j 0.00616522+0.000245992j 0.0148375+0.000383449j 0.000297812-4.26091e-05j -0.00392386+0.00037104j -0.00703729+6.41322e-05j 0.0211411+0.000131425j -0.0576205-0.000750409j 0.00552435+9.09919e-05j -0.0114472-0.000486202j 0.0176993+8.48241e-05j 0.0128417+6.03937e-05j -0.0058116+0.000344583j 0.0165228-0.000333404j -0.0160243-0.000368314j 0.0136269+6.15059e-05j -0.0261527-1.22164e-13j 0.0560135-0.000208631j -0.0264936-0.000467042j -0.057479-0.000400445j -0.0700234+0.00044286j 0.0456189+1.79098e-05j 0.00698195+0.000740345j 0.0673498-0.000291748j -0.0514998+0.000863242j -0.108299-9.56437e-05j 0.92578-0.00112526j 0.0531465-0.000395769j -0.0930354+1.58036e-05j 0.0653463-0.000227242j -0.0326649+0.000478576j -0.0321782-2.29775e-05j 0.0776495-0.000419453j -0.045287+0.000403513j -0.0107996-5.02048e-05j -0.0191764+3.53545e-07j -0.0339259+0.000275083j 0.016312-0.000160222j -0.00489572-7.30608e-05j -0.0176959-1.4911e-05j -0.00572178-0.000298525j 0.00878523-0.000396046j -0.00784398-0.000162592j -0.0156697-0.000382416j 0.00600567+0.000282348j -0.00215773-0.000168715j -0.00669491+0.00010317j 0.00161425-7.26068e-05j 0.000433901-0.0003305j -0.00339851+0.000554359j -0.0015072-0.000940174j -0.00193582+0.000376631j -0.00161503-8.54738e-05j -0.000583626+1.99348e-05j -0.00223828+0.000130203j 0.000467863+0.000470444j -8.52114e-05-0.000322297j 8.28655e-05-6.34322e-05j -0.000573242-0.000201058j -0.00107467-0.000105894j 
-0.000519576+0.00015063j -0.000562227+8.38766e-05j 0.00280401-0.00103325j -0.00110604+6.4228e-05j 0.00210722+0.000169077j -0.00484741-0.000204605j 0.00715893-0.001021j -0.00943728-0.000474303j 0.000921361-0.000648679j -0.00199219-0.000729851j 0.00139854+0.000321172j 0.0136725-0.000633496j 0.0211366+1.97417e-05j -0.00681534+0.000742053j 0.0130192+0.000751044j 0.0233533+0.00072503j -0.00848947+0.00105803j -0.00842029+3.00713e-05j 0.0208973-0.00103516j 0.0195192-0.000192586j -0.00414499-0.00150711j -0.00666842+0.000447268j 0.0208344+0.000139617j -0.00241786+0.000103j -0.00407508-0.000128408j 0.00475+0.000146444j 0.00871472-0.000634837j -0.0260236-0.000187938j -0.0144832-0.000587016j -0.0152108-0.000443387j 0.0360809-0.000840087j -0.0381059+0.00091083j 0.0218397+0.00054733j 0.0560135+0.000208631j 0.0173211-1.68511e-14j 0.0310807+0.00053282j -0.0240183-0.00152871j -0.0610182+0.000349833j -0.0294259+0.000110042j -0.0532438-5.81975e-05j -0.00176277-0.000335813j 0.00966488-0.000425705j -0.910795+0.000466506j -0.0911751+0.000122791j -0.158472-0.000254422j 0.0359369-0.0004413j -0.0457111+0.000239694j 0.0577865+0.000508441j -0.00743739-0.00148503j -0.01723+0.000601637j 0.0145251-0.00110306j -0.00761782+0.000154415j -0.0296203+0.000275195j 0.0303228-0.000583071j 0.0379842-0.000512183j -0.000919225-0.000630952j 0.00887076+0.000279361j -0.0217477-0.000303127j 0.0197064-2.8957e-05j -0.00603272-0.000736568j 0.00533666-0.000626569j -0.0057946-0.000473621j -0.00711406+0.00124509j 0.00294451+0.00148672j -0.00157773+9.0246e-05j 0.00156928+0.000279871j -0.00661326+0.000705719j -0.00626977-0.00117703j -0.00360421-0.000644918j 0.000853944-0.000666446j -0.00536949-0.00052153j 0.000317449+0.000349896j -0.00564678-0.000391134j 0.000644663+0.000211756j -0.00216767-0.00115571j -0.000651337-0.000293461j 0.00119177+0.000458932j 
