0.023957-0.0211039j 0.00523232-0.0315029j -0.0700959+0.0749823j -0.0256225+0.00326398j 0.00201392-0.024155j 0.0246586+0.00786878j -0.00958057-0.0566113j 0.0551513+0.00970118j 0.0199759+0.0588733j -0.021915+0.00669266j -0.0048688-0.00379117j -0.00247453+0.0231939j -0.0146641-0.00832239j -0.0293447+0.0192842j 0.0248857-0.00102158j 0.00042322-0.0135196j -0.00556402-0.00768416j 0.014887-0.0243637j -0.067593-0.0142801j 0.0610851-0.0148573j -0.00235163-0.025134j -0.0132798-0.00253051j 0.00856924+0.00317836j 0.0121013-0.00656082j 0.039084+0.00455593j 0.0101736-0.00248028j -0.0102783-0.0105919j -0.0440269+0.044235j 0.0348964-0.0204597j 0.0110661-0.0490394j 0.001635-0.0300384j 0.0454868+0.0332831j 0.0416041+0.00613414j 0.00470903-0.0207274j -0.00877434+0.038311j 0.0153995+0.00708188j 0.0142288+0.00118374j -0.00295589-0.0234906j 0.0163264+0.040547j 0.0437879-0.0143686j -0.0104702+0.00757696j 0.0151065-0.00832682j -0.00987587+0.00569768j 0.032936-0.0285843j -0.0236533+0.00485913j -0.0695138+0.0170978j -0.0213564-0.0042412j 0.0245838-0.00982348j -0.00582109+0.00145394j -0.0372865+0.0147742j 0.0197715-0.0127574j -0.014313+0.0213686j 0.0296442-0.0313884j -0.0226942+0.0131802j 0.0411948+0.0134297j 0.042198+0.0175471j 0.0140235-0.0308948j 0.0483873+0.0168902j -0.0135193-0.0272567j 0.00319654-0.0111495j 0.00453366+0.0306977j -0.0287577+0.00474762j -0.00387955-0.032114j -0.0510979-0.0133993j -0.0274561-0.0271229j 0.0025212-0.032551j -0.000949109-0.00206586j -0.00359713-0.00829812j -0.00297313+0.0146037j -0.0351969+0.0296594j -0.0144323-0.0218961j 0.00194185-0.0686581j -0.00474783+0.00158293j 0.00433431+0.0165843j -0.0491419-0.0157767j 0.0325817+0.0127854j 0.0347705-0.00845253j 0.0091535-0.0657601j -0.0164559-0.0252094j -0.0270713+0.0590508j 0.0405155+0.00769372j -0.0479504-0.0481765j 0.0308331-0.0409625j -0.0718632-0.0542489j 0.00752351-0.0229183j 0.00258294+0.023515j -0.0291471-0.030782j 0.0401119-0.0469088j 0.112416+0.0164622j -0.00112865+0.0193169j -0.0192097-0.0165869j 0.0186262+0.11375j -0.178744+0.00252006j 0.00074597+0.016419j 0.0254973-0.00954402j 
-0.00642107-0.00482283j 0.00936872+0.00708681j 0.00591419+0.027404j -0.0346531+0.0063281j 0.000126423-0.0033931j 0.00155943-0.0118955j 0.00245231-0.0205725j -0.013113+0.0143038j 0.0160956+0.0089841j -0.0109856-0.00767025j -0.00760244+0.00359752j -0.00734051+0.0140696j 0.0155627-0.0112309j -0.00671436+0.00651217j -0.00268583-0.0104866j -0.00409457+0.00247709j 7.86296e-05-0.00437953j 0.0124835-0.00574355j -0.00876011-0.0115498j -0.0105533+0.0142402j 0.00491579-0.00934919j -0.00436591+0.00853565j 0.0187623+0.00496513j -0.0153959-0.0095352j -0.0130891+0.00803229j -0.010236-0.00809511j -0.0033773-0.00417877j -0.00413204+0.00336171j 0.0111563+0.00494388j 0.0276217-0.00427497j 0.000816156+0.00292602j -0.0108184-0.00648782j -0.00323521-0.0100728j 0.0175666+0.0172802j -0.00918044+0.0138393j -0.00823433+0.0114571j -0.00986169-0.000767854j -0.010004+0.00100146j -0.00380214+0.00852807j -0.0046738-0.0156485j 0.00718352-0.000387677j -0.000689893+0.00726078j -0.00992237-0.00290753j 0.0111286-0.00473665j 0.0302901-0.00276257j 0.011001-0.00831739j 0.0132409-0.00481064j 0.000251237-0.0085786j 0.00939776-0.0216389j 0.00511383+0.0180792j 0.000912504-0.0276968j -0.00608459-0.0025597j -0.0191164+0.0137207j -0.0286299+0.013573j -0.0234052-0.0341228j -0.0149796-0.014052j 0.00271337-0.00492444j -0.0342235-0.0169387j 0.00976548+0.00536053j 0.0134018+0.0110864j -0.00931182-0.0180603j -0.00253094+0.00410882j 0.00334897-0.0188947j -0.0115093+0.00446497j -0.000911293+0.00377489j 0.0103119-0.00992954j -0.01368-0.00469091j 0.0399153+0.010369j 0.0197444+0.00542278j -0.0109394-0.0081014j 0.00406662+0.00318674j 0.0052237-0.010458j 0.00253557-0.00889443j -0.022428+0.0202993j 0.0116302+0.000450773j 0.00969196+0.00555586j -0.0072248+0.012421j 0.00410927-0.00168593j -0.00573941+0.00453472j 0.0154255-0.0111882j 0.0021286-0.0204324j -0.0189954+0.0175705j 0.00295598+0.000152934j 0.0197907-0.00949082j 0.0128687+0.014779j 0.00611677+0.00862145j -0.0263571+0.00259823j 0.00122759+0.0117923j 0.00671824-0.000466009j -0.00417722-0.00760561j 0.0169929-0.000141099j 0.00275949+0.00908086j 0.00528518+0.00351654j 0.00571877-0.00743356j -0.000610908+0.00945911j 
0.00228616+0.00127665j -0.00568797+0.00167591j 0.00143249-0.00678547j 0.00947978-0.00644245j -0.00571165-0.00383856j -0.00260995+0.00155028j -0.00754482+0.0115753j 0.00427057-0.0021389j 0.0172608-0.00752696j 0.00716199+0.0101804j -0.00135131-0.00479218j -0.00168696+0.000530501j -0.00879678-0.00262098j -0.00751319-0.00855268j -0.00154659-0.000287555j 0.00321744-0.00272595j -0.00763173-0.00204574j -0.00715922+0.00943875j -0.00190217-0.00145267j 0.000393603-0.00681909j -0.00688289-0.00736119j -0.00779755+0.00712265j -0.0110422-0.0122241j 0.00420425+0.000149295j 0.0132794+0.00859317j 0.012283-0.00982035j -0.00176174+0.00103598j -0.00214939+0.00217933j 0.0183787+0.00442917j -0.00825686-0.00790607j 0.00233821+0.0089385j -0.0092873+0.00950867j 0.00925746+0.00129531j 0.0125979+0.00448739j 0.00205092+0.00927951j 0.00600283-0.0115972j 0.00487214+0.0013377j -0.00420478-0.0179766j -0.030114-0.00743077j 0.00146212-0.00427227j 0.0202924+0.00356933j -0.00403291+0.0111749j 0.00818239+0.00597223j 0.00840356-0.0150051j 0.0111658-0.000170316j -0.00113154+0.018049j -0.016093+0.0100759j -0.00643283-0.00725977j -0.00119622-0.0115271j -0.0144732+0.00394855j -0.0155602-0.00730064j -0.00579585+0.0148645j 0.00501963-0.00056883j -0.00690502+0.00209934j -0.0209065-0.0226081j 0.00824022+0.015703j 0.00587938-0.0183652j 0.0129025-0.00632937j -0.0255551+0.034746j 0.00703353-8.65798e-05j 0.000785535+0.0218616j -0.0101552-0.00516857j -0.0296334+0.00444604j -0.0214069-0.0217719j 0.019117+0.00145032j -0.00616101+0.00746508j -0.0387931-0.00566943j 0.013348+0.00652354j -0.00122939+0.0239481j 0.0100458-0.0446405j 0.00594179-0.0183597j 0.0319558+0.0033509j -0.0396333+0.012122j -0.0214644-0.0119207j -0.0113362-0.0162729j 0.0178593+0.0255237j 0.0153797+0.00102627j 0.0189001+0.000821487j 0.0022005+0.00214509j 0.00256857+0.0220544j -0.0138094+0.00199379j 0.012547-0.0090421j 0.0119538-0.0212049j -0.0181319-0.0270149j 0.0477369-0.0125152j 0.00523004-0.0148498j -0.00911246-0.0131782j -0.00436996+0.00569885j -0.00677822-0.0287337j -0.0140935-0.00343545j -0.0126688-0.0230522j 0.000338621+0.0144754j -0.0139432+0.00950455j -0.00432147+0.00645568j 0.00760973+0.00767283j 
-0.00186127+0.0011019j -0.00338791-0.0014849j 0.0160096+0.00259496j -0.00357856-0.00480651j -0.00885521-0.00386159j 0.00332029-0.00487285j 0.00432007-0.00267018j -0.00917618+0.00482787j 0.0240829+0.0020358j 2.93769e-05+0.0108248j 0.0176911+0.00365245j 0.012666+0.00160204j -0.00314326-0.00931483j 0.00753946+0.00347077j 0.00552518-0.000127159j 0.00748287+0.00518618j -0.0119739+0.00320586j -0.00842522-0.00551409j 0.0013363-0.00413142j -0.00811976-0.00524705j 0.00231381+0.0120662j 0.0169561-0.000370572j 0.0101326+0.019435j -0.00185229-0.00439154j -0.0230596-0.0351871j -0.0154975-0.00153087j -0.00138071+0.0141203j 0.0101529-0.0245323j -0.00780984+0.00856383j -0.00192765+0.000255634j -0.0129669-0.00652832j 0.0083064-0.00562803j -0.000352691+0.0089689j 0.000290338-0.013266j 0.0100168-0.00797411j -0.011217-0.0149738j -0.000617504+0.00965119j 0.0206702-0.00944173j -0.00943035-0.00444318j 0.0122633-0.00411505j -0.00563449-0.00359624j 0.0111704+0.0166082j -0.00228675-0.0085786j -0.0179616+0.00872986j -0.0135174+0.00384625j 0.00439146+0.0198309j 0.00558424-0.00697834j 0.000410982-0.0181403j 0.00888049+0.0280179j 0.029926+0.00405576j 0.00691552-0.0176547j -0.0287535-0.0142558j -0.0293937-0.0218139j 0.00403344-0.00400647j 0.00602206-0.00528035j 0.00666908-0.0159319j -0.00317712-0.021507j 0.0134475-0.00581186j 0.023399-0.0164614j -0.00704408-0.0173593j 0.00208258-0.00175325j -0.0055937-0.0223402j 0.0125972+0.0217927j -0.00452943-0.00227294j -0.00477872+0.0164453j 0.0102385+0.00635438j -0.0233516+0.0140231j -0.00569099-0.00153413j 0.00386691-0.00378841j 0.0203831-0.00691001j 0.0011584-0.024402j -0.0140346+0.00154907j -0.0259761+0.0115076j -0.00327289-0.00867534j -0.00581895-0.0055732j -0.00563814-0.0104535j 0.00418448+0.00043776j 0.0125633+0.00417579j -0.000315617+0.00543648j -0.00144626-0.000309504j -0.00769333+0.0110451j -0.00283024+0.00788743j 0.0161181+0.0169568j -0.001382-0.00552445j 0.0117783-0.0114158j -0.0118908+0.000480018j -0.0248773-0.0136388j -0.00726544+0.0135453j -0.00857899-0.00727932j 0.00011175+0.00380503j -0.00932123+0.00182406j -0.00755028+0.0141583j 0.00670408+0.0139838j 0.0092051+0.00693038j 0.000381088-0.00749921j 
-0.00234626-0.00270017j 0.00214915+0.0068377j 0.00971575-0.0138906j 0.00801207-0.00231133j -0.00336296+0.00605845j 0.00123877+0.00958825j -0.00305902+0.0123462j -0.0214177-0.0118404j 0.0110955+0.000982868j -0.00366992-0.00203666j -0.00757527+0.000584061j -0.0104779+0.0151703j -0.0112396+0.00920417j 0.00398102+0.00513223j 0.00193297+0.00489809j -0.0043248+0.00046735j -0.00756655+0.00106235j -0.00707727+0.0111965j 0.011763-0.0225218j 0.00867316+0.0110854j 0.00185996+0.0159583j 0.00390328-0.0110518j -0.00920485-0.0103378j -0.0152403+0.00702852j 0.00409892+0.011068j -0.00518929-0.00841555j -0.00783741-0.0107161j 0.0231642-0.00873312j 0.00952854+0.00847904j 0.00520714-0.0104745j -0.00752557+0.0277374j 0.00577867+0.00327983j -0.0135443-0.00455373j 0.0164043-0.00200846j -0.00552746+0.0108708j 0.0125795+0.0144192j -0.000637989-0.000230377j 0.00372191+0.0014738j 0.010783-0.00703077j 0.00431761-0.0195233j 0.0134304-0.0160834j 0.0112283+0.00827117j -0.0107555-0.0186284j -0.0249639+0.00718428j -0.00296707-0.00183375j 0.0188681-0.0107864j -0.000338049+0.0043133j -0.0179238+0.0205977j 0.00230571-0.00398182j 0.0127247+0.00100004j -0.0101169-0.00223609j 0.00168649+0.00444957j -0.00653805+0.0121716j -0.00913039-0.0104574j -0.00264083-0.00247277j -0.00955364-0.0134516j 0.000881153+0.00874913j -0.0116476-0.00842083j 0.00806766+0.0027992j 0.00698316-0.0114475j -0.0143485+0.0164131j 0.0168454-0.00957172j -0.00128165-0.000763205j -0.00761998-0.00993789j 0.0250645-0.0148388j -0.0141648+0.000362484j 0.00503879+0.0206257j 0.00203026-0.00556841j 0.00760679+0.00898291j 0.00147065+0.00521739j -0.00464196+0.0227325j -0.000722504-0.00316734j 0.0107396+0.00197664j -0.00127647+0.00449701j -0.00216181+0.00369634j -0.00153378+0.000913258j 0.00664663+0.000631627j -0.00305914-0.0278312j 0.00232002+0.00192272j 0.00990257-0.00771299j 0.00173914+0.0182587j 0.0182258+0.0151894j -0.00385998-0.0133909j 0.0310049-0.0047522j -0.000991842+0.0163797j -0.00246694+0.019149j -0.00303015+0.00370489j 0.00363413-0.0212436j 0.0132042+0.00724637j -0.00579605-0.00612823j 0.0128309+0.0112016j -0.0206014+0.0119672j 0.00374619-0.0182595j -0.0023976-0.00755671j 0.000707211-0.00749528j 
0.00885277-0.00425418j 0.00189005+0.00449327j -0.00986423+0.010394j -0.0191794-0.0169754j -0.01055+0.00713963j -0.00161088-0.00065052j 0.00713438-0.00368163j -0.0141437-0.000120739j 4.78452e-06+0.00740046j -0.0035629-0.00841657j -0.00480644-0.00148056j -0.00353753+0.00770692j 0.0018723-0.00239691j 0.00322577-0.000621711j 0.0033047-0.000907362j 0.0063827+0.00177169j 0.000881577-0.0040257j -0.00288456+0.00415433j 0.0130034+0.000529065j -0.0114409-0.00403468j 0.00676671+0.0114574j 0.01095-0.00366504j 0.00574973+0.0104671j -0.0022304-0.0024325j -0.00557934-0.00944533j -0.0123009+0.0045952j -0.0016659-0.0113236j 0.00938251-0.00352785j -0.000657174-0.00603592j 0.000168545-0.00307705j 0.0206508-0.0104456j 0.00286508+0.00995966j 0.00911557-0.00749717j 0.000440796+0.00488384j -0.00503058+0.0102615j -0.0119495+0.000227659j -0.0160276+0.0134505j -0.00171091-0.00276235j -0.00877693+0.0173721j 0.00308152+0.00678441j -0.00955247-0.0201479j -0.00729355+0.000830945j -0.00912386+0.0265989j -0.00800448+0.00508485j -0.00596199+0.00161999j 0.019849+0.0161872j -0.0019644-0.0225648j 0.0392146+0.00600724j 0.00796718+0.00693741j 0.00761-0.0248327j -0.00785401-0.00912046j -0.00745484-0.00308982j -0.0189844+0.00925731j -0.0111937+0.00995004j 0.0154895+0.0199092j -0.0176685+0.0250907j -0.0120913+0.0350036j -0.00650793+0.0147678j 0.0286404+0.00880882j -0.00397133-0.0178376j -0.0100216-0.0129519j 0.00261375+0.00987283j -0.0203037+0.00769772j 0.0172173-0.0116466j -0.00559746-0.00247588j 0.0024149+0.00373784j 0.0124046-0.00228714j 0.00923165+0.00784604j -0.00165316-0.00728885j -0.0209914+0.0129598j -0.00537425+0.00491311j 0.0076991-0.0147326j -0.00476693+0.00600248j -0.00294361-0.00572985j -0.0309624-0.0212004j 0.0108795+0.0151998j 0.0266502+0.00638252j -0.0163672-0.0213572j -0.00277693+0.00423835j 0.00768213+0.00732839j -0.0189333+0.0232545j 0.0218748-0.00151868j 0.0118895-0.0142272j -0.00536322+0.000237791j -0.0015329+0.00524971j 0.00727544+0.00805193j 0.00042465-0.0146763j -0.0254119-0.0156568j 0.0104765-0.0166755j -0.0050323-0.00283818j -0.000764784-0.00297282j -0.0217521+0.0159361j -0.0117693-0.0113965j -0.00836579-0.000272983j 0.000499773+0.00775953j 
0.00487943-0.00885396j 0.00357351+0.000348488j 0.0255426+0.0109769j -0.0107394+0.0100804j -0.0159376+0.00617706j -0.00615012-0.00648647j -0.0243777+0.0171346j -0.00418623-0.00534726j 0.000242705+8.19172e-05j -0.0117341+0.000155833j -0.00188367+0.00413684j -0.00299176+0.00721991j -0.000320142-0.00394251j -0.00324719+0.00488523j -0.00898774-0.000164813j -0.00355774+0.00643737j 0.00229156-0.00208458j -0.00980467+0.0019884j 0.0039928-0.000655923j 0.00506933-0.003353j 0.00277245+0.00265571j -0.00170558-0.0112256j 0.00780885-0.00595172j 0.00645181-0.00405242j 0.0181496+0.00210541j -0.0130683-0.0121159j 0.0114559+0.000949319j -0.0133529+0.0254327j 0.0229596-0.0148032j 0.0124621+0.0145721j 0.001471+0.00147967j 0.0105908+0.00734474j 0.0150698+0.0175083j -0.0103313+0.0206114j -0.00256095-0.0141683j -0.0132984+0.0263782j -0.00891887-0.0135906j -0.0182176-0.000670263j 0.000412434-0.000246262j 0.0118621+0.021795j 0.00729488-0.00740664j 0.0188168+0.0199676j -0.000727097-0.00465938j -0.00774837-0.00237809j 0.0140817-0.0299375j 0.0108053+0.0171881j -0.0110522-0.0108434j 0.00142253+0.00785651j 0.000371223-0.0206891j -0.0139512+0.00719742j -0.0054552-0.0125282j 0.00443833-0.00246846j 0.022248-0.0323996j 0.00233948+0.00801768j -0.0110477+0.000742281j -0.0260738+0.00230861j 0.00482021+0.0072757j -0.00325927+0.0192728j -0.0178138-0.00125019j -0.0304307-0.0124613j 0.0323333+0.0196807j -0.027241+0.00345125j 0.0206924-0.00115129j -0.0134739-0.0201748j 0.0153218+0.00522393j 0.016036+0.00637473j 0.0126889-0.00182287j -0.0348975-0.0139421j -0.0253993+0.000521463j -0.00118532+0.00816627j 0.0041041+0.0179036j 0.0185118+0.0040124j 0.0230885-0.00275333j 0.0266376-0.0053468j -0.00608614-0.0297252j 0.00708083+0.0223648j -0.0275014+0.00325882j 0.00289149-0.0269169j -0.000203904+0.00965542j -0.0181172-0.00131035j -0.0100762+0.00895242j 0.00286275+0.00969781j -0.00676964-0.00561573j -0.0341364-0.00984572j -0.0148053-0.0087916j 0.00120627+0.0176065j -0.0108109-0.00911905j 0.00645564+0.00343206j 0.00791442-0.0338433j 0.0153166+0.0199963j -0.00101002+0.0028259j 0.0209544+0.0304441j -0.0190606+0.0215943j 0.00978473+0.019292j 0.00892251-0.00862107j 
-0.00458805-0.00779091j 0.00430901+0.00599989j 0.0305752+0.00659539j -0.0120346-0.00065917j -0.000237217+0.00343904j -0.00720675-9.50672e-05j -0.0137162+0.00731738j -0.0231946+0.00692553j 0.00678838-0.00387717j -0.0026301-0.0121572j -0.0109809+0.0129099j -0.0136852+0.00419289j 0.0120825+0.00134321j -0.00334627-0.000649032j -0.011125-0.000541548j -0.00161359-0.00402466j 0.00369391+0.000945552j 0.0101396+0.00339487j 0.00667276+0.0020442j -0.0129948+0.00673279j 0.000380062-0.0056217j -0.00460816-0.00482296j 0.00475735-0.00717222j -0.010949+0.00127803j -0.0162954+0.00966706j -0.0125172-0.0114518j -0.00233457-0.00718932j 0.0145896-0.00455891j 0.000613547+0.0129058j 0.0214472+0.0111281j -0.0142009+0.00526827j -0.00752801-0.004969j -0.0137955+0.00471528j 0.00529479+0.00786181j -0.0164297-0.0162927j -0.0136067+0.0236756j -0.0023691-0.000132312j -0.0218107+0.00491828j 0.0169204-0.00123294j 0.00324123-0.00702735j 0.00113737+0.00448837j -0.0134007+0.0216357j 0.014332+0.00130758j -0.0048827+0.0146007j 0.000807307-0.0254162j 0.0226361-0.0205388j 0.0134362+0.00797273j -0.00889385-0.000995126j 0.00462417-0.00618928j 0.0109594+0.0141113j -0.0190691-0.0124114j -0.00279168-0.018001j -0.0219971+0.014168j -0.0197814-0.00623466j -0.0249503-0.00822805j -0.00235178+0.0020828j 0.00607287+0.00282214j 0.000625344+0.0239324j 0.0202369+0.00501058j 0.000957649-0.0261157j 0.00730937+0.0231131j -0.0152145+0.0147195j -0.00331171+0.00672082j 0.0231048+0.00260434j -0.00747024+0.0219321j 0.00325778+0.00608096j -0.00245599-0.00687715j -0.00876561-0.0132309j 0.0130913-0.00446511j 0.00308439-0.0154363j 0.022139-0.0193348j 0.00888403-0.00158797j -0.0296963+0.00141765j -5.10114e-05-0.0183136j -0.0140079-0.00862343j -0.000686564+0.0070919j 0.0242043+0.00085464j 0.00406241+0.0109351j 0.0332957+0.0216363j 0.0163773+0.0249197j -0.0229095+0.0293969j -0.00600082+0.0304635j 0.0143546+0.00647877j -0.0130432+0.0175019j 0.00218053-0.0288826j 3.81713e-05+0.00985056j -0.00515565+0.0103469j 0.0166207+0.013677j -0.009072+0.00564428j 0.0134607+0.0230897j -0.0127234-0.00492798j -0.00146002+0.00352234j 0.0146564+0.00714603j 0.00834381+0.0113183j 0.0013718-0.00257426j 
-0.000500108-0.000840064j 0.00371096+0.00349903j -0.00196848+0.0147401j -0.0228431+0.000725542j -0.00555335-0.00918639j 0.00125249+0.00540856j 0.00252768-0.0162237j 0.00359023+0.00230114j 0.00520078+0.0168174j -0.0113905+0.0152225j 0.0090553-0.00665979j -0.00567027-0.00720039j 0.00723471+0.000375689j -0.0149923+0.00188951j 0.00632595+0.00400002j -0.00545622+0.00283526j -0.00852742-0.0114473j -0.00726185+0.0120587j 0.0125588+0.0080333j 0.00360326-0.00495312j -0.00259352-0.0193176j -0.0108912+0.0028596j 0.0113436-0.00362388j 0.00593523-0.0088919j -0.00489467-0.00511159j -0.0120931+0.00182885j -0.00488997-0.00684032j -0.0168059+0.00268707j 0.000628468-0.00294501j 0.00522839-0.00263607j -0.00344221-0.00479946j 4.95779e-05+0.0119276j 0.00901515+0.00786556j 0.0121481-0.00866652j 0.00677423-0.0116832j -0.0120156+0.0032898j 0.00619062+0.00495976j -0.00551354-0.000687975j -0.00395019+0.0169212j 0.0180505-0.00268156j -0.00315234-0.0102041j 0.0100008-0.00395957j -0.00389436+0.00515922j -0.00634848+0.0131028j 0.015349-0.00574249j 0.00674163-0.00499212j -0.00404213-0.00027135j 0.015534+0.005091j -0.00550336+0.00736803j -0.0031433-0.00655931j 0.00676641-0.0179172j -0.00989538+0.00727594j -0.0081455-0.00872603j -0.006674+0.0121736j -0.00615047-0.00153425j 0.00094062+0.00617052j -0.00225254+0.00147421j -0.000592494+0.00995292j 0.00539379-0.0026515j -0.0102929+0.00201223j -0.00865237-0.0053789j -0.00803429-0.00043143j -0.0130986+6.62697e-05j -0.00929619-0.015598j 0.0170525+0.00250616j 0.00476578-0.000419783j -0.00226158-0.000556705j 0.00256995+0.0152351j -0.00245823-0.00744708j -0.0206693-0.000495405j -0.00826241-6.8311e-06j -0.00392909+0.0021112j 0.0152842-1.80232e-05j -0.00214308+0.0104131j -0.00596302+0.00106721j 0.011954-0.000968165j -0.000755492-0.00244562j -0.00664114-0.00252025j -0.0123191+0.00758824j 0.000288088-0.0119487j -0.0160152-0.00541191j 0.0134194+0.00701212j -0.0103972-0.0115587j -0.00757462-0.021767j 0.00701802-0.00169812j 0.00513098+0.00196272j 0.000706415-0.00794284j -0.0111619-0.0112188j 0.00746422-0.0111676j -0.00533721-0.00830323j 0.00849735+0.00318457j 0.00308299+0.0158057j -0.0061515+0.00152586j 0.00382643-0.00339998j 0.00579647-0.0010471j 
-0.00521102-0.00105697j 0.000119842-0.0053776j 0.00635393+0.00144431j -0.00185311+0.0106013j 0.00212368+0.0053426j 0.00626-0.00898896j -0.000262024+0.00369232j 0.0126558+0.00481743j -0.00227828-0.00750338j -0.0100489-0.0068993j 0.0102053+0.00841392j 0.00358665+0.00514848j -0.00659811+0.007101j 0.00434367+0.00370339j 0.00846026-0.00198237j 0.00722157+0.00542941j 0.000678617+0.0100726j -0.00229066-0.0127404j -0.0194319-0.0031415j 0.0139034+0.0106329j 0.00169672+0.0039666j -0.00830737+0.0118186j 0.0061119-0.00997594j -0.0048763+0.00277447j 0.00815226+0.0132705j 0.00900988-0.0149853j 0.00147394+0.00818032j -0.00790971-0.00237855j 0.0188763+0.00931779j 0.00384028-0.00585116j -0.0214051+0.00888415j -0.00196984-0.0176333j 0.00723555-0.00223715j -0.00183565-0.00877538j 0.00495979-0.00111927j 0.0144473+0.00468988j 0.0120588-2.44917e-05j 0.00921557+0.00373672j -0.000531709+0.00886896j 0.00931097-0.00351686j -0.00478662+0.0175117j 0.0168677-0.000465627j 0.0156191-0.00316119j 0.0191575+0.00190736j -0.00976909-0.00749791j -0.0231267-0.00714071j -0.0022296+0.0157756j -0.000678066-0.00711657j 0.00381063+0.00806996j -0.0052847+0.0173649j 0.00990724-0.00135384j 0.00261186-0.0152539j -0.021316-0.0107381j 0.0128615-0.00171391j -0.0012124+0.0115582j 0.0240076-0.0306249j -0.0197525+0.0253368j -0.0209307-0.0241509j -0.0244434-0.00771035j -0.002467-0.0161243j 0.00435443-0.00629956j 0.000635137-0.00438258j 0.0236785+0.00059429j -0.0124567-0.0308892j -0.0125407+0.0115352j 0.00735197-0.00824672j 0.0187924-0.00723253j -0.018982+0.0329705j -0.0168911-0.00600566j -0.0187397+0.0193589j -0.0110798-0.00221603j -0.00434412+0.0183126j 0.046772+0.00438533j 0.0321891+0.00690034j -0.00231633-0.0033102j -0.00703734+0.0201395j -0.0360553+0.0198295j -0.0081078+0.0016627j -0.0345029+0.0106376j -0.0101605-0.054106j -0.0188727+0.0104042j 0.0300861+0.00812124j -0.0150944-0.00948971j -0.00591509-0.00181529j -0.0313347+0.0117888j -0.0202601+0.00729791j 0.0192543-0.00742053j -0.00756982-0.014501j -0.00494956-0.00487444j 0.00118035+0.00556206j 0.00532537+0.00488821j 0.00372315+0.00562603j 0.0225269+0.00673419j 0.00531089+0.00592308j -0.00673826-0.00150232j 
-0.00460017-0.00860831j 0.00341485-0.000566167j 0.011299+0.00988756j -0.00190084+0.0205803j 0.00497284+0.00124123j 0.0107354+0.000257008j -0.00126594-0.0155573j 0.0134031+0.0148887j 0.00669157-0.0106281j -0.000146246-0.00383364j 0.000544586+0.0121196j 0.00498027+0.0170429j -0.0070956-0.0204347j -0.00783822+0.00138416j -0.0065753+0.0018889j -0.00542234+0.00145659j -0.00326164-0.00350711j 0.0275292+0.00362683j -0.0222413+0.0046662j 0.00628646+0.000741852j -0.0182815-0.0178907j -0.00694875+0.015574j -0.00299519+0.00451429j 0.00426116-0.00448505j -0.014058-0.0022166j 0.0110197-0.0107301j 0.0089136+0.0206756j -0.0014454-0.0148455j 0.0230985-0.00256257j 0.00540622+0.00129403j -7.94802e-05-0.00217411j 0.0066392-0.0103499j 0.00412802+0.0183567j 0.00368147+0.00314192j -0.00521103+0.010728j 0.0208284+0.00261345j 0.00956894-0.00909755j 0.00823458-0.00501756j 0.00267361+0.00112311j -0.000989179+0.00426567j -0.0111485+0.0110746j 0.0100776-0.00142437j 0.0121018-0.00892772j 0.0250713-0.0093897j -0.00181239+0.0091732j -0.018761-0.0073335j 0.0273835-0.00745368j -0.0225997-0.000309575j 0.00106788-0.0158162j -0.012597+0.0316504j 0.0149521-0.00968738j -0.00582646-0.00968138j -0.019685+0.0165361j 0.00906307-0.00674356j -0.0110403-0.0301877j 0.00058619-0.00385855j -0.0102918+0.00482213j 0.0131554-0.0117407j -0.0232761+0.00578155j 0.0126573-0.00651369j 0.00489083+0.0175956j 0.000694424-0.00880605j 0.0143546+0.0102119j 0.00776666-0.0122009j -0.0147757+0.00546213j -0.00197015+0.0269261j -0.00157949+0.0025846j -0.0122129+0.00336831j -0.00452341-0.0036204j 0.00290839-0.00482484j 0.0182262-0.0146384j -0.006668-0.0136192j -0.0133873+0.00378418j -0.00108024+0.00135501j -0.0161493-0.0075108j -0.000471987-0.0138374j 0.000599297+0.00438173j -0.00532276+0.00608315j -0.00440162+0.00977707j -0.00444295+0.00256538j -0.00229182+0.00736382j 0.00735067-0.00327465j 0.0223905+0.000137475j -0.0176895+0.00894298j 0.000333811-0.00600941j 0.013899+0.00461396j -0.00438373-0.00944626j -0.00016637-0.00775467j 0.0119987-0.00892604j -0.0010705+0.00491393j 0.0108068+0.0122461j -0.0122827+0.00832684j -0.00300983+0.00575819j -0.00172038+0.0045369j -0.00625254+0.0051265j 
