0.023957-0.0211039j 0.00523232-0.0315029j -0.0700959+0.0749823j -0.0256225+0.00326398j 0.00201392-0.024155j 0.0246586+0.00786878j -0.00958057-0.0566113j 0.0551513+0.00970118j 0.0199759+0.0588733j -0.021915+0.00669266j -0.0048688-0.00379117j -0.00247453+0.0231939j -0.0146641-0.00832239j -0.0293447+0.0192842j 0.0248857-0.00102158j 0.00042322-0.0135196j -0.00556402-0.00768416j 0.014887-0.0243637j -0.067593-0.0142801j 0.0610851-0.0148573j -0.00235163-0.025134j -0.0132798-0.00253051j 0.00856924+0.00317836j 0.0121013-0.00656082j 0.039084+0.00455593j 0.0101736-0.00248028j -0.0102783-0.0105919j -0.0440269+0.044235j 0.0348964-0.0204597j 0.0110661-0.0490394j 0.001635-0.0300384j 0.0454868+0.0332831j 0.0416041+0.00613414j 0.00470903-0.0207274j -0.00877434+0.038311j 0.0153995+0.00708188j 0.0142288+0.00118374j -0.00295589-0.0234906j 0.0163264+0.040547j 0.0437879-0.0143686j -0.0104702+0.00757696j 0.0151065-0.00832682j -0.00987587+0.00569768j 0.032936-0.0285843j -0.0236533+0.00485913j -0.0695138+0.0170978j -0.0213564-0.0042412j 0.0245838-0.00982348j -0.00582109+0.00145394j -0.0372865+0.0147742j 0.0197715-0.0127574j -0.014313+0.0213686j 0.0296442-0.0313884j -0.0226942+0.0131802j 0.0411948+0.0134297j 0.042198+0.0175471j 0.0140235-0.0308948j 0.0483873+0.0168902j -0.0135193-0.0272567j 0.00319654-0.0111495j 0.00453366+0.0306977j -0.0287577+0.00474762j -0.00387955-0.032114j -0.0510979-0.0133993j -0.0274561-0.0271229j 0.0025212-0.032551j -0.000949109-0.00206586j -0.00359713-0.00829812j -0.00297313+0.0146037j -0.0351969+0.0296594j -0.0144323-0.0218961j 0.00194185-0.0686581j -0.00474783+0.00158293j 0.00433431+0.0165843j -0.0491419-0.0157767j 0.0325817+0.0127854j 0.0347705-0.00845253j 0.0091535-0.0657601j -0.0164559-0.0252094j -0.0270713+0.0590508j 0.0405155+0.00769372j -0.0479504-0.0481765j 0.0308331-0.0409625j -0.0718632-0.0542489j 0.00752351-0.0229183j 0.00258294+0.023515j -0.0291471-0.030782j 0.0401119-0.0469088j 0.112416+0.0164622j -0.00112865+0.0193169j -0.0192097-0.0165869j 0.0186262+0.11375j -0.178744+0.00252006j 0.00074597+0.016419j 0.0254973-0.00954402j 
0.0109322-0.0156772j -0.017332-0.0055774j -0.104623-0.0812593j 0.0751778+0.0572564j -0.0408695+0.0342377j -0.0190266+0.0156075j -0.0661234+0.0775399j 0.104671+0.0271092j -0.0518942-0.0511566j -0.00375175+0.00600307j -0.0590015-0.0528057j 0.0396866+0.047788j 0.0253115+0.0192021j 0.00309751-0.0233685j 0.000109316+0.0380852j 0.035269-0.0262157j 0.0160361-0.0214116j 0.012989+0.031924j -0.0370552+0.00530376j 0.0695652+0.0166457j -0.0565928+0.0109727j 0.00945216-0.00136533j -0.061664-0.0321871j 0.0303464-0.0360002j 0.224082+0.119926j 0.0897909-0.0759706j -0.069838-0.29078j -0.0768128-0.00634781j 0.0906007-0.16478j -0.0805171+0.0474132j 0.184355+0.329307j 0.0298659+0.082018j -0.074413-0.0124085j -0.0803984+0.0148686j 0.0663407+0.0233988j 0.131108+0.0251754j -0.0829321-0.200707j -0.272653-0.11966j 0.131262+0.0048725j 0.0756391-0.164589j -0.0536177+0.0733294j -0.0104122+0.0339534j 0.0365348+0.0557071j -0.00372442+0.0961538j -0.0405144-0.117965j -0.13647+0.00887955j -0.0343258+0.0659226j 0.0260068-0.0806162j 0.0508431+0.0410875j 0.055975+0.0227992j -0.0669478-0.0110176j 0.00825472-0.0395891j -0.159721-0.0894649j -0.040452-0.0521679j 0.0959725+0.0543211j -0.00816513-0.0418062j -0.0132437-0.0704952j 0.0547348+0.065042j 0.0373929-0.111934j -0.00736782-0.0266401j 0.00483435+0.0281321j -0.0272379-0.0456607j 0.00218101+0.0195317j 0.0128216+0.0189936j -0.00240323-0.026077j -0.0207655+0.0134886j 0.00905738-0.0185608j -0.0426693+0.0182762j 0.0448542-0.054591j -0.00560228+0.024905j 0.0246097+0.0291694j -0.0798115+0.0276093j -0.00981654-0.00735057j -0.0256035+0.0201314j 0.0197593+0.0163139j -0.0208978-0.0306951j -0.0148327+0.0208282j -0.0317348-0.0129797j 0.00230172-0.0404926j 0.0446784-0.0278049j -0.0318953+0.052876j 0.0173903-0.0338915j -0.0126039+0.021655j -0.00785871+0.015701j -0.0216795-0.00237304j -0.00426108+0.0212334j -0.0187293-0.0103366j 0.00727148-0.0353752j 0.00756767+0.016408j -0.00261606-0.000568248j -0.0032009-0.00458607j -0.00620279+0.0176379j -0.0443909-0.0117302j -0.0156243-0.0182034j 0.0185764-0.0052857j 
0.0129193+0.0110288j 0.034549-0.0236648j -0.0854872+0.048413j -0.0299679-0.0157043j 0.0292844-0.0563818j 0.0227845+0.0295678j 0.0230272-0.119632j 0.0710462+0.0616721j -0.0286915+0.0822504j -0.0173759+0.0385023j 0.0520389+0.0120821j -0.022073-0.0553857j -0.00764592-0.00187644j -0.0125266+0.0349934j 0.0267946-0.0195436j 0.0215846-0.0276267j 0.0289109-0.0212303j 0.0576866+0.0225534j -0.00766675-0.0984589j 0.019227+0.0639324j 0.00531225-0.0460742j 0.0231269+0.00814542j 0.0680007+0.0213848j -0.048398+0.0151227j -0.0935149-0.0447588j 0.0127934+0.0487435j 0.000160696+0.143324j -0.0526311+0.0959852j 0.0772363+0.0201079j 0.0243015-0.242418j -0.0261306-0.137709j 0.229244+0.0742018j 0.131651-0.0787323j 0.0300886-0.0817821j -0.0428658+0.00642551j 0.039631+0.0296285j -0.116195+0.0555399j 0.120861-0.0787778j 0.0217133+0.0523334j 0.137101-0.0474715j 0.0278033+0.0616939j 0.0958922-0.0182294j -0.0617342-0.242551j -0.140022-0.180535j -0.140684+0.0800005j -0.191898+0.190779j -0.156876+0.090606j 0.0255717+0.0666038j 0.0147557-0.0426675j -0.0773887-0.00732021j -0.00861044+0.0358511j 0.0309021-0.018944j -0.0381435-0.0323001j -0.0770027-0.00837157j 0.102067+0.0602485j -0.0349729+0.0253519j -0.0963518+0.0384396j 0.013956-0.0089347j 0.0301915+0.000689508j 0.0295573-0.00342694j 0.00650611-0.000864715j 0.00541854+0.0416459j 0.0502317-0.0286522j 0.0191543+0.0605135j -0.0304576-0.0111475j -0.00233256-0.0261488j 0.0977807+0.00276433j -0.0153165-0.0370981j 0.100135-0.0709488j -0.00760645+0.0830553j -0.0307912+0.0756771j -0.0475883-0.0224405j 0.042498+0.0219348j 0.00841897-0.0456795j 0.0166775+0.0263738j -0.0324379+0.0395922j 0.0389354-0.0518157j -6.68894e-05-0.043788j 0.0232062-0.029738j 0.0427538-0.0178876j -0.00732075+0.0105546j 0.0160046-0.0132435j 0.0082918+0.0486414j 0.0358147+0.0573111j -0.0590706+0.0339678j -0.0201864+0.0481452j -0.0282861+0.00203046j -0.00191037-0.00748636j 0.052678+0.0369801j -0.0136376-0.0110286j -0.00674811+0.00490012j 0.0113135+0.0115464j -0.0639999+0.0100314j -0.00964006-0.00512611j 0.0366175+0.0143064j 
0.0268453+0.00379299j 0.00266653-0.0118069j -0.0234764-0.025617j 0.0585163-0.0278322j 0.0444168+0.0100899j -0.0307443+0.00950145j 0.0850738+0.0651935j 0.0134348+0.0108254j -0.0204725-0.00414247j 0.0258389+0.00648035j 0.00829491-0.0284936j 0.0130805+0.0187663j 0.0148075+0.042778j 0.0425236-0.00103697j 0.032816+0.0297375j 0.0147304-0.0402885j -0.0322354+0.0140247j 0.00342637-0.0340401j 0.0108637+0.0323453j -0.0672149+0.000345386j -0.0178571+0.0226522j 0.0670147+0.0104617j 0.0151263+0.0174055j -0.0199759-0.0645842j -0.0862952-0.0779991j -0.0167989+0.0512112j -0.0410193-0.104831j 0.148313-0.127336j -0.0341993+0.0851659j -0.0895376-0.132052j -0.14107+0.0588877j 0.239594-0.169476j -0.0843407-0.0885129j -0.0580403-0.0798211j 0.0551195-0.119883j -0.0963531-0.0440371j -0.00298371+0.0287396j 0.071301+0.0579579j 0.0551574-0.00330665j -0.0252679-0.200297j 0.0117888+0.0845435j 0.00540713-0.0156164j 0.0349898-0.0708263j -0.00764023-0.120674j -0.0678391-0.114952j 0.0445494-0.0925079j -0.00934941-0.0689954j -0.130112+0.00179298j 0.032851-0.0478775j 0.0196099-0.156705j 0.126715-0.0665562j -0.023499-0.0770283j 0.0981406-0.00533636j -0.0668424-0.0609019j -0.090197+0.0632777j -0.0693309+0.0146098j -0.0382566-0.0983762j -0.00148741+0.021594j 0.0377753-0.0104178j 0.0546741-0.043474j 0.0148363+0.0475958j -0.0945577+0.00268048j 0.0450749+0.0513033j 0.009699-0.0222669j 0.00292863+0.0208137j 0.027425+0.0279811j -0.0291318-0.0283407j -0.0179814+0.0261644j -0.0486404+0.00369506j -0.0110303-0.0479846j 0.0136102+0.00595848j 0.00345104-0.0353026j -0.0238187-0.0494737j -0.0311159-0.0127381j 0.0119162+0.0248739j 0.0150391-0.0227003j 0.061189-0.0711162j 0.0164609+0.055618j 0.0314131+0.0280157j -0.0377789+0.0223272j 0.0497842-0.0775576j 0.00282473-0.0241519j -0.0458218+0.0074262j -0.11086+0.017882j 0.0220869-0.0489432j 0.0140285-0.0419361j -0.0177476+0.0148224j -0.00788898+0.0239447j -0.0156775-0.0252115j 0.0143827+0.00861317j 0.00356532+0.00553393j 0.0242911-0.0103417j 0.00797937+0.00281628j -0.0269003-0.0118193j -0.0135277-0.00748819j 
-0.00140266-0.00145404j 0.0100517-0.00309321j -2.32096e-05-0.0236174j -0.00344947-0.0112128j 0.0205885+0.00535878j 0.0298009+0.00354322j -0.000539321-0.00110551j 0.00114418+0.0229657j 0.0556232+0.00756836j -0.00609018-0.0262161j 0.0132444-0.0292547j -0.0197563+0.0174015j -0.0210244+0.0150819j -0.00233096+0.023045j 0.0103878+0.0316145j 0.0152834-0.02474j -0.0231132-0.00724827j 0.000594914+0.0222577j -0.0434983-0.0384073j 0.00202852+0.00248937j 0.0165548+0.000267077j -0.0644561-0.011306j 0.0236746+0.00457723j 0.0185512+0.0107459j 0.0118813+0.0176792j -0.0732768+0.00155386j 0.0186571-0.0260324j 0.00654291-0.0637709j 0.0418279+0.0338619j 0.0569546-0.046201j -0.00424983-0.000968339j 0.0304757+0.0387265j 0.051287-0.0542587j 0.00290892+0.0102844j -0.0280932-0.0309818j 0.0141365+0.031824j -0.0477857+0.0973958j -0.0489908-0.0134001j 0.148577+0.0625997j -0.0287004-0.00392635j 0.0148113-0.0703393j -0.0852533+0.0659969j -0.0292508-0.0157808j -0.0200961+0.060362j -0.109175-0.0417334j -0.141814+0.00833317j -0.0339979+0.036487j -0.0632639-0.00235662j 0.021867+0.0133616j 0.0612878+0.101665j -0.0848549-0.105833j -0.0446842-0.093582j -0.0157621+0.0151565j -0.084004-0.0676806j 0.0137757+0.0645009j -0.0822971-0.0909601j 0.0280597+0.0327394j 0.089762-0.0154395j 0.0218311-0.015936j -0.0576195-0.111376j 0.0089885+0.0448872j -0.0704926+0.000818542j 0.0697919+0.0513847j -0.0153806+0.0181554j -0.0685206+0.0190172j 0.0120834+0.0609389j -0.0623477-0.0227937j -0.140589+0.0194528j 0.0776792-0.0287269j -0.0071523-0.0484713j 0.106854-0.00699682j 0.0133681+0.0300805j -0.106102+0.0611543j -0.10083-0.0572j -0.0281881-0.153627j 0.0164705-0.00208571j 0.0426605+0.0339738j 0.0711783-0.0916015j -0.00300157+0.0781018j 0.0542734+0.0870008j -0.0692239+0.13589j -0.0744212+0.103073j 0.0223672-0.0722458j -0.0354073+0.079638j -0.0260131-0.0580172j 0.0335364+0.0461691j -0.000998327-0.0619961j 0.0614731-0.0403379j -0.036968-0.0718326j -0.0115805+0.00389414j 0.0131382+0.00707109j -0.00154848+0.0233584j 0.00992602+0.0346465j -0.00736484+0.0117457j 0.000707282+0.0160792j 
-0.000675415+0.0157712j 0.00715984+0.00955851j -0.0536566-0.00982481j 0.0166835-0.0411169j 0.00995945+0.00641975j 0.00648631+0.0100623j 0.0399751-0.0231075j 0.0141149+0.00618031j -0.0286139-0.0163123j 0.0426397-0.00801391j 0.0162901-0.0268274j -0.00137151-0.0135513j 0.0192374+0.0148205j -0.0199747-0.0208878j 0.0141934+0.0450541j -0.00230907+0.00484218j 0.0057497-0.0121075j 0.0323063+0.041524j -0.0107224-0.00722731j 0.0260838-0.00126128j 0.00103118+0.0123041j -0.0255812-0.00792878j -0.00459265-0.0052114j 0.032088+0.0143755j 0.00513288-0.000867208j -0.0798292+0.0161224j 0.0401808+0.00966333j -0.107597-0.111351j -0.0586442+0.0148414j 0.000900837-0.0602985j -0.056059-0.0246874j -0.0336607+0.0963556j 0.0980418+0.0126372j 0.0484373+0.0157126j 0.0450732-0.0344664j 0.0205533-0.0482864j 0.0295668+0.135659j 0.0565489+0.0919789j 0.0573231+0.0839066j 0.051799+0.0189896j 0.0706165-0.116224j -0.0199464+0.021769j -0.129446-0.00153891j 0.0465655+0.0366762j 0.0532647+0.00833005j -0.0769976+0.0427239j 0.0083848+0.0204591j -0.0812971+0.0530667j -0.0261347-0.0473019j -0.044789+0.115621j 0.0261865-0.173938j -0.0281845-0.0428896j 0.0923334+0.000104062j 0.0183348+0.0766714j 0.0453529-0.0441717j -0.0180222-0.00843284j -0.0797954+0.175931j -0.0250915-0.105724j -0.18176-0.023687j -0.00210306+0.00215816j -0.0228399-0.0116733j -0.045828-0.000909634j 0.0405106+0.0152275j -0.139924-0.102319j -0.00707906+0.0240306j 0.00351083+0.0158519j 0.00360311-0.0163565j -0.047774+0.00859918j 0.0823852+0.0465449j 0.0109766+0.0546759j 0.0434538+0.0474838j 0.024136+0.0665406j 0.124838-0.0155477j -0.00785659+0.0391173j 0.0110236-0.0110278j 0.0322704+0.0685132j -0.111843+0.11736j -0.0578382-0.0700846j -0.0441124-0.0345226j -0.0735425-0.0683013j 0.0435143+0.0227341j 0.00507066+0.0378712j 0.0574653-0.0834j -0.0821943+0.0442292j 0.00285769+0.067398j 0.0778338-0.0238868j 0.00891588-0.00532925j 0.0937677+0.00867508j -0.110919-0.143158j -0.000524043+0.00974825j 0.013237+0.0192976j 0.0556553-0.0157665j 0.0934659+0.0318571j 0.0169594+0.0148309j -0.0158462-0.00745257j 
0.0275183-0.00789872j -0.00757501-0.00623542j -0.0185058-0.00970936j 0.0577847-0.0147833j 0.013888+0.00943858j 0.000758154-0.00274377j 0.0233595+0.0198555j 0.0466282-0.0034219j -0.0485693-0.0263845j 0.0392507-0.0280593j 0.00205214+0.00392003j -0.0123921+0.0101628j -0.0299124+0.0207895j 0.0064187+0.0500245j 0.00964634+0.00510234j -0.00788984-0.00665384j -0.00369073-0.00214379j 0.0143826-0.0244702j -0.0343813+0.00753889j 0.0035108-0.0234883j 0.00717262+0.00307211j -0.0344337+0.0378687j -0.00956236-0.0379663j 0.0360343+0.00239315j 0.0127387-0.0131261j 0.0538358-0.0510839j 0.08871+0.0229626j -0.0578406+0.0132009j 0.0406848-0.00944067j -0.0027963+0.000336967j -0.0332635-0.104454j -0.060008-0.0453064j 0.0443926-0.0434404j -0.0126539+0.00751308j -0.0349484-0.0423295j -0.0562286+0.00658377j 0.0192456+0.0930002j 0.0147535-0.0669931j -0.0249366+0.0458646j -0.0625856+0.0938973j -0.0436823+0.0313571j 0.00198704-0.00928267j -0.0139628-0.0466666j 0.0628379-0.0506509j -0.0148159-0.0335118j -0.0657881+0.0428767j 0.0215407-0.0176394j -0.129577-0.00667172j 0.00209395-0.00440557j 0.023331+0.0427735j 0.0308368-0.0519141j 0.0274124+0.061297j -0.0152081+0.023056j 0.0656436+0.00279721j 0.00255901-0.061375j 0.0703911-0.0511609j 0.0441351+0.0102454j 0.00267724-0.0653699j -0.000213764-0.0394223j 0.0458435+0.0108283j 0.0235284-0.0200285j -0.0137996+0.108048j 0.0209525+0.0511825j 0.0802087-0.00855094j -0.0460926+0.0944267j 0.0150645+0.0372021j -0.0591491-0.142654j -0.0157067-0.0112792j -0.0668423+0.0233293j 0.0420664+0.092109j -0.061808-0.0617117j -0.256698+0.0628124j 0.0225838+0.144627j 0.0323896-0.0133029j -0.0266813+0.0123027j -0.00874963-0.257116j 0.0567889+0.167221j -0.00896723-0.00874726j 0.0512961-0.0417202j -0.0660343-0.0028006j -0.147289+0.0494732j 0.195876+0.0287704j -0.0604819+0.0801605j -0.112116-0.126626j -0.0363319-0.0910574j -0.0959835+0.0608424j -0.0448436-0.129699j -0.0184589-0.0367693j -0.00781309+0.0205346j 0.0186364+0.00729942j 0.0120903-0.0413587j -0.0560997+0.104036j -0.0218058+0.0107243j 0.00280714-0.0146847j 0.00718578+0.00462915j 
0.00235588+0.000619851j -0.00460264+0.00757525j -0.0232581+0.0017722j -0.000726156-0.0182394j 0.0388739-0.0138575j 0.00117494-0.00639891j 0.0196824-0.0249691j 0.0131305+0.015984j 0.00488494+0.0204584j 0.0153157+0.00220731j -0.0275688-0.0353512j -0.000699046-0.0273273j 0.0285026+0.00979431j 0.0184449-0.000955014j 0.0170298-0.0348261j 0.00754809-0.0588009j -0.0216926-0.00242639j 0.00242455-0.0159211j 0.0255567-0.044442j -0.0223343+0.0299945j 0.0163491+0.00727144j 0.00868651-0.0133835j 0.00542854-0.0152071j -0.0236648-0.0231524j -0.0394404+0.0316733j 0.0110664+0.0572423j -0.0266428+0.0451737j -0.0607711-0.0111557j -0.0326158-0.0204822j -0.0280314-0.00598099j 0.0466016+0.0503777j -0.0205692+0.101177j -0.00338842+0.0135472j 0.06578+0.00269461j 0.019223-0.0190169j 0.0330608-0.0667746j -0.0469565-0.00458233j 0.00190809-0.0569033j 0.00739392+0.012702j 0.105604-0.000398601j 0.0306891+0.0139355j -0.000936824-0.00421624j -0.0183678-0.0726611j -0.0794066-0.025637j 0.0434705+0.0544107j -0.0216668+0.0434093j 0.013764+0.0593874j -0.0627531-0.00798772j 0.0454075+0.000696641j -0.0425827+0.021339j -0.10725+0.0432565j 0.0189908+0.00711111j -0.0259458-0.00740375j -0.00794275+0.0245954j -0.043441-0.0814527j 0.0456057+0.00613808j -0.0299482-0.051759j -0.00654974-0.0794199j -0.0208938+0.105394j 0.0931457+0.135008j -0.0129901+0.0176722j 0.00544772+0.0407592j -0.149018+0.090867j 0.0286857-0.0241919j 0.00494607+0.069367j -0.113414+0.0227651j -0.164729-0.021573j -0.0432614-0.0682088j -0.0761047+0.12896j 0.0286598-0.238721j 0.0666418-0.0707225j 0.0299903+0.0632006j -0.237731+0.0260873j -0.0939235+0.00825918j 0.0590268-0.0754541j -0.0621345-0.0584491j 0.07092-0.120817j 0.0646835+0.138661j -0.00807212+0.101408j 0.0240146+0.0459726j -0.0329027-0.112747j -0.035137-0.0827044j -0.045525-0.0105478j -0.0127147+0.00331692j 0.126861-0.156242j -0.0538074-0.0801523j 0.0640089+0.0529729j -0.0195559+0.03569j -0.139323+0.0471098j 0.0149865-0.0501646j -0.00124267+0.0157679j -0.0844531-0.0596353j 0.0403422-0.033539j 0.00151902+0.00660666j -0.0046423-0.00885093j 
-0.00402317+0.00311215j -0.00337637+0.00531166j 0.0381647-0.0222977j -0.0195731+0.00725118j 0.00760518-0.0097112j -0.015361+0.00456477j -0.0200959+0.0125919j 0.00823277-0.0153791j -0.00336585-0.0496699j -0.0029109+0.020783j -0.0127052-0.0369333j 0.0303329+0.0336041j 0.0135032+0.0312465j 0.0131975-0.00831916j -0.0157495-0.0315593j -0.0132887+0.0106626j 0.0193681+0.00469363j 0.0112002+0.0107071j 0.00371043+0.000115616j 0.00290867+0.0195379j 0.00572711+0.00319753j 0.00184018-0.00461418j 0.00905015-0.0267681j -0.000440548-0.0173388j 0.00800245+0.0248013j -0.0143785+0.0220681j -0.031839+0.00820814j 0.0106134+0.0249451j 0.0298882-0.0107391j 0.00361547-0.030385j 0.022229+0.0152074j 0.0243963-0.010351j 0.0396756-0.041563j -0.0529969-0.025639j 0.0639862-0.0671729j -0.0356237+0.00493464j -0.0583081-0.0160475j -0.0714324-0.0477952j 0.0257834+0.0477275j -0.0258277+0.0356833j -0.00528175-0.0337439j -0.0283609-0.0529339j 0.0397448+0.00377098j -0.0215869-0.0517127j -0.00638845-0.135051j -0.0316883-0.0397202j -0.137394+0.0862135j -0.00611669-0.0541899j -0.0340478+0.0219815j 0.0303622-0.0503558j -0.0516388+0.0331812j 0.00444881+0.0886486j -0.0691303+0.00351722j 0.0358416-0.101198j 0.0362632+0.0403888j -0.0193061-0.0399754j 0.0201029+0.125342j 0.0289353-0.221844j 0.00400999-0.0921335j 0.112483-0.00943672j -0.128309-0.0271717j -0.0943158-0.00327164j -0.0428379-0.125295j -0.0478928-0.114268j 0.0239484-0.0447165j 0.0714935+0.120127j 0.0151082+0.096734j 0.0122901+0.0338321j 0.0950976-0.0168616j 0.0667691+0.0328179j 0.00321358+0.176957j 0.0661553+0.0227412j 0.013146-0.00598221j -0.0466751+0.0745399j 0.155197+0.0301749j 0.169516+0.0875015j 0.0894297+0.0814861j -0.0627437+0.0147502j -0.077591+0.0341612j -0.0617396-0.135826j -0.0909823-0.0515768j -0.0450081-0.0591851j -0.0365293-0.208672j -0.0321446-0.122399j 0.0964169+0.0280208j -0.0541703-0.0344663j -0.0158289+0.02666j -0.0417708-0.0421132j -0.0257494-0.0682542j 0.0175146-0.0034103j -0.0131033+0.015046j 0.0371768+0.0051187j -0.000970422+0.01599j -0.00490797-0.000172769j 0.00522567-0.00543753j 
0.019636+0.000524455j -0.00184472-0.0123217j -0.0243502+0.011865j -0.00239195+0.00224322j 0.0119816-0.0198457j -0.0339794+0.000653329j -0.0259314-0.00767909j 0.0276859+0.0626573j 0.00118454+0.0224597j -0.00633777+0.00279886j -0.0259517-0.0123437j 0.00809952+0.00525698j -0.0477585+0.00798218j 0.00446194-0.00404064j 0.0128435+0.00590622j -0.00696606+0.021127j 0.0603877+0.0152696j 0.0396017+0.0219731j -0.00566748-0.0306656j 0.00375665+0.0044786j 0.0168474-0.0038582j -0.0205981+0.0176734j 0.0209577+0.0245772j 0.00870321-0.000730369j -0.00177419+0.0224659j 0.000762293-0.0588901j 0.0416269-0.0148737j -0.0107091-0.0557945j 0.102877-0.00202114j 0.0316471+0.00260382j 0.0115806+1.85098e-05j 0.00890363+0.00818651j 0.0345849+0.00186081j -0.0383345+0.0131259j 0.0137958+0.00186412j 0.0393312-0.0544446j -0.0671987-0.0318725j -0.0633958-0.112646j 0.0521523+0.00811831j -0.0188152-0.0366242j -0.0355883-0.0409318j 0.0341083+0.0947303j 0.00309122+0.0142149j 0.0208947+0.0114853j -0.0121841+0.00630507j -0.0654699+0.0501787j 0.0365858-0.0411257j -0.0277653-0.0996936j 0.0293363+0.0714583j 0.0275377-0.0306559j -0.0791487-0.115041j 0.0494386-0.127853j -0.060503+0.0735461j 0.0212535+0.0702077j -0.0546087-0.175459j -0.0114493+0.101131j -0.125601-0.15653j 0.0720919+0.101515j -0.0687658+0.187714j -0.0585579-0.174894j 0.0211427+0.0152804j 0.0440964-0.0229808j 0.164637+0.130162j -0.0662488+0.0303783j 0.0667352+0.0632744j -0.142101+0.0835339j 0.173949+0.0678973j -1.50581e-05-0.101089j 0.0162275-0.116496j 0.0120235+0.00554933j 0.00016582-0.0116553j 0.0232125-0.10014j 0.075272-0.0124463j 0.145597-0.285647j 0.0896438-0.0579204j 0.010336+0.0103787j -0.0237145+0.0412665j -0.0540387+0.0695701j -0.0194969-0.0424918j -0.107229+0.0910919j 0.0931092-0.0130865j 0.14505+0.071035j 0.0706002+0.0821101j 0.0694281+0.0409905j 0.0761569+0.0130697j 0.0576932-0.0252268j -0.0071424-0.0128993j 0.00473777+0.0573083j -0.0245682-0.0304626j 0.00209163+0.0303226j 0.0422985+0.0186781j -0.0195919-0.00220859j 0.0416169+0.0250304j -0.00608812+0.0199874j -0.0245062-0.00568917j 
-0.00600781-0.000237631j -0.0104225+0.0112967j 0.045047-0.0533451j 0.0680943-0.0325185j -0.00821757+0.0497669j -0.00941616+0.0134859j -0.00647581+0.0891784j -0.0111708+0.00443127j 0.0173961-0.0135627j 0.0497973+0.0216609j -0.0132264+0.00398943j 0.00690055-0.0217386j -0.0209842+0.0429635j 0.00296783-0.0229861j -0.0139024+0.0027015j -0.0153309-0.0119074j -0.0220731+0.0158741j -0.0205212+0.0588491j -0.0139059+0.0162845j 0.00239359-0.0184088j -0.041756+0.0441065j 0.0307101+0.013494j -0.00264168-0.007312j 0.0555668-0.00570038j 0.0505228-0.043175j -0.00130279+0.0112279j 0.00496129-9.25313e-05j 0.0385216-0.0189535j -0.0357058+0.00133836j -0.0193933-0.041413j -0.0167533-0.0453098j 0.0184546-0.047148j -0.00156393-0.0132931j 0.0011776+0.00224811j 0.0652026-0.0118291j 0.0164559+0.0257942j 0.0203032+0.0749259j 0.0957602-0.0255308j -0.0175384+0.0191322j -0.0615585-0.00103998j 0.000638165-0.0175696j -0.0430711+0.0250772j 0.0107767-0.00914039j -0.0121773-0.0059659j 0.0148422-0.0151684j 0.0486132+0.0440656j -0.0685007+0.041248j 0.00951391+0.0460018j 0.0218572+0.0162341j 0.0144645+0.0169522j 0.0350618-0.0963948j -0.0674354+0.0111791j 0.146202+0.11787j -0.242696+0.0675482j -0.0892726-0.053111j 0.0463166-0.0739646j 0.0162866-0.0610865j 0.0681369+0.066383j 0.0614341+0.0794215j 0.0565785+0.0125508j 0.0622424+0.085112j 0.0899992-0.0952562j 0.00265866+0.0166355j -0.108269+0.0680012j -0.0200346-0.139483j -0.0432662-0.197857j -0.113593+0.0869468j 0.0209708-0.0151052j -0.030239+0.0969228j -0.0141602-0.0995982j 0.0733434-0.127279j -0.0802204+0.0033662j -0.195929-0.159995j -0.00533133+0.061701j -0.133246+0.0188956j -0.0185901-0.074367j -0.0565854+0.0617025j -0.0143007-0.0887246j -0.0460666+0.023706j 0.0976716+0.126409j 0.0469337+0.199742j -0.0368773-0.0503995j 0.0888725-0.0885731j 0.0231536-0.086369j 0.129711-0.0460152j 0.0853675+0.0641433j -0.0430766-0.0161922j 0.0243229-0.00381196j 0.0833127-0.0797821j 0.020405+0.0333594j -0.0106808+0.0129247j 0.044556+0.0453718j -0.0908854+0.0257941j -0.00621304-0.0216895j 0.0318377+0.00146429j 
