-0.00865295-0.0245336j 0.00929635-0.0377622j -0.00758738+0.0317751j -0.00190067-0.0302474j 0.00591253-0.0189448j 0.000372505+0.0449767j 0.00354241+0.0441306j 0.00454034-0.0299998j 0.000648938+0.0426054j 0.00407945-0.016781j 0.00298503+0.0249669j -0.00103989-0.00263633j 0.00223349+0.0297633j -7.33066e-05-0.0637776j -0.00473607+0.0440998j 0.00185362-0.0142586j 0.000736519-0.0115465j 0.000540013-0.0119964j -0.000122412-0.0294638j -0.000827191-0.0325108j 7.21508e-05+0.000243654j -0.000704031+0.0325782j 0.00156306+0.0279311j -0.000527221-0.0129821j 0.00198671+0.00388821j 0.00238825+0.0401583j 0.00345836-0.0416301j 0.000303924-0.0386804j 0.000760834-0.0207597j 0.00030921-0.0145693j 0.000468195-0.00572704j 0.000647505+0.0151553j -0.00122804+0.0226296j -0.000264717-0.00109651j 0.000748493-0.00410412j -0.0010764+0.0465032j 0.000616405-0.00974497j 0.000796883+0.0054377j 0.00216663-0.0238127j -0.00159662+0.0350935j 0.00160818+0.0361899j 0.00188128+0.0245255j -0.000102957-0.0551839j -0.00181609-0.0305277j 0.000636186+0.0030326j 0.00325855+0.0363306j -0.000458563+0.0161178j 0.00160048-0.0840743j -0.000362592+0.0204236j -0.00275531-0.0283137j -1.26102e-05-0.116062j -0.000907308+0.0429183j -0.00520454+0.000168568j -0.000722756+0.0354143j -0.00493737-0.127815j 0.00141435+0.0100737j -0.00191561+0.049796j 0.00266062+0.101894j -0.00153132-0.024007j -0.00156824+0.00327804j 0.0023817-0.0332636j 0.00190291+0.0713265j -0.00114432-0.00697019j 0.000793955-0.103484j 0.00245611-0.0251227j 0.00396632+0.134472j -0.00213372-0.178075j -0.000830039+0.166796j -0.000891269-0.370834j -0.00105263-0.0914885j 0.00360945+0.191461j -0.00419973-0.213184j -0.0021366+0.187542j 0.000614039-0.342206j -0.000396492-0.130652j -0.00333896-0.25819j -0.00441095-0.103588j -0.00224577+0.0470665j 0.00275076-0.107995j -0.0038451+0.0812154j -0.00707141-0.053284j 0.00279943+0.0995702j -0.00834849+0.0282589j 0.0054981+0.0972021j 0.00302733-0.033051j -0.0175947+0.0104917j 0.00534734+0.0773997j 0.0182605-0.0840815j -0.0349038-0.0105895j 0.00136042-0.07441j -0.0431057-0.0123095j -0.0128613+0.34683j 
0.010887-0.0102366j -0.00397887-0.00444355j -0.00843023-0.000964214j 0.00374418-0.00581672j -0.0153878+0.0116998j -0.0212091+0.0168991j -0.0163407+0.0196405j 0.0189987+0.0175527j -0.0112624+0.00157073j 0.010108+0.000216184j 0.0196625+0.023277j -0.0237102+0.0478791j -0.0152985+0.0471522j -0.0173055-0.0233456j 0.0236142-0.0170223j -0.0141693+0.0115959j -0.00116283+0.00941689j 0.00323696-0.0178157j 0.003305-0.0133658j 0.014377-0.0182192j 0.0140684-0.0406007j -0.0200585+0.0169295j 0.0063198-0.0259766j 0.00551609+0.00101388j -0.00960305+0.0240342j -0.00289136+0.000355815j -0.000405215+0.0121431j 0.0192126-0.0315155j 0.00902431-0.0172575j 0.0202914-0.00832025j -0.0046259-0.0316355j -0.000363801-0.000298501j -0.0208325+0.0207051j 0.00223657+0.0196239j -0.00345595-0.0313827j 0.0131408+0.0424584j 0.0116375+0.115846j -0.0228098+0.0619939j -0.0179529-0.0892249j 0.00659424+0.11015j 0.000454443+0.136443j 0.0236958+0.0107349j 0.00247112+0.0225786j 0.0200341+0.012008j -0.0155318-0.0359702j -0.0246611-0.0480268j 0.0200171-0.170235j -0.0187411+0.103587j -0.0284726-0.0590782j -0.00398056+0.0719249j 0.0110066+0.00646298j 0.0250413+0.0442714j -0.0276757+0.00502816j -0.0182367+0.0375634j 0.014834+0.0690436j -0.0170528+0.00766109j 0.0160837+0.0125377j -0.0027636-0.00530648j 0.014881+0.000596843j -0.00547913+0.00818791j -0.000502258+0.0174769j -0.00974911-0.0153895j 0.0101158-0.00493838j -0.0106191-0.00404894j -0.0180999-0.0144052j -0.0140535-0.01035j -0.00108047-0.0144683j -0.00248539+0.017413j 0.00208528-0.0179666j 0.00217717-0.0108998j 0.00500248+0.0125444j 0.00978102-0.00662736j 0.00559554-0.00828194j -0.0106207+0.00787237j -0.0096664+0.000406172j -0.00458568-0.0106521j 0.00185873-0.0275237j -0.0171972-0.00852011j 0.00141941+0.00225108j 0.0018523+0.012764j -0.00856307-0.032158j -0.00359288-0.00520575j 0.00698113+0.0247685j -0.00321744-0.0540171j -0.0020558+0.00821201j 0.0146903+0.0265672j -0.00732947-0.0372945j -0.00329665+0.0171487j 0.00790822-0.0247839j -0.0194766-0.0307043j 0.00396078+0.0122658j -0.00446497+0.00864203j 
0.0017772-0.00249301j 0.0077694-0.00154099j -0.0219356+0.0154405j -0.000631541+0.0175445j 0.00287674+0.00931212j 0.0452478-0.0126706j -0.0103554+0.0191713j 0.0174756-0.0368598j -0.00767931+0.038218j -0.00620429-0.0161819j 0.00496581+0.011762j 0.0164242+0.0233247j 0.0119311+0.00214226j 0.0126652-0.00312873j -0.00685169+0.0289748j 0.00809248+0.00166432j 0.013882-0.0459483j -0.0115167+0.0584981j 0.0113283-0.00328441j -0.0149227+0.0212867j -0.00870736+0.0479144j -0.00850744-0.001434j 0.00348094-0.00564547j 0.00665012+0.00242281j -0.00083686-0.019987j 0.0125701+0.0360228j 0.00233174+0.0203614j -0.0158762+0.0225504j -0.00317021+0.0526998j -0.0192617+0.0233435j -0.00556787+0.0319996j 0.00296239+0.0674788j 0.00023356+0.0110964j -0.00478104-0.0957528j 0.00377197-0.0935911j -0.0125074-0.0208003j 0.00181341-0.0508315j 0.00283955-0.0865332j 0.014966-0.0514703j -0.00731246+0.0225074j 0.00126692+0.27911j 0.00438003+0.167706j -0.0162186+0.0164972j 0.0106582-0.0599459j 0.00929254+0.11051j 0.0213397-0.051852j -0.0109708+0.0279486j 0.00375584+0.190817j -0.0181448+0.0577823j -0.00589608+0.0738601j 0.0113668+0.0384372j -0.0138823-0.00451823j 0.0203183+0.0995317j 0.00774838+0.01541j -0.013138-0.0017416j -0.00299657-0.0448303j -0.00569722+0.0227604j 0.00600763+0.00669861j -0.0129699-0.0453149j -0.00371039-0.0188896j -0.00710436-0.00571037j 0.00883283-0.033166j 0.019723+0.0205834j 0.00473601+0.0156192j -0.014232-0.0442933j 0.00252873-0.00444755j 0.00376259+0.00425606j 0.0100681+0.0248318j 0.00959214+0.0163351j 0.00311374+0.0104923j 0.00391998+0.00216174j 0.00483272+0.00696234j -0.00271075-0.0200856j -0.00369792+0.00696125j -0.000776283-0.023519j -0.0114619-0.00939199j 0.0128411-0.00242438j -0.00353965-0.00252616j 0.0194546-0.00474475j 0.00331187+0.0326195j 0.000268071+0.0368026j -0.001114-0.0190013j 0.0110916+0.0212349j 0.00902549-0.0857896j -0.00665479+0.0293475j -0.00298866-0.00881932j -0.0147578+0.0361844j 0.00959154+0.0464576j -0.00767234-0.0299435j -0.0137703-0.000124417j -0.00486145+0.00209446j -0.0028266-0.00151935j 
0.0082078-0.00829736j -0.0113919+0.0051773j 0.00446014-0.00700473j 0.0263667-0.0286748j -0.0121924+0.00414121j -0.0169358-0.0252375j 0.0337684+0.0177361j -0.0412154+0.0715701j 0.00453487-0.000546133j -0.0170946+0.0265195j -0.0185911+0.00738457j 0.00377001-0.0142993j -0.0136454-0.0367113j 0.0161021-0.0414361j -0.0151041-0.000171942j -0.00696938+0.0273259j 0.00154075+0.00659527j 0.0029722-0.0220678j -0.0057489+0.0456524j 0.00763985+7.88101e-05j -0.00248981+0.00338301j 0.0180956-0.0310005j -0.00113516+0.0119752j -0.0144805-0.0182842j 0.00629954+0.0240756j -0.00907637-0.0437979j -0.00196783-0.0167685j -0.000417894+0.0218355j -0.00724871-0.0504721j -0.00463632-0.0146507j 0.0130302-0.00178895j -0.0106559-0.0169277j 0.00490607-0.0265372j 0.00720238-0.0642108j 0.00400918+0.139977j -0.00325271-0.0238739j -0.0125417-0.076579j 0.0144547+0.12465j 0.00268738-0.00265608j -0.000869634+0.234511j 0.00204843+0.187599j -0.0232174+0.302082j 0.0168902+0.209753j -0.0120884+0.0555302j -0.00579115+0.0663699j -0.00701985-0.110746j -0.00737993-0.103781j 0.00390368+0.0388744j 0.0209218+0.0214162j 0.0178984+0.113285j -0.00216685-0.0267267j -0.00136525-0.056776j -0.00444609+0.0412192j 0.00023201+0.021585j 0.00295888-0.0575419j 0.000784879+0.0290054j -0.00481144-0.00284218j 0.00692812-0.0232549j -0.000484143-0.0220538j 0.0105751+0.0111529j -0.0074384+0.0107391j 0.00252934+0.011225j 0.0135696+0.0097553j 0.00133712+0.0301115j 0.00193623+0.00203058j -0.00223554+0.0379996j -0.0021363-0.00830178j 0.00562414+0.0265757j 0.00988566+0.00640285j -0.0027856+0.000742486j -0.00873881+0.0271001j 0.011599+0.0103122j 0.00974364+0.0118009j -0.00731463-0.00883382j -0.00666103-0.0111626j -0.0196591-0.0311453j -0.00695729+0.0174883j -0.00942749-0.00407288j 0.0149372+0.00383739j -0.0055979+0.0255658j 0.00268781-0.0451919j -0.00700086-0.00883538j 0.00997956-0.0471444j -0.00339839-0.109236j 0.00746843+0.0249756j -0.000414126+0.0155552j 0.0090052+0.00145153j -0.00258032-0.0192062j 0.000844931+0.0116005j 0.000665713+0.00030669j 0.00446493-0.00301335j -9.17808e-06+0.0100008j 
-0.00878346+0.00708272j -0.000992088-0.00369282j -0.0111606+0.0104081j 0.00937688+0.014169j -0.0132919+0.00605348j -0.00140465-0.0129724j 0.0182799-0.0454419j 0.0400751+0.00190723j 0.010765+0.0173189j 0.0107028-0.0175179j -0.0129628+0.00581675j -0.00767408+0.0383458j -0.00944731+0.0177476j -0.00178094-0.0253138j 0.0106183+0.0285586j -0.00924093-0.00710755j 0.00117879+0.0557616j 0.00208551+0.00229656j -0.0125079+0.0094364j -0.00832839-0.0129548j -0.00304955-0.0113511j -0.00844465+0.00865587j 0.00506364-0.0166585j 0.00527326-0.0439322j 0.0057998-0.0388401j 0.00933437-0.0768256j 0.0121467+0.0662497j 0.00548585+0.00379939j 0.00285488+0.0541464j 0.0138448+0.00821192j 0.00590971+0.0289433j -0.00401115+0.0394963j -0.00104119+0.0183611j -0.00290496-0.0634532j -0.00203955+0.0209202j 0.00503963-0.0422125j 0.00446485+0.078976j -0.0164557-0.109422j -0.0107464-0.0317362j 0.001933+0.185162j -0.000524799-0.354834j -0.00120589+0.214916j 0.000401385+0.373621j 0.0196176-0.0515085j -0.00700535+0.277803j 0.00526576+0.148298j 0.00927622-0.0863118j -0.00235996-0.138666j -0.00181594+0.0448331j 0.00155288+0.0937227j 0.00261435-0.0247729j 0.0035158+0.00909906j -0.00444991-0.032642j 0.00676101+0.0373987j -0.00380897-0.0317253j -0.000693239+0.0302642j -0.000597619-0.00418415j 0.0156383+0.0125783j -0.00368038-0.0170913j 0.00157665-0.00318379j 0.00160522-0.0310235j 0.00101113+0.0249223j 0.00587645+0.0541787j 0.00260062-0.00757307j 0.00431948-0.0126182j -0.00132248+0.00523595j -0.00343599-0.00767155j 0.00738535-0.0020189j 0.012683+0.0223542j -0.00347439+0.0049985j -0.00901163-0.0199108j -0.00444154-0.00710632j 0.00705884+0.00505927j 0.007295+0.0127895j -0.0131517+0.0461174j -0.00276273+0.00205142j -0.00434553-0.00236045j 0.00852805+0.0255546j 0.0110429-0.0219471j 0.00393507+0.0273945j 0.00264561+0.0177159j -0.00472773+0.0788737j -0.00866424-0.0857233j -0.00522536-0.000306496j -0.00854312-0.00927378j 0.000232817+0.0272021j 0.00633424+0.0295964j -0.0059998-0.00704135j -0.00332625-0.0164656j -0.00375691-0.0068662j 0.000702644+0.00381452j -0.0038329-0.0100248j 
0.00687319+0.00445991j 0.0187243-0.0140639j 0.00314174-0.000662172j -0.0235323+0.00852228j 0.0527978-0.0244203j -0.00226026+0.0180618j -0.0376232-0.00631165j -0.0184529-0.0586894j 0.00364633+0.00884144j -0.00200553+0.050477j 0.013912-0.0305303j 0.00575843-0.018331j 0.00937359+0.0215597j -0.00816307+0.0111092j -0.00742626-0.0160827j 0.0273622-0.0182972j -0.00483888-0.0383247j 0.00546303-0.0191361j 0.000585711+0.0219073j 0.0197775+0.0151835j 0.00736576+0.029262j -0.00263476-0.0183185j -0.00439093+0.00935326j 0.0098326+0.120018j -0.00349503+0.0359366j -0.000499714+0.0341541j -0.00626782+0.0196096j -0.00481384+0.0223214j -0.000284393+0.0346677j -0.0078589+0.0911855j -0.00754596-0.0394503j 0.00170404-0.024231j 0.0072195+0.182415j -0.00626363-0.0762121j 0.000980844-0.0612614j -0.00723327-0.0978508j 0.00432562-0.0850988j 0.00385965-0.00216098j 0.00140741+0.070726j 0.00164633-0.102225j 8.90062e-05+0.050688j 0.00614087+0.256781j -0.0117151+0.278213j -0.000755139+0.0721952j 0.0103761-0.0792899j -0.0117857+0.115649j 0.011641-0.0416602j 0.00354254-0.0138995j -0.00685835+0.0370431j -0.00498702+0.023531j -0.00345166-0.0488497j 0.00909992+0.0643704j -0.0259459+0.00489891j 0.00260223+0.0359884j -0.00216939-0.024966j 0.0186239-0.00216915j -0.00349378-0.00622319j -0.00307002-0.0344193j -0.00468907+0.0310736j -0.00786524+0.0145235j 0.00188755-0.00426619j 0.0013649+0.0260885j 0.0108267+0.0188292j 0.00261105+0.0182591j -0.0121397-0.0272591j 0.0125954+0.025363j 0.00505373+0.0329119j -0.0090661-0.014053j 0.000815751+0.0283925j -0.00369795-0.00756417j -0.00363819+0.00985802j -0.00642561-0.0157361j 0.00747016+0.00504563j 0.00154324+0.0116046j 0.00666655+0.00539633j -0.00345956+0.000636379j -0.00502616+0.0126794j -0.00224439+0.0134609j 0.00377254-0.0200535j 0.00172886-0.0483196j 0.0156549+0.0460958j 0.0149133-0.00391742j -0.00678352-0.0532631j -0.0131267-0.0560525j 0.00160006-0.0496274j -0.0190218-0.00241182j 0.00949106+0.0269219j -0.0072496-0.0351999j 0.00236391+0.0044238j 0.00393905-0.0103106j -0.00426003+0.00589483j -0.00834563-0.0110714j 
-0.00276039+0.00183486j 0.014862+0.000117241j 0.021019-0.00233606j 0.0120915-0.00986706j -0.0100586-0.00875935j -0.0164899+0.0171633j 0.0119654-0.0382965j 0.0362115+0.00327644j 0.00962543+0.0589835j 0.0131969+0.0283439j -0.00352324-0.0143149j 0.00911867+0.00939612j -0.00345611+0.0385244j -0.00860274+0.0122309j 0.0113928-0.052856j -0.00855785+0.0235949j -0.0103342+0.0947865j -0.00609301+0.0603939j -0.00397184+0.0239314j -0.0081809-0.0253781j -0.00643793-0.00859923j -0.0059519+0.0413535j 0.000715868+0.0486191j 0.00207833+0.0531377j -0.0011362+0.0221729j 0.00471818-0.0533567j 0.00346265+0.101379j 0.00881049-0.0869541j 0.00298598+0.0401958j 0.00810245+0.0668277j 0.00446689+0.196101j -0.00261621+0.00678099j 0.000724786+0.0727995j -0.00533974+0.0235333j 0.00234438+0.171899j 0.000884758+0.228806j -0.00316153-0.00325046j -0.00631575+0.251675j -0.00388833+0.100868j 0.00562085-0.23838j 0.00785574+0.26878j 0.0021506+0.0401808j -0.00359505-0.0242292j 0.00693957+0.188657j -0.00136931+0.0186472j 0.0113219-0.0565525j 0.000115894+0.11665j -0.00725744-0.0970779j -0.00800967+0.00722771j -0.00972439+0.00894565j -0.00101334-0.0252651j -0.00167895+0.0472678j 0.0100153+0.000189733j -0.000892865-0.00895943j -0.00247912-0.0337956j 0.000796111-0.0155163j -0.00970589-0.0509279j -0.00514038-0.112423j 0.00928147+0.0608985j 0.00102465+0.0341201j 0.0016448+0.0321131j 0.00736716-0.0112988j 0.00031536-0.0173368j -0.00128854+0.00711773j 0.0039337-0.00213644j -0.00656171+0.0185545j 4.41237e-05+0.0315404j 0.00603628-0.0133315j -0.000592362+0.0116052j 0.00261329-0.0209131j -0.00190177+0.0316713j 0.00012313+0.0187023j -0.00473136+0.0265965j -0.00500429-0.0032845j 0.00350089+0.00143446j -0.00403326-0.00876464j 0.000498252+0.00465727j -0.0051392-0.00423565j -0.00227743+0.0179611j 0.00446287-0.0272415j 0.0210263+0.0194722j -0.00738123-0.112911j -0.0047103-0.0771728j -0.00896077-0.0193904j -0.00478909-0.0387036j -0.00850902+0.0167644j 0.0021048-0.012884j -0.00603526-0.0201428j -0.00858882-0.00927805j 0.00273009-0.0140821j -0.00327177-0.00320921j -0.00158567+0.00162552j 
-0.0119563+0.00193655j 0.00379686-0.00390834j 0.00412688+0.0152878j 0.0301978-0.0231399j -0.0141563-0.0229715j -0.0149535+6.47974e-05j 0.0214864-0.0155779j -0.00204915+0.0380041j 0.00298198+0.0391248j 0.00120938-0.0554093j -0.0036717+0.00388509j -0.00111705+0.0369672j -0.00540579-0.0203967j 0.00896708-0.00868056j 0.00585742+0.0211716j -0.0102866+0.0417638j -0.00228844+0.0224174j -0.000522396-0.00728923j -0.0102014-0.00231236j 0.00400776-0.00386918j 0.0016953-0.0481609j 0.00757557+0.00924512j -0.00141966-0.034332j -0.00296103-0.0271464j -0.000916835-0.0290245j -0.000820058-0.071684j 0.00163117+0.0323417j 0.00394496-0.0671053j -0.000661289-0.0432515j 0.00307201-0.0430116j 0.00660278+0.0297852j -0.000924274-0.051355j -9.07467e-05+0.0941859j 0.00284455-0.0592236j -0.00297041+0.0284903j -0.00252038-0.135947j 6.16916e-05-0.197964j -0.00450826-0.278065j -0.00357654-0.396963j -0.00293183-0.374717j -0.00129844+0.096764j -0.00353403+0.124196j 0.0027203-0.0937338j 0.00340684-0.195146j -0.00326253-0.0665564j -0.00655503+0.0252199j 0.00368311-0.0930651j -0.00217309+0.0523527j 0.00446591+0.0642042j 0.00618029-0.0198696j -0.0120613+0.0626362j 0.00117066+0.0303159j 9.52645e-05-0.027809j 0.00128071-0.0133579j 0.00201671-0.0544861j 0.00514738-0.0263969j 0.00651467+0.0482588j -0.00420785+0.00721184j 1.15553e-06+0.0137063j -0.00151417-0.0266915j 0.00869037-0.00614474j -0.00609608+0.0112105j 0.00158073+0.00104465j 0.0157312+0.0371848j -0.0100868-0.0359457j -0.00135239+0.0150158j 0.00403135+0.00218445j -0.000306121-0.0516823j -0.00933289+0.0137993j 0.000615042+0.00197982j 0.00158443+0.0102952j -0.0122552-0.0051328j 0.00513567-0.0157021j 0.00948244-0.0166756j -0.00261542+0.00322804j 0.012782-0.020788j 0.00311379+0.00787918j 0.00481211-0.0287503j 0.00596308+0.0279719j 0.00524803-0.00747462j 0.0112412+0.11628j 0.0159572+0.0433362j 0.0037726+0.0603857j 0.00479164-0.0315933j 0.00576421-0.0164026j -0.0022492-0.000593502j 0.00444495+0.0176877j -0.00419988-0.0298957j 0.000238658+0.010466j 0.0026091+0.000699174j 0.00153228+0.0067717j 0.00241499+0.00448626j 
0.0202845-0.00793433j 0.00178202-0.0140282j -0.0217131+0.0278121j 0.0195791+0.0217658j 0.0138785+0.00113861j 0.00377243-0.0141886j -0.000963244+0.0320856j -0.0236182+0.00119657j 0.000718038-0.00616502j -0.00869744+0.0353179j -0.00127022+0.00731553j 0.010931-0.0326192j 0.0065304-0.0198174j 0.0106823-0.00953323j -0.0169726-0.0509205j 0.00280166-0.00553029j 0.0132564-0.0619966j -0.00164496+0.0126493j 0.00704252+0.0416115j 0.00518497+0.0342715j -0.00317859+0.0460587j 0.00522274+0.0311187j 0.000273418-0.0165722j -0.00419214+0.031907j 0.00159403+0.0389533j -0.00484722-0.00090835j -0.000177889+0.0518245j -0.00481294+0.0127805j -0.00545336+0.168247j -0.0113129-0.0561482j 0.00381831+0.0315535j 0.000348337+0.0761767j 0.00385905+0.0695169j -0.00191039-0.0436992j 0.0054676+0.19276j -0.00810636-0.00165554j -0.00538202+0.156732j 0.0121273+0.262368j 0.00868812-0.382755j -0.00314543-0.293393j -0.00346793-0.214767j -0.00230157-0.128892j 0.00108702-0.0403594j -0.00677476+0.0446795j -0.00339754+0.0998749j 0.00495811-0.0204151j -0.00292219+0.045045j 0.00593514-0.180627j -0.00157586-0.0379205j 0.00727457-0.00362254j 0.00883714+0.0320712j -0.00482057-0.0273745j 0.000220509+0.0431285j -0.000202904+0.0344119j -0.00410224-0.0372934j 0.00183071-0.0448968j 0.00284966+0.000590089j 0.00553162-0.0126468j -0.00230051-0.00393218j -0.00135803+0.0173866j 0.000855733+0.00848081j -0.00297845-0.0153119j 0.00142019-0.00841233j -0.00413631-0.0205502j 0.000969405-0.00408725j -0.00265119-0.0166755j -0.00791463+0.00178998j -0.00144265+0.0377768j 0.00408184-0.00343953j 0.00256801+0.00167486j -0.00126956-0.00670063j -0.00399041-0.0149775j -0.00441494-0.000153528j -0.00241615-0.000753439j -0.000752463+0.0607003j -0.00331882-0.0139324j -0.00132488-0.0286035j 0.00811114-0.0104427j 0.00351105+0.0640532j 0.00602704-0.0252788j -0.00487842+0.000859628j -0.00992056-0.00606257j -0.00712446-0.0436494j 0.00548751+0.0463344j -0.0135798+0.0182326j -0.000321518+0.0309894j 0.00889017+0.0370286j 0.00140491+0.017714j -0.0036199-0.0201687j -0.00638145-0.0131973j 0.00319992+0.0128676j -0.00735923-2.4859e-05j 
0.00718337-0.00230212j 0.0125793-0.0133539j -0.0100962+0.0295581j 0.0351209+0.000715879j 0.00517358-0.0276915j -0.00397934+0.018922j 0.00348796+0.0299764j -0.0180582+0.00642717j 0.00046678+0.0233553j -0.00121833-0.0131282j 0.00531853+0.0147413j 0.0136929-0.0103102j 0.0069987-0.00168295j 0.00737623-0.0066536j -0.00800815-0.0466882j -0.00341549+0.0184612j 0.00683652-0.00142619j -0.00602225+0.0100999j 0.00533313+0.03653j 0.00730722-0.00107536j 0.000639505-0.0146568j 0.00515897+0.0388913j -0.000975622-0.00535723j -0.00617548+0.044201j -0.00307239+0.00165768j -0.00356592+0.000375389j -0.00310216+0.0489114j -0.00272111-0.111943j -0.00309362+0.0667962j -0.00951006-0.0995021j 0.00373971+0.0797663j 0.0030645+0.0893151j 0.00184228+0.166878j -0.00158349+0.0500258j 0.00160202+0.171504j -0.00806377+0.196923j -0.00456709-0.127471j 0.0078978-0.460433j 0.00826997+0.442301j -0.000864679+0.133466j -0.00244328-0.106335j 0.0048664-0.0621953j -0.00170269+0.0316651j -0.0054132-0.0625708j -0.0021417+0.0336559j 0.00098296-0.145668j -0.00221641+0.0727347j 0.000460725-0.0655718j -0.00564689+0.0163025j 0.0012201-0.0789319j 0.00256752+0.00409616j -0.00194106-0.00743917j 0.00189342-0.0144431j -0.00224655+0.00172126j -0.000822469-0.019803j -0.00156488-0.059947j 0.00202822-0.0349083j -0.000532297-0.00055094j 0.00425835+0.0210091j 0.00150256+0.0324973j 0.00316755+0.0175147j -0.00153871-0.00195136j -0.00177791+0.00268829j 0.00468047+0.00456434j -0.000583653-0.0118957j -0.00594521-0.0327722j -0.00253922+0.00510889j 0.000259021-0.0302278j -0.00505695-0.00961307j 0.000557411-0.0244223j -0.00105495+0.0136807j -0.00720468-0.0188032j -0.00586833-0.0300996j -0.00087171+0.0148297j 0.00443022+0.0336517j 0.000586822+0.00809469j 0.00424352+0.0373972j 0.00300461+0.021081j -0.00589387-0.0415613j 0.00808635+0.0199479j 0.00938324+0.0431224j 0.000829124-0.0352743j -0.00649228-0.000741208j 0.00808747+0.0472678j -0.00945392-0.00563774j -0.00348066+0.0131554j -0.00172992+0.0103723j 0.00321821+0.00554156j -0.00400508-0.0062146j -0.00387164-0.0117287j 0.00140006+0.0152036j -0.00143175+0.00677681j 
-0.00177562+0.0112031j 0.0185488-0.0103202j 0.00405483+0.0154246j 0.0220207-0.0105662j 0.00960883-0.0382977j -0.00278345+0.00110261j 0.00670031+0.0147962j -0.00874281-0.00560408j 0.00156831+0.0239646j 0.00191174-0.0198746j -0.000624184+0.00608455j 0.00539791-0.022558j 0.00113353-0.028691j 0.00423639+0.00591308j -0.00432752+0.0103123j -0.00050451-0.0161178j 0.000365039+0.0299619j 0.00060797+0.0565164j -0.001053+0.0323733j 0.00419372+0.00194645j 0.000186601+0.022202j 0.00544293+0.0506527j -0.00140515-0.00190383j -0.00666565+0.0619559j 0.0016632-0.0240318j -1.0725e-05-0.0940681j -0.00183925+0.00129246j -0.00226224-0.0656789j 0.000315242+0.0348322j -0.00240813+0.0698817j 0.00289414+0.271774j 0.000347938-0.0736427j 0.00192173+0.0455809j 0.00190239+0.576592j -0.00107166-0.0774085j -0.00530567-0.335612j -0.0012917+0.296164j 0.00151252+0.0367515j 0.00397292-0.0442599j -0.000639512+0.20194j -0.00146848+0.0246909j -0.000623374+0.104015j 0.00100289-0.146847j -0.00556125+0.0342846j -0.00204779+0.130855j -0.00064351+0.0763172j 0.000456002+0.00481781j 0.000983116+0.0392678j 0.006059-0.0236647j 0.00253708-0.0408769j -0.000498987+0.0448124j -0.00119341+0.0134799j -0.00564642-0.014433j 0.00325154-0.0329446j 5.47611e-05-0.0414058j 0.00150034+0.00801226j -0.00237778-0.0158347j 0.00103052+0.00896953j -0.00123091+0.0109844j 0.00158357+0.030926j 0.000976121-0.0113225j 0.00573592-0.0178869j -0.00286082-0.0164236j -0.00605546-0.0439931j -0.00186241+0.0388617j 0.00296256+0.0357031j 0.00592231+0.0382097j 0.00783664+0.0190703j 0.000607699-0.00406151j 0.00268453-0.0137312j 0.00524388+0.00802219j 0.00984629-0.00298693j 0.00226448-0.0172019j 0.00258944+0.0119915j -0.00649965-0.0350659j 0.00247478+0.0656651j -0.0114436-0.0206739j 0.00096276+0.0568502j 0.00490497+0.0644816j -0.00213619+0.0299505j -0.00617585-0.0117783j -0.00282134+0.0127484j 0.00570547+0.0133731j 0.00152218+0.00818899j 0.00123573-0.0205028j 4.90179e-05-3.75694e-05j 0.003969+0.0198278j -0.000792697-0.0189949j 0.000790085+0.00836737j 0.0040407-0.00149208j -8.77363e-05+0.00779085j -0.00302707-0.00278186j 
