0.00603384+0.00283918j 0.00235739-0.0115699j -0.00247172-0.00452702j 0.00392339-0.00594373j 0.00151899-0.00260185j -0.00125269-0.00231357j 0.00307088-0.00140719j 0.000719885-0.00398267j -0.00209985+0.00379349j 0.00100524+0.00150398j 0.00154776+0.00595848j -0.00258414-0.0024781j -0.000825647+0.00301266j 0.00297983-0.00140831j 0.000848674+0.00264966j -0.000588305+0.00351399j 0.00101091+0.00166589j 0.000253935+0.00416914j -0.00085795-0.00497122j -0.000399632+0.00236791j -0.00265468+0.00064184j 0.000267851-1.31617e-05j -0.000624524-0.00950615j 0.000390397+0.0061101j 0.000963174+0.00325864j 0.000478003-0.00278125j 0.00143788-0.00161769j -0.00180019+0.00257802j -0.00156999+0.00454871j -5.01054e-05+0.00267514j -0.000814745+0.0043999j 0.000631317-0.00393091j 0.00128317-0.000960721j 0.00244761-0.00395262j 0.000885714-0.00161169j 0.000142245+0.00268956j -0.000461493+0.00255902j -0.00208963+0.000888657j 0.000752062-0.000986962j -6.21991e-05+0.000319077j 0.00113346+0.00754374j -0.000433199+0.00429287j 0.000626049+0.00163637j 0.000637888+0.0033708j 0.00144446+0.00362289j -0.00070701-4.337e-05j 0.00192592+0.00870666j 0.000506845-0.00318928j 0.000229044-0.000167372j -0.000443724-0.000241951j 0.000575827-0.00308665j 0.00100671+0.00490812j 0.00079353-0.00341663j -0.000392791-0.000246882j -0.000459523+0.00319324j 0.00234695+0.00326251j -0.00106442+0.00647872j 0.000929811+0.00669903j -0.00313713+0.00977424j -0.00373464-0.0127158j -0.000908609-0.00102203j 0.00347253-0.00528671j -0.000624398+0.00167335j 0.00594878-0.00237379j 0.00123777+0.0081464j 0.00444515+0.0215079j -0.00894755+0.0321075j -0.0253594-0.0117807j 0.0310731+0.0183792j -0.0101685+0.31772j 
0.000276179-0.00474372j -0.00299487-0.00120916j 7.62605e-05+0.0018728j 0.000966028-0.000773605j 8.99031e-05+0.000239969j -0.000825885-8.35122e-05j -0.00202352-0.00278729j 0.000981512-0.0107966j 0.00444778-0.0139844j -0.00233273+0.000115977j 0.00115594+0.014605j 0.00197173+0.0171975j 0.00268835+0.00314235j -0.000698258-0.0360138j -0.00643759-0.00928913j 0.00517759-0.00903042j -0.0036165+0.0124767j 0.00662745+0.0291283j 0.00184984+0.0128468j -0.0083946-0.00525198j 0.0052593+0.0247072j 0.00522817+0.0187196j 0.00409986+0.0800426j -4.28255e-05-0.0538168j 0.00242372-0.0928102j -0.000441317-0.0342189j 0.0062586+0.0660828j 0.00354056-0.00244142j -0.000822436-0.0304272j -0.00605571-0.00684536j -0.0047188-0.033538j -0.00311046+0.0264275j 0.00186344+0.0355136j -0.00296992-0.0403015j -0.00156598+0.0364504j -0.00175821+0.0759559j 0.00334779-0.0454907j 0.000603003+0.00610643j -0.00193211-0.0478917j -0.00564281-0.0241097j 0.00249286-0.00775359j -0.000790792-0.0264937j 0.00269662+0.00530848j -0.0020595-0.00532265j -0.00247869+0.0344103j 0.00656163-0.00967766j -0.00535903+0.00222208j 0.00317514-0.0126784j 0.00100239-0.00951524j 0.000461914+0.0386997j 0.00207319+0.0517844j 7.87991e-06-0.020795j -0.000832432-0.0121522j 0.0056572-0.00376446j 0.00461226-0.0224295j 0.00111026+0.0219306j -0.00257728-0.0243652j 0.00109012-0.0329186j 0.00411203-0.0238876j 0.00419037-0.0120627j 0.00267288-0.0416051j -0.00159767+0.00822136j 0.00017742+0.0102225j -0.000362826+0.00476328j 0.000341561-0.00855039j -0.00337301+0.00125612j -0.00222305-0.000952737j -0.00149144+0.00234756j -0.00272707-0.00135056j 0.000691446-0.000826367j 
0.000106221+0.00462347j 0.000940774+1.7206e-05j 0.000311498+0.000859238j -0.00164408+0.00204916j -0.0002953+0.00664375j 0.00278232+0.0118034j -0.00051035+0.00660159j -0.000343794+0.0105976j 3.51101e-05-0.00963216j 0.000309268-0.00807135j 0.00233634-0.0120667j 0.00136636+0.00309166j -0.0025024+0.00492335j -0.00292356+0.0182065j -0.00158121+0.00473447j -0.0059216+0.00891754j 0.00181676+0.0109078j 0.000586237-0.000584169j 0.000787835+0.00229455j 0.00184441-0.0365294j 0.00784482+0.025186j -0.00362398-0.0546761j 0.00315444-0.0297932j -0.00358554+0.00584008j 0.00826058+0.0551678j -0.0072791-0.0343259j -0.0014735+0.0603682j -0.00120902-0.00754721j -0.00722008+0.0460809j -0.00147544-0.0447646j -0.00128832-0.101465j 0.00148769+0.00205567j 0.00547015+0.016511j 0.000328512+0.0534413j 0.00719795+0.00382875j -0.00174354+0.0435782j 0.00200492+0.00250774j 0.000928328+0.00510756j 0.00227361-0.0181509j -0.00210492+0.0170606j 0.000842521+0.0434583j 0.00549063-0.000154078j 0.00241332+0.000486891j 0.00217128+0.0143555j -0.000940818-0.002474j 0.00232808+0.0211746j -0.00333725+0.0322834j 6.0634e-05-0.0309795j 0.000661685-0.00855125j -0.0011316+0.0224149j 0.000694491+0.00515241j -0.00208549+0.00171847j 0.00289235-0.0306369j 0.000256346-0.0152856j -0.00244542-0.00152329j 0.00213971+0.00397935j -0.000131694+0.0174173j 0.00538263+0.00251321j -0.00156681+0.0205049j 0.000174986+0.00104385j 0.0025516-0.0216849j -0.00275104+0.00903401j -0.000468383-0.00415445j -0.00333003+0.0166876j -0.000408687-0.00969462j -0.000587939-0.000545532j 0.00207244-0.00623676j 6.06626e-05-0.00474987j -0.000344915-0.00215892j -0.000100843-0.00148818j 
-0.00107282-0.0052235j -0.000355267+0.00141766j 0.00170795-9.73254e-05j -0.000945563-0.000858535j 0.00294821-0.00273668j 0.000488432-0.00308652j -0.000811887-0.0144215j -0.000215591-0.0117191j 0.00131486+0.00315302j 0.00228174-0.00439412j 0.00372889+0.0280839j -0.00240657-0.0282086j 0.00107082+0.015002j -0.00093521+0.0117069j -0.00717156-0.046554j 0.00748487-0.00818683j -0.00192683-0.022001j 0.00164579-0.0723198j -0.00187645+0.0211847j -0.00437-0.0296108j -0.000950801+0.00701477j -0.00817341+0.0290349j 0.00166455+0.0152697j -0.00201924+0.056602j -0.000139551-0.0065053j 0.000599485-0.0195737j 0.00652168+0.0303219j -0.00594931+0.0520832j -0.000787881-0.0548298j 0.00709598-0.00293077j 0.00240124+0.026102j 0.00420415-0.0354275j -0.00293199-0.0640156j -0.000375339+0.0598058j -0.000447767+0.0627036j 0.00100364+0.0127095j 0.00696374-0.0295117j 0.00203797+0.0100544j 0.00220583-0.00962901j 0.000889819-0.050113j -0.00207712+0.0161039j -0.00117762+0.0137695j -0.000793771-0.00894854j 0.000302795+0.00453178j 0.00836565-0.00643495j 0.00106245-0.0295202j 0.00191901-0.0172912j 0.000268171+0.00111621j 0.0026897-0.00197609j -0.00304813+0.0442188j -0.00240424+0.0179626j 0.000611222-0.00045729j 0.0036275-0.0124345j 0.00166191-0.0142615j 0.00604475-0.0211627j -0.00278413+0.0148506j 0.00151367-0.012402j -0.0032077+0.00530435j 0.00106728-0.0285341j 0.00212978-0.0136982j -0.000656996-0.00519625j 0.00279164+0.00903177j -0.000212006+0.00215447j 0.00435165-0.00450026j -0.00274272+0.0186793j 0.000133221+0.0111631j 0.000260559-0.00609589j -0.00361445-0.000635041j -0.000391156+0.00333983j -0.00143955+0.0019561j 
-0.000358919+0.00189755j -0.000185038-0.00193931j -0.0012653-0.00178822j 0.000351401-0.00100487j 0.00349331-0.0011091j 0.00286637+0.0063712j -0.000598351+0.000331111j 0.000954628-0.00570897j 0.00128581-0.0181304j -0.0012212-0.018495j -0.000598847-0.0158567j 4.84598e-05+0.0359123j 0.000263155+0.00394175j 0.00264411+0.0224247j -0.000485672+0.00997639j -0.000334949-0.00314994j -0.00493306+0.0306904j 0.00731547-0.00270834j 0.00179088-0.00385235j 0.00619682+0.0210372j -0.00477914+0.00558409j 0.00376362-0.0412515j -0.00548879+0.0164959j 0.0059148+0.0101006j 0.00276453-0.00642305j -0.00450499+0.0145631j 0.0023061-0.00100996j 0.00365242-0.0466369j -0.00149587+0.0669806j 0.00829067+0.102834j -0.000174646-0.000102372j -0.00324167+0.00721081j -0.0010834-0.0692473j 0.00220774-0.0365481j 0.00211902+0.0635312j -0.00237989+0.0443501j -0.0016923-0.0394916j -0.00028458+0.0135458j -0.00454322+0.0462843j 0.00493351-0.00553224j -0.00289378+0.0177447j 0.00204118+0.00267716j 0.00216019-0.062004j -0.00486232+0.0130163j -0.00143587-0.000800808j 0.000993556-0.0154875j 0.00390237-0.0156073j 0.00418544+0.00341568j 0.0029682+0.00123886j -0.00415324+0.0150841j 0.00422078-0.0440135j -0.000306477-0.0235521j -0.00127611+0.00172455j 0.00255858-0.0184817j 0.00359896-0.00700653j 0.00409677-0.00319258j 0.00245655+0.00418885j -0.0016672+0.018355j -0.00158883-0.00853616j -0.000731906+0.00429038j -0.0018793+0.0244842j -0.00373274+0.00566265j -3.86169e-05-0.0270885j 0.00227486+0.0126917j -0.00594455+0.00169722j -0.000628812+0.0140075j 0.00187731-0.000133035j 0.000534636-0.00507742j 0.000732097+0.00321737j -0.000858286+0.00123782j 
-0.000583444-0.00236827j 0.000183471+0.000435771j -0.000280272-0.0031297j 0.000160468-0.00314784j 0.00107018-0.00633889j -0.00123556-0.0120375j -0.000250393+0.00649862j -0.000121599+0.0027097j -0.000250149+0.00671717j 0.000562573+0.00216188j -0.00293365-0.0165135j -0.0021748-0.0141244j -0.000451437+0.0213527j 0.000121386+0.020865j -0.000191716-0.0382634j -0.00293429-0.0201389j 0.00162275-0.034537j 0.00109201-0.00939924j -0.00588005-0.0392708j 0.00410659+0.00162803j -0.00243979-0.00402026j -0.00296376+0.0512993j 0.000346222-0.00243037j 0.00254461+0.0630665j -0.00250452+0.00337973j -0.00182091-0.0242948j 0.000922993-0.0667218j -0.000434382-0.0269509j 0.00136633+0.0259217j 0.00031311+0.000631453j -0.00335314-0.0357362j 0.00412394-0.0377453j -0.000744951+0.0107608j -0.00397568-0.0154693j 0.00276555-0.00607568j -0.000693764-0.0306573j 0.00224509-0.0295232j 0.00562408-0.0141049j 0.00785762+0.00416394j -0.00133773+0.00590543j 0.00248813+0.0287976j 0.000208025+0.00493512j 0.000956526+0.0120527j 0.00613305-0.0132355j 0.00358431+0.0119074j 0.00534573-0.0400006j 0.000176578-0.0270394j 0.00306333+0.0128788j 0.00210913-0.0184419j -0.00087017+0.0109657j 0.00278767-0.00306467j -0.00268912-0.00197195j 0.00109602+0.00363039j 0.000902041-0.0036204j -0.000989067-0.012248j 0.000726975+0.000698275j 0.00218469-0.00524078j 0.0011089-0.00361499j -0.00112771+0.00490266j 0.00143278+0.00544954j -0.000646812-0.010007j 0.000370504-0.00262513j 0.000875522-0.00928603j 0.00309247-0.00460532j -0.000485596+0.0142255j 0.000399123-0.00125792j 2.7388e-05-0.00158526j -0.000496503+0.00208864j 0.000435224+0.00136171j -0.000475465-3.89022e-05j 
-0.00162377-0.00116702j 0.000297685+0.00268905j -0.000994865-0.0103246j 0.000775873-0.00584934j 0.000290507-0.009513j -0.000678061-0.0139258j 0.00201884-0.0109469j 0.0010227-0.00127729j 0.00425464+0.0145331j -0.00221749-0.0206145j 0.00288187-0.0284608j 0.000315964+0.0159138j 0.00310139-0.0110956j 0.00413329+0.00021774j 0.00267023-0.00200346j 0.000468248+0.0560314j -0.00244245+0.073871j 0.00562051+0.00187757j 0.00524289+0.0395017j -0.00753511-0.0174337j -0.00478309-0.00433222j 0.00237542+0.0441791j 0.00260522-0.0299444j 0.00223354-0.0371757j 0.00387175-0.105716j 0.00151687-0.0346282j -0.0016299+0.00836747j 0.000507021-0.016836j -0.00130946-0.0588918j 0.00480857+0.0646383j -0.0010526-0.0503278j 0.005216-0.015273j -0.00294135-0.0646425j -0.000108482+0.0179969j -0.00389331-0.0313602j 0.00423489-0.0487705j 0.00658569+0.00229631j 0.00406359-0.0125954j 0.001403+0.0263349j 0.00220096-0.0405892j -0.00463343+0.0357636j 0.0009146+0.025264j 0.00293047+0.00403964j -0.00286819+0.0124366j -0.00436574+0.0260447j -0.00733344-0.0373634j 0.00187309+0.0232949j -0.000100094+0.002103j 0.00454974-0.0174189j -0.00279005+0.025673j 0.0042814-0.00868321j -0.00154724+0.0051443j 0.00325463+0.0118847j 0.00087045+0.00902394j -0.00068756+0.0179382j 0.00272655-0.00105672j 0.000459967+0.0122695j -0.000437948+0.0030433j -0.000531946-0.00607919j -0.00266086+0.00725698j 0.00112514+0.0145175j -0.00238066-0.00379661j -0.000517596-0.00683691j 0.00143294+0.00622347j -0.00281765+0.0108597j 0.000586366-0.000605904j -0.000165517+0.00590997j 0.00107342-0.00358863j 0.000256898+0.00374512j -0.001329+0.000564914j 
0.00137559+0.00176676j 0.000183709-0.00324513j -7.64813e-06+0.0037229j 7.3756e-05-0.00123012j 0.00031599+0.00142365j 0.000121043+0.00357025j -0.00130042+0.0153906j 0.000829704-0.0215165j -0.000870877-0.0217504j 0.00098289+0.0206056j -0.00483877-0.00458861j -0.000814436-0.0183875j -0.000472506-0.0403682j 0.00221929+0.0142486j 0.00525439+0.0506314j 0.00330259+0.0265292j -0.00303164-0.0266652j -0.00224148-0.035422j -0.00211104+0.00104701j 0.0037413+0.138305j -0.00452442+0.0226873j 0.00188878+0.0269226j -0.00585436-0.00561412j 0.00550078+0.00293876j -0.00269928-0.0402172j -0.00441745+0.00797847j -0.00343269-0.0438185j 0.00736272+0.0314318j 0.00255788+0.0555654j -0.0019725+0.0110157j -0.00349276+0.00343582j 0.00567553+0.029306j 0.000148143+0.0244679j 0.0017158-0.0187199j -0.00021476-0.0112317j -0.00158327+0.0240723j -0.00395741-0.00802056j -0.000712201+0.00798064j 0.002007-0.0133548j -0.00383695+0.0240912j 0.00163565+0.0177213j 0.00190858-0.00291193j 0.00559033-0.00783259j 0.000881997+0.00678038j 0.0014509-0.0322343j 0.00386802-0.00186272j -0.00377142-0.00300352j 0.0017625-0.00180731j -0.000524838-0.00470715j 0.000117125+0.0134236j 0.000662243-0.00378828j -0.00150162-0.00549861j -0.00175928-0.00243927j 0.00278761+0.00230958j 0.000101502-0.00530673j 0.00441957-0.00800759j -1.32801e-05-0.00907116j 0.000854827+0.00150743j 0.000950244+0.000414964j 0.00160921+0.016128j -0.000922357-0.0167171j 0.000310519+0.00561927j -0.000613017-0.00110405j 0.000418128-0.0101823j 0.00103938+0.000856281j -0.000419133+0.00164891j 0.000602285-0.0066806j -0.00132687-0.000879989j 0.000502886+5.72301e-05j 0.000684432+0.000319158j 
-0.00195962-0.00348158j -0.000405379+0.00123735j 0.000818811-0.00229293j 0.000514342+0.00220758j 0.0011737-0.00644842j 0.000480951-0.0179975j 0.000122884-0.0122039j 0.000316381-0.00540446j 0.00130094+0.00536892j -0.00195709-0.0104736j -0.00623431-0.0135028j -0.00156716+0.0148766j -0.0017463-0.0239093j 0.00629939+0.053513j 0.00316614+0.080386j -8.55699e-05-0.0133535j 0.000757835+0.0192166j 0.00340204+0.00222076j 0.00972324-0.033023j -0.000833333-0.00372317j -0.00783884-0.104897j -0.00196625+0.05583j -0.00560802-0.0451817j 0.000627965+0.0057111j -0.000693115-0.0136511j -0.00470868-0.0279251j -0.000788767+0.020572j 0.000773981-0.0250796j 0.00119318-0.0443913j -0.000116013+0.0312516j -0.00626281+0.0379263j 0.00168412-0.023668j 0.000737407+0.0134974j -0.00279031-0.0245176j 0.000441104+0.0216253j 0.000343147+0.0498621j 0.00268988-0.0135126j 0.00299389-0.0142329j -0.00166359-0.00470906j 0.00228643-0.0329332j -0.000773428+0.0139711j -0.000996183+0.028192j -0.00122848+0.00631693j 0.00241275-0.00131649j 0.0022169+0.000816903j -0.000431511-0.032834j 0.000635161-0.00751775j -1.80188e-05+0.0331351j 0.00481195+0.00852575j -0.00250292-0.00376627j 0.00190543-0.0264823j 0.00457262-0.0219211j 0.00218201-0.000394931j -0.00160883-0.0123915j 0.00102193+0.0109984j -0.00109575+0.0117627j -0.000326995+0.00233193j -0.00334821+0.00285054j -0.000754302-0.0147471j 0.0022479-0.0201532j -0.00167539+0.0157409j 0.000552519-0.000698473j 0.00143108-0.00532822j 0.00194914+0.0148705j -0.0038585+0.0186334j 0.000624726-0.00190245j -0.000238427+0.00798916j 0.00098382+0.000251378j -0.000438317+0.0057733j -0.00259758-0.000933403j 
-8.64644e-05+0.00644017j 0.00156525-0.000197513j -0.000137257-0.00316513j 0.00201409+0.00153617j 0.00123931+0.00395532j 0.00285509+0.00240016j -0.000583336+0.00315196j 0.00242803+0.0145476j -0.000585244-0.0133323j -0.000533684-0.00245921j -6.60543e-05-0.0376927j -0.00351599+0.039483j -0.00182986-0.00242061j 0.00545583+0.039122j 0.00470042+0.0283683j -0.00150067+0.008282j 0.00314443+0.0679557j 0.00280108+0.0725088j 0.00058906-0.0348085j 0.00490709+0.0414537j -0.00170335+0.0552802j 0.00547237-0.027356j -0.00575943-0.0424573j 0.00521687+0.0391835j 0.00100275-0.0182481j -0.00265871-0.0297515j 0.00210196-0.0197121j 0.00452586+0.0504344j 0.000362+0.0336676j -0.000336689+0.0111971j -0.0042576+0.0334677j -0.00070726-0.0552412j 0.00265185-0.0247533j -0.000326306-0.0371233j 0.00267492+0.0151397j 0.0018674+0.0144453j 0.00105905-0.00971759j -0.00156206+0.0213427j 0.00775197-0.0105131j 0.00143115+0.0142665j -0.000939154+0.0231509j -0.000577825+0.00942066j 0.00310951+0.0210203j 0.00122834-0.00998196j 0.000323219-0.0125304j 0.00375684-0.0202507j 0.000284258-0.000726712j 0.00105209+0.0247533j 0.00314856+0.000804958j 0.00200955-0.0184529j 0.00244632-0.0437804j 0.00318354-0.0130689j 0.00135074+0.020988j -0.00229074+0.00136327j 0.00348305+0.0117832j 0.0023729-0.00474886j -0.00271848-0.00645334j -0.00105157+0.0014844j 0.000656269-0.0273904j -0.00207955+0.00102916j -0.00372558+0.0128367j -0.00119779-0.00618863j 0.00154544-0.0150518j 0.000855904+0.00887512j -0.00241271+0.0117516j -0.000148105-0.00343353j -0.00013469+0.00698357j 0.00180974-0.0013303j 0.00224324+0.00300836j -0.00146243+0.00150658j 
-0.000581142-0.00454648j -0.0006785-0.00354162j -0.000405315+0.00162632j -0.00016999+0.00476119j -0.000864813-0.00161899j 0.00132721+0.000698375j -0.00168606-0.00252991j -0.00110486-0.0033619j -0.00637347-0.00438424j 0.00306764+0.0753326j -0.00700842+0.0123014j 0.00389829-0.0140508j -0.00820901+0.00698325j -0.00492125+0.00869844j -0.000373553-0.0899588j -0.00140483-0.00113146j 0.00445836-0.0219809j 0.00262732+0.0261559j -0.00399552-0.0666153j 0.00412174+0.0554674j -0.00402747-0.0414623j 0.00701787+0.00739571j -0.00119838-0.0509008j 0.000815984+0.00694254j 0.00289566+0.0550895j 0.0018457+0.00150239j 0.00114405+0.0604936j -0.00766368+0.0239788j 0.00221182-0.0135713j -0.000843031+0.0516216j 3.30343e-05+0.010794j -0.003531+0.041155j -0.00459973-0.00263217j 0.00182509-0.00968905j 0.00472072-0.0275257j -0.00472859+0.0188379j 0.000797383+0.0203888j 0.00312078+0.0141215j -0.00564888+0.00690414j 0.00769414-0.00170258j -0.00600262+0.0556948j 0.00192613+0.000964155j 0.00383269-0.0323417j 0.00424648-0.00558557j 0.00547848+0.0194974j -0.00195562-0.0470622j -0.0043898+0.00709466j -0.00256524-0.0299599j 0.00664684-0.00793629j -0.00378952+0.0182723j -0.000264664+0.0100024j 0.0018119+0.000321823j -0.0016488+0.02348j -0.00420753+0.0225368j 0.000624372-0.00361794j 0.00301353-0.0104839j 0.000349888+0.00173075j -0.00129859+0.000279079j -0.00431972+0.00526662j 0.00152658-0.00177977j 0.00503905+0.00730721j 0.00206037+0.00735242j 0.000365068+0.00945042j -0.00346826+0.00231607j -0.00120077-0.00145855j 0.00170762-0.00448607j 0.0015668+0.000268315j 0.000997068-0.00652132j -0.00110587+0.00368664j -0.000614644-0.0057154j 
-0.000373232-0.0065188j -0.000411769-7.95222e-05j 0.00187837-0.00196165j -0.000857419-0.00829773j 0.00212277-0.0128381j -0.000688068-0.0119421j 0.00694034+0.0059699j 0.00121691-0.00671548j -0.00144661-0.0133495j -0.00538045+0.0285145j -0.00477244-0.0105189j 0.00423018-0.0117787j 0.00409754+0.00995533j 0.00221918+0.0603942j -0.00296226-0.0502311j 0.00945632-0.0518353j 0.00430166+0.0380646j -0.00390026-0.124246j -0.00133487-0.0478963j -0.001225-0.0347664j -0.0014785+0.0294972j -0.00241522+0.0137514j -0.000720003-0.0346953j -0.00268612-0.0439772j -0.00345279-0.028776j -0.00459581-0.0273476j 0.00127418-0.00111946j -0.00640724+0.00290848j 0.00308381+0.0329062j -0.0010712-0.058606j 0.004871+0.0758366j 0.00717837+0.0152703j -0.001924+0.0568382j 0.00265165-0.0138472j 0.000615875-0.0200647j -0.00180307+0.0347629j 0.00342015-0.00369207j -0.00318358+0.000363787j -0.00323353-0.0119189j -0.00157002-0.0433029j 0.00382016-0.02045j 0.00625514-0.0233495j -0.00325895+0.00874655j 0.00259724+0.0144427j 0.00275299-0.00453646j -0.00197223-0.00781859j -0.00687141-0.00659896j -0.00448131+0.050023j -0.00315888-0.0087717j -0.00187564-0.0153124j 0.00230277-0.0193907j -0.000453416-0.00478421j -0.00165723+0.0104724j 0.00423893+0.0170922j 0.00251791+0.0117263j 0.00268271-0.00387501j 0.00326545-0.0140771j 0.00166573-0.020988j 0.00209627+0.000263054j 0.000263734-0.00195731j 0.00452445+0.00237324j 0.00304052-0.000485995j 0.00225459+0.0137591j 0.00183758+0.010549j -0.00298564+0.0282718j 0.00294459+0.00229636j -0.00220147+0.00588765j -0.000580745+0.00311469j 0.000290939+0.00206515j -0.000871296+0.00230205j 
0.000277342+6.88375e-05j 0.000962594+0.000642234j -0.000776707-0.00586167j -0.00207542-0.00310583j -0.000496007+0.00093551j -0.000805869+0.0067456j 0.000184173+0.0180226j -0.00199615-0.0042806j 0.00201161+0.0208084j 0.00513848-0.0285119j 0.00383068-0.0199838j 0.0062971-0.0146456j 0.00421271-0.0103084j -0.00219605+0.00402816j 0.00073793+0.0139764j -0.00107019+0.0723399j -0.00114691+0.0220812j -0.00480926-0.0574758j -0.00181368-0.0866408j -0.00397097-0.00339587j -0.00321684+0.00376669j -0.00212834-0.0338181j 0.00261951+0.076097j -0.00261652-0.00352739j 0.00116324-0.0173688j 0.00522965+0.0340142j -0.000547787-0.0297094j 0.000782363+0.0458823j -0.00209623-0.0604446j 0.00262219-0.00291079j 0.00228324-0.0601979j 0.0059135-0.00902223j -0.00349666-0.0142357j 0.000335578+0.0175676j 0.00113241-0.0379844j -0.000784728-0.0282902j 0.000579124+0.00350972j 0.00388018-0.0187972j 0.00152153+0.00094172j 0.000771619-0.0016853j 0.00231652+0.00271681j 0.00669989-0.0149454j 0.0020917-0.00884489j -0.00316987+0.00109574j -0.000775603+0.0260999j -0.00183893+0.00588963j -0.00340661+0.0181738j 0.00114029-0.0389013j 0.00283858-0.00863559j 0.000504579+0.0237848j 0.00109176+0.023701j -0.00233974+0.0134498j 0.00180498+0.00167566j 0.00372539+0.0104964j 0.00114072-0.00785829j 3.60288e-07+0.00247503j -1.47625e-05+0.0260158j 0.00470857+0.0116127j -0.00326453+0.0279154j -2.30587e-05+0.00609123j 0.00341932-0.0268904j 0.000501367+0.015158j -0.00267744+0.00481473j -0.000570669-0.0196267j 0.0025187-0.00577502j 0.00120232+0.00280334j 0.00263435-0.0127221j -0.00263207-0.0043433j -0.000239884-0.001891j 0.00111535+6.91814e-05j 
0.00121728-0.000255736j -0.000784258-0.00709586j 0.00190009-0.00195986j -0.000759193+0.00638719j 0.00061203+0.0156337j 0.00497133-0.00691998j -0.00072627+0.00333279j 0.00362545-0.00504903j 6.6812e-05-0.00177475j 0.00132661+0.0383688j 0.000891489+0.0175797j -0.00274569-0.00458762j -0.0068429-0.00956604j -0.00301558+0.024774j -0.00382538-0.0430224j 0.0105095+0.115124j 0.00402931+0.0112349j 0.00150693+0.0101465j 0.00598692+0.0392715j -0.00284047-0.0172493j -0.00170215-0.046881j 0.00471588+0.0250155j -0.00308738+0.0149512j 0.000595252+0.0213965j 0.004594+0.000890453j -0.00686986-0.038571j -0.00255799+0.0552021j -0.00364233+0.0198286j 0.000577021+0.0827303j -0.00173013-0.00806222j 0.00326045+0.0730883j -0.00204517+0.0154389j -0.00291718+0.0391695j 0.00670722-0.0436228j -0.00257802+0.049798j -0.0020271+0.053139j -0.00115845+0.00173485j 0.000564988+0.0170534j -0.00498628-0.0100525j 0.00108647-0.00548799j -0.00433597+0.00190314j 0.00252934-0.001133j 0.000181625-0.0233914j 0.0041572+0.00489266j 0.00250076-0.0150272j 0.000672052-0.0234085j 0.00297766-0.0199203j 0.00175489+0.0229747j 0.0015535+0.00938078j -0.00843382-0.0015969j 0.00350172-0.0234904j 0.00195577-0.0115509j -0.000916292+0.00602776j -0.00107198-0.000250904j -0.00212776+0.00950017j -0.000488443+0.006021j 0.00283549-0.00557437j -0.00251225-0.00686967j 0.000386102-0.0197809j -0.000377774-0.00558299j 0.000359936+0.0123055j 0.0002292+0.0105511j 0.00137609+0.00217372j -0.00272765+0.0146962j -0.0035453+0.0027956j 0.000190554+0.000626706j 0.000374882+0.00269441j -3.78671e-05-0.004402j -0.000423835+0.00259914j -0.000500812-0.00124391j 
-0.000645056+0.00507053j 0.00187345+0.0033486j 0.00116619+6.09258e-05j 0.000719074+0.000213797j 0.000360461-0.010248j -0.00220184-0.00455144j 0.00276122-0.00629367j 0.00225686+0.0220573j -0.00161961-0.0485301j -0.000571552+0.0422499j -0.00507607+0.0796183j -0.00712173-0.0222145j 0.00184633-0.0986782j 0.00833259-0.0631752j 0.00882176+0.0230369j 0.00623835-0.0143754j -0.0019961+0.0617656j -0.000806393+0.00224023j -0.00644122-0.0220837j -0.003278-0.00211117j 0.00739146+0.0246866j 0.00418224+0.0135592j -0.000767409-0.0390126j -0.0025662+0.00630782j 0.000148409+0.0273688j 0.00277806-0.0435364j 0.00276244-0.0589297j -0.00125066-0.0162258j 0.00566779+0.00637554j 0.00669524+0.00564702j -0.00112094+0.0054765j 0.000940784-0.0406116j 0.00677319-0.0126861j 0.00193407-0.021092j -0.00330897+0.00119628j 0.00226894-0.0190386j -0.00364709+0.00919492j -0.00463098+0.0188303j 0.00170131-0.00372369j 0.00137704-0.00264576j 0.00174406-0.00399531j -0.00333349+0.00600475j -0.000670179+0.00688092j -0.00092918-0.00369633j -0.000320239-0.0239674j -0.00394961+0.00097141j 0.00450299-0.00198436j 0.0023315+0.00870101j -0.00407988+0.00939546j 0.00417821-0.0163437j -0.00026457-0.00151732j 0.000648418-0.00780861j -0.00246757+0.00335807j 0.000114849-0.0106535j -0.00273789+0.00540721j -0.00288711-0.00100289j 0.00133251-0.0271798j -0.00429855-0.00881629j 0.00338637-0.0246174j 2.95983e-05-0.00311836j -0.00461453+0.0153175j 0.00117816-0.0164186j -0.000406893-0.00505627j 0.00363863-0.00593429j -9.02527e-05+0.0123036j 0.000298216-0.000261299j -0.00133681+0.00474762j 0.000345268+0.00356494j 0.00183427+0.00222888j -0.00155283+0.00324955j 
