0.0174982-0.00903686j 0.0226237+0.00779873j -0.0307547+0.0237174j -0.00778321-0.011355j -0.0118274+0.051016j -0.01119+0.042697j 0.0753218+0.0446527j -0.0011675+0.0294878j 0.0327136+0.0541578j -0.0292475+0.0265725j 0.00456166-0.0213311j 0.025712+0.0101468j -0.0117851+0.0472213j -0.00071343-0.0374512j 0.0208569+0.0495652j 0.0336401+0.0645955j -0.161726-0.0852567j -0.0726691+0.0166695j 0.0422912-0.200561j 0.00474368-0.023817j -0.0965123+0.0157392j -0.0069071+0.0672426j -0.119279+0.0765609j 0.0191901-0.0702694j -0.0854872-0.014663j 0.0679813-0.0437857j -0.0288594+0.00181197j 0.0340245+0.0123995j -0.0685284-0.0702575j 0.0144409-0.0511299j -0.0331375-0.0864176j 0.0370541+0.00276626j -0.01278+0.105477j -0.0825348-0.0538303j 0.116066+0.0757978j 0.0741511-0.064626j 0.0956955-0.0416212j -0.053012-0.181364j 0.0515224+0.00111316j -0.109388-0.0262529j -0.0317272+0.0853626j -0.0406834+0.015882j -0.0252772+0.0518578j -0.0183476+0.0262112j 0.00586187+0.19154j -0.0595273-0.0750677j -0.0124096-0.00933797j 0.0690034+0.0506547j 0.0178126+0.0586654j 0.0231118-0.0193715j 0.0168014-0.0297016j -0.115579+0.0087902j -0.0479873-0.0276984j -0.104634+0.00461839j 0.0469523+0.0437408j 0.0317311-0.00355618j 0.0582475-0.0236013j 0.140816-0.084182j -0.022899-0.0132955j -0.0755908-0.0438908j 0.0661645-0.0155417j -0.0419353-0.130125j -0.00919342+0.0290791j 0.00792224-0.0020839j 0.0384159+0.000200759j -0.0220547-0.0153947j 0.0414745-0.0247605j 0.0038752-0.00223504j -0.0120956-0.0284368j -0.0100558-0.0409005j -0.0231217+0.0152797j -0.0179813+0.0289606j -0.00547904-0.0133811j 0.0302049+0.00264167j -0.0142345-0.00668627j -0.0216621+0.0238485j -0.0235092+0.032721j -0.00826848+0.0115524j -0.0493851-0.024169j -0.0177191-0.00388031j 0.0164016-0.0220911j -0.017422-0.0165197j 0.0214999+0.00844685j -0.0120272-0.00926929j -0.000790564+0.00222755j 0.0012923-0.0140108j -0.0127955+0.00788673j 0.00449512+0.0103288j 0.00215799-0.00247148j 0.0078844-0.00258356j -0.00331936+0.00990762j 0.0256988+0.0129765j 
-0.0465719+0.0196362j 0.00287911-0.02055j 0.0222138+0.0166084j 0.00760187+0.0487733j 0.0204987-0.0141737j 0.068792-0.0168204j -0.00388258-0.0362424j -0.0214918+0.0164633j 0.0133964+0.0737549j -0.0064955+0.0192384j 0.08602-0.0394695j 0.0469975-0.0112451j -0.0242021-0.0167403j -0.0433238-0.0507168j -0.0336433-0.101806j 3.76401e-05-0.152483j 0.0283997+0.0454105j 0.105577-0.00151966j -0.122019-0.0308005j 0.00585734-0.0271665j -0.00758393-0.0448357j -0.136754+0.0655461j 0.027652+0.0934315j -0.0453772-0.0604078j -0.0310272-0.181347j 0.0654298+0.00517727j -0.110548+0.051454j -0.0994737-0.0292646j 0.0845354-0.0174061j -0.127354-0.0567457j -0.0610628-0.0439551j -0.0744315+0.0217441j -0.0467277+0.0212788j 0.0178519-0.117666j 0.103678+0.173626j 0.0314788-0.0864589j 0.0249526-0.0860666j -0.0346405-0.0885554j -0.0888377+0.0748184j 0.0385958+0.00425964j -0.0715323+0.0163391j -0.0443806-0.0237047j -0.00498066-0.0280758j -0.0440785-0.0230324j 0.0169221-0.0992322j -0.0221934+0.054278j 0.060941-0.0104179j -0.012318-0.115307j 0.104245+0.0748075j 0.0509475+0.070438j 0.00925787-0.00799377j -0.0458923-0.024995j -0.0353802-0.0393556j -0.0369233-0.0309958j 0.0208573+0.0245033j -0.0770253-0.0581269j -0.0518619+0.0698352j -0.0370218+0.0477877j 0.126139+0.0266467j 0.015871-0.0447611j -0.117661+0.0167878j 0.173258+0.00153716j 0.0156844-0.0119943j 0.162577-0.0731431j -0.0742153-0.0235859j 0.000790284+0.00848242j -0.0324135-0.0839753j 0.0641534-0.0130388j 0.0355507+0.0276371j 0.0616998-0.0477275j 0.00229292-0.0239818j 0.0590476-0.0442282j 0.0128664-0.00887883j -0.027015-0.0298613j -0.0160474+0.0329949j 0.0849062-0.0234518j 0.0233898+0.00565925j -0.0116073+0.0343526j 0.0152637-0.0695687j 0.0509273+0.0243951j 0.0500747-0.0131541j 0.00147878+0.0495028j -0.00103103+0.0206751j -0.022571-0.00829621j 0.00680792-0.037509j -0.0280571+0.0270329j -0.0243404+0.0221699j 0.000570921+0.0318927j -0.0533098+0.00552246j -0.0321751+0.0243848j 0.00324749-0.00790703j -0.00590127+0.00969703j 
0.0247306-0.0100421j 0.000203524+0.0392455j -0.0250113-0.0392294j 0.0234573-0.00222746j -0.067206+0.0611995j 0.112847+0.0387283j 0.0465265-0.106379j 0.065028-0.0529836j 0.0187044+0.0360005j 0.0566172-0.0427563j -0.00478861+0.0565028j -0.0549905-0.0870109j 0.0712078+0.0280349j -0.0458155+0.0741651j -0.0682401+0.0589227j -0.0523695+0.0394187j -0.0173696+0.119189j 0.00185176-0.0279933j -0.0461633-0.0195306j 0.0353757+0.0471372j -0.0670429+0.108229j 0.0990703-0.0792861j -0.126669+0.219433j -0.109156-0.0491208j 0.0934456-0.0125472j 0.00421429+0.146942j 0.0223407+0.0660478j -0.158887-0.0247355j -0.195535+0.0538251j 0.0204537-0.00348579j -0.121535+0.0700942j -0.0426215-0.0514313j -0.118579+0.143631j -0.0444778+0.00546181j -0.0123781+0.00852498j 0.0143268+0.0628949j 0.0895152+0.0647212j 0.0521716+0.0329437j 0.1184+0.0706639j -0.00400881+0.0254341j -0.0315851+0.0336408j 0.0979275+0.0327653j 0.0312841+0.0215923j -0.0317039+0.00952834j -0.0374707-0.0169193j -0.011904+0.0350491j 0.0600313-0.0660824j -0.00576877-0.0668486j 0.01402-0.00964555j 0.0164626-0.0569183j 0.040877-0.0771973j 0.0152205-0.0118304j -0.0194561+0.0284374j 0.00739107-0.00955328j 0.0743229-0.0232746j 0.0737221-0.022487j -0.0617754-0.0331065j 0.0968267+0.0428208j 0.0482503-0.057904j -0.0384427+0.057004j -0.00449143+0.0105641j 0.0493738+0.0330159j -0.00854891-0.0355327j 0.122018+0.00645042j 0.0554897+0.027508j -0.00965294-0.0598446j 0.0160524+0.0429448j -0.0459971-0.00557618j -0.0360285-0.0238917j 0.0263151+0.0088139j -0.0428394+0.0200425j -0.0190366-0.0356052j -0.00200256+0.0121035j 0.00781708-0.0116218j -0.0393648+0.0105545j 0.0257777+0.0585354j -0.0250341-0.0159461j 0.0130088+0.00106464j 0.00429988+0.0279951j -0.00418785-0.0242432j 0.00718412+0.0502948j -0.0204099-0.0023203j 0.0391748-0.00811221j -0.00966093+0.0587219j 0.00707591+0.00279547j -0.0312645+0.0101976j -0.00808173+0.0348714j -0.000688856-0.00604966j 0.00385711+0.0106117j 0.0137488-0.0114488j -0.000171561+0.000360122j -0.00531706-0.00081037j 
0.0279089-0.0276285j 0.029743+0.0421835j -0.031086+0.0305577j -0.0102178-0.0116281j 0.0144439+0.0156129j 0.0180937-0.00935418j 0.00512851+0.0108697j 0.0191205+0.0274622j 0.0301557-0.0306241j -0.0029623-0.0894616j -0.0168935-0.0532383j -0.0481108+0.0224175j 0.00153819-0.0917493j 0.0140975-0.080354j -0.0767259+0.094329j 0.0840201+0.000347562j -0.0100203+0.00433664j -0.00959446-0.00146302j -0.0123156-0.025873j 0.102722+0.0133979j -0.0459373+0.00448943j -0.00927867+0.105179j 0.108153+0.047646j -0.0722197+0.249558j 0.104854+0.121738j -0.136972+0.0297055j -0.103739-0.0564085j 0.00565582+0.103883j -0.176366+0.0275515j 0.0485902-0.0126035j 0.0452743-0.0613889j 0.0515803-0.10067j 0.0190594+0.0311299j -0.073586-0.0497316j -0.0112659-0.115305j -0.0214084+0.0721691j -0.0329192+0.0692073j -0.0248025+0.0523143j -0.0288551-0.132184j 0.0464893+0.0795109j 0.0400521+0.0697531j 0.0855413+0.020364j 0.0522058-0.0537314j 0.101265-0.0335461j 0.077427-0.00392736j 0.0187866-0.0397583j 0.0484793+0.012863j -0.0328848+0.0287286j 0.000523803-0.0163238j 0.0242857-0.00115168j 0.0406945-0.105049j -0.0148254-0.00433399j -0.0489913+0.0848843j -0.026395+0.0210719j -0.0434736-0.0420945j 0.00421098-0.0141138j 0.0161734+0.00168281j -0.0202116+0.0194197j 0.0679668+0.00634144j 0.0265633+0.0270472j -0.0947522+0.012338j 0.0248318-0.0149607j 0.0182643+0.031816j 0.0135613-0.0688831j -0.0583569+0.024406j 0.089754+0.00673248j -0.0203621-0.00809485j -0.0116313-0.00854217j -0.0540298-0.0059672j -0.0188579-0.0132269j -0.0301615+0.0394404j 0.0470476+0.051794j 0.00724711+0.0187138j -0.0243908-0.0353834j 0.00229385+0.00511973j -0.0125853+0.0267121j -0.0195543+0.00700019j 0.0120182-0.0356878j -0.0578882+0.0244753j 0.000600874+0.00239819j -0.00332679-0.0129012j -0.0135383+0.0425474j -0.00237245-0.00687829j -0.0327847+0.0194186j 0.00760923-0.015433j -0.00218041-0.00670103j -0.0272973-0.00192948j -0.0146617+0.0122468j -0.00647355+0.0074278j 0.0243598-0.0096009j -0.0218408+0.00841443j 0.0159773+0.0156651j 
-0.0168982+0.0112633j 0.0158045-0.0278499j 0.0376851-0.0317432j 0.0166084-0.00991418j 0.0482595+0.0161102j 0.0439228-0.0473974j -0.0473388-0.031802j -0.0237443-0.0905779j 0.0209348-0.0162171j -0.0478085+0.0813392j -0.000550274+0.0170401j -0.0853095+0.04227j 0.0552219-0.0322881j 0.0287286+0.0951613j -0.0503596-0.0756918j 0.120289+0.0723428j 0.0743461-0.00881791j 0.0898352-0.0747159j -0.0877212+0.125428j 0.0285252+0.0701289j 0.0558343-6.90035e-05j -0.129513-0.160792j 0.167984-0.0101095j -0.0741765-0.00674473j 0.0354464+0.00689807j 0.0684578-0.132602j -0.0342767-0.0529214j 0.0768504+0.128223j -0.0557951+0.0835566j 0.0219318-0.0139417j 0.00277865+0.097766j -0.0135595+0.0429235j 0.0200883+0.110652j -0.0452678+0.0161152j 0.0241767-0.0322345j 0.0429308-0.117067j 0.00482397+0.00733421j -0.0803207+0.0513091j 0.103092-0.0551176j 0.0150525-0.0244707j -0.081388+0.0066632j 0.0474608-0.0429289j -0.0145762+0.007681j -0.0233701+0.0242928j 0.00630099+0.0792901j -0.0488119-0.0563383j -0.0313821+0.0390652j -0.0391427-0.0152362j 0.0388596-0.0389335j 0.0146674+0.0225953j 0.0458776+0.053715j 0.0557226+9.67193e-05j -0.0234779-0.0337979j -0.0251883-0.0109246j 0.0383066-0.0242907j -0.0451352-0.0202125j -0.0358043+0.0347518j -0.00984893-0.0284432j -0.0293389-0.0301499j -0.0719193-0.0381756j 0.0555272-0.0248678j -0.0330723+0.0223055j 0.0371625+0.0104664j -0.0512681+0.0143902j 0.0320245-0.0214409j -0.0872889+0.0408908j 0.0596981+0.0512042j -0.0407321-0.017017j 0.00029354+0.00864469j 0.025767-0.0242303j 0.0304685-0.0131074j -0.0206655-0.0272235j 0.00652619-0.00843862j -0.00711747+0.00607138j -0.00813937+0.0101533j 0.0360765-0.0148563j -0.00490733+0.0299829j -0.0100786+0.0190051j 0.0102527-0.00788779j -0.00234183+0.0125497j 0.0136964+0.0119381j -0.054342-0.00407803j -0.00789359-0.0189833j -0.00214749-0.0206814j -0.0122438-0.00256506j -0.0119392+0.0147887j 0.0221187-7.99138e-05j -0.00428149-0.0194989j 0.00405844+0.00119929j -0.0248153+0.00832869j 0.0163986-0.0111234j 0.0046097-0.00909754j 
0.00553969-0.0523185j 0.041113+0.00338414j -0.0590083+0.0356949j -0.0250914-0.0329102j 0.017956-0.0753837j -0.0393678+0.0130082j -0.00180113-0.0421515j 0.0939073+0.0310065j -0.0200191-0.101857j -0.00533711-0.0245081j 0.0484599-0.0204315j -0.0457495-0.0289932j -0.0172461+0.0179461j 0.0270944-0.103484j -0.0229136-0.123512j -0.018759+0.0391405j -0.0795682+0.0642812j 0.00920525-0.025617j 0.0863929+0.0316009j 0.00128404-0.0844165j 0.0444014+0.0165175j 0.0659846+0.0806262j 0.0343192-0.116405j 0.0216163+0.0201847j -0.02377+0.156626j -0.0224532-0.0701336j 0.119548+0.133726j -0.107995+0.218637j -0.0308426-0.0537109j 0.0870212+0.0162146j 0.000894144-0.00697442j 0.10631-0.0375512j -0.0530639+0.0439895j -0.0117835-0.0231741j -0.10705-0.133789j 0.0836046-0.0815907j 0.0125922+0.0663937j 0.0847352-0.051064j -0.0372503+0.0488149j -0.065927-0.0542859j -0.12073-0.0759717j 0.0479186+0.0914717j 0.0465395+0.00227546j 0.0309578-0.0824422j 0.0336338-0.140987j 0.0751085+0.00805398j -0.00190073-0.0141713j 0.0149518-0.0141355j -0.027262-0.0325644j 0.0873413-0.0310331j 0.0665377+0.0203102j -0.00916983-0.0534029j -0.0368089-0.00854903j -0.0546041+0.0177701j 0.0156323-0.0579024j 0.00865462+0.0163292j 0.00431143+0.0152434j 0.0561726+0.0367275j -0.0359519-0.0526241j -0.0677596+0.0394998j 0.0704613+0.0295325j -0.0568743+0.0214995j 0.0940484-0.0265262j -0.0751743-0.0401303j 0.00582121-0.00747182j 0.034412+0.00746594j 0.0784098-0.0150148j 0.071317+0.0164889j -0.0305375+0.0389624j 0.0163607+0.00391437j 0.00142034+0.0334371j -0.00310295-0.0195171j 0.051154+0.0130586j 0.00422675-0.0101838j -0.00958666+0.0224322j -0.0254303-0.0106051j -0.0126819+0.00324956j -0.00959952-0.0109671j -0.0448701-0.00474477j -0.00960877-0.019769j -0.0179059-0.00803945j -0.0568881+0.0456305j -0.015282-0.0183458j -0.00189556+0.0188752j 0.0138045+0.00497332j -0.0173067+0.0150177j -0.0424571-0.00234938j -0.0262911+0.00376418j -0.00748506-0.000509197j -0.0205931+0.00107415j -0.0196053+0.00372722j 0.0131031+0.0145995j 
-0.00983664-0.00414474j -0.0197374-0.0269233j 0.0673321+0.0765824j -0.0880647+0.0350303j -0.0261918-0.0245078j 0.0153363+0.074514j -0.0620977-0.0734522j 0.044898+0.00546697j 0.00719783-0.0392343j 0.0865877-0.00699283j 0.0105961-0.0662169j 0.0276754-0.00882959j -0.0347329+0.0585282j 0.0743655-0.0187936j -0.100295-0.0756884j -0.0157004-0.0617821j 0.0625222+0.164146j 0.139371+0.0356975j 0.0238016-0.210555j -0.189386-0.0979705j 0.184104+0.0324338j 0.0427278+0.0371184j -0.0287148+0.00300149j -0.0702126-0.0475028j -0.0690194+0.0685009j 0.00418762-0.0809848j 0.0479575+0.087231j -0.0513102-0.0564258j 0.130293-0.00550907j -0.12642+0.0917546j -0.0279429-0.0133305j -0.0923598+0.0559773j -0.0758459+0.0877153j 0.0889599+0.0207694j -0.0616697-0.0816734j 0.0546954-0.0665596j 0.00425807-0.0161406j 0.0975166+0.0571718j -0.104231-0.145654j 0.00201574+0.0304863j 0.0314453+0.0284995j -0.0305308+0.0114045j 0.0626596+0.0869929j -0.0181289-0.0511956j -0.051575+0.00785552j -0.0380821-0.00938943j -0.0109976+0.0880929j 0.00110354+0.0669994j -0.0102816-0.0731555j 0.0106351-0.0314244j 0.0206181+0.000850489j -0.0201055+0.0842276j 0.0360174+0.0715134j -0.0132488+0.0461037j 0.0078943-0.0207155j 0.0345126+0.0493313j 0.0193987-0.0179148j -0.018894-0.0596281j 0.0465637+0.0350555j 0.0186884+0.0376513j -0.00667821+0.00484561j 0.0807212-0.0266082j -0.0443097-0.0304335j 0.0596802+0.00310145j -0.0211906-0.0314947j -0.0430983+0.00990202j -0.0191509-0.00549066j 0.0622546-0.0340322j 0.0336422-0.0591518j 0.0170148-0.0687101j 0.0396978-0.0538931j -0.0237542+0.0570536j -0.00237331-0.0365165j -0.000769746+0.0382381j -0.0168121+0.00538146j 0.0157841-0.0353683j 0.0273666-0.0242656j 0.0561329-0.0395113j 0.059409+0.00136453j 0.0460246-0.00607227j 0.0339923-0.0290945j 0.044662+0.0027347j -0.00865094+0.00491066j 0.0371916-0.0122714j 0.00692293+0.00578046j 4.79695e-06-0.00510164j -0.0243463+0.00529925j 0.0208887+0.0130689j -0.0063689-0.0261897j -0.0287096+0.0508948j -0.028445+0.000666873j -0.0351807+0.00936502j 
-0.0457172+0.0412944j -0.0277979-0.0904848j -0.053619+0.00540487j 0.00569998-0.0585681j -0.0501757+0.0635857j 0.0276946+0.0204595j -0.000238246+0.0341831j -0.0103438-0.00551263j -0.01466+0.0610312j 0.0455888+0.107673j -0.00343139-0.0723801j 0.0538497+0.13851j 0.0394296+0.118947j -0.172364+0.12086j -0.0746597+0.0461225j -0.0597859+0.0712727j 0.0650327-0.0249122j 0.0563178+0.115059j -0.0567213-0.0622051j 0.136877-0.0121292j -0.0435239-0.0544033j 0.0377111+0.0304428j -3.54398e-05+0.0114079j 0.0673999+0.00296499j -0.0307065-0.0598928j -0.0245872-0.0433879j -0.00211478+0.00689673j 0.0668485+0.0102648j -0.0385686-0.118741j -0.133877-0.0120667j -0.0451452-0.0570993j 0.022227+0.0514711j 0.0779482-0.0222305j -0.0630305+0.00737947j -0.00767585-0.0323004j 0.0311908+0.0088003j -0.0621446-0.0262464j -0.0408196+0.043883j 0.0405071-0.015834j 0.0603251+0.00212807j 0.0466043-0.0129522j -0.0811168-0.00158711j 0.00935538+0.103778j -0.000729114-0.0510286j 0.0821215+0.0406445j -0.00282694-0.0772665j 0.0519805-0.0066898j 0.0540382-0.0107347j 0.0847996+0.0100848j 0.126334-0.0447497j 0.0532843+0.00669699j -0.0060684+0.0444287j 0.0274494+0.0273144j -0.0797028+0.0174584j -0.0270038-0.00543391j -0.0132551-0.0015119j 0.105741+0.0299286j -0.0144391-0.0012336j 0.00192361-3.00296e-05j -0.0834427-0.0564061j 0.0602634-0.0171081j -0.0526356-0.0273687j 0.0881252+0.00284215j -0.0977382-0.0193513j 0.0199061-0.0224877j 0.0481977-0.0165761j -0.0173828-0.0255081j 0.0217986-0.00715911j 0.00830487-0.0205591j -0.0229634-0.0619067j 0.038037-0.0536336j 0.0120769-0.0147726j 0.00828753-0.0143277j -0.0151765+0.0083933j -0.0311313+0.00948644j -0.00970312-0.0222727j 0.0343225+0.018711j 0.00929464+0.0252424j -0.00550715+0.00907166j 0.00345849-0.00196658j -0.00700217-0.0120229j 0.00134512+0.0125915j 0.014581+0.00646234j -0.0165069-0.0206145j -0.0250344-0.0296381j -0.0243502+0.00130649j -0.0271738+0.0152482j 0.0263914+0.0180504j -0.00768026-0.0018595j -0.0218838+0.0226875j -0.00883205+0.00523954j 0.0112416-0.00523326j 
-0.0347596+0.0885953j -0.0668714+0.00600263j -0.0399142+0.00959619j -0.0122795-0.0643224j 0.045015-0.0254273j -0.00521185-0.0214833j -0.00740086+0.00716308j -0.0147106+0.0311046j -0.00752607+0.0884813j 0.0486256-0.0167198j 0.0546475-0.111396j 0.10041-0.0331934j 0.137698+0.0165947j -0.0291426+0.121472j 0.16057-0.0479159j -0.0337897+0.0911727j -0.0031159-0.0695168j -0.0341509+0.114917j 0.0337169-0.0522641j 0.0750608+0.0673262j 0.109579+0.0845549j 0.0013571+0.0862195j -0.0533554-0.0146782j 0.02384+0.0498195j -0.0604977+0.054148j 0.135611+0.0292439j 0.0370335-0.0742239j 0.00594313+0.0777952j 0.0402665-0.0735969j 0.0256141+0.0441457j -0.00311915-0.0759043j 0.0524777+0.032749j 0.0933976+0.0681985j 0.0772171-0.116429j -0.0455713+0.00379082j 0.0254228+0.0317155j -0.0055515-0.0534701j -0.104599+0.0181849j 0.0313061-0.0107614j 0.0740635+0.10646j 0.0268422-0.0464055j -0.100759+0.0255264j -0.0269184-0.00647982j -0.0771117-0.0242226j 0.0331292-0.0404222j 0.0473182-0.0201311j -0.0088642-0.0243755j 0.0822303-0.00165139j 0.0316592+0.0472095j -0.00864089+0.0124278j -0.0254174+0.0211724j -0.011188-0.0570378j -0.0302654-0.0211079j 0.0062238-0.00393737j -0.0396776+0.0193672j -0.0283673+0.00749676j -0.000451692+0.0115613j -0.0476235+0.0256103j -0.0199365+0.0133522j 0.0611839-0.0105752j 0.00479652+0.0171947j -0.0464678-0.0234873j -0.00168695-0.0279276j 0.0278981-0.0382568j -0.0032197-0.0363525j 0.0655575+0.0398755j 0.00649948+0.0102162j 0.0484608-0.0111637j 0.0160981-0.00859855j 0.0373626+0.013357j 0.0289393+0.00540878j 0.0292875+0.00141716j 0.00161589+0.0167911j -0.0090685-0.0268345j 0.00247825+0.00882709j 0.0231325-0.0186266j 0.0770016+0.00811745j -0.0291284+0.0446867j 0.0814412-0.000220691j -0.0210328-0.0234136j 0.0202261-5.55745e-07j -0.021016-0.0224528j 0.0308954+0.00582336j 0.0355066+0.016669j 0.0140971-0.0205468j -0.0087655+0.0255748j 0.00156247-0.0173504j -0.0243611+0.00688245j -0.00275017-5.45025e-05j -0.0365296-0.0140012j 0.0353468-0.019575j -0.0326478-0.0133092j 
0.050101+0.0652336j -0.0757133+0.0435184j 0.0249316+0.0463305j -0.0601213+0.078539j 0.0139725-0.0540268j -0.0154275+0.0228441j -0.034899-0.0250025j -0.013728-0.025218j 0.0129638+0.0489286j 0.103007-0.0963534j -0.108314-0.116367j 0.0848394-0.10789j 0.05002-0.0767261j 0.10275-0.0538519j 0.022963-0.0553039j -0.0615732-0.0955657j 0.0807059+0.123432j -0.0547162-0.00655176j 0.0361036-0.163131j -0.0470794+0.181564j 0.096154-0.0484089j 0.00457702-0.034005j -0.0525869-0.0440988j -0.00145289+0.115748j -0.062317+0.0324514j 0.0980761-0.0310027j -0.00943472-0.0332444j -0.0291464+0.00340673j 0.0254255+0.0240167j 0.0646148+0.0229287j 0.0257715+0.0279763j 0.0201003+0.00426522j -0.0637092+0.121362j 0.0087089+0.0143882j -0.0660642+0.024529j -0.0118398-0.0997139j 0.0103743-0.0763841j 0.0659686+0.0797433j 0.0242682+0.00664784j 0.0740632+0.118165j 0.103169+0.00203517j -0.0745365-0.0115587j -0.0884725-0.0187525j -0.113598+0.0336273j -0.0719411+0.0817136j -0.00170363-0.0161229j 0.023937+0.0120598j 0.0111407+0.0541649j 0.0190505+0.000420027j 0.0282466-0.0149736j 0.0649198+0.0179895j 0.0738502-0.0101851j 0.0233777+0.00991706j 0.0188351-0.0315523j -0.021673+0.00605206j 0.0526347-0.0182536j -0.00695947+0.0392506j 0.0487927-0.024185j -0.043016+0.0386962j -0.00102706-0.0360221j 0.0278923+0.0181109j -0.00905402-0.0193183j -0.0302803+0.0412593j 0.020344+0.0173499j 0.0551466+0.0283986j -0.0345725+0.0172426j 0.000580638+0.0277092j 0.0252109+0.0279117j 0.00531466+0.00112022j -0.0408749+0.0117369j -0.018582+0.0493054j -0.0156693+0.0138707j -0.0319466+0.0118621j 0.023945+0.00575499j -0.00634013-0.0322324j -0.00265312+0.0253266j -0.027627+0.0185661j 0.0021388-0.00175735j -0.00106085+0.0122904j 0.0144644-0.0170468j -0.013946+0.0112521j 0.00972013-0.0299133j -0.000171025+0.0156617j -0.0134421-0.0303497j 0.022196+0.00772455j -0.00640871-0.0322689j 0.0253919-0.0152648j 0.00398502-0.0153861j -0.0154319+0.0036518j 0.0271813-0.0187026j -0.00138945+0.0130452j 0.00857417-0.00285493j 
-0.101868-0.0207944j -0.00620795-0.0890308j -0.0229398+0.00551382j -0.0184036+0.0223214j 0.00880876-0.0180602j 0.0569918-0.00254485j -0.00132898-0.0187755j 0.0213651-0.00522212j -0.0996981-0.0478756j 0.0579601+0.0362855j 0.145614+0.0203293j 0.0268345+0.0488072j 0.00771172+0.115593j -0.0845933-0.0306675j 0.0037523-0.0870711j 0.0595658+0.0422622j 0.0484094+0.000326931j 0.115345-0.0311901j -0.135364-0.0344976j 0.00419535-0.0601706j -0.0214278-0.233111j -0.0250704-0.0942098j 0.0154276-0.039408j -0.059339-0.105273j 0.107142+0.0207719j -0.182399-0.14289j 0.0325324+0.0173215j 0.028825-0.00324314j 0.0124263-0.121339j -0.0990747+0.055254j -0.0284186+0.052076j -0.0418033+0.0496407j 0.0109987-0.0576663j -0.00213725-0.070098j -0.0139023+0.0834658j -0.0203182+0.0484609j -0.0376409-0.0173943j -0.0216721-0.069614j 0.0470098-0.0244809j 0.0119822-0.0228775j -0.0542735-0.0858767j 0.0469178+0.0523448j 0.0443352+0.0434718j 0.0366921-0.0298224j 0.0496724-0.0263703j -0.0479635-0.0722651j 0.00566039+0.0387634j 0.0349843+0.0193526j 0.0197474-0.0387609j -0.000329405+0.00618883j 0.0235979+0.0781225j 0.0062239+0.0634733j 0.0503325-0.0334533j -0.0200418-0.0269612j -0.0554822-0.0683884j -0.00860178-0.0167848j 0.0503967-0.0546585j -0.057689-0.0269674j 0.0251859-0.0329695j -0.0298529-0.0187681j -0.0190097-0.0148418j 0.0233736+0.0244225j -0.00525555-0.0311442j 0.00281861+0.0258001j -0.0305513-0.0339632j -0.0154398-0.0224186j -0.0663805-0.0108276j 0.010042+0.0217628j 0.00768214+0.000785833j -0.0174274-0.00333897j 0.00174947-0.0205761j 0.0368532+0.0322689j -0.0284622-0.00629978j 0.0145585+0.0161785j -0.00109231-0.00327383j -0.0257564-0.0432298j 0.0107795-0.0196063j -0.0399962-0.00317339j 0.035261-0.0228433j -0.0132079+0.00813872j 0.00100574-0.0362759j 0.024606-0.0351824j 0.0181913-0.0463842j -0.00452447-0.0368591j -0.0215492+0.0284815j 0.006719+0.0115436j -0.0225281-0.000967605j 0.0229713-0.0129349j -0.00266298-0.0234771j 0.0100417-0.00481118j 0.0162387+0.00133578j -0.00994828+0.00699025j 
