0.00956069+8.67362e-18j -0.00582758-2.14973e-05j -0.00653778-0.000344943j 0.00400812-0.000684572j -0.00314325-0.000357565j -0.00799136+6.14688e-05j 0.00164907-0.000220584j -0.00397573-0.000656071j -0.00266434+0.000171944j -0.00677522-4.36355e-05j 0.00404571+6.5549e-05j 0.00689301+0.000134972j 0.000441208+0.000487286j -0.00195614-0.000662235j 0.00569215+0.000178821j -1.74507e-05-1.98254e-05j 0.0061516+0.000192427j -0.00486426+8.57143e-05j -0.000341403-6.96841e-05j -0.00188963-0.000100998j 0.00501769+0.000475269j -0.00309721+3.23368e-05j 0.00270132-0.000485344j -0.00103705+0.000207684j -0.00142345-0.000113334j 0.00141386-0.000257763j -0.00452109-0.000371537j 0.00098927+0.000262099j -0.000268091+0.00025447j -0.00475311+0.000169575j 0.000908594+0.000369266j 0.00125254-0.000402338j -0.0019023-0.000377749j 0.00847388-0.000453484j 0.00271905-0.000109857j -0.00592206+4.02145e-05j -0.00111472+0.000116974j -0.000988476+0.000260651j -0.0014057-2.62985e-05j -0.00673789-0.000246966j -0.00989541+0.000216551j -0.00530662+0.000286482j -0.007761+8.8928e-06j -0.00132073+0.000132664j -0.00581351-0.000165125j 0.00471027-0.000201188j -0.0145324+3.59244e-05j 0.0054825+9.06866e-05j -0.00360696-0.000171337j 0.00773417+0.000237836j 0.00587315-0.000327646j -0.0050306-9.39106e-05j -0.00893545-0.000292191j -0.0053051-0.00010064j -0.00890721+0.000242224j -0.00369115-1.42295e-05j -0.00515565+3.68016e-05j -0.00564451-7.15306e-05j -0.00733723+0.000132327j 0.0082056-0.000587274j -0.00361107+0.0002477j -0.00646124-0.000991916j -0.00765512+0.000426807j -0.00856343+0.000983323j 0.0258316+0.000620942j 0.0107404+0.000569134j 0.0839318+0.00295559j -0.0454272+0.00606608j 7.2106e-08+0.000639835j -0.871587+0.00498876j 
-0.0053051+0.00010064j -0.00246411+1.54252e-05j -0.0157524+0.000716335j -0.00577319+0.000397736j 0.000881564-0.000455969j 0.0423701-0.000536605j 0.00631547+0.00223035j 0.0760166+0.000433025j -0.0616012-0.00029623j 0.113948-0.000754378j 0.0140804+0.000743772j 0.0799149+0.00156386j 0.124188+0.00176115j -0.105377-0.000290967j -0.32469-0.00088956j 0.101584+0.00150388j 0.313726+0.000296774j -0.216892-0.00266785j -0.164205-0.00112667j 0.0686279-0.000495473j -0.0974862-0.000244232j -0.264933-6.12888e-05j 0.0222087+0.000472721j -0.162136-6.04599e-05j 0.0652443+0.000294232j -0.155456-0.000782882j -0.122636+0.00046311j 0.037004+0.000401712j -0.0517406+0.000429359j -0.011412-0.00133209j -0.0329104+0.00062217j 0.153477+0.00087108j 0.143014+0.00100547j 0.0021257+0.000853802j -0.00721399-0.000454924j 0.0155359-0.000265808j -0.0342353+7.29149e-06j 0.182459-5.71197e-05j 0.00737202-0.000383913j -0.0798249-0.000444448j 0.0276404+0.00066535j 0.37747+0.000270296j 0.0596845-0.000512338j 0.0384207+0.000560312j -0.0621768+0.000121305j -0.00221351-0.000803035j -0.157819-0.000771519j 0.000385794-0.000358934j -0.0187538-0.000485729j -0.0716866+6.97302e-05j 0.0434031+0.000174406j 0.105746+0.000223473j -0.0049506-0.000296517j 0.283959-3.21141e-15j -0.105632-0.000281242j 0.123402-0.000564068j 0.00405742+0.000430054j 0.0620347-0.000156119j -0.0495031+0.000570277j 0.040525-0.00046627j 0.00842202+1.16715e-05j -0.0408657+0.000605233j 0.00648803+0.000425082j 0.00151098-3.5814e-05j 0.00925889+0.000187724j 0.0076583-8.8577e-05j -0.00240532-0.000609703j -0.00396752+4.43306e-05j 0.00267382+0.000123647j 0.000109144-7.85147e-06j 
-0.00890721-0.000242224j -0.000755728+2.94688e-05j -0.0105502+0.000490601j -0.0320058+0.000229239j -0.0394249+7.55813e-05j 0.00216639+0.000111715j 0.000553764+0.0010011j 0.00254692+0.000252318j -0.0110019+0.000217772j -0.0891452-0.00141607j -0.0380348-0.000925664j 0.0513093+0.0011728j 0.19572+0.000830406j 0.187109+0.000330475j -0.172254-0.000205407j -0.287331-0.00150753j 0.102264+0.000138007j -0.202217-9.06639e-05j -0.092375-0.000829893j 0.096758+0.000815131j 0.0327744+0.000189404j 0.0461068-0.000517019j -0.188435-0.000654252j -0.123678-0.000634746j -0.183631-0.000360048j 0.0242478+7.55107e-06j 0.0374153+0.000116651j 0.0980847+0.000683127j 0.0385844-6.95287e-05j -0.16909-0.0012292j -0.0606138+0.000330978j -0.0581862+0.00078241j -0.0258276+0.000723889j -0.118276+0.000353721j 0.183239+8.11299e-05j 0.0492615-4.57558e-05j 0.32869+0.000574268j -0.306352-0.000479196j 0.0979512-2.55626e-05j -0.0913762-0.00021441j -0.0421901+6.45341e-05j -0.134801-0.000225196j 0.0995199+4.76428e-05j -0.044692+3.40812e-05j 0.0134774+0.000235571j 0.019323+0.000104012j -0.221259-0.000537655j -0.212635-0.000522629j -0.0455809-0.00030886j 0.0614114-0.000207519j -0.0999894+0.000232158j -0.00541879+0.000128402j 0.0957211+2.36807e-05j -0.105632+0.000281242j 0.206832-1.44849e-16j 0.137463-0.000140094j -0.109309-0.000138467j -0.0081955-6.42348e-05j 0.0862809+0.000310981j 0.00751671-0.000189021j 0.00266217+0.00014615j 0.0110001-5.68116e-05j 0.00984994+0.000356486j -0.000816106+0.000197484j 0.025432-0.000305061j 0.0182059-0.000419394j 0.00334351+7.43497e-07j -0.00220691+0.000119639j -0.000608159-5.0613e-05j 0.0022049-0.000160322j 
-0.00369115+1.42295e-05j 0.00118763+0.000750525j -0.019398-0.000371644j -0.0197278-0.00134375j -0.0335955+0.000785787j 0.0208431-0.000482667j 0.04643-0.000964048j 0.0232621+8.75025e-05j 0.00488228+0.000867186j -0.140811+0.00123287j -0.0719782-0.000693801j 0.0396847+0.000504997j 0.0263162+0.00047911j 0.205221+0.00123893j 0.339905+0.00146895j -0.157923-0.000753988j 0.203402-0.000153427j -0.140961+4.21795e-05j -0.139597-0.00100236j -0.211742+0.000221395j 0.215718+0.000563763j -0.0160373-0.00122152j 0.130616-0.000142127j 0.162976-0.000608065j -0.0782947-0.000140269j 0.0322212+0.00047778j -0.133884-0.000828547j -0.0386692+0.000445682j -0.22384-0.000145953j -0.0204081+0.000410407j -0.0170993-0.0013062j 0.235175+0.00087104j -0.0528562+0.00024442j -0.0771006-0.000562618j 0.0847814-0.000390124j -0.113487-9.96729e-05j -0.00341916-0.000183666j 0.026748-0.000636346j -0.00103136+0.00083979j 0.165839+0.000249761j 0.311786+0.000667318j 0.0464288+0.000132183j 0.0423591+0.000621566j -0.0603545-0.000589288j 0.0751139-3.06835e-05j 0.160121+0.000847382j -0.0662152+0.000613267j 0.219474+0.000227683j -0.0110317-0.000283635j 0.0547514+0.000296809j 0.126429-9.44932e-05j -0.0485932-1.99126e-05j -0.130664+0.000545455j 0.123402+0.000564068j 0.137463+0.000140094j -0.0283863-1.52157e-15j 0.0266847-0.000124106j 0.0899489+0.000128527j -0.0385076+0.000589011j 0.00416273+0.000644136j -0.0106377-0.000382013j 0.0249098-0.000282157j 0.0139833-0.000423523j -0.00551191+0.000475868j 0.00337284-0.000102045j 0.00658421-0.000251964j -0.00448135+0.000832656j 0.00555954-0.000398663j -0.00138432-7.61807e-05j 0.00458086-2.5509e-05j 
-0.00515565-3.68016e-05j -0.0044678-9.81546e-05j -0.0325759-0.000811985j 0.0113881-0.000812692j -0.0330452-0.00047761j 0.00959832+0.000515706j 0.0792249-0.00116447j -0.103989-0.00256247j 0.0243216-0.00118179j -0.241035+0.000419775j -0.207138+0.000157058j 0.0949895+0.00311659j 0.30232+0.000984203j 0.565795-0.000377737j -0.0461492+0.00024188j 0.157831-0.000667055j -0.198728+0.000675284j -0.0402736-0.00129105j -0.0145643+0.000308364j 0.122299+0.000301408j -0.0271895-0.000183369j 0.0256504+0.00014568j 0.228418+0.000303594j -0.187364-0.00100091j 0.0279862-0.000454505j 0.00551173-0.000390528j 0.0848363-0.00145059j -0.0223282-0.00037314j -0.0355982-0.000682309j 0.0432933-0.000234705j -0.00411348-0.000201972j -0.0310179-0.000648053j 0.0914059-0.00119892j 0.107251+0.000283426j 0.00287739-2.41615e-05j -0.0864042-0.000604977j -0.140617+0.000519027j 0.114022+0.000907608j -0.0024636-0.000593602j -0.118713-0.000507895j -0.0713799-0.000849864j 0.0133979+0.000798598j 0.00497522+0.000175754j 0.0191652-0.00025934j -0.0110751+0.000271896j -0.0132558+0.000395731j 0.110502-0.000301481j -0.00527317+0.000309631j -0.0166871+0.000622847j -0.0748835-0.000323668j -0.0276743-0.000389377j -0.0299088-0.000220895j 0.0232397+0.000273834j 0.00405742-0.000430054j -0.109309+0.000138467j 0.0266847+0.000124106j 0.134997+8.63634e-14j 0.00827969+0.000181483j 0.0503102-0.0010249j -0.00995737+0.000701915j -0.0428314+0.000791991j 0.0347159-0.000407047j -0.00680442-0.000666769j 0.000167784-0.000188253j -0.00946593+0.000776862j 0.00769052+0.000291495j -0.00237502+0.00112678j -0.00147399+4.72069e-05j 0.00218713-0.000187357j 0.00739163+0.000803338j 
-0.00564451+7.15306e-05j -0.00556335-0.000211392j -0.0258979-0.000893377j 0.0185392-0.000365835j -0.0375052-0.00148322j -0.0808387-0.000594622j 0.0672493-0.00259927j -0.0898631-0.00182454j 0.0321268+0.00165604j 0.202515+0.000852306j 0.0690285-0.000865416j -0.27233-0.00241124j -0.527913-0.00128667j 0.391381-0.000120846j -0.193596+0.00101317j -0.0252662-0.000177336j -0.0717116-0.000570982j 0.197635+0.00196224j -0.0209957+0.00024596j -0.0292757-0.000648028j -0.134178+0.00108084j -0.120444-0.000690658j 0.0195-0.00160876j 0.0600494+0.000982741j -0.160899-0.0012082j 0.103029+0.000411418j -0.0226112-0.00115714j -0.025418-0.00048096j -0.0274686+0.000629213j -0.082702+0.000191033j -0.0538733-0.00107573j 0.196081-0.00013959j -0.0243276-0.000936162j -0.0120413-0.00145887j 0.0985167+4.09292e-05j 0.0327262+0.000268546j -0.0343613-0.000394827j -0.04109+4.7164e-05j 0.0489754+5.51608e-05j -0.0761093+0.000265955j -0.0189625-7.30348e-05j 0.11518+0.000468129j 0.0844283+0.000657254j -0.0346589-0.000673545j -0.0431524-0.000476961j 0.0141692+0.000730831j -0.0776013+0.000160356j -0.073374+0.000653137j -0.0785873-5.6147e-05j 0.0106977+0.000205574j -0.0165858-0.00103735j -0.0349396-0.000454908j -0.040897+0.000351728j 0.0620347+0.000156119j -0.0081955+6.42348e-05j 0.0899489-0.000128527j 0.00827969-0.000181483j 0.0596485-1.35157e-15j 0.0242827-0.000152762j 0.0160406+0.00089639j -0.0122442+0.000310477j 0.0169767-0.000221987j -0.00226477-0.000436584j -0.00852411+0.000309598j -0.00669934+0.000438483j -0.00251827-3.8064e-05j 0.000792646+0.000962725j 0.00340811-0.000202366j 0.000335517-0.000353461j 0.00395266+0.000840897j 
-0.00733723-0.000132327j -0.00372516-6.73246e-05j -0.023679-3.84708e-05j 0.0282736+0.000640421j 0.0135528-0.00136253j -0.0508669-0.0024649j 0.0989616+0.00378006j 0.0371156-0.000347337j 0.00784195-1.43786e-05j 0.29866+0.000731139j -0.633975-0.0022712j 0.292018+0.00174251j -0.231099+0.00074758j -0.133764-0.000963897j -0.0979771-0.000106362j -0.128348-0.00142697j -0.0546998-0.000698141j -0.134031-0.00121088j 0.0580045-0.00101759j -0.0114849+0.00063652j -0.0870945-0.000513194j 0.109629+0.000737536j 0.166166+0.000103601j -0.00616399+0.00113197j 0.0598676+0.000374551j -0.041563-0.00108255j 0.0738221+0.00044266j 0.0148303+0.000226248j -0.0164399-0.000174931j -0.0287237-0.000491456j 0.121798+0.00068079j 0.0669449-0.000263428j -0.0168211-0.000278942j 0.0412356+0.000755317j -0.016156-0.000420183j 0.0356742-0.000613933j 0.0621547+0.000225177j -0.072264+6.94028e-05j 0.0250374-0.000447666j 0.101391-3.16089e-05j 0.0176316+0.000362731j -0.0239885+0.00025112j -0.0400052-0.000995778j 0.0260441+0.000439507j 0.0738932+0.00117419j 0.0682351-0.000858343j 0.0396941-0.00108898j 0.0279849-0.000680777j 0.0152644-0.000113136j 0.00868606+0.000341841j 0.0822907+0.000253025j -0.0207813+0.000166573j -0.00471245-0.000372417j -0.0495031-0.000570277j 0.0862809-0.000310981j -0.0385076-0.000589011j 0.0503102+0.0010249j 0.0242827+0.000152762j 0.0589773-4.59702e-17j -6.31645e-05-0.000252763j 0.000210937+0.000567804j -0.00750413+0.000426336j 0.0060717+0.000176002j -0.00933977-1.39227e-05j -0.00765486+0.000552673j 0.00578398+9.24655e-05j -0.000180756-0.000152363j -0.00265784+2.02227e-05j 0.00281688+0.000390939j 0.0051897+0.000451076j 
0.0082056+0.000587274j 0.00769674-0.00120367j -0.0417637+0.00215574j 0.00586959-0.000214724j 0.086155-2.74619e-05j 0.0073837+0.000227215j 0.00251852-0.000489521j -0.0654125+0.000612528j 0.243902+0.00241395j -0.691286-0.0033268j -0.0620438-6.57715e-06j 0.172783-0.00108183j -0.331873-0.0013482j -0.165048-0.00131975j -0.20758-0.00190047j 0.0981863+0.000545742j -0.0351404+4.31817e-05j -0.0396443-0.00148535j -0.00259884-0.000173953j -0.00593909-0.00130189j -0.0200852-0.000688578j -0.00341859+0.000529201j -0.0909003-0.000827131j 0.081522-0.0010772j -0.0491149-0.00110697j 0.0417443-0.000810452j -0.0524432+0.000972367j 0.0402994+0.00114857j 0.0308534+0.000764691j -0.0661327-0.00121899j 0.0462718+0.0013554j 0.122372+0.000779201j 0.0406023+0.000935638j -0.0181196+0.00101719j 0.0293875+0.000429923j 0.0589245+0.000526695j 0.0108366+0.000832343j 0.0698913+8.56462e-05j -0.012234-0.000769463j 0.0189451-0.00142105j 0.0225005-0.000529076j -0.0285716-0.000315995j -0.019295-0.000314212j -0.0194842-5.22713e-05j 0.000740501+0.000313958j -0.00895787-5.0044e-05j -0.0110708-0.000508446j -0.017797+0.000665067j 0.0154917-0.000178195j 0.0276159-0.000578748j 0.0147602+7.75347e-05j 0.02328+0.00018768j -0.00813049+0.0002426j 0.040525+0.00046627j 0.00751671+0.000189021j 0.00416273-0.000644136j -0.00995737-0.000701915j 0.0160406-0.00089639j -6.31645e-05+0.000252763j 0.0179789-1.30104e-16j 0.0117279+0.000583026j -0.00318716-2.48314e-05j -0.00497767+0.000914015j -0.00759414+0.000536392j 0.000185332+0.000122357j 0.00260055-0.000358111j 0.0042851+0.000135328j -0.00264068-1.03168e-05j 0.00527218-2.49253e-05j 0.00359988+5.73323e-06j 
-0.00361107-0.0002477j -0.00229473-0.000471137j 0.00448166+0.000354105j -0.0720776+0.00142013j 0.0240091-0.00278294j -0.114518-9.44114e-05j -0.0425725+0.00145475j -0.0412727+0.00397839j 0.269689-0.00020982j -0.0885577-0.00238102j -0.418541-0.00128677j -0.640066-0.00486253j 0.189528-0.00280232j -0.140768-0.00119664j 0.0277666-0.000329742j -0.00499961-0.00181647j 0.0706628+7.19856e-06j 0.0691821+0.000802196j -0.00565599+0.00110263j 0.0412422+1.2141e-05j 0.0252527+0.000127309j -0.0222533+0.000272469j -0.00968414-0.000622171j -0.0908976+0.000653333j 0.043437-0.000191043j -0.0640498+0.000229662j 0.0683682-4.72077e-05j -0.0561889-0.00079038j 0.0132575+5.29704e-05j 0.0451888-0.00136242j 0.0527139+0.0013296j 0.0412594+0.000488709j 0.0658492+0.000822767j -0.000377754-0.00106433j 0.0747455+0.000646698j 0.0141518+0.000763772j -0.00485103-0.000513408j -0.0125717-0.000100524j 0.0243265-0.000350414j -0.0252452-0.000229936j 0.0910514-0.000197957j 0.0696856-0.000362542j 0.00332306+0.000507949j -0.00129167+0.000234221j -0.018664-0.00092221j 0.0251133+0.000285118j -0.0483755-0.000608953j 0.0451613+0.000182246j -0.0526932-3.48196e-05j 0.00580942+0.000265549j 0.0126656+0.000813985j -0.042831-0.000395505j -0.0232603-0.000622691j 0.00842202-1.16715e-05j 0.00266217-0.00014615j -0.0106377+0.000382013j -0.0428314-0.000791991j -0.0122442-0.000310477j 0.000210937-0.000567804j 0.0117279-0.000583026j 0.01763-6.11273e-16j -0.0202133-8.56374e-05j -0.00905244+0.000493539j 0.0313357-0.000298959j 0.0133845+0.000398687j -0.0273979-0.000166976j 0.0017071-0.000840792j -0.00406629+0.000662905j -0.00581642-1.11042e-05j -0.00340731-0.000353683j 
-0.00646124+0.000991916j -0.0051328+0.000377025j -0.0556411-0.00143445j 0.0300451-0.00161631j 0.103598-0.00284686j -0.0301997-0.00208761j 0.247117+0.00368588j 0.166471+0.00188301j 0.75418+0.00178961j 0.237756+0.000793141j 0.193119+0.00141419j 0.125492+0.001523j 0.0447484-0.000933312j 0.0248853-0.0010056j 0.100687-0.0001623j 0.095027+0.00114206j -0.00940651+0.0018595j -0.075084-0.00264093j -0.0132963+0.00118458j 0.0957122-0.000500972j 0.0439921+0.00066611j -0.047399+0.000460121j 0.0366617+0.000797484j 0.000213069+0.000354056j 0.0106159-0.000314838j -0.0573775-3.68255e-05j 0.0546087-3.04244e-05j 0.00793196+0.000225905j 0.0278439-0.000357725j -0.0422838-0.000207445j -0.00107298+0.000533191j -0.0248647-0.000170109j -0.034964-0.000822894j -0.0202689+0.000304079j 0.0417023+0.000536265j -0.00828749+6.76588e-07j 0.0485112+0.000279773j -0.0275379+1.24293e-05j 0.0100908-0.000327274j 0.0205656-3.57951e-05j -0.00571234-0.000285838j 0.00304229+0.000319671j -0.0022844-0.000333114j -0.00916513+4.28712e-05j 0.0428619+3.99459e-05j 0.00581376+0.000133968j -0.0600829-0.000243472j -0.0173676-0.000115992j 0.0176418+0.000126466j 0.0169449+0.00035817j -0.00656412-0.00012445j -0.00266675+6.66655e-06j 0.0180876-0.000486385j -0.0408657-0.000605233j 0.0110001+5.68116e-05j 0.0249098+0.000282157j 0.0347159+0.000407047j 0.0169767+0.000221987j -0.00750413-0.000426336j -0.00318716+2.48314e-05j -0.0202133+8.56374e-05j 0.0535759-9.58435e-17j 0.00806429-0.000482554j 0.00494969-0.000685286j -0.00038523+0.000374481j -0.0202455+0.000654744j -0.0040983-0.000539726j -0.00104466+1.20212e-06j 0.00325436+8.83577e-05j -0.00577479+0.000255542j 
-0.00765512-0.000426807j -0.0108722+0.000599874j 0.132676-0.00104846j 0.0353577+0.00680768j 0.0333119+0.00313537j 0.217353-0.00124504j -0.411577-0.00485187j -0.679467-0.0036854j 0.223755-0.00340289j 0.141468-0.000505345j -0.0260981+0.00257843j 0.114289+0.00154675j 0.0431832-0.000939361j 0.00513037+0.00403841j -0.00974717-0.000895195j 0.0167419-7.14566e-05j 0.0152305-0.00139327j 0.0328878-0.000270096j -0.0531829+1.34473e-05j -0.0600476+0.000219298j 0.0230923-7.93138e-05j -0.0323871+5.83971e-05j -0.0447947+0.00175192j 0.0362455+0.00186218j -0.0111945-0.000424208j 0.0153114+0.0013159j -0.04918-0.000385379j -0.0134507-0.000185041j 0.0154046-0.00196536j -0.0279178+0.000192809j -0.00544111-0.00101106j 0.0434165-8.44874e-05j -0.00977338-0.000797299j -0.0150044+0.000129757j -0.0178004-3.53378e-05j -0.00638606-0.00050002j 0.0289092-0.000608943j -0.0213984+8.15371e-05j -0.023321-2.18078e-05j 0.0264935+0.00024807j 0.0211534+0.000328571j 0.0290868+7.0388e-05j 0.0182242-0.000160524j -0.0217601+0.000150987j 0.0016462-0.000121357j 0.0165466-0.00028857j 0.00879027-2.67043e-05j -0.0108365-0.00109658j -0.00201959+0.000128299j -0.0196374+0.000804991j 0.00922048+0.000574454j -0.0182724+0.000132079j -0.0120611-0.000840455j 0.00648803-0.000425082j 0.00984994-0.000356486j 0.0139833+0.000423523j -0.00680442+0.000666769j -0.00226477+0.000436584j 0.0060717-0.000176002j -0.00497767-0.000914015j -0.00905244-0.000493539j 0.00806429+0.000482554j 0.0118393+5.20417e-18j 0.00564279-0.000728463j 6.49896e-05+0.00032563j -0.00884952+0.000517516j -0.00379427-0.00163407j -0.00658317-7.42292e-05j 0.000530759+0.000508002j -0.0106912-0.000600681j 
-0.00856343-0.000983323j -0.0290442+0.000756122j -0.017917+0.00407342j -0.136892-0.000579397j 0.0189033-0.000995367j -0.344671-0.00227957j 0.608316+0.00548241j -0.491162+0.000103677j -0.113819+0.000302291j -0.0121577+0.00176561j 0.0605688-0.000754504j 0.0557203+0.00329122j 0.043477+0.000455546j -0.102142-0.000650822j 0.0279109-0.00077923j 0.000856603-0.000475737j 0.0265368-0.000958792j 0.049222-0.00139763j -0.0179836-0.0014129j -0.0487712+8.88709e-05j -0.0203776-0.00111394j -0.029362-0.000237632j -0.0605611+0.00045312j 0.00217964-0.00106461j 0.00557063+0.00112165j -0.00661922-4.01212e-05j 0.010189+0.000886482j 0.00643583+0.000772928j 0.00834159-0.000354656j -0.00943668-0.000660572j 0.0120939+0.000804922j 0.0223412+0.00108599j -0.0280423+0.000684435j 0.0489927+0.00167225j 0.0068928-0.000454807j -0.0192564-0.00064777j -0.0104708+0.000489136j -0.00257681-0.000242396j 0.00992014+0.000103291j -0.0393301-0.000187682j -0.0174621+0.000270063j 0.00208994-8.7258e-05j -0.0149385-0.000873008j 0.0241109+0.000499164j 0.00901244+0.000872824j -0.0162463-0.00103727j -0.021034-0.00102412j 0.0241738-0.000388033j -0.0200767-0.000333772j -0.0154657-0.000852111j -0.0245427+0.000337697j 0.00347589+0.000366347j -0.0116251+0.000210761j 0.00151098+3.5814e-05j -0.000816106-0.000197484j -0.00551191-0.000475868j 0.000167784+0.000188253j -0.00852411-0.000309598j -0.00933977+1.39227e-05j -0.00759414-0.000536392j 0.0313357+0.000298959j 0.00494969+0.000685286j 0.00564279+0.000728463j 0.0257813-5.63785e-18j 0.00751842-0.000302916j 0.0174323-7.59501e-06j 0.000219629-0.000376875j -0.00405127-0.000225691j -0.00697373-0.000463606j 0.000387562-0.000557201j 
0.0258316-0.000620942j -0.0127751-0.000269963j 0.0198426-0.000320993j -0.050072+0.00128351j 0.538108+0.00293029j 0.615802+0.00232905j 0.302307+3.91081e-05j -0.0146443+0.000613018j -0.0810684-0.00290724j 0.0184794-0.00127506j -0.0393883+0.00055275j -0.0753604-2.3531e-05j -0.0151992+0.00128587j 0.0263148-0.000475801j -0.0322318+0.000417013j -0.0340684-9.74179e-05j 0.0104585+8.29114e-05j 0.0102657+0.000284896j 0.0278235+0.00113798j -0.035091-0.000100926j -0.0516892-2.21372e-05j 0.0522761+0.000638755j -0.0158082-0.000654979j 0.0175137+0.000221244j -0.0380368-0.000340221j 0.00226909-0.000176962j 0.00714359+0.000106457j -0.0197903-0.000378421j -0.0493938+0.000467508j 0.0178443+0.000413447j -0.000937554+0.000588368j -0.010761-0.000520583j -0.0200864+6.26388e-06j -0.0261361-0.00108355j -0.0074257+0.000524257j 0.00862416+0.000748932j 0.00506186-0.000160954j -0.00979532+0.000130854j 0.006039-7.10775e-05j 0.00416733+4.62409e-05j 0.00454883-0.000131057j -0.0100638-6.53415e-05j 0.0209225+0.000476034j 0.000870814-8.45726e-08j 0.00499483-0.000779591j -0.0264493-0.00029744j 0.012381+5.72698e-05j 0.026192+0.000770828j 0.0201573+0.000291063j -0.0268897-0.000577186j -0.0121833-0.000205185j -0.00424881-0.000242991j 0.0261399+0.000217788j 0.00925889-0.000187724j 0.025432+0.000305061j 0.00337284+0.000102045j -0.00946593-0.000776862j -0.00669934-0.000438483j -0.00765486-0.000552673j 0.000185332-0.000122357j 0.0133845-0.000398687j -0.00038523-0.000374481j 6.49896e-05-0.00032563j 0.00751842+0.000302916j -0.00690252-3.85976e-17j -0.00441403+0.000237j 0.00406318+0.000149866j -0.00764969+0.000223815j -0.00516595-7.131e-05j 0.002193+0.000275572j 
0.0107404-0.000569134j -0.0094641-0.000676293j -0.00414904-0.00647518j 0.174631-0.000557185j 0.687672+0.0069776j -0.466568-0.000438583j -0.22065-0.00676155j 0.0172651-0.00463187j -0.0432722-0.00174723j 0.0235065+0.00110389j 0.0124168+0.000839025j -0.00141317+0.00270022j 0.0246639+0.000181913j 0.0313614+0.000600015j 0.0034346+0.00120894j -0.00979267-0.000665341j 0.00999612+0.00102986j -0.0538778+0.000579387j -0.00120737+0.000253927j 0.023135+0.000122567j 0.0229034+0.000744602j -0.00594499-0.000469323j 0.0277154+0.00109754j -0.00517257+0.000393498j 0.000480778-0.000478165j 0.00335665+0.001151j -0.0108313-0.00129682j -0.00523063-0.000220458j -0.00533095-0.000430443j 0.0105707+0.00108436j -0.0153949-0.00158024j 0.000417337-0.000504104j -0.00206451-0.00142901j -0.00070687-0.000140237j 0.0112146+0.000532742j 0.00572324+9.04673e-05j 0.00437811+5.54035e-05j -0.00501856-1.85574e-05j 0.015222+4.39084e-05j 0.0290086+0.00013523j 0.010929-0.000356047j 0.016945+0.000389994j 0.00490414+0.000328542j -0.00642542-0.000499044j 0.00151337-6.68434e-05j 0.0184963+0.000651508j 0.00874366+0.000739564j -0.0111553+0.000547164j 0.00640274+0.000178201j -0.00351289+0.000132881j -1.14635e-05-0.000430275j -0.00239934-0.000125467j 0.0110762+0.000224797j 0.0076583+8.8577e-05j 0.0182059+0.000419394j 0.00658421+0.000251964j 0.00769052-0.000291495j -0.00251827+3.8064e-05j 0.00578398-9.24655e-05j 0.00260055+0.000358111j -0.0273979+0.000166976j -0.0202455-0.000654744j -0.00884952-0.000517516j 0.0174323+7.59501e-06j -0.00441403-0.000237j 0.0255063+2.81893e-17j -0.00807087+0.000528499j 0.00255695+6.07997e-05j 0.00222573-7.61141e-05j 0.00300225+0.000488053j 
0.0839318-0.00295559j -0.0572351-0.0063358j -0.0863859+0.00321909j 0.839955+0.00529142j -0.0876027-0.000950295j 0.0427758+0.00310672j 0.105596-0.00135465j -0.0446534-0.00357578j -0.00289372+0.00120589j -0.0120878+0.00112134j -0.00621176-0.00166726j -0.060013-0.00115672j 0.0233167+0.00038256j -0.0228677-0.001445j 0.00466674-0.00100771j -0.0110138-0.000249723j 0.0167399-0.000486947j -0.0276244+5.52816e-05j 0.003521-0.000586165j -0.00881148-0.000581221j 0.0104766-0.00052423j 0.010669+0.000144583j -0.00510547-0.00100476j -0.00893144-0.000851269j -0.0134629+0.00017018j -0.0141001-0.000416278j -0.00101595+0.00057481j -0.0026256+9.64155e-05j -0.00327712+0.000292569j -0.00387561-0.000646345j 0.00414264+0.000852353j -0.0108251+0.000578704j -0.00139801+0.000970402j -0.00908389-6.08423e-05j -0.000828241-0.00054268j 0.00404367+0.000104957j 0.0026393+0.00041039j -0.00408339-0.00022508j -0.00233851-0.000136659j -0.00310508-0.0004407j 0.00353783-3.51354e-06j 0.00937254-0.0004664j 0.0079651+0.000193852j -0.00230941+0.000360735j 0.00107224-0.000333436j 0.0016427-0.000462284j -0.00182808-0.000733502j 0.00707377+0.000550077j -0.00239831-0.000610826j -0.0038182-0.00104778j -0.00990878+0.000322222j -0.0051451+0.000133778j 0.00579322+0.000268192j -0.00240532+0.000609703j 0.00334351-7.43497e-07j -0.00448135-0.000832656j -0.00237502-0.00112678j 0.000792646-0.000962725j -0.000180756+0.000152363j 0.0042851-0.000135328j 0.0017071+0.000840792j -0.0040983+0.000539726j -0.00379427+0.00163407j 0.000219629+0.000376875j 0.00406318-0.000149866j -0.00807087-0.000528499j 0.00587837+4.33681e-18j 0.00195399+0.000100344j -0.0028825-0.000776156j 0.0120958+0.000312649j 
