-0.172605+7.42462e-16j -0.0220442+0.0193883j -0.0189351-0.0121027j 0.0631986+0.120521j -0.0254958+0.0127737j 0.0180379-0.0114459j 0.0165269+0.118108j 0.00489095+0.0145693j -0.00890178+0.0232593j 0.00449934-0.0402305j -0.0132271+0.0247432j -0.0306652+0.0177704j -0.0221216-0.0475482j 0.0118259+0.0217812j -0.0373577+0.00508331j 0.00434538+0.0260059j 0.00298824+0.0163527j -0.0135555-0.00711149j -0.00844015-0.0348272j -0.026858-0.00649465j -0.00404833+0.00975337j -0.00474556-0.00867704j -4.93316e-05+0.00659336j -0.0277002-0.00644051j 0.00791314+0.00794829j 0.0303608-0.019908j -0.017195-0.0176652j -0.00287173-0.00656355j -0.0107565-0.0174594j -0.00159311-0.0398447j 0.00491508+0.0265589j -0.00388621+0.00540737j -0.00210313-0.00777574j 0.00190852+0.0196401j 0.00154685+0.0061577j 0.0136743+0.00704448j -0.00490373+0.0104439j -0.00263422-0.0106934j 0.00039762-0.00336195j -0.0129011+6.54186e-05j -0.00152295-0.0127804j 0.0101129+0.0257858j -0.0391266-0.00792332j -0.0130123+0.00563899j -0.00123729-0.00101266j -0.0105315-0.0318432j -0.016573+0.034684j -0.0173181+0.00298092j -0.0266419-0.0295744j -0.00209988+0.00281439j 0.0147162+0.00958337j 0.0314733-0.037579j -0.0268202-0.0051413j -0.00580706+0.0182579j -0.0320386+0.0345327j -9.17178e-06+0.00180338j 0.000217308+0.0142406j 0.00838942-0.0197094j 0.0101365-0.0150186j 0.0138572+0.00940711j -0.0128207+0.00212304j 0.0155164-0.0264199j -0.0066057-0.00689196j 0.0149452-0.0159608j -0.00908545-0.0187653j 0.00738838-0.00320747j 0.0221943-0.0003556j 0.0417283-0.0109366j -0.0087474+0.0046891j -0.00436928-0.0252131j -0.0427561-0.0264312j 0.0281617-0.0160811j -0.0336877+0.0217327j -0.0326801-0.0213504j -0.0338549-0.0323081j -0.00309885-0.00786505j -0.00142309+0.00501027j 0.00519254+0.0345043j -0.0363282+0.0492397j -0.00808533+0.0535728j -0.00149438+0.0192633j -0.0148717+0.0101713j 0.00767877-0.0472801j 0.0187448-0.0564389j 0.0967967-0.206668j 0.101485+0.19672j -0.389823-0.0504603j -0.0487069-0.168839j -0.0406702+0.185941j 0.0716768+0.0332671j -0.00997002-0.0147246j -0.181912-0.025116j 
-0.0173181-0.00298092j 0.0215427-0.0406073j -0.00657292+0.0440309j -0.0102105-0.00647669j 0.0110292-0.0415283j 0.00675423-0.0454323j -0.112504-0.00721221j -0.0657403+0.0635453j -0.0494666+0.0687741j -0.032494-0.127799j -0.11837-0.0131262j -0.0629292+0.108182j -0.0442933+0.00760162j 0.0315029+0.00848937j 0.0634946-0.059447j 0.0413815+0.0604554j 0.0556579+0.0119103j -0.0342875-0.0057084j -0.042285+0.126344j -0.0213472+0.0537667j -0.0359627-0.0585838j -0.0712147+0.0220919j 0.084799-0.0128937j 0.026342+0.0805767j 0.13038+0.0710898j 0.0960725+0.061241j -0.0135002+0.0242185j 0.147872-0.0445268j 0.0400443-0.0771592j -0.0677393+0.018118j -0.0511919-0.0744149j -0.0557054-0.026528j -0.128949+0.0670399j -0.010162-0.0274549j -0.0503757+0.0542679j -0.0486419+0.173862j -0.00760763-0.0952568j -0.0573713-0.0182393j 0.0995343-0.0764874j 0.0566037+0.0456807j 0.00291476+0.0439382j 0.0351534+0.0316053j -0.0471978+0.0288772j 0.00591501+0.0389198j -0.059092-0.00706648j -0.0208489-0.0331715j 0.0125592+0.00537071j -0.109311-2.97158e-15j -0.038744-0.0966735j -0.00852587+0.0482437j 0.0372591+0.0933283j -0.0479698+0.055587j -0.0696498+0.00282921j -0.013376-0.13608j 0.0256732+0.0420142j -0.0293557-0.105488j -0.0668333+0.0344462j -0.0150788+0.0286372j -0.0249293-0.0286982j 0.017766+0.0302187j 0.0856282-0.0667933j 0.00621484-0.0473099j 0.0938758-0.077511j 0.0346557-0.0163105j 0.102388+0.0587658j 0.0480272-0.129332j -0.00119949+0.0028098j -0.00419172-0.0384426j 0.00675701+0.048193j 0.0104601+0.0412011j -0.0822332-0.0779499j 0.00187581+0.0378656j -0.0445447+0.0964961j -0.0201836+0.011043j -0.0314058+0.139123j 0.0488116+0.00658417j 0.00410683+0.0419231j -0.054284+0.00838591j -0.0333556-0.00189055j 0.0225176+0.0589543j 0.0194066-0.0543559j 0.0197236+0.0796828j 0.0398308-0.0953739j -0.0408095-0.00694498j 0.0133383+0.0468398j 0.0111049+0.0134879j -0.0138548-0.0513899j -0.0224729-0.0507103j 0.0912811-0.0426471j -0.0721008-0.0703512j 0.0269949-0.0348159j 0.0049421-0.0297315j 
-0.0266419+0.0295744j -0.0255905-0.0428024j -0.00398394+0.0190496j 0.00449299+0.0326888j -0.082953+0.0250125j 0.00348294+0.038429j -0.0753602-0.0495245j 0.0114723+0.00460511j 0.0903647-0.066335j 0.0294323+0.058363j 0.0187949+0.120814j 0.0989868+0.0333876j 0.041113-0.00410051j 0.0121966-0.0917806j -0.0210641+0.0814361j 0.101216+0.152273j 0.0707246-0.0539644j 0.0471545-0.133396j 0.0447193+0.0255556j -0.0276058-0.0877337j -0.0393408+0.0424961j -0.0122174-0.0446918j 0.022327-0.0460426j -0.0487104-0.0538668j 0.0572721+0.142726j -0.00674517-0.0713526j 0.0165748-0.0108597j 0.0092653-0.0158971j -0.00850663-0.085143j 0.113037+0.0504068j -0.0488085-0.104949j -0.018279+0.0667735j -0.00646041-0.0838447j 0.0287029+0.0955866j 0.0677653+0.0804421j -0.0386818+0.00592639j -0.00999268-0.000270328j 0.028588-0.0210687j -0.0253025+0.121029j 0.00106324-0.0385174j 0.000520909-0.00201124j -0.0147654+0.00650217j 0.0396935-0.0217138j 0.015259-0.00390952j 0.0404814-0.0383471j -0.0114781+0.0565809j -0.0104233-0.0306303j -0.038744+0.0966735j 0.0432553-5.13478e-16j 0.00758641-0.0530243j 0.0212915-0.00389892j -0.0634435-0.0104695j 0.00703198-0.0171794j 0.0339104-0.0258722j -0.00413019-0.058267j 0.0165489+0.121154j 0.0448891+0.0292676j 0.0319071-0.035947j 0.0307484-0.0165848j -0.0420303+0.000985572j -0.0162829-0.0267995j -0.0592115+0.0478759j 0.0704733-0.0740757j -0.010171+0.0528332j -0.0656857-0.0712497j -0.0195686-0.0334586j 0.0855017-0.0836673j -0.0144009+0.0407257j -0.0269519+0.0953385j 0.0740218+0.113365j -0.041301-0.103299j -0.126574-0.0614562j 0.101053+0.0922508j -0.0617309+0.163813j 0.0049357-0.180878j 0.0920485-0.0449863j 0.0545049+0.0633797j 0.00565791+0.177051j -0.0847525+0.0948184j -0.0503395-0.137728j 0.022393+0.0770855j 0.10479+0.0485517j 0.012731-0.0188613j -0.086185+0.130015j 0.0626274+0.0373856j 0.00142516+0.00579926j 0.0412966+0.0612562j 0.029196-0.0442152j -0.00881019+0.00350757j 0.0319461+0.0299517j 0.010429+0.00859254j -0.0065756-0.02091j 
-0.00209988-0.00281439j 0.00415545-0.0174544j 0.0276849+0.0268744j 0.00593362+0.0464004j -0.0523188-0.017399j -0.00521525+0.0629207j -0.0608094+0.0539476j 0.0555548+0.00365665j 0.129618-0.0417299j -0.0726754+0.0854308j -0.0897415-0.0294205j -0.00248033+0.0248226j -0.0247698+0.0325204j 0.00108366-0.0364741j -0.0474698+0.149672j 0.0326801+0.0299489j -0.00824189+0.0144152j 0.00455435-0.00106778j 0.0942802-0.0371387j -0.029537+0.0249809j -0.0862383+0.062432j 0.0278079-0.02699j 0.00375976+0.0250179j -0.0254356-0.0560668j -0.0116273-0.00641763j -0.0772137-0.0756364j -0.00378567-0.0390002j 0.0862488+0.109986j -0.0132951+0.066315j -0.0430864+0.0517629j -0.0255124+0.069939j 0.0260223+0.061197j -0.0390003-0.00845488j 0.00599702-0.0579229j 0.0518066+0.0786299j 0.000737643-0.0483807j 0.119516-0.093492j 0.0360155-0.031124j -0.00394984-0.0464631j -0.0143439-0.0659972j 0.0370368+0.00788822j 0.0250864-0.0119698j 0.01191-0.0628781j 0.0623077+0.00317299j 0.00610189-0.0274777j -0.0375088+0.0503613j -0.0277464-0.00597745j -0.00852587-0.0482437j 0.00758641+0.0530243j -0.0467087+1.89605e-15j 0.00409353+0.0169775j -0.0146625-0.0420361j 0.0409381-0.01187j 0.0231493+0.036845j 0.0133578-0.0557473j 0.0310654-0.011577j 0.0153561-0.0244782j 0.00333999+0.00985181j 0.0634055+0.0594777j -0.0668561+0.0172394j 0.00806526+0.0567861j -0.020126-0.0376843j -0.0905306-0.0280391j 0.0438331+0.0227023j -0.00728971+0.0124504j 0.0706698+0.0990594j -0.00545255+0.00390931j 0.0249753-0.113662j 0.0674206-0.0926268j -0.0358045-0.0578716j 0.00635528+0.0158807j 0.00899062+0.116451j -0.0241153+0.0139499j 0.105025-0.0801723j 0.00291623+0.161135j -0.0802008+0.0231031j 0.0315282+0.0571736j 0.0162371-0.0814318j 0.0547166-0.0228013j -0.0390635+0.107208j -0.00533805-0.00465479j 0.0611136-0.0287766j -0.09663+0.0812482j 0.00974159-0.0171225j -0.00161526-0.0439437j -0.0444004+0.123341j 0.0804683+0.0923653j 0.0504791-0.0191632j -0.00971809-0.00380436j 0.0444518+0.0270886j -0.00927287+0.00276048j -0.000682445-0.0190346j 
0.0147162-0.00958337j -0.0015138+0.012577j 0.0369285-0.00150708j -0.00343914+0.0037642j -0.00911611-0.0219036j -0.0481673+0.0223033j -0.0305103+0.00857948j -0.0471939-0.0681637j 0.052143+0.117761j -0.0396054+0.116167j -0.0779434-0.0599246j 0.0526189-0.051401j -0.00794491-0.00615396j 0.0652769-0.0288098j 0.0141382+0.0531451j 0.0855525+0.0418206j 0.0857515+0.109184j -0.0295837+0.0588155j 0.0571242-0.102296j -0.0605448+0.0176064j 0.0702634+0.0735963j 0.0959208-0.0121638j 0.0605484+0.0667066j -0.00748242+0.0183036j -0.0705079-0.0651694j 0.000959494-0.007142j 0.00760155+0.0460155j -0.0266063-0.0026655j 0.0371449-0.0438989j -0.0487701-0.0154508j -0.0601302+0.0903959j 0.0777533+0.0668877j 0.0300271-0.0251527j -0.105035-0.0986115j -0.117028+0.0139622j -0.0209729-0.0568659j 0.0628353-0.0298944j -0.0111452-0.041465j -0.0462434-0.138946j -0.0225609+0.00563234j 0.0581312+0.00330241j 0.045081-0.0359883j 0.0202653-0.0557794j -0.0127005-0.00208063j 0.0150699+0.031237j -0.0224651+0.0458028j 0.0740435-0.0119112j 0.0372591-0.0933283j 0.0212915+0.00389892j 0.00409353-0.0169775j -0.0713652+5.32907e-14j -0.0134737-0.0439503j 0.0695321+0.0804504j -0.0710104+0.0214971j -0.00245054-0.00320859j -0.028927-0.0403339j 0.102857+0.0156347j 0.0511729+0.0557174j 0.0299491-0.0311162j 0.0562186-0.029108j -0.00714109+0.0111748j 0.00700408+0.0232757j 0.0502749-0.0657882j 0.03554-0.0774033j 0.027538-0.0524902j -0.0461628+0.0219537j -0.012148+0.178315j -0.0981081+0.0259802j -0.120367-0.0811756j 0.0297511+0.0313677j -0.0114924-0.112679j 0.0541291-0.0555773j -0.00283346+0.0472405j -0.121808+0.0264259j 0.0188493-0.0419185j -0.0230484-0.242676j -0.0135751-0.0440663j -0.0413077-0.0890287j 0.0140234-0.00684582j -0.00137699-0.0054345j -0.0319769+0.0910536j -0.0812007+0.00495086j 0.0463327-0.0106812j -0.086286+0.032663j -0.0603104+0.00142999j -0.00183819-0.0453724j -0.105069+0.0324872j -0.00553431+0.0798096j -0.0629327+0.00344183j 0.00531587-0.0125055j -0.0434518-0.023206j 0.00333482-0.00825297j 
0.0314733+0.037579j -0.00359877-0.00571545j -0.0409245-0.0604487j 0.0602828+0.0200415j 0.0176512+0.0347779j -0.0150908+0.0370777j 0.0816302+0.0641634j 0.0594389+0.0227734j -0.036257-0.121161j 0.0823213-0.0430466j -0.00214222+0.0109327j -0.0140612-0.163395j -0.0955394-0.0976821j -0.0407257+0.000800088j -0.0291396+0.0185929j -0.224607-0.176971j -0.0952656-0.149004j -0.0302692-0.0512291j 0.0842798+0.0372921j 0.180308+0.0693662j -0.0896373-0.0622144j 0.00763773+0.00647951j -0.0481138-0.0374105j -0.0779684+0.0506994j -0.0583862-0.0632469j -0.00359378+0.0648914j -0.146476-0.0408754j 0.0518397+0.0361172j 0.0232218+0.0682392j 0.0227385+0.0222702j 0.0413502+0.119157j 0.0160053+0.0200134j -0.00852465+0.0365925j 0.0200662-0.0324063j -0.0741104-0.0101207j 0.0198008-0.0155057j -0.0328249-0.0767571j -0.000943429+0.0392462j -0.0417777+0.053932j 0.0446576+0.0343387j -0.0454798-0.0814189j 0.0244815-0.0696807j 0.033615+0.0333896j -0.0248426-0.027838j -0.10239+0.00343159j 0.0337198-0.0493848j -0.0612772+0.0197026j -0.0479698-0.055587j -0.0634435+0.0104695j -0.0146625+0.0420361j -0.0134737+0.0439503j 0.0732737+6.93889e-18j -0.023318-0.0215334j 0.0468044-0.0253268j 0.0620779+0.0484303j -0.0621552-0.0244308j 0.0179858-0.043371j -0.0212283+0.0191027j 0.011307+0.00919322j 0.00983993-0.0512426j -0.0352553+0.042512j 0.0631508+0.0151281j 0.0521699-0.00231533j 0.0847858+0.0507419j 0.0525332+0.0223096j -0.00344246+0.0210126j 0.0505711+0.00612275j -0.0602576+0.085813j -0.082055+0.00746729j 0.0617337+0.0425985j -0.0150038-0.0469147j -0.0324167+0.0539228j 0.0241771+0.0537634j -0.0618988+0.134226j 0.0834737+0.00144913j 0.0130399+0.0430291j 0.0458423+0.0151513j -0.121515+0.00392056j 0.00996518+0.0488721j -0.0259919+0.00621885j -0.0953888-0.0172775j 0.042314+0.00119876j 0.0949152-0.0118784j 0.0172263+0.0241713j -0.0234513+0.0684877j 0.0587231+0.0377032j 0.0413932-0.0613969j -0.0595654-0.016007j 0.0237731+0.0194423j -0.0198518+0.024581j 0.0089395-0.0137437j -0.00602212-0.0193913j 
-0.0268202+0.0051413j 0.00880364-0.00273273j 0.00365317-0.0277759j 0.01505-0.0262002j 0.0879363-0.0392217j -0.0376267+0.0110976j -0.0563726-0.00872917j 0.000787356-0.0201386j 0.0457701+0.0814262j -0.076775+0.0803393j -0.136833-0.00832765j -0.0268182+0.114308j 0.0266907+0.00798107j 0.0475699-0.0528591j 0.0469352-0.0646627j 0.0308131-0.0406558j -0.0613126-0.0258659j 0.00934695+0.105967j 0.0572097-0.0161668j -0.0488974+0.00600973j -0.0038353-0.0171237j -0.00113272-0.0358779j 0.118809-0.042005j -0.035458+0.00117283j -0.0237924+0.0118299j 0.064155-0.0304121j -0.057395+0.00568551j -0.0924246-0.0357516j 0.0463768-0.0271658j 0.0233456+0.059392j -0.00339973-0.0288261j -0.0320847+0.0494954j -0.0816979+0.000968795j 0.0305927-0.00490757j 0.00426274-0.0843191j 0.074798+0.0136429j -0.0935877+0.0237687j 0.0601346+0.0268324j -0.0218414-0.0198238j 0.0701588+0.0268542j -0.102901-0.0227199j 0.0235597+0.0100536j 0.0108888+0.0231947j -0.0210263-0.00781811j -0.00711083-0.0227061j 0.00404969+0.0130639j -0.0268292-0.089924j -0.0696498-0.00282921j 0.00703198+0.0171794j 0.0409381+0.01187j 0.0695321-0.0804504j -0.023318+0.0215334j -0.0608922-4.18068e-16j 0.0303877+0.0483468j -0.0648187+0.0224676j 0.0085721+0.00561895j 0.041948+0.0512744j 0.0722084-0.0175805j 0.0560963-0.0112374j -0.0748971+0.0344047j -0.0444296+0.0322016j 0.0855645+0.0479899j -0.0126175+0.0435779j 0.102676+0.0806141j -0.0558904+0.042181j 0.0905889+0.0983842j 0.0478543-0.0457691j -0.0943377+0.0205866j -0.179449-0.128787j 0.073821-0.0714933j -0.0276055-0.0475709j -0.0775725+0.0307161j -0.0321599-0.0351411j -0.0979733-0.0624086j 0.0704603-0.0878721j -0.0336376+0.024691j 0.120358+0.0216163j -0.0106141+0.00224716j -0.00981964+0.0394591j 0.0765972-0.0540678j -0.071398-0.0326773j 0.00184825+0.0172688j 0.107699+0.11941j 0.0681374-0.0880886j -0.0245057-0.110465j 0.0830558+0.0739337j 0.0685445-0.0277974j -0.0596798-0.0921259j -0.0088273+0.0703796j 0.00814886-0.00344516j 0.032043-0.012416j -0.0400756+0.000850836j 
-0.00580706-0.0182579j 0.0146549+0.0132719j -0.000501415-0.00381359j -0.0444854-0.040215j 0.0626728+0.000676098j 0.026657-0.0255258j 0.046013+0.0192899j 0.0776613+0.0645838j -0.0921983-0.0964512j -0.0321152-0.0584116j 0.0487778+0.0184852j -0.0543314+0.0538902j -0.0376614-0.0378657j 0.00889243+0.0320177j -0.0636812+0.0144213j -0.0359344-0.044285j -0.0850738-0.010182j -0.0734058+0.0335145j -0.0601366+0.00915719j 0.0858698+0.0205408j 0.0248722-0.0153367j -0.0291593-0.0785896j -0.0104732+0.0647592j 0.00341944-0.072688j 0.016027-0.0411932j -0.0842413+0.0798024j -0.0763919-0.0141903j 0.0552649+0.0137143j -0.00525274+0.115117j -0.0647774-0.00940909j 0.0313355+0.0673106j 0.0302965+0.00226095j -0.0104153-0.00582605j 0.0125762+0.00479813j 0.0173691+0.0341415j 0.0397446+0.0825702j 0.0641279-0.023792j -0.01938-0.000969551j -0.0150727-0.00153448j -0.0211572+0.0138469j 0.0294521+0.0180008j 0.0261368-0.0691068j -0.0490867-0.030469j -0.0456403+0.00397516j 0.0451685+0.0460542j 0.00732606-0.0013087j 0.00836349-0.0411012j -0.013376+0.13608j 0.0339104+0.0258722j 0.0231493-0.036845j -0.0710104-0.0214971j 0.0468044+0.0253268j 0.0303877-0.0483468j -0.00306505-1.59595e-16j -0.0186883+0.00140607j -0.0501406-0.0129106j 0.0764862-0.0327874j 0.0532672-0.0240323j 0.0979167-0.0141323j 0.00552792+0.0774401j -0.018127-0.00599165j -0.017431+0.0526854j 0.0320965-0.0399822j -0.0368715+0.0251912j 0.00959268+0.0301633j -0.0226129-0.0741003j 0.00999457+0.0470309j -0.0782204+0.00358798j 0.0436367-0.036049j 0.183901+0.00922096j -0.144469-0.109987j 0.00646756-0.0409103j -0.0329167+0.0453143j 0.00240532+0.184199j 0.0437364-0.156944j 0.0462055-0.0506639j 0.0451937+0.0298211j 0.00360343+0.0750313j -0.0599226-0.0628341j 0.106206+0.019498j 0.0414892-0.0278012j -0.0179772+0.0624876j -0.0340092+0.0146585j 0.097684-0.0128681j -0.0258651-0.0930587j -0.0585115+0.0709561j 0.0796349+0.0169576j 0.010071+0.138942j 0.0131348+0.000895668j -0.021718+0.0121354j 0.00688782+0.00962526j 0.0047278+0.00646121j 
-0.0320386-0.0345327j 0.000854994-0.0130788j 0.0112551-0.034551j -0.0180665+0.0397835j -0.00837655+0.0822343j -0.0675071+0.102031j 0.0425283+0.0300991j 0.0289844-0.0830295j 0.0639261-0.0855554j -0.00128634+0.109921j 0.0380877+0.161891j 0.212233+0.118659j 0.0834641+0.0269488j 0.0348693-0.0603986j -0.0532457+0.102865j 0.0528301+0.0705978j -0.0737961-0.0370325j 0.0115392-0.0480163j 0.0354095-0.0620599j -0.0130628-0.0653784j -0.051309+0.1065j -0.00363311+0.00956392j 0.0409367+0.0469225j 0.108743-0.146981j -0.00792597-0.0337754j -0.100984+0.0573998j 0.0391099+0.101029j 0.00505456+0.0399753j 0.0059942+0.00116848j 0.0415596-0.0413088j -0.0537418+0.00634064j 0.0105046+0.0134386j -0.054081-0.0574519j 0.0503007+0.0853889j 0.017423+0.00483119j 0.0427891+0.00939189j -0.010868-0.0659194j 0.0177829+0.00108042j -0.0561768-0.0244569j 0.00296257+0.0351519j -0.014796+0.0325186j 0.0294576-0.0221603j -0.00469952+0.0800337j -0.0412322+0.0175489j 0.0202405+0.0592001j 0.0117742+0.0812064j -0.0155826+0.0599906j 0.0256732-0.0420142j -0.00413019+0.058267j 0.0133578+0.0557473j -0.00245054+0.00320859j 0.0620779-0.0484303j -0.0648187-0.0224676j -0.0186883-0.00140607j 0.0593601-4.84699e-14j 0.0563546+0.047835j 0.0288924-0.0527113j -0.104556+0.0536296j -0.0121508+0.0476991j 0.000479766-0.00667912j 0.00136782-0.0170574j -0.0266722-0.013787j -0.0259975-0.036784j -0.0164586+0.018977j 0.0250049-0.0291299j -0.0256762-0.111807j -0.0476451+0.100905j -0.0390763-0.0735701j -0.0147528+0.0452775j -0.0624729+0.00420001j -0.151033+0.0471696j -0.0518112+0.0213626j -0.0157972-0.0757228j -0.0361304+0.000978149j -0.00114992+0.0973086j -0.00751759-0.0118535j 0.0220554+0.063981j -0.0479015+0.0106285j 0.0401238-0.0838819j -0.0171423+0.079228j 0.00149889-0.0175755j -0.0190407-0.0112624j 0.0765306-0.148221j 0.01375-0.0451044j -0.0178099+0.0027855j 0.0673767-0.0116059j -0.0301512-0.0728121j -0.0963704+0.0634837j -0.0402258+0.0770554j 0.0249594-0.0188501j -0.0322418+0.0122866j 0.026606-0.00342522j 
-9.17178e-06-0.00180338j -0.0130991+0.00150861j -0.0241174+0.0351382j -0.0325118+0.0170449j -0.0393942-0.0129455j 0.0218827-0.0105845j -0.0365607-0.0872912j 0.0486393+0.112572j -0.0525269-0.0741958j -0.00101029-0.0238032j 0.0271099+0.0868489j -0.0376194+0.0302064j 0.0525124-0.0593869j -0.0156222+0.0507523j -0.0471671-0.016653j 0.0121082+0.0369331j -0.017436-0.0355547j -0.027619-0.0416638j -0.0811344-0.00841251j 0.0215909-0.0233128j 0.0221629-0.0394934j 0.0589766-0.0392047j -0.020083-0.0208202j -0.101051-0.038896j -0.00508842+0.0270785j -0.111655-0.058589j 0.00701746-0.0313221j -0.000726612-0.0604074j 0.0417556-0.0899991j -0.00216902-0.0318674j -0.0434765+0.0434475j 0.0566233+0.0162885j 0.0487429-0.13259j -0.0390228-0.0141604j -0.019037+0.0324045j -0.00698508+0.0997306j -0.0108094+0.00500066j -0.022432-0.00839308j -0.0464218+0.00489392j -0.00582037+0.050791j 0.0708796+0.0276904j -0.0494021+0.0409643j -0.00733097+0.0538996j -0.02591-0.0178507j 0.00802025-0.0128374j 0.0127874+0.00865527j 0.070855-0.0137492j -0.0293557+0.105488j 0.0165489-0.121154j 0.0310654+0.011577j -0.028927+0.0403339j -0.0621552+0.0244308j 0.0085721-0.00561895j -0.0501406+0.0129106j 0.0563546-0.047835j 0.000827666-7.07767e-16j 0.0477415+0.043531j 0.0595261+0.0618208j -0.0920204-0.0951538j -0.0914566-0.0545346j 0.00442779+0.0662501j -0.062368+0.0304557j -0.135048-0.0681096j 0.144742-0.0540906j 0.0062871+0.0382551j -0.0436286+0.0107233j 0.114568-0.0496291j -0.0288215-0.0414778j -0.0537538+0.0484218j 0.000742852-0.0352925j -0.0101497+0.0195565j 0.0804208+0.175493j 0.0572911-0.0216835j 0.0816689-0.161314j 0.0948225+0.100644j -0.0107531-0.0240157j -0.011638+0.0686824j -0.120653-0.068156j 0.0118493-0.039501j -0.00274848-0.0165391j -0.0465627+0.0295359j -0.0465704-0.0360738j -0.0172537-0.0331564j -0.012821+0.134064j 0.0844435-0.0668131j 0.00585369-0.116903j -0.0633808-0.0285577j 0.00911785-0.0145856j 0.0239943-0.05463j -0.00599323-0.0230411j -0.0108733+0.018289j -0.0384542+0.00808211j 
0.000217308-0.0142406j -0.0235824+0.00163914j -0.0372264-0.0515622j -0.013784+0.00560759j 0.00575489-0.00875073j 0.0153612-0.0191126j -0.00971383-0.00235777j 0.0578002+0.0157628j -0.0160045-0.0290669j -0.0068108-0.0813133j 0.00452949+0.0103208j -0.0685408+0.044667j -0.0274535-0.00119245j 0.000724318+0.00851415j 0.00439158-0.0713755j 0.000481072-0.0785554j -0.0780153-0.0943011j -0.027924-0.0278485j 0.037018-0.0490347j 0.0301044-0.00158198j -0.00866121-0.0376915j -0.0185942+0.0315001j 0.0671011-0.0382453j -0.0348145-0.000367953j -0.0677859+0.0416742j 0.00724612-0.000758653j -0.00539475-0.0733841j -0.0588477+0.0246905j -0.0257979-0.114729j 0.0258763-0.0158794j -0.0191197-0.00163309j 0.00398392+0.00555399j -0.0620041-0.00867072j -0.00463251-0.0196821j 0.0406599-0.00940179j -0.0386543+0.0851762j -0.0387635+0.0158493j -0.0161142-0.0197062j 0.0368617-0.000438858j -0.00909453+0.0206142j -0.0430699-0.0371561j -0.0258409+0.0185348j 0.0391898+0.0145026j -0.0055635-0.0397621j -0.0418451-0.0420892j -0.013869-0.0359141j 0.00117349-0.0190611j -0.0668333-0.0344462j 0.0448891-0.0292676j 0.0153561+0.0244782j 0.102857-0.0156347j 0.0179858+0.043371j 0.041948-0.0512744j 0.0764862+0.0327874j 0.0288924+0.0527113j 0.0477415-0.043531j -0.00675134+1.52656e-16j -0.00849742+0.0997735j 0.0333486-0.126341j 0.0757542-0.0576708j 0.105936-0.0972417j 0.0581029+0.0752577j 0.0359064-0.022582j -0.19611-0.126425j -0.0529396-0.0576737j 0.0823121-0.0369052j -0.0573719+0.175228j 0.00823951+0.0929397j -0.0677997-0.0680933j 0.12774+0.132929j -0.101398-0.064298j 0.0789604-0.0480469j 0.163808+0.0330606j 0.00596445-0.0467941j -0.0986247-0.0467417j -0.124099-0.140281j -0.120026-0.0638538j 0.170078-0.0397052j 0.099883-0.109279j -0.00902659+0.0760289j 0.0904306-0.0158106j 0.0603517+0.0486507j -0.0127658-0.0232391j -0.0060628+0.0636088j 0.00223673-0.00804767j 0.00654293-0.0847338j 0.087197+0.0427162j -0.0287861-0.0629324j 0.000995962-0.0130581j -0.00498976-0.0734178j -0.0141044+0.0155434j -0.0137725-0.0311311j 
