-0.172605+7.42462e-16j -0.0220442+0.0193883j -0.0189351-0.0121027j 0.0631986+0.120521j -0.0254958+0.0127737j 0.0180379-0.0114459j 0.0165269+0.118108j 0.00489095+0.0145693j -0.00890178+0.0232593j 0.00449934-0.0402305j -0.0132271+0.0247432j -0.0306652+0.0177704j -0.0221216-0.0475482j 0.0118259+0.0217812j -0.0373577+0.00508331j 0.00434538+0.0260059j 0.00298824+0.0163527j -0.0135555-0.00711149j -0.00844015-0.0348272j -0.026858-0.00649465j -0.00404833+0.00975337j -0.00474556-0.00867704j -4.93316e-05+0.00659336j -0.0277002-0.00644051j 0.00791314+0.00794829j 0.0303608-0.019908j -0.017195-0.0176652j -0.00287173-0.00656355j -0.0107565-0.0174594j -0.00159311-0.0398447j 0.00491508+0.0265589j -0.00388621+0.00540737j -0.00210313-0.00777574j 0.00190852+0.0196401j 0.00154685+0.0061577j 0.0136743+0.00704448j -0.00490373+0.0104439j -0.00263422-0.0106934j 0.00039762-0.00336195j -0.0129011+6.54186e-05j -0.00152295-0.0127804j 0.0101129+0.0257858j -0.0391266-0.00792332j -0.0130123+0.00563899j -0.00123729-0.00101266j -0.0105315-0.0318432j -0.016573+0.034684j -0.0173181+0.00298092j -0.0266419-0.0295744j -0.00209988+0.00281439j 0.0147162+0.00958337j 0.0314733-0.037579j -0.0268202-0.0051413j -0.00580706+0.0182579j -0.0320386+0.0345327j -9.17178e-06+0.00180338j 0.000217308+0.0142406j 0.00838942-0.0197094j 0.0101365-0.0150186j 0.0138572+0.00940711j -0.0128207+0.00212304j 0.0155164-0.0264199j -0.0066057-0.00689196j 0.0149452-0.0159608j -0.00908545-0.0187653j 0.00738838-0.00320747j 0.0221943-0.0003556j 0.0417283-0.0109366j -0.0087474+0.0046891j -0.00436928-0.0252131j -0.0427561-0.0264312j 0.0281617-0.0160811j -0.0336877+0.0217327j -0.0326801-0.0213504j -0.0338549-0.0323081j -0.00309885-0.00786505j -0.00142309+0.00501027j 0.00519254+0.0345043j -0.0363282+0.0492397j -0.00808533+0.0535728j -0.00149438+0.0192633j -0.0148717+0.0101713j 0.00767877-0.0472801j 0.0187448-0.0564389j 0.0967967-0.206668j 0.101485+0.19672j -0.389823-0.0504603j -0.0487069-0.168839j -0.0406702+0.185941j 0.0716768+0.0332671j -0.00997002-0.0147246j -0.181912-0.025116j 
-0.0427561+0.0264312j 0.0414786+0.0431911j -0.0267545+0.0162923j -0.0192692-0.0458219j -0.0604384+0.0142778j 0.105771-0.0377557j 0.00545258+0.0633469j -0.00455535+0.0800718j -0.0632377+0.0252163j -0.0177166-0.0163036j 0.017471+0.0375508j 0.0415135-0.00932384j 0.0744221+0.122674j -0.0412763+0.0219756j -0.0022723+0.027554j -0.0231931-0.0476608j -0.0184024+0.00035538j 0.0152576+0.0192918j -0.00635451+0.0277721j 0.0408604-0.0418526j 0.0168179+0.0310813j 0.0120266-0.0215869j 0.000943241-0.0138267j 0.0570552+0.051742j -0.00913474+0.0476269j -0.0750177+0.0106533j 0.0144519+0.000124844j 0.0631581-0.0783742j 0.0172239+0.00963139j 0.0458194-0.0467983j 0.0348092+0.0573042j 0.0427754-0.0367121j 0.0399676+0.0284958j -0.0542838-0.00899755j 0.00776802-0.00618854j -0.0509606+0.0219168j -0.0252743-0.00695716j 0.0575692+0.0245911j -0.0310707-0.0228059j -0.0311254-0.00425124j -0.0636329+0.0207241j -0.0475992-0.0133356j 0.00248628-0.0149832j 0.000709512+0.0890057j -0.00360125+0.0229797j 0.016285-0.0759214j 0.0279082-0.0221283j -0.0822332+0.0779499j -0.041301+0.103299j 0.00635528-0.0158807j -0.0114924+0.112679j -0.0150038+0.0469147j -0.0276055+0.0475709j -0.144469+0.109987j -0.151033-0.0471696j -0.0101497-0.0195565j -0.101398+0.064298j -0.213515-0.0957534j 0.0430859-0.122399j 0.0996624+0.00562246j 0.0250379+0.0138554j -0.052586+0.231827j 0.0779473+0.00100946j -0.0168865+0.0262317j -0.00568174+0.0429066j -0.0510681-0.0464992j 0.104222+0.0986177j 0.0555836+0.0374244j 0.0189142+0.0887908j -0.0714918+0.0796725j -0.131717-5.2458e-15j -0.0487669-0.000731375j -0.137564-0.00305251j 0.0651712+0.0381993j -0.00306033+0.0898216j -0.0508626-0.0180624j -0.0313824-0.0660955j -0.0937734-0.0283484j -0.014106+0.0364158j 0.0193942-0.00116738j -0.0124577+0.023504j 0.00153364-0.0322721j -0.0064607+0.0655061j -0.0351813-0.0390692j 0.0129619-0.0199949j 0.024317+0.0170481j 0.00833351-0.0108888j -0.0123611+0.0678165j -0.0252008+0.0214985j -0.0259698+0.0199737j 0.0155325+0.0109924j -0.0199887+0.0553178j 
0.0281617+0.0160811j 0.0361649-0.0148602j 0.00909971+0.0157905j -0.014674-0.0518377j 0.0169026+0.0130612j -0.0366279+0.0041239j -0.126242-0.0692938j -0.00722741-0.0683812j 0.0725627-0.0312163j -0.0923354+0.0284325j -0.0265757-0.038331j -0.0491565+0.00905542j 0.102513-0.00547658j 0.041155-0.0648055j 0.0105311+0.0401616j -0.038905+0.0667818j 0.0248057-0.0674609j -0.0336595-0.00434643j -0.0164739-0.0697831j 0.0370371+0.0345704j -0.00302147+0.0399322j -0.07521-0.0901155j -0.01546+0.00532234j -0.063383-0.0809022j 0.000347259+0.0542398j 0.0240503-0.0714704j -0.0325212+0.0346794j -0.0745644+0.101971j -0.0365403+0.0415112j -0.0679835+0.0581775j 0.0322613-0.0509136j -0.0463834+0.0491908j -0.00303514-0.0122386j 0.0305679+0.0480085j -0.0334648+0.036152j 0.00991033+0.0240736j 0.00959447+0.0221833j -0.00565762+0.0267916j -0.00912901+0.0441669j 0.0271818+0.0454601j -0.00686438-0.0567838j -0.0517876-0.0305343j 0.0674063+0.0143616j 0.00298374-0.0487321j 0.0702599+0.0326376j 0.0541961-0.0634227j 0.0202623+0.00724157j 0.00187581-0.0378656j -0.126574+0.0614562j 0.00899062-0.116451j 0.0541291+0.0555773j -0.0324167-0.0539228j -0.0775725-0.0307161j 0.00646756+0.0409103j -0.0518112-0.0213626j 0.0804208-0.175493j 0.0789604+0.0480469j 0.0110633-0.0942229j -0.0928961-0.0966403j 0.0452705-0.0102155j 0.192927-0.0179916j 0.0353417-0.0162978j 0.163391+0.0167833j -0.115037+0.0410719j 0.0107821+0.0346038j -0.076198-0.0400943j 0.159895-0.132798j -5.97805e-05+0.018285j 0.0772898+0.0596764j 0.0408873-0.0416981j -0.0487669+0.000731375j -0.040199-7.42462e-15j 0.00127148+0.0417607j -0.00997472+0.0103081j -0.0258494+0.0462822j -0.0131098+0.0264566j 0.022579-0.00200944j -0.0248307+0.0449681j 0.0192881+0.0512832j -0.0575039-0.022363j -0.000355362-0.0423983j -0.0269825-0.0173509j -0.00188289+0.0349597j -0.0212019-0.0452818j -0.0108805+0.0406913j -0.000231781+0.012542j 0.0110875+0.0391665j -0.0277888+0.000682603j -0.0160905-0.00860396j -0.0057582-0.00220127j -0.00283017-0.0287699j 0.0019125+0.00460095j 
-0.0336877-0.0217327j 0.00167515+0.0222133j -0.0136569-0.0068959j -0.0360421-0.0454284j -0.026772+0.0113756j -0.112294+0.132491j -0.0779245+0.0841788j 0.0429486-0.0197018j -0.0376982+0.023943j -0.0271899+0.00293572j 0.00482583-0.016594j -0.0547611-0.0156035j -0.118362+0.0546433j -0.00770879+0.0247752j 0.0804884-0.0314321j 0.00520465+0.0713176j 0.0266079+0.0258032j -0.0680684+0.0308049j -0.0279299-0.0670366j 0.0534871-0.0357377j 0.0605299-0.0182454j -0.0243336+0.00644678j 0.104024+0.0136989j -0.0120796+0.0775102j 0.0194091+0.033228j 0.0381518+0.0118098j 0.0214836-0.0142547j 0.058691+0.0822112j -0.0429949+0.0484551j 0.00292116+0.0717756j -0.00904943+0.0583565j 0.0236435+0.0517961j -0.0243018+0.0278419j -0.0150623+0.000492896j 0.0249831+0.0134459j -0.0455635+0.0649379j 0.00386499-0.0615014j 0.00769194+0.0223917j 0.0563689-0.0190742j 0.0205618-0.0464034j -0.0414151-0.0753067j -0.0104796-0.0843976j 0.0137898+0.0192229j -0.0438299-0.0170675j -0.00455065-0.00266392j -0.0806273-0.000245128j 0.0774445+0.0203736j -0.0445447-0.0964961j 0.101053-0.0922508j -0.0241153-0.0139499j -0.00283346-0.0472405j 0.0241771-0.0537634j -0.0321599+0.0351411j -0.0329167-0.0453143j -0.0157972+0.0757228j 0.0572911+0.0216835j 0.163808-0.0330606j -0.0968503-0.106016j -0.00571192+0.0229621j -0.0303519+0.0398259j 0.0573268-0.00468872j -0.164738-0.0988305j -0.117654-0.0207715j 0.0210991-0.000672517j 0.104521-0.0272142j -0.0589568-0.0430608j -0.0147824+0.0130409j 0.0172455-0.107988j -0.00133675+0.0454311j -0.112148-0.0432321j -0.137564+0.00305251j 0.00127148-0.0417607j 0.0829866+5.89806e-16j -0.00435338-0.00377061j -0.103923+0.0872809j 0.00600624-0.0231839j -0.0375799-0.0295808j -0.0163226-0.0624138j -0.0162601+0.0475273j -0.0268007-0.0137732j 0.0659045+0.033851j 0.042154-0.00629334j -0.0272322+0.0016031j 0.0111918+0.0287524j -0.004202-0.0679825j -0.00207094+0.0772965j -0.00478103-0.0306872j -0.0357183+0.0291156j -0.0346211+0.0213366j -0.0211731-0.0517224j -0.00652636+0.00427955j -0.00730957-0.0035481j 
-0.0326801+0.0213504j 0.0170309+0.00455539j 0.0334022+0.0577832j -0.0142012-0.0513625j 0.00495251+0.168259j -0.0450263-0.0438807j 0.0695792+0.0682166j 0.108919+0.0940665j 0.0735401+0.00247018j 0.00234658+0.0336044j -0.0391786-0.0224185j 0.0409291-0.0225242j 0.0503015+0.00520906j 0.00738698-0.0254239j -0.013163+0.0847926j -0.0544054-0.0376945j -0.000467108+0.0019716j -0.0189788-0.0233678j 0.0703448-0.07295j 0.0175742+0.0491698j -0.0579365-0.0268745j 0.0786941-0.0798174j -0.0177544+0.0673497j 0.0336911-0.0348784j -0.021548-0.0470454j -0.0187172+0.0422201j -0.0325759-0.0177775j -0.071308-0.0095358j -0.00357092+0.0117248j -0.0875445-0.0221772j 0.0495264-0.0279805j -0.0307769+0.00353469j -0.00693269-0.017227j 0.0171552+0.0330651j -0.0295547-0.0242062j 0.0216902-0.0284039j -0.0186335+0.00384161j 0.00296405-0.0174493j -0.00724707+0.0139075j 0.00978377+0.0246056j -0.0160494+0.00508826j -0.000209878-0.061897j -0.00287707+0.00225118j 0.132785-0.0507136j 0.0592045+0.0895897j 0.0358608+0.059068j -0.0255584-0.0944486j -0.0201836-0.011043j -0.0617309-0.163813j 0.105025+0.0801723j -0.121808-0.0264259j -0.0618988-0.134226j -0.0979733+0.0624086j 0.00240532-0.184199j -0.0361304-0.000978149j 0.0816689+0.161314j 0.00596445+0.0467941j 0.0365018+0.025614j -0.171704+0.0632449j 0.0215734-0.0431607j -0.0167187+0.0904676j 0.0258652+0.0523344j -0.0253982-0.0807546j 0.133293-0.0138906j -0.0581641+0.0118947j 0.0155474-0.118241j 0.0512931-0.0427232j 0.0215147-0.110416j 0.00376929+0.0456718j 0.0598795+0.0637301j 0.0651712-0.0381993j -0.00997472-0.0103081j -0.00435338+0.00377061j -0.0525864-8.32667e-17j -0.00149895+0.000615226j 0.017889+0.063216j 0.0262406-0.0117026j 0.0215692-0.00828449j -0.0486073+0.0397688j 0.0433072-0.0473571j 0.0878696+0.00994456j 0.0139493-0.0128658j -0.0298357+0.00389221j -0.0404051-0.0169782j 0.0458305+0.00619967j -0.0290342+0.036974j 0.0349587+0.00656796j -0.0500206-0.00871563j 0.0180302+0.00684551j -0.0137168-0.014224j 0.0213396-0.00477787j 0.0108526+0.00500239j 
-0.0338549+0.0323081j -0.0476179-0.00946363j -0.0201026-0.0269924j -0.0543927-0.0957723j 0.0817491+0.0818885j 0.0788072-0.081998j -0.0327697-0.0688036j 0.0371628+0.0309229j -0.0131143+0.0215762j 0.0199465-0.0888439j 0.0459477+0.0867111j 0.00504577+7.7068e-05j 0.0294536-0.0382601j 0.0455999-0.0857684j 0.003648-0.0239543j 0.0191467+0.073816j 0.0343177-0.0273976j -0.0272989+0.00137278j 0.0479301+0.126875j 0.03092+0.039247j -0.0174989-0.0032075j -0.0114452-0.043471j -0.0200581+0.0632613j 0.0190076+0.0202363j -0.0100063-0.0541969j 0.0240046-0.0266375j -0.0276145+0.0207323j -0.0711485+0.00564889j -0.000131143-0.00222082j -0.0731004-0.00444978j 0.0393009+0.0727062j -0.00317804+0.0269335j -0.0500548-0.000287164j 0.0241252+0.00490667j -0.0178559+0.0447871j 0.0321581-0.0428536j -0.0242399-0.0247118j 0.0376906+0.0199708j -0.0527718+0.0635819j 0.00574178+0.0436663j -0.0597386-0.0501266j 0.00272185-0.016152j 0.0529128+0.0295984j 0.0422162-0.0842645j -0.0570326-0.0403524j -0.0434872+0.00407495j 0.0579375+0.0205383j -0.0314058-0.139123j 0.0049357+0.180878j 0.00291623-0.161135j 0.0188493+0.0419185j 0.0834737-0.00144913j 0.0704603+0.0878721j 0.0437364+0.156944j -0.00114992-0.0973086j 0.0948225-0.100644j -0.0986247+0.0467417j -0.117925-0.00352841j 0.00379902-0.0110636j 0.0240813+0.0783214j -0.0338466-0.0964022j -0.0928126-0.118142j -0.0925362-0.0796054j -0.0216314-0.123316j 0.0412239+0.01472j 0.112043-0.076455j -0.0147696-0.0581765j -0.0844618-0.0506362j 0.111523-0.0375818j -0.012473+0.0426494j -0.00306033-0.0898216j -0.0258494-0.0462822j -0.103923-0.0872809j -0.00149895-0.000615226j 0.0263818+3.52496e-15j -0.0255281-0.0352682j -0.0172611-0.032074j 0.0256627+0.000754148j -0.0300332+0.0579256j 0.0518145+0.0381422j 0.00953751-0.0110994j 0.0574394+0.0629127j 0.00148973-0.0329385j -0.0321167-0.0173314j 0.0148949-0.0439851j -0.0304033+0.0697819j 0.0176005+0.0850079j -0.0432117+0.0207481j -0.0025826-0.0615458j -0.0136335-0.0641484j 0.0388888-0.0457646j 0.00853805-0.049597j 
-0.00309885+0.00786505j 0.0502242-0.0323214j 0.0187458+0.0368333j 0.040607+0.0017648j -0.0414479-0.0375773j -0.219697+0.0419024j 0.028133+0.0917701j 0.0156218+0.00147568j 0.11401+0.0281182j 0.0165719+0.0748204j -0.0331559+0.0305568j -0.0798347-0.0525822j -0.0588437-0.101072j 0.0147909+0.00971744j 0.0294947+0.0194261j -0.00789356+0.000822036j -0.0307287+0.00743573j -0.0260117+0.0146311j 0.0468202-0.0797044j 0.00453319+0.0180711j 0.0245092-0.0444146j 0.0118721-0.150093j 0.0329449+0.0360572j -0.0428755-0.0787889j 0.0129038+0.020039j 0.0247334+0.0326972j 0.0190591+0.0203363j -0.0555273-0.0249108j 0.00637057+0.0156016j -0.0391307+0.0142372j 0.0183048-0.0507919j -0.0101855-0.0115045j -0.0575886-0.0275495j 0.025636+0.0560128j 0.019912+0.00411714j 0.074387+0.0427554j 0.00120771+0.0127125j -0.00716432+0.0380957j 0.0121424-0.00382631j 0.0487418+0.057608j 0.019394-0.00300351j 0.0950318+0.0566762j -0.0388837-0.0488972j -0.0364003-0.024615j 0.000456987+0.0618481j -0.0282303+0.00977713j 0.022586-0.0344699j 0.0488116-0.00658417j 0.0920485+0.0449863j -0.0802008-0.0231031j -0.0230484+0.242676j 0.0130399-0.0430291j -0.0336376-0.024691j 0.0462055+0.0506639j -0.00751759+0.0118535j -0.0107531+0.0240157j -0.124099+0.140281j -0.0301779+0.00794384j -0.0241896-0.114489j -0.128701-0.0910982j -0.0918527+0.085906j 0.0218309+0.148464j -0.0527998+0.00722692j -0.0489825-0.0490347j 0.0864511+0.0508253j -0.0297739+0.0305341j -0.00602924+0.0457279j -0.00182304-0.00923113j 0.118412+0.0471186j -0.0585385+0.0467819j -0.0508626+0.0180624j -0.0131098-0.0264566j 0.00600624+0.0231839j 0.017889-0.063216j -0.0255281+0.0352682j -0.119158+8.32667e-17j -0.0469557-0.031701j -0.0776843-0.00343374j 0.00865649+0.0113574j -0.0155782-0.00646894j -0.0462709+0.00719709j 0.0196597+0.0387011j -0.0177614-0.026995j 0.0712405+0.0868468j -0.00236956-0.00500448j -0.000915371+0.0311136j -0.0246794-0.0359733j -0.0115166-0.0269577j 0.0182255+0.00551612j -0.00605724+0.0050683j 0.00427112+0.0036441j 0.0197545-0.000619592j 
-0.00142309-0.00501027j 0.00736397-0.0278626j 0.00464245-0.00977991j -0.00560194+0.115298j -0.16292+0.0820996j 0.108448+0.105171j 0.0593536-0.252725j -0.0789288+0.0599167j -0.0410896-0.129114j 0.0341164-0.021579j -0.0479577-0.0338503j 0.00455444+0.118953j -0.0444416+0.0885063j 0.127233-0.0544329j -0.0399201+0.0147279j 0.0132379+0.0106809j -0.0276894-0.0268617j -0.0528579+0.0288952j 0.0511362+0.0208813j 0.00392515-0.026739j 0.00104818+0.0143957j -0.0627373-0.0157486j 0.00543076-0.033933j -0.118973+0.0259385j 0.0118835+0.0195537j 0.0583653-0.0779903j 0.0166881+0.0219428j -0.0562827-0.00555703j 0.000364588-0.000991682j -0.0112312+0.0097301j -0.0712395-0.0186351j -0.0471474+0.012021j -0.00308419+0.0940417j -0.0288329-0.0314252j -0.022893+0.0263856j 0.0567347-0.0439808j 0.0523926-0.000877274j -0.0284401-0.00952828j -0.0768056+0.016602j -0.0779812-0.0441641j 0.0324632-0.038494j 0.0752727-0.134384j -0.0454423+0.0256973j -0.0325288+0.0113347j -0.0321751-0.0109226j -0.0450452+0.00371451j 0.027812+0.016377j 0.00410683-0.0419231j 0.0545049-0.0633797j 0.0315282-0.0571736j -0.0135751+0.0440663j 0.0458423-0.0151513j 0.120358-0.0216163j 0.0451937-0.0298211j 0.0220554-0.063981j -0.011638-0.0686824j -0.120026+0.0638538j -0.0562009-0.0873633j 0.0149129+0.0106132j -0.0746704+0.174955j -0.0315342+0.0910117j -0.00279181-0.0381451j 0.0255569+0.038388j 0.0385196-0.0297884j 0.0360558-0.0435135j 0.114348-0.0974456j 0.0789569+0.0205944j -0.112474-0.00685365j 0.0518827+0.0128285j -0.0373185-0.00277914j -0.0313824+0.0660955j 0.022579+0.00200944j -0.0375799+0.0295808j 0.0262406+0.0117026j -0.0172611+0.032074j -0.0469557+0.031701j -0.0701263-9.02056e-16j 0.0289343-0.0581805j -0.0784043+0.0174359j -0.00710999-0.0544897j -0.0186398-0.0327598j 0.0428503-0.0127002j 0.0471177+0.0141607j -0.0596003-0.0185937j -0.00536135+0.0318684j 0.017404-0.00800937j -0.014949-0.026024j 0.0618021+0.0401498j -0.0378148-0.0384443j 0.00794216+0.0547305j -0.0230977+0.0115777j 0.00385189-0.00446922j 
0.00519254-0.0345043j -0.00535249-0.0249182j 0.000820284-0.00570012j 0.00496086-0.0529821j 0.137199-0.148496j -0.0153408-0.0998426j -0.149621-0.047108j -0.0235149+0.0686209j -0.0295836-0.0320967j -0.0533517-0.0342241j 0.00968247-0.0041766j 0.0519696+0.0304391j -0.0524947-0.00591904j -0.105611-0.0526611j -0.0315034-0.0171951j 0.0149153-0.0330865j 0.018454+0.0858952j -0.0225928-0.0345218j -0.00452596-0.0663642j 0.00644499-0.0135237j -0.0190069-0.0705365j 0.032281-0.0188819j 0.0463403-0.0304872j -0.0488217+0.0417405j -0.0225343+0.0219669j -0.00342412-0.0271946j -0.00386283+0.0182902j -0.0369194+0.066835j -0.0445466+0.0045719j -0.0477904+0.0259387j 0.0239189+0.0130087j 0.00225615+0.0221586j 0.0396795+0.0676568j -0.0579435-0.0503689j -0.00131113+0.0184389j -0.130967-0.0947079j 0.0151354+0.0198391j -0.0570655-0.0343453j 0.0646283+0.0674919j -0.0208499+0.00434178j 0.032245-0.0345079j -0.0541259-0.0749795j -0.0345674-0.0485164j 0.0299196-0.00752184j 0.00966157+0.130955j 0.0774459-0.00228736j -0.0155181-0.0576312j -0.054284-0.00838591j 0.00565791-0.177051j 0.0162371+0.0814318j -0.0413077+0.0890287j -0.121515-0.00392056j -0.0106141-0.00224716j 0.00360343-0.0750313j -0.0479015-0.0106285j -0.120653+0.068156j 0.170078+0.0397052j -0.0264464+0.0151722j 0.0795507+0.0818903j -0.0695886+0.111752j -0.00422923+0.233894j -0.00274864+0.00854263j -0.0816322-0.0775477j 0.0825394+0.00499012j -0.00866759+0.0527949j -0.0353653+0.0446254j -0.00963982+0.0373901j 0.0355828+0.0024811j 0.0711597-0.0162106j -0.015121-0.0201803j -0.0937734+0.0283484j -0.0248307-0.0449681j -0.0163226+0.0624138j 0.0215692+0.00828449j 0.0256627-0.000754148j -0.0776843+0.00343374j 0.0289343+0.0581805j -0.100244-1.249e-16j 0.0922752-0.0294679j -0.00737749+0.0376706j 0.00237324-0.00129805j -0.0356383-0.0206137j -0.0362302-0.0602386j 0.0172617-0.0237765j -0.0438004-0.0611532j 0.0312055-0.0231576j 0.0261573+0.0528631j 0.038724+0.053293j 0.0146257-0.0390073j 0.0265532-0.00995508j -0.0101489+0.0404746j 0.0235979-0.0158236j 
-0.0363282-0.0492397j -0.0150301+0.00549253j 0.0680747-0.111871j 0.0782363+0.0454807j 0.0367451+0.210234j 0.0461286-0.0699921j 0.0141891-0.00264588j 0.172809+0.00156395j 0.00136645+0.0662806j 0.00882098-0.00224655j 0.0623457+0.0397743j -0.0681251-0.0404548j 0.0490055+0.0463706j -0.000562419-0.0319702j 0.019055-0.02882j 0.0103174+0.038517j 0.0509651+0.0324835j 0.0456325+0.0247329j -0.0181221-0.0368186j -0.0270138-0.0355701j -0.00499535-0.0607728j 0.00691112+0.0585597j 0.0372393-0.0550471j 0.0215375+0.0485938j -0.00802998+0.0105319j 0.0332436-0.0204878j -0.000269707-0.0243343j 0.0312511+0.0752551j -0.00113926-0.00392116j 0.0672338+0.0266947j 0.0129837+0.0845294j 0.0294828+0.0250688j -0.056127-0.000570405j 0.0608569+0.0135788j -0.0262468-0.00688127j 0.0270425+0.0155334j -0.0542153-0.00580447j 0.0473207+0.0208918j -0.0175467-0.00913846j 0.0275176+0.00820337j -0.0665971-0.00503494j -0.0758005-0.0293132j 0.109363+0.0369419j -0.0062528+0.0420991j -0.0133031+0.0162115j -0.0152598+0.0955303j 0.00949407-0.0166265j -0.0333556+0.00189055j -0.0847525-0.0948184j 0.0547166+0.0228013j 0.0140234+0.00684582j 0.00996518-0.0488721j -0.00981964-0.0394591j -0.0599226+0.0628341j 0.0401238+0.0838819j 0.0118493+0.039501j 0.099883+0.109279j 0.0340306+0.106037j 0.0216149-0.0227018j -0.0022589-0.0189623j -0.0137431+0.0393188j 0.0168203-0.0707411j -0.0141113+0.0205433j 0.0352968-0.160268j 0.0381271+0.0140257j -0.00557061+0.0643378j 0.00271533-0.0549765j 0.0774084+0.00775628j -0.0647829+0.0175213j -0.000844321-0.0777871j -0.014106-0.0364158j 0.0192881-0.0512832j -0.0162601-0.0475273j -0.0486073-0.0397688j -0.0300332-0.0579256j 0.00865649-0.0113574j -0.0784043-0.0174359j 0.0922752+0.0294679j 0.0527757-8.74734e-16j 0.0442634+0.0219877j 0.00782792+0.0384279j 0.0468715+0.0634474j 0.010227-0.0215436j 0.0041093-0.0255589j 0.0462847+0.0141435j -0.0521857+0.0223158j -0.0248172-0.0488094j -0.0283319-0.013618j -0.013524+0.0413244j -0.0184604-0.0398983j -0.0183707+0.0146698j -0.00431723-0.00126299j 
-0.00808533-0.0535728j -0.000580331-0.0383278j 0.0208272-0.115653j 0.198555+0.10959j -0.00176032-0.027573j -0.042429-0.113113j 0.00759751+0.0898346j 0.0796821+0.220743j -0.0452609-0.0133909j 0.0548075-0.0104924j -0.160459+0.0271924j -0.0383161-0.0217871j -0.0565308+0.0257057j -0.0747203+0.00502395j -0.0374629-0.0588928j -0.0201322+0.0662645j -0.0438651+0.0403777j 0.0580744-0.00484483j 0.0373141+0.00396613j -0.114119-0.0245414j -0.0192368+0.0246397j 0.0266399+0.0156189j 0.00973006+0.0145639j -0.0287101-0.0320752j 0.0238897+0.0089615j 0.0700247+0.0399917j 0.100048+0.100857j -0.0163274+0.0385976j 0.0471133+0.0314311j 0.0116528+0.0456884j -0.0328208-0.0297263j -0.0419902+0.0101332j 0.00232545+0.00484364j -0.0404281-0.0388249j -0.0168787+0.00169654j -0.0569287-0.0342163j -0.035932+0.0088794j -0.0343303+0.0283088j 0.0316425+0.0138002j -0.00662902+0.0123864j 0.0614213-0.0108449j -0.0198513+0.0386381j -0.0331005-0.0428087j -0.0156642+0.0179653j -0.0397026-0.00674579j 0.0974759+0.00024547j -0.0737058+0.0590213j 0.0225176-0.0589543j -0.0503395+0.137728j -0.0390635-0.107208j -0.00137699+0.0054345j -0.0259919-0.00621885j 0.0765972+0.0540678j 0.106206-0.019498j -0.0171423-0.079228j -0.00274848+0.0165391j -0.00902659-0.0760289j 0.0195699-0.0300769j 0.00365682+0.0660848j 0.00971359-0.0347154j -0.0153926-0.0190132j -0.018869-0.0222007j -0.00599079-0.0761522j -0.0358997+0.0515685j -0.0571381+0.0232253j 0.0244669-0.0393619j 0.0560823-0.0120937j -0.0314159-0.105518j 0.0142827+0.0230043j -0.0747161+0.0881869j 0.0193942+0.00116738j -0.0575039+0.022363j -0.0268007+0.0137732j 0.0433072+0.0473571j 0.0518145-0.0381422j -0.0155782+0.00646894j -0.00710999+0.0544897j -0.00737749-0.0376706j 0.0442634-0.0219877j -0.060761+4.16334e-16j -0.016194-0.0474136j 0.0280183+0.0571371j 0.0391635-0.0345364j -0.0220509-0.010046j -0.00347798+0.0553242j -0.00139625+0.0372901j 0.0707381+0.00438255j 0.0531178+0.0174716j -0.0354539+0.0508381j -0.00729503+0.135131j -0.0413277+0.0534616j 0.0196053-0.0188495j 
