0.0693611-0.159221j 0.188689-0.16883j 0.437684+0.0794393j -0.0478034-0.344632j -0.119174+0.0983837j -0.717476-0.189368j 0.130477+0.189548j -0.0744165+0.607245j -0.490061-0.496174j -0.0337661-0.28551j -0.320343-0.519868j 0.754874-0.37206j 0.706569-0.277262j 0.146295-0.515346j -0.19992-0.210688j -0.761288-1.16777j -0.719358-0.111397j 0.854117+0.189177j -0.424299+0.482615j 0.381533-0.211802j -0.111132+1.18298j -0.0497298-0.260691j 0.404323+1.10229j -0.0388346-0.492187j 0.466491-1.60061j -1.34536-1.02659j 1.52882+0.339386j -2.12505+1.34037j -0.406689+0.142325j -1.5068-1.5214j 0.0699933-0.33464j -0.12719-0.587098j -0.220227+0.219222j 0.0923137+0.67211j -0.164174-0.590617j 0.0877764+0.864744j -0.0573374+0.0571985j 0.940525-0.0272841j -0.536129+0.88951j -0.0508043-0.165325j 1.12692-0.0440455j 0.694258+1.28724j 0.486484+1.21987j 0.399752+0.136096j 0.840181-1.46066j 0.417119-0.725309j 0.566483-0.453433j 0.893762-1.19297j -0.0606408+0.734774j -1.24015-1.55819j -0.209568-0.346237j 1.67341-0.860828j -0.641864-0.476149j 0.925622-0.66559j 0.331065-1.45374j 0.692459-0.745937j -0.236942+1.00189j 0.514397-0.0715348j 0.0184827-1.04541j -0.221599+0.564955j 1.85083+0.348583j -0.610079+0.948778j 0.977253+2.17183j -0.804076-0.514549j 0.924262+0.450198j 0.780988-0.628639j -1.37478+1.04274j -0.0698961-2.80152j 2.71173-0.674295j 
0.076124-0.30715j -0.282328+0.10875j -0.545669-0.00872426j 0.551921-0.206239j 0.061941-0.3758j -0.712242-0.190045j -0.161042+0.374825j -0.483644+1.42158j 0.297269+0.274189j 0.347405+0.147732j -0.0285932+0.033698j 0.13719-0.0535298j -0.917627-0.554518j 0.607409+0.7543j 0.295212-1.07134j -0.561787+1.03141j 0.0441236+1.00378j 0.461197-1.29327j -0.546382-0.0273085j -1.38041-0.389974j 0.179655+0.0186553j -1.28528-1.73747j -2.68292-0.876864j 0.18894-0.805403j 0.578655+0.211857j -0.921764-0.246089j -0.457489+1.74604j 0.650819+0.0314373j 0.281557+0.0241064j -0.472987-0.413446j -0.0722038+0.395751j -0.0907934+0.582878j 0.0298943-0.825146j -0.445456+0.538063j 0.211863-0.162426j 0.0754512+0.403356j 0.036886+0.2559j 1.14908+0.215163j 0.189816+0.0177707j 0.238102-0.968578j 0.466886+0.331673j 1.36683-0.0160849j -0.442068+0.765307j -0.296355-0.281196j -0.442688+0.288297j 1.51117-0.0689091j 0.23704+0.47706j -1.0641+0.533541j -0.543926-1.31507j -0.648985+0.398871j -0.45424+0.444876j 0.193932-1.19969j 0.099149+1.38165j -0.509929+1.0404j -0.631204+0.0693158j -0.134291+0.197832j 1.06724+1.90559j 0.561329-0.786032j -0.248245+2.13028j -1.98858-0.00981224j 1.19233+0.897759j 1.80371+0.0289448j -1.66806-1.09047j -0.475272-2.56852j 0.418661-0.359736j 0.0398314-0.102547j -0.0843209-0.640202j -0.831958+0.152318j 0.462871+0.165416j 
-0.437619-0.602631j -0.22516+0.316834j -0.370704+0.211634j -0.111842-0.206971j -0.481687-1.42109j 0.444447-0.0755622j 0.597153+0.503576j -0.085708+1.70824j 0.0641696-1.95737j -0.918812+0.140532j 0.0143598-0.105227j 0.0133243+0.421057j 0.855206+0.52184j 0.820026+0.456014j 0.286841+1.50378j -0.945292-0.371431j 0.803207+0.330317j 0.627783-1.17919j -0.102645+0.71916j 2.12609+0.101725j 0.901674+1.40426j 1.98108-0.868139j -0.0669582-0.377116j 2.42219+0.475074j -0.917671+0.167544j 1.0577-0.898216j 0.468655+0.215979j 1.3192-0.511798j -0.184723-0.522526j -0.797307-0.362155j 0.31285-0.0311084j 0.274252-0.125767j 0.0757798+0.654351j -0.0610893+0.789244j 0.618603+0.495147j -0.130967-0.531055j -0.0313965+0.0288627j -0.3562-1.28475j -0.111745+0.990386j -0.23744-0.696118j -0.0718785-0.103879j 0.735662+0.265193j 0.421473-0.00461169j 0.868549+0.278547j 0.471609-0.161788j 0.425371+0.466327j 0.313263+0.198052j -0.80157-0.40899j -0.530031+0.255688j 0.04786+0.94535j -0.0868115+0.434734j -0.986062-0.0522684j -0.254173+0.535697j -0.134309+0.688175j -0.67411-1.00379j 0.59916-0.711495j -0.526761+0.149265j -1.08916+0.817005j 0.444292+0.790373j -0.769955-0.963707j 0.134391+0.67788j -0.346465-0.127501j 0.114718+0.14992j -0.796746-1.13575j 0.181766-0.0623581j 1.19496+0.417954j 0.153354+0.337281j 0.852078+0.0507785j -0.21074-0.623907j 
-0.152989+0.481605j 0.180099-0.092107j 0.24977+0.335683j 0.163433+0.119788j -1.13904+0.803556j -0.208148+0.0291676j 0.402924-0.482409j 1.57613-0.766618j -1.56922+0.792814j 0.144884+0.627469j -0.124423-0.250224j -0.10165+0.12022j -0.20013-1.22023j 0.383593-1.03667j 0.503199-0.208776j -0.483838+0.419473j 0.0613766-0.727074j -1.10253+0.356137j 0.78379-0.20323j -0.605587-1.56348j 0.585338-1.24998j -0.829791-1.38811j -0.00553021-0.144044j -0.417683-2.77076j 0.75122+0.495314j -1.02404-0.593149j 0.339314-0.38077j -0.64385-0.777482j -0.610261-0.401819j 0.0767018+0.782048j 0.657022-0.0853321j 0.25837-0.464987j 0.378265+1.18969j 0.197778+0.676257j 0.614843-0.440738j -0.103955-0.525216j -0.297155-0.3876j -0.61925-0.592514j -0.0587901+0.687992j 0.149719+0.268773j 0.229245-0.366146j -0.0407273-1.33837j 0.310583-0.281396j 0.829619-1.00702j 0.10164-1.37687j 0.529524+0.511864j -0.215661-0.73951j -2.07859-1.15281j 0.0583543+2.02038j -0.492603+0.241461j 0.303194+1.62966j -1.09115+0.991566j 0.0788731+0.937916j -0.389828+0.439265j -0.435707-0.418558j 0.993173-0.251886j -1.18177-1.24736j -1.477+1.30113j -0.23449+0.629891j -1.07563-1.39583j -0.43522+0.0495743j -0.553405-0.550456j -0.0760385-0.166771j -0.869323-0.418597j 0.317968-0.380398j 1.19898+0.726172j -0.0591261+0.0602261j 1.18612-0.222053j -0.475935-0.908537j 
0.19167-0.563297j -0.641593+0.147321j -0.438025+0.298313j 1.04737-0.689938j 0.0264211-0.59994j -0.09436+0.490089j 0.440174-0.0132964j 0.00242103-0.133434j -0.272864+0.71059j -0.67323+0.28693j -0.626886-0.352033j -0.535985+2.13086j -0.472164-1.11088j 1.02333+0.223294j -1.80977+0.894195j -0.400729-2.04767j 0.75783+0.0974403j 2.309+1.20057j 0.0887828+0.301357j 0.00694879+0.984573j -0.324871-0.678785j 0.228+0.267504j -0.179443-1.67871j -0.649241-1.74392j -0.250056-0.978853j 0.315582+0.515335j -0.0819397+0.539983j 0.767575+0.0655095j 0.359821-0.278328j -0.308573-0.546963j 0.5737-0.00380509j 0.189903-0.0761943j -0.663085-0.108814j 0.705797-0.588415j 0.206544+0.185039j 0.175915-0.241497j 0.254224-0.0143032j 0.0295777+0.293065j 0.416165-0.442053j 0.0962107-0.050711j -0.682333+0.986696j -1.04597-0.29732j 1.24432+1.04504j -0.126285-0.252339j 0.0192999-0.375566j -0.428284-0.0477382j 0.263653+0.691576j -0.00919368-0.535002j -0.328058-1.45889j -1.09238-0.029361j 0.0184336+0.621467j 1.70689+0.482767j -0.827543-0.402755j -0.463037+0.966964j 0.291978+0.550844j -0.826617+0.321615j 0.444121+0.493345j 0.0987028-0.824252j -0.409962+0.527684j 0.359716+0.0311298j 0.178647+0.335512j 0.882999+0.864599j -0.80054+0.526676j -1.02788+1.31656j 0.115517-0.237688j -0.534757+0.225124j -0.117445+0.0383876j 0.0601751+0.411934j 0.156585-0.0063886j 
0.160231-0.0537474j -0.0181156-0.439451j 0.817924+0.580604j 1.01412-1.25503j -0.579071+1.18994j -0.902611-0.125922j 0.862355+0.755413j -1.48521+0.25321j -0.379123+0.269851j -0.878585-0.802232j 0.710959+1.36695j -1.23065-0.884084j 0.751016+0.670027j -0.0199246-1.06522j 0.590295+0.767034j -1.04178-0.676059j -0.125807+0.42217j 0.250832-1.7242j -0.744084-1.11264j -0.248249+0.702079j -0.115195-1.00292j -0.9597+0.845855j 0.765359-1.36563j -0.0466875+0.220675j 1.13866+0.815672j 2.17961+0.24139j 0.0137636+1.01291j -0.015206-0.57015j -0.172221+0.230656j -0.158526+0.0142111j 0.514992-0.117398j -0.727755-0.158232j -0.0610142+0.233052j 0.790302-0.955813j -0.219206-0.0760727j 1.26725+1.18861j -0.0291087-0.476713j 0.685659-0.630499j -0.011858+0.102528j 0.687241-0.0237179j -0.303323-0.141725j 0.70044+0.0702164j -0.780196-0.158348j -0.193839+1.0311j -0.133115-0.205548j -0.442007+0.628934j -0.798829-0.0484346j -0.486758+0.280107j 0.742274+0.131992j -0.00705656+0.0239016j 0.408367-0.207985j 0.407399-0.221062j 0.78565+0.764788j -0.208471+0.161263j 0.0347668+0.873965j 0.662106-0.0377715j 0.361225+0.128921j -0.395914-0.03989j -0.476839-0.0909049j 0.157847+0.224036j -0.338608-0.710678j -0.230164+0.379755j -1.2888+0.72739j 0.508395-0.191393j 0.678033+1.24413j 0.22763+0.20154j -0.708785+0.215384j 0.400165-0.00611983j 0.133545+0.293416j 
-0.403535+0.251997j 0.583025+0.283583j 0.431651+0.111997j -0.698986-0.627594j -0.361598+0.414406j -0.0664905-0.109611j -0.874358-1.04919j -0.36512-0.407236j 0.921634+0.571697j 0.616571+0.726658j 0.0180315+0.917506j 2.06993-0.753984j -0.868779+0.613339j 0.0691421-0.521658j 0.0187268+1.66967j -1.29138+0.00724672j 0.0175101-0.207778j -0.313956-2.45861j 0.21536-0.496794j 0.993642-0.225477j -0.780492+0.462283j -0.119464+0.46258j -1.68709+0.598079j -1.90923+0.985098j -0.324823+0.742068j -0.0511947+0.27611j 0.00721932-0.0101837j -0.517032-0.356711j -0.152589-0.163093j 0.0234728+0.579354j 0.430231-0.100082j 0.305648-0.137367j -0.254088+0.262838j 0.935148-0.38219j -0.43143-0.921653j -0.0954492-0.535041j -0.174366-0.160691j -0.21943+0.210035j 0.18896-0.65921j 0.272052+0.182532j -0.358764+0.942907j -2.02554-1.39295j 1.54489+0.280792j -0.16305-1.57319j 0.258085-0.993331j -0.769891+0.483355j 0.613946-0.285768j -1.18167-2.09379j 0.378372+0.0871229j -1.15268-0.346023j -0.140043+2.4677j 2.26591+1.69174j -1.0396-0.117686j -0.694673+0.18236j 0.651892+1.45789j 0.417801+0.0576888j 0.00709188-1.01616j -0.0578867+0.222224j -0.914535-0.248846j -0.260238-0.925288j -0.577565+0.0152213j 0.544719+0.728151j -0.671384+0.708119j -1.27982+1.54057j -0.205989-0.365985j -0.303876+0.117098j -0.114704-0.0553465j 0.201344+0.0881804j -0.140812-0.131176j 
-0.0177614+0.321416j 0.427514-0.311566j -0.175265-0.297488j 0.409155+0.33238j 0.254536-0.0153924j -1.27421-0.344373j -0.925385-1.48863j 0.37216+0.537671j -0.71663+0.362248j -0.252441+0.672003j 0.205844+0.11885j -0.3736-0.648636j 1.12653-0.931788j 0.968136+1.90541j -2.6259+0.229958j 1.36364-2.13999j 1.03272+1.16323j -1.59346-0.491692j -0.0327668-0.19169j 1.64923+0.182583j 0.244443-0.454509j -0.335883+0.913419j -0.233557-0.33531j 0.836455-0.620287j 0.560875+0.813012j -0.888261+0.195703j -0.567211+0.172724j -0.283151+0.263613j -0.281283+0.472201j 0.171473+0.157524j -0.775744+0.0420083j -0.0799303+0.0645618j 0.167092-0.648865j -0.0783463+0.0239989j -1.16242-1.24514j -0.0805562-0.198994j -0.647559+0.344158j 0.0598689-0.535744j 0.176483-0.327338j -0.394946-0.838502j 0.603252-0.296037j 1.04476+0.0248616j -0.803129-0.162644j 0.223028+0.0772934j 0.322528+1.16928j -1.15485+0.707875j 0.960463-0.889933j -0.0205511-0.890261j 0.344305+0.0774678j 1.50979+0.425805j -0.695227+0.587589j -0.526365-0.887006j -0.185853+0.172771j -0.0820698-0.809677j 0.148541+0.399679j 1.94985-1.00624j 0.647202-0.456976j 0.441063+1.08919j 0.402475+0.158965j -0.347742-0.0223039j -0.440735+0.0833549j -0.407393-0.402789j 0.140406+0.52797j 0.688508-0.652536j -0.721688+0.108582j -0.0867535-0.744206j -0.34228-0.226559j -0.60824-0.363505j -0.14342+0.418774j 
0.0919067+0.128529j 0.433975-0.430368j -0.0218419+1.01898j 1.72988+0.381268j -1.19686-0.163387j -0.23039-0.939365j -0.0928431+0.868075j -0.576323-1.00074j -0.588719-0.217648j 0.280768-0.847551j -0.818495+0.933337j 0.379863-1.37934j -0.0342201+0.766504j 0.9579-0.0891249j -0.601967+0.594186j 0.356844-0.995328j -0.644179+0.0883578j 1.46004-0.344693j 0.943631-0.730922j -0.668347-0.191697j 1.03468-0.316032j -1.09941-0.727307j 1.61491+0.171812j -0.0426079+0.051327j -0.423332+1.30563j 0.364659+2.19531j -0.99703+0.286153j 0.669332-0.250083j -0.125754-0.45598j -0.119642+0.076144j -0.34518+0.460361j 0.558048+0.0601131j 0.0402132-0.374412j -0.851938+1.16275j 0.306261+0.0122974j -1.4008-0.736502j 0.253751+0.779378j -0.552919+0.924953j 0.152563-0.0910532j -0.490651+0.485186j 0.710245+0.26099j -0.785168+0.407298j 0.719247-0.0800984j -0.0273391-1.31187j 0.47559+0.186096j 0.610672-1.18179j 1.07786-0.0852927j 0.68708-0.52367j -1.50835+0.0756317j -0.325111-0.276531j -0.471659+0.00625937j -0.746078+0.232619j -1.07611-1.33726j 0.706447-0.238634j 0.0908092-1.22489j -0.847232-0.0423377j -0.41846-0.363054j 0.826597-0.133594j 0.294015+0.217425j -0.0068349-0.194743j 0.434974+0.710806j 0.452998-0.654516j 1.38945-0.722852j -0.527456+0.082661j -0.818711-1.28725j -0.244359-0.244051j 0.486121-0.343984j -0.301789-0.295397j 0.0742995-0.325053j 
0.389503-0.618814j -1.01786-0.197827j -0.2377+0.279969j 1.32937-0.405554j 0.2918+0.0622849j 1.10603-0.91816j -0.108542-1.25226j 0.744492-0.169365j 0.522095-1.96153j 0.768952+0.212695j -0.370043-0.347226j -1.20173-1.71064j -0.25497+0.55202j 0.83908-0.635108j 0.702121+0.746174j -0.313925+1.10138j 0.515823+1.22066j -0.698401-0.054189j 0.568076-0.718017j 0.959469+1.46024j 1.21166+0.177119j -1.13792-1.32916j -0.0882737-0.42113j 0.193822-0.165105j -0.20608-1.3771j -0.125628+0.237114j 0.221856+0.120643j 0.0600157+0.0721344j 0.516185-0.478049j 0.19362-0.640386j 0.929137+0.607971j -0.176916-0.0540963j -1.16458+0.12489j 0.0334928-0.0765526j 0.654007-1.31297j -0.241727+0.00840856j -0.768598+0.422747j 0.137936+0.154782j -0.669781+0.66723j -0.552284+0.463767j -0.912635-1.4707j -0.436499+0.995794j -1.26981-0.64886j 0.490647-0.683942j -0.0178837-0.100011j -0.332926+0.370084j 1.70762+0.0892991j 0.0677516+0.603392j -0.450958-1.58266j 0.8007-0.743784j 0.969243-0.562527j -0.0576226-0.574777j 0.0182359+0.283898j 0.34319+0.306222j -0.888279+0.0543493j 0.161291-0.322905j 1.17999+0.116615j 0.391989+0.562814j 0.0902066-0.426429j 0.135767-1.01404j 0.626639-1.30597j -0.180578-0.115219j -0.0418992-0.37201j -0.41873-0.0297919j 0.161944-0.716807j -0.554562+0.792173j 0.121196+0.168568j 0.240001+0.32261j 0.543619-0.198286j 
0.456292-0.0364481j -0.430166-0.530351j -0.219737+0.0546195j 0.0640334+0.108092j 0.228995-0.0630435j 0.2164+1.01215j -1.02342+2.18122j 0.294296-0.170428j 0.469093+0.291088j 1.02603-0.508442j 0.297435-0.320735j -1.25929-0.260597j -0.384135-0.345455j 1.23747-1.27855j 1.25817+1.66914j -1.84373-0.0721165j 0.824767-1.29863j -0.792008+2.1673j -0.501304-0.0997745j -0.600195-1.8591j -0.100839+0.182868j 0.950821-0.119477j 0.357471+0.847299j -0.0280727+0.124433j 0.867547-0.638184j 0.574074+0.650897j 0.270909+0.429324j 0.374438+0.384053j -0.110183+0.350088j 0.248277-0.393197j -0.53985+0.0266888j -0.0730126+0.0993099j -0.0903536-0.923733j 0.113375-0.0508732j -1.31508-0.747634j -0.367484-0.216036j -0.570258+0.814117j -0.317221-0.964643j 0.443118-0.599006j -0.994928-1.16998j 0.337889+0.136435j 0.417255+0.551519j 0.0211237+0.371959j 0.228496+0.00797727j 0.511821+1.162j -1.1851+0.982682j 1.81781-0.926567j -0.324272-1.18264j -0.172043-1.24572j 1.40969+0.830207j -1.21586+0.922738j 0.197663-0.779591j -0.438831-0.139446j -0.360004-0.319679j 0.119954+0.555308j 1.88654-1.00338j 1.47165+0.253335j 0.538895+0.865778j 0.434117+0.686672j -0.0448316-0.0208262j -0.417039+0.835392j -0.0569819+0.119921j -0.0882559+0.562153j -0.0103866-0.337741j -0.816832+0.0801091j -0.0766606-0.345924j -0.374854-0.0782566j -0.638436-0.2259j -0.129367+0.342397j 
-0.777124+0.00379429j 0.25955+1.15593j 0.441023+0.0140518j -1.10757-1.20133j -0.325451-0.523432j -1.62739-0.656778j -0.995494+0.408975j -0.800478-0.613484j -2.00681+0.00504358j 0.035168-0.765777j -0.239904+0.747477j -1.07696+1.98292j 0.304928+0.106143j -1.00227-0.47455j 0.688962-0.821385j 0.971565-0.0604853j 0.965767-0.777033j 0.31623+0.366325j -0.935729-0.0875981j 1.05028-1.32451j -0.193158-1.45533j -0.753116+1.8412j -0.29137+0.0813217j -0.221818-0.163631j -1.28711+0.765998j 0.453911+0.0409678j -0.0896817-0.275348j -0.0848534-0.0796652j 0.387301-0.501993j -0.778294+0.24725j 0.892406+0.395114j -0.0503056-0.0697465j -0.924536+0.868094j 0.0387235+0.236036j 0.117557-1.59512j -0.0610906-0.22256j -1.02864+0.374354j 0.651593+0.893784j -0.809568+0.314873j 0.0488748+1.88832j -1.16775-1.3482j -1.11211-0.182221j -1.67963-0.843534j 0.226601-1.85523j -0.449855-1.13816j -0.516954+0.404072j 1.41295-0.526594j -0.424165-0.0635143j 0.133892+0.0553618j 0.0776721-1.77622j 1.62929+0.202169j 0.336525+0.0168642j -0.0192428+0.520884j -0.1346-0.215297j -0.511236+0.473522j 0.354799+0.235178j 0.306871-0.952439j 0.449703+0.720744j -0.303848-1.18029j -0.0923498-1.13609j 0.376163-1.74263j -0.395374-0.356486j 0.121164-0.54788j -0.407482+0.34267j 0.00195983-0.749543j -0.533102+0.629593j 0.215455+0.171689j 0.420928+0.26942j 0.458852-0.201815j 
0.460231-0.128894j -0.284843+0.0459143j -0.807759+1.0857j -0.735757-0.212689j -0.646207+0.234284j 0.985827+1.20018j -1.52826+0.486291j -1.89694+0.698025j -1.54099+0.65273j -0.960237-0.638955j 0.115647+0.0792663j 0.0453933-1.28813j -0.0622345+1.08156j -0.0692375+1.12539j -0.317755-1.4111j 0.1516+0.211143j 1.35512-0.927635j -0.383981-0.441327j 0.0734077+0.223671j 0.409684-0.326101j -0.52466+0.192109j -0.0140806-1.77569j 0.60866-0.341877j -0.714014+0.123958j -0.0730134-0.221298j 0.539894+0.309562j 0.614817+0.353685j 0.138805+0.102497j 0.64068-0.188094j 0.0680395-0.256689j 0.72897+0.0716526j 0.533228-0.765392j 0.358861-0.046772j -0.336501-0.970304j -0.741042+2.12641j -1.53162+0.511511j -1.51262+0.143865j 1.34784-0.75156j 1.93352+0.00390386j 0.144195-1.34139j -0.105149-0.672741j -0.225105+1.28204j -0.102938-0.0248647j -0.600793-0.120472j 0.7383+0.759896j -0.183929-1.26522j 0.11609+0.545272j -0.445127-1.22439j -0.106012-0.0907776j 1.01055-0.330675j -1.4816+0.027789j -0.121453-0.0996423j 0.990587-0.129027j 0.242571-0.17558j -0.245489+0.748572j -0.677096-0.74495j -1.08547-0.443727j -0.374605+0.334497j 0.282007+0.654243j -0.394333-0.0922505j 1.24609-0.417036j 0.205235+0.063423j 0.1609-0.317763j 0.105504+0.763966j 0.399707+0.34064j -0.14339+0.540395j 0.0146259+0.427103j -0.0432465+0.538768j 0.162605+0.0300131j 
0.216248+0.475865j 0.589309+1.09551j -1.48443+1.29862j -0.0814066+0.930757j 0.833654+0.549984j -1.82938-0.326586j 0.77163+0.140217j 0.102634-1.14688j 1.41797-0.0636968j 0.435326+0.158389j 0.936529+0.353202j -1.13109-0.61965j 1.39601+0.0914643j -0.324761+0.552352j 0.757217+0.64898j -0.417316-0.796337j -1.24353+0.174396j -0.608743-0.696239j -1.68678+1.11424j 0.0929553-0.133907j -0.59504+0.225607j -0.180955-0.818097j 0.50383-0.0203873j -0.733987-0.437959j -0.401641-0.00872872j -0.441332+0.449219j -0.251491+0.211192j -0.175274+0.156529j 0.126341-0.185489j -0.102564-0.173594j -0.279841-1.3231j 2.01296-0.722128j -0.0267283-1.66543j 0.772797+0.582913j -0.112029+0.353069j 0.960636+0.272146j -0.517543+0.0685984j 0.935274+0.189459j -0.674338+1.60147j -0.674232+1.20453j -0.503859+0.516718j -0.606806+0.0629578j -1.01416-0.12481j 1.02079+0.762509j -0.210834-0.137468j -0.686931+1.24348j -0.941133+1.01772j -0.331005+0.0664257j -0.173651+0.406197j -0.0857458-0.496931j 0.454572-0.440231j -0.0427571+0.3166j -0.618058+0.181174j -0.362047-0.819135j 0.777688-0.0161107j 0.155692-1.25845j 0.459315+1.17657j -1.3814-0.0143004j 0.397897+0.840737j -0.0642038+0.227553j -0.111793-0.387361j 0.18548+0.249279j 0.13647-0.485003j -0.261772+0.881203j -0.0739846-0.0097227j 0.15003-0.0292504j -0.0711829-0.141708j -0.560756-0.161975j -0.286177-0.261413j 
-0.468768-0.517298j 0.0973969+0.465727j 1.6418+0.522488j 0.022103+0.685594j 0.560947+0.566342j 1.03829-1.76363j 1.40962+1.47845j 1.44922+1.63428j 1.07782+1.62424j -0.105057+1.13803j 0.0143367+0.0218738j -1.52806+0.457445j 1.36314-0.282013j 1.12918-0.419498j -1.41494+0.643479j 0.0314956+0.00787443j -1.34718-1.32575j -0.142611+0.526731j 0.0434798-0.144816j -0.437612-0.369045j 0.29452+0.354015j -1.88906+0.571062j -0.505677-0.580697j 0.23363+0.710328j -0.340508+0.183239j 0.330681-0.591571j 0.190247-0.768962j -0.00677021-0.287984j 0.197309-0.129253j -0.319553+0.063382j 0.587455+0.00699455j 0.134056-0.501505j -0.121669+0.229054j -0.0823983-0.4686j -0.308277+1.81271j -0.887676+0.825198j -1.4492+0.0414564j 1.11141+0.0158411j 1.29842+0.13769j -0.0711455-0.850758j -0.453526-0.478432j -0.870105+0.636516j -0.326398-0.343529j -0.569822-0.632454j 0.175127+0.0941192j 0.0781555-0.937186j -0.0386118+0.120403j -0.462939-1.26935j 0.518424+0.337665j 0.397867-0.728525j -0.943538-0.0455793j -0.00621098+0.161188j 0.989104+0.189422j 0.15318-0.434228j -0.254161+0.879901j -0.468294-0.417886j -1.05697-1.05544j -0.474342+0.240312j -0.165867+0.0953385j -0.313-0.231841j 0.751016-0.51165j 0.0143413-0.0268028j 0.156064-0.238208j 0.134394+0.756069j 0.210245+0.288555j -0.147972+0.403024j 0.000835782+0.325562j 0.0172914+0.323558j 0.111515-0.0143689j 
-0.473921+0.613063j -0.975635+1.2827j -1.86142-0.835511j -1.01625+0.558687j -0.0724946+0.883651j -0.40059-2.20916j -0.0454084+1.06663j 1.03965-0.425486j 0.641256+1.17988j 0.278602+0.168672j -0.53441+0.972863j 0.0329658-1.39906j 0.0939609+1.3877j -0.701265-0.116691j -0.681322+0.843427j 0.466838-0.604675j -0.293669-1.21669j 0.513868-0.999738j -1.96823-1.46732j 0.0277555+0.0337848j -0.256672-0.789977j 0.843513-0.218034j 0.126561+0.734505j 0.373575-0.98112j -0.140545-0.56843j -0.533782-0.549344j -0.371682-0.243291j -0.376272-0.0458122j 0.0554086+0.154577j -0.0905996-0.2977j 0.15242+0.671808j -1.09979+0.494314j 0.0170312+1.44059j -1.08358-0.149236j -0.203233-0.494593j -0.659184+0.0718495j 0.334967-0.255231j -0.997455+0.57929j 0.163325-1.83891j 0.576112-0.993679j 0.390764-0.654038j 0.339911-0.478382j 0.512398+0.161638j -0.803906-1.11048j 0.24536-0.268038j 0.717256-0.926187j 0.862124-0.954446j 0.159397-0.0848642j 0.567203+0.253211j -0.377422+0.293145j -0.288755+0.556009j 0.283669-0.12206j 0.353682-0.0152349j 0.211778+0.503715j -0.614495-0.125245j -0.16667+0.799111j -0.326385-1.1081j 0.947577-0.110221j -0.182061-1.02492j 0.0077495-0.222572j -0.141233+0.0702368j -0.132011-0.433833j 0.00474578+0.225715j 0.298195-0.432063j -0.0412912-0.168479j 0.0113938-0.0966214j 0.196599+0.146944j 0.341777+0.223446j 0.119438+0.110066j 
-0.755394+0.306246j 0.516844+0.0280976j 1.6676+1.24576j -0.252622-0.0408833j 1.13639-0.754799j 0.377197-0.762614j -1.78035+0.350473j -0.676657+0.111894j 0.24018-0.102287j 0.845467-0.329531j -0.781061-0.988746j 0.0278317+0.0214792j -1.08345-0.735581j -0.458097+1.63068j -0.463977+0.147887j -1.71273+0.735951j 0.196936+0.948926j 0.434187+0.0514995j -0.97851+0.13464j -0.341359-0.495904j 0.386472+0.148476j -0.392575+0.714839j 0.543281+0.38834j -0.0917541-0.0133399j 0.0545083+0.545346j -0.00754296-0.533267j 0.14557-0.164468j -0.106478+0.178191j -1.32112-0.0813352j -0.215635-0.143789j -0.617058-1.0075j -0.7474-1.19137j -1.71265+0.665765j -1.5781+1.12451j -0.970964+0.0111699j -0.603831+1.5367j -1.17943-1.18326j 0.250022+1.10205j -0.135372-0.446844j -0.268923-1.36912j -1.72697-0.43246j -0.712374-0.205058j -0.124583+0.246085j 0.762408-0.212514j -0.04991+0.384138j 0.204488+0.332942j -0.487612+0.889231j -0.181697+0.606093j 0.755063-1.27788j -0.209377+0.360059j -0.758838+0.646482j 0.297071-0.460926j -0.949371+0.168697j 0.935963+0.866337j -0.28613-0.487596j -0.271101-1.05504j 0.892636+0.202162j -0.434633-1.05603j 0.523703-0.442672j -0.230405+0.444374j -0.999687-0.3474j 0.0504079-0.0589091j 0.00195912-0.371195j 0.240794+0.0789933j -0.237694+0.388053j 0.803966-0.137765j 0.103744-0.0648077j -0.0304919-0.527638j -0.00577183-0.445916j 
