0.109308+0.0363802j 0.0358179-0.0910239j -0.0949402-0.0307678j 0.0565234+0.0655821j -0.0368835+0.0228375j -0.0721297+0.0241805j 0.00785436-0.0477738j -0.135076-0.102745j 0.0489088-0.079238j -0.0442623+0.056253j 0.061557-0.0406793j 0.0603295-0.0904957j -0.0917887+0.0565289j -0.0116077-0.0158999j 0.0124383+0.0103464j 0.00552552-0.0603591j -0.026922-0.0368859j 0.0385942+0.0010199j 0.060038-0.0167289j 0.0374723-0.0506892j -0.0235886-0.0325j -0.0462055-0.0218558j 0.0446809-0.0991061j -0.0228512-0.0148104j 0.0423777-0.0229618j 0.014121+0.0616654j -0.00982107+0.0233517j -0.00733452+0.0527859j -0.0145993-0.00658586j 0.00510281-0.00254784j 0.0195927-0.00144316j -0.00152654+0.0289486j -0.0682332+0.00793358j -0.0238481-0.0267742j -0.0582616-0.00288228j 0.0511089+0.0122384j 0.0301241+0.0419586j 0.0279121-0.00428076j -0.0179803-0.0302539j -0.0170548+0.0117244j -0.00257202-0.038411j -0.0121347-0.01276j 0.00445188-0.00805826j 0.0206722-0.0256779j -0.000527189-0.0316848j -0.0270056+0.0114382j 0.0110129+0.0531507j -0.00406527-0.00385528j -0.00957825-0.00115089j -0.0101503-0.0364937j -0.000674486-0.0151707j 0.0252787+0.0184419j 0.0041327+0.053649j 0.00849787-0.0212129j -0.0220737+0.00583238j -0.0130784-0.0103018j -0.0211227-0.00565988j -0.0588973+0.00193369j 0.008162-0.0387091j 0.00353808-0.0157825j -0.00360524+0.0132824j -0.0222364-0.00777098j 0.00561315-0.051569j -0.000420938-0.00483101j -0.0134224+0.00615566j 0.0145108+0.0348895j -0.0236458+0.0552169j 0.0449388+0.00621644j 0.0367168+0.013384j -0.030768-0.0325376j 
-0.00193699-0.00196805j -0.00326382-0.0012722j -0.000731567-0.00278581j 0.00087392+0.00048163j 0.00409407-0.00306245j 0.00539517+0.000921927j 0.0034412+0.0101959j -0.0020743-0.00122959j -5.98323e-05+0.00240623j 0.00221208-0.000624367j -0.00110451-0.00257033j -0.00312337-0.001479j 0.00181963-0.000894053j -0.00189667-0.00237881j 0.00623651-0.0033604j -0.000113214-0.000984044j -0.00776018+0.00180132j -0.0015841-0.00447784j -0.00679625-0.00857014j -0.00140322+0.00655044j 0.0112439-0.00287499j -0.00663196+0.00254667j 0.000421685+0.00426027j 0.00951411+0.0134541j 0.00132274+0.00718166j -0.00521229-0.00750264j -0.00195764-0.00849977j -0.00357681-0.0105806j 0.00357095+0.0120093j -0.00336158-0.00492477j 0.00372923+0.00675541j -0.000676636+0.00550505j -0.0126012+0.00443997j 0.0011002+0.000867725j -0.00164833-0.000713191j 0.0026651-0.00713564j 0.00362564+0.00681489j 0.00633995+0.00127169j -0.00841053+0.00592281j 0.00132241+0.00355329j 0.00417818+0.00299634j 0.000359978-0.00577661j 0.000513769-0.00645787j 0.0202427-0.00278211j 0.0046788+0.00561804j -0.000711629-0.0103339j 0.00237519+0.00775817j -0.00186466+0.00553475j 0.00267036+0.00265781j -0.00464595-0.00347492j -0.00708283+0.00279224j -0.00538754+0.00555677j 0.000133335+0.0124413j -0.0129969+0.0123114j 0.000911824+0.00246414j -0.00869572-0.000129069j -0.00477325-0.00371948j 0.00608782-0.00235178j 0.00128522-0.00925343j -0.0115264+0.00229917j -0.00178447-0.0121756j -0.0186207+0.0146989j 0.000243907-0.00486816j -0.00204617-0.0048755j -9.72702e-05-0.00886784j 0.00539869-0.000201622j 0.00854325+0.00722481j 0.00628119+0.00432063j -0.0128567+0.00564396j -0.00194995+0.00549094j 
-2.18e-05-0.000697021j 0.0025749-0.000149105j -0.00160792+0.000724737j -0.00237132-0.00194813j 0.00223285-0.00313536j 0.000668429-0.0026058j -0.00435958+0.00361127j 0.00273339-0.00568498j -0.00168648-0.000260415j 0.00358959-0.000435153j -0.00854903-0.00109852j -0.000389987+0.000626686j 9.3207e-05+0.00293128j -0.00449721+0.00344786j 0.00436426+0.00414175j -0.00209194+0.0010598j 0.00117802+0.00252162j 0.00339972+0.000201108j -0.0034512+0.00414971j 0.00342695+0.00632519j -0.00128102+0.0101247j -0.000172765-0.00601321j 0.0005216-0.00161296j 0.0017868-0.00330489j 0.00361391-0.00458771j -0.00181349+6.72087e-05j 0.00358306+0.000495703j 0.00304745-0.00327597j 0.000663511-0.0042469j 0.00810009-0.00783481j 0.000360727-0.000532464j 0.000317027-0.0025984j -0.00101679+0.000982815j -4.11991e-05-0.00106976j -0.00135242+0.00381137j 0.00280609-0.000481848j -0.00172261+0.00240567j 0.00399378-0.000239666j -0.00121905-2.3698e-05j 0.00141195-0.00331881j 0.00118795-0.000996953j -2.88784e-05+0.000837777j 0.00138847-0.00314937j 0.00457822-0.00104319j -0.00266793-0.000432965j -0.0060064-0.00191954j -0.000894925-0.00352559j 0.00162757-0.00363188j -0.00095685+0.00354621j 0.00232279-0.00777125j 0.00914198-0.00466129j -0.00352345-2.30015e-05j 0.00116818+0.00245923j -0.00337837+0.00610834j 0.00163981+0.000497821j -0.00408582+0.00443783j 0.000907451+0.00057762j 0.00183741+6.11827e-05j -0.0021307-0.00325249j 0.000366639-0.00154872j 0.00100495-0.000892288j -0.00353651-0.00804751j -0.0119966-0.00484341j -0.00724232-0.00554503j 0.00599059-0.00187945j -0.00153697+0.00997778j 0.00279724+0.00169577j 0.00326385+0.00318252j -0.00399718-0.00226195j -0.00945156+0.00964789j 
-0.00205643-0.00427498j -0.00502382+0.00115955j -0.0069512-0.00496592j -0.00459349-0.00463903j -0.00564047-0.00771439j -0.00123753-0.00170509j -0.00625848+0.00166787j 0.00187421+0.00720971j 0.00326613+0.0014047j -0.000753377+0.00122975j -0.00229886-0.00248578j -0.00187004-0.0050901j -0.00142636-0.00121568j -0.00784617-0.0090797j -0.00135866-0.00646527j 0.00142625+0.00413488j 0.00434815+0.00338484j -0.0112648-0.00287977j 0.00094428-0.00112809j 0.00401584-0.00853709j 0.0150236-0.0023374j -0.004916+0.0018074j -0.0144371-0.00546275j 0.00460657+0.00451597j -0.00283267+0.0010779j -0.000448833-0.000888528j -0.00741947-0.00237721j -0.0063058-0.0103833j -0.0012289-0.00350617j -0.00773343+0.00617911j 0.0129273+0.00561711j -0.0039144+0.0123763j 0.00192842+0.0231135j -0.000559091-0.0144869j -0.00473137-0.0186374j -0.00714455-0.00416246j 0.00161443-0.00235457j -0.00768453-0.00351448j -0.00364937+0.00614328j 0.000361576-0.00129141j -0.0063104-0.00315007j 0.000758457-2.65386e-05j -0.00807587-0.000890625j 0.00928713+0.00498678j -0.000494261+0.00446253j -0.00441045-0.0039117j -0.00293523-0.00403856j 0.0138164-0.0224637j -0.00181416-0.00989675j 0.00830391+0.0126419j -0.011562+0.00688509j 0.000410366+0.00253033j 0.00102667+0.0187872j -0.010124+0.008705j 0.00347453+0.00435933j -0.00646733-0.000280162j 0.00804057+0.000536692j -0.00172097+2.11985e-05j -0.00157064+0.00541373j -0.00383154+0.00210554j 0.000392122-0.00284562j 0.000570517-0.00061689j 0.00523949-0.000914862j -0.00380338+0.0118277j 0.00741478+0.00257719j 0.000265033+0.000184915j 0.00138862-0.00157631j -0.00176124+0.00596047j 0.00324244+0.000619945j -0.00247834-0.000658755j 
-0.00277581-0.00264476j -0.00382207+0.000727257j 0.00130935+0.00113784j -0.00167316-0.00124683j -0.000930422+0.00386284j 0.000995304+0.00134939j 0.00649893+0.00258796j -0.00386003+0.00529668j 0.00396132+0.00393212j -0.00175484-0.00221341j 0.00989144-0.00615008j 0.000325694-0.000316761j -0.0012153-0.000986762j 0.00373119-0.000562608j -0.00105451-0.00421456j -0.000238572-0.00382255j -0.00194745-0.00492657j 3.87128e-05+0.0039761j -0.00563009-0.00949849j -0.00180534-0.00533083j 0.00753881-0.00449782j -0.00205132+0.00400421j -4.61267e-06+0.0018483j 0.00249385+0.00876218j -5.53117e-05+0.00465478j 0.00354985-0.00554756j -0.00467789-0.0051522j -0.00734851+0.000283312j 0.00565858+0.00788092j -0.011843+0.00146671j 0.0013056+0.000899809j 0.00136386-0.00079182j -0.00198622-0.00526634j -0.0064219+0.00311218j 0.00379383+0.00533419j 0.0024666-0.000431974j 0.004033+0.00384422j 0.000495313-0.000268757j -0.00277236+0.00137689j -0.00324005+0.00495444j 0.000328969+0.012043j 0.00179242-0.00455844j -0.000927936-0.00651228j 0.00701697+0.0109453j 0.0043212+0.00972778j 0.00557069-0.000228094j -0.00428989+0.00615143j -0.00233409+0.0114948j -0.00124224-0.00710646j -0.00518893+0.00564954j 0.00499454-0.00121206j 0.00907438-0.00397483j 0.00191734+0.00937853j -0.00478761+0.00612077j -0.00727606+0.00140714j -0.00384152+0.00170788j -0.00650719-0.00273769j -0.0021237-0.000823584j -0.000362053-0.00436494j -0.00662517-0.00109057j -0.00574471-0.00696853j 0.00724768+0.0114163j 0.0211623-0.00270391j 0.00420628+0.00114344j -0.00357616-0.00717157j 0.00649663-0.0168657j -0.0020559+0.00064823j -0.0043624+0.00134179j 0.00655495+0.00137929j 0.00616857-0.0174461j 
-0.00172823+0.000399883j -0.00102165-0.000413402j -0.00079231+0.000959258j -7.48862e-05+0.00277724j 0.000852878+0.000688307j 8.23768e-05-0.002155j 0.00393858+0.00161574j -0.000834446-0.00387862j -0.00310476-0.000935627j -0.000744523+0.000360353j 0.000550561+0.0040316j 0.00112227+0.000822059j 0.000428619+0.000306992j 0.00128569+0.00348829j -0.00141029+0.00180968j 0.00120636-0.00222903j 0.00547342-0.00365333j 0.00362893+0.0030933j -0.000538157-8.65302e-05j 0.00212636+0.00749577j -0.00208549-0.00273249j -0.0011249+0.00467929j 0.000186984+0.00131823j -0.00461705-0.00424568j -0.000759733+0.00291467j 0.00501678+0.00517755j 0.00294057-0.000480815j 0.00154825+0.00102697j -0.00153057+0.00248801j 0.00221576+0.00133758j -0.00257899-0.000654071j 0.000702405-0.00118316j 0.000204126-0.00100131j 0.00127415+0.00188649j 0.00125381+0.00166078j 0.00269655-0.000888247j 0.000230585+0.000824273j -0.00349377-0.00279426j 0.00103996+0.000340735j -0.00284456-0.0007209j -0.00249632+0.00152633j 0.000479879+0.00121783j -0.00583218+0.000524241j -0.00362344+0.0043052j -0.000403263-0.00207798j 0.00212904+0.00784623j -0.00423309-0.00839334j -0.00259548+0.0117882j 0.00321596+0.00211228j -0.00491351+0.000676865j 0.00161648-0.000894955j 0.00343455-0.0041989j -0.00262128+0.000584143j 0.00230701+0.00309402j -0.000661225+0.00109639j 0.000464445+0.00638305j -0.00611564+0.00156653j -0.00299992+0.00562026j -0.000974209-0.00196478j 0.00347895-0.00204045j 0.00139608+0.00443842j 0.0106167-0.0143307j 0.00124563+0.00219055j -4.6794e-05-0.00475166j -0.00146762-0.00347547j -0.00461572+0.00352147j -0.00464105+0.0020744j -0.00543081+0.00197215j 0.00886928-0.000427599j -0.00656471+0.000404463j 
0.00406744+0.000578626j 0.00106277-0.000205451j 0.00115897-0.000342821j 0.0015609-0.00127089j 0.000809819+0.000171103j 0.0014886-0.000903722j -0.000543718+0.000673669j 0.00197584-0.00242652j -0.00050137-0.00390801j 0.00129186+0.00166888j -0.00397937+0.002336j -0.00212877+0.00361151j 1.60001e-05+0.000115843j -0.00276764+0.0016191j 0.00197136+0.001058j -0.000895018+0.000257543j -0.00472285+0.00575848j -0.000548193-0.00160301j 0.00441394+0.00576882j -0.000333489+0.00094465j -0.00157397+0.00301994j -0.000495024-0.00488802j 0.00304608-0.00185725j 0.0051508+0.00191494j 0.00678754-0.00079512j -0.00197148+0.000754713j 0.000739137-0.00135246j 0.000860471+0.00217765j 0.000438604-0.000617366j -2.60229e-05-0.00728532j 0.0003522+0.000616135j 0.000628038+0.00357335j -0.000876591+0.000608284j 0.00294593-0.00255279j -0.00335406+0.00356599j -0.00120527+0.00285291j -0.000260285+0.000542475j 0.00229065+0.000205501j 0.00242314-0.000587328j 0.00209102+0.00125759j 0.0035292-0.0043414j -0.00109238+0.0026383j 0.00427926+0.0023167j 0.00246968-0.00786114j -0.00114369-0.00704224j -0.0013995-0.00544889j 0.00170969+0.00443548j 0.00181907-0.00273873j -0.00154746+0.00139027j -0.0011579-0.00648576j -0.00209946+0.000427076j -0.00600195+0.00368363j 0.0038391-0.00433706j 0.00181896+0.00209776j 0.00625588-0.00223228j -0.000827198-0.00366183j 0.00575923+0.0058175j 0.00434026-0.0041873j 0.00220891-0.00332628j 0.00208024-0.00197404j -0.0015481-0.000907031j -0.0104639+0.0013342j -0.0139102-0.00711772j -0.00274927+0.00100366j 0.000476141+0.0077638j 0.000929929+0.00394076j 0.000999738-0.00287733j 0.00627627-0.00141298j -0.00648541-0.00279105j -0.000691668+0.00477506j 
0.00441+0.00667535j -0.000947551+0.00585083j -0.00291652+0.00558987j -0.00332113-0.00717378j -0.00767029+0.00398886j 0.00143473+0.00157031j 0.00639133+0.00487808j -0.00339496-0.00053283j 0.00569125-0.00215009j -0.00133787-0.000254324j 0.00198531-0.00339764j 0.00236855+0.00225664j -0.00042229-0.000209169j 0.000370018-0.00137334j -0.0035756+0.00332589j 0.00584511-0.00619309j 0.016288+0.00982796j -0.00311204+0.00743937j 0.00448258+0.00926326j 0.000634349-0.00623969j -0.0059864-0.0114314j 0.00755823+0.00496718j -0.00420956-0.00685225j -0.0152366+0.00654937j -0.0019956-0.00142704j -0.00388584+0.00783926j 0.00348758+0.00190125j -0.00215075+0.0118383j -0.00158079+0.00481299j 0.00295739-0.00442777j 0.00398669-0.00267271j -0.00886374-0.00482883j 0.00288662-0.00290475j -0.00418143-0.00708276j 0.00380353-0.0130411j -0.00158446-0.00155864j -0.00752741+7.31983e-05j -0.00454975-0.000771263j -0.000741089-0.00563281j -0.0015043-0.00702529j -0.00484151+0.00485441j 0.0024069+0.00289469j -0.00655679-0.000166351j 0.00355747+0.0233103j -0.00180743-0.00393062j -0.00920517+0.00732225j -6.093e-05+0.00399219j 0.00161762-0.00642656j 0.00297051+0.00855917j -0.00343528+0.0102056j -0.00116958+0.000746547j 0.00177549-0.00564361j 0.000229218-0.00396471j -0.00196268+0.00752895j -0.000209944+0.000183855j -0.00999765+0.00827966j 0.000401607+0.00056892j 0.00261061+0.000251654j -0.000348167+0.00160663j 0.00771892-0.0023878j 0.00871992+0.00859717j 0.00977201-5.47502e-05j 0.000750211+0.00158803j -0.00692003-0.00593165j 0.00652597+0.00153742j -0.00824118-0.00624774j -0.00773701-0.00840097j -0.00338581-0.0056829j 0.00890237-0.0146842j 0.00555283-0.025622j 
-0.00834955-0.00304374j -0.0016221-0.00157278j 0.00220054-0.000149433j -0.00164287+0.0118675j 0.00574751-0.00194893j -0.00354309-0.00248034j -0.00195435-0.000583552j 0.0035216+0.00308706j -0.00339311+0.000754513j 0.00159545+0.000201276j 0.00160625+0.00331265j -0.00130972-0.00125025j 0.00251934+0.00094278j -0.000931447+0.000608728j 0.00133674-0.00367278j -0.00489102+0.00121269j -0.0110099-0.0115799j -0.00365535-0.00567598j -0.00099952-0.0119663j 0.00100508+0.00316173j 0.00177384+0.00531172j -0.00270861+0.00362413j 0.00708413+0.0101217j 0.00566333-0.00250895j 0.00118276+0.00754092j -0.00191715-0.000690133j -0.00615126-0.00663638j -0.00689826-0.0051496j -0.00106811-0.00825547j 0.00563692+0.00843095j 0.00638648+0.00351626j 0.00538398+0.00425483j -0.00290251+0.00239735j 0.000800571+0.00466185j -0.00567082+0.00734331j -0.00246825+0.0037127j 0.00775665+0.00376364j 0.00495122+0.00110285j 0.00101687-0.00119575j -0.000179284+0.00204801j 0.00370274+0.00132555j -0.00191854-0.0032357j 0.00438394-0.00869438j -0.00670545-0.014424j -0.00940105+0.00821992j 0.00964451+0.00395283j 0.00532445-0.00395041j -0.00154993+0.00350588j -0.00473332-0.0068543j 0.00543341-0.00743951j -0.000289659-0.000562684j 0.00558922+0.00660557j -0.00193567+0.0100804j 0.00434064-0.0056728j -0.00375962+0.000331224j 0.00951573-0.000392916j -0.00802069-0.00423519j -0.00562554+0.00416718j -0.00926547-0.00668137j -0.00699895+0.00223311j -0.00169232+0.00023154j -0.0107619-0.00180707j 0.0105355+0.0132919j 0.00943714-0.00485988j -0.00861331-0.00881743j 0.0062226+0.000972516j 0.00942527+0.017834j 0.00498087-0.00359396j -0.0099382+0.00972409j 0.000654531+0.021759j 
0.00465175+0.00618683j 0.00262532+0.00108198j 0.00142743+0.000357891j 0.00238991-0.00288005j -0.00153716+0.00486841j 0.000622376+0.00167622j 0.00227146-0.00255578j -0.00108201+0.00153819j 0.00129274-0.00130413j -0.00103327+0.00187332j -0.000410371-0.00241965j -0.000627905+0.0024641j 0.000671122-0.000911443j 0.00124415-0.00182457j 0.00181312+0.00158823j 0.00111256-0.00279356j -0.00160259+0.00647431j -0.00256323-0.00389687j 0.00478769+0.0103429j 0.00276795-0.00284632j -0.0030825+0.000678133j 0.00118569-0.00329579j 0.00273497-0.00398309j -0.00662949+0.00451203j 0.00398842-0.00295663j -0.00806455+0.00117657j 0.000437258+0.00145721j -0.000544491+0.00434112j 0.00292717+0.00242218j -0.000291374-0.00480782j 0.000624983+0.00202785j -0.00586313-0.000601821j -0.0033813-0.00370845j 0.00123174-0.00175039j 0.00277362-0.00349226j -0.00109469-0.00130715j -0.00321304+0.000458293j 0.00372066+0.00113979j -0.000423074-0.00281275j 0.00126802-0.000221117j 0.00252173+0.00253756j -0.000906439+0.000611648j 0.00165402+0.00106492j -0.00364388-0.000206321j -0.000579312-0.00738651j -0.00215453-0.00444076j 0.00499095+0.00639747j -4.80293e-05+0.00220942j 0.00131871+0.00501837j -0.000981043+0.0020217j -0.000403168+0.00165232j -0.00647417+0.00532478j 0.0010592-0.00759627j 0.00109337+0.000570668j 0.00166025+0.000252829j -0.00241382+0.00283282j 0.00221769+0.00270236j 0.0081602-0.00543498j -0.000745942-0.00651541j 0.00287376+0.00237445j -0.00017297+0.00679029j -0.00778492+0.000779637j -0.00596176+0.00322211j -0.00155099-0.00183747j -0.00210426+0.00620331j -0.00133042-0.00302264j -0.000819752-0.00329144j 0.00464252-0.00671508j -0.00748251-0.00609757j 0.00828351-0.00145234j 
-0.00442569+0.00893615j -0.00141701-0.0012208j -0.0108704-0.00645221j 0.00918665-0.0090273j -0.00304794+0.00179827j 0.000249699-0.0103256j -0.00437756-0.0044116j 0.000888462-0.000676095j 0.00735981+0.00301039j -0.0011251+0.00683078j -0.00137439-0.00499642j 9.04329e-05-0.000292844j -0.0019521-0.00351077j -0.0048525-0.00220088j -0.0041146+0.00328382j 0.00595889-0.000210694j 0.00225141+0.0102026j -0.0129815-0.0190997j 0.00575652+0.0024718j -0.00648474-0.00450098j -0.00311593+0.0147217j 0.00282747-0.0109244j 0.00241487-0.00727432j 0.00399034-0.000585368j -0.00332053-0.0138076j 0.00356003-0.00477199j 0.00300067-0.00108908j -0.00544154+0.00303082j -0.00896228+0.000896487j -0.00167705+0.00443789j 0.000462376+0.00259788j 0.00489065+0.00688689j -0.00847576-0.00123606j -0.00162738-0.00716799j -0.00311131+0.000265443j -0.000372093+0.000513344j -0.00363474-0.0020933j -0.00411748+0.0089365j 0.00183835-0.00422981j 0.00252818+0.0041369j -0.0013359+0.0108914j 0.00669627-0.00923787j 0.0104804+0.0106417j -0.0186365+0.0118724j 0.00413924+0.00778091j 0.010736+0.000545893j 0.00217489+0.00173694j -0.00238349+0.00232639j 0.00203431-0.0102117j 0.00275536+0.00887694j 0.0020143-0.0010374j 0.0100775+0.00154887j 0.00307769+0.00157678j -0.00451496-0.000999657j -0.00260668-0.00376328j -0.0100223+0.00422231j -0.00323445-0.00117925j 0.0103425+0.00684345j -0.00754099-0.00380742j 0.00242905+0.00152562j -0.00419349+0.00927856j 0.0398794-0.00316293j 0.0112936+0.00785695j 0.00148604-3.41106e-06j -0.00139767-0.00137286j -0.0087817-0.0129912j -0.00992869-0.0062054j -0.00618896-0.000119168j 0.0111227+0.000869685j -0.00132812-0.0301843j 
0.0026153-0.00122824j 0.000573866+0.000890125j 0.00904284+0.00142827j -0.00540205+0.00330039j 3.5736e-05+0.00168789j 0.00123477+0.0041538j 0.00593442+0.00304688j -0.000308577+0.000895408j -0.00475866-0.00140367j 1.00609e-05-0.00235494j 0.00168842+0.00463262j -0.0025145+0.000193034j 0.00390434+0.00234801j 0.00363361+0.000313599j 0.00387122+0.00295562j -0.000970814-0.000563624j -0.00582856+0.00224616j 0.000118354+0.0145895j 0.00121515+0.00290223j -0.000213458+0.00334263j 0.00420876-0.00409578j -0.00105148+0.00772207j 0.00158781+0.00427461j -0.00283899+0.00086393j 0.00541599+0.00799972j -0.00173192+0.00385971j -0.000469503+0.00458257j 0.00138604-0.000906363j 0.00509071-0.00293397j 0.00411904+0.000268015j -0.00111479-0.00281563j -0.00463013-0.00467455j 0.00969093-0.000339609j 0.00457568+0.00220447j -0.000749138-0.00118818j -0.000711687+0.00168642j 0.00513379+0.00513264j 0.00478467-0.00147431j 0.00118036-0.000514945j -0.00137949-0.0045895j 0.00219909-0.00793384j -0.00223019+0.00851809j 0.0012873+0.00399923j 0.00391071+0.00558157j -0.00107089-0.0126288j -0.0155806+0.00889138j -0.0105605+0.00518929j 0.000275788+0.000801385j -0.00041593+0.00363318j -0.0103508-0.0041796j -0.00026881-0.000455934j 0.00202535-0.00754652j -0.00283441-0.00164121j 0.00341798+0.00141914j 0.00346807+0.00202716j 1.31004e-05-0.00503863j -0.00253878+0.00175905j -0.0118962+0.00462598j 0.00420137+0.00641765j -0.00336319-0.0149267j 0.0101873-0.00922593j -0.0154615+0.00341167j -0.00737081-0.00849838j 0.000936178-0.000744962j -0.0029283+0.00278042j -0.00344289+0.00806013j 0.00296354+0.00768529j 0.00263202+0.000113496j 0.00998026-0.00930557j -0.00997033-0.00304929j 
0.00435165-0.00129634j 0.000122336+0.000982911j 0.0073884+0.00408144j -0.00638834+0.00450462j 0.00146167+0.000406317j 0.000864448+0.00522752j 0.00431277+0.00543042j -0.000275893+0.00117427j -0.00598737+0.000306955j -0.000403995-0.00434527j 0.00233898+0.00399036j -0.00197634+0.00157841j 0.00277915+0.00281623j 0.00528289+0.00128394j 0.00289201-0.000794264j -0.00196531-9.79824e-05j -0.00757951+0.00434731j 0.00229729+0.0191681j 0.00360624+0.00665366j 0.00188808+0.00585195j 0.00051174+0.00366903j -0.00334725+0.00745663j 0.000204819+0.00964037j -0.000338871+0.00306371j 0.00967936+0.0101408j 0.000865603+0.00205007j -0.000780444+0.0019518j 0.000596885-0.00357082j 0.00411298-0.00443272j 0.00115306-0.00303113j 0.00121043-0.00330163j -0.003231-0.00481439j 0.00322195+0.000969777j 0.00216706+0.00267825j 0.00197684-0.00371465j -0.00272849+0.00158596j -0.000769821+0.0060703j -0.00136081-0.00374955j 0.00317594-0.00214059j 0.000160445-0.00409385j 0.00293738-0.00673694j -0.00292567+0.00169693j 0.00158494-0.00106546j 0.0128291-0.00572273j -0.00371152-0.00933641j -0.0128062+0.00276184j -0.00667431+0.0030026j 0.000734743-0.00157688j 0.00192708+0.00250764j -0.0109672-0.00467008j -0.000661578+0.000574448j 2.37122e-05-0.00561162j 0.00160247-0.00338331j -0.000294099+0.000602897j -0.000123345-0.000703046j 0.00328042-0.000614209j 0.000653756+0.00202281j -0.00425993+0.000642604j 0.00309185+0.002694j 0.00216297-0.0102064j 0.0111979-0.00340406j -0.0143452+0.0215269j -0.00827281-0.00945753j 0.000775287+0.000318335j -0.00071421+0.00266472j 0.00576637+0.00940351j -0.00352139+0.0100047j -0.00117362-0.00445264j 0.0165897+0.00295894j -0.00995489-0.0070333j 
-0.004165+0.00124192j -0.000748505-0.00111081j 0.00456644-0.0108316j -7.14674e-05-0.00367711j -0.00325448+0.00439518j 0.000836478-0.00127831j -0.00152385-0.00611914j -0.00310864+5.26122e-05j 0.00453331+0.000116602j 3.60007e-05+0.00100731j 0.00245369-0.000369924j -0.00146362-0.00127343j -0.00193334-0.00333431j -0.00224061+0.00169409j 0.0026555+0.000502285j -0.00143232-0.00059823j -0.000105943-0.000903503j -0.00880381-0.00437493j -0.00434423-0.002848j -0.00613421-0.0024906j 2.01106e-05-0.0138244j 0.00604649-0.00264871j 0.0016397-0.00922585j -0.00102909-0.000723301j -0.00420111-0.00287473j -0.00762389+0.00408002j -0.0010636+0.00576842j 0.000617309+0.00112518j -0.00177278+0.00408667j 0.00381938+0.0013617j -0.00149946+0.00227132j -0.000139467+0.00149621j 0.00930146-0.00976627j 0.00622386-0.00391198j 0.00308423+0.00460355j 0.00334189-0.00243119j 0.00684448-0.00633519j 0.013143-0.00397635j -0.00238038+0.00359415j -0.00175769+0.00508326j -0.000125859+0.00177976j 0.00268425+0.00313679j 0.00154711+0.00496646j -0.00938689+0.0159966j 0.00719889-0.00869241j -0.00855699+0.00309054j -0.00492978+0.0146567j 0.0015928+0.000857482j 0.00146505+0.000317148j -0.00169207+0.00177008j -0.000900278+0.000763182j 0.0029694-0.00875132j 0.000798629+0.00327151j -0.000451948+0.00614284j 0.00718323-0.00345172j -0.00671386-0.00713133j -0.00115424+0.00174421j -0.00946679+0.0121673j -0.00282112+0.00463099j 0.00137296-0.00144817j 0.000806362-0.00460472j 0.0168137-0.0160096j -0.000915556-0.00612812j -1.77288e-06+0.00303534j -0.000759393-0.00098059j -0.00244455-0.0289455j 0.00304222-0.0106726j -0.000811977-0.000696885j 0.00890036-0.0245008j 0.00489915-0.0337291j 
0.00363265-0.00133587j 0.00245363-0.000964892j -0.00055784+0.000730788j 0.00262967-0.000627251j -0.00407783+0.00053933j -0.00133627-0.00132537j -7.74917e-05+0.00192618j 0.000699312+0.00112106j 0.0014386-0.00263189j -0.00169505+0.00132313j 0.00048339-0.00375738j 0.000374673-0.000141804j -0.0019502+0.00379209j 6.688e-05-0.0027688j -0.00506306+0.00337075j 0.00269032+0.00228295j 0.00620714-0.00122204j 0.00538947-0.000355029j 0.00169821+0.00667129j 0.00441674-3.25276e-05j 0.00285592-0.00335586j -0.00609187+0.000547307j -0.00996236+4.58715e-05j -0.00514144+0.000350578j -0.00404105-0.00335071j 0.0109771+0.000624724j 0.00166397-0.00269866j 0.00367558+0.00111427j 0.00442518+0.00213853j -0.0053501-0.00312648j -0.00436844-0.000627892j -0.00125487+0.00178953j 0.000304979+9.47509e-05j -0.00509201-0.000378539j -0.00253166-0.00347811j -0.000315334-0.000796435j -0.00299955+0.00108916j -0.0116413+0.00389748j 0.00249212+0.000381308j -0.00474286+0.000621632j -0.00603182+0.00175668j 0.00773198+0.000751376j -0.00804041+0.0102185j -0.00575142+0.00571168j -0.00244202+0.00334157j -0.00264509+0.00456407j -0.00897119-0.0077983j -0.000690225-0.000626817j -0.00174351-0.000889357j 0.00383321+0.00428058j -0.000576136+0.00112245j -0.00318912-0.00465947j -0.00253267-0.00331045j 0.00517462+0.000924564j -0.00292935+0.00299433j -0.00533626+0.00634411j 0.00125255-0.000496713j 0.00721422-0.00819122j 0.00471246-0.00127225j -0.000997089-0.00511587j -0.00369393+0.0136764j 0.0125246+0.00300188j -0.00120832+0.000580673j 0.00206389-0.000904611j 0.00542603+0.00116846j -0.00447323+0.00152621j -0.0136427-0.00362224j -0.0034738-0.00144135j 0.0121129+0.0145137j 0.0048004+2.326e-05j 
