0.109308+0.0363802j 0.0358179-0.0910239j -0.0949402-0.0307678j 0.0565234+0.0655821j -0.0368835+0.0228375j -0.0721297+0.0241805j 0.00785436-0.0477738j -0.135076-0.102745j 0.0489088-0.079238j -0.0442623+0.056253j 0.061557-0.0406793j 0.0603295-0.0904957j -0.0917887+0.0565289j -0.0116077-0.0158999j 0.0124383+0.0103464j 0.00552552-0.0603591j -0.026922-0.0368859j 0.0385942+0.0010199j 0.060038-0.0167289j 0.0374723-0.0506892j -0.0235886-0.0325j -0.0462055-0.0218558j 0.0446809-0.0991061j -0.0228512-0.0148104j 0.0423777-0.0229618j 0.014121+0.0616654j -0.00982107+0.0233517j -0.00733452+0.0527859j -0.0145993-0.00658586j 0.00510281-0.00254784j 0.0195927-0.00144316j -0.00152654+0.0289486j -0.0682332+0.00793358j -0.0238481-0.0267742j -0.0582616-0.00288228j 0.0511089+0.0122384j 0.0301241+0.0419586j 0.0279121-0.00428076j -0.0179803-0.0302539j -0.0170548+0.0117244j -0.00257202-0.038411j -0.0121347-0.01276j 0.00445188-0.00805826j 0.0206722-0.0256779j -0.000527189-0.0316848j -0.0270056+0.0114382j 0.0110129+0.0531507j -0.00406527-0.00385528j -0.00957825-0.00115089j -0.0101503-0.0364937j -0.000674486-0.0151707j 0.0252787+0.0184419j 0.0041327+0.053649j 0.00849787-0.0212129j -0.0220737+0.00583238j -0.0130784-0.0103018j -0.0211227-0.00565988j -0.0588973+0.00193369j 0.008162-0.0387091j 0.00353808-0.0157825j -0.00360524+0.0132824j -0.0222364-0.00777098j 0.00561315-0.051569j -0.000420938-0.00483101j -0.0134224+0.00615566j 0.0145108+0.0348895j -0.0236458+0.0552169j 0.0449388+0.00621644j 0.0367168+0.013384j -0.030768-0.0325376j 
-0.00613962-0.0324306j -0.00474591-0.0194823j -0.0312239+0.0379255j 0.0107553+0.0528612j -0.0172239+0.0199212j 0.0358729+0.091772j 0.0032843-0.00280548j 0.00557722-0.0620668j 0.0356444+0.0902374j 0.0238617+0.0175619j 0.0727745-0.0977889j 0.0316969-0.0273003j 0.0273809-0.0427783j 0.104156-0.00141471j -0.0604283-0.0014341j -0.00321844+0.0105632j 0.0192952+0.0303502j 0.00858872-0.0549541j 0.0653155+0.0251903j 0.0219602-0.040986j -0.0483474-0.0172828j -0.0378744-0.0346667j -0.0418698+0.0232496j 0.0603318+0.0858531j -0.106924+0.0578183j 0.00208431+0.0467465j -0.0477113-0.101301j -0.154727+0.0782406j 0.108916-0.040212j 0.0700967-0.0323473j -0.00189071-0.049657j 0.103228+0.03751j -0.176384+0.119699j 0.00612778+0.0416493j -0.00913356+0.0689032j -0.0297076+0.0466142j -0.0339702-0.0317865j -0.020226+0.0767562j 0.0551484+0.00544431j 0.075589+0.0403343j 0.0163469-0.0417199j 0.0480507-0.0174894j -0.0687272+0.06452j 0.0243492+0.0290104j 0.0210359-0.0273638j -0.0808206+0.0446503j 0.0754684-0.142988j 0.154676-0.0263085j 0.029937+0.0134583j -0.0819099+0.025389j -0.0432254-0.012194j -0.0229092-0.0126283j 0.0528415-0.00210618j -0.00225292-0.102673j 0.0337901-0.0307838j 0.132706+0.0117298j -0.079913-0.0391631j 0.0117535-0.0781098j -0.0326903-0.0611937j -0.0281143+0.0785742j 0.0210526+0.0126114j -0.00153897+0.0578849j -0.00151846+0.0287411j 0.019354-0.0261446j -0.0109184-0.0271033j 0.00217627+0.0194067j 0.0070329+0.0427939j -0.0145716+0.0104528j -0.0132596-0.0165348j 0.0157342+0.00624599j 
0.0050294+0.023338j -0.0673665+0.000929869j 0.0365053-0.022944j -0.02162+0.0349416j -0.0217955-0.00735756j -0.0618569+0.026971j -0.101515-0.0448914j -0.0227101+0.0669313j -0.00925758-0.0727582j 0.0345942+0.0952907j -0.0211938+0.0934145j 0.0228138-0.0228059j 0.00177254-0.0817473j 0.0250577+0.00877628j 0.015441-0.0643677j -0.0288452-0.088887j -0.0957784+0.012486j -0.0179818+0.0594941j -0.0421011+0.0478611j 0.0174648-0.0438661j 0.0642003+0.00389695j 0.0565299+0.0979305j 0.105944+0.0103323j -0.0531896-0.0876975j 0.0317354+0.0730242j 0.010326+0.0663612j 0.00534493-0.105307j 0.0545485-0.0449974j -0.108856-0.072598j 0.145516+0.0216577j -0.0204422+0.0447503j 0.118487-0.0205985j 0.0854098+0.0352659j -0.0500287+0.0214721j 0.0572073-0.0436751j 0.0147154+0.0231478j 0.0255953+0.0510667j -0.0536622-0.0517061j 0.0497497-0.0200462j 0.0465754+0.00990691j 0.0851243+0.014084j -0.0303502-0.0759521j -0.028189-0.0363069j -0.00624233-0.214736j 0.0553947-0.0506434j -0.269314-0.00463589j 0.0489385-0.0304603j 0.00921297-0.0881491j 0.0459675+0.0945056j 0.0058345+0.164095j -0.0119058-0.0626405j -0.0377802-0.0498655j -0.00745899-0.126059j 0.0225982-0.138419j 0.0402545-0.0792898j 0.18792+0.172556j 0.0393009-0.0360983j 0.0526948-0.061502j 0.0338426+0.0429488j 0.0781578+0.0375781j 0.0116286-0.0306645j -0.0548988-0.0540998j -0.0122892-0.02344j -0.0484809-0.00446982j 0.0497453-0.00149097j -0.0472022+0.0373127j 0.0560509-0.0283681j -0.0255371-0.0272965j 0.0185728+0.0282933j 0.00313939-0.0110839j 
-0.0231965-0.0335436j 0.0403414+0.00318927j -0.0196664-0.0123762j 0.0608786-0.0579908j -0.0680722+0.004041j 0.0170513-0.0143482j -0.0324644-0.0370196j 0.0460954-0.070116j -0.042564+0.0749813j 0.0196545+0.0101999j -0.0109114-0.337665j 0.074434+0.00583863j 0.0045068+0.00706353j -0.0793919-0.0188606j -0.0772771-0.071999j 0.0721487+0.00400523j -0.0154249-0.000281995j 0.0753589-0.0250478j 0.218537-0.04198j 0.0521975+0.0416008j 0.0100824+0.0230616j -0.0285988-0.0652388j -0.00985675+0.0948433j 0.0610329+0.116674j 0.00256171-0.0439424j 0.0706572+0.012911j 0.0233771+0.0217473j -0.0856521+0.0846674j 0.0701769-0.0124922j -0.0103321+0.0326476j -0.0821386+0.0151645j 0.0671244-0.0106091j 0.142022+0.0597873j -0.120132-0.125857j 0.109428+0.0043357j 0.0382656-0.181823j -0.0638926+0.0921028j -0.0314198+0.042292j 0.135222+0.0489854j 0.0702806+0.0270974j -0.0218158-0.0506205j 0.00778383-0.0514042j 0.0208499-0.02038j 0.00278867-0.00805415j 0.0148486+0.0649661j -0.0279829+0.0750297j 0.00125916+0.0564689j 0.00314301+0.146489j 0.0175179+0.0253235j 0.0012951-0.0649493j 0.00594888-9.68363e-05j -0.0141243+0.0240138j 0.0308318-0.156952j -0.0241564+0.0839115j 0.0160492-0.00241043j 0.0275454+0.0265717j -0.0102649+0.140137j 0.0187024-0.0116381j -0.041036-0.0244818j -0.00986464-0.0182198j 0.00526716-0.00587589j -0.00799577-0.0170947j 0.00341376+0.00479646j 0.0127267+0.0136844j -0.0178692-0.0282904j -0.0181111-0.00154753j 0.0231713-0.0278884j -0.0142274-0.0189229j 0.00335785+0.00840695j 0.00523013+0.00470512j 
0.00415028-0.0465717j 0.0576046+0.0554065j -0.0264675-0.0366437j -0.0335382-0.0192416j -0.0878326-0.000862008j -0.138695-0.00487824j -0.10381-0.0898887j -0.00838645+0.0223314j -0.00499295+0.0751373j -0.023473+0.0373341j -0.0156254-0.0879697j 0.00945723-0.0555827j -0.00417284-0.0325944j 0.000173808-0.0311651j 0.00682798-0.0506357j -0.11455-0.067906j 0.00392191+0.0310207j -0.107116+0.00789345j 0.103792-0.0747018j 0.120812+0.110524j 0.0509411-0.00546852j 0.029497-0.0790221j -0.11289-0.0145325j -0.0584338-0.14434j 0.0123418-0.116092j -0.114889-0.0387171j -0.188924+0.140093j 0.0708734+0.0256563j -0.0642226-0.0363872j -0.096948+0.0539278j 0.0492169+0.0104286j 0.0262587-0.0272098j 0.145598+0.0844276j -0.134512-0.00250258j -0.0333087-0.273738j -0.00146301-0.112606j -0.168528-0.0900733j 0.08694-0.0477368j 0.0644281+0.0743751j -0.147706-0.0873727j -0.0376671+0.0618738j 0.012075+0.0526039j -0.0453402+0.0187678j -0.0419876-0.0945743j -0.0231165+0.0649698j 0.037271-0.106782j 0.0580112-0.0850047j 0.0574229+0.0702122j 0.05322+0.0682102j -0.0072247+0.0287681j 0.134395+0.082787j -0.131821+0.071125j -0.041076-0.017653j -0.00926461+0.00338501j 0.0391943+0.0105423j 0.136124+0.0566838j -0.0929772-0.0401178j 0.0901276-0.00606184j -0.0278635+0.0177429j -0.00566922-0.0374542j 0.0233108-0.0457314j 0.0311622+0.0205263j 0.00930767+0.0117378j 0.0118288-0.00273837j -0.0125477-0.0329304j 0.00896416+0.00395646j -0.00405047+0.0484062j -0.000179+0.0314038j -0.0216513-0.0175682j -0.0190547-0.0228842j 
0.0257585-0.00438553j -0.0438732+0.0334007j 0.0239523-0.017275j -0.0658795-0.0302232j -0.0201334-0.0408787j -0.0930547-0.10473j -0.055346-0.0355113j 0.0180053+0.161173j -0.0670777-0.0556851j 0.0539925+0.0372024j -0.017711+0.223829j -0.00798081-0.0148279j -0.00615093+0.0170881j -0.00553742-0.113888j 0.0256474+0.0734333j -0.0714733+0.0912248j 0.00164812-0.0040208j 0.0288036-0.0263177j 0.0731083+0.0741907j -0.0116025-0.00666176j 0.047597+0.0547213j 0.00524822-0.00744781j -0.110886+0.0224662j -0.0227959+0.0164959j 0.0689401+0.0116774j -0.0570369-0.0793453j 0.187219+0.115806j 0.0173241+0.0109011j 0.00516059+0.0109777j -0.102752+0.120525j -0.0371434-0.0547575j 0.135816+0.0928238j 0.0684906-0.0255696j 0.0384135-0.138626j 0.00641018-0.0449848j 0.00729911+0.0697314j 0.0141039-0.0086621j 0.0297801-0.0565469j 0.0285242-0.00859277j -0.0406184+0.0037738j 0.0870234+0.0208955j 0.059679-0.020124j -0.00756491+0.0136038j 0.0204923+0.0756104j 0.0119769+0.00733416j 0.0325516+0.0669736j -0.00989253+0.0306673j -0.0959307+0.181349j -0.000977489+0.00158356j -0.000133003-0.0525063j 0.143135-0.0564876j 0.0351063-0.028193j -0.0214875-0.0822168j 0.0170274+0.0390535j 0.109439-0.0341561j -0.0361552+0.0212281j 0.00615682-0.0128659j 0.0546558-0.00204535j -0.0304592-0.0273168j 0.00506239-0.00172846j -0.00249503-0.0291687j -0.00405671-0.00391867j -0.0108163+0.0179612j -0.00602033+0.00215981j 0.00223569+0.00382315j -0.0136806-0.0219542j 0.0175615-0.0379102j -0.0257413-0.00482977j -0.014374-0.00914667j 0.00574756+0.01256j 
0.0163192+0.0246725j -0.0425926+0.0565726j 0.0163887-0.038034j 0.0580514+0.00889186j 0.0308392-0.0305507j 0.0200017+0.00733013j -0.00781606+0.0103738j -0.0246313-0.0329964j 0.0152935-0.0100004j 0.000361442+0.0194014j -0.0787788+0.0592992j 0.0695088+0.00565356j -0.0627399-0.0153753j -0.006317+0.0251581j -0.00484288-0.00873585j 0.0665656-0.024895j -0.000650107-0.010869j 0.110223-0.0544321j -0.0495688-0.00247546j -0.0770018+0.0626156j 0.0987822-0.109161j 0.0127519+0.0092684j 0.02033+0.0129599j 0.10707+0.0146225j -0.0182188+0.0327108j -0.0104819+0.0639059j 0.0853713+0.0350515j 0.00064375+0.0117085j -0.0264612+0.0723212j 0.102152+0.0336822j -0.0707466-0.0354359j 0.0793616-0.0067517j 0.0645092-0.0489808j 0.0088733+0.0222956j 0.0471303+0.0516198j -0.00452806-0.0033109j -0.0645585+0.00242229j 0.0288791-0.0572946j -0.059059-0.015002j 0.0434123-0.0382546j 0.046141+0.0654199j -0.0687069-0.0301349j -0.076131+0.00138854j 0.0824755+0.068827j -0.0238043-0.0281952j 0.0697943+0.0941022j 0.0117369-0.0901167j -0.12031+0.0273644j 0.0122057+0.0264843j 0.0651289+0.0448793j -0.0174158-0.0980744j 0.0137022-0.0196272j -0.0450832-0.0828906j 0.0400089-0.0054142j 0.106723-0.0863794j -0.0623332+0.0161569j 0.10204-0.0185225j 0.133629+0.0611179j -0.0346637+0.0479976j 0.111321+0.0819133j 0.0575346-0.123956j 0.000954427+0.00050442j -0.0230375+0.0468434j -0.0268835+0.0152272j 0.044019+0.00386707j -0.00545407-0.0168949j 0.0529869-0.0384734j -0.0676456+0.0430108j -0.0668253-0.0404108j -0.013789-0.00480587j 
-0.0200916+0.024168j 0.0225018-0.0343724j -0.000140215-0.00682151j 0.00142468-0.0170632j -0.0455332+0.0272019j 0.0142527-0.0471156j 0.00324588-0.0756753j 0.0198965+0.0153384j -0.13716+0.00535539j -0.0242786+0.00270523j -0.0136476-0.0713966j 0.0131726+0.00640907j -0.0726791+0.00589094j -0.0441223+0.000432813j -0.0502758-0.0612584j 0.000371151-0.0372036j -0.100948+0.0168259j 0.0525608+0.0670641j 0.014216-0.0606317j 0.0543565-0.0373642j -0.0450737+0.00688708j 0.0086092-0.0289624j 0.118645-0.00450331j 0.00164638+0.0376655j 0.0189761+0.00815765j 0.00994441+0.00960959j 0.0236997+0.0299977j 0.0126774-0.0417606j -0.0633518+0.00977756j -0.0755756-0.0114936j -0.0096935+0.0526649j 0.0144871-0.0590682j 0.0647814-0.0808254j 0.00455108-0.0325897j 0.00363729+0.0143098j 0.037619-0.0732657j 0.00260618+0.0481941j -0.0510114+0.0295569j 0.0367781+0.0561731j 0.0424316+0.0377023j -0.0176881-0.0296031j -0.136037-0.0151098j 0.0168896-0.140695j 0.0015225-0.139891j 0.00121447+0.0633705j -0.0261647-0.026062j -0.0342302+0.0120788j -0.134999+0.0185309j -0.0532315+0.0312958j 0.0919549-0.0841749j -0.0243605-0.025547j 0.0735278+0.0837595j -0.00258878-0.0333608j -2.54466e-05+0.0291906j -0.0963981+0.05408j -0.119926+0.00730613j 0.13517+0.0950692j -0.0990291+0.0104909j 0.0460003+0.020428j -0.00830717-0.0118243j -0.0291746+0.0386881j -0.00132378-0.058503j 0.0355798-0.0894569j -0.024313+0.0428322j 0.0315342+0.0148013j 0.00574926+0.0682813j 0.0223389-0.04033j 0.0138353+0.00382017j 0.0393725+0.0430084j 0.00215465-0.0159614j 
0.0192797-0.0144411j -0.0305608-0.0250233j -0.0113602+0.017281j -0.0661662+0.0267993j -0.0450792+0.00620117j -0.0718765-0.0278409j -0.0417094-0.0496257j 0.0091183+0.089367j -0.0764993-0.0212083j 0.0393838+0.0363414j 0.0665867+0.117191j -0.0138651-0.0336155j -0.00397535-0.0162174j 0.0697337-0.0883603j -0.00349062+0.0388358j -0.114858+0.049643j -0.0493127+0.0171411j -8.54338e-05-0.0287237j 0.0856568+0.0688138j 0.037627-0.062996j -0.0128433+0.0381107j -0.0293321-0.00537259j -0.0308084-0.0248715j -0.019315+0.0108285j -0.035075+0.0443798j -0.0667219-0.0276863j 0.0570137+0.0274224j -0.0864695+0.049116j 0.00865792-0.0714375j -0.0558968+0.0577988j 0.00822933-0.0106132j 0.116765+0.0445101j -0.0365039+0.00703882j 0.0402794-0.0955587j -0.0746471-0.0125373j 0.0111852+0.0544407j 0.00712952-0.0390036j 0.000950759+0.0265629j 0.0706087-0.0150077j 0.0194071+0.0354796j 0.0353245-0.0259915j 0.0128699-0.0508731j -0.0324867-0.0367494j 0.000277323-0.0235422j 0.00951106-0.00261835j -0.043471+0.031993j 0.0487392-0.0473405j 0.0390503+0.0582748j -0.00362249+0.0213833j -0.0456787-0.0807395j 0.0268057-0.0648566j 0.0336844+0.0148083j 0.0214193+0.0359397j -0.00347012-0.0542729j 0.043526-0.0316761j 0.00891623+0.0389804j -0.0619708+0.0249184j -0.0772915-0.0104699j -0.0275101-0.0649215j -0.0416244+0.00922889j -0.0132273+0.0759337j -0.0142467+0.022833j 0.0120823-0.00579462j 0.01631-0.01292j -0.0203052-0.00840184j 0.0147001+0.052234j -0.0132533+0.0272657j 0.0186048-0.0052107j 0.022112+0.0303982j 0.024558+0.00220178j 
-0.025485-0.0778532j -0.0317715+0.0617094j -0.0308005-0.0240222j -0.0781434+0.0030065j 0.00818383-0.0496939j -0.0891272-0.0666726j -0.0205336+0.0124228j 0.0207295-0.0265245j 0.0435413-0.0627979j 0.0543822+0.00473181j -0.139499+0.0208177j -0.00516238+0.0547315j -0.0144935-0.0118374j -0.0736789-0.00545505j -0.00016887-0.0530406j -0.0200309-0.0822097j -0.0947193+0.0286023j 0.109733+0.0128723j 0.0636146-0.09775j -0.0189442+0.00797893j -0.0223023+0.050746j 0.0332092+0.0227382j 0.185122-0.122937j -0.0440017-0.00834031j 0.0167662+0.105382j -0.0291172+0.0705033j 0.117084-0.0350418j -0.0308009+0.0272878j -0.277724-0.0258518j 0.00215213+0.0846111j 0.108317-0.00823091j -0.0618083+0.00692621j -0.0189603+0.0597731j -0.0334163-0.106059j 0.00487327+0.0733122j -0.0131323+0.083525j -0.050695+0.00868737j -0.0410107+0.0310335j 0.0437354-0.0133323j 0.0108498-0.0557079j 0.0203781-0.0384292j 0.0422361-0.0180733j -0.0126097-0.242532j 0.0511657-0.0240856j -0.0748032-0.0128503j 0.185621+0.0566951j 0.112228-0.0457621j 0.0499244+0.049583j 0.0100374-0.0724303j -0.0575981-0.0542614j 0.00638125-0.0694813j 0.0412713+0.0569559j 0.0467004+0.15774j -0.0669736-0.00490006j 0.0698461-0.076754j -0.0712924-0.0728056j -0.147377-0.0201579j 0.0115583+0.0831167j -0.0633464+0.0060134j 0.0120076-0.0722646j -0.00258915-0.0129415j 0.00119078-0.0954388j 0.0363979+0.017742j 0.0406249-0.0158592j -0.053683-0.0121005j 0.0368088+0.00914268j -0.0651118+0.0665053j 0.050525+0.0233458j -0.00585216+0.0248634j -0.0248439-0.024395j 
-0.00128836-0.00375162j 0.0128285+0.035774j -0.0299373+0.0102186j 0.0322536+0.0295933j 0.00396527-0.00515349j -0.0265704+0.0338646j 0.0197751-0.00874647j -0.0112698-0.0511991j 0.0190823+0.0202094j -0.00979239-0.00427061j -0.0219808-0.0213687j 0.0399251-0.0103815j -0.0162819-0.0146273j 0.00173216+0.00344704j -0.0347225-0.0168952j 0.00832679-0.055973j -0.00955079-0.0109657j 0.0487584-0.0396714j -0.0748029-0.0675594j -0.00482453+0.0327657j 0.0198227-0.0749696j -0.00470335-0.0509132j 0.010918-0.0240948j 0.0112626-0.0346098j -0.0318308+0.0184621j -0.0419243+0.0261207j -0.0417357+0.0223845j -0.0291413+0.0321479j -0.0347357-0.01416j 0.0156433+0.00842454j 0.0563515+0.0135603j -0.00305078-0.0159268j -0.0278997+0.027601j -0.0146325+0.0572061j -0.0785586+0.00891526j -0.0039386-0.0109514j -0.0771787-0.0581537j 0.0207907+0.0137636j -0.033507+0.0351307j -0.00721831-0.0187381j -0.0345504+0.0298592j -0.0605408+0.0155636j -0.0574466-0.0392189j 0.0161337-0.00186625j -0.0297491-4.91349e-05j 0.0854973+0.0181868j 0.0615514-0.102322j -0.0277819+0.00275589j 0.00110889+0.000537272j 0.0117162-0.00169146j 0.00205685-0.030761j -0.0103434+0.0873405j -0.0194037+0.0337627j 0.0071567-0.00582557j -0.00362073-0.0183245j -0.0656138-0.040274j 0.0108944-0.0100775j 0.0349328+0.0574204j -0.0186005-0.00564636j 0.0371499+0.0407255j 0.0154985+0.00648247j 0.0146849+0.0208143j 0.00136643+0.0469002j -0.00163098-0.00609686j -0.00528912+0.00999507j 0.0233109+0.036513j -0.019757+0.0134009j -0.00198516+0.0386291j -0.0230585+0.0264532j 0.032488+0.00259364j 
0.0175943-0.00510844j 0.0173778+0.0148408j -0.0245497-0.0120513j 0.0237077-0.00573226j 0.0005112-0.0185999j 0.020387-0.0163697j 0.0444737+0.0157958j 0.0112511-0.0205981j 0.0183149-0.00395894j -0.00282736+0.016693j -0.0174296+0.00539484j 0.0188788-0.0238582j 0.00282552+0.0184563j -0.0183553-0.0372904j -0.0182333+0.0452315j 0.028047+0.0148304j 0.0117241+0.050534j 0.0074917-0.0216649j -0.00729665+0.023072j -0.0173314+0.0250384j 0.0492804-0.0458888j -0.0221662+0.00573173j -0.063404+0.00771719j 0.0175351-0.00847307j -0.038881+0.00681834j 0.0335799-0.0232644j 0.0182277+0.00741161j -0.00357994+0.020924j 0.0286096+0.0107914j -0.0218748+0.0276111j -0.0316571-0.00737418j 0.000117813+0.0176824j -0.00441601+0.0119387j -0.0172473+0.0164075j -0.062565+0.00675745j -0.0194212-0.00245044j -0.0324199-0.0248411j 0.0029616+0.0139675j 0.00619546-0.0112544j -0.0138243-0.0410851j -0.0239975+0.027961j 0.0582761-0.0030796j -0.0384286+0.0208715j -0.00862806+0.0900614j 0.0204175+0.0161428j 0.0426755+0.0496194j 0.0228747-0.0676132j 0.0023949+0.0333144j 0.0279692-0.0465828j -0.0433124+0.0788701j 0.00393929-0.0145236j -0.0186099-0.0109201j 0.0136134+0.00369422j 0.00524738+0.00223346j 0.0306789+0.00972804j -0.0452079+0.00197357j -0.0160586+0.0105211j 0.0769442+0.0442012j 0.0322744+0.0223995j 0.0146805-0.0239758j 0.0194297+0.0345975j 0.0565609+0.0488967j 0.0331922+0.0217412j -0.0191378-0.00670326j 0.00910214+0.0233622j -0.0444941+0.0862203j -0.0569461-0.0781484j -0.0155107+0.0175345j 0.0755632+0.0794571j 0.0263733-0.0423389j 
0.0175464+0.00353161j 0.0237067+0.00141825j -0.00772677+0.0176168j 0.032562+0.00725247j -0.00660473-0.000694867j -0.0444466+0.0213469j 0.0065349-0.0125806j 0.00640488+0.00759673j -0.0170213-0.0145788j 0.0212593+0.0237073j -0.0229048-0.0157848j 0.0171496+0.0112677j 0.00496793-0.00250232j -0.0132905-0.0398857j -0.0136426-0.0010672j -0.00630212+0.00203532j -0.0263002+0.0232373j 0.0105674-0.0341055j 0.0106783-3.84322e-05j 0.0311613-0.0271556j -0.0156174+0.000835453j 0.00470935-0.0191821j 0.010532+0.0210311j -0.000322968+0.0245332j -0.0176072+0.0151273j -0.015221+0.00214814j 0.00919031-0.0173127j -0.0165016-0.0131527j 0.0254237+0.00228036j -0.0215216+0.00575519j -0.0092218+0.0180491j 0.0100282-0.000887062j -0.0459081+0.0124558j -0.0269247+0.0280803j -0.0119543+0.0105344j 0.0128253-0.0124601j 0.00113363+0.0132868j 0.0129794+0.0190577j -0.00992479+0.00511296j -0.00344789+0.0214177j 0.0187566+0.0158512j 0.0266119+0.0112404j -0.0221301-0.016397j -0.0265252-0.0229276j 0.0304463-0.00862167j 0.0307713+0.0374501j 0.0634988-0.0400527j -0.0385434-0.00127823j 0.00186308-0.00150132j 0.0271186+0.0480951j -0.00104047+0.000186975j -0.0502197+0.0517594j 0.0168798-0.0447005j 0.0177154+0.000216532j 0.0209377+0.016022j -0.0571926-0.0506575j 0.0417044-0.00548793j 0.0846253-0.0119816j -0.0191496-0.0468847j 0.0406329+0.0454992j -0.0654676+0.0800393j 0.0184212+0.00881579j -0.0197578+0.0566615j -0.0417166-0.0157622j 0.00228888+0.0307979j -0.0178058+0.0169143j -0.0151581-0.0740524j 0.0128039+0.0126374j -0.00112992+0.084482j 0.10462+0.0574036j 
4.97526e-05-0.0439574j -0.00735583-0.0242651j 0.00727889+0.00970007j 0.000188143-0.0318595j -0.00998791+0.0225351j -0.0303106+0.00808742j -0.0141247-0.0187316j 0.00233269+0.00434457j 0.000226217-0.0218222j 0.00853631+4.44362e-05j -0.0145626-0.05237j -0.000715403+0.0448714j 0.00872522+0.000265383j 0.00595491+0.0210021j 0.005302-0.0143692j -0.0169838+0.00534406j -0.0110487-0.014322j 0.00346796-0.0428893j 0.00900112-0.0503028j 0.0293622+0.00591476j -0.0205296+0.0416815j 0.00773923-0.0513984j 0.0199758+0.00673874j 0.00877573+0.0294588j 0.000129581+0.000606461j -0.0198917-0.0200435j -0.00341294-0.0502122j -0.00928194+0.00212532j -0.028167+0.0298275j -0.0390131-0.0416357j -0.00863523+0.031188j 0.021319+0.0149952j -0.0217675-0.0206217j 0.00359283+0.00749066j 0.0820863+0.0442921j 0.0366487+0.00821151j 0.00246104-0.0165809j 0.00230075-0.031875j 0.0135611-0.000766296j -0.0194258+0.0766523j -0.0011144+0.0177994j 0.00596916+0.0154897j -0.00352143-0.022984j -0.0159676-0.0321655j -0.00441015-0.019828j 0.0934825-0.0435022j -0.000922589+0.00725341j 0.00437107+0.0186346j 0.0246967-0.010505j -0.00767175+0.0020013j -0.00180277+0.0235224j -0.0462243+0.00255024j -0.0142697+0.0133123j 0.0119413+0.020252j 0.0108068-0.00447073j 0.0368557-0.0935296j -0.0246604+0.0126064j 0.0101279-0.0362612j -0.0103065-0.0791935j 0.0488591+0.0726785j -0.116821+0.0270825j 0.0280928-0.0353536j -0.027591-0.0286231j -0.0157084-0.0222107j -0.0148331+0.0419209j 0.0267324-0.101969j 0.014416-0.0542864j 0.0224835+0.0319618j -0.0336193-0.00977246j 0.0543793+0.0619404j 
0.003388+0.00360724j -0.0117709+0.00968097j -0.0114512-0.0058651j -0.0117824-0.013819j -0.00447814+0.00545958j -0.0260617+0.0126067j 0.0240764-0.00119187j -0.0308878-0.00884704j -0.00930662-0.00686934j 0.00749745+0.0103424j -0.0162668+0.0101393j 0.0175236+0.0463968j 0.0341587+0.0107424j 0.0276361+0.0068972j 0.00818018+0.0197668j 0.0174818+0.0167381j -0.0134604+0.0220573j -0.00999135+0.00890053j 0.00576999+0.0413497j -0.0134019+0.0382336j 0.0436612+0.0172295j 0.00439092-0.0167662j -0.0093992+0.0085403j 0.0123168+0.00423744j 0.0237204-0.0154021j 0.0190462+0.0176189j 0.00661385+0.00161775j -0.00156384+0.0191967j -0.0340405-0.00348472j -0.000662276-0.052021j -0.014302+0.018363j 0.0254199-0.0123503j 0.0526115-0.0192815j 0.0167588-0.00765559j 0.00818132+0.00210006j 0.0215013+0.0139299j -0.0446469-0.00344977j -0.0147049-0.0281112j 0.049845+0.00062449j 0.00333599+0.00319198j -0.00818019-0.02638j -0.0470914+0.011957j -0.00333247+0.0529817j 0.0115767-0.0258128j -0.028461-0.0704159j -0.00367928+0.00845125j -0.0289151-0.0148848j -0.0397693-0.00864373j 0.0621799+0.00553497j -0.0561157-0.00364349j -0.000523168-0.0164031j -0.00291558-0.0157409j -0.0664134-0.0213575j 0.0431055+0.0174608j 0.00473915-0.0548567j 0.0115245-0.00771484j -0.0212772+0.023539j 0.040873+0.0108911j 0.0199616-0.0406071j 0.0448033-0.0595711j 0.0114493-0.0346161j -0.0412737-0.00462668j -0.0763425-0.0573168j -0.041355-0.050056j -0.0321081+0.0651453j 0.0170484-0.00352695j -0.0694171+0.0443102j 0.0267343-0.0171582j -0.00101222-0.052478j -0.0539334-0.0176135j 
