-0.0116582-0.153794j 0.0478003-0.0625544j -0.0257232+0.011931j 0.119151+0.314593j 0.106175+0.101679j 0.0885817-0.158916j 0.0657517-0.366162j 0.143949-0.0659685j -0.233391+0.210504j -0.11642-0.383171j -0.0390649-0.100054j 0.032376+0.0633204j -0.0128176-0.12189j -0.0860753-0.261273j 0.400089-0.441418j -0.237568+0.0884231j 0.228804+0.0189438j 0.0888551-0.0227325j 0.135571+0.362871j 0.0924763+0.122496j 0.0774793-0.0307065j 0.202264+0.564678j 0.0728019+0.409994j 0.313831+0.120764j 0.36379-0.0913344j -0.536873+0.0637451j 0.220165-0.401343j -0.0637749+0.0352318j -0.414884+0.450579j 0.00206157-0.145527j -0.259181-0.671153j 0.19063-0.0192783j -0.101766-0.28048j 0.833382-0.299304j 0.394201-0.201499j 0.201598+0.281734j -0.607767+0.674923j 0.996721+0.602428j 0.113525+0.262109j 0.186674+0.797048j -0.0642233-0.294702j 0.929668-0.373301j -0.534738-0.233449j 0.468763+0.974996j -0.380746+0.136466j 0.330958-0.257564j -0.758917+0.285175j -0.482466-0.293392j -0.824572+0.328085j 0.246298+1.5431j -1.27126-2.30243j 2.12048-1.07919j 
-0.153875-0.395036j -0.511863-0.610902j -0.616923+1.06233j 0.308524-1.95146j -1.03582+1.78311j 1.49644-3.22272j -0.103541+0.551812j 1.49039-4.25441j -1.72384+3.41529j -0.0906663-1.06145j -2.6647+6.37226j -0.0514669-3.55445j 2.26534-4.07557j 0.652191-5.89497j 0.664527-1.95045j 5.12598-13.6654j -3.63848+8.42014j -0.506156+1.16307j 1.58684-3.72603j 0.648986-3.22779j -0.397641-1.6802j 6.44057-14.0838j -0.269429-0.896745j 4.75712-11.4634j 0.427856-1.61262j -11.466+5.27588j -4.31945-0.390354j -0.917156-0.161709j -3.30575+11.2557j -0.157155+0.401155j 6.33535-15.5654j 0.42576-1.87139j -0.669682+1.3495j -1.46159+3.12324j 3.0577-1.39687j -4.11484+10.5349j 5.50914-13.9934j -2.04318+1.34247j 3.63007-7.07957j 0.61424-4.92574j 0.812105-3.46495j 2.11007-8.92654j 1.2167-0.336559j 1.25522-4.79838j 1.55241-3.83294j 0.378073-0.113594j -0.331594+0.915931j -0.725677+1.42496j 0.102555-1.44018j 0.491981-0.953134j -0.885482+1.26078j 0.988904+0.384736j 
-0.655443+0.255993j -0.550492-0.339032j 0.473139-0.395027j -0.0217379+0.550096j 0.618207-0.910501j -0.837835+0.472644j -0.256958+0.411488j 0.217687+0.527369j 0.952121+0.180604j 0.383045+1.34541j -0.0430971-1.55192j -1.18548-0.362628j -1.4282+0.730216j -0.65825+2.21366j -1.74407+1.3231j -1.25305+3.26719j 0.198869-2.7367j -0.451556-0.557866j 0.458102+0.746666j -0.156882+1.72479j -0.789854+1.16893j -1.40247+2.00504j -0.14282-0.122456j 0.34614+3.25926j -0.434177+1.11657j 2.75446-0.489191j 2.13297-0.020935j -0.39587+1.18823j 2.07205-2.2723j -0.871371+0.337006j -1.2729+3.64086j 0.537156+1.62189j 1.22638-2.38198j 0.790829-0.806052j -0.223695+0.797956j 0.419587-3.53836j -1.75348+3.15194j -0.0708412-0.913806j -0.0847879+0.519759j 0.716226+1.91288j 0.142963+0.562931j -0.70887+1.9149j -0.586529+1.10255j -1.6053+1.53603j -1.06068+0.4853j -0.0325381+2.81332j -0.693033-0.342366j -1.58306-0.279107j -0.998841+0.641625j -1.60248+0.966662j 0.647858-0.876377j 0.520109+0.331339j 
-0.0738856-0.538415j -0.305102-0.862944j -0.502506+0.684633j 1.22327-1.38318j 0.00419501+1.01612j 1.79374-2.04964j -0.109717+0.510773j 0.481095-3.44398j -0.741365+2.48343j 0.267543+0.0900152j -0.298387+4.3962j 0.342129-0.996973j 1.22286-1.80334j 1.92022-4.74455j -0.169705-1.07523j 4.12526-7.373j -2.03398+5.61008j 0.528708+0.194101j 0.59763-2.50124j 0.324333-2.40705j 2.03116-1.0981j 3.92438-10.5365j 0.688985+0.422199j 2.91328-6.80403j 0.468006+0.083863j -7.96086+4.11388j -3.48837+0.376412j 0.194793-1.83904j -3.41898+6.84556j 1.99195-1.00907j 3.97622-9.72382j -0.57179+0.143624j -0.637072+1.85211j 0.351654+3.48201j -0.540745-2.17489j -0.440954+5.20306j 2.81702-9.65228j -0.636576-0.04137j 1.92861-5.56148j 1.9563-2.42159j -0.258004-4.34752j 1.6434-5.4212j 0.626661-0.0709247j 0.206482-1.91714j 1.09538-2.41455j 0.791214+0.409522j -0.404569+3.2976j 0.754915+1.00624j 0.0505864-1.80804j 0.129877-0.945524j -0.72699+0.6531j 0.270523+0.434643j 
-0.297319+0.574415j 0.0304286+0.778518j 0.593497-0.34768j -1.39541+2.30715j -0.0622152-1.0621j -0.537689+2.8087j 0.141677+0.205978j -1.2605+1.84613j 0.455699-2.26848j 0.0238362+0.64189j 3.07072-5.82427j -0.720028+2.59863j -1.32318+4.51202j -2.61359+3.74509j -1.03063+1.38576j -5.15711+10.6297j 3.88747-5.92428j -0.387553-1.60978j -1.73015+3.27756j -1.79931+2.85744j -1.36457+3.07608j -5.51552+11.6609j -1.70217-0.40687j -4.3921+7.30068j -0.659947-1.27618j 7.47376-3.76379j 3.6036+1.53516j 0.0922551-1.58378j 3.24436-7.27764j -1.88044+0.135508j -4.74353+11.7638j -0.63429+3.16972j 0.538514-4.09898j 0.889254-3.35063j -0.885265+1.06801j 2.2939-5.79127j -4.15766+10.551j 0.573662-1.72332j -1.43589+3.47951j -0.970925+4.28537j -2.04559+2.16366j -2.04254+5.48186j -0.101425+0.201211j -2.54237+1.92007j -1.64159+1.83736j -0.277746+0.15432j 1.71149-2.79523j 1.20558-0.951197j -0.0673315+2.60008j -0.00860319+0.334799j 0.4624-0.912473j 0.10871-0.73613j 
0.236986-0.166264j -0.294962-0.742822j -0.2101+0.753617j 0.199612-0.694681j -1.05722+1.04212j 1.52778-0.778301j -0.22551+0.0335644j 1.61751-3.01532j -0.995682+2.23435j -0.251283+0.306357j -0.846426+3.28441j 0.874423-1.79061j 1.45722-1.96657j 1.38194-3.71681j 1.14417-0.373592j 4.0625-8.88202j -1.50602+2.84491j -1.01656+2.43641j 1.69169-0.731557j 0.808349-1.49818j 0.117226-1.85189j 3.81896-8.02205j 0.617581-0.51031j 1.53329-7.39011j -1.58627+0.729041j -5.98379+2.96478j -3.81769+0.110488j 1.74675+1.05502j -3.88496+7.63507j 0.367923+0.81785j 3.46528-8.12413j 1.50136-1.91571j -0.750477+1.764j -0.0418408+1.02562j -0.660056-2.18866j -2.83855+2.39236j 2.38194-8.99881j 0.262255+0.932369j 1.66273-3.81293j 0.053906-1.72296j 1.4625-1.48802j 2.97956-2.73051j 0.693838+0.287769j 1.425-2.26487j 0.460238-3.23694j -0.0236214-0.0262332j 0.0222781+1.10178j 0.233701+1.28874j 0.428531-0.858652j 0.350258-0.685552j -0.699732+0.548755j 0.0781263+0.280872j 
0.363833-0.168542j -0.314051-0.709396j -0.461114+0.907221j 0.585211-0.941223j -1.62269+0.431662j 1.48251-2.21742j 0.326897+0.0594763j 0.898105-1.68069j -1.98768+1.44298j -0.306019-0.31188j -2.24045+4.57887j 2.35584-2.97852j -0.0244228-1.94204j 1.27566-4.53923j -0.0247937+0.0200804j 4.08304-7.25651j -3.80661+4.39697j -0.489545+1.71195j 1.56379-2.64873j 0.507013-0.637511j 2.13988+0.674959j 3.72818-7.70443j 1.17775+1.27998j 2.52654-4.90174j 0.368476-2.55299j -6.11499+3.30534j -4.43225-0.103217j -0.414512-0.808318j -3.32978+5.44055j 0.480395-0.380413j 4.01989-7.90895j -0.226326-0.184131j -1.82783+1.7693j -1.45833+2.44891j 0.651096+0.709824j -2.65851+4.81231j 2.97944-5.21879j -1.44552+0.977295j 1.81038-3.90425j 0.652736-0.843019j 1.34417-0.398524j 3.47406-2.72116j -0.00217114-0.114075j 1.31968-1.77708j 1.89584-2.68121j 0.39365-0.544241j -0.120151+1.7855j -0.55746+0.928802j -0.149449-1.24319j 0.117037-0.704766j -0.65334+0.559968j -0.305522+0.416542j 
-0.0966203-0.322743j 0.371833+1.31204j -0.473505-1.32732j -0.182107+0.82733j 1.25885-0.701933j -1.67858+0.0243137j 0.973208-1.8541j -0.575377+2.07269j 0.767794-3.25809j 0.153488+1.34297j 2.88912-5.21109j -1.33966+1.39299j -2.25003+3.51959j -2.04068+3.02436j -0.158344+1.46446j -3.6044+7.98347j 2.66495-7.41904j -1.33324-0.706153j 0.0479708+1.37014j -0.115547+1.92979j -1.59489+2.5879j -4.63965+9.72235j -0.0656164+0.249648j -3.7599+6.35364j -0.655625+0.472201j 5.56236-3.51584j 3.19956-0.0508517j 0.084206+2.05807j 4.28127-7.25106j 0.206521+0.0741874j -4.1327+7.30558j -1.70921+1.50217j 1.21795-2.66158j 1.36823-2.46002j -0.200394+0.539006j 3.41458-5.7162j -4.52746+8.36665j -0.323777-2.47529j -3.50183+3.95554j -0.0970783+2.48291j -1.29807+1.3035j -2.36959+3.61068j -1.16575+1.84308j -0.559632+1.27368j -1.52883+2.00884j -0.387916-0.524119j 0.884313-1.98997j -0.11862-1.52493j -0.751408+1.19482j 0.301278+0.824722j 0.165636+0.323322j -0.383383-0.363481j 
1.07624-0.141298j 0.239333-0.747547j -0.768725+0.0575685j 1.06401-0.214682j 0.702027+1.32111j 0.944903-0.158983j -0.0167465-1.42313j 1.42885-2.15705j -2.59593+2.06603j 0.126581-0.102828j -2.76899+4.56096j 0.762146-1.7744j 0.905946-2.00023j 0.712776-4.31462j -0.38045-0.834265j 4.22736-7.46846j -1.62624+5.03858j 1.80641+0.396987j 0.50155-0.910491j 1.38607+1.15745j 0.306358-0.543411j 3.94749-8.03563j -1.09175-0.695559j 4.54783-5.99575j 1.44923+0.496778j -5.06088+2.71259j -3.60408-1.46369j 0.293722-0.960447j -2.11877+5.40261j -0.935156+0.683174j 3.57246-8.42937j 2.40546-0.124877j -1.40256+0.908735j -0.515944+2.108j -0.410998-0.322768j -2.19928+3.77429j 4.09322-7.25228j -1.99253+0.193678j 3.48807-2.25509j 1.03224-2.23441j 3.00129-2.43519j 1.39186-3.30055j -0.000705976-0.0121931j 1.46971-2.3585j 0.986019-2.52969j 0.237228-0.978443j -1.18362+1.9521j -0.0871368+0.773506j 0.905068-1.07051j 0.506913-0.60462j -1.05091+0.534908j -0.675871+0.0248615j 
-0.624535-0.173064j -0.268523+1.34826j 0.138212-1.16311j -2.23575-0.0431154j 1.09873-0.208388j -2.05293+3.06686j 1.51305+0.344913j -2.59906+1.78828j 1.67714-2.39247j -0.210302+2.27546j 2.71307-2.25587j 0.767392+0.126739j -1.34476+2.5648j -1.50673+2.67839j -1.24542+1.69332j -5.08751+5.78489j 3.35858-3.59229j -0.242571-0.785524j -0.510235+0.105012j 0.853601+0.979468j 0.147696+2.29133j -4.69001+5.63471j 1.05726+0.334291j -3.17623+4.72237j -0.431577-0.222185j 5.37045-1.98022j 2.21403-0.135986j 0.141772-0.401793j 4.31505-3.63571j -1.46019+0.974038j -4.8088+6.1644j -1.20203+0.459971j 1.70192-0.738073j 1.64573-1.53298j -0.68721-0.000371987j 4.73608-3.19665j -5.3046+6.67675j 0.926468-0.764577j -2.02876+3.62185j -1.08986+2.03055j -1.58576+1.55851j -1.73528+3.3061j 0.892803+0.450466j -0.64285+2.15763j -1.08007+1.76203j -0.45404+0.791758j 1.48308-1.73499j 0.644041-0.469498j -0.407891+1.71658j -0.257396+0.786984j 0.988388+0.0324365j 0.448566+0.349685j 
-0.265168-0.163094j -0.0552007+0.616674j 0.309974-0.497309j -0.0685616-0.038118j 0.119402-0.529196j -0.781954+0.826009j 0.287652-0.0767187j 2.42685+2.66521j 1.88407+0.401241j -0.706653+0.892029j 0.981948-2.19703j 0.877569+1.01418j 2.89707-0.346907j -1.14481-0.244217j -0.275437+0.840497j -1.29167+4.20194j 1.59158-1.34237j 1.32475+0.89671j 1.07307-0.590031j -1.17028+0.406966j 0.403013+2.51609j -3.85478+3.69903j -1.20053-0.00765635j 0.440205+1.41635j 0.305259+0.581825j 2.20663-0.636943j 0.717252+1.04177j 0.512113-0.485157j 2.27789-2.05428j 0.158006+0.98068j -3.06748+4.17423j -0.280412+0.687084j 0.972424-0.305796j 0.38024-1.03502j 0.811746-0.152464j 0.970357-2.00812j -1.68058+2.43649j 0.857515-0.564956j -2.1846+1.14479j -0.438511+0.758412j -0.843179+0.984801j -1.07455+1.72792j -0.853917+0.223418j -0.166151+0.91315j -0.412124+0.914597j -0.483791+0.298555j 0.556441-0.813937j -0.104262-0.685473j -0.598898+0.272833j -0.185164+0.363334j 0.25074+0.0110417j 0.116116-0.0214228j 
-0.559495-0.669518j -0.0539891+0.938058j 0.951259-0.655244j 0.713459+0.730247j 1.06473-2.4778j 1.11442+1.22041j 0.816029+0.694393j -0.795945+1.27374j -0.503061-1.69011j -2.28928-0.539558j 0.604662-2.69448j -2.44305-0.112764j -2.25718+1.17122j 0.070532+1.71304j 0.236027+1.82689j -3.35725+4.77928j 1.9004-2.0834j 0.389876+0.704842j -1.04655+1.60964j -0.681341+2.4054j -0.140995+0.679978j -4.49561+5.15549j 0.662125-0.724221j -4.81451+3.39981j 0.267952+0.495746j 4.76351+0.208206j 0.907017+1.233j 0.300344+1.51993j 3.78928-3.86425j -0.463147+0.752859j -4.36918+6.57651j -1.28717+1.51736j 1.15181-1.09034j 0.273082-2.79159j -0.0110506+1.11542j 3.18003-2.07241j -3.37571+4.22356j 0.403777-0.905735j -2.49637+1.4556j -0.925367+1.26985j -1.55455+0.765608j -2.09364+2.78999j -0.701885+0.985908j -0.764486+1.94155j -0.861092+1.90641j -0.637848+0.4549j 1.09196-0.857544j 0.896751-1.07913j -0.725477+0.837356j -0.663639+0.491045j 0.417556-0.255183j 0.301358+0.0437616j 
-0.572435+0.174418j 1.27699-0.957092j 2.51171+1.14891j 1.31502-0.174349j 0.114664+1.79583j -0.231775-0.662227j 1.04953-0.667291j 0.943381+0.515069j -0.510193-1.16615j 2.2187-0.00682586j 1.27509+1.06478j 1.19072-0.153657j -0.310502+0.674108j 0.0459041+0.0902511j 0.208309+0.0886462j 1.19973-1.57791j -1.30253-0.858613j 1.43436-0.0201144j 0.538819-0.0326023j 0.885963+0.246712j -0.248632+1.26672j -0.474965-0.731219j -0.721862-0.47598j 0.246207-0.0341745j -0.92505-0.177149j 0.324142-0.995385j -1.95948-0.122863j -0.921116-0.192549j -0.765792-0.682286j -0.225987-1.17741j 1.3199-1.23907j 0.239326-0.0934829j -0.443896-0.169486j -0.578528-0.808337j -0.79141-0.519797j -0.266783+1.05677j 0.616375-1.2133j 0.466962+0.373412j 0.201453+0.225539j 0.127954-0.557626j -0.157175-0.368678j 0.081466-0.305589j -0.645338-0.150986j 0.143754+0.0376675j -0.0361309-0.0996372j -0.502959+0.467254j -0.284906-0.44013j 0.206884-0.137686j 0.0739137-0.609842j -0.327675-0.413087j 0.508189-0.863744j 0.479389-0.24975j 
-0.651718-1.25975j -0.535017+1.31811j -0.850325+1.40523j 1.54948+1.07433j 1.51403+1.03839j -2.62158-0.22659j -0.499262+0.812703j 0.028302-0.815555j 0.538345-0.181129j 0.20492-1.52j 1.74189-1.69562j -0.0351129+1.76187j -0.921493+1.42444j -1.42071-0.292165j 0.0811276+0.257896j -1.82255+2.25779j 2.56692-1.49222j -0.490798-0.139422j -1.87321-0.565173j -1.4684+1.4743j -0.0796375+0.499675j -3.72092+1.32734j 1.84264-0.780779j -2.12947+1.37324j -0.752756-0.0313276j 2.28774-0.691603j 0.898716+0.914302j 1.05714-0.103788j 2.11716-1.92736j -0.625931+1.01643j -1.45373+2.84267j -0.852779+0.136964j 0.387025-0.0340947j -0.0368001-0.0907053j -1.0327+0.196045j 1.08466-1.02319j -1.58064+1.23314j -0.177662-0.867689j -0.917983+0.542509j -0.308772+0.474106j -1.07325+0.330166j -1.66134+1.31034j 0.253405+0.180879j -0.328277+0.790647j -0.619666+0.942785j -0.506868-0.277715j 0.118412-0.254842j 0.0290257+0.234641j -0.680195+0.431278j -0.219007+0.658981j -0.346207+0.67401j -0.0761587+0.152205j 
-0.937657-1.99755j -0.0256051-1.59428j -0.808672-2.95099j -2.60767+0.721418j -0.113696+0.1752j -0.116489+0.623853j 0.799433+0.272491j -1.62823+0.0784598j -0.161396-0.638041j -0.246831+1.28689j -0.924864-0.571228j 0.233057+1.74562j 0.928449-0.357803j -0.801084-0.0386711j -0.231621+1.74598j 0.472609-1.01591j 0.270824-0.150596j -1.10425-0.195714j -1.68216-0.686863j -0.238526+0.955492j -0.223375-0.0827969j 0.248113-0.118296j -0.772304-0.971317j -0.205836+0.0339674j -0.0120512-0.327576j 0.231907-0.437846j -0.220331+0.298044j 0.778909+0.0141093j 0.237155+0.191394j 0.3709+0.273746j -0.0925712+0.00420324j 0.112729-0.315493j -0.42996+1.19655j -0.0757697-0.0160052j -0.220529-0.0548137j -0.123915+0.27487j 0.168032-0.0500296j -0.380469+0.284198j 0.391907-0.0449582j 0.333181+0.226814j -0.533971-0.523892j 0.225114-0.507272j 0.252055+0.605773j -0.24924-0.214491j -0.120941-0.334571j -0.802647+0.092643j -0.158915-0.0770509j 0.153044-0.317116j -0.834214-0.668179j -0.66831-0.513437j -0.181526-0.583126j 0.0668532-0.120074j 
-2.97289+2.97693j -2.37318-3.21368j 0.922856-0.54746j 0.272232-0.169443j -1.28163+0.342743j -0.222796+0.739685j 1.69805+1.22599j 0.532442-1.20057j 0.347727+0.247083j -0.0575171-1.32601j 1.01989+0.605981j -1.16394+0.319441j -0.0269135+0.594902j -0.801427+0.302758j -0.234882-0.26534j 0.308645+1.33257j 0.211299-0.890044j 0.376746+0.225416j 0.814809-0.104726j -0.213842+0.153838j -0.195916-0.0110847j 0.675372-0.483378j 0.540635-0.242101j -0.0716669-0.429037j -0.0807152-0.215518j 0.0314913+0.902493j -0.315218-0.532494j -0.19392-0.397758j 0.362832-0.00134879j 0.662956-0.36588j -0.788303+0.371004j -0.0217693+0.00389423j 0.271421-0.129016j 0.466966-0.339209j -0.00744005+0.0235109j -0.134122-0.397213j -0.0327262+0.514926j -0.115474+0.693768j 0.384749+0.0951562j 0.0878797-0.0172734j -0.24385+0.201262j -0.0547398+0.0762894j 0.504567-0.108518j 0.099656-0.318367j 0.0231987-0.183464j -0.244461+0.236445j -0.0829785+0.0820109j -0.0728881-0.0846626j -0.32416+0.146347j 0.0656766+0.0964695j -0.139606+0.285526j -0.295219+0.036751j 
0.00198504-0.232776j 0.494088+0.132131j 0.102493+0.518431j -0.413077-0.0122706j -0.179104-0.0831709j 0.153486+0.616902j 0.0161727+0.0697821j 0.0638822+0.566457j -0.367859-0.55545j 0.492327-0.0156713j 0.452609-1.15621j -0.455966+0.268859j 0.0734485+0.724169j -0.00919603+0.859565j 0.239387+0.483809j -0.445486+1.93912j 0.497416-1.07811j 0.104736-0.0486992j -0.339301+0.546061j -0.784295+0.370724j -0.237873+0.375696j -0.935261+2.44102j -0.519955-0.0531533j -0.511966+1.98313j 0.0373996+0.473895j 1.55365-2.06147j 0.934228+0.235251j -0.0625173+0.297376j 0.00350672-2.32693j -0.660867+0.153923j 0.57734+2.81012j -0.0593357+0.552893j 0.0879216-0.775371j -0.662646-0.342757j -0.256044+0.406912j 0.466196-1.01229j 0.0406268+0.959252j -0.0593535-1.19462j -0.637773+1.01232j -0.283337+0.296357j -0.485412+0.267887j -1.1067+2.01241j -0.120563+1.4198j 1.22516+1.08869j 1.17409+1.97781j 0.00504119+0.432567j -0.41814+0.551847j -1.3472-0.718603j -0.761186-0.345954j -0.0828913+2.16667j 0.735367-3.44795j 3.68636-1.02555j 
0.29024+0.00740257j 0.0648886+0.531546j -0.520384+0.208863j 0.197115-0.26499j -0.169864-0.139664j 0.218771+0.270119j -0.131919-0.0803894j 0.364554+0.151807j -0.495476-0.410691j 0.214727+0.326005j -0.390554+0.0280498j 0.390446-0.154573j 0.277763+0.190096j 0.539773+0.23257j 0.158352+0.25558j 1.08206+0.0705027j -0.79774+0.0722105j -0.110056+0.0613961j 0.130902-0.131365j 0.151816-0.383292j 0.138723-0.0511376j 0.805362-0.179548j -0.121169-0.377544j 0.510837+0.0537617j -0.181651+0.0956918j 0.160645-0.574134j -0.119998-0.0780887j -0.107341-0.0516951j -0.463124-0.468774j -0.162016-0.304313j 0.836445+0.897586j 0.0860235+0.0492373j 0.0419685-0.00367416j -0.631547-0.388952j -0.142482-0.0212935j -0.710275+0.097638j 1.58991+0.147093j 0.287658-0.179295j 0.441435-0.2952j 0.322387-0.153671j 0.390552-0.0572826j -0.197322-0.353419j -0.572776+0.100995j 0.10409+0.983855j -0.297285+0.819962j -0.0771031+0.288714j -0.935978-0.389624j 0.234457-0.827389j 0.53436-0.847116j -1.33528+0.0254142j 2.31501+0.144234j 1.48379+2.22809j 
-0.109299+0.272309j -0.749416+0.556773j -0.210498-0.218938j 0.426585-0.438938j -0.0124964-0.398164j -0.180086+0.91723j 0.0987204+0.408841j 0.00316514+1.01433j 0.239496-1.08921j -0.103132+1.04357j -0.274932-1.41852j 0.265002+0.298152j 0.124647+1.27716j -0.111852+1.84827j -0.316081+1.11588j 0.657877+3.47598j -0.482394-2.41173j -0.206927-0.144494j 0.2228+0.38679j -0.315872-0.14125j 0.121493+0.405381j 1.32838+3.58887j 0.221722-0.868633j 1.16191+2.32733j -0.791374+0.578727j 0.979701-2.79939j 0.773161-0.364467j -0.0558265-0.124548j -0.897305-2.28973j -0.294286+0.5605j 0.838771+2.88586j 0.297309+0.276601j -1.42931-1.48107j -1.57172-0.583736j -1.13161+0.246959j -1.34098-0.974582j 0.389819+2.17636j -0.256149-1.01561j 1.66772+0.904736j -0.256034+0.992881j -0.105183+1.27659j 0.550174+2.98605j -0.245617+1.66201j -0.568808+0.338292j 2.05241+0.285531j -0.901167-0.977792j -0.000778375+0.104258j -0.442204+0.772631j 2.02742-0.0883158j 1.92053+2.71633j -0.373084+1.304j 1.71493+1.9208j 
-0.391926-0.0175397j -0.377324-0.491907j -0.246888-0.163752j 0.865025+0.12032j -0.281806-0.0758832j 0.553947-0.0477495j -0.493006+0.17945j 0.906157+0.143117j -0.858852+0.016834j -0.256063+0.234638j -1.51738-0.228538j 1.08446+0.0772777j 0.496804+0.162575j 0.9602+0.105393j -0.00259138+0.0252365j 2.40985+0.635211j -1.51001-0.469612j -0.289383-0.198431j 0.87677+0.0756072j 0.856237-0.381367j 0.633166+0.0634442j 3.01475+1.08507j 0.383546-0.1347j 2.5645+0.81625j -0.4275-0.313848j -1.06701-1.97174j -0.101112-1.0626j 0.276134-0.00135867j -2.5525-0.629712j -0.145518-0.234631j 3.39622+0.536867j 0.718858+0.174318j -0.345336-1.11329j -1.04613-0.787009j -0.0722611-0.631553j -2.63338-0.708699j 3.39446+0.126986j -0.317274-0.338367j 1.75445+0.82315j 0.580489-0.0435458j 0.674386-0.028143j 0.451903+0.622596j -0.871679-0.302822j 1.35771-0.455603j 1.46348+1.13139j 0.921528-0.6717j -1.48879+0.254694j -1.12642-0.110476j 0.773295+1.26189j -1.18949+1.9126j -1.00544+0.112354j -0.919553+1.74165j 
-0.125907+0.382003j -0.128866+0.80134j 0.663944-0.927841j -0.875142+1.27009j 0.144252-1.34375j -0.936924+2.74684j 0.814525-0.719525j -1.5144+3.62414j 1.46191-3.58634j 0.287921+1.07241j 2.57044-6.07107j -1.45263+3.45394j -0.748792+3.51078j -1.81325+5.82799j -0.634311+1.87842j -3.28628+12.2458j 2.24932-8.00201j 0.859332-1.10418j -0.490419+3.22258j -1.1652+2.35945j -1.01811+2.57715j -3.359+12.3165j 0.0974917+0.390199j -3.17584+9.92146j -0.0275646+0.405865j 8.29127-5.3292j 3.34433-0.0274673j -0.773024+1.14694j 3.1183-10.2225j -0.199109-0.516254j -4.20523+14.902j -0.342606+1.84115j 1.01256-2.67287j 1.86448-4.55419j 0.462087+0.774064j 2.38538-8.16554j -2.04917+12.5474j 1.16229-2.1199j -0.49974+6.31064j -1.44285+3.58297j 0.280728+1.3632j -2.61354+6.04121j 0.607142+1.48956j 0.871887+4.12286j 0.354625+5.72603j 0.0528092+1.42044j 1.81386-3.91287j -1.96951-1.57216j 1.09991-0.131582j 1.88515-0.101472j 0.519184+0.674157j 0.0226375-1.3721j 
-0.472023-0.0255998j -0.054379+0.0952223j -0.066289+0.200398j 0.191664+0.0240452j -0.339142-0.438022j 1.01655+0.541085j 0.166561+0.189543j 1.21709+0.399555j -1.38436-0.567051j 0.222138+0.537639j -1.57719-0.453603j 0.469282+0.333104j 0.955283+0.770006j 1.34944+0.982486j 0.647535+0.355295j 3.09253+2.30644j -2.02807-1.44073j 0.150361+0.168005j 0.904567+0.688367j 0.764441+0.123333j 0.378873+0.188632j 4.28456+2.19914j -0.415947-0.058733j 2.80407+1.23847j 0.293799+0.15807j -1.21365-2.58356j 0.476843-2.05907j -0.360651-0.215533j -2.47102-1.33455j 0.671841-0.0295533j 2.26815+1.976j 0.88296+0.373824j -0.542997-0.0439604j 0.0632184-0.0597014j 0.291217+0.634462j -1.69083-0.989789j 3.17526+2.8051j -0.498171+0.172973j 1.43551+1.65791j 0.746815+0.07343j 2.21554+0.88801j 1.67673+0.314209j -0.152777+0.775935j 1.41681+1.76325j 0.0413168+1.72698j -0.339181+0.250701j -0.252443-0.0163573j -0.683194-1.78253j 1.63761+0.80139j 1.47539+1.76755j -0.923256+0.439705j 0.939558-0.283229j 
-0.0849187+0.00370408j 0.740487-2.4964j -0.946131+3.37924j 2.41632-4.26235j -2.05687+4.92325j 3.18421-12.4651j -1.69991+1.86945j 4.13593-14.7469j -4.89483+15.5381j 1.0011-3.29661j -5.89615+23.5986j 4.08194-11.9333j 3.10137-13.4804j 5.83881-22.9518j 1.85311-7.5734j 11.5751-46.4053j -7.96697+30.5042j -1.0561+1.98795j 2.66067-11.9421j 2.74669-10.2164j 2.66169-9.1844j 12.3691-49.9187j -0.991884+0.376196j 9.04179-39.3941j 0.311332-1.2813j -30.35+23.8992j -16.5873-0.538227j 0.505867-1.13565j -8.99061+39.4557j 1.86364-0.358707j 9.81075-51.2705j 1.08605-8.69696j -2.14533+8.78299j -3.41755+12.1844j -0.145932-1.90971j -5.10334+31.5635j 8.64928-44.8274j -0.242564+7.51808j 3.09748-22.4563j 3.30318-13.5863j 1.58653-12.3315j 3.88775-23.397j 0.325025-4.85048j 2.31725-15.6858j 1.61549-15.4406j -1.95857-2.49425j -1.59075+11.6637j -3.70077+6.19486j 0.669741-5.60764j 0.603715-3.41247j -1.46753+1.8521j -0.0203297+0.0479215j 
0.250184+0.538732j 0.160133+0.0531189j 0.180194+0.582288j -0.146276-1.21974j -0.730816+0.834049j 0.306626-2.26399j -0.210942+0.865266j 0.386781-3.04761j -0.183113+3.03812j 1.12275-0.404652j -0.497064+4.9253j 0.146991-2.63664j -0.175257-2.58969j 0.845199-4.01787j -0.0631631-0.975763j 0.360738-8.85712j -0.997164+5.86481j -0.919992+0.729452j -0.345047-1.21319j -0.175514-1.38153j 0.259869-1.12713j 0.881426-9.89319j -0.900024+0.49656j 1.37031-6.52033j 0.340787+0.00720044j -5.3318+4.87254j -2.58577+0.901328j 0.107354-0.400062j -1.43677+7.94044j 0.554531+0.865929j 1.21407-9.62601j 0.85357-1.61274j -0.160615+1.47173j 0.631236+2.16172j 1.2672-0.453231j -0.72832+4.9467j -1.10122-9.31179j -1.34355+2.24644j -0.993751-2.93899j 0.923634-1.77721j -0.193302-3.34043j 0.07991-4.05027j -1.33731-1.2636j 0.829133-2.56495j -0.991891-1.74058j 2.05009-2.7315j 1.23865+2.17902j -0.391794+2.27284j 0.230186+0.337276j -0.234589-1.39654j 1.04702-0.322467j 0.450859+0.0627101j 
