0.000408631+0.000963718j -0.00208547+0.00062503j 0.00164003+0.0016685j -0.00465659+0.00169752j -0.0037562-0.000720885j 0.00219774-0.00201006j -0.000676038+0.00157558j 0.00692713-0.0024145j -0.00644313-0.000513328j -0.000264491+0.00179457j 0.00093948-0.00196982j 0.00286083-0.00151618j 0.00741118-0.00303767j -0.00505264+0.00215495j -0.0127234+0.00275519j -0.00313287+6.79458e-05j 0.00371333-0.000588589j -0.00605723+0.00110115j 0.00291475-0.000952296j 0.00952326-0.000810775j -0.00114189+0.000344563j -0.0063376+8.21795e-05j 0.00451803+0.000144281j -0.00472093+0.000465497j 0.00482423-0.000409848j -0.00238826+5.32572e-05j -0.0107317+0.000430125j -0.00379999+0.000557325j 0.00861968-0.000560833j 0.00308348-6.8555e-05j 0.00481059+0.000105211j -0.00851502-2.14673e-05j -0.000453425+3.55562e-05j -0.00163549+5.45571e-05j 0.00216695+0.000469019j 1.47464e-05+8.18088e-05j -0.00126264-0.000276105j -0.000431858+0.00075637j -0.00015925+0.000452403j 0.000261437-0.000192916j 0.00174214-7.02523e-05j 0.000514224-0.000148608j 0.00370868-0.000168806j 0.00252919+0.000153732j 0.00975107+0.000723925j 0.00133109+3.25581e-05j -0.00395597-0.000225705j 0.00343751+0.000350519j 0.0110147+0.00151747j 0.00133721+0.000308246j -0.00619302-0.000470769j 0.00252757+0.000179769j -0.00371413-0.000620713j 0.00240917+0.000510266j -0.0050514-0.000316664j -0.00662467-0.000736831j -4.12059e-05+0.000228896j 0.00751857+0.00114977j -0.00304796-0.00122357j 0.00539931+0.00125625j -0.00223718-0.000342056j 0.00248554+0.000295057j 0.00920352+0.00289778j 0.00404401+0.00246318j -0.00432783-0.00239668j 0.00157994+0.00114194j -0.000123097-0.0016795j 0.000416747-0.00148913j -0.00582474+0.000497313j 0.00586519+0.00225938j -0.00052536-0.00143512j 0.00173596+0.00183946j -0.00344378+0.000716033j 0.00429646+0.0016618j 0.00169411-0.00170355j 0.00212573+0.000675372j 0.000531348-0.00113816j 
0.00266066+0.00166321j -0.00211302+0.00121277j 0.00372805+0.00200648j 0.000863209+0.000637788j -0.00057772-0.000955168j 0.00183607+0.000736959j -0.00123442-0.000767099j 0.000533109+0.000217023j 0.000486298-0.00238619j 0.00202194+0.00100043j 0.000829895+0.000555985j -0.00135041+2.31241e-05j 0.000590179+0.0030883j -0.000741351-0.000192512j -0.00150817-0.00168503j 0.000120229+0.00177575j 0.000188608+0.00193824j -0.000111986-0.00123375j 0.00403411+0.00189187j 0.000214366-0.000652758j 0.000892449-0.000649565j -0.00118819+0.00227925j -0.0011607+0.0014374j -0.000254879+0.000955799j 0.00247301-0.000763969j 0.00300213+0.00274887j 0.000178105+0.000572776j -0.0012455+0.00165365j -0.000139612-0.00137032j -0.00132952-0.00318399j -0.000820414-0.000155656j 0.00399136+0.00170133j 0.00106433+0.000155329j -0.00121744+0.000708085j -0.00230019-0.00118396j -0.00226753-0.00321209j 0.000213133+0.00111013j 0.00160254-0.000683199j -0.00216819-0.00464113j -0.00124473+0.00148746j -0.000888307-0.00067637j 0.000370675+0.00687251j -0.00333546+0.000244259j 0.00128442+0.000409961j -0.00381699+0.00134269j -0.00127448-0.00061329j -0.000390738+0.00021848j 0.00124681+0.00452753j 0.0010792-0.00351674j 0.00323769+0.00517027j 0.00369223+0.000814527j -0.000594349+0.0047475j -0.00227002-0.0014769j 0.000752955-0.00214398j 0.00306648+0.00870364j -0.00183669+0.000380724j -0.0016577+0.000130356j 0.000947821+0.000914513j -0.00100832+0.00234091j -0.00105723+0.0036625j -2.63236e-06-0.0014612j 0.0016027+0.00204904j -0.000774852+0.0011301j -0.000555362+0.00216091j 0.00106868-0.00011384j -0.00135174+0.00213355j 0.000323415-0.0013021j 0.00160359-0.00365548j -0.00131203+0.000597956j 0.00266113-0.000723467j 6.9228e-06+0.000536302j 0.000892169+0.000127144j -0.0015356-6.27446e-05j 0.000964477-0.00258931j 0.00128512-8.98977e-05j 0.00154268-0.000403629j 0.000563484-0.000903774j 
0.00122755-0.00107364j 0.000521344+0.0012334j 0.00041506-0.000167034j -0.000934308+0.00128066j 0.00120578-0.00325708j -4.30816e-05+0.0026274j -5.81733e-05-0.00051702j 0.000229059-0.00234827j 7.11422e-05-0.00160464j 0.00139367-0.00292073j 0.00047113-0.00251531j -0.000229096+0.000455096j 0.0011232+0.000593959j 0.00172352-0.000306534j -5.38638e-05-0.00101177j 0.000734936-0.000247044j -0.000142435-0.000302555j -0.00116542+0.000926706j 0.00156396-0.00173919j -0.000780187+0.000932253j -0.0011146-0.00220242j -0.000473519+0.00265883j 0.000787442+0.00089475j 0.000919815-0.000619088j 0.000262757-0.000421831j 0.000371434+0.00184684j 0.000130068-0.0016726j -0.000209919+0.00149542j 0.000511174-0.00239522j -0.00106639+0.00111016j 0.0005809-0.00016475j 0.00128634-0.00132489j 0.00159924-0.000381434j -0.000799669+0.00195438j -1.18645e-05-0.000262127j -0.00168851+0.00139348j 0.000422019+0.000888025j 3.69369e-05-0.0010511j -0.000369635-0.000145584j 0.00072604-0.00388455j 0.000694903-0.00128351j -0.000358251+0.00445802j 0.000628328+0.000726804j 0.000547614+0.00100558j -0.00133805+0.00156356j 0.00157322-0.00280517j -0.000676881-0.000683941j 0.00147657-0.00144336j -4.68429e-05-0.00188321j 0.00173692-0.000621278j 0.00237927-0.00112676j 0.000704227+0.00178712j 0.00169532-0.00164844j 0.000139406-0.000946127j 0.00152816+0.000896242j -0.00179466+0.00199305j -0.00195468+0.000584882j 0.000644042+0.000984764j -0.000360667+0.00230806j 0.00138733+0.000643882j 0.00084817-0.0012334j -0.000286081-0.00112699j -0.000724419+0.000548135j 0.000660904+0.000735676j 0.00100857+0.000458234j 0.000136165+0.00124831j -0.00121041+0.000901641j -0.00161988-0.00029077j -0.000548382+0.000353848j 0.00241465-0.0010874j 0.000573923+0.000163408j -0.00348477+0.0011679j 0.000482807-0.000162535j 0.000746657+0.000119954j -0.00101913-0.000557127j -0.000546668-0.000378157j 4.40359e-05+6.86362e-05j 
-0.000124976-0.00234933j 4.39213e-06-0.00155236j 0.000623454+0.000306979j -0.000197433+0.00287052j -0.00168066-0.000199181j 0.00309649-0.00221675j -0.00216244+0.000358083j -0.00266331+0.00216023j 0.000516716-0.000148759j -0.00203989+0.00162315j -0.00212075+0.00247281j -0.00100796+0.000883847j -0.000944969-0.00116746j -3.3151e-05-0.00133297j -0.000554479+0.00107767j -3.44242e-05-0.00032955j 0.000688498+0.000589665j 0.00108753-0.000887729j -0.000478956+0.00134936j 0.00158971+0.000123985j -0.00071251+0.00403682j 0.00133222-0.00104413j -0.000141524-0.00170366j -0.0020747-7.39837e-05j 0.000270933-0.00101346j 0.000915565-5.76333e-05j -0.00182089+0.000542597j 0.000647119+0.00153339j -0.00120206+0.00011571j 0.000202552+0.00186806j -3.4558e-05+0.000311271j -0.000108011-0.00302526j -0.00217109+0.000274417j 0.00169859-0.000433642j -0.00046213-0.000327511j 0.000219351+0.000803926j 0.000526322-0.00115634j -0.00101058+0.000527441j 0.00127471-0.00230875j -0.00216004+0.0028032j -0.000408646-0.000264422j 0.00192537+0.000113456j -0.00262696-0.00012683j -0.000836126+9.96499e-05j 0.00130089-0.000268423j -0.0026477+0.000767546j 0.00120496+0.00020198j -9.05162e-05-0.00039159j 0.000547287-0.000987796j -0.00164694-0.000636901j -6.78271e-05-0.00189609j -0.00140059+0.000596907j -0.000890352-0.000576596j -0.000462047-4.40063e-05j -0.00126064-0.000121289j 0.0026446+7.83816e-05j 0.000949774+0.00204739j 0.00191696-0.00300138j 0.00258925-0.00082011j -0.00133284+0.000680969j -0.00135206-0.00133382j 0.000331167+0.00129843j 0.00142087-0.0007814j -0.000756596-0.00166026j 0.000780115-0.000499304j 0.00204023-0.000601432j 0.0019205+0.000218291j 0.000671388-0.000479075j 0.000380081-0.000658463j -0.00141262+0.000402985j 0.000410062+0.000624742j 0.00296847+0.00215536j -0.00239466-0.000463061j 0.000648972-0.001128j -0.00190343+0.000729648j -0.00133378+1.61112e-05j 0.000589357-0.00144689j 
-0.000556277+0.00211853j -0.00201725+0.00378339j -0.000630373-0.00105612j 0.00233295-0.00376508j -1.80968e-05+0.000824205j 0.00047038+0.000493047j 0.000469387+0.00075751j 0.00124433-0.00102125j 0.000717647+4.27105e-05j 0.00119083-0.000646829j 0.000772869-0.00162292j -0.000590286-0.00101546j -0.000588183+0.00130511j 0.000913801+0.00279238j 0.0010094-0.000937189j -0.00103699+0.000832041j -0.000351571+0.00162478j 0.000503506+0.00101053j 0.00125864-0.00191714j -0.000563135-0.000103743j 0.00144398-0.00294647j -0.00148757+0.00169347j -0.000610583+0.00289495j -0.000840897+0.000682281j 0.0015149-0.000305698j 9.98142e-05-0.0011938j -9.09569e-05-0.000362045j -0.000166965-0.00135199j 0.000115438+0.00298639j 0.00120381-0.00256391j -0.0011149+0.000808042j -0.00149525+0.000794404j -8.69269e-07-0.000976235j 0.000118208+0.000188786j -0.000329036-7.4248e-06j 0.000967109-0.00177971j 0.000446543+0.000922766j 0.000125503+0.00119639j 0.00164755+0.00182976j 0.001196+0.0020733j 0.000194899+0.0015471j -0.00175265-0.000149771j 0.000665973-0.00141092j -0.000465327-0.0012848j 0.00022871-0.000375528j 0.00137401+0.000146096j 0.000879889+0.000952633j -0.000503809+0.00193769j -9.4086e-05-0.000156322j -0.00123611-0.000675825j -0.000735881+0.000129752j -0.00113123-0.00117664j -0.000539656+0.00117696j 0.0012511+0.00248609j -0.0010522-0.00074087j -0.0016968+0.000276571j -0.00140966-0.000636947j -0.00141046+0.000847649j -0.00187927-0.000752488j -0.000672683-0.000685542j 0.00078847+0.00132461j 0.000396261+0.000168523j -0.00115826-0.00114318j -0.000150377+0.0015553j -0.000236273+0.00261658j -0.00159803+0.000729369j -0.00137481+0.000798876j -2.03687e-06+0.000335214j 0.000761099-0.000551752j 0.00169872-0.000592623j -0.000131033-0.000698528j 0.000327491-0.000104113j 0.00010988-0.000715611j -0.00168883+0.000467686j 0.00236693-0.000586132j 0.000933608+0.00157146j -0.0018014-1.19925e-06j 
-0.00167958+0.00315352j -0.000694685-0.00504816j -0.00167989+0.00352657j -0.00159101+0.000335206j -0.00168018+0.00110454j 4.31669e-05+0.0031205j 0.00102531-0.0028125j 0.00033164-0.000733888j 0.000938051+0.00248524j -0.00292354+0.00251219j -0.00108777+0.000955728j 0.000892422-0.00225427j -0.00241717-0.00036723j -0.000747039-0.00105352j -0.000741414-0.000873271j -0.0022102+0.00105657j -0.00225815+0.000542397j 0.00144641+6.42564e-05j -0.00235923+0.00602783j 0.000972324+0.00092857j 0.000219292+0.0017624j -0.00059406-0.00153116j -0.00313797-0.00208943j 0.000134396-0.00233697j -0.00021546+0.00255436j -0.000570438+0.00434563j 0.00168122+0.000967991j -0.000862909-0.00232509j -0.000939359-0.000947202j 0.00254946-0.00130424j -0.00148464-0.0026286j 0.00360535+0.00502448j 0.0013064-0.000707215j -0.00120292+0.000108793j -0.00114938-0.00331894j 0.00466069-0.00430057j -0.000624451-0.000155465j 0.000267595-0.00194689j -0.000252755-0.00220238j -0.00586688-0.000425232j -0.000326043-0.000744744j -0.00677454-0.00114629j -0.000191124-0.00384054j 0.000592912-0.00111699j -0.00179705-0.00151367j -0.00339094-0.00229056j -0.00243766+0.00240102j -0.00468618+0.00314952j 0.00458782+0.00203381j 0.00223518+0.00476932j 0.00124255+0.00501832j -0.0035307-0.00151998j -0.00211149-0.00263402j -0.000944646-0.00079107j -0.00354826+0.00452382j -0.00332084-0.0038508j -0.000367188-0.00154729j 0.00173303+0.00310094j -0.00232121+0.00060754j -0.00240072-0.000425125j 0.000685379-0.00148891j -0.00216115+0.00336477j 0.000816619+0.0022893j -0.00131108-0.00101271j -0.00107674-0.000210087j -0.00256555+0.000850082j 0.000915965-0.000821522j 0.00473494-0.000407961j 0.000619244+0.00211365j -0.00116258+0.00151228j -0.00174793-0.00014596j 0.000427441+0.00219941j 0.0021398-0.00141321j 0.00313828+0.000619406j 0.00152407-0.000731956j 0.00216317+0.000211274j 0.00313759-0.000441773j 
0.000736604+0.00108415j -0.000711637-0.00038591j 0.000726014+0.000840655j -0.000577871-0.00111467j 0.00124161+0.00319679j -0.00215935-0.00180691j -7.61284e-05+0.000551095j 0.00118513+0.00224012j 0.000188295+0.00104006j 0.00217038+0.00288574j 0.00134407+0.00204388j -2.53457e-05-0.000638238j 0.000458373+0.000907955j -0.000693532+0.000888295j -0.000232825+0.000801831j 0.000809345+0.000909492j 0.00129973+0.000407405j -0.000723991-0.00136897j 0.00108755+0.00237497j 0.000361439-0.000992815j 0.00227376+0.000942359j -0.000497327-0.0020332j -0.00117434-0.000110939j 0.000336383+0.000619555j -0.000560947-9.44551e-05j 0.000419488-0.000933957j 0.00102665+0.0017219j -0.000185968-0.000794539j 0.00087469+0.00136412j -0.000825798-0.00181835j 0.000129696+0.000244393j 0.000365996+0.000955435j -0.000254189+0.00167948j -0.000987365-0.00155057j -0.000840927+0.000353731j -0.00118622-0.00250271j -0.00108373-8.26835e-05j 0.000882701+0.000355083j -0.00209971-0.000514697j 0.00259699+0.00353001j 4.28255e-05+0.00113912j -5.29707e-05-0.00199728j -0.00152066+0.00088386j -0.000146515-0.00022672j -0.00103913-0.000708773j -0.000569361+0.00317837j 0.00016869+5.0583e-05j 0.00154205+0.00257906j -7.92738e-05+0.000492854j 0.000878561+0.00161758j -0.000260338+0.00223968j 0.000109983+0.000786983j -0.00107989+0.00199985j -0.000178258-0.000154627j 0.0019026+0.00166419j -7.48464e-05-0.00188931j 0.00172395-0.00110716j -0.00110066-0.000611639j -0.00021752-0.00117679j 8.37863e-05+0.00125344j -0.000252524+0.000666831j 0.00200509+0.0010974j 0.000228683-0.000316475j -0.000373336+0.000655562j -0.000635841+0.00037761j 0.00014237+3.01399e-05j 0.000751586-0.00186855j 0.000212391-0.0019251j -0.000404566+9.66942e-05j -0.00107061+0.00154671j -0.000657616+0.000458119j 0.00124236-0.00297829j -0.000593608+0.000580312j -0.00031641-0.000886896j 0.000448414-0.000437065j 0.000952071-0.000288786j 0.000422683-0.000320898j 
0.000649649-0.0010865j -0.000916484+0.0015511j -0.000367946+0.000571121j -0.00262916+0.00247009j 0.00462171-0.00101591j -0.00146567-0.000483394j 0.00038464+0.00112755j 0.00225998-0.000221798j 0.00305348-0.00137545j 0.0014888+9.67847e-05j 0.00238457+0.000104557j -0.00115502+0.000826948j -0.00206084+0.000393774j 0.00101172-0.000165938j 0.00235347+0.000599986j 0.00103365-0.000326799j -0.000317199-0.00180319j -0.000688627-0.000265155j 0.0013417-0.000659683j -5.80466e-05-0.00138728j 0.00110597-0.000455593j -0.00388778+5.45708e-05j -1.30619e-06+0.00193527j 0.000293443+0.0015396j 0.000536228+0.000323025j -0.00169568+0.000731708j 0.00159855-0.00173818j -0.00166983-0.000695539j 0.00158638+7.19488e-05j -0.00251502+0.00141841j 0.000907895+0.001102j 0.0028222-0.00204361j 0.00151809+0.00182203j -0.00275692-0.000754987j 0.000781197+0.0013307j -0.00133053+0.000215557j -0.00120111-0.000489454j -0.00219612-0.00096593j -0.000172415+0.000148935j 0.00244169-0.00230779j 0.000181016-0.000885881j -0.00526419+0.00160909j 1.46333e-05+0.00268918j -0.0020512+0.00277451j -6.42562e-05-0.00241186j 0.00123316+0.000853671j 0.00104667-0.00227388j 0.00253608-0.00259157j 0.00159286-0.00213343j 0.00214148-0.000978016j 0.00318442-0.00050841j -0.00413331+0.00146956j 0.00200078+0.000376982j -0.00054422-0.000584305j -0.000898518-0.000280864j -0.00500082-0.000475789j -0.00215839-0.00283108j 0.00180335-0.000345984j -0.000987724+0.000272166j -0.000706097+8.75443e-05j 0.00056637+0.000923838j 0.00178748-0.00134365j 0.0016282-0.00119464j -0.00281519-0.00128841j 0.000933288-0.00027887j 0.00135884-0.00103215j -0.00179913-0.00144903j -0.000819264+0.000314426j 0.00137688-0.00133853j 0.00258808+0.0032898j 0.000448951+0.000157521j -0.00121038-0.00174584j -0.00136115+0.000641237j 0.000433078+0.00150692j -0.00271269-0.000799244j -0.00104752+0.000228921j -0.00116105-0.00119301j 
-0.00131243+0.00113611j 0.00092747+0.0025929j -0.00205149+0.000850846j -0.00154428-0.00175144j -0.000359536-0.000842031j 0.001302-0.00267307j 0.000808285+0.00161902j 0.000983466+0.0019225j 0.00132836-0.00207179j -0.00249082-0.000795246j -0.000421125+0.00167637j -0.000906775+0.00195042j -0.00270665+0.00134903j 0.00232163-0.00176994j 0.000846746-0.00153102j -0.000647103+0.00108969j 0.000818933-0.000489997j 0.00125616-0.000402227j -0.00156358-0.000890884j 0.00157418-0.000766728j 2.36882e-05+0.000225373j -0.00102346+0.00133445j 0.000569604+0.000169651j -0.000666851+0.0035778j 4.62232e-05-0.00225875j -0.00155202+0.00153158j -0.000602108+0.00239861j 0.00092484-0.00104594j 0.00108005+0.000431976j -0.000371101-0.00125385j 0.00126558+0.000429017j -0.000371479+0.00432398j -0.000388542+0.00258912j -0.00026227-0.00217255j 0.000240699-0.00133669j 0.00188732-0.0010966j 0.000279277-0.00127701j 0.00130951-0.000336894j 0.00145122-0.00668509j 0.00048942-0.00188534j -4.49451e-05-0.00126848j -0.00234285+0.00129j -0.00260382+0.00110561j -0.002147+0.00193641j 0.000468212-0.00263276j -0.00104082-0.00281273j 0.00118693-0.00271339j 0.000246982+0.000100899j 0.000225886-0.00102122j -0.00185996+0.00738167j -0.00043874+0.00133166j -0.00481465+0.00171576j -0.000212597-0.00252368j 0.00345728-0.00298031j -0.00414845+0.00570266j -0.00153599-0.0036891j -0.000237633-6.47872e-05j -1.24739e-05+0.00145654j -0.00207089-0.000352596j -0.00240873+0.00213385j 0.000649815-0.000514357j 8.54648e-05+0.00088013j -0.00193097+0.00113339j -0.00226811-0.00107242j 0.00390417-0.00114303j 0.000132164+3.77071e-05j 0.00201066-0.00118464j 0.00217982+0.00136193j -0.0010475+5.06776e-05j 0.00182519-0.000195573j 0.000194647-0.00188253j 0.002624+0.000478207j -0.00319832+0.00218076j 0.000484227+0.00154109j -0.000282435-0.000937235j 0.00141139+0.00163107j -0.00182727+0.000589399j 
0.00133482-0.00113177j -0.000546679-0.000471984j 0.00132167-0.002113j -0.000210037-0.00121994j 0.000510113+0.00042247j -0.0008598+0.000902013j -0.000777649+0.000895188j 0.00149101+0.000922941j -0.000519989+0.000376146j 0.00203586-0.00337439j 0.00121846-0.000220295j -0.000241486+0.000186919j 0.00227856-0.00197505j 0.00044488-0.000404142j -0.000844091+0.00128843j 0.000724811-4.90026e-05j 0.00200776-0.00175531j -0.00157722+0.000809756j 0.00293013-0.0013194j -0.000157031+0.00108973j 0.000792184-0.000882108j 0.000852616-0.00104224j -0.00185923-0.000273557j -0.000132065+2.19421e-06j -0.00106483-0.000965243j -0.000965686-0.000710217j 0.0018301+0.001234j 0.00182941+0.000786624j 0.00038138-0.00253822j -0.000882747-0.000622558j 7.78391e-05+0.000253204j -0.000558001+0.00307755j 0.000365217+0.00149387j 0.000776382-0.000391804j -0.00115537+0.000727918j -0.00155919+0.0022917j 0.00217853+0.000138956j 0.0033205-0.00279242j -0.000892265-0.00110335j 0.00506811-0.00296841j 0.00220695-0.00136371j 0.00126353-0.00152511j -0.000851983+0.00207432j -0.000470978-0.00127117j 0.000420231+0.00331278j 0.00370646-0.00138599j 0.000504841-0.000157337j 0.00288596-0.000519243j 0.000405809+0.000951961j 0.000748979+0.00297652j 0.00125609+0.00154253j 0.00381305-0.00187747j 0.00235276-0.000167816j 0.00129533-0.00234789j 0.00190321-0.000781552j 0.00246016-0.00367453j 0.00275017-0.000283969j -0.00225749+0.00187091j -0.00144369+0.000343111j 0.00300024+0.000652502j -0.000983468-0.000867411j -7.39237e-05-0.000936547j -0.00189741+0.00229195j 0.00372376-0.000703706j 0.00126333-0.000136254j -0.000381521+0.00137189j 0.000444106-0.00123109j -0.00305605-0.000395117j -0.00161826+0.00256158j -0.000932048+0.000148753j 0.0017697+0.000425482j -0.00184112-0.000899935j 0.000785043+0.00072291j -0.00216138-0.000149456j 0.00186031-0.000648779j -0.00114965-0.00160581j 0.00087694-8.23205e-05j 
-0.00038218-0.00122054j 0.00045789-0.00154581j -0.000993698+0.000224702j -0.00155779+0.00155595j 0.00280908-0.00113399j -0.00427751+0.00103347j 0.000414471+0.000347428j 0.00199369+0.000571934j 0.000712366-5.04598e-05j 0.00241286-0.000978888j 0.00182012+0.000112585j 0.000228099-0.000380951j 4.63367e-06-0.000373883j 0.0015813+0.00029411j 0.00118753-6.67819e-05j 0.000648823-0.000629382j 0.000104626-0.00140137j -0.00176741+0.000280531j 0.000773322+0.00221505j -0.000634608+0.00106189j 0.00230611+0.00132986j -0.00198393-6.61543e-05j -0.000881917-0.00193443j 0.00130923-0.000720641j -0.00152474-0.00119192j -0.00278029+0.00115235j 0.00107498+0.000328009j 0.00011399+0.000743661j 0.002061-0.00148838j 9.96162e-05+0.00293141j 0.00184243-0.000174375j -0.000899503+0.000286935j 0.00131974+0.00194502j -0.00174843+0.00106981j 0.00111584-0.000686152j -0.000221436+0.000947528j -0.000475342+0.00087598j 0.0010509-0.000410383j 0.000361841-0.00116897j 0.00357762-0.00178756j 0.00195922+0.000250366j -0.00413903-0.000987843j 0.000963948+0.000233885j -5.73279e-05+0.000578359j -0.00187926-0.000542255j 0.00336069+0.000247523j -0.00143832-0.000471135j 0.000273955-0.00219608j 0.00124362+0.00119771j -0.000679315+0.00135941j 0.000788719+0.00197725j -0.000135503+0.000818722j 0.00333189+3.17618e-05j 0.000210396-0.000969688j -0.00183635-0.000807121j -0.000461457-0.00322609j -0.000566219+0.000147116j -0.00094945-0.0013123j -0.00131529-0.000900015j 0.000559619+0.00188694j 0.00183468-0.0010395j -0.000729307-0.00101971j -0.00130047-0.00134901j -0.000626537+0.000100436j -0.000166132+0.000736017j -0.000916309-0.000290615j -0.000472017-0.000640234j -0.000886846-3.66423e-05j -0.00167294+0.000128691j 0.00140112+0.00235579j 0.000895696+0.000540017j -0.00358401-0.00189892j 0.000910641+0.00140133j 0.00140864+0.00138383j -0.000719937+0.000111589j -0.000667531-2.62195e-05j 0.000850081-4.1175e-05j 
0.000882385-0.00011748j -0.00015553+0.000278935j 0.00121859-0.00186353j 0.00265917-0.00231167j 0.00136506-1.16864e-05j -0.00097543+0.00231353j 0.000268846-0.00048896j -0.000729931+7.63052e-05j -0.000421243+0.00112975j 0.00382208-0.000918273j 0.000301229-0.00139476j 0.000650693+0.000286747j 0.00120009-0.000754972j -0.0015248+0.00195515j 0.000622561+0.00018916j -0.00067876-0.000491078j -0.000847763+0.000453082j -0.001557-0.000109024j -0.000757044-0.00179942j -0.00271691-0.00128924j -0.00240796-0.00230568j -0.00113149-0.000448034j 0.00238492+0.000515184j -7.52342e-05+2.04241e-08j 0.00406163+0.00199261j -0.00107603-0.00155964j -0.00167763+0.000296504j -0.000748751+0.00186904j 0.00126486-0.000551451j -0.000278404-0.00228047j -0.00148456-0.00093293j -0.00336851+0.00216896j -0.000284524+0.000154138j -0.00117894-0.000947747j 0.00248643-0.000351988j -0.000734844+0.00260675j -0.00081299+0.000932368j 0.00277069+0.00149344j 0.00446891+0.00175358j 0.00157295-0.00151394j 0.000271114-3.3852e-05j 0.00190874-0.00305041j 0.00227168+0.00102573j 0.00265859-0.000748861j -0.00141836+0.00109535j 0.0041416-0.000579487j 0.00023789-0.00101142j -0.000154172+0.00145291j -0.00067927+0.00162193j -0.00624269+0.000611342j -0.00248011+0.00113351j 0.00227598-0.00251865j 0.00176341+0.000759451j 0.0028402+0.00179299j -0.00192548-0.0015654j 0.00605641+0.00148482j -3.97303e-06-0.00298064j -0.00310045+0.00407942j -0.000305336-0.000538728j -0.0015994-0.00246759j 0.00198888+0.00242721j -0.00147929-0.00147002j -0.00206088-4.82839e-05j 0.00223632+0.000419106j -0.000128692+0.000693955j -0.00277229-0.00220941j 0.000159682+0.000925508j -9.90381e-05-8.57733e-05j -0.00251408-0.00133173j -7.58696e-05+0.000291262j 0.000899351+0.000300663j -0.00244713-0.00104581j -5.34143e-05-0.00135477j -0.00169121+0.000150527j 0.00302312+0.00106877j -8.73943e-05-0.000221069j 0.000504389+0.000815105j 
0.00023019-0.00298694j -0.00045242+0.000821497j 0.000763426-0.00324028j 0.000440555-0.000909573j -0.00130355+0.00129543j 0.00176384-0.00220087j -0.0010713+0.00184054j 0.000443589+0.00211969j -0.00140108+0.00105657j -0.00102156-0.00123757j 0.000140258+0.000768916j 0.00138697+0.000698517j 0.00080497-0.0024259j -0.00213658+0.000908167j -0.000474014+0.00218599j 0.000321752-0.000220801j 0.000345378-0.00117826j -0.000862207+0.000488829j -0.000924787-0.00296541j -0.000480168-0.000691253j -0.00151583+0.00133418j 0.000855623-0.00206211j 6.81856e-06+8.44094e-05j 0.000153933+0.00136778j 0.000913539-0.000779457j 0.000727866-0.00189478j 0.00040808+0.00130404j 0.00313642+0.000667277j -0.00346621-0.000137635j -0.00222722-0.000602645j -0.000916517+0.00042366j 0.00128484+0.00134315j -0.000920137+0.00187393j 0.000628291-0.00262004j 5.77109e-05+0.000681368j 0.000651575+0.00426616j 0.000554346-0.00156081j 0.000768106-0.00343863j -0.00188926-0.00156364j -0.000318686-0.00130998j -0.00144276-0.00124614j 0.00523329-0.00517139j 0.00125361+0.00351076j -5.65992e-05-0.00126551j 0.00383464+0.00167091j -0.000740232-0.00220268j 0.000549168-0.00147925j 0.00249153-0.000971047j -0.00146417+0.0001364j 0.00195195+0.00295991j -0.00116812-0.00090033j 0.00235845-0.00421943j -0.000720857-0.000836965j -0.000991258-0.00260101j 0.003164-0.0011563j 0.00403694-0.00493972j 0.0023013-0.00287803j 0.000881004+0.00256932j 0.00196342-0.000203651j 0.00140984-0.00114339j -0.00159258+0.00145064j -0.000252467+0.000610519j 0.00158502+0.00271408j 0.00179595-0.00297578j -0.000841639-0.00194566j 0.000873179+3.51429e-05j 0.000493142-0.00197309j -0.00224642+0.000157005j 2.84365e-05+0.00249025j -0.00284491+9.34733e-05j 0.00089989-0.000978379j 0.00089419+0.000367018j -0.000662822+0.000385357j -0.00346463-0.00037051j 0.000730763-0.000671969j -0.00252604+0.000623402j 0.000595619-0.00080857j 
