0.000408631+0.000963718j -0.00208547+0.00062503j 0.00164003+0.0016685j -0.00465659+0.00169752j -0.0037562-0.000720885j 0.00219774-0.00201006j -0.000676038+0.00157558j 0.00692713-0.0024145j -0.00644313-0.000513328j -0.000264491+0.00179457j 0.00093948-0.00196982j 0.00286083-0.00151618j 0.00741118-0.00303767j -0.00505264+0.00215495j -0.0127234+0.00275519j -0.00313287+6.79458e-05j 0.00371333-0.000588589j -0.00605723+0.00110115j 0.00291475-0.000952296j 0.00952326-0.000810775j -0.00114189+0.000344563j -0.0063376+8.21795e-05j 0.00451803+0.000144281j -0.00472093+0.000465497j 0.00482423-0.000409848j -0.00238826+5.32572e-05j -0.0107317+0.000430125j -0.00379999+0.000557325j 0.00861968-0.000560833j 0.00308348-6.8555e-05j 0.00481059+0.000105211j -0.00851502-2.14673e-05j -0.000453425+3.55562e-05j -0.00163549+5.45571e-05j 0.00216695+0.000469019j 1.47464e-05+8.18088e-05j -0.00126264-0.000276105j -0.000431858+0.00075637j -0.00015925+0.000452403j 0.000261437-0.000192916j 0.00174214-7.02523e-05j 0.000514224-0.000148608j 0.00370868-0.000168806j 0.00252919+0.000153732j 0.00975107+0.000723925j 0.00133109+3.25581e-05j -0.00395597-0.000225705j 0.00343751+0.000350519j 0.0110147+0.00151747j 0.00133721+0.000308246j -0.00619302-0.000470769j 0.00252757+0.000179769j -0.00371413-0.000620713j 0.00240917+0.000510266j -0.0050514-0.000316664j -0.00662467-0.000736831j -4.12059e-05+0.000228896j 0.00751857+0.00114977j -0.00304796-0.00122357j 0.00539931+0.00125625j -0.00223718-0.000342056j 0.00248554+0.000295057j 0.00920352+0.00289778j 0.00404401+0.00246318j -0.00432783-0.00239668j 0.00157994+0.00114194j -0.000123097-0.0016795j 0.000416747-0.00148913j -0.00582474+0.000497313j 0.00586519+0.00225938j -0.00052536-0.00143512j 0.00173596+0.00183946j -0.00344378+0.000716033j 0.00429646+0.0016618j 0.00169411-0.00170355j 0.00212573+0.000675372j 0.000531348-0.00113816j 
-0.00226142-0.000917185j -0.000805338-0.00060808j -0.0031281-0.00206189j 8.40326e-05+0.000707158j -0.000390082+0.00142122j 0.000582879-0.00236079j -0.00419871-0.00138657j -0.000624661-0.00192107j 0.000608288+0.000807528j -0.00200572+0.00119088j 0.000702601+0.00236465j -3.41688e-05-0.00125066j 0.00157584-0.00376962j -0.000339332+0.00319242j -0.00225986+0.00206664j -0.00289285+0.00171986j -0.00137707-0.00212474j -0.000457167-0.00455313j 0.00400422-0.000315584j -0.00217701-0.000752864j -0.00325223-0.00372934j -0.00112127+0.00152551j 0.00261118-0.000823274j 0.00505864-5.99679e-05j -0.00273781+0.00362547j 0.00187041+0.00121212j -0.00209979-0.000591535j 0.00181714-0.000754333j 0.00273667+0.00325267j 0.00134173+0.00189518j 0.00130672-0.000461236j 0.000980227+0.00179441j -0.00246683+0.00182154j -0.00368046+0.0030933j -0.00222108+0.00067952j 0.00316084+0.00366136j -0.00122765+0.000830886j -0.00270722+0.00190402j 0.000624119-0.00178768j -0.000561025-0.000551362j -0.00291269-0.00114435j 0.00146632+0.00379467j -0.00019615-0.00524837j -0.00443995+0.00153889j -0.00160585-0.000614528j 0.00344913-0.000578091j 0.00102985-0.000131581j 0.000865765+0.00212941j 0.00164617+0.00334261j -0.000117335-0.000952991j 0.00200752-0.00351779j -0.00039161-0.00220902j -0.0033733+0.000164984j 0.00184151-0.000815326j 0.00155473+0.000783899j 0.000573544-0.00206089j 0.00139425+0.00306755j 0.00025187-0.00319579j 0.00298357-0.00335227j 0.00199343+0.00109793j 0.00211316+0.00459165j -0.0027757+0.000557917j -0.00335683+0.00215538j -0.00418347+0.00114198j 0.00227961-0.001273j -0.00130779-0.00136195j -0.000723081+0.000751629j 0.00207592-0.00219665j -0.000546531+0.0024774j -3.10918e-05+0.000907058j 0.00176096-0.00351284j -0.00354443-0.00260203j 0.0011835+0.00142174j 0.000311999-0.00276194j -0.000562327-0.00329889j -0.00144546-0.00271536j -0.000297382+0.000523585j 
-0.00138896+0.000882505j -0.00109434-0.00332556j -0.000461309+0.00368299j -0.00233558-0.00185478j -0.000469308-0.00317044j 0.00178884+0.00196661j -0.000844166+0.00270483j 0.00291772-0.00190395j -0.000264501-0.00446867j -0.00242859+0.00137501j -0.00189383+0.00133015j 0.000150823+0.000314585j 0.0045348-0.00279089j -0.00175891+0.00131543j -0.00237564+0.000447754j -0.00204148-0.000681477j 0.00013898+0.00289593j 0.00277663+0.000490393j 0.00354177-0.0025939j -0.0016627+0.00378041j 0.000736262+0.00263648j -0.00447149+0.0031848j 0.00199883+0.000571034j 0.0045523-0.000451853j -0.00631864-0.00106108j -0.000715247-0.00236294j -0.00104898+0.00263878j 0.0031301-0.00105586j -0.000103448-0.00409899j 0.00129023-0.00176541j 0.00129793+0.00081042j -0.00039671-0.0012643j -0.00201198-0.00189851j -0.00659798+0.000857088j -0.00489023+0.00413668j 0.0024525-0.00395714j -0.00282711-0.00156014j -0.000889318-0.000645111j 0.00431846-0.00116806j 0.00134999-0.000718851j -0.00448001-0.000611031j 0.00130703-0.00419709j 0.00366822-0.000290479j -0.005798-0.000854967j -0.0012166-0.000759418j 0.00327095+0.000660449j 0.0009783+0.00137165j 0.000674108-0.00275002j 0.00362605-0.00361588j -0.000412228+0.00154249j 0.00336694+0.00133473j -0.00196619+0.0019403j -0.00554024-0.000932718j 0.000361968+0.00359166j 0.0014289+0.000451785j 0.00363877+0.00158547j 0.00413017-0.00245266j 0.00121636+0.00130728j 0.00277073+0.0014862j 0.00321887-0.00107445j 0.000548119-4.29616e-05j -0.000650944-0.00170199j -0.0028566+0.000492355j -0.0039587-0.00019565j 0.00281267+0.000578548j -0.00024437-0.0013135j -0.00390765+0.00152121j 0.00221728-0.000505806j 0.000129065-0.0028315j -0.00402457+0.00127395j -0.000694705+0.00407161j -0.0012184-0.000509293j 0.000496543-0.00179699j -0.00326338+0.00054349j -0.00107722+0.00491j -0.00121531-0.00215128j -0.00255347+0.00322827j 
0.00156328+0.0014171j 0.00209525+0.00122473j 0.000805352+0.00328694j 0.00132009+0.00085883j 0.00135317+0.000199949j -0.0035405-0.00131724j 0.00190306+0.00493097j 0.000710752-0.00151988j 0.000139449-0.00154911j 0.000470914+0.00365071j -0.00044667+0.000923757j -0.00234103-0.00102295j -0.00237882-0.00408512j 0.00162047+0.00280766j 0.000888657+0.00397027j 0.00364648+0.00298346j -0.00312046+0.00137111j -0.00312855-0.0012764j -0.000791934-0.00665751j -0.000232334+0.00277071j -0.000559596+0.00153673j 4.1161e-05+0.00390676j -0.00248222-0.00340315j -0.00355531-0.00644319j 0.00345778+0.00614867j 0.00012524-0.00115892j -0.000164785+0.00412494j -0.000594249-0.00362568j -0.000101272-0.00143433j 0.000586746-0.00193723j -0.00154745-0.00267252j 0.00135089-0.000728324j 0.00265322+0.00493888j 0.00236893+0.00750096j -0.00161962+0.00414918j 0.00113109-0.00315386j 0.00130967+0.00419979j 0.00256528+0.00378275j 0.00127242-0.00250711j 0.00099705+0.000244747j 0.000206259+0.00503795j 0.00179876-0.000490542j -0.000513662-0.000898446j 0.000925317+0.00792436j -0.000458468+0.00300474j -0.00178892-0.0047833j -0.000539676-0.0017369j 0.00109042-0.000680311j 0.00148557-0.00313811j -0.000571381-0.000957466j -0.00133099-0.00194766j -0.00158453+0.000666209j 4.515e-05+0.00791853j -0.00128207-0.00524997j 0.000318851-0.00327106j 0.00123653-0.00180575j 0.00271928-0.00212528j -0.000686003+0.000120563j -0.00243649-0.00328795j 0.00151948-0.00292192j 0.00253136-0.00406439j 0.000694036+0.00516327j 0.000425439+0.00459252j -0.00116551+0.0040612j 0.00190942-0.00409949j -0.000886776+0.00153816j -0.00112563+0.00136833j -0.00119476-0.0027801j -0.000190392-0.00132841j -0.00183952+0.00124122j -0.00262951-0.00166147j -0.000731464+0.00567178j -0.000841238-0.00275892j -0.00170056+0.00274042j -0.00134465+0.000621383j 0.00134604+0.00250612j -0.000840207-0.00229745j 
-0.00014553+5.31595e-05j 0.00246388+0.00141654j -0.0033421-0.000380443j 0.00156017+1.83903e-05j 0.00230986+0.000842472j -0.00106248-0.00160155j -0.00334088+0.000503109j 0.00256629+0.00146158j 0.00372248+0.000178422j -0.00313392-0.000350363j -0.00194844-0.000947415j -0.00015535-0.00160007j 0.00415962+0.00046741j -0.00302981+0.000843161j -0.00308272-3.59456e-05j -0.000144429+0.00130206j -0.00328857-0.0020896j 1.18938e-05-0.00109651j 0.00519729+0.000627973j -0.00376711-0.0011579j -0.00174407-0.000980626j -0.00438686-0.0017103j 0.000660633-0.000988533j 0.00218772-0.000205687j -0.00188572+0.000258683j 0.00192132+0.000272365j -0.00423522-0.000265477j 0.00238466+0.000490436j 0.00225511+0.00106602j 0.00169595+0.0012096j 0.000311059-0.00103566j 0.00143241+0.000848716j -0.000917572+0.00186094j -0.0044129-0.00061767j -0.00571815-0.00362775j 0.00361244+0.00278163j -0.000954263+0.000587082j -0.00121567+0.00189291j 0.00325751+0.0026783j 0.000927035+0.00140561j -0.00186009-0.00138583j 0.00241362+0.00298766j 0.00182048+0.00112742j -0.00383049-0.000915474j -0.00141051-0.000532357j 0.00158227-0.000147501j -2.13841e-05-0.000313942j 0.00193227+0.00142225j 0.00327353+0.00319717j -0.000429624-0.00146033j 0.00079357+0.000830674j -0.00125661-0.0023642j -0.00352176-0.000939472j 0.000444547-0.00276058j 0.00144941+0.00015327j 0.00127168+0.00238742j 0.00268708+0.00453373j -0.000271886-7.89916e-05j 0.000960455-0.000475711j 0.00243708+0.00230942j 0.00189049+0.00102569j -0.00188762+0.00141034j -0.00334985-0.000754657j -0.00318225-0.00282238j 0.00326821+0.00180206j -0.000119952-0.000400404j -0.00215638-0.0025991j 0.00175269-2.9283e-05j 0.00129072-0.000258456j -0.00240486-0.00329201j -0.00132233-0.00277101j -0.00237985+0.000190585j 0.0015316-0.00069969j -0.00157854-0.00175412j -0.00261942-0.00203392j 0.00101713+0.000326969j -0.0014015-0.00307964j 
0.00638662+0.000475023j 0.00294726+0.0035504j 0.00013501-9.77142e-05j -0.000996341+5.18609e-05j 0.00185793-0.000274041j -0.00220347-0.00193589j 0.00110208-0.00225709j 0.00276369+0.00152655j 0.00201497+0.0011353j -0.00079991+0.000399112j -0.00320826+0.000539859j 0.000219245+7.90678e-05j 0.00223734+0.00130396j -0.00187717+0.00141117j -0.000700477+0.000708151j 0.0039007-3.64925e-05j -0.00224185-0.00252827j 0.000640149-0.00143184j -0.00060724+0.000525828j -0.000285285-0.00186589j 0.00204034-0.00368156j -0.00127978-0.000662484j -0.00353957-0.00136557j -0.00499949+0.000474159j 0.000715437+0.00131084j 0.00012487+0.00239168j -4.89775e-05-7.66011e-05j -0.000209568+0.000111156j -0.00295262+0.00292349j -0.000865689+0.00195605j -0.00198621-0.00163246j -3.83552e-05+0.000577584j 0.002883+0.00140711j -4.65903e-05+0.00136268j -0.00408222-0.00285757j -0.00234171+0.00316078j 0.00113444+0.00140736j 0.00118567+0.00117898j 0.00404638+0.000119041j 0.00171249+0.000596001j 0.00320174+0.000197847j -0.00186966+0.00299046j 0.00571547-0.000193806j 0.001809+0.000720454j 0.00090771-0.00058883j -0.00365666-0.00174262j -0.00221636-0.00107058j -0.000389576+0.00147058j 4.22588e-06+0.00260424j -0.000994743-0.000995479j 0.00310613-0.00122978j 0.00115222-0.00133033j 0.00277002+0.000544309j -0.00382194-0.0025381j -0.00191301-0.000164098j 0.00394719+0.000320674j 0.00136406+0.00322623j 0.00362935-0.000182254j 0.00170199-0.00174961j -0.000134976+0.000729559j -0.00460565+0.000619257j 0.00106203+0.00162298j -0.000670504-0.000672573j -0.00273208-0.000325102j 0.00193327-0.000341447j 0.00242807+0.000485381j -0.00119446-0.00149912j 0.000348641+0.00062868j -0.00267019+0.000659351j -0.00245403-0.00175896j -0.000200862-0.00339095j 0.00308865+0.000524004j -0.00198562+0.000813354j 0.00415155-0.000723509j -0.00145019-0.00309666j -0.000313174+0.00119068j -0.00201837+0.00206052j 
0.00239821+0.00455855j -0.000388899+0.00320694j -0.000791161+0.0010441j -0.000404702-0.00132567j 0.0013081+0.00112616j -0.00083006-0.00188892j 0.00144732+0.00087636j 0.000171607+0.00268855j 0.000464331+0.00142616j -0.000263057-0.000178088j -0.00178454-0.00262458j -0.000202848+0.00020006j 3.45905e-05+0.00214852j -0.00132625-0.000872192j -0.000713176-0.000122671j 0.00147672+0.00295274j -0.000271413-0.00199736j 0.000405823+0.000390148j -0.000629635-0.00095138j 0.000488415-0.000226794j 0.00198157+0.00103381j -0.000317164-0.00141916j -0.000580284-0.00298724j -0.00187107-0.00378269j -0.000162853+0.000662528j -0.000988839+0.000554724j -0.000125596+0.000202488j -0.00025128+0.000214428j -0.00161935-0.00209901j -0.000858899-0.000209463j -9.15025e-05-0.00191775j 0.000368932-0.000167178j 0.000660609+0.00223556j -0.000453384+0.000487345j -0.000697715-0.00369507j -0.00167603-0.00110201j 0.000137334+0.000912909j 0.00032934+0.00123515j 0.00146443+0.00306522j 0.000424831+0.00171361j 0.00105365+0.0022373j -0.0012848-0.000588977j 0.0018625+0.00438782j 0.000487038+0.00134374j 0.000753467+0.000643241j -2.39292e-05-0.00368351j -0.000516921-0.00172444j -0.00045098+0.00010502j -0.000270942+0.000434869j -0.000339663-0.00100912j 0.00180996+0.00173652j 0.000613946+8.47576e-05j 0.00143487+0.00224231j -0.00126567-0.00378297j -0.000829635-0.00166991j 0.00110579+0.00324877j 3.12829e-05+0.00217587j 0.00108454+0.00300154j 0.00147365+0.00109668j 0.000242905+7.16623e-05j -0.00177422-0.00360018j -0.000264145+0.00188646j 0.000318387-0.000520867j -0.00127104-0.00239336j 0.000270596+0.00122619j 0.000363685+0.00236289j -1.30698e-05-0.00129126j -0.000460277+0.000298776j -0.00080211-0.0022494j -0.000490606-0.00292445j 0.000618885-0.00143328j 0.000197966+0.00286036j -0.000711914-0.00199251j 0.00243108+0.00281981j 0.000368442-0.00236853j -0.000824893+0.000709384j -0.00239985-0.000838872j 
0.005987-0.00418604j 0.00411689+0.00015413j -0.000881307+0.00121286j -0.000221471-0.000985538j -9.92953e-05-0.000783308j -0.00408693+0.00180978j -0.00167324-0.000482142j 0.0010818-0.000409623j 0.000469367-0.000344392j 0.00123229+0.000901217j -0.00233801+0.000430249j 0.00210149+0.000230288j 0.000806605-0.000381892j -0.000819764+0.00150375j -0.00123545+0.00134783j 0.00182459-0.00233893j -0.00318555+0.00208865j -0.00140117+0.00177723j 0.000855985+7.79887e-05j 0.000456637+0.00132702j -0.000998013-0.000220763j -0.00225903+0.000411619j -0.00158624+0.00188595j -0.00256202+0.00200205j 0.000923091-0.00126312j 0.00129145+0.000397853j -0.00269607+7.85167e-05j 0.00062256+0.00101935j -0.000401829+0.000282793j 0.00210098-0.000874434j -0.00134607+0.00252391j 0.00237249-0.00237697j -0.0015007-0.00443359j 0.00216454-0.00119207j -0.00297892+0.00313432j 0.000277039-0.00150957j -0.000690659-0.00163614j 0.000959012-0.00251469j 0.000848824-0.00277678j 0.000722585-0.000884527j 0.00190716-0.00115281j 0.000119155-0.00104875j 0.000241809-0.00188665j -0.000363937-0.00239892j -0.00214689-3.04945e-05j -0.00343194+0.0013288j -0.000475096+0.00133379j -0.000126294-5.96253e-05j 0.00179247-0.0040511j -0.000179257+0.000982689j -0.00169878-0.00206408j -0.000717189-0.000907911j 0.00199153-0.003165j -0.00131053+0.00568156j -0.000187862+0.00161729j 0.0011421-0.00272814j 0.00395553-0.00337505j 0.000190852-0.000557999j 0.000214013+0.000299295j 0.00135306-0.00150905j 0.000194298+0.00313431j -0.000877475-0.00138538j -0.00131203-0.00153731j -0.00225303+0.000972571j 0.000667802+0.0010912j 0.00168871+0.000101858j 0.00011689+0.00236251j -0.0010954+0.00173794j -0.000675059+0.000371284j -0.00215257+0.00281671j -0.00126067+0.000683856j -0.00080534-0.00260881j 0.000433628-0.000673486j 0.00375662-0.000434497j -0.00188794+3.92145e-05j -0.000603764+0.00511079j 0.00527128+0.0044562j 
-0.000574373-0.000951354j 0.00306046+0.00126683j -0.000424639-0.00251209j 0.00511483+0.00185802j -0.0026601-0.000196518j -0.00118993-0.00274079j -0.000890923-2.05844e-05j -0.00172387-0.00241279j -0.00215918-0.00158942j -0.000983164+0.00109413j 0.00117613-0.00153778j -0.000510557+0.000118563j -0.00159941-0.00205645j -0.000876715-0.000959663j -0.00316042-0.0022463j -0.00207834-0.0019056j -0.00171699-0.00069172j -0.00190922-0.000271073j 0.00225179+0.000631974j -0.00168094+0.000700432j -0.00289839+0.000333902j -0.000258256-0.000488334j 0.00210067+0.00250121j 0.00151734+0.000623657j 0.00207058-0.000316226j -0.000489025-0.000852559j -0.00206342-0.00184417j -0.00152428+0.000392141j 0.00406734+0.00131995j 0.00220916+0.000384635j -0.00185043+0.00113837j 0.0053008+0.00274937j -0.000730312-0.00433413j 0.00260501+0.000778552j -0.000224803+0.000679819j 0.00328779-0.00131235j 0.00140689+0.000583949j 0.00179241-0.000893758j -0.00161755-0.00267752j -0.000906952-0.000553527j 7.10586e-05+0.00146378j 0.00272981-0.00018102j -0.00396386-0.00100139j -0.000397793-0.00185633j -0.00281425-0.000562072j 0.00190337+0.00355464j 0.00168859+0.000967681j -0.000458355-0.0011427j 0.00352312-0.00178417j 0.00145668+0.00105956j -0.00247089+9.58546e-05j -0.000447377-0.000145762j 0.000877246+0.00363592j -0.000579601-0.000656508j 0.000594432-0.000820387j -0.00107357-0.00132038j 0.00121952-0.000268694j -0.00328331+0.000158908j -0.00279338+0.00415583j 0.00205048+0.00260163j 0.00244284-0.000281176j -0.0015342-0.00238317j -9.16551e-05-0.00183402j 0.0013188-0.00505265j -0.00062558-0.000384214j -0.00269985-0.000999822j -0.00146557+0.000793925j -0.00119924-0.000957507j 0.00228812-0.0026787j -0.00136137+0.00139149j 0.000626647+0.00330137j -0.000188767-0.00281882j 0.00328145+0.000158393j -0.00205889+0.0080858j 0.00333757+0.000354326j 9.46024e-05+0.00209981j 0.00140691-0.00182116j 
-0.00384292-0.00627406j 0.00146974-0.00287578j 0.00135564+0.00162697j -0.000375352+0.000984698j -9.84118e-05-8.85406e-05j 0.000988582+0.00353129j -0.000234434+0.003641j 0.000611972-0.00141846j 0.000653394-0.00289375j 4.80398e-05-0.00167954j 0.000703526+0.00236957j -0.000525383-0.0025989j -0.000597648-0.000588903j 0.00114125+0.00053669j 0.00210108-0.00122492j -0.00162928-0.000813916j 0.000546123+0.00306768j 0.00178068-0.000476192j -0.000339239-0.00126929j -0.000382268-0.000956867j -0.00119302+0.000867034j 0.00181052+0.000682164j 0.000804561+0.00276332j 0.00121907+0.00233175j 0.000256327+0.000192015j 0.000748836-0.00288448j 0.00112011+0.00236077j 0.000922077-0.000951249j 0.00111268+0.000500846j -0.00143248-0.00122684j 0.00209509-0.000270815j -0.0022598+0.00139973j -0.0039037+0.00412768j -0.000539485-0.00032404j 0.00309816+0.0020744j -0.00139917+0.00108909j 0.000285411+0.0011669j -0.00150611+0.000520175j -0.0033893+0.000283309j -0.000896783+0.000380936j -0.000123364-0.00149031j -0.000386252+0.00114329j -0.00151451-0.000390166j -0.00119468+0.0010021j 0.00219823+0.00118993j 0.00186641+0.00286191j 9.43916e-05+0.00168051j 0.00104782-0.000144869j -0.0040854+0.000250252j 0.0013872+0.000863591j -0.00262696+0.00174655j -0.000898983+0.000887457j -0.00355655+0.00187323j 0.00550465-0.00248494j 0.00199419-0.00054015j -0.00325617-0.000452701j -0.00379815-0.00264839j 0.000119191-0.000323333j -0.0018517+8.77779e-05j -0.00189199+0.00111842j 0.00378657-0.00175495j -0.00122536+0.00191107j -0.000364047+0.00152177j 0.00356023+0.000954345j -0.0012445-0.000500101j 0.000192314-0.00175528j 0.000467299-0.00146965j 0.00246596-0.0011241j 0.00296645-0.000954374j 0.00219778-0.000540381j -0.00236159+0.00221986j -0.00201284+0.00149323j 0.0014553-0.00088333j -0.0024625-0.00359276j -0.00147408+0.00233897j 0.00699245-0.000319024j 0.00365164-0.00854181j 
0.000979371+0.000860336j -0.00145799+0.00313382j 0.00365693+0.000502017j -0.00176194+0.00577252j -0.000804616-0.00317082j 0.00136758-0.00133905j 0.00162996-0.000222563j 0.00202845-0.0027211j -0.00208789-0.00350049j -0.00137793-3.21005e-05j 0.00236297+5.71938e-06j -8.37756e-05-5.11325e-05j 0.00178074-0.00147879j 0.00106672-0.00185684j -0.000718053-0.00526568j 0.00297117-0.00225569j -0.000239686-0.00140032j -0.0025488-0.00261045j -0.000891257+0.00235565j -0.000865172-0.000371353j -0.00142626-0.00172065j -0.00245649-0.00235136j 9.13394e-05+0.00400298j -0.000433699+0.00117932j 0.001492+0.00223262j -0.00146982-0.00096808j 0.00124976-0.00386473j -0.000355664-0.000720137j -0.00188904+0.00285498j 0.00171505+0.00258147j -0.00255581-0.00223392j 0.00233531+0.00778542j 0.00604454-0.00206752j 0.00275992+0.00391596j -0.000413761+0.000186578j 0.00280568+0.00321174j -0.00162663+4.05863e-05j 0.00213505+0.000751519j 0.00336773-0.00114576j 0.00155826-0.000274988j -0.00237278+1.85243e-05j 0.00124697+0.0024514j -0.000388371-0.00427803j 0.00117031-0.00271576j -0.000788473-0.00419707j -0.00465978+0.00105115j 0.00158234+0.0051505j 0.000463773-0.00135316j 0.00363248+0.00229025j 0.000226477+0.00266587j -0.00201109-0.00239591j -0.000614315-0.000980839j -4.91643e-05+0.00435554j -0.00125458-0.00121784j 0.000696939+0.000654795j 0.000687547-0.00171944j 0.000859961+0.00146973j -0.000893219-0.00334298j -0.0041342+0.000532116j 8.10131e-05+0.00392161j 0.00140536+0.00144872j 0.00286071-0.00157318j 0.00155907-0.00281947j 0.00443156-0.00368132j 0.000662231+0.00205513j -0.000123882-0.00212075j -0.00170504+0.000733687j -0.00101712-0.00235664j 0.00173845-0.00236358j -0.00344172-0.000879957j -0.00219699+0.0036965j 0.000630847-0.00126964j -4.08309e-05-0.000950459j -0.00888582+0.00256248j 0.00137818+0.00503185j -0.00258405+0.000890082j 0.00121803+0.000856128j 
-0.000720619-0.00373039j -0.000630631+0.00265534j 0.000780785-0.000885724j -0.00201301+0.00457265j 0.00141108-0.00120338j 0.00350132+0.00186892j 0.000289576+5.84605e-05j 0.000600867-0.0025507j 0.00223672+0.000503034j 0.000406159-0.00215864j 9.04706e-05+3.65987e-05j 0.000172047-0.00294439j 0.00187936-0.00247794j 0.00194477-0.00105307j 0.00234178-0.000725432j 0.000831107-0.00484966j 0.00322438+0.000595535j 0.000715207+0.00216347j 0.000127989+0.00171042j 0.000828729-0.00205958j -5.41263e-05-0.00100029j -0.000223879+0.00368595j -0.00127671+0.00076994j 0.000809566+0.00241009j -0.000708546-0.000343701j 0.00170306-0.000412866j -0.000159644+0.000237615j -0.00068592-0.00332327j 0.000638478+0.00551964j -0.000886485-0.00199716j 0.00021318-0.000729214j -0.00339625+0.000874245j 0.00245607-0.00199156j -0.00304334-0.00227152j -3.13578e-05+8.48862e-05j 0.00147463+0.000435445j -0.00288352+0.00424096j -0.00037853+0.0010392j 0.00236989-0.00236051j 0.000491184-0.0019989j -0.00206763+0.00162156j 0.000491787+0.0014468j -0.000806654-0.00103027j 0.000828991+0.00101558j -0.00166682-0.000467533j -0.00392312+0.00685242j 0.000266265-0.00202565j 0.00141943+9.89253e-05j 0.00132687+0.00227566j -0.00208924-0.000897083j -0.000929351+0.00317218j -0.00116121+0.0010368j -0.00525213-0.00134662j 0.0032095-0.00197811j 0.00217808-0.00226234j -0.000506918+0.0011806j 0.000147243-0.000645845j -0.00301991-0.000645944j -0.0037758-0.000651932j -0.00304469-0.000672776j 0.00239634-0.00193617j 0.00193821-0.00125682j 0.000488314+0.00247971j 0.00446676+0.00110748j 0.00362398-0.00209835j 0.00111197-0.00251968j 0.00327109-0.00230621j 0.00119883+0.000943057j 0.00262549+0.00236497j -0.000568216-0.000126873j -0.00248972+0.00162012j 0.000461487+0.00352105j -0.00233247+0.00321738j -0.00722998+8.14964e-05j 0.00128969+0.00171798j 0.000166832-0.000105841j 0.00401553-0.00373735j 
0.000269607+0.00371502j 0.000777403+0.00139027j -0.00234421+0.00103619j 0.00142682+0.00113128j 0.00127894-0.00264272j 0.000848137-0.00439404j -0.00181384-0.00161489j -0.000129784+0.0013628j 0.00512033-0.00243231j -0.00091605-0.000483971j -0.00153856+0.000208303j -0.00160761+0.000671604j -0.000724655-0.00142574j -0.000899111-0.00166384j 0.00325192-0.00225408j -0.00236467+0.000153833j -0.000194519-0.00561088j 0.00356201-0.00127836j 0.00130641+0.000142601j -0.000963369-0.000556721j 0.000700681-0.00182207j 0.00460668-0.00100078j -0.00491007+0.00117139j -0.000721386-0.00260837j -0.00165994+0.00253829j 0.00215648-0.00112399j 0.00109782-0.000670181j -0.00286834+0.00227847j 0.00290148-0.00248663j -0.00318142+0.00228834j -8.82288e-05-0.000130641j -0.00575022+0.00428307j -0.00103247-0.00413809j -0.00497688+0.00595182j -0.0021786+0.000791929j -0.00153762-0.00133672j 0.00413387+0.00148119j 0.000998327+0.000837092j -0.000606054-0.00237776j -0.00169297-0.000441356j 0.00279947+0.00143802j -0.000268344-0.00102739j 0.00281022-0.0010903j 0.00365225-0.00198094j 0.00109934+0.00242187j 0.00396072+0.000487564j -0.00728578+0.000553799j 0.00130376-0.000664421j 0.00197508-0.00253844j -0.00463491+0.00303442j 0.0052818-0.00317055j 0.00174901-0.000539278j -0.00498873+0.00298531j -0.00211576+0.00104386j -0.00331724+0.000199054j 0.00362894-0.00109715j 0.00122022-0.000726604j 0.00123207+0.00287877j -0.00149811+0.000772493j -0.00414312+0.00172939j -0.00383322+0.00181638j -0.000348156-0.0023961j 0.0045585-0.0010388j 0.00335536-0.000946705j -0.0032277-0.00375931j 9.13903e-05-0.000122676j -0.00271095-0.00336485j 0.00199074-2.61596e-05j 0.00438239+0.000800409j -0.000318932+0.000320892j -0.00152739-0.000910399j 0.00549874-0.00241016j 0.00411299+0.00350464j -0.000446661+0.00316104j -0.00182637-0.00164857j -0.00312171+0.0025179j -0.0015406+0.0025837j 
