0.0044565+0.00592306j 0.00945803-0.00271275j 0.00525543+0.0014411j 0.00204054-0.00305146j 0.0013209-0.000681059j -0.00503993+1.85515e-05j -0.000939176+0.0031084j 0.00470574+0.00197629j -0.00236065+0.0010662j -0.00150904-0.000514078j 0.00312294-0.000831316j -0.00324129-0.00331512j 0.00279331+0.000545352j 0.00160443-0.000663187j -0.00142113-0.000766221j 0.00114705+0.00025693j 0.00271933+0.000559341j 0.00230218+0.00258939j 0.00193388+6.31721e-06j -0.00171391-0.000884442j 0.00106844-0.00195367j -0.00140903-1.53901e-05j 0.00298355+0.000377202j -0.00148351-0.000631833j 0.00017972-0.000248936j 4.58489e-05-0.000836232j -0.000472965-0.0015388j 0.000278178+3.92274e-06j -0.00239069+0.000923344j -0.00265944-0.000311476j 0.00119956+0.00107025j 0.000237556+0.00251381j 0.000449985+0.000746818j 0.00209635+0.000342621j -0.000420757+0.0010261j 0.0033039+0.000457068j 0.00149095-1.01311e-05j 0.00221719-0.00143069j 0.00132671+0.00186969j -0.00220814+0.000172863j 0.00352883-0.00198916j 0.00280439+0.00197697j -0.00352681+0.00150766j 0.00442313+0.00307651j 0.00521858-0.00204621j 0.00124843+0.0043232j -0.00850857-0.00180684j -0.00452713-0.00333946j -0.00732421-0.0085172j 0.0198468-0.000213607j 0.0190102-0.0325337j 0.318068+0.0103801j 
-0.000237699+0.000241283j 0.000795759+6.28176e-05j -0.00225491+0.00163244j 0.00378133+0.000842119j -0.00511868+0.00103897j 0.00278429+0.00326735j 0.00437712-0.00206258j -0.00875953+0.000415703j 0.00125487-0.00369785j 0.00733574+0.000247004j 0.00864213-0.000524024j 0.00681864+0.000627516j -0.00972758+0.000703319j 0.000989738-0.00337647j 0.0109767+0.00165548j -0.000763842-0.00124492j 0.00143824+0.00373746j -0.00134481-0.0020824j -0.0119955+0.00397781j 0.00934533+4.77191e-05j 0.00621469-0.000909243j 0.023482+0.00722006j -0.0324244-0.00242056j 0.054592+9.52964e-05j -0.0258581-0.00408114j -0.0362588-0.0329408j 0.0717243-0.000297907j 0.0100784+0.00263661j 0.116405-0.000158903j 0.0379129+0.000485947j -0.00570301-0.00113642j 0.00486783+0.00158204j 0.0840877-0.00451538j -0.039887+0.00174477j -0.00680808+0.0032909j -0.018964-0.00113039j -0.0116781+0.0084664j -0.0151977-0.00313617j -0.00422885-0.00134072j 0.00473504-0.0027028j -0.0110031+0.00308816j -0.00721656-0.00742422j 0.00501703+0.000961261j -0.000554992-0.00115221j -0.00802049+0.00339017j 0.00228887-0.00208463j 0.00482508+0.00538165j -0.00616307-0.0011823j 0.000100851+0.00198868j -0.0022406-0.0015316j -0.00347925+0.000328087j 0.000215363-0.00204539j 
-0.00214617+0.00217822j 0.00511976+0.00189186j -0.0014346-0.00115753j -0.00224952+8.55003e-07j -0.00184879+0.00264956j 0.00392917+0.000989704j 0.000657441+6.66647e-05j -0.00109338+0.00110644j 0.00411312+2.64703e-05j 0.00390199+0.00155221j -0.0034338-0.000539533j 0.0112487+0.00480626j -0.0149833+0.000351367j 0.00348095+0.00289063j 0.021626+0.00645159j -0.000665238+0.00277692j -0.00909648-0.000495002j 0.0119311+0.00292431j -0.0102002+0.00100705j -0.0175269-0.0100277j -0.000884796+0.000296804j 0.0185079-0.00538272j -0.0474178-0.00301708j 0.0535298+0.0079014j 0.0162401+0.00317096j -0.0633616-0.0619785j -0.0402525-0.00274073j -0.0294161-0.00109256j -0.0570141+0.00304148j 0.0640346+0.00195547j 0.0523473+0.000422721j -0.0159106+0.00498294j -0.043099+0.00310374j -0.00781911+0.00188919j 0.0397017-0.00726346j -0.0270663+0.00414764j 0.0148177-0.00241898j -0.0220106+0.00218748j -0.00599615+9.87115e-05j -0.00978704-0.0027686j 0.00362048+2.74765e-05j -0.00291363-0.0024422j -0.00262359+0.00194299j 0.00763129-0.000332907j -0.000339787+0.000967794j 0.000759631-0.000847139j -0.00186682+0.00221446j -0.000801114-0.0025536j -0.00315036+0.0025599j -0.00169414-0.00139644j 0.001381+0.000583429j -0.00137789+0.000993832j 
-0.000123514+0.000393596j 0.00011898+4.55749e-05j 0.00317434+0.00288101j 0.00179467+0.000241374j 0.00757079-0.00218385j -0.00477455-0.0029494j -0.00116271-0.000611264j 0.0069102+0.000933484j 0.00401323-0.00123461j -0.00558918+0.000318554j -0.0104561+0.00165204j 0.016181+0.00281439j 0.014614+0.00184527j 0.00913133-0.00208638j -0.0117572-0.00290381j 0.000593048-0.00419463j -0.000360227+0.00544689j -0.0248379-0.00582422j 0.0272025+0.00633373j -0.00676854+0.00133245j -0.00280275+0.00728883j -0.0184061-0.00416909j -0.00679684-0.00383533j 0.0163128+0.001596j 0.0858332+0.0025171j 0.0651481+0.0583746j 0.0266315+0.00374234j 0.0320096+0.00260713j -0.00481876-0.00206914j -0.0303621+0.000838211j -0.0199777-0.00131489j -0.0201369-0.000791586j -0.00431809+0.0010515j -0.0329036+0.00357437j -0.025224+0.00435217j -0.0154131-0.000504901j -0.0318821+0.00646295j 0.0179706-0.00328467j -0.00690221-0.0010936j 0.0065444+0.00287786j 0.0075204-0.00222919j -0.000250149-0.00301828j 0.015987-0.00834729j -0.0133695-0.000382451j -0.0085663-0.000138089j -0.000613216+0.00189599j 0.00308154-0.00246657j 0.00898638+0.00341087j 0.00204662-0.00184036j -0.0004204+0.00254223j -0.00087343+0.00156335j -0.00212304+7.69956e-05j 
-0.00205981-0.000800129j -0.00118039+0.00119675j 0.00131221+0.0008046j -0.0013258-0.000772615j 0.00296991+0.00142958j 0.0026021+0.00269374j 0.00474606-0.000393626j 0.0109497+0.00339184j -0.000276213-0.00343353j 0.00354555+0.00114656j -0.00939318-0.00107102j 0.0137875+0.00735231j 0.0117704-0.000160508j -0.00361745+0.00167943j -0.00913543+0.00330127j -0.0109362-0.00575159j 0.00838255-0.00203882j 0.00629337+0.00108633j 0.0168299+0.00508468j 0.00559085+1.01163e-05j -0.0220202-0.0021699j -0.00588914-0.00129154j -0.105607-0.0099057j -0.0358-0.00244703j 0.0558013+0.00177927j -0.00232271-0.00501168j 0.00588749+0.00490888j 0.0506132+0.000379999j -0.0115004+0.00253701j -0.0259361-0.000563787j 0.0165494-0.00144409j 0.0444786-0.0031147j -0.00646613+0.000618665j 0.0287181+0.00215208j 0.00176515+0.00182231j 0.00755762-0.00333228j -0.00460414-0.00818227j -0.00574373+0.00720174j -0.0106431-0.00098523j 0.00496766-0.00114779j 0.00337094+0.00256903j -0.0104033-0.00674684j 0.00911393-0.0062914j 0.000171217-0.00152514j -0.00224469-0.00270212j 0.0112528+0.00244179j -0.00175896+0.00231646j 0.00494595+0.00103057j 0.000765917-0.000380388j 0.00153265+0.00242998j -0.00277251+0.000322845j 0.000365666-0.00128259j 
0.00110231-0.000278056j -0.000477567-0.00087938j 0.00190589+0.00307027j 0.00730193+0.000533894j -0.00363838-0.00102186j -0.00209946+0.00268125j 0.000131702-0.0013533j 0.00129256+0.00255134j -0.00803081-0.00213796j -0.00399365-0.00081987j 0.000556961-0.00205201j 0.00505008-0.00166693j 0.000789394+0.00470606j -0.0145291-0.00427103j 0.00848767+0.000822678j 0.0172423-0.000455741j 0.00863378-0.00463822j -0.0256599-0.00679302j -0.00552856-0.00123044j -0.0178702+0.00596791j 0.0343006+0.00234604j -0.000534618-0.00514353j -0.00607229-0.00332836j -0.00777286+0.00388857j 0.00366516+0.000132277j -0.0275715-0.0244416j 0.147444-0.00107791j -0.00366405+0.00316189j 0.00769925+0.0042164j -0.00622119+0.00152937j -0.000504113+0.00450138j -0.0345956-0.000509748j -0.017604-0.00430941j 0.00550435-0.00161246j -0.02552+0.006913j -0.00883949-0.00490513j -0.0171546-0.000140274j 0.00811352-0.000114956j 0.0143984-0.00404878j 0.000760506-0.00475206j 0.00460352+0.000918915j -0.000808325-0.00254241j 0.00394903-0.00144235j -0.00802897+0.00165316j -0.00121758+0.00281044j 0.000208084+0.00112045j 0.00210264+0.00258825j -0.00360238+0.0007983j 0.00728476-0.000506204j -0.00183458+0.00309457j -0.000515128+0.000952904j -0.00113895-0.000346272j 
0.00127305-0.000978295j -0.000109006-0.00170299j -0.0014781-5.0437e-05j 0.000103334-0.000643j -0.00126319+0.00443636j 0.000648313-0.00168801j -0.000485531+0.00493249j -0.00349202+0.00428303j -0.00416425+0.00899638j 0.00583902-0.011261j 0.00873057-0.00713286j -0.014336+0.0102322j -0.0008953+0.000746478j 0.000220221+0.0051027j -0.000932999-0.0162466j -0.00376426+0.00514877j 0.00625996-0.00341068j 0.00290393-0.00127042j 0.00344169-0.00695663j 0.0181091-0.028574j 0.0298841-0.0507563j -0.00472166+0.0120849j -0.0177197+0.0322274j -0.00152973+0.00682134j -0.0248139+0.0564784j -0.005958+0.00176405j -0.0137555+0.0401641j 0.0247727-0.0564081j 0.00427261-0.0053942j -0.0121716+0.0348045j -0.00585831+0.0118425j -0.0188919+0.0556532j 0.00819179-0.0332234j -0.00253977+0.00727808j -0.00230594-0.00320015j 0.00140501+0.00653484j 0.000496453-0.00660588j 0.013008-0.0101238j 0.00464873-0.00317876j 0.000181096+0.000967339j 0.00230348+0.0176397j 0.000635516+0.01114j -0.00417662+0.0119334j -0.00423311+0.00906776j 0.000698175-0.00537123j -0.00333161+0.00374375j -0.000767026+0.00177707j -0.00260468+0.00389361j 0.000743147-0.000388754j -0.00117914-0.000955968j 0.00129054-0.00103661j 9.19511e-05+0.00156351j 
0.000365666+0.00128259j 0.00277251+0.000322845j 0.00153265-0.00242998j -0.000765917-0.000380388j -0.00494595+0.00103057j -0.00175896-0.00231646j -0.0112528+0.00244179j -0.00224469+0.00270212j -0.000171217-0.00152514j 0.00911393+0.0062914j -0.0104033+0.00674684j -0.00337094+0.00256903j -0.00496766-0.00114779j -0.0106431+0.00098523j 0.00574373+0.00720174j -0.00460414+0.00818227j 0.00755762+0.00333228j -0.00176515+0.00182231j 0.0287181-0.00215208j 0.00646613+0.000618665j 0.0444786+0.0031147j -0.0165494-0.00144409j 0.0259361-0.000563787j -0.0115004-0.00253701j 0.0506132-0.000379999j 0.00526695+0.00166465j -0.00588749+0.00490888j 0.0558013-0.00177927j -0.0358+0.00244703j 0.105607-0.0099057j 0.00588914-0.00129154j -0.0220202+0.0021699j -0.00559085+1.01163e-05j 0.0168299-0.00508468j -0.00629337+0.00108633j 0.00838255+0.00203882j -0.0109362+0.00575159j 0.00913543+0.00330127j -0.00361745-0.00167943j -0.0117704-0.000160508j -0.0137875+0.00735231j -0.00939318+0.00107102j 0.00354555-0.00114656j 0.000276213-0.00343353j 0.0109497-0.00339184j -0.00474606-0.000393626j 0.0026021-0.00269374j -0.00296991+0.00142958j 0.0013258-0.000772615j 0.00131221-0.0008046j 0.00118039+0.00119675j -0.00205981+0.000800129j 
0.00212304+7.69956e-05j -0.00087343-0.00156335j 0.0004204+0.00254223j 0.00204662+0.00184036j 0.00898638-0.00341087j -0.00308154-0.00246657j -0.000613216-0.00189599j 0.0085663-0.000138089j -0.0133695+0.000382451j -0.015987-0.00834729j 0.000250149-0.00301828j 0.0075204+0.00222919j 0.0065444-0.00287786j 0.00690221-0.0010936j 0.0179706+0.00328467j 0.0318821+0.00646295j 0.0154131-0.000504901j -0.025224-0.00435217j 0.0329036+0.00357437j -0.00431809-0.0010515j 0.0201369-0.000791586j -0.0199777+0.00131489j -0.0303621-0.000838211j 0.00481876-0.00206914j -0.0320096+0.00260713j 0.0662058+0.0571722j 0.0266315-0.00374234j -0.0858332+0.0025171j -0.0163128+0.001596j -0.00679684+0.00383533j -0.0184061+0.00416909j 0.00280275+0.00728883j -0.00676854-0.00133245j -0.0272025+0.00633373j -0.0248379+0.00582422j 0.000360227+0.00544689j -0.000593048-0.00419463j -0.0117572+0.00290381j -0.00913133-0.00208638j 0.014614-0.00184527j 0.016181-0.00281439j 0.0104561+0.00165204j 0.00558918+0.000318554j 0.00401323+0.00123461j -0.0069102+0.000933484j -0.00116271+0.000611264j 0.00477455-0.0029494j 0.00757079+0.00218385j 0.00179467-0.000241374j -0.00317434+0.00288101j 0.00011898-4.55749e-05j 0.000123514+0.000393596j 
-0.00137789-0.000993832j -0.001381+0.000583429j -0.00169414+0.00139644j 0.00315036+0.0025599j 0.000801114-0.0025536j -0.00186682-0.00221446j -0.000759631-0.000847139j -0.000339787-0.000967794j -0.00763129-0.000332907j -0.00262359-0.00194299j -0.00291363+0.0024422j -0.00362048+2.74765e-05j 0.00978704-0.0027686j -0.00599615-9.87115e-05j 0.0220106+0.00218748j 0.0148177+0.00241898j -0.0270663-0.00414764j -0.0397017-0.00726346j -0.00781911-0.00188919j 0.043099+0.00310374j -0.0159106-0.00498294j -0.0523473+0.000422721j -0.0640346+0.00195547j -0.0570141-0.00304148j -0.0294161+0.00109256j 0.0695524+0.0549408j 0.0402525-0.00274073j 0.0162401-0.00317096j 0.0535298-0.0079014j 0.0474178-0.00301708j -0.0185079-0.00538272j -0.000884796-0.000296804j 0.0175269-0.0100277j -0.0102002-0.00100705j -0.0119311+0.00292431j -0.00909648+0.000495002j -0.000665238-0.00277692j -0.021626+0.00645159j 0.00348095-0.00289063j 0.0149833+0.000351367j -0.0112487+0.00480626j -0.0034338+0.000539533j 0.00390199-0.00155221j -0.00411312+2.64703e-05j -0.00109338-0.00110644j -0.000657441+6.66647e-05j 0.00392917-0.000989704j 0.00184879+0.00264956j 0.00224952+8.55003e-07j -0.0014346+0.00115753j -0.00511976+0.00189186j -0.00214617-0.00217822j 
-0.000215363-0.00204539j -0.00347925-0.000328087j 0.0022406-0.0015316j 0.000100851-0.00198868j -0.00616307+0.0011823j -0.00482508+0.00538165j 0.00228887+0.00208463j 0.00802049+0.00339017j -0.000554992+0.00115221j -0.00501703+0.000961261j 0.00721656-0.00742422j -0.0110031-0.00308816j 0.00473504+0.0027028j 0.00422885-0.00134072j -0.0151977+0.00313617j 0.0116781+0.0084664j 0.018964-0.00113039j -0.00680808-0.0032909j 0.039887+0.00174477j 0.0840877+0.00451538j -0.00486783+0.00158204j -0.00570301+0.00113642j 0.0379129-0.000485947j -0.116405-0.000158903j -0.0100784+0.00263661j -0.0372957-0.0317621j 0.0717243+0.000297907j 0.0258581-0.00408114j -0.054592+9.52964e-05j -0.0324244+0.00242056j 0.023482-0.00722006j -0.00621469-0.000909243j 0.00934533-4.77191e-05j 0.0119955+0.00397781j -0.00134481+0.0020824j -0.00143824+0.00373746j 0.000763842-0.00124492j 0.0109767-0.00165548j -0.000989738-0.00337647j -0.00972758-0.000703319j 0.00681864-0.000627516j -0.00864213-0.000524024j -0.00733574+0.000247004j 0.00125487+0.00369785j 0.00875953+0.000415703j 0.00437712+0.00206258j -0.00278429+0.00326735j -0.00511868-0.00103897j 0.00378133-0.000842119j 0.00225491+0.00163244j 0.000795759-6.28176e-05j 0.000237699+0.000241283j 
0.00222181-0.000485199j -0.000983336-0.00135899j 0.00228934+0.000499116j 0.00189718-0.00140296j -0.00260545+0.000917323j -0.00111369-0.000784938j -0.00108886-0.000560313j -0.00524847+1.68755e-05j -0.00244868+0.00157125j -0.00364868-0.0010317j 0.0120246+0.00151933j -0.00543473+0.000580093j 0.00204219-0.00477133j 0.00119567+0.00103869j -0.0105377-0.00217704j -0.0154051-0.000747726j -0.00080609+0.00422897j -0.00148873-0.00470679j 0.00154632-0.000966667j 0.00964679-0.00172851j -0.0182753+0.00188962j -0.148053+0.00126075j 0.0181324+0.00301743j 0.0219173+0.0020278j -0.000948934+0.00382122j 0.00533761+0.00204943j -0.00898777+0.000648959j -0.00983974+0.00111855j 0.0116767+0.000662366j -0.00249578+0.000444842j 0.0179316-0.00535286j 0.000877541-0.0046767j 0.0194409-0.00618826j 0.00884675-0.00403508j -0.00137556-0.000153766j -0.00540226+4.99747e-05j -0.000631935-0.000931301j -0.0115912-0.000654214j 0.00344929-0.000763921j -0.00579387+0.00268187j -0.000787504-0.00124065j -0.00355182+0.00219216j -0.00317148+0.0003774j 0.00323413+0.0020309j 0.00608838+0.000260467j -0.00207737-3.111e-05j 0.00533128-0.00175876j -0.000777908+0.00133092j 0.00183382-0.00141151j 0.00249998+0.00055571j -0.000642068-0.000867082j 0.00174345-0.000484782j 
0.00186856-0.000392346j -0.00153091-0.00182515j -0.00234812-0.000159245j -0.000652567-0.000184929j 0.00449702-0.00171853j -0.0102408-0.00159586j 0.00637674+0.00420296j -0.00035343+0.00390042j 0.00821473-0.00167362j 0.00582667-0.00232626j 0.00944642+0.00188102j -0.0119605-0.00235216j 0.00298356+0.00106269j -0.0181108-0.0070972j -0.0405588-0.00610704j 0.0720823+0.00796337j 0.0253875+0.00347985j 0.00441094+0.000227274j -0.0359023+0.00113412j 0.00920552+0.00105469j 0.0136254-0.000983755j -0.0223067-0.000323212j 0.0705945-7.42469e-05j 0.0508364-0.0017832j 0.0116502-0.00441485j 0.0371094+0.0206242j 0.0189173+0.00352447j 0.000774785-0.00147304j 0.00057835+0.00456182j -0.0158125+0.002784j 0.00702778+0.00175699j -0.0100082+0.00418269j 0.00802638+0.000588985j 0.0145616-0.0028859j 0.00296081+0.00540005j -0.000313441-0.00307729j 0.00440294+0.00735312j -0.010035-0.000868204j -0.0017317-0.00033238j 0.00574709-0.00280706j -0.00074839-0.00146239j -0.00190931+0.00126327j -0.00723075-0.000187025j 0.000889984+0.000434958j 0.00103931+0.00211634j -0.00440549+0.00100609j -0.00537932-0.00305765j 0.00378936-0.00395383j -0.00270917+0.000783266j 0.00154822-0.00110904j 0.00206565-0.000917986j 0.00115079+0.000947926j 
0.00239975+0.00190629j 0.00287665-0.00124394j -0.00124311+0.00209246j 0.00271751+0.001824j 0.00583395-0.000596742j 0.00133872+0.000142784j -0.00958173-0.00245312j -0.00445283+0.00114171j -0.0160183-0.00796196j 0.00987097-0.00461645j -0.0114801-0.0059947j 0.00883477-0.00457211j -0.0301279-0.00776293j 0.0190008-0.00299301j 0.0505764+0.00353917j -0.00872371-0.000122151j 0.00241572+0.0022141j 0.0305908+0.00241139j -0.00180585-0.00261099j -0.00701069+8.31171e-05j 0.0439949-0.00504789j -0.0284724+0.00107023j -0.0456793-0.000904j 0.118668-0.00350306j -0.0580974+0.00696555j 0.00747621-0.00153227j 0.0305154+0.00468597j 0.0293603-0.00984202j 0.0116574-0.00359628j 0.0040568-0.00706287j -0.00284907+0.00311903j 0.0100891-1.87555e-05j -0.0168508+0.00107674j -0.0178744+0.00311895j 0.00370165-0.00182777j -0.00406476-0.00127629j 0.010596-0.00216555j 0.00185636-0.000781905j -0.00131589-0.00331307j 0.00571048-0.00312038j 0.010704+0.00378399j -0.00345351-0.000447743j 0.00514525+4.60238e-05j -0.00196876+0.00116431j -0.00376513-0.00128153j -0.000696803+0.000222222j -0.000244782-1.6808e-05j 0.00308383+0.000131338j -0.000319119+0.00213069j -0.00499099+0.000919725j 0.000887799+0.000193354j -0.000535478+0.000556266j 
-0.00278217-0.000418235j -0.00103516+0.00139537j -0.00329164-0.00320039j -0.00805821+1.97936e-05j 0.00989954-0.000373562j -0.00163228-0.00199623j 0.000781318+0.00373454j 0.00763987+0.000102678j 0.00376961-0.00117443j -0.00123378-0.000510782j -0.002933-0.00149434j -0.0174648-0.00892855j 0.00836997+0.00540378j 0.0172669+0.00388044j -0.0373045-0.00519176j 0.020517+0.00383706j 0.00508846+0.00254284j -0.0273282-0.0023102j -0.0207646+0.00166725j 0.0850297-0.00233327j -0.0332577-0.00273949j 0.108322+0.00140405j 0.0292273+0.00671756j -0.004981+0.00122382j -0.0411581+0.00376512j 0.0566437+0.046286j -0.0287733-0.00221226j 0.051336-0.00589053j -0.0106204+0.00177966j -0.0076738-0.00789501j 0.00542078+0.00223915j -0.00143799-0.00166612j -0.000256664-2.94197e-05j -0.00101754+0.00295643j 0.0063122-3.63444e-05j -0.0044889-0.00173399j -0.00603305+0.00312548j 0.00693821-0.00184339j 0.00327891-7.06247e-05j 0.00567911-0.00125972j 0.00563759+0.000572484j 0.000668317+0.0018596j -0.00745238+0.000144918j -0.00213153+0.000712101j -0.00367319+0.000214252j -0.00135204-0.00112892j -0.00421883-0.00211953j 0.00561352-0.00210026j -0.00740641+0.00169868j -8.0053e-05-0.00286112j 0.000593616+0.0010784j -0.00209357+0.000727011j 
-0.00318308-0.00133221j -0.00176994+0.00197727j -0.00308806-0.00287829j -0.00424428+0.00228425j -0.000823136-0.000806325j 0.00699758+0.00300888j -5.61834e-05+0.000882744j 0.00550915-0.00267343j -0.0101962-0.00172598j 0.00662623+0.0038149j -0.0278518-0.00633243j -0.0107771-0.00452962j -0.0157612-0.00118488j -0.0341102-0.00721547j -0.00109229+0.00108958j -0.00670659+0.00299565j 0.00367503+0.00729207j 0.0201155+0.000574957j 0.0224121+0.00219017j 0.0637472-0.0027605j -0.067562+0.00173452j 0.0422704+0.00207673j -0.0389482-0.00485862j -0.0268727-0.00131808j -0.0399148+0.00260557j -0.000674461+0.00256235j -0.0564377+0.0107808j 0.0203399+0.00348842j 0.0145165-0.00222794j 0.000774856+0.000842915j 0.0004715-0.00237295j 0.0213993+0.00473117j -0.00516631-0.00301683j 0.000773261+0.000219742j 0.00734866-0.000631685j 0.00207677-0.000745505j 0.00660678-0.00333714j 0.00629687+0.000202134j 0.00681377-0.002176j 0.000964858-0.000160156j 0.000904814+0.00358371j 0.000694468-0.00118655j 0.00255505+0.00128742j 0.00119243-0.000500658j -0.00105154-0.00434627j 0.00519989+0.000666568j -0.00673073+0.00254196j -0.000409217+0.000532007j -0.00163166+0.00123524j -0.00215159-0.000417565j -0.00317403-0.000169208j 0.000537763-0.00166394j 
-0.00223126+0.000597085j 0.00193414+0.0011119j -0.00289833-0.00254728j -0.00234982-0.000641798j 0.000998389+0.00439624j -0.0019858+0.00069034j 0.0017737+0.00301216j 0.00140148+0.00461448j -0.00930174+0.00166532j 0.00584242-0.00167316j 0.0248748+0.00222307j 0.0178094+0.00206219j -0.00997281+0.00125399j -0.0275551-0.00051002j 0.0134118+0.00484937j -0.0341114-0.00301161j 0.0471694+0.00363871j -0.0893185+0.00594806j -0.00927518-0.00178874j 0.0792123-0.000689232j 0.0365493-0.00334672j 0.0993749-0.00921551j -0.0187823-0.00322974j 0.00749162-0.00723533j 0.000598357+0.000692478j 0.00570137+0.000589981j 0.0106271-0.0015421j -0.00286596+0.00667757j -0.00434382-0.000888188j -0.000479117-0.000403865j 0.0151705+0.00184682j -0.00476477+0.00375096j 0.0190419-0.00111884j 0.0227477-0.00277318j -0.00163334-0.0011732j -0.00119598+0.000130366j -0.00128264+0.00127376j -0.00401514+0.00182066j -0.0063286+0.00193528j -0.00356403-0.00306854j 0.00202308+0.00431329j -0.0137017+0.00166911j -0.00236571+3.06623e-05j 0.000746669-0.000741235j -0.00190943+0.00243615j -0.00269465-0.00202815j 0.00265014+0.000457357j 0.000738128-0.00170235j -0.000157861+0.00347914j -0.00439226-0.00046496j 0.000239395+0.00196863j -0.00319987+0.000568104j 
-0.000197561+0.000768181j 0.00102406-0.000527442j -0.00319445+0.00260776j 0.00148883-0.00249475j 0.014854+0.0056956j 0.00444493-0.000674522j 0.00751888+0.000339274j 0.0101096+0.00853415j 0.00203291-0.00259207j 0.0217644-0.00170909j 0.0253708+0.00115163j 0.0231+0.0123786j 0.0499029+0.00560456j 0.0385755+0.0031637j -0.0119041-0.000133406j -0.00252599-0.0023341j 4.97682e-05+0.0033327j 0.105367-0.00133188j -0.0337007+0.00308519j 0.0560547-0.00322287j 0.0575736+0.0040655j -0.0250848+0.00474057j -0.0847252+0.00507958j 0.00920419-0.00211577j 0.0318762+0.000997196j 0.0282471+0.0192309j 0.0107794+0.00105145j -0.0028008+0.00371426j -0.0088557-0.00727747j 0.0107752-0.000510769j -0.00099107+0.000880018j -0.0105014-0.00508063j 0.00716574-0.000348647j 0.0222271+0.0032222j 0.0142666+0.00142091j -0.00916762+0.00113168j -0.0188035+0.000630179j -0.00248712+0.00304872j -0.0133795+0.000722486j 0.00641415-0.00266367j -0.00727263+0.00131443j -0.0142874+2.20266e-06j -0.00975936-0.00366057j -0.000734474+0.000349019j -0.00172566+0.00310617j 0.00449088-0.000368798j -0.000193771+0.00150471j 0.00096294-0.00241425j -0.00261386-0.00197393j 0.00829107-0.000845066j 0.00098257+0.00205492j -0.00241918+0.000889337j 
-0.00431177-0.000472152j 0.000178919+0.0027677j -0.000742512-0.00134855j -0.00102436+0.00166879j -0.00678574+1.88575e-06j -0.00312531+0.00238656j -0.00495154-0.00186183j 0.00482018-0.00265422j 0.00747091+0.00229653j -0.0288199-0.00317692j 0.000197665+0.00019973j 0.0112843+0.00506899j 0.0127409-0.00197372j -0.0099191-0.00544816j -0.000958478-0.00868682j 0.000753821-0.00314627j -0.0910676+0.00493269j -0.0808254+0.00444803j 0.0354554-0.00445722j 0.107558-0.0141254j -0.0557661+0.00222161j -0.00472143-0.00398873j -0.00645783+0.00553517j 0.0140688-0.000463264j -0.000153417+0.00398182j -0.00648386-0.00572767j 0.015586+0.00485308j -0.0115579-0.00364623j 0.00841521-0.00214854j -0.000704941-3.93956e-05j 0.00832017-0.0053989j -0.0037465-0.00160754j -0.000640563-0.00279346j -0.00814883-0.000136998j -0.00735558+0.00141788j -0.00794128+0.00147928j 0.000162754-0.00173364j -0.00608445+0.000125306j -0.000300032-0.00156967j -0.00225683+0.00399066j 0.00291545-0.00268585j 0.00254766+0.00113761j 0.000484947+0.00114553j 0.00206137-0.000304636j -0.00279414-0.000105355j 0.000971904-0.00105944j 0.00296012+0.00052165j 0.000926651+0.00134347j 0.000583526+0.00143419j -0.0039819+0.000596656j -0.00282731+0.00220196j -0.00348342-0.000859324j 
-0.00343778-0.000288252j 0.000201329+0.00208741j 0.00243886+6.46883e-05j -0.00117051-0.00157743j -0.00382426+0.00183587j -0.00970235+0.000137677j -0.0100734-0.00102147j 0.0063718+0.00460765j -0.002996-0.000108822j -0.0482172-0.000747303j 0.0416429-0.000699621j 0.0668231+0.00441533j -0.0515261-0.00410004j 0.0024901+0.00749213j -0.0615441-0.00018058j -0.0269289-0.00201377j 0.0199749-0.00220785j -0.162526+0.00638322j 0.00274388+0.00299489j 0.0722398-0.0027164j 0.00489964+0.00281983j 0.0221768+0.00566433j -0.033133-0.000152193j -0.00368804+0.00686631j 0.0245258-0.000410985j 0.00726213+0.00131464j 0.0198886-0.00171038j -0.0119442-0.00221441j 0.0117426-0.00211071j -4.73514e-06+0.0015933j 0.00431526+0.00106396j 0.00409048-0.00253684j 0.0165877-0.000191854j 0.000105191-1.50892e-05j -0.0198088+0.00262361j -0.00104205+5.2295e-05j -0.000777222+0.000508281j -0.00678046+0.000141768j -0.00193681+0.00141345j -0.00441236-0.00018313j 0.0105196-0.00325613j -0.000915121+0.00173041j 0.0031042-0.00155086j -0.00321922-0.000202397j -0.000627035+0.00424176j -0.00861808-0.00133566j 0.00940122-0.00220916j 0.00214753+0.000115105j 0.00146614+0.00155832j -0.00368651+0.000293604j -0.00175522+0.00319093j -0.00530497-0.00022693j 
