0.0113208-0.00270756j 0.000472524-0.00524173j -0.00417541+0.00461206j 0.0120505-0.00112491j -0.00307709+0.00184932j -0.00121886+0.00302697j -0.00658871+0.00241974j -0.00781304-0.0012479j -0.00968851+0.00426282j -0.000958788-0.00104829j -0.00172329-0.000378172j 0.00283431-0.00299868j -0.0138861+0.00184057j 0.0096558-0.00245884j -0.00443737-0.000784777j 0.00130434-0.00273987j 0.00120694+0.000706913j 0.00521931-0.000698412j -0.00133423-0.000229334j 0.00739372-0.00243144j -0.00938994+0.00135881j 6.1558e-06-0.00120839j -0.000338764-0.00157876j 0.00648606-0.00114763j 0.00715608-0.00084671j 0.00576548+0.00149704j 0.000217579+0.00702774j -0.00277587+0.000397133j 0.00921517-0.000786012j -0.00176916+0.000862743j -0.0141129-0.000980411j 0.00508799-0.00142543j -0.00496576-0.000212362j -0.00164605-0.00103932j 0.0109348+4.59889e-05j 0.0034258+0.000113235j -0.0113355-0.00248012j -0.00151774-0.000325381j -0.0069402-0.00220687j 0.00176987+0.00190932j -0.00356613+0.00105718j 0.00441381+0.000207696j 0.00334358-0.00124818j 0.0108735+0.00344605j 0.00584323+0.00453171j 0.00497426-0.00045297j 0.00968984+7.08633e-05j -0.00247665-0.0029328j 0.00801725+0.00196114j 0.00395223+0.00496959j 0.008804-0.00219975j -0.00879632-0.00658378j 
0.000641247+0.00193535j -0.000452622+0.00214581j 0.000662336-0.00221889j -0.00415267-0.000138419j 0.000979194+0.00306856j 0.001649+0.00186663j -0.00119018-0.000550206j -0.0019599-0.00281028j 0.0102071-0.000108007j -0.00227522+0.000613682j -0.00258669-0.00731196j 0.00184907-0.00757743j 0.00830399+0.00464684j 0.00488678-0.0056784j 0.00279918-0.00249096j -0.00434818+7.52146e-05j -0.00631433-0.0100729j 0.000120338+0.000708798j 0.00321057+0.00213526j 0.00243232+0.00621993j -0.00125833-0.000547214j -0.00410852-4.81986e-05j 0.0053169+0.00525146j -0.00497792-0.00239445j 0.00335498+0.00574328j 0.00532606+0.000717225j -0.000937248-0.0046995j -0.000111591-0.000167461j 0.00550228+0.00240455j 0.00128177+0.00428284j -0.000830323+0.00229075j -0.00100555-0.00113437j -0.00315205+0.000386958j 0.00356431+0.000639603j 0.00177259+0.000522027j 0.00221283+0.00189426j 0.000582833-0.0025886j -0.000816408-0.000623196j -0.00261091-0.00121221j 0.00211948-3.32019e-05j -0.000739709-0.000477941j 7.24348e-05-0.00323942j 0.00081491-0.00108859j 0.00193014+0.000270358j -0.000178163-0.00174155j 0.0014284+0.000850587j 0.00188914+0.000995748j -0.00274599-0.000322486j 0.00218855+0.0052135j -0.000809891-0.00109824j 0.000943846-0.00104264j 8.21473e-05-0.000163856j 
-0.000358077-8.67706e-05j 0.00127683+0.0010462j -0.000508925-0.000285218j 0.00169735+0.00287318j -0.000445857-0.000530838j -0.00398403-0.00119757j -0.000560235+0.00138829j 0.00187246-0.00336451j -0.00219566-0.00712624j 0.0112097-0.00184595j 0.00322621+0.00360839j 0.00686225-0.00590548j -0.0081412+0.00463825j -0.00670488+0.00637815j -0.000586829-0.00292292j -0.00289219+0.00282355j 0.00230316+0.00643592j -0.00358396-0.00313552j -0.00342152-0.00514226j 0.000519256-0.00397011j 0.00489705-0.0035195j -0.00509695+0.00230786j -0.0110647+0.00244197j 0.0032128+0.00619384j 0.00929506-0.010277j -0.00115085-0.00303498j 0.00158157+0.00228054j 0.000917799-0.000166177j -0.0115937+0.00249982j -0.00325384-0.000194744j -0.00116283-0.00157691j -0.000749757-0.000880684j 0.00201988+0.000694635j 0.00581372-0.00239059j -0.00131424-0.00209709j 0.000379003-0.00220607j 0.00864249+0.00534217j 0.00619423+0.00147023j -0.00220707-0.00151577j -0.00409953+0.000581385j -0.00276913+0.00236746j 0.0063098+0.00282586j 0.00107896-0.000395971j 0.00476478+0.00020775j 0.00246621+0.000350935j 0.000243501-0.000560013j -0.000873472-0.00296832j -0.00142191+0.000786688j 0.00282069-0.00190932j -0.000392538+0.000381081j -0.00105329-9.98427e-05j 0.000759311+0.00019716j 
-0.000760897+0.00260605j -0.00261748+0.00188504j -0.000755919-0.00106114j 0.00251485+0.00687174j -0.00209049+0.00450769j -0.00327442+0.000113837j -0.00368399-0.00366845j -0.00174694-0.00637398j 0.0049083-0.00870815j 0.00381198+0.000144386j 0.00816482-0.0038195j 0.00307362-0.00574819j 0.00724816-0.00014945j -0.00430967-0.0149029j -0.00408056-0.00571443j -0.0023258+0.0023341j -0.000531164-0.00441834j -0.000296106-0.00146477j -0.00448004-0.00557363j 0.00785428+0.00700689j 0.000521816+0.00325805j -0.000155601-0.00178687j 0.00343655-0.00435337j 0.0028443+0.00749816j -0.000759122-0.000245801j 0.00217245-0.00383522j -0.00241372-0.0065545j -0.000634585+0.000922421j 0.0014301-0.00932674j 0.0032717-0.002698j -0.00324338+6.36106e-05j -0.00117984-0.000786466j -0.000208081+0.00289736j 0.00134723-0.00693146j -0.00337164+0.00210264j 0.000450585-0.000187036j 0.00224165+0.00774501j 0.00337413+0.00609069j -0.00252306-0.0011531j 0.00123627+0.000335956j -0.00138463+0.000101825j 0.000929073+0.00274473j 0.00166772+0.00233938j 0.00189776+0.0017311j -0.00132049+0.00162427j 0.00122222+0.000739913j 0.00140946-0.00222099j -0.00139715+0.001071j 0.00231062-0.0028712j 0.00139578+0.000485921j 0.00140245+0.000553945j -0.000749249+0.00325153j 
0.00119386-0.00852722j -0.000853085-0.00237092j 0.000413167-0.00495698j -0.000901295-0.00224774j 0.00219035-0.0134744j -0.000781776+0.00432564j 0.00188269-0.00877545j -0.00629936+0.00274585j -0.00580503+0.00409571j -0.0014721+0.0146473j -0.0019248-0.00943207j -0.0163728+0.00379464j 0.00937142-0.00427165j -0.00297909-0.0030984j 0.00403201-0.00615668j -0.00138657-0.00153023j -0.0104235+0.00305116j -0.00411437+0.000500072j 0.00478821-0.00407417j 0.00695565+0.00104853j -0.00534886+0.000659332j -0.00426937+0.00259335j 0.00102335+0.00128497j 0.0029548+0.000263847j 0.000550048-0.00198983j 0.00309213+0.000528432j 0.00283793-0.00280983j -0.00435323+0.00100065j 0.0011352+0.000806111j -0.000585329+0.005179j -0.00286541-0.000924409j 0.00274509-0.00334988j -0.00199225+0.00152798j 0.000567742-0.00249366j -0.000314655+0.00101236j -0.000821648+0.000844067j 0.00194816-8.27917e-07j 0.00148473+0.00179248j -0.000366343-0.00156198j 0.000867928-0.00256956j -0.00027594-4.21175e-05j -0.00301216+0.00268261j 0.00254792-0.000378573j 0.00165256+0.000444745j 0.00133866-0.00293941j -0.00117528+0.00132754j -0.00135633-9.53321e-05j 0.00179114+8.80221e-05j 0.00314887-0.00125874j -0.00278052+0.00114206j -0.00175312+0.00138762j 0.00144569-0.00228585j 
0.00227563-1.68142e-05j -0.000582622+0.00597411j -0.00342539-0.00583785j -0.00128692+0.00204532j -0.00339324+0.00393936j 0.00273839+0.00311641j -0.00126708-0.00727916j -0.00107782-0.00689532j -0.00197345-0.0035411j -0.0100841+0.00971931j 0.00881304-0.00751386j 0.000650618-0.0074966j -0.00492687+0.00109853j 0.00288781-0.00545731j 0.0036595-0.00851808j -0.000949004-0.000349261j 0.00910185-0.00408998j 0.00236522-0.000256478j 0.00304612-0.000621368j -0.00342334+0.000742953j 0.00494896+0.00132606j 0.00454575+0.00245411j -0.00218312+0.000464308j 0.00136328-0.00360527j -0.00205492-0.00104177j -0.0022716-0.00227206j 0.000930928+0.00343284j 0.00564137-0.000416525j -0.00537519+0.00309074j -0.00211368+0.00104803j 0.00272021+0.000598888j 0.00156391-0.00411333j 0.00176471+0.00257787j -0.00174206-0.00292127j 0.00324316+0.0016219j 0.000497535+0.00112836j -0.00166389-0.00182609j -0.00302641+0.00084898j 0.00399458-0.00208789j -2.89369e-05-0.000978285j -0.00373125+7.27706e-05j 0.000843323+0.000716153j -0.00109473-0.00189481j -0.000445995-0.00264877j 0.00137292-0.00111511j -0.00267798-0.00272792j 0.00107172-0.00222297j 0.0012869-0.00017067j -0.00198256-0.000686967j 0.00172806-0.00188205j 0.000901789-0.00351154j 0.00256406+0.000584875j 
0.00203257+0.00323786j -0.000661191-0.00314137j -0.000218173-0.000511332j -0.00303041-0.00390565j -0.00239552-0.0011207j -0.00161033+0.000408749j -0.00499218+0.00317536j -0.00502052-0.00198841j 0.00119803+0.00212652j 0.00579842-0.00508764j -0.00550747+0.00416332j -0.000347633-0.000853657j 0.00330485-0.000582928j -0.00570203+1.78104e-07j -0.00487981-0.00299606j -0.000502476+0.00322254j -0.00579033+0.00225277j -0.00216001+0.00388947j -0.00368883+0.000579j 0.00260279+0.00552218j -0.00198109-0.000403018j -0.00176754+0.00214179j 0.00158416+0.00110664j 0.000266141+0.00162081j 0.00165554-0.000442503j 0.00256968-0.000802805j 0.00155466-0.00377372j -0.00133432+0.000617579j 0.000933955-0.00101258j 0.000677391+0.00243348j 0.000249371+0.00233227j -0.00191998+0.000138753j -0.000392382+0.000832949j 0.00061189-0.00441234j -0.000845818+0.00244295j -0.000426761+0.000555633j 0.00256066-0.00033726j 0.00178351+0.00226984j -0.00248872-0.00034913j 0.00137023+0.000580491j 0.00126968-0.00133567j 0.000257075+0.00125186j 0.000512588-0.00141357j 0.000501226-0.00318704j 0.000758088-0.00191717j 0.00143115-0.0022599j -0.000599308+5.64623e-05j -0.000918687-0.00095353j 0.000390214+0.00390783j -0.0009587+0.00109276j 0.000158068-0.000376848j -0.000818685+0.00139559j 
0.0011844-0.000900295j -0.00129177-0.0017243j 0.00163861+0.00242487j 0.00505548+0.00239727j -0.00337938-0.00387422j 0.0059895-0.00339471j 0.00155433+0.00196136j 0.00186879+0.00147334j 0.00703869+0.000278937j 0.00165119+0.00903876j -0.0107297+0.00832936j 0.000274425+0.00101886j -0.00634819-0.00202051j -0.00361041-3.99172e-05j 0.00553202-0.000994779j -0.00844802-0.00337611j -0.0121169-0.000396049j 0.00162112-0.00474123j 0.00226551-0.00477812j -0.000543215-0.000742028j 0.00468636+0.00199529j 0.0026847+0.000639671j -0.00084463-0.00152988j -0.00383442+0.003877j 0.0116921-0.000141312j -0.000722368+0.000308084j 0.00055972+0.0062143j 0.00432957+0.000571045j -0.000686849-0.000632461j -0.000748352+0.000659456j 0.00353242-0.00443691j -0.000480966-0.00500258j 0.00160396+0.00171851j 0.00431598+0.00302932j 0.00456889+0.000803598j 0.00229953-0.000567099j -0.00369695+0.00286067j -0.00388354-0.000278597j 0.00421682+0.00137252j -0.0034067-0.00265666j -0.00276813-0.00728228j -0.00444168+0.00265124j -0.000220059+0.000867765j 0.00122956+0.00557727j -0.000676713+0.000726071j 0.000442762-0.00226913j 0.00196248+0.000335984j 0.00142108+0.00345163j 0.000160439-0.00268037j -0.0010325-0.000897325j -0.00131796+0.000255035j 0.000533316+0.00188169j 
0.00338602+0.00570036j 0.0017153+0.00138884j -0.00287965-0.00451745j -0.00633078-0.00713227j -0.00129565+0.00229042j 0.00056773+0.000111783j -0.00941184+0.00257478j -0.00768282-0.00465703j 0.0030253-0.0026775j 0.00530361+0.00101906j -0.00922558+0.000839597j -0.00146267-0.00275754j 0.00493046-0.0043454j -0.00711131-0.00353259j -0.00542836-0.00922201j -0.0016606+0.00564808j -0.00989853+0.00354941j -0.00388805+0.00237961j -0.000384579+0.00064714j 0.00254353+0.00546577j 0.000497635-0.000532671j -0.00268634+0.0039401j 0.00507481-0.00177075j -0.00316594-0.00166041j 0.00418439+0.00104752j 0.00403723-0.0038795j -0.000772279-0.00259214j 0.000114916-0.00133011j 0.000797375+0.000440354j 0.00164344+0.00303042j 0.00135798+0.00494856j -0.00395586-0.00116696j -0.000667746+0.0023052j 1.42434e-05-0.00408325j 0.00236316+0.00116249j 0.00127057+0.000961835j 0.00030748-0.000997136j -0.000932495+0.00431089j -0.00281271-0.00278752j 0.00216102-5.78739e-05j 0.000106248+0.000159664j -0.000459012+0.0014895j 7.46349e-05-0.00424455j 0.00183812-0.00585043j 0.00163586-0.00275272j 0.00239342-0.00357564j 0.000807864-0.00185676j -0.00135768-0.00288655j -0.00121777+0.00835199j -0.000780287-0.000859304j 0.00149321-0.00399803j 0.000715545+6.03012e-05j 
0.000531182-0.000718155j -0.003817-0.0020543j 0.000250484+0.00101911j 9.41975e-06+0.00131227j 0.00791166-0.00323845j -0.00509445-0.00361554j -0.0133319+0.00368842j 0.000138391-0.00330222j -0.00204527+0.00584065j -0.0073585+0.00491001j -0.00335176+0.000121889j 5.12112e-05-0.00103899j 0.0056183+0.00310194j -0.00456413-0.00096364j 0.000105968-0.00324564j 0.00811777-0.00307551j -0.00203475-0.006079j 0.0107264-0.00403181j 0.00370261+0.0014438j 0.00195409+0.00604511j -0.00195317-0.00247401j -0.005741-0.00103018j 0.00251069+0.00273765j -0.00303711-0.000913979j 0.00495683+0.00380441j 0.00596281-0.000696991j 0.00539385-0.00203095j 0.00380892-0.0019695j -0.00826967-0.00212294j -0.00377693+0.00342525j 0.00877539+0.000116251j 0.00402494+0.000468183j 0.00203134-0.0032208j -0.00486631-0.00165403j 3.20412e-05+0.00292937j 0.00195959+0.00121153j -0.00559171+0.00255251j 0.000173435+0.0031252j 0.000738557-0.00252074j 0.00596874+0.00247816j 0.00683984+0.00142507j -0.00176074-0.0012693j 0.00182113-0.000153523j -0.00551783+0.000598517j 0.00338258+0.0027731j 0.00456452+0.00421315j 0.00318878+0.000325349j -0.00404977-0.00397264j -0.000375561-0.000635354j 0.00200286+0.00185642j 7.71057e-05+0.00334461j 0.00312001+0.00356502j 
0.00188639+0.000288344j -0.00498595-0.00539845j -0.00321642+0.00445019j 0.00818923+0.00149606j -0.0131146-0.000809547j 0.00287567+0.00462409j -0.00723579+0.000914391j -0.00809961-0.00188172j 0.000443729+0.0130396j 0.00739328-0.000367782j -0.00349022-0.00356667j -0.00253699-0.000134058j -0.00316143+0.00534553j -0.00749707-0.00162697j -0.00669024+0.000242202j -0.00475279-0.00357642j -0.00154199-0.0148174j 0.000116328+0.00254447j -0.00787583+0.000672094j 0.00114363+0.00944352j 0.0011085+0.00152591j 0.00677475-0.000814491j -0.00261619+0.00573827j 0.00703403-0.00173442j -0.00642143+0.00356831j -0.00290491+0.00487133j 0.00298504-0.00566748j 0.00135852+0.000417572j -0.00284216+0.00312293j -0.00137691+0.00408414j -0.000224011-0.00140607j -0.00191517-0.00547467j 0.00423621-0.000108858j -0.00608039-0.00345868j 0.000481699+0.00801613j -0.00269996+0.00266449j 0.0041206-0.00115038j 0.0034537-0.00069191j -5.97146e-05-0.000761221j -0.0013746-0.000563557j 0.000261164-0.00682614j 0.00255931+0.0027176j -0.000329627+0.000702942j -0.00242667+0.0023083j -0.00117518-0.00126894j -0.00158782-0.00329742j -0.0036753+0.00185604j 0.00299314+0.00228849j -0.00583718-0.00545199j 0.00206768+0.00021231j -0.00147213+0.00206896j 0.00125763+0.00514081j 
0.000233743-0.00200341j 0.00389091+0.00448428j -0.00233925+0.00285656j 0.00494249+0.000953813j 0.00948495-0.00178035j -0.00249871+0.00264419j -0.00156323+0.0103461j -0.00598914+0.00614394j -0.00857513-0.00292655j 0.0032684+0.00251364j -0.00286705-0.00727745j -0.00832183+0.00241933j 0.0050267-0.00883336j -0.00795089+0.00621852j -0.0092694+0.00570544j 0.00511149-0.00344882j -0.00323468+0.00293107j -0.00334124-0.00627512j -0.000726062+0.000673166j 0.00806327-0.0101386j -0.000372899-0.00125671j -0.00090957+0.000956646j 0.000866028-0.00571288j 0.00163142-0.00222807j -0.00199054-0.00175466j -0.00511928-0.00372024j -0.0049537+0.000160038j -0.0027427-0.00318115j -0.00180278+0.00397212j 0.0007416-0.00300731j 0.00139844-0.00299222j -0.00139777+0.0012409j 0.00139477-0.00202979j -0.00810037+0.00494874j 0.00128233-0.00157585j 0.000553274-0.0021832j 0.0029408+0.00186012j 0.00526846-0.00290717j -0.00420082+0.000193463j 0.00308787-0.00244184j 0.00485844+0.00211561j 0.000506897-0.00214711j -0.000287265-0.00123909j -0.0025078+0.00176454j 0.00122577+0.0009761j 0.00222292+0.00120942j -0.00156951-0.00266504j -0.00224039+0.00142787j -0.000497935-0.00152449j 0.00090586-0.00201006j 0.000474329-0.00115818j 0.00331351-0.00249604j 
-0.00226607-0.00114152j 0.00080406+0.00141279j -0.00240978-0.00193305j -0.00785793-0.000739861j -0.00528872-0.0015478j 0.00444644+0.00340907j 0.0022367-0.000547057j 0.00223859+0.00572866j 0.00401617+0.00486894j 0.000437285+1.04751e-06j -0.00511784-0.00120234j 0.0034831+0.00744548j -0.00552958-0.00780711j 0.00349+0.00282289j 0.00114392+0.00320187j -0.000949271-0.00179113j 0.00420171+0.00449561j 0.000367713+0.00591177j 0.00283575+0.00104477j -0.00159561-0.00541868j 0.000179159+0.0041001j 0.00087169+0.00183077j -0.00153318-0.0017288j -0.00275747-0.00497702j -0.000112803+0.0053404j 6.77243e-05+5.53144e-05j -0.00414693+0.000713043j -0.00131057+0.0041566j 0.00218058-0.000809148j 0.0021225-7.63317e-05j 0.000153841+0.00296292j 0.00048275+0.000362592j -0.00201515+0.00107071j 0.00106884+0.00448114j 0.00201842+0.000205625j 0.000403302+0.000928418j -0.000757743-0.00461448j -0.000537674-0.00293302j -0.000657041+0.00259135j -0.00130302-0.00357797j -0.00111771-0.00168775j 0.00036484-2.90929e-05j -0.00188317-0.00126763j -0.00038942-0.00126943j -0.00175139-0.002994j -0.00105287-0.00108828j -0.000590246+0.00153164j -0.000910811-0.000705396j 0.00187513+0.00316851j -0.00048482+0.00012074j 0.000397375-0.00184285j -0.00198968-0.00341876j 
-0.00318265-0.0014991j 0.00403171+0.00187151j -0.00409033+0.0006928j 0.00253798+0.000731544j -0.000273533+0.00409818j 0.00580791-0.00386058j -0.00714572-0.00611174j 6.72774e-05+0.00187519j -0.000888727-0.0019545j 0.0069229+0.00613934j -0.00909803-0.00551147j -0.00375142+0.00291771j -0.00115188-8.34927e-05j -0.00540178-0.00332555j -0.00225615-0.0045187j -0.00165095+0.00534569j -0.00333657-0.000855692j 0.00221161+0.00213426j -0.0011653-0.00234828j -0.000651049-0.0024852j 0.00306985-0.00107994j 0.000603368-0.00295225j 0.000868223+0.00141396j -0.00251713-0.00211014j 0.00160656+0.0016256j 0.00122911+0.00100527j -0.000469874+0.000841433j 0.00272983-0.000240267j 0.00100006-0.00185555j 0.00203893-0.000370086j -0.000503769+0.00225814j -0.0030876-0.000252276j 0.00310259+0.00129188j -0.000358456-0.00136048j 0.00162623-0.00268703j 0.00141027+0.000462674j -0.00250713-0.00179892j -0.00125306+0.0012469j 0.000630216-0.0010398j -0.00339782+0.000807135j -0.00290723+0.00444192j 0.00106318+9.75118e-05j -0.000325785+0.000469009j 0.00134232-0.000987271j -0.00197618+0.00047162j -0.00192102+0.00321078j -0.000272558+0.000164644j 0.00222085-0.00210486j -0.00139517-0.00107395j -0.00142985-0.000641161j -0.0014885-0.000719409j -0.000865643-0.00175347j 
0.00628864+0.00368154j -3.44594e-06+0.000924057j 0.00378821-0.00146266j 0.00163228-0.00173352j 0.00154613+0.00245017j 0.000375721+0.00542971j 0.01048-0.000876508j -0.00233436-0.00360898j 0.000652695-0.00325105j -0.0116507-0.00526999j 0.00749132-0.00400526j 9.94631e-05-0.0104418j 0.00118846+0.000892224j 0.00376604-0.00258919j 0.00577673+0.00503416j -0.00362945-0.00194691j -0.000950903-0.00634335j -0.00446385+0.00131381j 0.000717753+0.0050273j -0.000270983+0.00168769j 0.000765227+0.0012809j 0.00105539+1.74784e-05j -0.00115494-0.000429167j 0.0026333-0.00175482j -0.00181011+0.00276644j -0.00194874+0.00197928j -0.00309875+0.001993j -0.000881575+0.00207836j 0.00192364+0.00143674j -0.00212083-0.00189767j -0.00260716+0.000907498j 0.00127692-0.000158668j -0.00209691+0.00260808j 0.00218443+0.000287332j 0.000249595+0.00316516j -0.00157132+0.00143655j 0.0034581-0.0024579j -0.00184365-0.00279608j 0.000977539+0.00204815j 0.000783686-0.00157113j -0.00140314-0.00413894j -0.00118578-0.00128678j 4.94968e-06-0.000236715j 0.00191844+0.000426301j 0.00129306+7.74508e-05j -0.00129874-0.00478995j -0.00078761+0.000244443j 0.00213379+0.00344802j -0.000993952+0.0021046j 0.000197162-0.00304684j 0.000908205-0.00315455j 0.000865015+0.00197384j 
0.00156438-0.000382662j -0.00282675-0.00136264j 0.00431471-0.0021716j -0.000801663+0.000354522j 0.00166474-0.00533811j -0.00722218+0.00310447j 0.00673868-0.000340934j 0.00178106-0.00516022j -0.00141796-0.000745729j -0.00775839-0.00137681j 0.0131267+0.00209792j 0.000818444-0.00508087j 0.004255+0.00287076j 0.00760791-0.00118353j 0.00387092+0.000565356j 0.00216833-0.00379227j 0.00569552-0.000923449j -0.00139545-0.00322223j 0.00164396+0.000194892j -0.000246537+0.00376427j -0.00374757-0.000492665j -0.00225919+0.00292922j -9.383e-05+0.000332365j 0.00337073+0.00364937j -0.00301114-0.00485998j 4.77009e-06-0.000783636j 0.00253844-0.00190327j -0.00197013-0.00115992j -0.000420877+0.000904476j -0.00156872+0.000692817j -0.00103127-0.00229179j 0.00374937+0.000214085j -0.00263314-0.000676139j 0.00150063-0.00193318j -0.00341418+0.0012309j -0.00134307-0.000406109j 0.00209035+0.00294892j 0.000794338+0.00122034j 0.000625265-0.000795612j 0.00317177+0.000778436j 0.00144467-0.00109939j -0.00103017+0.000457108j 0.0012181+0.000527696j 4.49531e-05+0.000452667j 0.00289461-0.000213518j 0.00137302-0.00115312j 0.000593015-0.000840134j -0.00114966+0.00102648j 0.00157573-0.00050129j 0.000586692+0.000619838j 0.000980022+0.00110942j 0.000404575+0.000932264j 
0.00545406+0.00204851j 0.00698355+0.00145538j 0.00376147+0.00111531j 0.0103202-0.00398581j 0.0158368+0.00564753j 0.00125741-0.00215143j 0.00365522-0.00434127j -0.00388204-0.00349072j -0.0106708-0.01193j -0.00968779+0.00026937j -0.000300852-0.00926716j -0.0118803-0.0108938j 0.00666887+0.00306691j -0.00544688-0.00544873j 0.00562881+0.00195224j -0.000192919+0.00506126j -0.0110803-0.00593853j -0.00314114-0.00253471j 0.00151656+0.00256168j 0.000834312-0.00227245j 0.00130006-0.00523457j -0.00236271-0.00472762j 0.0005125-0.000612001j 0.000691089-0.000718134j 0.000859037+0.000251473j -0.00116661+0.00290728j -0.00137941+0.00640324j 0.000388493-0.00155373j 0.000840121-0.00112139j -0.00441157-0.00423439j -0.0015383+0.00109556j -4.18927e-05+0.0032742j 0.00261493+0.000722226j -0.000203455-0.0017545j -0.000372192-0.00185502j -0.000264944-0.000372746j 0.000448413-0.00181874j -0.00242452-0.00123546j 0.00141871+0.000754657j 0.000142485+0.00188206j -0.000232607+0.00473081j -0.00217439-0.00418635j 0.00193763+0.00136189j 0.00245292+0.000170907j 0.0021108+0.0032225j -0.00153143+0.00150967j -0.000538921-0.00148128j 0.0043813+0.000789192j -0.00272733-4.32547e-05j -0.00271605-0.00337853j -0.00142919-0.00259095j 0.00159309+0.00121484j 
-0.0102477-0.00118652j 0.0059399+0.00120306j -0.00449189+4.38836e-05j 0.00527309+0.00503007j -0.0019652-0.00932217j 0.00197726+0.00291758j -0.00505535-0.00850106j 0.00342079-0.00189331j -0.00589516+0.00556375j 0.00956252+0.0131126j -0.00864352-0.0159553j -0.00160007+0.00461882j -0.000633815-0.00246238j -0.00062552-0.00863021j 0.000720581-0.00530638j -0.00268826-0.00529216j 0.00323152-0.00825228j -0.00163785-0.001264j -0.00203877-0.00859036j -0.00663191-0.00356585j -0.00202191+0.00162598j -0.000690473+0.00122332j -0.00214246+0.00255246j -0.0007653-0.000649177j -0.0034982+0.00235644j -0.00117827+0.000616821j 0.00233319-0.000524137j -0.00153159+0.00170076j 0.00101872+0.000840945j -0.000217225+0.000631091j -0.00217806-0.00124525j 0.00154828-0.00343929j -0.0013731+0.00149688j 0.00282631+0.00107307j -0.00390555-0.000555507j -0.000906938-0.00169095j 0.00140063+0.00110072j 0.000162276-0.00138239j -0.000371403+7.33401e-05j -0.00182112-0.00206636j 0.00387993+0.0015908j -0.00117117-0.000620639j 0.000584839+0.00153226j 0.00163038+0.0020377j -0.000486453-0.000861417j 0.00383934+0.00343839j -0.00166648-0.00115893j -0.0010309+0.00164245j -0.00165619-0.00643542j 2.50036e-06-0.000490776j 0.00043602+0.000591912j -0.00428003-0.00398697j 
0.00602516+0.00368369j 0.0114242-0.000377069j -0.0077412-0.00233862j -0.00881337+0.00604491j 0.00964528+0.00082172j -0.000330848-4.59066e-05j 0.000100781-0.000796911j -0.0034517-0.00388356j -0.00909966-0.004373j -0.00463271+0.0028049j 0.000700239-0.00457429j -0.00200036-0.00849052j -0.00551553+0.000743791j 0.00117009-0.00434591j -0.00396707-0.00123345j 0.00553428-6.31057e-05j 0.0100353-0.0043398j 0.000627984+0.00266115j 0.00379543-0.00156442j -0.00756363+0.00125005j 0.000931885-0.00347096j -0.000410434+0.0012479j -0.00400898-0.00234476j -0.00405864+0.00168072j -0.00052818-0.000971148j -0.00355189-0.00201882j 0.000317185+0.00456502j -0.00042284-0.000917437j -0.000855136-8.33942e-05j -0.00168073-0.00250583j 0.0035414+0.00153964j 0.00173649+0.00230937j 0.000814096+0.00357925j 0.000981786-0.00149622j -0.00226615-0.0023146j -2.77026e-05-0.000741569j -0.0020773+0.000621427j 0.000192509+0.00350247j -0.00109842+3.51279e-06j -0.00107342-0.00165059j 0.00309742+0.00252151j -0.000456145-0.00182249j -0.00441701+0.00111393j -0.00503924-0.00355589j -0.000509592-0.00272749j -0.00121057-0.00135586j -0.00292402-0.0039356j -0.00314629+0.000100494j 0.00735767+0.00355159j -0.00155173-0.00121033j -0.00492081-0.00701494j -0.00386087-0.00066602j 
-0.00153783-0.000912689j -0.00022598-0.00224914j 0.00690372-0.00688762j -0.00185396-0.012009j 0.00206753-0.0128359j -0.00438322+0.000842327j 0.00345861-0.0077321j 0.00512324-0.00170531j -0.00797835+0.00557204j -0.00528368+0.00353564j 0.00120366-8.08272e-05j -0.00145932+0.00650498j 0.00214619-0.00547962j 0.0039048+0.00239484j 0.00760183-0.00514348j 0.00299221+0.000109791j 0.0026722+0.0100177j -0.00393546+0.00245367j 0.000513958+3.21397e-05j -0.00711513-0.00288589j -0.00422058+6.17188e-05j -0.00410254+0.00190457j -4.60752e-05-0.00118696j 0.00186099-0.0013826j -0.00242245-0.00154421j 0.00264184+0.00179435j 0.00414211+0.00111645j -0.000716693+0.00125426j -0.00044294-0.00215916j -0.00459076+0.00311742j -0.0033974+0.00275663j 0.00438612+0.000410622j -0.00282269-0.00164902j 0.00292548-7.86255e-05j -0.00347332+0.000697577j -0.00185359+0.000473275j 0.000826831-0.00118213j -0.00412406+0.00100562j 0.00253579-0.000556368j 0.00287051+0.000631656j 0.00279351-0.000299242j -0.00340321+0.00163575j 0.00218086-0.00289545j 0.0039331-0.00338266j 0.00544698-0.000282015j 0.00283895+4.95614e-05j 0.00132787-5.95265e-05j 0.00186153-0.00262456j -0.00290154+0.00215661j -0.00144374+0.00169989j 0.00228677+0.00118749j 0.00073254-0.00189485j 
