0.0113208-0.00270756j 0.000472524-0.00524173j -0.00417541+0.00461206j 0.0120505-0.00112491j -0.00307709+0.00184932j -0.00121886+0.00302697j -0.00658871+0.00241974j -0.00781304-0.0012479j -0.00968851+0.00426282j -0.000958788-0.00104829j -0.00172329-0.000378172j 0.00283431-0.00299868j -0.0138861+0.00184057j 0.0096558-0.00245884j -0.00443737-0.000784777j 0.00130434-0.00273987j 0.00120694+0.000706913j 0.00521931-0.000698412j -0.00133423-0.000229334j 0.00739372-0.00243144j -0.00938994+0.00135881j 6.1558e-06-0.00120839j -0.000338764-0.00157876j 0.00648606-0.00114763j 0.00715608-0.00084671j 0.00576548+0.00149704j 0.000217579+0.00702774j -0.00277587+0.000397133j 0.00921517-0.000786012j -0.00176916+0.000862743j -0.0141129-0.000980411j 0.00508799-0.00142543j -0.00496576-0.000212362j -0.00164605-0.00103932j 0.0109348+4.59889e-05j 0.0034258+0.000113235j -0.0113355-0.00248012j -0.00151774-0.000325381j -0.0069402-0.00220687j 0.00176987+0.00190932j -0.00356613+0.00105718j 0.00441381+0.000207696j 0.00334358-0.00124818j 0.0108735+0.00344605j 0.00584323+0.00453171j 0.00497426-0.00045297j 0.00968984+7.08633e-05j -0.00247665-0.0029328j 0.00801725+0.00196114j 0.00395223+0.00496959j 0.008804-0.00219975j -0.00879632-0.00658378j 
-0.00336101-0.00265849j 0.00445062+0.00692418j 0.00619305+0.00313936j 0.00366502+0.00288758j 0.00013842-0.00448938j 0.00368779-0.00271419j 0.00172426-0.00478187j 0.00552108+0.00663926j -0.000359259+0.00461623j 0.00473498+0.00411802j -0.00242782-0.00391313j 0.00243618-0.00370909j -0.00109054-0.0063812j -1.20772e-05+0.0110211j 0.000426202+0.000643768j -0.0026442-0.00286677j 0.00119355+0.00868053j 0.00070984+0.00427555j -0.00212916+0.0106861j 0.000121008+0.0122445j -0.000394159+0.00221722j 0.002385-0.0087051j 0.00301564-0.0036069j -0.00321495-0.0119673j 0.00216211+0.00379588j -0.00262683-0.00165711j -0.00153298-0.00407526j 3.47081e-05+0.00147966j 0.0011781+0.0020892j -0.000664604+0.00193033j -0.000814054-0.00372045j 0.0034835-0.00458733j 4.61021e-05+0.00770843j 0.0031136-0.00920299j 0.000916078-0.00312131j -0.00125526-0.00426898j -0.000338735+0.0041595j -0.00353134+0.00170525j -0.000312541+0.00858653j 0.00229397+0.00198488j 0.00299071+0.000485259j 8.07205e-05+0.00333717j -0.00324278-0.0015298j -0.000273287-0.0016773j 0.00196849+0.00735248j 0.000597475-0.00414807j 0.00486977-0.00022348j -0.00036519+0.00225481j 0.000485514+0.00435551j 3.56629e-06-0.00791008j 0.00217464-0.00504986j -0.000345877-0.00359284j 
0.00709035+0.00118219j 1.31907e-05+0.000105586j -0.00656847+0.00320058j 0.0039944+0.000583565j 0.00213346+0.000634464j -0.00243934+0.000592662j -0.00272351+0.00355175j -0.00350282+0.00486901j 0.00527366-0.000959726j 0.0015059-0.000121184j -0.00562726-0.000701864j -0.0112787+0.00146774j 0.00497962+0.000360249j 0.00684226-0.00142236j -0.00427021-0.00214972j -0.00129174-0.00100865j 0.00694427+0.00242711j -0.00973364+0.00141834j 0.00795322+0.000995529j -0.000905057+0.00265744j 0.0164995+0.00412232j -0.00519108-0.00150752j 0.00903159+0.00160898j 0.012096+0.00157549j -0.0048643-0.00058096j 0.00247823-0.000583989j 0.00089649-0.00200367j -0.00192267+0.00165158j -0.00163258-0.00111439j -0.00347798-0.000618699j -0.00164389-0.00397304j 0.0017263-0.00024801j -0.00281936-0.00300581j -0.00124545-0.00158569j 0.00216893+0.00163136j 0.000749171-0.000200799j -0.00027555+0.00025821j 0.000214121-0.00355953j -0.00253556+0.000232984j -0.000693935+0.00161308j -0.000823031-0.000446572j -0.00718041-0.00325048j 0.00515972+0.000309083j 0.00294887+0.00138404j -0.004427+0.00141144j 0.00162304-0.000116888j -0.00212859+8.52137e-05j 0.00100327+0.00218381j -0.00296373-0.000383994j 0.00321344+0.00202648j 0.000488324+0.000385892j 0.0039854+0.0053501j 
-0.00560135-0.00205595j -0.00563057-0.00118945j -0.00782636-0.00163183j -0.00639288-0.0024692j -0.00577619+0.00272676j 0.00542715+0.00250643j -0.00590418+0.00197678j -0.0047249-0.000714134j 0.00204419-0.00314053j 0.00297952+0.00165397j -0.00361651-0.000779806j 0.00211143+0.0042608j -0.00497386-0.0074685j 0.0040309+0.00254066j 0.00847311+0.00879885j -0.00392551-0.00284539j -0.00897953-0.00698923j -0.00829055-0.0063158j 0.00943196+0.00589256j -0.00337085-0.00869334j -0.00349279-0.0129795j 0.000669397-0.000864442j -0.00291662-0.00339633j -0.000445029-0.00570572j -0.00257757-0.00444141j -0.000912364+0.00278879j 0.000497168+0.00195712j -0.00325732-0.00527949j 0.000430025-0.00126391j -0.00115001-0.00406239j 0.00180275-0.000131174j -0.00282561+0.000122878j 0.0026911+0.00324101j -0.000231245-0.00526624j 0.00188743+0.00121779j 0.00144159-0.00266777j -0.00271309-0.00105451j 0.00119019+0.00107646j -0.00594931-0.00208961j -0.0050287-0.00553144j 0.00347922+0.00785317j 0.000218459+0.00193848j -0.000694481-0.00268533j -0.000428312-0.0025225j -0.00319116-0.00516256j 0.00343538+0.00590929j -9.92469e-05-5.32441e-05j -0.00111592-0.00422592j -0.0027356-0.00359866j 0.00121465+0.00307363j 0.00140205+0.00229372j -0.00126794-0.00349309j 
-0.00607556+0.00147294j 0.00871768+0.000349606j -0.000102784+0.000768033j 0.00654445+0.000455519j -0.00534205-0.000428936j -0.00064637-0.00126445j -0.0100816+0.000552209j 0.00264805-0.00103254j 0.00814618+0.0011667j 0.0111503-0.000271165j -0.00837203-0.0013715j -0.00936347-0.00479966j -0.00268909+0.00112791j 0.0173636+0.00373027j 0.00348909-0.000490155j -0.00753693-0.00161512j 0.00662252+0.00382999j -0.00339276-0.00142491j 0.0176638+0.00985071j 0.00955382+0.00397972j 0.00959143+0.00569297j -0.00492315-0.00200733j 0.00184287+6.76784e-05j 0.000149236+0.00522854j -0.00115579-0.00288458j 0.000258852-0.000274431j -0.000223615+0.00156375j -0.00267669-0.00192272j 0.00193324+0.00372274j -0.000310948-0.000408175j -0.00123355+0.000386222j -0.00407539+0.000721417j 0.00725158+0.00510409j -0.00781377-0.00359492j -0.000277087-0.000505957j -0.00126936+0.00382941j 0.00154824-0.000447951j 0.00176717+0.00414197j 0.00245776-0.000406653j 0.000839447-0.000732315j 0.00333188+0.000579243j -9.40473e-05+4.95617e-05j -5.94402e-05+0.00133142j -0.000646543+0.000298415j 0.00352385+0.00202691j -0.00136224-0.000899141j -0.00328518-0.0021593j 0.00232462+0.00226229j 0.00050743+9.25824e-05j -0.00544557-0.00524027j -0.00380561-0.00413492j -0.0029166-0.00178569j 
0.00239332-0.00115854j 0.0030451-0.00445977j 0.00565549-0.00225698j 0.00335543-0.00523749j 0.000498489-0.00202771j -0.00316188+0.00291437j 0.00283318+0.000215545j 0.00407335-0.00153742j -0.0003975-0.00288707j -0.00198508-0.00313826j 0.00252992+0.001787j -0.00146826+0.00579093j 0.00404258-0.000995869j -0.00375872-0.00593278j -0.00758357+0.00152248j 0.00271049+0.00207276j 0.00536754-0.00656568j 0.00849435+0.00114631j -0.00534036-0.00558434j 0.00637879-0.00305362j 0.00622785-0.00859296j 0.000190639+0.00131955j 0.00112877-0.00518197j 0.00245676-0.00431419j 0.00300758+0.00269813j -0.000614329-0.00201414j -0.00163588+0.00036873j 0.0036429+0.00121172j 0.000906705-0.000302551j 0.00348188+0.00256473j 0.000740543+0.00209759j -0.000398899-0.00244309j -0.000833267-0.00124855j 0.0028691+0.00436879j -0.00160863-0.000141845j 0.00283435-0.000621j 0.00133465-0.00141782j 0.00014183-0.000976184j 0.00202038-0.00248198j 0.00485575-0.000866261j -0.00553931-0.000823813j 0.000164033+0.00179669j 0.00135749-0.00122145j 0.00116449-0.00103271j 0.00479334+0.000345555j -0.00527546+0.000643121j 2.64489e-05+0.00174138j 0.00317401-0.000311546j 0.00366389+0.000223337j -0.00389113+0.00114925j -0.00295147+0.000694708j 0.00152559+0.000772596j 
0.000159614-0.00288372j -0.00150615+6.72485e-05j -0.0010745-0.00490753j -0.00111948-7.97472e-05j -0.000996839-0.00294619j 0.000250252+0.00212025j -0.000437064-0.00618054j -0.000457573-0.00240434j -0.000128465+0.00437339j -0.0018424+0.00578619j 0.00116053-0.00592295j 0.0019005-0.00496029j 0.00140801-0.0032971j -0.00362575+0.0106907j -0.00219538+0.00592488j 0.00268146-0.00487946j -0.00213475+0.00061853j 0.00246453-0.00914772j -0.00691414+0.013214j -0.000822049-0.000246639j -0.00214373+0.00416061j 0.000921785-0.00293458j -0.000854382+0.00210917j -0.0019317+0.00115333j 0.0037616-0.00375993j -0.00139738+0.000333953j -0.000171603+0.000230523j 0.00192225-0.00381927j -0.000476001+0.000547669j 0.00237624-0.00326954j 0.00106348-0.00211931j -0.00195975-0.00136692j -0.00230657+0.00315621j 0.00440402-0.0056483j -0.000615218+0.00138557j -0.00129124-0.00184228j 9.31801e-05-0.000337561j -0.00147453+0.000552176j -0.000158771-0.000941055j 0.00111284-0.00308173j -0.0032479+0.00509647j 0.000978892-0.00131477j -0.000336749+0.000157008j 1.67488e-05-0.000236419j 0.000874298-0.002302j -0.00130701+0.0025298j 0.00161164-0.00115691j 0.000151314-0.000810568j 0.000731477-0.00176271j 0.000947351+0.000671544j 0.000813554+0.000502796j 0.00103046-0.000809229j 
-0.000161672+0.00216749j 0.00131574+0.00111676j -0.000544694-0.00201225j -0.00222187+0.000888383j 0.000376496+0.000405239j -0.000668559+0.00119811j 0.00214608-0.00120053j -0.000387186+0.000751256j 0.0021886+0.00063102j 0.00111063-0.000112424j -0.00170606+0.00075014j -0.001965+0.00306227j 0.000177458-3.46915e-05j 0.00174185+0.000491361j -0.00133417-0.00158665j -0.000919197+0.000127537j 0.00187024+0.00177726j 0.00176132-0.000883122j -0.000465529-0.00192416j -0.000425054-0.00188359j -0.00130447+0.00369563j -0.00270513-0.000961437j -0.00198632+0.00410545j -0.00046382+0.00024524j -3.48432e-05+0.00230552j 0.00074604+0.000331174j 0.0029255+6.64661e-05j -0.000321193+0.00316574j 0.00012509-0.000989644j 0.00134366+0.00148959j -0.00259274-0.000866137j 0.00058436-0.00432084j -0.00429748+0.000862035j 0.00256494+0.00554958j 0.00278317-0.00416459j 0.00322133-0.00363506j -0.00244085-0.00124283j 0.00079658-0.0071947j -0.00258297-0.00354931j -0.00241963-0.00156468j 0.00154835-0.00302139j -0.000781022-0.000162588j -0.0032038+0.00154417j -0.00525193+0.00184962j 0.00090388-0.00308111j 0.00208775+0.00106065j -0.00160397-0.000195038j 0.00591481+0.00270795j 0.00237536+0.00337191j -0.000815437+0.000676352j 0.00123626+0.00203613j 0.00182126+0.00089213j 
-0.00082378-0.00117324j -0.00132699+0.00223592j 0.0010547-0.00204729j 0.00146846-0.00144462j -0.000372064-0.00273366j -0.00123255-0.000909034j -0.000546397+0.00267973j 0.000248781+0.00295293j -0.000200157+0.00111515j -0.000240337+0.000307953j -0.000976687-0.00129816j -0.000950278-0.00386691j 0.000252276+0.00120473j 0.000765786+0.00170057j 0.00079162-0.00103993j -0.000261443-0.000197574j -0.00151796+0.00202266j 0.00052292+0.000695587j 0.000117394+0.00130299j 0.000704297-0.000149566j -0.00371285-0.00164354j 0.000346578-0.00184439j -0.0023918-0.00236991j 0.000654848-0.00169773j -0.000869418-0.000362038j -0.000736195+0.000958385j 0.000220656+0.00142971j -0.00127855-0.000351786j 0.00110248-0.00133051j -0.00169988+0.00128843j 0.00128214+9.73122e-05j 0.00363788+0.00263106j 0.000872685-0.00587363j -0.0030111+0.00470867j 0.00206607+0.00334603j 0.000965614+0.00583946j 0.000227255-0.00242563j 0.00552577+8.69021e-05j 0.00427028-0.00616767j 0.000420898+0.000864486j 0.00123458-0.00310826j 0.0051463-0.00101096j -0.00514789-0.00201785j -0.000210854-0.00462111j 0.00198483+0.00446233j 0.00356307+0.00203543j -0.000865789-4.56682e-05j 0.000168359+0.00504337j -0.00323726-0.00229572j -0.00129635-0.00047473j -0.00243527-0.000912938j 0.00180009+0.00342224j 
0.00244834-0.000266071j -0.00557703-0.00182596j 0.00368497+0.00147193j 0.00517764+0.0028891j 0.00240822-0.000532597j 3.25009e-05-0.00138309j -0.00545702-0.00227095j -0.00306239-7.66407e-05j -0.00225004-0.00161094j -0.00103164-0.000753542j 0.0012908-0.000183133j 0.0039405-0.000635908j -0.00171967-0.00137204j -0.00109017+0.00123567j 0.00206586+0.00112035j 0.000763186-0.000702289j -0.0038478-0.000871659j -0.00122751-0.000451118j 0.000499992+0.00221281j 0.00166487+0.00169762j -0.000743034-0.00279722j 0.00254729+0.00171313j 0.000692905-0.00255202j 0.0021232-0.000118138j -0.000199155-0.000239518j -0.00112791+0.0016212j 0.000776563+0.00191172j -0.000374443-2.8285e-05j 0.00124563+0.000856162j -0.00403954-0.000104124j 0.00151824+0.00239302j 0.000388247+0.00307605j 0.0102167+0.0028755j -0.00870999-0.000845531j -0.00346765+0.000774686j -0.00399707+0.00468936j 0.00117072-0.0017509j 0.00549293+0.00300271j 0.00813014+0.000121065j -0.00134445-0.000216388j 0.00715227+0.00220262j 0.00719933+0.00803451j -0.00421142-0.00949464j 0.000697087-0.00103488j -0.00230605+0.00580993j 0.00228991+0.00620949j 0.000628907-0.00165009j -0.00131498+0.00336197j -0.000602414-0.00378344j -0.0010699-0.00406085j -0.000210256-0.00219035j -0.00247377+0.00820966j 
-0.00537876-0.000107785j -0.00551731+0.00171319j 0.005467-0.00065999j 0.00263752-0.00127679j -0.00156945-0.00075317j -0.00422841-0.00155283j -0.00025151+0.00266935j 0.000638748-0.00036706j -0.00228043+0.00141634j -0.0002241-0.000260346j -0.00128982-0.00275017j -0.00529268-0.00364639j 0.00145866-0.000241234j 0.00105031+0.00105136j 0.00423394-0.00336291j -0.000271128-0.000453548j -0.00102861+0.00400569j 0.00271273+0.00145718j 0.00405416+0.000269217j 0.00664241-0.000655761j -0.00547956+0.000601279j 0.00238715-0.00143385j -0.00537125-0.00169547j 0.00194939-0.00191061j -0.00257831+0.000828953j -0.00254231+0.000779809j 0.00273612+0.00305522j -0.00117343+0.000418537j 2.7885e-05-0.000662287j -0.00241766+0.00261534j 0.00168002-0.00324891j 0.00754436-0.00396522j -0.000100766-0.0059369j -0.00311898+0.00301627j 0.00256149+0.00346223j 0.0101346+0.000680516j -0.00155148-0.0033396j 0.00373178-0.00492512j -0.00395359-0.0073292j 0.00168816-0.00254651j 0.00863259+0.00361268j -0.00487774-0.00538859j -0.00120641-0.00185201j -0.00764534-0.0100112j 0.00879943+0.00505317j 0.000854136-0.00237737j 0.000286955+0.000254367j 0.00234382+0.0123082j -0.00359843+0.00215844j -0.00131325+0.00247501j -0.000955681+0.0100271j 0.00377447+0.0050486j 
0.00260632+6.28809e-05j -0.00152935+0.00243891j 0.000144951-0.00160785j 0.00502557-0.000981519j -0.000159292-0.000707199j 0.000596697+0.000383175j -0.00444089+0.00226805j 0.000350152+3.50506e-05j -0.00306537+0.0015992j -0.00182802+0.000972349j 0.00214154-0.00295784j 0.00386451-0.00210234j -0.00151921-0.000748651j -0.00082374+0.0011215j 0.00248398-0.00318839j -0.000148283-0.000270509j -0.00118595+0.00216978j -0.00349445+0.00117721j 0.00306458-0.00241841j 0.00110048-0.00301742j 0.00141294-0.00276143j 0.00298164-0.0012377j 0.00344977-0.00292611j -0.00016885-0.0015471j 0.00139458-0.000648664j 0.000172443-0.00143278j -0.00218283-0.00486498j 0.00100845-0.00213079j 0.00156469+0.00285233j 0.00174212+0.00158264j 0.00295437-0.00110492j -0.00301959+0.000461349j 0.00984271-0.00630054j -0.00196377-0.00109954j -0.00467792+0.00411286j -0.00203094-0.00374481j 0.000829209+0.000457907j -0.00562959+0.00331115j -0.00110485+0.00469353j -0.00184943+2.86869e-05j 0.00402933-0.00356431j 0.00367256+0.00389717j -0.000924323-0.00513682j 0.00487086+0.00191434j 0.00418065+0.00197114j -0.00263707+0.00075069j 0.00200735-0.00232056j -0.00357887-0.00318243j -0.00250315-0.00586096j 0.00270303-0.000528371j -0.000998576-0.00373166j 0.00310057+0.00425781j 
-0.00280609-0.000624006j -0.00187187+0.0023841j 0.000854003-0.00151621j 0.00627912+0.000379637j -0.00360304-0.0028782j -0.000165005+0.0010215j -0.00355814+0.000151818j 0.00402279+0.00113112j -0.00347191-0.0021673j -0.00224164-0.00259958j 0.0033895+0.00225766j 0.000956484+0.000745334j 0.00142155-0.000137813j 0.00032972-0.0015351j 0.00305765-3.11056e-05j 8.26541e-05+0.001054j 0.000206562+0.000545899j -0.000385583-0.00250801j 0.00156643+0.0016021j 0.00344512-0.000510506j 0.0017337+0.00338581j 0.0027774+0.00309168j 0.00264735+0.00384335j 0.0014165-0.00190157j 0.00157292+0.00152412j 0.000468824-0.00105809j 0.00393539-0.00537094j 0.00430915+0.00107872j -0.00309854-0.0019467j 0.00138692+0.00118449j 0.00441305+0.00261687j -0.0019482-0.00333497j 0.00304992-0.000340115j 0.00551133+0.00158323j -0.00630829-0.00321129j 0.00157505-0.00657231j -0.00225266+0.000720758j -0.00805042-0.0092531j -0.00590545-0.00320596j 0.00262331+0.00477966j -0.00248147-0.00719726j 0.00114503-0.00580582j 0.00122947+0.00854419j 0.00201865+0.00562562j 0.00300212+0.00183218j 0.0034518-0.00968423j 0.0014547+0.0033317j 0.00553537-0.00850354j 0.0016223-0.00726243j -0.000620388+0.00574852j 0.00290098+0.00109359j 0.00416384-0.00181957j 
-0.00515863+0.00632099j -0.000474874+0.00362105j 0.00249247-0.00238009j 0.00394367+0.000772053j -0.00323847+0.00114921j -0.00111239+0.00375515j 0.00227426-0.00266733j 0.00124715-0.00264513j -0.000100135+0.00150962j -8.91828e-05-0.00124831j -0.00211774+0.00102711j -0.00539438+0.00647019j 0.000988157-0.00211192j -3.45403e-05-0.0012065j -0.00156104-0.00335234j -3.37123e-05+0.000682777j 0.00326099-0.00189274j 0.00450052-0.00337558j -0.00257717-0.00330262j 0.00071564-0.0056096j -0.0014665+0.00170913j 0.000603843-0.00170781j -0.00183252+0.00252123j -0.000230687-0.00110947j -0.000314716+0.000169496j -0.00255413+0.00318826j 0.0014971-0.00059765j -0.00130769-0.00109675j -0.00253189+6.73454e-05j -0.000502389-0.000670582j -0.00161142-0.00230451j -0.00401553-0.00336009j -0.00822508+0.00128059j -0.00075388-0.00760545j 0.00191621-6.77578e-05j -0.00874625-0.0135765j -0.00164311-0.0014763j -0.00422147+0.00520601j -0.003349+0.0137414j 0.00152844-0.00128012j 0.00483316-0.00494971j -0.00820863+0.0156274j 0.00415305-0.0106143j -0.0112328+0.00345361j 0.00266463-0.00787277j -0.00663303+0.00629594j 0.00288486-0.00161214j 0.00816267+0.00280532j 0.00169618-0.00577356j 0.0073507+0.0008125j 0.0119552+0.00131196j -0.00190659-0.00196672j 
0.000511371-0.000343251j 0.00214991-0.00739413j -0.00252135+0.00460825j -0.00452825+0.00924373j 0.00107765-0.00184115j 0.00168344-0.000937942j 0.00310648-0.00466146j 0.000147914-0.000346987j 0.00176365-0.00572187j 0.0016163-0.00095982j 0.000700096+0.000327969j 0.000378426-0.00283085j 0.00150696-0.00148322j -0.00088492+0.00049936j 0.000698691+0.00443521j -0.000464695+0.00116024j 2.30573e-05-0.00121729j -0.000514069+0.00120775j -0.000980697+0.00441052j -0.0024928+0.00495251j 0.00121163-0.005241j -0.00443504+0.00494047j 0.00363361-0.00262566j 0.00208896+0.00108169j -0.000349206-0.0013948j -0.0017473-0.0060117j -0.00192423-0.000396922j -0.00024216-0.0012177j 0.000124373+0.000965696j 0.00116733-0.00338546j -8.5646e-05+0.00300387j 0.0011851+0.0037517j 0.00179942+0.00795816j 0.00331008-0.00702803j -0.000671746-0.00501723j 0.00250192-0.00242999j 0.00575722-0.0033395j -9.80779e-05+0.00150353j 0.000761116+0.000596547j -0.00113772-0.00146556j -0.00238239+0.0124313j -0.00780482+0.0038599j 0.0129135-0.00484501j 0.00729322-0.00747135j -0.00770053+0.00471544j -0.00283116+0.00136921j 0.00214693+0.000858035j -0.010422+0.00418574j 0.00783089-0.000641364j -0.000808065+0.000274719j -0.00376327-0.00153029j -0.0120623+0.000726103j 
0.00329676-0.00106483j -0.00100002+0.00175731j 0.000155978-0.00296924j -0.00361424+0.00322541j 0.00439982-0.0029002j -0.00152288+0.0014341j -0.000627678-0.00205696j -0.00179476+0.00411607j 0.00306719-0.00211961j 0.00156631-0.00132078j -0.00221623+0.00401491j 0.00052733+0.0022956j 0.000385108+0.000937974j 0.00161415+9.19089e-05j -0.0016719+0.00273065j -0.00128775-0.000946653j 0.000159581+0.000848486j -0.000322124-0.000736389j 0.000799596+0.00146215j -8.97362e-05+0.000789204j -0.000145248+0.0020949j -0.00421044+0.00142264j -0.00318135+0.00392745j 0.000839451+0.000326964j -2.67995e-05+0.00232892j 0.00304918-0.000308284j 0.0067598+0.00149783j 0.000317138+0.00107139j 0.00174489+0.000179099j 0.00119348+0.00174915j -0.00237011+0.0054542j -0.000419679-0.00476603j 0.00191388+0.0047325j 0.000386418+0.00569818j 0.0032134-0.00507702j 0.0114661-0.00407814j -0.000384254+0.0017876j 0.00482259-0.00655332j -0.00385861-0.00150202j -0.00703751+0.00164447j 0.00977737-0.00760431j 0.0010618+0.00625491j -0.0090196+0.0015199j -0.00742167+0.00829211j 0.00209805+0.000453335j 0.00696022+0.00129881j -0.00113238+0.00175356j 0.0134061-0.00184773j 0.00978725+0.00426733j -0.00410216+0.000249324j 0.00390457-0.0013605j 0.00451388+0.00082131j 
-0.000610601+3.79513e-05j -0.00183386+0.00170759j 0.00125444-0.0011703j -0.000874292-0.000364543j 0.00180675+0.000159309j -0.00173069-0.0003322j -0.00213235+0.000446896j 0.00063045+0.000268842j -9.7672e-05+0.00136196j -0.000917026+3.63613e-05j 0.00108453+1.90798e-05j 0.00210194+0.000758747j 0.00175186+0.0003923j 0.000459003+5.27292e-05j 0.000443691-0.00013746j 0.000442619-0.00244491j -0.000680116+0.00183483j -0.00123044+0.000452878j 0.00144915-2.64968e-05j 0.00271113-0.00155417j 0.00268603+0.000517526j 0.000992977-0.0023245j 0.000582117+0.000994336j 0.000812947+0.000817832j 0.00180936+6.72466e-05j 0.00195518-0.000754492j 0.00328453+6.42433e-05j 0.00227043-0.0020798j -0.000892341+0.00166494j -0.000288022+0.000444638j 0.00141459+0.000844746j -0.00272635-0.00184807j 0.00164399+0.000513216j 0.00174258+0.00110536j -0.00206811+0.00233544j 0.00516956-0.00343745j 0.00106235+0.00261875j -0.00288017-0.00176572j -0.00564894+0.00045014j 0.00159207-0.000380484j 0.00248066-0.000316175j -0.00715442+0.000338918j 0.00311268+0.000799881j 4.12474e-05+0.00163508j 0.0022056+0.00115681j -0.00335925-0.000717459j 0.00299587+0.00141805j 0.000104916-0.00345759j 0.00211829+0.000759305j 0.00144416+0.00235928j 0.00252266+0.000753798j 0.00109293-0.000137319j 
0.00123575-0.00215623j 0.000634705+0.0027096j 2.12385e-05-0.00230486j -0.00281574+0.000863357j 0.0029408-0.00281459j -0.000679105+0.00188945j -0.000719712+0.000954839j -0.000991912+0.00138209j 0.00286532-0.00133542j 0.00118657-0.000474383j -0.0010364+0.002902j 0.00111067-0.00050935j 0.000744303+5.51922e-05j 0.00131419-0.000163575j -0.00131478+0.002144j -0.00214026-0.00185157j 0.00068924+0.00192529j 9.56939e-06+0.00140834j -0.000432873-6.87793e-05j -0.000349806-0.000718854j -0.000389945+4.51144e-05j -0.00367855-2.57952e-05j -0.0028105+0.00205842j 0.0016361+0.000274626j 5.97223e-05+4.96583e-05j 0.00236341-0.00205037j 0.00497279+0.000385332j -0.000707696-0.00108435j 0.00185205+0.000307442j 0.00134422+0.000420676j 9.99511e-05+0.00259361j -0.00163251-0.00162948j 0.000490234-0.00033593j -0.00020863+0.00347639j 0.00391405-0.00169837j 0.00720026-0.00808171j 0.00310484+0.000948617j 0.00534429-0.00326444j -0.000397032+0.00380338j -0.00390122+0.00263446j 0.0042502-0.00868882j 0.00231125+0.00540664j -0.00750147+0.00263243j -0.00135806+0.00637482j 0.00256564-0.00382462j 0.00511834+0.00249458j 0.000623125-0.000617661j 0.00543142-0.00408251j 0.00607253+0.00332352j -0.00315371-0.00120252j 0.00175913-0.00155522j 0.00417181-0.00246334j 
0.000989005-0.00454386j 0.0019557-0.00076632j -0.00109259+0.000470311j 0.00133238-0.000939599j -0.00106615-0.00259055j 0.00228788+0.000142484j 0.00181583+0.00339821j -0.00275695+0.0010528j 0.000132845-0.00136334j 0.00160219-0.000639253j -0.00241505-0.000300969j -0.00229483-0.00436481j -0.00346888+0.0013498j 0.000993972+0.000422549j -0.000659916-0.00120387j -0.00223134+0.0038071j 0.00218149-0.00073391j 0.00298042+0.00299796j -0.00389184-0.0027293j -0.00315403+0.00194114j -0.00519993-0.000740639j -0.000273846+0.0028301j -0.00350356-0.000674664j -0.000928724-0.000892746j -0.0019957+0.000903749j -0.00401862+2.48581e-05j -0.0023044+0.00164239j -0.00164796+0.00390751j 0.00374373-0.00495874j -0.000273506-0.00161321j -0.00108764-0.00192194j 0.00241404+0.00114838j -0.00169637-0.00905341j -0.00182432+0.00272693j 0.00355996-0.0030886j -0.00533378-0.00256571j 0.000122824-0.00425j 0.00634708-0.00144233j 0.00917984+0.000415433j -0.00342294+0.00611143j -0.0035918-0.0101416j 0.014841-0.00568738j -0.010711+0.00516805j 0.00164584-0.000677007j -0.000961301-0.0067309j 0.00858841-0.000709652j -0.00664791-0.0023761j 0.000778286+0.00388885j -0.000357033-0.000448028j -0.0061206-0.00206262j -0.00538603+0.00195723j 0.00499777-0.00216515j 
-0.00289286+0.000707074j 0.00128511+0.00117253j 0.000642922-5.83122e-05j 0.00244904-0.00460438j -0.000276055+0.000119075j 3.59876e-05-0.00193452j -0.00171182+0.00322855j 0.001969-0.00311704j 0.00148247+0.00155687j -0.000562172+0.000472854j -0.000818109-0.000450659j 0.00288091-0.00376097j 0.00204685-0.000874405j 0.00215738-0.00238415j -0.0035716+0.000774763j 0.00111985-0.00476079j 0.0013136+0.00290954j 0.000264923+0.00186609j -0.00521266+0.00151423j -0.00303919-0.00335426j -0.00139599+0.000374442j -0.000404949-0.00488433j -0.000308661-0.00214548j 0.00231862+0.00250265j 0.000978968-0.00425671j 0.00258498-0.00237551j -0.000330127+0.00231988j 0.0014244-0.00523267j -0.00150404+0.000903436j -0.000689221-0.00289986j 0.000479119-0.00177457j -0.00191309+0.00443126j -0.00592887-0.00271143j -0.00287795+0.00198629j -0.00139743+0.00895285j -0.00545357-0.00158343j 0.00329767-0.000757614j 0.00638527+0.000592707j 0.00829626+0.0019612j 0.00584735+0.00117821j -0.00743549-0.000140931j -9.56662e-05-0.00279155j -0.00491405+0.00288701j 0.00813851-0.00412324j -0.00332443-0.00150206j 0.00374142+0.00521297j 0.00320586-0.00171602j -0.00683977-0.000313917j -0.00813152+0.000278931j -0.000597686-0.00282878j -0.00184176+0.000996527j 0.000606475-0.00177339j 
