-0.0640008-0j -0.00649114-0j -0.00655841-0j -0.00372419-0j -0.00053754-0j -0.00460845-0j -0.00268826-0j -0.000665172-0j -0.000388017-0j -0.00261691-0j -0.000462608-0j -0.00305306-0j -3.85507e-05-0j -0.00186961-0j -0.00267142-0j -0.000539709-0j -0.000330503-0j -0.00110191-0j -4.49758e-05-0j -0.000472246-0j -2.75419e-05-0j -0.000194791-0j -3.93538e-05-0j -1.62326e-05-0j -0.00201435-0j -0.000335725-0j -0.00227545-0j -0.000205589-0j -4.19656e-05-0j -0.0018579-0j -2.47285e-06-0j -0.000379242-0j -0.00187715-0j -0.00162566-0j -0.000232237-0j -0.00030965-0j -0.0013411-0j -4.74052e-05-0j -0.000189621-0j -0.000312858-0j -0.000428488-0j -2.79338e-06-0j -0.000191586-0j -0.000270943-0j -3.87062e-05-0j -0.000165918-0j -0.000223517-0j -3.91073e-05-0j -2.28078e-06-0j -3.38679e-05-0j -0.000136876-0j -7.14147e-05-0j -2.30442e-06-0j -2.79396e-05-0j -4.37324e-05-0j -1.99569e-06-0j -8.92684e-06-0j -1.64636e-06-0j -5.26019e-07-0j 
-0.00452366-0j 0.000472246-0j -0.000476946-0j -0.0260685-0j 3.91073e-05-0j 0.0313399-0j -0.0172331-0j -4.70152e-05-0j 2.58526e-05-0j 0.000190386-0j -0.00323816-0j -0.000215794-0j 2.80465e-06-0j 0.000136018-0j -0.000194274-0j 0.0036703-0j -0.00231345-0j 0.000382769-0j -3.17894e-06-0j 0.00330428-0j 2.00374e-06-0j -0.00651028-0j -2.86192e-06-0j 5.63872e-06-0j 0.000146549-0j 2.44248e-05-0j -0.000160832-0j -0.00289311-0j -0.00029375-0j 0.000135166-0j 1.79905e-07-0j -2.68053e-05-0j -0.000136512-0j -0.000114904-0j 0.00317508-0j 2.25277e-05-0j 8.93542e-05-0j 0.00032238-0j -0.00266841-0j -2.27519e-05-0j 0.000329723-0j -1.97439e-07-0j 0.00269497-0j -1.91506e-05-0j -0.000270935-0j 0.00226839-0j 1.48924e-05-0j 0.000273632-0j 1.65932e-07-0j 0.00023032-0j -0.001764-0j 5.49539e-05-0j -1.67584e-07-0j -0.000179107-0j -0.00650929-0j -1.41058e-07-0j -0.000660917-0j 1.09693e-07-0j 4.04774e-07-0j 
0.000665172-0j 0.0063464-0j -0.00651671-0j 3.87062e-05-0j 0.0249955-0j -4.71282e-05-0j 2.79396e-05-0j -0.0304342-0j 0.0180427-0j 2.7198e-05-0j -0.000459666-0j 3.1731e-05-0j 0.0054931-0j -5.76701e-05-0j -2.73192e-05-0j -0.000536277-0j 0.000974669-0j 1.14523e-05-0j 0.00640862-0j 0.000461716-0j -0.0116475-0j -0.000193553-0j -0.00551759-0j 0.00231299-0j 2.09355e-05-0j -0.00033359-0j 2.36492e-05-0j 2.13672e-06-0j 0.00195139-0j -1.89997e-05-0j 0.000709655-0j -0.00037683-0j 1.95096e-05-0j -5.01453e-05-0j 2.41368e-06-0j 0.000302745-0j -1.37147e-05-0j 0.00220433-0j -1.93915e-06-0j -0.000310869-0j 4.45336e-06-0j 0.000801641-0j 1.99119e-06-0j 0.000799024-0j -0.00177096-0j -5.11793e-06-0j 0.000218533-0j 0.00181848-0j -0.000644037-0j -0.00467402-0j -1.39975e-06-0j -7.09606e-05-0j 0.00066132-0j -0.00127834-0j 4.54519e-07-0j -0.00169978-0j 0.000415096-0j -0.000464891-0j 0.000150956-0j 
-0.00420692-0j 0.000419833-0j -0.000431099-0j -0.000244799-0j -3.53338e-05-0j 0.000298065-0j -0.000176706-0j 4.30219e-05-0j -2.55053e-05-0j 0.0250695-0j -3.04083e-05-0j 0.0292478-0j -2.53402e-06-0j -0.0531569-0j -0.0251813-0j -3.54763e-05-0j 6.44772e-05-0j 0.0105561-0j -2.95636e-06-0j 3.05438e-05-0j 5.3731e-06-0j -1.28041e-05-0j 2.54532e-06-0j -1.06701e-06-0j 0.0259369-0j 0.00321619-0j 0.0292989-0j -1.35138e-05-0j -2.7585e-06-0j -0.0235387-0j -1.62546e-07-0j 0.00363307-0j 0.0241703-0j -0.0621248-0j -1.52655e-05-0j -0.0029188-0j -0.0169911-0j -3.11605e-06-0j 1.22643e-05-0j 0.00299713-0j 0.00551725-0j -1.83615e-07-0j -1.25934e-05-0j -0.0077035-0j 2.50343e-06-0j 3.23687e-05-0j -0.0021069-0j -2.57061e-06-0j 1.47516e-07-0j 6.60722e-06-0j 8.85282e-06-0j 0.000684141-0j -1.51475e-07-0j 1.80707e-06-0j -2.87463e-06-0j 3.89334e-07-0j -5.86782e-07-0j 1.06483e-07-0j -3.45764e-08-0j 
0.000652933-0j 0.00651671-0j -0.00658157-0j -3.91073e-05-0j -0.0252545-0j 4.70152e-05-0j -2.58526e-05-0j 0.0303612-0j -0.016695-0j -2.74798e-05-0j 0.00046443-0j 3.11471e-05-0j -0.00555003-0j -1.96325e-05-0j 2.8041e-05-0j -0.00052641-0j 0.000331805-0j -5.52479e-05-0j 0.00629071-0j -0.000473913-0j -0.00396513-0j 0.000933731-0j 0.00566336-0j -0.0111583-0j -2.11525e-05-0j 0.000337047-0j 2.3214e-05-0j -2.15886e-06-0j -0.00197161-0j -1.95096e-05-0j -0.000717009-0j -0.000369897-0j 1.97038e-05-0j 1.65849e-05-0j 2.36927e-06-0j 0.000310869-0j -1.28972e-05-0j 0.00216377-0j -1.99119e-06-0j -0.000313963-0j -4.75915e-05-0j 0.000786891-0j 2.01101e-06-0j -0.000264267-0j -0.00181848-0j 1.69269e-06-0j 0.000205506-0j 0.00183658-0j -0.00066132-0j 0.00154587-0j -1.31631e-06-0j 0.000758331-0j 0.000667902-0j -0.00120214-0j -4.85728e-06-0j 0.000562182-0j -0.00443598-0j -0.000437178-0j -0.00161322-0j 
-0.00412951-0j 0.000431099-0j -0.00043539-0j 0.000247336-0j 3.56999e-05-0j -0.00029735-0j 0.000163506-0j -4.29188e-05-0j 2.36001e-05-0j -0.0253293-0j 3.07234e-05-0j 0.0287096-0j 2.56028e-06-0j -0.0180961-0j 0.0258465-0j -3.48236e-05-0j 2.19499e-05-0j -0.0509243-0j -2.90196e-06-0j -3.13508e-05-0j 1.82915e-06-0j 6.17691e-05-0j -2.61256e-06-0j 5.14742e-06-0j -0.0262057-0j -0.00324952-0j 0.0287598-0j 1.36539e-05-0j 2.78708e-06-0j -0.0241703-0j 1.6423e-07-0j 0.00356622-0j 0.0244109-0j 0.020547-0j -1.49846e-05-0j -0.00299713-0j -0.0159782-0j -3.05872e-06-0j 1.25934e-05-0j 0.00302696-0j -0.0589609-0j -1.80237e-07-0j -1.27187e-05-0j 0.00254783-0j 2.57061e-06-0j -1.07055e-05-0j -0.00198131-0j -2.5962e-06-0j 1.51475e-07-0j -2.18525e-06-0j 8.32508e-06-0j -0.00731117-0j -1.52982e-07-0j 1.69935e-06-0j 3.07202e-05-0j -1.28767e-07-0j 6.27073e-06-0j 1.00135e-07-0j 3.69506e-07-0j 
0.000743685-0j 0.00351064-0j -0.00360485-0j -0.00416364-0j -0.000597167-0j 0.0050696-0j -0.00300548-0j 0.000727103-0j -0.000431058-0j 3.04083e-05-0j 0.0244647-0j 3.54763e-05-0j -6.44643e-05-0j -6.44772e-05-0j -3.05438e-05-0j 0.0285421-0j -0.0518745-0j 1.28041e-05-0j -7.52084e-05-0j -0.0245737-0j 0.000136689-0j 0.0103014-0j 6.47517e-05-0j -2.71441e-05-0j -0.00458504-0j -0.000184532-0j -0.00517936-0j -0.000462085-0j 0.00448556-0j 0.00416109-0j -5.52303e-06-0j -0.000208451-0j -0.00427275-0j 0.0109822-0j -0.000521981-0j 0.000167469-0j 0.00300363-0j 0.00506698-0j 0.000419359-0j -0.000171963-0j -0.000975321-0j -6.23893e-06-0j -0.000430612-0j 0.000441996-0j -0.0040708-0j 0.0011068-0j 0.000120886-0j 0.00418004-0j 5.01235e-06-0j -0.0107439-0j 0.000302709-0j -3.92533e-05-0j -5.14685e-06-0j -0.00293846-0j -9.82938e-05-0j 1.32289e-05-0j 0.000954159-0j 3.6181e-06-0j -1.17485e-06-0j 
0.00049579-0j 0.00234043-0j -0.00240323-0j 2.88499e-05-0j -0.000398111-0j -3.51273e-05-0j 2.0825e-05-0j 0.000484735-0j -0.000287372-0j -0.00592921-0j -0.000169516-0j -0.00691741-0j -4.29762e-05-0j 0.0125722-0j 0.00595564-0j -0.000197768-0j 0.000359438-0j -0.00249663-0j -5.01389e-05-0j 0.000170271-0j 9.1126e-05-0j -7.13784e-05-0j 4.31678e-05-0j -1.80961e-05-0j 1.56044e-05-0j 0.0359813-0j 1.76271e-05-0j 1.59262e-06-0j -3.10804e-05-0j -1.41616e-05-0j -3.68202e-06-0j 0.0406452-0j 1.45416e-05-0j -3.73761e-05-0j 1.79905e-06-0j -0.0326543-0j -1.02224e-05-0j -3.51091e-05-0j -1.44536e-06-0j 0.0335306-0j 3.31934e-06-0j -4.15928e-06-0j 1.48414e-06-0j -0.0861834-0j 2.82066e-05-0j -3.81468e-06-0j -0.0235711-0j -2.89635e-05-0j 3.34157e-06-0j 7.44447e-05-0j -1.04331e-06-0j 0.00765387-0j -3.43123e-06-0j 2.03606e-05-0j 3.38778e-07-0j 8.81928e-06-0j -6.61137e-06-0j 2.41207e-06-0j -7.83232e-07-0j 
0.000730002-0j 0.00360485-0j -0.00364073-0j 0.00420679-0j 0.000603355-0j -0.00505745-0j 0.00278098-0j -0.00072536-0j 0.000398859-0j -3.07234e-05-0j -0.0247182-0j 3.48236e-05-0j 6.51323e-05-0j -2.19499e-05-0j 3.13508e-05-0j 0.028017-0j -0.0176595-0j -6.17691e-05-0j -7.38245e-05-0j 0.0252229-0j 4.65328e-05-0j -0.0496957-0j -6.64623e-05-0j 0.000130948-0j 0.00463256-0j 0.000186444-0j -0.00508406-0j 0.000466874-0j -0.00453204-0j 0.00427275-0j 5.58027e-06-0j -0.000204616-0j -0.00431528-0j -0.00363223-0j -0.000512377-0j 0.000171963-0j 0.00282458-0j 0.00497375-0j 0.000430612-0j -0.000173675-0j 0.0104229-0j -6.12413e-06-0j -0.000434898-0j -0.000146185-0j -0.00418004-0j -0.00036606-0j 0.00011368-0j 0.00422165-0j 5.14685e-06-0j 0.00355342-0j 0.000284664-0j 0.000419486-0j -5.19808e-06-0j -0.00276329-0j 0.00105043-0j -4.37529e-06-0j -0.0101968-0j 3.40242e-06-0j 1.25552e-05-0j 
-6.19738e-05-0j -0.000890029-0j 0.000913913-0j -3.60624e-06-0j -0.00713627-0j 4.39091e-06-0j -2.60312e-06-0j 0.00868902-0j -0.00515123-0j -2.53402e-06-0j 6.44643e-05-0j -2.95636e-06-0j 0.02369-0j 5.3731e-06-0j 2.54532e-06-0j 7.52084e-05-0j -0.000136689-0j -1.06701e-06-0j 0.0276383-0j -6.47517e-05-0j -0.0502319-0j 2.71441e-05-0j -0.0237956-0j 0.0099752-0j 0.000382087-0j 4.67832e-05-0j 0.000431613-0j -1.99077e-07-0j -0.000557126-0j -0.000346758-0j 0.00627677-0j 5.28472e-05-0j 0.000356063-0j -0.000915185-0j -2.24882e-07-0j -4.24574e-05-0j -0.000250303-0j -0.000629341-0j 1.8067e-07-0j 4.35968e-05-0j 8.12767e-05-0j 0.00709037-0j -1.85518e-07-0j -0.000112056-0j 0.000505612-0j 4.76835e-07-0j -3.06474e-05-0j -0.00051918-0j -0.0056964-0j 0.00133444-0j 1.30414e-07-0j 9.95162e-06-0j 0.00584926-0j 0.00036497-0j -4.23473e-08-0j -0.0150343-0j -0.000118511-0j -0.00411188-0j 0.00133518-0j 
0.000429367-0j -4.2849e-05-0j 4.39989e-05-0j -0.00483275-0j 3.60624e-06-0j 0.00588429-0j -0.00348846-0j -4.39091e-06-0j 2.60312e-06-0j -0.00255865-0j -0.00060031-0j -0.00298509-0j 2.58628e-07-0j 0.00542531-0j 0.00257005-0j -0.000700361-0j 0.00127289-0j -0.00107737-0j 3.01732e-07-0j 0.000602986-0j -5.4839e-07-0j -0.000252774-0j -2.59781e-07-0j 1.08901e-07-0j 1.35138e-05-0j -0.000328251-0j 1.52655e-05-0j 0.0255344-0j -5.44573e-05-0j -1.22643e-05-0j 1.65898e-08-0j -0.000370799-0j 1.25934e-05-0j -3.23687e-05-0j 0.0288441-0j 0.000297899-0j -8.85282e-06-0j -6.1516e-05-0j -0.0231734-0j -0.000305893-0j 2.87463e-06-0j 1.87401e-08-0j 0.0237952-0j 0.000786235-0j 4.94219e-05-0j -0.0611606-0j 0.000215035-0j -5.07482e-05-0j -1.50558e-08-0j 0.000130438-0j -0.0167274-0j -6.98248e-05-0j 1.54598e-08-0j 3.56746e-05-0j 0.00543162-0j -3.97363e-08-0j -1.1584e-05-0j -1.08679e-08-0j 3.52894e-09-0j 
0.000486668-0j 0.00240323-0j -0.00242715-0j -2.91489e-05-0j 0.000402237-0j 3.50431e-05-0j -1.92694e-05-0j -0.000483573-0j 0.000265906-0j 0.00599065-0j 0.000171272-0j -0.00679013-0j 4.34216e-05-0j 0.00427993-0j -0.00611298-0j -0.000194129-0j 0.000122363-0j 0.0120441-0j -4.92164e-05-0j -0.00017477-0j 3.10219e-05-0j 0.000344341-0j -4.43082e-05-0j 8.72986e-05-0j -1.57661e-05-0j -0.0363542-0j 1.73027e-05-0j -1.60912e-06-0j 3.14025e-05-0j -1.45416e-05-0j 3.72018e-06-0j 0.0398974-0j 1.46863e-05-0j 1.23617e-05-0j 1.76595e-06-0j -0.0335306-0j -9.61298e-06-0j -3.44631e-05-0j -1.48414e-06-0j 0.0338643-0j -3.54726e-05-0j -4.08276e-06-0j 1.49892e-06-0j 0.028504-0j 2.89635e-05-0j 1.26166e-06-0j -0.022166-0j -2.92518e-05-0j 3.43123e-06-0j -2.46216e-05-0j -9.81121e-07-0j -0.0817942-0j -3.46539e-06-0j 1.91469e-05-0j -3.62041e-06-0j -2.91686e-06-0j 7.06533e-05-0j 2.26828e-06-0j 8.37012e-06-0j 
-6.08335e-05-0j -0.000913913-0j 0.00092301-0j 3.64361e-06-0j 0.00721022-0j -4.38038e-06-0j 2.40867e-06-0j -0.0086682-0j 0.00476645-0j 2.56028e-06-0j -6.51323e-05-0j -2.90196e-06-0j -0.0239355-0j 1.82915e-06-0j -2.61256e-06-0j 7.38245e-05-0j -4.65328e-05-0j 5.14742e-06-0j 0.0271298-0j 6.64623e-05-0j -0.0171003-0j -0.000130948-0j 0.0244242-0j -0.0481221-0j -0.000386046-0j -4.7268e-05-0j 0.000423672-0j 2.0114e-07-0j 0.0005629-0j -0.000356063-0j -0.00634182-0j 5.18749e-05-0j 0.000359607-0j 0.000302686-0j -2.20744e-07-0j -4.35968e-05-0j -0.000235382-0j -0.000617761-0j 1.85518e-07-0j 4.40307e-05-0j -0.000868576-0j 0.00695991-0j -1.87365e-07-0j 3.70612e-05-0j 0.00051918-0j -1.57707e-07-0j -2.88204e-05-0j -0.000524347-0j -0.00584926-0j -0.00044135-0j 1.2264e-07-0j -0.000106349-0j 0.00590748-0j 0.000343213-0j 4.52551e-07-0j 0.0049724-0j 0.00126648-0j -0.00386676-0j -0.0142686-0j 
0.000421467-0j -4.39989e-05-0j 4.44368e-05-0j 0.00488283-0j -3.64361e-06-0j -0.00587019-0j 0.00322788-0j 4.38038e-06-0j -2.40867e-06-0j 0.00258516-0j 0.000606531-0j -0.00293016-0j -2.61308e-07-0j 0.00184693-0j -0.00263795-0j -0.000687475-0j 0.000433326-0j 0.00519744-0j 2.9618e-07-0j -0.000618916-0j -1.86687e-07-0j 0.00121942-0j 2.66644e-07-0j -5.25356e-07-0j -1.36539e-05-0j 0.000331652-0j 1.49846e-05-0j -0.025799-0j 5.50216e-05-0j -1.25934e-05-0j -1.67617e-08-0j -0.000363976-0j 1.27187e-05-0j 1.07055e-05-0j 0.0283134-0j 0.000305893-0j -8.32508e-06-0j -6.03842e-05-0j -0.0237952-0j -0.000308938-0j -3.07202e-05-0j 1.83953e-08-0j 0.0240321-0j -0.000260037-0j 5.07482e-05-0j 0.0202281-0j 0.000202216-0j -5.12533e-05-0j -1.54598e-08-0j -4.31405e-05-0j -0.0157303-0j 0.000746193-0j 1.56137e-08-0j 3.3548e-05-0j -0.0580458-0j 1.31423e-08-0j 0.000123795-0j -1.022e-08-0j -3.77126e-08-0j 
-8.76442e-05-0j -0.000836212-0j 0.000858652-0j 0.00049069-0j -0.00329345-0j -0.000597458-0j 0.000354199-0j 0.00401006-0j -0.00237733-0j 0.000522281-0j -0.00582733-0j 0.000609328-0j -0.00072378-0j -0.00110744-0j -0.00052461-0j -0.00679855-0j 0.0123562-0j 0.000219918-0j -0.00084441-0j 0.00585331-0j 0.00153469-0j -0.00245373-0j 0.000727007-0j -0.000304764-0j -2.7585e-06-0j -0.00640591-0j -3.11605e-06-0j 5.44573e-05-0j 0.0247384-0j 2.50343e-06-0j -9.35052e-05-0j -0.00723625-0j -2.57061e-06-0j 6.60722e-06-0j 6.1516e-05-0j 0.0058136-0j 1.80707e-06-0j 0.027945-0j -4.94219e-05-0j -0.0059696-0j -5.86782e-07-0j -0.000105625-0j 5.07482e-05-0j 0.0153436-0j -0.022451-0j -0.000130438-0j 0.00419648-0j 0.0230534-0j 8.48594e-05-0j -0.059254-0j -3.56746e-05-0j -0.00136265-0j -8.71365e-05-0j -0.016206-0j 1.1584e-05-0j 0.000223966-0j 0.0052623-0j 6.12547e-05-0j -1.98902e-05-0j 
-4.38221e-05-0j -0.000206866-0j 0.000212418-0j 0.000741135-0j 3.51884e-05-0j -0.000902397-0j 0.00053498-0j -4.28449e-05-0j 2.54003e-05-0j -1.79182e-06-0j -0.00435475-0j -2.09046e-06-0j 3.7986e-06-0j 3.79935e-06-0j 1.79981e-06-0j -0.00508054-0j 0.00923374-0j -7.54488e-07-0j 4.43169e-06-0j 0.00437416-0j -8.05448e-06-0j -0.00183366-0j -3.81553e-06-0j 1.59948e-06-0j -1.37925e-06-0j 1.08737e-05-0j -1.55803e-06-0j -0.0079001-0j -0.000798437-0j 1.25172e-06-0j 3.25448e-07-0j 1.22831e-05-0j -1.28531e-06-0j 3.30361e-06-0j -0.00892411-0j -9.86823e-06-0j 9.03537e-07-0j -0.00090193-0j 0.00716962-0j 1.0133e-05-0j -2.93391e-07-0j 3.67632e-07-0j -0.00736202-0j -2.60449e-05-0j 0.00072461-0j 0.0189225-0j -7.12327e-06-0j -0.000744054-0j -2.95355e-07-0j 0.00191244-0j 0.00517531-0j 2.31302e-06-0j 3.03281e-07-0j 0.000523051-0j -0.00168049-0j -7.79521e-07-0j -0.000169842-0j -2.13199e-07-0j 6.92286e-08-0j 
-8.60315e-05-0j -0.000858652-0j 0.000867198-0j -0.000495775-0j 0.00332758-0j 0.000596026-0j -0.000327741-0j -0.00400044-0j 0.00219976-0j -0.000527694-0j 0.00588772-0j 0.000598117-0j 0.000731281-0j -0.000377003-0j 0.000538469-0j -0.00667346-0j 0.00420639-0j -0.00106092-0j -0.000828873-0j -0.00600794-0j 0.000522452-0j 0.0118372-0j -0.000746213-0j 0.00147023-0j 2.78708e-06-0j 0.0064723-0j -3.05872e-06-0j -5.50216e-05-0j -0.0249947-0j 2.57061e-06-0j 9.44742e-05-0j -0.0071031-0j -2.5962e-06-0j -2.18525e-06-0j 6.03842e-05-0j 0.0059696-0j 1.69935e-06-0j 0.0274308-0j -5.07482e-05-0j -0.00602902-0j 6.27073e-06-0j -0.000103682-0j 5.12533e-05-0j -0.0050747-0j -0.0230534-0j 4.31405e-05-0j 0.00394632-0j 0.0232829-0j 8.71365e-05-0j 0.0195975-0j -3.3548e-05-0j 0.0145622-0j -8.80038e-05-0j -0.0152399-0j -0.000123795-0j -7.4074e-05-0j -0.0562363-0j 5.76032e-05-0j 0.00021256-0j 
5.16448e-06-0j 9.9064e-05-0j -0.000101722-0j 3.0052e-07-0j 0.00119772-0j -3.65909e-07-0j 2.16927e-07-0j -0.00145832-0j 0.000864556-0j -3.07757e-05-0j -7.17514e-06-0j -3.5905e-05-0j -0.00815435-0j 6.52563e-05-0j 3.09129e-05-0j -8.371e-06-0j 1.52141e-05-0j -1.29588e-05-0j -0.00951341-0j 7.20713e-06-0j 0.0172904-0j -3.02125e-06-0j 0.00819071-0j -0.00343357-0j 1.62546e-07-0j 0.000758892-0j 1.83615e-07-0j 1.65898e-08-0j 9.35052e-05-0j -1.47516e-07-0j 0.0239439-0j 0.00085726-0j 1.51475e-07-0j -3.89334e-07-0j 1.87401e-08-0j -0.000688722-0j -1.06483e-07-0j 0.000105625-0j -1.50558e-08-0j 0.000707204-0j 3.45764e-08-0j 0.0270475-0j 1.54598e-08-0j -0.00181772-0j -8.48594e-05-0j -3.97363e-08-0j -0.000497146-0j 8.71365e-05-0j -0.0217299-0j -0.000223966-0j -1.08679e-08-0j 0.00016143-0j 0.022313-0j -6.12547e-05-0j 3.52894e-09-0j -0.057351-0j 1.98902e-05-0j -0.0156855-0j 0.00509329-0j 
6.32517e-06-0j 9.08382e-05-0j -9.32759e-05-0j -7.11931e-05-0j 0.000728342-0j 8.66838e-05-0j -5.13899e-05-0j -0.00088682-0j 0.000525745-0j 2.58628e-07-0j 0.00127263-0j 3.01732e-07-0j -0.00241785-0j -5.4839e-07-0j -2.59781e-07-0j 0.00148474-0j -0.00269847-0j 1.08901e-07-0j -0.00282083-0j -0.00127831-0j 0.00512677-0j 0.00053587-0j 0.00242863-0j -0.00101809-0j 1.99077e-07-0j -4.77479e-06-0j 2.24882e-07-0j 0.000376157-0j -0.0109986-0j -1.8067e-07-0j -0.00064062-0j -5.3937e-06-0j 1.85518e-07-0j -4.76835e-07-0j 0.000424914-0j 4.33329e-06-0j -1.30414e-07-0j -0.0124242-0j -0.000341376-0j -4.44957e-06-0j 4.23473e-08-0j -0.000723658-0j 0.000350537-0j 1.14367e-05-0j 0.00998162-0j -0.000900981-0j 3.12794e-06-0j -0.0102495-0j 0.000581386-0j 0.0263441-0j -0.000246418-0j -1.01568e-06-0j -0.000596987-0j 0.00720511-0j 8.00153e-05-0j 0.00153443-0j -0.0023396-0j 0.000419667-0j -0.000136271-0j 
-4.30158e-05-0j -0.000212418-0j 0.000214532-0j -0.000748816-0j -3.55531e-05-0j 0.000900234-0j -0.000495019-0j 4.27422e-05-0j -2.3503e-05-0j 1.81039e-06-0j 0.00439988-0j -2.052e-06-0j -3.83796e-06-0j 1.29341e-06-0j -1.84736e-06-0j -0.00498706-0j 0.00314343-0j 3.63978e-06-0j 4.35015e-06-0j -0.00448972-0j -2.74197e-06-0j 0.00884591-0j 3.91633e-06-0j -7.71618e-06-0j 1.39354e-06-0j -1.09863e-05-0j -1.52936e-06-0j 0.00798197-0j 0.000806711-0j 1.28531e-06-0j -3.2882e-07-0j 1.20571e-05-0j -1.2981e-06-0j -1.09263e-06-0j -0.00875991-0j -1.0133e-05-0j 8.49675e-07-0j -0.000885335-0j 0.00736202-0j 1.02339e-05-0j 3.13536e-06-0j 3.60868e-07-0j -0.0074353-0j 8.61401e-06-0j 0.000744054-0j -0.00625838-0j -6.69863e-06-0j -0.00075146-0j -3.03281e-07-0j -0.000632514-0j 0.0048668-0j -2.47184e-05-0j 3.063e-07-0j 0.000491871-0j 0.0179588-0j 2.57817e-07-0j 0.00181504-0j -2.0049e-07-0j -7.39821e-07-0j 
5.06946e-06-0j 0.000101722-0j -0.000102735-0j -3.03634e-07-0j -0.00121013-0j 3.65032e-07-0j -2.00723e-07-0j 0.00145483-0j -0.000799977-0j 3.10946e-05-0j 7.2495e-06-0j -3.52444e-05-0j 0.00823886-0j 2.22151e-05-0j -3.17296e-05-0j -8.21698e-06-0j 5.17929e-06-0j 6.25155e-05-0j -0.00933837-0j -7.39753e-06-0j 0.00588612-0j 1.4575e-05-0j -0.00840709-0j 0.0165641-0j -1.6423e-07-0j -0.000766757-0j 1.80237e-07-0j -1.67617e-08-0j -9.44742e-05-0j -1.51475e-07-0j -0.024192-0j 0.000841487-0j 1.52982e-07-0j 1.28767e-07-0j 1.83953e-08-0j -0.000707204-0j -1.00135e-07-0j 0.000103682-0j -1.54598e-08-0j 0.000714243-0j -3.69506e-07-0j 0.0265498-0j 1.56137e-08-0j 0.000601187-0j -8.71365e-05-0j 1.31423e-08-0j -0.00046751-0j 8.80038e-05-0j -0.022313-0j 7.4074e-05-0j -1.022e-08-0j -0.00172515-0j 0.0225351-0j -5.76032e-05-0j -3.77126e-08-0j 0.0189681-0j -0.00021256-0j -0.0147504-0j -0.0544302-0j 
6.20879e-06-0j 9.32759e-05-0j -9.42043e-05-0j 7.19309e-05-0j -0.00073589-0j -8.6476e-05-0j 4.75512e-05-0j 0.000884694-0j -0.000486474-0j -2.61308e-07-0j -0.00128582-0j 2.9618e-07-0j 0.00244291-0j -1.86687e-07-0j 2.66644e-07-0j 0.00145742-0j -0.000918635-0j -5.25356e-07-0j -0.00276892-0j 0.00131208-0j 0.0017453-0j -0.00258513-0j -0.00249279-0j 0.00491144-0j -2.0114e-07-0j 4.82427e-06-0j 2.20744e-07-0j -0.000380055-0j 0.0111126-0j -1.85518e-07-0j 0.000647259-0j -5.29446e-06-0j 1.87365e-07-0j 1.57707e-07-0j 0.000417096-0j 4.44957e-06-0j -1.2264e-07-0j -0.0121956-0j -0.000350537-0j -4.49386e-06-0j -4.52551e-07-0j -0.000710343-0j 0.000354026-0j -3.78254e-06-0j 0.0102495-0j 0.000297988-0j 2.94147e-06-0j -0.0103515-0j 0.000596987-0j -0.00871298-0j -0.000231729-0j 1.08542e-05-0j -0.000602929-0j 0.0067756-0j -0.000855095-0j -0.000507493-0j 0.0250025-0j 0.000394649-0j 0.00145628-0j 
-4.08288e-07-0j -9.7998e-06-0j 1.00628e-05-0j 2.28587e-06-0j -0.000158363-0j -2.78324e-06-0j 1.65003e-06-0j 0.00019282-0j -0.000114312-0j -1.66943e-08-0j -6.82921e-05-0j -1.94767e-08-0j 0.00162868-0j 3.53984e-08-0j 1.67688e-08-0j -7.96741e-05-0j 0.000144805-0j -7.02952e-09-0j 0.00190013-0j 6.85965e-05-0j -0.00345343-0j -2.87559e-05-0j -0.00163594-0j 0.000685793-0j -1.28504e-08-0j 5.15113e-07-0j -1.45161e-08-0j 2.53688e-07-0j 0.00118952-0j 1.16622e-08-0j -0.00988253-0j 5.81883e-07-0j -1.19751e-08-0j 3.07796e-08-0j 2.86571e-07-0j -4.67484e-07-0j 8.41821e-09-0j 0.00134371-0j -2.30231e-07-0j 4.80029e-07-0j -2.73351e-09-0j -0.0111635-0j 2.36409e-07-0j -1.23381e-06-0j -0.00107954-0j -6.0764e-07-0j -3.37448e-07-0j 0.00110851-0j 0.00896875-0j -0.00284918-0j -1.66189e-07-0j 1.09574e-07-0j -0.00920942-0j -0.00077925-0j 5.3964e-08-0j 0.0236709-0j 0.000253033-0j 0.00647399-0j -0.00210219-0j 
