0.10298+0.0433661j 0.0363956-0.101177j 0.0758282+0.110199j -0.127693+0.0801116j -0.00188204+0.0397308j -0.00615076-0.041468j -0.0680393-0.0530098j 0.0380561-0.129599j -0.0953984+0.00415435j -0.0391358-0.00539714j 0.0983566-0.0438642j 0.0417303-0.0316009j 0.0599922+0.046194j 0.0443763+0.0514034j 0.00289754+0.0222434j 0.00255005-0.0368336j 0.016364+0.035501j 0.063638+0.0807927j -0.0131805+0.0632735j 0.0257919+0.0333871j 0.00897302+0.0856861j -0.00735734+0.0485482j -0.00443471-0.0776928j -0.00993481-0.0191785j 0.00651727+0.0401429j -0.0132563+0.0199006j -0.0431614+0.00650078j 0.0164768+0.00789641j 0.038144-0.0214362j -0.0757695-0.00945895j -0.0211637+0.00419563j -0.0236263+0.00119016j 0.0193606+0.0311882j 0.0419482-0.00251912j -0.0398747-0.00886586j 0.0223033+0.0322849j 0.0200451+0.0017865j -0.0302131-0.0134921j 0.0654461-0.0203522j 0.0340841-0.0219346j 0.0623607-0.0040079j 0.0269084-0.0259748j -0.0270903+0.0094813j 0.0545399-0.0259485j 0.00578803-0.0214371j 0.0230092+0.0163089j -0.0114247-0.0417815j -0.0250281-0.00656379j -0.0133873+0.056187j -0.00728384-0.018772j -0.0659865+0.0211111j -0.0100043-0.0288153j -0.0387445+0.00581728j 0.0300535+0.00402677j 0.0162466+0.0270915j 0.0199195+0.0141376j -0.0709768-0.0542364j -0.0381002+0.0350569j -0.0287935+0.00259207j -0.0184382+0.0433215j -0.0427162+0.0361081j -0.00678626+0.00177417j 0.000488461-0.0347j -0.005267+0.050911j 0.00604329+0.0117043j 0.0448808-0.010521j -0.0273589+0.00484308j 0.0261323+0.0118164j 0.037032-0.0424492j 0.0279361+0.104122j 0.019432+0.000687105j 0.0241589+0.0692486j 0.0887459-0.0232672j 0.077192+0.0902731j 0.0944084-0.0783893j 0.130301+0.037065j -0.0364029+0.131867j 
-0.00570626-0.00062434j -0.000195512+0.00476414j 0.000801611-0.000902121j 0.00223983+0.000723453j 0.00214053-0.00319652j -0.000745385+0.00600392j -0.00218255+8.00571e-05j -0.000939734-0.00170425j -0.00075566+0.0031574j -3.22814e-05-0.00289678j -0.000890315+0.00293935j 0.000859921+0.00443802j -0.00121351-0.00310104j 0.00245525-0.000288237j -0.00177988+0.000572904j 0.00184839-0.00178462j 0.00438168-0.00565458j 0.00407441-0.00173581j -0.003454+0.00418623j -0.00194438-0.00403169j -0.0011897-0.00527729j 0.0016049-0.000946135j 0.00161456+0.00535588j 0.00279704-0.000763735j -0.00255398-0.0004865j 0.00425655-0.000147811j 0.0044873-0.00169293j -0.000899769+0.00151665j 0.00604253-0.00287585j 0.00377564+0.00358244j 0.000492908-0.000683013j -0.00136876-0.0041531j -0.000686911-0.00299072j 0.00571587+0.0027192j 0.000874785-0.00295516j -0.00705103+0.000405369j 0.00215964+0.0093458j -0.00372979+0.00162357j -0.00197488-0.00435202j 0.00667161-0.00512203j 0.000943563+0.00224313j -0.00696108+0.0011387j -0.000605897-0.00359101j -0.00657818-0.000157509j 0.000116732-0.00126102j -0.00293462-0.00187814j 0.00851655-0.00221941j -0.00347768-0.00471963j -0.00587012-0.00269415j -0.000673788+0.00135304j 0.00432466-0.00131312j 0.00258729+0.0029765j 0.00654715+0.00411972j 0.00387436+0.000859931j -0.00187148+0.00213154j -0.0057447+0.00273749j -0.000694293+0.00328826j -0.00448361+0.00891464j 0.0028222-0.00298306j 0.0065197+0.00108706j -0.00867258-0.00281684j 0.00191933+0.00431513j -0.00293245+0.00142892j 0.00566366+0.00116803j -0.00410334-0.00468957j -0.00148126-0.00333112j 0.00748076+0.00259677j -0.00186427+0.00273124j 0.00465918-0.00043057j 0.00257941-0.00272311j -0.00341749-0.00562327j -0.00659466+0.000762597j -0.000547278+0.00223j -0.00272214-0.000770049j 0.0001103-0.00416105j -0.00390137+0.00114046j -0.000766347-0.00277563j 
-0.00347286-0.003705j -0.0025977+0.0029149j 0.00022341+0.000948158j -0.00178798+0.000116831j -0.00319956-0.00433679j -0.00530424+0.00247247j 0.00208279+0.00278536j -0.00275483+0.00289242j 0.001979-0.00263932j -0.00210696-0.00249532j -0.000110283+0.00395778j 0.00450794-0.000171491j 0.0023893-0.00338982j 0.00444574+0.00212522j -0.00293293-0.00404211j -0.00387243+0.00124065j 0.00809895-0.00101675j 0.00988862-0.00259346j -0.000980789+0.00652106j -0.00231427-0.0022469j -0.0018975-0.0128917j -0.00695976+0.00227503j 0.00402162-0.00164979j -9.30657e-05+0.00254668j -0.00100086-0.00489153j 0.00311939-0.0025487j -0.00360024-0.00170809j 0.000629949+0.000419355j 0.00445664+0.00769029j 0.00423623+0.0026629j -0.00277492-0.00539392j 0.00549361-0.00418137j -0.00310504-0.000480925j 0.00362773-0.00276288j -0.0015158-0.0038716j -0.00502523+0.000833337j 0.00454919+0.00138501j -0.00353961+0.00470349j 0.00158787+0.00026159j 0.00859135+0.000365826j 0.0065761+0.00169852j 0.00171189-0.00479694j 0.000540135-0.00702036j 0.00203121-0.00112093j 0.00430672+0.00191154j 0.0016453+0.00504959j 0.00485047-0.00616512j 0.000684214-9.69708e-05j 0.00681805-0.00470972j 0.00790534+0.0034499j -0.00645474+0.00253123j 0.000815408+0.00352147j 0.00177687+9.36573e-06j -0.00576725-0.000128539j -0.00259918-0.00211226j 0.00589627-0.00831652j -0.00758532+0.00392534j -0.00119695-0.00375134j 0.00128668-0.00409974j 0.003191+0.00510593j 0.00287912+0.00755099j 0.00469483+0.00199384j -0.00266745+0.00710742j 0.00347486+0.00315073j -0.00396663-0.0024977j 0.000873322+0.00724094j 0.00147166-0.000765551j 0.00136611-0.000348764j -0.00179145-0.00197854j -0.000727069-0.00238223j -0.00190357+0.00322133j -0.00865705-0.0042102j 0.00104977-0.000175969j -0.00465485+0.00356659j 0.00101016-0.0075948j -0.00398859+0.000364567j 0.00129787-0.00161049j 
0.00122792+0.00330123j 0.00295439-0.000480299j 0.000875493+0.00228714j -0.00323517+0.00381923j 0.00176343+0.0073628j -0.0010804-0.000888783j 0.00376793+0.000156464j -0.000574307-6.11796e-05j 0.0069917-0.0017961j -0.00291178-0.00277293j 0.00374191-0.00108351j -0.00212921-0.00470394j 0.00449672+0.00446792j -0.00616027-0.00509594j -0.000396797+0.00130509j 0.00213011+0.00300879j -0.00125715+0.00347458j -0.00594369+0.00171442j 0.00125782-0.00440027j -0.00252233+0.00279087j 0.000278903+0.00592872j 0.000588879+0.00873773j -0.00489803+0.00424542j -0.00430299+0.000133857j 0.00544717+0.00514787j 0.00179128+0.00353623j 1.05202e-05+0.00284375j -0.0104911-0.00260667j -0.00979841+0.00166879j 0.00478306-0.00961683j -0.00403419-0.0033994j 0.000991497+0.00153185j 0.00305915+0.00394584j 0.00175642-0.00707612j -0.00794344+0.00578089j -0.00301537-0.0028242j -0.000935153-0.010884j -0.00284225-0.00355195j 0.00370093+0.0023637j -0.00237713+0.0092462j -0.000350752-0.00288105j -0.00195727-0.00108172j -0.00541412-0.00699992j 0.00123241+0.00837141j -0.00069078-0.00668582j 0.00838285+0.00490036j -0.0109677-0.00539879j 0.00694791-0.00252915j -0.00237278+0.00526794j -1.01206e-05-0.00963866j 0.00236051+0.000350556j 0.00256436+0.00133665j 0.00737378+0.00817271j -0.0170003+0.00309779j -0.00378536-0.00226336j -0.00716651-0.00413925j -0.00770369-0.00668143j 0.00255623-0.00443828j -0.00600719+0.00940517j -0.00309596-0.00199542j 0.000558054-0.00238869j -0.00758153-0.00139861j -0.00484866-0.00478414j -0.00453509-0.00999827j 0.00662659-0.00577041j -0.010236+0.00216807j -0.00287285-0.00717642j 0.0015148-0.00399265j -0.00600483+0.0024514j 0.00625292-0.00401695j 0.00279366+0.00423301j -0.000469453-0.00151286j 0.00209837+0.00416818j 0.0138967-0.00261588j 0.00325738+0.003225j 0.00389684-0.000496317j -0.00154452+0.00118688j 
0.00171641-0.00110827j -0.00124084-0.00157751j -0.000780854+0.000430984j -0.000876035-0.000606838j -0.00190275+0.00139729j -0.000462782-0.00141249j 0.00156433+0.000691115j -0.0001017+0.000658638j 0.000119467-0.000237223j 0.0006406+0.00170125j -0.00135567+0.000716528j 0.00147116-0.00124139j 0.00119804-0.000182932j -0.000967789+0.00156783j 0.00100839-0.00271299j -0.00185133-0.000648873j 0.000825745+0.000679137j -0.000461192+0.000565704j -0.000467724-0.00242834j 0.0012307-0.000716952j 0.00210593-0.0017378j -0.00228868-0.000352305j -0.00109989-0.000984049j 0.000338644+0.00218542j 0.00174096+0.000893277j 0.000925432+0.000612165j -0.00217378-0.00224109j -0.00143863+0.00184862j -0.00101262+0.00132491j 0.000488657+0.00031865j -0.00393385+0.00025016j 0.00107778+0.000584167j -0.00234772+0.00456583j -0.000692452-0.00186175j 0.000886101-0.0027375j 0.00131951+0.000902027j 0.00280565-0.00428977j -0.000511122+0.00043783j 0.00420948+0.00399986j -0.0019872-0.000706938j 0.00360269-0.000504205j -0.000644942+6.50716e-06j 0.000143262+4.87789e-05j -0.00156979+0.000915977j 0.00186602+0.00331933j 0.00298602+0.00119083j -0.00244126-0.00142879j 0.00296844+0.00350531j 0.00648894+0.000952114j 0.00243409+0.00268591j -0.00237845+0.000417351j -0.00253421+0.00103954j 0.00087895+0.00148713j -0.00288144-0.00413588j 0.000344628-0.00129921j 0.00344355-0.000292828j 0.00208939+0.00187307j 9.79788e-06-0.00675204j 0.000297323+0.00308536j -0.00251442+0.00169397j 0.00132788+0.00141781j -0.00154535-0.000974852j 0.000956994+0.00353539j -0.00185483+0.000359109j -0.000330791+0.00276997j 0.00277455+0.00364769j -0.000789383-0.000579283j 0.0019017+0.000606196j -0.0013004-0.000230143j -0.00295684+0.000829013j 0.00169219+0.000415626j 0.000951956-0.000816557j -0.000616623-0.00192244j -0.00159699+0.00271973j -0.000504139+0.000294966j 0.00035067-0.00066914j 0.00131818+0.00049999j 
-0.00249782+0.000358918j 0.00121688+0.00215025j -0.00371246-0.0031494j 0.00363363-0.00164239j 0.000553104-0.00439709j 0.00253037+0.000478727j -0.00207481-0.00257959j -0.000501124-0.00267242j -0.00376132+0.00220949j 0.00257966-0.00219299j -0.00387786-0.00249555j -0.00300404+0.00178893j -0.00108227+0.00175989j 0.00275841-0.000267103j -0.000766555+0.00486236j 0.0053704-0.000883766j -0.00305985-0.000898098j -0.00309739-0.00222692j -4.3854e-05-0.00056008j 0.00555496-0.00108611j -0.0024699+0.00951736j 0.00219191-0.00527216j 0.000431649-0.00149724j 0.000217643-0.00208221j -0.00330861+0.000231621j -0.00240827-0.000108996j 0.00319296+0.00263438j 0.00177427+0.00142335j -0.00140967-0.00408401j -0.00357887+4.40592e-05j 0.00332836+0.00147702j -0.00165809+0.00175626j 0.00154445-0.00717003j -0.00338549+0.00120933j 0.00407831-0.000229164j 0.00458816-0.00355932j -0.00307417+0.00822021j -0.000501336+7.50716e-05j -0.00643223-0.00819321j -0.00596472-0.00649915j -0.00163254+0.000406854j -0.00234616+0.00352164j -0.000368859+0.00749514j -0.00310001-0.000814527j -0.00120264+0.000151082j -0.00811498+0.00336477j -0.001812+0.00223311j -0.00757316-0.00493984j -0.0111554-0.000645696j -0.00305364-0.00354127j 0.00347734-0.00480205j 0.00386049-0.00684749j -0.00738163+0.00115841j 0.008798-0.00252617j 0.00383369+0.00600122j 0.00234825+0.00564305j 0.00706296+0.00238453j 0.00118379+0.0053869j -0.000827378-0.00110408j 0.0020855-0.00693202j -0.00137296-0.00380495j -0.000995238-0.0040717j 0.00750816-0.00609188j 0.000967121-0.000463233j 0.00253709-0.00266006j -0.000785194-0.00337282j -0.00323191+0.00469188j -0.00497589-0.000441588j -0.000976202+0.00484687j 0.00588882-0.000996548j -0.00112492-0.00278388j -0.00193837+0.00298776j 0.00109586-0.000865975j 0.00172731-0.00347922j 0.00319578+0.00331303j 0.000422615+0.000971225j -0.00220388-0.000244188j 
-0.00242232+0.00422119j 0.00505182+0.00378295j 0.00156081+0.00243569j -0.00441991+0.00186191j 0.00764107-0.00415535j -0.0017978+0.000555349j -0.00202847+0.00102988j -0.000478221-0.00164112j 0.00344923-0.00143672j 0.00102383-0.00134228j 0.0044816+0.0010207j -0.00241533+0.000289412j 0.000368513-0.000578795j 0.00444514-0.00151777j 0.000494353-0.00396339j -0.00402249+0.00410794j 0.00380372-0.000935828j 0.00146554+0.000916317j -0.00503065+0.00830018j -0.00336755+0.000459238j -0.00106863-0.0068657j -0.00892486-0.00750695j -0.00375039+0.00568952j -0.00209323-0.0020016j -0.0066958-0.00201652j 0.00455662-0.00709078j -0.0025196+0.00900163j 0.00562212+0.00337066j -0.000421147-0.00186567j -0.000353578+0.00622702j 0.00398608+0.00245741j 0.00869386-0.000335083j -0.00576451-0.00257355j 0.00374482+0.010509j -2.78409e-05-0.00553348j 0.00319174+0.00441122j 0.000909302+0.00265287j 0.00335475+0.00450868j -0.00736948+0.0105283j 0.00111794-0.00766616j 0.00587346-0.00819213j 7.59955e-06+0.000397525j 0.000301352-0.00766047j 0.0025037+0.00343278j 0.00231175+0.00155116j 0.00721374-0.00341833j -0.000269754+0.00270901j -0.00532635+0.00490343j -0.00132202+0.000404078j -0.00102205-0.00234567j -0.00739116+0.00176981j -0.00181088-0.000557719j 0.00148307+0.00324959j -0.00233316+0.00423653j 0.00294395+0.00161554j 0.0107667-0.0024881j -0.00190204+0.00233971j -0.00231398-0.000946935j 0.00452857-7.36957e-05j 0.00355365-0.00279907j 0.000399511-0.00321457j -0.00814081+0.00438957j -0.00824526-0.000163711j -0.00489272+0.00351976j 0.00129482-0.00622372j 0.00106397-0.00183488j -0.00178272+0.00197294j 0.000145853-0.0079252j -0.00486075+0.00419788j 0.000526185-0.00060254j -0.00260756+0.00185056j -0.0024229-0.00362122j 0.000708243+0.00352553j 0.00673914-0.00176613j 0.00178658-0.001339j 0.000228528+0.00145075j -0.00229587-5.74762e-05j 
0.00100133-0.00171672j -0.00273242-0.00138027j 0.00158417-0.00156173j 0.0027572+0.000597078j -0.00161797+0.00257395j 0.00188188+0.00046866j 0.000358189+0.000770257j 0.000140075-0.000577836j 0.000106433+0.00224718j -0.0018157+4.84367e-05j 0.000719367+0.00275721j -0.000560229-0.000555547j 0.00124124-0.00136214j -0.00267128-0.0017013j 0.00128254-0.000629622j -0.00188256-0.00140962j -0.00135903-0.000647217j 0.000334264+0.00145351j 0.00106679-0.000692566j -0.00216909-0.000811845j 0.00312964-0.000502183j 0.00339618+0.004856j -0.000827329+0.000769711j 5.43888e-05+0.000465175j 0.00485736+0.000502499j 0.000183145+0.00377083j 0.00260625-0.00705581j -0.00144919-0.000717329j -0.000922188-0.00126993j 0.00299061-0.00125308j -0.00103475-0.00103776j -0.00320975-0.00171798j 0.00243939+0.00527493j 0.00264544-0.00248076j -0.00384305+0.000276608j -0.00250147+0.000161202j -0.00251182-0.0037467j 0.00174006-0.00364034j 0.00472017+0.00247247j -0.00161444+0.00180919j -0.00207023+0.000555757j -0.00111543+0.00357987j 0.000843366-0.00117181j -0.001291+0.00369663j 0.000635377-0.0018643j 0.000803083-0.00624393j 0.00131479-0.0015205j 0.00376969-0.00101961j 0.000948392+0.00120076j -0.00253447+0.000393931j 0.00714327-0.00185582j 0.000690383+0.00263174j 0.00223051+0.00107229j -0.00515858-0.00689245j -0.00149986-0.00147214j -0.00673666+0.00587529j -0.000662743-0.00153402j 0.00208024+0.000318374j 0.000220612+0.00136317j -0.00583294+0.000350739j -0.00279089-0.00336384j -0.00203005+0.000318374j -0.00328409-0.00232698j -0.000412245-0.00270711j -0.0012244-5.5382e-05j -0.00150926+0.00217881j 0.00196594-0.00396985j 0.000667547+0.00555158j 0.00227278+0.00141199j -0.00138819+0.000418077j 0.0039846-0.00163477j 0.000827833+0.00351297j 0.00103194+0.000104973j -0.0023768+0.000344739j -0.000511649+0.00230036j -0.000759592-0.0022645j 0.00214816-0.00110511j 
0.000695258-0.00099467j -0.000752978-0.000479596j -0.00136604-0.000793614j -0.000311145-0.00035118j -0.00143618-0.000921441j 0.00232175-0.00164175j -0.00143796-0.00211901j 0.000964795-0.00300174j -0.00138087-0.00148314j 0.00149707-3.17807e-05j 0.000264535-0.000238915j -0.00396068-0.00168395j 0.00299595-0.00102993j -0.00218099+0.00221566j 0.00185646+0.0031266j 9.92409e-05+0.000716709j 0.0029074-0.00212262j -0.000990776+0.000821121j 0.00389653-0.00297532j 0.00458028+0.00084055j -0.00140222-0.00211299j -0.00405245+0.000885794j -0.00425062-0.00461686j 0.00197353+0.00546532j 0.00226758-0.000130449j -0.00165702+0.00299719j -0.000222074-0.00584494j -0.00377022+0.00357256j -0.00110366+0.00116941j -0.000390249-0.00199189j -0.00965665+0.00100139j 0.00779577+0.00262896j 0.00349157+0.00528909j 0.000867927+0.000195317j 0.000843011-0.0101391j 0.00221494+0.0013471j -0.00661777+0.001226j -0.00141269+0.000103268j -7.33506e-05+0.00251821j -0.00700746-0.00804838j 0.00612129-0.00730314j 0.00356941+0.0140355j 0.00529467+0.000258131j -0.00269002+0.00261558j 0.00265108-0.00248959j -0.000921114-0.0107022j -0.00437522-0.00113157j 0.00263381-0.000318615j -0.00175561+0.00675864j -0.00645827+0.00398087j -0.00440104-0.00341436j -0.00490079-0.000496774j 0.00336015+0.00463191j -0.003494-0.010772j 0.00290505+0.00198492j -0.000348419+0.00777034j 0.00454695+0.00512121j -0.0020449+0.00140419j 0.000850612-0.000788015j -0.00485454-0.00140146j -0.00376583-0.0103j -0.00356889-0.00294583j -0.000820332+0.00223697j -0.000433755+0.00314501j 0.000456427-0.00365059j 0.000704507+0.00325268j 0.00153942+0.000309625j -0.000224133+0.00105613j 0.00172479+0.00219139j 0.00297064-0.000431874j 0.0016502-0.00152448j -0.00278806+0.00166269j 0.00115445-0.00174041j 0.00122064+0.0010237j 0.0001288+0.000134956j 0.00122638-0.00109425j 0.00131818+0.00103948j 
0.000753552+0.00100484j 0.00155138-0.000785079j -0.00302139+0.000262718j -0.000490375-0.00182078j -0.000875676+0.000553362j 0.000783509+8.10614e-05j 0.00136477-0.00224367j -4.23601e-05+0.000387415j -0.000602257+0.000644764j 0.00204729+0.00190156j -0.00138871-0.000815207j 0.0014639+0.00163011j 0.00116768+0.000851837j -0.00182378+0.00083073j 0.000642272-0.00199385j 0.00116285+0.000730908j -9.74921e-05+0.000819995j 5.56385e-05-0.00345455j 0.000995641-0.00268604j 0.00501499-0.00199062j 0.000178446+0.00337619j -0.00198658+0.000819479j 0.00206585-0.000662647j 0.00117092+0.00394977j -0.000757048+0.000771749j -0.0016097+0.00329236j 0.000646525-0.00302546j -0.00120382+0.00565346j -0.000265072+0.00387554j 0.00217937+0.00219203j -0.00437168-0.000876112j 0.0066347+0.00522659j -0.00239384-0.000836194j -0.00333729-0.00375179j 0.000144862+0.000317441j 0.00377529+0.00259755j 0.00284722+0.00105296j 0.000731613+0.00157097j 0.00178681+0.00120352j -0.00815171-0.00144031j 0.00642958+0.00321273j -0.00258221-0.0101246j -0.0054478+0.000161966j -0.00171498-0.00249763j -0.000351019+0.000921925j 0.00172827+0.00519717j -0.00611239-0.00224646j -0.00118515-0.00067378j 0.00407362+0.00399507j 0.0054618+0.00178915j -0.00578361-0.0042734j 0.000752625+0.00143336j -0.000465029+7.10199e-05j 0.00048368-0.00222896j 0.00150037+0.00682481j 0.00779849-0.000924385j 0.0048424+0.00696208j 0.00407121-0.00876381j 0.000613706+0.0042589j 0.000125489-0.00298309j -0.00142981+0.00258229j -0.00198643-0.00110869j 0.00622715+0.00715636j -0.000737664-0.000988376j -0.000489307+0.00214801j 0.00470509+0.000894441j -0.00393187+0.00379114j 0.00150046-0.00390737j -0.00143586+0.000610263j -0.0010619-0.000528069j -2.9591e-05-0.000241643j 0.000223314+3.67587e-05j -0.000258376-0.00333025j -2.68611e-05+0.000129778j -0.00182987+0.000103849j 0.00182348+0.000779981j -0.000118076+0.00170001j 
-0.00348005-0.0021274j -0.00152146+0.00265722j -0.000265651+0.000121956j 0.00166675+0.00093768j 0.000254371+0.000277468j -0.00242009+0.00484738j 0.00308039+0.0012442j -0.00241932+0.0028408j 0.00337289+0.00174435j -0.00101181-0.00351311j -0.00090444+0.00462368j 0.00110696+0.00531069j -0.000391736-0.000404385j 0.00315207-0.00154825j -0.00324143-0.0011626j -0.00337109+0.00203143j 0.00313911-0.00207743j 0.00255342-0.00236203j -0.00352048+0.00438445j -0.00500721-0.00517427j 0.00465334+3.36226e-05j 0.00606897+0.0101312j 0.00341891+0.00510695j -0.00295023-0.00067163j 0.00373663-0.00310743j -0.00132263+0.00562549j 0.00323683-0.00826177j 0.000117562+0.00251819j -0.00120176+0.00447285j 0.00584827+0.00689793j 0.005928-0.00517332j -0.00173234-0.00163478j 0.000960805+0.00195906j 0.00477803-0.00606943j -0.0119975+0.00254322j -0.00966018+0.000250125j -0.00338513+0.00285215j 0.00934834-0.00257169j 0.00355628-0.00473606j 0.0067602+0.00294048j -8.79391e-05+0.00422167j -0.00299897-0.0108623j 0.00695559-0.00981748j 0.00405102+0.00103279j 0.000812718+0.00116968j 0.00797746-0.0023786j 0.00721999-0.00645012j 0.00451543-0.0111948j 0.00145558-0.000796192j 0.00204201-0.00353018j 0.00922301-0.00534157j 0.00554155+0.00737745j 0.000886849-0.00248339j -0.00693076-0.00851261j -0.000924791+0.00729882j -0.00354757-0.000734761j -0.00553429-0.00230601j -0.00228009-0.00717606j 0.000905345-0.000789244j -0.0017351-0.00229951j -0.00403248+0.00649228j -0.00232802+0.00317012j -0.00444483-0.00108066j 0.00268326-0.00191099j 0.00402695-0.00376103j -0.000495388-0.00163919j 0.00250082+0.00141547j -0.00121658-0.00154882j 0.000676432+0.00145618j 0.00277075-0.000912456j -0.00246416+0.000881159j -0.00333826-0.00288286j -0.00165845+0.00125371j -0.00107175-0.00146105j 0.000207093-0.000712222j -0.0023801+0.000613173j -0.00045723-0.00201455j 
-8.7163e-05+0.00120618j 0.00124669-9.01728e-06j 0.00111682+0.00144624j -0.00140984+0.00118702j 0.00210609+0.00157988j -0.00429898+0.000868054j 0.00170994+0.00122054j 0.000741364+0.00117081j -0.00325552+0.00103258j -0.00100628+0.000108298j -0.0023213-0.00304312j 0.0045961+0.00228871j -0.00252928+0.00245048j -0.00143858-0.0016223j 0.00134081+0.00075201j 0.00548373-0.000695918j 4.67285e-05-0.00225039j 0.000112914+0.00313945j -0.000714293-0.00331347j 0.00423344+0.000885178j -0.000931075+0.00127638j 0.00346295+0.00102208j -0.00324914+0.0124512j 0.00178977-0.000480424j -0.00166927+0.00619456j 0.00100012-0.00377847j 0.00065807+0.00563655j -0.00440859-0.000281711j 0.000530481-0.00284349j 0.00821088-0.000237182j -0.00521236+0.000214703j -0.0054351-0.000833287j 0.000454949-0.00192256j 0.000170442+0.00380522j 0.00282365+5.51131e-06j -0.00621731-0.00231214j 0.00661923+0.00354536j -0.00805534-0.00411586j 0.00209079+0.000564213j 0.000671854+0.00833464j 0.00191876+0.00383814j -0.00894676-0.0101328j -0.00613143-0.00668275j -0.00374793-0.00978371j 0.00226939-0.0024101j -0.00167452+0.00728438j 0.00139171-0.00207918j -0.00117676-0.000181728j -0.00665474-0.00142427j 0.00372289+0.000947926j 0.00321956+0.00211511j 0.00435159+0.00767655j 0.00789982+0.00535555j 0.00396176+0.0106054j -0.00200038-0.00135464j -0.00893433+0.000530942j 0.00100686-0.000743438j -0.00429446+0.0106583j -0.00264782+0.00451998j 0.0052217+0.00242993j -0.0103217-0.00138021j 0.00147571+0.00201222j -0.00166219+0.00662288j 0.0055938+0.000790372j -0.00294594+0.000213818j -0.00499475-0.00452287j 0.009547-1.18073e-05j -0.00173321+0.00465185j 0.00489977-0.00212546j 0.00168459-1.25613e-05j -0.00195252-0.00288907j 0.00224049-0.00113267j -0.00284651+0.00232001j 0.00144983-0.00255102j -0.000920193-0.000507379j 0.000713109+0.00153835j -0.0019981+0.000600882j 
-0.000910352+4.12225e-05j 0.000341951+0.00117414j 0.000619353+0.00078547j -0.00141331+0.000150911j 0.000263731+0.00179436j -0.00483448+0.00117153j 0.00103041+0.00250296j -0.00222407+0.000906002j 0.00237094-0.00130317j -0.00288206-0.000772665j 0.0034791+0.00562106j -0.000875011+0.000869038j 0.00255233-0.00231776j 0.00130224+0.000329302j 0.00237675-0.00244906j -0.00806263+0.00253387j 0.00734159+0.0048345j 0.00652985+0.00257836j -0.00298164+0.00113093j -0.000219627-0.00155312j 0.00309055-0.00849066j -0.00796755+0.00180222j 0.00124819-0.00569041j -0.00209826+0.0012067j 0.00407691-0.000224119j 0.0109025+0.00394368j 0.0024965-0.00268278j -0.00197955-0.00407374j 0.00113881+0.00704534j 0.00438787+0.00180921j -0.00221899-0.00389313j 0.012454-0.00676959j -0.00715081-0.00199841j 0.00911721-0.00409731j -0.001277+0.00175841j 0.00128929-0.00166185j 0.00690664-0.00409305j -0.00698981-0.00176991j 0.00528898+0.00856406j 0.00109339+0.0048163j -0.00344681+0.000231658j -0.00217125+0.000597293j -0.00890659-0.00587306j -0.0109945+0.0134535j -0.00342433-0.00260348j -0.00572422+0.00852318j -0.0002227-0.0037748j -0.00216026+0.000274844j 0.00444469+0.00258674j 0.00362767+0.00315022j -0.000686936-0.000103194j -0.000496788+0.000701364j -0.00703269+0.0120213j -0.00824763+0.000552125j 0.000271988-0.00621109j 0.0010729-0.00364208j -0.0102321-0.00389523j 0.004276-0.0110143j -0.000138964+0.00222377j -0.00354585+0.0102584j -0.00210737+0.000386327j -0.00780379+0.00337342j -0.00276031-0.00502108j 0.00316384-0.00494564j -0.00167699-0.00861692j -0.00149056+0.00731018j -0.00164601-0.0054226j 0.00184994-0.00240615j -0.0015221+0.00110294j 0.000788242-0.00516172j 0.00187764+0.0043393j -0.00394558-0.00209985j 0.00127746+0.000961387j 0.00213857-7.19539e-05j 0.00244664-0.0037033j -0.000842734-0.00140252j 0.00113705-0.000294973j 
