0.10298+0.0433661j 0.0363956-0.101177j 0.0758282+0.110199j -0.127693+0.0801116j -0.00188204+0.0397308j -0.00615076-0.041468j -0.0680393-0.0530098j 0.0380561-0.129599j -0.0953984+0.00415435j -0.0391358-0.00539714j 0.0983566-0.0438642j 0.0417303-0.0316009j 0.0599922+0.046194j 0.0443763+0.0514034j 0.00289754+0.0222434j 0.00255005-0.0368336j 0.016364+0.035501j 0.063638+0.0807927j -0.0131805+0.0632735j 0.0257919+0.0333871j 0.00897302+0.0856861j -0.00735734+0.0485482j -0.00443471-0.0776928j -0.00993481-0.0191785j 0.00651727+0.0401429j -0.0132563+0.0199006j -0.0431614+0.00650078j 0.0164768+0.00789641j 0.038144-0.0214362j -0.0757695-0.00945895j -0.0211637+0.00419563j -0.0236263+0.00119016j 0.0193606+0.0311882j 0.0419482-0.00251912j -0.0398747-0.00886586j 0.0223033+0.0322849j 0.0200451+0.0017865j -0.0302131-0.0134921j 0.0654461-0.0203522j 0.0340841-0.0219346j 0.0623607-0.0040079j 0.0269084-0.0259748j -0.0270903+0.0094813j 0.0545399-0.0259485j 0.00578803-0.0214371j 0.0230092+0.0163089j -0.0114247-0.0417815j -0.0250281-0.00656379j -0.0133873+0.056187j -0.00728384-0.018772j -0.0659865+0.0211111j -0.0100043-0.0288153j -0.0387445+0.00581728j 0.0300535+0.00402677j 0.0162466+0.0270915j 0.0199195+0.0141376j -0.0709768-0.0542364j -0.0381002+0.0350569j -0.0287935+0.00259207j -0.0184382+0.0433215j -0.0427162+0.0361081j -0.00678626+0.00177417j 0.000488461-0.0347j -0.005267+0.050911j 0.00604329+0.0117043j 0.0448808-0.010521j -0.0273589+0.00484308j 0.0261323+0.0118164j 0.037032-0.0424492j 0.0279361+0.104122j 0.019432+0.000687105j 0.0241589+0.0692486j 0.0887459-0.0232672j 0.077192+0.0902731j 0.0944084-0.0783893j 0.130301+0.037065j -0.0364029+0.131867j 
0.00864983-0.0061378j -0.00613444-0.00585701j 0.00557951-0.0108282j 0.012189+0.0149643j -0.00548409-0.0145685j -0.000333319-0.0174107j 0.0016013+0.0111073j -0.00623219+0.00978497j 0.00365273-0.00255722j -0.0264435+0.00938302j -0.0146859-0.0159532j -0.0169249-0.0122776j 0.00631388-0.00435326j -0.00132076-0.0228192j -0.01261-0.00570552j 0.0129916-0.0134538j 0.016264-0.0291375j -0.00126545+0.00194316j -0.0192223-0.00556813j -0.0175145+0.0160107j 0.0162502-0.0135369j -0.0072655+0.00982463j -0.00156153+0.00917054j 0.0320296+0.0104737j 0.0221466-0.0203754j 0.00172527-0.018953j -0.0137044-0.0196479j -0.00395247-0.0100853j -0.0168681+0.0104098j 0.000826947-0.0180313j 0.0110011-0.0016533j 0.0208508+0.00696217j -0.00016469-0.00259786j 0.0112926+0.0316862j 0.0143156-0.0120741j 0.00708141+0.00934064j -0.013607+0.0168902j 0.0073504+0.0112765j -0.00684951+0.00454353j 0.00372033+0.0024243j -0.0109853+0.000340288j -0.000577347-0.00817181j -0.0040117-0.00789695j 0.00633217+0.00469971j 0.00992686+0.00135877j 0.00539967+0.00665459j 0.0226281-0.00799111j -0.000155217-0.00219229j -0.0234421-0.0083379j 0.0209602-0.0117545j -0.0094691-0.0236439j 0.00444874-0.00306229j -0.00694544-0.00390293j -0.00658907+0.00466276j 0.0112385-0.00109641j -0.0103254-0.0144952j 0.017221-0.0163794j 0.0055259+0.0132614j -0.00443232+0.00728877j 0.00478574+0.0128082j -0.00122582+0.00309402j -0.00476363-0.016456j 0.000478187-0.0118746j 0.00134456-0.0134747j -0.024199-0.00122541j 0.013766+0.00389795j -0.000766613+0.00955724j 0.00920845+0.00290574j -0.00245085-0.00754735j -0.0161709+0.0257068j 0.0260093+0.0303069j 0.0167545-0.00423434j 0.0163893+0.00296053j -0.00642487-0.0063697j -0.000892806+0.00732884j -0.0168163-0.0114636j 0.0120767-0.0161773j 
-0.00316051+0.0143276j 0.013922+0.00320525j 0.0142702-0.0114467j 0.0116884+0.0121637j -0.0132767+0.00362732j 0.00618628-0.000240343j 0.0187264+0.00410755j -0.00338444-0.00493522j -0.00871078+0.00500867j 0.00955301+0.0360119j 0.0120355+0.0190681j -0.000132886+0.0108472j -0.00169751-0.0126584j 0.0193379-0.0159523j -0.00979391-0.00875233j 0.0196716+0.00714986j 0.0177868+0.0180983j 0.0176685+0.00468236j -0.00774089+0.000524919j 0.00958378-0.000601468j -0.0256772+0.0123473j 0.0152487+0.0216912j -0.00836122-0.00784676j -0.00873657-0.0303106j 0.00511569+0.00892655j 0.014032-0.0187217j -0.0187131+0.00479362j 0.0153385-0.0181093j 0.0113913-0.0330199j 0.0100506-0.00602338j 0.00793842-0.0123872j -0.000899794+0.0292878j 0.0254639-0.0111622j 0.00780052+0.00417433j 0.022051+0.00898323j 0.00584094+0.00523038j 0.00415468+0.021019j 0.0166637+0.00484077j 0.0047165+0.0103325j 0.00129162-0.0120068j 0.00507152+0.00131989j 0.00528695+0.000877697j -0.0139937+0.0105746j -0.00220747+0.00460042j -0.0112188-0.00587597j 0.0290969-0.0074603j 0.0203674+0.00898623j -0.0215166+0.00527189j 0.0269709+0.00669862j -0.00958563-0.000652449j -0.0165021+0.0131071j 0.00613941+0.005168j 0.00164729+0.0174293j -0.03645+0.00685126j -0.00406662+0.0527714j -0.0185729-0.0132308j -0.0125967-0.0151543j 0.0295805+0.00540714j 0.0178186-0.0204656j 0.0177856+0.00250014j -0.00525318-0.0150033j 0.000679557-0.0110479j -0.00523052-0.00367138j 0.0121574-0.0130886j -0.0119087-0.00738012j 0.0108424-0.0223906j -0.018442-0.0165231j -0.00692816-0.0121335j 0.0234781+0.00668292j -0.0185614+0.00223211j -0.00833504+0.0145949j 0.00108937+0.00938126j 0.00355907+0.00679033j -0.00784051-0.00596047j -0.00628121+0.00862449j 0.00137366+0.00636248j -0.00631718+0.00156262j 
0.0102888+0.00789966j 0.0110459-0.0114143j -0.000734319+0.0179481j -0.00687922-0.000998168j -0.0214579-0.00434833j -0.00527399-0.003442j -0.00847874-0.0116706j 0.0283212-0.0030324j -0.0086504-0.0174491j -0.00352285+0.0237728j -0.0128397+0.0236022j -0.0107398+0.0163592j 0.0136784+0.00533282j -0.0330724+0.0113292j 0.0212113-0.0127591j 0.00169595+0.00406624j -0.00477589-0.0180201j -0.0236457-0.0190158j -0.00267915-0.0242371j 0.0189472+0.00627825j -0.0148916-0.011823j -0.00362161-0.0012061j 0.0130474+0.00865575j 0.00609585+0.00293904j -0.0175529+0.00590819j -0.0088597-0.0137608j 0.0269122-0.0046113j -0.000593071-0.000907091j -0.0187904+0.0132831j 0.0175573+0.00132721j 0.00412928-0.017506j 0.00911683+0.016115j 0.0049296-0.00894387j -0.0181466-0.00011476j 0.0169182+0.00504875j 0.000262626+0.00679494j -0.00442577+0.00610341j -0.0066858-0.0110682j -0.0010377+0.000247711j -0.00181286+0.0213408j -0.00774686+0.00565402j 0.000210925+0.0104525j -0.00312717-0.000524492j 0.00104011+0.0159318j 0.00468736+0.0158376j 0.0104419+0.00103421j 0.0154309+0.011363j -0.013142-0.000483507j 0.0130326-0.0259826j -0.00721085+0.00961448j 0.0105545-0.00278284j 0.0134186+0.00690933j 0.000235334-0.00062108j -0.0112069-0.00883493j 0.00316411-0.00975293j 0.0048462+0.00417122j 0.00266362+0.00765471j 0.0156772+0.00863972j 0.0118212-0.000885765j 0.00720292-0.00303207j 0.0119807+0.0126001j -0.00616273-0.00945555j -0.00565543-0.00481432j 0.0181949+0.000808251j -0.00714221+0.0126592j 0.00290305-0.0401919j -0.00886789-0.00640133j -0.00342682-0.00216348j -0.0157777+0.00330154j 0.0123155+0.00328025j 0.00172341-0.00118684j 0.0212839+0.0142488j 0.021109-0.0233491j 0.00856657-0.00915579j -0.00797466-0.0131771j 0.0175753-0.0163201j 0.0167115+0.0164497j 
0.00643191-0.015166j -0.0164372-0.00540334j -0.00347631-0.0156317j 0.013481-0.00318552j -0.0153865-0.0119705j 0.00547271-0.016279j 0.00745049+0.0111757j 0.000863072+0.00632385j 0.00531715-0.00628387j -0.0102387+0.0057323j -0.0152154+0.00483149j -0.00510931-0.0175174j 0.00402991+0.00379657j 0.000221293-0.00753191j -0.00410246+0.00892413j 0.0017251-0.00638146j -0.00715113+0.00337229j 0.0100293+0.0121828j -0.00467803+0.00118026j 0.0056938+0.00397646j 0.00608453+0.0100964j 0.00225322+0.00217945j -0.000763548+0.00132725j -0.0059866+7.18519e-05j -0.00149015+0.00570909j -0.000402774-0.0014154j -0.00479467+0.0099951j 0.00363508+0.00745235j 0.0100334+0.0102569j -0.00966762+0.0121084j -0.00429151+0.000768184j 0.000596058+0.00709912j 0.00619767-0.00710013j -0.00481679+0.00376142j 0.000485149-0.00828516j -0.0016148+0.0027193j 0.0056943-0.0119007j -0.0127921-0.00305732j 0.012731+0.00146521j 0.0106231+0.000171776j 0.000848654+0.00503785j -0.000160678+0.00401194j 0.00376914-0.00608153j 0.00494754+0.000758378j 0.00578914+0.00366452j 0.00243468+0.00605441j 0.00200276-0.00562132j 0.00237964+4.46895e-05j 0.00596031-0.00171517j 0.00888362+0.00714937j 0.0028179-0.00147326j 0.00628827-0.009373j 0.00764166+0.000719008j -0.0053209-0.00610366j 0.00624686-0.00791647j 0.00588449+0.00408882j 0.00877153-0.00779372j -0.0118151+0.0111224j -0.00793971-0.00183269j -0.00903115-0.00340419j 0.00159147-0.00356107j -0.0019911-0.00589431j 0.00360905-0.00986472j 0.00330558+0.00190827j -0.00738832-0.00014708j 0.0052021-0.00292146j -0.00129681+0.000514009j 0.0110641+0.0039194j -0.00167331+0.017119j -0.0168952+0.00971824j 0.00570083+0.0103116j 0.00719361+0.00327785j 0.0119614-0.0054107j -0.024828+8.98404e-05j 0.00230794+0.0245077j -0.00219287-0.0142621j 0.013869-0.00177095j 
0.00327074-0.000782539j -0.0019967-0.00374198j -0.00487142-0.00811618j 0.00479021-0.00768286j -0.00727725-0.00346571j 0.00497921-0.00382789j 0.00823687+0.00704283j 0.00490061+0.0034471j -0.00288785-0.00751239j -0.000305235+0.00549557j -0.0038762+0.00615586j -0.00161911-0.00388882j -0.00384661-0.00556546j 0.00754734-0.00247289j -0.00371177+0.00377552j 0.00712082+0.00658306j -0.00599636+0.0036434j 0.00893094+0.0151395j -0.00554731+0.00477594j -0.00389623-0.00257338j -0.00597647+0.0122234j 0.000723153+0.00506692j -0.0105559-0.0071717j 0.000548437+0.00395445j 0.00301262-0.00506695j -0.00415343+0.00212882j -0.000479612-0.00204913j 0.00458278+0.000385516j -0.000607954+0.00335883j -0.0122257+0.00280801j 0.00128879-0.00122983j 0.00152743+0.012824j 0.00836658-0.00427329j -0.00707336+0.00688895j 0.00661278-0.0045732j -0.00375816+0.00809878j 0.00777829-0.0030185j -0.00707095+0.000263967j -0.00351279+0.00432401j -0.00175705+0.00823199j 0.00321344-0.00146668j -0.00588262+0.0109446j 0.00146117-0.00853249j 0.00125551-0.00657691j 0.00672588+0.00331558j 0.00280648+0.0100868j 0.00608607-0.00358575j -0.00251789+0.00680202j 0.001165-0.00267342j 0.00600157+0.0116032j 0.00452591-0.001805j 0.00684831+0.00599733j 1.00557e-05+0.00442653j -0.00412928-0.00687617j 0.00814867+0.00514051j 0.00245529-0.0031226j 0.0042877+0.00691626j -0.00176+0.000234668j 0.0021071+6.94494e-05j 0.00385567+0.00187293j 0.00798861+0.00499974j 0.00385034-0.00352098j 0.0040829-0.00158061j 0.00502894-0.0058188j 0.00314793+0.00371776j -0.00443798-0.0136326j -0.000773771-0.0153895j -0.00414591-0.00858491j -0.00507498+0.011948j 0.00031657+0.00780705j 0.00121663-0.00952254j 0.00505911+0.0032266j 0.0220152-0.0176678j 0.00279332+0.00282676j 0.00702598-0.00387665j 0.00808348+0.00162934j -0.00332383+0.00810765j 
-0.0172617-0.0107589j -0.00990736+0.015687j -0.00576399-0.0137454j 0.0179094-0.0124132j -0.0029969-0.00361153j -0.00308469+0.00410207j 0.00700931+0.0123262j -0.00441237+0.0192457j 0.0233077-0.00816173j 0.0135354-0.00327001j -0.0135964+0.00969631j -0.000866815+0.00202021j -0.0152919-0.0118669j -0.00391141+0.000131752j -0.00775786-0.00190478j -0.00305558+0.00977651j -0.00338995+0.00183881j -0.00896945-0.00529072j 0.00346272+0.00535719j -0.00719677-0.00884751j -0.00505366-0.00658169j 0.00206226-0.00995996j 0.000693698+0.0102124j -0.018068+0.00108782j -0.00763646-0.00818046j 0.0139897+0.00613027j 0.0099309-0.00896484j 0.00785428+0.00817216j 0.00636686-0.00220641j -0.00708613+0.010984j 0.00362694-0.0026955j 0.011846+0.00185498j -0.00489882-0.0114325j 0.0141779+0.00794594j -0.00918175+0.00800775j -0.00416088+0.00950907j 0.0021028-0.00389071j -0.00801503+0.0248545j -0.0311804+0.00252443j -0.00403651+0.0079043j -0.00664324+0.00316506j -0.0146826+0.0113068j 0.00500272-0.0108489j 0.000413409+0.00361142j -0.00220109-0.0166572j -0.00416287-0.0139639j 0.00597426-0.00856975j 0.0121246+0.0122523j -0.0120894-0.00250327j 0.0153178-0.000701335j 0.0155642+0.00144587j -0.0121321+0.006397j 0.0168161+0.0166855j -0.0164415+0.00290647j -0.00165873+0.000976834j -0.00755747-0.0185353j 0.0198014+0.00104036j -0.00733703-0.0110654j -0.000157351+0.00117794j 0.00157406-0.00330481j 0.0033806-0.00994377j -0.00087468-0.000237399j 0.00736386+0.00598161j -0.000319859-0.0182515j -0.00146398+0.0020954j 0.0074013+0.00360873j 0.0167071+0.000686795j 0.00460664+0.00299079j -0.031783-0.009435j -0.0094757-0.0177946j 0.0116494+0.00699938j 0.0019765-0.00561072j 0.0213579+0.0186393j -0.00739287-0.00711056j -0.000814717+0.0110194j -0.011064-0.0133814j 0.0123945-0.0124433j 
0.00599409-0.00884963j -0.00984249-0.00667959j 0.00991988+0.00619568j -0.0108477+0.0079267j -0.0141757+0.00943022j -0.00451726-0.0107026j -0.00648165+0.00605919j -0.00100731-0.0154989j -0.0122654-0.0207916j -0.00186424-0.0132455j 0.0165042+0.0103393j -0.00681932-0.0133455j 0.0121196-0.00448378j -0.00311197+0.0144785j -0.0118076+0.000187405j 0.00253519-0.00549198j 0.0121299+0.000739248j 0.00470415+0.00977302j 0.00573166+0.00339204j -0.00890301+0.00766779j 0.00152967+0.00649606j 0.00566506+0.00507574j -0.00130644+0.00411848j 0.00619113+0.00765824j -0.00292446-0.0112034j -0.0067905+0.00304278j 0.00439599+0.0099875j -0.011543+0.0044759j 0.0125642-0.00264499j -0.00864676-0.00709869j 5.55162e-05+0.00159255j 0.00189897+0.005945j 0.0186672-0.00229332j 0.00454975-0.00531511j 0.0070519-0.00767318j -0.0213829+0.0115237j 0.0141365+0.00331272j -0.00811007-0.00506638j 0.00517143-0.0247774j -0.00323855-0.000831896j 0.00183945+0.0110345j 0.00785278+0.0143691j 0.00680489-0.0219266j -0.00895953-0.0146392j 0.00870752+0.0101924j 0.00196195+0.0197859j 0.0101383+0.00472943j 0.000405364-0.0077503j -0.00402227-0.00712241j 0.00671713+0.00587109j 0.000503485+0.00489488j -0.013247-0.00525741j -0.00709302+0.0076784j 0.00663837-0.0124032j 0.0211607-0.00324757j 0.0169129+0.000942j 0.00212094-0.00998038j 0.00446885-0.00369879j 0.00134896+0.00429902j 0.00688848+0.00220689j -0.00878154+0.0180127j 0.0114874-0.00330635j 0.00889878-0.0089146j -0.021555+0.00166137j 0.0101567+0.00980205j -0.00323701-0.00612412j -0.00218669-0.0132523j -0.00345258+0.00193917j -0.0131478+0.0182911j -0.0149983+0.00894326j 0.00100716-0.00890241j -0.00435314+0.00346717j 0.0149096-0.0173133j 0.00270487+0.0121538j 0.0143687-0.00868763j 0.00913456-0.00451153j 0.00367345+0.00992332j 
0.00376238-0.000269549j -0.00105713-0.0043151j -0.00465063+0.00284933j -0.0049582-0.00665106j 0.000287633-0.00178923j 0.00502753-0.00021514j 0.010697+0.00108311j -0.0015262+0.0123025j -0.00458878+0.00241566j 0.00323602+0.00571032j -0.00352567-0.00715835j 0.0059178-0.000990171j -0.011743-0.000961934j 0.00652698-0.000887585j -0.00360994+0.00345841j 0.00582893+0.00537737j 0.00845442+0.00177554j 0.00861449+0.00626169j 0.00366758+0.00116232j -0.010345-0.0075844j 0.00412763-0.00365098j 0.00708014+0.0179361j 0.00221977+0.00720124j -0.00394292+0.00386499j 0.00916977+0.000618231j -0.00482432-0.00760821j -0.0128667-0.000717293j -0.0206483+0.00509672j 0.00319794+0.0227421j 0.00124478+0.00318699j -0.0047392-0.00240728j -0.00883207+0.0102497j 0.00796363+0.00678863j -0.0156651+0.00975916j -0.00276787+0.00754908j 0.0227587-0.00837834j 0.00734788-0.00917829j 0.00167721-0.00321302j 0.0104606+0.00866475j 0.0153895-0.00288799j -0.0167767+0.00670572j 0.00777928-0.0115869j 0.00482948+0.00666707j -0.0034451+0.0141102j -0.00100511-0.00351992j 0.00395011-0.00825159j -0.00327569-0.00115993j 0.0036431+0.00238769j -0.00352503+0.0141478j -0.00626281+0.00800668j -0.00975205+0.00468764j 0.0128978-0.0206559j -0.00464932-0.000900696j -0.00282504-0.00439866j -0.00939439-0.0208594j -0.0019254+0.0203557j 0.0145348+0.0033934j -0.00441506+0.00638963j 0.0057641-0.0108823j 0.00581476+0.00377534j 0.00330959+0.00191793j -0.00244496-0.00492109j 0.00629922-0.00138537j 0.0142869+0.0201966j 0.00180069-0.000863939j -0.0115088-0.00331622j 0.0014621-0.00157139j -0.0151169-0.000570161j 0.00431582+0.00145304j 0.00429285+0.0105999j 5.36587e-05+0.00504184j 0.00788314+0.00837778j 0.0124962-0.00380444j 0.00999161+0.00179517j 0.00212794-0.00767496j 0.00295562+0.000888605j -0.00162003+0.00252624j 
0.00517189+0.00210038j 0.00227675-0.00436439j 0.00699856+0.00451939j -0.00464124+0.00885632j -0.00205143+0.00954562j -0.0112609-0.000800113j -0.00355244-0.00290811j 0.00335848-0.00800332j -0.00474263-0.00598408j -0.0070953+0.000696999j 0.00613661-0.000997973j -0.00590686-0.00230001j 0.00871824+0.00294804j -0.00299081+0.00450438j 0.0083271+0.00056561j -0.00722795-0.0145304j -0.00223486+0.000747192j -0.00593621-0.00112764j 0.00193277-0.0058833j 0.0189355-0.000825306j -0.00145143+0.00163197j -0.00563505-0.011173j 0.00368067-0.000167308j 0.00110005+0.000499998j 0.000158432+0.00808091j -0.00368922-0.00132033j -0.00210142-0.000529718j 0.0138995+0.00181101j -0.00223054-0.00857247j 0.00786929-0.00740494j 0.00294481+0.00970943j 0.00397097-5.21838e-05j -0.00559261+0.000925271j 0.0156251-0.0138344j 0.00169204-0.00801593j -0.0144243+0.0119431j -0.00952442+0.00932307j -0.00615762-0.00628919j -0.00482969-0.0063351j -0.00609927+0.00122552j 0.00884838-0.000514971j 0.0059712+0.00759327j 0.00529975+0.000837984j 0.00662488-0.0148312j 0.00699408+0.00414424j -0.0045181+0.00520562j 0.00668467-0.00213524j -0.0103599-0.000555188j -0.000204132-0.00650759j 0.000983849-0.0123449j 0.00150188-0.00299511j -0.00762883+0.00833909j -0.00836519+0.00204078j 0.00787643+0.0042242j 0.00970813+0.0145137j 0.0024306-0.00936497j -0.0138361-0.00884444j -0.00407143-0.00076049j -0.00510769+0.0089856j 0.00278619+0.00932382j -0.00223092+0.00613014j 0.00114745+0.00180804j -0.00279484-0.00728588j -0.00674976-0.0125817j -0.00312223+0.0069147j 0.0122591-0.000465273j -0.00143286-0.00298955j 0.00357567-0.000840884j -0.00231751-0.00607485j -0.00520976-0.00768656j -0.0026956+0.0026721j 0.0006141-0.000540892j -0.00511082+0.000694697j -0.00429568+0.000957189j 0.000380104+0.00324975j 0.0044368-0.000956948j 0.00150904+0.00471963j 
-0.00311294+0.00571594j 0.00420712+0.00336366j -0.000138844-0.00409817j 0.000698789+0.00275947j -0.002452-0.00196553j 0.0010465-0.0118822j 0.000365614+0.00522787j 0.00138642+0.00871582j 0.00677929+0.00827491j -0.000934841-0.0114622j -0.0071307-0.00288834j -0.00101077-0.0161719j 0.00586351+0.00145558j 0.00660814-0.0126974j -0.00762298+0.00426701j 0.00889489-0.0129823j -0.00453581-0.0111544j 4.45137e-05+0.00873024j -0.0116872-0.0215896j 0.00342058+0.00689138j -0.00577778+0.003979j -0.0207067-0.0105604j -0.000657384-0.0144091j 0.00188875-0.00649842j -0.0045703+0.00230219j 0.00306626-0.00245403j -0.00816167-0.00207048j 0.025291+0.000958594j -0.00812659+0.00245734j -0.00653542-0.000545291j 0.005236+0.0011555j 0.00542304-0.00374698j -0.0044126-0.00216808j -0.000262089-0.00275009j 0.0101108-0.00473109j -0.00692885-0.00250747j -0.00481578+0.00575504j -0.00599131-0.00193153j -0.0115428+0.0111123j -1.46455e-05+0.00947471j 0.013508-0.0146691j -0.00835608-0.00684471j -0.000934677+0.000583612j 0.0170878+0.00483331j 0.00431759+0.000859766j -0.00866004-0.00204458j -0.000174085-0.00400617j -0.0111625+0.0066066j 0.00470491-0.00211064j -0.0102966-0.00876822j 0.0111907-0.00464769j 0.00532262+0.0164684j -0.00314274+0.00160492j 0.00345456-0.00014763j -0.0168593+0.0204898j 0.000723255+0.000912293j -0.00892161+0.00114216j -0.00322683-0.012119j -0.000757285-0.00351663j 0.00516182-0.00877352j 0.00995012+0.00997062j -0.0012087-0.0038115j -0.000880559+0.00614043j 0.0144539-0.00558523j 0.00075296-0.00140367j -0.0105417+0.0146748j 0.000616229-0.00527097j -0.0083253+0.0082141j 0.00612858-0.0110942j 0.0217268+0.0024225j -0.000655092-0.00985812j 0.00417166-0.00435802j -0.00495108-0.0112607j 0.015278+0.0139812j 0.0148863-0.0140302j -0.000423285+0.00621599j -0.00721602-7.60771e-07j 
-7.06691e-05+0.00203036j 0.00133827+0.000169401j 0.000156756-0.00479079j 0.00230155+0.00131325j -9.16926e-05+0.0040476j -0.00386074-0.000473307j 0.00537243+0.000990725j -0.000963615+0.00517074j -0.00592574+0.00732765j 0.00368841+0.00245887j -0.00739433-0.00277711j -0.00259479-0.0122786j 0.000312168+0.000789265j 0.00619623-0.00437576j 0.00585726+0.00487619j 0.00372464-0.0104774j 0.00113755-0.00150993j -0.00160561+0.000244724j 0.00714136-0.000382218j 0.00975907-8.93935e-06j -0.00598952-0.000675398j -0.0104946-0.00481166j -0.00899068+0.0045374j -0.00240022-0.00322745j -0.000633795+0.0062126j -0.000792942-0.00615166j -0.00516356-0.0106123j 0.00892837+0.00164334j -0.00564151+0.00576278j 0.00186258+0.00312841j -0.00567139+0.00399643j -0.00177485+0.00489659j -0.00628441+0.00213089j 0.0053096-0.00307493j 0.00491657-0.0010762j -0.00251981+0.00642301j -0.00514943-0.00446396j -0.00445154-0.00600508j -0.00355469+0.005914j 0.00484285+0.00891218j -0.000397591-0.00818089j -0.000816101+0.00347265j -0.00296556+0.00728438j 0.0118935+0.00284086j 0.00563133+0.00169917j -0.00211894+0.00352021j 0.00087669-0.00157444j -0.00808833+0.00308713j -0.000937405-0.00274403j 0.000471945-0.00415803j 0.00275135-0.00250863j 0.0076773+0.00093091j -0.0108077-0.00362497j -0.00282024+0.00558709j -0.0054712+0.0109651j -0.00294532+0.00200336j 0.00020168-0.00427591j -0.00248123-0.008674j -0.000508024+0.000516591j -0.00727325+0.00410998j 0.0002314+0.00301745j -5.48102e-05+0.000269234j -0.00278287+0.00155442j 0.0114277+0.00513301j 0.0011046+0.00236139j -0.00291276+0.00122596j -0.000422333-0.00386367j -0.00807917+0.00181342j 0.00143074-0.0025902j 0.00715513+0.00229433j 0.000167292-0.0104019j -0.0074875+0.000512185j 0.00344678+0.000872465j 0.00121211+0.000134071j 0.00120215-0.000252576j 0.00123936+0.000866829j -0.00145692+0.0013862j 
0.0019487+0.00022025j 0.000447717-0.00192155j 0.00303741+0.00326255j -0.00270186+0.00384345j -0.00401005-0.00298583j 0.00402883-0.00584387j -0.00700173-0.0114696j 0.0111605-0.00216199j -0.0022877-0.000176928j 0.00672516-0.00188379j -0.00744161+0.00147202j -0.0019454-0.00283562j -0.00193136-0.00225381j 0.00496349-0.0104129j -0.00359335-0.00780804j -0.00816652+0.00953019j -0.00509412-0.00619531j -0.00871185-0.0100061j -0.0100551+0.0184044j -0.0284343+0.000203658j -0.00829567-0.000663928j -0.0116141-0.0125898j -0.0173952-0.0110287j 0.0123939-0.00461829j 0.00491156-0.0154638j -0.000329765+0.00646758j 0.0192423+0.00728276j 0.0270912-0.0188849j 0.00831804-0.00423094j -0.0209323-0.0209296j 0.00168554-0.0164702j 0.00541325-0.0110693j -0.00541341-0.00389098j -0.00662899-0.00134527j 3.2207e-05+0.00176002j -0.000646394-0.00601004j 0.00734342-0.00800149j -0.00103591+0.00400979j 0.0171241+0.00451255j -0.00791498+0.0110271j 0.00864565-0.014582j -0.0183398-0.0155722j -0.0116998-0.0170929j 0.00535746+0.00945184j -0.000670521-0.00280095j 0.00286425+0.0151833j -0.016541-0.00355605j 8.72039e-05+0.00235292j 0.0146384+0.000732454j -0.00368333+0.0103357j 0.00443514+0.00993683j 0.00528414-0.00330337j 0.0101806+0.00173897j -0.00763726-0.0103032j 0.00171194+0.00474542j 0.000467726+0.00691093j -0.00261732+0.0027534j 0.018002+0.00978106j 0.0125648+0.00697232j -0.00569541-0.0214623j -0.0011044-0.0138254j 0.00927502-0.00316806j -0.0181392+0.0109696j 0.000772729+0.00657308j 0.0162095-0.0101184j -0.00965363+0.00492251j 0.00249913+0.0057382j 0.015133+0.0181002j -0.00671496+0.0193712j -0.0100909+0.0105621j 0.00727023+0.0104462j 0.00922234-0.000778336j 0.00223078-0.00727691j 0.00389782+0.00145405j 0.00119565-0.00545746j 0.00316734+0.0028842j -0.00262724+0.00327818j 
-0.00147268-0.00321329j -0.00303881+0.00186982j -0.000611333+0.000246668j 0.000691777+0.000952155j 0.00249881-0.00341274j 0.00148974+0.0054006j -0.0016888-0.00345737j 0.00607946-0.00582199j -0.00449358-0.00474659j -0.0119396+0.0115859j -0.00279979-0.00382487j 0.00110102-0.00342444j 0.00370168+0.00547131j 0.00112614+0.00914703j 0.00522428-0.00715023j 0.00122832+0.00313782j 0.0102096+0.00654835j -0.0182586-0.0121718j -0.00392173+0.0232126j 0.00601925+0.00369244j 0.0101441-0.0047386j 0.0220656-0.000943984j -0.0136334+0.000527165j 0.000531739+0.00207481j -0.00186679+0.00171956j -0.00592503+0.00125439j 0.0068196-0.0162877j -0.00555996+0.00272393j 0.0080139-0.00635331j -0.000546505-0.0139082j -0.000722627-2.93252e-05j -0.00894022+0.00430349j -0.00569464-0.0151794j 0.00628675-0.00517317j -0.00272259+0.00677485j 0.00333587-0.00871118j 0.000449454-0.00237722j 0.00466469+0.00370198j 0.00582203-0.0108102j -0.00844245+0.00297077j 0.000468933+0.0078628j 0.00386831+0.000977324j -0.00906856-0.00299611j -0.0121744+0.0033402j -0.00589369+0.00216212j -0.0104766+0.00374265j 0.0113727+0.00357164j 0.00114998+0.000648198j -0.00335667+0.00600879j 0.0108882+0.00454092j -0.00337936+0.00749544j -0.00178934-0.00122562j 0.00510753-0.00982614j -0.00201103+0.00146313j 0.00499376+0.00278079j 0.00335198-0.0145734j -0.00428937+0.0024023j -0.00237147+0.00803057j 0.0103605+0.00119299j -0.0110419-0.00157261j -0.00876592-0.0139365j -0.00246713+0.0018961j -0.0115274+0.00905014j -0.00868768+0.00367595j 0.0124666+0.00875266j 0.00317655-0.00683091j -0.010796-0.00181752j -0.00585979+0.0161832j -0.0113768-0.00628911j -0.00220879+0.000900038j 0.0066004-0.0065233j -0.0116232-0.00577016j -0.00116724+0.00965964j -0.00231158-0.00221518j -0.00161445+0.00280018j -0.000675334-0.00122732j 0.00135012-0.000589202j 
