0.000442275-0.0125284j 0.00687528-0.0222963j -0.0590384-0.020629j -0.0147952-0.0099149j 0.00770378+0.013694j 0.00250303-0.0202111j 0.0437353+0.00787499j -0.00727121+0.000711566j -0.0250183-0.0251306j -0.0313611-0.00522487j -0.000914935+0.0245737j 0.0186039-0.0047702j -0.0471617-0.0159409j -0.0158919+0.00863951j -0.0339832+0.0449491j 0.0239739+0.0196309j 0.035922-0.0295956j 0.00595441+0.0220599j 0.0224508+0.0181002j 0.0196043+0.0189184j -0.00441642-0.00813856j -0.00950636+0.00259024j 0.0101001+0.00424403j 0.0103048+6.47816e-05j -0.0227789-0.002316j -0.0228873+0.00401134j -0.00671186+0.00858312j 0.0232405+0.0481213j -0.00244016-0.0201284j 0.00463319-0.0106946j 0.0164918-0.00363986j 0.00668157-0.0178442j -0.00993651-0.00710621j -0.00280838-0.00765851j -0.00853047+0.00106403j -0.00918353-0.00888268j -0.00491745+0.0144479j -0.00233863+0.00283644j 0.010475-0.00709019j -0.00166692+0.00226804j -0.0013055-0.000905583j 0.000256502-0.00045103j -0.000761283-0.0013652j -0.00522186+0.00102944j 0.00243471+0.00177629j 0.00437052-0.00162853j 0.00142315+0.00297197j 0.00382494+0.00231763j 0.0052307+0.0059444j -0.00422601+0.000583314j -0.000543891+0.00196819j 0.00202598+0.00123652j 0.00417767+0.0022036j -0.000367886+0.000837106j 0.000310577+0.00344689j 0.0014402-0.000602981j -0.0104733-0.00608171j 0.0147668+0.0021566j 0.00116773-0.0060323j -0.0137512-0.00439238j 0.00165337-0.00272306j 0.00173338-0.00225124j -0.00324874-0.00353573j 0.00181089-0.00249236j -0.000106292+0.000168609j 0.000992272-0.000119044j -0.00535428-0.00426051j 0.000943744-0.000591924j 0.00225798-0.00105464j -0.00175915+0.000178112j 0.00169372+0.00247027j 0.0010471+0.00261246j -0.000372963+0.00093723j 0.00204602+0.00114738j -0.00518099+0.000897611j -0.00573905+0.00402542j 0.00350868-0.00419434j -0.00447616+0.00283249j 0.00353605-0.000568154j 0.00137783+0.00594366j -0.00188787+0.000976435j -0.0028106-0.00399811j 0.00189429+0.00814129j 0.00182228+0.00297246j -0.000255405+0.000162769j 0.0112092+0.00836896j 0.00387791+0.000919364j 0.000426626+0.0023323j 0.0231089+0.00582507j -0.00469396-0.00219884j -0.00148358-0.00410193j 0.00179038+0.00686482j 0.00462707+0.000686535j -0.00341043+0.00618998j -0.00867178-0.00260119j 
0.0524699+0.017737j -0.0713555+0.0119283j -0.11389-0.0726434j 0.105319+0.0585332j 0.022501+0.0168249j -0.0205654-0.0438109j 0.100081+0.0348452j -0.213068-0.0440669j -0.0537794+0.072868j 0.0402197+0.0880906j -0.0283655+0.0190228j -0.0586746-0.0321908j -0.0564366-0.0505883j -0.0761908+0.00473411j 0.0274767+0.00628508j 0.0934685-0.0266302j 0.0734157-0.0338657j 0.0379062+0.0411097j 0.0143112-0.00536877j 0.0980022+0.048843j 0.00849182+0.0124848j 0.0111612-0.00291063j 0.00338392-0.00946783j 0.0131714+0.00912579j -0.00562078-0.0120916j 0.0119777-0.00848497j 0.00641107-0.00421261j 0.0637114+0.0222234j -0.0437023+0.0303335j -0.00809006+0.0230027j -0.024319-0.0121929j -0.0179953-0.00349072j -0.00245074+0.0106363j 0.0249151-0.00421468j -0.00809518+0.00333966j -0.00500615+0.0286454j 0.0200886+0.00436405j 0.0152918+0.00544145j 0.00548191-0.0125252j -0.00352647+0.000306247j 0.00678551-0.00948794j 0.0113581+0.00143382j -0.012613-0.00850206j -0.00826513-0.00404784j 0.00869842+0.0105238j 0.00351677+0.000623828j -0.0032959-0.0145843j -0.00514885-0.00539388j 0.00495045+0.000334707j -0.0108798+0.0113646j 0.00948512+0.011957j -0.000714703-4.40866e-06j 0.00222463-0.00272478j 0.0156804+0.00273885j -0.000680939-0.00644174j -0.00555778-0.00153238j -0.019358+0.00297273j -0.00686999+0.00629747j 0.00353948-0.00492751j 0.00118038-0.00493821j 0.00792286-0.00136588j 0.000950913-0.00100929j 0.00227376-0.00143725j -0.00186158-0.00182659j 0.00330167+0.0100039j 0.00422645-0.000793077j 0.00432986-0.00486891j -0.00447003-0.00945702j 0.00716279-0.000263492j 0.00153086+0.00952236j -0.000663985-0.0017039j 0.00284863-0.00445874j 0.000402592+0.00417293j -0.00118394+0.00149202j -0.00762072-0.00620676j -0.00730203-0.00303892j 0.011029+0.00619475j -0.00975485-0.000905466j 0.00561713+0.00268421j 0.00433956-0.00285749j -0.00132784-0.0049406j 0.000890854-0.00422329j 0.00524844-0.00389022j -0.000914027+0.00147884j 1.80315e-05+0.00460733j 0.00356493+0.00722714j 0.00234103-0.00331231j -0.00835546-0.00504171j -0.0121457-0.00230149j 0.00406145+0.0156811j 0.00307241-0.00645755j 0.000809435-0.00205572j -0.00307101-0.00540827j -0.0120779+0.0033642j 0.00614992+0.00777208j 
-0.0917408-0.0705301j 0.0171423-0.0556755j 0.0364938+0.061108j -0.0993562-0.0594709j 0.0284747+0.0140992j 0.0344907-0.00153865j -0.0238016-0.0672713j -0.00177348+0.0330903j 0.034242-0.047682j 0.00152621+0.0613696j 0.12614-0.0451559j 0.0128635-0.037218j 0.113181-0.0958494j 0.0238186-0.0817503j 0.0658543-0.00780755j 0.025796+0.0323099j -0.0402264-0.102682j 0.0821078+0.0949304j -0.00725012+0.00647729j -0.0303419-0.0162224j 0.0153463+0.0394361j 0.00594519+0.0376606j 0.0200988+0.0035556j -0.0187307-0.00962181j -0.030282+0.0112313j -0.0280355+0.00741904j -0.00570786-0.0120795j 0.0161284-0.0955887j -0.0041823+0.00755484j 0.00843811-0.00729307j 0.0122305-0.000469156j -0.00270507+0.0307141j 0.00192942+0.0206451j -0.0171403-0.0384924j -0.0176113+0.00102023j 0.00432547+0.00102254j 0.00126649+0.0111791j 0.0136676+0.0086945j 0.00658251-0.0113898j -0.00261146+0.00836137j -0.00491402-0.00306956j -0.0060761-0.00319175j -0.00420553-0.00351424j -0.00855093+0.0070746j -0.013914+0.00432856j 0.000328166+0.000604592j -0.00801599-0.000670959j -0.00663583-0.000322153j -0.00126203-0.00483653j -0.00552301+0.00786559j 0.00262085-0.00115433j 0.00333768-0.0064935j -0.000921492-0.00285989j -0.00539876-0.0122577j 0.00269453+0.00274465j -0.00336375+0.005408j 0.0123594+0.0144524j -0.00151053-0.00157908j -0.00119816-0.00583373j 0.0043893+0.00465885j -0.00143644-0.00718895j -0.00212035-0.00775496j 0.00127419-0.0110506j -0.00441108-0.00307322j 0.00030374-0.00367323j -0.001324-0.000235886j 0.0135826+0.0057964j -0.0090482-0.00188574j 0.00536695+0.00859044j 0.000698073-0.0050544j -0.00230382-0.00158558j 0.000789419+0.000518521j 0.00643448-0.0108962j 0.00527884-0.00756579j 0.00125426+0.00535463j 0.00120165+0.00694911j 0.00700674-0.0229084j 0.00551784+0.00499579j -0.00387619-0.00410966j 0.00566882+0.00559313j -0.00770202+0.00397128j -0.00942209+0.00744213j -0.00551549-0.00199113j 0.00129019-0.00250826j 0.00448059-0.00448424j -0.00785916+0.00027972j 0.00205499-0.00662097j 0.00853191+0.0144729j 0.00644169+0.0043767j 0.00630966+0.00897846j 0.00164252-0.00708373j -0.00443424+0.000411283j 0.000830325-0.00296406j 0.00712172+0.0122408j 0.00297959+0.00163021j 
0.033233+0.0299908j 0.0477668-0.0183647j -0.11992+0.0211301j -0.0484191+0.0360607j 0.0327983+0.0258874j 0.0171808+0.0027561j -0.0876194-0.0382573j 0.00595812+0.0973781j -0.0576554-0.0212984j 0.0888426-0.163105j 0.0410993-0.117508j -0.036252+0.0911393j -0.0295841-0.0471841j -0.168697+0.0951576j 0.0533013-0.0738266j 0.107815+0.0954487j -0.0311879+0.0541701j 0.00941014-0.0174418j 0.0504911+0.0143211j -0.00354841+0.0475968j 0.00799291-0.0178299j -0.000110747-0.0244818j 0.00524214+0.02011j -0.00402542+0.00533477j -0.00675864-0.0126735j -0.0118527-0.0311385j 0.0167621-0.0158614j 0.115555+0.0350668j -0.0258346+0.00237453j 0.00972808+0.0320413j 0.00215898+0.0158147j -0.00508371-0.000378798j 0.00244439-0.00902957j -0.00970305+0.00966049j 0.00948576-0.0107807j 0.00544691+0.00190954j 0.00487216-0.00070076j -0.00383641-0.0051017j 0.00852413+0.0229079j 0.00105082-0.00391912j -0.00435079-0.006144j -0.00971801+0.00705833j -0.0118215+0.00443283j -0.00125366+0.00102994j -0.00364841-0.00795612j -0.00095686-0.00820983j 0.00769744+0.0096285j 0.0171653-0.0131012j -0.003514+0.00822709j -0.00969716-0.00355031j -0.00394008-0.00995076j -0.00335608-0.00181729j -0.00259917-0.00377891j -0.00150948+0.00809364j 0.000728653+0.00244775j 0.00106996+0.00418771j -0.0186862+0.00646481j -0.0220744+0.016593j 0.00786766-0.00237148j 0.00582484-0.00226927j -0.000402269+0.0020414j 0.00166809-2.77847e-05j 0.00136546+0.00748069j -0.00169699+0.00241687j -0.00155979-0.00150377j -0.00396473-0.00281971j -0.0040061+0.00707821j 0.00837468-0.000377819j -0.0106601-0.0110757j 0.000559004-0.00824792j 0.0158198+0.00714962j 0.00580213-0.00142701j 0.00313256-0.0115533j -0.00100843-0.010135j 0.00187627+0.000526739j -0.00118674-0.00265043j 0.00912878-0.00852189j -0.00789968+0.00396701j -0.000658924+0.00143929j 0.019824-0.00145696j -0.00400909-0.00232528j 0.00800466+0.00246922j -0.000679885-0.0013309j -0.00449499-0.00365183j -0.00235843+0.00058349j 0.00214916+0.0158817j -0.00271257+0.00247588j 0.00248263-0.00735643j -0.00172196+0.00802049j -0.00301054-0.00749905j -0.000757921+0.00144648j 0.00236789+0.00239028j -0.00849591-0.000488335j -0.0049012-0.0092513j 0.00356223-0.00312137j 
-0.0733043+0.0503758j 0.0239801+0.156525j -0.0328539-0.210716j -0.0864719-0.0506976j 0.0710168+0.0126087j -0.0602914-0.0138311j -0.0174541+0.0576016j 0.0553095-0.116946j -0.00571596-0.0279418j 0.0184203+0.105697j -0.0222843-0.144489j 0.0156786+0.101372j 0.0450665+0.15182j -0.0968219-0.0508747j 0.0167839+0.0383343j 0.0843244-0.0219003j -0.0838359+0.151696j 0.0631253-0.135779j 0.0473945-0.0341577j 0.05019+0.0466612j 0.00869722-0.0266625j 0.0138851-0.014984j 0.00518595-0.0449245j -0.000235832-0.0395748j -0.0197328+0.117865j 0.00576048+0.0878855j 0.00870277+0.0677834j 0.0534683-0.0459597j -0.0129355+0.00151363j 0.0046828+0.016487j -0.00406146-0.0695356j -0.00322424-0.00446414j -0.000379791+0.00606406j 0.0129905+0.050396j -0.00283338+0.0328971j 0.00317118-0.0025735j -0.00242893-0.0130511j 0.025263-0.00129473j -0.0109642-0.0629687j 0.00165836+0.00359131j 0.00677188+0.0361442j -0.00368501-0.00430883j -0.00963335+0.0020619j -0.00792802-0.0100629j -0.00982077-0.0137159j -0.00405511-0.00871988j 0.00658642+0.0129231j -0.000506842-0.00819377j -0.00341901-0.0245505j 0.00638605-0.00250134j 0.00311981+0.00142949j -0.00317837-0.00475947j -0.000224684-7.92963e-05j 0.000297016+0.00307805j 0.00171404-0.000534948j 0.000196046+0.00282926j 0.000466051-0.00902693j 0.00840197+0.0156656j -0.00605683-0.0105219j -0.0036833+0.0168167j 0.00405144+0.00450807j -0.00375452-0.000858419j -0.012483-0.00591123j 0.00388861+0.00752799j -0.00223123-0.00204383j -0.0118114-0.00353147j -0.00869343-0.00821105j -0.00252926-0.00309369j -0.0129515-0.00603854j -0.00917516-0.0021512j 0.00709041+0.000256377j 0.00285601+0.00143352j -0.0053041-0.00301532j 0.00100536-0.00123025j -0.00412768+0.00239916j -0.0143484-0.000542314j -0.000291486-0.000704495j 0.00632286-0.000340853j 0.00412622-0.00230471j 0.00527303-0.00173813j 0.00140015+0.00713905j -0.000637193-0.00351835j -4.85025e-05+0.00985552j -0.000615895+0.000345333j -0.00290428+0.00230713j -0.00291242-0.0147305j -4.87218e-05+0.00288005j 0.00513654-0.00574226j -0.00768902-0.0160549j -0.00152098+0.000973776j 0.0145577+0.000256737j -0.0158959-9.32681e-05j 0.0111735+0.00239231j 0.00558399-0.00521499j 0.0113029+0.00507938j 
-0.00715007+0.0324372j 0.0360103+0.0217218j 0.0112562+0.0437206j 0.0313929+0.0359602j 0.00123385-0.0452982j -0.0660022-0.149846j -0.0898116-0.0592639j 0.0134813+0.130092j 0.067812+0.017321j 0.00810838-0.0431993j -0.167786-0.00986986j 0.00871786-0.0391451j -0.204299-0.184116j -0.0355844+0.177651j -0.129033+0.0773118j -0.0857856+0.115102j -0.0616231-0.00879176j 0.0167791-0.0407237j 0.0331335-0.0843618j 0.0366088+0.0707625j 0.0171964-0.022955j 0.0104808+0.0200484j -0.0254951-0.0459805j 0.00786162+0.00200139j -0.0422043-0.00478956j 0.00193887-0.0186822j -0.0144194-0.0109916j -0.0189094-0.0793458j 0.0155729+0.0275575j -0.0240762+0.00786537j -0.00456868+0.0153983j 0.0119887+0.0418401j 0.00466239+0.0078539j -0.0160558-0.00444727j -0.00429055+0.00910451j 0.00323029+0.0133516j -0.0116048+0.00100648j -0.000105471-0.00577661j -0.00363044+0.00496287j -0.00098897+0.00171262j 0.00201592-0.000131434j -0.00120023+0.00456524j -0.00260158-0.0115286j 0.00867345+0.0108745j -0.00469986+0.00595988j 0.00152523+0.0122969j -0.00505588-0.00295838j -0.00448127+0.00448109j -0.000695136+0.00364977j 0.00251365-0.00814034j -0.00273487+0.0253236j -0.0118233+0.00717303j 0.00110106-0.00343455j -0.0146746-0.00627793j 0.00130948-0.000725511j 0.0024423+0.00862868j 0.0235361+0.00286482j -0.00402057-0.000746932j 0.00146389+0.00685499j -0.00237065-0.00741173j -0.00256626-0.00181009j -0.00353431+0.00260635j -0.00526938-0.00195285j -0.00411943+0.000893822j 0.00303354-0.00672609j -0.00409352-0.00533218j 0.00477009+0.000163267j -0.0137811-0.00216274j -0.00202139-0.00271391j 0.00810032+0.00677352j 0.00358946+0.00521909j -0.00488672-0.00246861j -0.0145517-0.012311j -0.00456188-0.012647j -0.0100314-0.00537368j -0.00183534-0.000160702j 0.00171139-0.00994115j -0.00399211+0.00102158j 0.00752089+0.00339782j -0.00080029+0.00615175j -0.00195622+0.00187684j -0.0110712-0.00438479j -0.00413897+0.000629749j 0.000446501+0.00149882j 0.00152966+0.00101628j 0.00311696+0.0100128j -0.00304603-0.00677904j -0.00206238-0.0110293j -0.00457109+0.00525851j -0.00854451-0.00319954j 0.00344199+0.00306469j 0.00469823+0.000609704j -0.00651709-0.00771242j 0.000270793-0.011922j 0.000558343-0.0027082j 
-0.0192286+0.0686755j 0.0114804+0.110174j 0.0261511-0.161441j -0.0260432-0.0363845j -0.0646681-0.0491632j 0.0627766-0.0155425j -0.103442-0.018809j -0.101405-0.0441024j 0.00837475-0.0195577j -0.131328-0.058531j 0.0646079+0.026548j -0.085282-0.0918837j -0.12854+0.0337405j -0.0788725-0.0511j 0.0378717-0.0151108j -0.106808+0.0777248j -0.0695624-0.0680268j 0.024345+0.0530678j 0.0126035-0.00706061j -0.0511385+0.0278289j 0.0330401-0.0101698j -0.0171788-0.00300394j 0.0079591+0.0165757j 0.0115452-0.00993781j -0.00756091-0.0159541j 0.00307596-0.015386j -0.0314224+0.00127331j -0.024177-0.0257094j -0.0051322+0.0172106j -0.00455313+0.0143692j 0.0250487-0.0274629j 0.00661283-0.00394653j 0.00674552-0.00630481j -0.00890512-0.000715832j 0.00354459+9.01594e-05j 0.00570916-0.00623915j 0.000806535-0.00276043j 0.00340525-0.00557154j 0.0107497+0.00369279j -0.00133536-0.00445392j -0.0101924-0.00418434j 0.000200512-0.00748108j -0.000178921-0.00232347j 0.00913247-0.0175722j -0.00317831+0.014336j 0.00749199+0.00012064j -0.00939725+0.00941178j -0.00715467+0.00723597j 0.00871221-0.00954074j -0.00174232+0.0185068j 0.0147651-0.0207566j 0.000494558+0.0019108j -0.00287805+0.00422648j 0.00049081-0.0268264j -0.000493625+0.0120553j -0.00424735+0.0108221j 0.00371522+0.00390846j -0.000221397+0.00262331j 0.00109778-0.00079196j 0.00164275+0.00295235j -0.00335226-0.00156837j 0.00730599+0.00690259j 0.00272827+0.00517304j -0.00311442-0.00307001j -0.00157224+0.000999119j 0.0138418+0.000494045j -0.00161623-0.00494703j 0.00662494-0.00556923j 0.0137008+0.00852128j -0.000217155-0.00134964j -0.000431969-0.00249444j 0.00769763+5.53228e-05j 0.00974943-0.00536418j 0.00828201+0.000180442j 0.00733341+0.00169128j 0.0153873-0.00212462j -0.00206337-0.00260167j 0.0034215-0.00153585j -0.00518028+0.00430466j 0.00401439+0.000263366j -0.011107-0.00168789j 0.00619615-0.000453626j -0.0125489-0.0137418j -0.00370997-0.00763618j -0.00174033-0.00111524j -0.00272502-0.00722619j -0.0029615+0.000938172j 0.00987997+0.00325243j 0.00987925-0.00261545j 0.00859324+0.00252165j -0.00411751+0.00137983j -0.00106411-0.00480417j -0.00309048-0.0039217j 0.00625457-0.00127039j -0.0013428+0.00380536j 
0.0592334-0.00598547j -0.0125415-0.0484098j -0.0112728-0.000415912j -0.00524127-0.0191654j -0.0166791+0.0687414j 0.0178878+0.0666042j -0.0479883-0.1281j 0.0140055+0.0618047j -0.0894774-0.030503j -0.0126287+0.032955j -0.173028+0.0812484j 0.0718826+0.0042831j -0.0576463-0.0658487j 0.0121288-0.0792594j 0.0244538-0.0286098j -0.132082+0.111727j -0.0289138-0.0365385j -0.0042666+0.0782288j 0.0250709+0.0617013j -0.0983999+0.0420597j -0.00438963+0.0254368j 0.00776546-0.00746301j 0.018644-0.000267631j -0.0074801+0.01938j -0.00755382-0.0142515j 3.1409e-05+0.0121629j -0.00824377+0.0461393j 0.0133921+0.295255j -0.0241865-0.046978j 0.00734963-0.00556146j 0.000262652+0.00959469j 0.00185485-0.0154937j 0.00734107-0.0242013j -0.0284426+0.00058642j -0.0024372-0.00217572j -0.00687912-0.0132013j 0.018743+0.000658021j -0.0137175-0.0011712j -0.00894218+0.00456272j 0.00662103+0.000321883j -0.00573946+0.0151008j -0.00121881+0.00264432j -0.00790091-0.0203826j 0.0160556+0.00160053j -0.00337809-0.000633882j 0.00106914+0.00630857j -0.00340944-0.00591911j -0.00728544+0.0037592j 0.00968158-0.002854j 0.00816117-0.00255658j 0.00258192+0.0180361j -0.00046954-0.0012029j 0.00444676+0.00303427j -0.00833622-0.00588223j 0.00369306+0.00133721j -0.00511458-0.00296263j -0.00145601-0.00861932j -0.000715709-0.00523709j -0.008519-0.000966017j 0.00190116+0.00584871j -0.00671049+0.00176692j 0.00252596-0.0101384j 0.0035908-0.00577982j -0.00199919+3.77245e-05j -0.00261298-0.00616413j 0.000494822-0.0015532j 0.00751267+0.0072227j 0.00487615+0.00280429j -0.00340249-0.00394706j -0.00401834-0.00317617j -0.00323885-0.0148998j 0.00214169-0.0268149j 0.000395715+0.0016847j 0.00151481-0.00535339j 0.00511836+0.000349452j 0.00141286-0.00579173j -0.00256215-0.0130331j 0.00694473+0.00229505j -0.0028354-0.000183228j -0.00520092+0.00225103j -0.00328703+0.0038958j -0.0013254+0.000815982j 0.000903296+0.00273327j 0.00211342-0.000362672j -0.00287721+0.00102418j -0.0102415-0.00551976j 0.00124822+0.000502213j 0.0124592-0.000900862j 0.0077088-0.00978313j 0.00535443+0.00715393j -0.00431821-0.00310818j 0.000768075-0.00131874j 0.00661134-0.00444141j 0.0148288-0.00579632j -0.00486207+0.00381368j 
-0.0147675-0.0045587j 0.0751647-0.0509552j -0.0319725+0.0338964j -0.0379508-0.012292j 0.0400602+0.0261831j -0.0472617+0.0350362j -0.0417947-0.0712134j 0.0145312+0.073915j 0.0828611-0.0292065j 0.0908665-0.0136562j -0.0986807+0.0299331j 0.0609832-0.0344244j 0.0699531+0.0278652j 0.0135317-0.128378j -0.0166424+0.00485779j -0.111407+0.0804264j -0.0797386-0.0417624j 0.0356671-0.00978334j 0.030647+0.0291158j -0.0365988+0.034772j 0.00610798-0.00785663j 0.00854335-0.0050344j -0.0191605-0.0123706j -0.0244619+0.00707826j 0.00115424+0.0380985j 0.0153735+0.0227751j 0.0258642+0.0385302j 0.0643529-0.0541165j -0.0130584-0.00457386j -0.0103084+0.0057796j -0.018155+0.00171253j -1.98642e-05-0.00237525j -0.0115766+0.00921729j 0.0195643+0.0279504j 0.0213983+0.0165016j 0.000745443+0.00283724j 0.001291+0.00431015j 0.00525963-7.32231e-05j 0.00011397-0.0066678j -0.00474159+0.000287104j -0.00254702-0.000490529j -0.00346218+0.00508111j -0.0105455+0.00171015j 0.00291577-0.00673871j 0.00675988-0.00108343j -0.00922991-0.00279019j 0.00631-0.00314363j 0.0059131+0.000947636j -0.00463399-0.00149606j 0.00452332-0.0104397j -0.00954491-0.00374463j -0.00584344+0.00220751j 0.000828202+0.0102975j -0.0100265-0.0126504j 0.00454049+0.00539726j 0.00524576+0.00240011j 0.0065744+0.0173424j 0.0129461-0.00698904j -0.00786653+0.00573738j 0.000769669+0.00827586j -0.00315621-0.0074445j -0.00232871-0.0101976j 0.00491048-0.000432782j -0.00206969+0.000345468j 0.00314804+0.00473048j -0.00494149+0.00029539j 0.00729418-0.00132209j -0.00690452+0.0023651j -0.00148595-0.000868247j -0.00208923-0.00325392j -0.00227558-0.00322839j 0.00170644-0.00122022j -0.00523893+0.00337274j -0.00233206-0.00177614j 0.00394968-0.00304291j -0.00873916-0.00787623j 0.00822214-0.00463954j -0.00160291-0.00815538j -0.00191066+0.0021829j -0.00406207-0.00515734j 0.0055089-0.00420981j 0.00428489+0.000766481j 0.00373037-0.0038018j -0.00155956-0.00152719j 0.00221234-0.00278728j -9.32015e-05+0.00364879j -0.00114725+0.00255546j 0.00418865-0.00389746j -0.00368194-0.00434336j -0.00166102+0.0101067j 0.0034193-0.00250049j 0.000809784-0.00335421j -0.00123495+0.000454081j -0.00171757+0.00159572j 0.0072194+0.00958704j 
-0.0352646-0.0522665j 0.0876199-0.0205709j -0.0913372+0.0898707j -0.11604+0.0363411j -0.0222319+0.00924497j 0.0331227-0.0447813j 0.095781+0.0200651j -0.0127453+0.0182562j -0.0506269+0.0836232j -0.00599528+0.026709j 0.111139+0.156266j -0.0908818-0.0585382j -0.0111981-0.0177011j -0.22863-0.0494927j -0.090259+0.0148252j -0.0407138+0.0262983j -0.0912682+0.00445892j 0.00128695-0.0583692j 0.0648183-0.0074129j -0.0358319+0.0664043j 0.0100289+0.00946069j 0.0212099+0.00866531j 0.0228698-0.000980937j -0.00580113+0.0133101j -0.00632991+0.0264457j -0.00943431-0.00276671j -0.00561124+0.014348j 0.0517329-0.0690914j 0.00690493+0.0315521j -0.0131309-0.00755233j 0.000294544-0.00983319j -0.0113542+0.0233698j 0.00281939+0.00231199j -0.0167726+0.015577j 0.00226771-0.000755469j 0.00153722-0.00641277j 0.00231572-0.00912098j 0.0067277+0.000706822j 0.00158357-0.000747978j 0.00321161+0.00700691j -0.00343803+0.00684838j 0.000645651-0.00423356j 0.0152593-0.0193218j -0.00324388+0.0174703j -0.0042685-0.00391313j -0.000216275-0.00270195j -0.00585441+0.0133031j -0.0193146+0.00155868j 0.02141+0.0016322j -0.00362325+0.0028868j 0.0144408+0.00414762j -0.00132443-0.0151983j 0.000330558-0.00309905j 0.0088964-0.00617589j 0.001886+0.00308648j -0.00507939+0.00368088j 0.00506957-0.00375788j 0.00914813-0.00521294j -0.00521864+0.000829767j -0.0033385+0.00359387j -0.00445782-0.000434455j 0.00233049-0.0013548j -2.37237e-05+0.00236774j -0.000710626+0.000185685j 0.00211959-0.0101738j 0.00329729+5.39137e-05j -0.00909179+0.00203961j -0.00865647+0.00810056j 0.00723817-0.00267087j -0.000734819-0.00227366j -0.00309096+0.00817882j -0.00231396+0.00894281j -0.00803173-0.0067059j 0.00447332-0.000517021j 0.00632473-0.000292356j -0.00468908-0.001549j 0.00664836+0.0120238j 0.0169951+0.000935011j 0.0027425-0.00358408j -0.00892437+0.00101841j -0.00527607+0.0034906j 0.00653418+0.00288465j -0.00354835+0.00761308j -0.00152984+0.00269167j -0.00147054-0.00132225j -0.00121211+0.00105006j -0.00259154-0.000733617j 0.00887301-0.00223709j 0.00371814-0.00308157j -0.00643903+0.00756826j 0.00572213-0.0013528j 0.000978368-0.000195341j 0.000816762-0.00230705j 0.00659156-0.00823135j 0.00120297-4.48394e-05j 
-0.0329038+0.0105548j -0.0501446+0.140666j 0.0826405-0.0420995j 0.112131+0.000529247j 0.0835633+0.0119176j 0.0402391+0.0458825j -0.0524399-0.0609848j -0.0112341+0.0641097j 0.176626+0.172498j 0.247147+0.133093j 0.0579936+0.0532052j 0.004169-0.0480641j -0.0540897-0.0219968j -0.0443172-0.138449j -0.000199661-0.125338j -0.0543526+0.0345736j 0.0705032+0.0287556j -0.0112081-0.0290925j 0.00318147-0.0216745j 0.0311268+0.0248998j 0.0468314+0.0243061j 0.00540056-0.0142754j -0.0108709-0.0129524j -0.0139955-0.00356257j 0.0280597-0.0354769j -0.0107527-0.000971345j 0.0127455-0.0355414j -0.0900314-0.0115351j 0.010487+0.0143004j 0.00153958+0.00532298j -0.0358408+0.00476569j 0.0153288+0.0147985j 0.0201975-0.00413859j 0.00688563+0.0148048j 0.0112358-0.0148221j 0.0225807+0.0114988j -0.0253616-0.0174438j -0.00458583-0.0181403j -0.00696815+0.0184707j -0.0074207-0.0106446j -0.00346906+0.000312955j -0.00559237+0.00278413j -0.00871325+0.000609579j -0.0213177-0.00596502j -0.000580037-0.00312615j -0.00962757-0.00149911j -0.00696406+0.00419914j -0.00997899-0.0103351j -0.0116537+0.00340893j -0.00149282+0.00484852j -0.00761851-0.00524559j -0.00211743-0.00521583j -0.00782073-0.00313776j 0.0191671+0.00147129j -0.00357293-0.00212185j 0.00141263+0.0014803j -0.00360124-0.00873391j 0.0027531+0.00332763j -0.00110828+0.0092096j 0.00323246+0.00142049j 0.00108208+0.00434519j -0.00187216+0.010057j -0.000231463+0.010769j -0.00251751+0.000728443j -0.00199244+0.00121648j 0.00364818-0.00366641j -0.00214896+0.00575083j -0.00188744-0.00140732j 0.0131147+0.00182964j -0.0028693+0.000765482j -0.00688069+0.00973285j 0.00123104+0.00695749j -0.00273694-0.0124119j 0.00286029-0.00672022j 0.00117142-0.00226298j -2.26903e-05-0.00429676j -0.0159088+0.00183428j 0.00843242-0.00717809j -0.00350771+0.00367659j 0.00187773+0.00496156j 0.00180559+0.00225821j 0.0163741+0.00500167j -0.000502036-0.00554956j -0.00440077-0.00686093j 0.00314038+0.000715155j 0.0014069+0.00322288j -0.00445742-0.000682255j 0.000421422-0.00467418j -0.0083313+0.00861307j -0.00162935+0.00832084j 0.00171722-0.00163356j 0.00408038-0.00397853j -0.00604182-0.00232328j -0.00478079-0.00832727j 0.00488576-0.00269729j 
