-1.78715e-16-0.00889254j 7.91202e-16+0.0207406j -5.75646e-18-0.00606105j -9.36194e-19-0.00787991j 1.31259e-17-0.00814609j 7.07165e-18-0.004158j -1.79012e-17+0.00728726j -2.18553e-17+0.00495662j -1.45706e-17+0.00334534j 5.1945e-17-0.00935719j 3.36387e-17-0.00153877j -2.828e-17+0.000862615j 1.0178e-18+0.0133097j 1.98749e-17-0.00759461j 3.9049e-16+0.00320286j -4.90301e-15-0.0142237j 1.21745e-16-0.00809799j -5.5548e-17-0.000442243j -1.55372e-17-0.00139647j -6.89445e-17-0.0101301j -2.42268e-17-0.00959449j 4.61052e-18+0.00472299j 1.24294e-15-0.0115098j 1.10934e-16+0.000242356j 4.6719e-17+0.0119075j -1.66972e-17+0.00688649j 4.12682e-17+0.000698783j -6.65061e-16-0.00307254j -3.49206e-14+0.0104113j -1.58024e-16+0.000441843j -1.49413e-16+0.0151243j -8.6997e-17+0.00494478j -1.1761e-16+0.00445313j -4.23769e-17-9.69345e-05j 2.65328e-16-0.015572j 7.84089e-17+0.000552176j 3.40464e-17+0.0031823j 3.42831e-16+0.00393424j -1.13126e-16-0.00500442j -1.30293e-16-0.00974953j 2.59897e-16+0.00857088j 5.97688e-17-0.00382526j 5.81659e-17-0.0061001j 5.33523e-17-0.0120108j -4.41214e-17-0.00857787j -1.32407e-17-0.00171737j 1.37669e-17-0.00166513j 3.76532e-18-0.00181556j -1.91566e-17+0.00468523j -3.27555e-17+0.00821691j -1.24789e-17+0.00550766j 8.81462e-18+0.000548805j 2.41455e-17+0.00218924j 3.5828e-18+0.0143055j -4.17737e-15-0.0196089j -9.0345e-16+0.006681j 
4.69267e-17-0.000696794j -1.66902e-16-0.00595763j 7.94552e-18-0.00425678j -1.56153e-17+0.011011j 3.36583e-17-0.00169386j 8.95449e-18-0.00639621j -1.17554e-17-0.00411194j 5.7451e-17-0.015084j 3.59935e-17-0.000990901j -1.10643e-16+0.0117627j -9.96097e-18-0.00584146j -8.7622e-17+0.00146848j 6.8039e-17+0.00549752j -3.56883e-17-0.00845716j -8.10416e-17+0.00742231j 1.02952e-15+0.00358356j 3.19282e-17-0.00534502j 2.58343e-17+0.00793432j -1.11471e-16+0.00425077j 4.99934e-17+0.00882578j 3.48447e-17+0.00623885j -1.07589e-17-0.00586985j -2.02566e-15+0.0188926j -4.99418e-16+0.00707018j 8.99616e-18-0.00115131j 8.70845e-17+0.0107488j -1.4592e-17+0.0111403j -5.32517e-16-0.0182322j -3.32313e-14+0.0102194j -1.44321e-16-0.00574405j 4.98804e-17-0.0087727j 1.58455e-16-0.00540896j -2.41977e-17+0.000531469j -1.48232e-16+0.00437703j 8.26226e-17+0.000912549j 8.41383e-17-0.010839j -4.08946e-17-0.00293725j 1.57683e-15+0.0225374j -6.54539e-16-0.00366853j 4.88034e-17+0.00620175j -2.67506e-16-0.00580882j -1.47583e-17-0.00177094j -4.72721e-17+0.00423371j -3.99795e-17-0.00908312j -4.87728e-17+0.0024114j 2.37179e-17-0.00820922j -1.22402e-16+0.00793823j 5.84538e-17-0.00709515j 6.02466e-17-0.0177729j -2.14297e-18-0.00560356j 1.57399e-17-0.000391223j 3.19002e-17-0.0041258j -4.49403e-18-0.0136029j -2.47134e-17-0.000346436j 1.42422e-15+0.00563219j 2.97474e-16+0.00330656j 
6.20941e-17+0.00604177j -1.17906e-16-0.00540576j 6.29719e-17+0.00554824j -1.18672e-16+0.0102254j 6.23434e-17-0.00383235j 6.53883e-17-5.77814e-05j 3.19354e-17+0.00854373j 1.79219e-16-0.00627573j 7.79857e-17-0.00764877j -2.39095e-16+0.0195879j -5.28848e-17+0.00219725j -5.54164e-17+0.0016646j 1.85088e-17-0.0167557j -2.08976e-17+0.00668401j -2.23514e-17+0.00671729j -4.69861e-16-0.000611305j 4.88786e-17+0.00131329j -3.64502e-17+0.00694891j -1.86354e-16+0.00586679j 1.34862e-18+0.00442542j -8.94092e-17+0.00602926j 7.75206e-17+0.00244383j -9.33371e-16+0.00791586j -6.71475e-16+0.00827238j 9.15316e-17-0.00827426j -1.30927e-16-0.0142973j -7.4587e-17+0.0128463j -5.41877e-16-0.00779233j -4.24627e-14+0.0127185j -3.73519e-16+0.00750112j 2.75076e-17-0.000420787j 1.42461e-16-0.00461436j 3.04923e-16-0.0090112j -1.36738e-16-0.00472708j -5.26744e-17+0.00343405j 1.151e-16-0.0013925j 2.63976e-17+0.0020171j 4.64229e-16+0.00789995j -2.32641e-16-0.00197292j 9.62941e-17+0.0111348j 2.07093e-16+0.00412608j -6.89253e-17+0.00810818j -1.29071e-16+0.00986242j -1.02646e-16+0.0146402j 2.55238e-18+0.00855187j 4.37032e-17-0.00435372j -2.22528e-16+0.0129868j 9.31661e-17-0.00611718j 1.69125e-16-0.00695911j 2.05079e-17+0.00741215j 2.8633e-17-0.00476009j 4.2333e-17-0.0105534j 1.19046e-16-0.0071461j -1.80026e-17-0.00723265j 7.50338e-16+0.00452996j 1.40351e-16-0.00340146j 
-4.8321e-17-0.00527743j 8.08662e-17+0.00150579j -3.92189e-17-0.00724015j -2.89058e-17-0.000339347j 2.53084e-17-0.00347814j -7.91471e-18-0.00330645j -4.96524e-17-0.00250558j 1.99181e-17-0.00314967j 2.90269e-17+0.00129907j -5.2545e-17-0.00390443j 5.17235e-18+0.000449453j -4.19783e-17+0.00291115j 3.95299e-17+0.00661315j -3.15242e-17-0.00150824j 7.15924e-18+0.000789711j -3.44514e-16-0.0011031j 4.11957e-17-0.00750513j -5.65364e-17-0.00178536j -6.40468e-17+0.00280675j -1.77739e-17-0.00262417j -4.30216e-19-0.00137704j -5.72905e-17-0.00328813j 3.67291e-16-0.00374243j 3.46887e-17+6.85595e-05j 2.93302e-18+0.00307338j 1.16715e-16+0.0114834j -3.34266e-17-0.00300956j -5.44925e-17-0.0039416j -5.26229e-15+0.00159783j -1.1938e-16+0.00114511j -4.74062e-17+0.00462802j 1.52888e-17-0.00122509j -4.64409e-17+0.00149766j -3.22123e-17+0.00840574j 8.55064e-17-0.00339608j 1.20216e-17-0.00389298j 2.45224e-17-0.00416821j 2.2095e-16+0.00219642j -3.89632e-17-0.0036038j -1.02399e-16-0.00611666j -1.30989e-16-0.00247961j -3.34442e-17-0.00167244j 7.91018e-18-0.00361886j -2.67475e-17-0.00476837j -4.6991e-17-0.00428338j -1.0545e-18+0.000829599j -5.75081e-17+0.00280381j 2.46331e-17-0.00106461j 1.92523e-17-0.00267955j -4.74264e-17-0.00142224j 2.02313e-17+0.00238612j 4.57628e-17+0.00363372j 1.60992e-17-0.00321181j 2.48966e-17+0.00699731j 1.51237e-16-0.000583167j 4.90668e-17+0.00534309j 
-5.54873e-17-0.00109128j 3.88931e-16+0.00967158j 6.16069e-17+0.00310174j -7.64282e-17-0.0125643j 3.34978e-17+0.00717192j 2.96289e-17+0.00404769j -8.24496e-18-0.00444025j 4.33573e-17+0.0121757j -7.28493e-18+0.00726091j 3.08731e-17-0.0189471j 9.6075e-18-0.00290683j 1.24048e-17-0.00610659j 6.86668e-17+0.0141061j -1.25709e-17-0.00730289j -3.92928e-17-0.00841506j -2.05704e-16-0.00124535j 8.15227e-17+0.00728879j -7.40354e-18-0.00527997j 6.05327e-17-0.00955397j -6.79243e-17-0.0038746j -4.24716e-17-0.00671701j 7.4353e-17+0.00368831j 6.89901e-16-0.00647719j 5.95329e-16-0.00986073j 2.15565e-17+0.00792268j -8.565e-17+0.00152075j -3.03734e-17-0.0107521j 7.96397e-16+0.0127998j 4.43818e-14-0.01341j 3.76909e-16-0.00937062j -9.62761e-18-0.00332722j -4.99472e-17+0.00874124j -1.61389e-16+0.0088778j 1.80391e-17-0.00594993j -4.31042e-17-0.00273973j 3.31239e-17+0.00743478j 4.74016e-17+0.00431792j -1.01354e-15-0.0112984j 4.24178e-16+0.00576589j -8.89085e-17-0.0058606j 7.63617e-17+0.0013447j 2.3062e-17-0.00726567j 5.06722e-17-0.00855756j 3.06255e-17-0.0137837j -2.59001e-17-0.00572966j 1.63565e-17+0.00391324j -7.55928e-18-0.0191156j 1.16915e-17+0.00825519j 6.10992e-17+0.0124289j -4.30508e-18-0.00438463j -1.14252e-17+0.00284956j -9.01754e-19+0.00667921j 1.19769e-16+0.0131318j -7.35484e-18+0.00130416j -2.4155e-15-0.00972876j -5.47227e-16-0.0025376j 
-5.30258e-17+0.00239932j 1.86334e-16+0.00380894j -2.1871e-17+0.00410527j 6.79209e-19+0.00142703j -3.52892e-17+0.00269493j -2.94639e-17+0.000271984j 2.23799e-17-0.00148292j -2.01016e-17-0.00228536j 2.95362e-18+0.00101841j -2.00313e-18+0.000497214j -2.36801e-17-0.00358149j 2.25203e-17-0.00402902j 9.51333e-17+0.00884878j -4.00903e-17-0.0076857j 3.09212e-17-0.00019579j -1.45505e-17+0.000115271j -4.25926e-17+0.00389447j 3.46338e-17+0.00390918j -7.92816e-18-0.000218442j 1.28373e-18+0.00347123j -7.47578e-18+0.00154422j 3.44489e-17+0.00245886j -9.22912e-16+0.00887592j 3.19163e-17-0.000865317j 4.49136e-17+0.00209947j 3.71924e-17-0.000224336j 4.25043e-17+0.00277438j -2.24309e-16-0.00502689j -8.35598e-15+0.00262203j 7.41235e-17-0.00608667j 9.61437e-17-0.00916006j 3.42372e-17+0.0031588j -4.30944e-17+0.00271236j -4.66115e-18-0.00404244j -5.17988e-17-0.000249597j -9.14414e-18-6.66235e-05j -4.32659e-17+0.00308024j 4.84494e-16+0.00692888j -2.32907e-16+0.00104341j 2.15245e-17+0.00489988j 3.06426e-17+0.00109585j 1.66721e-17-0.00215507j 5.7015e-18-0.00170514j -2.27767e-17-0.0112696j -3.78723e-17+0.000698509j -9.76721e-18-0.00259907j 2.73249e-17-0.00508924j -2.02723e-17+0.000236815j -1.58953e-17-0.00357158j 2.84547e-17-0.00269787j 1.60905e-17-0.0010366j -6.42911e-18-0.00265683j -2.8507e-17-0.000202982j 4.08276e-17-0.00330005j -1.2446e-15-0.0045024j -2.29658e-16-0.00271574j 
6.50927e-16+0.00134379j -3.61768e-15-0.00749936j -2.01697e-16-0.000424156j 7.8188e-16+0.00177793j 2.16572e-15+0.00485091j 3.14651e-16+0.000720347j -3.81921e-15-0.00849729j -1.57479e-15-0.00353853j 6.55763e-16+0.00145137j -1.15579e-15-0.00250572j -3.8661e-16-0.000883965j -4.73528e-16-0.00105794j 2.19411e-15+0.00476583j -7.37122e-16-0.00160082j -1.79757e-15-0.00349458j 6.03036e-15+0.0075174j 7.06356e-16+0.00166733j -5.37568e-16-0.00120211j 3.02671e-16+0.000637706j 1.9138e-15+0.00425686j 1.58078e-15+0.0034756j -1.81456e-15-0.00402417j 1.8497e-15+0.00553272j -1.1901e-15-0.00295925j -7.84507e-16-0.00168602j 2.95491e-15+0.00641464j -2.19766e-15-0.00479635j 3.86234e-16-0.000175361j 2.21034e-14-0.00756079j -1.69459e-15-0.00416532j -4.18906e-15-0.0095386j -2.50633e-16-0.000693852j 8.43613e-16+0.00202574j 2.00144e-15+0.00441315j 2.46487e-15+0.00572913j -9.05639e-16-0.00195201j -1.52512e-15-0.00337096j -3.97505e-16-0.000664297j 8.47649e-16+0.00180711j 3.71848e-16+0.000848159j -3.28294e-15-0.00679615j -8.9291e-16-0.00195172j -1.03866e-15-0.00228509j -2.16795e-15-0.00479943j 7.50362e-17+0.000215281j 8.05047e-16+0.00174473j -1.55495e-15-0.0034517j 1.07921e-15+0.00238823j -1.50531e-15-0.00341138j -3.8324e-15-0.00856816j -3.73813e-16-0.000854329j 1.66067e-15+0.00367196j -3.91715e-16-0.000880472j -1.52269e-15-0.00343457j 4.92112e-15+0.00734607j -8.16428e-17-0.000992825j 
1.20033e-17-0.00302366j -2.07308e-17-0.00136756j 4.08498e-18-0.00444369j 2.44855e-17+0.00113694j -6.52563e-18-0.0028778j 2.51438e-19-0.00364171j 1.08801e-17+0.00226416j -1.38638e-17-0.00150974j -8.76819e-18+0.000239413j 1.49209e-17+0.00427211j 1.98485e-17-0.00269536j -3.98869e-17+0.00277233j -1.80764e-17-0.00473151j 9.13699e-18-0.000897664j 8.66567e-17+0.0052626j -7.60416e-16-0.00181296j 9.03717e-18-0.00409922j 4.09571e-17+0.00164826j 3.9305e-17-0.00288982j -5.18228e-18+0.000652288j 1.02962e-17-0.00129232j -8.29754e-18-0.00301285j -2.09849e-16+0.00203822j -2.68578e-16+0.00493219j 1.04245e-17+0.000246178j 6.99005e-18+0.0023624j 2.10968e-17+0.00659179j -2.45484e-16-0.00265544j -1.22646e-14+0.00370781j -4.01087e-17-0.0010488j -3.7991e-17+0.00575177j 3.34162e-19-0.00384667j -1.1703e-17-1.91762e-05j -3.36333e-17-0.000741098j 8.75096e-17-0.00264949j 4.7184e-17-0.00369902j -3.89652e-18-0.000306623j 5.18764e-16+0.00710407j -2.2195e-16-0.00131616j -8.0193e-18-0.00119377j -4.76914e-17-0.000904002j 1.36285e-17-0.0010899j -2.91926e-17+0.00529371j -1.93232e-17+0.00350521j -8.83704e-18+0.000201178j -6.59327e-18-0.00453863j -4.84938e-18+0.00506722j 2.96723e-18-0.0041267j -1.9216e-17-0.00280162j 9.07523e-18+0.00187497j -8.49115e-18+0.00216065j -1.2615e-17-0.0011417j -2.29706e-17-0.00412589j -1.04682e-17+0.00388377j 5.51541e-16+0.00158517j 1.14876e-16+0.00379374j 
-8.78708e-17-0.00273277j -1.78944e-15-0.0151595j -6.71696e-16-0.00836017j 4.61966e-16+0.00519572j 6.31923e-18-0.000162385j -3.19021e-16-0.00393246j -5.43869e-16-0.00635341j -5.9604e-16-0.00716792j -8.74491e-18-0.000121473j 4.05081e-16+0.00506005j -6.83957e-17-0.00107409j 3.63846e-16+0.00536349j -6.19652e-16-0.00745182j 2.56712e-16+0.00337059j 4.73568e-17+0.00304955j 3.21093e-15+0.0076542j -5.09101e-16-0.00616525j -4.00355e-17-0.00106671j 3.40394e-17-3.41451e-05j 4.2907e-16+0.00465369j 3.49493e-16+0.0034562j -9.13746e-16-0.0104499j -1.14011e-16+0.00490303j 8.36527e-17+0.00409146j -4.55741e-16-0.00482024j 9.29418e-16+0.0102724j 9.3163e-17+0.00147352j 5.9601e-17-0.00262213j 1.42542e-14-0.00429459j -3.53776e-17-0.000515001j -1.37201e-18+0.000492042j -6.43425e-16-0.00868232j -1.08064e-16-0.00106566j 6.55294e-16+0.00849693j 4.35027e-16+0.00509923j -6.36108e-16-0.0078308j -5.90018e-16-0.00734082j 7.60653e-16+0.0047104j -1.98758e-16-0.00100409j -1.39186e-16-0.00197039j -1.23371e-15-0.01036j -9.07452e-17-0.000684608j 4.06431e-16+0.00553818j 5.56398e-16+0.00756161j 1.12649e-16+0.0012608j -1.44735e-16-0.00178436j 6.21846e-16+0.00820566j -2.4443e-16-0.00323504j -6.39138e-16-0.0076141j -5.16359e-16-0.006107j 8.88669e-17+0.00122178j 2.87451e-16+0.00359804j -6.95221e-16-0.00807326j 8.36282e-17+0.00154133j 5.16787e-15+0.015637j 1.2177e-15+0.00494055j 
-1.57374e-17-0.009258j 3.92621e-16+0.00772224j 1.08017e-16-0.00642133j -1.16763e-17-0.0175269j 1.75875e-17+0.00210406j 4.45596e-17-0.00350912j 2.55562e-17+0.00637805j -1.60012e-17+0.0202596j -4.94918e-17+0.0104204j 1.25117e-16-0.0111395j 7.40716e-17-0.0123937j -8.11247e-17+0.000210456j 5.13466e-18-0.00888795j 3.09165e-17-0.00766904j 2.76577e-16+0.0054659j -3.2324e-15-0.00895987j 1.03628e-16+0.00183016j 1.65514e-16-0.00339251j 3.10624e-16-0.029423j -1.19802e-16-0.00447572j -4.70044e-17-0.016117j 8.88647e-17-0.00260153j 7.68601e-16-0.00670734j -9.47647e-17+0.00305475j 8.20216e-17+0.00934886j -1.59962e-16-0.00222688j 2.78088e-17+0.00865901j 5.14856e-16+0.0193809j 3.53597e-14-0.0107835j 4.81806e-16-0.0152688j -1.72851e-16+0.0192682j -1.45006e-16-0.000707947j -1.77413e-16+0.0105437j -2.93966e-18-0.0194388j 1.83508e-16-0.0114286j 1.83709e-16+0.00322593j 4.17438e-17+0.00880642j -2.90223e-16+0.000143125j 6.9736e-17+0.00746458j -1.32434e-16-0.0112362j 7.36665e-17+0.00195357j 7.44895e-17-0.0122225j -5.94462e-17+0.0110605j -5.13096e-17+0.00470425j -3.32373e-17-0.0046031j -5.29658e-18-0.00957172j 1.18965e-17-0.0114258j 6.41761e-18-0.00107135j -1.62774e-17+0.0163365j 1.91558e-17+0.00477698j -5.46407e-17+0.0110076j -5.78047e-17+0.00418429j 8.65981e-17+0.0102128j -4.73118e-17+0.0119577j -1.46776e-15-0.00746994j -3.71972e-16+0.00622362j 
7.68254e-17-0.00452567j -2.184e-16-0.0069762j 2.71077e-17-0.00807639j 5.69809e-17+0.000151093j -2.65035e-17-0.00533184j 1.26297e-17-0.0024733j 4.05267e-17+0.00233676j -3.11207e-17+0.000362159j -3.94092e-17-0.00180006j 6.56629e-17+0.00256862j 5.44539e-17+0.00387485j -4.31521e-17+0.00713303j -9.90474e-17-0.0137324j 3.74995e-17+0.0100787j 2.48872e-17+0.003018j -1.35625e-16-0.000197463j 9.54394e-18-0.0080107j 1.49681e-17-0.00405985j 9.02082e-17+0.000603588j -1.71565e-17-0.00367962j 2.8605e-17-0.00156151j -1.53608e-17-0.00538214j 1.01801e-15-0.00979827j -1.58637e-16+0.00388837j -4.31529e-17-0.00333832j -4.00696e-17+0.00268054j 1.14465e-17-0.000504237j 2.61271e-17+0.00356631j 2.66077e-15-0.000869187j -9.59665e-17+0.00826208j -1.02314e-16+0.0140211j -2.07072e-17-0.00670148j 2.61463e-17-0.0041918j -3.85807e-18+0.00678359j 5.10004e-17-0.000250844j 1.06264e-17-0.00272358j 6.68439e-17-0.00525422j -2.10315e-16-0.00472456j 1.11884e-16-0.00271457j -1.47262e-18-0.006615j -3.09963e-17-0.00270386j 1.25007e-17+0.00285732j -3.326e-17+0.00464193j -1.56557e-17+0.0165162j 4.4502e-17-0.0005735j -1.21119e-17+0.00138073j 2.80953e-17+0.0106543j -1.27955e-17-0.00273614j -4.07174e-17+0.00154848j 3.3404e-17+0.0038437j -3.34417e-17+0.00199726j -5.4389e-17+0.00287002j -3.14832e-17-0.00320893j -3.13072e-17+0.0059876j 2.14624e-15+0.00803546j 4.43132e-16+0.00567616j 
-3.49879e-17-0.00121038j 1.44175e-16+0.00424028j 1.54482e-17+0.00113612j -6.4249e-17-0.00483464j 4.30025e-17-0.00407721j 3.52846e-17-0.000774149j -5.3336e-18+0.0142036j 6.86402e-17+0.0107359j 3.20921e-17-0.000915344j -5.90162e-17+0.00677458j -1.16692e-17-0.00218831j -1.46193e-17+0.00213661j -8.82872e-17-0.0208157j 4.3824e-17+0.00478258j 2.67027e-16+0.0074229j -3.34751e-15-0.00916024j 3.86342e-17+0.00144847j 2.04762e-17+0.00139374j 1.85855e-17-0.0113143j -5.72972e-17-0.00362616j -1.00754e-16-0.00688053j 1.41774e-17+0.00320243j 6.19203e-16-0.00596279j -4.46141e-16+0.00726159j 9.19857e-17-0.000494083j -1.28879e-16-0.0162737j -1.77537e-17+0.0125271j -2.01829e-16+0.00877036j -1.616e-14+0.00462263j -9.82709e-17+0.00207703j -8.75978e-17+0.0170354j -1.03947e-16-0.00258039j 1.73768e-16-0.00268373j -5.93171e-18-0.0150082j 1.06513e-16-0.0060684j 1.07815e-16+0.00384494j 4.52036e-18+0.007367j -1.62149e-16-0.000108943j 2.20977e-17+0.00196262j -5.71634e-17-0.000297559j 2.68734e-16+0.00812035j -2.18801e-17+0.00138307j -6.65566e-17+0.012635j -2.40845e-17+0.0185264j 1.61727e-18+0.00294351j 1.554e-19-0.00628366j -6.81392e-17+0.00430298j 3.05968e-17-0.00443038j 5.1096e-17+0.00909904j -2.3146e-17+0.013208j 1.00091e-17+0.002699j 3.25173e-17-0.00571202j 7.77686e-17+0.00333606j 1.6788e-18+0.00307762j -9.69794e-16-0.00446138j -2.25033e-16+0.000899443j 
-6.43327e-17-0.00348481j 3.25272e-16+0.00977454j 2.93825e-18-0.00305515j 2.56476e-17-7.68203e-05j 3.88826e-17-0.00481609j 1.18918e-17-0.00177547j -6.41162e-17+0.000110403j -3.611e-17-0.00356555j -2.1369e-18-2.72103e-05j -1.24131e-18-0.00475843j 1.25016e-17+0.00234427j -2.44852e-17+0.000395519j 5.43642e-17+0.0138844j -1.12582e-17-0.0035647j 8.2672e-17-0.000661318j -1.54415e-15-0.00482038j 8.60481e-17-0.0060969j -7.89654e-17-8.56676e-05j -6.43799e-17+0.00784338j 2.20615e-17-0.00466249j 4.58721e-17-0.00106283j -2.15617e-17+0.00243896j 5.5315e-16-0.00485033j 1.41785e-16-0.00188766j -2.4361e-17+0.00526674j 5.48456e-17+0.00843295j -2.00134e-17-0.00418235j -4.57174e-16-0.00769383j -2.51417e-14+0.007569j -2.06652e-16+0.00345185j -1.30498e-16+0.00221305j 1.53703e-17+0.00338713j -6.10799e-17+0.000888647j -1.5854e-17+0.00769852j 1.49604e-16-0.00581704j -2.87904e-18-0.00133684j 7.84129e-18-0.00180813j 2.66377e-16+0.00215484j -6.09877e-17-0.00521021j -1.58507e-17-0.00390855j 5.52058e-17+0.00289814j 2.12041e-17+6.33775e-05j 3.26421e-17-0.00859903j 6.71061e-18-0.0115568j -9.94728e-18-0.00497291j 1.57673e-17+0.00241554j -2.52983e-17+0.000995075j 2.4562e-17-5.60827e-05j -2.72133e-17-0.00248472j -7.00624e-17+0.00131633j -1.80753e-17+0.000579065j 2.30694e-17+0.000877533j -5.18434e-18-0.00171114j -3.81052e-17+0.00590085j -1.8918e-15-0.00902824j -4.33495e-16+0.00289661j 
-2.7063e-17+0.00382481j 1.13593e-16+0.00373019j 1.74409e-20+0.00446758j -2.92934e-17+0.0111063j 1.65983e-17-0.00135929j 8.58073e-18-0.00373701j 4.04551e-17+0.00163235j 8.81607e-17-0.0131403j 2.68684e-17-0.00255874j -7.62082e-17+0.0141859j -3.49086e-17-0.00616101j -9.40833e-18-0.00327899j -4.78058e-17+0.00927952j 3.34559e-17-0.0120707j 8.5959e-17+0.00722714j -6.88412e-16-0.00132867j 2.42309e-17+0.000786295j 5.60458e-18+0.0122225j -1.96135e-16+0.00562891j 4.98265e-17+0.00866782j -8.4741e-18+0.00637456j 2.48478e-17+0.00251109j -2.34601e-15+0.0218917j -4.62704e-16+0.0063663j 2.22498e-17+0.000481268j -4.44084e-17+1.81085e-06j 5.02673e-17+0.0149938j -9.25103e-16-0.0207233j -5.73162e-14+0.0174302j -1.75968e-16-0.00609071j 1.57413e-16-0.0132577j 1.04847e-16+0.000200714j 5.80904e-18-8.27841e-05j -1.66615e-16-0.00426703j 8.15114e-17-0.00139827j 8.99466e-17-0.0062083j -7.88335e-17+0.00369062j 1.66685e-15+0.0246567j -7.37e-16-0.00300368j 9.77895e-17+0.0127257j 1.88846e-17+0.00236632j 3.11315e-17-5.7943e-05j 3.61205e-17+0.00280574j 1.24787e-16-0.0146155j -2.16981e-17+0.00434663j 1.48199e-17-0.00943428j -5.63745e-17+0.00398891j 3.30852e-17-0.00658697j 9.26291e-17-0.016312j 4.26678e-17-0.000880319j 2.63139e-17-0.00294153j 2.70456e-17-0.0104874j 1.08925e-18-0.0104411j -1.46948e-17-0.00487478j -1.25245e-15-0.00491858j -2.75652e-16-0.002033j 
5.32615e-17-0.0165041j 1.25304e-16-0.000288485j 9.89233e-17-0.022849j 2.10073e-17+0.00069346j 8.95459e-17-0.0137176j 7.61637e-17-0.0140865j -4.69759e-17+0.00408863j 2.63491e-17-0.00608506j -6.06761e-18+0.00242569j -3.96191e-17+0.00432974j 1.00316e-16-0.00523862j -2.37998e-16+0.012352j 1.85272e-17-0.0053392j 1.24341e-18-0.00233041j 1.96635e-16+0.014857j -2.99395e-15-0.00792619j 2.23425e-16-0.0223853j 2.29508e-17+0.000316692j 5.79381e-17-0.00420042j -3.41712e-17-0.00432993j 5.66038e-17-0.00701133j -1.96627e-17-0.0121779j 4.70837e-16-0.00449538j -7.00244e-16+0.0129554j 4.76272e-18+0.00535062j 2.33353e-17+0.0215142j -5.22416e-17+0.0119837j -6.49265e-16-0.00996888j -3.84937e-14+0.011583j -2.92359e-16+0.00096961j -3.43752e-16+0.0260406j 7.09595e-17-0.0118722j -9.93044e-17+0.00152395j -1.91732e-16+0.0100991j 4.3323e-16-0.0130234j 2.3035e-16-0.0141751j 9.07304e-17-0.006738j 1.36524e-15+0.0186325j -4.99222e-16-0.00884263j -9.75192e-17-0.0140242j -2.14624e-16-0.00476078j 2.33667e-17-0.00470462j -1.15941e-16+0.00880047j -1.20153e-16+0.00561252j -4.4262e-17-0.00634177j 3.16443e-17-0.00977347j -1.87126e-16+0.0179546j 1.06253e-16-0.0121207j 2.22674e-17-0.00835037j -5.83158e-17+0.00503958j -5.71592e-17+0.00972343j -1.48799e-18+0.00286745j 5.17276e-17-0.0140415j -1.19585e-16+0.0219214j 1.46405e-15+0.00242073j 2.23376e-16+0.0183392j 
-1.19143e-16+0.000709814j 6.06972e-16+0.0155256j 1.57723e-17+0.00496987j -2.69136e-18-0.00155878j -1.06302e-17-0.0035269j 6.16846e-18+0.000571121j 2.29794e-17+0.00757321j -1.25747e-17+0.001939j -6.22374e-18-0.000917687j 3.64742e-18-0.000329924j -1.19454e-17+9.11401e-05j 1.89933e-17-0.0032621j 5.86237e-17+0.00830046j -6.52517e-18-0.00511935j 2.57567e-16+0.00114929j -3.24065e-15-0.0092696j 4.46049e-17+0.00130354j -2.65873e-17+0.00371679j -4.1806e-17+0.0028034j -2.49826e-17-0.00390378j -3.23233e-17-0.00255175j 7.15411e-17+0.00884857j 2.12379e-16-0.00173158j 2.15033e-17-0.0002512j 6.83217e-17+0.00523947j -7.47006e-17-0.00607505j 4.34355e-17+0.00332438j -7.27751e-16-0.00491788j -3.79939e-14+0.0113882j -1.54058e-16+0.0013826j -3.46278e-17+0.00159159j -1.00934e-17+0.00628663j 1.83594e-17+0.000208482j -2.00012e-17-0.00568584j 6.99022e-17-0.00742578j 3.34287e-17+0.00358051j -3.99046e-18+0.00601155j 2.96431e-16+0.00363492j -1.48828e-16-0.00220639j 1.9192e-17+0.00228188j 3.71301e-16+0.0100901j 4.83995e-17+0.000985701j 1.26346e-17-0.00395987j 1.5182e-18-0.00892076j -1.46458e-17-0.00137158j -9.28092e-19-0.00121618j 1.02833e-17-0.00234176j -3.724e-18-0.000591937j -8.90024e-18+0.0016935j 1.03298e-17+0.00722937j -6.4888e-18-0.000659224j -1.13488e-17-0.00554081j 1.10339e-17+0.00235864j 6.71291e-18+0.00133187j -3.80391e-15-0.0157798j -8.12682e-16-0.00194496j 
