-1.78715e-16-0.00889254j 7.91202e-16+0.0207406j -5.75646e-18-0.00606105j -9.36194e-19-0.00787991j 1.31259e-17-0.00814609j 7.07165e-18-0.004158j -1.79012e-17+0.00728726j -2.18553e-17+0.00495662j -1.45706e-17+0.00334534j 5.1945e-17-0.00935719j 3.36387e-17-0.00153877j -2.828e-17+0.000862615j 1.0178e-18+0.0133097j 1.98749e-17-0.00759461j 3.9049e-16+0.00320286j -4.90301e-15-0.0142237j 1.21745e-16-0.00809799j -5.5548e-17-0.000442243j -1.55372e-17-0.00139647j -6.89445e-17-0.0101301j -2.42268e-17-0.00959449j 4.61052e-18+0.00472299j 1.24294e-15-0.0115098j 1.10934e-16+0.000242356j 4.6719e-17+0.0119075j -1.66972e-17+0.00688649j 4.12682e-17+0.000698783j -6.65061e-16-0.00307254j -3.49206e-14+0.0104113j -1.58024e-16+0.000441843j -1.49413e-16+0.0151243j -8.6997e-17+0.00494478j -1.1761e-16+0.00445313j -4.23769e-17-9.69345e-05j 2.65328e-16-0.015572j 7.84089e-17+0.000552176j 3.40464e-17+0.0031823j 3.42831e-16+0.00393424j -1.13126e-16-0.00500442j -1.30293e-16-0.00974953j 2.59897e-16+0.00857088j 5.97688e-17-0.00382526j 5.81659e-17-0.0061001j 5.33523e-17-0.0120108j -4.41214e-17-0.00857787j -1.32407e-17-0.00171737j 1.37669e-17-0.00166513j 3.76532e-18-0.00181556j -1.91566e-17+0.00468523j -3.27555e-17+0.00821691j -1.24789e-17+0.00550766j 8.81462e-18+0.000548805j 2.41455e-17+0.00218924j 3.5828e-18+0.0143055j -4.17737e-15-0.0196089j -9.0345e-16+0.006681j 
6.50632e-16+0.00462008j -2.86883e-16-0.00509292j 8.2073e-16+0.0054181j 2.39613e-17-0.000884042j 3.37771e-16+0.00314735j 4.83192e-16+0.00455939j 1.39313e-16+0.00113303j 2.79626e-16+0.00468372j -2.04841e-16-0.00193947j 1.44789e-16+0.00113478j 2.31084e-16+0.00344039j -2.81576e-16-0.000918674j -3.8745e-16-0.0103143j 3.3998e-16+0.00759061j -4.56693e-16-0.00340313j 1.26033e-15+0.00298987j 6.96711e-16+0.00598217j 3.10545e-17-0.00225365j 1.49753e-16-0.00097586j 1.16454e-16+0.000195379j 2.06338e-16+0.00128902j 4.65571e-16+0.00178399j 4.01231e-16-0.00334565j -1.8824e-16-0.00196173j -3.3041e-16-0.00496178j -1.13895e-15-0.0105336j -2.03321e-16-0.00295142j 7.98803e-16+0.00861025j 2.03755e-14-0.00628646j 2.45764e-16+0.00353542j -5.72746e-16-0.00126485j 2.58691e-16+0.000184367j -1.29336e-16-0.00324974j -4.22018e-16-0.00358079j 3.02737e-16+0.00550079j 4.67481e-16+0.00492265j 2.88761e-16+0.00102804j -1.44802e-15-0.0105797j 5.90027e-16+0.00337243j 5.87518e-16+0.00261203j 3.56485e-16+0.0007255j 2.89543e-16+0.0034654j -5.98982e-17+0.00206961j 3.23091e-16+0.0110111j 3.83161e-16+0.00345151j 2.70385e-16+0.00350339j -3.23757e-16-0.00127742j 2.86793e-16+0.00294531j 3.51594e-16+0.00583535j 1.00866e-16+0.00122813j -3.55603e-16-0.00253975j -2.54853e-16-0.000274591j 4.48082e-16+0.00470458j -7.6547e-16-0.00624897j 8.33362e-16+0.00465159j -4.48888e-16-0.00468267j 
-2.15452e-17-0.00547358j -5.92598e-16-0.010233j -2.02559e-16-0.0103261j 5.0168e-17-0.000726945j -1.35872e-17-0.00546547j -8.00186e-17-0.0016266j -1.07691e-16-0.000147147j -7.3758e-17+0.000797348j 2.54527e-17-0.00203137j 3.97294e-17-0.000766243j -2.99513e-18+0.00721768j 6.54174e-17+0.00885923j -2.26186e-16-0.014805j 5.72117e-17+0.0146397j -9.7531e-18+0.000301921j 8.36975e-16+0.00201843j -1.2642e-16-0.00992526j -8.70821e-17-0.00778266j -3.12302e-17+0.00289804j 2.61586e-17-0.00565404j 1.89074e-17-0.00135461j -2.69676e-16-0.00722895j 1.63627e-15-0.0156369j 4.5998e-17+0.00171961j -1.00131e-16-0.0045804j 2.50289e-16+0.00565393j -1.74526e-17-0.0067161j 3.60855e-16+0.00678503j 1.7158e-14-0.00531259j -1.84781e-16+0.0119184j -2.3246e-17+0.0160019j -1.83973e-16-0.00748769j 7.82513e-17-0.00520453j 1.53742e-16+0.0124851j 5.89014e-17+0.00168792j -1.62955e-16-0.0024202j -3.15955e-17-0.00873349j -6.06641e-16-0.0116737j 3.35311e-16-0.00321696j -1.65586e-16-0.010142j -3.1009e-16-0.00506594j -9.54441e-17+0.00397448j 7.67132e-17+0.0021781j 9.4896e-17+0.0200087j 2.2391e-17-0.00187908j -5.651e-17+0.00551432j 1.06181e-16+0.0116361j -5.69352e-17-0.000855832j -1.0024e-16+0.00347604j -1.06224e-16+0.00249686j 5.22515e-17+0.00195518j 8.47967e-17+0.00652907j -1.21492e-16-0.00232446j 8.69567e-17+0.00700128j 3.34378e-15+0.011787j 7.86869e-16+0.00662254j 
1.74972e-16-0.00101331j -2.20669e-16-0.00541291j 1.25312e-16-0.00395392j 2.21719e-16+0.00382861j -2.54957e-17-0.00232027j 3.16223e-17-0.000658824j 6.56136e-18-0.00366478j -2.05714e-16-0.00582113j -1.22019e-16-0.00219123j 1.97462e-16+0.000582388j 9.02038e-17+0.00473037j -5.11455e-17+0.0032466j 3.76005e-17+0.000607175j 1.91028e-17+0.00508019j -1.16871e-16-0.00140681j 1.29167e-15+0.0034486j 3.62103e-17-0.00536702j 6.20814e-17-0.00223289j 2.18128e-16+0.00823121j 1.02648e-16-0.000734156j 2.02371e-16+0.00327964j 4.41516e-17-0.00325038j 4.81492e-16-0.00321348j 6.83086e-17-0.000617733j -1.453e-16-0.00265308j -4.38926e-17+0.00687026j 2.30451e-17-0.00552251j -2.18489e-16-0.00361318j -2.69785e-18+9.51206e-05j -1.98335e-17+0.00637221j -2.40509e-16+0.000240045j 6.64038e-17-0.00251925j -1.03329e-16-0.00296217j 5.36854e-17+0.0112254j 7.33206e-17+0.00285068j -6.07813e-17-0.00300011j 2.16548e-17-0.00631597j 4.53574e-17-0.00270393j 7.74802e-18-0.00339766j 2.13696e-16-0.00224529j -6.63791e-17-0.00382723j 1.09024e-16+0.00292601j -4.01909e-17-0.00329285j -6.09244e-17+0.00235887j 1.08894e-16-0.000854842j 2.46066e-17+0.00418262j 1.036e-16+0.00615694j -2.27306e-17+2.25259e-05j -1.91414e-16-0.00404162j 2.0686e-18-0.00223295j -1.27004e-16-0.0012154j -1.35787e-16+0.00271826j -1.34271e-16-0.00410336j -1.72379e-16+0.00105659j 1.53035e-15+0.00606968j 2.27571e-16+0.00209105j 
-2.70936e-16+0.0100879j 2.25573e-16+0.0214482j -3.02728e-16+0.0192614j 1.53704e-16+0.00038073j -8.24612e-18-0.000652498j -1.43253e-16+0.00643005j -2.25587e-16+0.0140253j -2.68267e-16+0.00461227j 2.71913e-17-0.00472298j 1.08906e-16+0.00577173j -1.29215e-16+0.00165871j 2.91448e-16-0.00956012j -1.25797e-16+0.00610214j 7.94305e-17-0.00484342j 4.17877e-16-0.000824888j -3.72584e-15-0.0114918j -2.3366e-16+0.0126338j -7.88272e-17+0.00855237j -1.16401e-16+0.0052196j 1.74638e-16-0.00196715j 4.16979e-17+0.000387705j -2.58816e-16+0.0191959j -8.27085e-17+0.0031449j 1.4259e-16-0.0016556j -3.25804e-17+0.00268973j 2.55015e-16-0.0251742j 9.1801e-17+0.00713812j -1.14261e-15-0.0048084j -5.61189e-14+0.0167307j -2.64802e-16+0.00288035j 4.05619e-17-0.0075101j -3.23946e-16+0.0122299j 1.64339e-16-0.00318556j 3.5109e-16-0.017504j 1.32564e-16-0.00500946j -2.97488e-16+0.0109873j -3.34644e-16+0.0139186j 2.88354e-16+0.00174312j -1.65989e-16+0.000573392j 4.00755e-17+0.0137425j 3.07574e-16+0.0190667j -1.33029e-18+0.00570606j 1.86426e-16-0.00367069j 2.19307e-16-0.00883444j 3.83286e-17+0.00431202j -5.91692e-17-0.00103292j 2.91254e-16-0.00664947j -1.23396e-16+0.00127769j -2.83798e-16+0.00432325j -2.36786e-16+0.0122843j 6.2355e-17-0.00618525j 1.49378e-16-0.0140996j -2.72842e-16+0.0072029j 9.05903e-17-0.00974714j -5.47061e-15-0.0231779j -1.09267e-15-0.011796j 
1.59966e-15+0.00402327j 8.37506e-15+0.0184232j 4.63071e-15+0.0108416j -1.81427e-15-0.00414523j -1.14638e-15-0.00258831j 1.93285e-15+0.00431999j 5.27626e-15+0.0122295j 3.48166e-15+0.00796484j -1.0748e-15-0.00233549j -1.82565e-16-0.000398046j 1.23415e-15+0.00251534j -2.03828e-15-0.00513564j 8.07583e-16+0.0025511j -1.1997e-16-0.00108046j -1.45475e-16-0.000862398j -8.77036e-15-0.0114327j 2.78662e-15+0.00652388j 1.07651e-15+0.00295965j 7.25063e-16+0.0015942j -2.71363e-15-0.00603907j -1.63947e-15-0.00369965j 5.98485e-15+0.0138514j -2.31639e-15-0.00637646j -7.16304e-16-0.00180386j 1.64039e-15+0.00394747j -7.65085e-15-0.0172963j 9.30143e-16+0.00251944j 1.80803e-16+0.00145536j -3.07486e-14+0.0103836j 2.00348e-15+0.0044454j 1.44973e-15+0.00306064j 3.70992e-15+0.00897236j -8.35507e-16-0.0018924j -4.88e-15-0.0118116j -2.81492e-15-0.00687649j 4.08748e-15+0.00936632j 4.04984e-15+0.00972466j -2.35907e-15-0.00399021j 2.58522e-17-9.26435e-05j 1.78412e-15+0.00429784j 7.01038e-15+0.0151231j 1.74252e-15+0.00366268j -1.42649e-15-0.00338235j -8.13189e-16-0.00289386j 2.19351e-16+0.000436711j 5.20672e-16+0.000822215j -1.88389e-15-0.00476621j 6.96264e-16+0.00152575j 3.75541e-15+0.00844213j 5.1307e-15+0.0118315j -1.01486e-15-0.00228324j -3.20774e-15-0.00766879j 3.4629e-15+0.00787788j -9.33215e-16-0.00217171j -1.27218e-14-0.019071j -3.60072e-15-0.00602323j 
-8.77847e-17-0.00474621j -4.05284e-16+0.00233317j -2.2957e-16-0.00487586j 1.20549e-16-0.00410237j 7.2135e-17+0.00120351j -9.27847e-17-0.00355095j -2.63625e-16-0.00199321j -1.81588e-16+0.00216975j 1.65614e-17+0.00514764j 1.30402e-16-0.00455743j -2.1668e-17-0.00705293j 1.01221e-16-0.000206993j -2.11833e-16+0.00505964j 1.04422e-16-0.00831817j 1.07571e-16+0.00268161j -2.65544e-16-0.0014663j -9.77768e-17-0.00159517j -8.93929e-18+0.000387832j 1.10322e-17-0.0092081j 1.38313e-16+0.000899063j 1.10325e-16-0.00432558j -3.44958e-16-0.00341856j -2.00793e-16+0.00355194j 4.62964e-17+0.00125314j -1.44048e-16+0.00516734j 3.39754e-16+0.00748337j 5.28965e-18+0.00361817j 1.26094e-16+0.000734116j 8.55192e-15-0.00259864j 1.18862e-16-0.00959578j -6.18396e-17+0.00214302j -2.81099e-16-0.000613366j -1.4486e-16+0.00632389j 2.07272e-16-0.00343797j 3.07875e-16-0.00443668j -1.49334e-16-0.00273312j -2.37899e-16+0.00139704j 4.76364e-16+0.00713683j -1.52348e-16+0.00149268j -1.36965e-16-0.00393445j -5.00666e-16-0.00251654j -2.44302e-17-0.00700272j 1.70891e-16+0.00203641j 2.4056e-16-0.00734218j -2.89455e-19-0.00297256j -3.5877e-17-0.0051577j 1.70885e-16-0.00466325j -4.87828e-17-0.0013327j -1.9062e-16-8.38485e-06j -2.52856e-16-0.00284258j 3.34183e-17+0.00459219j 1.54834e-16+0.00243523j -1.85239e-16+6.47595e-06j 4.19618e-18+0.00552231j 2.31558e-16-0.00218141j 5.32096e-17+0.00399406j 
3.40308e-17+0.000504674j -1.60191e-16-0.00172182j -6.57688e-18-0.000834116j 5.85441e-17+0.000988852j -5.13373e-17-0.00173307j -4.32204e-18+0.00295959j 7.52779e-17-0.00359854j -1.31701e-17-0.00230084j -6.26805e-17-0.00285247j 1.39657e-16-0.00512943j 3.84565e-17+0.00938205j 7.17218e-17+0.00178934j -2.42498e-16+0.00367371j 1.0811e-16+0.00853297j -7.56538e-17-0.00663184j 1.15074e-15+0.00276879j -1.2887e-17-0.0032635j -8.6017e-17-0.00545047j -5.14168e-17+0.0118323j 1.528e-17-0.00462323j 4.27323e-17+0.00274769j -3.23624e-17+0.000600067j 1.12803e-15-0.011112j 4.31659e-16-0.00559918j -1.40274e-16-0.002211j -9.17215e-17+0.0039429j 5.2842e-17-0.013545j 2.0075e-16+0.00081772j 8.73092e-15-0.00264946j -5.70572e-17+0.0108499j 6.52809e-17+1.89452e-05j -4.81572e-17+0.00149281j -5.27488e-17-0.00392981j 8.5343e-18+0.0131412j -5.3201e-17+0.00346453j -9.63223e-17+0.0017083j 5.85023e-17-0.00631385j -7.63415e-16-0.0130963j 3.63258e-16-0.00322386j 4.04682e-17-0.00380926j 4.03932e-17-0.00109416j 4.64648e-17+0.00506657j 1.46052e-16-0.0093301j 2.3971e-16+0.00185733j 9.54374e-17-0.00231615j -1.95652e-17+0.0101311j 1.44334e-16+0.00267034j -5.74633e-17+0.00418361j -8.92326e-18+0.00148078j 7.25664e-17-0.0011106j -2.11938e-17-0.00273037j -5.77257e-17+0.00446036j -4.50676e-17+0.0010744j -2.02908e-17-0.000196481j 6.58694e-16+0.00253775j 1.28618e-16-0.00048271j 
-2.74289e-17+0.00119708j 1.3304e-17+0.00474736j -2.22e-17+0.00258907j -1.66335e-17+0.00214452j 1.02536e-16-0.0031654j 2.43195e-17-0.000624301j -1.32959e-16+0.00632339j 1.00121e-17-0.000817632j 5.2708e-17-0.00233439j -1.00619e-16+0.00624407j -3.85324e-17-0.000156335j -4.75122e-18-0.000251799j 7.48935e-19-0.00278313j 1.05721e-17-0.000469344j 8.03598e-17+0.00369359j -1.57259e-15-0.00464572j 5.05131e-17+9.64656e-05j -5.78254e-17+0.00381948j -1.04258e-16+0.00154868j 6.35871e-17-0.0003285j 5.90704e-18+2.42645e-05j -6.93868e-17+0.00369465j -1.30657e-16+0.00178796j -2.7721e-16+0.00344594j 5.30348e-18+7.96368e-06j 4.70706e-17-0.00632275j -7.33725e-17+0.00674101j -4.37532e-16-0.00435508j -3.01116e-14+0.00896506j -2.47508e-16+0.00223763j -1.24398e-16+0.00230435j -2.67312e-17+0.000411969j 1.23903e-16-0.00233373j 2.02457e-17-0.00438176j 1.54114e-16-0.00291541j 1.46732e-17+0.000398538j -7.20942e-17+0.00323466j 3.16809e-16+0.00525741j -1.24302e-16-0.00159066j 1.14624e-17+0.00366167j 4.71582e-17+0.00527383j -3.91343e-17+0.00228662j -2.17495e-17+0.00266046j -1.01477e-17+0.00156021j 2.31727e-18+0.0018738j 3.15223e-17-0.00295392j -9.63383e-17+0.0036621j 5.9119e-17-0.00293676j 6.74623e-18-0.00147818j -1.42075e-16+0.00573501j 9.08832e-18-0.000942538j 9.6411e-17-0.0055305j 1.97207e-17-0.00171794j -4.6448e-17-0.000443959j -1.06538e-15-0.00505442j -2.70833e-16-0.000847008j 
2.08815e-17-0.00504574j -2.28366e-16-0.00281818j -4.18983e-17-0.00755213j 5.12596e-17-0.00296425j 4.14107e-17-0.00495977j -8.33519e-19-0.000767958j -1.05846e-16+0.0010856j -6.91245e-17+0.00277548j -1.6657e-18-0.000920887j 2.92681e-17-0.0040754j 2.53896e-17+0.00615717j -8.37078e-18+0.00604293j -7.13401e-17-0.00761796j 2.41164e-17+0.0102101j -1.10297e-17-0.00084455j -2.11532e-16-0.00111469j 1.69443e-17-0.0077362j -6.81961e-17-0.00674385j 3.36884e-17+0.00247232j 2.60095e-17-0.00693347j 5.03585e-17-0.00292608j -1.23734e-16-0.00333566j 1.68808e-15-0.0156014j 8.7943e-17-0.000263935j -7.66617e-17-0.00108592j 1.01628e-16+0.00432198j -6.01982e-17-0.00712843j 2.03484e-16+0.00609455j 1.04159e-14-0.00328252j -1.56885e-16+0.00970564j -1.91948e-16+0.0140848j -9.12239e-17-0.00335462j 3.55422e-17-0.00310726j 9.70295e-17+0.00927833j 1.14634e-16-0.00123693j -6.87169e-17-0.000156399j 1.83637e-17-0.0056557j -6.44065e-16-0.0109949j 3.39045e-16-0.00291292j -6.93077e-17-0.00954118j -1.13334e-16-0.0014651j -3.70361e-17+0.00266157j 5.58525e-18-0.00114116j -1.04699e-17+0.0122935j 3.51467e-17-0.00327296j -1.77748e-18+0.00539439j 1.16618e-17+0.00676011j 3.64928e-18+0.000401074j -7.70289e-17+0.00521331j -1.12549e-16+0.00343648j -1.58626e-17+0.00200667j 3.66976e-17+0.00545003j -3.64551e-17+0.000461272j -2.96252e-17+0.00712077j 1.39202e-15+0.00417034j 2.7558e-16+0.00513664j 
-1.02957e-16-0.00242303j 4.52262e-16+0.0147762j -1.42135e-17+0.000763203j 6.89558e-17-0.00431919j 1.76708e-17-0.00646301j 5.41503e-19+0.000282677j -6.90101e-17+0.00911157j -1.07451e-16+0.00500926j -2.12162e-17-0.00119714j 6.13615e-17-0.0032195j 8.60093e-18+0.00349748j 2.43091e-17+0.000166588j 1.34169e-17+0.00300038j 1.72105e-17+0.00095193j 2.77712e-16+0.000756099j -3.61336e-15-0.0107473j 4.5738e-17-0.00282621j -5.30995e-17-0.000449545j 2.48627e-17+0.00303779j 1.35415e-17-0.00855136j 2.70695e-17-0.00514924j -2.20126e-17+0.00737313j 1.35424e-15-0.0118562j 8.50185e-17-0.000389236j 3.87482e-18+0.00498306j 3.62241e-18-0.00469023j 1.18412e-17-0.000556652j -6.39954e-16-3.22015e-05j -3.10646e-14+0.00919801j -2.28637e-16+0.00691612j -1.99276e-16+0.0110911j -9.84887e-17+0.00459888j 2.88135e-17-0.00141965j 8.30802e-17-0.00157299j 1.7581e-16-0.00879666j -3.08084e-17+0.00419128j -1.92508e-17+0.00343666j -1.1366e-16-0.00351994j 6.2905e-17-0.00353879j -6.58396e-18-0.00370393j 2.98711e-16+0.00997995j 3.93156e-17+0.00234872j 1.82624e-17-0.00420238j -5.20494e-18-0.000971204j 2.04774e-17-0.00340494j -2.98345e-18+0.00176185j 5.16764e-17+0.00104024j -1.18955e-17-0.000254668j -1.08419e-16+0.00612234j -8.70578e-17+0.0101042j -3.05465e-17+0.000855703j 7.84612e-18-0.00242136j -4.52706e-17+0.00356788j -3.07121e-17+0.00586795j -3.14625e-15-0.014244j -6.97324e-16+0.00102675j 
8.89217e-17+0.0012342j -1.35418e-17-0.003381j 1.05178e-16+0.000343784j 2.47443e-17+0.00136117j -3.66319e-17+0.00154944j 3.44438e-17+0.00133296j 1.02954e-16-0.00402063j 1.1727e-17-0.00218332j -5.42489e-17-0.000520738j 6.07761e-17-0.00169608j 4.14506e-17+0.00228906j -2.6734e-17-0.000197679j 4.0804e-18+0.00260062j 8.11096e-18+0.00175649j -1.20208e-16-0.00316075j 1.29099e-15+0.00372997j 3.61304e-17+0.000298394j 2.59854e-17-0.00156818j 5.64369e-17+0.00377504j -1.21153e-17+0.000701513j 3.07818e-17+0.00246908j 1.08988e-16-0.000980431j 1.53545e-18-0.000278816j 1.47136e-16-0.00260752j -3.54827e-17-0.0015699j -1.39192e-16+0.0026202j 2.37436e-17-0.00517787j 1.62911e-16-0.00013508j 1.09931e-14-0.00323432j 9.27729e-17+0.00145025j 1.69731e-17-0.00439032j 8.70569e-17+0.000288273j -6.24673e-17-0.00057486j -6.07603e-17+0.0048024j -9.14392e-17+0.00346512j 2.24587e-17-8.47529e-05j 7.65664e-17-0.00271978j -2.32861e-16-0.0036362j 9.23461e-17-8.72459e-05j 9.58693e-17+9.26034e-05j 4.97489e-17-0.0026094j 5.53321e-17+0.000955533j -6.95171e-18-0.00327794j 6.39564e-18-0.0012594j 4.17591e-17-0.000108583j 1.34599e-17+0.00336243j 1.75525e-17-0.000578773j -5.27459e-18+0.0020449j 2.29792e-17-0.00112688j 1.03818e-16-0.00346352j -4.58521e-17-0.00145098j -9.46412e-17+0.00209031j 2.05844e-17-7.12626e-05j -5.36956e-17-0.00210987j 6.22303e-16+0.00345468j 9.81187e-17-0.00103983j 
-4.18292e-17+0.000656993j -2.07468e-17-0.0109424j -9.74721e-17-0.0015009j 2.37551e-17+0.00118744j -2.10572e-16+0.000980849j -1.18628e-16-0.000331133j 1.43867e-16+0.00100731j -1.0404e-16+0.00159899j 1.60873e-18-0.00101303j -1.31542e-17+0.00622258j -2.30637e-17-0.000577567j 5.2717e-18+0.0030325j 2.89414e-16-0.0166696j -1.86568e-16+0.0065659j 4.82561e-17+0.00273894j 9.09222e-16+0.00366242j -2.52678e-16+0.000645307j 1.55854e-16-0.000864312j 2.13646e-16-0.00536106j -1.12511e-16+0.00267599j -7.99675e-17+0.000640655j 7.47754e-17-0.00460392j -1.58131e-16+0.00103886j -1.90909e-16+0.0040358j 1.89955e-16-0.00568081j 1.7134e-16-0.00478165j 9.92198e-17+0.00437497j -2.21954e-17+0.00576202j 1.63871e-14-0.00484502j 1.01705e-16+0.000701869j 1.63052e-16+0.00403426j 5.81384e-17-0.00609322j 1.15213e-16-0.00267445j 9.85907e-17-0.00279364j -3.27891e-16+0.00428487j -7.54232e-17-0.00109754j 3.09864e-17-0.00102786j 1.41611e-16-0.00156308j -1.24746e-16+0.00240045j -5.26818e-17+0.000776704j 4.65279e-17-0.00364369j -5.3567e-17+0.00122357j -1.8193e-16+0.00928833j -3.8183e-16+0.0157444j -9.91726e-17+0.00390728j -8.43017e-17-0.00213136j 8.58099e-17+0.00494427j -1.07591e-16-0.00197944j -1.30213e-16+0.00102694j 1.53764e-16+0.000591615j 5.17411e-17+0.000371997j -9.18634e-17-6.49397e-05j -1.24653e-16-0.00138724j 2.22635e-16-0.00190787j 2.16488e-15+0.0107978j 6.64386e-16+0.000561393j 
2.55433e-16-3.63581e-05j 5.13597e-16+0.00890906j 5.35324e-16+0.00228794j -2.24877e-16-0.000147359j 3.97722e-16-0.00717241j 3.71609e-16-0.000269606j -1.22254e-16+0.0127098j 3.37823e-16+0.00330984j 7.39739e-17-0.00394009j -4.11805e-16+0.00674614j 4.39848e-17+0.00284502j -3.52199e-16+0.00159899j 2.94951e-16-0.00916686j -5.50766e-17+0.00448439j -1.51796e-16+0.00494749j -3.36618e-15-0.0097675j 6.16767e-16-0.00173484j -1.13806e-16+0.00248806j -1.1651e-16+0.00189143j 1.97572e-20-0.0052198j -2.12319e-17-0.00290946j 3.5136e-16+0.00638702j 7.28347e-16-0.0068872j -6.90725e-16+0.00470456j 8.65892e-17+0.000204969j -5.33807e-16-0.0117235j -3.80841e-16+0.00728243j -3.15194e-16-0.00114231j -4.193e-14+0.0123257j -4.73691e-16+0.0083587j -6.70876e-16+0.0119784j 3.45076e-16+0.000526243j 2.67114e-16-0.00507252j -3.36935e-16-0.00570488j 3.06207e-16-0.00630105j 4.5975e-16+0.00291395j 2.35415e-16+0.00445299j -4.47014e-16+0.000636987j 2.10836e-16-0.00300344j 2.13859e-16+0.00116255j 5.09216e-16+0.010069j -9.92247e-18+0.00501402j -3.41599e-16+0.00375637j -3.56749e-16+0.00938387j 5.65723e-17+0.0013802j 2.47892e-16-0.00185045j -6.98852e-16+0.00713775j 3.83496e-16-0.00368935j 3.73716e-16+0.00348304j -1.64106e-16+0.012822j -1.55856e-16-0.00043024j 3.6184e-17-0.00675419j 5.16727e-16+0.000183683j -4.29314e-16+0.00250142j -2.28389e-15-0.00885313j -8.65592e-16+6.01469e-05j 
2.79439e-15+0.00791637j 1.85018e-15+0.00399867j 4.56484e-15+0.0125566j -1.94892e-15-0.00518722j 4.51689e-15+0.0130573j 3.13705e-15+0.00875632j -3.5117e-15-0.0104476j 1.88766e-15+0.00503688j 1.36371e-15+0.00399027j -5.21169e-15-0.0146512j -6.41598e-17-0.000321842j -3.81445e-15-0.0109301j 7.20622e-15+0.0197904j -2.65278e-15-0.00743273j -5.18497e-15-0.0138791j 4.91875e-15+0.00688618j 5.31053e-15+0.0150663j -8.37677e-16-0.00236643j -1.20204e-16-0.000617791j 8.67835e-16+0.00285856j 7.60013e-16+0.00236256j 2.51836e-15+0.0063458j 8.81321e-16+0.00428361j -4.2115e-15-0.0139449j 9.96174e-16+0.00262445j -1.15939e-15-0.00270704j -5.18355e-15-0.0145307j 3.44962e-15+0.00739512j 4.37246e-14-0.014569j -2.76133e-15-0.00937395j -7.81401e-15-0.0228829j 4.25014e-15+0.011584j 2.1298e-15+0.00647249j -1.47584e-15-0.00419068j 2.0431e-15+0.00687147j 3.12996e-15+0.00875127j 1.38574e-15+0.00369648j -5.34121e-15-0.0119857j 2.93591e-15+0.00732416j 1.6968e-15+0.00470961j 5.53627e-17-0.000545649j -1.21343e-15-0.00366288j -4.6133e-15-0.0129389j -7.08762e-15-0.0200077j -3.83226e-16-0.00096108j 2.71795e-15+0.00747532j -7.80261e-15-0.0221397j 4.10543e-15+0.0116049j 2.32851e-15+0.00613875j -3.68308e-15-0.0110159j -1.36458e-15-0.00381142j 1.30748e-15+0.00393626j 4.47803e-15+0.0122372j -3.9796e-15-0.0114123j -3.91318e-15-0.00516739j -4.19987e-15-0.0106859j 
-4.06875e-16+0.00713689j 1.32931e-17-0.00527345j -5.32763e-16+0.0074754j -2.17252e-16+0.00520472j -2.62059e-16+0.00231099j -2.99992e-16+0.00435921j 7.08292e-17-0.000335024j 7.36985e-17-0.00286846j 2.03499e-16-0.00451346j -2.79421e-16+0.00585802j -2.23369e-16+0.0047464j 2.51119e-16-0.00178672j 1.68933e-16-0.00469108j -2.27598e-16+0.00595818j 1.027e-16-0.00324759j 1.32128e-15+0.00451089j -5.20931e-16+0.00538716j -9.61268e-17+0.00107198j -3.19643e-16+0.00703048j -1.63779e-16+0.00284625j -3.18976e-16+0.00608495j -2.00169e-16+0.00291982j -5.52929e-16+0.00277598j 1.77126e-16-0.00159989j 2.98755e-16-0.00631267j 5.57145e-16-0.00891313j 1.12259e-16-0.00212731j -2.7268e-17-0.000653031j 1.2202e-16+7.62465e-07j -2.09561e-16+0.00530051j 7.09033e-16-0.00860393j -8.033e-17+0.000737209j 3.3432e-16-0.00515735j 1.80716e-16+0.000372526j -5.85376e-16+0.00730646j -2.95434e-16+0.00269744j -9.31994e-17-0.000273535j -1.74936e-17-0.005004j -2.70283e-17+0.000834656j -3.70638e-16+0.00742805j 1.14766e-17+0.000749091j -2.78723e-16+0.00579622j 3.58861e-17-0.000591911j -1.66437e-16+0.00526491j -2.44307e-16+0.00487652j -1.79842e-16+0.00371451j 1.18477e-16+0.00168212j -1.78555e-16+0.00189601j 1.80393e-17-0.00151242j 9.73655e-17-0.000367955j 3.15381e-16-0.00544132j 1.74642e-16-0.00314429j -1.37285e-16+0.000167179j 6.18623e-16-0.0094537j 5.41944e-16+0.00457177j 5.98325e-16-0.00624019j 
